Orthogroup	Prah	Prbk
OG0000055	Prah.g_00641	Prbk.g_02493
OG0000056	Prah.g_02425	Prbk.g_00694
OG0000058	Prah.g_00312	Prbk.g_02113
OG0000059	Prah.g_01027	Prbk.g_01765
OG0000062	Prah.g_02524	Prbk.g_02195
OG0000063	Prah.g_01257	Prbk.g_01496
OG0000065	Prah.g_01364	Prbk.g_01183
OG0000066	Prah.g_02192	Prbk.g_00477
OG0000068	Prah.g_01995	Prbk.g_00796, Prbk.g_00944
OG0000069	Prah.g_02196	Prbk.g_00480
OG0000069	Prah.g_00358	Prbk.g_01209
OG0000070	Prah.g_00341	Prbk.g_00094
OG0000070	Prah.g_01968	Prbk.g_00841
OG0000070	Prah.g_00543	Prbk.g_02591
OG0000071	Prah.g_00013	Prbk.g_02290
OG0000072	Prah.g_02187	Prbk.g_00472
OG0000073	Prah.g_00445	Prbk.g_00709
OG0000074	Prah.g_00974	Prbk.g_01815
OG0000075	Prah.g_00660	Prbk.g_02475
OG0000076	Prah.g_00915	Prbk.g_00056
OG0000078	Prah.g_02191	Prbk.g_00476
OG0000079	Prah.g_01654	Prbk.g_00931
OG0000080	Prah.g_01609	Prbk.g_02012
OG0000081	Prah.g_02230	Prbk.g_00512
OG0000082	Prah.g_02533	Prbk.g_02204
OG0000083	Prah.g_00004	Prbk.g_02281
OG0000084	Prah.g_00007	Prbk.g_02284
OG0000085	Prah.g_00029	Prbk.g_01626
OG0000087	Prah.g_02458	Prbk.g_02126
OG0000088	Prah.g_00194	Prbk.g_00191
OG0000089	Prah.g_00176, Prah.g_00180	Prbk.g_00206
OG0000090	Prah.g_02268	Prbk.g_00559
OG0000091	Prah.g_02307	Prbk.g_00776
OG0000092	Prah.g_02308	Prbk.g_00777
OG0000093	Prah.g_02324	Prbk.g_01280
OG0000094	Prah.g_02362	Prbk.g_01251
OG0000095	Prah.g_02371	Prbk.g_00632
OG0000096	Prah.g_02089	Prbk.g_01001
OG0000097	Prah.g_02126	Prbk.g_00409
OG0000098	Prah.g_02139	Prbk.g_00422
OG0000099	Prah.g_02151	Prbk.g_00434
OG0000100	Prah.g_02155	Prbk.g_00438
OG0000101	Prah.g_00208	Prbk.g_00361
OG0000102	Prah.g_02538	Prbk.g_02209
OG0000103	Prah.g_00313, Prah.g_00314	Prbk.g_02114
OG0000104	Prah.g_01566	Prbk.g_02061
OG0000105	Prah.g_01544	Prbk.g_01862
OG0000106	Prah.g_01503	Prbk.g_01078
OG0000107	Prah.g_01501	Prbk.g_01080
OG0000108	Prah.g_01476	Prbk.g_02684
OG0000109	Prah.g_01465	Prbk.g_01890
OG0000110	Prah.g_01446	Prbk.g_01871
OG0000111	Prah.g_00474	Prbk.g_00740
OG0000112	Prah.g_00473	Prbk.g_00739
OG0000113	Prah.g_00752	Prbk.g_02370
OG0000114	Prah.g_00669, Prah.g_01823	Prbk.g_02466
OG0000115	Prah.g_00796	Prbk.g_02324
OG0000116	Prah.g_00805	Prbk.g_02316
OG0000117	Prah.g_00912	Prbk.g_00059
OG0000118	Prah.g_02597	Prbk.g_02271
OG0000119	Prah.g_02526	Prbk.g_02197
OG0000120	Prah.g_01315	Prbk.g_00144
OG0000121	Prah.g_01254	Prbk.g_00138
OG0000122	Prah.g_01276	Prbk.g_00185
OG0000123	Prah.g_01237, Prah.g_01238	Prbk.g_00121
OG0000124	Prah.g_00905	Prbk.g_00066
OG0000125	Prah.g_01378	Prbk.g_01169
OG0000126	Prah.g_01576	Prbk.g_02052
OG0000127	Prah.g_00424	Prbk.g_00243
OG0000128	Prah.g_00407	Prbk.g_00260
OG0000129	Prah.g_00361	Prbk.g_01212
OG0000130	Prah.g_01672	Prbk.g_00913
OG0000131	Prah.g_01725	Prbk.g_01417
OG0000132	Prah.g_01728	Prbk.g_01414
OG0000133	Prah.g_02038	Prbk.g_00987
OG0000134	Prah.g_02001	Prbk.g_00950
OG0000135	Prah.g_01999	Prbk.g_00948
OG0000136	Prah.g_02244	Prbk.g_00528
OG0000137	Prah.g_00089	Prbk.g_01540
OG0000138	Prah.g_02498	Prbk.g_02168
OG0000139	Prah.g_02578	Prbk.g_02252
OG0000140	Prah.g_00002	Prbk.g_02279
OG0000141	Prah.g_00003	Prbk.g_02280
OG0000142	Prah.g_00005	Prbk.g_02282
OG0000143	Prah.g_00006	Prbk.g_02283
OG0000144	Prah.g_00008	Prbk.g_02285
OG0000145	Prah.g_00010	Prbk.g_02287
OG0000146	Prah.g_00011	Prbk.g_02288
OG0000147	Prah.g_00012	Prbk.g_02289
OG0000148	Prah.g_00014	Prbk.g_02291
OG0000149	Prah.g_00016	Prbk.g_01639
OG0000150	Prah.g_00017	Prbk.g_01638
OG0000151	Prah.g_00022	Prbk.g_01633
OG0000152	Prah.g_00023	Prbk.g_01632
OG0000153	Prah.g_00024	Prbk.g_01631
OG0000154	Prah.g_00025	Prbk.g_01630
OG0000155	Prah.g_00026	Prbk.g_01629
OG0000156	Prah.g_00027	Prbk.g_01628
OG0000157	Prah.g_00028	Prbk.g_01627
OG0000158	Prah.g_00030	Prbk.g_01625
OG0000159	Prah.g_00031	Prbk.g_01624
OG0000160	Prah.g_00032	Prbk.g_01623
OG0000161	Prah.g_00033	Prbk.g_01622
OG0000162	Prah.g_00034	Prbk.g_01621
OG0000163	Prah.g_00036	Prbk.g_01619
OG0000164	Prah.g_00041	Prbk.g_01614
OG0000165	Prah.g_00046	Prbk.g_01609
OG0000166	Prah.g_00047	Prbk.g_01608
OG0000167	Prah.g_00048	Prbk.g_01607
OG0000168	Prah.g_00049	Prbk.g_01606
OG0000169	Prah.g_00051	Prbk.g_01604
OG0000170	Prah.g_02488	Prbk.g_02158
OG0000171	Prah.g_02486	Prbk.g_02156
OG0000172	Prah.g_02485	Prbk.g_02155
OG0000173	Prah.g_02478	Prbk.g_02148
OG0000174	Prah.g_02471	Prbk.g_02141
OG0000175	Prah.g_02466	Prbk.g_02133
OG0000176	Prah.g_02457	Prbk.g_02125
OG0000177	Prah.g_02454	Prbk.g_02124
OG0000178	Prah.g_02453	Prbk.g_02123
OG0000179	Prah.g_01830	Prbk.g_01326
OG0000180	Prah.g_01833	Prbk.g_01324
OG0000181	Prah.g_01834	Prbk.g_01323
OG0000182	Prah.g_01838	Prbk.g_01320
OG0000183	Prah.g_01839	Prbk.g_01319
OG0000184	Prah.g_01843	Prbk.g_01315
OG0000185	Prah.g_01849	Prbk.g_01309
OG0000186	Prah.g_01850	Prbk.g_01308
OG0000187	Prah.g_01211	Prbk.g_01665
OG0000188	Prah.g_01851	Prbk.g_01307
OG0000189	Prah.g_01859	Prbk.g_01304
OG0000190	Prah.g_01860	Prbk.g_01303
OG0000191	Prah.g_01861	Prbk.g_01302
OG0000192	Prah.g_01862	Prbk.g_01301
OG0000193	Prah.g_01863	Prbk.g_01300
OG0000194	Prah.g_01864	Prbk.g_01299
OG0000195	Prah.g_01866	Prbk.g_01295
OG0000196	Prah.g_01867	Prbk.g_01294
OG0000197	Prah.g_01873	Prbk.g_00035
OG0000198	Prah.g_01877	Prbk.g_00031
OG0000199	Prah.g_01882	Prbk.g_00026
OG0000200	Prah.g_01883	Prbk.g_00025
OG0000201	Prah.g_01884	Prbk.g_00024
OG0000202	Prah.g_01886	Prbk.g_00022
OG0000203	Prah.g_01887	Prbk.g_00021
OG0000204	Prah.g_01888	Prbk.g_00020
OG0000205	Prah.g_01890	Prbk.g_00018
OG0000206	Prah.g_01891	Prbk.g_00017
OG0000207	Prah.g_01892	Prbk.g_00016
OG0000208	Prah.g_01893	Prbk.g_00015
OG0000209	Prah.g_01894	Prbk.g_00014
OG0000210	Prah.g_01896	Prbk.g_00012
OG0000211	Prah.g_01897	Prbk.g_00011
OG0000212	Prah.g_01898	Prbk.g_00010
OG0000213	Prah.g_01901	Prbk.g_00007
OG0000214	Prah.g_01908	Prbk.g_00001
OG0000215	Prah.g_00195	Prbk.g_00190
OG0000216	Prah.g_00193	Prbk.g_00192
OG0000217	Prah.g_00191	Prbk.g_00194
OG0000218	Prah.g_00189	Prbk.g_00196
OG0000219	Prah.g_00188	Prbk.g_00197
OG0000220	Prah.g_00183	Prbk.g_00202
OG0000221	Prah.g_00175	Prbk.g_00207
OG0000222	Prah.g_00174	Prbk.g_00208
OG0000223	Prah.g_00173	Prbk.g_00209
OG0000224	Prah.g_02252	Prbk.g_00542
OG0000225	Prah.g_02254	Prbk.g_00544
OG0000226	Prah.g_02257	Prbk.g_00547
OG0000227	Prah.g_02259	Prbk.g_00549
OG0000228	Prah.g_02260	Prbk.g_00550
OG0000229	Prah.g_02261	Prbk.g_00551
OG0000230	Prah.g_02262	Prbk.g_00552
OG0000231	Prah.g_02264	Prbk.g_00554
OG0000232	Prah.g_02265	Prbk.g_00555
OG0000233	Prah.g_02269	Prbk.g_00560
OG0000234	Prah.g_02280	Prbk.g_00749
OG0000235	Prah.g_02282	Prbk.g_00751
OG0000236	Prah.g_02283	Prbk.g_00752
OG0000237	Prah.g_02284	Prbk.g_00753
OG0000238	Prah.g_02285	Prbk.g_00754
OG0000239	Prah.g_02286	Prbk.g_00755
OG0000240	Prah.g_02288	Prbk.g_00757
OG0000241	Prah.g_02289	Prbk.g_00758
OG0000242	Prah.g_02290	Prbk.g_00759
OG0000243	Prah.g_02291	Prbk.g_00760
OG0000244	Prah.g_02292	Prbk.g_00761
OG0000245	Prah.g_02294	Prbk.g_00763
OG0000246	Prah.g_02296	Prbk.g_00765
OG0000247	Prah.g_02297	Prbk.g_00766
OG0000248	Prah.g_02298	Prbk.g_00767
OG0000249	Prah.g_02299	Prbk.g_00768
OG0000250	Prah.g_02300	Prbk.g_00769
OG0000251	Prah.g_02301	Prbk.g_00770
OG0000252	Prah.g_02302	Prbk.g_00771
OG0000253	Prah.g_02303	Prbk.g_00772
OG0000254	Prah.g_02305	Prbk.g_00774
OG0000255	Prah.g_02306	Prbk.g_00775
OG0000256	Prah.g_02309	Prbk.g_00778
OG0000257	Prah.g_02310	Prbk.g_00779
OG0000258	Prah.g_02311	Prbk.g_00780
OG0000259	Prah.g_02312	Prbk.g_00781
OG0000260	Prah.g_02313	Prbk.g_00782
OG0000261	Prah.g_02314	Prbk.g_00783
OG0000262	Prah.g_02315	Prbk.g_00784
OG0000263	Prah.g_02316	Prbk.g_00785
OG0000264	Prah.g_00709	Prbk.g_02425
OG0000265	Prah.g_02321	Prbk.g_01283
OG0000266	Prah.g_02323	Prbk.g_01281
OG0000267	Prah.g_02334	Prbk.g_01277
OG0000268	Prah.g_02336	Prbk.g_01275
OG0000269	Prah.g_02339	Prbk.g_01272
OG0000270	Prah.g_02341	Prbk.g_01270
OG0000271	Prah.g_02344	Prbk.g_01267
OG0000272	Prah.g_02345	Prbk.g_01266
OG0000273	Prah.g_02350	Prbk.g_01263
OG0000274	Prah.g_02352	Prbk.g_01261
OG0000275	Prah.g_02353	Prbk.g_01260
OG0000276	Prah.g_02354	Prbk.g_01259
OG0000277	Prah.g_02355	Prbk.g_01258
OG0000278	Prah.g_02356	Prbk.g_01257
OG0000279	Prah.g_02357	Prbk.g_01256
OG0000280	Prah.g_02358	Prbk.g_01255
OG0000281	Prah.g_02360	Prbk.g_01253
OG0000282	Prah.g_02361	Prbk.g_01252
OG0000283	Prah.g_02364	Prbk.g_01245
OG0000284	Prah.g_02365	Prbk.g_01244
OG0000285	Prah.g_02370	Prbk.g_00631
OG0000286	Prah.g_02372	Prbk.g_00633
OG0000287	Prah.g_02420	Prbk.g_00686
OG0000288	Prah.g_02419	Prbk.g_00685
OG0000289	Prah.g_02418	Prbk.g_00683
OG0000290	Prah.g_02417	Prbk.g_00682
OG0000291	Prah.g_02415	Prbk.g_00680
OG0000292	Prah.g_02411	Prbk.g_00670
OG0000293	Prah.g_02410	Prbk.g_00669
OG0000294	Prah.g_02409	Prbk.g_00668
OG0000295	Prah.g_02403	Prbk.g_00662
OG0000296	Prah.g_02402	Prbk.g_00661
OG0000297	Prah.g_02400	Prbk.g_00658
OG0000298	Prah.g_02399	Prbk.g_00657
OG0000299	Prah.g_02398	Prbk.g_00656
OG0000300	Prah.g_02397	Prbk.g_00655
OG0000301	Prah.g_02396	Prbk.g_00654
OG0000302	Prah.g_02395	Prbk.g_00653
OG0000303	Prah.g_02394	Prbk.g_00652
OG0000304	Prah.g_02392	Prbk.g_00650
OG0000305	Prah.g_02391	Prbk.g_00649
OG0000306	Prah.g_02390	Prbk.g_00648
OG0000307	Prah.g_01786	Prbk.g_01364
OG0000308	Prah.g_01411	Prbk.g_01136
OG0000309	Prah.g_01412	Prbk.g_01135
OG0000310	Prah.g_01413	Prbk.g_01134
OG0000311	Prah.g_01782	Prbk.g_01368
OG0000312	Prah.g_01781	Prbk.g_01369
OG0000313	Prah.g_01779	Prbk.g_01521
OG0000314	Prah.g_01773	Prbk.g_01515
OG0000315	Prah.g_01772	Prbk.g_01514
OG0000316	Prah.g_02074	Prbk.g_01900
OG0000317	Prah.g_02078	Prbk.g_01012
OG0000318	Prah.g_02079	Prbk.g_01011
OG0000319	Prah.g_02080	Prbk.g_01010
OG0000320	Prah.g_02082	Prbk.g_01008
OG0000321	Prah.g_02087	Prbk.g_01003
OG0000322	Prah.g_02098	Prbk.g_00371
OG0000323	Prah.g_02099	Prbk.g_00372
OG0000324	Prah.g_02101	Prbk.g_00374
OG0000325	Prah.g_02103	Prbk.g_00376
OG0000326	Prah.g_02105	Prbk.g_00378
OG0000327	Prah.g_02111	Prbk.g_00384
OG0000328	Prah.g_01785	Prbk.g_01365
OG0000329	Prah.g_02114	Prbk.g_00397
OG0000330	Prah.g_02115	Prbk.g_00398
OG0000331	Prah.g_02117	Prbk.g_00400
OG0000332	Prah.g_02118	Prbk.g_00401
OG0000333	Prah.g_02119	Prbk.g_00402
OG0000334	Prah.g_02120	Prbk.g_00403
OG0000335	Prah.g_02121	Prbk.g_00404
OG0000336	Prah.g_02123	Prbk.g_00406
OG0000337	Prah.g_02128	Prbk.g_00411
OG0000338	Prah.g_02129	Prbk.g_00412
OG0000339	Prah.g_02130	Prbk.g_00413
OG0000340	Prah.g_02132	Prbk.g_00415
OG0000341	Prah.g_02137	Prbk.g_00420
OG0000342	Prah.g_02138	Prbk.g_00421
OG0000343	Prah.g_02140	Prbk.g_00423
OG0000344	Prah.g_02142	Prbk.g_00425
OG0000345	Prah.g_02143	Prbk.g_00426
OG0000346	Prah.g_02144	Prbk.g_00427
OG0000347	Prah.g_02145	Prbk.g_00428
OG0000348	Prah.g_02146	Prbk.g_00429
OG0000349	Prah.g_02147	Prbk.g_00430
OG0000350	Prah.g_02148	Prbk.g_00431
OG0000351	Prah.g_02152	Prbk.g_00435
OG0000352	Prah.g_02156	Prbk.g_00439
OG0000353	Prah.g_02157	Prbk.g_00442
OG0000354	Prah.g_02158	Prbk.g_00443
OG0000355	Prah.g_02159	Prbk.g_00444
OG0000356	Prah.g_02166	Prbk.g_00449
OG0000357	Prah.g_02167	Prbk.g_00450
OG0000358	Prah.g_02168	Prbk.g_00451
OG0000359	Prah.g_02170	Prbk.g_00453
OG0000360	Prah.g_02172	Prbk.g_00456
OG0000361	Prah.g_02173	Prbk.g_00457
OG0000362	Prah.g_02174	Prbk.g_00458
OG0000363	Prah.g_02175	Prbk.g_00460
OG0000364	Prah.g_02176	Prbk.g_00461
OG0000365	Prah.g_02177	Prbk.g_00462
OG0000366	Prah.g_02178	Prbk.g_00463
OG0000367	Prah.g_02179	Prbk.g_00464
OG0000368	Prah.g_02180	Prbk.g_00465
OG0000369	Prah.g_02181	Prbk.g_00466
OG0000370	Prah.g_02182	Prbk.g_00467
OG0000371	Prah.g_02183	Prbk.g_00468
OG0000372	Prah.g_02186	Prbk.g_00471
OG0000373	Prah.g_02197	Prbk.g_00481
OG0000374	Prah.g_02199	Prbk.g_00483
OG0000375	Prah.g_02207	Prbk.g_00492
OG0000376	Prah.g_01956	Prbk.g_00853
OG0000377	Prah.g_01949	Prbk.g_00860
OG0000378	Prah.g_01948	Prbk.g_00861
OG0000379	Prah.g_01940	Prbk.g_00871
OG0000380	Prah.g_01938	Prbk.g_00873
OG0000381	Prah.g_01937	Prbk.g_00874
OG0000382	Prah.g_01935	Prbk.g_00876
OG0000383	Prah.g_01930	Prbk.g_00881
OG0000384	Prah.g_01929	Prbk.g_00882
OG0000385	Prah.g_01922	Prbk.g_00888
OG0000386	Prah.g_01921	Prbk.g_00889
OG0000387	Prah.g_01920	Prbk.g_00890
OG0000388	Prah.g_01919	Prbk.g_00891
OG0000389	Prah.g_01918	Prbk.g_00892
OG0000390	Prah.g_01917	Prbk.g_00893
OG0000391	Prah.g_01916	Prbk.g_00894
OG0000392	Prah.g_01915	Prbk.g_00895
OG0000393	Prah.g_00204	Prbk.g_00365
OG0000394	Prah.g_00205	Prbk.g_00364
OG0000395	Prah.g_00209	Prbk.g_00360
OG0000396	Prah.g_00579	Prbk.g_02556
OG0000397	Prah.g_01837	Prbk.g_01321
OG0000398	Prah.g_01661	Prbk.g_00924
OG0000399	Prah.g_01181	Prbk.g_01693
OG0000400	Prah.g_02072	Prbk.g_01902
OG0000401	Prah.g_00218	Prbk.g_00352
OG0000402	Prah.g_00219	Prbk.g_00351
OG0000403	Prah.g_00221	Prbk.g_00339
OG0000404	Prah.g_00229	Prbk.g_00329
OG0000405	Prah.g_00230	Prbk.g_00328
OG0000406	Prah.g_00232	Prbk.g_00326
OG0000407	Prah.g_00233	Prbk.g_00325
OG0000408	Prah.g_00234	Prbk.g_00324
OG0000409	Prah.g_00235	Prbk.g_00323
OG0000410	Prah.g_00237	Prbk.g_00321
OG0000411	Prah.g_00238	Prbk.g_00320
OG0000412	Prah.g_00239	Prbk.g_00319
OG0000413	Prah.g_00240	Prbk.g_00318
OG0000414	Prah.g_00241	Prbk.g_00317
OG0000415	Prah.g_00242	Prbk.g_00316
OG0000416	Prah.g_00247	Prbk.g_00315
OG0000417	Prah.g_00251	Prbk.g_00311
OG0000418	Prah.g_00252	Prbk.g_00310
OG0000419	Prah.g_00253	Prbk.g_00309
OG0000420	Prah.g_00254	Prbk.g_00308
OG0000421	Prah.g_00255	Prbk.g_00301
OG0000422	Prah.g_00257	Prbk.g_00299
OG0000423	Prah.g_00258	Prbk.g_00298
OG0000424	Prah.g_00261	Prbk.g_00295
OG0000425	Prah.g_00290	Prbk.g_02088
OG0000426	Prah.g_00291	Prbk.g_02089
OG0000427	Prah.g_00294	Prbk.g_02092
OG0000428	Prah.g_00304	Prbk.g_02105
OG0000429	Prah.g_00306	Prbk.g_02107
OG0000430	Prah.g_00308	Prbk.g_02109
OG0000431	Prah.g_00310	Prbk.g_02111
OG0000432	Prah.g_00311	Prbk.g_02112
OG0000433	Prah.g_01575	Prbk.g_02053
OG0000434	Prah.g_01572	Prbk.g_02056
OG0000435	Prah.g_01567	Prbk.g_02060
OG0000436	Prah.g_01565	Prbk.g_02062
OG0000437	Prah.g_01563	Prbk.g_02064
OG0000438	Prah.g_01562	Prbk.g_02065
OG0000439	Prah.g_01561	Prbk.g_02066
OG0000440	Prah.g_01558	Prbk.g_02069
OG0000441	Prah.g_01556	Prbk.g_02071
OG0000442	Prah.g_01555	Prbk.g_02072
OG0000443	Prah.g_01554	Prbk.g_02073
OG0000444	Prah.g_01553	Prbk.g_02074
OG0000445	Prah.g_01552	Prbk.g_02075
OG0000446	Prah.g_01551	Prbk.g_02076
OG0000447	Prah.g_01550	Prbk.g_02077
OG0000448	Prah.g_01549	Prbk.g_02078
OG0000449	Prah.g_01541	Prbk.g_01865
OG0000450	Prah.g_01540	Prbk.g_01041
OG0000451	Prah.g_01539	Prbk.g_01042
OG0000452	Prah.g_01538	Prbk.g_01043
OG0000453	Prah.g_01535	Prbk.g_01046
OG0000454	Prah.g_01534	Prbk.g_01047
OG0000455	Prah.g_01533	Prbk.g_01048
OG0000456	Prah.g_01532	Prbk.g_01049
OG0000457	Prah.g_01530	Prbk.g_01050
OG0000458	Prah.g_01529	Prbk.g_01051
OG0000459	Prah.g_01528	Prbk.g_01052
OG0000460	Prah.g_01526	Prbk.g_01054
OG0000461	Prah.g_01525	Prbk.g_01055
OG0000462	Prah.g_01524	Prbk.g_01056
OG0000463	Prah.g_01519	Prbk.g_01061
OG0000464	Prah.g_01514	Prbk.g_01066
OG0000465	Prah.g_01513	Prbk.g_01067
OG0000466	Prah.g_01512	Prbk.g_01068
OG0000467	Prah.g_01510	Prbk.g_01070
OG0000468	Prah.g_01509	Prbk.g_01071
OG0000469	Prah.g_01505	Prbk.g_01076
OG0000470	Prah.g_01094	Prbk.g_01965
OG0000471	Prah.g_01035	Prbk.g_01772
OG0000472	Prah.g_01500	Prbk.g_01081
OG0000473	Prah.g_01498	Prbk.g_01083
OG0000474	Prah.g_01496	Prbk.g_01085
OG0000475	Prah.g_01495	Prbk.g_01086
OG0000476	Prah.g_01489	Prbk.g_01092
OG0000477	Prah.g_01484	Prbk.g_01095
OG0000478	Prah.g_01482	Prbk.g_01097
OG0000479	Prah.g_01480	Prbk.g_01099
OG0000480	Prah.g_01474	Prbk.g_02686
OG0000481	Prah.g_01473	Prbk.g_01898
OG0000482	Prah.g_01472	Prbk.g_01897
OG0000483	Prah.g_01470	Prbk.g_01895
OG0000484	Prah.g_01469	Prbk.g_01894
OG0000485	Prah.g_01468	Prbk.g_01893
OG0000486	Prah.g_01467	Prbk.g_01892
OG0000487	Prah.g_01466	Prbk.g_01891
OG0000488	Prah.g_01464	Prbk.g_01889
OG0000489	Prah.g_01463	Prbk.g_01888
OG0000490	Prah.g_01462	Prbk.g_01887
OG0000491	Prah.g_01461	Prbk.g_01886
OG0000492	Prah.g_01460	Prbk.g_01885
OG0000493	Prah.g_01459	Prbk.g_01884
OG0000494	Prah.g_01458	Prbk.g_01882
OG0000495	Prah.g_01457	Prbk.g_01881
OG0000496	Prah.g_01454	Prbk.g_01879
OG0000497	Prah.g_01452	Prbk.g_01877
OG0000498	Prah.g_01451	Prbk.g_01876
OG0000499	Prah.g_01449	Prbk.g_01874
OG0000500	Prah.g_01448	Prbk.g_01873
OG0000501	Prah.g_01445	Prbk.g_01104
OG0000502	Prah.g_01444	Prbk.g_01105
OG0000503	Prah.g_01443	Prbk.g_01106
OG0000504	Prah.g_01441	Prbk.g_01108
OG0000505	Prah.g_01440	Prbk.g_01109
OG0000506	Prah.g_01439	Prbk.g_01110
OG0000507	Prah.g_01438	Prbk.g_01111
OG0000508	Prah.g_01434	Prbk.g_01115
OG0000509	Prah.g_01433	Prbk.g_01116
OG0000510	Prah.g_01432	Prbk.g_01117
OG0000511	Prah.g_01431	Prbk.g_01118
OG0000512	Prah.g_01430	Prbk.g_01119
OG0000513	Prah.g_01429	Prbk.g_01120
OG0000514	Prah.g_01428	Prbk.g_01121
OG0000515	Prah.g_01425	Prbk.g_01124
OG0000516	Prah.g_01424	Prbk.g_01125
OG0000517	Prah.g_01423	Prbk.g_01126
OG0000518	Prah.g_01417	Prbk.g_01130
OG0000519	Prah.g_01416	Prbk.g_01131
OG0000520	Prah.g_01415	Prbk.g_01132
OG0000521	Prah.g_01414	Prbk.g_01133
OG0000522	Prah.g_01408	Prbk.g_01139
OG0000523	Prah.g_01407	Prbk.g_01140
OG0000524	Prah.g_01406	Prbk.g_01141
OG0000525	Prah.g_01404	Prbk.g_01143
OG0000526	Prah.g_01403	Prbk.g_01144
OG0000527	Prah.g_01402	Prbk.g_01145
OG0000528	Prah.g_01401	Prbk.g_01146
OG0000529	Prah.g_01400	Prbk.g_01147
OG0000530	Prah.g_01399	Prbk.g_01148
OG0000531	Prah.g_01396	Prbk.g_01151
OG0000532	Prah.g_01394	Prbk.g_01153
OG0000533	Prah.g_01393	Prbk.g_01154
OG0000534	Prah.g_01392	Prbk.g_01155
OG0000535	Prah.g_01391	Prbk.g_01156
OG0000536	Prah.g_01390	Prbk.g_01157
OG0000537	Prah.g_01389	Prbk.g_01158
OG0000538	Prah.g_01388	Prbk.g_01159
OG0000539	Prah.g_01387	Prbk.g_01161
OG0000540	Prah.g_01385	Prbk.g_01163
OG0000541	Prah.g_00532	Prbk.g_02602
OG0000542	Prah.g_00531	Prbk.g_02603
OG0000543	Prah.g_00530	Prbk.g_02604
OG0000544	Prah.g_00529	Prbk.g_02605
OG0000545	Prah.g_00526	Prbk.g_02608
OG0000546	Prah.g_00525	Prbk.g_02609
OG0000547	Prah.g_00523	Prbk.g_02611
OG0000548	Prah.g_00518	Prbk.g_02616
OG0000549	Prah.g_00517	Prbk.g_02617
OG0000550	Prah.g_00516	Prbk.g_02618
OG0000551	Prah.g_00513	Prbk.g_02621
OG0000552	Prah.g_00510	Prbk.g_02623
