Orthogroup	Prah	Praa
OG0000134	Prah.g_02001	Praa.g_01770
OG0000135	Prah.g_01999	Praa.g_01772
OG0000136	Prah.g_02244	Praa.g_01817
OG0000137	Prah.g_00116, Prah.g_00089	Praa.g_01849
OG0000138	Prah.g_02498	Praa.g_01885
OG0000139	Prah.g_02578	Praa.g_01911
OG0000140	Prah.g_00002	Praa.g_00001
OG0000141	Prah.g_00003	Praa.g_00002
OG0000142	Prah.g_00005	Praa.g_00004
OG0000143	Prah.g_00006	Praa.g_00005
OG0000144	Prah.g_00008	Praa.g_00007
OG0000145	Prah.g_00010	Praa.g_00008
OG0000146	Prah.g_00011	Praa.g_00009
OG0000147	Prah.g_00012	Praa.g_00010
OG0000148	Prah.g_00014	Praa.g_00012
OG0000149	Prah.g_00016	Praa.g_00014
OG0000150	Prah.g_00017	Praa.g_00015
OG0000151	Prah.g_00022	Praa.g_00016
OG0000152	Prah.g_00023	Praa.g_00017
OG0000153	Prah.g_00024	Praa.g_00018
OG0000154	Prah.g_00025	Praa.g_00019
OG0000155	Prah.g_00026	Praa.g_00020
OG0000156	Prah.g_00027	Praa.g_00021
OG0000157	Prah.g_00028	Praa.g_00022
OG0000158	Prah.g_00030	Praa.g_00024
OG0000159	Prah.g_00031	Praa.g_00025
OG0000160	Prah.g_00032	Praa.g_00026
OG0000161	Prah.g_00033	Praa.g_00027
OG0000162	Prah.g_00034	Praa.g_00028
OG0000163	Prah.g_00036	Praa.g_00029
OG0000164	Prah.g_00041	Praa.g_00032
OG0000165	Prah.g_00046	Praa.g_00035
OG0000166	Prah.g_00047	Praa.g_00036
OG0000167	Prah.g_00048	Praa.g_00037
OG0000168	Prah.g_00049	Praa.g_00040
OG0000169	Prah.g_00051	Praa.g_00042
OG0000170	Prah.g_02488	Praa.g_00043
OG0000171	Prah.g_02486	Praa.g_00044
OG0000172	Prah.g_02485	Praa.g_00045
OG0000173	Prah.g_02478	Praa.g_00046
OG0000174	Prah.g_02471	Praa.g_00047
OG0000175	Prah.g_02466	Praa.g_00048
OG0000176	Prah.g_02457	Praa.g_00050
OG0000177	Prah.g_02454	Praa.g_00051
OG0000178	Prah.g_02453	Praa.g_00052
OG0000179	Prah.g_01830	Praa.g_00064
OG0000180	Prah.g_01833	Praa.g_00065
OG0000181	Prah.g_01834	Praa.g_00066
OG0000182	Prah.g_01838	Praa.g_00069
OG0000183	Prah.g_01839	Praa.g_00070
OG0000184	Prah.g_01843	Praa.g_00073
OG0000185	Prah.g_01849	Praa.g_00077
OG0000186	Prah.g_01850	Praa.g_00078
OG0000187	Prah.g_01211	Praa.g_00079
OG0000188	Prah.g_01851	Praa.g_00080
OG0000189	Prah.g_01859	Praa.g_00081
OG0000190	Prah.g_01860	Praa.g_00082
OG0000191	Prah.g_01861	Praa.g_00083
OG0000192	Prah.g_01862	Praa.g_00084
OG0000193	Prah.g_01863	Praa.g_00085
OG0000194	Prah.g_01864	Praa.g_00086
OG0000195	Prah.g_01866	Praa.g_00088
OG0000196	Prah.g_01867	Praa.g_00089
OG0000197	Prah.g_01873	Praa.g_00090
OG0000198	Prah.g_01877	Praa.g_00091
OG0000199	Prah.g_01882	Praa.g_00094
OG0000200	Prah.g_01883	Praa.g_00095
OG0000201	Prah.g_01884	Praa.g_00096
OG0000202	Prah.g_01886	Praa.g_00097
OG0000203	Prah.g_01887	Praa.g_00098
OG0000204	Prah.g_01888	Praa.g_00099
OG0000205	Prah.g_01890	Praa.g_00100
OG0000206	Prah.g_01891	Praa.g_00101
OG0000207	Prah.g_01892	Praa.g_00102
OG0000208	Prah.g_01893	Praa.g_00103
OG0000209	Prah.g_01894	Praa.g_00104
OG0000210	Prah.g_01896	Praa.g_00106
OG0000211	Prah.g_01897	Praa.g_00107
OG0000212	Prah.g_01898	Praa.g_00108
OG0000213	Prah.g_01901	Praa.g_00109
OG0000214	Prah.g_01908	Praa.g_00111
OG0000215	Prah.g_00195	Praa.g_00112
OG0000216	Prah.g_00193	Praa.g_00114
OG0000217	Prah.g_00191	Praa.g_00115
OG0000218	Prah.g_00189	Praa.g_00116
OG0000219	Prah.g_00188	Praa.g_00117
OG0000220	Prah.g_00183	Praa.g_00120
OG0000221	Prah.g_00175	Praa.g_00122
OG0000222	Prah.g_00174	Praa.g_00123
OG0000223	Prah.g_00173	Praa.g_00124
OG0000224	Prah.g_02252	Praa.g_00127
OG0000225	Prah.g_02254	Praa.g_00129
OG0000226	Prah.g_02257	Praa.g_00130
OG0000227	Prah.g_02259	Praa.g_00131
OG0000228	Prah.g_02260	Praa.g_00132
OG0000229	Prah.g_02261	Praa.g_00133
OG0000230	Prah.g_02262	Praa.g_00134
OG0000231	Prah.g_02264	Praa.g_00136
OG0000232	Prah.g_02265	Praa.g_00137
OG0000233	Prah.g_02269	Praa.g_00140
OG0000234	Prah.g_02280	Praa.g_00142
OG0000235	Prah.g_02282	Praa.g_00145
OG0000236	Prah.g_02283	Praa.g_00146
OG0000237	Prah.g_02284	Praa.g_00147
OG0000238	Prah.g_02285	Praa.g_00148
OG0000239	Prah.g_02286	Praa.g_00149
OG0000240	Prah.g_02288	Praa.g_00151
OG0000241	Prah.g_02289	Praa.g_00152
OG0000242	Prah.g_02290	Praa.g_00153
OG0000243	Prah.g_02291	Praa.g_00154
OG0000244	Prah.g_02292	Praa.g_00155
OG0000245	Prah.g_02294	Praa.g_00156
OG0000246	Prah.g_02296	Praa.g_00158
OG0000247	Prah.g_02297	Praa.g_00159
OG0000248	Prah.g_02298	Praa.g_00160
OG0000249	Prah.g_02299	Praa.g_00161
OG0000250	Prah.g_02300	Praa.g_00162
OG0000251	Prah.g_02301	Praa.g_00163
OG0000252	Prah.g_02302	Praa.g_00164
OG0000253	Prah.g_02303	Praa.g_00165
OG0000254	Prah.g_02305	Praa.g_00167
OG0000255	Prah.g_02306	Praa.g_00168
OG0000256	Prah.g_02309	Praa.g_00171
OG0000257	Prah.g_02310	Praa.g_00173
OG0000258	Prah.g_02311	Praa.g_00174
OG0000259	Prah.g_02312	Praa.g_00175
OG0000260	Prah.g_02313	Praa.g_00176
OG0000261	Prah.g_02314	Praa.g_00177
OG0000262	Prah.g_02315	Praa.g_00178
OG0000263	Prah.g_02316	Praa.g_00179
OG0000264	Prah.g_00709	Praa.g_00181
OG0000265	Prah.g_02321	Praa.g_00182
OG0000266	Prah.g_02323	Praa.g_00183
OG0000267	Prah.g_02334	Praa.g_00185
OG0000268	Prah.g_02336	Praa.g_00186
OG0000269	Prah.g_02339	Praa.g_00187
OG0000270	Prah.g_02341	Praa.g_00188
OG0000271	Prah.g_02344	Praa.g_00189
OG0000272	Prah.g_02345	Praa.g_00190
OG0000273	Prah.g_02350	Praa.g_00191
OG0000274	Prah.g_02352	Praa.g_00192
OG0000275	Prah.g_02353	Praa.g_00193
OG0000276	Prah.g_02354	Praa.g_00194
OG0000277	Prah.g_02355	Praa.g_00195
OG0000278	Prah.g_02356	Praa.g_00196
OG0000279	Prah.g_02357	Praa.g_00197
OG0000280	Prah.g_02358	Praa.g_00198
OG0000281	Prah.g_02360	Praa.g_00200
OG0000282	Prah.g_02361	Praa.g_00201
OG0000283	Prah.g_02364	Praa.g_00204
OG0000284	Prah.g_02365	Praa.g_00205
OG0000285	Prah.g_02370	Praa.g_00206
OG0000286	Prah.g_02372	Praa.g_00208
OG0000287	Prah.g_02420	Praa.g_00209
OG0000288	Prah.g_02419	Praa.g_00210
OG0000289	Prah.g_02418	Praa.g_00211
OG0000290	Prah.g_02417	Praa.g_00212
OG0000291	Prah.g_02415	Praa.g_00213
OG0000292	Prah.g_02411	Praa.g_00214
OG0000293	Prah.g_02410	Praa.g_00215
OG0000294	Prah.g_02409	Praa.g_00216
OG0000295	Prah.g_02403	Praa.g_00217
OG0000296	Prah.g_02402	Praa.g_00218
OG0000297	Prah.g_02400	Praa.g_00219
OG0000298	Prah.g_02399	Praa.g_00220
OG0000299	Prah.g_02398	Praa.g_00221
OG0000300	Prah.g_02397	Praa.g_00222
OG0000301	Prah.g_02396	Praa.g_00223
OG0000302	Prah.g_02395	Praa.g_00224
OG0000303	Prah.g_02394	Praa.g_00225
OG0000304	Prah.g_02392	Praa.g_00226
OG0000305	Prah.g_02391	Praa.g_00227
OG0000306	Prah.g_02390	Praa.g_00228
OG0000307	Prah.g_01786	Praa.g_00229
OG0000308	Prah.g_01411	Praa.g_00230
OG0000309	Prah.g_01412	Praa.g_00231
OG0000310	Prah.g_01413	Praa.g_00232
OG0000311	Prah.g_01782	Praa.g_00233
OG0000312	Prah.g_01781	Praa.g_00235
OG0000313	Prah.g_01779	Praa.g_00236
OG0000314	Prah.g_01773	Praa.g_00239
OG0000315	Prah.g_01772	Praa.g_00240
OG0000316	Prah.g_02074	Praa.g_00242
OG0000317	Prah.g_02078	Praa.g_00244
OG0000318	Prah.g_02079	Praa.g_00245
OG0000319	Prah.g_02080	Praa.g_00246
OG0000320	Prah.g_02082	Praa.g_00247
OG0000321	Prah.g_02087	Praa.g_00250
OG0000322	Prah.g_02098	Praa.g_00253
OG0000323	Prah.g_02099	Praa.g_00254
OG0000324	Prah.g_02101	Praa.g_00257
OG0000325	Prah.g_02103	Praa.g_00259
OG0000326	Prah.g_02105	Praa.g_00260
OG0000327	Prah.g_02111	Praa.g_00262
OG0000328	Prah.g_01785	Praa.g_00263
OG0000329	Prah.g_02114	Praa.g_00264
OG0000330	Prah.g_02115	Praa.g_00265
OG0000331	Prah.g_02117	Praa.g_00266
OG0000332	Prah.g_02118	Praa.g_00267
OG0000333	Prah.g_02119	Praa.g_00268
OG0000334	Prah.g_02120	Praa.g_00269
OG0000335	Prah.g_02121	Praa.g_00270
OG0000336	Prah.g_02123	Praa.g_00271
OG0000337	Prah.g_02128	Praa.g_00275
OG0000338	Prah.g_02129	Praa.g_00276
OG0000339	Prah.g_02130	Praa.g_00277
OG0000340	Prah.g_02132	Praa.g_00278
OG0000341	Prah.g_02137	Praa.g_00282
OG0000342	Prah.g_02138	Praa.g_00283
OG0000343	Prah.g_02140	Praa.g_00285
OG0000344	Prah.g_02142	Praa.g_00286
OG0000345	Prah.g_02143	Praa.g_00287
OG0000346	Prah.g_02144	Praa.g_00288
OG0000347	Prah.g_02145	Praa.g_00289
OG0000348	Prah.g_02146	Praa.g_00290
OG0000349	Prah.g_02147	Praa.g_00291
OG0000350	Prah.g_02148	Praa.g_00292
OG0000351	Prah.g_02152	Praa.g_00295
OG0000352	Prah.g_02156	Praa.g_00298
OG0000353	Prah.g_02157	Praa.g_00299
OG0000354	Prah.g_02158	Praa.g_00300
OG0000355	Prah.g_02159	Praa.g_00301
OG0000356	Prah.g_02166	Praa.g_00302
OG0000357	Prah.g_02167	Praa.g_00303
OG0000358	Prah.g_02168	Praa.g_00304
OG0000359	Prah.g_02170	Praa.g_00305
OG0000360	Prah.g_02172	Praa.g_00308
OG0000361	Prah.g_02173	Praa.g_00309
OG0000362	Prah.g_02174	Praa.g_00310
OG0000363	Prah.g_02175	Praa.g_00311
OG0000364	Prah.g_02176	Praa.g_00312
OG0000365	Prah.g_02177	Praa.g_00313
OG0000366	Prah.g_02178	Praa.g_00314
OG0000367	Prah.g_02179	Praa.g_00315
OG0000368	Prah.g_02180	Praa.g_00316
OG0000369	Prah.g_02181	Praa.g_00317
OG0000370	Prah.g_02182	Praa.g_00318
OG0000371	Prah.g_02183	Praa.g_00319
OG0000372	Prah.g_02186	Praa.g_00321
OG0000373	Prah.g_02197	Praa.g_00323
OG0000374	Prah.g_02199	Praa.g_00324
OG0000375	Prah.g_02207	Praa.g_00325
OG0000376	Prah.g_01956	Praa.g_00327
OG0000377	Prah.g_01949	Praa.g_00328
OG0000378	Prah.g_01948	Praa.g_00329
OG0000379	Prah.g_01940	Praa.g_00334
OG0000380	Prah.g_01938	Praa.g_00335
OG0000381	Prah.g_01937	Praa.g_00336
OG0000382	Prah.g_01935	Praa.g_00338
OG0000383	Prah.g_01930	Praa.g_00340
OG0000384	Prah.g_01929	Praa.g_00341
OG0000385	Prah.g_01922	Praa.g_00344
OG0000386	Prah.g_01921	Praa.g_00345
OG0000387	Prah.g_01920	Praa.g_00346
OG0000388	Prah.g_01919	Praa.g_00347
OG0000389	Prah.g_01918	Praa.g_00348
OG0000390	Prah.g_01917	Praa.g_00349
OG0000391	Prah.g_01916	Praa.g_00350
OG0000392	Prah.g_01915	Praa.g_00351
OG0000393	Prah.g_00204	Praa.g_00354
OG0000394	Prah.g_00205	Praa.g_00355
OG0000395	Prah.g_00209	Praa.g_00357
OG0000396	Prah.g_00579	Praa.g_00358
OG0000397	Prah.g_01837	Praa.g_00370
OG0000398	Prah.g_01661	Praa.g_00378
OG0000399	Prah.g_01181	Praa.g_00379
OG0000400	Prah.g_02072	Praa.g_00383
OG0000401	Prah.g_00218	Praa.g_00431
OG0000402	Prah.g_00219	Praa.g_00432
OG0000403	Prah.g_00221	Praa.g_00433
OG0000404	Prah.g_00229	Praa.g_00435
OG0000405	Prah.g_00230	Praa.g_00436
OG0000406	Prah.g_00232	Praa.g_00437
OG0000407	Prah.g_00233	Praa.g_00438
OG0000408	Prah.g_00234	Praa.g_00439
OG0000409	Prah.g_00235	Praa.g_00440
OG0000410	Prah.g_00237	Praa.g_00441
OG0000411	Prah.g_00238	Praa.g_00442
OG0000412	Prah.g_00239	Praa.g_00443
OG0000413	Prah.g_00240	Praa.g_00444
OG0000414	Prah.g_00241	Praa.g_00445
OG0000415	Prah.g_00242	Praa.g_00446
OG0000416	Prah.g_00247	Praa.g_00447
OG0000417	Prah.g_00251	Praa.g_00448
OG0000418	Prah.g_00252	Praa.g_00449
OG0000419	Prah.g_00253	Praa.g_00450
OG0000420	Prah.g_00254	Praa.g_00451
OG0000421	Prah.g_00255	Praa.g_00452
OG0000422	Prah.g_00257	Praa.g_00454
OG0000423	Prah.g_00258	Praa.g_00455
OG0000424	Prah.g_00261	Praa.g_00457
OG0000425	Prah.g_00290	Praa.g_00461
OG0000426	Prah.g_00291	Praa.g_00462
OG0000427	Prah.g_00294	Praa.g_00463
OG0000428	Prah.g_00304	Praa.g_00464
OG0000429	Prah.g_00306	Praa.g_00465
OG0000430	Prah.g_00308	Praa.g_00471
OG0000431	Prah.g_00310	Praa.g_00473
OG0000432	Prah.g_00311	Praa.g_00474
OG0000433	Prah.g_01575	Praa.g_00477
OG0000434	Prah.g_01572	Praa.g_00478
OG0000435	Prah.g_01567	Praa.g_00479
OG0000436	Prah.g_01565	Praa.g_00481
OG0000437	Prah.g_01563	Praa.g_00483
OG0000438	Prah.g_01562	Praa.g_00484
OG0000439	Prah.g_01561	Praa.g_00485
OG0000440	Prah.g_01558	Praa.g_00487
OG0000441	Prah.g_01556	Praa.g_00488
OG0000442	Prah.g_01555	Praa.g_00489
OG0000443	Prah.g_01554	Praa.g_00490
OG0000444	Prah.g_01553	Praa.g_00491
OG0000445	Prah.g_01552	Praa.g_00492
OG0000446	Prah.g_01551	Praa.g_00493
OG0000447	Prah.g_01550	Praa.g_00494
OG0000448	Prah.g_01549	Praa.g_00495
OG0000449	Prah.g_01541	Praa.g_00500
OG0000450	Prah.g_01540	Praa.g_00501
OG0000451	Prah.g_01539	Praa.g_00502
OG0000452	Prah.g_01538	Praa.g_00503
OG0000453	Prah.g_01535	Praa.g_00505
OG0000454	Prah.g_01534	Praa.g_00506
OG0000455	Prah.g_01533	Praa.g_00507
OG0000456	Prah.g_01532	Praa.g_00508
OG0000457	Prah.g_01530	Praa.g_00510
OG0000458	Prah.g_01529	Praa.g_00512
OG0000459	Prah.g_01528	Praa.g_00513
OG0000460	Prah.g_01526	Praa.g_00515
OG0000461	Prah.g_01525	Praa.g_00516
OG0000462	Prah.g_01524	Praa.g_00517
OG0000463	Prah.g_01519	Praa.g_00518
OG0000464	Prah.g_01514	Praa.g_00523
OG0000465	Prah.g_01513	Praa.g_00525
OG0000466	Prah.g_01512	Praa.g_00526
OG0000467	Prah.g_01510	Praa.g_00527
OG0000468	Prah.g_01509	Praa.g_00528
OG0000469	Prah.g_01505	Praa.g_00529
OG0000470	Prah.g_01094	Praa.g_00530
OG0000471	Prah.g_01035	Praa.g_00531
OG0000472	Prah.g_01500	Praa.g_00534
OG0000473	Prah.g_01498	Praa.g_00535
OG0000474	Prah.g_01496	Praa.g_00536
OG0000475	Prah.g_01495	Praa.g_00537
OG0000476	Prah.g_01489	Praa.g_00538
OG0000477	Prah.g_01484	Praa.g_00540
OG0000478	Prah.g_01482	Praa.g_00541
OG0000479	Prah.g_01480	Praa.g_00543
OG0000480	Prah.g_01474	Praa.g_00545
OG0000481	Prah.g_01473	Praa.g_00546
OG0000482	Prah.g_01472	Praa.g_00547
OG0000483	Prah.g_01470	Praa.g_00548
OG0000484	Prah.g_01469	Praa.g_00549
OG0000485	Prah.g_01468	Praa.g_00550
OG0000486	Prah.g_01467	Praa.g_00551
OG0000487	Prah.g_01466	Praa.g_00552
OG0000488	Prah.g_01464	Praa.g_00554
OG0000489	Prah.g_01463	Praa.g_00555
OG0000490	Prah.g_01462	Praa.g_00556
OG0000491	Prah.g_01461	Praa.g_00557
OG0000492	Prah.g_01460	Praa.g_00558
OG0000493	Prah.g_01459	Praa.g_00559
OG0000494	Prah.g_01458	Praa.g_00561
OG0000495	Prah.g_01457	Praa.g_00562
OG0000496	Prah.g_01454	Praa.g_00563
OG0000497	Prah.g_01452	Praa.g_00564
OG0000498	Prah.g_01451	Praa.g_00565
OG0000499	Prah.g_01449	Praa.g_00567
OG0000500	Prah.g_01448	Praa.g_00568
OG0000501	Prah.g_01445	Praa.g_00570
OG0000502	Prah.g_01444	Praa.g_00571
OG0000503	Prah.g_01443	Praa.g_00572
OG0000504	Prah.g_01441	Praa.g_00573
OG0000505	Prah.g_01440	Praa.g_00574
OG0000506	Prah.g_01439	Praa.g_00575
OG0000507	Prah.g_01438	Praa.g_00576
OG0000508	Prah.g_01434	Praa.g_00578
OG0000509	Prah.g_01433	Praa.g_00579
OG0000510	Prah.g_01432	Praa.g_00580
OG0000511	Prah.g_01431	Praa.g_00581
OG0000512	Prah.g_01430	Praa.g_00582
OG0000513	Prah.g_01429	Praa.g_00583
OG0000514	Prah.g_01428	Praa.g_00584
OG0000515	Prah.g_01425	Praa.g_00586
OG0000516	Prah.g_01424	Praa.g_00587
OG0000517	Prah.g_01423	Praa.g_00588
OG0000518	Prah.g_01417	Praa.g_00591
OG0000519	Prah.g_01416	Praa.g_00592
OG0000520	Prah.g_01415	Praa.g_00593
OG0000521	Prah.g_01414	Praa.g_00594
OG0000522	Prah.g_01408	Praa.g_00595
OG0000523	Prah.g_01407	Praa.g_00596
OG0000524	Prah.g_01406	Praa.g_00597
OG0000525	Prah.g_01404	Praa.g_00599
OG0000526	Prah.g_01403	Praa.g_00600
OG0000527	Prah.g_01402	Praa.g_00601
OG0000528	Prah.g_01401	Praa.g_00602
OG0000529	Prah.g_01400	Praa.g_00603
OG0000530	Prah.g_01399	Praa.g_00604
OG0000531	Prah.g_01396	Praa.g_00605
OG0000532	Prah.g_01394	Praa.g_00606
OG0000533	Prah.g_01393	Praa.g_00607
OG0000534	Prah.g_01392	Praa.g_00608
OG0000535	Prah.g_01391	Praa.g_00609
OG0000536	Prah.g_01390	Praa.g_00610
OG0000537	Prah.g_01389	Praa.g_00611
OG0000538	Prah.g_01388	Praa.g_00612
OG0000539	Prah.g_01387	Praa.g_00613
OG0000540	Prah.g_01385	Praa.g_00614
OG0000541	Prah.g_00532	Praa.g_00615
OG0000542	Prah.g_00531	Praa.g_00616
OG0000543	Prah.g_00530	Praa.g_00617
OG0000544	Prah.g_00529	Praa.g_00618
OG0000545	Prah.g_00526	Praa.g_00621
OG0000546	Prah.g_00525	Praa.g_00622
OG0000547	Prah.g_00523	Praa.g_00624
OG0000548	Prah.g_00518	Praa.g_00625
OG0000549	Prah.g_00517	Praa.g_00626
OG0000550	Prah.g_00516	Praa.g_00627
OG0000551	Prah.g_00513	Praa.g_00628
OG0000552	Prah.g_00510	Praa.g_00629
OG0000553	Prah.g_00509	Praa.g_00630
OG0000554	Prah.g_00506	Praa.g_00631
OG0000555	Prah.g_00505	Praa.g_00632
OG0000556	Prah.g_00504	Praa.g_00633
OG0000557	Prah.g_00503	Praa.g_00634
OG0000558	Prah.g_00501	Praa.g_00635
OG0000559	Prah.g_00500	Praa.g_00636
OG0000560	Prah.g_00498	Praa.g_00638
OG0000561	Prah.g_00497	Praa.g_00639
OG0000562	Prah.g_00495	Praa.g_00640
OG0000563	Prah.g_00494	Praa.g_00641
OG0000564	Prah.g_00493	Praa.g_00642
OG0000565	Prah.g_00486	Praa.g_00643
OG0000566	Prah.g_00485	Praa.g_00644
OG0000567	Prah.g_00484	Praa.g_00645
OG0000568	Prah.g_00483	Praa.g_00646
OG0000569	Prah.g_00482	Praa.g_00647
OG0000570	Prah.g_00478	Praa.g_00648
OG0000571	Prah.g_00477	Praa.g_00649
OG0000572	Prah.g_00476	Praa.g_00650
OG0000573	Prah.g_00472	Praa.g_00653
OG0000574	Prah.g_00466	Praa.g_00654
OG0000575	Prah.g_00465	Praa.g_00655
OG0000576	Prah.g_00464	Praa.g_00656
OG0000577	Prah.g_00463	Praa.g_00657
OG0000578	Prah.g_00462	Praa.g_00658
OG0000579	Prah.g_00460	Praa.g_00659
OG0000580	Prah.g_00457	Praa.g_00660
OG0000581	Prah.g_00456	Praa.g_00661
OG0000582	Prah.g_00455	Praa.g_00662
OG0000583	Prah.g_00454	Praa.g_00663
OG0000584	Prah.g_00452	Praa.g_00664
OG0000585	Prah.g_00451	Praa.g_00665
OG0000586	Prah.g_00449	Praa.g_00667
OG0000587	Prah.g_00448	Praa.g_00668
OG0000588	Prah.g_00444	Praa.g_00670
OG0000589	Prah.g_00442	Praa.g_00671
OG0000590	Prah.g_02193	Praa.g_00673
OG0000591	Prah.g_01789	Praa.g_00679
OG0000592	Prah.g_01029	Praa.g_00680
OG0000593	Prah.g_02413	Praa.g_00681
