Orthogroup	Prae	Prbi
OG0000158	Prae.g_01894	Prbi.g_02086
OG0000160	Prae.g_00001	Prbi.g_00001
OG0000161	Prae.g_00002	Prbi.g_00002
OG0000162	Prae.g_00004	Prbi.g_00004
OG0000163	Prae.g_00005	Prbi.g_00005
OG0000164	Prae.g_00006	Prbi.g_00006
OG0000165	Prae.g_00007	Prbi.g_00007
OG0000166	Prae.g_00008	Prbi.g_00008
OG0000167	Prae.g_00009	Prbi.g_00009
OG0000168	Prae.g_00010	Prbi.g_00010
OG0000169	Prae.g_00012	Prbi.g_00012
OG0000170	Prae.g_00014	Prbi.g_00014
OG0000171	Prae.g_00015	Prbi.g_00015
OG0000172	Prae.g_00016	Prbi.g_00016
OG0000173	Prae.g_00017	Prbi.g_00017
OG0000174	Prae.g_00018	Prbi.g_00018
OG0000175	Prae.g_00019	Prbi.g_00019
OG0000176	Prae.g_00020	Prbi.g_00020
OG0000177	Prae.g_00021	Prbi.g_00021
OG0000178	Prae.g_00022	Prbi.g_00022
OG0000179	Prae.g_00024	Prbi.g_00024
OG0000180	Prae.g_00025	Prbi.g_00025
OG0000181	Prae.g_00026	Prbi.g_00026
OG0000182	Prae.g_00027	Prbi.g_00027
OG0000183	Prae.g_00028	Prbi.g_00028
OG0000184	Prae.g_00029	Prbi.g_00029
OG0000185	Prae.g_00032	Prbi.g_00032
OG0000186	Prae.g_00035	Prbi.g_00035
OG0000187	Prae.g_00036	Prbi.g_00036
OG0000188	Prae.g_00037	Prbi.g_00037
OG0000189	Prae.g_00042	Prbi.g_00049
OG0000190	Prae.g_00044	Prbi.g_00051
OG0000191	Prae.g_00045	Prbi.g_00052
OG0000192	Prae.g_00046	Prbi.g_00053
OG0000193	Prae.g_00047	Prbi.g_00056
OG0000194	Prae.g_00048	Prbi.g_00057
OG0000195	Prae.g_00049	Prbi.g_00058
OG0000196	Prae.g_00050	Prbi.g_00059
OG0000197	Prae.g_00052	Prbi.g_00061
OG0000198	Prae.g_00053	Prbi.g_00062
OG0000199	Prae.g_00054	Prbi.g_00063
OG0000200	Prae.g_00064	Prbi.g_00071
OG0000201	Prae.g_00065	Prbi.g_00072
OG0000202	Prae.g_00066	Prbi.g_00073
OG0000203	Prae.g_00069	Prbi.g_00076
OG0000204	Prae.g_00070	Prbi.g_00077
OG0000205	Prae.g_00073	Prbi.g_00080
OG0000206	Prae.g_00075	Prbi.g_00082
OG0000207	Prae.g_00077	Prbi.g_00084
OG0000208	Prae.g_00078	Prbi.g_00085
OG0000209	Prae.g_00079	Prbi.g_00086
OG0000210	Prae.g_00080	Prbi.g_00087
OG0000211	Prae.g_00081	Prbi.g_00088
OG0000212	Prae.g_00082	Prbi.g_00089
OG0000213	Prae.g_00083	Prbi.g_00090
OG0000214	Prae.g_00084	Prbi.g_00091
OG0000215	Prae.g_00085	Prbi.g_00092
OG0000216	Prae.g_00086	Prbi.g_00093
OG0000217	Prae.g_00088	Prbi.g_00095
OG0000218	Prae.g_00089	Prbi.g_00096
OG0000219	Prae.g_00090	Prbi.g_00097
OG0000220	Prae.g_00091	Prbi.g_00098
OG0000221	Prae.g_00094	Prbi.g_00101
OG0000222	Prae.g_00095	Prbi.g_00102
OG0000223	Prae.g_00096	Prbi.g_00103
OG0000224	Prae.g_00097	Prbi.g_00104
OG0000225	Prae.g_00098	Prbi.g_00105
OG0000226	Prae.g_00099	Prbi.g_00106
OG0000227	Prae.g_00100	Prbi.g_00107
OG0000228	Prae.g_00101	Prbi.g_00108
OG0000229	Prae.g_00102	Prbi.g_00109
OG0000230	Prae.g_00103	Prbi.g_00110
OG0000231	Prae.g_00104	Prbi.g_00111
OG0000232	Prae.g_00105	Prbi.g_00113
OG0000233	Prae.g_00106	Prbi.g_00114
OG0000234	Prae.g_00107	Prbi.g_00115
OG0000235	Prae.g_00108	Prbi.g_00116
OG0000236	Prae.g_00109	Prbi.g_00117
OG0000237	Prae.g_00110	Prbi.g_00118
OG0000238	Prae.g_00111	Prbi.g_00119
OG0000239	Prae.g_00113	Prbi.g_00121
OG0000240	Prae.g_00115	Prbi.g_00123
OG0000241	Prae.g_00116	Prbi.g_00124
OG0000242	Prae.g_00117	Prbi.g_00125
OG0000243	Prae.g_00120	Prbi.g_00128
OG0000244	Prae.g_00122	Prbi.g_00130
OG0000245	Prae.g_00123	Prbi.g_00131
OG0000246	Prae.g_00124	Prbi.g_00132
OG0000247	Prae.g_00127	Prbi.g_00135
OG0000248	Prae.g_00129	Prbi.g_00137
OG0000249	Prae.g_00130	Prbi.g_00138
OG0000250	Prae.g_00131	Prbi.g_00139
OG0000251	Prae.g_00132	Prbi.g_00140
OG0000252	Prae.g_00133	Prbi.g_00141
OG0000253	Prae.g_00134	Prbi.g_00142
OG0000254	Prae.g_00136	Prbi.g_00144
OG0000255	Prae.g_00137	Prbi.g_00145
OG0000256	Prae.g_00140	Prbi.g_00148
OG0000257	Prae.g_00142	Prbi.g_00150
OG0000258	Prae.g_00148	Prbi.g_00169
OG0000259	Prae.g_00149	Prbi.g_00170
OG0000260	Prae.g_00150	Prbi.g_00171
OG0000261	Prae.g_00151	Prbi.g_00172
OG0000262	Prae.g_00152	Prbi.g_00173
OG0000263	Prae.g_00154	Prbi.g_00175
OG0000264	Prae.g_00155	Prbi.g_00176
OG0000265	Prae.g_00156	Prbi.g_00177
OG0000266	Prae.g_00157	Prbi.g_00178
OG0000267	Prae.g_00158	Prbi.g_00179
OG0000268	Prae.g_00159	Prbi.g_00180
OG0000269	Prae.g_00161	Prbi.g_00182
OG0000270	Prae.g_00162	Prbi.g_00183
OG0000271	Prae.g_00163	Prbi.g_00184
OG0000272	Prae.g_00164	Prbi.g_00185
OG0000273	Prae.g_00165	Prbi.g_00186
OG0000274	Prae.g_00166	Prbi.g_00187
OG0000275	Prae.g_00167	Prbi.g_00188
OG0000276	Prae.g_00168	Prbi.g_00189
OG0000277	Prae.g_00170	Prbi.g_00191
OG0000278	Prae.g_00171	Prbi.g_00192
OG0000279	Prae.g_00172	Prbi.g_00193
OG0000280	Prae.g_00174	Prbi.g_00195
OG0000281	Prae.g_00176	Prbi.g_00197
OG0000282	Prae.g_00177	Prbi.g_00198
OG0000283	Prae.g_00178	Prbi.g_00199
OG0000284	Prae.g_00179	Prbi.g_00200
OG0000285	Prae.g_00180	Prbi.g_00201
OG0000286	Prae.g_00181	Prbi.g_00202
OG0000287	Prae.g_00182	Prbi.g_00203
OG0000288	Prae.g_00184	Prbi.g_00205
OG0000289	Prae.g_00185	Prbi.g_00206
OG0000290	Prae.g_00186	Prbi.g_00207
OG0000291	Prae.g_00188	Prbi.g_00209
OG0000292	Prae.g_00189	Prbi.g_00210
OG0000293	Prae.g_00190	Prbi.g_00211
OG0000294	Prae.g_00191	Prbi.g_00212
OG0000295	Prae.g_00192	Prbi.g_00213
OG0000296	Prae.g_00193	Prbi.g_00214
OG0000297	Prae.g_00194	Prbi.g_00215
OG0000298	Prae.g_00196	Prbi.g_00217
OG0000299	Prae.g_00197	Prbi.g_00218
OG0000300	Prae.g_00198	Prbi.g_00219
OG0000301	Prae.g_00199	Prbi.g_00220
OG0000302	Prae.g_00200	Prbi.g_00221
OG0000303	Prae.g_00201	Prbi.g_00222
OG0000304	Prae.g_00203	Prbi.g_00224
OG0000305	Prae.g_00204	Prbi.g_00225
OG0000306	Prae.g_00207	Prbi.g_00228
OG0000307	Prae.g_00208	Prbi.g_00229
OG0000308	Prae.g_00209	Prbi.g_00230
OG0000309	Prae.g_00210	Prbi.g_00231
OG0000310	Prae.g_00211	Prbi.g_00232
OG0000311	Prae.g_00212	Prbi.g_00233
OG0000312	Prae.g_00213	Prbi.g_00234
OG0000313	Prae.g_00214	Prbi.g_00235
OG0000314	Prae.g_00215	Prbi.g_00236
OG0000315	Prae.g_00216	Prbi.g_00237
OG0000316	Prae.g_00217	Prbi.g_00238
OG0000317	Prae.g_00218	Prbi.g_00239
OG0000318	Prae.g_00219	Prbi.g_00240
OG0000319	Prae.g_00220	Prbi.g_00241
OG0000320	Prae.g_00221	Prbi.g_00242
OG0000321	Prae.g_00222	Prbi.g_00243
OG0000322	Prae.g_00223	Prbi.g_00244
OG0000323	Prae.g_00224	Prbi.g_00245
OG0000324	Prae.g_00225	Prbi.g_00246
OG0000325	Prae.g_00226	Prbi.g_00247
OG0000326	Prae.g_00227	Prbi.g_00248
OG0000327	Prae.g_00228	Prbi.g_00249
OG0000328	Prae.g_00229	Prbi.g_00250
OG0000329	Prae.g_00230	Prbi.g_00251
OG0000330	Prae.g_00231	Prbi.g_00252
OG0000331	Prae.g_00232	Prbi.g_00253
OG0000332	Prae.g_00233	Prbi.g_00254
OG0000333	Prae.g_00234	Prbi.g_00255
OG0000334	Prae.g_00235	Prbi.g_00256
OG0000335	Prae.g_00236	Prbi.g_00257
OG0000336	Prae.g_00238	Prbi.g_00259
OG0000337	Prae.g_00239	Prbi.g_00260
OG0000338	Prae.g_00243	Prbi.g_00264
OG0000339	Prae.g_00245	Prbi.g_00266
OG0000340	Prae.g_00247	Prbi.g_00268
OG0000341	Prae.g_00248	Prbi.g_00269
OG0000342	Prae.g_00249	Prbi.g_00270
OG0000343	Prae.g_00250	Prbi.g_00271
OG0000344	Prae.g_00253	Prbi.g_00274
OG0000345	Prae.g_00256	Prbi.g_00277
OG0000346	Prae.g_00257	Prbi.g_00278
OG0000347	Prae.g_00260	Prbi.g_00281
OG0000348	Prae.g_00262	Prbi.g_00283
OG0000349	Prae.g_00263	Prbi.g_00284
OG0000350	Prae.g_00265	Prbi.g_00286
OG0000351	Prae.g_00266	Prbi.g_00287
OG0000352	Prae.g_00267	Prbi.g_00288
OG0000353	Prae.g_00268	Prbi.g_00289
OG0000354	Prae.g_00269	Prbi.g_00290
OG0000355	Prae.g_00270	Prbi.g_00291
OG0000356	Prae.g_00271	Prbi.g_00292
OG0000357	Prae.g_00272	Prbi.g_00293
OG0000358	Prae.g_00273	Prbi.g_00294
OG0000359	Prae.g_00274	Prbi.g_00295
OG0000360	Prae.g_00276	Prbi.g_00299
OG0000361	Prae.g_00277	Prbi.g_00300
OG0000362	Prae.g_00278	Prbi.g_00301
OG0000363	Prae.g_00279	Prbi.g_00302
OG0000364	Prae.g_00283	Prbi.g_00306
OG0000365	Prae.g_00284	Prbi.g_00307
OG0000366	Prae.g_00286	Prbi.g_00309
OG0000367	Prae.g_00287	Prbi.g_00310
OG0000368	Prae.g_00288	Prbi.g_00311
OG0000369	Prae.g_00289	Prbi.g_00312
OG0000370	Prae.g_00290	Prbi.g_00313
OG0000371	Prae.g_00291	Prbi.g_00314
OG0000372	Prae.g_00292	Prbi.g_00315
OG0000373	Prae.g_00293	Prbi.g_00316
OG0000374	Prae.g_00295	Prbi.g_00318
OG0000375	Prae.g_00296	Prbi.g_00319
OG0000376	Prae.g_00299	Prbi.g_00322
OG0000377	Prae.g_00300	Prbi.g_00323
OG0000378	Prae.g_00301	Prbi.g_00324
OG0000379	Prae.g_00302	Prbi.g_00325
OG0000380	Prae.g_00303	Prbi.g_00326
OG0000381	Prae.g_00304	Prbi.g_00327
OG0000382	Prae.g_00305	Prbi.g_00328
OG0000383	Prae.g_00306	Prbi.g_00329
OG0000384	Prae.g_00309	Prbi.g_00332
OG0000385	Prae.g_00310	Prbi.g_00333
OG0000386	Prae.g_00311	Prbi.g_00334
OG0000387	Prae.g_00312	Prbi.g_00335
OG0000388	Prae.g_00313	Prbi.g_00336
OG0000389	Prae.g_00314	Prbi.g_00337
OG0000390	Prae.g_00315	Prbi.g_00338
OG0000391	Prae.g_00316	Prbi.g_00339
OG0000392	Prae.g_00317	Prbi.g_00340
OG0000393	Prae.g_00318	Prbi.g_00341
OG0000394	Prae.g_00319	Prbi.g_00342
OG0000395	Prae.g_00320	Prbi.g_00343
OG0000396	Prae.g_00322	Prbi.g_00345
OG0000397	Prae.g_00324	Prbi.g_00347
OG0000398	Prae.g_00325	Prbi.g_00348
OG0000399	Prae.g_00328	Prbi.g_00351
OG0000400	Prae.g_00329	Prbi.g_00352
OG0000401	Prae.g_00330	Prbi.g_00353
OG0000402	Prae.g_00335	Prbi.g_00358
OG0000403	Prae.g_00336	Prbi.g_00359
OG0000404	Prae.g_00337	Prbi.g_00360
OG0000405	Prae.g_00338	Prbi.g_00362
OG0000406	Prae.g_00341	Prbi.g_00365
OG0000407	Prae.g_00342	Prbi.g_00366
OG0000408	Prae.g_00344	Prbi.g_00369
OG0000409	Prae.g_00345	Prbi.g_00370
OG0000410	Prae.g_00346	Prbi.g_00371
OG0000411	Prae.g_00347	Prbi.g_00372
OG0000412	Prae.g_00348	Prbi.g_00373
OG0000413	Prae.g_00349	Prbi.g_00374
OG0000414	Prae.g_00350	Prbi.g_00375
OG0000415	Prae.g_00351	Prbi.g_00376
OG0000416	Prae.g_00354	Prbi.g_00379
OG0000417	Prae.g_00355	Prbi.g_00380
OG0000418	Prae.g_00356	Prbi.g_00381
OG0000419	Prae.g_00357	Prbi.g_00382
OG0000420	Prae.g_00358	Prbi.g_00383
OG0000421	Prae.g_00371	Prbi.g_00395
OG0000422	Prae.g_00379	Prbi.g_00403
OG0000423	Prae.g_00380	Prbi.g_00404
OG0000424	Prae.g_00385	Prbi.g_00409
OG0000425	Prae.g_00405	Prbi.g_00432
OG0000426	Prae.g_00406	Prbi.g_00433
OG0000427	Prae.g_00407	Prbi.g_00434
OG0000428	Prae.g_00409	Prbi.g_00436
OG0000429	Prae.g_00410	Prbi.g_00437
OG0000430	Prae.g_00412	Prbi.g_00439
OG0000431	Prae.g_00413	Prbi.g_00440
OG0000432	Prae.g_00414	Prbi.g_00441
OG0000433	Prae.g_00415	Prbi.g_00442
OG0000434	Prae.g_00416	Prbi.g_00443
OG0000435	Prae.g_00417	Prbi.g_00444
OG0000436	Prae.g_00418	Prbi.g_00445
OG0000437	Prae.g_00419	Prbi.g_00446
OG0000438	Prae.g_00420	Prbi.g_00447
OG0000439	Prae.g_00421	Prbi.g_00448
OG0000440	Prae.g_00422	Prbi.g_00449
OG0000441	Prae.g_00423	Prbi.g_00450
OG0000442	Prae.g_00424	Prbi.g_00451
OG0000443	Prae.g_00425	Prbi.g_00452
OG0000444	Prae.g_00426	Prbi.g_00453
OG0000445	Prae.g_00427	Prbi.g_00454
OG0000446	Prae.g_00429	Prbi.g_00456
OG0000447	Prae.g_00430	Prbi.g_00457
OG0000448	Prae.g_00432	Prbi.g_00459
OG0000449	Prae.g_00435	Prbi.g_00463
OG0000450	Prae.g_00436	Prbi.g_00464
OG0000451	Prae.g_00437	Prbi.g_00465
OG0000452	Prae.g_00438	Prbi.g_00466
OG0000453	Prae.g_00439	Prbi.g_00467
OG0000454	Prae.g_00445	Prbi.g_00474
OG0000455	Prae.g_00447	Prbi.g_00476
OG0000456	Prae.g_00451	Prbi.g_00480
OG0000457	Prae.g_00452	Prbi.g_00481
OG0000458	Prae.g_00453	Prbi.g_00482
OG0000459	Prae.g_00455	Prbi.g_00484
OG0000460	Prae.g_00457	Prbi.g_00486
OG0000461	Prae.g_00458	Prbi.g_00487
OG0000462	Prae.g_00459	Prbi.g_00488
OG0000463	Prae.g_00461	Prbi.g_00490
OG0000464	Prae.g_00462	Prbi.g_00491
OG0000465	Prae.g_00463	Prbi.g_00492
OG0000466	Prae.g_00464	Prbi.g_00493
OG0000467	Prae.g_00465	Prbi.g_00494
OG0000468	Prae.g_00466	Prbi.g_00495
OG0000469	Prae.g_00467	Prbi.g_00496
OG0000470	Prae.g_00468	Prbi.g_00497
OG0000471	Prae.g_00469	Prbi.g_00498
OG0000472	Prae.g_00474	Prbi.g_00503
OG0000473	Prae.g_00475	Prbi.g_00504
OG0000474	Prae.g_00476	Prbi.g_00505
OG0000475	Prae.g_00477	Prbi.g_00506
OG0000476	Prae.g_00479	Prbi.g_00508
OG0000477	Prae.g_00480	Prbi.g_00509
OG0000478	Prae.g_00481	Prbi.g_00510
OG0000479	Prae.g_00482	Prbi.g_00511
OG0000480	Prae.g_00484	Prbi.g_00513
OG0000481	Prae.g_00486	Prbi.g_00515
OG0000482	Prae.g_00487	Prbi.g_00516
OG0000483	Prae.g_00489	Prbi.g_00518
OG0000484	Prae.g_00490	Prbi.g_00519
OG0000485	Prae.g_00491	Prbi.g_00520
OG0000486	Prae.g_00492	Prbi.g_00521
OG0000487	Prae.g_00497	Prbi.g_00526
OG0000488	Prae.g_00499	Prbi.g_00528
OG0000489	Prae.g_00500	Prbi.g_00529
OG0000490	Prae.g_00501	Prbi.g_00530
OG0000491	Prae.g_00502	Prbi.g_00531
OG0000492	Prae.g_00503	Prbi.g_00532
OG0000493	Prae.g_00504	Prbi.g_00533
OG0000494	Prae.g_00505	Prbi.g_00534
OG0000495	Prae.g_00509	Prbi.g_00537
OG0000496	Prae.g_00510	Prbi.g_00538
OG0000497	Prae.g_00511	Prbi.g_00539
OG0000498	Prae.g_00512	Prbi.g_00540
OG0000499	Prae.g_00513	Prbi.g_00541
OG0000500	Prae.g_00515	Prbi.g_00543
OG0000501	Prae.g_00516	Prbi.g_00544
OG0000502	Prae.g_00517	Prbi.g_00545
OG0000503	Prae.g_00519	Prbi.g_00547
OG0000504	Prae.g_00520	Prbi.g_00548
OG0000505	Prae.g_00521	Prbi.g_00549
OG0000506	Prae.g_00522	Prbi.g_00550
OG0000507	Prae.g_00523	Prbi.g_00551
OG0000508	Prae.g_00524	Prbi.g_00552
OG0000509	Prae.g_00525	Prbi.g_00553
OG0000510	Prae.g_00526	Prbi.g_00554
OG0000511	Prae.g_00528	Prbi.g_00556
OG0000512	Prae.g_00529	Prbi.g_00557
OG0000513	Prae.g_00530	Prbi.g_00558
OG0000514	Prae.g_00531	Prbi.g_00559
OG0000515	Prae.g_00532	Prbi.g_00560
OG0000516	Prae.g_00533	Prbi.g_00561
OG0000517	Prae.g_00535	Prbi.g_00563
OG0000518	Prae.g_00536	Prbi.g_00564
OG0000519	Prae.g_00537	Prbi.g_00565
OG0000520	Prae.g_00538	Prbi.g_00566
OG0000521	Prae.g_00539	Prbi.g_00567
OG0000522	Prae.g_00540	Prbi.g_00568
OG0000523	Prae.g_00541	Prbi.g_00569
OG0000524	Prae.g_00542	Prbi.g_00570
OG0000525	Prae.g_00543	Prbi.g_00571
OG0000526	Prae.g_00544	Prbi.g_00572
OG0000527	Prae.g_00545	Prbi.g_00573
OG0000528	Prae.g_00546	Prbi.g_00574
OG0000529	Prae.g_00547	Prbi.g_00575
OG0000530	Prae.g_00548	Prbi.g_00576
OG0000531	Prae.g_00549	Prbi.g_00577
OG0000532	Prae.g_00550	Prbi.g_00578
OG0000533	Prae.g_00552	Prbi.g_00580
OG0000534	Prae.g_00553	Prbi.g_00581
OG0000535	Prae.g_00554	Prbi.g_00582
OG0000536	Prae.g_00555	Prbi.g_00583
OG0000537	Prae.g_00556	Prbi.g_00584
OG0000538	Prae.g_00557	Prbi.g_00585
OG0000539	Prae.g_00560	Prbi.g_00588
OG0000540	Prae.g_00561	Prbi.g_00589
OG0000541	Prae.g_00562	Prbi.g_00590
OG0000542	Prae.g_00565	Prbi.g_00593
