Orthogroup	Prae	Pran
OG0000239	Prae.g_00113	Pran.g_00319
OG0000240	Prae.g_00115	Pran.g_00318
OG0000241	Prae.g_00116	Pran.g_00317
OG0000242	Prae.g_00117	Pran.g_00316
OG0000243	Prae.g_00120	Pran.g_00313
OG0000244	Prae.g_00122	Pran.g_00311
OG0000245	Prae.g_00123	Pran.g_00310
OG0000246	Prae.g_00124	Pran.g_00309
OG0000247	Prae.g_00127	Pran.g_00307
OG0000248	Prae.g_00129	Pran.g_00305
OG0000249	Prae.g_00130	Pran.g_00304
OG0000250	Prae.g_00131	Pran.g_00303
OG0000251	Prae.g_00132	Pran.g_00302
OG0000252	Prae.g_00133	Pran.g_00301
OG0000253	Prae.g_00134	Pran.g_00300
OG0000254	Prae.g_00136	Pran.g_00298
OG0000255	Prae.g_00137	Pran.g_00297
OG0000256	Prae.g_00140	Pran.g_00294
OG0000257	Prae.g_00142	Pran.g_00292
OG0000258	Prae.g_00148	Pran.g_00288
OG0000259	Prae.g_00149	Pran.g_00287
OG0000260	Prae.g_00150	Pran.g_00286
OG0000261	Prae.g_00151	Pran.g_00285
OG0000262	Prae.g_00152	Pran.g_00283
OG0000263	Prae.g_00154	Pran.g_00281
OG0000264	Prae.g_00155	Pran.g_00280
OG0000265	Prae.g_00156	Pran.g_00279
OG0000266	Prae.g_00157	Pran.g_00278
OG0000267	Prae.g_00158	Pran.g_00277
OG0000268	Prae.g_00159	Pran.g_00276
OG0000269	Prae.g_00161	Pran.g_00274
OG0000270	Prae.g_00162	Pran.g_00273
OG0000271	Prae.g_00163	Pran.g_00272
OG0000272	Prae.g_00164	Pran.g_00271
OG0000273	Prae.g_00165	Pran.g_00270
OG0000274	Prae.g_00166	Pran.g_00269
OG0000275	Prae.g_00167	Pran.g_00268
OG0000276	Prae.g_00168	Pran.g_00267
OG0000277	Prae.g_00170	Pran.g_00265
OG0000278	Prae.g_00171	Pran.g_00264
OG0000279	Prae.g_00172	Pran.g_00263
OG0000280	Prae.g_00174	Pran.g_00261
OG0000281	Prae.g_00176	Pran.g_00259
OG0000282	Prae.g_00177	Pran.g_00258
OG0000283	Prae.g_00178	Pran.g_00257
OG0000284	Prae.g_00179	Pran.g_00256
OG0000285	Prae.g_00180	Pran.g_00255
OG0000286	Prae.g_00181	Pran.g_00254
OG0000287	Prae.g_00182	Pran.g_00253
OG0000288	Prae.g_00184	Pran.g_00251
OG0000289	Prae.g_00185	Pran.g_00250
OG0000290	Prae.g_00186	Pran.g_00249
OG0000291	Prae.g_00188	Pran.g_00247
OG0000292	Prae.g_00189	Pran.g_00246
OG0000293	Prae.g_00190	Pran.g_00245
OG0000294	Prae.g_00191	Pran.g_00244
OG0000295	Prae.g_00192	Pran.g_00243
OG0000296	Prae.g_00193	Pran.g_00242
OG0000297	Prae.g_00194	Pran.g_00241
OG0000298	Prae.g_00196	Pran.g_00239
OG0000299	Prae.g_00197	Pran.g_00238
OG0000300	Prae.g_00198	Pran.g_00237
OG0000301	Prae.g_00199	Pran.g_00236
OG0000302	Prae.g_00200	Pran.g_00235
OG0000303	Prae.g_00201	Pran.g_00234
OG0000304	Prae.g_00203	Pran.g_00232
OG0000305	Prae.g_00204	Pran.g_00231
OG0000306	Prae.g_00207	Pran.g_00228
OG0000307	Prae.g_00208	Pran.g_00227
OG0000308	Prae.g_00209	Pran.g_00226
OG0000309	Prae.g_00210	Pran.g_00225
OG0000310	Prae.g_00211	Pran.g_00224
OG0000311	Prae.g_00212	Pran.g_00223
OG0000312	Prae.g_00213	Pran.g_00222
OG0000313	Prae.g_00214	Pran.g_00221
OG0000314	Prae.g_00215	Pran.g_00220
OG0000315	Prae.g_00216	Pran.g_00219
OG0000316	Prae.g_00217	Pran.g_00218
OG0000317	Prae.g_00218	Pran.g_00217
OG0000318	Prae.g_00219	Pran.g_00216
OG0000319	Prae.g_00220	Pran.g_00215
OG0000320	Prae.g_00221	Pran.g_00214
OG0000321	Prae.g_00222	Pran.g_00213
OG0000322	Prae.g_00223	Pran.g_00212
OG0000323	Prae.g_00224	Pran.g_00211
OG0000324	Prae.g_00225	Pran.g_00210
OG0000325	Prae.g_00226	Pran.g_00209
OG0000326	Prae.g_00227	Pran.g_00208
OG0000327	Prae.g_00228	Pran.g_00207
OG0000328	Prae.g_00229	Pran.g_00206
OG0000329	Prae.g_00230	Pran.g_00205
OG0000330	Prae.g_00231	Pran.g_00204
OG0000331	Prae.g_00232	Pran.g_00203
OG0000332	Prae.g_00233	Pran.g_00202
OG0000333	Prae.g_00234	Pran.g_00201
OG0000334	Prae.g_00235	Pran.g_00200
OG0000335	Prae.g_00236	Pran.g_00199
OG0000336	Prae.g_00238	Pran.g_00197
OG0000337	Prae.g_00239	Pran.g_00196
OG0000338	Prae.g_00243	Pran.g_00193
OG0000339	Prae.g_00245	Pran.g_01950
OG0000340	Prae.g_00247	Pran.g_01948
OG0000341	Prae.g_00248	Pran.g_01947
OG0000342	Prae.g_00249	Pran.g_01946
OG0000343	Prae.g_00250	Pran.g_01945
OG0000344	Prae.g_00253	Pran.g_01942
OG0000345	Prae.g_00256	Pran.g_01939
OG0000346	Prae.g_00257	Pran.g_01938
OG0000347	Prae.g_00260	Pran.g_01935
OG0000348	Prae.g_00262	Pran.g_01934
OG0000349	Prae.g_00263	Pran.g_01933
OG0000350	Prae.g_00265	Pran.g_01931
OG0000351	Prae.g_00266	Pran.g_01930
OG0000352	Prae.g_00267	Pran.g_01929
OG0000353	Prae.g_00268	Pran.g_01928
OG0000354	Prae.g_00269	Pran.g_01927
OG0000355	Prae.g_00270	Pran.g_01926
OG0000356	Prae.g_00271	Pran.g_01925
OG0000357	Prae.g_00272	Pran.g_01924
OG0000358	Prae.g_00273	Pran.g_01923
OG0000359	Prae.g_00274	Pran.g_01922
OG0000360	Prae.g_00276	Pran.g_01919
OG0000361	Prae.g_00277	Pran.g_01918
OG0000362	Prae.g_00278	Pran.g_01917
OG0000363	Prae.g_00279	Pran.g_01916
OG0000364	Prae.g_00283	Pran.g_01912
OG0000365	Prae.g_00284	Pran.g_01911
OG0000366	Prae.g_00286	Pran.g_01909
OG0000367	Prae.g_00287	Pran.g_01908
OG0000368	Prae.g_00288	Pran.g_01907
OG0000369	Prae.g_00289	Pran.g_01906
OG0000370	Prae.g_00290	Pran.g_01905
OG0000371	Prae.g_00291	Pran.g_01904
OG0000372	Prae.g_00292	Pran.g_01903
OG0000373	Prae.g_00293	Pran.g_01902
OG0000374	Prae.g_00295	Pran.g_01900
OG0000375	Prae.g_00296	Pran.g_01899
OG0000376	Prae.g_00299	Pran.g_01896
OG0000377	Prae.g_00300	Pran.g_01895
OG0000378	Prae.g_00301	Pran.g_01894
OG0000379	Prae.g_00302	Pran.g_01893
OG0000380	Prae.g_00303	Pran.g_01892
OG0000381	Prae.g_00304	Pran.g_01891
OG0000382	Prae.g_00305	Pran.g_01890
OG0000383	Prae.g_00306	Pran.g_01889
OG0000384	Prae.g_00309	Pran.g_01886
OG0000385	Prae.g_00310	Pran.g_01885
OG0000386	Prae.g_00311	Pran.g_01884
OG0000387	Prae.g_00312	Pran.g_01883
OG0000388	Prae.g_00313	Pran.g_01882
OG0000389	Prae.g_00314	Pran.g_01881
OG0000390	Prae.g_00315	Pran.g_01880
OG0000391	Prae.g_00316	Pran.g_01879
OG0000392	Prae.g_00317	Pran.g_01878
OG0000393	Prae.g_00318	Pran.g_01877
OG0000394	Prae.g_00319	Pran.g_01876
OG0000395	Prae.g_00320	Pran.g_01875
OG0000396	Prae.g_00322	Pran.g_01873
OG0000397	Prae.g_00324	Pran.g_01871
OG0000398	Prae.g_00325	Pran.g_01870
OG0000399	Prae.g_00328	Pran.g_01867
OG0000400	Prae.g_00329	Pran.g_01866
OG0000401	Prae.g_00330	Pran.g_01865
OG0000402	Prae.g_00335	Pran.g_01860
OG0000403	Prae.g_00336	Pran.g_01859
OG0000404	Prae.g_00337	Pran.g_01858
OG0000405	Prae.g_00338	Pran.g_01857
OG0000406	Prae.g_00341	Pran.g_01854
OG0000407	Prae.g_00342	Pran.g_01853
OG0000408	Prae.g_00344	Pran.g_01850
OG0000409	Prae.g_00345	Pran.g_01849
OG0000410	Prae.g_00346	Pran.g_01848
OG0000411	Prae.g_00347	Pran.g_01847
OG0000412	Prae.g_00348	Pran.g_01846
OG0000413	Prae.g_00349	Pran.g_01845
OG0000414	Prae.g_00350	Pran.g_01844
OG0000415	Prae.g_00351	Pran.g_01843
OG0000416	Prae.g_00354	Pran.g_01840
OG0000417	Prae.g_00355	Pran.g_01839
OG0000418	Prae.g_00356	Pran.g_01838
OG0000419	Prae.g_00357	Pran.g_01837
OG0000420	Prae.g_00358	Pran.g_01835
OG0000421	Prae.g_00371	Pran.g_01823
OG0000422	Prae.g_00379	Pran.g_01816
OG0000423	Prae.g_00380	Pran.g_01815
OG0000424	Prae.g_00385	Pran.g_01808
OG0000425	Prae.g_00405	Pran.g_01749
OG0000426	Prae.g_00406	Pran.g_01748
OG0000427	Prae.g_00407	Pran.g_01747
OG0000428	Prae.g_00409	Pran.g_01745
OG0000429	Prae.g_00410	Pran.g_01744
OG0000430	Prae.g_00412	Pran.g_01742
OG0000431	Prae.g_00413	Pran.g_01741
OG0000432	Prae.g_00414	Pran.g_01740
OG0000433	Prae.g_00415	Pran.g_01739
OG0000434	Prae.g_00416	Pran.g_01738
OG0000435	Prae.g_00417	Pran.g_01737
OG0000436	Prae.g_00418	Pran.g_01736
OG0000437	Prae.g_00419	Pran.g_01735
OG0000438	Prae.g_00420	Pran.g_01734
OG0000439	Prae.g_00421	Pran.g_01733
OG0000440	Prae.g_00422	Pran.g_01729
OG0000441	Prae.g_00423	Pran.g_01728
OG0000442	Prae.g_00424	Pran.g_01727
OG0000443	Prae.g_00425	Pran.g_01726
OG0000444	Prae.g_00426	Pran.g_01725
OG0000445	Prae.g_00427	Pran.g_01724
OG0000446	Prae.g_00429	Pran.g_01723
OG0000447	Prae.g_00430	Pran.g_01722
OG0000448	Prae.g_00432	Pran.g_01720
OG0000449	Prae.g_00435	Pran.g_01717
OG0000450	Prae.g_00436	Pran.g_01716
OG0000451	Prae.g_00437	Pran.g_01715
OG0000452	Prae.g_00438	Pran.g_01714
OG0000453	Prae.g_00439	Pran.g_01713
OG0000454	Prae.g_00445	Pran.g_01707
OG0000455	Prae.g_00447	Pran.g_01705
OG0000456	Prae.g_00451	Pran.g_01701
OG0000457	Prae.g_00452	Pran.g_01700
OG0000458	Prae.g_00453	Pran.g_01699
OG0000459	Prae.g_00455	Pran.g_01697
OG0000460	Prae.g_00457	Pran.g_01695
OG0000461	Prae.g_00458	Pran.g_01694
OG0000462	Prae.g_00459	Pran.g_01693
OG0000463	Prae.g_00461	Pran.g_01691
OG0000464	Prae.g_00462	Pran.g_01690
OG0000465	Prae.g_00463	Pran.g_01689
OG0000466	Prae.g_00464	Pran.g_01688
OG0000467	Prae.g_00465	Pran.g_01687
OG0000468	Prae.g_00466	Pran.g_01686
OG0000469	Prae.g_00467	Pran.g_01685
OG0000470	Prae.g_00468	Pran.g_01684
OG0000471	Prae.g_00469	Pran.g_01683
OG0000472	Prae.g_00474	Pran.g_01678
OG0000473	Prae.g_00475	Pran.g_01677
OG0000474	Prae.g_00476	Pran.g_01676
OG0000475	Prae.g_00477	Pran.g_01675
OG0000476	Prae.g_00479	Pran.g_01673
OG0000477	Prae.g_00480	Pran.g_01672
OG0000478	Prae.g_00481	Pran.g_01671
OG0000479	Prae.g_00482	Pran.g_01670
OG0000480	Prae.g_00484	Pran.g_01668
OG0000481	Prae.g_00486	Pran.g_01666
OG0000482	Prae.g_00487	Pran.g_01665
OG0000483	Prae.g_00489	Pran.g_01663
OG0000484	Prae.g_00490	Pran.g_01662
OG0000485	Prae.g_00491	Pran.g_01661
OG0000486	Prae.g_00492	Pran.g_01660
OG0000487	Prae.g_00497	Pran.g_01655
OG0000488	Prae.g_00499	Pran.g_01653
OG0000489	Prae.g_00500	Pran.g_01652
OG0000490	Prae.g_00501	Pran.g_01651
OG0000491	Prae.g_00502	Pran.g_01650
OG0000492	Prae.g_00503	Pran.g_01649
OG0000493	Prae.g_00504	Pran.g_01648
OG0000494	Prae.g_00505	Pran.g_01647
OG0000495	Prae.g_00509	Pran.g_01644
OG0000496	Prae.g_00510	Pran.g_01643
OG0000497	Prae.g_00511	Pran.g_01642
OG0000498	Prae.g_00512	Pran.g_01641
OG0000499	Prae.g_00513	Pran.g_01640
OG0000500	Prae.g_00515	Pran.g_01638
OG0000501	Prae.g_00516	Pran.g_01637
OG0000502	Prae.g_00517	Pran.g_01636
OG0000503	Prae.g_00519	Pran.g_01634
OG0000504	Prae.g_00520	Pran.g_01633
OG0000505	Prae.g_00521	Pran.g_01632
OG0000506	Prae.g_00522	Pran.g_01631
OG0000507	Prae.g_00523	Pran.g_01630
OG0000508	Prae.g_00524	Pran.g_01629
OG0000509	Prae.g_00525	Pran.g_01628
OG0000510	Prae.g_00526	Pran.g_01627
OG0000511	Prae.g_00528	Pran.g_01625
OG0000512	Prae.g_00529	Pran.g_01624
OG0000513	Prae.g_00530	Pran.g_01623
OG0000514	Prae.g_00531	Pran.g_01622
OG0000515	Prae.g_00532	Pran.g_01621
OG0000516	Prae.g_00533	Pran.g_01620
OG0000517	Prae.g_00535	Pran.g_01618
OG0000518	Prae.g_00536	Pran.g_01617
OG0000519	Prae.g_00537	Pran.g_01616
OG0000520	Prae.g_00538	Pran.g_01614
OG0000521	Prae.g_00539	Pran.g_01613
OG0000522	Prae.g_00540	Pran.g_01612
OG0000523	Prae.g_00541	Pran.g_01611
OG0000524	Prae.g_00542	Pran.g_01610
OG0000525	Prae.g_00543	Pran.g_01609
OG0000526	Prae.g_00544	Pran.g_01608
OG0000527	Prae.g_00545	Pran.g_01607
OG0000528	Prae.g_00546	Pran.g_01606
OG0000529	Prae.g_00547	Pran.g_01605
OG0000530	Prae.g_00548	Pran.g_01604
OG0000531	Prae.g_00549	Pran.g_01603
OG0000532	Prae.g_00550	Pran.g_01602
OG0000533	Prae.g_00552	Pran.g_01600
OG0000534	Prae.g_00553	Pran.g_01599
OG0000535	Prae.g_00554	Pran.g_01598
OG0000536	Prae.g_00555	Pran.g_01597
OG0000537	Prae.g_00556	Pran.g_01596
OG0000538	Prae.g_00557	Pran.g_01595
OG0000539	Prae.g_00560	Pran.g_01592
OG0000540	Prae.g_00561	Pran.g_01591
OG0000541	Prae.g_00562	Pran.g_01590
OG0000542	Prae.g_00565	Pran.g_01587
OG0000543	Prae.g_00566	Pran.g_01586
OG0000544	Prae.g_00567	Pran.g_01585
OG0000545	Prae.g_00568	Pran.g_01584
OG0000546	Prae.g_00569	Pran.g_01583
OG0000547	Prae.g_00570	Pran.g_01582
OG0000548	Prae.g_00571	Pran.g_01581
OG0000549	Prae.g_00573	Pran.g_01579
OG0000550	Prae.g_00574	Pran.g_01578
OG0000551	Prae.g_00575	Pran.g_01577
OG0000552	Prae.g_00576	Pran.g_01576
OG0000553	Prae.g_00577	Pran.g_01575
OG0000554	Prae.g_00578	Pran.g_01574
OG0000555	Prae.g_00579	Pran.g_01573
OG0000556	Prae.g_00580	Pran.g_01572
OG0000557	Prae.g_00581	Pran.g_01571
OG0000558	Prae.g_00582	Pran.g_01570
OG0000559	Prae.g_00583	Pran.g_01569
OG0000560	Prae.g_00584	Pran.g_01568
OG0000561	Prae.g_00585	Pran.g_01567
OG0000562	Prae.g_00586	Pran.g_01566
OG0000563	Prae.g_00587	Pran.g_01565
OG0000564	Prae.g_00588	Pran.g_01564
OG0000565	Prae.g_00589	Pran.g_01563
OG0000566	Prae.g_00590	Pran.g_01562
OG0000567	Prae.g_00591	Pran.g_01561
OG0000568	Prae.g_00592	Pran.g_01560
OG0000569	Prae.g_00595	Pran.g_01557
OG0000570	Prae.g_00596	Pran.g_01556
OG0000571	Prae.g_00598	Pran.g_01554
OG0000572	Prae.g_00599	Pran.g_01553
OG0000573	Prae.g_00600	Pran.g_01552
OG0000574	Prae.g_00601	Pran.g_01551
