Orthogroup	Prae	Prau
OG0000031	Prae.g_01822	Prau.g_01932
OG0000032	Prae.g_00033	Prau.g_00032
OG0000033	Prae.g_01546	Prau.g_01618
OG0000033	Prae.g_00738	Prau.g_00788
OG0000034	Prae.g_01459	Prau.g_01528, Prau.g_01531
OG0000035	Prae.g_01573	Prau.g_01642
OG0000036	Prae.g_01107	Prau.g_01153
OG0000037	Prae.g_01294	Prau.g_01347
OG0000037	Prae.g_01602	Prau.g_01681
OG0000038	Prae.g_01402	Prau.g_01469
OG0000039	Prae.g_00013	Prau.g_00013
OG0000040	Prae.g_01291	Prau.g_00441
OG0000041	Prae.g_00597	Prau.g_00663
OG0000042	Prae.g_01867	Prau.g_01978
OG0000045	Prae.g_00559	Prau.g_00624
OG0000046	Prae.g_00764	Prau.g_00814
OG0000047	Prae.g_01163	Prau.g_01206
OG0000048	Prae.g_01416	Prau.g_01489
OG0000049	Prae.g_01406	Prau.g_01432, Prau.g_01460
OG0000050	Prae.g_00169	Prau.g_00167
OG0000051	Prae.g_00359	Prau.g_00362
OG0000052	Prae.g_00402	Prau.g_00458, Prau.g_00432
OG0000053	Prae.g_00711	Prau.g_00755
OG0000054	Prae.g_01616	Prau.g_01725
OG0000055	Prae.g_01815	Prau.g_01925
OG0000056	Prae.g_00031	Prau.g_00030
OG0000057	Prae.g_00160	Prau.g_00158
OG0000058	Prae.g_00370	Prau.g_00373
OG0000059	Prae.g_00514	Prau.g_00579
OG0000060	Prae.g_00724	Prau.g_00768
OG0000061	Prae.g_00758	Prau.g_00808
OG0000062	Prae.g_00828	Prau.g_00876
OG0000063	Prae.g_01322	Prau.g_00749
OG0000065	Prae.g_00240	Prau.g_00238
OG0000066	Prae.g_00449	Prau.g_00516
OG0000067	Prae.g_00672	Prau.g_00738
OG0000068	Prae.g_00740	Prau.g_00790
OG0000069	Prae.g_01128	Prau.g_01172
OG0000069	Prae.g_00984	Prau.g_01035
OG0000070	Prae.g_01040	Prau.g_01089
OG0000071	Prae.g_01263	Prau.g_01318
OG0000072	Prae.g_01329	Prau.g_01371
OG0000074	Prae.g_01389	Prau.g_01430
OG0000075	Prae.g_01758	Prau.g_01869
OG0000077	Prae.g_00011	Prau.g_00011
OG0000078	Prae.g_00323	Prau.g_00324
OG0000079	Prae.g_00382	Prau.g_00386
OG0000080	Prae.g_00643	Prau.g_00709
OG0000081	Prae.g_00665	Prau.g_00731
OG0000082	Prae.g_00813	Prau.g_00861
OG0000083	Prae.g_00876	Prau.g_00926
OG0000084	Prae.g_00964	Prau.g_01015
OG0000085	Prae.g_01090	Prau.g_01136
OG0000086	Prae.g_01130	Prau.g_01174
OG0000088	Prae.g_01269	Prau.g_01323
OG0000089	Prae.g_01272	Prau.g_01325
OG0000090	Prae.g_01390	Prau.g_01434, Prau.g_01491, Prau.g_01435
OG0000091	Prae.g_01467	Prau.g_01539
OG0000092	Prae.g_01588	Prau.g_01658
OG0000093	Prae.g_01710	Prau.g_01818
OG0000094	Prae.g_01755	Prau.g_01866
OG0000095	Prae.g_01789	Prau.g_01899
OG0000096	Prae.g_01859	Prau.g_01970
OG0000097	Prae.g_01877	Prau.g_01987
OG0000098	Prae.g_00003	Prau.g_00003
OG0000099	Prae.g_00023	Prau.g_00023
OG0000100	Prae.g_00041	Prau.g_00046, Prau.g_00429, Prau.g_00422
OG0000101	Prae.g_00051	Prau.g_00057
OG0000102	Prae.g_00112	Prau.g_00114
OG0000103	Prae.g_00121	Prau.g_00122
OG0000104	Prae.g_00139	Prau.g_00140
OG0000105	Prae.g_00173	Prau.g_00171
OG0000106	Prae.g_00187	Prau.g_00185
OG0000107	Prae.g_00195	Prau.g_00193
OG0000108	Prae.g_00205	Prau.g_00203
OG0000109	Prae.g_00242	Prau.g_00240
OG0000110	Prae.g_00254	Prau.g_00253
OG0000111	Prae.g_01440	Prau.g_00276
OG0000112	Prae.g_00285	Prau.g_00286
OG0000113	Prae.g_00298	Prau.g_00299
OG0000114	Prae.g_00326	Prau.g_00327
OG0000115	Prae.g_00448	Prau.g_00515
OG0000116	Prae.g_00450	Prau.g_00517
OG0000117	Prae.g_00454	Prau.g_00521
OG0000118	Prae.g_00473	Prau.g_00540
OG0000119	Prae.g_00506	Prau.g_00572
OG0000120	Prae.g_00508	Prau.g_00573
OG0000121	Prae.g_00518	Prau.g_00583
OG0000122	Prae.g_00527	Prau.g_00592
OG0000123	Prae.g_00558	Prau.g_00623
OG0000124	Prae.g_00625	Prau.g_00691
OG0000125	Prae.g_00626	Prau.g_00692
OG0000126	Prae.g_00627	Prau.g_00693
OG0000127	Prae.g_00660	Prau.g_00726
OG0000128	Prae.g_00713	Prau.g_00757
OG0000129	Prae.g_00733	Prau.g_00777
OG0000130	Prae.g_00791	Prau.g_00839
OG0000131	Prae.g_00804	Prau.g_00852
OG0000132	Prae.g_00839	Prau.g_00887
OG0000133	Prae.g_00924	Prau.g_00973
OG0000134	Prae.g_00933	Prau.g_00983
OG0000135	Prae.g_00968	Prau.g_01019
OG0000136	Prae.g_01037	Prau.g_01086
OG0000137	Prae.g_01133	Prau.g_01177
OG0000138	Prae.g_01158	Prau.g_01202
OG0000139	Prae.g_01169	Prau.g_01212
OG0000140	Prae.g_01220	Prau.g_01263
OG0000141	Prae.g_01434	Prau.g_01271
OG0000142	Prae.g_01341	Prau.g_01383
OG0000143	Prae.g_01368	Prau.g_01409
OG0000144	Prae.g_01446	Prau.g_01515
OG0000145	Prae.g_01460	Prau.g_01532
OG0000146	Prae.g_01496	Prau.g_01568
OG0000147	Prae.g_01536	Prau.g_01608
OG0000148	Prae.g_01537	Prau.g_01609
OG0000149	Prae.g_01621	Prau.g_01730
OG0000150	Prae.g_01659	Prau.g_01768
OG0000151	Prae.g_01662	Prau.g_01771
OG0000152	Prae.g_01681	Prau.g_01790
OG0000153	Prae.g_01717	Prau.g_01828
OG0000154	Prae.g_01753	Prau.g_01864
OG0000155	Prae.g_01772	Prau.g_01882
OG0000156	Prae.g_01800	Prau.g_01910
OG0000157	Prae.g_01832	Prau.g_01942
OG0000158	Prae.g_01894	Prau.g_02004
OG0000160	Prae.g_00001	Prau.g_00001
OG0000161	Prae.g_00002	Prau.g_00002
OG0000162	Prae.g_00004	Prau.g_00004
OG0000163	Prae.g_00005	Prau.g_00005
OG0000164	Prae.g_00006	Prau.g_00006
OG0000165	Prae.g_00007	Prau.g_00007
OG0000166	Prae.g_00008	Prau.g_00008
OG0000167	Prae.g_00009	Prau.g_00009
OG0000168	Prae.g_00010	Prau.g_00010
OG0000169	Prae.g_00012	Prau.g_00012
OG0000170	Prae.g_00014	Prau.g_00014
OG0000171	Prae.g_00015	Prau.g_00015
OG0000172	Prae.g_00016	Prau.g_00016
OG0000173	Prae.g_00017	Prau.g_00017
OG0000174	Prae.g_00018	Prau.g_00018
OG0000175	Prae.g_00019	Prau.g_00019
OG0000176	Prae.g_00020	Prau.g_00020
OG0000177	Prae.g_00021	Prau.g_00021
OG0000178	Prae.g_00022	Prau.g_00022
OG0000179	Prae.g_00024	Prau.g_00024
OG0000180	Prae.g_00025	Prau.g_00025
OG0000181	Prae.g_00026	Prau.g_00026
OG0000182	Prae.g_00027	Prau.g_00027
OG0000183	Prae.g_00028	Prau.g_00028
OG0000184	Prae.g_00029	Prau.g_00029
OG0000185	Prae.g_00032	Prau.g_00031
OG0000186	Prae.g_00035	Prau.g_00034
OG0000187	Prae.g_00036	Prau.g_00035
OG0000188	Prae.g_00037	Prau.g_00036
OG0000189	Prae.g_00042	Prau.g_00047
OG0000190	Prae.g_00044	Prau.g_00049
OG0000191	Prae.g_00045	Prau.g_00050
OG0000192	Prae.g_00046	Prau.g_00051
OG0000193	Prae.g_00047	Prau.g_00053
OG0000194	Prae.g_00048	Prau.g_00054
OG0000195	Prae.g_00049	Prau.g_00055
OG0000196	Prae.g_00050	Prau.g_00056
OG0000197	Prae.g_00052	Prau.g_00058
OG0000198	Prae.g_00053	Prau.g_00059
OG0000199	Prae.g_00054	Prau.g_00060
OG0000200	Prae.g_00064	Prau.g_00066
OG0000201	Prae.g_00065	Prau.g_00067
OG0000202	Prae.g_00066	Prau.g_00068
OG0000203	Prae.g_00069	Prau.g_00071
OG0000204	Prae.g_00070	Prau.g_00072
OG0000205	Prae.g_00073	Prau.g_00074
OG0000206	Prae.g_00075	Prau.g_00076
OG0000207	Prae.g_00077	Prau.g_00078
OG0000208	Prae.g_00078	Prau.g_00079
OG0000209	Prae.g_00079	Prau.g_00080
OG0000210	Prae.g_00080	Prau.g_00081
OG0000211	Prae.g_00081	Prau.g_00082
OG0000212	Prae.g_00082	Prau.g_00083
OG0000213	Prae.g_00083	Prau.g_00084
OG0000214	Prae.g_00084	Prau.g_00085
OG0000215	Prae.g_00085	Prau.g_00086
OG0000216	Prae.g_00086	Prau.g_00087
OG0000217	Prae.g_00088	Prau.g_00089
OG0000218	Prae.g_00089	Prau.g_00090
OG0000219	Prae.g_00090	Prau.g_00091
OG0000220	Prae.g_00091	Prau.g_00092
OG0000221	Prae.g_00094	Prau.g_00095
OG0000222	Prae.g_00095	Prau.g_00096
OG0000223	Prae.g_00096	Prau.g_00097
OG0000224	Prae.g_00097	Prau.g_00098
OG0000225	Prae.g_00098	Prau.g_00099
OG0000226	Prae.g_00099	Prau.g_00100
OG0000227	Prae.g_00100	Prau.g_00101
OG0000228	Prae.g_00101	Prau.g_00102
OG0000229	Prae.g_00102	Prau.g_00103
OG0000230	Prae.g_00103	Prau.g_00104
OG0000231	Prae.g_00104	Prau.g_00105
OG0000232	Prae.g_00105	Prau.g_00107
OG0000233	Prae.g_00106	Prau.g_00108
OG0000234	Prae.g_00107	Prau.g_00109
OG0000235	Prae.g_00108	Prau.g_00110
OG0000236	Prae.g_00109	Prau.g_00111
OG0000237	Prae.g_00110	Prau.g_00112
OG0000238	Prae.g_00111	Prau.g_00113
OG0000239	Prae.g_00113	Prau.g_00115
OG0000240	Prae.g_00115	Prau.g_00116
OG0000241	Prae.g_00116	Prau.g_00117
OG0000242	Prae.g_00117	Prau.g_00118
OG0000243	Prae.g_00120	Prau.g_00121
OG0000244	Prae.g_00122	Prau.g_00123
OG0000245	Prae.g_00123	Prau.g_00124
OG0000246	Prae.g_00124	Prau.g_00125
OG0000247	Prae.g_00127	Prau.g_00128
OG0000248	Prae.g_00129	Prau.g_00130
OG0000249	Prae.g_00130	Prau.g_00131
OG0000250	Prae.g_00131	Prau.g_00132
OG0000251	Prae.g_00132	Prau.g_00133
OG0000252	Prae.g_00133	Prau.g_00134
OG0000253	Prae.g_00134	Prau.g_00135
OG0000254	Prae.g_00136	Prau.g_00137
OG0000255	Prae.g_00137	Prau.g_00138
OG0000256	Prae.g_00140	Prau.g_00141
OG0000257	Prae.g_00142	Prau.g_00143
OG0000258	Prae.g_00148	Prau.g_00146
OG0000259	Prae.g_00149	Prau.g_00147
OG0000260	Prae.g_00150	Prau.g_00148
OG0000261	Prae.g_00151	Prau.g_00149
OG0000262	Prae.g_00152	Prau.g_00150
OG0000263	Prae.g_00154	Prau.g_00152
OG0000264	Prae.g_00155	Prau.g_00153
OG0000265	Prae.g_00156	Prau.g_00154
OG0000266	Prae.g_00157	Prau.g_00155
OG0000267	Prae.g_00158	Prau.g_00156
OG0000268	Prae.g_00159	Prau.g_00157
OG0000269	Prae.g_00161	Prau.g_00159
OG0000270	Prae.g_00162	Prau.g_00160
OG0000271	Prae.g_00163	Prau.g_00161
OG0000272	Prae.g_00164	Prau.g_00162
OG0000273	Prae.g_00165	Prau.g_00163
OG0000274	Prae.g_00166	Prau.g_00164
OG0000275	Prae.g_00167	Prau.g_00165
OG0000276	Prae.g_00168	Prau.g_00166
OG0000277	Prae.g_00170	Prau.g_00168
OG0000278	Prae.g_00171	Prau.g_00169
OG0000279	Prae.g_00172	Prau.g_00170
OG0000280	Prae.g_00174	Prau.g_00172
OG0000281	Prae.g_00176	Prau.g_00174
OG0000282	Prae.g_00177	Prau.g_00175
OG0000283	Prae.g_00178	Prau.g_00176
OG0000284	Prae.g_00179	Prau.g_00177
OG0000285	Prae.g_00180	Prau.g_00178
OG0000286	Prae.g_00181	Prau.g_00179
OG0000287	Prae.g_00182	Prau.g_00180
OG0000288	Prae.g_00184	Prau.g_00182
OG0000289	Prae.g_00185	Prau.g_00183
OG0000290	Prae.g_00186	Prau.g_00184
OG0000291	Prae.g_00188	Prau.g_00186
OG0000292	Prae.g_00189	Prau.g_00187
OG0000293	Prae.g_00190	Prau.g_00188
OG0000294	Prae.g_00191	Prau.g_00189
OG0000295	Prae.g_00192	Prau.g_00190
OG0000296	Prae.g_00193	Prau.g_00191
OG0000297	Prae.g_00194	Prau.g_00192
OG0000298	Prae.g_00196	Prau.g_00194
OG0000299	Prae.g_00197	Prau.g_00195
OG0000300	Prae.g_00198	Prau.g_00196
OG0000301	Prae.g_00199	Prau.g_00197
OG0000302	Prae.g_00200	Prau.g_00198
OG0000303	Prae.g_00201	Prau.g_00199
OG0000304	Prae.g_00203	Prau.g_00201
OG0000305	Prae.g_00204	Prau.g_00202
OG0000306	Prae.g_00207	Prau.g_00205
OG0000307	Prae.g_00208	Prau.g_00206
OG0000308	Prae.g_00209	Prau.g_00207
OG0000309	Prae.g_00210	Prau.g_00208
OG0000310	Prae.g_00211	Prau.g_00209
OG0000311	Prae.g_00212	Prau.g_00210
OG0000312	Prae.g_00213	Prau.g_00211
OG0000313	Prae.g_00214	Prau.g_00212
OG0000314	Prae.g_00215	Prau.g_00213
OG0000315	Prae.g_00216	Prau.g_00214
OG0000316	Prae.g_00217	Prau.g_00215
OG0000317	Prae.g_00218	Prau.g_00216
OG0000318	Prae.g_00219	Prau.g_00217
OG0000319	Prae.g_00220	Prau.g_00218
OG0000320	Prae.g_00221	Prau.g_00219
OG0000321	Prae.g_00222	Prau.g_00220
OG0000322	Prae.g_00223	Prau.g_00221
OG0000323	Prae.g_00224	Prau.g_00222
OG0000324	Prae.g_00225	Prau.g_00223
OG0000325	Prae.g_00226	Prau.g_00224
OG0000326	Prae.g_00227	Prau.g_00225
OG0000327	Prae.g_00228	Prau.g_00226
OG0000328	Prae.g_00229	Prau.g_00227
OG0000329	Prae.g_00230	Prau.g_00228
OG0000330	Prae.g_00231	Prau.g_00229
OG0000331	Prae.g_00232	Prau.g_00230
OG0000332	Prae.g_00233	Prau.g_00231
OG0000333	Prae.g_00234	Prau.g_00232
OG0000334	Prae.g_00235	Prau.g_00233
OG0000335	Prae.g_00236	Prau.g_00234
OG0000336	Prae.g_00238	Prau.g_00236
OG0000337	Prae.g_00239	Prau.g_00237
OG0000338	Prae.g_00243	Prau.g_00241
OG0000339	Prae.g_00245	Prau.g_00244
OG0000340	Prae.g_00247	Prau.g_00246
OG0000341	Prae.g_00248	Prau.g_00247
OG0000342	Prae.g_00249	Prau.g_00248
OG0000343	Prae.g_00250	Prau.g_00249
OG0000344	Prae.g_00253	Prau.g_00252
OG0000345	Prae.g_00256	Prau.g_00255
OG0000346	Prae.g_00257	Prau.g_00256
OG0000347	Prae.g_00260	Prau.g_00259
OG0000348	Prae.g_00262	Prau.g_00261
OG0000349	Prae.g_00263	Prau.g_00262
OG0000350	Prae.g_00265	Prau.g_00264
OG0000351	Prae.g_00266	Prau.g_00265
OG0000352	Prae.g_00267	Prau.g_00266
OG0000353	Prae.g_00268	Prau.g_00267
OG0000354	Prae.g_00269	Prau.g_00268
OG0000355	Prae.g_00270	Prau.g_00269
OG0000356	Prae.g_00271	Prau.g_00270
OG0000357	Prae.g_00272	Prau.g_00271
OG0000358	Prae.g_00273	Prau.g_00272
OG0000359	Prae.g_00274	Prau.g_00273
OG0000360	Prae.g_00276	Prau.g_00277
OG0000361	Prae.g_00277	Prau.g_00278
OG0000362	Prae.g_00278	Prau.g_00279
OG0000363	Prae.g_00279	Prau.g_00280
OG0000364	Prae.g_00283	Prau.g_00284
OG0000365	Prae.g_00284	Prau.g_00285
OG0000366	Prae.g_00286	Prau.g_00287
OG0000367	Prae.g_00287	Prau.g_00288
OG0000368	Prae.g_00288	Prau.g_00289
OG0000369	Prae.g_00289	Prau.g_00290
OG0000370	Prae.g_00290	Prau.g_00291
OG0000371	Prae.g_00291	Prau.g_00292
OG0000372	Prae.g_00292	Prau.g_00293
OG0000373	Prae.g_00293	Prau.g_00294
OG0000374	Prae.g_00295	Prau.g_00296
OG0000375	Prae.g_00296	Prau.g_00297
OG0000376	Prae.g_00299	Prau.g_00300
OG0000377	Prae.g_00300	Prau.g_00301
OG0000378	Prae.g_00301	Prau.g_00302
OG0000379	Prae.g_00302	Prau.g_00303
OG0000380	Prae.g_00303	Prau.g_00304
OG0000381	Prae.g_00304	Prau.g_00305
OG0000382	Prae.g_00305	Prau.g_00306
OG0000383	Prae.g_00306	Prau.g_00307
OG0000384	Prae.g_00309	Prau.g_00310
OG0000385	Prae.g_00310	Prau.g_00311
OG0000386	Prae.g_00311	Prau.g_00312
OG0000387	Prae.g_00312	Prau.g_00313
OG0000388	Prae.g_00313	Prau.g_00314
OG0000389	Prae.g_00314	Prau.g_00315
OG0000390	Prae.g_00315	Prau.g_00316
OG0000391	Prae.g_00316	Prau.g_00317
OG0000392	Prae.g_00317	Prau.g_00318
OG0000393	Prae.g_00318	Prau.g_00319
OG0000394	Prae.g_00319	Prau.g_00320
OG0000395	Prae.g_00320	Prau.g_00321
OG0000396	Prae.g_00322	Prau.g_00323
OG0000397	Prae.g_00324	Prau.g_00325
OG0000398	Prae.g_00325	Prau.g_00326
OG0000399	Prae.g_00328	Prau.g_00329
OG0000400	Prae.g_00329	Prau.g_00330
OG0000401	Prae.g_00330	Prau.g_00331
OG0000402	Prae.g_00335	Prau.g_00336
OG0000403	Prae.g_00336	Prau.g_00337
OG0000404	Prae.g_00337	Prau.g_00338
OG0000405	Prae.g_00338	Prau.g_00340
OG0000406	Prae.g_00341	Prau.g_00343
OG0000407	Prae.g_00342	Prau.g_00344
OG0000408	Prae.g_00344	Prau.g_00347
OG0000409	Prae.g_00345	Prau.g_00348
OG0000410	Prae.g_00346	Prau.g_00349
OG0000411	Prae.g_00347	Prau.g_00350
OG0000412	Prae.g_00348	Prau.g_00351
OG0000413	Prae.g_00349	Prau.g_00352
OG0000414	Prae.g_00350	Prau.g_00353
OG0000415	Prae.g_00351	Prau.g_00354
OG0000416	Prae.g_00354	Prau.g_00357
OG0000417	Prae.g_00355	Prau.g_00358
OG0000418	Prae.g_00356	Prau.g_00359
OG0000419	Prae.g_00357	Prau.g_00360
OG0000420	Prae.g_00358	Prau.g_00361
OG0000421	Prae.g_00371	Prau.g_00374
OG0000422	Prae.g_00379	Prau.g_00382
OG0000423	Prae.g_00380	Prau.g_00383
OG0000424	Prae.g_00385	Prau.g_00389
OG0000425	Prae.g_00405	Prau.g_00472
OG0000426	Prae.g_00406	Prau.g_00473
OG0000427	Prae.g_00407	Prau.g_00474
OG0000428	Prae.g_00409	Prau.g_00476
OG0000429	Prae.g_00410	Prau.g_00477
OG0000430	Prae.g_00412	Prau.g_00479
OG0000431	Prae.g_00413	Prau.g_00480
OG0000432	Prae.g_00414	Prau.g_00481
OG0000433	Prae.g_00415	Prau.g_00482
OG0000434	Prae.g_00416	Prau.g_00483
OG0000435	Prae.g_00417	Prau.g_00484
OG0000436	Prae.g_00418	Prau.g_00485
OG0000437	Prae.g_00419	Prau.g_00486
OG0000438	Prae.g_00420	Prau.g_00487
OG0000439	Prae.g_00421	Prau.g_00488
OG0000440	Prae.g_00422	Prau.g_00489
OG0000441	Prae.g_00423	Prau.g_00490
OG0000442	Prae.g_00424	Prau.g_00491
OG0000443	Prae.g_00425	Prau.g_00492
OG0000444	Prae.g_00426	Prau.g_00493
OG0000445	Prae.g_00427	Prau.g_00494
OG0000446	Prae.g_00429	Prau.g_00496
OG0000447	Prae.g_00430	Prau.g_00497
OG0000448	Prae.g_00432	Prau.g_00499
OG0000449	Prae.g_00435	Prau.g_00503
OG0000450	Prae.g_00436	Prau.g_00504
OG0000451	Prae.g_00437	Prau.g_00505
OG0000452	Prae.g_00438	Prau.g_00506
OG0000453	Prae.g_00439	Prau.g_00507
OG0000454	Prae.g_00445	Prau.g_00512
OG0000455	Prae.g_00447	Prau.g_00514
OG0000456	Prae.g_00451	Prau.g_00518
OG0000457	Prae.g_00452	Prau.g_00519
OG0000458	Prae.g_00453	Prau.g_00520
OG0000459	Prae.g_00455	Prau.g_00522
OG0000460	Prae.g_00457	Prau.g_00524
OG0000461	Prae.g_00458	Prau.g_00525
OG0000462	Prae.g_00459	Prau.g_00526
OG0000463	Prae.g_00461	Prau.g_00528
OG0000464	Prae.g_00462	Prau.g_00529
OG0000465	Prae.g_00463	Prau.g_00530
OG0000466	Prae.g_00464	Prau.g_00531
OG0000467	Prae.g_00465	Prau.g_00532
OG0000468	Prae.g_00466	Prau.g_00533
OG0000469	Prae.g_00467	Prau.g_00534
OG0000470	Prae.g_00468	Prau.g_00535
OG0000471	Prae.g_00469	Prau.g_00536
OG0000472	Prae.g_00474	Prau.g_00541
OG0000473	Prae.g_00475	Prau.g_00542
OG0000474	Prae.g_00476	Prau.g_00543
OG0000475	Prae.g_00477	Prau.g_00544
OG0000476	Prae.g_00479	Prau.g_00546
OG0000477	Prae.g_00480	Prau.g_00547
OG0000478	Prae.g_00481	Prau.g_00548
OG0000479	Prae.g_00482	Prau.g_00549
OG0000480	Prae.g_00484	Prau.g_00551
OG0000481	Prae.g_00486	Prau.g_00553
OG0000482	Prae.g_00487	Prau.g_00554
OG0000483	Prae.g_00489	Prau.g_00556
OG0000484	Prae.g_00490	Prau.g_00557
OG0000485	Prae.g_00491	Prau.g_00558
OG0000486	Prae.g_00492	Prau.g_00559
OG0000487	Prae.g_00497	Prau.g_00564
OG0000488	Prae.g_00499	Prau.g_00565
OG0000489	Prae.g_00500	Prau.g_00566
OG0000490	Prae.g_00501	Prau.g_00567
OG0000491	Prae.g_00502	Prau.g_00568
OG0000492	Prae.g_00503	Prau.g_00569
OG0000493	Prae.g_00504	Prau.g_00570
OG0000494	Prae.g_00505	Prau.g_00571
OG0000495	Prae.g_00509	Prau.g_00574
OG0000496	Prae.g_00510	Prau.g_00575
OG0000497	Prae.g_00511	Prau.g_00576
OG0000498	Prae.g_00512	Prau.g_00577
OG0000499	Prae.g_00513	Prau.g_00578
OG0000500	Prae.g_00515	Prau.g_00580
OG0000501	Prae.g_00516	Prau.g_00581
OG0000502	Prae.g_00517	Prau.g_00582
OG0000503	Prae.g_00519	Prau.g_00584
OG0000504	Prae.g_00520	Prau.g_00585
OG0000505	Prae.g_00521	Prau.g_00586
OG0000506	Prae.g_00522	Prau.g_00587
OG0000507	Prae.g_00523	Prau.g_00588
OG0000508	Prae.g_00524	Prau.g_00589
OG0000509	Prae.g_00525	Prau.g_00590
OG0000510	Prae.g_00526	Prau.g_00591
OG0000511	Prae.g_00528	Prau.g_00593
OG0000512	Prae.g_00529	Prau.g_00594
OG0000513	Prae.g_00530	Prau.g_00595
OG0000514	Prae.g_00531	Prau.g_00596
OG0000515	Prae.g_00532	Prau.g_00597
OG0000516	Prae.g_00533	Prau.g_00598
OG0000517	Prae.g_00535	Prau.g_00600
OG0000518	Prae.g_00536	Prau.g_00601
OG0000519	Prae.g_00537	Prau.g_00602
OG0000520	Prae.g_00538	Prau.g_00603
OG0000521	Prae.g_00539	Prau.g_00604
OG0000522	Prae.g_00540	Prau.g_00605
OG0000523	Prae.g_00541	Prau.g_00606
OG0000524	Prae.g_00542	Prau.g_00607
OG0000525	Prae.g_00543	Prau.g_00608
OG0000526	Prae.g_00544	Prau.g_00609
OG0000527	Prae.g_00545	Prau.g_00610
OG0000528	Prae.g_00546	Prau.g_00611
OG0000529	Prae.g_00547	Prau.g_00612
OG0000530	Prae.g_00548	Prau.g_00613
OG0000531	Prae.g_00549	Prau.g_00614
OG0000532	Prae.g_00550	Prau.g_00615
OG0000533	Prae.g_00552	Prau.g_00617
OG0000534	Prae.g_00553	Prau.g_00618
OG0000535	Prae.g_00554	Prau.g_00619
OG0000536	Prae.g_00555	Prau.g_00620
OG0000537	Prae.g_00556	Prau.g_00621
OG0000538	Prae.g_00557	Prau.g_00622
OG0000539	Prae.g_00560	Prau.g_00625
OG0000540	Prae.g_00561	Prau.g_00626
OG0000541	Prae.g_00562	Prau.g_00627
OG0000542	Prae.g_00565	Prau.g_00629
OG0000543	Prae.g_00566	Prau.g_00630
OG0000544	Prae.g_00567	Prau.g_00631
OG0000545	Prae.g_00568	Prau.g_00632
OG0000546	Prae.g_00569	Prau.g_00633
OG0000547	Prae.g_00570	Prau.g_00634
OG0000548	Prae.g_00571	Prau.g_00635
OG0000549	Prae.g_00573	Prau.g_00637
OG0000550	Prae.g_00574	Prau.g_00638
OG0000551	Prae.g_00575	Prau.g_00639
OG0000552	Prae.g_00576	Prau.g_00640
OG0000553	Prae.g_00577	Prau.g_00641
OG0000554	Prae.g_00578	Prau.g_00642
OG0000555	Prae.g_00579	Prau.g_00643
OG0000556	Prae.g_00580	Prau.g_00644
OG0000557	Prae.g_00581	Prau.g_00645
OG0000558	Prae.g_00582	Prau.g_00646
OG0000559	Prae.g_00583	Prau.g_00647
OG0000560	Prae.g_00584	Prau.g_00648
OG0000561	Prae.g_00585	Prau.g_00649
OG0000562	Prae.g_00586	Prau.g_00650
OG0000563	Prae.g_00587	Prau.g_00651
OG0000564	Prae.g_00588	Prau.g_00652
OG0000565	Prae.g_00589	Prau.g_00653
OG0000566	Prae.g_00590	Prau.g_00654
OG0000567	Prae.g_00591	Prau.g_00655
OG0000568	Prae.g_00592	Prau.g_00656
OG0000569	Prae.g_00595	Prau.g_00661
