Orthogroup	Prae	Prat
OG0000094	Prae.g_01755	Prat.g_01722
OG0000095	Prae.g_01789	Prat.g_01759
OG0000096	Prae.g_01859	Prat.g_01833
OG0000098	Prae.g_00003	Prat.g_00003
OG0000099	Prae.g_00023	Prat.g_01314, Prat.g_00024
OG0000100	Prae.g_00041	Prat.g_00614
OG0000101	Prae.g_00051	Prat.g_00054
OG0000102	Prae.g_00112	Prat.g_00112
OG0000103	Prae.g_00121	Prat.g_00121
OG0000104	Prae.g_00139	Prat.g_00138
OG0000105	Prae.g_00173	Prat.g_00171
OG0000106	Prae.g_00187	Prat.g_00185
OG0000107	Prae.g_00195	Prat.g_00194
OG0000108	Prae.g_00205	Prat.g_00204
OG0000109	Prae.g_00242	Prat.g_00245
OG0000110	Prae.g_00254	Prat.g_00257
OG0000111	Prae.g_01440	Prat.g_00281
OG0000113	Prae.g_00298	Prat.g_00305
OG0000114	Prae.g_00326	Prat.g_00332
OG0000115	Prae.g_00448	Prat.g_00433
OG0000116	Prae.g_00450	Prat.g_00435
OG0000117	Prae.g_00454	Prat.g_00440
OG0000118	Prae.g_00473	Prat.g_00462
OG0000119	Prae.g_00506	Prat.g_00494
OG0000120	Prae.g_00508	Prat.g_00495
OG0000121	Prae.g_00518	Prat.g_00504
OG0000122	Prae.g_00527	Prat.g_00514, Prat.g_00513
OG0000123	Prae.g_01432, Prae.g_00558	Prat.g_00548
OG0000124	Prae.g_00625	Prat.g_01073
OG0000125	Prae.g_00626	Prat.g_01072
OG0000126	Prae.g_00627	Prat.g_01071
OG0000127	Prae.g_00660	Prat.g_00760
OG0000128	Prae.g_00713	Prat.g_00790
OG0000129	Prae.g_00733	Prat.g_00815
OG0000130	Prae.g_00791	Prat.g_00856
OG0000131	Prae.g_00804	Prat.g_01039
OG0000132	Prae.g_00839	Prat.g_01004
OG0000133	Prae.g_00924	Prat.g_00734
OG0000134	Prae.g_00933	Prat.g_01053
OG0000135	Prae.g_00968	Prat.g_00900
OG0000136	Prae.g_01037	Prat.g_00962
OG0000137	Prae.g_01133	Prat.g_01557
OG0000139	Prae.g_01169	Prat.g_01150
OG0000140	Prae.g_01220	Prat.g_00595
OG0000141	Prae.g_01434	Prat.g_01509
OG0000142	Prae.g_01341	Prat.g_01261
OG0000143	Prae.g_01368	Prat.g_01291
OG0000144	Prae.g_01446	Prat.g_01338
OG0000145	Prae.g_01460	Prat.g_01354
OG0000146	Prae.g_01496	Prat.g_01392
OG0000147	Prae.g_01536	Prat.g_01441
OG0000148	Prae.g_01537	Prat.g_01442
OG0000149	Prae.g_01621	Prat.g_01589
OG0000150	Prae.g_01659	Prat.g_01377, Prat.g_01628
OG0000151	Prae.g_01662	Prat.g_01631
OG0000152	Prae.g_01681	Prat.g_01652
OG0000153	Prae.g_01717	Prat.g_01685
OG0000154	Prae.g_01753	Prat.g_01720
OG0000155	Prae.g_01772	Prat.g_01739
OG0000156	Prae.g_01800	Prat.g_01771
OG0000157	Prae.g_01832	Prat.g_01806
OG0000158	Prae.g_01894	Prat.g_01873
OG0000160	Prae.g_00001	Prat.g_00001
OG0000161	Prae.g_00002	Prat.g_00002
OG0000162	Prae.g_00004	Prat.g_00004
OG0000163	Prae.g_00005	Prat.g_00005
OG0000164	Prae.g_00006	Prat.g_00006
OG0000165	Prae.g_00007	Prat.g_00007
OG0000166	Prae.g_00008	Prat.g_00008
OG0000167	Prae.g_00009	Prat.g_00009
OG0000168	Prae.g_00010	Prat.g_00010
OG0000169	Prae.g_00012	Prat.g_00013
OG0000170	Prae.g_00014	Prat.g_00015
OG0000171	Prae.g_00015	Prat.g_00016
OG0000172	Prae.g_00016	Prat.g_00017
OG0000173	Prae.g_00017	Prat.g_00018
OG0000174	Prae.g_00018	Prat.g_00019
OG0000175	Prae.g_00019	Prat.g_00020
OG0000176	Prae.g_00020	Prat.g_00021
OG0000177	Prae.g_00021	Prat.g_00022
OG0000178	Prae.g_00022	Prat.g_00023
OG0000179	Prae.g_00024	Prat.g_00025
OG0000180	Prae.g_00025	Prat.g_00026
OG0000181	Prae.g_00026	Prat.g_00027
OG0000182	Prae.g_00027	Prat.g_00028
OG0000183	Prae.g_00028	Prat.g_00029
OG0000184	Prae.g_00029	Prat.g_00031
OG0000185	Prae.g_00032	Prat.g_00034
OG0000186	Prae.g_00035	Prat.g_00036
OG0000187	Prae.g_00036	Prat.g_00037
OG0000188	Prae.g_00037	Prat.g_00038
OG0000189	Prae.g_00042	Prat.g_00042
OG0000190	Prae.g_00044	Prat.g_00044
OG0000191	Prae.g_00045	Prat.g_00046
OG0000192	Prae.g_00046	Prat.g_00047
OG0000193	Prae.g_00047	Prat.g_00048
OG0000194	Prae.g_00048	Prat.g_00051
OG0000195	Prae.g_00049	Prat.g_00052
OG0000196	Prae.g_00050	Prat.g_00053
OG0000197	Prae.g_00052	Prat.g_00055
OG0000198	Prae.g_00053	Prat.g_00056
OG0000199	Prae.g_00054	Prat.g_00057
OG0000200	Prae.g_00064	Prat.g_00060
OG0000201	Prae.g_00065	Prat.g_00061
OG0000202	Prae.g_00066	Prat.g_00062
OG0000203	Prae.g_00069	Prat.g_00066
OG0000204	Prae.g_00070	Prat.g_00067
OG0000205	Prae.g_00073	Prat.g_00070
OG0000206	Prae.g_00075	Prat.g_00072
OG0000207	Prae.g_00077	Prat.g_00074
OG0000208	Prae.g_00078	Prat.g_00075
OG0000209	Prae.g_00079	Prat.g_01504
OG0000210	Prae.g_00080	Prat.g_00076
OG0000211	Prae.g_00081	Prat.g_00079
OG0000212	Prae.g_00082	Prat.g_00080
OG0000213	Prae.g_00083	Prat.g_00081
OG0000214	Prae.g_00084	Prat.g_00082
OG0000215	Prae.g_00085	Prat.g_00083
OG0000216	Prae.g_00086	Prat.g_00084
OG0000217	Prae.g_00088	Prat.g_00086
OG0000218	Prae.g_00089	Prat.g_00087
OG0000219	Prae.g_00090	Prat.g_00088
OG0000220	Prae.g_00091	Prat.g_00089
OG0000221	Prae.g_00094	Prat.g_00091
OG0000222	Prae.g_00095	Prat.g_00092
OG0000223	Prae.g_00096	Prat.g_00093
OG0000224	Prae.g_00097	Prat.g_00094
OG0000225	Prae.g_00098	Prat.g_00095
OG0000226	Prae.g_00099	Prat.g_00096
OG0000227	Prae.g_00100	Prat.g_00098
OG0000228	Prae.g_00101	Prat.g_00099
OG0000229	Prae.g_00102	Prat.g_00100
OG0000230	Prae.g_00103	Prat.g_00101
OG0000231	Prae.g_00104	Prat.g_00102
OG0000232	Prae.g_00105	Prat.g_00103
OG0000233	Prae.g_00106	Prat.g_00104
OG0000234	Prae.g_00107	Prat.g_00105
OG0000235	Prae.g_00108	Prat.g_00106
OG0000236	Prae.g_00109	Prat.g_00109
OG0000237	Prae.g_00110	Prat.g_00110
OG0000238	Prae.g_00111	Prat.g_00111
OG0000239	Prae.g_00113	Prat.g_00113
OG0000240	Prae.g_00115	Prat.g_00114
OG0000241	Prae.g_00116	Prat.g_00115
OG0000242	Prae.g_00117	Prat.g_00116
OG0000243	Prae.g_00120	Prat.g_00118
OG0000244	Prae.g_00122	Prat.g_00122
OG0000245	Prae.g_00123	Prat.g_00123
OG0000246	Prae.g_00124	Prat.g_00124
OG0000247	Prae.g_00127	Prat.g_00126
OG0000248	Prae.g_00129	Prat.g_00128
OG0000249	Prae.g_00130	Prat.g_00130
OG0000250	Prae.g_00131	Prat.g_00131
OG0000251	Prae.g_00132	Prat.g_00132
OG0000252	Prae.g_00133	Prat.g_00133
OG0000253	Prae.g_00134	Prat.g_00134
OG0000254	Prae.g_00136	Prat.g_00601
OG0000255	Prae.g_00137	Prat.g_00136
OG0000256	Prae.g_00140	Prat.g_00139
OG0000257	Prae.g_00142	Prat.g_00141
OG0000258	Prae.g_00148	Prat.g_00144
OG0000259	Prae.g_00149	Prat.g_00145
OG0000260	Prae.g_00150	Prat.g_00146
OG0000261	Prae.g_00151	Prat.g_00147
OG0000262	Prae.g_00152	Prat.g_00148
OG0000263	Prae.g_00154	Prat.g_00150
OG0000264	Prae.g_00155	Prat.g_00151
OG0000265	Prae.g_00156	Prat.g_00152
OG0000266	Prae.g_00157	Prat.g_00153
OG0000267	Prae.g_00158	Prat.g_00154
OG0000268	Prae.g_00159	Prat.g_00156
OG0000269	Prae.g_00161	Prat.g_00158
OG0000270	Prae.g_00162	Prat.g_00159
OG0000271	Prae.g_00163	Prat.g_00160
OG0000272	Prae.g_00164	Prat.g_00161
OG0000273	Prae.g_00165	Prat.g_00162
OG0000274	Prae.g_00166	Prat.g_00163
OG0000275	Prae.g_00167	Prat.g_00164
OG0000276	Prae.g_00168	Prat.g_00165
OG0000277	Prae.g_00170	Prat.g_00167
OG0000278	Prae.g_00171	Prat.g_00169
OG0000279	Prae.g_00172	Prat.g_00170
OG0000280	Prae.g_00174	Prat.g_00172
OG0000281	Prae.g_00176	Prat.g_00174
OG0000282	Prae.g_00177	Prat.g_00175
OG0000283	Prae.g_00178	Prat.g_00176
OG0000284	Prae.g_00179	Prat.g_00177
OG0000285	Prae.g_00180	Prat.g_00178
OG0000286	Prae.g_00181	Prat.g_00179
OG0000287	Prae.g_00182	Prat.g_00180
OG0000288	Prae.g_00184	Prat.g_00182
OG0000289	Prae.g_00185	Prat.g_00183
OG0000290	Prae.g_00186	Prat.g_00184
OG0000291	Prae.g_00188	Prat.g_00186
OG0000292	Prae.g_00189	Prat.g_00188
OG0000293	Prae.g_00190	Prat.g_00189
OG0000294	Prae.g_00191	Prat.g_00190
OG0000295	Prae.g_00192	Prat.g_00191
OG0000296	Prae.g_00193	Prat.g_00192
OG0000297	Prae.g_00194	Prat.g_00193
OG0000298	Prae.g_00196	Prat.g_00195
OG0000299	Prae.g_00197	Prat.g_00196
OG0000300	Prae.g_00198	Prat.g_00197
OG0000301	Prae.g_00199	Prat.g_00198
OG0000302	Prae.g_00200	Prat.g_00199
OG0000303	Prae.g_00201	Prat.g_00200
OG0000304	Prae.g_00203	Prat.g_00202
OG0000305	Prae.g_00204	Prat.g_00203
OG0000306	Prae.g_00207	Prat.g_00206
OG0000307	Prae.g_00208	Prat.g_00207
OG0000308	Prae.g_00209	Prat.g_00208
OG0000309	Prae.g_00210	Prat.g_00209
OG0000310	Prae.g_00211	Prat.g_00210
OG0000311	Prae.g_00212	Prat.g_00211
OG0000312	Prae.g_00213	Prat.g_00212
OG0000313	Prae.g_00214	Prat.g_00213
OG0000314	Prae.g_00215	Prat.g_00214
OG0000315	Prae.g_00216	Prat.g_00215
OG0000316	Prae.g_00217	Prat.g_00216
OG0000317	Prae.g_00218	Prat.g_00217
OG0000318	Prae.g_00219	Prat.g_00218
OG0000319	Prae.g_00220	Prat.g_00219
OG0000320	Prae.g_00221	Prat.g_00220
OG0000321	Prae.g_00222	Prat.g_00221
OG0000322	Prae.g_00223	Prat.g_00222
OG0000323	Prae.g_00224	Prat.g_00223
OG0000324	Prae.g_00225	Prat.g_00224
OG0000325	Prae.g_00226	Prat.g_00225
OG0000326	Prae.g_00227	Prat.g_00226
OG0000327	Prae.g_00228	Prat.g_00227
OG0000328	Prae.g_00229	Prat.g_00229
OG0000329	Prae.g_00230	Prat.g_00230
OG0000330	Prae.g_00231	Prat.g_00231
OG0000331	Prae.g_00232	Prat.g_00233
OG0000332	Prae.g_00233	Prat.g_00234
OG0000333	Prae.g_00234	Prat.g_00235
OG0000334	Prae.g_00235	Prat.g_00236
OG0000335	Prae.g_00236	Prat.g_00238
OG0000336	Prae.g_00238	Prat.g_00240
OG0000337	Prae.g_00239	Prat.g_00241
OG0000338	Prae.g_00243	Prat.g_00246
OG0000339	Prae.g_00245	Prat.g_00249
OG0000340	Prae.g_00247	Prat.g_00250
OG0000341	Prae.g_00248	Prat.g_00251
OG0000342	Prae.g_00249	Prat.g_00252
OG0000343	Prae.g_00250	Prat.g_00253
OG0000344	Prae.g_00253	Prat.g_00256
OG0000345	Prae.g_00256	Prat.g_00260
OG0000346	Prae.g_00257	Prat.g_00261
OG0000347	Prae.g_00260	Prat.g_00264
OG0000348	Prae.g_00262	Prat.g_00266
OG0000349	Prae.g_00263	Prat.g_00267
OG0000350	Prae.g_00265	Prat.g_00269
OG0000351	Prae.g_00266	Prat.g_00270
OG0000352	Prae.g_00267	Prat.g_00271
OG0000353	Prae.g_00268	Prat.g_00272
OG0000354	Prae.g_00269	Prat.g_00273
OG0000355	Prae.g_00270	Prat.g_00274
OG0000356	Prae.g_00271	Prat.g_00275
OG0000357	Prae.g_00272	Prat.g_00276
OG0000358	Prae.g_00273	Prat.g_00277
OG0000359	Prae.g_00274	Prat.g_00279
OG0000360	Prae.g_00276	Prat.g_00282
OG0000361	Prae.g_00277	Prat.g_00283
OG0000362	Prae.g_00278	Prat.g_00284
OG0000363	Prae.g_00279	Prat.g_00285
OG0000364	Prae.g_00283	Prat.g_00290
OG0000365	Prae.g_00284	Prat.g_00291
OG0000366	Prae.g_00286	Prat.g_00293
OG0000367	Prae.g_00287	Prat.g_00294
OG0000368	Prae.g_00288	Prat.g_00295
OG0000369	Prae.g_00289	Prat.g_00296
OG0000370	Prae.g_00290	Prat.g_00297
OG0000371	Prae.g_00291	Prat.g_00298
OG0000372	Prae.g_00292	Prat.g_00299
OG0000373	Prae.g_00293	Prat.g_00300
OG0000374	Prae.g_00295	Prat.g_00302
OG0000375	Prae.g_00296	Prat.g_00303
OG0000376	Prae.g_00299	Prat.g_00306
OG0000377	Prae.g_00300	Prat.g_00307
OG0000378	Prae.g_00301	Prat.g_00308
OG0000379	Prae.g_00302	Prat.g_00309
OG0000380	Prae.g_00303	Prat.g_00310
OG0000381	Prae.g_00304	Prat.g_00311
OG0000382	Prae.g_00305	Prat.g_00312
OG0000383	Prae.g_00306	Prat.g_00313
OG0000384	Prae.g_00309	Prat.g_00315
OG0000385	Prae.g_00310	Prat.g_00316
OG0000386	Prae.g_00311	Prat.g_00317
OG0000387	Prae.g_00312	Prat.g_00318
OG0000388	Prae.g_00313	Prat.g_00319
OG0000389	Prae.g_00314	Prat.g_00320
OG0000390	Prae.g_00315	Prat.g_00321
OG0000391	Prae.g_00316	Prat.g_00322
OG0000392	Prae.g_00317	Prat.g_00323
OG0000393	Prae.g_00318	Prat.g_00324
OG0000394	Prae.g_00319	Prat.g_00325
OG0000395	Prae.g_00320	Prat.g_00326
OG0000396	Prae.g_00322	Prat.g_00328
OG0000397	Prae.g_00324	Prat.g_00330
OG0000398	Prae.g_00325	Prat.g_00331
OG0000399	Prae.g_00328	Prat.g_00334
OG0000400	Prae.g_00329	Prat.g_00340
OG0000401	Prae.g_00330	Prat.g_00341
OG0000402	Prae.g_00335	Prat.g_00348
OG0000403	Prae.g_00336	Prat.g_00350
OG0000404	Prae.g_00337	Prat.g_00351
OG0000405	Prae.g_00338	Prat.g_00352
OG0000406	Prae.g_00341	Prat.g_00355
OG0000407	Prae.g_00342	Prat.g_00356
OG0000408	Prae.g_00344	Prat.g_00359
OG0000409	Prae.g_00345	Prat.g_00360
OG0000410	Prae.g_00346	Prat.g_00361
OG0000411	Prae.g_00347	Prat.g_00362
OG0000412	Prae.g_00348	Prat.g_00363
OG0000413	Prae.g_00349	Prat.g_00364
OG0000414	Prae.g_00350	Prat.g_00365
OG0000415	Prae.g_00351	Prat.g_00366
OG0000416	Prae.g_00354	Prat.g_00369
OG0000417	Prae.g_00355	Prat.g_00370
OG0000418	Prae.g_00356	Prat.g_00372
OG0000419	Prae.g_00357	Prat.g_00373
OG0000420	Prae.g_00358	Prat.g_00985
OG0000421	Prae.g_00371	Prat.g_01203
OG0000422	Prae.g_00379	Prat.g_01469
OG0000423	Prae.g_00380	Prat.g_00671
OG0000424	Prae.g_00385	Prat.g_01656
OG0000425	Prae.g_00405	Prat.g_00390
OG0000426	Prae.g_00406	Prat.g_00391
OG0000427	Prae.g_00407	Prat.g_00392
OG0000428	Prae.g_00409	Prat.g_00395
OG0000429	Prae.g_00410	Prat.g_00396
OG0000430	Prae.g_00412	Prat.g_00398
OG0000431	Prae.g_00413	Prat.g_00399
OG0000432	Prae.g_00414	Prat.g_00400
OG0000433	Prae.g_00415	Prat.g_00401
OG0000434	Prae.g_00416	Prat.g_00403
OG0000435	Prae.g_00417	Prat.g_00404
OG0000436	Prae.g_00418	Prat.g_00405
OG0000437	Prae.g_00419	Prat.g_00406
OG0000438	Prae.g_00420	Prat.g_00407
OG0000439	Prae.g_00421	Prat.g_00408
OG0000440	Prae.g_00422	Prat.g_00410
OG0000441	Prae.g_00423	Prat.g_00411
OG0000442	Prae.g_00424	Prat.g_00412
OG0000443	Prae.g_00425	Prat.g_00413
OG0000444	Prae.g_00426	Prat.g_00414
OG0000445	Prae.g_00427	Prat.g_00415
OG0000446	Prae.g_00429	Prat.g_00417
OG0000447	Prae.g_00430	Prat.g_00418
OG0000448	Prae.g_00432	Prat.g_00419
OG0000449	Prae.g_00435	Prat.g_00424
OG0000450	Prae.g_00436	Prat.g_00425
OG0000451	Prae.g_00437	Prat.g_00426
OG0000452	Prae.g_00438	Prat.g_00428
OG0000453	Prae.g_00439	Prat.g_00429
OG0000454	Prae.g_00445	Prat.g_00430
OG0000455	Prae.g_00447	Prat.g_00432
OG0000456	Prae.g_00451	Prat.g_00436
OG0000457	Prae.g_00452	Prat.g_00438
OG0000458	Prae.g_00453	Prat.g_00439
OG0000459	Prae.g_00455	Prat.g_00441
OG0000460	Prae.g_00457	Prat.g_00443
OG0000461	Prae.g_00458	Prat.g_00444
OG0000462	Prae.g_00459	Prat.g_00445
OG0000463	Prae.g_00461	Prat.g_00447
OG0000464	Prae.g_00462	Prat.g_00448
OG0000465	Prae.g_00463	Prat.g_00449
OG0000466	Prae.g_00464	Prat.g_00450
OG0000467	Prae.g_00465	Prat.g_00451
OG0000468	Prae.g_00466	Prat.g_00453
OG0000469	Prae.g_00467	Prat.g_00454
OG0000470	Prae.g_00468	Prat.g_00455
OG0000471	Prae.g_00469	Prat.g_00456
OG0000472	Prae.g_00474	Prat.g_00463
OG0000473	Prae.g_00475	Prat.g_00464
OG0000474	Prae.g_00476	Prat.g_00465
OG0000475	Prae.g_00477	Prat.g_00466
OG0000476	Prae.g_00479	Prat.g_00468
OG0000477	Prae.g_00480	Prat.g_00469
OG0000478	Prae.g_00481	Prat.g_00470
OG0000479	Prae.g_00482	Prat.g_00471
OG0000480	Prae.g_00484	Prat.g_00473
OG0000481	Prae.g_00486	Prat.g_00475
OG0000482	Prae.g_00487	Prat.g_00476
OG0000483	Prae.g_00489	Prat.g_00478
OG0000484	Prae.g_00490	Prat.g_00479
OG0000485	Prae.g_00491	Prat.g_00480
OG0000486	Prae.g_00492	Prat.g_00482
OG0000487	Prae.g_00497	Prat.g_00486
OG0000488	Prae.g_00499	Prat.g_00487
OG0000489	Prae.g_00500	Prat.g_00488
OG0000490	Prae.g_00501	Prat.g_00489
OG0000491	Prae.g_00502	Prat.g_00490
OG0000492	Prae.g_00503	Prat.g_00491
OG0000493	Prae.g_00504	Prat.g_00492
OG0000494	Prae.g_00505	Prat.g_00493
OG0000495	Prae.g_00509	Prat.g_00496
OG0000496	Prae.g_00510	Prat.g_00497
OG0000497	Prae.g_00511	Prat.g_00498
OG0000498	Prae.g_00512	Prat.g_00499
OG0000499	Prae.g_00513	Prat.g_00500
OG0000500	Prae.g_00515	Prat.g_00501
OG0000501	Prae.g_00516	Prat.g_00502
OG0000502	Prae.g_00517	Prat.g_00503
OG0000503	Prae.g_00519	Prat.g_00505
OG0000504	Prae.g_00520	Prat.g_00506
OG0000505	Prae.g_00521	Prat.g_00507
OG0000506	Prae.g_00522	Prat.g_00508
OG0000507	Prae.g_00523	Prat.g_00509
OG0000508	Prae.g_00524	Prat.g_00510
OG0000509	Prae.g_00525	Prat.g_00511
OG0000510	Prae.g_00526	Prat.g_00512
OG0000511	Prae.g_00528	Prat.g_00515
OG0000512	Prae.g_00529	Prat.g_00516
OG0000513	Prae.g_00530	Prat.g_00517
OG0000514	Prae.g_00531	Prat.g_00518
OG0000515	Prae.g_00532	Prat.g_00519
OG0000516	Prae.g_00533	Prat.g_00520
OG0000517	Prae.g_00535	Prat.g_00522
OG0000518	Prae.g_00536	Prat.g_00523
OG0000519	Prae.g_00537	Prat.g_00525
OG0000520	Prae.g_00538	Prat.g_00527
OG0000521	Prae.g_00539	Prat.g_00528
OG0000522	Prae.g_00540	Prat.g_00529
OG0000523	Prae.g_00541	Prat.g_00530
OG0000524	Prae.g_00542	Prat.g_00531
OG0000525	Prae.g_00543	Prat.g_00532
OG0000526	Prae.g_00544	Prat.g_00533
OG0000527	Prae.g_00545	Prat.g_00534
OG0000528	Prae.g_00546	Prat.g_00536
OG0000529	Prae.g_00547	Prat.g_00537
OG0000530	Prae.g_00548	Prat.g_00538
OG0000531	Prae.g_00549	Prat.g_00539
OG0000532	Prae.g_00550	Prat.g_00540
OG0000533	Prae.g_00552	Prat.g_00542
OG0000534	Prae.g_00553	Prat.g_00543
OG0000535	Prae.g_00554	Prat.g_00544
OG0000536	Prae.g_00555	Prat.g_00545
OG0000537	Prae.g_00556	Prat.g_00546
OG0000538	Prae.g_00557	Prat.g_00547
OG0000539	Prae.g_00560	Prat.g_00549
OG0000540	Prae.g_00561	Prat.g_00550
OG0000541	Prae.g_00562	Prat.g_00551
OG0000542	Prae.g_00565	Prat.g_00553
OG0000543	Prae.g_00566	Prat.g_00554
OG0000544	Prae.g_00567	Prat.g_00555
OG0000545	Prae.g_00568	Prat.g_00556
OG0000546	Prae.g_00569	Prat.g_00557
OG0000547	Prae.g_00570	Prat.g_00558
OG0000548	Prae.g_00571	Prat.g_00559
OG0000549	Prae.g_00573	Prat.g_00561
OG0000550	Prae.g_00574	Prat.g_00562
OG0000551	Prae.g_00575	Prat.g_00563
OG0000552	Prae.g_00576	Prat.g_00564
OG0000553	Prae.g_00577	Prat.g_00565
OG0000554	Prae.g_00578	Prat.g_00566
OG0000555	Prae.g_00579	Prat.g_00568
OG0000556	Prae.g_00580	Prat.g_00569
OG0000557	Prae.g_00581	Prat.g_00570
OG0000558	Prae.g_00582	Prat.g_00571
OG0000559	Prae.g_00583	Prat.g_00572
OG0000560	Prae.g_00584	Prat.g_00573
OG0000561	Prae.g_00585	Prat.g_00574
OG0000562	Prae.g_00586	Prat.g_00575
OG0000563	Prae.g_00587	Prat.g_00576
OG0000564	Prae.g_00588	Prat.g_00577
OG0000565	Prae.g_00589	Prat.g_00579
OG0000566	Prae.g_00590	Prat.g_00580
OG0000567	Prae.g_00591	Prat.g_00581
OG0000568	Prae.g_00592	Prat.g_00582
OG0000569	Prae.g_00595	Prat.g_00584
OG0000570	Prae.g_00596	Prat.g_00585
OG0000571	Prae.g_00598	Prat.g_00587
OG0000572	Prae.g_00599	Prat.g_00589
OG0000573	Prae.g_00600	Prat.g_00590
OG0000574	Prae.g_00601	Prat.g_00591
OG0000575	Prae.g_00602	Prat.g_00592
OG0000576	Prae.g_00603	Prat.g_00593
OG0000577	Prae.g_00604	Prat.g_01097
OG0000578	Prae.g_00605	Prat.g_01095
OG0000579	Prae.g_00606	Prat.g_01094
OG0000580	Prae.g_00607	Prat.g_01093
OG0000581	Prae.g_00608	Prat.g_01091
OG0000582	Prae.g_00609	Prat.g_01090
OG0000583	Prae.g_00610	Prat.g_01089
OG0000584	Prae.g_00612	Prat.g_01087
OG0000585	Prae.g_00613	Prat.g_01086
OG0000586	Prae.g_00614	Prat.g_01084
OG0000587	Prae.g_00615	Prat.g_01083
OG0000588	Prae.g_00616	Prat.g_01082
OG0000589	Prae.g_00617	Prat.g_01081
OG0000590	Prae.g_00618	Prat.g_01080
OG0000591	Prae.g_00619	Prat.g_01079
