Orthogroup	Prbl	Praf
OG0000187	Prbl.g_01075	Praf.g_00962
OG0000188	Prbl.g_00595	Praf.g_00308
OG0000189	Prbl.g_00592	Praf.g_00304
OG0000190	Prbl.g_00591	Praf.g_00303
OG0000191	Prbl.g_00590	Praf.g_00302
OG0000192	Prbl.g_00589	Praf.g_00301
OG0000193	Prbl.g_00588	Praf.g_00300
OG0000194	Prbl.g_00587	Praf.g_00299
OG0000195	Prbl.g_00583	Praf.g_00297
OG0000196	Prbl.g_00582	Praf.g_00296
OG0000197	Prbl.g_00576	Praf.g_00268
OG0000198	Prbl.g_00572	Praf.g_00264
OG0000199	Prbl.g_00567	Praf.g_00259
OG0000200	Prbl.g_00566	Praf.g_00258
OG0000201	Prbl.g_00565	Praf.g_00257
OG0000202	Prbl.g_00563	Praf.g_00255
OG0000203	Prbl.g_00562	Praf.g_00254
OG0000204	Prbl.g_00561	Praf.g_00253
OG0000205	Prbl.g_00559	Praf.g_00251
OG0000206	Prbl.g_00558	Praf.g_00250
OG0000207	Prbl.g_00557	Praf.g_00249
OG0000208	Prbl.g_00556	Praf.g_00248
OG0000209	Prbl.g_00555	Praf.g_00247
OG0000210	Prbl.g_00553	Praf.g_00245
OG0000211	Prbl.g_00552	Praf.g_00244
OG0000212	Prbl.g_00551	Praf.g_00243
OG0000213	Prbl.g_00548	Praf.g_00240
OG0000214	Prbl.g_00542	Praf.g_00230
OG0000215	Prbl.g_01332	Praf.g_00225
OG0000216	Prbl.g_01330	Praf.g_00223
OG0000217	Prbl.g_01328	Praf.g_00221
OG0000218	Prbl.g_01326	Praf.g_00219
OG0000219	Prbl.g_01325	Praf.g_00218
OG0000220	Prbl.g_01320	Praf.g_00214
OG0000221	Prbl.g_01315	Praf.g_00209
OG0000222	Prbl.g_01314	Praf.g_00208
OG0000223	Prbl.g_01313	Praf.g_00207
OG0000224	Prbl.g_00827	Praf.g_02403
OG0000225	Prbl.g_00825	Praf.g_02405
OG0000226	Prbl.g_00822	Praf.g_02408
OG0000227	Prbl.g_00820	Praf.g_02410
OG0000228	Prbl.g_00819	Praf.g_02411
OG0000229	Prbl.g_00818	Praf.g_02412
OG0000230	Prbl.g_00817	Praf.g_02413
OG0000231	Prbl.g_00815	Praf.g_02415
OG0000232	Prbl.g_00814	Praf.g_02416
OG0000233	Prbl.g_00809	Praf.g_02421
OG0000234	Prbl.g_00305	Praf.g_02430
OG0000235	Prbl.g_00303	Praf.g_02432
OG0000236	Prbl.g_00302	Praf.g_02433
OG0000237	Prbl.g_00301	Praf.g_02434
OG0000238	Prbl.g_00300	Praf.g_02435
OG0000239	Prbl.g_00299	Praf.g_02436
OG0000240	Prbl.g_00297	Praf.g_02438
OG0000241	Prbl.g_00296	Praf.g_02439
OG0000242	Prbl.g_00295	Praf.g_02440
OG0000243	Prbl.g_00294	Praf.g_02441
OG0000244	Prbl.g_00293	Praf.g_02442
OG0000245	Prbl.g_00291	Praf.g_02444
OG0000246	Prbl.g_00289	Praf.g_02446
OG0000247	Prbl.g_00288	Praf.g_02447
OG0000248	Prbl.g_00287	Praf.g_02448
OG0000249	Prbl.g_00286	Praf.g_02449
OG0000250	Prbl.g_00285	Praf.g_02450
OG0000251	Prbl.g_00284	Praf.g_02451
OG0000252	Prbl.g_00283	Praf.g_02452
OG0000253	Prbl.g_00282	Praf.g_02453
OG0000254	Prbl.g_00280	Praf.g_02455
OG0000255	Prbl.g_00279	Praf.g_02456
OG0000256	Prbl.g_00276	Praf.g_02469
OG0000257	Prbl.g_00275	Praf.g_02470
OG0000258	Prbl.g_00274	Praf.g_02471
OG0000259	Prbl.g_00273	Praf.g_02472
OG0000260	Prbl.g_00272	Praf.g_02473
OG0000261	Prbl.g_00271	Praf.g_02474
OG0000262	Prbl.g_00270	Praf.g_02475
OG0000263	Prbl.g_00269	Praf.g_02476
OG0000264	Prbl.g_02377	Praf.g_01486
OG0000265	Prbl.g_00066	Praf.g_02489
OG0000266	Prbl.g_00068	Praf.g_02491
OG0000267	Prbl.g_00072	Praf.g_02495
OG0000268	Prbl.g_00074	Praf.g_02497
OG0000269	Prbl.g_00077	Praf.g_02500
OG0000270	Prbl.g_00079	Praf.g_02502
OG0000271	Prbl.g_00082	Praf.g_02505
OG0000272	Prbl.g_00083	Praf.g_02506
OG0000273	Prbl.g_00086	Praf.g_02509
OG0000274	Prbl.g_00088	Praf.g_02511
OG0000275	Prbl.g_00089	Praf.g_02512
OG0000276	Prbl.g_00090	Praf.g_02513
OG0000277	Prbl.g_00091	Praf.g_02514
OG0000278	Prbl.g_00092	Praf.g_02515
OG0000279	Prbl.g_00093	Praf.g_02516
OG0000280	Prbl.g_00094	Praf.g_02517
OG0000281	Prbl.g_00096	Praf.g_02519
OG0000282	Prbl.g_00097	Praf.g_02520
OG0000283	Prbl.g_00104	Praf.g_02524
OG0000284	Prbl.g_00105	Praf.g_02525
OG0000285	Prbl.g_01283	Praf.g_02531
OG0000286	Prbl.g_01281	Praf.g_02533
OG0000287	Prbl.g_00130	Praf.g_02582
OG0000288	Prbl.g_00129	Praf.g_02581
OG0000289	Prbl.g_00127	Praf.g_02575
OG0000290	Prbl.g_00126	Praf.g_02574
OG0000291	Prbl.g_00124	Praf.g_02572
OG0000292	Prbl.g_01244	Praf.g_02568
OG0000293	Prbl.g_01245	Praf.g_02567
OG0000294	Prbl.g_01246	Praf.g_02566
OG0000295	Prbl.g_01252	Praf.g_02560
OG0000296	Prbl.g_01253	Praf.g_02559
OG0000297	Prbl.g_01256	Praf.g_02557
OG0000298	Prbl.g_01257	Praf.g_02556
OG0000299	Prbl.g_01258	Praf.g_02555
OG0000300	Prbl.g_01259	Praf.g_02554
OG0000301	Prbl.g_01260	Praf.g_02553
OG0000302	Prbl.g_01261	Praf.g_02552
OG0000303	Prbl.g_01262	Praf.g_02551
OG0000304	Prbl.g_01264	Praf.g_02549
OG0000305	Prbl.g_01265	Praf.g_02548
OG0000306	Prbl.g_01266	Praf.g_02547
OG0000307	Prbl.g_01918	Praf.g_00374
OG0000308	Prbl.g_01769	Praf.g_00745
OG0000309	Prbl.g_01770	Praf.g_00744
OG0000310	Prbl.g_01771	Praf.g_00743
OG0000311	Prbl.g_01922	Praf.g_00378
OG0000312	Prbl.g_01923	Praf.g_00379
OG0000313	Prbl.g_00199	Praf.g_00385
OG0000314	Prbl.g_00193	Praf.g_00391
OG0000315	Prbl.g_00192	Praf.g_00392
OG0000316	Prbl.g_02679	Praf.g_02203
OG0000317	Prbl.g_02666	Praf.g_02207
OG0000318	Prbl.g_01516	Praf.g_02208
OG0000319	Prbl.g_01515	Praf.g_02209
OG0000320	Prbl.g_01513	Praf.g_02210
OG0000321	Prbl.g_01508	Praf.g_02215
OG0000322	Prbl.g_01499	Praf.g_02242
OG0000323	Prbl.g_01498	Praf.g_02243
OG0000324	Prbl.g_01496	Praf.g_02245
OG0000325	Prbl.g_01494	Praf.g_02247
OG0000326	Prbl.g_01492	Praf.g_02249
OG0000327	Prbl.g_01486	Praf.g_02255
OG0000328	Prbl.g_01919	Praf.g_00375
OG0000329	Prbl.g_01473	Praf.g_02259
OG0000330	Prbl.g_01472	Praf.g_02260
OG0000331	Prbl.g_01470	Praf.g_02262
OG0000332	Prbl.g_01469	Praf.g_02263
OG0000333	Prbl.g_01468	Praf.g_02264
OG0000334	Prbl.g_01467	Praf.g_02265
OG0000335	Prbl.g_01466	Praf.g_02266
OG0000336	Prbl.g_01464	Praf.g_02268
OG0000337	Prbl.g_01459	Praf.g_02273
OG0000338	Prbl.g_01458	Praf.g_02274
OG0000339	Prbl.g_01457	Praf.g_02275
OG0000340	Prbl.g_01455	Praf.g_02277
OG0000341	Prbl.g_01450	Praf.g_02282
OG0000342	Prbl.g_01449	Praf.g_02283
OG0000343	Prbl.g_01447	Praf.g_02285
OG0000344	Prbl.g_01445	Praf.g_02287
OG0000345	Prbl.g_01444	Praf.g_02288
OG0000346	Prbl.g_01443	Praf.g_02289
OG0000347	Prbl.g_01442	Praf.g_02290
OG0000348	Prbl.g_01441	Praf.g_02291
OG0000349	Prbl.g_01440	Praf.g_02292
OG0000350	Prbl.g_01439	Praf.g_02293
OG0000351	Prbl.g_01435	Praf.g_02297
OG0000352	Prbl.g_01431	Praf.g_02301
OG0000353	Prbl.g_01428	Praf.g_02302
OG0000354	Prbl.g_01427	Praf.g_02303
OG0000355	Prbl.g_01426	Praf.g_02304
OG0000356	Prbl.g_01421	Praf.g_02314
OG0000357	Prbl.g_01420	Praf.g_02315
OG0000358	Prbl.g_01419	Praf.g_02316
OG0000359	Prbl.g_01417	Praf.g_02318
OG0000360	Prbl.g_01414	Praf.g_02321
OG0000361	Prbl.g_01413	Praf.g_02322
OG0000362	Prbl.g_00911	Praf.g_02323
OG0000363	Prbl.g_00909	Praf.g_02324
OG0000364	Prbl.g_00908	Praf.g_02325
OG0000365	Prbl.g_00907	Praf.g_02326
OG0000366	Prbl.g_00906	Praf.g_02327
OG0000367	Prbl.g_00905	Praf.g_02328
OG0000368	Prbl.g_00904	Praf.g_02329
OG0000369	Prbl.g_00903	Praf.g_02330
OG0000370	Prbl.g_00902	Praf.g_02331
OG0000371	Prbl.g_00901	Praf.g_02332
OG0000372	Prbl.g_00898	Praf.g_02335
OG0000373	Prbl.g_00888	Praf.g_02347
OG0000374	Prbl.g_00886	Praf.g_02349
OG0000375	Prbl.g_00877	Praf.g_02358
OG0000376	Prbl.g_01183	Praf.g_02073
OG0000377	Prbl.g_01190	Praf.g_02066
OG0000378	Prbl.g_01191	Praf.g_02065
OG0000379	Prbl.g_01201	Praf.g_02054
OG0000380	Prbl.g_01203	Praf.g_02052
OG0000381	Prbl.g_01204	Praf.g_02051
OG0000382	Prbl.g_01206	Praf.g_02049
OG0000383	Prbl.g_01210	Praf.g_02045
OG0000384	Prbl.g_01211	Praf.g_02044
OG0000385	Prbl.g_01217	Praf.g_02031
OG0000386	Prbl.g_01218	Praf.g_02030
OG0000387	Prbl.g_01219	Praf.g_02029
OG0000388	Prbl.g_01220	Praf.g_02028
OG0000389	Prbl.g_01221	Praf.g_02027
OG0000390	Prbl.g_01222	Praf.g_02026
OG0000391	Prbl.g_01223	Praf.g_02025
OG0000392	Prbl.g_01224	Praf.g_02024
OG0000393	Prbl.g_02673	Praf.g_02016
OG0000394	Prbl.g_02674	Praf.g_02015
OG0000395	Prbl.g_02678	Praf.g_02011
OG0000396	Prbl.g_01564	Praf.g_01616
OG0000397	Prbl.g_00609	Praf.g_00322
OG0000398	Prbl.g_00410	Praf.g_00495
OG0000399	Prbl.g_01693	Praf.g_01003
OG0000400	Prbl.g_02681	Praf.g_02201
OG0000401	Prbl.g_00676	Praf.g_02002
OG0000402	Prbl.g_00675	Praf.g_02001
OG0000403	Prbl.g_00663	Praf.g_01999
OG0000404	Prbl.g_00653	Praf.g_01990
OG0000405	Prbl.g_00652	Praf.g_01989
OG0000406	Prbl.g_00650	Praf.g_01987
OG0000407	Prbl.g_00649	Praf.g_01986
OG0000408	Prbl.g_00648	Praf.g_01985
OG0000409	Prbl.g_00647	Praf.g_01984
OG0000410	Prbl.g_00645	Praf.g_01982
OG0000411	Prbl.g_00644	Praf.g_01981
OG0000412	Prbl.g_00643	Praf.g_01980
OG0000413	Prbl.g_00642	Praf.g_01979
OG0000414	Prbl.g_00641	Praf.g_01978
OG0000415	Prbl.g_00640	Praf.g_01977
OG0000416	Prbl.g_00639	Praf.g_01972
OG0000417	Prbl.g_00635	Praf.g_01963
OG0000418	Prbl.g_00634	Praf.g_01962
OG0000419	Prbl.g_00633	Praf.g_01961
OG0000420	Prbl.g_00632	Praf.g_01960
OG0000421	Prbl.g_00625	Praf.g_01959
OG0000422	Prbl.g_00623	Praf.g_01957
OG0000423	Prbl.g_00622	Praf.g_01956
OG0000424	Prbl.g_00619	Praf.g_01952
OG0000425	Prbl.g_01364	Praf.g_01942
OG0000426	Prbl.g_01363	Praf.g_01941
OG0000427	Prbl.g_01360	Praf.g_01938
OG0000428	Prbl.g_01348	Praf.g_01915
OG0000429	Prbl.g_01346	Praf.g_01913
OG0000430	Prbl.g_01344	Praf.g_01911
OG0000431	Prbl.g_01342	Praf.g_01909
OG0000432	Prbl.g_01341	Praf.g_01908
OG0000433	Prbl.g_00503	Praf.g_00586
OG0000434	Prbl.g_00506	Praf.g_00589
OG0000435	Prbl.g_00510	Praf.g_00594
OG0000436	Prbl.g_00512	Praf.g_00596
OG0000437	Prbl.g_00514	Praf.g_00598
OG0000438	Prbl.g_00515	Praf.g_00599
OG0000439	Prbl.g_00516	Praf.g_00600
OG0000440	Prbl.g_00519	Praf.g_00603
OG0000441	Prbl.g_00521	Praf.g_00605
OG0000442	Prbl.g_00522	Praf.g_00606
OG0000443	Prbl.g_00523	Praf.g_00607
OG0000444	Prbl.g_00524	Praf.g_00608
OG0000445	Prbl.g_00525	Praf.g_00609
OG0000446	Prbl.g_00526	Praf.g_00610
OG0000447	Prbl.g_00527	Praf.g_00611
OG0000448	Prbl.g_00528	Praf.g_00612
OG0000449	Prbl.g_00536	Praf.g_00619
OG0000450	Prbl.g_00806	Praf.g_00621
OG0000451	Prbl.g_00805	Praf.g_00622
OG0000452	Prbl.g_00804	Praf.g_00623
OG0000453	Prbl.g_00801	Praf.g_00626
OG0000454	Prbl.g_00800	Praf.g_00627
OG0000455	Prbl.g_00799	Praf.g_00628
OG0000456	Prbl.g_00798	Praf.g_00629
OG0000457	Prbl.g_00797	Praf.g_00630
OG0000458	Prbl.g_00795	Praf.g_00631
OG0000459	Prbl.g_00794	Praf.g_00632
OG0000460	Prbl.g_00792	Praf.g_00634
OG0000461	Prbl.g_00791	Praf.g_00635
OG0000462	Prbl.g_00790	Praf.g_00636
OG0000463	Prbl.g_00785	Praf.g_00641
OG0000464	Prbl.g_00780	Praf.g_00646
OG0000465	Prbl.g_00779	Praf.g_00647
OG0000466	Prbl.g_00778	Praf.g_00648
OG0000467	Prbl.g_00776	Praf.g_00650
OG0000468	Prbl.g_00775	Praf.g_00651
OG0000469	Prbl.g_00770	Praf.g_00656
OG0000470	Prbl.g_01526	Praf.g_01177
OG0000471	Prbl.g_00032	Praf.g_01131
OG0000472	Prbl.g_00765	Praf.g_00661
OG0000473	Prbl.g_00763	Praf.g_00663
OG0000474	Prbl.g_00761	Praf.g_00665
OG0000475	Prbl.g_00760	Praf.g_00666
OG0000476	Prbl.g_00754	Praf.g_00670
OG0000477	Prbl.g_00751	Praf.g_00673
OG0000478	Prbl.g_00749	Praf.g_00675
OG0000479	Prbl.g_00747	Praf.g_00677
OG0000480	Prbl.g_02645	Praf.g_00683
OG0000481	Prbl.g_01878	Praf.g_00684
OG0000482	Prbl.g_01879	Praf.g_00685
OG0000483	Prbl.g_01881	Praf.g_00687
OG0000484	Prbl.g_01882	Praf.g_00688
OG0000485	Prbl.g_01883	Praf.g_00689
OG0000486	Prbl.g_01884	Praf.g_00690
OG0000487	Prbl.g_01885	Praf.g_00691
OG0000488	Prbl.g_01887	Praf.g_00693
OG0000489	Prbl.g_01888	Praf.g_00694
OG0000490	Prbl.g_01889	Praf.g_00695
OG0000491	Prbl.g_01890	Praf.g_00696
OG0000492	Prbl.g_01891	Praf.g_00697
OG0000493	Prbl.g_01892	Praf.g_00698
OG0000494	Prbl.g_01894	Praf.g_00700
OG0000495	Prbl.g_01895	Praf.g_00701
OG0000496	Prbl.g_01897	Praf.g_00703
OG0000497	Prbl.g_01899	Praf.g_00705
OG0000498	Prbl.g_01900	Praf.g_00706
OG0000499	Prbl.g_01902	Praf.g_00708
OG0000500	Prbl.g_01903	Praf.g_00709
OG0000501	Prbl.g_01801	Praf.g_00712
OG0000502	Prbl.g_01800	Praf.g_00713
OG0000503	Prbl.g_01799	Praf.g_00714
OG0000504	Prbl.g_01797	Praf.g_00716
OG0000505	Prbl.g_01796	Praf.g_00717
OG0000506	Prbl.g_01795	Praf.g_00718
OG0000507	Prbl.g_01794	Praf.g_00719
OG0000508	Prbl.g_01790	Praf.g_00723
OG0000509	Prbl.g_01789	Praf.g_00724
OG0000510	Prbl.g_01788	Praf.g_00725
OG0000511	Prbl.g_01787	Praf.g_00726
OG0000512	Prbl.g_01786	Praf.g_00728
OG0000513	Prbl.g_01785	Praf.g_00729
OG0000514	Prbl.g_01784	Praf.g_00730
OG0000515	Prbl.g_01781	Praf.g_00733
OG0000516	Prbl.g_01780	Praf.g_00734
OG0000517	Prbl.g_01779	Praf.g_00735
OG0000518	Prbl.g_01775	Praf.g_00739
OG0000519	Prbl.g_01774	Praf.g_00740
OG0000520	Prbl.g_01773	Praf.g_00741
OG0000521	Prbl.g_01772	Praf.g_00742
OG0000522	Prbl.g_01766	Praf.g_00749
OG0000523	Prbl.g_01765	Praf.g_00750
OG0000524	Prbl.g_01764	Praf.g_00751
OG0000525	Prbl.g_01762	Praf.g_00753
OG0000526	Prbl.g_01761	Praf.g_00754
OG0000527	Prbl.g_01760	Praf.g_00755
OG0000528	Prbl.g_01759	Praf.g_00756
OG0000529	Prbl.g_01758	Praf.g_00757
OG0000530	Prbl.g_01757	Praf.g_00758
OG0000531	Prbl.g_01754	Praf.g_00761
OG0000532	Prbl.g_01752	Praf.g_00763
OG0000533	Prbl.g_01751	Praf.g_00764
OG0000534	Prbl.g_01750	Praf.g_00765
OG0000535	Prbl.g_01749	Praf.g_00766
OG0000536	Prbl.g_01748	Praf.g_00767
OG0000537	Prbl.g_01747	Praf.g_00768
OG0000538	Prbl.g_01746	Praf.g_00769
OG0000539	Prbl.g_01744	Praf.g_00771
OG0000540	Prbl.g_01742	Praf.g_00773
OG0000541	Prbl.g_01610	Praf.g_01659
OG0000542	Prbl.g_01611	Praf.g_01661
OG0000543	Prbl.g_01612	Praf.g_01662
OG0000544	Prbl.g_01613	Praf.g_01663
OG0000545	Prbl.g_01616	Praf.g_01666
OG0000546	Prbl.g_01617	Praf.g_01667
OG0000547	Prbl.g_01619	Praf.g_01669
OG0000548	Prbl.g_01624	Praf.g_01674
OG0000549	Prbl.g_01625	Praf.g_01675
OG0000550	Prbl.g_01626	Praf.g_01676
OG0000551	Prbl.g_01629	Praf.g_01680
OG0000552	Prbl.g_01631	Praf.g_01684
