Orthogroup	Prbl	Prbd
OG0000052	Prbl.g_00411	Prbd.g_00868
OG0000053	Prbl.g_00752	Prbd.g_00703
OG0000054	Prbl.g_01943	Prbd.g_00055
OG0000055	Prbl.g_02310	Prbd.g_00124
OG0000058	Prbl.g_01340	Prbd.g_00767
OG0000059	Prbl.g_00025	Prbd.g_00546
OG0000062	Prbl.g_02204	Prbd.g_00427
OG0000063	Prbl.g_01384	Prbd.g_01895
OG0000065	Prbl.g_01722	Prbd.g_01801
OG0000066	Prbl.g_00892	Prbd.g_01737
OG0000068	Prbl.g_01126, Prbl.g_01000	Prbd.g_01391
OG0000069	Prbl.g_00889	Prbd.g_01730
OG0000071	Prbl.g_02109	Prbd.g_01226
OG0000072	Prbl.g_00897	Prbd.g_00917
OG0000073	Prbl.g_01395	Prbd.g_00575
OG0000074	Prbl.g_01859	Prbd.g_00553
OG0000075	Prbl.g_02328	Prbd.g_00109
OG0000076	Prbl.g_00927	Prbd.g_00340
OG0000078	Prbl.g_00893	Prbd.g_01734
OG0000079	Prbl.g_00417	Prbd.g_01610
OG0000080	Prbl.g_00462	Prbd.g_01561
OG0000081	Prbl.g_00857	Prbd.g_01361
OG0000083	Prbl.g_02118	Prbd.g_01234
OG0000084	Prbl.g_02115	Prbd.g_01231
OG0000085	Prbl.g_01968	Prbd.g_01214
OG0000087	Prbl.g_02273	Prbd.g_01188
OG0000088	Prbl.g_01331	Prbd.g_01131
OG0000089	Prbl.g_01316	Prbd.g_01122
OG0000090	Prbl.g_00810	Prbd.g_01104, Prbd.g_01103
OG0000091	Prbl.g_00278	Prbd.g_01071
OG0000092	Prbl.g_00277	Prbd.g_01070
OG0000093	Prbl.g_00069	Prbd.g_01056
OG0000094	Prbl.g_00098	Prbd.g_01038
OG0000095	Prbl.g_01282	Prbd.g_01033
OG0000096	Prbl.g_01506	Prbd.g_00988
OG0000097	Prbl.g_01461	Prbd.g_00965
OG0000099	Prbl.g_01436	Prbd.g_00945
OG0000100	Prbl.g_01432	Prbd.g_00942
OG0000101	Prbl.g_02677	Prbd.g_00882
OG0000102	Prbl.g_02190	Prbd.g_00855
OG0000103	Prbl.g_01339	Prbd.g_00766
OG0000104	Prbl.g_00511	Prbd.g_00762
OG0000105	Prbl.g_00533	Prbd.g_00743
OG0000106	Prbl.g_00768	Prbd.g_00710
OG0000107	Prbl.g_00766	Prbd.g_00709
OG0000108	Prbl.g_02647	Prbd.g_00699
OG0000109	Prbl.g_01886	Prbd.g_00690
OG0000110	Prbl.g_01905	Prbd.g_00674
OG0000111	Prbl.g_01043	Prbd.g_00593
OG0000112	Prbl.g_01042	Prbd.g_00592
OG0000113	Prbl.g_02432	Prbd.g_00029
OG0000114	Prbl.g_02337	Prbd.g_00100
OG0000115	Prbl.g_02478	Prbd.g_00264
OG0000116	Prbl.g_02486	Prbd.g_00268
OG0000117	Prbl.g_00930	Prbd.g_00337
OG0000118	Prbl.g_02128	Prbd.g_00389
OG0000119	Prbl.g_02202	Prbd.g_00430
OG0000120	Prbl.g_02091	Prbd.g_00474
OG0000121	Prbl.g_01119	Prbd.g_00493
OG0000122	Prbl.g_02583	Prbd.g_00512
OG0000123	Prbl.g_01102	Prbd.g_00525
OG0000124	Prbl.g_00937	Prbd.g_01921
OG0000125	Prbl.g_01736	Prbd.g_01789
OG0000126	Prbl.g_00502	Prbd.g_01764
OG0000127	Prbl.g_00258	Prbd.g_01702
OG0000128	Prbl.g_00241	Prbd.g_01688
OG0000129	Prbl.g_00709	Prbd.g_01652
OG0000130	Prbl.g_00399	Prbd.g_01527
OG0000131	Prbl.g_00350	Prbd.g_01489
OG0000132	Prbl.g_00347	Prbd.g_01486
OG0000133	Prbl.g_00957	Prbd.g_01432
OG0000134	Prbl.g_00994	Prbd.g_01396
OG0000135	Prbl.g_00996	Prbd.g_01394
OG0000136	Prbl.g_00841	Prbd.g_01350
OG0000137	Prbl.g_02053	Prbd.g_01317
OG0000138	Prbl.g_02231	Prbd.g_01281
OG0000139	Prbl.g_02147	Prbd.g_01255
OG0000140	Prbl.g_02120	Prbd.g_01236
OG0000141	Prbl.g_02119	Prbd.g_01235
OG0000142	Prbl.g_02117	Prbd.g_01233
OG0000143	Prbl.g_02116	Prbd.g_01232
OG0000144	Prbl.g_02114	Prbd.g_01230
OG0000145	Prbl.g_02112	Prbd.g_01229
OG0000146	Prbl.g_02111	Prbd.g_01228
OG0000147	Prbl.g_02110	Prbd.g_01227
OG0000148	Prbl.g_02108	Prbd.g_01225
OG0000149	Prbl.g_01955	Prbd.g_01223
OG0000150	Prbl.g_01956	Prbd.g_01222
OG0000151	Prbl.g_01961	Prbd.g_01221
OG0000152	Prbl.g_01962	Prbd.g_01220
OG0000153	Prbl.g_01963	Prbd.g_01219
OG0000154	Prbl.g_01964	Prbd.g_01218
OG0000155	Prbl.g_01965	Prbd.g_01217
OG0000156	Prbl.g_01966	Prbd.g_01216
OG0000157	Prbl.g_01967	Prbd.g_01215
OG0000158	Prbl.g_01969	Prbd.g_01213
OG0000159	Prbl.g_01970	Prbd.g_01212
OG0000160	Prbl.g_01971	Prbd.g_01211
OG0000161	Prbl.g_01972	Prbd.g_01210
OG0000162	Prbl.g_01973	Prbd.g_01209
OG0000163	Prbl.g_01975	Prbd.g_01208
OG0000164	Prbl.g_01980	Prbd.g_01205
OG0000165	Prbl.g_01985	Prbd.g_01202
OG0000166	Prbl.g_01986	Prbd.g_01201
OG0000167	Prbl.g_01987	Prbd.g_01200
OG0000168	Prbl.g_01988	Prbd.g_01198
OG0000169	Prbl.g_01990	Prbd.g_01196
OG0000170	Prbl.g_02241	Prbd.g_01195
OG0000171	Prbl.g_02243	Prbd.g_01194
OG0000172	Prbl.g_02244	Prbd.g_01192
OG0000173	Prbl.g_02251	Prbd.g_01191
OG0000174	Prbl.g_02258	Prbd.g_01190
OG0000175	Prbl.g_02266	Prbd.g_01189
OG0000176	Prbl.g_02274	Prbd.g_01187
OG0000177	Prbl.g_02275	Prbd.g_01186
OG0000178	Prbl.g_02276	Prbd.g_01185
OG0000179	Prbl.g_00614	Prbd.g_01180
OG0000180	Prbl.g_00613	Prbd.g_01179
OG0000181	Prbl.g_00612	Prbd.g_01178
OG0000182	Prbl.g_00608	Prbd.g_01175
OG0000183	Prbl.g_00607	Prbd.g_01174
OG0000184	Prbl.g_00603	Prbd.g_01171
OG0000185	Prbl.g_00597	Prbd.g_01167
OG0000186	Prbl.g_00596	Prbd.g_01166
OG0000187	Prbl.g_01075	Prbd.g_01165
OG0000188	Prbl.g_00595	Prbd.g_01164
OG0000189	Prbl.g_00592	Prbd.g_01163
OG0000190	Prbl.g_00591	Prbd.g_01162
OG0000191	Prbl.g_00590	Prbd.g_01161
OG0000192	Prbl.g_00589	Prbd.g_01160
OG0000193	Prbl.g_00588	Prbd.g_01159
OG0000194	Prbl.g_00587	Prbd.g_01158
OG0000195	Prbl.g_00583	Prbd.g_01156
OG0000196	Prbl.g_00582	Prbd.g_01155
OG0000197	Prbl.g_00576	Prbd.g_01154
OG0000198	Prbl.g_00572	Prbd.g_01153
OG0000199	Prbl.g_00567	Prbd.g_01150
OG0000200	Prbl.g_00566	Prbd.g_01149
OG0000201	Prbl.g_00565	Prbd.g_01148
OG0000202	Prbl.g_00563	Prbd.g_01147
OG0000203	Prbl.g_00562	Prbd.g_01146
OG0000204	Prbl.g_00561	Prbd.g_01145
OG0000205	Prbl.g_00559	Prbd.g_01144
OG0000206	Prbl.g_00558	Prbd.g_01143
OG0000207	Prbl.g_00557	Prbd.g_01142
OG0000208	Prbl.g_00556	Prbd.g_01141
OG0000209	Prbl.g_00555	Prbd.g_01140
OG0000210	Prbl.g_00553	Prbd.g_01138
OG0000211	Prbl.g_00552	Prbd.g_01137
OG0000212	Prbl.g_00551	Prbd.g_01136
OG0000213	Prbl.g_00548	Prbd.g_01135
OG0000214	Prbl.g_00542	Prbd.g_01133
OG0000215	Prbl.g_01332	Prbd.g_01132
OG0000216	Prbl.g_01330	Prbd.g_01130
OG0000217	Prbl.g_01328	Prbd.g_01128
OG0000218	Prbl.g_01326	Prbd.g_01127
OG0000219	Prbl.g_01325	Prbd.g_01126
OG0000220	Prbl.g_01320	Prbd.g_01123
OG0000221	Prbl.g_01315	Prbd.g_01121
OG0000222	Prbl.g_01314	Prbd.g_01120
OG0000223	Prbl.g_01313	Prbd.g_01119
OG0000224	Prbl.g_00827	Prbd.g_01116
OG0000225	Prbl.g_00825	Prbd.g_01114
OG0000226	Prbl.g_00822	Prbd.g_01113
OG0000227	Prbl.g_00820	Prbd.g_01112
OG0000228	Prbl.g_00819	Prbd.g_01111
OG0000229	Prbl.g_00818	Prbd.g_01110
OG0000230	Prbl.g_00817	Prbd.g_01109
OG0000231	Prbl.g_00815	Prbd.g_01107
OG0000232	Prbl.g_00814	Prbd.g_01106
OG0000233	Prbl.g_00809	Prbd.g_01102
OG0000234	Prbl.g_00305	Prbd.g_01100
OG0000235	Prbl.g_00303	Prbd.g_01095
OG0000236	Prbl.g_00302	Prbd.g_01094
OG0000237	Prbl.g_00301	Prbd.g_01093
OG0000238	Prbl.g_00300	Prbd.g_01092
OG0000239	Prbl.g_00299	Prbd.g_01091
OG0000240	Prbl.g_00297	Prbd.g_01089
OG0000241	Prbl.g_00296	Prbd.g_01088
OG0000242	Prbl.g_00295	Prbd.g_01087
OG0000243	Prbl.g_00294	Prbd.g_01086
OG0000244	Prbl.g_00293	Prbd.g_01085
OG0000245	Prbl.g_00291	Prbd.g_01084
OG0000246	Prbl.g_00289	Prbd.g_01082
OG0000247	Prbl.g_00288	Prbd.g_01081
OG0000248	Prbl.g_00287	Prbd.g_01080
OG0000249	Prbl.g_00286	Prbd.g_01079
OG0000250	Prbl.g_00285	Prbd.g_01078
OG0000251	Prbl.g_00284	Prbd.g_01077
OG0000252	Prbl.g_00283	Prbd.g_01076
OG0000253	Prbl.g_00282	Prbd.g_01075
OG0000254	Prbl.g_00280	Prbd.g_01073
OG0000255	Prbl.g_00279	Prbd.g_01072
OG0000256	Prbl.g_00276	Prbd.g_01069
OG0000257	Prbl.g_00275	Prbd.g_01067
OG0000258	Prbl.g_00274	Prbd.g_01066
OG0000259	Prbl.g_00273	Prbd.g_01065
OG0000260	Prbl.g_00272	Prbd.g_01064
OG0000261	Prbl.g_00271	Prbd.g_01063
OG0000262	Prbl.g_00270	Prbd.g_01062
OG0000263	Prbl.g_00269	Prbd.g_01061
OG0000264	Prbl.g_02377	Prbd.g_01059
OG0000265	Prbl.g_00066	Prbd.g_01058
OG0000266	Prbl.g_00068	Prbd.g_01057
OG0000267	Prbl.g_00072	Prbd.g_01055
OG0000268	Prbl.g_00074	Prbd.g_01054
OG0000269	Prbl.g_00077	Prbd.g_01053
OG0000270	Prbl.g_00079	Prbd.g_01052
OG0000271	Prbl.g_00082	Prbd.g_01051
OG0000272	Prbl.g_00083	Prbd.g_01050
OG0000273	Prbl.g_00086	Prbd.g_01049
OG0000274	Prbl.g_00088	Prbd.g_01048
OG0000275	Prbl.g_00089	Prbd.g_01047
OG0000276	Prbl.g_00090	Prbd.g_01046
OG0000277	Prbl.g_00091	Prbd.g_01045
OG0000278	Prbl.g_00092	Prbd.g_01044
OG0000279	Prbl.g_00093	Prbd.g_01043
OG0000280	Prbl.g_00094	Prbd.g_01042
OG0000281	Prbl.g_00096	Prbd.g_01040
OG0000282	Prbl.g_00097	Prbd.g_01039
OG0000283	Prbl.g_00104	Prbd.g_01036
OG0000284	Prbl.g_00105	Prbd.g_01035
OG0000285	Prbl.g_01283	Prbd.g_01034
OG0000286	Prbl.g_01281	Prbd.g_01032
OG0000287	Prbl.g_00130	Prbd.g_01031
OG0000288	Prbl.g_00129	Prbd.g_01030
OG0000289	Prbl.g_00127	Prbd.g_01029
OG0000290	Prbl.g_00126	Prbd.g_01028
OG0000291	Prbl.g_00124	Prbd.g_01027
OG0000292	Prbl.g_01244	Prbd.g_01026
OG0000293	Prbl.g_01245	Prbd.g_01025
OG0000294	Prbl.g_01246	Prbd.g_01024
OG0000295	Prbl.g_01252	Prbd.g_01023
OG0000296	Prbl.g_01253	Prbd.g_01022
OG0000297	Prbl.g_01256	Prbd.g_01021
OG0000298	Prbl.g_01257	Prbd.g_01020
OG0000299	Prbl.g_01258	Prbd.g_01019
OG0000300	Prbl.g_01259	Prbd.g_01018
OG0000301	Prbl.g_01260	Prbd.g_01017
OG0000302	Prbl.g_01261	Prbd.g_01016
OG0000303	Prbl.g_01262	Prbd.g_01015
OG0000304	Prbl.g_01264	Prbd.g_01013
OG0000305	Prbl.g_01265	Prbd.g_01012
OG0000306	Prbl.g_01266	Prbd.g_01011
OG0000307	Prbl.g_01918	Prbd.g_01010
OG0000308	Prbl.g_01769	Prbd.g_01009
OG0000309	Prbl.g_01770	Prbd.g_01008
OG0000310	Prbl.g_01771	Prbd.g_01007
OG0000311	Prbl.g_01922	Prbd.g_01006
OG0000312	Prbl.g_01923	Prbd.g_01004
OG0000313	Prbl.g_00199	Prbd.g_01003
OG0000314	Prbl.g_00193	Prbd.g_01000
OG0000315	Prbl.g_00192	Prbd.g_00999
OG0000316	Prbl.g_02679	Prbd.g_00997
OG0000317	Prbl.g_02666	Prbd.g_00995
OG0000318	Prbl.g_01516	Prbd.g_00994
OG0000319	Prbl.g_01515	Prbd.g_00993
OG0000320	Prbl.g_01513	Prbd.g_00992
OG0000321	Prbl.g_01508	Prbd.g_00989
OG0000322	Prbl.g_01499	Prbd.g_00986
OG0000323	Prbl.g_01498	Prbd.g_00985
OG0000324	Prbl.g_01496	Prbd.g_00982
OG0000325	Prbl.g_01494	Prbd.g_00980
OG0000326	Prbl.g_01492	Prbd.g_00979
OG0000327	Prbl.g_01486	Prbd.g_00977
OG0000328	Prbl.g_01919	Prbd.g_00976
OG0000329	Prbl.g_01473	Prbd.g_00975
OG0000330	Prbl.g_01472	Prbd.g_00974
OG0000331	Prbl.g_01470	Prbd.g_00973
OG0000332	Prbl.g_01469	Prbd.g_00972
OG0000333	Prbl.g_01468	Prbd.g_00971
OG0000334	Prbl.g_01467	Prbd.g_00970
OG0000335	Prbl.g_01466	Prbd.g_00969
OG0000336	Prbl.g_01464	Prbd.g_00968
OG0000337	Prbl.g_01459	Prbd.g_00964
OG0000338	Prbl.g_01458	Prbd.g_00963
OG0000339	Prbl.g_01457	Prbd.g_00962
OG0000340	Prbl.g_01455	Prbd.g_00961
OG0000341	Prbl.g_01450	Prbd.g_00957
OG0000342	Prbl.g_01449	Prbd.g_00956
OG0000343	Prbl.g_01447	Prbd.g_00954
OG0000344	Prbl.g_01445	Prbd.g_00953
OG0000345	Prbl.g_01444	Prbd.g_00952
OG0000346	Prbl.g_01443	Prbd.g_00951
OG0000347	Prbl.g_01442	Prbd.g_00950
OG0000348	Prbl.g_01441	Prbd.g_00949
OG0000349	Prbl.g_01440	Prbd.g_00948
OG0000350	Prbl.g_01439	Prbd.g_00947
OG0000351	Prbl.g_01435	Prbd.g_00944
OG0000352	Prbl.g_01431	Prbd.g_00941
OG0000353	Prbl.g_01428	Prbd.g_00940
OG0000354	Prbl.g_01427	Prbd.g_00939
OG0000355	Prbl.g_01426	Prbd.g_00938
OG0000356	Prbl.g_01421	Prbd.g_00937
OG0000357	Prbl.g_01420	Prbd.g_00936
OG0000358	Prbl.g_01419	Prbd.g_00935
OG0000359	Prbl.g_01417	Prbd.g_00934
OG0000360	Prbl.g_01414	Prbd.g_00931
OG0000361	Prbl.g_01413	Prbd.g_00930
OG0000362	Prbl.g_00911	Prbd.g_00929
OG0000363	Prbl.g_00909	Prbd.g_00928
OG0000364	Prbl.g_00908	Prbd.g_00927
OG0000365	Prbl.g_00907	Prbd.g_00926
OG0000366	Prbl.g_00906	Prbd.g_00925
OG0000367	Prbl.g_00905	Prbd.g_00924
OG0000368	Prbl.g_00904	Prbd.g_00923
OG0000369	Prbl.g_00903	Prbd.g_00922
OG0000370	Prbl.g_00902	Prbd.g_00921
OG0000371	Prbl.g_00901	Prbd.g_00920
OG0000372	Prbl.g_00898	Prbd.g_00918
OG0000373	Prbl.g_00888	Prbd.g_00916
OG0000374	Prbl.g_00886	Prbd.g_00915
OG0000375	Prbl.g_00877	Prbd.g_00914
OG0000376	Prbl.g_01183	Prbd.g_00912
OG0000377	Prbl.g_01190	Prbd.g_00911
OG0000378	Prbl.g_01191	Prbd.g_00910
OG0000379	Prbl.g_01201	Prbd.g_00905
OG0000380	Prbl.g_01203	Prbd.g_00904
OG0000381	Prbl.g_01204	Prbd.g_00903
OG0000382	Prbl.g_01206	Prbd.g_00901
OG0000383	Prbl.g_01210	Prbd.g_00898
OG0000384	Prbl.g_01211	Prbd.g_00897
OG0000385	Prbl.g_01217	Prbd.g_00894
OG0000386	Prbl.g_01218	Prbd.g_00893
OG0000387	Prbl.g_01219	Prbd.g_00892
OG0000388	Prbl.g_01220	Prbd.g_00891
OG0000389	Prbl.g_01221	Prbd.g_00890
OG0000390	Prbl.g_01222	Prbd.g_00889
OG0000391	Prbl.g_01223	Prbd.g_00888
OG0000392	Prbl.g_01224	Prbd.g_00887
OG0000393	Prbl.g_02673	Prbd.g_00884
OG0000394	Prbl.g_02674	Prbd.g_00883
OG0000395	Prbl.g_02678	Prbd.g_00881
OG0000396	Prbl.g_01564	Prbd.g_00880
OG0000397	Prbl.g_00609	Prbd.g_00867
OG0000398	Prbl.g_00410	Prbd.g_00859
OG0000399	Prbl.g_01693	Prbd.g_00858
OG0000400	Prbl.g_02681	Prbd.g_00852
OG0000401	Prbl.g_00676	Prbd.g_00811
OG0000402	Prbl.g_00675	Prbd.g_00810
OG0000403	Prbl.g_00663	Prbd.g_00809
OG0000404	Prbl.g_00653	Prbd.g_00807
OG0000405	Prbl.g_00652	Prbd.g_00806
OG0000406	Prbl.g_00650	Prbd.g_00804
OG0000407	Prbl.g_00649	Prbd.g_00803
OG0000408	Prbl.g_00648	Prbd.g_00802
OG0000409	Prbl.g_00647	Prbd.g_00801
OG0000410	Prbl.g_00645	Prbd.g_00800
OG0000411	Prbl.g_00644	Prbd.g_00799
OG0000412	Prbl.g_00643	Prbd.g_00798
OG0000413	Prbl.g_00642	Prbd.g_00797
OG0000414	Prbl.g_00641	Prbd.g_00796
OG0000415	Prbl.g_00640	Prbd.g_00795
OG0000416	Prbl.g_00639	Prbd.g_00794
OG0000417	Prbl.g_00635	Prbd.g_00793
OG0000418	Prbl.g_00634	Prbd.g_00792
OG0000419	Prbl.g_00633	Prbd.g_00791
OG0000420	Prbl.g_00632	Prbd.g_00790
OG0000421	Prbl.g_00625	Prbd.g_00789
OG0000422	Prbl.g_00623	Prbd.g_00787
OG0000423	Prbl.g_00622	Prbd.g_00786
OG0000424	Prbl.g_00619	Prbd.g_00784
OG0000425	Prbl.g_01364	Prbd.g_00781
OG0000426	Prbl.g_01363	Prbd.g_00780
OG0000427	Prbl.g_01360	Prbd.g_00779
OG0000428	Prbl.g_01348	Prbd.g_00778
OG0000429	Prbl.g_01346	Prbd.g_00777
OG0000430	Prbl.g_01344	Prbd.g_00771
OG0000431	Prbl.g_01342	Prbd.g_00769
OG0000432	Prbl.g_01341	Prbd.g_00768
OG0000433	Prbl.g_00503	Prbd.g_00765
OG0000434	Prbl.g_00506	Prbd.g_00764
OG0000435	Prbl.g_00510	Prbd.g_00763
OG0000436	Prbl.g_00512	Prbd.g_00761
OG0000437	Prbl.g_00514	Prbd.g_00759
OG0000438	Prbl.g_00515	Prbd.g_00758
OG0000439	Prbl.g_00516	Prbd.g_00757
OG0000440	Prbl.g_00519	Prbd.g_00755
OG0000441	Prbl.g_00521	Prbd.g_00754
OG0000442	Prbl.g_00522	Prbd.g_00753
OG0000443	Prbl.g_00523	Prbd.g_00752
OG0000444	Prbl.g_00524	Prbd.g_00751
OG0000445	Prbl.g_00525	Prbd.g_00750
OG0000446	Prbl.g_00526	Prbd.g_00749
OG0000447	Prbl.g_00527	Prbd.g_00748
OG0000448	Prbl.g_00528	Prbd.g_00747
OG0000449	Prbl.g_00536	Prbd.g_00742
OG0000450	Prbl.g_00806	Prbd.g_00741
OG0000451	Prbl.g_00805	Prbd.g_00740
OG0000452	Prbl.g_00804	Prbd.g_00739
OG0000453	Prbl.g_00801	Prbd.g_00737
OG0000454	Prbl.g_00800	Prbd.g_00736
OG0000455	Prbl.g_00799	Prbd.g_00735
OG0000456	Prbl.g_00798	Prbd.g_00734
OG0000457	Prbl.g_00797	Prbd.g_00732
OG0000458	Prbl.g_00795	Prbd.g_00730
OG0000459	Prbl.g_00794	Prbd.g_00729
OG0000460	Prbl.g_00792	Prbd.g_00727
OG0000461	Prbl.g_00791	Prbd.g_00726
OG0000462	Prbl.g_00790	Prbd.g_00725
OG0000463	Prbl.g_00785	Prbd.g_00724
OG0000464	Prbl.g_00780	Prbd.g_00719
OG0000465	Prbl.g_00779	Prbd.g_00717
OG0000466	Prbl.g_00778	Prbd.g_00716
OG0000467	Prbl.g_00776	Prbd.g_00715
OG0000468	Prbl.g_00775	Prbd.g_00714
OG0000469	Prbl.g_00770	Prbd.g_00713
OG0000470	Prbl.g_01526	Prbd.g_00712
OG0000471	Prbl.g_00032	Prbd.g_00711
OG0000472	Prbl.g_00765	Prbd.g_00708
OG0000473	Prbl.g_00763	Prbd.g_00707
OG0000474	Prbl.g_00761	Prbd.g_00706
OG0000475	Prbl.g_00760	Prbd.g_00705
OG0000476	Prbl.g_00754	Prbd.g_00704
OG0000477	Prbl.g_00751	Prbd.g_00702
OG0000478	Prbl.g_00749	Prbd.g_00701
OG0000479	Prbl.g_00747	Prbd.g_00700
OG0000480	Prbl.g_02645	Prbd.g_00698
OG0000481	Prbl.g_01878	Prbd.g_00697
OG0000482	Prbl.g_01879	Prbd.g_00696
OG0000483	Prbl.g_01881	Prbd.g_00695
OG0000484	Prbl.g_01882	Prbd.g_00694
OG0000485	Prbl.g_01883	Prbd.g_00693
OG0000486	Prbl.g_01884	Prbd.g_00692
OG0000487	Prbl.g_01885	Prbd.g_00691
OG0000488	Prbl.g_01887	Prbd.g_00689
OG0000489	Prbl.g_01888	Prbd.g_00688
OG0000490	Prbl.g_01889	Prbd.g_00687
OG0000491	Prbl.g_01890	Prbd.g_00686
OG0000492	Prbl.g_01891	Prbd.g_00685
OG0000493	Prbl.g_01892	Prbd.g_00684
OG0000494	Prbl.g_01894	Prbd.g_00682
OG0000495	Prbl.g_01895	Prbd.g_00681
OG0000496	Prbl.g_01897	Prbd.g_00680
OG0000497	Prbl.g_01899	Prbd.g_00679
OG0000498	Prbl.g_01900	Prbd.g_00678
OG0000499	Prbl.g_01902	Prbd.g_00676
OG0000500	Prbl.g_01903	Prbd.g_00675
OG0000501	Prbl.g_01801	Prbd.g_00673
OG0000502	Prbl.g_01800	Prbd.g_00672
OG0000503	Prbl.g_01799	Prbd.g_00671
OG0000504	Prbl.g_01797	Prbd.g_00670
OG0000505	Prbl.g_01796	Prbd.g_00669
OG0000506	Prbl.g_01795	Prbd.g_00668
OG0000507	Prbl.g_01794	Prbd.g_00667
OG0000508	Prbl.g_01790	Prbd.g_00665
OG0000509	Prbl.g_01789	Prbd.g_00664
OG0000510	Prbl.g_01788	Prbd.g_00663
OG0000511	Prbl.g_01787	Prbd.g_00662
OG0000512	Prbl.g_01786	Prbd.g_00661
OG0000513	Prbl.g_01785	Prbd.g_00660
OG0000514	Prbl.g_01784	Prbd.g_00659
OG0000515	Prbl.g_01781	Prbd.g_00657
OG0000516	Prbl.g_01780	Prbd.g_00656
OG0000517	Prbl.g_01779	Prbd.g_00655
OG0000518	Prbl.g_01775	Prbd.g_00653
OG0000519	Prbl.g_01774	Prbd.g_00652
OG0000520	Prbl.g_01773	Prbd.g_00651
OG0000521	Prbl.g_01772	Prbd.g_00650
OG0000522	Prbl.g_01766	Prbd.g_00649
OG0000523	Prbl.g_01765	Prbd.g_00648
OG0000524	Prbl.g_01764	Prbd.g_00647
OG0000525	Prbl.g_01762	Prbd.g_00645
OG0000526	Prbl.g_01761	Prbd.g_00644
OG0000527	Prbl.g_01760	Prbd.g_00643
OG0000528	Prbl.g_01759	Prbd.g_00642
OG0000529	Prbl.g_01758	Prbd.g_00641
OG0000530	Prbl.g_01757	Prbd.g_00640
OG0000531	Prbl.g_01754	Prbd.g_00639
OG0000532	Prbl.g_01752	Prbd.g_00638
OG0000533	Prbl.g_01751	Prbd.g_00637
OG0000534	Prbl.g_01750	Prbd.g_00636
OG0000535	Prbl.g_01749	Prbd.g_00635
OG0000536	Prbl.g_01748	Prbd.g_00634
OG0000537	Prbl.g_01747	Prbd.g_00633
OG0000538	Prbl.g_01746	Prbd.g_00632
OG0000539	Prbl.g_01744	Prbd.g_00631
OG0000540	Prbl.g_01742	Prbd.g_00630
OG0000541	Prbl.g_01610	Prbd.g_00629
OG0000542	Prbl.g_01611	Prbd.g_00628
OG0000543	Prbl.g_01612	Prbd.g_00627
OG0000544	Prbl.g_01613	Prbd.g_00626
OG0000545	Prbl.g_01616	Prbd.g_00623
OG0000546	Prbl.g_01617	Prbd.g_00622
OG0000547	Prbl.g_01619	Prbd.g_00620
OG0000548	Prbl.g_01624	Prbd.g_00619
OG0000549	Prbl.g_01625	Prbd.g_00618
OG0000550	Prbl.g_01626	Prbd.g_00617
OG0000551	Prbl.g_01629	Prbd.g_00616
OG0000552	Prbl.g_01631	Prbd.g_00615
OG0000553	Prbl.g_01632	Prbd.g_00614
OG0000554	Prbl.g_01634	Prbd.g_00613
