Orthogroup	Prbl	Prap
OG0000063	Prbl.g_01384	Prap.g_00429
OG0000065	Prbl.g_01722	Prap.g_00561
OG0000066	Prbl.g_00892	Prap.g_00079
OG0000068	Prbl.g_01126, Prbl.g_01000	Prap.g_01642
OG0000069	Prbl.g_00712	Prap.g_00160
OG0000071	Prbl.g_02109	Prap.g_00043
OG0000072	Prbl.g_00897	Prap.g_01389
OG0000073	Prbl.g_01395	Prap.g_00356
OG0000074	Prbl.g_01859	Prap.g_00809
OG0000075	Prbl.g_02328	Prap.g_00776
OG0000076	Prbl.g_00927	Prap.g_00708
OG0000078	Prbl.g_00893	Prap.g_00082
OG0000079	Prbl.g_00417	Prap.g_00206
OG0000080	Prbl.g_00462	Prap.g_00618
OG0000081	Prbl.g_00857	Prap.g_01608
OG0000082	Prbl.g_02195	Prap.g_00623
OG0000083	Prbl.g_02118	Prap.g_00051
OG0000084	Prbl.g_02115	Prap.g_00048
OG0000085	Prbl.g_01968	Prap.g_00932
OG0000087	Prbl.g_02273	Prap.g_00903
OG0000088	Prbl.g_01331	Prap.g_01061
OG0000089	Prbl.g_01316	Prap.g_01052
OG0000090	Prbl.g_00810	Prap.g_01035
OG0000091	Prbl.g_00278	Prap.g_01001
OG0000092	Prbl.g_00277	Prap.g_01000
OG0000093	Prbl.g_00069	Prap.g_00986
OG0000094	Prbl.g_00098	Prap.g_00967
OG0000095	Prbl.g_01282	Prap.g_00962
OG0000096	Prbl.g_01506	Prap.g_01460
OG0000097	Prbl.g_01461	Prap.g_01436
OG0000098	Prbl.g_01448	Prap.g_01425
OG0000099	Prbl.g_01436	Prap.g_01415
OG0000100	Prbl.g_01432	Prap.g_01412
OG0000101	Prbl.g_02677	Prap.g_01347
OG0000102	Prbl.g_02190	Prap.g_00543
OG0000103	Prbl.g_01339	Prap.g_01291
OG0000104	Prbl.g_00511	Prap.g_01287
OG0000105	Prbl.g_00533	Prap.g_01267
OG0000106	Prbl.g_00768	Prap.g_01237
OG0000107	Prbl.g_00766	Prap.g_01236
OG0000108	Prbl.g_02647	Prap.g_01226
OG0000109	Prbl.g_01886	Prap.g_01217
OG0000110	Prbl.g_01905	Prap.g_01200
OG0000111	Prbl.g_01043	Prap.g_00375
OG0000112	Prbl.g_01042	Prap.g_00374
OG0000113	Prbl.g_02432	Prap.g_00324
OG0000114	Prbl.g_02337	Prap.g_00785
OG0000115	Prbl.g_02478	Prap.g_00257
OG0000116	Prbl.g_02486	Prap.g_00261
OG0000117	Prbl.g_00930	Prap.g_00705
OG0000118	Prbl.g_02128	Prap.g_00501
OG0000119	Prbl.g_02202	Prap.g_01880
OG0000120	Prbl.g_02091	Prap.g_00450
OG0000121	Prbl.g_01119	Prap.g_00427
OG0000122	Prbl.g_02583	Prap.g_00407
OG0000123	Prbl.g_01102	Prap.g_01135
OG0000124	Prbl.g_00937	Prap.g_00217
OG0000125	Prbl.g_01736	Prap.g_00574
OG0000126	Prbl.g_00502	Prap.g_00059
OG0000127	Prbl.g_00258	Prap.g_00109
OG0000128	Prbl.g_00241	Prap.g_00122
OG0000129	Prbl.g_00709	Prap.g_00158
OG0000130	Prbl.g_00399	Prap.g_01782
OG0000131	Prbl.g_00350	Prap.g_01742
OG0000132	Prbl.g_00347	Prap.g_01739
OG0000133	Prbl.g_00957	Prap.g_01685
OG0000134	Prbl.g_00994	Prap.g_01648, Prap.g_01649
OG0000135	Prbl.g_00996	Prap.g_01646
OG0000136	Prbl.g_00841	Prap.g_01596
OG0000137	Prbl.g_02053	Prap.g_01562
OG0000138	Prbl.g_02231	Prap.g_01528
OG0000139	Prbl.g_02147	Prap.g_01497
OG0000140	Prbl.g_02120	Prap.g_00053
OG0000141	Prbl.g_02119	Prap.g_00052
OG0000142	Prbl.g_02117	Prap.g_00050
OG0000143	Prbl.g_02116	Prap.g_00049
OG0000144	Prbl.g_02114	Prap.g_00047
OG0000145	Prbl.g_02112	Prap.g_00046
OG0000146	Prbl.g_02111	Prap.g_00045
OG0000147	Prbl.g_02110	Prap.g_00044
OG0000148	Prbl.g_02108	Prap.g_00042
OG0000149	Prbl.g_01955	Prap.g_00941
OG0000150	Prbl.g_01956	Prap.g_00940
OG0000151	Prbl.g_01961	Prap.g_00939
OG0000152	Prbl.g_01962	Prap.g_00938
OG0000153	Prbl.g_01963	Prap.g_00937
OG0000154	Prbl.g_01964	Prap.g_00936
OG0000155	Prbl.g_01965	Prap.g_00935
OG0000156	Prbl.g_01966	Prap.g_00934
OG0000157	Prbl.g_01967	Prap.g_00933
OG0000158	Prbl.g_01969	Prap.g_00931
OG0000159	Prbl.g_01970	Prap.g_00930
OG0000160	Prbl.g_01971	Prap.g_00929
OG0000161	Prbl.g_01972	Prap.g_00928
OG0000162	Prbl.g_01973	Prap.g_00927
OG0000163	Prbl.g_01975	Prap.g_00925
OG0000164	Prbl.g_01980	Prap.g_00922
OG0000165	Prbl.g_01985	Prap.g_00919
OG0000166	Prbl.g_01986	Prap.g_00918
OG0000167	Prbl.g_01987	Prap.g_00917
OG0000168	Prbl.g_01988	Prap.g_00915
OG0000169	Prbl.g_01990	Prap.g_00913
OG0000170	Prbl.g_02241	Prap.g_00911
OG0000171	Prbl.g_02243	Prap.g_00910
OG0000172	Prbl.g_02244	Prap.g_00909
OG0000173	Prbl.g_02251	Prap.g_00906
OG0000174	Prbl.g_02258	Prap.g_00905
OG0000175	Prbl.g_02266	Prap.g_00904
OG0000176	Prbl.g_02274	Prap.g_00902
OG0000177	Prbl.g_02275	Prap.g_00901
OG0000178	Prbl.g_02276	Prap.g_00899
OG0000179	Prbl.g_00614	Prap.g_00887
OG0000180	Prbl.g_00613	Prap.g_00886
OG0000181	Prbl.g_00612	Prap.g_00885
OG0000182	Prbl.g_00608	Prap.g_00881
OG0000183	Prbl.g_00607	Prap.g_00880
OG0000184	Prbl.g_00603	Prap.g_00877
OG0000185	Prbl.g_00597	Prap.g_01100
OG0000186	Prbl.g_00596	Prap.g_01099
OG0000187	Prbl.g_01075	Prap.g_00025
OG0000188	Prbl.g_00595	Prap.g_01098
OG0000189	Prbl.g_00592	Prap.g_01097
OG0000190	Prbl.g_00591	Prap.g_01096
OG0000191	Prbl.g_00590	Prap.g_01095
OG0000192	Prbl.g_00589	Prap.g_01094
OG0000193	Prbl.g_00588	Prap.g_01093
OG0000194	Prbl.g_00587	Prap.g_01092
OG0000195	Prbl.g_00583	Prap.g_01090
OG0000196	Prbl.g_00582	Prap.g_01089
OG0000197	Prbl.g_00576	Prap.g_01088
OG0000198	Prbl.g_00572	Prap.g_01087
OG0000199	Prbl.g_00567	Prap.g_01084
OG0000200	Prbl.g_00566	Prap.g_01083
OG0000201	Prbl.g_00565	Prap.g_01082
OG0000202	Prbl.g_00563	Prap.g_01080
OG0000203	Prbl.g_00562	Prap.g_01079
OG0000204	Prbl.g_00561	Prap.g_01078
OG0000205	Prbl.g_00559	Prap.g_01076
OG0000206	Prbl.g_00558	Prap.g_01075
OG0000207	Prbl.g_00557	Prap.g_01074
OG0000208	Prbl.g_00556	Prap.g_01073
OG0000209	Prbl.g_00555	Prap.g_01072
OG0000210	Prbl.g_00553	Prap.g_01071
OG0000211	Prbl.g_00552	Prap.g_01069
OG0000212	Prbl.g_00551	Prap.g_01068
OG0000213	Prbl.g_00548	Prap.g_01067
OG0000214	Prbl.g_00542	Prap.g_01063
OG0000215	Prbl.g_01332	Prap.g_01062
OG0000216	Prbl.g_01330	Prap.g_01060
OG0000217	Prbl.g_01328	Prap.g_01059
OG0000218	Prbl.g_01326	Prap.g_01058
OG0000219	Prbl.g_01325	Prap.g_01057
OG0000220	Prbl.g_01320	Prap.g_01054
OG0000221	Prbl.g_01315	Prap.g_01051
OG0000222	Prbl.g_01314	Prap.g_01050
OG0000223	Prbl.g_01313	Prap.g_01049
OG0000224	Prbl.g_00827	Prap.g_01047
OG0000225	Prbl.g_00825	Prap.g_01045
OG0000226	Prbl.g_00822	Prap.g_01043
OG0000227	Prbl.g_00820	Prap.g_01042
OG0000228	Prbl.g_00819	Prap.g_01041
OG0000229	Prbl.g_00818	Prap.g_01040
OG0000230	Prbl.g_00817	Prap.g_01039
OG0000231	Prbl.g_00815	Prap.g_00319
OG0000232	Prbl.g_00814	Prap.g_01037
OG0000233	Prbl.g_00809	Prap.g_01034
OG0000234	Prbl.g_00305	Prap.g_01032
OG0000235	Prbl.g_00303	Prap.g_01026
OG0000236	Prbl.g_00302	Prap.g_01025
OG0000237	Prbl.g_00301	Prap.g_01024
OG0000238	Prbl.g_00300	Prap.g_01023
OG0000239	Prbl.g_00299	Prap.g_01022
OG0000240	Prbl.g_00297	Prap.g_01020
OG0000241	Prbl.g_00296	Prap.g_01019
OG0000242	Prbl.g_00295	Prap.g_01018
OG0000243	Prbl.g_00294	Prap.g_01017
OG0000244	Prbl.g_00293	Prap.g_01016
OG0000245	Prbl.g_00291	Prap.g_01014
OG0000246	Prbl.g_00289	Prap.g_01012
OG0000247	Prbl.g_00288	Prap.g_01011
OG0000248	Prbl.g_00287	Prap.g_01010
OG0000249	Prbl.g_00286	Prap.g_01009
OG0000250	Prbl.g_00285	Prap.g_01008
OG0000251	Prbl.g_00284	Prap.g_01007
OG0000252	Prbl.g_00283	Prap.g_01006
OG0000253	Prbl.g_00282	Prap.g_01005
OG0000254	Prbl.g_00280	Prap.g_01003
OG0000255	Prbl.g_00279	Prap.g_01002
OG0000256	Prbl.g_00276	Prap.g_00999
OG0000257	Prbl.g_00275	Prap.g_00997
OG0000258	Prbl.g_00274	Prap.g_00996
OG0000259	Prbl.g_00273	Prap.g_00995
OG0000260	Prbl.g_00272	Prap.g_00994
OG0000261	Prbl.g_00271	Prap.g_00993
OG0000262	Prbl.g_00270	Prap.g_00992
OG0000263	Prbl.g_00269	Prap.g_00991
OG0000264	Prbl.g_02377	Prap.g_00989
OG0000265	Prbl.g_00066	Prap.g_00988
OG0000266	Prbl.g_00068	Prap.g_00987
OG0000267	Prbl.g_00072	Prap.g_00985
OG0000268	Prbl.g_00074	Prap.g_00983
OG0000269	Prbl.g_00077	Prap.g_00982
OG0000270	Prbl.g_00079	Prap.g_00981
OG0000271	Prbl.g_00082	Prap.g_00980
OG0000272	Prbl.g_00083	Prap.g_00979
OG0000273	Prbl.g_00086	Prap.g_00978
OG0000274	Prbl.g_00088	Prap.g_00977
OG0000275	Prbl.g_00089	Prap.g_00976
OG0000276	Prbl.g_00090	Prap.g_00975
OG0000277	Prbl.g_00091	Prap.g_00974
OG0000278	Prbl.g_00092	Prap.g_00973
OG0000279	Prbl.g_00093	Prap.g_00972
OG0000280	Prbl.g_00094	Prap.g_00971
OG0000281	Prbl.g_00096	Prap.g_00969
OG0000282	Prbl.g_00097	Prap.g_00968
OG0000283	Prbl.g_00104	Prap.g_00965
OG0000284	Prbl.g_00105	Prap.g_00964
OG0000285	Prbl.g_01283	Prap.g_00963
OG0000286	Prbl.g_01281	Prap.g_00961
OG0000287	Prbl.g_00130	Prap.g_00959
OG0000288	Prbl.g_00129	Prap.g_00958
OG0000289	Prbl.g_00127	Prap.g_00957
OG0000290	Prbl.g_00126	Prap.g_00956
OG0000291	Prbl.g_00124	Prap.g_00955
OG0000292	Prbl.g_01244	Prap.g_00954
OG0000293	Prbl.g_01245	Prap.g_00953
OG0000294	Prbl.g_01246	Prap.g_00952
OG0000295	Prbl.g_01252	Prap.g_00951
OG0000296	Prbl.g_01253	Prap.g_00950
OG0000297	Prbl.g_01256	Prap.g_00949
OG0000298	Prbl.g_01257	Prap.g_00948
OG0000299	Prbl.g_01258	Prap.g_00947
OG0000300	Prbl.g_01259	Prap.g_00946
OG0000301	Prbl.g_01260	Prap.g_00945
OG0000302	Prbl.g_01261	Prap.g_00944
OG0000303	Prbl.g_01262	Prap.g_00943
OG0000304	Prbl.g_01264	Prap.g_01487
OG0000305	Prbl.g_01265	Prap.g_01486
OG0000306	Prbl.g_01266	Prap.g_01485
OG0000307	Prbl.g_01918	Prap.g_01483
OG0000308	Prbl.g_01769	Prap.g_01482
OG0000309	Prbl.g_01770	Prap.g_01481
OG0000310	Prbl.g_01771	Prap.g_01480
OG0000311	Prbl.g_01922	Prap.g_01479
OG0000312	Prbl.g_01923	Prap.g_01477
OG0000313	Prbl.g_00199	Prap.g_01476
OG0000314	Prbl.g_00193	Prap.g_01472
OG0000315	Prbl.g_00192	Prap.g_01471
OG0000316	Prbl.g_02679	Prap.g_01469
OG0000317	Prbl.g_02666	Prap.g_01467
OG0000318	Prbl.g_01516	Prap.g_01466
OG0000319	Prbl.g_01515	Prap.g_01465
OG0000320	Prbl.g_01513	Prap.g_01464
OG0000321	Prbl.g_01508	Prap.g_01461
OG0000322	Prbl.g_01499	Prap.g_01457
OG0000323	Prbl.g_01498	Prap.g_01456
OG0000324	Prbl.g_01496	Prap.g_01453
OG0000325	Prbl.g_01494	Prap.g_01452
OG0000326	Prbl.g_01492	Prap.g_01451
OG0000327	Prbl.g_01486	Prap.g_01449
OG0000328	Prbl.g_01919	Prap.g_01448
OG0000329	Prbl.g_01473	Prap.g_01447
OG0000330	Prbl.g_01472	Prap.g_01446
OG0000331	Prbl.g_01470	Prap.g_01444
OG0000332	Prbl.g_01469	Prap.g_01443
OG0000333	Prbl.g_01468	Prap.g_01442
OG0000334	Prbl.g_01467	Prap.g_01441
OG0000335	Prbl.g_01466	Prap.g_01440
OG0000336	Prbl.g_01464	Prap.g_01438
OG0000337	Prbl.g_01459	Prap.g_01435
OG0000338	Prbl.g_01458	Prap.g_01434
OG0000339	Prbl.g_01457	Prap.g_01433
OG0000340	Prbl.g_01455	Prap.g_01432
OG0000341	Prbl.g_01450	Prap.g_01428
OG0000342	Prbl.g_01449	Prap.g_01427
OG0000343	Prbl.g_01447	Prap.g_01424
OG0000344	Prbl.g_01445	Prap.g_01423
OG0000345	Prbl.g_01444	Prap.g_01422
OG0000346	Prbl.g_01443	Prap.g_01421
OG0000347	Prbl.g_01442	Prap.g_01420
OG0000348	Prbl.g_01441	Prap.g_01418
OG0000349	Prbl.g_01440	Prap.g_01417
OG0000350	Prbl.g_01439	Prap.g_01416
OG0000351	Prbl.g_01435	Prap.g_01414
OG0000352	Prbl.g_01431	Prap.g_01411
OG0000353	Prbl.g_01428	Prap.g_01410
OG0000354	Prbl.g_01427	Prap.g_01409
OG0000355	Prbl.g_01426	Prap.g_01408
OG0000356	Prbl.g_01421	Prap.g_01407
OG0000357	Prbl.g_01420	Prap.g_01406
OG0000358	Prbl.g_01419	Prap.g_01405
OG0000359	Prbl.g_01417	Prap.g_01404
OG0000360	Prbl.g_01414	Prap.g_01402
OG0000361	Prbl.g_01413	Prap.g_01401
OG0000362	Prbl.g_00911	Prap.g_01400
OG0000363	Prbl.g_00909	Prap.g_01399
OG0000364	Prbl.g_00908	Prap.g_01398
OG0000365	Prbl.g_00907	Prap.g_01397
OG0000366	Prbl.g_00906	Prap.g_01396
OG0000367	Prbl.g_00905	Prap.g_01395
OG0000368	Prbl.g_00904	Prap.g_01394
OG0000369	Prbl.g_00903	Prap.g_01393
OG0000370	Prbl.g_00902	Prap.g_01392
OG0000371	Prbl.g_00901	Prap.g_01391
OG0000372	Prbl.g_00898	Prap.g_01390
OG0000373	Prbl.g_00888	Prap.g_01388
OG0000374	Prbl.g_00886	Prap.g_01387
OG0000375	Prbl.g_00877	Prap.g_01386
OG0000376	Prbl.g_01183	Prap.g_01385
OG0000377	Prbl.g_01190	Prap.g_01379
OG0000378	Prbl.g_01191	Prap.g_01378
OG0000379	Prbl.g_01201	Prap.g_01372
OG0000380	Prbl.g_01203	Prap.g_01370
OG0000381	Prbl.g_01204	Prap.g_01369
OG0000382	Prbl.g_01206	Prap.g_01368
OG0000383	Prbl.g_01210	Prap.g_01365
OG0000384	Prbl.g_01211	Prap.g_01364
OG0000385	Prbl.g_01217	Prap.g_01361
OG0000386	Prbl.g_01218	Prap.g_01360
OG0000387	Prbl.g_01219	Prap.g_01359
OG0000388	Prbl.g_01220	Prap.g_01358
OG0000389	Prbl.g_01221	Prap.g_01357
OG0000390	Prbl.g_01222	Prap.g_01356
OG0000391	Prbl.g_01223	Prap.g_01355
OG0000392	Prbl.g_01224	Prap.g_01354
OG0000393	Prbl.g_02673	Prap.g_01350
OG0000394	Prbl.g_02674	Prap.g_01349
OG0000395	Prbl.g_02678	Prap.g_01346
OG0000396	Prbl.g_01564	Prap.g_00728
OG0000397	Prbl.g_00609	Prap.g_00500
OG0000398	Prbl.g_00410	Prap.g_01827
OG0000399	Prbl.g_01693	Prap.g_00495
OG0000400	Prbl.g_02681	Prap.g_01714
OG0000401	Prbl.g_00676	Prap.g_01335
OG0000402	Prbl.g_00675	Prap.g_01334
OG0000403	Prbl.g_00663	Prap.g_01333
OG0000404	Prbl.g_00653	Prap.g_01331
OG0000405	Prbl.g_00652	Prap.g_01330
OG0000406	Prbl.g_00650	Prap.g_01328
OG0000407	Prbl.g_00649	Prap.g_01327
OG0000408	Prbl.g_00648	Prap.g_01326
OG0000409	Prbl.g_00647	Prap.g_01325
OG0000410	Prbl.g_00645	Prap.g_01324
OG0000411	Prbl.g_00644	Prap.g_01323
OG0000412	Prbl.g_00643	Prap.g_01322
OG0000413	Prbl.g_00642	Prap.g_01321
OG0000414	Prbl.g_00641	Prap.g_01320
OG0000415	Prbl.g_00640	Prap.g_01319
OG0000416	Prbl.g_00639	Prap.g_01318
OG0000417	Prbl.g_00635	Prap.g_01317
OG0000418	Prbl.g_00634	Prap.g_01316
OG0000419	Prbl.g_00633	Prap.g_01315
OG0000420	Prbl.g_00632	Prap.g_01314
OG0000421	Prbl.g_00625	Prap.g_01310
OG0000422	Prbl.g_00623	Prap.g_01308
OG0000423	Prbl.g_00622	Prap.g_01307
OG0000424	Prbl.g_00619	Prap.g_01306
OG0000425	Prbl.g_01364	Prap.g_01302
OG0000426	Prbl.g_01363	Prap.g_01301
OG0000427	Prbl.g_01360	Prap.g_01300
OG0000428	Prbl.g_01348	Prap.g_01298
OG0000429	Prbl.g_01346	Prap.g_01297
OG0000430	Prbl.g_01344	Prap.g_01296
OG0000431	Prbl.g_01342	Prap.g_01294
OG0000432	Prbl.g_01341	Prap.g_01293
OG0000433	Prbl.g_00503	Prap.g_01290
OG0000434	Prbl.g_00506	Prap.g_01289
OG0000435	Prbl.g_00510	Prap.g_01288
OG0000436	Prbl.g_00512	Prap.g_01286
OG0000437	Prbl.g_00514	Prap.g_01284
OG0000438	Prbl.g_00515	Prap.g_01283
OG0000439	Prbl.g_00516	Prap.g_01282
OG0000440	Prbl.g_00519	Prap.g_01280
OG0000441	Prbl.g_00521	Prap.g_01279
OG0000442	Prbl.g_00522	Prap.g_01278
OG0000443	Prbl.g_00523	Prap.g_01277
OG0000444	Prbl.g_00524	Prap.g_01276
OG0000445	Prbl.g_00525	Prap.g_01275
OG0000446	Prbl.g_00526	Prap.g_01274
OG0000447	Prbl.g_00527	Prap.g_01273
OG0000448	Prbl.g_00528	Prap.g_01272
OG0000449	Prbl.g_00536	Prap.g_01266
OG0000450	Prbl.g_00806	Prap.g_01265
OG0000451	Prbl.g_00805	Prap.g_01264
OG0000452	Prbl.g_00804	Prap.g_01263
OG0000453	Prbl.g_00801	Prap.g_01262
OG0000454	Prbl.g_00800	Prap.g_01261
OG0000455	Prbl.g_00799	Prap.g_01260
OG0000456	Prbl.g_00798	Prap.g_01259
OG0000457	Prbl.g_00797	Prap.g_01257
OG0000458	Prbl.g_00795	Prap.g_01255
OG0000459	Prbl.g_00794	Prap.g_01254
OG0000460	Prbl.g_00792	Prap.g_01252
OG0000461	Prbl.g_00791	Prap.g_01251
OG0000462	Prbl.g_00790	Prap.g_01250
OG0000463	Prbl.g_00785	Prap.g_01249
OG0000464	Prbl.g_00780	Prap.g_01245
OG0000465	Prbl.g_00779	Prap.g_01244
OG0000466	Prbl.g_00778	Prap.g_01243
OG0000467	Prbl.g_00776	Prap.g_01242
OG0000468	Prbl.g_00775	Prap.g_01241
OG0000469	Prbl.g_00770	Prap.g_01240
OG0000470	Prbl.g_01526	Prap.g_01239
OG0000471	Prbl.g_00032	Prap.g_01238
OG0000472	Prbl.g_00765	Prap.g_01235
OG0000473	Prbl.g_00763	Prap.g_01234
OG0000474	Prbl.g_00761	Prap.g_01233
OG0000475	Prbl.g_00760	Prap.g_01232
OG0000476	Prbl.g_00754	Prap.g_01231
OG0000477	Prbl.g_00751	Prap.g_01229
OG0000478	Prbl.g_00749	Prap.g_01228
OG0000479	Prbl.g_00747	Prap.g_01227
OG0000480	Prbl.g_02645	Prap.g_01225
OG0000481	Prbl.g_01878	Prap.g_01224
OG0000482	Prbl.g_01879	Prap.g_01223
OG0000483	Prbl.g_01881	Prap.g_01222
OG0000484	Prbl.g_01882	Prap.g_01221
OG0000485	Prbl.g_01883	Prap.g_01220
OG0000486	Prbl.g_01884	Prap.g_01219
OG0000487	Prbl.g_01885	Prap.g_01218
OG0000488	Prbl.g_01887	Prap.g_01216
OG0000489	Prbl.g_01888	Prap.g_01215
OG0000490	Prbl.g_01889	Prap.g_01214
OG0000491	Prbl.g_01890	Prap.g_01213
OG0000492	Prbl.g_01891	Prap.g_01212
OG0000493	Prbl.g_01892	Prap.g_01211
OG0000494	Prbl.g_01894	Prap.g_01210
OG0000495	Prbl.g_01895	Prap.g_01209
OG0000496	Prbl.g_01897	Prap.g_01207
OG0000497	Prbl.g_01899	Prap.g_01205
OG0000498	Prbl.g_01900	Prap.g_01204
OG0000499	Prbl.g_01902	Prap.g_01202
OG0000500	Prbl.g_01903	Prap.g_01201
OG0000501	Prbl.g_01801	Prap.g_01199
OG0000502	Prbl.g_01800	Prap.g_01198
OG0000503	Prbl.g_01799	Prap.g_01197
OG0000504	Prbl.g_01797	Prap.g_01196
OG0000505	Prbl.g_01796	Prap.g_01195
OG0000506	Prbl.g_01795	Prap.g_01194
OG0000507	Prbl.g_01794	Prap.g_01193
OG0000508	Prbl.g_01790	Prap.g_01191
OG0000509	Prbl.g_01789	Prap.g_01190
OG0000510	Prbl.g_01788	Prap.g_01189
OG0000511	Prbl.g_01787	Prap.g_01188
OG0000512	Prbl.g_01786	Prap.g_01187
OG0000513	Prbl.g_01785	Prap.g_01186
OG0000514	Prbl.g_01784	Prap.g_01185
OG0000515	Prbl.g_01781	Prap.g_01182
OG0000516	Prbl.g_01780	Prap.g_01181
OG0000517	Prbl.g_01779	Prap.g_01180
OG0000518	Prbl.g_01775	Prap.g_01177
OG0000519	Prbl.g_01774	Prap.g_01176
OG0000520	Prbl.g_01773	Prap.g_01175
OG0000521	Prbl.g_01772	Prap.g_01174
OG0000522	Prbl.g_01766	Prap.g_01173
OG0000523	Prbl.g_01765	Prap.g_01172
OG0000524	Prbl.g_01764	Prap.g_01171
OG0000525	Prbl.g_01762	Prap.g_01169
OG0000526	Prbl.g_01761	Prap.g_01168
OG0000527	Prbl.g_01760	Prap.g_01167
OG0000528	Prbl.g_01759	Prap.g_01166
OG0000529	Prbl.g_01758	Prap.g_01165
OG0000530	Prbl.g_01757	Prap.g_01164
OG0000531	Prbl.g_01754	Prap.g_01162
OG0000532	Prbl.g_01752	Prap.g_01161
OG0000533	Prbl.g_01751	Prap.g_01160
OG0000534	Prbl.g_01750	Prap.g_01159
OG0000535	Prbl.g_01749	Prap.g_01158
OG0000536	Prbl.g_01748	Prap.g_01157
OG0000537	Prbl.g_01747	Prap.g_01156
OG0000538	Prbl.g_01746	Prap.g_01155
OG0000539	Prbl.g_01744	Prap.g_01154
OG0000540	Prbl.g_01742	Prap.g_01153
OG0000541	Prbl.g_01610	Prap.g_01152
OG0000542	Prbl.g_01611	Prap.g_01151
OG0000543	Prbl.g_01612	Prap.g_01150
OG0000544	Prbl.g_01613	Prap.g_01149
OG0000545	Prbl.g_01616	Prap.g_01147
OG0000546	Prbl.g_01617	Prap.g_01146
OG0000547	Prbl.g_01619	Prap.g_01144
OG0000548	Prbl.g_01624	Prap.g_01142
OG0000549	Prbl.g_01625	Prap.g_01141
OG0000550	Prbl.g_01626	Prap.g_01140
OG0000551	Prbl.g_01629	Prap.g_01138
OG0000552	Prbl.g_01631	Prap.g_01137
OG0000553	Prbl.g_01632	Prap.g_00397
OG0000554	Prbl.g_01634	Prap.g_00396
OG0000555	Prbl.g_01635	Prap.g_00395
OG0000556	Prbl.g_01636	Prap.g_00394
OG0000557	Prbl.g_01637	Prap.g_00393
OG0000558	Prbl.g_01639	Prap.g_00392
OG0000559	Prbl.g_01640	Prap.g_00391
OG0000560	Prbl.g_01642	Prap.g_00389
OG0000561	Prbl.g_01643	Prap.g_00388
OG0000562	Prbl.g_01645	Prap.g_00386
OG0000563	Prbl.g_01646	Prap.g_00385
OG0000564	Prbl.g_01647	Prap.g_00384
OG0000565	Prbl.g_01655	Prap.g_00383
OG0000566	Prbl.g_01656	Prap.g_00382
OG0000567	Prbl.g_01657	Prap.g_00381
OG0000568	Prbl.g_01658	Prap.g_00380
