Orthogroup	Prbl	Prad
OG0000121	Prbl.g_01119	Prad.g_01471, Prad.g_01470
OG0000122	Prbl.g_02583	Prad.g_01451
OG0000123	Prbl.g_01102	Prad.g_01438
OG0000124	Prbl.g_00937	Prad.g_00076
OG0000125	Prbl.g_01736	Prad.g_00616
OG0000126	Prbl.g_00502	Prad.g_00594
OG0000127	Prbl.g_00258	Prad.g_00528
OG0000128	Prbl.g_00241	Prad.g_00514
OG0000129	Prbl.g_00709	Prad.g_00477
OG0000130	Prbl.g_00399	Prad.g_00943
OG0000131	Prbl.g_00350	Prad.g_00905
OG0000132	Prbl.g_00347	Prad.g_00902
OG0000133	Prbl.g_00957	Prad.g_00848
OG0000134	Prbl.g_00994	Prad.g_00812
OG0000135	Prbl.g_00996	Prad.g_00810
OG0000136	Prbl.g_00841	Prad.g_00766, Prad.g_01294
OG0000137	Prbl.g_02053	Prad.g_01615
OG0000138	Prbl.g_02231	Prad.g_01580
OG0000139	Prbl.g_02147	Prad.g_01553
OG0000140	Prbl.g_02120	Prad.g_01535
OG0000141	Prbl.g_02119	Prad.g_01534
OG0000142	Prbl.g_02117	Prad.g_01532
OG0000143	Prbl.g_02116	Prad.g_01531
OG0000144	Prbl.g_02114	Prad.g_01529
OG0000145	Prbl.g_02112	Prad.g_01528
OG0000146	Prbl.g_02111	Prad.g_01527
OG0000147	Prbl.g_02110	Prad.g_01976
OG0000148	Prbl.g_02108	Prad.g_01974
OG0000149	Prbl.g_01955	Prad.g_01972
OG0000150	Prbl.g_01956	Prad.g_01971
OG0000151	Prbl.g_01961	Prad.g_01970
OG0000152	Prbl.g_01962	Prad.g_01969
OG0000153	Prbl.g_01963	Prad.g_01968
OG0000154	Prbl.g_01964	Prad.g_01967
OG0000155	Prbl.g_01965	Prad.g_01966
OG0000156	Prbl.g_01966	Prad.g_01965
OG0000157	Prbl.g_01967	Prad.g_01964
OG0000158	Prbl.g_01969	Prad.g_01962
OG0000159	Prbl.g_01970	Prad.g_01961
OG0000160	Prbl.g_01971	Prad.g_01960
OG0000161	Prbl.g_01972	Prad.g_01959
OG0000162	Prbl.g_01973	Prad.g_01958
OG0000163	Prbl.g_01975	Prad.g_01957
OG0000164	Prbl.g_01980	Prad.g_01954
OG0000165	Prbl.g_01985	Prad.g_01951
OG0000166	Prbl.g_01986	Prad.g_01950
OG0000167	Prbl.g_01987	Prad.g_01949
OG0000168	Prbl.g_01988	Prad.g_01947
OG0000169	Prbl.g_01990	Prad.g_01945
OG0000170	Prbl.g_02241	Prad.g_01944
OG0000171	Prbl.g_02243	Prad.g_01943
OG0000172	Prbl.g_02244	Prad.g_01941
OG0000173	Prbl.g_02251	Prad.g_01940
OG0000174	Prbl.g_02258	Prad.g_01939
OG0000175	Prbl.g_02266	Prad.g_01938
OG0000176	Prbl.g_02274	Prad.g_01936
OG0000177	Prbl.g_02275	Prad.g_01935
OG0000178	Prbl.g_02276	Prad.g_01934
OG0000179	Prbl.g_00614	Prad.g_01929
OG0000180	Prbl.g_00613	Prad.g_01928
OG0000181	Prbl.g_00612	Prad.g_01927
OG0000182	Prbl.g_00608	Prad.g_01924
OG0000183	Prbl.g_00607	Prad.g_01923
OG0000184	Prbl.g_00603	Prad.g_01920
OG0000185	Prbl.g_00597	Prad.g_01916
OG0000186	Prbl.g_00596	Prad.g_01915
OG0000187	Prbl.g_01075	Prad.g_01914
OG0000188	Prbl.g_00595	Prad.g_01913
OG0000189	Prbl.g_00592	Prad.g_01912
OG0000190	Prbl.g_00591	Prad.g_01911
OG0000191	Prbl.g_00590	Prad.g_01910
OG0000192	Prbl.g_00589	Prad.g_01909
OG0000193	Prbl.g_00588	Prad.g_01908
OG0000194	Prbl.g_00587	Prad.g_01907
OG0000195	Prbl.g_00583	Prad.g_01905
OG0000196	Prbl.g_00582	Prad.g_01904
OG0000197	Prbl.g_00576	Prad.g_01903
OG0000198	Prbl.g_00572	Prad.g_01902
OG0000199	Prbl.g_00567	Prad.g_01899
OG0000200	Prbl.g_00566	Prad.g_01898
OG0000201	Prbl.g_00565	Prad.g_01897
OG0000202	Prbl.g_00563	Prad.g_01896
OG0000203	Prbl.g_00562	Prad.g_01895
OG0000204	Prbl.g_00561	Prad.g_01894
OG0000205	Prbl.g_00559	Prad.g_01893
OG0000206	Prbl.g_00558	Prad.g_01892
OG0000207	Prbl.g_00557	Prad.g_01891
OG0000208	Prbl.g_00556	Prad.g_01890
OG0000209	Prbl.g_00555	Prad.g_01889
OG0000210	Prbl.g_00553	Prad.g_01887
OG0000211	Prbl.g_00552	Prad.g_01886
OG0000212	Prbl.g_00551	Prad.g_01885
OG0000213	Prbl.g_00548	Prad.g_01884
OG0000214	Prbl.g_00542	Prad.g_01882
OG0000215	Prbl.g_01332	Prad.g_01881
OG0000216	Prbl.g_01330	Prad.g_01879
OG0000217	Prbl.g_01328	Prad.g_01878
OG0000218	Prbl.g_01326	Prad.g_01877
OG0000219	Prbl.g_01325	Prad.g_01876
OG0000220	Prbl.g_01320	Prad.g_01873
OG0000221	Prbl.g_01315	Prad.g_01871
OG0000222	Prbl.g_01314	Prad.g_01870
OG0000223	Prbl.g_01313	Prad.g_01869
OG0000224	Prbl.g_00827	Prad.g_01866
OG0000225	Prbl.g_00825	Prad.g_01864
OG0000226	Prbl.g_00822	Prad.g_01863
OG0000227	Prbl.g_00820	Prad.g_01862
OG0000228	Prbl.g_00819	Prad.g_01861
OG0000229	Prbl.g_00818	Prad.g_01860
OG0000230	Prbl.g_00817	Prad.g_01859
OG0000231	Prbl.g_00815	Prad.g_01857
OG0000232	Prbl.g_00814	Prad.g_01856
OG0000233	Prbl.g_00809	Prad.g_01853
OG0000234	Prbl.g_00305	Prad.g_01851
OG0000235	Prbl.g_00303	Prad.g_01846
OG0000236	Prbl.g_00302	Prad.g_01845
OG0000237	Prbl.g_00301	Prad.g_01844
OG0000238	Prbl.g_00300	Prad.g_01843
OG0000239	Prbl.g_00299	Prad.g_01842
OG0000240	Prbl.g_00297	Prad.g_01840
OG0000241	Prbl.g_00296	Prad.g_01839
OG0000242	Prbl.g_00295	Prad.g_01838
OG0000243	Prbl.g_00294	Prad.g_01837
OG0000244	Prbl.g_00293	Prad.g_01836
OG0000245	Prbl.g_00291	Prad.g_01835
OG0000246	Prbl.g_00289	Prad.g_01833
OG0000247	Prbl.g_00288	Prad.g_01832
OG0000248	Prbl.g_00287	Prad.g_01831
OG0000249	Prbl.g_00286	Prad.g_01830
OG0000250	Prbl.g_00285	Prad.g_01829
OG0000251	Prbl.g_00284	Prad.g_01828
OG0000252	Prbl.g_00283	Prad.g_01827
OG0000253	Prbl.g_00282	Prad.g_01826
OG0000254	Prbl.g_00280	Prad.g_01824
OG0000255	Prbl.g_00279	Prad.g_01823
OG0000256	Prbl.g_00276	Prad.g_01820
OG0000257	Prbl.g_00275	Prad.g_01818
OG0000258	Prbl.g_00274	Prad.g_01817
OG0000259	Prbl.g_00273	Prad.g_01816
OG0000260	Prbl.g_00272	Prad.g_01815
OG0000261	Prbl.g_00271	Prad.g_01814
OG0000262	Prbl.g_00270	Prad.g_01813
OG0000263	Prbl.g_00269	Prad.g_01812
OG0000264	Prbl.g_02377	Prad.g_01810
OG0000265	Prbl.g_00066	Prad.g_01809
OG0000266	Prbl.g_00068	Prad.g_01808
OG0000267	Prbl.g_00072	Prad.g_01806
OG0000268	Prbl.g_00074	Prad.g_01805
OG0000269	Prbl.g_00077	Prad.g_01804
OG0000270	Prbl.g_00079	Prad.g_01803
OG0000271	Prbl.g_00082	Prad.g_01802
OG0000272	Prbl.g_00083	Prad.g_01801
OG0000273	Prbl.g_00086	Prad.g_01800
OG0000274	Prbl.g_00088	Prad.g_01799
OG0000275	Prbl.g_00089	Prad.g_01798
OG0000276	Prbl.g_00090	Prad.g_01797
OG0000277	Prbl.g_00091	Prad.g_01796
OG0000278	Prbl.g_00092	Prad.g_01795
OG0000279	Prbl.g_00093	Prad.g_01794
OG0000280	Prbl.g_00094	Prad.g_01793
OG0000281	Prbl.g_00096	Prad.g_01791
OG0000282	Prbl.g_00097	Prad.g_01790
OG0000283	Prbl.g_00104	Prad.g_01787
OG0000284	Prbl.g_00105	Prad.g_01786
OG0000285	Prbl.g_01283	Prad.g_01785
OG0000286	Prbl.g_01281	Prad.g_01783
OG0000287	Prbl.g_00130	Prad.g_01782
OG0000288	Prbl.g_00129	Prad.g_01781
OG0000289	Prbl.g_00127	Prad.g_01780
OG0000290	Prbl.g_00126	Prad.g_01779
OG0000291	Prbl.g_00124	Prad.g_01778
OG0000292	Prbl.g_01244	Prad.g_01777
OG0000293	Prbl.g_01245	Prad.g_01776
OG0000294	Prbl.g_01246	Prad.g_01775
OG0000295	Prbl.g_01252	Prad.g_01774
OG0000296	Prbl.g_01253	Prad.g_01773
OG0000297	Prbl.g_01256	Prad.g_01772
OG0000298	Prbl.g_01257	Prad.g_01771
OG0000299	Prbl.g_01258	Prad.g_01770
OG0000300	Prbl.g_01259	Prad.g_01769
OG0000301	Prbl.g_01260	Prad.g_01768
OG0000302	Prbl.g_01261	Prad.g_01767
OG0000303	Prbl.g_01262	Prad.g_01766
OG0000304	Prbl.g_01264	Prad.g_01765
OG0000305	Prbl.g_01265	Prad.g_01764
OG0000306	Prbl.g_01266	Prad.g_01763
OG0000307	Prbl.g_01918	Prad.g_01762
OG0000308	Prbl.g_01769	Prad.g_01761
OG0000309	Prbl.g_01770	Prad.g_01760
OG0000310	Prbl.g_01771	Prad.g_01759
OG0000311	Prbl.g_01922	Prad.g_01758
OG0000312	Prbl.g_01923	Prad.g_01756
OG0000313	Prbl.g_00199	Prad.g_01755
OG0000314	Prbl.g_00193	Prad.g_01752
OG0000315	Prbl.g_00192	Prad.g_01751
OG0000316	Prbl.g_02679	Prad.g_01749
OG0000317	Prbl.g_02666	Prad.g_01747
OG0000318	Prbl.g_01516	Prad.g_01746
OG0000319	Prbl.g_01515	Prad.g_01745
OG0000320	Prbl.g_01513	Prad.g_01744
OG0000321	Prbl.g_01508	Prad.g_01741
OG0000322	Prbl.g_01499	Prad.g_01738
OG0000323	Prbl.g_01498	Prad.g_01737
OG0000324	Prbl.g_01496	Prad.g_01734
OG0000325	Prbl.g_01494	Prad.g_01732
OG0000326	Prbl.g_01492	Prad.g_01731
OG0000327	Prbl.g_01486	Prad.g_01729
OG0000328	Prbl.g_01919	Prad.g_01728
OG0000329	Prbl.g_01473	Prad.g_01727
OG0000330	Prbl.g_01472	Prad.g_01726
OG0000331	Prbl.g_01470	Prad.g_01725
OG0000332	Prbl.g_01469	Prad.g_01724
OG0000333	Prbl.g_01468	Prad.g_01723
OG0000334	Prbl.g_01467	Prad.g_01722
OG0000335	Prbl.g_01466	Prad.g_01721
OG0000336	Prbl.g_01464	Prad.g_01720
OG0000337	Prbl.g_01459	Prad.g_01716
OG0000338	Prbl.g_01458	Prad.g_01715
OG0000339	Prbl.g_01457	Prad.g_01714
OG0000340	Prbl.g_01455	Prad.g_01713
OG0000341	Prbl.g_01450	Prad.g_01709
OG0000342	Prbl.g_01449	Prad.g_01708
OG0000343	Prbl.g_01447	Prad.g_01706
OG0000344	Prbl.g_01445	Prad.g_01705
OG0000345	Prbl.g_01444	Prad.g_01704
OG0000346	Prbl.g_01443	Prad.g_01703
OG0000347	Prbl.g_01442	Prad.g_01702
OG0000348	Prbl.g_01441	Prad.g_01701
OG0000349	Prbl.g_01440	Prad.g_01700
OG0000350	Prbl.g_01439	Prad.g_01699
OG0000351	Prbl.g_01435	Prad.g_01696
OG0000352	Prbl.g_01431	Prad.g_01693
OG0000353	Prbl.g_01428	Prad.g_01692
OG0000354	Prbl.g_01427	Prad.g_01691
OG0000355	Prbl.g_01426	Prad.g_01690
OG0000356	Prbl.g_01421	Prad.g_01689
OG0000357	Prbl.g_01420	Prad.g_01688
OG0000358	Prbl.g_01419	Prad.g_01687
OG0000359	Prbl.g_01417	Prad.g_01686
OG0000360	Prbl.g_01414	Prad.g_01683
OG0000361	Prbl.g_01413	Prad.g_01682
OG0000362	Prbl.g_00911	Prad.g_01681
OG0000363	Prbl.g_00909	Prad.g_01680
OG0000364	Prbl.g_00908	Prad.g_01679
OG0000365	Prbl.g_00907	Prad.g_01678
OG0000366	Prbl.g_00906	Prad.g_01677
OG0000367	Prbl.g_00905	Prad.g_01676
OG0000368	Prbl.g_00904	Prad.g_01675
OG0000369	Prbl.g_00903	Prad.g_01674
OG0000370	Prbl.g_00902	Prad.g_01673
OG0000371	Prbl.g_00901	Prad.g_01672
OG0000372	Prbl.g_00898	Prad.g_01670
OG0000373	Prbl.g_00888	Prad.g_01668
OG0000374	Prbl.g_00886	Prad.g_01667
OG0000375	Prbl.g_00877	Prad.g_01666
OG0000376	Prbl.g_01183	Prad.g_01664
OG0000377	Prbl.g_01190	Prad.g_01663
OG0000378	Prbl.g_01191	Prad.g_01662
OG0000379	Prbl.g_01201	Prad.g_01657
OG0000380	Prbl.g_01203	Prad.g_01656
OG0000381	Prbl.g_01204	Prad.g_01655
OG0000382	Prbl.g_01206	Prad.g_01653
OG0000383	Prbl.g_01210	Prad.g_01650
OG0000384	Prbl.g_01211	Prad.g_01649
OG0000385	Prbl.g_01217	Prad.g_01646
OG0000386	Prbl.g_01218	Prad.g_01645
OG0000387	Prbl.g_01219	Prad.g_01644
OG0000388	Prbl.g_01220	Prad.g_01643
OG0000389	Prbl.g_01221	Prad.g_01642
OG0000390	Prbl.g_01222	Prad.g_00761
OG0000391	Prbl.g_01223	Prad.g_00760
OG0000392	Prbl.g_01224	Prad.g_00759
OG0000393	Prbl.g_02673	Prad.g_00756
OG0000394	Prbl.g_02674	Prad.g_00755
OG0000395	Prbl.g_02678	Prad.g_00753
OG0000396	Prbl.g_01564	Prad.g_00752
OG0000397	Prbl.g_00609	Prad.g_00738
OG0000398	Prbl.g_00410	Prad.g_00730
OG0000399	Prbl.g_01693	Prad.g_00729
OG0000400	Prbl.g_02681	Prad.g_00724
OG0000401	Prbl.g_00676	Prad.g_00671
OG0000402	Prbl.g_00675	Prad.g_00670
OG0000403	Prbl.g_00663	Prad.g_00669
OG0000404	Prbl.g_00653	Prad.g_00667
OG0000405	Prbl.g_00652	Prad.g_00666
OG0000406	Prbl.g_00650	Prad.g_00069
OG0000407	Prbl.g_00649	Prad.g_00068
OG0000408	Prbl.g_00648	Prad.g_00067
OG0000409	Prbl.g_00647	Prad.g_00066
OG0000410	Prbl.g_00645	Prad.g_00065
OG0000411	Prbl.g_00644	Prad.g_00064
OG0000412	Prbl.g_00643	Prad.g_00063
OG0000413	Prbl.g_00642	Prad.g_00062
OG0000414	Prbl.g_00641	Prad.g_00061
OG0000415	Prbl.g_00640	Prad.g_00060
OG0000416	Prbl.g_00639	Prad.g_00059
OG0000417	Prbl.g_00635	Prad.g_00058
OG0000418	Prbl.g_00634	Prad.g_00057
OG0000419	Prbl.g_00633	Prad.g_00056
OG0000420	Prbl.g_00632	Prad.g_00055
OG0000421	Prbl.g_00625	Prad.g_00054
OG0000422	Prbl.g_00623	Prad.g_00052
OG0000423	Prbl.g_00622	Prad.g_00051
OG0000424	Prbl.g_00619	Prad.g_00049
OG0000425	Prbl.g_01364	Prad.g_00045
OG0000426	Prbl.g_01363	Prad.g_00044
OG0000427	Prbl.g_01360	Prad.g_00043
OG0000428	Prbl.g_01348	Prad.g_00042
OG0000429	Prbl.g_01346	Prad.g_00041
OG0000430	Prbl.g_01344	Prad.g_00036
OG0000431	Prbl.g_01342	Prad.g_00034
OG0000432	Prbl.g_01341	Prad.g_00033
OG0000433	Prbl.g_00503	Prad.g_00030
OG0000434	Prbl.g_00506	Prad.g_00029
OG0000435	Prbl.g_00510	Prad.g_00028
OG0000436	Prbl.g_00512	Prad.g_00026
OG0000437	Prbl.g_00514	Prad.g_00024
OG0000438	Prbl.g_00515	Prad.g_00023
OG0000439	Prbl.g_00516	Prad.g_00022
OG0000440	Prbl.g_00519	Prad.g_00020
OG0000441	Prbl.g_00521	Prad.g_00019
OG0000442	Prbl.g_00522	Prad.g_00018
OG0000443	Prbl.g_00523	Prad.g_00017
OG0000444	Prbl.g_00524	Prad.g_00016
OG0000445	Prbl.g_00525	Prad.g_00015
OG0000446	Prbl.g_00526	Prad.g_00014
OG0000447	Prbl.g_00527	Prad.g_00013
OG0000448	Prbl.g_00528	Prad.g_00012
OG0000449	Prbl.g_00536	Prad.g_00129
OG0000450	Prbl.g_00806	Prad.g_00128
OG0000451	Prbl.g_00805	Prad.g_00127
OG0000452	Prbl.g_00804	Prad.g_00126
OG0000453	Prbl.g_00801	Prad.g_00124
OG0000454	Prbl.g_00800	Prad.g_00123
OG0000455	Prbl.g_00799	Prad.g_00122
OG0000456	Prbl.g_00798	Prad.g_00121
OG0000457	Prbl.g_00797	Prad.g_00119
OG0000458	Prbl.g_00795	Prad.g_00117
OG0000459	Prbl.g_00794	Prad.g_00116
OG0000460	Prbl.g_00792	Prad.g_00114
OG0000461	Prbl.g_00791	Prad.g_00113
OG0000462	Prbl.g_00790	Prad.g_00112
OG0000463	Prbl.g_00785	Prad.g_00111
OG0000464	Prbl.g_00780	Prad.g_00106
OG0000465	Prbl.g_00779	Prad.g_00104
OG0000466	Prbl.g_00778	Prad.g_00103
OG0000467	Prbl.g_00776	Prad.g_00102
OG0000468	Prbl.g_00775	Prad.g_00101
OG0000469	Prbl.g_00770	Prad.g_00100
OG0000470	Prbl.g_01526	Prad.g_00099
OG0000471	Prbl.g_00032	Prad.g_00098
OG0000472	Prbl.g_00765	Prad.g_00095
OG0000473	Prbl.g_00763	Prad.g_00094
OG0000474	Prbl.g_00761	Prad.g_00093
OG0000475	Prbl.g_00760	Prad.g_00092
OG0000476	Prbl.g_00754	Prad.g_00091
OG0000477	Prbl.g_00751	Prad.g_01330
OG0000478	Prbl.g_00749	Prad.g_01331
OG0000479	Prbl.g_00747	Prad.g_01332
OG0000480	Prbl.g_02645	Prad.g_01334
OG0000481	Prbl.g_01878	Prad.g_01335
OG0000482	Prbl.g_01879	Prad.g_01336
OG0000483	Prbl.g_01881	Prad.g_01337
OG0000484	Prbl.g_01882	Prad.g_01338
OG0000485	Prbl.g_01883	Prad.g_01339
OG0000486	Prbl.g_01884	Prad.g_01340
OG0000487	Prbl.g_01885	Prad.g_01341
OG0000488	Prbl.g_01887	Prad.g_01343
OG0000489	Prbl.g_01888	Prad.g_01344
OG0000490	Prbl.g_01889	Prad.g_01345
OG0000491	Prbl.g_01890	Prad.g_01346
OG0000492	Prbl.g_01891	Prad.g_01347
OG0000493	Prbl.g_01892	Prad.g_01348
OG0000494	Prbl.g_01894	Prad.g_01350
OG0000495	Prbl.g_01895	Prad.g_01351
OG0000496	Prbl.g_01897	Prad.g_01352
OG0000497	Prbl.g_01899	Prad.g_01353
OG0000498	Prbl.g_01900	Prad.g_01354
OG0000499	Prbl.g_01902	Prad.g_01356
OG0000500	Prbl.g_01903	Prad.g_01357
OG0000501	Prbl.g_01801	Prad.g_01359
OG0000502	Prbl.g_01800	Prad.g_01360
OG0000503	Prbl.g_01799	Prad.g_01361
OG0000504	Prbl.g_01797	Prad.g_01362
OG0000505	Prbl.g_01796	Prad.g_01363
OG0000506	Prbl.g_01795	Prad.g_01364
OG0000507	Prbl.g_01794	Prad.g_01365
OG0000508	Prbl.g_01790	Prad.g_01367
OG0000509	Prbl.g_01789	Prad.g_01368
OG0000510	Prbl.g_01788	Prad.g_01369
OG0000511	Prbl.g_01787	Prad.g_01370
OG0000512	Prbl.g_01786	Prad.g_01371
OG0000513	Prbl.g_01785	Prad.g_01372
OG0000514	Prbl.g_01784	Prad.g_01373
OG0000515	Prbl.g_01781	Prad.g_01375
OG0000516	Prbl.g_01780	Prad.g_01376
OG0000517	Prbl.g_01779	Prad.g_01377
OG0000518	Prbl.g_01775	Prad.g_01380
OG0000519	Prbl.g_01774	Prad.g_01381
OG0000520	Prbl.g_01773	Prad.g_01382
OG0000521	Prbl.g_01772	Prad.g_01383
OG0000522	Prbl.g_01766	Prad.g_01384
OG0000523	Prbl.g_01765	Prad.g_01385
OG0000524	Prbl.g_01764	Prad.g_01386
OG0000525	Prbl.g_01762	Prad.g_01388
OG0000526	Prbl.g_01761	Prad.g_01389
OG0000527	Prbl.g_01760	Prad.g_01390
OG0000528	Prbl.g_01759	Prad.g_01391
OG0000529	Prbl.g_01758	Prad.g_01392
OG0000530	Prbl.g_01757	Prad.g_01393
OG0000531	Prbl.g_01754	Prad.g_01394
OG0000532	Prbl.g_01752	Prad.g_01395
OG0000533	Prbl.g_01751	Prad.g_01396
OG0000534	Prbl.g_01750	Prad.g_01397
OG0000535	Prbl.g_01749	Prad.g_01398
OG0000536	Prbl.g_01748	Prad.g_01399
OG0000537	Prbl.g_01747	Prad.g_01400
OG0000538	Prbl.g_01746	Prad.g_01401
OG0000539	Prbl.g_01744	Prad.g_01402
OG0000540	Prbl.g_01742	Prad.g_01403
OG0000541	Prbl.g_01610	Prad.g_01404
OG0000542	Prbl.g_01611	Prad.g_01405
OG0000543	Prbl.g_01612	Prad.g_01406
OG0000544	Prbl.g_01613	Prad.g_01407
OG0000545	Prbl.g_01616	Prad.g_01410
OG0000546	Prbl.g_01617	Prad.g_01411
OG0000547	Prbl.g_01619	Prad.g_01413
OG0000548	Prbl.g_01624	Prad.g_01414
OG0000549	Prbl.g_01625	Prad.g_01415
OG0000550	Prbl.g_01626	Prad.g_01416
OG0000551	Prbl.g_01629	Prad.g_01417
OG0000552	Prbl.g_01631	Prad.g_01418
OG0000553	Prbl.g_01632	Prad.g_01419
OG0000554	Prbl.g_01634	Prad.g_01420
OG0000555	Prbl.g_01635	Prad.g_01421
OG0000556	Prbl.g_01636	Prad.g_01422
OG0000557	Prbl.g_01637	Prad.g_01423
OG0000558	Prbl.g_01639	Prad.g_01424
OG0000559	Prbl.g_01640	Prad.g_01425
OG0000560	Prbl.g_01642	Prad.g_01427
OG0000561	Prbl.g_01643	Prad.g_01428
OG0000562	Prbl.g_01645	Prad.g_01429
OG0000563	Prbl.g_01646	Prad.g_01430
OG0000564	Prbl.g_01647	Prad.g_01431
OG0000565	Prbl.g_01655	Prad.g_01432
OG0000566	Prbl.g_01656	Prad.g_01433
OG0000567	Prbl.g_01657	Prad.g_01219
OG0000568	Prbl.g_01658	Prad.g_01220
OG0000569	Prbl.g_01659	Prad.g_01221
OG0000570	Prbl.g_01662	Prad.g_01222
OG0000571	Prbl.g_01663	Prad.g_01223
OG0000572	Prbl.g_01664	Prad.g_01224
OG0000573	Prbl.g_01041	Prad.g_01227
