Orthogroup	Prbl	Prbk
OG0000087	Prbl.g_02273	Prbk.g_02126
OG0000088	Prbl.g_01331	Prbk.g_00191
OG0000089	Prbl.g_01316	Prbk.g_00206
OG0000090	Prbl.g_00810	Prbk.g_00559
OG0000091	Prbl.g_00278	Prbk.g_00776
OG0000092	Prbl.g_00277	Prbk.g_00777
OG0000093	Prbl.g_00069	Prbk.g_01280
OG0000094	Prbl.g_00098	Prbk.g_01251
OG0000095	Prbl.g_01282	Prbk.g_00632
OG0000096	Prbl.g_01506	Prbk.g_01001
OG0000097	Prbl.g_01461	Prbk.g_00409
OG0000098	Prbl.g_01448	Prbk.g_00422
OG0000099	Prbl.g_01436	Prbk.g_00434
OG0000100	Prbl.g_01432	Prbk.g_00438
OG0000101	Prbl.g_02677	Prbk.g_00361
OG0000102	Prbl.g_02190	Prbk.g_02209
OG0000103	Prbl.g_01339	Prbk.g_02114
OG0000104	Prbl.g_00511	Prbk.g_02061
OG0000105	Prbl.g_00533	Prbk.g_01862
OG0000106	Prbl.g_00768	Prbk.g_01078
OG0000107	Prbl.g_00766	Prbk.g_01080
OG0000108	Prbl.g_02647	Prbk.g_02684
OG0000109	Prbl.g_01886	Prbk.g_01890
OG0000110	Prbl.g_01905	Prbk.g_01871
OG0000111	Prbl.g_01043	Prbk.g_00740
OG0000112	Prbl.g_01042	Prbk.g_00739
OG0000113	Prbl.g_02432	Prbk.g_02370
OG0000114	Prbl.g_02337	Prbk.g_02466
OG0000115	Prbl.g_02478	Prbk.g_02324
OG0000116	Prbl.g_02486	Prbk.g_02316
OG0000117	Prbl.g_00930	Prbk.g_00059
OG0000118	Prbl.g_02128	Prbk.g_02271
OG0000119	Prbl.g_02202	Prbk.g_02197
OG0000120	Prbl.g_02091	Prbk.g_00144
OG0000121	Prbl.g_01119	Prbk.g_00138
OG0000122	Prbl.g_02583	Prbk.g_00185
OG0000123	Prbl.g_01102	Prbk.g_00121
OG0000124	Prbl.g_00937	Prbk.g_00066
OG0000125	Prbl.g_01736	Prbk.g_01169
OG0000126	Prbl.g_00502	Prbk.g_02052
OG0000127	Prbl.g_00258	Prbk.g_00243
OG0000128	Prbl.g_00241	Prbk.g_00260
OG0000129	Prbl.g_00709	Prbk.g_01212
OG0000130	Prbl.g_00399	Prbk.g_00913
OG0000131	Prbl.g_00350	Prbk.g_01417
OG0000132	Prbl.g_00347	Prbk.g_01414
OG0000133	Prbl.g_00957	Prbk.g_00987
OG0000134	Prbl.g_00994	Prbk.g_00950
OG0000135	Prbl.g_00996	Prbk.g_00948
OG0000136	Prbl.g_00841	Prbk.g_00528
OG0000137	Prbl.g_02053	Prbk.g_01540
OG0000138	Prbl.g_02231	Prbk.g_02168
OG0000139	Prbl.g_02147	Prbk.g_02252
OG0000140	Prbl.g_02120	Prbk.g_02279
OG0000141	Prbl.g_02119	Prbk.g_02280
OG0000142	Prbl.g_02117	Prbk.g_02282
OG0000143	Prbl.g_02116	Prbk.g_02283
OG0000144	Prbl.g_02114	Prbk.g_02285
OG0000145	Prbl.g_02112	Prbk.g_02287
OG0000146	Prbl.g_02111	Prbk.g_02288
OG0000147	Prbl.g_02110	Prbk.g_02289
OG0000148	Prbl.g_02108	Prbk.g_02291
OG0000149	Prbl.g_01955	Prbk.g_01639
OG0000150	Prbl.g_01956	Prbk.g_01638
OG0000151	Prbl.g_01961	Prbk.g_01633
OG0000152	Prbl.g_01962	Prbk.g_01632
OG0000153	Prbl.g_01963	Prbk.g_01631
OG0000154	Prbl.g_01964	Prbk.g_01630
OG0000155	Prbl.g_01965	Prbk.g_01629
OG0000156	Prbl.g_01966	Prbk.g_01628
OG0000157	Prbl.g_01967	Prbk.g_01627
OG0000158	Prbl.g_01969	Prbk.g_01625
OG0000159	Prbl.g_01970	Prbk.g_01624
OG0000160	Prbl.g_01971	Prbk.g_01623
OG0000161	Prbl.g_01972	Prbk.g_01622
OG0000162	Prbl.g_01973	Prbk.g_01621
OG0000163	Prbl.g_01975	Prbk.g_01619
OG0000164	Prbl.g_01980	Prbk.g_01614
OG0000165	Prbl.g_01985	Prbk.g_01609
OG0000166	Prbl.g_01986	Prbk.g_01608
OG0000167	Prbl.g_01987	Prbk.g_01607
OG0000168	Prbl.g_01988	Prbk.g_01606
OG0000169	Prbl.g_01990	Prbk.g_01604
OG0000170	Prbl.g_02241	Prbk.g_02158
OG0000171	Prbl.g_02243	Prbk.g_02156
OG0000172	Prbl.g_02244	Prbk.g_02155
OG0000173	Prbl.g_02251	Prbk.g_02148
OG0000174	Prbl.g_02258	Prbk.g_02141
OG0000175	Prbl.g_02266	Prbk.g_02133
OG0000176	Prbl.g_02274	Prbk.g_02125
OG0000177	Prbl.g_02275	Prbk.g_02124
OG0000178	Prbl.g_02276	Prbk.g_02123
OG0000179	Prbl.g_00614	Prbk.g_01326
OG0000180	Prbl.g_00613	Prbk.g_01324
OG0000181	Prbl.g_00612	Prbk.g_01323
OG0000182	Prbl.g_00608	Prbk.g_01320
OG0000183	Prbl.g_00607	Prbk.g_01319
OG0000184	Prbl.g_00603	Prbk.g_01315
OG0000185	Prbl.g_00597	Prbk.g_01309
OG0000186	Prbl.g_00596	Prbk.g_01308
OG0000187	Prbl.g_01075	Prbk.g_01665
OG0000188	Prbl.g_00595	Prbk.g_01307
OG0000189	Prbl.g_00592	Prbk.g_01304
OG0000190	Prbl.g_00591	Prbk.g_01303
OG0000191	Prbl.g_00590	Prbk.g_01302
OG0000192	Prbl.g_00589	Prbk.g_01301
OG0000193	Prbl.g_00588	Prbk.g_01300
OG0000194	Prbl.g_00587	Prbk.g_01299
OG0000195	Prbl.g_00583	Prbk.g_01295
OG0000196	Prbl.g_00582	Prbk.g_01294
OG0000197	Prbl.g_00576	Prbk.g_00035
OG0000198	Prbl.g_00572	Prbk.g_00031
OG0000199	Prbl.g_00567	Prbk.g_00026
OG0000200	Prbl.g_00566	Prbk.g_00025
OG0000201	Prbl.g_00565	Prbk.g_00024
OG0000202	Prbl.g_00563	Prbk.g_00022
OG0000203	Prbl.g_00562	Prbk.g_00021
OG0000204	Prbl.g_00561	Prbk.g_00020
OG0000205	Prbl.g_00559	Prbk.g_00018
OG0000206	Prbl.g_00558	Prbk.g_00017
OG0000207	Prbl.g_00557	Prbk.g_00016
OG0000208	Prbl.g_00556	Prbk.g_00015
OG0000209	Prbl.g_00555	Prbk.g_00014
OG0000210	Prbl.g_00553	Prbk.g_00012
OG0000211	Prbl.g_00552	Prbk.g_00011
OG0000212	Prbl.g_00551	Prbk.g_00010
OG0000213	Prbl.g_00548	Prbk.g_00007
OG0000214	Prbl.g_00542	Prbk.g_00001
OG0000215	Prbl.g_01332	Prbk.g_00190
OG0000216	Prbl.g_01330	Prbk.g_00192
OG0000217	Prbl.g_01328	Prbk.g_00194
OG0000218	Prbl.g_01326	Prbk.g_00196
OG0000219	Prbl.g_01325	Prbk.g_00197
OG0000220	Prbl.g_01320	Prbk.g_00202
OG0000221	Prbl.g_01315	Prbk.g_00207
OG0000222	Prbl.g_01314	Prbk.g_00208
OG0000223	Prbl.g_01313	Prbk.g_00209
OG0000224	Prbl.g_00827	Prbk.g_00542
OG0000225	Prbl.g_00825	Prbk.g_00544
OG0000226	Prbl.g_00822	Prbk.g_00547
OG0000227	Prbl.g_00820	Prbk.g_00549
OG0000228	Prbl.g_00819	Prbk.g_00550
OG0000229	Prbl.g_00818	Prbk.g_00551
OG0000230	Prbl.g_00817	Prbk.g_00552
OG0000231	Prbl.g_00815	Prbk.g_00554
OG0000232	Prbl.g_00814	Prbk.g_00555
OG0000233	Prbl.g_00809	Prbk.g_00560
OG0000234	Prbl.g_00305	Prbk.g_00749
OG0000235	Prbl.g_00303	Prbk.g_00751
OG0000236	Prbl.g_00302	Prbk.g_00752
OG0000237	Prbl.g_00301	Prbk.g_00753
OG0000238	Prbl.g_00300	Prbk.g_00754
OG0000239	Prbl.g_00299	Prbk.g_00755
OG0000240	Prbl.g_00297	Prbk.g_00757
OG0000241	Prbl.g_00296	Prbk.g_00758
OG0000242	Prbl.g_00295	Prbk.g_00759
OG0000243	Prbl.g_00294	Prbk.g_00760
OG0000244	Prbl.g_00293	Prbk.g_00761
OG0000245	Prbl.g_00291	Prbk.g_00763
OG0000246	Prbl.g_00289	Prbk.g_00765
OG0000247	Prbl.g_00288	Prbk.g_00766
OG0000248	Prbl.g_00287	Prbk.g_00767
OG0000249	Prbl.g_00286	Prbk.g_00768
OG0000250	Prbl.g_00285	Prbk.g_00769
OG0000251	Prbl.g_00284	Prbk.g_00770
OG0000252	Prbl.g_00283	Prbk.g_00771
OG0000253	Prbl.g_00282	Prbk.g_00772
OG0000254	Prbl.g_00280	Prbk.g_00774
OG0000255	Prbl.g_00279	Prbk.g_00775
OG0000256	Prbl.g_00276	Prbk.g_00778
OG0000257	Prbl.g_00275	Prbk.g_00779
OG0000258	Prbl.g_00274	Prbk.g_00780
OG0000259	Prbl.g_00273	Prbk.g_00781
OG0000260	Prbl.g_00272	Prbk.g_00782
OG0000261	Prbl.g_00271	Prbk.g_00783
OG0000262	Prbl.g_00270	Prbk.g_00784
OG0000263	Prbl.g_00269	Prbk.g_00785
OG0000264	Prbl.g_02377	Prbk.g_02425
OG0000265	Prbl.g_00066	Prbk.g_01283
OG0000266	Prbl.g_00068	Prbk.g_01281
OG0000267	Prbl.g_00072	Prbk.g_01277
OG0000268	Prbl.g_00074	Prbk.g_01275
OG0000269	Prbl.g_00077	Prbk.g_01272
OG0000270	Prbl.g_00079	Prbk.g_01270
OG0000271	Prbl.g_00082	Prbk.g_01267
OG0000272	Prbl.g_00083	Prbk.g_01266
OG0000273	Prbl.g_00086	Prbk.g_01263
OG0000274	Prbl.g_00088	Prbk.g_01261
OG0000275	Prbl.g_00089	Prbk.g_01260
OG0000276	Prbl.g_00090	Prbk.g_01259
OG0000277	Prbl.g_00091	Prbk.g_01258
OG0000278	Prbl.g_00092	Prbk.g_01257
OG0000279	Prbl.g_00093	Prbk.g_01256
OG0000280	Prbl.g_00094	Prbk.g_01255
OG0000281	Prbl.g_00096	Prbk.g_01253
OG0000282	Prbl.g_00097	Prbk.g_01252
OG0000283	Prbl.g_00104	Prbk.g_01245
OG0000284	Prbl.g_00105	Prbk.g_01244
OG0000285	Prbl.g_01283	Prbk.g_00631
OG0000286	Prbl.g_01281	Prbk.g_00633
OG0000287	Prbl.g_00130	Prbk.g_00686
OG0000288	Prbl.g_00129	Prbk.g_00685
OG0000289	Prbl.g_00127	Prbk.g_00683
OG0000290	Prbl.g_00126	Prbk.g_00682
OG0000291	Prbl.g_00124	Prbk.g_00680
OG0000292	Prbl.g_01244	Prbk.g_00670
OG0000293	Prbl.g_01245	Prbk.g_00669
OG0000294	Prbl.g_01246	Prbk.g_00668
OG0000295	Prbl.g_01252	Prbk.g_00662
OG0000296	Prbl.g_01253	Prbk.g_00661
OG0000297	Prbl.g_01256	Prbk.g_00658
OG0000298	Prbl.g_01257	Prbk.g_00657
OG0000299	Prbl.g_01258	Prbk.g_00656
OG0000300	Prbl.g_01259	Prbk.g_00655
OG0000301	Prbl.g_01260	Prbk.g_00654
OG0000302	Prbl.g_01261	Prbk.g_00653
OG0000303	Prbl.g_01262	Prbk.g_00652
OG0000304	Prbl.g_01264	Prbk.g_00650
OG0000305	Prbl.g_01265	Prbk.g_00649
OG0000306	Prbl.g_01266	Prbk.g_00648
OG0000307	Prbl.g_01918	Prbk.g_01364
OG0000308	Prbl.g_01769	Prbk.g_01136
OG0000309	Prbl.g_01770	Prbk.g_01135
OG0000310	Prbl.g_01771	Prbk.g_01134
OG0000311	Prbl.g_01922	Prbk.g_01368
OG0000312	Prbl.g_01923	Prbk.g_01369
OG0000313	Prbl.g_00199	Prbk.g_01521
OG0000314	Prbl.g_00193	Prbk.g_01515
OG0000315	Prbl.g_00192	Prbk.g_01514
OG0000316	Prbl.g_02679	Prbk.g_01900
OG0000317	Prbl.g_02666	Prbk.g_01012
OG0000318	Prbl.g_01516	Prbk.g_01011
OG0000319	Prbl.g_01515	Prbk.g_01010
OG0000320	Prbl.g_01513	Prbk.g_01008
OG0000321	Prbl.g_01508	Prbk.g_01003
OG0000322	Prbl.g_01499	Prbk.g_00371
OG0000323	Prbl.g_01498	Prbk.g_00372
OG0000324	Prbl.g_01496	Prbk.g_00374
OG0000325	Prbl.g_01494	Prbk.g_00376
OG0000326	Prbl.g_01492	Prbk.g_00378
OG0000327	Prbl.g_01486	Prbk.g_00384
OG0000328	Prbl.g_01919	Prbk.g_01365
OG0000329	Prbl.g_01473	Prbk.g_00397
OG0000330	Prbl.g_01472	Prbk.g_00398
OG0000331	Prbl.g_01470	Prbk.g_00400
OG0000332	Prbl.g_01469	Prbk.g_00401
OG0000333	Prbl.g_01468	Prbk.g_00402
OG0000334	Prbl.g_01467	Prbk.g_00403
OG0000335	Prbl.g_01466	Prbk.g_00404
OG0000336	Prbl.g_01464	Prbk.g_00406
OG0000337	Prbl.g_01459	Prbk.g_00411
OG0000338	Prbl.g_01458	Prbk.g_00412
OG0000339	Prbl.g_01457	Prbk.g_00413
OG0000340	Prbl.g_01455	Prbk.g_00415
OG0000341	Prbl.g_01450	Prbk.g_00420
OG0000342	Prbl.g_01449	Prbk.g_00421
OG0000343	Prbl.g_01447	Prbk.g_00423
OG0000344	Prbl.g_01445	Prbk.g_00425
OG0000345	Prbl.g_01444	Prbk.g_00426
OG0000346	Prbl.g_01443	Prbk.g_00427
OG0000347	Prbl.g_01442	Prbk.g_00428
OG0000348	Prbl.g_01441	Prbk.g_00429
OG0000349	Prbl.g_01440	Prbk.g_00430
OG0000350	Prbl.g_01439	Prbk.g_00431
OG0000351	Prbl.g_01435	Prbk.g_00435
OG0000352	Prbl.g_01431	Prbk.g_00439
OG0000353	Prbl.g_01428	Prbk.g_00442
OG0000354	Prbl.g_01427	Prbk.g_00443
OG0000355	Prbl.g_01426	Prbk.g_00444
OG0000356	Prbl.g_01421	Prbk.g_00449
OG0000357	Prbl.g_01420	Prbk.g_00450
OG0000358	Prbl.g_01419	Prbk.g_00451
OG0000359	Prbl.g_01417	Prbk.g_00453
OG0000360	Prbl.g_01414	Prbk.g_00456
OG0000361	Prbl.g_01413	Prbk.g_00457
OG0000362	Prbl.g_00911	Prbk.g_00458
OG0000363	Prbl.g_00909	Prbk.g_00460
OG0000364	Prbl.g_00908	Prbk.g_00461
OG0000365	Prbl.g_00907	Prbk.g_00462
OG0000366	Prbl.g_00906	Prbk.g_00463
OG0000367	Prbl.g_00905	Prbk.g_00464
OG0000368	Prbl.g_00904	Prbk.g_00465
OG0000369	Prbl.g_00903	Prbk.g_00466
OG0000370	Prbl.g_00902	Prbk.g_00467
OG0000371	Prbl.g_00901	Prbk.g_00468
OG0000372	Prbl.g_00898	Prbk.g_00471
OG0000373	Prbl.g_00888	Prbk.g_00481
OG0000374	Prbl.g_00886	Prbk.g_00483
OG0000375	Prbl.g_00877	Prbk.g_00492
OG0000376	Prbl.g_01183	Prbk.g_00853
OG0000377	Prbl.g_01190	Prbk.g_00860
OG0000378	Prbl.g_01191	Prbk.g_00861
OG0000379	Prbl.g_01201	Prbk.g_00871
OG0000380	Prbl.g_01203	Prbk.g_00873
OG0000381	Prbl.g_01204	Prbk.g_00874
OG0000382	Prbl.g_01206	Prbk.g_00876
OG0000383	Prbl.g_01210	Prbk.g_00881
OG0000384	Prbl.g_01211	Prbk.g_00882
OG0000385	Prbl.g_01217	Prbk.g_00888
OG0000386	Prbl.g_01218	Prbk.g_00889
OG0000387	Prbl.g_01219	Prbk.g_00890
OG0000388	Prbl.g_01220	Prbk.g_00891
OG0000389	Prbl.g_01221	Prbk.g_00892
OG0000390	Prbl.g_01222	Prbk.g_00893
OG0000391	Prbl.g_01223	Prbk.g_00894
OG0000392	Prbl.g_01224	Prbk.g_00895
OG0000393	Prbl.g_02673	Prbk.g_00365
OG0000394	Prbl.g_02674	Prbk.g_00364
OG0000395	Prbl.g_02678	Prbk.g_00360
OG0000396	Prbl.g_01564	Prbk.g_02556
OG0000397	Prbl.g_00609	Prbk.g_01321
OG0000398	Prbl.g_00410	Prbk.g_00924
OG0000399	Prbl.g_01693	Prbk.g_01693
OG0000400	Prbl.g_02681	Prbk.g_01902
OG0000401	Prbl.g_00676	Prbk.g_00352
OG0000402	Prbl.g_00675	Prbk.g_00351
OG0000403	Prbl.g_00663	Prbk.g_00339
OG0000404	Prbl.g_00653	Prbk.g_00329
OG0000405	Prbl.g_00652	Prbk.g_00328
OG0000406	Prbl.g_00650	Prbk.g_00326
OG0000407	Prbl.g_00649	Prbk.g_00325
OG0000408	Prbl.g_00648	Prbk.g_00324
OG0000409	Prbl.g_00647	Prbk.g_00323
OG0000410	Prbl.g_00645	Prbk.g_00321
OG0000411	Prbl.g_00644	Prbk.g_00320
OG0000412	Prbl.g_00643	Prbk.g_00319
OG0000413	Prbl.g_00642	Prbk.g_00318
OG0000414	Prbl.g_00641	Prbk.g_00317
OG0000415	Prbl.g_00640	Prbk.g_00316
OG0000416	Prbl.g_00639	Prbk.g_00315
OG0000417	Prbl.g_00635	Prbk.g_00311
OG0000418	Prbl.g_00634	Prbk.g_00310
OG0000419	Prbl.g_00633	Prbk.g_00309
OG0000420	Prbl.g_00632	Prbk.g_00308
OG0000421	Prbl.g_00625	Prbk.g_00301
OG0000422	Prbl.g_00623	Prbk.g_00299
OG0000423	Prbl.g_00622	Prbk.g_00298
OG0000424	Prbl.g_00619	Prbk.g_00295
OG0000425	Prbl.g_01364	Prbk.g_02088
OG0000426	Prbl.g_01363	Prbk.g_02089
OG0000427	Prbl.g_01360	Prbk.g_02092
OG0000428	Prbl.g_01348	Prbk.g_02105
OG0000429	Prbl.g_01346	Prbk.g_02107
OG0000430	Prbl.g_01344	Prbk.g_02109
OG0000431	Prbl.g_01342	Prbk.g_02111
OG0000432	Prbl.g_01341	Prbk.g_02112
OG0000433	Prbl.g_00503	Prbk.g_02053
OG0000434	Prbl.g_00506	Prbk.g_02056
OG0000435	Prbl.g_00510	Prbk.g_02060
OG0000436	Prbl.g_00512	Prbk.g_02062
OG0000437	Prbl.g_00514	Prbk.g_02064
OG0000438	Prbl.g_00515	Prbk.g_02065
OG0000439	Prbl.g_00516	Prbk.g_02066
OG0000440	Prbl.g_00519	Prbk.g_02069
OG0000441	Prbl.g_00521	Prbk.g_02071
OG0000442	Prbl.g_00522	Prbk.g_02072
OG0000443	Prbl.g_00523	Prbk.g_02073
OG0000444	Prbl.g_00524	Prbk.g_02074
OG0000445	Prbl.g_00525	Prbk.g_02075
OG0000446	Prbl.g_00526	Prbk.g_02076
OG0000447	Prbl.g_00527	Prbk.g_02077
OG0000448	Prbl.g_00528	Prbk.g_02078
OG0000449	Prbl.g_00536	Prbk.g_01865
OG0000450	Prbl.g_00806	Prbk.g_01041
OG0000451	Prbl.g_00805	Prbk.g_01042
OG0000452	Prbl.g_00804	Prbk.g_01043
OG0000453	Prbl.g_00801	Prbk.g_01046
OG0000454	Prbl.g_00800	Prbk.g_01047
OG0000455	Prbl.g_00799	Prbk.g_01048
OG0000456	Prbl.g_00798	Prbk.g_01049
OG0000457	Prbl.g_00797	Prbk.g_01050
OG0000458	Prbl.g_00795	Prbk.g_01051
OG0000459	Prbl.g_00794	Prbk.g_01052
OG0000460	Prbl.g_00792	Prbk.g_01054
OG0000461	Prbl.g_00791	Prbk.g_01055
OG0000462	Prbl.g_00790	Prbk.g_01056
OG0000463	Prbl.g_00785	Prbk.g_01061
OG0000464	Prbl.g_00780	Prbk.g_01066
OG0000465	Prbl.g_00779	Prbk.g_01067
OG0000466	Prbl.g_00778	Prbk.g_01068
OG0000467	Prbl.g_00776	Prbk.g_01070
OG0000468	Prbl.g_00775	Prbk.g_01071
OG0000469	Prbl.g_00770	Prbk.g_01076
OG0000470	Prbl.g_01526	Prbk.g_01965
OG0000471	Prbl.g_00032	Prbk.g_01772
OG0000472	Prbl.g_00765	Prbk.g_01081
OG0000473	Prbl.g_00763	Prbk.g_01083
OG0000474	Prbl.g_00761	Prbk.g_01085
OG0000475	Prbl.g_00760	Prbk.g_01086
OG0000476	Prbl.g_00754	Prbk.g_01092
OG0000477	Prbl.g_00751	Prbk.g_01095
OG0000478	Prbl.g_00749	Prbk.g_01097
OG0000479	Prbl.g_00747	Prbk.g_01099
OG0000480	Prbl.g_02645	Prbk.g_02686
OG0000481	Prbl.g_01878	Prbk.g_01898
OG0000482	Prbl.g_01879	Prbk.g_01897
OG0000483	Prbl.g_01881	Prbk.g_01895
OG0000484	Prbl.g_01882	Prbk.g_01894
OG0000485	Prbl.g_01883	Prbk.g_01893
OG0000486	Prbl.g_01884	Prbk.g_01892
OG0000487	Prbl.g_01885	Prbk.g_01891
OG0000488	Prbl.g_01887	Prbk.g_01889
OG0000489	Prbl.g_01888	Prbk.g_01888
OG0000490	Prbl.g_01889	Prbk.g_01887
OG0000491	Prbl.g_01890	Prbk.g_01886
OG0000492	Prbl.g_01891	Prbk.g_01885
OG0000493	Prbl.g_01892	Prbk.g_01884
OG0000494	Prbl.g_01894	Prbk.g_01882
OG0000495	Prbl.g_01895	Prbk.g_01881
OG0000496	Prbl.g_01897	Prbk.g_01879
OG0000497	Prbl.g_01899	Prbk.g_01877
OG0000498	Prbl.g_01900	Prbk.g_01876
OG0000499	Prbl.g_01902	Prbk.g_01874
OG0000500	Prbl.g_01903	Prbk.g_01873
OG0000501	Prbl.g_01801	Prbk.g_01104
OG0000502	Prbl.g_01800	Prbk.g_01105
OG0000503	Prbl.g_01799	Prbk.g_01106
OG0000504	Prbl.g_01797	Prbk.g_01108
OG0000505	Prbl.g_01796	Prbk.g_01109
OG0000506	Prbl.g_01795	Prbk.g_01110
OG0000507	Prbl.g_01794	Prbk.g_01111
OG0000508	Prbl.g_01790	Prbk.g_01115
OG0000509	Prbl.g_01789	Prbk.g_01116
OG0000510	Prbl.g_01788	Prbk.g_01117
OG0000511	Prbl.g_01787	Prbk.g_01118
OG0000512	Prbl.g_01786	Prbk.g_01119
OG0000513	Prbl.g_01785	Prbk.g_01120
OG0000514	Prbl.g_01784	Prbk.g_01121
OG0000515	Prbl.g_01781	Prbk.g_01124
OG0000516	Prbl.g_01780	Prbk.g_01125
OG0000517	Prbl.g_01779	Prbk.g_01126
OG0000518	Prbl.g_01775	Prbk.g_01130
OG0000519	Prbl.g_01774	Prbk.g_01131
OG0000520	Prbl.g_01773	Prbk.g_01132
OG0000521	Prbl.g_01772	Prbk.g_01133
OG0000522	Prbl.g_01766	Prbk.g_01139
OG0000523	Prbl.g_01765	Prbk.g_01140
OG0000524	Prbl.g_01764	Prbk.g_01141
OG0000525	Prbl.g_01762	Prbk.g_01143
OG0000526	Prbl.g_01761	Prbk.g_01144
OG0000527	Prbl.g_01760	Prbk.g_01145
OG0000528	Prbl.g_01759	Prbk.g_01146
OG0000529	Prbl.g_01758	Prbk.g_01147
OG0000530	Prbl.g_01757	Prbk.g_01148
OG0000531	Prbl.g_01754	Prbk.g_01151
