Orthogroup	Prbl	Prat
OG0000220	Prbl.g_01320	Prat.g_00118
OG0000221	Prbl.g_01315	Prat.g_00122
OG0000222	Prbl.g_01314	Prat.g_00123
OG0000223	Prbl.g_01313	Prat.g_00124
OG0000224	Prbl.g_00827	Prat.g_00126
OG0000225	Prbl.g_00825	Prat.g_00128
OG0000226	Prbl.g_00822	Prat.g_00130
OG0000227	Prbl.g_00820	Prat.g_00131
OG0000228	Prbl.g_00819	Prat.g_00132
OG0000229	Prbl.g_00818	Prat.g_00133
OG0000230	Prbl.g_00817	Prat.g_00134
OG0000231	Prbl.g_00815	Prat.g_00601
OG0000232	Prbl.g_00814	Prat.g_00136
OG0000233	Prbl.g_00809	Prat.g_00139
OG0000234	Prbl.g_00305	Prat.g_00141
OG0000235	Prbl.g_00303	Prat.g_00144
OG0000236	Prbl.g_00302	Prat.g_00145
OG0000237	Prbl.g_00301	Prat.g_00146
OG0000238	Prbl.g_00300	Prat.g_00147
OG0000239	Prbl.g_00299	Prat.g_00148
OG0000240	Prbl.g_00297	Prat.g_00150
OG0000241	Prbl.g_00296	Prat.g_00151
OG0000242	Prbl.g_00295	Prat.g_00152
OG0000243	Prbl.g_00294	Prat.g_00153
OG0000244	Prbl.g_00293	Prat.g_00154
OG0000245	Prbl.g_00291	Prat.g_00156
OG0000246	Prbl.g_00289	Prat.g_00158
OG0000247	Prbl.g_00288	Prat.g_00159
OG0000248	Prbl.g_00287	Prat.g_00160
OG0000249	Prbl.g_00286	Prat.g_00161
OG0000250	Prbl.g_00285	Prat.g_00162
OG0000251	Prbl.g_00284	Prat.g_00163
OG0000252	Prbl.g_00283	Prat.g_00164
OG0000253	Prbl.g_00282	Prat.g_00165
OG0000254	Prbl.g_00280	Prat.g_00167
OG0000255	Prbl.g_00279	Prat.g_00169
OG0000256	Prbl.g_00276	Prat.g_00172
OG0000257	Prbl.g_00275	Prat.g_00174
OG0000258	Prbl.g_00274	Prat.g_00175
OG0000259	Prbl.g_00273	Prat.g_00176
OG0000260	Prbl.g_00272	Prat.g_00177
OG0000261	Prbl.g_00271	Prat.g_00178
OG0000262	Prbl.g_00270	Prat.g_00179
OG0000263	Prbl.g_00269	Prat.g_00180
OG0000264	Prbl.g_02377	Prat.g_00182
OG0000265	Prbl.g_00066	Prat.g_00183
OG0000266	Prbl.g_00068	Prat.g_00184
OG0000267	Prbl.g_00072	Prat.g_00186
OG0000268	Prbl.g_00074	Prat.g_00188
OG0000269	Prbl.g_00077	Prat.g_00189
OG0000270	Prbl.g_00079	Prat.g_00190
OG0000271	Prbl.g_00082	Prat.g_00191
OG0000272	Prbl.g_00083	Prat.g_00192
OG0000273	Prbl.g_00086	Prat.g_00193
OG0000274	Prbl.g_00088	Prat.g_00194
OG0000275	Prbl.g_00089	Prat.g_00195
OG0000276	Prbl.g_00090	Prat.g_00196
OG0000277	Prbl.g_00091	Prat.g_00197
OG0000278	Prbl.g_00092	Prat.g_00198
OG0000279	Prbl.g_00093	Prat.g_00199
OG0000280	Prbl.g_00094	Prat.g_00200
OG0000281	Prbl.g_00096	Prat.g_00202
OG0000282	Prbl.g_00097	Prat.g_00203
OG0000283	Prbl.g_00104	Prat.g_00206
OG0000284	Prbl.g_00105	Prat.g_00207
OG0000285	Prbl.g_01283	Prat.g_00208
OG0000286	Prbl.g_01281	Prat.g_00210
OG0000287	Prbl.g_00130	Prat.g_00211
OG0000288	Prbl.g_00129	Prat.g_00212
OG0000289	Prbl.g_00127	Prat.g_00213
OG0000290	Prbl.g_00126	Prat.g_00214
OG0000291	Prbl.g_00124	Prat.g_00215
OG0000292	Prbl.g_01244	Prat.g_00216
OG0000293	Prbl.g_01245	Prat.g_00217
OG0000294	Prbl.g_01246	Prat.g_00218
OG0000295	Prbl.g_01252	Prat.g_00219
OG0000296	Prbl.g_01253	Prat.g_00220
OG0000297	Prbl.g_01256	Prat.g_00221
OG0000298	Prbl.g_01257	Prat.g_00222
OG0000299	Prbl.g_01258	Prat.g_00223
OG0000300	Prbl.g_01259	Prat.g_00224
OG0000301	Prbl.g_01260	Prat.g_00225
OG0000302	Prbl.g_01261	Prat.g_00226
OG0000303	Prbl.g_01262	Prat.g_00227
OG0000304	Prbl.g_01264	Prat.g_00229
OG0000305	Prbl.g_01265	Prat.g_00230
OG0000306	Prbl.g_01266	Prat.g_00231
OG0000307	Prbl.g_01918	Prat.g_00233
OG0000308	Prbl.g_01769	Prat.g_00234
OG0000309	Prbl.g_01770	Prat.g_00235
OG0000310	Prbl.g_01771	Prat.g_00236
OG0000311	Prbl.g_01922	Prat.g_00238
OG0000312	Prbl.g_01923	Prat.g_00240
OG0000313	Prbl.g_00199	Prat.g_00241
OG0000314	Prbl.g_00193	Prat.g_00245
OG0000315	Prbl.g_00192	Prat.g_00246
OG0000316	Prbl.g_02679	Prat.g_00249
OG0000317	Prbl.g_02666	Prat.g_00250
OG0000318	Prbl.g_01516	Prat.g_00251
OG0000319	Prbl.g_01515	Prat.g_00252
OG0000320	Prbl.g_01513	Prat.g_00253
OG0000321	Prbl.g_01508	Prat.g_00256
OG0000322	Prbl.g_01499	Prat.g_00260
OG0000323	Prbl.g_01498	Prat.g_00261
OG0000324	Prbl.g_01496	Prat.g_00264
OG0000325	Prbl.g_01494	Prat.g_00266
OG0000326	Prbl.g_01492	Prat.g_00267
OG0000327	Prbl.g_01486	Prat.g_00269
OG0000328	Prbl.g_01919	Prat.g_00270
OG0000329	Prbl.g_01473	Prat.g_00271
OG0000330	Prbl.g_01472	Prat.g_00272
OG0000331	Prbl.g_01470	Prat.g_00273
OG0000332	Prbl.g_01469	Prat.g_00274
OG0000333	Prbl.g_01468	Prat.g_00275
OG0000334	Prbl.g_01467	Prat.g_00276
OG0000335	Prbl.g_01466	Prat.g_00277
OG0000336	Prbl.g_01464	Prat.g_00279
OG0000337	Prbl.g_01459	Prat.g_00282
OG0000338	Prbl.g_01458	Prat.g_00283
OG0000339	Prbl.g_01457	Prat.g_00284
OG0000340	Prbl.g_01455	Prat.g_00285
OG0000341	Prbl.g_01450	Prat.g_00290
OG0000342	Prbl.g_01449	Prat.g_00291
OG0000343	Prbl.g_01447	Prat.g_00293
OG0000344	Prbl.g_01445	Prat.g_00294
OG0000345	Prbl.g_01444	Prat.g_00295
OG0000346	Prbl.g_01443	Prat.g_00296
OG0000347	Prbl.g_01442	Prat.g_00297
OG0000348	Prbl.g_01441	Prat.g_00298
OG0000349	Prbl.g_01440	Prat.g_00299
OG0000350	Prbl.g_01439	Prat.g_00300
OG0000351	Prbl.g_01435	Prat.g_00303
OG0000352	Prbl.g_01431	Prat.g_00306
OG0000353	Prbl.g_01428	Prat.g_00307
OG0000354	Prbl.g_01427	Prat.g_00308
OG0000355	Prbl.g_01426	Prat.g_00309
OG0000356	Prbl.g_01421	Prat.g_00310
OG0000357	Prbl.g_01420	Prat.g_00311
OG0000358	Prbl.g_01419	Prat.g_00312
OG0000359	Prbl.g_01417	Prat.g_00313
OG0000360	Prbl.g_01414	Prat.g_00315
OG0000361	Prbl.g_01413	Prat.g_00316
OG0000362	Prbl.g_00911	Prat.g_00317
OG0000363	Prbl.g_00909	Prat.g_00318
OG0000364	Prbl.g_00908	Prat.g_00319
OG0000365	Prbl.g_00907	Prat.g_00320
OG0000366	Prbl.g_00906	Prat.g_00321
OG0000367	Prbl.g_00905	Prat.g_00322
OG0000368	Prbl.g_00904	Prat.g_00323
OG0000369	Prbl.g_00903	Prat.g_00324
OG0000370	Prbl.g_00902	Prat.g_00325
OG0000371	Prbl.g_00901	Prat.g_00326
OG0000372	Prbl.g_00898	Prat.g_00328
OG0000373	Prbl.g_00888	Prat.g_00330
OG0000374	Prbl.g_00886	Prat.g_00331
OG0000375	Prbl.g_00877	Prat.g_00332
OG0000376	Prbl.g_01183	Prat.g_00334
OG0000377	Prbl.g_01190	Prat.g_00340
OG0000378	Prbl.g_01191	Prat.g_00341
OG0000379	Prbl.g_01201	Prat.g_00348
OG0000380	Prbl.g_01203	Prat.g_00350
OG0000381	Prbl.g_01204	Prat.g_00351
OG0000382	Prbl.g_01206	Prat.g_00352
OG0000383	Prbl.g_01210	Prat.g_00355
OG0000384	Prbl.g_01211	Prat.g_00356
OG0000385	Prbl.g_01217	Prat.g_00359
OG0000386	Prbl.g_01218	Prat.g_00360
OG0000387	Prbl.g_01219	Prat.g_00361
OG0000388	Prbl.g_01220	Prat.g_00362
OG0000389	Prbl.g_01221	Prat.g_00363
OG0000390	Prbl.g_01222	Prat.g_00364
OG0000391	Prbl.g_01223	Prat.g_00365
OG0000392	Prbl.g_01224	Prat.g_00366
OG0000393	Prbl.g_02673	Prat.g_00369
OG0000394	Prbl.g_02674	Prat.g_00370
OG0000395	Prbl.g_02678	Prat.g_00373
OG0000396	Prbl.g_01564	Prat.g_00985
OG0000397	Prbl.g_00609	Prat.g_01203
OG0000398	Prbl.g_00410	Prat.g_01469
OG0000399	Prbl.g_01693	Prat.g_00671
OG0000400	Prbl.g_02681	Prat.g_01656
OG0000401	Prbl.g_00676	Prat.g_00390
OG0000402	Prbl.g_00675	Prat.g_00391
OG0000403	Prbl.g_00663	Prat.g_00392
OG0000404	Prbl.g_00653	Prat.g_00395
OG0000405	Prbl.g_00652	Prat.g_00396
OG0000406	Prbl.g_00650	Prat.g_00398
OG0000407	Prbl.g_00649	Prat.g_00399
OG0000408	Prbl.g_00648	Prat.g_00400
OG0000409	Prbl.g_00647	Prat.g_00401
OG0000410	Prbl.g_00645	Prat.g_00403
OG0000411	Prbl.g_00644	Prat.g_00404
OG0000412	Prbl.g_00643	Prat.g_00405
OG0000413	Prbl.g_00642	Prat.g_00406
OG0000414	Prbl.g_00641	Prat.g_00407
OG0000415	Prbl.g_00640	Prat.g_00408
OG0000416	Prbl.g_00639	Prat.g_00410
OG0000417	Prbl.g_00635	Prat.g_00411
OG0000418	Prbl.g_00634	Prat.g_00412
OG0000419	Prbl.g_00633	Prat.g_00413
OG0000420	Prbl.g_00632	Prat.g_00414
OG0000421	Prbl.g_00625	Prat.g_00415
OG0000422	Prbl.g_00623	Prat.g_00417
OG0000423	Prbl.g_00622	Prat.g_00418
OG0000424	Prbl.g_00619	Prat.g_00419
OG0000425	Prbl.g_01364	Prat.g_00424
OG0000426	Prbl.g_01363	Prat.g_00425
OG0000427	Prbl.g_01360	Prat.g_00426
OG0000428	Prbl.g_01348	Prat.g_00428
OG0000429	Prbl.g_01346	Prat.g_00429
OG0000430	Prbl.g_01344	Prat.g_00430
OG0000431	Prbl.g_01342	Prat.g_00432
OG0000432	Prbl.g_01341	Prat.g_00433
OG0000433	Prbl.g_00503	Prat.g_00436
OG0000434	Prbl.g_00506	Prat.g_00438
OG0000435	Prbl.g_00510	Prat.g_00439
OG0000436	Prbl.g_00512	Prat.g_00441
OG0000437	Prbl.g_00514	Prat.g_00443
OG0000438	Prbl.g_00515	Prat.g_00444
OG0000439	Prbl.g_00516	Prat.g_00445
OG0000440	Prbl.g_00519	Prat.g_00447
OG0000441	Prbl.g_00521	Prat.g_00448
OG0000442	Prbl.g_00522	Prat.g_00449
OG0000443	Prbl.g_00523	Prat.g_00450
OG0000444	Prbl.g_00524	Prat.g_00451
OG0000445	Prbl.g_00525	Prat.g_00453
OG0000446	Prbl.g_00526	Prat.g_00454
OG0000447	Prbl.g_00527	Prat.g_00455
OG0000448	Prbl.g_00528	Prat.g_00456
OG0000449	Prbl.g_00536	Prat.g_00463
OG0000450	Prbl.g_00806	Prat.g_00464
OG0000451	Prbl.g_00805	Prat.g_00465
OG0000452	Prbl.g_00804	Prat.g_00466
OG0000453	Prbl.g_00801	Prat.g_00468
OG0000454	Prbl.g_00800	Prat.g_00469
OG0000455	Prbl.g_00799	Prat.g_00470
OG0000456	Prbl.g_00798	Prat.g_00471
OG0000457	Prbl.g_00797	Prat.g_00473
OG0000458	Prbl.g_00795	Prat.g_00475
OG0000459	Prbl.g_00794	Prat.g_00476
OG0000460	Prbl.g_00792	Prat.g_00478
OG0000461	Prbl.g_00791	Prat.g_00479
OG0000462	Prbl.g_00790	Prat.g_00480
OG0000463	Prbl.g_00785	Prat.g_00482
OG0000464	Prbl.g_00780	Prat.g_00486
OG0000465	Prbl.g_00779	Prat.g_00487
OG0000466	Prbl.g_00778	Prat.g_00488
OG0000467	Prbl.g_00776	Prat.g_00489
OG0000468	Prbl.g_00775	Prat.g_00490
OG0000469	Prbl.g_00770	Prat.g_00491
OG0000470	Prbl.g_01526	Prat.g_00492
OG0000471	Prbl.g_00032	Prat.g_00493
OG0000472	Prbl.g_00765	Prat.g_00496
OG0000473	Prbl.g_00763	Prat.g_00497
OG0000474	Prbl.g_00761	Prat.g_00498
OG0000475	Prbl.g_00760	Prat.g_00499
OG0000476	Prbl.g_00754	Prat.g_00500
OG0000477	Prbl.g_00751	Prat.g_00501
OG0000478	Prbl.g_00749	Prat.g_00502
OG0000479	Prbl.g_00747	Prat.g_00503
OG0000480	Prbl.g_02645	Prat.g_00505
OG0000481	Prbl.g_01878	Prat.g_00506
OG0000482	Prbl.g_01879	Prat.g_00507
OG0000483	Prbl.g_01881	Prat.g_00508
OG0000484	Prbl.g_01882	Prat.g_00509
OG0000485	Prbl.g_01883	Prat.g_00510
OG0000486	Prbl.g_01884	Prat.g_00511
OG0000487	Prbl.g_01885	Prat.g_00512
OG0000488	Prbl.g_01887	Prat.g_00515
OG0000489	Prbl.g_01888	Prat.g_00516
OG0000490	Prbl.g_01889	Prat.g_00517
OG0000491	Prbl.g_01890	Prat.g_00518
OG0000492	Prbl.g_01891	Prat.g_00519
OG0000493	Prbl.g_01892	Prat.g_00520
OG0000494	Prbl.g_01894	Prat.g_00522
OG0000495	Prbl.g_01895	Prat.g_00523
OG0000496	Prbl.g_01897	Prat.g_00525
OG0000497	Prbl.g_01899	Prat.g_00527
OG0000498	Prbl.g_01900	Prat.g_00528
OG0000499	Prbl.g_01902	Prat.g_00530
OG0000500	Prbl.g_01903	Prat.g_00531
OG0000501	Prbl.g_01801	Prat.g_00533
OG0000502	Prbl.g_01800	Prat.g_00534
OG0000503	Prbl.g_01799	Prat.g_00536
OG0000504	Prbl.g_01797	Prat.g_00537
OG0000505	Prbl.g_01796	Prat.g_00538
OG0000506	Prbl.g_01795	Prat.g_00539
OG0000507	Prbl.g_01794	Prat.g_00540
OG0000508	Prbl.g_01790	Prat.g_00542
OG0000509	Prbl.g_01789	Prat.g_00543
OG0000510	Prbl.g_01788	Prat.g_00544
OG0000511	Prbl.g_01787	Prat.g_00545
OG0000512	Prbl.g_01786	Prat.g_00546
OG0000513	Prbl.g_01785	Prat.g_00547
OG0000514	Prbl.g_01784	Prat.g_00548
OG0000515	Prbl.g_01781	Prat.g_00549
OG0000516	Prbl.g_01780	Prat.g_00550
OG0000517	Prbl.g_01779	Prat.g_00551
OG0000518	Prbl.g_01775	Prat.g_00553
OG0000519	Prbl.g_01774	Prat.g_00554
OG0000520	Prbl.g_01773	Prat.g_00555
OG0000521	Prbl.g_01772	Prat.g_00556
OG0000522	Prbl.g_01766	Prat.g_00557
OG0000523	Prbl.g_01765	Prat.g_00558
OG0000524	Prbl.g_01764	Prat.g_00559
OG0000525	Prbl.g_01762	Prat.g_00561
OG0000526	Prbl.g_01761	Prat.g_00562
OG0000527	Prbl.g_01760	Prat.g_00563
OG0000528	Prbl.g_01759	Prat.g_00564
OG0000529	Prbl.g_01758	Prat.g_00565
OG0000530	Prbl.g_01757	Prat.g_00566
OG0000531	Prbl.g_01754	Prat.g_00568
OG0000532	Prbl.g_01752	Prat.g_00569
OG0000533	Prbl.g_01751	Prat.g_00570
OG0000534	Prbl.g_01750	Prat.g_00571
OG0000535	Prbl.g_01749	Prat.g_00572
OG0000536	Prbl.g_01748	Prat.g_00573
OG0000537	Prbl.g_01747	Prat.g_00574
OG0000538	Prbl.g_01746	Prat.g_00575
OG0000539	Prbl.g_01744	Prat.g_00576
OG0000540	Prbl.g_01742	Prat.g_00577
OG0000541	Prbl.g_01610	Prat.g_00579
OG0000542	Prbl.g_01611	Prat.g_00580
OG0000543	Prbl.g_01612	Prat.g_00581
OG0000544	Prbl.g_01613	Prat.g_00582
OG0000545	Prbl.g_01616	Prat.g_00584
OG0000546	Prbl.g_01617	Prat.g_00585
OG0000547	Prbl.g_01619	Prat.g_00587
OG0000548	Prbl.g_01624	Prat.g_00589
OG0000549	Prbl.g_01625	Prat.g_00590
OG0000550	Prbl.g_01626	Prat.g_00591
OG0000551	Prbl.g_01629	Prat.g_00592
OG0000552	Prbl.g_01631	Prat.g_00593
OG0000553	Prbl.g_01632	Prat.g_01097
OG0000554	Prbl.g_01634	Prat.g_01095
OG0000555	Prbl.g_01635	Prat.g_01094
OG0000556	Prbl.g_01636	Prat.g_01093
OG0000557	Prbl.g_01637	Prat.g_01091
OG0000558	Prbl.g_01639	Prat.g_01090
OG0000559	Prbl.g_01640	Prat.g_01089
OG0000560	Prbl.g_01642	Prat.g_01087
OG0000561	Prbl.g_01643	Prat.g_01086
OG0000562	Prbl.g_01645	Prat.g_01084
OG0000563	Prbl.g_01646	Prat.g_01083
OG0000564	Prbl.g_01647	Prat.g_01082
OG0000565	Prbl.g_01655	Prat.g_01081
OG0000566	Prbl.g_01656	Prat.g_01080
OG0000567	Prbl.g_01657	Prat.g_01079
OG0000568	Prbl.g_01658	Prat.g_01078
