Orthogroup	Prbl	Prac
OG0000072	Prbl.g_00897	Prac.g_01609
OG0000073	Prbl.g_01395	Prac.g_00702
OG0000074	Prbl.g_01859	Prac.g_00680
OG0000075	Prbl.g_02328	Prac.g_01468
OG0000076	Prbl.g_00927	Prac.g_01256
OG0000078	Prbl.g_00893	Prac.g_00256
OG0000079	Prbl.g_00417	Prac.g_00333
OG0000080	Prbl.g_00462	Prac.g_00886
OG0000081	Prbl.g_00857	Prac.g_00015
OG0000083	Prbl.g_02118	Prac.g_01944
OG0000084	Prbl.g_02115	Prac.g_01941
OG0000085	Prbl.g_01968	Prac.g_01924
OG0000087	Prbl.g_02273	Prac.g_01882
OG0000088	Prbl.g_01331	Prac.g_01818
OG0000089	Prbl.g_01316	Prac.g_01810
OG0000090	Prbl.g_00810	Prac.g_01792
OG0000091	Prbl.g_00278	Prac.g_01761
OG0000092	Prbl.g_00277	Prac.g_01760
OG0000093	Prbl.g_00069	Prac.g_01746
OG0000094	Prbl.g_00098	Prac.g_01728
OG0000095	Prbl.g_01282	Prac.g_01723
OG0000096	Prbl.g_01506	Prac.g_01679
OG0000097	Prbl.g_01461	Prac.g_01657
OG0000098	Prbl.g_01448	Prac.g_01647
OG0000099	Prbl.g_01436	Prac.g_01637
OG0000100	Prbl.g_01432	Prac.g_01634
OG0000101	Prbl.g_02677	Prac.g_01177
OG0000102	Prbl.g_02190	Prac.g_01150
OG0000103	Prbl.g_01339	Prac.g_01068
OG0000104	Prbl.g_00511	Prac.g_01064
OG0000105	Prbl.g_00533	Prac.g_00872
OG0000106	Prbl.g_00768	Prac.g_00840
OG0000107	Prbl.g_00766	Prac.g_00839
OG0000108	Prbl.g_02647	Prac.g_00829
OG0000109	Prbl.g_01886	Prac.g_00820
OG0000110	Prbl.g_01905	Prac.g_00804
OG0000111	Prbl.g_01043	Prac.g_00720
OG0000112	Prbl.g_01042	Prac.g_00719
OG0000113	Prbl.g_02432	Prac.g_01538
OG0000114	Prbl.g_02337	Prac.g_01477
OG0000115	Prbl.g_02478	Prac.g_01327
OG0000116	Prbl.g_02486	Prac.g_01323
OG0000117	Prbl.g_00930	Prac.g_01259
OG0000118	Prbl.g_02128	Prac.g_01207
OG0000119	Prbl.g_02202	Prac.g_01015
OG0000120	Prbl.g_02091	Prac.g_00979
OG0000121	Prbl.g_01119	Prac.g_00960
OG0000122	Prbl.g_02583	Prac.g_00941
OG0000123	Prbl.g_01102	Prac.g_00928
OG0000124	Prbl.g_00937	Prac.g_00448
OG0000125	Prbl.g_01736	Prac.g_00187
OG0000126	Prbl.g_00502	Prac.g_00217
OG0000127	Prbl.g_00258	Prac.g_00424
OG0000128	Prbl.g_00241	Prac.g_00410
OG0000129	Prbl.g_00709	Prac.g_00374
OG0000130	Prbl.g_00399	Prac.g_00627
OG0000131	Prbl.g_00350	Prac.g_00589
OG0000132	Prbl.g_00347	Prac.g_00586
OG0000133	Prbl.g_00957	Prac.g_00507
OG0000134	Prbl.g_00994	Prac.g_00543
OG0000135	Prbl.g_00996	Prac.g_00545
OG0000136	Prbl.g_00841	Prac.g_00026
OG0000137	Prbl.g_02053	Prac.g_00057
OG0000138	Prbl.g_02231	Prac.g_00092
OG0000139	Prbl.g_02147	Prac.g_00118
OG0000140	Prbl.g_02120	Prac.g_01946
OG0000141	Prbl.g_02119	Prac.g_01945
OG0000142	Prbl.g_02117	Prac.g_01943
OG0000143	Prbl.g_02116	Prac.g_01942
OG0000144	Prbl.g_02114	Prac.g_01940
OG0000145	Prbl.g_02112	Prac.g_01939
OG0000146	Prbl.g_02111	Prac.g_01938
OG0000147	Prbl.g_02110	Prac.g_01937
OG0000148	Prbl.g_02108	Prac.g_01935
OG0000149	Prbl.g_01955	Prac.g_01933
OG0000150	Prbl.g_01956	Prac.g_01932
OG0000151	Prbl.g_01961	Prac.g_01931
OG0000152	Prbl.g_01962	Prac.g_01930
OG0000153	Prbl.g_01963	Prac.g_01929
OG0000154	Prbl.g_01964	Prac.g_01928
OG0000155	Prbl.g_01965	Prac.g_01927
OG0000156	Prbl.g_01966	Prac.g_01926
OG0000157	Prbl.g_01967	Prac.g_01925
OG0000158	Prbl.g_01969	Prac.g_01923
OG0000159	Prbl.g_01970	Prac.g_01922
OG0000160	Prbl.g_01971	Prac.g_01921
OG0000161	Prbl.g_01972	Prac.g_01920
OG0000162	Prbl.g_01973	Prac.g_01919
OG0000163	Prbl.g_01975	Prac.g_01918
OG0000164	Prbl.g_01980	Prac.g_01915
OG0000165	Prbl.g_01985	Prac.g_01911
OG0000166	Prbl.g_01986	Prac.g_01910
OG0000167	Prbl.g_01987	Prac.g_01909
OG0000168	Prbl.g_01988	Prac.g_01892
OG0000169	Prbl.g_01990	Prac.g_01890
OG0000170	Prbl.g_02241	Prac.g_01889
OG0000171	Prbl.g_02243	Prac.g_01888
OG0000172	Prbl.g_02244	Prac.g_01886
OG0000173	Prbl.g_02251	Prac.g_01885
OG0000174	Prbl.g_02258	Prac.g_01884
OG0000175	Prbl.g_02266	Prac.g_01883
OG0000176	Prbl.g_02274	Prac.g_01881
OG0000177	Prbl.g_02275	Prac.g_01880
OG0000178	Prbl.g_02276	Prac.g_01879
OG0000179	Prbl.g_00614	Prac.g_01867
OG0000180	Prbl.g_00613	Prac.g_01866
OG0000181	Prbl.g_00612	Prac.g_01865
OG0000182	Prbl.g_00608	Prac.g_01862
OG0000183	Prbl.g_00607	Prac.g_01861
OG0000184	Prbl.g_00603	Prac.g_01858
OG0000185	Prbl.g_00597	Prac.g_01854
OG0000186	Prbl.g_00596	Prac.g_01853
OG0000187	Prbl.g_01075	Prac.g_01852
OG0000188	Prbl.g_00595	Prac.g_01851
OG0000189	Prbl.g_00592	Prac.g_01850
OG0000190	Prbl.g_00591	Prac.g_01849
OG0000191	Prbl.g_00590	Prac.g_01848
OG0000192	Prbl.g_00589	Prac.g_01847
OG0000193	Prbl.g_00588	Prac.g_01846
OG0000194	Prbl.g_00587	Prac.g_01845
OG0000195	Prbl.g_00583	Prac.g_01843
OG0000196	Prbl.g_00582	Prac.g_01842
OG0000197	Prbl.g_00576	Prac.g_01841
OG0000198	Prbl.g_00572	Prac.g_01840
OG0000199	Prbl.g_00567	Prac.g_01837
OG0000200	Prbl.g_00566	Prac.g_01836
OG0000201	Prbl.g_00565	Prac.g_01835
OG0000202	Prbl.g_00563	Prac.g_01834
OG0000203	Prbl.g_00562	Prac.g_01833
OG0000204	Prbl.g_00561	Prac.g_01832
OG0000205	Prbl.g_00559	Prac.g_01831
OG0000206	Prbl.g_00558	Prac.g_01830
OG0000207	Prbl.g_00557	Prac.g_01829
OG0000208	Prbl.g_00556	Prac.g_01828
OG0000209	Prbl.g_00555	Prac.g_01827
OG0000210	Prbl.g_00553	Prac.g_01825
OG0000211	Prbl.g_00552	Prac.g_01824
OG0000212	Prbl.g_00551	Prac.g_01823
OG0000213	Prbl.g_00548	Prac.g_01822
OG0000214	Prbl.g_00542	Prac.g_01820
OG0000215	Prbl.g_01332	Prac.g_01819
OG0000216	Prbl.g_01330	Prac.g_01817
OG0000217	Prbl.g_01328	Prac.g_01816
OG0000218	Prbl.g_01326	Prac.g_01815
OG0000219	Prbl.g_01325	Prac.g_01814
OG0000220	Prbl.g_01320	Prac.g_01811
OG0000221	Prbl.g_01315	Prac.g_01809
OG0000222	Prbl.g_01314	Prac.g_01808
OG0000223	Prbl.g_01313	Prac.g_01807
OG0000224	Prbl.g_00827	Prac.g_01804
OG0000225	Prbl.g_00825	Prac.g_01802
OG0000226	Prbl.g_00822	Prac.g_01801
OG0000227	Prbl.g_00820	Prac.g_01800
OG0000228	Prbl.g_00819	Prac.g_01799
OG0000229	Prbl.g_00818	Prac.g_01798
OG0000230	Prbl.g_00817	Prac.g_01797
OG0000231	Prbl.g_00815	Prac.g_01795
OG0000232	Prbl.g_00814	Prac.g_01794
OG0000233	Prbl.g_00809	Prac.g_01791
OG0000234	Prbl.g_00305	Prac.g_01789
OG0000235	Prbl.g_00303	Prac.g_01785
OG0000236	Prbl.g_00302	Prac.g_01784
OG0000237	Prbl.g_00301	Prac.g_01783
OG0000238	Prbl.g_00300	Prac.g_01782
OG0000239	Prbl.g_00299	Prac.g_01781
OG0000240	Prbl.g_00297	Prac.g_01779
OG0000241	Prbl.g_00296	Prac.g_01778
OG0000242	Prbl.g_00295	Prac.g_01777
OG0000243	Prbl.g_00294	Prac.g_01776
OG0000244	Prbl.g_00293	Prac.g_01775
OG0000245	Prbl.g_00291	Prac.g_01774
OG0000246	Prbl.g_00289	Prac.g_01772
OG0000247	Prbl.g_00288	Prac.g_01771
OG0000248	Prbl.g_00287	Prac.g_01770
OG0000249	Prbl.g_00286	Prac.g_01769
OG0000250	Prbl.g_00285	Prac.g_01768
OG0000251	Prbl.g_00284	Prac.g_01767
OG0000252	Prbl.g_00283	Prac.g_01766
OG0000253	Prbl.g_00282	Prac.g_01765
OG0000254	Prbl.g_00280	Prac.g_01763
OG0000255	Prbl.g_00279	Prac.g_01762
OG0000256	Prbl.g_00276	Prac.g_01759
OG0000257	Prbl.g_00275	Prac.g_01757
OG0000258	Prbl.g_00274	Prac.g_01756
OG0000259	Prbl.g_00273	Prac.g_01755
OG0000260	Prbl.g_00272	Prac.g_01754
OG0000261	Prbl.g_00271	Prac.g_01753
OG0000262	Prbl.g_00270	Prac.g_01752
OG0000263	Prbl.g_00269	Prac.g_01751
OG0000264	Prbl.g_02377	Prac.g_01749
OG0000265	Prbl.g_00066	Prac.g_01748
OG0000266	Prbl.g_00068	Prac.g_01747
OG0000267	Prbl.g_00072	Prac.g_01745
OG0000268	Prbl.g_00074	Prac.g_01744
OG0000269	Prbl.g_00077	Prac.g_01743
OG0000270	Prbl.g_00079	Prac.g_01742
OG0000271	Prbl.g_00082	Prac.g_01741
OG0000272	Prbl.g_00083	Prac.g_01740
OG0000273	Prbl.g_00086	Prac.g_01739
OG0000274	Prbl.g_00088	Prac.g_01738
OG0000275	Prbl.g_00089	Prac.g_01737
OG0000276	Prbl.g_00090	Prac.g_01736
OG0000277	Prbl.g_00091	Prac.g_01735
OG0000278	Prbl.g_00092	Prac.g_01734
OG0000279	Prbl.g_00093	Prac.g_01733
OG0000280	Prbl.g_00094	Prac.g_01732
OG0000281	Prbl.g_00096	Prac.g_01730
OG0000282	Prbl.g_00097	Prac.g_01729
OG0000283	Prbl.g_00104	Prac.g_01726
OG0000284	Prbl.g_00105	Prac.g_01725
OG0000285	Prbl.g_01283	Prac.g_01724
OG0000286	Prbl.g_01281	Prac.g_01722
OG0000287	Prbl.g_00130	Prac.g_01721
OG0000288	Prbl.g_00129	Prac.g_01720
OG0000289	Prbl.g_00127	Prac.g_01719
OG0000290	Prbl.g_00126	Prac.g_01718
OG0000291	Prbl.g_00124	Prac.g_01717
OG0000292	Prbl.g_01244	Prac.g_01716
OG0000293	Prbl.g_01245	Prac.g_01715
OG0000294	Prbl.g_01246	Prac.g_01714
OG0000295	Prbl.g_01252	Prac.g_01713
OG0000296	Prbl.g_01253	Prac.g_01712
OG0000297	Prbl.g_01256	Prac.g_01711
OG0000298	Prbl.g_01257	Prac.g_01710
OG0000299	Prbl.g_01258	Prac.g_01709
OG0000300	Prbl.g_01259	Prac.g_01708
OG0000301	Prbl.g_01260	Prac.g_01707
OG0000302	Prbl.g_01261	Prac.g_01706
OG0000303	Prbl.g_01262	Prac.g_01705
OG0000304	Prbl.g_01264	Prac.g_01704
OG0000305	Prbl.g_01265	Prac.g_01703
OG0000306	Prbl.g_01266	Prac.g_01702
OG0000307	Prbl.g_01918	Prac.g_01701
OG0000308	Prbl.g_01769	Prac.g_01700
OG0000309	Prbl.g_01770	Prac.g_01699
OG0000310	Prbl.g_01771	Prac.g_01698
OG0000311	Prbl.g_01922	Prac.g_01697
OG0000312	Prbl.g_01923	Prac.g_01695
OG0000313	Prbl.g_00199	Prac.g_01694
OG0000314	Prbl.g_00193	Prac.g_01691
OG0000315	Prbl.g_00192	Prac.g_01690
OG0000316	Prbl.g_02679	Prac.g_01688
OG0000317	Prbl.g_02666	Prac.g_01686
OG0000318	Prbl.g_01516	Prac.g_01685
OG0000319	Prbl.g_01515	Prac.g_01684
OG0000320	Prbl.g_01513	Prac.g_01683
OG0000321	Prbl.g_01508	Prac.g_01680
OG0000322	Prbl.g_01499	Prac.g_01678
OG0000323	Prbl.g_01498	Prac.g_01677
OG0000324	Prbl.g_01496	Prac.g_01674
OG0000325	Prbl.g_01494	Prac.g_01672
OG0000326	Prbl.g_01492	Prac.g_01671
OG0000327	Prbl.g_01486	Prac.g_01669
OG0000328	Prbl.g_01919	Prac.g_01668
OG0000329	Prbl.g_01473	Prac.g_01667
OG0000330	Prbl.g_01472	Prac.g_01666
OG0000331	Prbl.g_01470	Prac.g_01665
OG0000332	Prbl.g_01469	Prac.g_01664
OG0000333	Prbl.g_01468	Prac.g_01663
OG0000334	Prbl.g_01467	Prac.g_01662
OG0000335	Prbl.g_01466	Prac.g_01661
OG0000336	Prbl.g_01464	Prac.g_01660
OG0000337	Prbl.g_01459	Prac.g_01656
OG0000338	Prbl.g_01458	Prac.g_01655
OG0000339	Prbl.g_01457	Prac.g_01654
OG0000340	Prbl.g_01455	Prac.g_01653
OG0000341	Prbl.g_01450	Prac.g_01649
OG0000342	Prbl.g_01449	Prac.g_01648
OG0000343	Prbl.g_01447	Prac.g_01646
OG0000344	Prbl.g_01445	Prac.g_01645
OG0000345	Prbl.g_01444	Prac.g_01644
OG0000346	Prbl.g_01443	Prac.g_01643
OG0000347	Prbl.g_01442	Prac.g_01642
OG0000348	Prbl.g_01441	Prac.g_01641
OG0000349	Prbl.g_01440	Prac.g_01640
OG0000350	Prbl.g_01439	Prac.g_01639
OG0000351	Prbl.g_01435	Prac.g_01636
OG0000352	Prbl.g_01431	Prac.g_01633
OG0000353	Prbl.g_01428	Prac.g_01632
OG0000354	Prbl.g_01427	Prac.g_01631
OG0000355	Prbl.g_01426	Prac.g_01630
OG0000356	Prbl.g_01421	Prac.g_01629
OG0000357	Prbl.g_01420	Prac.g_01628
OG0000358	Prbl.g_01419	Prac.g_01627
OG0000359	Prbl.g_01417	Prac.g_01626
OG0000360	Prbl.g_01414	Prac.g_01623
OG0000361	Prbl.g_01413	Prac.g_01622
OG0000362	Prbl.g_00911	Prac.g_01621
OG0000363	Prbl.g_00909	Prac.g_01620
OG0000364	Prbl.g_00908	Prac.g_01619
OG0000365	Prbl.g_00907	Prac.g_01618
OG0000366	Prbl.g_00906	Prac.g_01617
OG0000367	Prbl.g_00905	Prac.g_01616
OG0000368	Prbl.g_00904	Prac.g_01615
OG0000369	Prbl.g_00903	Prac.g_01614
OG0000370	Prbl.g_00902	Prac.g_01613
OG0000371	Prbl.g_00901	Prac.g_01612
OG0000372	Prbl.g_00898	Prac.g_01610
OG0000373	Prbl.g_00888	Prac.g_01608
OG0000374	Prbl.g_00886	Prac.g_01607
OG0000375	Prbl.g_00877	Prac.g_01606
OG0000376	Prbl.g_01183	Prac.g_01604
OG0000377	Prbl.g_01190	Prac.g_01603
OG0000378	Prbl.g_01191	Prac.g_01602
OG0000379	Prbl.g_01201	Prac.g_01200
OG0000380	Prbl.g_01203	Prac.g_01199
OG0000381	Prbl.g_01204	Prac.g_01198
OG0000382	Prbl.g_01206	Prac.g_01196
OG0000383	Prbl.g_01210	Prac.g_01193
OG0000384	Prbl.g_01211	Prac.g_01192
OG0000385	Prbl.g_01217	Prac.g_01189
OG0000386	Prbl.g_01218	Prac.g_01188
OG0000387	Prbl.g_01219	Prac.g_01187
OG0000388	Prbl.g_01220	Prac.g_01186
OG0000389	Prbl.g_01221	Prac.g_01185
OG0000390	Prbl.g_01222	Prac.g_01184
OG0000391	Prbl.g_01223	Prac.g_01183
OG0000392	Prbl.g_01224	Prac.g_01182
OG0000393	Prbl.g_02673	Prac.g_01179
OG0000394	Prbl.g_02674	Prac.g_01178
OG0000395	Prbl.g_02678	Prac.g_01176
OG0000396	Prbl.g_01564	Prac.g_01175
OG0000397	Prbl.g_00609	Prac.g_01162
OG0000398	Prbl.g_00410	Prac.g_01154
OG0000399	Prbl.g_01693	Prac.g_01153
OG0000400	Prbl.g_02681	Prac.g_01148
OG0000401	Prbl.g_00676	Prac.g_01116
OG0000402	Prbl.g_00675	Prac.g_01115
OG0000403	Prbl.g_00663	Prac.g_01114
OG0000404	Prbl.g_00653	Prac.g_01112
OG0000405	Prbl.g_00652	Prac.g_01111
OG0000406	Prbl.g_00650	Prac.g_01109
OG0000407	Prbl.g_00649	Prac.g_01108
OG0000408	Prbl.g_00648	Prac.g_01107
OG0000409	Prbl.g_00647	Prac.g_01106
OG0000410	Prbl.g_00645	Prac.g_01105
OG0000411	Prbl.g_00644	Prac.g_01104
OG0000412	Prbl.g_00643	Prac.g_01103
OG0000413	Prbl.g_00642	Prac.g_01102
OG0000414	Prbl.g_00641	Prac.g_01101
OG0000415	Prbl.g_00640	Prac.g_01100
OG0000416	Prbl.g_00639	Prac.g_01099
OG0000417	Prbl.g_00635	Prac.g_01098
OG0000418	Prbl.g_00634	Prac.g_01097
OG0000419	Prbl.g_00633	Prac.g_01096
OG0000420	Prbl.g_00632	Prac.g_01095
OG0000421	Prbl.g_00625	Prac.g_01094
OG0000422	Prbl.g_00623	Prac.g_01092
OG0000423	Prbl.g_00622	Prac.g_01091
OG0000424	Prbl.g_00619	Prac.g_01089
OG0000425	Prbl.g_01364	Prac.g_01084
OG0000426	Prbl.g_01363	Prac.g_01083
OG0000427	Prbl.g_01360	Prac.g_01082
OG0000428	Prbl.g_01348	Prac.g_01081
OG0000429	Prbl.g_01346	Prac.g_01080
OG0000430	Prbl.g_01344	Prac.g_01073
OG0000431	Prbl.g_01342	Prac.g_01071
OG0000432	Prbl.g_01341	Prac.g_01070
OG0000433	Prbl.g_00503	Prac.g_01067
OG0000434	Prbl.g_00506	Prac.g_01066
OG0000435	Prbl.g_00510	Prac.g_01065
OG0000436	Prbl.g_00512	Prac.g_01063
OG0000437	Prbl.g_00514	Prac.g_01061
OG0000438	Prbl.g_00515	Prac.g_01060
OG0000439	Prbl.g_00516	Prac.g_01059
OG0000440	Prbl.g_00519	Prac.g_01057
OG0000441	Prbl.g_00521	Prac.g_01056
OG0000442	Prbl.g_00522	Prac.g_01055
OG0000443	Prbl.g_00523	Prac.g_01054
OG0000444	Prbl.g_00524	Prac.g_01053
OG0000445	Prbl.g_00525	Prac.g_01052
OG0000446	Prbl.g_00526	Prac.g_01051
OG0000447	Prbl.g_00527	Prac.g_01050
OG0000448	Prbl.g_00528	Prac.g_01049
OG0000449	Prbl.g_00536	Prac.g_00871
OG0000450	Prbl.g_00806	Prac.g_00870
OG0000451	Prbl.g_00805	Prac.g_00869
OG0000452	Prbl.g_00804	Prac.g_00868
OG0000453	Prbl.g_00801	Prac.g_00866
OG0000454	Prbl.g_00800	Prac.g_00865
OG0000455	Prbl.g_00799	Prac.g_00864
OG0000456	Prbl.g_00798	Prac.g_00863
OG0000457	Prbl.g_00797	Prac.g_00861
OG0000458	Prbl.g_00795	Prac.g_00859
OG0000459	Prbl.g_00794	Prac.g_00858
OG0000460	Prbl.g_00792	Prac.g_00857
OG0000461	Prbl.g_00791	Prac.g_00856
OG0000462	Prbl.g_00790	Prac.g_00855
OG0000463	Prbl.g_00785	Prac.g_00854
OG0000464	Prbl.g_00780	Prac.g_00849
OG0000465	Prbl.g_00779	Prac.g_00847
OG0000466	Prbl.g_00778	Prac.g_00846
OG0000467	Prbl.g_00776	Prac.g_00845
OG0000468	Prbl.g_00775	Prac.g_00844
OG0000469	Prbl.g_00770	Prac.g_00843
OG0000470	Prbl.g_01526	Prac.g_00842
OG0000471	Prbl.g_00032	Prac.g_00841
OG0000472	Prbl.g_00765	Prac.g_00838
OG0000473	Prbl.g_00763	Prac.g_00837
OG0000474	Prbl.g_00761	Prac.g_00836
OG0000475	Prbl.g_00760	Prac.g_00835
OG0000476	Prbl.g_00754	Prac.g_00834
OG0000477	Prbl.g_00751	Prac.g_00832
OG0000478	Prbl.g_00749	Prac.g_00831
OG0000479	Prbl.g_00747	Prac.g_00830
OG0000480	Prbl.g_02645	Prac.g_00828
OG0000481	Prbl.g_01878	Prac.g_00827
OG0000482	Prbl.g_01879	Prac.g_00826
OG0000483	Prbl.g_01881	Prac.g_00825
OG0000484	Prbl.g_01882	Prac.g_00824
OG0000485	Prbl.g_01883	Prac.g_00823
OG0000486	Prbl.g_01884	Prac.g_00822
OG0000487	Prbl.g_01885	Prac.g_00821
OG0000488	Prbl.g_01887	Prac.g_00819
OG0000489	Prbl.g_01888	Prac.g_00818
OG0000490	Prbl.g_01889	Prac.g_00817
OG0000491	Prbl.g_01890	Prac.g_00816
OG0000492	Prbl.g_01891	Prac.g_00815
OG0000493	Prbl.g_01892	Prac.g_00814
OG0000494	Prbl.g_01894	Prac.g_00812
OG0000495	Prbl.g_01895	Prac.g_00811
OG0000496	Prbl.g_01897	Prac.g_00810
OG0000497	Prbl.g_01899	Prac.g_00809
OG0000498	Prbl.g_01900	Prac.g_00808
OG0000499	Prbl.g_01902	Prac.g_00806
OG0000500	Prbl.g_01903	Prac.g_00805
OG0000501	Prbl.g_01801	Prac.g_00803
OG0000502	Prbl.g_01800	Prac.g_00802
OG0000503	Prbl.g_01799	Prac.g_00801
OG0000504	Prbl.g_01797	Prac.g_00800
OG0000505	Prbl.g_01796	Prac.g_00799
OG0000506	Prbl.g_01795	Prac.g_00798
OG0000507	Prbl.g_01794	Prac.g_00797
OG0000508	Prbl.g_01790	Prac.g_00795
OG0000509	Prbl.g_01789	Prac.g_00794
OG0000510	Prbl.g_01788	Prac.g_00793
OG0000511	Prbl.g_01787	Prac.g_00792
OG0000512	Prbl.g_01786	Prac.g_00791
OG0000513	Prbl.g_01785	Prac.g_00790
OG0000514	Prbl.g_01784	Prac.g_00789
OG0000515	Prbl.g_01781	Prac.g_00787
OG0000516	Prbl.g_01780	Prac.g_00786
OG0000517	Prbl.g_01779	Prac.g_00785
OG0000518	Prbl.g_01775	Prac.g_00782
OG0000519	Prbl.g_01774	Prac.g_00780
OG0000520	Prbl.g_01773	Prac.g_00779
OG0000521	Prbl.g_01772	Prac.g_00778
OG0000522	Prbl.g_01766	Prac.g_00777
OG0000523	Prbl.g_01765	Prac.g_00776
OG0000524	Prbl.g_01764	Prac.g_00775
OG0000525	Prbl.g_01762	Prac.g_00772
OG0000526	Prbl.g_01761	Prac.g_00771
OG0000527	Prbl.g_01760	Prac.g_00770
OG0000528	Prbl.g_01759	Prac.g_00769
OG0000529	Prbl.g_01758	Prac.g_00768
OG0000530	Prbl.g_01757	Prac.g_00767
OG0000531	Prbl.g_01754	Prac.g_00766
OG0000532	Prbl.g_01752	Prac.g_00765
OG0000533	Prbl.g_01751	Prac.g_00764
OG0000534	Prbl.g_01750	Prac.g_00763
OG0000535	Prbl.g_01749	Prac.g_00762
OG0000536	Prbl.g_01748	Prac.g_00761
OG0000537	Prbl.g_01747	Prac.g_00760
OG0000538	Prbl.g_01746	Prac.g_00759
OG0000539	Prbl.g_01744	Prac.g_00758
OG0000540	Prbl.g_01742	Prac.g_00757
OG0000541	Prbl.g_01610	Prac.g_00756
OG0000542	Prbl.g_01611	Prac.g_00755
OG0000543	Prbl.g_01612	Prac.g_00754
OG0000544	Prbl.g_01613	Prac.g_00753
OG0000545	Prbl.g_01616	Prac.g_00750
OG0000546	Prbl.g_01617	Prac.g_00749
OG0000547	Prbl.g_01619	Prac.g_00747
OG0000548	Prbl.g_01624	Prac.g_00746
OG0000549	Prbl.g_01625	Prac.g_00745
OG0000550	Prbl.g_01626	Prac.g_00744
OG0000551	Prbl.g_01629	Prac.g_00743
OG0000552	Prbl.g_01631	Prac.g_00742
OG0000553	Prbl.g_01632	Prac.g_00741
OG0000554	Prbl.g_01634	Prac.g_00740
OG0000555	Prbl.g_01635	Prac.g_00739
OG0000556	Prbl.g_01636	Prac.g_00738
OG0000557	Prbl.g_01637	Prac.g_00737
OG0000558	Prbl.g_01639	Prac.g_00736
OG0000559	Prbl.g_01640	Prac.g_00735
OG0000560	Prbl.g_01642	Prac.g_00733
OG0000561	Prbl.g_01643	Prac.g_00732
OG0000562	Prbl.g_01645	Prac.g_00731
OG0000563	Prbl.g_01646	Prac.g_00730
OG0000564	Prbl.g_01647	Prac.g_00729
OG0000565	Prbl.g_01655	Prac.g_00728
OG0000566	Prbl.g_01656	Prac.g_00727
OG0000567	Prbl.g_01657	Prac.g_00726
OG0000568	Prbl.g_01658	Prac.g_00725
OG0000569	Prbl.g_01659	Prac.g_00724
OG0000570	Prbl.g_01662	Prac.g_00723
OG0000571	Prbl.g_01663	Prac.g_00722
OG0000572	Prbl.g_01664	Prac.g_00721
OG0000573	Prbl.g_01041	Prac.g_00718
