Orthogroup	Prat	Praj
OG0000107	Prat.g_00194	Praj.g_00232
OG0000108	Prat.g_00204	Praj.g_00242
OG0000109	Prat.g_00245	Praj.g_00280
OG0000110	Prat.g_00257	Praj.g_00290
OG0000111	Prat.g_00281	Praj.g_00310
OG0000112	Prat.g_00292	Praj.g_00320
OG0000113	Prat.g_00305	Praj.g_00332
OG0000114	Prat.g_00332	Praj.g_00360
OG0000115	Prat.g_00433	Praj.g_00466
OG0000116	Prat.g_00435	Praj.g_00468
OG0000117	Prat.g_00440	Praj.g_00473
OG0000118	Prat.g_00462	Praj.g_00491
OG0000119	Prat.g_00494	Praj.g_00523
OG0000120	Prat.g_00495	Praj.g_00524
OG0000121	Prat.g_00504	Praj.g_00534
OG0000122	Prat.g_00514, Prat.g_00513	Praj.g_00543
OG0000123	Prat.g_00548	Praj.g_00573
OG0000124	Prat.g_01073	Praj.g_00639
OG0000125	Prat.g_01072	Praj.g_00640
OG0000126	Prat.g_01071	Praj.g_00641
OG0000127	Prat.g_00760	Praj.g_00679
OG0000128	Prat.g_00790	Praj.g_00700
OG0000129	Prat.g_00815	Praj.g_00722
OG0000130	Prat.g_00856	Praj.g_00909
OG0000131	Prat.g_01039	Praj.g_00767
OG0000132	Prat.g_01004	Praj.g_00804
OG0000133	Prat.g_00734	Praj.g_00905
OG0000134	Prat.g_01053	Praj.g_00754
OG0000135	Prat.g_00900	Praj.g_00950
OG0000136	Prat.g_00962	Praj.g_01021
OG0000137	Prat.g_01557	Praj.g_01835
OG0000138	Prat.g_01161	Praj.g_01466
OG0000139	Prat.g_01150	Praj.g_01455
OG0000140	Prat.g_00595	Praj.g_01402
OG0000141	Prat.g_01509	Praj.g_01014
OG0000142	Prat.g_01261	Praj.g_01540
OG0000143	Prat.g_01291	Praj.g_01575
OG0000144	Prat.g_01338	Praj.g_01618
OG0000145	Prat.g_01354	Praj.g_01633
OG0000146	Prat.g_01392	Praj.g_01667
OG0000147	Prat.g_01441	Praj.g_01713
OG0000148	Prat.g_01442	Praj.g_01714
OG0000149	Prat.g_01589	Praj.g_01766
OG0000150	Prat.g_01377, Prat.g_01628	Praj.g_01803
OG0000151	Prat.g_01631	Praj.g_01805
OG0000152	Prat.g_01652	Praj.g_01825
OG0000153	Prat.g_01685	Praj.g_01910
OG0000154	Prat.g_01720	Praj.g_01946
OG0000155	Prat.g_01739	Praj.g_01965
OG0000156	Prat.g_01771	Praj.g_01997
OG0000157	Prat.g_01806	Praj.g_02034
OG0000158	Prat.g_01873	Praj.g_02128
OG0000160	Prat.g_00001	Praj.g_00001
OG0000161	Prat.g_00002	Praj.g_00002
OG0000162	Prat.g_00004	Praj.g_00004
OG0000163	Prat.g_00005	Praj.g_00005
OG0000164	Prat.g_00006	Praj.g_00006
OG0000165	Prat.g_00007	Praj.g_00007
OG0000166	Prat.g_00008	Praj.g_00008
OG0000167	Prat.g_00009	Praj.g_00009
OG0000168	Prat.g_00010	Praj.g_00010
OG0000169	Prat.g_00013	Praj.g_00012
OG0000170	Prat.g_00015	Praj.g_00014
OG0000171	Prat.g_00016	Praj.g_00015
OG0000172	Prat.g_00017	Praj.g_00016
OG0000173	Prat.g_00018	Praj.g_00017
OG0000174	Prat.g_00019	Praj.g_00018
OG0000175	Prat.g_00020	Praj.g_00019
OG0000176	Prat.g_00021	Praj.g_00020
OG0000177	Prat.g_00022	Praj.g_00021
OG0000178	Prat.g_00023	Praj.g_00022
OG0000179	Prat.g_00025	Praj.g_00024
OG0000180	Prat.g_00026	Praj.g_00025
OG0000181	Prat.g_00027	Praj.g_00026
OG0000182	Prat.g_00028	Praj.g_00027
OG0000183	Prat.g_00029	Praj.g_00028
OG0000184	Prat.g_00031	Praj.g_00029
OG0000185	Prat.g_00034	Praj.g_00032
OG0000186	Prat.g_00036	Praj.g_00034
OG0000187	Prat.g_00037	Praj.g_00035
OG0000188	Prat.g_00038	Praj.g_00036
OG0000189	Prat.g_00042	Praj.g_00044
OG0000190	Prat.g_00044	Praj.g_00046
OG0000191	Prat.g_00046	Praj.g_00047
OG0000192	Prat.g_00047	Praj.g_00048
OG0000193	Prat.g_00048	Praj.g_00049
OG0000194	Prat.g_00051	Praj.g_00050
OG0000195	Prat.g_00052	Praj.g_00051
OG0000196	Prat.g_00053	Praj.g_00052
OG0000197	Prat.g_00055	Praj.g_00054
OG0000198	Prat.g_00056	Praj.g_00055
OG0000199	Prat.g_00057	Praj.g_00056
OG0000200	Prat.g_00060	Praj.g_00102
OG0000201	Prat.g_00061	Praj.g_00103
OG0000202	Prat.g_00062	Praj.g_00104
OG0000203	Prat.g_00066	Praj.g_00107
OG0000204	Prat.g_00067	Praj.g_00108
OG0000205	Prat.g_00070	Praj.g_00111
OG0000206	Prat.g_00072	Praj.g_00113
OG0000207	Prat.g_00074	Praj.g_00115
OG0000208	Prat.g_00075	Praj.g_00116
OG0000209	Prat.g_01504	Praj.g_00117
OG0000210	Prat.g_00076	Praj.g_00118
OG0000211	Prat.g_00079	Praj.g_00119
OG0000212	Prat.g_00080	Praj.g_00120
OG0000213	Prat.g_00081	Praj.g_00121
OG0000214	Prat.g_00082	Praj.g_00122
OG0000215	Prat.g_00083	Praj.g_00123
OG0000216	Prat.g_00084	Praj.g_00124
OG0000217	Prat.g_00086	Praj.g_00126
OG0000218	Prat.g_00087	Praj.g_00127
OG0000219	Prat.g_00088	Praj.g_00128
OG0000220	Prat.g_00089	Praj.g_00129
OG0000221	Prat.g_00091	Praj.g_00132
OG0000222	Prat.g_00092	Praj.g_00133
OG0000223	Prat.g_00093	Praj.g_00134
OG0000224	Prat.g_00094	Praj.g_00135
OG0000225	Prat.g_00095	Praj.g_00136
OG0000226	Prat.g_00096	Praj.g_00137
OG0000227	Prat.g_00098	Praj.g_00139
OG0000228	Prat.g_00099	Praj.g_00140
OG0000229	Prat.g_00100	Praj.g_00141
OG0000230	Prat.g_00101	Praj.g_00142
OG0000231	Prat.g_00102	Praj.g_00143
OG0000232	Prat.g_00103	Praj.g_00144
OG0000233	Prat.g_00104	Praj.g_00145
OG0000234	Prat.g_00105	Praj.g_00146
OG0000235	Prat.g_00106	Praj.g_00147
OG0000236	Prat.g_00109	Praj.g_00150
OG0000237	Prat.g_00110	Praj.g_00151
OG0000238	Prat.g_00111	Praj.g_00152
OG0000239	Prat.g_00113	Praj.g_00154
OG0000240	Prat.g_00114	Praj.g_00156
OG0000241	Prat.g_00115	Praj.g_00157
OG0000242	Prat.g_00116	Praj.g_00158
OG0000243	Prat.g_00118	Praj.g_00160
OG0000244	Prat.g_00122	Praj.g_00163
OG0000245	Prat.g_00123	Praj.g_00164
OG0000246	Prat.g_00124	Praj.g_00165
OG0000247	Prat.g_00126	Praj.g_00168
OG0000248	Prat.g_00128	Praj.g_00170
OG0000249	Prat.g_00130	Praj.g_00172
OG0000250	Prat.g_00131	Praj.g_00173
OG0000251	Prat.g_00132	Praj.g_00174
OG0000252	Prat.g_00133	Praj.g_00175
OG0000253	Prat.g_00134	Praj.g_00176
OG0000254	Prat.g_00601	Praj.g_01057
OG0000255	Prat.g_00136	Praj.g_00177
OG0000256	Prat.g_00139	Praj.g_00180
OG0000257	Prat.g_00141	Praj.g_00183
OG0000258	Prat.g_00144	Praj.g_00185
OG0000259	Prat.g_00145	Praj.g_00186
OG0000260	Prat.g_00146	Praj.g_00187
OG0000261	Prat.g_00147	Praj.g_00188
OG0000262	Prat.g_00148	Praj.g_00189
OG0000263	Prat.g_00150	Praj.g_00191
OG0000264	Prat.g_00151	Praj.g_00192
OG0000265	Prat.g_00152	Praj.g_00193
OG0000266	Prat.g_00153	Praj.g_00194
OG0000267	Prat.g_00154	Praj.g_00195
OG0000268	Prat.g_00156	Praj.g_00196
OG0000269	Prat.g_00158	Praj.g_00198
OG0000270	Prat.g_00159	Praj.g_00199
OG0000271	Prat.g_00160	Praj.g_00200
OG0000272	Prat.g_00161	Praj.g_00201
OG0000273	Prat.g_00162	Praj.g_00202
OG0000274	Prat.g_00163	Praj.g_00203
OG0000275	Prat.g_00164	Praj.g_00204
OG0000276	Prat.g_00165	Praj.g_00205
OG0000277	Prat.g_00167	Praj.g_00207
OG0000278	Prat.g_00169	Praj.g_00208
OG0000279	Prat.g_00170	Praj.g_00209
OG0000280	Prat.g_00172	Praj.g_00211
OG0000281	Prat.g_00174	Praj.g_00212
OG0000282	Prat.g_00175	Praj.g_00213
OG0000283	Prat.g_00176	Praj.g_00214
OG0000284	Prat.g_00177	Praj.g_00215
OG0000285	Prat.g_00178	Praj.g_00216
OG0000286	Prat.g_00179	Praj.g_00217
OG0000287	Prat.g_00180	Praj.g_00218
OG0000288	Prat.g_00182	Praj.g_00220
OG0000289	Prat.g_00183	Praj.g_00221
OG0000290	Prat.g_00184	Praj.g_00222
OG0000291	Prat.g_00186	Praj.g_00224
OG0000292	Prat.g_00188	Praj.g_00226
OG0000293	Prat.g_00189	Praj.g_00227
OG0000294	Prat.g_00190	Praj.g_00228
OG0000295	Prat.g_00191	Praj.g_00229
OG0000296	Prat.g_00192	Praj.g_00230
OG0000297	Prat.g_00193	Praj.g_00231
OG0000298	Prat.g_00195	Praj.g_00233
OG0000299	Prat.g_00196	Praj.g_00234
OG0000300	Prat.g_00197	Praj.g_00235
OG0000301	Prat.g_00198	Praj.g_00236
OG0000302	Prat.g_00199	Praj.g_00237
OG0000303	Prat.g_00200	Praj.g_00238
OG0000304	Prat.g_00202	Praj.g_00240
OG0000305	Prat.g_00203	Praj.g_00241
OG0000306	Prat.g_00206	Praj.g_00243
OG0000307	Prat.g_00207	Praj.g_00244
OG0000308	Prat.g_00208	Praj.g_00245
OG0000309	Prat.g_00209	Praj.g_00246
OG0000310	Prat.g_00210	Praj.g_00247
OG0000311	Prat.g_00211	Praj.g_00248
OG0000312	Prat.g_00212	Praj.g_00249
OG0000313	Prat.g_00213	Praj.g_00250
OG0000314	Prat.g_00214	Praj.g_00251
OG0000315	Prat.g_00215	Praj.g_00252
OG0000316	Prat.g_00216	Praj.g_00253
OG0000317	Prat.g_00217	Praj.g_00254
OG0000318	Prat.g_00218	Praj.g_00255
OG0000319	Prat.g_00219	Praj.g_00256
OG0000320	Prat.g_00220	Praj.g_00257
OG0000321	Prat.g_00221	Praj.g_00258
OG0000322	Prat.g_00222	Praj.g_00259
OG0000323	Prat.g_00223	Praj.g_00260
OG0000324	Prat.g_00224	Praj.g_00261
OG0000325	Prat.g_00225	Praj.g_00262
OG0000326	Prat.g_00226	Praj.g_00263
OG0000327	Prat.g_00227	Praj.g_00264
OG0000328	Prat.g_00229	Praj.g_00265
OG0000329	Prat.g_00230	Praj.g_00266
OG0000330	Prat.g_00231	Praj.g_00267
OG0000331	Prat.g_00233	Praj.g_00268
OG0000332	Prat.g_00234	Praj.g_00269
OG0000333	Prat.g_00235	Praj.g_00270
OG0000334	Prat.g_00236	Praj.g_00271
OG0000335	Prat.g_00238	Praj.g_00273
OG0000336	Prat.g_00240	Praj.g_00275
OG0000337	Prat.g_00241	Praj.g_00276
OG0000338	Prat.g_00246	Praj.g_00281
OG0000339	Prat.g_00249	Praj.g_00283
OG0000340	Prat.g_00250	Praj.g_00285
OG0000341	Prat.g_00251	Praj.g_00286
OG0000342	Prat.g_00252	Praj.g_00287
OG0000343	Prat.g_00253	Praj.g_00288
OG0000344	Prat.g_00256	Praj.g_00289
OG0000345	Prat.g_00260	Praj.g_00292
OG0000346	Prat.g_00261	Praj.g_00293
OG0000347	Prat.g_00264	Praj.g_00296
OG0000348	Prat.g_00266	Praj.g_00297
OG0000349	Prat.g_00267	Praj.g_00298
OG0000350	Prat.g_00269	Praj.g_00299
OG0000351	Prat.g_00270	Praj.g_00300
OG0000352	Prat.g_00271	Praj.g_00301
OG0000353	Prat.g_00272	Praj.g_00302
OG0000354	Prat.g_00273	Praj.g_00303
OG0000355	Prat.g_00274	Praj.g_00304
OG0000356	Prat.g_00275	Praj.g_00305
OG0000357	Prat.g_00276	Praj.g_00306
OG0000358	Prat.g_00277	Praj.g_00307
OG0000359	Prat.g_00279	Praj.g_00309
OG0000360	Prat.g_00282	Praj.g_00311
OG0000361	Prat.g_00283	Praj.g_00312
OG0000362	Prat.g_00284	Praj.g_00313
OG0000363	Prat.g_00285	Praj.g_00314
OG0000364	Prat.g_00290	Praj.g_00318
OG0000365	Prat.g_00291	Praj.g_00319
OG0000366	Prat.g_00293	Praj.g_00321
OG0000367	Prat.g_00294	Praj.g_00322
OG0000368	Prat.g_00295	Praj.g_00323
OG0000369	Prat.g_00296	Praj.g_00324
OG0000370	Prat.g_00297	Praj.g_00325
OG0000371	Prat.g_00298	Praj.g_00326
OG0000372	Prat.g_00299	Praj.g_00327
OG0000373	Prat.g_00300	Praj.g_00328
OG0000374	Prat.g_00302	Praj.g_00329
OG0000375	Prat.g_00303	Praj.g_00330
OG0000376	Prat.g_00306	Praj.g_00333
OG0000377	Prat.g_00307	Praj.g_00334
OG0000378	Prat.g_00308	Praj.g_00335
OG0000379	Prat.g_00309	Praj.g_00336
OG0000380	Prat.g_00310	Praj.g_00337
OG0000381	Prat.g_00311	Praj.g_00338
OG0000382	Prat.g_00312	Praj.g_00339
OG0000383	Prat.g_00313	Praj.g_00340
OG0000384	Prat.g_00315	Praj.g_00343
OG0000385	Prat.g_00316	Praj.g_00344
OG0000386	Prat.g_00317	Praj.g_00345
OG0000387	Prat.g_00318	Praj.g_00346
OG0000388	Prat.g_00319	Praj.g_00347
OG0000389	Prat.g_00320	Praj.g_00348
OG0000390	Prat.g_00321	Praj.g_00349
OG0000391	Prat.g_00322	Praj.g_00350
OG0000392	Prat.g_00323	Praj.g_00351
OG0000393	Prat.g_00324	Praj.g_00352
OG0000394	Prat.g_00325	Praj.g_00353
OG0000395	Prat.g_00326	Praj.g_00354
OG0000396	Prat.g_00328	Praj.g_00356
OG0000397	Prat.g_00330	Praj.g_00358
OG0000398	Prat.g_00331	Praj.g_00359
OG0000399	Prat.g_00334	Praj.g_00362
OG0000400	Prat.g_00340	Praj.g_00368
OG0000401	Prat.g_00341	Praj.g_00724
OG0000402	Prat.g_00348	Praj.g_00380
OG0000403	Prat.g_00350	Praj.g_00382
OG0000404	Prat.g_00351	Praj.g_00383
OG0000405	Prat.g_00352	Praj.g_00384
OG0000406	Prat.g_00355	Praj.g_00387
OG0000407	Prat.g_00356	Praj.g_00388
OG0000408	Prat.g_00359	Praj.g_00390
OG0000409	Prat.g_00360	Praj.g_00391
OG0000410	Prat.g_00361	Praj.g_00392
OG0000411	Prat.g_00362	Praj.g_00393
OG0000412	Prat.g_00363	Praj.g_00394
OG0000413	Prat.g_00364	Praj.g_00395
OG0000414	Prat.g_00365	Praj.g_00396
OG0000415	Prat.g_00366	Praj.g_00397
OG0000416	Prat.g_00369	Praj.g_00402
OG0000417	Prat.g_00370	Praj.g_00403
OG0000418	Prat.g_00372	Praj.g_00405
OG0000419	Prat.g_00373	Praj.g_00406
OG0000420	Prat.g_00985	Praj.g_00824
OG0000421	Prat.g_01203	Praj.g_01049
OG0000422	Prat.g_01469	Praj.g_01081
OG0000423	Prat.g_00671	Praj.g_01244
OG0000424	Prat.g_01656	Praj.g_01869
OG0000425	Prat.g_00390	Praj.g_00425
OG0000426	Prat.g_00391	Praj.g_00426
OG0000427	Prat.g_00392	Praj.g_00427
OG0000428	Prat.g_00395	Praj.g_00429
OG0000429	Prat.g_00396	Praj.g_00430
OG0000430	Prat.g_00398	Praj.g_00432
OG0000431	Prat.g_00399	Praj.g_00433
OG0000432	Prat.g_00400	Praj.g_00434
OG0000433	Prat.g_00401	Praj.g_00435
OG0000434	Prat.g_00403	Praj.g_00436
OG0000435	Prat.g_00404	Praj.g_00437
OG0000436	Prat.g_00405	Praj.g_00438
OG0000437	Prat.g_00406	Praj.g_00439
OG0000438	Prat.g_00407	Praj.g_00440
OG0000439	Prat.g_00408	Praj.g_00441
OG0000440	Prat.g_00410	Praj.g_00442
OG0000441	Prat.g_00411	Praj.g_00443
OG0000442	Prat.g_00412	Praj.g_00444
OG0000443	Prat.g_00413	Praj.g_00445
OG0000444	Prat.g_00414	Praj.g_00446
OG0000445	Prat.g_00415	Praj.g_00447
OG0000446	Prat.g_00417	Praj.g_00449
OG0000447	Prat.g_00418	Praj.g_00450
OG0000448	Prat.g_00419	Praj.g_00451
OG0000449	Prat.g_00424	Praj.g_00457
OG0000450	Prat.g_00425	Praj.g_00458
OG0000451	Prat.g_00426	Praj.g_00459
OG0000452	Prat.g_00428	Praj.g_00461
OG0000453	Prat.g_00429	Praj.g_00462
OG0000454	Prat.g_00430	Praj.g_00464
OG0000455	Prat.g_00432	Praj.g_00465
OG0000456	Prat.g_00436	Praj.g_00469
OG0000457	Prat.g_00438	Praj.g_00471
OG0000458	Prat.g_00439	Praj.g_00472
OG0000459	Prat.g_00441	Praj.g_00474
OG0000460	Prat.g_00443	Praj.g_00476
OG0000461	Prat.g_00444	Praj.g_00477
OG0000462	Prat.g_00445	Praj.g_00478
OG0000463	Prat.g_00447	Praj.g_00479
OG0000464	Prat.g_00448	Praj.g_00480
OG0000465	Prat.g_00449	Praj.g_00481
OG0000466	Prat.g_00450	Praj.g_00482
OG0000467	Prat.g_00451	Praj.g_00483
OG0000468	Prat.g_00453	Praj.g_00484
OG0000469	Prat.g_00454	Praj.g_00485
OG0000470	Prat.g_00455	Praj.g_00486
OG0000471	Prat.g_00456	Praj.g_00487
OG0000472	Prat.g_00463	Praj.g_00492
OG0000473	Prat.g_00464	Praj.g_00493
OG0000474	Prat.g_00465	Praj.g_00494
OG0000475	Prat.g_00466	Praj.g_00495
OG0000476	Prat.g_00468	Praj.g_00497
OG0000477	Prat.g_00469	Praj.g_00498
OG0000478	Prat.g_00470	Praj.g_00499
OG0000479	Prat.g_00471	Praj.g_00500
OG0000480	Prat.g_00473	Praj.g_00502
OG0000481	Prat.g_00475	Praj.g_00504
OG0000482	Prat.g_00476	Praj.g_00505
OG0000483	Prat.g_00478	Praj.g_00507
OG0000484	Prat.g_00479	Praj.g_00508
OG0000485	Prat.g_00480	Praj.g_00509
OG0000486	Prat.g_00482	Praj.g_00511
OG0000487	Prat.g_00486	Praj.g_00515
OG0000488	Prat.g_00487	Praj.g_00516
OG0000489	Prat.g_00488	Praj.g_00517
OG0000490	Prat.g_00489	Praj.g_00518
OG0000491	Prat.g_00490	Praj.g_00519
OG0000492	Prat.g_00491	Praj.g_00520
OG0000493	Prat.g_00492	Praj.g_00521
OG0000494	Prat.g_00493	Praj.g_00522
OG0000495	Prat.g_00496	Praj.g_00525
OG0000496	Prat.g_00497	Praj.g_00526
OG0000497	Prat.g_00498	Praj.g_00527
OG0000498	Prat.g_00499	Praj.g_00528
OG0000499	Prat.g_00500	Praj.g_00529
OG0000500	Prat.g_00501	Praj.g_00531
OG0000501	Prat.g_00502	Praj.g_00532
OG0000502	Prat.g_00503	Praj.g_00533
OG0000503	Prat.g_00505	Praj.g_00535
OG0000504	Prat.g_00506	Praj.g_00536
OG0000505	Prat.g_00507	Praj.g_00537
OG0000506	Prat.g_00508	Praj.g_00538
OG0000507	Prat.g_00509	Praj.g_00539
OG0000508	Prat.g_00510	Praj.g_00540
OG0000509	Prat.g_00511	Praj.g_00541
OG0000510	Prat.g_00512	Praj.g_00542
OG0000511	Prat.g_00515	Praj.g_00544
OG0000512	Prat.g_00516	Praj.g_00545
OG0000513	Prat.g_00517	Praj.g_00546
OG0000514	Prat.g_00518	Praj.g_00547
OG0000515	Prat.g_00519	Praj.g_00548
OG0000516	Prat.g_00520	Praj.g_00549
OG0000517	Prat.g_00522	Praj.g_00551
OG0000518	Prat.g_00523	Praj.g_00552
OG0000519	Prat.g_00525	Praj.g_00553
OG0000520	Prat.g_00527	Praj.g_00554
OG0000521	Prat.g_00528	Praj.g_00555
OG0000522	Prat.g_00529	Praj.g_00556
OG0000523	Prat.g_00530	Praj.g_00557
OG0000524	Prat.g_00531	Praj.g_00558
OG0000525	Prat.g_00532	Praj.g_00559
OG0000526	Prat.g_00533	Praj.g_00560
OG0000527	Prat.g_00534	Praj.g_00561
OG0000528	Prat.g_00536	Praj.g_00562
OG0000529	Prat.g_00537	Praj.g_00563
OG0000530	Prat.g_00538	Praj.g_00564
OG0000531	Prat.g_00539	Praj.g_00565
OG0000532	Prat.g_00540	Praj.g_00566
OG0000533	Prat.g_00542	Praj.g_00567
OG0000534	Prat.g_00543	Praj.g_00568
OG0000535	Prat.g_00544	Praj.g_00569
OG0000536	Prat.g_00545	Praj.g_00570
OG0000537	Prat.g_00546	Praj.g_00571
OG0000538	Prat.g_00547	Praj.g_00572
OG0000539	Prat.g_00549	Praj.g_00574
OG0000540	Prat.g_00550	Praj.g_00575
OG0000541	Prat.g_00551	Praj.g_00576
OG0000542	Prat.g_00553	Praj.g_00578
OG0000543	Prat.g_00554	Praj.g_00579
OG0000544	Prat.g_00555	Praj.g_00581
OG0000545	Prat.g_00556	Praj.g_00580
OG0000546	Prat.g_00557	Praj.g_00582
OG0000547	Prat.g_00558	Praj.g_00583
OG0000548	Prat.g_00559	Praj.g_00584
OG0000549	Prat.g_00561	Praj.g_00586
OG0000550	Prat.g_00562	Praj.g_00587
OG0000551	Prat.g_00563	Praj.g_00588
OG0000552	Prat.g_00564	Praj.g_00589
OG0000553	Prat.g_00565	Praj.g_00590
OG0000554	Prat.g_00566	Praj.g_00591
OG0000555	Prat.g_00568	Praj.g_00593
OG0000556	Prat.g_00569	Praj.g_00594
OG0000557	Prat.g_00570	Praj.g_00595
OG0000558	Prat.g_00571	Praj.g_00596
OG0000559	Prat.g_00572	Praj.g_00597
OG0000560	Prat.g_00573	Praj.g_00598
OG0000561	Prat.g_00574	Praj.g_00599
OG0000562	Prat.g_00575	Praj.g_00600
OG0000563	Prat.g_00576	Praj.g_00601
OG0000564	Prat.g_00577	Praj.g_00602
OG0000565	Prat.g_00579	Praj.g_00603
OG0000566	Prat.g_00580	Praj.g_00604
OG0000567	Prat.g_00581	Praj.g_00605
OG0000568	Prat.g_00582	Praj.g_00606
OG0000569	Prat.g_00584	Praj.g_00609
OG0000570	Prat.g_00585	Praj.g_00610
OG0000571	Prat.g_00587	Praj.g_00611
OG0000572	Prat.g_00589	Praj.g_00613
OG0000573	Prat.g_00590	Praj.g_00614
