Orthogroup	Prat	Prbc
OG0000157	Prat.g_01806	Prbc.g_00190
OG0000158	Prat.g_01873	Prbc.g_01047
OG0000160	Prat.g_00001	Prbc.g_01071
OG0000161	Prat.g_00002	Prbc.g_01072
OG0000162	Prat.g_00004	Prbc.g_01074
OG0000163	Prat.g_00005	Prbc.g_01075
OG0000164	Prat.g_00006	Prbc.g_01076
OG0000165	Prat.g_00007	Prbc.g_01077
OG0000166	Prat.g_00008	Prbc.g_01078
OG0000167	Prat.g_00009	Prbc.g_01079
OG0000168	Prat.g_00010	Prbc.g_01080
OG0000169	Prat.g_00013	Prbc.g_01082
OG0000170	Prat.g_00015	Prbc.g_01084
OG0000171	Prat.g_00016	Prbc.g_01085
OG0000172	Prat.g_00017	Prbc.g_01086
OG0000173	Prat.g_00018	Prbc.g_01087
OG0000174	Prat.g_00019	Prbc.g_01088
OG0000175	Prat.g_00020	Prbc.g_01089
OG0000176	Prat.g_00021	Prbc.g_01090
OG0000177	Prat.g_00022	Prbc.g_01091
OG0000178	Prat.g_00023	Prbc.g_01092
OG0000179	Prat.g_00025	Prbc.g_01094
OG0000180	Prat.g_00026	Prbc.g_01095
OG0000181	Prat.g_00027	Prbc.g_01096
OG0000182	Prat.g_00028	Prbc.g_01097
OG0000183	Prat.g_00029	Prbc.g_01098
OG0000184	Prat.g_00031	Prbc.g_01099
OG0000185	Prat.g_00034	Prbc.g_01102
OG0000186	Prat.g_00036	Prbc.g_01104
OG0000187	Prat.g_00037	Prbc.g_01105
OG0000188	Prat.g_00038	Prbc.g_01106
OG0000189	Prat.g_00042	Prbc.g_01118
OG0000190	Prat.g_00044	Prbc.g_01120
OG0000191	Prat.g_00046	Prbc.g_01121
OG0000192	Prat.g_00047	Prbc.g_01122
OG0000193	Prat.g_00048	Prbc.g_01123
OG0000194	Prat.g_00051	Prbc.g_01124
OG0000195	Prat.g_00052	Prbc.g_01125
OG0000196	Prat.g_00053	Prbc.g_01126
OG0000197	Prat.g_00055	Prbc.g_01128
OG0000198	Prat.g_00056	Prbc.g_01129
OG0000199	Prat.g_00057	Prbc.g_01130
OG0000200	Prat.g_00060	Prbc.g_00509
OG0000201	Prat.g_00061	Prbc.g_00508
OG0000202	Prat.g_00062	Prbc.g_00507
OG0000203	Prat.g_00066	Prbc.g_00504
OG0000204	Prat.g_00067	Prbc.g_00503
OG0000205	Prat.g_00070	Prbc.g_00500
OG0000206	Prat.g_00072	Prbc.g_00498
OG0000207	Prat.g_00074	Prbc.g_00496
OG0000208	Prat.g_00075	Prbc.g_00495
OG0000209	Prat.g_01504	Prbc.g_00494
OG0000210	Prat.g_00076	Prbc.g_00493
OG0000211	Prat.g_00079	Prbc.g_00492
OG0000212	Prat.g_00080	Prbc.g_00491
OG0000213	Prat.g_00081	Prbc.g_00490
OG0000214	Prat.g_00082	Prbc.g_00489
OG0000215	Prat.g_00083	Prbc.g_00488
OG0000216	Prat.g_00084	Prbc.g_00487
OG0000217	Prat.g_00086	Prbc.g_00485
OG0000218	Prat.g_00087	Prbc.g_00484
OG0000219	Prat.g_00088	Prbc.g_00483
OG0000220	Prat.g_00089	Prbc.g_00482
OG0000221	Prat.g_00091	Prbc.g_00479
OG0000222	Prat.g_00092	Prbc.g_00478
OG0000223	Prat.g_00093	Prbc.g_00477
OG0000224	Prat.g_00094	Prbc.g_00476
OG0000225	Prat.g_00095	Prbc.g_00475
OG0000226	Prat.g_00096	Prbc.g_00474
OG0000227	Prat.g_00098	Prbc.g_00472
OG0000228	Prat.g_00099	Prbc.g_00471
OG0000229	Prat.g_00100	Prbc.g_00470
OG0000230	Prat.g_00101	Prbc.g_00469
OG0000231	Prat.g_00102	Prbc.g_00468
OG0000232	Prat.g_00103	Prbc.g_00467
OG0000233	Prat.g_00104	Prbc.g_00466
OG0000234	Prat.g_00105	Prbc.g_00465
OG0000235	Prat.g_00106	Prbc.g_00464
OG0000236	Prat.g_00109	Prbc.g_00461
OG0000237	Prat.g_00110	Prbc.g_00460
OG0000238	Prat.g_00111	Prbc.g_00459
OG0000239	Prat.g_00113	Prbc.g_00457
OG0000240	Prat.g_00114	Prbc.g_00455
OG0000241	Prat.g_00115	Prbc.g_00454
OG0000242	Prat.g_00116	Prbc.g_00453
OG0000243	Prat.g_00118	Prbc.g_00451
OG0000244	Prat.g_00122	Prbc.g_00448
OG0000245	Prat.g_00123	Prbc.g_00447
OG0000246	Prat.g_00124	Prbc.g_00446
OG0000247	Prat.g_00126	Prbc.g_00443
OG0000248	Prat.g_00128	Prbc.g_00441
OG0000249	Prat.g_00130	Prbc.g_00439
OG0000250	Prat.g_00131	Prbc.g_00438
OG0000251	Prat.g_00132	Prbc.g_00437
OG0000252	Prat.g_00133	Prbc.g_00436
OG0000253	Prat.g_00134	Prbc.g_00435
OG0000254	Prat.g_00601	Prbc.g_02145
OG0000255	Prat.g_00136	Prbc.g_00434
OG0000256	Prat.g_00139	Prbc.g_00431
OG0000257	Prat.g_00141	Prbc.g_00428
OG0000258	Prat.g_00144	Prbc.g_00426
OG0000259	Prat.g_00145	Prbc.g_00425
OG0000260	Prat.g_00146	Prbc.g_00424
OG0000261	Prat.g_00147	Prbc.g_00423
OG0000262	Prat.g_00148	Prbc.g_00422
OG0000263	Prat.g_00150	Prbc.g_00420
OG0000264	Prat.g_00151	Prbc.g_00419
OG0000265	Prat.g_00152	Prbc.g_00418
OG0000266	Prat.g_00153	Prbc.g_00417
OG0000267	Prat.g_00154	Prbc.g_00416
OG0000268	Prat.g_00156	Prbc.g_00415
OG0000269	Prat.g_00158	Prbc.g_00413
OG0000270	Prat.g_00159	Prbc.g_00412
OG0000271	Prat.g_00160	Prbc.g_00411
OG0000272	Prat.g_00161	Prbc.g_00410
OG0000273	Prat.g_00162	Prbc.g_00409
OG0000274	Prat.g_00163	Prbc.g_00408
OG0000275	Prat.g_00164	Prbc.g_00407
OG0000276	Prat.g_00165	Prbc.g_00406
OG0000277	Prat.g_00167	Prbc.g_00404
OG0000278	Prat.g_00169	Prbc.g_00403
OG0000279	Prat.g_00170	Prbc.g_00402
OG0000280	Prat.g_00172	Prbc.g_00400
OG0000281	Prat.g_00174	Prbc.g_00399
OG0000282	Prat.g_00175	Prbc.g_00398
OG0000283	Prat.g_00176	Prbc.g_00397
OG0000284	Prat.g_00177	Prbc.g_00396
OG0000285	Prat.g_00178	Prbc.g_00395
OG0000286	Prat.g_00179	Prbc.g_00394
OG0000287	Prat.g_00180	Prbc.g_00393
OG0000288	Prat.g_00182	Prbc.g_00391
OG0000289	Prat.g_00183	Prbc.g_00390
OG0000290	Prat.g_00184	Prbc.g_00389
OG0000291	Prat.g_00186	Prbc.g_00387
OG0000292	Prat.g_00188	Prbc.g_00385
OG0000293	Prat.g_00189	Prbc.g_00384
OG0000294	Prat.g_00190	Prbc.g_00383
OG0000295	Prat.g_00191	Prbc.g_00382
OG0000296	Prat.g_00192	Prbc.g_00381
OG0000297	Prat.g_00193	Prbc.g_00380
OG0000298	Prat.g_00195	Prbc.g_00378
OG0000299	Prat.g_00196	Prbc.g_00377
OG0000300	Prat.g_00197	Prbc.g_00376
OG0000301	Prat.g_00198	Prbc.g_00375
OG0000302	Prat.g_00199	Prbc.g_00374
OG0000303	Prat.g_00200	Prbc.g_00373
OG0000304	Prat.g_00202	Prbc.g_00371
OG0000305	Prat.g_00203	Prbc.g_00370
OG0000306	Prat.g_00206	Prbc.g_00368
OG0000307	Prat.g_00207	Prbc.g_00367
OG0000308	Prat.g_00208	Prbc.g_00366
OG0000309	Prat.g_00209	Prbc.g_00365
OG0000310	Prat.g_00210	Prbc.g_00364
OG0000311	Prat.g_00211	Prbc.g_00363
OG0000312	Prat.g_00212	Prbc.g_00362
OG0000313	Prat.g_00213	Prbc.g_00361
OG0000314	Prat.g_00214	Prbc.g_00360
OG0000315	Prat.g_00215	Prbc.g_00358
OG0000316	Prat.g_00216	Prbc.g_00357
OG0000317	Prat.g_00217	Prbc.g_00356
OG0000318	Prat.g_00218	Prbc.g_00355
OG0000319	Prat.g_00219	Prbc.g_00354
OG0000320	Prat.g_00220	Prbc.g_00353
OG0000321	Prat.g_00221	Prbc.g_00352
OG0000322	Prat.g_00222	Prbc.g_00351
OG0000323	Prat.g_00223	Prbc.g_00350
OG0000324	Prat.g_00224	Prbc.g_00349
OG0000325	Prat.g_00225	Prbc.g_00348
OG0000326	Prat.g_00226	Prbc.g_00347
OG0000327	Prat.g_00227	Prbc.g_00346
OG0000328	Prat.g_00229	Prbc.g_00345
OG0000329	Prat.g_00230	Prbc.g_00344
OG0000330	Prat.g_00231	Prbc.g_00343
OG0000331	Prat.g_00233	Prbc.g_00342
OG0000332	Prat.g_00234	Prbc.g_00341
OG0000333	Prat.g_00235	Prbc.g_00340
OG0000334	Prat.g_00236	Prbc.g_00339
OG0000335	Prat.g_00238	Prbc.g_00337
OG0000336	Prat.g_00240	Prbc.g_00335
OG0000337	Prat.g_00241	Prbc.g_00334
OG0000338	Prat.g_00246	Prbc.g_00329
OG0000339	Prat.g_00249	Prbc.g_01140
OG0000340	Prat.g_00250	Prbc.g_01142
OG0000341	Prat.g_00251	Prbc.g_01143
OG0000342	Prat.g_00252	Prbc.g_01144
OG0000343	Prat.g_00253	Prbc.g_01145
OG0000344	Prat.g_00256	Prbc.g_01146
OG0000345	Prat.g_00260	Prbc.g_01149
OG0000346	Prat.g_00261	Prbc.g_01150
OG0000347	Prat.g_00264	Prbc.g_01153
OG0000348	Prat.g_00266	Prbc.g_01154
OG0000349	Prat.g_00267	Prbc.g_01155
OG0000350	Prat.g_00269	Prbc.g_01156
OG0000351	Prat.g_00270	Prbc.g_01157
OG0000352	Prat.g_00271	Prbc.g_01158
OG0000353	Prat.g_00272	Prbc.g_01159
OG0000354	Prat.g_00273	Prbc.g_01160
OG0000355	Prat.g_00274	Prbc.g_01161
OG0000356	Prat.g_00275	Prbc.g_01162
OG0000357	Prat.g_00276	Prbc.g_01163
OG0000358	Prat.g_00277	Prbc.g_01164
OG0000359	Prat.g_00279	Prbc.g_01166
OG0000360	Prat.g_00282	Prbc.g_01168
OG0000361	Prat.g_00283	Prbc.g_01169
OG0000362	Prat.g_00284	Prbc.g_01170
OG0000363	Prat.g_00285	Prbc.g_01171
OG0000364	Prat.g_00290	Prbc.g_01175
OG0000365	Prat.g_00291	Prbc.g_01176
OG0000366	Prat.g_00293	Prbc.g_01178
OG0000367	Prat.g_00294	Prbc.g_01179
OG0000368	Prat.g_00295	Prbc.g_01180
OG0000369	Prat.g_00296	Prbc.g_01181
OG0000370	Prat.g_00297	Prbc.g_01182
OG0000371	Prat.g_00298	Prbc.g_01183
OG0000372	Prat.g_00299	Prbc.g_01184
OG0000373	Prat.g_00300	Prbc.g_01185
OG0000374	Prat.g_00302	Prbc.g_01186
OG0000375	Prat.g_00303	Prbc.g_01187
OG0000376	Prat.g_00306	Prbc.g_01190
OG0000377	Prat.g_00307	Prbc.g_01191
OG0000378	Prat.g_00308	Prbc.g_01192
OG0000379	Prat.g_00309	Prbc.g_01193
OG0000380	Prat.g_00310	Prbc.g_01194
OG0000381	Prat.g_00311	Prbc.g_01195
OG0000382	Prat.g_00312	Prbc.g_01196
OG0000383	Prat.g_00313	Prbc.g_01197
OG0000384	Prat.g_00315	Prbc.g_01200
OG0000385	Prat.g_00316	Prbc.g_01201
OG0000386	Prat.g_00317	Prbc.g_01202
OG0000387	Prat.g_00318	Prbc.g_01203
OG0000388	Prat.g_00319	Prbc.g_01204
OG0000389	Prat.g_00320	Prbc.g_01205
OG0000390	Prat.g_00321	Prbc.g_01206
OG0000391	Prat.g_00322	Prbc.g_01207
OG0000392	Prat.g_00323	Prbc.g_01208
OG0000393	Prat.g_00324	Prbc.g_01209
OG0000394	Prat.g_00325	Prbc.g_01210
OG0000395	Prat.g_00326	Prbc.g_01211
OG0000396	Prat.g_00328	Prbc.g_01213
OG0000397	Prat.g_00330	Prbc.g_01215
OG0000398	Prat.g_00331	Prbc.g_01216
OG0000399	Prat.g_00334	Prbc.g_01219
OG0000400	Prat.g_00340	Prbc.g_01225
OG0000401	Prat.g_00341	Prbc.g_01813
OG0000402	Prat.g_00348	Prbc.g_01246
OG0000403	Prat.g_00350	Prbc.g_01248
OG0000404	Prat.g_00351	Prbc.g_01249
OG0000405	Prat.g_00352	Prbc.g_01250
OG0000406	Prat.g_00355	Prbc.g_01253
OG0000407	Prat.g_00356	Prbc.g_01254
OG0000408	Prat.g_00359	Prbc.g_01256
OG0000409	Prat.g_00360	Prbc.g_01257
OG0000410	Prat.g_00361	Prbc.g_01258
OG0000411	Prat.g_00362	Prbc.g_01259
OG0000412	Prat.g_00363	Prbc.g_01260
OG0000413	Prat.g_00364	Prbc.g_01261
OG0000414	Prat.g_00365	Prbc.g_01262
OG0000415	Prat.g_00366	Prbc.g_01263
OG0000416	Prat.g_00369	Prbc.g_01267
OG0000417	Prat.g_00370	Prbc.g_01268
OG0000418	Prat.g_00372	Prbc.g_01270
OG0000419	Prat.g_00373	Prbc.g_01271
OG0000420	Prat.g_00985	Prbc.g_01912
OG0000421	Prat.g_01203	Prbc.g_02137
OG0000422	Prat.g_01469	Prbc.g_02168
OG0000423	Prat.g_00671	Prbc.g_01317
OG0000424	Prat.g_01656	Prbc.g_00934
OG0000425	Prat.g_00390	Prbc.g_01492
OG0000426	Prat.g_00391	Prbc.g_01493
OG0000427	Prat.g_00392	Prbc.g_01494
OG0000428	Prat.g_00395	Prbc.g_01496
OG0000429	Prat.g_00396	Prbc.g_01497
OG0000430	Prat.g_00398	Prbc.g_01499
OG0000431	Prat.g_00399	Prbc.g_01500
OG0000432	Prat.g_00400	Prbc.g_01501
OG0000433	Prat.g_00401	Prbc.g_01502
OG0000434	Prat.g_00403	Prbc.g_01503
OG0000435	Prat.g_00404	Prbc.g_01504
OG0000436	Prat.g_00405	Prbc.g_01505
OG0000437	Prat.g_00406	Prbc.g_01506
OG0000438	Prat.g_00407	Prbc.g_01507
OG0000439	Prat.g_00408	Prbc.g_01508
OG0000440	Prat.g_00410	Prbc.g_01509
OG0000441	Prat.g_00411	Prbc.g_01510
OG0000442	Prat.g_00412	Prbc.g_01511
OG0000443	Prat.g_00413	Prbc.g_01512
OG0000444	Prat.g_00414	Prbc.g_01513
OG0000445	Prat.g_00415	Prbc.g_01514
OG0000446	Prat.g_00417	Prbc.g_01516
OG0000447	Prat.g_00418	Prbc.g_01517
OG0000448	Prat.g_00419	Prbc.g_01518
OG0000449	Prat.g_00424	Prbc.g_01524
OG0000450	Prat.g_00425	Prbc.g_01525
OG0000451	Prat.g_00426	Prbc.g_01526
OG0000452	Prat.g_00428	Prbc.g_01528
OG0000453	Prat.g_00429	Prbc.g_01529
OG0000454	Prat.g_00430	Prbc.g_01531
OG0000455	Prat.g_00432	Prbc.g_01532
OG0000456	Prat.g_00436	Prbc.g_01536
OG0000457	Prat.g_00438	Prbc.g_01538
OG0000458	Prat.g_00439	Prbc.g_01539
OG0000459	Prat.g_00441	Prbc.g_01541
OG0000460	Prat.g_00443	Prbc.g_01543
OG0000461	Prat.g_00444	Prbc.g_01544
OG0000462	Prat.g_00445	Prbc.g_01545
OG0000463	Prat.g_00447	Prbc.g_01546
OG0000464	Prat.g_00448	Prbc.g_01547
OG0000465	Prat.g_00449	Prbc.g_01548
OG0000466	Prat.g_00450	Prbc.g_01549
OG0000467	Prat.g_00451	Prbc.g_01550
OG0000468	Prat.g_00453	Prbc.g_01551
OG0000469	Prat.g_00454	Prbc.g_01552
OG0000470	Prat.g_00455	Prbc.g_01553
OG0000471	Prat.g_00456	Prbc.g_01554
OG0000472	Prat.g_00463	Prbc.g_01580
OG0000473	Prat.g_00464	Prbc.g_01581
OG0000474	Prat.g_00465	Prbc.g_01582
OG0000475	Prat.g_00466	Prbc.g_01583
OG0000476	Prat.g_00468	Prbc.g_01585
OG0000477	Prat.g_00469	Prbc.g_01586
OG0000478	Prat.g_00470	Prbc.g_01587
OG0000479	Prat.g_00471	Prbc.g_01588
OG0000480	Prat.g_00473	Prbc.g_01590
OG0000481	Prat.g_00475	Prbc.g_01592
OG0000482	Prat.g_00476	Prbc.g_01593
OG0000483	Prat.g_00478	Prbc.g_01595
OG0000484	Prat.g_00479	Prbc.g_01596
OG0000485	Prat.g_00480	Prbc.g_01597
OG0000486	Prat.g_00482	Prbc.g_01599
OG0000487	Prat.g_00486	Prbc.g_01603
OG0000488	Prat.g_00487	Prbc.g_01604
OG0000489	Prat.g_00488	Prbc.g_01605
OG0000490	Prat.g_00489	Prbc.g_01606
OG0000491	Prat.g_00490	Prbc.g_01607
OG0000492	Prat.g_00491	Prbc.g_01608
OG0000493	Prat.g_00492	Prbc.g_01609
OG0000494	Prat.g_00493	Prbc.g_01610
OG0000495	Prat.g_00496	Prbc.g_01613
OG0000496	Prat.g_00497	Prbc.g_01614
OG0000497	Prat.g_00498	Prbc.g_01615
OG0000498	Prat.g_00499	Prbc.g_01616
OG0000499	Prat.g_00500	Prbc.g_01617
OG0000500	Prat.g_00501	Prbc.g_01619
OG0000501	Prat.g_00502	Prbc.g_01620
OG0000502	Prat.g_00503	Prbc.g_01621
OG0000503	Prat.g_00505	Prbc.g_01623
OG0000504	Prat.g_00506	Prbc.g_01624
OG0000505	Prat.g_00507	Prbc.g_01626
OG0000506	Prat.g_00508	Prbc.g_01627
OG0000507	Prat.g_00509	Prbc.g_01628
OG0000508	Prat.g_00510	Prbc.g_01629
OG0000509	Prat.g_00511	Prbc.g_01630
OG0000510	Prat.g_00512	Prbc.g_01631
OG0000511	Prat.g_00515	Prbc.g_01633
OG0000512	Prat.g_00516	Prbc.g_01634
OG0000513	Prat.g_00517	Prbc.g_01635
OG0000514	Prat.g_00518	Prbc.g_01636
OG0000515	Prat.g_00519	Prbc.g_01637
OG0000516	Prat.g_00520	Prbc.g_01638
OG0000517	Prat.g_00522	Prbc.g_01640
OG0000518	Prat.g_00523	Prbc.g_01641
OG0000519	Prat.g_00525	Prbc.g_01642
OG0000520	Prat.g_00527	Prbc.g_01643
OG0000521	Prat.g_00528	Prbc.g_01644
OG0000522	Prat.g_00529	Prbc.g_01645
OG0000523	Prat.g_00530	Prbc.g_01646
OG0000524	Prat.g_00531	Prbc.g_01647
OG0000525	Prat.g_00532	Prbc.g_01648
OG0000526	Prat.g_00533	Prbc.g_01649
OG0000527	Prat.g_00534	Prbc.g_01650
OG0000528	Prat.g_00536	Prbc.g_01651
OG0000529	Prat.g_00537	Prbc.g_01652
OG0000530	Prat.g_00538	Prbc.g_01653
OG0000531	Prat.g_00539	Prbc.g_01654
OG0000532	Prat.g_00540	Prbc.g_01655
OG0000533	Prat.g_00542	Prbc.g_01656
OG0000534	Prat.g_00543	Prbc.g_01657
OG0000535	Prat.g_00544	Prbc.g_01658
OG0000536	Prat.g_00545	Prbc.g_01659
OG0000537	Prat.g_00546	Prbc.g_01660
OG0000538	Prat.g_00547	Prbc.g_01661
OG0000539	Prat.g_00549	Prbc.g_01663
OG0000540	Prat.g_00550	Prbc.g_01664
OG0000541	Prat.g_00551	Prbc.g_01665
OG0000542	Prat.g_00553	Prbc.g_01667
OG0000543	Prat.g_00554	Prbc.g_01668
OG0000544	Prat.g_00555	Prbc.g_01670
OG0000545	Prat.g_00556	Prbc.g_01669
OG0000546	Prat.g_00557	Prbc.g_01671
OG0000547	Prat.g_00558	Prbc.g_01672
OG0000548	Prat.g_00559	Prbc.g_01673
OG0000549	Prat.g_00561	Prbc.g_01675
