Orthogroup	Praf	Praa
OG0000342	Praf.g_02283	Praa.g_00283
OG0000343	Praf.g_02285	Praa.g_00285
OG0000344	Praf.g_02287	Praa.g_00286
OG0000345	Praf.g_02288	Praa.g_00287
OG0000346	Praf.g_02289	Praa.g_00288
OG0000347	Praf.g_02290	Praa.g_00289
OG0000348	Praf.g_02291	Praa.g_00290
OG0000349	Praf.g_02292	Praa.g_00291
OG0000350	Praf.g_02293	Praa.g_00292
OG0000351	Praf.g_02297	Praa.g_00295
OG0000352	Praf.g_02301	Praa.g_00298
OG0000353	Praf.g_02302	Praa.g_00299
OG0000354	Praf.g_02303	Praa.g_00300
OG0000355	Praf.g_02304	Praa.g_00301
OG0000356	Praf.g_02314	Praa.g_00302
OG0000357	Praf.g_02315	Praa.g_00303
OG0000358	Praf.g_02316	Praa.g_00304
OG0000359	Praf.g_02318	Praa.g_00305
OG0000360	Praf.g_02321	Praa.g_00308
OG0000361	Praf.g_02322	Praa.g_00309
OG0000362	Praf.g_02323	Praa.g_00310
OG0000363	Praf.g_02324	Praa.g_00311
OG0000364	Praf.g_02325	Praa.g_00312
OG0000365	Praf.g_02326	Praa.g_00313
OG0000366	Praf.g_02327	Praa.g_00314
OG0000367	Praf.g_02328	Praa.g_00315
OG0000368	Praf.g_02329	Praa.g_00316
OG0000369	Praf.g_02330	Praa.g_00317
OG0000370	Praf.g_02331	Praa.g_00318
OG0000371	Praf.g_02332	Praa.g_00319
OG0000372	Praf.g_02335	Praa.g_00321
OG0000373	Praf.g_02347	Praa.g_00323
OG0000374	Praf.g_02349	Praa.g_00324
OG0000375	Praf.g_02358	Praa.g_00325
OG0000376	Praf.g_02073	Praa.g_00327
OG0000377	Praf.g_02066	Praa.g_00328
OG0000378	Praf.g_02065	Praa.g_00329
OG0000379	Praf.g_02054	Praa.g_00334
OG0000380	Praf.g_02052	Praa.g_00335
OG0000381	Praf.g_02051	Praa.g_00336
OG0000382	Praf.g_02049	Praa.g_00338
OG0000383	Praf.g_02045	Praa.g_00340
OG0000384	Praf.g_02044	Praa.g_00341
OG0000385	Praf.g_02031	Praa.g_00344
OG0000386	Praf.g_02030	Praa.g_00345
OG0000387	Praf.g_02029	Praa.g_00346
OG0000388	Praf.g_02028	Praa.g_00347
OG0000389	Praf.g_02027	Praa.g_00348
OG0000390	Praf.g_02026	Praa.g_00349
OG0000391	Praf.g_02025	Praa.g_00350
OG0000392	Praf.g_02024	Praa.g_00351
OG0000393	Praf.g_02016	Praa.g_00354
OG0000394	Praf.g_02015	Praa.g_00355
OG0000395	Praf.g_02011	Praa.g_00357
OG0000396	Praf.g_01616	Praa.g_00358
OG0000397	Praf.g_00322	Praa.g_00370
OG0000398	Praf.g_00495	Praa.g_00378
OG0000399	Praf.g_01003	Praa.g_00379
OG0000400	Praf.g_02201	Praa.g_00383
OG0000401	Praf.g_02002	Praa.g_00431
OG0000402	Praf.g_02001	Praa.g_00432
OG0000403	Praf.g_01999	Praa.g_00433
OG0000404	Praf.g_01990	Praa.g_00435
OG0000405	Praf.g_01989	Praa.g_00436
OG0000406	Praf.g_01987	Praa.g_00437
OG0000407	Praf.g_01986	Praa.g_00438
OG0000408	Praf.g_01985	Praa.g_00439
OG0000409	Praf.g_01984	Praa.g_00440
OG0000410	Praf.g_01982	Praa.g_00441
OG0000411	Praf.g_01981	Praa.g_00442
OG0000412	Praf.g_01980	Praa.g_00443
OG0000413	Praf.g_01979	Praa.g_00444
OG0000414	Praf.g_01978	Praa.g_00445
OG0000415	Praf.g_01977	Praa.g_00446
OG0000416	Praf.g_01972	Praa.g_00447
OG0000417	Praf.g_01963	Praa.g_00448
OG0000418	Praf.g_01962	Praa.g_00449
OG0000419	Praf.g_01961	Praa.g_00450
OG0000420	Praf.g_01960	Praa.g_00451
OG0000421	Praf.g_01959	Praa.g_00452
OG0000422	Praf.g_01957	Praa.g_00454
OG0000423	Praf.g_01956	Praa.g_00455
OG0000424	Praf.g_01952	Praa.g_00457
OG0000425	Praf.g_01942	Praa.g_00461
OG0000426	Praf.g_01941	Praa.g_00462
OG0000427	Praf.g_01938	Praa.g_00463
OG0000428	Praf.g_01915	Praa.g_00464
OG0000429	Praf.g_01913	Praa.g_00465
OG0000430	Praf.g_01911	Praa.g_00471
OG0000431	Praf.g_01909	Praa.g_00473
OG0000432	Praf.g_01908	Praa.g_00474
OG0000433	Praf.g_00586	Praa.g_00477
OG0000434	Praf.g_00589	Praa.g_00478
OG0000435	Praf.g_00594	Praa.g_00479
OG0000436	Praf.g_00596	Praa.g_00481
OG0000437	Praf.g_00598	Praa.g_00483
OG0000438	Praf.g_00599	Praa.g_00484
OG0000439	Praf.g_00600	Praa.g_00485
OG0000440	Praf.g_00603	Praa.g_00487
OG0000441	Praf.g_00605	Praa.g_00488
OG0000442	Praf.g_00606	Praa.g_00489
OG0000443	Praf.g_00607	Praa.g_00490
OG0000444	Praf.g_00608	Praa.g_00491
OG0000445	Praf.g_00609	Praa.g_00492
OG0000446	Praf.g_00610	Praa.g_00493
OG0000447	Praf.g_00611	Praa.g_00494
OG0000448	Praf.g_00612	Praa.g_00495
OG0000449	Praf.g_00619	Praa.g_00500
OG0000450	Praf.g_00621	Praa.g_00501
OG0000451	Praf.g_00622	Praa.g_00502
OG0000452	Praf.g_00623	Praa.g_00503
OG0000453	Praf.g_00626	Praa.g_00505
OG0000454	Praf.g_00627	Praa.g_00506
OG0000455	Praf.g_00628	Praa.g_00507
OG0000456	Praf.g_00629	Praa.g_00508
OG0000457	Praf.g_00630	Praa.g_00510
OG0000458	Praf.g_00631	Praa.g_00512
OG0000459	Praf.g_00632	Praa.g_00513
OG0000460	Praf.g_00634	Praa.g_00515
OG0000461	Praf.g_00635	Praa.g_00516
OG0000462	Praf.g_00636	Praa.g_00517
OG0000463	Praf.g_00641	Praa.g_00518
OG0000464	Praf.g_00646	Praa.g_00523
OG0000465	Praf.g_00647	Praa.g_00525
OG0000466	Praf.g_00648	Praa.g_00526
OG0000467	Praf.g_00650	Praa.g_00527
OG0000468	Praf.g_00651	Praa.g_00528
OG0000469	Praf.g_00656	Praa.g_00529
OG0000470	Praf.g_01177	Praa.g_00530
OG0000471	Praf.g_01131	Praa.g_00531
OG0000472	Praf.g_00661	Praa.g_00534
OG0000473	Praf.g_00663	Praa.g_00535
OG0000474	Praf.g_00665	Praa.g_00536
OG0000475	Praf.g_00666	Praa.g_00537
OG0000476	Praf.g_00670	Praa.g_00538
OG0000477	Praf.g_00673	Praa.g_00540
OG0000478	Praf.g_00675	Praa.g_00541
OG0000479	Praf.g_00677	Praa.g_00543
OG0000480	Praf.g_00683	Praa.g_00545
OG0000481	Praf.g_00684	Praa.g_00546
OG0000482	Praf.g_00685	Praa.g_00547
OG0000483	Praf.g_00687	Praa.g_00548
OG0000484	Praf.g_00688	Praa.g_00549
OG0000485	Praf.g_00689	Praa.g_00550
OG0000486	Praf.g_00690	Praa.g_00551
OG0000487	Praf.g_00691	Praa.g_00552
OG0000488	Praf.g_00693	Praa.g_00554
OG0000489	Praf.g_00694	Praa.g_00555
OG0000490	Praf.g_00695	Praa.g_00556
OG0000491	Praf.g_00696	Praa.g_00557
OG0000492	Praf.g_00697	Praa.g_00558
OG0000493	Praf.g_00698	Praa.g_00559
OG0000494	Praf.g_00700	Praa.g_00561
OG0000495	Praf.g_00701	Praa.g_00562
OG0000496	Praf.g_00703	Praa.g_00563
OG0000497	Praf.g_00705	Praa.g_00564
OG0000498	Praf.g_00706	Praa.g_00565
OG0000499	Praf.g_00708	Praa.g_00567
OG0000500	Praf.g_00709	Praa.g_00568
OG0000501	Praf.g_00712	Praa.g_00570
OG0000502	Praf.g_00713	Praa.g_00571
OG0000503	Praf.g_00714	Praa.g_00572
OG0000504	Praf.g_00716	Praa.g_00573
OG0000505	Praf.g_00717	Praa.g_00574
OG0000506	Praf.g_00718	Praa.g_00575
OG0000507	Praf.g_00719	Praa.g_00576
OG0000508	Praf.g_00723	Praa.g_00578
OG0000509	Praf.g_00724	Praa.g_00579
OG0000510	Praf.g_00725	Praa.g_00580
OG0000511	Praf.g_00726	Praa.g_00581
OG0000512	Praf.g_00728	Praa.g_00582
OG0000513	Praf.g_00729	Praa.g_00583
OG0000514	Praf.g_00730	Praa.g_00584
OG0000515	Praf.g_00733	Praa.g_00586
OG0000516	Praf.g_00734	Praa.g_00587
OG0000517	Praf.g_00735	Praa.g_00588
OG0000518	Praf.g_00739	Praa.g_00591
OG0000519	Praf.g_00740	Praa.g_00592
OG0000520	Praf.g_00741	Praa.g_00593
OG0000521	Praf.g_00742	Praa.g_00594
OG0000522	Praf.g_00749	Praa.g_00595
OG0000523	Praf.g_00750	Praa.g_00596
OG0000524	Praf.g_00751	Praa.g_00597
OG0000525	Praf.g_00753	Praa.g_00599
OG0000526	Praf.g_00754	Praa.g_00600
OG0000527	Praf.g_00755	Praa.g_00601
OG0000528	Praf.g_00756	Praa.g_00602
OG0000529	Praf.g_00757	Praa.g_00603
OG0000530	Praf.g_00758	Praa.g_00604
OG0000531	Praf.g_00761	Praa.g_00605
OG0000532	Praf.g_00763	Praa.g_00606
OG0000533	Praf.g_00764	Praa.g_00607
OG0000534	Praf.g_00765	Praa.g_00608
OG0000535	Praf.g_00766	Praa.g_00609
OG0000536	Praf.g_00767	Praa.g_00610
OG0000537	Praf.g_00768	Praa.g_00611
OG0000538	Praf.g_00769	Praa.g_00612
OG0000539	Praf.g_00771	Praa.g_00613
OG0000540	Praf.g_00773	Praa.g_00614
OG0000541	Praf.g_01659	Praa.g_00615
OG0000542	Praf.g_01661	Praa.g_00616
OG0000543	Praf.g_01662	Praa.g_00617
OG0000544	Praf.g_01663	Praa.g_00618
OG0000545	Praf.g_01666	Praa.g_00621
OG0000546	Praf.g_01667	Praa.g_00622
OG0000547	Praf.g_01669	Praa.g_00624
OG0000548	Praf.g_01674	Praa.g_00625
OG0000549	Praf.g_01675	Praa.g_00626
OG0000550	Praf.g_01676	Praa.g_00627
OG0000551	Praf.g_01680	Praa.g_00628
OG0000552	Praf.g_01684	Praa.g_00629
OG0000553	Praf.g_01685	Praa.g_00630
OG0000554	Praf.g_01687	Praa.g_00631
OG0000555	Praf.g_01688	Praa.g_00632
OG0000556	Praf.g_01689	Praa.g_00633
OG0000557	Praf.g_01690	Praa.g_00634
OG0000558	Praf.g_01692	Praa.g_00635
OG0000559	Praf.g_01693	Praa.g_00636
OG0000560	Praf.g_01695	Praa.g_00638
OG0000561	Praf.g_01696	Praa.g_00639
OG0000562	Praf.g_01698	Praa.g_00640
OG0000563	Praf.g_01699	Praa.g_00641
OG0000564	Praf.g_01700	Praa.g_00642
OG0000565	Praf.g_01708	Praa.g_00643
OG0000566	Praf.g_01709	Praa.g_00644
OG0000567	Praf.g_01710	Praa.g_00645
OG0000568	Praf.g_01711	Praa.g_00646
OG0000569	Praf.g_01713	Praa.g_00647
OG0000570	Praf.g_01716	Praa.g_00648
OG0000571	Praf.g_01717	Praa.g_00649
OG0000572	Praf.g_01718	Praa.g_00650
OG0000573	Praf.g_01722	Praa.g_00653
OG0000574	Praf.g_01727	Praa.g_00654
OG0000575	Praf.g_01728	Praa.g_00655
OG0000576	Praf.g_01729	Praa.g_00656
OG0000577	Praf.g_01730	Praa.g_00657
OG0000578	Praf.g_01731	Praa.g_00658
OG0000579	Praf.g_01733	Praa.g_00659
OG0000580	Praf.g_01736	Praa.g_00660
OG0000581	Praf.g_01737	Praa.g_00661
OG0000582	Praf.g_01738	Praa.g_00662
OG0000583	Praf.g_01739	Praa.g_00663
OG0000584	Praf.g_01741	Praa.g_00664
OG0000585	Praf.g_01742	Praa.g_00665
OG0000586	Praf.g_01744	Praa.g_00667
OG0000587	Praf.g_01745	Praa.g_00668
OG0000588	Praf.g_01749	Praa.g_00670
OG0000589	Praf.g_01751	Praa.g_00671
OG0000590	Praf.g_02344	Praa.g_00673
OG0000591	Praf.g_00371	Praa.g_00679
