Orthogroup	Prbb	Prat
OG0000205	Prbb.g_00156	Prat.g_00098
OG0000206	Prbb.g_00157	Prat.g_00099
OG0000207	Prbb.g_00158	Prat.g_00100
OG0000208	Prbb.g_00159	Prat.g_00101
OG0000209	Prbb.g_00160	Prat.g_00102
OG0000210	Prbb.g_00161	Prat.g_00103
OG0000211	Prbb.g_00162	Prat.g_00104
OG0000212	Prbb.g_00163	Prat.g_00105
OG0000213	Prbb.g_00164	Prat.g_00106
OG0000214	Prbb.g_00168	Prat.g_00110
OG0000215	Prbb.g_00169	Prat.g_00111
OG0000216	Prbb.g_00171	Prat.g_00113
OG0000217	Prbb.g_00173	Prat.g_00114
OG0000218	Prbb.g_00174	Prat.g_00115
OG0000219	Prbb.g_00175	Prat.g_00116
OG0000220	Prbb.g_00177	Prat.g_00118
OG0000221	Prbb.g_00180	Prat.g_00122
OG0000222	Prbb.g_00181	Prat.g_00123
OG0000223	Prbb.g_00182	Prat.g_00124
OG0000224	Prbb.g_00185	Prat.g_00126
OG0000225	Prbb.g_00187	Prat.g_00128
OG0000226	Prbb.g_00189	Prat.g_00130
OG0000227	Prbb.g_00190	Prat.g_00131
OG0000228	Prbb.g_00191	Prat.g_00132
OG0000229	Prbb.g_00192	Prat.g_00133
OG0000230	Prbb.g_00193	Prat.g_00134
OG0000231	Prbb.g_01101	Prat.g_00601
OG0000232	Prbb.g_00194	Prat.g_00136
OG0000233	Prbb.g_00197	Prat.g_00139
OG0000234	Prbb.g_00200	Prat.g_00141
OG0000235	Prbb.g_00202	Prat.g_00144
OG0000236	Prbb.g_00203	Prat.g_00145
OG0000237	Prbb.g_00204	Prat.g_00146
OG0000238	Prbb.g_00205	Prat.g_00147
OG0000239	Prbb.g_00206	Prat.g_00148
OG0000240	Prbb.g_00208	Prat.g_00150
OG0000241	Prbb.g_00209	Prat.g_00151
OG0000242	Prbb.g_00210	Prat.g_00152
OG0000243	Prbb.g_00211	Prat.g_00153
OG0000244	Prbb.g_00212	Prat.g_00154
OG0000245	Prbb.g_00213	Prat.g_00156
OG0000246	Prbb.g_00215	Prat.g_00158
OG0000247	Prbb.g_00216	Prat.g_00159
OG0000248	Prbb.g_00217	Prat.g_00160
OG0000249	Prbb.g_00218	Prat.g_00161
OG0000250	Prbb.g_00219	Prat.g_00162
OG0000251	Prbb.g_00220	Prat.g_00163
OG0000252	Prbb.g_00221	Prat.g_00164
OG0000253	Prbb.g_00222	Prat.g_00165
OG0000254	Prbb.g_00224	Prat.g_00167
OG0000255	Prbb.g_00225	Prat.g_00169
OG0000256	Prbb.g_00228	Prat.g_00172
OG0000257	Prbb.g_00229	Prat.g_00174
OG0000258	Prbb.g_00230	Prat.g_00175
OG0000259	Prbb.g_00231	Prat.g_00176
OG0000260	Prbb.g_00232	Prat.g_00177
OG0000261	Prbb.g_00233	Prat.g_00178
OG0000262	Prbb.g_00234	Prat.g_00179
OG0000263	Prbb.g_00235	Prat.g_00180
OG0000264	Prbb.g_00237	Prat.g_00182
OG0000265	Prbb.g_00238	Prat.g_00183
OG0000266	Prbb.g_00239	Prat.g_00184
OG0000267	Prbb.g_00241	Prat.g_00186
OG0000268	Prbb.g_00243	Prat.g_00188
OG0000269	Prbb.g_00244	Prat.g_00189
OG0000270	Prbb.g_00245	Prat.g_00190
OG0000271	Prbb.g_00246	Prat.g_00191
OG0000272	Prbb.g_00247	Prat.g_00192
OG0000273	Prbb.g_00248	Prat.g_00193
OG0000274	Prbb.g_00249	Prat.g_00194
OG0000275	Prbb.g_00250	Prat.g_00195
OG0000276	Prbb.g_00251	Prat.g_00196
OG0000277	Prbb.g_00252	Prat.g_00197
OG0000278	Prbb.g_00253	Prat.g_00198
OG0000279	Prbb.g_00254	Prat.g_00199
OG0000280	Prbb.g_00255	Prat.g_00200
OG0000281	Prbb.g_00257	Prat.g_00202
OG0000282	Prbb.g_00258	Prat.g_00203
OG0000283	Prbb.g_00260	Prat.g_00206
OG0000284	Prbb.g_00261	Prat.g_00207
OG0000285	Prbb.g_00262	Prat.g_00208
OG0000286	Prbb.g_00264	Prat.g_00210
OG0000287	Prbb.g_00265	Prat.g_00211
OG0000288	Prbb.g_00266	Prat.g_00212
OG0000289	Prbb.g_00267	Prat.g_00213
OG0000290	Prbb.g_00268	Prat.g_00214
OG0000291	Prbb.g_00269	Prat.g_00215
OG0000292	Prbb.g_00270	Prat.g_00216
OG0000293	Prbb.g_00271	Prat.g_00217
OG0000294	Prbb.g_00272	Prat.g_00218
OG0000295	Prbb.g_00273	Prat.g_00219
OG0000296	Prbb.g_00274	Prat.g_00220
OG0000297	Prbb.g_00275	Prat.g_00221
OG0000298	Prbb.g_00276	Prat.g_00222
OG0000299	Prbb.g_00277	Prat.g_00223
OG0000300	Prbb.g_00278	Prat.g_00224
OG0000301	Prbb.g_00279	Prat.g_00225
OG0000302	Prbb.g_00280	Prat.g_00226
OG0000303	Prbb.g_00281	Prat.g_00227
OG0000304	Prbb.g_00282	Prat.g_00229
OG0000305	Prbb.g_00283	Prat.g_00230
OG0000306	Prbb.g_00284	Prat.g_00231
OG0000307	Prbb.g_00285	Prat.g_00233
OG0000308	Prbb.g_00286	Prat.g_00234
OG0000309	Prbb.g_00287	Prat.g_00235
OG0000310	Prbb.g_00288	Prat.g_00236
OG0000311	Prbb.g_00290	Prat.g_00238
OG0000312	Prbb.g_00292	Prat.g_00240
OG0000313	Prbb.g_00293	Prat.g_00241
OG0000314	Prbb.g_00297	Prat.g_00245
OG0000315	Prbb.g_00298	Prat.g_00246
OG0000316	Prbb.g_00300	Prat.g_00249
OG0000317	Prbb.g_00302	Prat.g_00250
OG0000318	Prbb.g_00303	Prat.g_00251
OG0000319	Prbb.g_00304	Prat.g_00252
OG0000320	Prbb.g_00305	Prat.g_00253
OG0000321	Prbb.g_00306	Prat.g_00256
OG0000322	Prbb.g_00309	Prat.g_00260
OG0000323	Prbb.g_00310	Prat.g_00261
OG0000324	Prbb.g_00313	Prat.g_00264
OG0000325	Prbb.g_00314	Prat.g_00266
OG0000326	Prbb.g_00315	Prat.g_00267
OG0000327	Prbb.g_00316	Prat.g_00269
OG0000328	Prbb.g_00317	Prat.g_00270
OG0000329	Prbb.g_00318	Prat.g_00271
OG0000330	Prbb.g_00319	Prat.g_00272
OG0000331	Prbb.g_00320	Prat.g_00273
OG0000332	Prbb.g_00321	Prat.g_00274
OG0000333	Prbb.g_00322	Prat.g_00275
OG0000334	Prbb.g_00323	Prat.g_00276
OG0000335	Prbb.g_00324	Prat.g_00277
OG0000336	Prbb.g_00326	Prat.g_00279
OG0000337	Prbb.g_00328	Prat.g_00282
OG0000338	Prbb.g_00329	Prat.g_00283
OG0000339	Prbb.g_00330	Prat.g_00284
OG0000340	Prbb.g_00331	Prat.g_00285
OG0000341	Prbb.g_00334	Prat.g_00290
OG0000342	Prbb.g_00335	Prat.g_00291
OG0000343	Prbb.g_00337	Prat.g_00293
OG0000344	Prbb.g_00338	Prat.g_00294
OG0000345	Prbb.g_00339	Prat.g_00295
OG0000346	Prbb.g_00340	Prat.g_00296
OG0000347	Prbb.g_00341	Prat.g_00297
OG0000348	Prbb.g_00342	Prat.g_00298
OG0000349	Prbb.g_00343	Prat.g_00299
OG0000350	Prbb.g_00344	Prat.g_00300
OG0000351	Prbb.g_00346	Prat.g_00303
OG0000352	Prbb.g_00349	Prat.g_00306
OG0000353	Prbb.g_00350	Prat.g_00307
OG0000354	Prbb.g_00351	Prat.g_00308
OG0000355	Prbb.g_00352	Prat.g_00309
OG0000356	Prbb.g_00353	Prat.g_00310
OG0000357	Prbb.g_00354	Prat.g_00311
OG0000358	Prbb.g_00355	Prat.g_00312
OG0000359	Prbb.g_00356	Prat.g_00313
OG0000360	Prbb.g_00359	Prat.g_00315
OG0000361	Prbb.g_00360	Prat.g_00316
OG0000362	Prbb.g_00361	Prat.g_00317
OG0000363	Prbb.g_00362	Prat.g_00318
OG0000364	Prbb.g_00363	Prat.g_00319
OG0000365	Prbb.g_00364	Prat.g_00320
OG0000366	Prbb.g_00365	Prat.g_00321
OG0000367	Prbb.g_00366	Prat.g_00322
OG0000368	Prbb.g_00367	Prat.g_00323
OG0000369	Prbb.g_00368	Prat.g_00324
OG0000370	Prbb.g_00369	Prat.g_00325
OG0000371	Prbb.g_00370	Prat.g_00326
OG0000372	Prbb.g_00372	Prat.g_00328
OG0000373	Prbb.g_00374	Prat.g_00330
OG0000374	Prbb.g_00375	Prat.g_00331
OG0000375	Prbb.g_00376	Prat.g_00332
OG0000376	Prbb.g_00378	Prat.g_00334
OG0000377	Prbb.g_00384	Prat.g_00340
OG0000378	Prbb.g_00739	Prat.g_00341
OG0000379	Prbb.g_00394	Prat.g_00348
OG0000380	Prbb.g_00396	Prat.g_00350
OG0000381	Prbb.g_00397	Prat.g_00351
OG0000382	Prbb.g_00398	Prat.g_00352
OG0000383	Prbb.g_00401	Prat.g_00355
OG0000384	Prbb.g_00402	Prat.g_00356
OG0000385	Prbb.g_00404	Prat.g_00359
OG0000386	Prbb.g_00405	Prat.g_00360
OG0000387	Prbb.g_00406	Prat.g_00361
OG0000388	Prbb.g_00407	Prat.g_00362
OG0000389	Prbb.g_00408	Prat.g_00363
OG0000390	Prbb.g_00409	Prat.g_00364
OG0000391	Prbb.g_00410	Prat.g_00365
OG0000392	Prbb.g_00411	Prat.g_00366
OG0000393	Prbb.g_00415	Prat.g_00369
OG0000394	Prbb.g_00416	Prat.g_00370
OG0000395	Prbb.g_00419	Prat.g_00373
OG0000396	Prbb.g_00836	Prat.g_00985
OG0000397	Prbb.g_01094	Prat.g_01203
OG0000398	Prbb.g_01124	Prat.g_01469
OG0000399	Prbb.g_01288	Prat.g_00671
OG0000400	Prbb.g_01923	Prat.g_01656
OG0000401	Prbb.g_00436	Prat.g_00390
OG0000402	Prbb.g_00437	Prat.g_00391
OG0000403	Prbb.g_00438	Prat.g_00392
OG0000404	Prbb.g_00440	Prat.g_00395
OG0000405	Prbb.g_00441	Prat.g_00396
OG0000406	Prbb.g_00443	Prat.g_00398
OG0000407	Prbb.g_00444	Prat.g_00399
OG0000408	Prbb.g_00445	Prat.g_00400
OG0000409	Prbb.g_00446	Prat.g_00401
OG0000410	Prbb.g_00447	Prat.g_00403
OG0000411	Prbb.g_00448	Prat.g_00404
OG0000412	Prbb.g_00449	Prat.g_00405
OG0000413	Prbb.g_00450	Prat.g_00406
OG0000414	Prbb.g_00451	Prat.g_00407
OG0000415	Prbb.g_00452	Prat.g_00408
OG0000416	Prbb.g_00453	Prat.g_00410
OG0000417	Prbb.g_00454	Prat.g_00411
OG0000418	Prbb.g_00455	Prat.g_00412
OG0000419	Prbb.g_00456	Prat.g_00413
OG0000420	Prbb.g_00457	Prat.g_00414
OG0000421	Prbb.g_00458	Prat.g_00415
OG0000422	Prbb.g_00460	Prat.g_00417
OG0000423	Prbb.g_00461	Prat.g_00418
OG0000424	Prbb.g_00462	Prat.g_00419
OG0000425	Prbb.g_00468	Prat.g_00424
OG0000426	Prbb.g_00469	Prat.g_00425
OG0000427	Prbb.g_00470	Prat.g_00426
OG0000428	Prbb.g_00472	Prat.g_00428
OG0000429	Prbb.g_00473	Prat.g_00429
OG0000430	Prbb.g_00475	Prat.g_00430
OG0000431	Prbb.g_00476	Prat.g_00432
OG0000432	Prbb.g_00477	Prat.g_00433
OG0000433	Prbb.g_00480	Prat.g_00436
OG0000434	Prbb.g_00482	Prat.g_00438
OG0000435	Prbb.g_00483	Prat.g_00439
OG0000436	Prbb.g_00486	Prat.g_00441
OG0000437	Prbb.g_00488	Prat.g_00443
OG0000438	Prbb.g_00489	Prat.g_00444
OG0000439	Prbb.g_00490	Prat.g_00445
OG0000440	Prbb.g_00491	Prat.g_00447
OG0000441	Prbb.g_00492	Prat.g_00448
OG0000442	Prbb.g_00493	Prat.g_00449
OG0000443	Prbb.g_00494	Prat.g_00450
OG0000444	Prbb.g_00495	Prat.g_00451
OG0000445	Prbb.g_00496	Prat.g_00453
OG0000446	Prbb.g_00497	Prat.g_00454
OG0000447	Prbb.g_00498	Prat.g_00455
OG0000448	Prbb.g_00499	Prat.g_00456
OG0000449	Prbb.g_00504	Prat.g_00463
OG0000450	Prbb.g_00505	Prat.g_00464
OG0000451	Prbb.g_00506	Prat.g_00465
OG0000452	Prbb.g_00507	Prat.g_00466
OG0000453	Prbb.g_00509	Prat.g_00468
OG0000454	Prbb.g_00510	Prat.g_00469
OG0000455	Prbb.g_00511	Prat.g_00470
OG0000456	Prbb.g_00512	Prat.g_00471
OG0000457	Prbb.g_00514	Prat.g_00473
OG0000458	Prbb.g_00516	Prat.g_00475
OG0000459	Prbb.g_00517	Prat.g_00476
OG0000460	Prbb.g_00519	Prat.g_00478
OG0000461	Prbb.g_00520	Prat.g_00479
OG0000462	Prbb.g_00521	Prat.g_00480
OG0000463	Prbb.g_00523	Prat.g_00482
OG0000464	Prbb.g_00527	Prat.g_00486
OG0000465	Prbb.g_00528	Prat.g_00487
OG0000466	Prbb.g_00529	Prat.g_00488
OG0000467	Prbb.g_00530	Prat.g_00489
OG0000468	Prbb.g_00531	Prat.g_00490
OG0000469	Prbb.g_00532	Prat.g_00491
OG0000470	Prbb.g_00533	Prat.g_00492
OG0000471	Prbb.g_00534	Prat.g_00493
OG0000472	Prbb.g_00537	Prat.g_00496
OG0000473	Prbb.g_00538	Prat.g_00497
OG0000474	Prbb.g_00539	Prat.g_00498
OG0000475	Prbb.g_00540	Prat.g_00499
OG0000476	Prbb.g_00541	Prat.g_00500
OG0000477	Prbb.g_00543	Prat.g_00501
OG0000478	Prbb.g_00544	Prat.g_00502
OG0000479	Prbb.g_00545	Prat.g_00503
OG0000480	Prbb.g_00547	Prat.g_00505
OG0000481	Prbb.g_00548	Prat.g_00506
OG0000482	Prbb.g_00550	Prat.g_00507
OG0000483	Prbb.g_00551	Prat.g_00508
OG0000484	Prbb.g_00552	Prat.g_00509
OG0000485	Prbb.g_00553	Prat.g_00510
OG0000486	Prbb.g_00554	Prat.g_00511
OG0000487	Prbb.g_00555	Prat.g_00512
OG0000488	Prbb.g_00557	Prat.g_00515
OG0000489	Prbb.g_00558	Prat.g_00516
OG0000490	Prbb.g_00559	Prat.g_00517
OG0000491	Prbb.g_00560	Prat.g_00518
OG0000492	Prbb.g_00561	Prat.g_00519
OG0000493	Prbb.g_00562	Prat.g_00520
OG0000494	Prbb.g_00564	Prat.g_00522
OG0000495	Prbb.g_00565	Prat.g_00523
OG0000496	Prbb.g_00566	Prat.g_00525
OG0000497	Prbb.g_00567	Prat.g_00527
OG0000498	Prbb.g_00568	Prat.g_00528
OG0000499	Prbb.g_00570	Prat.g_00530
OG0000500	Prbb.g_00571	Prat.g_00531
OG0000501	Prbb.g_00573	Prat.g_00533
OG0000502	Prbb.g_00574	Prat.g_00534
OG0000503	Prbb.g_00575	Prat.g_00536
OG0000504	Prbb.g_00576	Prat.g_00537
OG0000505	Prbb.g_00577	Prat.g_00538
OG0000506	Prbb.g_00578	Prat.g_00539
OG0000507	Prbb.g_00579	Prat.g_00540
OG0000508	Prbb.g_00580	Prat.g_00542
OG0000509	Prbb.g_00581	Prat.g_00543
OG0000510	Prbb.g_00582	Prat.g_00544
OG0000511	Prbb.g_00583	Prat.g_00545
OG0000512	Prbb.g_00584	Prat.g_00546
OG0000513	Prbb.g_00585	Prat.g_00547
OG0000514	Prbb.g_00586	Prat.g_00548
OG0000515	Prbb.g_00587	Prat.g_00549
OG0000516	Prbb.g_00588	Prat.g_00550
OG0000517	Prbb.g_00589	Prat.g_00551
OG0000518	Prbb.g_00591	Prat.g_00553
OG0000519	Prbb.g_00592	Prat.g_00554
OG0000520	Prbb.g_00594	Prat.g_00555
OG0000521	Prbb.g_00593	Prat.g_00556
OG0000522	Prbb.g_00595	Prat.g_00557
OG0000523	Prbb.g_00596	Prat.g_00558
OG0000524	Prbb.g_00597	Prat.g_00559
OG0000525	Prbb.g_00599	Prat.g_00561
OG0000526	Prbb.g_00600	Prat.g_00562
OG0000527	Prbb.g_00601	Prat.g_00563
OG0000528	Prbb.g_00602	Prat.g_00564
OG0000529	Prbb.g_00603	Prat.g_00565
OG0000530	Prbb.g_00604	Prat.g_00566
OG0000531	Prbb.g_00606	Prat.g_00568
OG0000532	Prbb.g_00607	Prat.g_00569
OG0000533	Prbb.g_00608	Prat.g_00570
OG0000534	Prbb.g_00609	Prat.g_00571
OG0000535	Prbb.g_00610	Prat.g_00572
OG0000536	Prbb.g_00611	Prat.g_00573
OG0000537	Prbb.g_00612	Prat.g_00574
OG0000538	Prbb.g_00613	Prat.g_00575
OG0000539	Prbb.g_00614	Prat.g_00576
OG0000540	Prbb.g_00615	Prat.g_00577
OG0000541	Prbb.g_00616	Prat.g_00579
OG0000542	Prbb.g_00617	Prat.g_00580
OG0000543	Prbb.g_00618	Prat.g_00581
OG0000544	Prbb.g_00619	Prat.g_00582
OG0000545	Prbb.g_00622	Prat.g_00584
OG0000546	Prbb.g_00623	Prat.g_00585
OG0000547	Prbb.g_00624	Prat.g_00587
