Orthogroup	Prbb	Prag
OG0000096	Prbb.g_00307	Prag.g_00244
OG0000097	Prbb.g_00327	Prag.g_00265
OG0000099	Prbb.g_00345	Prag.g_00285
OG0000100	Prbb.g_00348	Prag.g_00288
OG0000101	Prbb.g_00418	Prag.g_00351
OG0000102	Prbb.g_01326	Prag.g_00375
OG0000103	Prbb.g_00479	Prag.g_00455
OG0000104	Prbb.g_00484, Prbb.g_00485	Prag.g_00459
OG0000105	Prbb.g_00503	Prag.g_00478
OG0000106	Prbb.g_00535	Prag.g_00511
OG0000107	Prbb.g_00536	Prag.g_00512
OG0000108	Prbb.g_00546	Prag.g_00522
OG0000109	Prbb.g_00556	Prag.g_00531
OG0000110	Prbb.g_00572	Prag.g_00547
OG0000111	Prbb.g_00652	Prag.g_00629
OG0000112	Prbb.g_00653	Prag.g_00630
OG0000113	Prbb.g_00737	Prag.g_00714
OG0000114	Prbb.g_00781	Prag.g_00804
OG0000115	Prbb.g_00991	Prag.g_00964
OG0000116	Prbb.g_00995	Prag.g_00968
OG0000117	Prbb.g_01067	Prag.g_01033
OG0000118	Prbb.g_01238	Prag.g_01085
OG0000119	Prbb.g_01890	Prag.g_01123
OG0000120	Prbb.g_01510	Prag.g_01159
OG0000121	Prbb.g_01487	Prag.g_01178
OG0000122	Prbb.g_01467	Prag.g_01197
OG0000123	Prbb.g_01456	Prag.g_01210
OG0000124	Prbb.g_01060	Prag.g_01219
OG0000125	Prbb.g_01598	Prag.g_01367
OG0000126	Prbb.g_01639	Prag.g_01389
OG0000127	Prbb.g_01673	Prag.g_01475
OG0000128	Prbb.g_01687	Prag.g_01491
OG0000129	Prbb.g_01721	Prag.g_01527
OG0000130	Prbb.g_01821	Prag.g_01667
OG0000131	Prbb.g_01858	Prag.g_01705
OG0000132	Prbb.g_01860	Prag.g_01708
OG0000133	Prbb.g_01959	Prag.g_01763
OG0000134	Prbb.g_01995	Prag.g_01799
OG0000135	Prbb.g_01997	Prag.g_01801
OG0000136	Prbb.g_02046	Prag.g_01845
OG0000137	Prbb.g_02082	Prag.g_01878
OG0000138	Prbb.g_02131	Prag.g_01913
OG0000139	Prbb.g_02168	Prag.g_01940
OG0000140	Prbb.g_00001	Prag.g_00001
OG0000141	Prbb.g_00002	Prag.g_00002
OG0000142	Prbb.g_00004	Prag.g_00004
OG0000143	Prbb.g_00005	Prag.g_00005
OG0000144	Prbb.g_00008	Prag.g_00007
OG0000145	Prbb.g_00009	Prag.g_00008
OG0000146	Prbb.g_00010	Prag.g_00009
OG0000147	Prbb.g_00011	Prag.g_00010
OG0000148	Prbb.g_00013	Prag.g_00012
OG0000149	Prbb.g_00015	Prag.g_00014
OG0000150	Prbb.g_00016	Prag.g_00015
OG0000151	Prbb.g_00017	Prag.g_00016
OG0000152	Prbb.g_00018	Prag.g_00017
OG0000153	Prbb.g_00019	Prag.g_00018
OG0000154	Prbb.g_00020	Prag.g_00019
OG0000155	Prbb.g_00021	Prag.g_00020
OG0000156	Prbb.g_00022	Prag.g_00021
OG0000157	Prbb.g_00023	Prag.g_00022
OG0000158	Prbb.g_00025	Prag.g_00024
OG0000159	Prbb.g_00026	Prag.g_00025
OG0000160	Prbb.g_00027	Prag.g_00026
OG0000161	Prbb.g_00028	Prag.g_00027
OG0000162	Prbb.g_00029	Prag.g_00028
OG0000163	Prbb.g_00030	Prag.g_00029
OG0000164	Prbb.g_00033	Prag.g_00032
OG0000165	Prbb.g_00035	Prag.g_00035
OG0000166	Prbb.g_00036	Prag.g_00036
OG0000167	Prbb.g_00037	Prag.g_00037
OG0000168	Prbb.g_00055	Prag.g_00040
OG0000169	Prbb.g_00057	Prag.g_00042
OG0000170	Prbb.g_00058	Prag.g_00043
OG0000171	Prbb.g_00059	Prag.g_00044
OG0000172	Prbb.g_00060	Prag.g_00045
OG0000173	Prbb.g_00061	Prag.g_00046
OG0000174	Prbb.g_00062	Prag.g_00047
OG0000175	Prbb.g_00063	Prag.g_00048
OG0000176	Prbb.g_00065	Prag.g_00050
OG0000177	Prbb.g_00066	Prag.g_00051
OG0000178	Prbb.g_00067	Prag.g_00052
OG0000179	Prbb.g_00119	Prag.g_00058
OG0000180	Prbb.g_00120	Prag.g_00059
OG0000181	Prbb.g_00121	Prag.g_00060
OG0000182	Prbb.g_00124	Prag.g_00063
OG0000183	Prbb.g_00125	Prag.g_00064
OG0000184	Prbb.g_00128	Prag.g_00067
OG0000185	Prbb.g_00132	Prag.g_00071
OG0000186	Prbb.g_00133	Prag.g_00072
OG0000187	Prbb.g_00134	Prag.g_00073
OG0000188	Prbb.g_00135	Prag.g_00074
OG0000189	Prbb.g_00136	Prag.g_00075
OG0000190	Prbb.g_00137	Prag.g_00076
OG0000191	Prbb.g_00138	Prag.g_00077
OG0000192	Prbb.g_00139	Prag.g_00078
OG0000193	Prbb.g_00140	Prag.g_00079
OG0000194	Prbb.g_00141	Prag.g_00080
OG0000195	Prbb.g_00143	Prag.g_00082
OG0000196	Prbb.g_00144	Prag.g_00083
OG0000197	Prbb.g_00145	Prag.g_00084
OG0000198	Prbb.g_00146	Prag.g_00085
OG0000199	Prbb.g_00149	Prag.g_00087
OG0000200	Prbb.g_00150	Prag.g_00088
OG0000201	Prbb.g_00151	Prag.g_00089
OG0000202	Prbb.g_00152	Prag.g_00090
OG0000203	Prbb.g_00153	Prag.g_00091
OG0000204	Prbb.g_00154	Prag.g_00092
OG0000205	Prbb.g_00156	Prag.g_00093
OG0000206	Prbb.g_00157	Prag.g_00094
OG0000207	Prbb.g_00158	Prag.g_00095
OG0000208	Prbb.g_00159	Prag.g_00096
OG0000209	Prbb.g_00160	Prag.g_00097
OG0000210	Prbb.g_00161	Prag.g_00099
OG0000211	Prbb.g_00162	Prag.g_00100
OG0000212	Prbb.g_00163	Prag.g_00101
OG0000213	Prbb.g_00164	Prag.g_00102
OG0000214	Prbb.g_00168	Prag.g_00104
OG0000215	Prbb.g_00169	Prag.g_00105
OG0000216	Prbb.g_00171	Prag.g_00107
OG0000217	Prbb.g_00173	Prag.g_00108
OG0000218	Prbb.g_00174	Prag.g_00109
OG0000219	Prbb.g_00175	Prag.g_00110
OG0000220	Prbb.g_00177	Prag.g_00113
OG0000221	Prbb.g_00180	Prag.g_00115
OG0000222	Prbb.g_00181	Prag.g_00116
OG0000223	Prbb.g_00182	Prag.g_00117
OG0000224	Prbb.g_00185	Prag.g_00120
OG0000225	Prbb.g_00187	Prag.g_00122
OG0000226	Prbb.g_00189	Prag.g_00123
OG0000227	Prbb.g_00190	Prag.g_00124
OG0000228	Prbb.g_00191	Prag.g_00125
OG0000229	Prbb.g_00192	Prag.g_00126
OG0000230	Prbb.g_00193	Prag.g_00127
OG0000231	Prbb.g_01101	Prag.g_00129
OG0000232	Prbb.g_00194	Prag.g_00130
OG0000233	Prbb.g_00197	Prag.g_00133
OG0000234	Prbb.g_00200	Prag.g_00135
OG0000235	Prbb.g_00202	Prag.g_00138
OG0000236	Prbb.g_00203	Prag.g_00139
OG0000237	Prbb.g_00204	Prag.g_00140
OG0000238	Prbb.g_00205	Prag.g_00141
OG0000239	Prbb.g_00206	Prag.g_00142
OG0000240	Prbb.g_00208	Prag.g_00144
OG0000241	Prbb.g_00209	Prag.g_00145
OG0000242	Prbb.g_00210	Prag.g_00146
OG0000243	Prbb.g_00211	Prag.g_00147
OG0000244	Prbb.g_00212	Prag.g_00148
OG0000245	Prbb.g_00213	Prag.g_00149
OG0000246	Prbb.g_00215	Prag.g_00151
OG0000247	Prbb.g_00216	Prag.g_00152
OG0000248	Prbb.g_00217	Prag.g_00153
OG0000249	Prbb.g_00218	Prag.g_00154
OG0000250	Prbb.g_00219	Prag.g_00155
OG0000251	Prbb.g_00220	Prag.g_00156
OG0000252	Prbb.g_00221	Prag.g_00157
OG0000253	Prbb.g_00222	Prag.g_00158
OG0000254	Prbb.g_00224	Prag.g_00160
OG0000255	Prbb.g_00225	Prag.g_00161
OG0000256	Prbb.g_00228	Prag.g_00164
OG0000257	Prbb.g_00229	Prag.g_00166
OG0000258	Prbb.g_00230	Prag.g_00167
OG0000259	Prbb.g_00231	Prag.g_00168
OG0000260	Prbb.g_00232	Prag.g_00169
OG0000261	Prbb.g_00233	Prag.g_00170
OG0000262	Prbb.g_00234	Prag.g_00171
OG0000263	Prbb.g_00235	Prag.g_00172
OG0000264	Prbb.g_00237	Prag.g_00174
OG0000265	Prbb.g_00238	Prag.g_00175
OG0000266	Prbb.g_00239	Prag.g_00176
OG0000267	Prbb.g_00241	Prag.g_00178
OG0000268	Prbb.g_00243	Prag.g_00179
OG0000269	Prbb.g_00244	Prag.g_00180
OG0000270	Prbb.g_00245	Prag.g_00181
OG0000271	Prbb.g_00246	Prag.g_00182
OG0000272	Prbb.g_00247	Prag.g_00183
OG0000273	Prbb.g_00248	Prag.g_00184
OG0000274	Prbb.g_00249	Prag.g_00185
OG0000275	Prbb.g_00250	Prag.g_00186
OG0000276	Prbb.g_00251	Prag.g_00187
OG0000277	Prbb.g_00252	Prag.g_00188
OG0000278	Prbb.g_00253	Prag.g_00189
OG0000279	Prbb.g_00254	Prag.g_00190
OG0000280	Prbb.g_00255	Prag.g_00191
OG0000281	Prbb.g_00257	Prag.g_00193
OG0000282	Prbb.g_00258	Prag.g_00194
OG0000283	Prbb.g_00260	Prag.g_00197
OG0000284	Prbb.g_00261	Prag.g_00198
OG0000285	Prbb.g_00262	Prag.g_00199
OG0000286	Prbb.g_00264	Prag.g_00201
OG0000287	Prbb.g_00265	Prag.g_00202
OG0000288	Prbb.g_00266	Prag.g_00203
OG0000289	Prbb.g_00267	Prag.g_00204
OG0000290	Prbb.g_00268	Prag.g_00205
OG0000291	Prbb.g_00269	Prag.g_00206
OG0000292	Prbb.g_00270	Prag.g_00207
OG0000293	Prbb.g_00271	Prag.g_00208
OG0000294	Prbb.g_00272	Prag.g_00209
OG0000295	Prbb.g_00273	Prag.g_00210
OG0000296	Prbb.g_00274	Prag.g_00211
OG0000297	Prbb.g_00275	Prag.g_00212
OG0000298	Prbb.g_00276	Prag.g_00213
OG0000299	Prbb.g_00277	Prag.g_00214
OG0000300	Prbb.g_00278	Prag.g_00215
OG0000301	Prbb.g_00279	Prag.g_00216
OG0000302	Prbb.g_00280	Prag.g_00217
OG0000303	Prbb.g_00281	Prag.g_00218
OG0000304	Prbb.g_00282	Prag.g_00219
OG0000305	Prbb.g_00283	Prag.g_00220
OG0000306	Prbb.g_00284	Prag.g_00221
OG0000307	Prbb.g_00285	Prag.g_00222
OG0000308	Prbb.g_00286	Prag.g_00223
OG0000309	Prbb.g_00287	Prag.g_00224
OG0000310	Prbb.g_00288	Prag.g_00225
OG0000311	Prbb.g_00290	Prag.g_00226
OG0000312	Prbb.g_00292	Prag.g_00228
OG0000313	Prbb.g_00293	Prag.g_00229
OG0000314	Prbb.g_00297	Prag.g_00232
OG0000315	Prbb.g_00298	Prag.g_00233
OG0000316	Prbb.g_00300	Prag.g_00235
OG0000317	Prbb.g_00302	Prag.g_00237
OG0000318	Prbb.g_00303	Prag.g_00238
OG0000319	Prbb.g_00304	Prag.g_00239
OG0000320	Prbb.g_00305	Prag.g_00240
OG0000321	Prbb.g_00306	Prag.g_00243
OG0000322	Prbb.g_00309	Prag.g_00245
OG0000323	Prbb.g_00310	Prag.g_00246
OG0000324	Prbb.g_00313	Prag.g_00249
OG0000325	Prbb.g_00314	Prag.g_00250
OG0000326	Prbb.g_00315	Prag.g_00251
OG0000327	Prbb.g_00316	Prag.g_00253
OG0000328	Prbb.g_00317	Prag.g_00254
OG0000329	Prbb.g_00318	Prag.g_00255
OG0000330	Prbb.g_00319	Prag.g_00256
OG0000331	Prbb.g_00320	Prag.g_00257
OG0000332	Prbb.g_00321	Prag.g_00258
OG0000333	Prbb.g_00322	Prag.g_00259
OG0000334	Prbb.g_00323	Prag.g_00260
OG0000335	Prbb.g_00324	Prag.g_00261
OG0000336	Prbb.g_00326	Prag.g_00262
OG0000337	Prbb.g_00328	Prag.g_00266
OG0000338	Prbb.g_00329	Prag.g_00267
OG0000339	Prbb.g_00330	Prag.g_00268
OG0000340	Prbb.g_00331	Prag.g_00269
OG0000341	Prbb.g_00334	Prag.g_00273
OG0000342	Prbb.g_00335	Prag.g_00274
OG0000343	Prbb.g_00337	Prag.g_00276
OG0000344	Prbb.g_00338	Prag.g_00277
OG0000345	Prbb.g_00339	Prag.g_00278
OG0000346	Prbb.g_00340	Prag.g_00279
OG0000347	Prbb.g_00341	Prag.g_00280
OG0000348	Prbb.g_00342	Prag.g_00281
OG0000349	Prbb.g_00343	Prag.g_00282
OG0000350	Prbb.g_00344	Prag.g_00283
OG0000351	Prbb.g_00346	Prag.g_00286
OG0000352	Prbb.g_00349	Prag.g_00289
OG0000353	Prbb.g_00350	Prag.g_00290
OG0000354	Prbb.g_00351	Prag.g_00291
OG0000355	Prbb.g_00352	Prag.g_00292
OG0000356	Prbb.g_00353	Prag.g_00293
OG0000357	Prbb.g_00354	Prag.g_00294
OG0000358	Prbb.g_00355	Prag.g_00295
OG0000359	Prbb.g_00356	Prag.g_00296
OG0000360	Prbb.g_00359	Prag.g_00299
OG0000361	Prbb.g_00360	Prag.g_00300
OG0000362	Prbb.g_00361	Prag.g_00301
OG0000363	Prbb.g_00362	Prag.g_00302
OG0000364	Prbb.g_00363	Prag.g_00303
OG0000365	Prbb.g_00364	Prag.g_00304
OG0000366	Prbb.g_00365	Prag.g_00305
OG0000367	Prbb.g_00366	Prag.g_00306
OG0000368	Prbb.g_00367	Prag.g_00307
OG0000369	Prbb.g_00368	Prag.g_00308
OG0000370	Prbb.g_00369	Prag.g_00309
OG0000371	Prbb.g_00370	Prag.g_00310
OG0000372	Prbb.g_00372	Prag.g_00312
OG0000373	Prbb.g_00374	Prag.g_00314
OG0000374	Prbb.g_00375	Prag.g_00315
OG0000375	Prbb.g_00376	Prag.g_00316
OG0000376	Prbb.g_00378	Prag.g_00318
OG0000377	Prbb.g_00384	Prag.g_00319
OG0000378	Prbb.g_00739	Prag.g_00320
OG0000379	Prbb.g_00394	Prag.g_00329
OG0000380	Prbb.g_00396	Prag.g_00330
OG0000381	Prbb.g_00397	Prag.g_00331
OG0000382	Prbb.g_00398	Prag.g_00333
OG0000383	Prbb.g_00401	Prag.g_00336
OG0000384	Prbb.g_00402	Prag.g_00337
OG0000385	Prbb.g_00404	Prag.g_00339
OG0000386	Prbb.g_00405	Prag.g_00340
OG0000387	Prbb.g_00406	Prag.g_00341
OG0000388	Prbb.g_00407	Prag.g_00342
OG0000389	Prbb.g_00408	Prag.g_00343
OG0000390	Prbb.g_00409	Prag.g_00344
OG0000391	Prbb.g_00410	Prag.g_00345
OG0000392	Prbb.g_00411	Prag.g_00346
OG0000393	Prbb.g_00415	Prag.g_00349
OG0000394	Prbb.g_00416	Prag.g_00350
OG0000395	Prbb.g_00419	Prag.g_00352
OG0000396	Prbb.g_00836	Prag.g_00353
OG0000397	Prbb.g_01094	Prag.g_00365
OG0000398	Prbb.g_01124	Prag.g_00372
OG0000399	Prbb.g_01288	Prag.g_00373
OG0000400	Prbb.g_01923	Prag.g_00378
OG0000401	Prbb.g_00436	Prag.g_00410
OG0000402	Prbb.g_00437	Prag.g_00411
OG0000403	Prbb.g_00438	Prag.g_00412
OG0000404	Prbb.g_00440	Prag.g_00414
OG0000405	Prbb.g_00441	Prag.g_00415
OG0000406	Prbb.g_00443	Prag.g_00417
OG0000407	Prbb.g_00444	Prag.g_00418
OG0000408	Prbb.g_00445	Prag.g_00419
OG0000409	Prbb.g_00446	Prag.g_00420
OG0000410	Prbb.g_00447	Prag.g_00421
OG0000411	Prbb.g_00448	Prag.g_00422
OG0000412	Prbb.g_00449	Prag.g_00423
OG0000413	Prbb.g_00450	Prag.g_00424
OG0000414	Prbb.g_00451	Prag.g_00425
OG0000415	Prbb.g_00452	Prag.g_00426
OG0000416	Prbb.g_00453	Prag.g_00427
OG0000417	Prbb.g_00454	Prag.g_00428
OG0000418	Prbb.g_00455	Prag.g_00429
OG0000419	Prbb.g_00456	Prag.g_00430
OG0000420	Prbb.g_00457	Prag.g_00431
OG0000421	Prbb.g_00458	Prag.g_00432
OG0000422	Prbb.g_00460	Prag.g_00434
OG0000423	Prbb.g_00461	Prag.g_00435
OG0000424	Prbb.g_00462	Prag.g_00437
OG0000425	Prbb.g_00468	Prag.g_00440
OG0000426	Prbb.g_00469	Prag.g_00441
OG0000427	Prbb.g_00470	Prag.g_00442
OG0000428	Prbb.g_00472	Prag.g_00443
OG0000429	Prbb.g_00473	Prag.g_00444
OG0000430	Prbb.g_00475	Prag.g_00450
OG0000431	Prbb.g_00476	Prag.g_00452
OG0000432	Prbb.g_00477	Prag.g_00453
OG0000433	Prbb.g_00480	Prag.g_00456
OG0000434	Prbb.g_00482	Prag.g_00457
OG0000435	Prbb.g_00483	Prag.g_00458
OG0000436	Prbb.g_00486	Prag.g_00460
OG0000437	Prbb.g_00488	Prag.g_00462
OG0000438	Prbb.g_00489	Prag.g_00463
OG0000439	Prbb.g_00490	Prag.g_00464
OG0000440	Prbb.g_00491	Prag.g_00466
OG0000441	Prbb.g_00492	Prag.g_00467
OG0000442	Prbb.g_00493	Prag.g_00468
OG0000443	Prbb.g_00494	Prag.g_00469
OG0000444	Prbb.g_00495	Prag.g_00470
OG0000445	Prbb.g_00496	Prag.g_00471
OG0000446	Prbb.g_00497	Prag.g_00472
OG0000447	Prbb.g_00498	Prag.g_00473
OG0000448	Prbb.g_00499	Prag.g_00474
OG0000449	Prbb.g_00504	Prag.g_00479
OG0000450	Prbb.g_00505	Prag.g_00480
OG0000451	Prbb.g_00506	Prag.g_00481
OG0000452	Prbb.g_00507	Prag.g_00482
OG0000453	Prbb.g_00509	Prag.g_00484
OG0000454	Prbb.g_00510	Prag.g_00485
OG0000455	Prbb.g_00511	Prag.g_00486
OG0000456	Prbb.g_00512	Prag.g_00487
OG0000457	Prbb.g_00514	Prag.g_00489
OG0000458	Prbb.g_00516	Prag.g_00491
OG0000459	Prbb.g_00517	Prag.g_00492
OG0000460	Prbb.g_00519	Prag.g_00494
OG0000461	Prbb.g_00520	Prag.g_00495
OG0000462	Prbb.g_00521	Prag.g_00496
OG0000463	Prbb.g_00523	Prag.g_00497
OG0000464	Prbb.g_00527	Prag.g_00502
OG0000465	Prbb.g_00528	Prag.g_00504
OG0000466	Prbb.g_00529	Prag.g_00505
OG0000467	Prbb.g_00530	Prag.g_00506
OG0000468	Prbb.g_00531	Prag.g_00507
OG0000469	Prbb.g_00532	Prag.g_00508
OG0000470	Prbb.g_00533	Prag.g_00509
OG0000471	Prbb.g_00534	Prag.g_00510
OG0000472	Prbb.g_00537	Prag.g_00513
OG0000473	Prbb.g_00538	Prag.g_00514
OG0000474	Prbb.g_00539	Prag.g_00515
OG0000475	Prbb.g_00540	Prag.g_00516
OG0000476	Prbb.g_00541	Prag.g_00517
OG0000477	Prbb.g_00543	Prag.g_00519
OG0000478	Prbb.g_00544	Prag.g_00520
OG0000479	Prbb.g_00545	Prag.g_00521
OG0000480	Prbb.g_00547	Prag.g_00523
OG0000481	Prbb.g_00548	Prag.g_00524
OG0000482	Prbb.g_00550	Prag.g_00525
OG0000483	Prbb.g_00551	Prag.g_00526
OG0000484	Prbb.g_00552	Prag.g_00527
OG0000485	Prbb.g_00553	Prag.g_00528
OG0000486	Prbb.g_00554	Prag.g_00529
OG0000487	Prbb.g_00555	Prag.g_00530
OG0000488	Prbb.g_00557	Prag.g_00532
OG0000489	Prbb.g_00558	Prag.g_00533
OG0000490	Prbb.g_00559	Prag.g_00534
OG0000491	Prbb.g_00560	Prag.g_00535
OG0000492	Prbb.g_00561	Prag.g_00536
OG0000493	Prbb.g_00562	Prag.g_00537
OG0000494	Prbb.g_00564	Prag.g_00539
OG0000495	Prbb.g_00565	Prag.g_00540
OG0000496	Prbb.g_00566	Prag.g_00541
OG0000497	Prbb.g_00567	Prag.g_00542
OG0000498	Prbb.g_00568	Prag.g_00543
OG0000499	Prbb.g_00570	Prag.g_00545
OG0000500	Prbb.g_00571	Prag.g_00546
OG0000501	Prbb.g_00573	Prag.g_00548
OG0000502	Prbb.g_00574	Prag.g_00549
OG0000503	Prbb.g_00575	Prag.g_00550
OG0000504	Prbb.g_00576	Prag.g_00551
OG0000505	Prbb.g_00577	Prag.g_00552
OG0000506	Prbb.g_00578	Prag.g_00553
OG0000507	Prbb.g_00579	Prag.g_00554
OG0000508	Prbb.g_00580	Prag.g_00556
OG0000509	Prbb.g_00581	Prag.g_00557
OG0000510	Prbb.g_00582	Prag.g_00558
OG0000511	Prbb.g_00583	Prag.g_00559
OG0000512	Prbb.g_00584	Prag.g_00560
OG0000513	Prbb.g_00585	Prag.g_00561
OG0000514	Prbb.g_00586	Prag.g_00562
OG0000515	Prbb.g_00587	Prag.g_00564
OG0000516	Prbb.g_00588	Prag.g_00565
OG0000517	Prbb.g_00589	Prag.g_00566
OG0000518	Prbb.g_00591	Prag.g_00569
OG0000519	Prbb.g_00592	Prag.g_00570
OG0000520	Prbb.g_00594	Prag.g_00571
OG0000521	Prbb.g_00593	Prag.g_00572
OG0000522	Prbb.g_00595	Prag.g_00573
OG0000523	Prbb.g_00596	Prag.g_00574
OG0000524	Prbb.g_00597	Prag.g_00575
OG0000525	Prbb.g_00599	Prag.g_00577
OG0000526	Prbb.g_00600	Prag.g_00578
OG0000527	Prbb.g_00601	Prag.g_00579
OG0000528	Prbb.g_00602	Prag.g_00580
OG0000529	Prbb.g_00603	Prag.g_00581
OG0000530	Prbb.g_00604	Prag.g_00582
OG0000531	Prbb.g_00606	Prag.g_00583
OG0000532	Prbb.g_00607	Prag.g_00584
OG0000533	Prbb.g_00608	Prag.g_00585
OG0000534	Prbb.g_00609	Prag.g_00586
OG0000535	Prbb.g_00610	Prag.g_00587
OG0000536	Prbb.g_00611	Prag.g_00588
OG0000537	Prbb.g_00612	Prag.g_00589
OG0000538	Prbb.g_00613	Prag.g_00590
OG0000539	Prbb.g_00614	Prag.g_00591
OG0000540	Prbb.g_00615	Prag.g_00592
OG0000541	Prbb.g_00616	Prag.g_00593
OG0000542	Prbb.g_00617	Prag.g_00594
