Orthogroup	Prah	Pras
OG0000089	Prah.g_00176, Prah.g_00180	Pras.g_00972
OG0000090	Prah.g_02268	Pras.g_00990
OG0000091	Prah.g_02307	Pras.g_01020
OG0000092	Prah.g_02308	Pras.g_01021
OG0000093	Prah.g_02324	Pras.g_01035
OG0000094	Prah.g_02362	Pras.g_01053
OG0000095	Prah.g_02371	Pras.g_01059, Pras.g_01058
OG0000096	Prah.g_02089	Pras.g_01103
OG0000097	Prah.g_02126	Pras.g_01126
OG0000099	Prah.g_02151	Pras.g_01145
OG0000100	Prah.g_02155	Pras.g_01148
OG0000101	Prah.g_00208	Pras.g_01210
OG0000102	Prah.g_02538	Pras.g_01236
OG0000103	Prah.g_00313, Prah.g_00314	Pras.g_01354
OG0000104	Prah.g_01566	Pras.g_01358
OG0000105	Prah.g_01544	Pras.g_01377
OG0000106	Prah.g_00108, Prah.g_01503	Pras.g_01409
OG0000107	Prah.g_01501	Pras.g_01410
OG0000108	Prah.g_01476	Pras.g_01420
OG0000109	Prah.g_01465	Pras.g_01429
OG0000110	Prah.g_01446	Pras.g_01445
OG0000111	Prah.g_00474	Pras.g_01527
OG0000112	Prah.g_00473	Pras.g_01528
OG0000113	Prah.g_00752	Pras.g_01628
OG0000114	Prah.g_01823, Prah.g_00669	Pras.g_01699
OG0000115	Prah.g_00796	Pras.g_01859
OG0000116	Prah.g_00805	Pras.g_01863
OG0000117	Prah.g_00912	Pras.g_01931
OG0000118	Prah.g_02597	Pras.g_01982
OG0000119	Prah.g_02526	Pras.g_00026
OG0000120	Prah.g_01315	Pras.g_00062
OG0000121	Prah.g_01254	Pras.g_00081
OG0000122	Prah.g_01276	Pras.g_00101
OG0000123	Prah.g_01237, Prah.g_01238	Pras.g_00114
OG0000124	Prah.g_00905	Pras.g_00122
OG0000125	Prah.g_01378	Pras.g_00221, Pras.g_00222
OG0000126	Prah.g_01576	Pras.g_00250
OG0000127	Prah.g_00424	Pras.g_00337
OG0000128	Prah.g_00407	Pras.g_00351
OG0000129	Prah.g_00361	Pras.g_00388
OG0000130	Prah.g_01672	Pras.g_00548
OG0000131	Prah.g_01725	Pras.g_00586
OG0000132	Prah.g_01728	Pras.g_00589
OG0000133	Prah.g_02038	Pras.g_00646
OG0000134	Prah.g_02001	Pras.g_00682
OG0000135	Prah.g_01999	Pras.g_00684
OG0000136	Prah.g_02244	Pras.g_00728
OG0000137	Prah.g_00089	Pras.g_00761
OG0000138	Prah.g_02498	Pras.g_00797
OG0000139	Prah.g_02578	Pras.g_00824
OG0000140	Prah.g_00002	Pras.g_00843
OG0000141	Prah.g_00003	Pras.g_00844
OG0000142	Prah.g_00005	Pras.g_00846
OG0000143	Prah.g_00006	Pras.g_00847
OG0000144	Prah.g_00008	Pras.g_00849
OG0000145	Prah.g_00010	Pras.g_00850
OG0000146	Prah.g_00011	Pras.g_00851
OG0000147	Prah.g_00012	Pras.g_00852
OG0000148	Prah.g_00014	Pras.g_00854
OG0000149	Prah.g_00016	Pras.g_00856
OG0000150	Prah.g_00017	Pras.g_00857
OG0000151	Prah.g_00022	Pras.g_00858
OG0000152	Prah.g_00023	Pras.g_00859
OG0000153	Prah.g_00024	Pras.g_00860
OG0000154	Prah.g_00025	Pras.g_00861
OG0000155	Prah.g_00026	Pras.g_00862
OG0000156	Prah.g_00027	Pras.g_00863
OG0000157	Prah.g_00028	Pras.g_00864
OG0000158	Prah.g_00030	Pras.g_00866
OG0000159	Prah.g_00031	Pras.g_00867
OG0000160	Prah.g_00032	Pras.g_00868
OG0000161	Prah.g_00033	Pras.g_00869
OG0000162	Prah.g_00034	Pras.g_00870
OG0000163	Prah.g_00036	Pras.g_00871
OG0000164	Prah.g_00041	Pras.g_00874
OG0000165	Prah.g_00046	Pras.g_00877
OG0000166	Prah.g_00047	Pras.g_00878
OG0000167	Prah.g_00048	Pras.g_00879
OG0000168	Prah.g_00049	Pras.g_00893
OG0000169	Prah.g_00051	Pras.g_00895
OG0000170	Prah.g_02488	Pras.g_00896
OG0000171	Prah.g_02486	Pras.g_00897
OG0000172	Prah.g_02485	Pras.g_00898
OG0000173	Prah.g_02478	Pras.g_00899
OG0000174	Prah.g_02471	Pras.g_00900
OG0000175	Prah.g_02466	Pras.g_00901
OG0000176	Prah.g_02457	Pras.g_00903
OG0000177	Prah.g_02454	Pras.g_00904
OG0000178	Prah.g_02453	Pras.g_00905
OG0000179	Prah.g_01830	Pras.g_00916
OG0000180	Prah.g_01833	Pras.g_00917
OG0000181	Prah.g_01834	Pras.g_00918
OG0000182	Prah.g_01838	Pras.g_00921
OG0000183	Prah.g_01839	Pras.g_00922
OG0000184	Prah.g_01843	Pras.g_00924
OG0000185	Prah.g_01849	Pras.g_00928
OG0000186	Prah.g_01850	Pras.g_00929
OG0000187	Prah.g_01211	Pras.g_00930
OG0000188	Prah.g_01851	Pras.g_00931
OG0000189	Prah.g_01859	Pras.g_00932
OG0000190	Prah.g_01860	Pras.g_00933
OG0000191	Prah.g_01861	Pras.g_00934
OG0000192	Prah.g_01862	Pras.g_00935
OG0000193	Prah.g_01863	Pras.g_00936
OG0000194	Prah.g_01864	Pras.g_00937
OG0000195	Prah.g_01866	Pras.g_00939
OG0000196	Prah.g_01867	Pras.g_00940
OG0000197	Prah.g_01873	Pras.g_00941
OG0000198	Prah.g_01877	Pras.g_00942
OG0000199	Prah.g_01882	Pras.g_00945
OG0000200	Prah.g_01883	Pras.g_00946
OG0000201	Prah.g_01884	Pras.g_00947
OG0000202	Prah.g_01886	Pras.g_00948
OG0000203	Prah.g_01887	Pras.g_00949
OG0000204	Prah.g_01888	Pras.g_00950
OG0000205	Prah.g_01890	Pras.g_00951
OG0000206	Prah.g_01891	Pras.g_00952
OG0000207	Prah.g_01892	Pras.g_00953
OG0000208	Prah.g_01893	Pras.g_00954
OG0000209	Prah.g_01894	Pras.g_00955
OG0000210	Prah.g_01896	Pras.g_00957
OG0000211	Prah.g_01897	Pras.g_00958
OG0000212	Prah.g_01898	Pras.g_00959
OG0000213	Prah.g_01901	Pras.g_00960
OG0000214	Prah.g_01908	Pras.g_00962
OG0000215	Prah.g_00195	Pras.g_00963
OG0000216	Prah.g_00193	Pras.g_00965
OG0000217	Prah.g_00191	Pras.g_00966
OG0000218	Prah.g_00189	Pras.g_00967
OG0000219	Prah.g_00188	Pras.g_00968
OG0000220	Prah.g_00183	Pras.g_00971
OG0000221	Prah.g_00175	Pras.g_00973
OG0000222	Prah.g_00174	Pras.g_00974
OG0000223	Prah.g_00173	Pras.g_00975
OG0000224	Prah.g_02252	Pras.g_00978
OG0000225	Prah.g_02254	Pras.g_00980
OG0000226	Prah.g_02257	Pras.g_00981
OG0000227	Prah.g_02259	Pras.g_00982
OG0000228	Prah.g_02260	Pras.g_00983
OG0000229	Prah.g_02261	Pras.g_00984
OG0000230	Prah.g_02262	Pras.g_00985
OG0000231	Prah.g_02264	Pras.g_00987
OG0000232	Prah.g_02265	Pras.g_00988
OG0000233	Prah.g_02269	Pras.g_00991
OG0000234	Prah.g_02280	Pras.g_00993
OG0000235	Prah.g_02282	Pras.g_00996
OG0000236	Prah.g_02283	Pras.g_00997
OG0000237	Prah.g_02284	Pras.g_00998
OG0000238	Prah.g_02285	Pras.g_00999
OG0000239	Prah.g_02286	Pras.g_01000
OG0000240	Prah.g_02288	Pras.g_01002
OG0000241	Prah.g_02289	Pras.g_01003
OG0000242	Prah.g_02290	Pras.g_01004
OG0000243	Prah.g_02291	Pras.g_01005
OG0000244	Prah.g_02292	Pras.g_01006
OG0000245	Prah.g_02294	Pras.g_01007
OG0000246	Prah.g_02296	Pras.g_01009
OG0000247	Prah.g_02297	Pras.g_01010
OG0000248	Prah.g_02298	Pras.g_01011
OG0000249	Prah.g_02299	Pras.g_01012
OG0000250	Prah.g_02300	Pras.g_01013
OG0000251	Prah.g_02301	Pras.g_01014
OG0000252	Prah.g_02302	Pras.g_01015
OG0000253	Prah.g_02303	Pras.g_01016
OG0000254	Prah.g_02305	Pras.g_01018
OG0000255	Prah.g_02306	Pras.g_01019
OG0000256	Prah.g_02309	Pras.g_01022
OG0000257	Prah.g_02310	Pras.g_01024
OG0000258	Prah.g_02311	Pras.g_01025
OG0000259	Prah.g_02312	Pras.g_01026
OG0000260	Prah.g_02313	Pras.g_01027
OG0000261	Prah.g_02314	Pras.g_01028
OG0000262	Prah.g_02315	Pras.g_01029
OG0000263	Prah.g_02316	Pras.g_01030
OG0000264	Prah.g_00709	Pras.g_01032
OG0000265	Prah.g_02321	Pras.g_01033
OG0000266	Prah.g_02323	Pras.g_01034
OG0000267	Prah.g_02334	Pras.g_01036
OG0000268	Prah.g_02336	Pras.g_01037
OG0000269	Prah.g_02339	Pras.g_01038
OG0000270	Prah.g_02341	Pras.g_01039
OG0000271	Prah.g_02344	Pras.g_01040
OG0000272	Prah.g_02345	Pras.g_01041
OG0000273	Prah.g_02350	Pras.g_01042
OG0000274	Prah.g_02352	Pras.g_01043
OG0000275	Prah.g_02353	Pras.g_01044
OG0000276	Prah.g_02354	Pras.g_01045
OG0000277	Prah.g_02355	Pras.g_01046
OG0000278	Prah.g_02356	Pras.g_01047
OG0000279	Prah.g_02357	Pras.g_01048
OG0000280	Prah.g_02358	Pras.g_01049
OG0000281	Prah.g_02360	Pras.g_01051
OG0000282	Prah.g_02361	Pras.g_01052
OG0000283	Prah.g_02364	Pras.g_01055
OG0000284	Prah.g_02365	Pras.g_01056
OG0000285	Prah.g_02370	Pras.g_01057
OG0000286	Prah.g_02372	Pras.g_01060
OG0000287	Prah.g_02420	Pras.g_01061
OG0000288	Prah.g_02419	Pras.g_01062
OG0000289	Prah.g_02418	Pras.g_01063
OG0000290	Prah.g_02417	Pras.g_01064
OG0000291	Prah.g_02415	Pras.g_01065
OG0000292	Prah.g_02411	Pras.g_01066
OG0000293	Prah.g_02410	Pras.g_01067
OG0000294	Prah.g_02409	Pras.g_01068
OG0000295	Prah.g_02403	Pras.g_01069
OG0000296	Prah.g_02402	Pras.g_01070
OG0000297	Prah.g_02400	Pras.g_01071
OG0000298	Prah.g_02399	Pras.g_01072
OG0000299	Prah.g_02398	Pras.g_01073
OG0000300	Prah.g_02397	Pras.g_01074
OG0000301	Prah.g_02396	Pras.g_01075
OG0000302	Prah.g_02395	Pras.g_01076
OG0000303	Prah.g_02394	Pras.g_01077
OG0000304	Prah.g_02392	Pras.g_01078
OG0000305	Prah.g_02391	Pras.g_01079
OG0000306	Prah.g_02390	Pras.g_01080
OG0000307	Prah.g_01786	Pras.g_01081
OG0000308	Prah.g_01411	Pras.g_01082
OG0000309	Prah.g_01412	Pras.g_01083
OG0000310	Prah.g_01413	Pras.g_01084
OG0000311	Prah.g_01782	Pras.g_01085
OG0000312	Prah.g_01781	Pras.g_01087
OG0000313	Prah.g_01779	Pras.g_01088
OG0000314	Prah.g_01773	Pras.g_01091
OG0000315	Prah.g_01772	Pras.g_01092
OG0000316	Prah.g_02074	Pras.g_01094
OG0000317	Prah.g_02078	Pras.g_01096
OG0000318	Prah.g_02079	Pras.g_01097
OG0000319	Prah.g_02080	Pras.g_01098
OG0000320	Prah.g_02082	Pras.g_01099
OG0000321	Prah.g_02087	Pras.g_01102
OG0000322	Prah.g_02098	Pras.g_01105
OG0000323	Prah.g_02099	Pras.g_01106
OG0000324	Prah.g_02101	Pras.g_01109
OG0000325	Prah.g_02103	Pras.g_01111
OG0000326	Prah.g_02105	Pras.g_01112
OG0000327	Prah.g_02111	Pras.g_01114
OG0000328	Prah.g_01785	Pras.g_01115
OG0000329	Prah.g_02114	Pras.g_01116
OG0000330	Prah.g_02115	Pras.g_01117
OG0000331	Prah.g_02117	Pras.g_01118
OG0000332	Prah.g_02118	Pras.g_01119
OG0000333	Prah.g_02119	Pras.g_01120
OG0000334	Prah.g_02120	Pras.g_01121
OG0000335	Prah.g_02121	Pras.g_01122
OG0000336	Prah.g_02123	Pras.g_01123
OG0000337	Prah.g_02128	Pras.g_01127
OG0000338	Prah.g_02129	Pras.g_01128
OG0000339	Prah.g_02130	Pras.g_01129
OG0000340	Prah.g_02132	Pras.g_01130
OG0000341	Prah.g_02137	Pras.g_01134
OG0000342	Prah.g_02138	Pras.g_01135
OG0000343	Prah.g_02140	Pras.g_01137
OG0000344	Prah.g_02142	Pras.g_01138
OG0000345	Prah.g_02143	Pras.g_01139
OG0000346	Prah.g_02144	Pras.g_01140
OG0000347	Prah.g_02145	Pras.g_01141
OG0000348	Prah.g_02146	Pras.g_01142
OG0000349	Prah.g_02147	Pras.g_01143
OG0000350	Prah.g_02148	Pras.g_01144
OG0000351	Prah.g_02152	Pras.g_01146
OG0000352	Prah.g_02156	Pras.g_01149
OG0000353	Prah.g_02157	Pras.g_01150
OG0000354	Prah.g_02158	Pras.g_01151
OG0000355	Prah.g_02159	Pras.g_01152
OG0000356	Prah.g_02166	Pras.g_01153
OG0000357	Prah.g_02167	Pras.g_01155
OG0000358	Prah.g_02168	Pras.g_01156
OG0000359	Prah.g_02170	Pras.g_01157
OG0000360	Prah.g_02172	Pras.g_01160
OG0000361	Prah.g_02173	Pras.g_01161
OG0000362	Prah.g_02174	Pras.g_01162
OG0000363	Prah.g_02175	Pras.g_01163
OG0000364	Prah.g_02176	Pras.g_01164
OG0000365	Prah.g_02177	Pras.g_01165
OG0000366	Prah.g_02178	Pras.g_01166
OG0000367	Prah.g_02179	Pras.g_01167
OG0000368	Prah.g_02180	Pras.g_01168
OG0000369	Prah.g_02181	Pras.g_01169
OG0000370	Prah.g_02182	Pras.g_01170
OG0000371	Prah.g_02183	Pras.g_01171
OG0000372	Prah.g_02186	Pras.g_01173
OG0000373	Prah.g_02197	Pras.g_01175
OG0000374	Prah.g_02199	Pras.g_01176
OG0000375	Prah.g_02207	Pras.g_01177
OG0000376	Prah.g_01956	Pras.g_01179
OG0000377	Prah.g_01949	Pras.g_01180
OG0000378	Prah.g_01948	Pras.g_01181
OG0000379	Prah.g_01940	Pras.g_01187
OG0000380	Prah.g_01938	Pras.g_01188
OG0000381	Prah.g_01937	Pras.g_01189
OG0000382	Prah.g_01935	Pras.g_01191
OG0000383	Prah.g_01930	Pras.g_01194
OG0000384	Prah.g_01929	Pras.g_01195
OG0000385	Prah.g_01922	Pras.g_01198
OG0000386	Prah.g_01921	Pras.g_01199
OG0000387	Prah.g_01920	Pras.g_01200
OG0000388	Prah.g_01919	Pras.g_01201
OG0000389	Prah.g_01918	Pras.g_01202
OG0000390	Prah.g_01917	Pras.g_01203
OG0000391	Prah.g_01916	Pras.g_01204
OG0000392	Prah.g_01915	Pras.g_01205
OG0000393	Prah.g_00204	Pras.g_01208
OG0000394	Prah.g_00205	Pras.g_01209
OG0000395	Prah.g_00209	Pras.g_01211
OG0000396	Prah.g_00579	Pras.g_01212
OG0000397	Prah.g_01837	Pras.g_01224
OG0000398	Prah.g_01661	Pras.g_01232
OG0000399	Prah.g_01181	Pras.g_01233
OG0000400	Prah.g_02072	Pras.g_01239
OG0000401	Prah.g_00218	Pras.g_01309
OG0000402	Prah.g_00219	Pras.g_01310
OG0000403	Prah.g_00221	Pras.g_01311
OG0000404	Prah.g_00229	Pras.g_01313
OG0000405	Prah.g_00230	Pras.g_01314
OG0000406	Prah.g_00232	Pras.g_01316
OG0000407	Prah.g_00233	Pras.g_01317
OG0000408	Prah.g_00234	Pras.g_01318
OG0000409	Prah.g_00235	Pras.g_01319
OG0000410	Prah.g_00237	Pras.g_01320
OG0000411	Prah.g_00238	Pras.g_01321
OG0000412	Prah.g_00239	Pras.g_01322
OG0000413	Prah.g_00240	Pras.g_01323
OG0000414	Prah.g_00241	Pras.g_01324
OG0000415	Prah.g_00242	Pras.g_01325
OG0000416	Prah.g_00247	Pras.g_01326
OG0000417	Prah.g_00251	Pras.g_01327
OG0000418	Prah.g_00252	Pras.g_01328
OG0000419	Prah.g_00253	Pras.g_01329
OG0000420	Prah.g_00254	Pras.g_01330
OG0000421	Prah.g_00255	Pras.g_01331
OG0000422	Prah.g_00257	Pras.g_01332
OG0000423	Prah.g_00258	Pras.g_01333
OG0000424	Prah.g_00261	Pras.g_01335
OG0000425	Prah.g_00290	Pras.g_01339
OG0000426	Prah.g_00291	Pras.g_01340
OG0000427	Prah.g_00294	Pras.g_01341
OG0000428	Prah.g_00304	Pras.g_01342
OG0000429	Prah.g_00306	Pras.g_01343
OG0000430	Prah.g_00308	Pras.g_01349
OG0000431	Prah.g_00310	Pras.g_01351
OG0000432	Prah.g_00311	Pras.g_01352
OG0000433	Prah.g_01575	Pras.g_01355
OG0000434	Prah.g_01572	Pras.g_01356
OG0000435	Prah.g_01567	Pras.g_01357
OG0000436	Prah.g_01565	Pras.g_01359
OG0000437	Prah.g_01563	Pras.g_01361
OG0000438	Prah.g_01562	Pras.g_01362
OG0000439	Prah.g_01561	Pras.g_01363
OG0000440	Prah.g_01558	Pras.g_01365
OG0000441	Prah.g_01556	Pras.g_01366
OG0000442	Prah.g_01555	Pras.g_01367
OG0000443	Prah.g_01554	Pras.g_01368
OG0000444	Prah.g_01553	Pras.g_01369
OG0000445	Prah.g_01552	Pras.g_01370
OG0000446	Prah.g_01551	Pras.g_01371
OG0000447	Prah.g_01550	Pras.g_01372
OG0000448	Prah.g_01549	Pras.g_01373
OG0000449	Prah.g_01541	Pras.g_01378
OG0000450	Prah.g_01540	Pras.g_01379
OG0000451	Prah.g_01539	Pras.g_01380
OG0000452	Prah.g_01538	Pras.g_01381
OG0000453	Prah.g_01535	Pras.g_01383
OG0000454	Prah.g_01534	Pras.g_01384
OG0000455	Prah.g_01533	Pras.g_01385
OG0000456	Prah.g_01532	Pras.g_01386
OG0000457	Prah.g_01530	Pras.g_01388
OG0000458	Prah.g_01529	Pras.g_01390
OG0000459	Prah.g_01528	Pras.g_01391
OG0000460	Prah.g_01526	Pras.g_01393
OG0000461	Prah.g_01525	Pras.g_01394
OG0000462	Prah.g_01524	Pras.g_01395
OG0000463	Prah.g_01519	Pras.g_01396
OG0000464	Prah.g_01514	Pras.g_01401
OG0000465	Prah.g_01513	Pras.g_01402
OG0000466	Prah.g_01512	Pras.g_01403
OG0000467	Prah.g_01510	Pras.g_01404
OG0000468	Prah.g_01509	Pras.g_01405
OG0000469	Prah.g_01505	Pras.g_01406
OG0000470	Prah.g_01094	Pras.g_01407
OG0000471	Prah.g_01035	Pras.g_01408
OG0000472	Prah.g_01500	Pras.g_01411
OG0000473	Prah.g_01498	Pras.g_01412
OG0000474	Prah.g_01496	Pras.g_01413
OG0000475	Prah.g_01495	Pras.g_01414
OG0000476	Prah.g_01489	Pras.g_01415
OG0000477	Prah.g_01484	Pras.g_01417
OG0000478	Prah.g_01482	Pras.g_01418
OG0000479	Prah.g_01480	Pras.g_01419
OG0000480	Prah.g_01474	Pras.g_01421
OG0000481	Prah.g_01473	Pras.g_01422
OG0000482	Prah.g_01472	Pras.g_01423
OG0000483	Prah.g_01470	Pras.g_01424
OG0000484	Prah.g_01469	Pras.g_01425
OG0000485	Prah.g_01468	Pras.g_01426
OG0000486	Prah.g_01467	Pras.g_01427
OG0000487	Prah.g_01466	Pras.g_01428
OG0000488	Prah.g_01464	Pras.g_01430
OG0000489	Prah.g_01463	Pras.g_01431
OG0000490	Prah.g_01462	Pras.g_01432
OG0000491	Prah.g_01461	Pras.g_01433
OG0000492	Prah.g_01460	Pras.g_01434
OG0000493	Prah.g_01459	Pras.g_01435
OG0000494	Prah.g_01458	Pras.g_01437
OG0000495	Prah.g_01457	Pras.g_01438
OG0000496	Prah.g_01454	Pras.g_01439
OG0000497	Prah.g_01452	Pras.g_01440
OG0000498	Prah.g_01451	Pras.g_01441
OG0000499	Prah.g_01449	Pras.g_01443
OG0000500	Prah.g_01448	Pras.g_01444
OG0000501	Prah.g_01445	Pras.g_01446
OG0000502	Prah.g_01444	Pras.g_01447
OG0000503	Prah.g_01443	Pras.g_01448
OG0000504	Prah.g_01441	Pras.g_01449
OG0000505	Prah.g_01440	Pras.g_01450
OG0000506	Prah.g_01439	Pras.g_01451
OG0000507	Prah.g_01438	Pras.g_01452
OG0000508	Prah.g_01434	Pras.g_01454
OG0000509	Prah.g_01433	Pras.g_01455
OG0000510	Prah.g_01432	Pras.g_01456
OG0000511	Prah.g_01431	Pras.g_01457
OG0000512	Prah.g_01430	Pras.g_01459
OG0000513	Prah.g_01429	Pras.g_01460
OG0000514	Prah.g_01428	Pras.g_01461
OG0000515	Prah.g_01425	Pras.g_01463
OG0000516	Prah.g_01424	Pras.g_01464
OG0000517	Prah.g_01423	Pras.g_01465
OG0000518	Prah.g_01417	Pras.g_01467
OG0000519	Prah.g_01416	Pras.g_01468
OG0000520	Prah.g_01415	Pras.g_01469
OG0000521	Prah.g_01414	Pras.g_01470
OG0000522	Prah.g_01408	Pras.g_01471
OG0000523	Prah.g_01407	Pras.g_01472
OG0000524	Prah.g_01406	Pras.g_01473
OG0000525	Prah.g_01404	Pras.g_01475
OG0000526	Prah.g_01403	Pras.g_01476
OG0000527	Prah.g_01402	Pras.g_01477
OG0000528	Prah.g_01401	Pras.g_01478
OG0000529	Prah.g_01400	Pras.g_01479
OG0000530	Prah.g_01399	Pras.g_01480
OG0000531	Prah.g_01396	Pras.g_01481
OG0000532	Prah.g_01394	Pras.g_01482
OG0000533	Prah.g_01393	Pras.g_01483
OG0000534	Prah.g_01392	Pras.g_01484
OG0000535	Prah.g_01391	Pras.g_01485
OG0000536	Prah.g_01390	Pras.g_01486
OG0000537	Prah.g_01389	Pras.g_01487
OG0000538	Prah.g_01388	Pras.g_01488
OG0000539	Prah.g_01387	Pras.g_01489
OG0000540	Prah.g_01385	Pras.g_01490
OG0000541	Prah.g_00532	Pras.g_01491
OG0000542	Prah.g_00531	Pras.g_01492
OG0000543	Prah.g_00530	Pras.g_01493
OG0000544	Prah.g_00529	Pras.g_01494
OG0000545	Prah.g_00526	Pras.g_01497
OG0000546	Prah.g_00525	Pras.g_01498
OG0000547	Prah.g_00523	Pras.g_01500
OG0000548	Prah.g_00518	Pras.g_01501
OG0000549	Prah.g_00517	Pras.g_01502
OG0000550	Prah.g_00516	Pras.g_01503
OG0000551	Prah.g_00513	Pras.g_01504
OG0000552	Prah.g_00510	Pras.g_01505
OG0000553	Prah.g_00509	Pras.g_01506
OG0000554	Prah.g_00506	Pras.g_01507
OG0000555	Prah.g_00505	Pras.g_01508
OG0000556	Prah.g_00504	Pras.g_01509
OG0000557	Prah.g_00503	Pras.g_01510
OG0000558	Prah.g_00501	Pras.g_01511
OG0000559	Prah.g_00500	Pras.g_01512
OG0000560	Prah.g_00498	Pras.g_01514
OG0000561	Prah.g_00497	Pras.g_01515
OG0000562	Prah.g_00495	Pras.g_01516
OG0000563	Prah.g_00494	Pras.g_01517
OG0000564	Prah.g_00493	Pras.g_01518
OG0000565	Prah.g_00486	Pras.g_01519
OG0000566	Prah.g_00485	Pras.g_01520
OG0000567	Prah.g_00484	Pras.g_01521
OG0000568	Prah.g_00483	Pras.g_01522
OG0000569	Prah.g_00482	Pras.g_01523
OG0000570	Prah.g_00478	Pras.g_01524
OG0000571	Prah.g_00477	Pras.g_01525
OG0000572	Prah.g_00476	Pras.g_01526
OG0000573	Prah.g_00472	Pras.g_01529
OG0000574	Prah.g_00466	Pras.g_01530
OG0000575	Prah.g_00465	Pras.g_01531
OG0000576	Prah.g_00464	Pras.g_01532
OG0000577	Prah.g_00463	Pras.g_01533
OG0000578	Prah.g_00462	Pras.g_01534
OG0000579	Prah.g_00460	Pras.g_01535
OG0000580	Prah.g_00457	Pras.g_01536
OG0000581	Prah.g_00456	Pras.g_01537
OG0000582	Prah.g_00455	Pras.g_01538
OG0000583	Prah.g_00454	Pras.g_01539
OG0000584	Prah.g_00452	Pras.g_01540
OG0000585	Prah.g_00451	Pras.g_01541
OG0000586	Prah.g_00449	Pras.g_01543
OG0000587	Prah.g_00448	Pras.g_01544
