Orthogroup	Prah	Prad
OG0000282	Prah.g_02361	Prad.g_01790
OG0000283	Prah.g_02364	Prad.g_01787
OG0000284	Prah.g_02365	Prad.g_01786
OG0000285	Prah.g_02370	Prad.g_01785
OG0000286	Prah.g_02372	Prad.g_01783
OG0000287	Prah.g_02420	Prad.g_01782
OG0000288	Prah.g_02419	Prad.g_01781
OG0000289	Prah.g_02418	Prad.g_01780
OG0000290	Prah.g_02417	Prad.g_01779
OG0000291	Prah.g_02415	Prad.g_01778
OG0000292	Prah.g_02411	Prad.g_01777
OG0000293	Prah.g_02410	Prad.g_01776
OG0000294	Prah.g_02409	Prad.g_01775
OG0000295	Prah.g_02403	Prad.g_01774
OG0000296	Prah.g_02402	Prad.g_01773
OG0000297	Prah.g_02400	Prad.g_01772
OG0000298	Prah.g_02399	Prad.g_01771
OG0000299	Prah.g_02398	Prad.g_01770
OG0000300	Prah.g_02397	Prad.g_01769
OG0000301	Prah.g_02396	Prad.g_01768
OG0000302	Prah.g_02395	Prad.g_01767
OG0000303	Prah.g_02394	Prad.g_01766
OG0000304	Prah.g_02392	Prad.g_01765
OG0000305	Prah.g_02391	Prad.g_01764
OG0000306	Prah.g_02390	Prad.g_01763
OG0000307	Prah.g_01786	Prad.g_01762
OG0000308	Prah.g_01411	Prad.g_01761
OG0000309	Prah.g_01412	Prad.g_01760
OG0000310	Prah.g_01413	Prad.g_01759
OG0000311	Prah.g_01782	Prad.g_01758
OG0000312	Prah.g_01781	Prad.g_01756
OG0000313	Prah.g_01779	Prad.g_01755
OG0000314	Prah.g_01773	Prad.g_01752
OG0000315	Prah.g_01772	Prad.g_01751
OG0000316	Prah.g_02074	Prad.g_01749
OG0000317	Prah.g_02078	Prad.g_01747
OG0000318	Prah.g_02079	Prad.g_01746
OG0000319	Prah.g_02080	Prad.g_01745
OG0000320	Prah.g_02082	Prad.g_01744
OG0000321	Prah.g_02087	Prad.g_01741
OG0000322	Prah.g_02098	Prad.g_01738
OG0000323	Prah.g_02099	Prad.g_01737
OG0000324	Prah.g_02101	Prad.g_01734
OG0000325	Prah.g_02103	Prad.g_01732
OG0000326	Prah.g_02105	Prad.g_01731
OG0000327	Prah.g_02111	Prad.g_01729
OG0000328	Prah.g_01785	Prad.g_01728
OG0000329	Prah.g_02114	Prad.g_01727
OG0000330	Prah.g_02115	Prad.g_01726
OG0000331	Prah.g_02117	Prad.g_01725
OG0000332	Prah.g_02118	Prad.g_01724
OG0000333	Prah.g_02119	Prad.g_01723
OG0000334	Prah.g_02120	Prad.g_01722
OG0000335	Prah.g_02121	Prad.g_01721
OG0000336	Prah.g_02123	Prad.g_01720
OG0000337	Prah.g_02128	Prad.g_01716
OG0000338	Prah.g_02129	Prad.g_01715
OG0000339	Prah.g_02130	Prad.g_01714
OG0000340	Prah.g_02132	Prad.g_01713
OG0000341	Prah.g_02137	Prad.g_01709
OG0000342	Prah.g_02138	Prad.g_01708
OG0000343	Prah.g_02140	Prad.g_01706
OG0000344	Prah.g_02142	Prad.g_01705
OG0000345	Prah.g_02143	Prad.g_01704
OG0000346	Prah.g_02144	Prad.g_01703
OG0000347	Prah.g_02145	Prad.g_01702
OG0000348	Prah.g_02146	Prad.g_01701
OG0000349	Prah.g_02147	Prad.g_01700
OG0000350	Prah.g_02148	Prad.g_01699
OG0000351	Prah.g_02152	Prad.g_01696
OG0000352	Prah.g_02156	Prad.g_01693
OG0000353	Prah.g_02157	Prad.g_01692
OG0000354	Prah.g_02158	Prad.g_01691
OG0000355	Prah.g_02159	Prad.g_01690
OG0000356	Prah.g_02166	Prad.g_01689
OG0000357	Prah.g_02167	Prad.g_01688
OG0000358	Prah.g_02168	Prad.g_01687
OG0000359	Prah.g_02170	Prad.g_01686
OG0000360	Prah.g_02172	Prad.g_01683
OG0000361	Prah.g_02173	Prad.g_01682
OG0000362	Prah.g_02174	Prad.g_01681
OG0000363	Prah.g_02175	Prad.g_01680
OG0000364	Prah.g_02176	Prad.g_01679
OG0000365	Prah.g_02177	Prad.g_01678
OG0000366	Prah.g_02178	Prad.g_01677
OG0000367	Prah.g_02179	Prad.g_01676
OG0000368	Prah.g_02180	Prad.g_01675
OG0000369	Prah.g_02181	Prad.g_01674
OG0000370	Prah.g_02182	Prad.g_01673
OG0000371	Prah.g_02183	Prad.g_01672
OG0000372	Prah.g_02186	Prad.g_01670
OG0000373	Prah.g_02197	Prad.g_01668
OG0000374	Prah.g_02199	Prad.g_01667
OG0000375	Prah.g_02207	Prad.g_01666
OG0000376	Prah.g_01956	Prad.g_01664
OG0000377	Prah.g_01949	Prad.g_01663
OG0000378	Prah.g_01948	Prad.g_01662
OG0000379	Prah.g_01940	Prad.g_01657
OG0000380	Prah.g_01938	Prad.g_01656
OG0000381	Prah.g_01937	Prad.g_01655
OG0000382	Prah.g_01935	Prad.g_01653
OG0000383	Prah.g_01930	Prad.g_01650
OG0000384	Prah.g_01929	Prad.g_01649
OG0000385	Prah.g_01922	Prad.g_01646
OG0000386	Prah.g_01921	Prad.g_01645
OG0000387	Prah.g_01920	Prad.g_01644
OG0000388	Prah.g_01919	Prad.g_01643
OG0000389	Prah.g_01918	Prad.g_01642
OG0000390	Prah.g_01917	Prad.g_00761
OG0000391	Prah.g_01916	Prad.g_00760
OG0000392	Prah.g_01915	Prad.g_00759
OG0000393	Prah.g_00204	Prad.g_00756
OG0000394	Prah.g_00205	Prad.g_00755
OG0000395	Prah.g_00209	Prad.g_00753
OG0000396	Prah.g_00579	Prad.g_00752
OG0000397	Prah.g_01837	Prad.g_00738
OG0000398	Prah.g_01661	Prad.g_00730
OG0000399	Prah.g_01181	Prad.g_00729
OG0000400	Prah.g_02072	Prad.g_00724
OG0000401	Prah.g_00218	Prad.g_00671
OG0000402	Prah.g_00219	Prad.g_00670
OG0000403	Prah.g_00221	Prad.g_00669
OG0000404	Prah.g_00229	Prad.g_00667
OG0000405	Prah.g_00230	Prad.g_00666
OG0000406	Prah.g_00232	Prad.g_00069
OG0000407	Prah.g_00233	Prad.g_00068
OG0000408	Prah.g_00234	Prad.g_00067
OG0000409	Prah.g_00235	Prad.g_00066
OG0000410	Prah.g_00237	Prad.g_00065
OG0000411	Prah.g_00238	Prad.g_00064
OG0000412	Prah.g_00239	Prad.g_00063
OG0000413	Prah.g_00240	Prad.g_00062
OG0000414	Prah.g_00241	Prad.g_00061
OG0000415	Prah.g_00242	Prad.g_00060
OG0000416	Prah.g_00247	Prad.g_00059
OG0000417	Prah.g_00251	Prad.g_00058
OG0000418	Prah.g_00252	Prad.g_00057
OG0000419	Prah.g_00253	Prad.g_00056
OG0000420	Prah.g_00254	Prad.g_00055
OG0000421	Prah.g_00255	Prad.g_00054
OG0000422	Prah.g_00257	Prad.g_00052
OG0000423	Prah.g_00258	Prad.g_00051
OG0000424	Prah.g_00261	Prad.g_00049
OG0000425	Prah.g_00290	Prad.g_00045
OG0000426	Prah.g_00291	Prad.g_00044
OG0000427	Prah.g_00294	Prad.g_00043
OG0000428	Prah.g_00304	Prad.g_00042
OG0000429	Prah.g_00306	Prad.g_00041
OG0000430	Prah.g_00308	Prad.g_00036
OG0000431	Prah.g_00310	Prad.g_00034
OG0000432	Prah.g_00311	Prad.g_00033
OG0000433	Prah.g_01575	Prad.g_00030
OG0000434	Prah.g_01572	Prad.g_00029
OG0000435	Prah.g_01567	Prad.g_00028
OG0000436	Prah.g_01565	Prad.g_00026
OG0000437	Prah.g_01563	Prad.g_00024
OG0000438	Prah.g_01562	Prad.g_00023
OG0000439	Prah.g_01561	Prad.g_00022
OG0000440	Prah.g_01558	Prad.g_00020
OG0000441	Prah.g_01556	Prad.g_00019
OG0000442	Prah.g_01555	Prad.g_00018
OG0000443	Prah.g_01554	Prad.g_00017
OG0000444	Prah.g_01553	Prad.g_00016
OG0000445	Prah.g_01552	Prad.g_00015
OG0000446	Prah.g_01551	Prad.g_00014
OG0000447	Prah.g_01550	Prad.g_00013
OG0000448	Prah.g_01549	Prad.g_00012
OG0000449	Prah.g_01541	Prad.g_00129
OG0000450	Prah.g_01540	Prad.g_00128
OG0000451	Prah.g_01539	Prad.g_00127
OG0000452	Prah.g_01538	Prad.g_00126
OG0000453	Prah.g_01535	Prad.g_00124
OG0000454	Prah.g_01534	Prad.g_00123
OG0000455	Prah.g_01533	Prad.g_00122
OG0000456	Prah.g_01532	Prad.g_00121
OG0000457	Prah.g_01530	Prad.g_00119
OG0000458	Prah.g_01529	Prad.g_00117
OG0000459	Prah.g_01528	Prad.g_00116
OG0000460	Prah.g_01526	Prad.g_00114
OG0000461	Prah.g_01525	Prad.g_00113
OG0000462	Prah.g_01524	Prad.g_00112
OG0000463	Prah.g_01519	Prad.g_00111
OG0000464	Prah.g_01514	Prad.g_00106
OG0000465	Prah.g_01513	Prad.g_00104
OG0000466	Prah.g_01512	Prad.g_00103
OG0000467	Prah.g_01510	Prad.g_00102
OG0000468	Prah.g_01509	Prad.g_00101
OG0000469	Prah.g_01505	Prad.g_00100
OG0000470	Prah.g_01094	Prad.g_00099
OG0000471	Prah.g_01035	Prad.g_00098
OG0000472	Prah.g_01500	Prad.g_00095
OG0000473	Prah.g_01498	Prad.g_00094
OG0000474	Prah.g_01496	Prad.g_00093
OG0000475	Prah.g_01495	Prad.g_00092
OG0000476	Prah.g_01489	Prad.g_00091
OG0000477	Prah.g_01484	Prad.g_01330
OG0000478	Prah.g_01482	Prad.g_01331
OG0000479	Prah.g_01480	Prad.g_01332
OG0000480	Prah.g_01474	Prad.g_01334
OG0000481	Prah.g_01473	Prad.g_01335
OG0000482	Prah.g_01472	Prad.g_01336
OG0000483	Prah.g_01470	Prad.g_01337
OG0000484	Prah.g_01469	Prad.g_01338
OG0000485	Prah.g_01468	Prad.g_01339
OG0000486	Prah.g_01467	Prad.g_01340
OG0000487	Prah.g_01466	Prad.g_01341
OG0000488	Prah.g_01464	Prad.g_01343
OG0000489	Prah.g_01463	Prad.g_01344
OG0000490	Prah.g_01462	Prad.g_01345
OG0000491	Prah.g_01461	Prad.g_01346
OG0000492	Prah.g_01460	Prad.g_01347
OG0000493	Prah.g_01459	Prad.g_01348
OG0000494	Prah.g_01458	Prad.g_01350
OG0000495	Prah.g_01457	Prad.g_01351
OG0000496	Prah.g_01454	Prad.g_01352
OG0000497	Prah.g_01452	Prad.g_01353
OG0000498	Prah.g_01451	Prad.g_01354
OG0000499	Prah.g_01449	Prad.g_01356
OG0000500	Prah.g_01448	Prad.g_01357
OG0000501	Prah.g_01445	Prad.g_01359
OG0000502	Prah.g_01444	Prad.g_01360
OG0000503	Prah.g_01443	Prad.g_01361
OG0000504	Prah.g_01441	Prad.g_01362
OG0000505	Prah.g_01440	Prad.g_01363
OG0000506	Prah.g_01439	Prad.g_01364
OG0000507	Prah.g_01438	Prad.g_01365
OG0000508	Prah.g_01434	Prad.g_01367
OG0000509	Prah.g_01433	Prad.g_01368
OG0000510	Prah.g_01432	Prad.g_01369
OG0000511	Prah.g_01431	Prad.g_01370
OG0000512	Prah.g_01430	Prad.g_01371
OG0000513	Prah.g_01429	Prad.g_01372
OG0000514	Prah.g_01428	Prad.g_01373
OG0000515	Prah.g_01425	Prad.g_01375
OG0000516	Prah.g_01424	Prad.g_01376
OG0000517	Prah.g_01423	Prad.g_01377
OG0000518	Prah.g_01417	Prad.g_01380
OG0000519	Prah.g_01416	Prad.g_01381
OG0000520	Prah.g_01415	Prad.g_01382
OG0000521	Prah.g_01414	Prad.g_01383
OG0000522	Prah.g_01408	Prad.g_01384
OG0000523	Prah.g_01407	Prad.g_01385
OG0000524	Prah.g_01406	Prad.g_01386
OG0000525	Prah.g_01404	Prad.g_01388
OG0000526	Prah.g_01403	Prad.g_01389
OG0000527	Prah.g_01402	Prad.g_01390
OG0000528	Prah.g_01401	Prad.g_01391
OG0000529	Prah.g_01400	Prad.g_01392
OG0000530	Prah.g_01399	Prad.g_01393
OG0000531	Prah.g_01396	Prad.g_01394
OG0000532	Prah.g_01394	Prad.g_01395
OG0000533	Prah.g_01393	Prad.g_01396
OG0000534	Prah.g_01392	Prad.g_01397
OG0000535	Prah.g_01391	Prad.g_01398
OG0000536	Prah.g_01390	Prad.g_01399
OG0000537	Prah.g_01389	Prad.g_01400
OG0000538	Prah.g_01388	Prad.g_01401
OG0000539	Prah.g_01387	Prad.g_01402
OG0000540	Prah.g_01385	Prad.g_01403
OG0000541	Prah.g_00532	Prad.g_01404
OG0000542	Prah.g_00531	Prad.g_01405
OG0000543	Prah.g_00530	Prad.g_01406
OG0000544	Prah.g_00529	Prad.g_01407
OG0000545	Prah.g_00526	Prad.g_01410
OG0000546	Prah.g_00525	Prad.g_01411
OG0000547	Prah.g_00523	Prad.g_01413
OG0000548	Prah.g_00518	Prad.g_01414
OG0000549	Prah.g_00517	Prad.g_01415
OG0000550	Prah.g_00516	Prad.g_01416
OG0000551	Prah.g_00513	Prad.g_01417
OG0000552	Prah.g_00510	Prad.g_01418
OG0000553	Prah.g_00509	Prad.g_01419
OG0000554	Prah.g_00506	Prad.g_01420
OG0000555	Prah.g_00505	Prad.g_01421
OG0000556	Prah.g_00504	Prad.g_01422
OG0000557	Prah.g_00503	Prad.g_01423
OG0000558	Prah.g_00501	Prad.g_01424
OG0000559	Prah.g_00500	Prad.g_01425
OG0000560	Prah.g_00498	Prad.g_01427
OG0000561	Prah.g_00497	Prad.g_01428
OG0000562	Prah.g_00495	Prad.g_01429
OG0000563	Prah.g_00494	Prad.g_01430
OG0000564	Prah.g_00493	Prad.g_01431
OG0000565	Prah.g_00486	Prad.g_01432
OG0000566	Prah.g_00485	Prad.g_01433
OG0000567	Prah.g_00484	Prad.g_01219
OG0000568	Prah.g_00483	Prad.g_01220
OG0000569	Prah.g_00482	Prad.g_01221
OG0000570	Prah.g_00478	Prad.g_01222
OG0000571	Prah.g_00477	Prad.g_01223
OG0000572	Prah.g_00476	Prad.g_01224
OG0000573	Prah.g_00472	Prad.g_01227
OG0000574	Prah.g_00466	Prad.g_01228
OG0000575	Prah.g_00465	Prad.g_01229
OG0000576	Prah.g_00464	Prad.g_01230
OG0000577	Prah.g_00463	Prad.g_01231
OG0000578	Prah.g_00462	Prad.g_01232
OG0000579	Prah.g_00460	Prad.g_01233
OG0000580	Prah.g_00457	Prad.g_01234
OG0000581	Prah.g_00456	Prad.g_01235
OG0000582	Prah.g_00455	Prad.g_01236
OG0000583	Prah.g_00454	Prad.g_01237
OG0000584	Prah.g_00452	Prad.g_01238
OG0000585	Prah.g_00451	Prad.g_01239
OG0000586	Prah.g_00449	Prad.g_01241
OG0000587	Prah.g_00448	Prad.g_01242
OG0000588	Prah.g_00444	Prad.g_01244
OG0000589	Prah.g_00442	Prad.g_01245
OG0000590	Prah.g_02193	Prad.g_01247
OG0000591	Prah.g_01789	Prad.g_01253
OG0000592	Prah.g_01029	Prad.g_01254
