Orthogroup	Prah	Praq
OG0000131	Prah.g_01725	Praq.g_00461
OG0000132	Prah.g_01728	Praq.g_00458
OG0000133	Prah.g_02038	Praq.g_00920
OG0000134	Prah.g_02001	Praq.g_00884
OG0000135	Prah.g_01999	Praq.g_00882
OG0000136	Prah.g_02244	Praq.g_00748
OG0000137	Prah.g_00089	Praq.g_00683
OG0000138	Prah.g_02498	Praq.g_00718
OG0000139	Prah.g_02578	Praq.g_00409
OG0000140	Prah.g_00002	Praq.g_00427
OG0000141	Prah.g_00003	Praq.g_00428
OG0000142	Prah.g_00005	Praq.g_00430
OG0000143	Prah.g_00006	Praq.g_00431
OG0000144	Prah.g_00008	Praq.g_00433
OG0000145	Prah.g_00010	Praq.g_00434
OG0000146	Prah.g_00011	Praq.g_00435
OG0000147	Prah.g_00012	Praq.g_00436
OG0000148	Prah.g_00014	Praq.g_00438
OG0000149	Prah.g_00016	Praq.g_01217
OG0000150	Prah.g_00017	Praq.g_01218
OG0000151	Prah.g_00022	Praq.g_01219
OG0000152	Prah.g_00023	Praq.g_01220
OG0000153	Prah.g_00024	Praq.g_01221
OG0000154	Prah.g_00025	Praq.g_01222
OG0000155	Prah.g_00026	Praq.g_01223
OG0000156	Prah.g_00027	Praq.g_01224
OG0000157	Prah.g_00028	Praq.g_01225
OG0000158	Prah.g_00030	Praq.g_01227
OG0000159	Prah.g_00031	Praq.g_01228
OG0000160	Prah.g_00032	Praq.g_01229
OG0000161	Prah.g_00033	Praq.g_01230
OG0000162	Prah.g_00034	Praq.g_01231
OG0000163	Prah.g_00036	Praq.g_01232
OG0000164	Prah.g_00041	Praq.g_01235
OG0000165	Prah.g_00046	Praq.g_01239
OG0000166	Prah.g_00047	Praq.g_01240
OG0000167	Prah.g_00048	Praq.g_01241
OG0000168	Prah.g_00049	Praq.g_01255
OG0000169	Prah.g_00051	Praq.g_01257
OG0000170	Prah.g_02488	Praq.g_01258
OG0000171	Prah.g_02486	Praq.g_01259
OG0000172	Prah.g_02485	Praq.g_01261
OG0000173	Prah.g_02478	Praq.g_01262
OG0000174	Prah.g_02471	Praq.g_01263
OG0000175	Prah.g_02466	Praq.g_01264
OG0000176	Prah.g_02457	Praq.g_01266
OG0000177	Prah.g_02454	Praq.g_01267
OG0000178	Prah.g_02453	Praq.g_01268
OG0000179	Prah.g_01830	Praq.g_01939
OG0000180	Prah.g_01833	Praq.g_01938
OG0000181	Prah.g_01834	Praq.g_01937
OG0000182	Prah.g_01838	Praq.g_01934
OG0000183	Prah.g_01839	Praq.g_01933
OG0000184	Prah.g_01843	Praq.g_01930
OG0000185	Prah.g_01849	Praq.g_01926
OG0000186	Prah.g_01850	Praq.g_01925
OG0000187	Prah.g_01211	Praq.g_01924
OG0000188	Prah.g_01851	Praq.g_01923
OG0000189	Prah.g_01859	Praq.g_01922
OG0000190	Prah.g_01860	Praq.g_01921
OG0000191	Prah.g_01861	Praq.g_01920
OG0000192	Prah.g_01862	Praq.g_01919
OG0000193	Prah.g_01863	Praq.g_01918
OG0000194	Prah.g_01864	Praq.g_01917
OG0000195	Prah.g_01866	Praq.g_01915
OG0000196	Prah.g_01867	Praq.g_01914
OG0000197	Prah.g_01873	Praq.g_01913
OG0000198	Prah.g_01877	Praq.g_01912
OG0000199	Prah.g_01882	Praq.g_01909
OG0000200	Prah.g_01883	Praq.g_01908
OG0000201	Prah.g_01884	Praq.g_01907
OG0000202	Prah.g_01886	Praq.g_01906
OG0000203	Prah.g_01887	Praq.g_01905
OG0000204	Prah.g_01888	Praq.g_01904
OG0000205	Prah.g_01890	Praq.g_01903
OG0000206	Prah.g_01891	Praq.g_01902
OG0000207	Prah.g_01892	Praq.g_01901
OG0000208	Prah.g_01893	Praq.g_01900
OG0000209	Prah.g_01894	Praq.g_01899
OG0000210	Prah.g_01896	Praq.g_01897
OG0000211	Prah.g_01897	Praq.g_01896
OG0000212	Prah.g_01898	Praq.g_01895
OG0000213	Prah.g_01901	Praq.g_01894
OG0000214	Prah.g_01908	Praq.g_01892
OG0000215	Prah.g_00195	Praq.g_01891
OG0000216	Prah.g_00193	Praq.g_01889
OG0000217	Prah.g_00191	Praq.g_01888
OG0000218	Prah.g_00189	Praq.g_01887
OG0000219	Prah.g_00188	Praq.g_01886
OG0000220	Prah.g_00183	Praq.g_01883
OG0000221	Prah.g_00175	Praq.g_01881
OG0000222	Prah.g_00174	Praq.g_01880
OG0000223	Prah.g_00173	Praq.g_01879
OG0000224	Prah.g_02252	Praq.g_01876
OG0000225	Prah.g_02254	Praq.g_01874
OG0000226	Prah.g_02257	Praq.g_01873
OG0000227	Prah.g_02259	Praq.g_01872
OG0000228	Prah.g_02260	Praq.g_01871
OG0000229	Prah.g_02261	Praq.g_01870
OG0000230	Prah.g_02262	Praq.g_01869
OG0000231	Prah.g_02264	Praq.g_01867
OG0000232	Prah.g_02265	Praq.g_01866
OG0000233	Prah.g_02269	Praq.g_01863
OG0000234	Prah.g_02280	Praq.g_01861
OG0000235	Prah.g_02282	Praq.g_01857
OG0000236	Prah.g_02283	Praq.g_01856
OG0000237	Prah.g_02284	Praq.g_01855
OG0000238	Prah.g_02285	Praq.g_01854
OG0000239	Prah.g_02286	Praq.g_01853
OG0000240	Prah.g_02288	Praq.g_01851
OG0000241	Prah.g_02289	Praq.g_01850
OG0000242	Prah.g_02290	Praq.g_01849
OG0000243	Prah.g_02291	Praq.g_01848
OG0000244	Prah.g_02292	Praq.g_01847
OG0000245	Prah.g_02294	Praq.g_01846
OG0000246	Prah.g_02296	Praq.g_01844
OG0000247	Prah.g_02297	Praq.g_01843
OG0000248	Prah.g_02298	Praq.g_01842
OG0000249	Prah.g_02299	Praq.g_01841
OG0000250	Prah.g_02300	Praq.g_01840
OG0000251	Prah.g_02301	Praq.g_01839
OG0000252	Prah.g_02302	Praq.g_01838
OG0000253	Prah.g_02303	Praq.g_01837
OG0000254	Prah.g_02305	Praq.g_01835
OG0000255	Prah.g_02306	Praq.g_01834
OG0000256	Prah.g_02309	Praq.g_01831
OG0000257	Prah.g_02310	Praq.g_01829
OG0000258	Prah.g_02311	Praq.g_01828
OG0000259	Prah.g_02312	Praq.g_01827
OG0000260	Prah.g_02313	Praq.g_01826
OG0000261	Prah.g_02314	Praq.g_01825
OG0000262	Prah.g_02315	Praq.g_01824
OG0000263	Prah.g_02316	Praq.g_01823
OG0000264	Prah.g_00709	Praq.g_01821
OG0000265	Prah.g_02321	Praq.g_01820
OG0000266	Prah.g_02323	Praq.g_01819
OG0000267	Prah.g_02334	Praq.g_01817
OG0000268	Prah.g_02336	Praq.g_01816
OG0000269	Prah.g_02339	Praq.g_01815
OG0000270	Prah.g_02341	Praq.g_01814
OG0000271	Prah.g_02344	Praq.g_01813
OG0000272	Prah.g_02345	Praq.g_01812
OG0000273	Prah.g_02350	Praq.g_01811
OG0000274	Prah.g_02352	Praq.g_01810
OG0000275	Prah.g_02353	Praq.g_01809
OG0000276	Prah.g_02354	Praq.g_01808
OG0000277	Prah.g_02355	Praq.g_01807
OG0000278	Prah.g_02356	Praq.g_01806
OG0000279	Prah.g_02357	Praq.g_01805
OG0000280	Prah.g_02358	Praq.g_01804
OG0000281	Prah.g_02360	Praq.g_01802
OG0000282	Prah.g_02361	Praq.g_01801
OG0000283	Prah.g_02364	Praq.g_01798
OG0000284	Prah.g_02365	Praq.g_01797
OG0000285	Prah.g_02370	Praq.g_01796
OG0000286	Prah.g_02372	Praq.g_01794
OG0000287	Prah.g_02420	Praq.g_01793
OG0000288	Prah.g_02419	Praq.g_01792
OG0000289	Prah.g_02418	Praq.g_01791
OG0000290	Prah.g_02417	Praq.g_01790
OG0000291	Prah.g_02415	Praq.g_01789
OG0000292	Prah.g_02411	Praq.g_01788
OG0000293	Prah.g_02410	Praq.g_01787
OG0000294	Prah.g_02409	Praq.g_01786
OG0000295	Prah.g_02403	Praq.g_01785
OG0000296	Prah.g_02402	Praq.g_01784
OG0000297	Prah.g_02400	Praq.g_01783
OG0000298	Prah.g_02399	Praq.g_01782
OG0000299	Prah.g_02398	Praq.g_01781
OG0000300	Prah.g_02397	Praq.g_01780
OG0000301	Prah.g_02396	Praq.g_01779
OG0000302	Prah.g_02395	Praq.g_01778
OG0000303	Prah.g_02394	Praq.g_01777
OG0000304	Prah.g_02392	Praq.g_01776
OG0000305	Prah.g_02391	Praq.g_01775
OG0000306	Prah.g_02390	Praq.g_01774
OG0000307	Prah.g_01786	Praq.g_01773
OG0000308	Prah.g_01411	Praq.g_01772
OG0000309	Prah.g_01412	Praq.g_01771
OG0000310	Prah.g_01413	Praq.g_01770
OG0000311	Prah.g_01782	Praq.g_01769
OG0000312	Prah.g_01781	Praq.g_01767
OG0000313	Prah.g_01779	Praq.g_01766
OG0000314	Prah.g_01773	Praq.g_01763
OG0000315	Prah.g_01772	Praq.g_01762
OG0000316	Prah.g_02074	Praq.g_01760
OG0000317	Prah.g_02078	Praq.g_01758
OG0000318	Prah.g_02079	Praq.g_01757
OG0000319	Prah.g_02080	Praq.g_01756
OG0000320	Prah.g_02082	Praq.g_01755
OG0000321	Prah.g_02087	Praq.g_01752
OG0000322	Prah.g_02098	Praq.g_01750
OG0000323	Prah.g_02099	Praq.g_01749
OG0000324	Prah.g_02101	Praq.g_01746
OG0000325	Prah.g_02103	Praq.g_01744
OG0000326	Prah.g_02105	Praq.g_01743
OG0000327	Prah.g_02111	Praq.g_01741
OG0000328	Prah.g_01785	Praq.g_01740
OG0000329	Prah.g_02114	Praq.g_01739
OG0000330	Prah.g_02115	Praq.g_01738
OG0000331	Prah.g_02117	Praq.g_01737
OG0000332	Prah.g_02118	Praq.g_01736
OG0000333	Prah.g_02119	Praq.g_01735
OG0000334	Prah.g_02120	Praq.g_01734
OG0000335	Prah.g_02121	Praq.g_01733
OG0000336	Prah.g_02123	Praq.g_01732
OG0000337	Prah.g_02128	Praq.g_01728
OG0000338	Prah.g_02129	Praq.g_01727
OG0000339	Prah.g_02130	Praq.g_01726
OG0000340	Prah.g_02132	Praq.g_01725
OG0000341	Prah.g_02137	Praq.g_01721
OG0000342	Prah.g_02138	Praq.g_01719
OG0000343	Prah.g_02140	Praq.g_01717
OG0000344	Prah.g_02142	Praq.g_01716
OG0000345	Prah.g_02143	Praq.g_01715
OG0000346	Prah.g_02144	Praq.g_01714
OG0000347	Prah.g_02145	Praq.g_01713
OG0000348	Prah.g_02146	Praq.g_01712
OG0000349	Prah.g_02147	Praq.g_01711
OG0000350	Prah.g_02148	Praq.g_01710
OG0000351	Prah.g_02152	Praq.g_01707
OG0000352	Prah.g_02156	Praq.g_01704
OG0000353	Prah.g_02157	Praq.g_01703
OG0000354	Prah.g_02158	Praq.g_01702
OG0000355	Prah.g_02159	Praq.g_01701
OG0000356	Prah.g_02166	Praq.g_01700
OG0000357	Prah.g_02167	Praq.g_01699
OG0000358	Prah.g_02168	Praq.g_01698
OG0000359	Prah.g_02170	Praq.g_01697
OG0000360	Prah.g_02172	Praq.g_01694
OG0000361	Prah.g_02173	Praq.g_01693
OG0000362	Prah.g_02174	Praq.g_01692
OG0000363	Prah.g_02175	Praq.g_01691
OG0000364	Prah.g_02176	Praq.g_01690
OG0000365	Prah.g_02177	Praq.g_01689
OG0000366	Prah.g_02178	Praq.g_01688
OG0000367	Prah.g_02179	Praq.g_01687
OG0000368	Prah.g_02180	Praq.g_01686
OG0000369	Prah.g_02181	Praq.g_01685
OG0000370	Prah.g_02182	Praq.g_01684
OG0000371	Prah.g_02183	Praq.g_01683
OG0000372	Prah.g_02186	Praq.g_01681
OG0000373	Prah.g_02197	Praq.g_01679
OG0000374	Prah.g_02199	Praq.g_01678
OG0000375	Prah.g_02207	Praq.g_01677
OG0000376	Prah.g_01956	Praq.g_01675
OG0000377	Prah.g_01949	Praq.g_01674
OG0000378	Prah.g_01948	Praq.g_01673
OG0000379	Prah.g_01940	Praq.g_01211
OG0000380	Prah.g_01938	Praq.g_01210
OG0000381	Prah.g_01937	Praq.g_01209
OG0000382	Prah.g_01935	Praq.g_01207
OG0000383	Prah.g_01930	Praq.g_01204
OG0000384	Prah.g_01929	Praq.g_01203
OG0000385	Prah.g_01922	Praq.g_01200
OG0000386	Prah.g_01921	Praq.g_01199
OG0000387	Prah.g_01920	Praq.g_01198
OG0000388	Prah.g_01919	Praq.g_01197
OG0000389	Prah.g_01918	Praq.g_01196
OG0000390	Prah.g_01917	Praq.g_01195
OG0000391	Prah.g_01916	Praq.g_01194
OG0000392	Prah.g_01915	Praq.g_01193
OG0000393	Prah.g_00204	Praq.g_01189
OG0000394	Prah.g_00205	Praq.g_01188
OG0000395	Prah.g_00209	Praq.g_01186
OG0000396	Prah.g_00579	Praq.g_01185
OG0000397	Prah.g_01837	Praq.g_01172
OG0000398	Prah.g_01661	Praq.g_01164
OG0000399	Prah.g_01181	Praq.g_01163
OG0000400	Prah.g_02072	Praq.g_01158
OG0000401	Prah.g_00218	Praq.g_01126
OG0000402	Prah.g_00219	Praq.g_01125
OG0000403	Prah.g_00221	Praq.g_01124
OG0000404	Prah.g_00229	Praq.g_01122
OG0000405	Prah.g_00230	Praq.g_01121
OG0000406	Prah.g_00232	Praq.g_01119
OG0000407	Prah.g_00233	Praq.g_01118
OG0000408	Prah.g_00234	Praq.g_01117
OG0000409	Prah.g_00235	Praq.g_01116
OG0000410	Prah.g_00237	Praq.g_01115
OG0000411	Prah.g_00238	Praq.g_01114
OG0000412	Prah.g_00239	Praq.g_01113
OG0000413	Prah.g_00240	Praq.g_01112
OG0000414	Prah.g_00241	Praq.g_01111
OG0000415	Prah.g_00242	Praq.g_01110
OG0000416	Prah.g_00247	Praq.g_01109
OG0000417	Prah.g_00251	Praq.g_01108
OG0000418	Prah.g_00252	Praq.g_01107
OG0000419	Prah.g_00253	Praq.g_00500
OG0000420	Prah.g_00254	Praq.g_00501
OG0000421	Prah.g_00255	Praq.g_00502
OG0000422	Prah.g_00257	Praq.g_00504
OG0000423	Prah.g_00258	Praq.g_00505
OG0000424	Prah.g_00261	Praq.g_00507
OG0000425	Prah.g_00290	Praq.g_00511
OG0000426	Prah.g_00291	Praq.g_00512
OG0000427	Prah.g_00294	Praq.g_00513
OG0000428	Prah.g_00304	Praq.g_00514
OG0000429	Prah.g_00306	Praq.g_00515
OG0000430	Prah.g_00308	Praq.g_00522
OG0000431	Prah.g_00310	Praq.g_00524
OG0000432	Prah.g_00311	Praq.g_00525
OG0000433	Prah.g_01575	Praq.g_00528
OG0000434	Prah.g_01572	Praq.g_00529
OG0000435	Prah.g_01567	Praq.g_00530
OG0000436	Prah.g_01565	Praq.g_00532
OG0000437	Prah.g_01563	Praq.g_00534
OG0000438	Prah.g_01562	Praq.g_00535
OG0000439	Prah.g_01561	Praq.g_00536
OG0000440	Prah.g_01558	Praq.g_00538
OG0000441	Prah.g_01556	Praq.g_00539
OG0000442	Prah.g_01555	Praq.g_00540
OG0000443	Prah.g_01554	Praq.g_00541
OG0000444	Prah.g_01553	Praq.g_00542
OG0000445	Prah.g_01552	Praq.g_00543
OG0000446	Prah.g_01551	Praq.g_00544
OG0000447	Prah.g_01550	Praq.g_00545
OG0000448	Prah.g_01549	Praq.g_00546
OG0000449	Prah.g_01541	Praq.g_01102
OG0000450	Prah.g_01540	Praq.g_01101
OG0000451	Prah.g_01539	Praq.g_01100
OG0000452	Prah.g_01538	Praq.g_01099
OG0000453	Prah.g_01535	Praq.g_01097
OG0000454	Prah.g_01534	Praq.g_01096
OG0000455	Prah.g_01533	Praq.g_01095
OG0000456	Prah.g_01532	Praq.g_01094
OG0000457	Prah.g_01530	Praq.g_01092
OG0000458	Prah.g_01529	Praq.g_01090
OG0000459	Prah.g_01528	Praq.g_01089
OG0000460	Prah.g_01526	Praq.g_01087
OG0000461	Prah.g_01525	Praq.g_01086
OG0000462	Prah.g_01524	Praq.g_01085
OG0000463	Prah.g_01519	Praq.g_01084
OG0000464	Prah.g_01514	Praq.g_01079
OG0000465	Prah.g_01513	Praq.g_01077
OG0000466	Prah.g_01512	Praq.g_01076
OG0000467	Prah.g_01510	Praq.g_01075
OG0000468	Prah.g_01509	Praq.g_01074
OG0000469	Prah.g_01505	Praq.g_01073
OG0000470	Prah.g_01094	Praq.g_01072
OG0000471	Prah.g_01035	Praq.g_01071
OG0000472	Prah.g_01500	Praq.g_01068
OG0000473	Prah.g_01498	Praq.g_01067
OG0000474	Prah.g_01496	Praq.g_01066
OG0000475	Prah.g_01495	Praq.g_01065
OG0000476	Prah.g_01489	Praq.g_01064
OG0000477	Prah.g_01484	Praq.g_01062
OG0000478	Prah.g_01482	Praq.g_01061
OG0000479	Prah.g_01480	Praq.g_01060
OG0000480	Prah.g_01474	Praq.g_01058
OG0000481	Prah.g_01473	Praq.g_01057
OG0000482	Prah.g_01472	Praq.g_01056
OG0000483	Prah.g_01470	Praq.g_01055
OG0000484	Prah.g_01469	Praq.g_01054
OG0000485	Prah.g_01468	Praq.g_01053
OG0000486	Prah.g_01467	Praq.g_01052
OG0000487	Prah.g_01466	Praq.g_01051
OG0000488	Prah.g_01464	Praq.g_01049
OG0000489	Prah.g_01463	Praq.g_01048
OG0000490	Prah.g_01462	Praq.g_01047
OG0000491	Prah.g_01461	Praq.g_01046
OG0000492	Prah.g_01460	Praq.g_01045
OG0000493	Prah.g_01459	Praq.g_01044
OG0000494	Prah.g_01458	Praq.g_01042
OG0000495	Prah.g_01457	Praq.g_01041
OG0000496	Prah.g_01454	Praq.g_01040
OG0000497	Prah.g_01452	Praq.g_01039
OG0000498	Prah.g_01451	Praq.g_01038
OG0000499	Prah.g_01449	Praq.g_01036
OG0000500	Prah.g_01448	Praq.g_01035
OG0000501	Prah.g_01445	Praq.g_01033
OG0000502	Prah.g_01444	Praq.g_01032
OG0000503	Prah.g_01443	Praq.g_01031
OG0000504	Prah.g_01441	Praq.g_01030
OG0000505	Prah.g_01440	Praq.g_01029
OG0000506	Prah.g_01439	Praq.g_01028
OG0000507	Prah.g_01438	Praq.g_01027
OG0000508	Prah.g_01434	Praq.g_01025
OG0000509	Prah.g_01433	Praq.g_01024
OG0000510	Prah.g_01432	Praq.g_01023
OG0000511	Prah.g_01431	Praq.g_01022
OG0000512	Prah.g_01430	Praq.g_01021
OG0000513	Prah.g_01429	Praq.g_01020
OG0000514	Prah.g_01428	Praq.g_01019
OG0000515	Prah.g_01425	Praq.g_01017
OG0000516	Prah.g_01424	Praq.g_01016
OG0000517	Prah.g_01423	Praq.g_01015
OG0000518	Prah.g_01417	Praq.g_01012
OG0000519	Prah.g_01416	Praq.g_01010
OG0000520	Prah.g_01415	Praq.g_01009
OG0000521	Prah.g_01414	Praq.g_01008
OG0000522	Prah.g_01408	Praq.g_01007
OG0000523	Prah.g_01407	Praq.g_01006
OG0000524	Prah.g_01406	Praq.g_01005
OG0000525	Prah.g_01404	Praq.g_01003
OG0000526	Prah.g_01403	Praq.g_01002
OG0000527	Prah.g_01402	Praq.g_01001
OG0000528	Prah.g_01401	Praq.g_01000
OG0000529	Prah.g_01400	Praq.g_00999
OG0000530	Prah.g_01399	Praq.g_00998
OG0000531	Prah.g_01396	Praq.g_00997
OG0000532	Prah.g_01394	Praq.g_00996
OG0000533	Prah.g_01393	Praq.g_00995
OG0000534	Prah.g_01392	Praq.g_00994
OG0000535	Prah.g_01391	Praq.g_00993
OG0000536	Prah.g_01390	Praq.g_00992
OG0000537	Prah.g_01389	Praq.g_00991
OG0000538	Prah.g_01388	Praq.g_00990
OG0000539	Prah.g_01387	Praq.g_00989
OG0000540	Prah.g_01385	Praq.g_00988
OG0000541	Prah.g_00532	Praq.g_00987
OG0000542	Prah.g_00531	Praq.g_00986
OG0000543	Prah.g_00530	Praq.g_00985
OG0000544	Prah.g_00529	Praq.g_00984
OG0000545	Prah.g_00526	Praq.g_00981
OG0000546	Prah.g_00525	Praq.g_00980
OG0000547	Prah.g_00523	Praq.g_00978
OG0000548	Prah.g_00518	Praq.g_00977
OG0000549	Prah.g_00517	Praq.g_00976
OG0000550	Prah.g_00516	Praq.g_00975
OG0000551	Prah.g_00513	Praq.g_00974
OG0000552	Prah.g_00510	Praq.g_00973
OG0000553	Prah.g_00509	Praq.g_00972
OG0000554	Prah.g_00506	Praq.g_00971
OG0000555	Prah.g_00505	Praq.g_00970
OG0000556	Prah.g_00504	Praq.g_00969
OG0000557	Prah.g_00503	Praq.g_00968
OG0000558	Prah.g_00501	Praq.g_00967
OG0000559	Prah.g_00500	Praq.g_00966
OG0000560	Prah.g_00498	Praq.g_00964
OG0000561	Prah.g_00497	Praq.g_00963
OG0000562	Prah.g_00495	Praq.g_00962
OG0000563	Prah.g_00494	Praq.g_00961
OG0000564	Prah.g_00493	Praq.g_00960
OG0000565	Prah.g_00486	Praq.g_00959
OG0000566	Prah.g_00485	Praq.g_00958
OG0000567	Prah.g_00484	Praq.g_00957
OG0000568	Prah.g_00483	Praq.g_00775
OG0000569	Prah.g_00482	Praq.g_00776
OG0000570	Prah.g_00478	Praq.g_00777
OG0000571	Prah.g_00477	Praq.g_00778
OG0000572	Prah.g_00476	Praq.g_00779
OG0000573	Prah.g_00472	Praq.g_00782
OG0000574	Prah.g_00466	Praq.g_00783
OG0000575	Prah.g_00465	Praq.g_00784
OG0000576	Prah.g_00464	Praq.g_00785
OG0000577	Prah.g_00463	Praq.g_00786
OG0000578	Prah.g_00462	Praq.g_00787
OG0000579	Prah.g_00460	Praq.g_00788
OG0000580	Prah.g_00457	Praq.g_00789
OG0000581	Prah.g_00456	Praq.g_00790
OG0000582	Prah.g_00455	Praq.g_00791
OG0000583	Prah.g_00454	Praq.g_00792
OG0000584	Prah.g_00452	Praq.g_00793
OG0000585	Prah.g_00451	Praq.g_00794
OG0000586	Prah.g_00449	Praq.g_00796
OG0000587	Prah.g_00448	Praq.g_00797
OG0000588	Prah.g_00444	Praq.g_00799
OG0000589	Prah.g_00442	Praq.g_00800
OG0000590	Prah.g_02193	Praq.g_00802
OG0000591	Prah.g_01789	Praq.g_00808
OG0000592	Prah.g_01029	Praq.g_00809
OG0000593	Prah.g_02413	Praq.g_00810
OG0000594	Prah.g_00625	Praq.g_00812
