Orthogroup	Prah	Prbg
OG0000161	Prah.g_00033	Prbg.g_00847
OG0000162	Prah.g_00034	Prbg.g_00846
OG0000163	Prah.g_00036	Prbg.g_00844
OG0000164	Prah.g_00041	Prbg.g_00841
OG0000165	Prah.g_00046	Prbg.g_00838
OG0000166	Prah.g_00047	Prbg.g_00837
OG0000167	Prah.g_00048	Prbg.g_00836
OG0000168	Prah.g_00049	Prbg.g_00834
OG0000169	Prah.g_00051	Prbg.g_00832
OG0000170	Prah.g_02488	Prbg.g_00830
OG0000171	Prah.g_02486	Prbg.g_00829
OG0000172	Prah.g_02485	Prbg.g_00828
OG0000173	Prah.g_02478	Prbg.g_00825
OG0000174	Prah.g_02471	Prbg.g_00824
OG0000175	Prah.g_02466	Prbg.g_00823
OG0000176	Prah.g_02457	Prbg.g_00821
OG0000177	Prah.g_02454	Prbg.g_00820
OG0000178	Prah.g_02453	Prbg.g_00818
OG0000179	Prah.g_01830	Prbg.g_00806
OG0000180	Prah.g_01833	Prbg.g_00805
OG0000181	Prah.g_01834	Prbg.g_00804
OG0000182	Prah.g_01838	Prbg.g_00800
OG0000183	Prah.g_01839	Prbg.g_00799
OG0000184	Prah.g_01843	Prbg.g_00796
OG0000185	Prah.g_01849	Prbg.g_00792
OG0000186	Prah.g_01850	Prbg.g_00791
OG0000187	Prah.g_01211	Prbg.g_00017
OG0000188	Prah.g_01851	Prbg.g_00790
OG0000189	Prah.g_01859	Prbg.g_00789
OG0000190	Prah.g_01860	Prbg.g_00788
OG0000191	Prah.g_01861	Prbg.g_00787
OG0000192	Prah.g_01862	Prbg.g_00786
OG0000193	Prah.g_01863	Prbg.g_00785
OG0000194	Prah.g_01864	Prbg.g_00784
OG0000195	Prah.g_01866	Prbg.g_00782
OG0000196	Prah.g_01867	Prbg.g_00781
OG0000197	Prah.g_01873	Prbg.g_00780
OG0000198	Prah.g_01877	Prbg.g_00861
OG0000199	Prah.g_01882	Prbg.g_00864
OG0000200	Prah.g_01883	Prbg.g_00865
OG0000201	Prah.g_01884	Prbg.g_00866
OG0000202	Prah.g_01886	Prbg.g_00868
OG0000203	Prah.g_01887	Prbg.g_00869
OG0000204	Prah.g_01888	Prbg.g_00870
OG0000205	Prah.g_01890	Prbg.g_00872
OG0000206	Prah.g_01891	Prbg.g_00873
OG0000207	Prah.g_01892	Prbg.g_00874
OG0000208	Prah.g_01893	Prbg.g_00875
OG0000209	Prah.g_01894	Prbg.g_00876
OG0000210	Prah.g_01896	Prbg.g_00877
OG0000211	Prah.g_01897	Prbg.g_00879
OG0000212	Prah.g_01898	Prbg.g_00880
OG0000213	Prah.g_01901	Prbg.g_00881
OG0000214	Prah.g_01908	Prbg.g_00885
OG0000215	Prah.g_00195	Prbg.g_00886
OG0000216	Prah.g_00193	Prbg.g_00888
OG0000217	Prah.g_00191	Prbg.g_00889
OG0000218	Prah.g_00189	Prbg.g_00890
OG0000219	Prah.g_00188	Prbg.g_00891
OG0000220	Prah.g_00183	Prbg.g_00894
OG0000221	Prah.g_00175	Prbg.g_00897
OG0000222	Prah.g_00174	Prbg.g_00898
OG0000223	Prah.g_00173	Prbg.g_00899
OG0000224	Prah.g_02252	Prbg.g_00901
OG0000225	Prah.g_02254	Prbg.g_00903
OG0000226	Prah.g_02257	Prbg.g_00905
OG0000227	Prah.g_02259	Prbg.g_00906
OG0000228	Prah.g_02260	Prbg.g_00907
OG0000229	Prah.g_02261	Prbg.g_00908
OG0000230	Prah.g_02262	Prbg.g_00909
OG0000231	Prah.g_02264	Prbg.g_01349
OG0000232	Prah.g_02265	Prbg.g_00911
OG0000233	Prah.g_02269	Prbg.g_00914
OG0000234	Prah.g_02280	Prbg.g_00916
OG0000235	Prah.g_02282	Prbg.g_00922
OG0000236	Prah.g_02283	Prbg.g_00923
OG0000237	Prah.g_02284	Prbg.g_00924
OG0000238	Prah.g_02285	Prbg.g_00925
OG0000239	Prah.g_02286	Prbg.g_00926
OG0000240	Prah.g_02288	Prbg.g_00928
OG0000241	Prah.g_02289	Prbg.g_00929
OG0000242	Prah.g_02290	Prbg.g_00930
OG0000243	Prah.g_02291	Prbg.g_00931
OG0000244	Prah.g_02292	Prbg.g_00932
OG0000245	Prah.g_02294	Prbg.g_00934
OG0000246	Prah.g_02296	Prbg.g_00936
OG0000247	Prah.g_02297	Prbg.g_00937
OG0000248	Prah.g_02298	Prbg.g_00938
OG0000249	Prah.g_02299	Prbg.g_00939
OG0000250	Prah.g_02300	Prbg.g_00940
OG0000251	Prah.g_02301	Prbg.g_00941
OG0000252	Prah.g_02302	Prbg.g_00942
OG0000253	Prah.g_02303	Prbg.g_00943
OG0000254	Prah.g_02305	Prbg.g_00945
OG0000255	Prah.g_02306	Prbg.g_00946
OG0000256	Prah.g_02309	Prbg.g_00949
OG0000257	Prah.g_02310	Prbg.g_00951
OG0000258	Prah.g_02311	Prbg.g_00952
OG0000259	Prah.g_02312	Prbg.g_00953
OG0000260	Prah.g_02313	Prbg.g_00954
OG0000261	Prah.g_02314	Prbg.g_00955
OG0000262	Prah.g_02315	Prbg.g_00956
OG0000263	Prah.g_02316	Prbg.g_00957
OG0000264	Prah.g_00709	Prbg.g_00959
OG0000265	Prah.g_02321	Prbg.g_00960
OG0000266	Prah.g_02323	Prbg.g_00961
OG0000267	Prah.g_02334	Prbg.g_00963
OG0000268	Prah.g_02336	Prbg.g_00965
OG0000269	Prah.g_02339	Prbg.g_00966
OG0000270	Prah.g_02341	Prbg.g_00967
OG0000271	Prah.g_02344	Prbg.g_00968
OG0000272	Prah.g_02345	Prbg.g_00969
OG0000273	Prah.g_02350	Prbg.g_00970
OG0000274	Prah.g_02352	Prbg.g_00971
OG0000275	Prah.g_02353	Prbg.g_00972
OG0000276	Prah.g_02354	Prbg.g_00973
OG0000277	Prah.g_02355	Prbg.g_00974
OG0000278	Prah.g_02356	Prbg.g_00975
OG0000279	Prah.g_02357	Prbg.g_00976
OG0000280	Prah.g_02358	Prbg.g_00977
OG0000281	Prah.g_02360	Prbg.g_00979
OG0000282	Prah.g_02361	Prbg.g_00980
OG0000283	Prah.g_02364	Prbg.g_00983
OG0000284	Prah.g_02365	Prbg.g_00984
OG0000285	Prah.g_02370	Prbg.g_00985
OG0000286	Prah.g_02372	Prbg.g_00987
OG0000287	Prah.g_02420	Prbg.g_00989
OG0000288	Prah.g_02419	Prbg.g_00990
OG0000289	Prah.g_02418	Prbg.g_00991
OG0000290	Prah.g_02417	Prbg.g_00992
OG0000291	Prah.g_02415	Prbg.g_00993
OG0000292	Prah.g_02411	Prbg.g_00994
OG0000293	Prah.g_02410	Prbg.g_00995
OG0000294	Prah.g_02409	Prbg.g_00996
OG0000295	Prah.g_02403	Prbg.g_00997
OG0000296	Prah.g_02402	Prbg.g_00998
OG0000297	Prah.g_02400	Prbg.g_00999
OG0000298	Prah.g_02399	Prbg.g_01000
OG0000299	Prah.g_02398	Prbg.g_01001
OG0000300	Prah.g_02397	Prbg.g_01002
OG0000301	Prah.g_02396	Prbg.g_01003
OG0000302	Prah.g_02395	Prbg.g_01004
OG0000303	Prah.g_02394	Prbg.g_01005
OG0000304	Prah.g_02392	Prbg.g_01007
OG0000305	Prah.g_02391	Prbg.g_01008
OG0000306	Prah.g_02390	Prbg.g_01009
OG0000307	Prah.g_01786	Prbg.g_01011
OG0000308	Prah.g_01411	Prbg.g_01012
OG0000309	Prah.g_01412	Prbg.g_01013
OG0000310	Prah.g_01413	Prbg.g_01014
OG0000311	Prah.g_01782	Prbg.g_01015
OG0000312	Prah.g_01781	Prbg.g_01017
OG0000313	Prah.g_01779	Prbg.g_01018
OG0000314	Prah.g_01773	Prbg.g_01022
OG0000315	Prah.g_01772	Prbg.g_01023
OG0000316	Prah.g_02074	Prbg.g_01025
OG0000317	Prah.g_02078	Prbg.g_01027
OG0000318	Prah.g_02079	Prbg.g_01028
OG0000319	Prah.g_02080	Prbg.g_01029
OG0000320	Prah.g_02082	Prbg.g_01030
OG0000321	Prah.g_02087	Prbg.g_01033
OG0000322	Prah.g_02098	Prbg.g_01037
OG0000323	Prah.g_02099	Prbg.g_01038
OG0000324	Prah.g_02101	Prbg.g_01041
OG0000325	Prah.g_02103	Prbg.g_01042
OG0000326	Prah.g_02105	Prbg.g_01043
OG0000327	Prah.g_02111	Prbg.g_01045
OG0000328	Prah.g_01785	Prbg.g_01046
OG0000329	Prah.g_02114	Prbg.g_00042
OG0000330	Prah.g_02115	Prbg.g_00043
OG0000331	Prah.g_02117	Prbg.g_00045
OG0000332	Prah.g_02118	Prbg.g_00046
OG0000333	Prah.g_02119	Prbg.g_00047
OG0000334	Prah.g_02120	Prbg.g_00048
OG0000335	Prah.g_02121	Prbg.g_00049
OG0000336	Prah.g_02123	Prbg.g_00051
OG0000337	Prah.g_02128	Prbg.g_00054
OG0000338	Prah.g_02129	Prbg.g_00055
OG0000339	Prah.g_02130	Prbg.g_00056
OG0000340	Prah.g_02132	Prbg.g_00057
OG0000341	Prah.g_02137	Prbg.g_00061
OG0000342	Prah.g_02138	Prbg.g_00062
OG0000343	Prah.g_02140	Prbg.g_00065
OG0000344	Prah.g_02142	Prbg.g_00066
OG0000345	Prah.g_02143	Prbg.g_00067
OG0000346	Prah.g_02144	Prbg.g_00068
OG0000347	Prah.g_02145	Prbg.g_00069
OG0000348	Prah.g_02146	Prbg.g_00071
OG0000349	Prah.g_02147	Prbg.g_00072
OG0000350	Prah.g_02148	Prbg.g_00073
OG0000351	Prah.g_02152	Prbg.g_00075
OG0000352	Prah.g_02156	Prbg.g_00078
OG0000353	Prah.g_02157	Prbg.g_00079
OG0000354	Prah.g_02158	Prbg.g_00080
OG0000355	Prah.g_02159	Prbg.g_00081
OG0000356	Prah.g_02166	Prbg.g_00082
OG0000357	Prah.g_02167	Prbg.g_00083
OG0000358	Prah.g_02168	Prbg.g_00084
OG0000359	Prah.g_02170	Prbg.g_00085
OG0000360	Prah.g_02172	Prbg.g_00087
OG0000361	Prah.g_02173	Prbg.g_00088
OG0000362	Prah.g_02174	Prbg.g_00089
OG0000363	Prah.g_02175	Prbg.g_00090
OG0000364	Prah.g_02176	Prbg.g_00091
OG0000365	Prah.g_02177	Prbg.g_00092
OG0000366	Prah.g_02178	Prbg.g_00093
OG0000367	Prah.g_02179	Prbg.g_00094
OG0000368	Prah.g_02180	Prbg.g_00095
OG0000369	Prah.g_02181	Prbg.g_00096
OG0000370	Prah.g_02182	Prbg.g_00097
OG0000371	Prah.g_02183	Prbg.g_00098
OG0000372	Prah.g_02186	Prbg.g_00099
OG0000373	Prah.g_02197	Prbg.g_00101
OG0000374	Prah.g_02199	Prbg.g_00102
OG0000375	Prah.g_02207	Prbg.g_00103
OG0000376	Prah.g_01956	Prbg.g_00104
OG0000377	Prah.g_01949	Prbg.g_00110
OG0000378	Prah.g_01948	Prbg.g_00111
OG0000379	Prah.g_01940	Prbg.g_00117
OG0000380	Prah.g_01938	Prbg.g_00119
OG0000381	Prah.g_01937	Prbg.g_00120
OG0000382	Prah.g_01935	Prbg.g_00121
OG0000383	Prah.g_01930	Prbg.g_00124
OG0000384	Prah.g_01929	Prbg.g_00125
OG0000385	Prah.g_01922	Prbg.g_00128
OG0000386	Prah.g_01921	Prbg.g_00129
OG0000387	Prah.g_01920	Prbg.g_00130
OG0000388	Prah.g_01919	Prbg.g_00131
OG0000389	Prah.g_01918	Prbg.g_00132
OG0000390	Prah.g_01917	Prbg.g_01941
OG0000391	Prah.g_01916	Prbg.g_01942
OG0000392	Prah.g_01915	Prbg.g_01943
OG0000393	Prah.g_00204	Prbg.g_00136
OG0000394	Prah.g_00205	Prbg.g_00137
OG0000395	Prah.g_00209	Prbg.g_00140
OG0000396	Prah.g_00579	Prbg.g_01214
OG0000397	Prah.g_01837	Prbg.g_01530
OG0000398	Prah.g_01661	Prbg.g_01602
OG0000399	Prah.g_01181	Prbg.g_01525
OG0000400	Prah.g_02072	Prbg.g_01714
OG0000401	Prah.g_00218	Prbg.g_00151
OG0000402	Prah.g_00219	Prbg.g_00152
OG0000403	Prah.g_00221	Prbg.g_00153
OG0000404	Prah.g_00229	Prbg.g_00155
OG0000405	Prah.g_00230	Prbg.g_00156
OG0000406	Prah.g_00232	Prbg.g_00158
OG0000407	Prah.g_00233	Prbg.g_00159
OG0000408	Prah.g_00234	Prbg.g_00160
OG0000409	Prah.g_00235	Prbg.g_00161
OG0000410	Prah.g_00237	Prbg.g_00162
OG0000411	Prah.g_00238	Prbg.g_00163
OG0000412	Prah.g_00239	Prbg.g_00164
OG0000413	Prah.g_00240	Prbg.g_00165
OG0000414	Prah.g_00241	Prbg.g_00166
OG0000415	Prah.g_00242	Prbg.g_00167
OG0000416	Prah.g_00247	Prbg.g_00168
OG0000417	Prah.g_00251	Prbg.g_00169
OG0000418	Prah.g_00252	Prbg.g_00170
OG0000419	Prah.g_00253	Prbg.g_00171
OG0000420	Prah.g_00254	Prbg.g_00172
OG0000421	Prah.g_00255	Prbg.g_00176
OG0000422	Prah.g_00257	Prbg.g_00178
OG0000423	Prah.g_00258	Prbg.g_00179
OG0000424	Prah.g_00261	Prbg.g_00180
OG0000425	Prah.g_00290	Prbg.g_00184
OG0000426	Prah.g_00291	Prbg.g_00185
OG0000427	Prah.g_00294	Prbg.g_00186
OG0000428	Prah.g_00304	Prbg.g_00188
OG0000429	Prah.g_00306	Prbg.g_00189
OG0000430	Prah.g_00308	Prbg.g_00190
OG0000431	Prah.g_00310	Prbg.g_00192
OG0000432	Prah.g_00311	Prbg.g_00193
OG0000433	Prah.g_01575	Prbg.g_00196
OG0000434	Prah.g_01572	Prbg.g_00197
OG0000435	Prah.g_01567	Prbg.g_00198
OG0000436	Prah.g_01565	Prbg.g_00200
OG0000437	Prah.g_01563	Prbg.g_00202
OG0000438	Prah.g_01562	Prbg.g_00203
OG0000439	Prah.g_01561	Prbg.g_00204
OG0000440	Prah.g_01558	Prbg.g_00206
OG0000441	Prah.g_01556	Prbg.g_00207
OG0000442	Prah.g_01555	Prbg.g_00208
OG0000443	Prah.g_01554	Prbg.g_00209
OG0000444	Prah.g_01553	Prbg.g_00210
OG0000445	Prah.g_01552	Prbg.g_00211
OG0000446	Prah.g_01551	Prbg.g_00212
OG0000447	Prah.g_01550	Prbg.g_00213
OG0000448	Prah.g_01549	Prbg.g_00214
OG0000449	Prah.g_01541	Prbg.g_00220
OG0000450	Prah.g_01540	Prbg.g_00221
OG0000451	Prah.g_01539	Prbg.g_00222
OG0000452	Prah.g_01538	Prbg.g_00223
OG0000453	Prah.g_01535	Prbg.g_00224
OG0000454	Prah.g_01534	Prbg.g_00225
OG0000455	Prah.g_01533	Prbg.g_00226
OG0000456	Prah.g_01532	Prbg.g_00227
OG0000457	Prah.g_01530	Prbg.g_00229
OG0000458	Prah.g_01529	Prbg.g_00231
OG0000459	Prah.g_01528	Prbg.g_00232
OG0000460	Prah.g_01526	Prbg.g_00234
OG0000461	Prah.g_01525	Prbg.g_00235
OG0000462	Prah.g_01524	Prbg.g_00236
OG0000463	Prah.g_01519	Prbg.g_00237
OG0000464	Prah.g_01514	Prbg.g_00241
OG0000465	Prah.g_01513	Prbg.g_00242
OG0000466	Prah.g_01512	Prbg.g_00243
OG0000467	Prah.g_01510	Prbg.g_00244
OG0000468	Prah.g_01509	Prbg.g_00245
OG0000469	Prah.g_01505	Prbg.g_00246
OG0000470	Prah.g_01094	Prbg.g_00247
OG0000471	Prah.g_01035	Prbg.g_00248
OG0000472	Prah.g_01500	Prbg.g_00251
OG0000473	Prah.g_01498	Prbg.g_00252
OG0000474	Prah.g_01496	Prbg.g_00253
OG0000475	Prah.g_01495	Prbg.g_00254
OG0000476	Prah.g_01489	Prbg.g_00255
OG0000477	Prah.g_01484	Prbg.g_00257
OG0000478	Prah.g_01482	Prbg.g_00258
OG0000479	Prah.g_01480	Prbg.g_00259
OG0000480	Prah.g_01474	Prbg.g_00261
OG0000481	Prah.g_01473	Prbg.g_00262
OG0000482	Prah.g_01472	Prbg.g_00264
OG0000483	Prah.g_01470	Prbg.g_00265
OG0000484	Prah.g_01469	Prbg.g_00266
OG0000485	Prah.g_01468	Prbg.g_00267
OG0000486	Prah.g_01467	Prbg.g_00268
OG0000487	Prah.g_01466	Prbg.g_00269
OG0000488	Prah.g_01464	Prbg.g_00271
OG0000489	Prah.g_01463	Prbg.g_00272
OG0000490	Prah.g_01462	Prbg.g_00273
OG0000491	Prah.g_01461	Prbg.g_00274
OG0000492	Prah.g_01460	Prbg.g_00275
OG0000493	Prah.g_01459	Prbg.g_00276
OG0000494	Prah.g_01458	Prbg.g_00277
OG0000495	Prah.g_01457	Prbg.g_00278
OG0000496	Prah.g_01454	Prbg.g_00280
OG0000497	Prah.g_01452	Prbg.g_00282
OG0000498	Prah.g_01451	Prbg.g_00283
OG0000499	Prah.g_01449	Prbg.g_00285
OG0000500	Prah.g_01448	Prbg.g_00286
OG0000501	Prah.g_01445	Prbg.g_00288
OG0000502	Prah.g_01444	Prbg.g_00289
OG0000503	Prah.g_01443	Prbg.g_00290
OG0000504	Prah.g_01441	Prbg.g_00291
OG0000505	Prah.g_01440	Prbg.g_00292
OG0000506	Prah.g_01439	Prbg.g_00293
OG0000507	Prah.g_01438	Prbg.g_00294
OG0000508	Prah.g_01434	Prbg.g_00296
OG0000509	Prah.g_01433	Prbg.g_00297
OG0000510	Prah.g_01432	Prbg.g_00298
OG0000511	Prah.g_01431	Prbg.g_00299
OG0000512	Prah.g_01430	Prbg.g_00300
OG0000513	Prah.g_01429	Prbg.g_00301
OG0000514	Prah.g_01428	Prbg.g_00302
OG0000515	Prah.g_01425	Prbg.g_00305
OG0000516	Prah.g_01424	Prbg.g_00306
OG0000517	Prah.g_01423	Prbg.g_00307
OG0000518	Prah.g_01417	Prbg.g_00310
OG0000519	Prah.g_01416	Prbg.g_00311
OG0000520	Prah.g_01415	Prbg.g_00312
OG0000521	Prah.g_01414	Prbg.g_00313
OG0000522	Prah.g_01408	Prbg.g_00314
OG0000523	Prah.g_01407	Prbg.g_00315
OG0000524	Prah.g_01406	Prbg.g_00316
OG0000525	Prah.g_01404	Prbg.g_00318
OG0000526	Prah.g_01403	Prbg.g_00319
OG0000527	Prah.g_01402	Prbg.g_00320
OG0000528	Prah.g_01401	Prbg.g_00321
OG0000529	Prah.g_01400	Prbg.g_00322
OG0000530	Prah.g_01399	Prbg.g_00323
OG0000531	Prah.g_01396	Prbg.g_00325
OG0000532	Prah.g_01394	Prbg.g_00326
OG0000533	Prah.g_01393	Prbg.g_00327
OG0000534	Prah.g_01392	Prbg.g_00328
OG0000535	Prah.g_01391	Prbg.g_00329
OG0000536	Prah.g_01390	Prbg.g_00330
OG0000537	Prah.g_01389	Prbg.g_00331
OG0000538	Prah.g_01388	Prbg.g_00332
OG0000539	Prah.g_01387	Prbg.g_00333
OG0000540	Prah.g_01385	Prbg.g_00334
OG0000541	Prah.g_00532	Prbg.g_00335
OG0000542	Prah.g_00531	Prbg.g_00336
OG0000543	Prah.g_00530	Prbg.g_00337
OG0000544	Prah.g_00529	Prbg.g_00338
OG0000545	Prah.g_00526	Prbg.g_00340
OG0000546	Prah.g_00525	Prbg.g_00341
OG0000547	Prah.g_00523	Prbg.g_00343
OG0000548	Prah.g_00518	Prbg.g_00345
OG0000549	Prah.g_00517	Prbg.g_00346
OG0000550	Prah.g_00516	Prbg.g_00347
OG0000551	Prah.g_00513	Prbg.g_00349
OG0000552	Prah.g_00510	Prbg.g_00350
OG0000553	Prah.g_00509	Prbg.g_01427
OG0000554	Prah.g_00506	Prbg.g_01426
OG0000555	Prah.g_00505	Prbg.g_01425
OG0000556	Prah.g_00504	Prbg.g_01424
OG0000557	Prah.g_00503	Prbg.g_01423
OG0000558	Prah.g_00501	Prbg.g_01422
OG0000559	Prah.g_00500	Prbg.g_01421
OG0000560	Prah.g_00498	Prbg.g_01419
OG0000561	Prah.g_00497	Prbg.g_01418
OG0000562	Prah.g_00495	Prbg.g_01416
OG0000563	Prah.g_00494	Prbg.g_01415
OG0000564	Prah.g_00493	Prbg.g_01414
