Orthogroup	Prah	Praw
OG0000051	Prah.g_02295	Praw.g_01278
OG0000052	Prah.g_01660	Praw.g_00762
OG0000053	Prah.g_01485	Praw.g_00609
OG0000054	Prah.g_01812	Praw.g_01752
OG0000055	Prah.g_00641	Praw.g_01675
OG0000056	Prah.g_02425	Praw.g_00189
OG0000057	Prah.g_01778	Praw.g_01198
OG0000058	Prah.g_00312	Praw.g_00672
OG0000059	Prah.g_01027	Praw.g_01824
OG0000062	Prah.g_02524	Praw.g_00201
OG0000063	Prah.g_01257	Praw.g_00926
OG0000065	Prah.g_01364	Praw.g_00981
OG0000066	Prah.g_02192	Praw.g_01050
OG0000068	Prah.g_01995	Praw.g_00096
OG0000069	Prah.g_00358, Prah.g_02196	Praw.g_01043
OG0000071	Prah.g_00013	Praw.g_01125
OG0000072	Prah.g_02187	Praw.g_00812
OG0000073	Prah.g_00445	Praw.g_01853
OG0000074	Prah.g_00974	Praw.g_01831
OG0000075	Prah.g_00660	Praw.g_01690
OG0000076	Prah.g_00915	Praw.g_01467
OG0000078	Prah.g_02191	Praw.g_01051
OG0000079	Prah.g_01654	Praw.g_00415
OG0000080	Prah.g_01609	Praw.g_00464
OG0000081	Prah.g_02230	Praw.g_00066
OG0000083	Prah.g_00004	Praw.g_01133
OG0000084	Prah.g_00007	Praw.g_01130
OG0000085	Prah.g_00029	Praw.g_01405
OG0000087	Prah.g_02458	Praw.g_01379
OG0000088	Prah.g_00194	Praw.g_01322
OG0000089	Prah.g_00176, Prah.g_00180	Praw.g_01314
OG0000090	Prah.g_02268	Praw.g_01296
OG0000091	Prah.g_02307	Praw.g_01266
OG0000092	Prah.g_02308	Praw.g_01265
OG0000093	Prah.g_02324	Praw.g_01251
OG0000094	Prah.g_02362	Praw.g_01233
OG0000095	Prah.g_02371	Praw.g_01228
OG0000096	Prah.g_02089	Praw.g_00882
OG0000097	Prah.g_02126	Praw.g_00860
OG0000098	Prah.g_02139	Praw.g_00850
OG0000099	Prah.g_02151	Praw.g_00840
OG0000100	Prah.g_02155	Praw.g_00837
OG0000101	Prah.g_00208	Praw.g_00775
OG0000102	Prah.g_02538	Praw.g_00751
OG0000103	Prah.g_00313, Prah.g_00314	Praw.g_00671
OG0000104	Prah.g_01566	Praw.g_00667
OG0000105	Prah.g_01544	Praw.g_00649
OG0000106	Prah.g_00108, Prah.g_01503	Praw.g_00616
OG0000107	Prah.g_01501	Praw.g_00615
OG0000108	Prah.g_01476	Praw.g_00605
OG0000109	Prah.g_01465	Praw.g_00596
OG0000110	Prah.g_01446	Praw.g_00580
OG0000111	Prah.g_00474	Praw.g_01871
OG0000112	Prah.g_00473	Praw.g_01870
OG0000113	Prah.g_00752	Praw.g_01787
OG0000114	Prah.g_01823, Prah.g_00669	Praw.g_01699
OG0000115	Prah.g_00796	Praw.g_01539
OG0000116	Prah.g_00805	Praw.g_01535
OG0000117	Prah.g_00912	Praw.g_01470
OG0000118	Prah.g_02597	Praw.g_01418
OG0000119	Prah.g_02526	Praw.g_00204
OG0000120	Prah.g_01315	Praw.g_00240
OG0000121	Prah.g_01254	Praw.g_00259
OG0000122	Prah.g_01276	Praw.g_00278
OG0000123	Prah.g_01237, Prah.g_01238	Praw.g_00291
OG0000124	Prah.g_00905	Praw.g_00904
OG0000125	Prah.g_01378	Praw.g_00993
OG0000126	Prah.g_01576	Praw.g_01016
OG0000127	Prah.g_00424	Praw.g_01096
OG0000128	Prah.g_00407	Praw.g_01079, Praw.g_01080
OG0000129	Prah.g_00361	Praw.g_00374
OG0000130	Prah.g_01672	Praw.g_00513
OG0000131	Prah.g_01725	Praw.g_00551
OG0000132	Prah.g_01728	Praw.g_00554
OG0000133	Prah.g_02038	Praw.g_00137
OG0000134	Prah.g_02001	Praw.g_00101
OG0000135	Prah.g_01999	Praw.g_00099
OG0000136	Prah.g_02244	Praw.g_00055
OG0000137	Prah.g_00089, Prah.g_00116	Praw.g_00022
OG0000138	Prah.g_02498	Praw.g_01180
OG0000139	Prah.g_02578	Praw.g_01153
OG0000140	Prah.g_00002	Praw.g_01135
OG0000141	Prah.g_00003	Praw.g_01134
OG0000142	Prah.g_00005	Praw.g_01132
OG0000143	Prah.g_00006	Praw.g_01131
OG0000144	Prah.g_00008	Praw.g_01129
OG0000145	Prah.g_00010	Praw.g_01128
OG0000146	Prah.g_00011	Praw.g_01127
OG0000147	Prah.g_00012	Praw.g_01126
OG0000148	Prah.g_00014	Praw.g_01124
OG0000149	Prah.g_00016	Praw.g_01414
OG0000150	Prah.g_00017	Praw.g_01413
OG0000151	Prah.g_00022	Praw.g_01412
OG0000152	Prah.g_00023	Praw.g_01411
OG0000153	Prah.g_00024	Praw.g_01410
OG0000154	Prah.g_00025	Praw.g_01409
OG0000155	Prah.g_00026	Praw.g_01408
OG0000156	Prah.g_00027	Praw.g_01407
OG0000157	Prah.g_00028	Praw.g_01406
OG0000158	Prah.g_00030	Praw.g_01404
OG0000159	Prah.g_00031	Praw.g_01403
OG0000160	Prah.g_00032	Praw.g_01402
OG0000161	Prah.g_00033	Praw.g_01401
OG0000162	Prah.g_00034	Praw.g_01400
OG0000163	Prah.g_00036	Praw.g_01399
OG0000164	Prah.g_00041	Praw.g_01396
OG0000165	Prah.g_00046	Praw.g_01393
OG0000166	Prah.g_00047	Praw.g_01392
OG0000167	Prah.g_00048	Praw.g_01391
OG0000168	Prah.g_00049	Praw.g_01388
OG0000169	Prah.g_00051	Praw.g_01386
OG0000170	Prah.g_02488	Praw.g_01385
OG0000171	Prah.g_02486	Praw.g_01384
OG0000172	Prah.g_02485	Praw.g_01383
OG0000173	Prah.g_02478	Praw.g_01382
OG0000174	Prah.g_02471	Praw.g_01381
OG0000175	Prah.g_02466	Praw.g_01380
OG0000176	Prah.g_02457	Praw.g_01378
OG0000177	Prah.g_02454	Praw.g_01377
OG0000178	Prah.g_02453	Praw.g_01376
OG0000179	Prah.g_01830	Praw.g_01370
OG0000180	Prah.g_01833	Praw.g_01369
OG0000181	Prah.g_01834	Praw.g_01368
OG0000182	Prah.g_01838	Praw.g_01365
OG0000183	Prah.g_01839	Praw.g_01364
OG0000184	Prah.g_01843	Praw.g_01361
OG0000185	Prah.g_01849	Praw.g_01357
OG0000186	Prah.g_01850	Praw.g_01356
OG0000187	Prah.g_01211	Praw.g_01355
OG0000188	Prah.g_01851	Praw.g_01354
OG0000189	Prah.g_01859	Praw.g_01353
OG0000190	Prah.g_01860	Praw.g_01352
OG0000191	Prah.g_01861	Praw.g_01351
OG0000192	Prah.g_01862	Praw.g_01350
OG0000193	Prah.g_01863	Praw.g_01349
OG0000194	Prah.g_01864	Praw.g_01348
OG0000195	Prah.g_01866	Praw.g_01346
OG0000196	Prah.g_01867	Praw.g_01345
OG0000197	Prah.g_01873	Praw.g_01344
OG0000198	Prah.g_01877	Praw.g_01343
OG0000199	Prah.g_01882	Praw.g_01341
OG0000200	Prah.g_01883	Praw.g_01340
OG0000201	Prah.g_01884	Praw.g_01339
OG0000202	Prah.g_01886	Praw.g_01338
OG0000203	Prah.g_01887	Praw.g_01337
OG0000204	Prah.g_01888	Praw.g_01336
OG0000205	Prah.g_01890	Praw.g_01335
OG0000206	Prah.g_01891	Praw.g_01334
OG0000207	Prah.g_01892	Praw.g_01333
OG0000208	Prah.g_01893	Praw.g_01332
OG0000209	Prah.g_01894	Praw.g_01331
OG0000210	Prah.g_01896	Praw.g_01329
OG0000211	Prah.g_01897	Praw.g_01328
OG0000212	Prah.g_01898	Praw.g_01327
OG0000213	Prah.g_01901	Praw.g_01326
OG0000214	Prah.g_01908	Praw.g_01324
OG0000215	Prah.g_00195	Praw.g_01323
OG0000216	Prah.g_00193	Praw.g_01321
OG0000217	Prah.g_00191	Praw.g_01320
OG0000218	Prah.g_00189	Praw.g_01319
OG0000219	Prah.g_00188	Praw.g_01318
OG0000220	Prah.g_00183	Praw.g_01315
OG0000221	Prah.g_00175	Praw.g_01313
OG0000222	Prah.g_00174	Praw.g_01312
OG0000223	Prah.g_00173	Praw.g_01311
OG0000224	Prah.g_02252	Praw.g_01308
OG0000225	Prah.g_02254	Praw.g_01306
OG0000226	Prah.g_02257	Praw.g_01305
OG0000227	Prah.g_02259	Praw.g_01304
OG0000228	Prah.g_02260	Praw.g_01303
OG0000229	Prah.g_02261	Praw.g_01302
OG0000230	Prah.g_02262	Praw.g_01301
OG0000231	Prah.g_02264	Praw.g_01299
OG0000232	Prah.g_02265	Praw.g_01298
OG0000233	Prah.g_02269	Praw.g_01295
OG0000234	Prah.g_02280	Praw.g_01293
OG0000235	Prah.g_02282	Praw.g_01290
OG0000236	Prah.g_02283	Praw.g_01289
OG0000237	Prah.g_02284	Praw.g_01288
OG0000238	Prah.g_02285	Praw.g_01287
OG0000239	Prah.g_02286	Praw.g_01286
OG0000240	Prah.g_02288	Praw.g_01284
OG0000241	Prah.g_02289	Praw.g_01283
OG0000242	Prah.g_02290	Praw.g_01282
OG0000243	Prah.g_02291	Praw.g_01281
OG0000244	Prah.g_02292	Praw.g_01280
OG0000245	Prah.g_02294	Praw.g_01279
OG0000246	Prah.g_02296	Praw.g_01277
OG0000247	Prah.g_02297	Praw.g_01276
OG0000248	Prah.g_02298	Praw.g_01275
OG0000249	Prah.g_02299	Praw.g_01274
OG0000250	Prah.g_02300	Praw.g_01273
OG0000251	Prah.g_02301	Praw.g_01272
OG0000252	Prah.g_02302	Praw.g_01271
OG0000253	Prah.g_02303	Praw.g_01270
OG0000254	Prah.g_02305	Praw.g_01268
OG0000255	Prah.g_02306	Praw.g_01267
OG0000256	Prah.g_02309	Praw.g_01264
OG0000257	Prah.g_02310	Praw.g_01262
OG0000258	Prah.g_02311	Praw.g_01261
OG0000259	Prah.g_02312	Praw.g_01260
OG0000260	Prah.g_02313	Praw.g_01259
OG0000261	Prah.g_02314	Praw.g_01258
OG0000262	Prah.g_02315	Praw.g_01257
OG0000263	Prah.g_02316	Praw.g_01256
OG0000264	Prah.g_00709	Praw.g_01254
OG0000265	Prah.g_02321	Praw.g_01253
OG0000266	Prah.g_02323	Praw.g_01252
OG0000267	Prah.g_02334	Praw.g_01250
OG0000268	Prah.g_02336	Praw.g_01249
OG0000269	Prah.g_02339	Praw.g_01248
OG0000270	Prah.g_02341	Praw.g_01247
OG0000271	Prah.g_02344	Praw.g_01246
OG0000272	Prah.g_02345	Praw.g_01245
OG0000273	Prah.g_02350	Praw.g_01244
OG0000274	Prah.g_02352	Praw.g_01243
OG0000275	Prah.g_02353	Praw.g_01242
OG0000276	Prah.g_02354	Praw.g_01241
OG0000277	Prah.g_02355	Praw.g_01240
OG0000278	Prah.g_02356	Praw.g_01239
OG0000279	Prah.g_02357	Praw.g_01238
OG0000280	Prah.g_02358	Praw.g_01237
OG0000281	Prah.g_02360	Praw.g_01235
OG0000282	Prah.g_02361	Praw.g_01234
OG0000283	Prah.g_02364	Praw.g_01231
OG0000284	Prah.g_02365	Praw.g_01230
OG0000285	Prah.g_02370	Praw.g_01229
OG0000286	Prah.g_02372	Praw.g_01227
OG0000287	Prah.g_02420	Praw.g_01226
OG0000288	Prah.g_02419	Praw.g_01225
OG0000289	Prah.g_02418	Praw.g_01224
OG0000290	Prah.g_02417	Praw.g_01223
OG0000291	Prah.g_02415	Praw.g_01222
OG0000292	Prah.g_02411	Praw.g_01221
OG0000293	Prah.g_02410	Praw.g_01220
OG0000294	Prah.g_02409	Praw.g_01219
OG0000295	Prah.g_02403	Praw.g_01218
OG0000296	Prah.g_02402	Praw.g_01217
OG0000297	Prah.g_02400	Praw.g_01216
OG0000298	Prah.g_02399	Praw.g_01215
OG0000299	Prah.g_02398	Praw.g_01214
OG0000300	Prah.g_02397	Praw.g_01213
OG0000301	Prah.g_02396	Praw.g_01212
OG0000302	Prah.g_02395	Praw.g_01211
OG0000303	Prah.g_02394	Praw.g_01210
OG0000304	Prah.g_02392	Praw.g_01209
OG0000305	Prah.g_02391	Praw.g_01208
OG0000306	Prah.g_02390	Praw.g_01207
OG0000307	Prah.g_01786	Praw.g_01206
OG0000308	Prah.g_01411	Praw.g_01205
OG0000309	Prah.g_01412	Praw.g_01204
OG0000310	Prah.g_01413	Praw.g_01203
OG0000311	Prah.g_01782	Praw.g_01202
OG0000312	Prah.g_01781	Praw.g_01200
OG0000313	Prah.g_01779	Praw.g_01199
OG0000314	Prah.g_01773	Praw.g_01196
OG0000315	Prah.g_01772	Praw.g_01195
OG0000316	Prah.g_02074	Praw.g_00891
OG0000317	Prah.g_02078	Praw.g_00889
OG0000318	Prah.g_02079	Praw.g_00888
OG0000319	Prah.g_02080	Praw.g_00887
OG0000320	Prah.g_02082	Praw.g_00886
OG0000321	Prah.g_02087	Praw.g_00883
OG0000322	Prah.g_02098	Praw.g_00880
OG0000323	Prah.g_02099	Praw.g_00879
OG0000324	Prah.g_02101	Praw.g_00876
OG0000325	Prah.g_02103	Praw.g_00875
OG0000326	Prah.g_02105	Praw.g_00874
OG0000327	Prah.g_02111	Praw.g_00872
OG0000328	Prah.g_01785	Praw.g_00871
OG0000329	Prah.g_02114	Praw.g_00870
OG0000330	Prah.g_02115	Praw.g_00869
OG0000331	Prah.g_02117	Praw.g_00868
OG0000332	Prah.g_02118	Praw.g_00867
OG0000333	Prah.g_02119	Praw.g_00866
OG0000334	Prah.g_02120	Praw.g_00865
OG0000335	Prah.g_02121	Praw.g_00864
OG0000336	Prah.g_02123	Praw.g_00863
OG0000337	Prah.g_02128	Praw.g_00859
OG0000338	Prah.g_02129	Praw.g_00858
OG0000339	Prah.g_02130	Praw.g_00857
OG0000340	Prah.g_02132	Praw.g_00856
OG0000341	Prah.g_02137	Praw.g_00852
OG0000342	Prah.g_02138	Praw.g_00851
OG0000343	Prah.g_02140	Praw.g_00849
OG0000344	Prah.g_02142	Praw.g_00848
OG0000345	Prah.g_02143	Praw.g_00847
OG0000346	Prah.g_02144	Praw.g_00846
OG0000347	Prah.g_02145	Praw.g_00845
OG0000348	Prah.g_02146	Praw.g_00844
OG0000349	Prah.g_02147	Praw.g_00843
OG0000350	Prah.g_02148	Praw.g_00842
OG0000351	Prah.g_02152	Praw.g_00839
OG0000352	Prah.g_02156	Praw.g_00836
OG0000353	Prah.g_02157	Praw.g_00835
OG0000354	Prah.g_02158	Praw.g_00834
OG0000355	Prah.g_02159	Praw.g_00833
OG0000356	Prah.g_02166	Praw.g_00832
OG0000357	Prah.g_02167	Praw.g_00831
OG0000358	Prah.g_02168	Praw.g_00830
OG0000359	Prah.g_02170	Praw.g_00829
OG0000360	Prah.g_02172	Praw.g_00826
OG0000361	Prah.g_02173	Praw.g_00825
OG0000362	Prah.g_02174	Praw.g_00824
OG0000363	Prah.g_02175	Praw.g_00823
OG0000364	Prah.g_02176	Praw.g_00822
OG0000365	Prah.g_02177	Praw.g_00821
OG0000366	Prah.g_02178	Praw.g_00820
OG0000367	Prah.g_02179	Praw.g_00819
OG0000368	Prah.g_02180	Praw.g_00818
OG0000369	Prah.g_02181	Praw.g_00817
OG0000370	Prah.g_02182	Praw.g_00816
OG0000371	Prah.g_02183	Praw.g_00815
OG0000372	Prah.g_02186	Praw.g_00813
OG0000373	Prah.g_02197	Praw.g_00811
OG0000374	Prah.g_02199	Praw.g_00810
OG0000375	Prah.g_02207	Praw.g_00809
OG0000376	Prah.g_01956	Praw.g_00807
OG0000377	Prah.g_01949	Praw.g_00806
OG0000378	Prah.g_01948	Praw.g_00805
OG0000379	Prah.g_01940	Praw.g_00796
OG0000380	Prah.g_01938	Praw.g_00795
OG0000381	Prah.g_01937	Praw.g_00794
OG0000382	Prah.g_01935	Praw.g_00792
OG0000383	Prah.g_01930	Praw.g_00790
OG0000384	Prah.g_01929	Praw.g_00789
OG0000385	Prah.g_01922	Praw.g_00787
OG0000386	Prah.g_01921	Praw.g_00786
OG0000387	Prah.g_01920	Praw.g_00785
OG0000388	Prah.g_01919	Praw.g_00784
OG0000389	Prah.g_01918	Praw.g_00783
OG0000390	Prah.g_01917	Praw.g_00782
OG0000391	Prah.g_01916	Praw.g_00781
OG0000392	Prah.g_01915	Praw.g_00780
OG0000393	Prah.g_00204	Praw.g_00777
OG0000394	Prah.g_00205	Praw.g_00776
OG0000395	Prah.g_00209	Praw.g_00774
OG0000396	Prah.g_00579	Praw.g_00773
OG0000397	Prah.g_01837	Praw.g_00761
OG0000398	Prah.g_01661	Praw.g_00754
OG0000399	Prah.g_01181	Praw.g_00753
OG0000400	Prah.g_02072	Praw.g_00748
OG0000401	Prah.g_00218	Praw.g_00716
OG0000402	Prah.g_00219	Praw.g_00715
OG0000403	Prah.g_00221	Praw.g_00714
OG0000404	Prah.g_00229	Praw.g_00712
OG0000405	Prah.g_00230	Praw.g_00711
OG0000406	Prah.g_00232	Praw.g_00709
OG0000407	Prah.g_00233	Praw.g_00708
OG0000408	Prah.g_00234	Praw.g_00707
OG0000409	Prah.g_00235	Praw.g_00706
OG0000410	Prah.g_00237	Praw.g_00705
OG0000411	Prah.g_00238	Praw.g_00704
OG0000412	Prah.g_00239	Praw.g_00703
OG0000413	Prah.g_00240	Praw.g_00702
OG0000414	Prah.g_00241	Praw.g_00701
OG0000415	Prah.g_00242	Praw.g_00700
OG0000416	Prah.g_00247	Praw.g_00699
OG0000417	Prah.g_00251	Praw.g_00698
OG0000418	Prah.g_00252	Praw.g_00697
OG0000419	Prah.g_00253	Praw.g_00696
OG0000420	Prah.g_00254	Praw.g_00695
OG0000421	Prah.g_00255	Praw.g_00694
OG0000422	Prah.g_00257	Praw.g_00692
OG0000423	Prah.g_00258	Praw.g_00691
OG0000424	Prah.g_00261	Praw.g_00689
OG0000425	Prah.g_00290	Praw.g_00686
OG0000426	Prah.g_00291	Praw.g_00685
OG0000427	Prah.g_00294	Praw.g_00684
OG0000428	Prah.g_00304	Praw.g_00683
OG0000429	Prah.g_00306	Praw.g_00682
OG0000430	Prah.g_00308	Praw.g_00676
OG0000431	Prah.g_00310	Praw.g_00674
OG0000432	Prah.g_00311	Praw.g_00673
OG0000433	Prah.g_01575	Praw.g_00670
OG0000434	Prah.g_01572	Praw.g_00669
OG0000435	Prah.g_01567	Praw.g_00668
OG0000436	Prah.g_01565	Praw.g_00666
OG0000437	Prah.g_01563	Praw.g_00665
OG0000438	Prah.g_01562	Praw.g_00664
OG0000439	Prah.g_01561	Praw.g_00663
OG0000440	Prah.g_01558	Praw.g_00661
OG0000441	Prah.g_01556	Praw.g_00660
OG0000442	Prah.g_01555	Praw.g_00659
OG0000443	Prah.g_01554	Praw.g_00658
OG0000444	Prah.g_01553	Praw.g_00657
OG0000445	Prah.g_01552	Praw.g_00656
OG0000446	Prah.g_01551	Praw.g_00655
OG0000447	Prah.g_01550	Praw.g_00654
OG0000448	Prah.g_01549	Praw.g_00653
OG0000449	Prah.g_01541	Praw.g_00648
OG0000450	Prah.g_01540	Praw.g_00647
OG0000451	Prah.g_01539	Praw.g_00646
OG0000452	Prah.g_01538	Praw.g_00645
OG0000453	Prah.g_01535	Praw.g_00643
OG0000454	Prah.g_01534	Praw.g_00642
OG0000455	Prah.g_01533	Praw.g_00641
OG0000456	Prah.g_01532	Praw.g_00640
OG0000457	Prah.g_01530	Praw.g_00638
OG0000458	Prah.g_01529	Praw.g_00636
OG0000459	Prah.g_01528	Praw.g_00635
OG0000460	Prah.g_01526	Praw.g_00633
OG0000461	Prah.g_01525	Praw.g_00632
OG0000462	Prah.g_01524	Praw.g_00631
OG0000463	Prah.g_01519	Praw.g_00630
OG0000464	Prah.g_01514	Praw.g_00625
OG0000465	Prah.g_01513	Praw.g_00623
OG0000466	Prah.g_01512	Praw.g_00622
OG0000467	Prah.g_01510	Praw.g_00621
OG0000468	Prah.g_01509	Praw.g_00620
OG0000469	Prah.g_01505	Praw.g_00619
OG0000470	Prah.g_01094	Praw.g_00618
OG0000471	Prah.g_01035	Praw.g_00617
OG0000472	Prah.g_01500	Praw.g_00614
OG0000473	Prah.g_01498	Praw.g_00613
OG0000474	Prah.g_01496	Praw.g_00612
OG0000475	Prah.g_01495	Praw.g_00611
OG0000476	Prah.g_01489	Praw.g_00610
OG0000477	Prah.g_01484	Praw.g_00608
OG0000478	Prah.g_01482	Praw.g_00607
OG0000479	Prah.g_01480	Praw.g_00606
OG0000480	Prah.g_01474	Praw.g_00604
OG0000481	Prah.g_01473	Praw.g_00603
OG0000482	Prah.g_01472	Praw.g_00602
OG0000483	Prah.g_01470	Praw.g_00601
OG0000484	Prah.g_01469	Praw.g_00600
OG0000485	Prah.g_01468	Praw.g_00599
OG0000486	Prah.g_01467	Praw.g_00598
OG0000487	Prah.g_01466	Praw.g_00597
OG0000488	Prah.g_01464	Praw.g_00595
OG0000489	Prah.g_01463	Praw.g_00594
OG0000490	Prah.g_01462	Praw.g_00593
OG0000491	Prah.g_01461	Praw.g_00592
OG0000492	Prah.g_01460	Praw.g_00591
OG0000493	Prah.g_01459	Praw.g_00590
OG0000494	Prah.g_01458	Praw.g_00588
OG0000495	Prah.g_01457	Praw.g_00587
OG0000496	Prah.g_01454	Praw.g_00586
OG0000497	Prah.g_01452	Praw.g_00585
OG0000498	Prah.g_01451	Praw.g_00584
OG0000499	Prah.g_01449	Praw.g_00582
OG0000500	Prah.g_01448	Praw.g_00581
OG0000501	Prah.g_01445	Praw.g_00579
OG0000502	Prah.g_01444	Praw.g_00578
OG0000503	Prah.g_01443	Praw.g_00577
OG0000504	Prah.g_01441	Praw.g_00576
OG0000505	Prah.g_01440	Praw.g_00575
OG0000506	Prah.g_01439	Praw.g_01922
OG0000507	Prah.g_01438	Praw.g_01923
OG0000508	Prah.g_01434	Praw.g_01925
OG0000509	Prah.g_01433	Praw.g_01926
OG0000510	Prah.g_01432	Praw.g_01927
OG0000511	Prah.g_01431	Praw.g_01928
OG0000512	Prah.g_01430	Praw.g_01929
OG0000513	Prah.g_01429	Praw.g_01930
OG0000514	Prah.g_01428	Praw.g_01931
OG0000515	Prah.g_01425	Praw.g_01933
OG0000516	Prah.g_01424	Praw.g_01934
OG0000517	Prah.g_01423	Praw.g_01935
OG0000518	Prah.g_01417	Praw.g_01937
OG0000519	Prah.g_01416	Praw.g_01938
OG0000520	Prah.g_01415	Praw.g_01939
OG0000521	Prah.g_01414	Praw.g_01940
OG0000522	Prah.g_01408	Praw.g_01941
OG0000523	Prah.g_01407	Praw.g_01942
OG0000524	Prah.g_01406	Praw.g_01943
OG0000525	Prah.g_01404	Praw.g_01945
OG0000526	Prah.g_01403	Praw.g_01946
OG0000527	Prah.g_01402	Praw.g_01947
OG0000528	Prah.g_01401	Praw.g_01948
OG0000529	Prah.g_01400	Praw.g_01949
OG0000530	Prah.g_01399	Praw.g_00140
OG0000531	Prah.g_01396	Praw.g_00141
OG0000532	Prah.g_01394	Praw.g_00142
OG0000533	Prah.g_01393	Praw.g_00143
OG0000534	Prah.g_01392	Praw.g_00144
OG0000535	Prah.g_01391	Praw.g_00145
OG0000536	Prah.g_01390	Praw.g_00146
OG0000537	Prah.g_01389	Praw.g_00147
OG0000538	Prah.g_01388	Praw.g_00148
OG0000539	Prah.g_01387	Praw.g_00149
OG0000540	Prah.g_01385	Praw.g_00150
OG0000541	Prah.g_00532	Praw.g_00151
OG0000542	Prah.g_00531	Praw.g_00152
OG0000543	Prah.g_00530	Praw.g_00153
OG0000544	Prah.g_00529	Praw.g_00154
OG0000545	Prah.g_00526	Praw.g_00157
OG0000546	Prah.g_00525	Praw.g_00158
OG0000547	Prah.g_00523	Praw.g_00160
OG0000548	Prah.g_00518	Praw.g_00161
OG0000549	Prah.g_00517	Praw.g_00162
OG0000550	Prah.g_00516	Praw.g_00163
OG0000551	Prah.g_00513	Praw.g_00164
OG0000552	Prah.g_00510	Praw.g_00165
OG0000553	Prah.g_00509	Praw.g_00166
OG0000554	Prah.g_00506	Praw.g_00167
OG0000555	Prah.g_00505	Praw.g_00168
OG0000556	Prah.g_00504	Praw.g_00169
OG0000557	Prah.g_00503	Praw.g_01888
OG0000558	Prah.g_00501	Praw.g_01887
OG0000559	Prah.g_00500	Praw.g_01886
OG0000560	Prah.g_00498	Praw.g_01884
OG0000561	Prah.g_00497	Praw.g_01883
OG0000562	Prah.g_00495	Praw.g_01882
OG0000563	Prah.g_00494	Praw.g_01881
OG0000564	Prah.g_00493	Praw.g_01880
OG0000565	Prah.g_00486	Praw.g_01879
OG0000566	Prah.g_00485	Praw.g_01878
OG0000567	Prah.g_00484	Praw.g_01877
OG0000568	Prah.g_00483	Praw.g_01876
OG0000569	Prah.g_00482	Praw.g_01875
OG0000570	Prah.g_00478	Praw.g_01874
OG0000571	Prah.g_00477	Praw.g_01873
OG0000572	Prah.g_00476	Praw.g_01872
OG0000573	Prah.g_00472	Praw.g_01869
OG0000574	Prah.g_00466	Praw.g_01868
OG0000575	Prah.g_00465	Praw.g_01867
OG0000576	Prah.g_00464	Praw.g_01866
OG0000577	Prah.g_00463	Praw.g_01865
OG0000578	Prah.g_00462	Praw.g_01864
OG0000579	Prah.g_00460	Praw.g_01863
OG0000580	Prah.g_00457	Praw.g_01862
OG0000581	Prah.g_00456	Praw.g_01861
OG0000582	Prah.g_00455	Praw.g_01860
OG0000583	Prah.g_00454	Praw.g_01859
OG0000584	Prah.g_00452	Praw.g_01858
OG0000585	Prah.g_00451	Praw.g_01857
OG0000586	Prah.g_00449	Praw.g_01855
OG0000587	Prah.g_00448	Praw.g_01854
OG0000588	Prah.g_00444	Praw.g_01852
OG0000589	Prah.g_00442	Praw.g_01851
OG0000590	Prah.g_02193	Praw.g_01849
OG0000591	Prah.g_01789	Praw.g_01843
OG0000592	Prah.g_01029	Praw.g_01842
