Orthogroup	Prah	Prbl
OG0000164	Prah.g_00041	Prbl.g_01980
OG0000165	Prah.g_00046	Prbl.g_01985
OG0000166	Prah.g_00047	Prbl.g_01986
OG0000167	Prah.g_00048	Prbl.g_01987
OG0000168	Prah.g_00049	Prbl.g_01988
OG0000169	Prah.g_00051	Prbl.g_01990
OG0000170	Prah.g_02488	Prbl.g_02241
OG0000171	Prah.g_02486	Prbl.g_02243
OG0000172	Prah.g_02485	Prbl.g_02244
OG0000173	Prah.g_02478	Prbl.g_02251
OG0000174	Prah.g_02471	Prbl.g_02258
OG0000175	Prah.g_02466	Prbl.g_02266
OG0000176	Prah.g_02457	Prbl.g_02274
OG0000177	Prah.g_02454	Prbl.g_02275
OG0000178	Prah.g_02453	Prbl.g_02276
OG0000179	Prah.g_01830	Prbl.g_00614
OG0000180	Prah.g_01833	Prbl.g_00613
OG0000181	Prah.g_01834	Prbl.g_00612
OG0000182	Prah.g_01838	Prbl.g_00608
OG0000183	Prah.g_01839	Prbl.g_00607
OG0000184	Prah.g_01843	Prbl.g_00603
OG0000185	Prah.g_01849	Prbl.g_00597
OG0000186	Prah.g_01850	Prbl.g_00596
OG0000187	Prah.g_01211	Prbl.g_01075
OG0000188	Prah.g_01851	Prbl.g_00595
OG0000189	Prah.g_01859	Prbl.g_00592
OG0000190	Prah.g_01860	Prbl.g_00591
OG0000191	Prah.g_01861	Prbl.g_00590
OG0000192	Prah.g_01862	Prbl.g_00589
OG0000193	Prah.g_01863	Prbl.g_00588
OG0000194	Prah.g_01864	Prbl.g_00587
OG0000195	Prah.g_01866	Prbl.g_00583
OG0000196	Prah.g_01867	Prbl.g_00582
OG0000197	Prah.g_01873	Prbl.g_00576
OG0000198	Prah.g_01877	Prbl.g_00572
OG0000199	Prah.g_01882	Prbl.g_00567
OG0000200	Prah.g_01883	Prbl.g_00566
OG0000201	Prah.g_01884	Prbl.g_00565
OG0000202	Prah.g_01886	Prbl.g_00563
OG0000203	Prah.g_01887	Prbl.g_00562
OG0000204	Prah.g_01888	Prbl.g_00561
OG0000205	Prah.g_01890	Prbl.g_00559
OG0000206	Prah.g_01891	Prbl.g_00558
OG0000207	Prah.g_01892	Prbl.g_00557
OG0000208	Prah.g_01893	Prbl.g_00556
OG0000209	Prah.g_01894	Prbl.g_00555
OG0000210	Prah.g_01896	Prbl.g_00553
OG0000211	Prah.g_01897	Prbl.g_00552
OG0000212	Prah.g_01898	Prbl.g_00551
OG0000213	Prah.g_01901	Prbl.g_00548
OG0000214	Prah.g_01908	Prbl.g_00542
OG0000215	Prah.g_00195	Prbl.g_01332
OG0000216	Prah.g_00193	Prbl.g_01330
OG0000217	Prah.g_00191	Prbl.g_01328
OG0000218	Prah.g_00189	Prbl.g_01326
OG0000219	Prah.g_00188	Prbl.g_01325
OG0000220	Prah.g_00183	Prbl.g_01320
OG0000221	Prah.g_00175	Prbl.g_01315
OG0000222	Prah.g_00174	Prbl.g_01314
OG0000223	Prah.g_00173	Prbl.g_01313
OG0000224	Prah.g_02252	Prbl.g_00827
OG0000225	Prah.g_02254	Prbl.g_00825
OG0000226	Prah.g_02257	Prbl.g_00822
OG0000227	Prah.g_02259	Prbl.g_00820
OG0000228	Prah.g_02260	Prbl.g_00819
OG0000229	Prah.g_02261	Prbl.g_00818
OG0000230	Prah.g_02262	Prbl.g_00817
OG0000231	Prah.g_02264	Prbl.g_00815
OG0000232	Prah.g_02265	Prbl.g_00814
OG0000233	Prah.g_02269	Prbl.g_00809
OG0000234	Prah.g_02280	Prbl.g_00305
OG0000235	Prah.g_02282	Prbl.g_00303
OG0000236	Prah.g_02283	Prbl.g_00302
OG0000237	Prah.g_02284	Prbl.g_00301
OG0000238	Prah.g_02285	Prbl.g_00300
OG0000239	Prah.g_02286	Prbl.g_00299
OG0000240	Prah.g_02288	Prbl.g_00297
OG0000241	Prah.g_02289	Prbl.g_00296
OG0000242	Prah.g_02290	Prbl.g_00295
OG0000243	Prah.g_02291	Prbl.g_00294
OG0000244	Prah.g_02292	Prbl.g_00293
OG0000245	Prah.g_02294	Prbl.g_00291
OG0000246	Prah.g_02296	Prbl.g_00289
OG0000247	Prah.g_02297	Prbl.g_00288
OG0000248	Prah.g_02298	Prbl.g_00287
OG0000249	Prah.g_02299	Prbl.g_00286
OG0000250	Prah.g_02300	Prbl.g_00285
OG0000251	Prah.g_02301	Prbl.g_00284
OG0000252	Prah.g_02302	Prbl.g_00283
OG0000253	Prah.g_02303	Prbl.g_00282
OG0000254	Prah.g_02305	Prbl.g_00280
OG0000255	Prah.g_02306	Prbl.g_00279
OG0000256	Prah.g_02309	Prbl.g_00276
OG0000257	Prah.g_02310	Prbl.g_00275
OG0000258	Prah.g_02311	Prbl.g_00274
OG0000259	Prah.g_02312	Prbl.g_00273
OG0000260	Prah.g_02313	Prbl.g_00272
OG0000261	Prah.g_02314	Prbl.g_00271
OG0000262	Prah.g_02315	Prbl.g_00270
OG0000263	Prah.g_02316	Prbl.g_00269
OG0000264	Prah.g_00709	Prbl.g_02377
OG0000265	Prah.g_02321	Prbl.g_00066
OG0000266	Prah.g_02323	Prbl.g_00068
OG0000267	Prah.g_02334	Prbl.g_00072
OG0000268	Prah.g_02336	Prbl.g_00074
OG0000269	Prah.g_02339	Prbl.g_00077
OG0000270	Prah.g_02341	Prbl.g_00079
OG0000271	Prah.g_02344	Prbl.g_00082
OG0000272	Prah.g_02345	Prbl.g_00083
OG0000273	Prah.g_02350	Prbl.g_00086
OG0000274	Prah.g_02352	Prbl.g_00088
OG0000275	Prah.g_02353	Prbl.g_00089
OG0000276	Prah.g_02354	Prbl.g_00090
OG0000277	Prah.g_02355	Prbl.g_00091
OG0000278	Prah.g_02356	Prbl.g_00092
OG0000279	Prah.g_02357	Prbl.g_00093
OG0000280	Prah.g_02358	Prbl.g_00094
OG0000281	Prah.g_02360	Prbl.g_00096
OG0000282	Prah.g_02361	Prbl.g_00097
OG0000283	Prah.g_02364	Prbl.g_00104
OG0000284	Prah.g_02365	Prbl.g_00105
OG0000285	Prah.g_02370	Prbl.g_01283
OG0000286	Prah.g_02372	Prbl.g_01281
OG0000287	Prah.g_02420	Prbl.g_00130
OG0000288	Prah.g_02419	Prbl.g_00129
OG0000289	Prah.g_02418	Prbl.g_00127
OG0000290	Prah.g_02417	Prbl.g_00126
OG0000291	Prah.g_02415	Prbl.g_00124
OG0000292	Prah.g_02411	Prbl.g_01244
OG0000293	Prah.g_02410	Prbl.g_01245
OG0000294	Prah.g_02409	Prbl.g_01246
OG0000295	Prah.g_02403	Prbl.g_01252
OG0000296	Prah.g_02402	Prbl.g_01253
OG0000297	Prah.g_02400	Prbl.g_01256
OG0000298	Prah.g_02399	Prbl.g_01257
OG0000299	Prah.g_02398	Prbl.g_01258
OG0000300	Prah.g_02397	Prbl.g_01259
OG0000301	Prah.g_02396	Prbl.g_01260
OG0000302	Prah.g_02395	Prbl.g_01261
OG0000303	Prah.g_02394	Prbl.g_01262
OG0000304	Prah.g_02392	Prbl.g_01264
OG0000305	Prah.g_02391	Prbl.g_01265
OG0000306	Prah.g_02390	Prbl.g_01266
OG0000307	Prah.g_01786	Prbl.g_01918
OG0000308	Prah.g_01411	Prbl.g_01769
OG0000309	Prah.g_01412	Prbl.g_01770
OG0000310	Prah.g_01413	Prbl.g_01771
OG0000311	Prah.g_01782	Prbl.g_01922
OG0000312	Prah.g_01781	Prbl.g_01923
OG0000313	Prah.g_01779	Prbl.g_00199
OG0000314	Prah.g_01773	Prbl.g_00193
OG0000315	Prah.g_01772	Prbl.g_00192
OG0000316	Prah.g_02074	Prbl.g_02679
OG0000317	Prah.g_02078	Prbl.g_02666
OG0000318	Prah.g_02079	Prbl.g_01516
OG0000319	Prah.g_02080	Prbl.g_01515
OG0000320	Prah.g_02082	Prbl.g_01513
OG0000321	Prah.g_02087	Prbl.g_01508
OG0000322	Prah.g_02098	Prbl.g_01499
OG0000323	Prah.g_02099	Prbl.g_01498
OG0000324	Prah.g_02101	Prbl.g_01496
OG0000325	Prah.g_02103	Prbl.g_01494
OG0000326	Prah.g_02105	Prbl.g_01492
OG0000327	Prah.g_02111	Prbl.g_01486
OG0000328	Prah.g_01785	Prbl.g_01919
OG0000329	Prah.g_02114	Prbl.g_01473
OG0000330	Prah.g_02115	Prbl.g_01472
OG0000331	Prah.g_02117	Prbl.g_01470
OG0000332	Prah.g_02118	Prbl.g_01469
OG0000333	Prah.g_02119	Prbl.g_01468
OG0000334	Prah.g_02120	Prbl.g_01467
OG0000335	Prah.g_02121	Prbl.g_01466
OG0000336	Prah.g_02123	Prbl.g_01464
OG0000337	Prah.g_02128	Prbl.g_01459
OG0000338	Prah.g_02129	Prbl.g_01458
OG0000339	Prah.g_02130	Prbl.g_01457
OG0000340	Prah.g_02132	Prbl.g_01455
OG0000341	Prah.g_02137	Prbl.g_01450
OG0000342	Prah.g_02138	Prbl.g_01449
OG0000343	Prah.g_02140	Prbl.g_01447
OG0000344	Prah.g_02142	Prbl.g_01445
OG0000345	Prah.g_02143	Prbl.g_01444
OG0000346	Prah.g_02144	Prbl.g_01443
OG0000347	Prah.g_02145	Prbl.g_01442
OG0000348	Prah.g_02146	Prbl.g_01441
OG0000349	Prah.g_02147	Prbl.g_01440
OG0000350	Prah.g_02148	Prbl.g_01439
OG0000351	Prah.g_02152	Prbl.g_01435
OG0000352	Prah.g_02156	Prbl.g_01431
OG0000353	Prah.g_02157	Prbl.g_01428
OG0000354	Prah.g_02158	Prbl.g_01427
OG0000355	Prah.g_02159	Prbl.g_01426
OG0000356	Prah.g_02166	Prbl.g_01421
OG0000357	Prah.g_02167	Prbl.g_01420
OG0000358	Prah.g_02168	Prbl.g_01419
OG0000359	Prah.g_02170	Prbl.g_01417
OG0000360	Prah.g_02172	Prbl.g_01414
OG0000361	Prah.g_02173	Prbl.g_01413
OG0000362	Prah.g_02174	Prbl.g_00911
OG0000363	Prah.g_02175	Prbl.g_00909
OG0000364	Prah.g_02176	Prbl.g_00908
OG0000365	Prah.g_02177	Prbl.g_00907
OG0000366	Prah.g_02178	Prbl.g_00906
OG0000367	Prah.g_02179	Prbl.g_00905
OG0000368	Prah.g_02180	Prbl.g_00904
OG0000369	Prah.g_02181	Prbl.g_00903
OG0000370	Prah.g_02182	Prbl.g_00902
OG0000371	Prah.g_02183	Prbl.g_00901
OG0000372	Prah.g_02186	Prbl.g_00898
OG0000373	Prah.g_02197	Prbl.g_00888
OG0000374	Prah.g_02199	Prbl.g_00886
OG0000375	Prah.g_02207	Prbl.g_00877
OG0000376	Prah.g_01956	Prbl.g_01183
OG0000377	Prah.g_01949	Prbl.g_01190
OG0000378	Prah.g_01948	Prbl.g_01191
OG0000379	Prah.g_01940	Prbl.g_01201
OG0000380	Prah.g_01938	Prbl.g_01203
OG0000381	Prah.g_01937	Prbl.g_01204
OG0000382	Prah.g_01935	Prbl.g_01206
OG0000383	Prah.g_01930	Prbl.g_01210
OG0000384	Prah.g_01929	Prbl.g_01211
OG0000385	Prah.g_01922	Prbl.g_01217
OG0000386	Prah.g_01921	Prbl.g_01218
OG0000387	Prah.g_01920	Prbl.g_01219
OG0000388	Prah.g_01919	Prbl.g_01220
OG0000389	Prah.g_01918	Prbl.g_01221
OG0000390	Prah.g_01917	Prbl.g_01222
OG0000391	Prah.g_01916	Prbl.g_01223
OG0000392	Prah.g_01915	Prbl.g_01224
OG0000393	Prah.g_00204	Prbl.g_02673
OG0000394	Prah.g_00205	Prbl.g_02674
OG0000395	Prah.g_00209	Prbl.g_02678
OG0000396	Prah.g_00579	Prbl.g_01564
OG0000397	Prah.g_01837	Prbl.g_00609
OG0000398	Prah.g_01661	Prbl.g_00410
OG0000399	Prah.g_01181	Prbl.g_01693
OG0000400	Prah.g_02072	Prbl.g_02681
OG0000401	Prah.g_00218	Prbl.g_00676
OG0000402	Prah.g_00219	Prbl.g_00675
OG0000403	Prah.g_00221	Prbl.g_00663
OG0000404	Prah.g_00229	Prbl.g_00653
OG0000405	Prah.g_00230	Prbl.g_00652
OG0000406	Prah.g_00232	Prbl.g_00650
OG0000407	Prah.g_00233	Prbl.g_00649
OG0000408	Prah.g_00234	Prbl.g_00648
OG0000409	Prah.g_00235	Prbl.g_00647
OG0000410	Prah.g_00237	Prbl.g_00645
OG0000411	Prah.g_00238	Prbl.g_00644
OG0000412	Prah.g_00239	Prbl.g_00643
OG0000413	Prah.g_00240	Prbl.g_00642
OG0000414	Prah.g_00241	Prbl.g_00641
OG0000415	Prah.g_00242	Prbl.g_00640
OG0000416	Prah.g_00247	Prbl.g_00639
OG0000417	Prah.g_00251	Prbl.g_00635
OG0000418	Prah.g_00252	Prbl.g_00634
OG0000419	Prah.g_00253	Prbl.g_00633
OG0000420	Prah.g_00254	Prbl.g_00632
OG0000421	Prah.g_00255	Prbl.g_00625
OG0000422	Prah.g_00257	Prbl.g_00623
OG0000423	Prah.g_00258	Prbl.g_00622
OG0000424	Prah.g_00261	Prbl.g_00619
OG0000425	Prah.g_00290	Prbl.g_01364
OG0000426	Prah.g_00291	Prbl.g_01363
OG0000427	Prah.g_00294	Prbl.g_01360
OG0000428	Prah.g_00304	Prbl.g_01348
OG0000429	Prah.g_00306	Prbl.g_01346
OG0000430	Prah.g_00308	Prbl.g_01344
OG0000431	Prah.g_00310	Prbl.g_01342
OG0000432	Prah.g_00311	Prbl.g_01341
OG0000433	Prah.g_01575	Prbl.g_00503
OG0000434	Prah.g_01572	Prbl.g_00506
OG0000435	Prah.g_01567	Prbl.g_00510
OG0000436	Prah.g_01565	Prbl.g_00512
OG0000437	Prah.g_01563	Prbl.g_00514
OG0000438	Prah.g_01562	Prbl.g_00515
OG0000439	Prah.g_01561	Prbl.g_00516
OG0000440	Prah.g_01558	Prbl.g_00519
OG0000441	Prah.g_01556	Prbl.g_00521
OG0000442	Prah.g_01555	Prbl.g_00522
OG0000443	Prah.g_01554	Prbl.g_00523
OG0000444	Prah.g_01553	Prbl.g_00524
OG0000445	Prah.g_01552	Prbl.g_00525
OG0000446	Prah.g_01551	Prbl.g_00526
OG0000447	Prah.g_01550	Prbl.g_00527
OG0000448	Prah.g_01549	Prbl.g_00528
OG0000449	Prah.g_01541	Prbl.g_00536
OG0000450	Prah.g_01540	Prbl.g_00806
OG0000451	Prah.g_01539	Prbl.g_00805
OG0000452	Prah.g_01538	Prbl.g_00804
OG0000453	Prah.g_01535	Prbl.g_00801
OG0000454	Prah.g_01534	Prbl.g_00800
OG0000455	Prah.g_01533	Prbl.g_00799
OG0000456	Prah.g_01532	Prbl.g_00798
OG0000457	Prah.g_01530	Prbl.g_00797
OG0000458	Prah.g_01529	Prbl.g_00795
OG0000459	Prah.g_01528	Prbl.g_00794
OG0000460	Prah.g_01526	Prbl.g_00792
OG0000461	Prah.g_01525	Prbl.g_00791
OG0000462	Prah.g_01524	Prbl.g_00790
OG0000463	Prah.g_01519	Prbl.g_00785
OG0000464	Prah.g_01514	Prbl.g_00780
OG0000465	Prah.g_01513	Prbl.g_00779
OG0000466	Prah.g_01512	Prbl.g_00778
OG0000467	Prah.g_01510	Prbl.g_00776
OG0000468	Prah.g_01509	Prbl.g_00775
OG0000469	Prah.g_01505	Prbl.g_00770
OG0000470	Prah.g_01094	Prbl.g_01526
OG0000471	Prah.g_01035	Prbl.g_00032
OG0000472	Prah.g_01500	Prbl.g_00765
OG0000473	Prah.g_01498	Prbl.g_00763
OG0000474	Prah.g_01496	Prbl.g_00761
OG0000475	Prah.g_01495	Prbl.g_00760
OG0000476	Prah.g_01489	Prbl.g_00754
OG0000477	Prah.g_01484	Prbl.g_00751
OG0000478	Prah.g_01482	Prbl.g_00749
OG0000479	Prah.g_01480	Prbl.g_00747
OG0000480	Prah.g_01474	Prbl.g_02645
OG0000481	Prah.g_01473	Prbl.g_01878
OG0000482	Prah.g_01472	Prbl.g_01879
OG0000483	Prah.g_01470	Prbl.g_01881
OG0000484	Prah.g_01469	Prbl.g_01882
OG0000485	Prah.g_01468	Prbl.g_01883
OG0000486	Prah.g_01467	Prbl.g_01884
OG0000487	Prah.g_01466	Prbl.g_01885
OG0000488	Prah.g_01464	Prbl.g_01887
OG0000489	Prah.g_01463	Prbl.g_01888
OG0000490	Prah.g_01462	Prbl.g_01889
OG0000491	Prah.g_01461	Prbl.g_01890
OG0000492	Prah.g_01460	Prbl.g_01891
OG0000493	Prah.g_01459	Prbl.g_01892
OG0000494	Prah.g_01458	Prbl.g_01894
OG0000495	Prah.g_01457	Prbl.g_01895
OG0000496	Prah.g_01454	Prbl.g_01897
OG0000497	Prah.g_01452	Prbl.g_01899
OG0000498	Prah.g_01451	Prbl.g_01900
OG0000499	Prah.g_01449	Prbl.g_01902
OG0000500	Prah.g_01448	Prbl.g_01903
OG0000501	Prah.g_01445	Prbl.g_01801
OG0000502	Prah.g_01444	Prbl.g_01800
OG0000503	Prah.g_01443	Prbl.g_01799
OG0000504	Prah.g_01441	Prbl.g_01797
OG0000505	Prah.g_01440	Prbl.g_01796
OG0000506	Prah.g_01439	Prbl.g_01795
OG0000507	Prah.g_01438	Prbl.g_01794
OG0000508	Prah.g_01434	Prbl.g_01790
OG0000509	Prah.g_01433	Prbl.g_01789
OG0000510	Prah.g_01432	Prbl.g_01788
OG0000511	Prah.g_01431	Prbl.g_01787
OG0000512	Prah.g_01430	Prbl.g_01786
OG0000513	Prah.g_01429	Prbl.g_01785
OG0000514	Prah.g_01428	Prbl.g_01784
OG0000515	Prah.g_01425	Prbl.g_01781
OG0000516	Prah.g_01424	Prbl.g_01780
OG0000517	Prah.g_01423	Prbl.g_01779
OG0000518	Prah.g_01417	Prbl.g_01775
OG0000519	Prah.g_01416	Prbl.g_01774
OG0000520	Prah.g_01415	Prbl.g_01773
OG0000521	Prah.g_01414	Prbl.g_01772
OG0000522	Prah.g_01408	Prbl.g_01766
OG0000523	Prah.g_01407	Prbl.g_01765
OG0000524	Prah.g_01406	Prbl.g_01764
OG0000525	Prah.g_01404	Prbl.g_01762
OG0000526	Prah.g_01403	Prbl.g_01761
OG0000527	Prah.g_01402	Prbl.g_01760
OG0000528	Prah.g_01401	Prbl.g_01759
OG0000529	Prah.g_01400	Prbl.g_01758
OG0000530	Prah.g_01399	Prbl.g_01757
OG0000531	Prah.g_01396	Prbl.g_01754
OG0000532	Prah.g_01394	Prbl.g_01752
OG0000533	Prah.g_01393	Prbl.g_01751
OG0000534	Prah.g_01392	Prbl.g_01750
OG0000535	Prah.g_01391	Prbl.g_01749
OG0000536	Prah.g_01390	Prbl.g_01748
OG0000537	Prah.g_01389	Prbl.g_01747
OG0000538	Prah.g_01388	Prbl.g_01746
OG0000539	Prah.g_01387	Prbl.g_01744
OG0000540	Prah.g_01385	Prbl.g_01742
OG0000541	Prah.g_00532	Prbl.g_01610
OG0000542	Prah.g_00531	Prbl.g_01611
OG0000543	Prah.g_00530	Prbl.g_01612
OG0000544	Prah.g_00529	Prbl.g_01613
OG0000545	Prah.g_00526	Prbl.g_01616
OG0000546	Prah.g_00525	Prbl.g_01617
OG0000547	Prah.g_00523	Prbl.g_01619
OG0000548	Prah.g_00518	Prbl.g_01624
OG0000549	Prah.g_00517	Prbl.g_01625
OG0000550	Prah.g_00516	Prbl.g_01626
