Orthogroup	Prbd	Praq
OG0000164	Prbd.g_01205	Praq.g_01235
OG0000165	Prbd.g_01202	Praq.g_01239
OG0000166	Prbd.g_01201	Praq.g_01240
OG0000167	Prbd.g_01200	Praq.g_01241
OG0000168	Prbd.g_01198	Praq.g_01255
OG0000169	Prbd.g_01196	Praq.g_01257
OG0000170	Prbd.g_01195	Praq.g_01258
OG0000171	Prbd.g_01194	Praq.g_01259
OG0000172	Prbd.g_01192	Praq.g_01261
OG0000173	Prbd.g_01191	Praq.g_01262
OG0000174	Prbd.g_01190	Praq.g_01263
OG0000175	Prbd.g_01189	Praq.g_01264
OG0000176	Prbd.g_01187	Praq.g_01266
OG0000177	Prbd.g_01186	Praq.g_01267
OG0000178	Prbd.g_01185	Praq.g_01268
OG0000179	Prbd.g_01180	Praq.g_01939
OG0000180	Prbd.g_01179	Praq.g_01938
OG0000181	Prbd.g_01178	Praq.g_01937
OG0000182	Prbd.g_01175	Praq.g_01934
OG0000183	Prbd.g_01174	Praq.g_01933
OG0000184	Prbd.g_01171	Praq.g_01930
OG0000185	Prbd.g_01167	Praq.g_01926
OG0000186	Prbd.g_01166	Praq.g_01925
OG0000187	Prbd.g_01165	Praq.g_01924
OG0000188	Prbd.g_01164	Praq.g_01923
OG0000189	Prbd.g_01163	Praq.g_01922
OG0000190	Prbd.g_01162	Praq.g_01921
OG0000191	Prbd.g_01161	Praq.g_01920
OG0000192	Prbd.g_01160	Praq.g_01919
OG0000193	Prbd.g_01159	Praq.g_01918
OG0000194	Prbd.g_01158	Praq.g_01917
OG0000195	Prbd.g_01156	Praq.g_01915
OG0000196	Prbd.g_01155	Praq.g_01914
OG0000197	Prbd.g_01154	Praq.g_01913
OG0000198	Prbd.g_01153	Praq.g_01912
OG0000199	Prbd.g_01150	Praq.g_01909
OG0000200	Prbd.g_01149	Praq.g_01908
OG0000201	Prbd.g_01148	Praq.g_01907
OG0000202	Prbd.g_01147	Praq.g_01906
OG0000203	Prbd.g_01146	Praq.g_01905
OG0000204	Prbd.g_01145	Praq.g_01904
OG0000205	Prbd.g_01144	Praq.g_01903
OG0000206	Prbd.g_01143	Praq.g_01902
OG0000207	Prbd.g_01142	Praq.g_01901
OG0000208	Prbd.g_01141	Praq.g_01900
OG0000209	Prbd.g_01140	Praq.g_01899
OG0000210	Prbd.g_01138	Praq.g_01897
OG0000211	Prbd.g_01137	Praq.g_01896
OG0000212	Prbd.g_01136	Praq.g_01895
OG0000213	Prbd.g_01135	Praq.g_01894
OG0000214	Prbd.g_01133	Praq.g_01892
OG0000215	Prbd.g_01132	Praq.g_01891
OG0000216	Prbd.g_01130	Praq.g_01889
OG0000217	Prbd.g_01128	Praq.g_01888
OG0000218	Prbd.g_01127	Praq.g_01887
OG0000219	Prbd.g_01126	Praq.g_01886
OG0000220	Prbd.g_01123	Praq.g_01883
OG0000221	Prbd.g_01121	Praq.g_01881
OG0000222	Prbd.g_01120	Praq.g_01880
OG0000223	Prbd.g_01119	Praq.g_01879
OG0000224	Prbd.g_01116	Praq.g_01876
OG0000225	Prbd.g_01114	Praq.g_01874
OG0000226	Prbd.g_01113	Praq.g_01873
OG0000227	Prbd.g_01112	Praq.g_01872
OG0000228	Prbd.g_01111	Praq.g_01871
OG0000229	Prbd.g_01110	Praq.g_01870
OG0000230	Prbd.g_01109	Praq.g_01869
OG0000231	Prbd.g_01107	Praq.g_01867
OG0000232	Prbd.g_01106	Praq.g_01866
OG0000233	Prbd.g_01102	Praq.g_01863
OG0000234	Prbd.g_01100	Praq.g_01861
OG0000235	Prbd.g_01095	Praq.g_01857
OG0000236	Prbd.g_01094	Praq.g_01856
OG0000237	Prbd.g_01093	Praq.g_01855
OG0000238	Prbd.g_01092	Praq.g_01854
OG0000239	Prbd.g_01091	Praq.g_01853
OG0000240	Prbd.g_01089	Praq.g_01851
OG0000241	Prbd.g_01088	Praq.g_01850
OG0000242	Prbd.g_01087	Praq.g_01849
OG0000243	Prbd.g_01086	Praq.g_01848
OG0000244	Prbd.g_01085	Praq.g_01847
OG0000245	Prbd.g_01084	Praq.g_01846
OG0000246	Prbd.g_01082	Praq.g_01844
OG0000247	Prbd.g_01081	Praq.g_01843
OG0000248	Prbd.g_01080	Praq.g_01842
OG0000249	Prbd.g_01079	Praq.g_01841
OG0000250	Prbd.g_01078	Praq.g_01840
OG0000251	Prbd.g_01077	Praq.g_01839
OG0000252	Prbd.g_01076	Praq.g_01838
OG0000253	Prbd.g_01075	Praq.g_01837
OG0000254	Prbd.g_01073	Praq.g_01835
OG0000255	Prbd.g_01072	Praq.g_01834
OG0000256	Prbd.g_01069	Praq.g_01831
OG0000257	Prbd.g_01067	Praq.g_01829
OG0000258	Prbd.g_01066	Praq.g_01828
OG0000259	Prbd.g_01065	Praq.g_01827
OG0000260	Prbd.g_01064	Praq.g_01826
OG0000261	Prbd.g_01063	Praq.g_01825
OG0000262	Prbd.g_01062	Praq.g_01824
OG0000263	Prbd.g_01061	Praq.g_01823
OG0000264	Prbd.g_01059	Praq.g_01821
OG0000265	Prbd.g_01058	Praq.g_01820
OG0000266	Prbd.g_01057	Praq.g_01819
OG0000267	Prbd.g_01055	Praq.g_01817
OG0000268	Prbd.g_01054	Praq.g_01816
OG0000269	Prbd.g_01053	Praq.g_01815
OG0000270	Prbd.g_01052	Praq.g_01814
OG0000271	Prbd.g_01051	Praq.g_01813
OG0000272	Prbd.g_01050	Praq.g_01812
OG0000273	Prbd.g_01049	Praq.g_01811
OG0000274	Prbd.g_01048	Praq.g_01810
OG0000275	Prbd.g_01047	Praq.g_01809
OG0000276	Prbd.g_01046	Praq.g_01808
OG0000277	Prbd.g_01045	Praq.g_01807
OG0000278	Prbd.g_01044	Praq.g_01806
OG0000279	Prbd.g_01043	Praq.g_01805
OG0000280	Prbd.g_01042	Praq.g_01804
OG0000281	Prbd.g_01040	Praq.g_01802
OG0000282	Prbd.g_01039	Praq.g_01801
OG0000283	Prbd.g_01036	Praq.g_01798
OG0000284	Prbd.g_01035	Praq.g_01797
OG0000285	Prbd.g_01034	Praq.g_01796
OG0000286	Prbd.g_01032	Praq.g_01794
OG0000287	Prbd.g_01031	Praq.g_01793
OG0000288	Prbd.g_01030	Praq.g_01792
OG0000289	Prbd.g_01029	Praq.g_01791
OG0000290	Prbd.g_01028	Praq.g_01790
OG0000291	Prbd.g_01027	Praq.g_01789
OG0000292	Prbd.g_01026	Praq.g_01788
OG0000293	Prbd.g_01025	Praq.g_01787
OG0000294	Prbd.g_01024	Praq.g_01786
OG0000295	Prbd.g_01023	Praq.g_01785
OG0000296	Prbd.g_01022	Praq.g_01784
OG0000297	Prbd.g_01021	Praq.g_01783
OG0000298	Prbd.g_01020	Praq.g_01782
OG0000299	Prbd.g_01019	Praq.g_01781
OG0000300	Prbd.g_01018	Praq.g_01780
OG0000301	Prbd.g_01017	Praq.g_01779
OG0000302	Prbd.g_01016	Praq.g_01778
OG0000303	Prbd.g_01015	Praq.g_01777
OG0000304	Prbd.g_01013	Praq.g_01776
OG0000305	Prbd.g_01012	Praq.g_01775
OG0000306	Prbd.g_01011	Praq.g_01774
OG0000307	Prbd.g_01010	Praq.g_01773
OG0000308	Prbd.g_01009	Praq.g_01772
OG0000309	Prbd.g_01008	Praq.g_01771
OG0000310	Prbd.g_01007	Praq.g_01770
OG0000311	Prbd.g_01006	Praq.g_01769
OG0000312	Prbd.g_01004	Praq.g_01767
OG0000313	Prbd.g_01003	Praq.g_01766
OG0000314	Prbd.g_01000	Praq.g_01763
OG0000315	Prbd.g_00999	Praq.g_01762
OG0000316	Prbd.g_00997	Praq.g_01760
OG0000317	Prbd.g_00995	Praq.g_01758
OG0000318	Prbd.g_00994	Praq.g_01757
OG0000319	Prbd.g_00993	Praq.g_01756
OG0000320	Prbd.g_00992	Praq.g_01755
OG0000321	Prbd.g_00989	Praq.g_01752
OG0000322	Prbd.g_00986	Praq.g_01750
OG0000323	Prbd.g_00985	Praq.g_01749
OG0000324	Prbd.g_00982	Praq.g_01746
OG0000325	Prbd.g_00980	Praq.g_01744
OG0000326	Prbd.g_00979	Praq.g_01743
OG0000327	Prbd.g_00977	Praq.g_01741
OG0000328	Prbd.g_00976	Praq.g_01740
OG0000329	Prbd.g_00975	Praq.g_01739
OG0000330	Prbd.g_00974	Praq.g_01738
OG0000331	Prbd.g_00973	Praq.g_01737
OG0000332	Prbd.g_00972	Praq.g_01736
OG0000333	Prbd.g_00971	Praq.g_01735
OG0000334	Prbd.g_00970	Praq.g_01734
OG0000335	Prbd.g_00969	Praq.g_01733
OG0000336	Prbd.g_00968	Praq.g_01732
OG0000337	Prbd.g_00964	Praq.g_01728
OG0000338	Prbd.g_00963	Praq.g_01727
OG0000339	Prbd.g_00962	Praq.g_01726
OG0000340	Prbd.g_00961	Praq.g_01725
OG0000341	Prbd.g_00957	Praq.g_01721
OG0000342	Prbd.g_00956	Praq.g_01719
OG0000343	Prbd.g_00954	Praq.g_01717
OG0000344	Prbd.g_00953	Praq.g_01716
OG0000345	Prbd.g_00952	Praq.g_01715
OG0000346	Prbd.g_00951	Praq.g_01714
OG0000347	Prbd.g_00950	Praq.g_01713
OG0000348	Prbd.g_00949	Praq.g_01712
OG0000349	Prbd.g_00948	Praq.g_01711
OG0000350	Prbd.g_00947	Praq.g_01710
OG0000351	Prbd.g_00944	Praq.g_01707
OG0000352	Prbd.g_00941	Praq.g_01704
OG0000353	Prbd.g_00940	Praq.g_01703
OG0000354	Prbd.g_00939	Praq.g_01702
OG0000355	Prbd.g_00938	Praq.g_01701
OG0000356	Prbd.g_00937	Praq.g_01700
OG0000357	Prbd.g_00936	Praq.g_01699
OG0000358	Prbd.g_00935	Praq.g_01698
OG0000359	Prbd.g_00934	Praq.g_01697
OG0000360	Prbd.g_00931	Praq.g_01694
OG0000361	Prbd.g_00930	Praq.g_01693
OG0000362	Prbd.g_00929	Praq.g_01692
OG0000363	Prbd.g_00928	Praq.g_01691
OG0000364	Prbd.g_00927	Praq.g_01690
OG0000365	Prbd.g_00926	Praq.g_01689
OG0000366	Prbd.g_00925	Praq.g_01688
OG0000367	Prbd.g_00924	Praq.g_01687
OG0000368	Prbd.g_00923	Praq.g_01686
OG0000369	Prbd.g_00922	Praq.g_01685
OG0000370	Prbd.g_00921	Praq.g_01684
OG0000371	Prbd.g_00920	Praq.g_01683
OG0000372	Prbd.g_00918	Praq.g_01681
OG0000373	Prbd.g_00916	Praq.g_01679
OG0000374	Prbd.g_00915	Praq.g_01678
OG0000375	Prbd.g_00914	Praq.g_01677
OG0000376	Prbd.g_00912	Praq.g_01675
OG0000377	Prbd.g_00911	Praq.g_01674
OG0000378	Prbd.g_00910	Praq.g_01673
OG0000379	Prbd.g_00905	Praq.g_01211
OG0000380	Prbd.g_00904	Praq.g_01210
OG0000381	Prbd.g_00903	Praq.g_01209
OG0000382	Prbd.g_00901	Praq.g_01207
OG0000383	Prbd.g_00898	Praq.g_01204
OG0000384	Prbd.g_00897	Praq.g_01203
OG0000385	Prbd.g_00894	Praq.g_01200
OG0000386	Prbd.g_00893	Praq.g_01199
OG0000387	Prbd.g_00892	Praq.g_01198
OG0000388	Prbd.g_00891	Praq.g_01197
OG0000389	Prbd.g_00890	Praq.g_01196
OG0000390	Prbd.g_00889	Praq.g_01195
OG0000391	Prbd.g_00888	Praq.g_01194
OG0000392	Prbd.g_00887	Praq.g_01193
OG0000393	Prbd.g_00884	Praq.g_01189
OG0000394	Prbd.g_00883	Praq.g_01188
OG0000395	Prbd.g_00881	Praq.g_01186
OG0000396	Prbd.g_00880	Praq.g_01185
OG0000397	Prbd.g_00867	Praq.g_01172
OG0000398	Prbd.g_00859	Praq.g_01164
OG0000399	Prbd.g_00858	Praq.g_01163
OG0000400	Prbd.g_00852	Praq.g_01158
OG0000401	Prbd.g_00811	Praq.g_01126
OG0000402	Prbd.g_00810	Praq.g_01125
OG0000403	Prbd.g_00809	Praq.g_01124
OG0000404	Prbd.g_00807	Praq.g_01122
OG0000405	Prbd.g_00806	Praq.g_01121
OG0000406	Prbd.g_00804	Praq.g_01119
OG0000407	Prbd.g_00803	Praq.g_01118
OG0000408	Prbd.g_00802	Praq.g_01117
OG0000409	Prbd.g_00801	Praq.g_01116
OG0000410	Prbd.g_00800	Praq.g_01115
OG0000411	Prbd.g_00799	Praq.g_01114
OG0000412	Prbd.g_00798	Praq.g_01113
OG0000413	Prbd.g_00797	Praq.g_01112
OG0000414	Prbd.g_00796	Praq.g_01111
OG0000415	Prbd.g_00795	Praq.g_01110
OG0000416	Prbd.g_00794	Praq.g_01109
OG0000417	Prbd.g_00793	Praq.g_01108
OG0000418	Prbd.g_00792	Praq.g_01107
OG0000419	Prbd.g_00791	Praq.g_00500
OG0000420	Prbd.g_00790	Praq.g_00501
OG0000421	Prbd.g_00789	Praq.g_00502
OG0000422	Prbd.g_00787	Praq.g_00504
OG0000423	Prbd.g_00786	Praq.g_00505
OG0000424	Prbd.g_00784	Praq.g_00507
OG0000425	Prbd.g_00781	Praq.g_00511
OG0000426	Prbd.g_00780	Praq.g_00512
OG0000427	Prbd.g_00779	Praq.g_00513
OG0000428	Prbd.g_00778	Praq.g_00514
OG0000429	Prbd.g_00777	Praq.g_00515
OG0000430	Prbd.g_00771	Praq.g_00522
OG0000431	Prbd.g_00769	Praq.g_00524
OG0000432	Prbd.g_00768	Praq.g_00525
OG0000433	Prbd.g_00765	Praq.g_00528
OG0000434	Prbd.g_00764	Praq.g_00529
OG0000435	Prbd.g_00763	Praq.g_00530
OG0000436	Prbd.g_00761	Praq.g_00532
OG0000437	Prbd.g_00759	Praq.g_00534
OG0000438	Prbd.g_00758	Praq.g_00535
OG0000439	Prbd.g_00757	Praq.g_00536
OG0000440	Prbd.g_00755	Praq.g_00538
OG0000441	Prbd.g_00754	Praq.g_00539
OG0000442	Prbd.g_00753	Praq.g_00540
OG0000443	Prbd.g_00752	Praq.g_00541
OG0000444	Prbd.g_00751	Praq.g_00542
OG0000445	Prbd.g_00750	Praq.g_00543
OG0000446	Prbd.g_00749	Praq.g_00544
OG0000447	Prbd.g_00748	Praq.g_00545
OG0000448	Prbd.g_00747	Praq.g_00546
OG0000449	Prbd.g_00742	Praq.g_01102
OG0000450	Prbd.g_00741	Praq.g_01101
OG0000451	Prbd.g_00740	Praq.g_01100
OG0000452	Prbd.g_00739	Praq.g_01099
OG0000453	Prbd.g_00737	Praq.g_01097
OG0000454	Prbd.g_00736	Praq.g_01096
OG0000455	Prbd.g_00735	Praq.g_01095
OG0000456	Prbd.g_00734	Praq.g_01094
OG0000457	Prbd.g_00732	Praq.g_01092
OG0000458	Prbd.g_00730	Praq.g_01090
OG0000459	Prbd.g_00729	Praq.g_01089
OG0000460	Prbd.g_00727	Praq.g_01087
OG0000461	Prbd.g_00726	Praq.g_01086
OG0000462	Prbd.g_00725	Praq.g_01085
OG0000463	Prbd.g_00724	Praq.g_01084
OG0000464	Prbd.g_00719	Praq.g_01079
OG0000465	Prbd.g_00717	Praq.g_01077
OG0000466	Prbd.g_00716	Praq.g_01076
OG0000467	Prbd.g_00715	Praq.g_01075
OG0000468	Prbd.g_00714	Praq.g_01074
OG0000469	Prbd.g_00713	Praq.g_01073
OG0000470	Prbd.g_00712	Praq.g_01072
OG0000471	Prbd.g_00711	Praq.g_01071
OG0000472	Prbd.g_00708	Praq.g_01068
OG0000473	Prbd.g_00707	Praq.g_01067
OG0000474	Prbd.g_00706	Praq.g_01066
OG0000475	Prbd.g_00705	Praq.g_01065
OG0000476	Prbd.g_00704	Praq.g_01064
OG0000477	Prbd.g_00702	Praq.g_01062
OG0000478	Prbd.g_00701	Praq.g_01061
OG0000479	Prbd.g_00700	Praq.g_01060
OG0000480	Prbd.g_00698	Praq.g_01058
OG0000481	Prbd.g_00697	Praq.g_01057
OG0000482	Prbd.g_00696	Praq.g_01056
OG0000483	Prbd.g_00695	Praq.g_01055
OG0000484	Prbd.g_00694	Praq.g_01054
OG0000485	Prbd.g_00693	Praq.g_01053
OG0000486	Prbd.g_00692	Praq.g_01052
OG0000487	Prbd.g_00691	Praq.g_01051
OG0000488	Prbd.g_00689	Praq.g_01049
OG0000489	Prbd.g_00688	Praq.g_01048
OG0000490	Prbd.g_00687	Praq.g_01047
OG0000491	Prbd.g_00686	Praq.g_01046
OG0000492	Prbd.g_00685	Praq.g_01045
OG0000493	Prbd.g_00684	Praq.g_01044
OG0000494	Prbd.g_00682	Praq.g_01042
OG0000495	Prbd.g_00681	Praq.g_01041
OG0000496	Prbd.g_00680	Praq.g_01040
OG0000497	Prbd.g_00679	Praq.g_01039
OG0000498	Prbd.g_00678	Praq.g_01038
OG0000499	Prbd.g_00676	Praq.g_01036
OG0000500	Prbd.g_00675	Praq.g_01035
OG0000501	Prbd.g_00673	Praq.g_01033
OG0000502	Prbd.g_00672	Praq.g_01032
OG0000503	Prbd.g_00671	Praq.g_01031
OG0000504	Prbd.g_00670	Praq.g_01030
OG0000505	Prbd.g_00669	Praq.g_01029
OG0000506	Prbd.g_00668	Praq.g_01028
OG0000507	Prbd.g_00667	Praq.g_01027
OG0000508	Prbd.g_00665	Praq.g_01025
OG0000509	Prbd.g_00664	Praq.g_01024
OG0000510	Prbd.g_00663	Praq.g_01023
OG0000511	Prbd.g_00662	Praq.g_01022
OG0000512	Prbd.g_00661	Praq.g_01021
OG0000513	Prbd.g_00660	Praq.g_01020
OG0000514	Prbd.g_00659	Praq.g_01019
OG0000515	Prbd.g_00657	Praq.g_01017
OG0000516	Prbd.g_00656	Praq.g_01016
OG0000517	Prbd.g_00655	Praq.g_01015
OG0000518	Prbd.g_00653	Praq.g_01012
OG0000519	Prbd.g_00652	Praq.g_01010
OG0000520	Prbd.g_00651	Praq.g_01009
OG0000521	Prbd.g_00650	Praq.g_01008
OG0000522	Prbd.g_00649	Praq.g_01007
OG0000523	Prbd.g_00648	Praq.g_01006
OG0000524	Prbd.g_00647	Praq.g_01005
OG0000525	Prbd.g_00645	Praq.g_01003
OG0000526	Prbd.g_00644	Praq.g_01002
OG0000527	Prbd.g_00643	Praq.g_01001
OG0000528	Prbd.g_00642	Praq.g_01000
OG0000529	Prbd.g_00641	Praq.g_00999
OG0000530	Prbd.g_00640	Praq.g_00998
OG0000531	Prbd.g_00639	Praq.g_00997
OG0000532	Prbd.g_00638	Praq.g_00996
OG0000533	Prbd.g_00637	Praq.g_00995
OG0000534	Prbd.g_00636	Praq.g_00994
OG0000535	Prbd.g_00635	Praq.g_00993
OG0000536	Prbd.g_00634	Praq.g_00992
OG0000537	Prbd.g_00633	Praq.g_00991
OG0000538	Prbd.g_00632	Praq.g_00990
OG0000539	Prbd.g_00631	Praq.g_00989
OG0000540	Prbd.g_00630	Praq.g_00988
OG0000541	Prbd.g_00629	Praq.g_00987
OG0000542	Prbd.g_00628	Praq.g_00986
OG0000543	Prbd.g_00627	Praq.g_00985
OG0000544	Prbd.g_00626	Praq.g_00984
OG0000545	Prbd.g_00623	Praq.g_00981
OG0000546	Prbd.g_00622	Praq.g_00980
OG0000547	Prbd.g_00620	Praq.g_00978
OG0000548	Prbd.g_00619	Praq.g_00977
OG0000549	Prbd.g_00618	Praq.g_00976
OG0000550	Prbd.g_00617	Praq.g_00975
OG0000551	Prbd.g_00616	Praq.g_00974
OG0000552	Prbd.g_00615	Praq.g_00973
OG0000553	Prbd.g_00614	Praq.g_00972
