Orthogroup	Prbd	Prag
OG0000084	Prbd.g_01231	Prag.g_00006
OG0000085	Prbd.g_01214	Prag.g_00023
OG0000086	Prbd.g_01199	Prag.g_00039
OG0000087	Prbd.g_01188	Prag.g_00049
OG0000088	Prbd.g_01131	Prag.g_00106
OG0000089	Prbd.g_01122	Prag.g_00114
OG0000090	Prbd.g_01103	Prag.g_00132
OG0000091	Prbd.g_01071	Prag.g_00162
OG0000092	Prbd.g_01070	Prag.g_00163
OG0000093	Prbd.g_01056	Prag.g_00177
OG0000094	Prbd.g_01038	Prag.g_00195
OG0000095	Prbd.g_01033	Prag.g_00200
OG0000096	Prbd.g_00988	Prag.g_00244
OG0000097	Prbd.g_00965	Prag.g_00265
OG0000098	Prbd.g_00955	Prag.g_00275
OG0000099	Prbd.g_00945	Prag.g_00285
OG0000100	Prbd.g_00942	Prag.g_00288
OG0000101	Prbd.g_00882	Prag.g_00351
OG0000102	Prbd.g_00855	Prag.g_00375
OG0000103	Prbd.g_00766	Prag.g_00455
OG0000104	Prbd.g_00762	Prag.g_00459
OG0000105	Prbd.g_00743	Prag.g_00478
OG0000106	Prbd.g_00710	Prag.g_00511
OG0000107	Prbd.g_00709	Prag.g_00512
OG0000108	Prbd.g_00699	Prag.g_00522
OG0000109	Prbd.g_00690	Prag.g_00531
OG0000110	Prbd.g_00674	Prag.g_00547
OG0000111	Prbd.g_00593	Prag.g_00629
OG0000112	Prbd.g_00592	Prag.g_00630
OG0000113	Prbd.g_00029	Prag.g_00714
OG0000114	Prbd.g_00100	Prag.g_00804
OG0000115	Prbd.g_00264	Prag.g_00964
OG0000116	Prbd.g_00268	Prag.g_00968
OG0000117	Prbd.g_00337	Prag.g_01033
OG0000118	Prbd.g_00389	Prag.g_01085
OG0000119	Prbd.g_00430	Prag.g_01123
OG0000120	Prbd.g_00474	Prag.g_01159
OG0000121	Prbd.g_00493	Prag.g_01178
OG0000122	Prbd.g_00512	Prag.g_01197
OG0000123	Prbd.g_00525	Prag.g_01210
OG0000124	Prbd.g_01921	Prag.g_01219
OG0000125	Prbd.g_01789	Prag.g_01367
OG0000126	Prbd.g_01764	Prag.g_01389
OG0000127	Prbd.g_01702	Prag.g_01475
OG0000128	Prbd.g_01688	Prag.g_01491
OG0000129	Prbd.g_01652	Prag.g_01527
OG0000130	Prbd.g_01527	Prag.g_01667
OG0000131	Prbd.g_01489	Prag.g_01705
OG0000132	Prbd.g_01486	Prag.g_01708
OG0000133	Prbd.g_01432	Prag.g_01763
OG0000134	Prbd.g_01396	Prag.g_01799
OG0000135	Prbd.g_01394	Prag.g_01801
OG0000136	Prbd.g_01350	Prag.g_01845
OG0000137	Prbd.g_01317	Prag.g_01878
OG0000138	Prbd.g_01281	Prag.g_01913
OG0000139	Prbd.g_01255	Prag.g_01940
OG0000140	Prbd.g_01236	Prag.g_00001
OG0000141	Prbd.g_01235	Prag.g_00002
OG0000142	Prbd.g_01233	Prag.g_00004
OG0000143	Prbd.g_01232	Prag.g_00005
OG0000144	Prbd.g_01230	Prag.g_00007
OG0000145	Prbd.g_01229	Prag.g_00008
OG0000146	Prbd.g_01228	Prag.g_00009
OG0000147	Prbd.g_01227	Prag.g_00010
OG0000148	Prbd.g_01225	Prag.g_00012
OG0000149	Prbd.g_01223	Prag.g_00014
OG0000150	Prbd.g_01222	Prag.g_00015
OG0000151	Prbd.g_01221	Prag.g_00016
OG0000152	Prbd.g_01220	Prag.g_00017
OG0000153	Prbd.g_01219	Prag.g_00018
OG0000154	Prbd.g_01218	Prag.g_00019
OG0000155	Prbd.g_01217	Prag.g_00020
OG0000156	Prbd.g_01216	Prag.g_00021
OG0000157	Prbd.g_01215	Prag.g_00022
OG0000158	Prbd.g_01213	Prag.g_00024
OG0000159	Prbd.g_01212	Prag.g_00025
OG0000160	Prbd.g_01211	Prag.g_00026
OG0000161	Prbd.g_01210	Prag.g_00027
OG0000162	Prbd.g_01209	Prag.g_00028
OG0000163	Prbd.g_01208	Prag.g_00029
OG0000164	Prbd.g_01205	Prag.g_00032
OG0000165	Prbd.g_01202	Prag.g_00035
OG0000166	Prbd.g_01201	Prag.g_00036
OG0000167	Prbd.g_01200	Prag.g_00037
OG0000168	Prbd.g_01198	Prag.g_00040
OG0000169	Prbd.g_01196	Prag.g_00042
OG0000170	Prbd.g_01195	Prag.g_00043
OG0000171	Prbd.g_01194	Prag.g_00044
OG0000172	Prbd.g_01192	Prag.g_00045
OG0000173	Prbd.g_01191	Prag.g_00046
OG0000174	Prbd.g_01190	Prag.g_00047
OG0000175	Prbd.g_01189	Prag.g_00048
OG0000176	Prbd.g_01187	Prag.g_00050
OG0000177	Prbd.g_01186	Prag.g_00051
OG0000178	Prbd.g_01185	Prag.g_00052
OG0000179	Prbd.g_01180	Prag.g_00058
OG0000180	Prbd.g_01179	Prag.g_00059
OG0000181	Prbd.g_01178	Prag.g_00060
OG0000182	Prbd.g_01175	Prag.g_00063
OG0000183	Prbd.g_01174	Prag.g_00064
OG0000184	Prbd.g_01171	Prag.g_00067
OG0000185	Prbd.g_01167	Prag.g_00071
OG0000186	Prbd.g_01166	Prag.g_00072
OG0000187	Prbd.g_01165	Prag.g_00073
OG0000188	Prbd.g_01164	Prag.g_00074
OG0000189	Prbd.g_01163	Prag.g_00075
OG0000190	Prbd.g_01162	Prag.g_00076
OG0000191	Prbd.g_01161	Prag.g_00077
OG0000192	Prbd.g_01160	Prag.g_00078
OG0000193	Prbd.g_01159	Prag.g_00079
OG0000194	Prbd.g_01158	Prag.g_00080
OG0000195	Prbd.g_01156	Prag.g_00082
OG0000196	Prbd.g_01155	Prag.g_00083
OG0000197	Prbd.g_01154	Prag.g_00084
OG0000198	Prbd.g_01153	Prag.g_00085
OG0000199	Prbd.g_01150	Prag.g_00087
OG0000200	Prbd.g_01149	Prag.g_00088
OG0000201	Prbd.g_01148	Prag.g_00089
OG0000202	Prbd.g_01147	Prag.g_00090
OG0000203	Prbd.g_01146	Prag.g_00091
OG0000204	Prbd.g_01145	Prag.g_00092
OG0000205	Prbd.g_01144	Prag.g_00093
OG0000206	Prbd.g_01143	Prag.g_00094
OG0000207	Prbd.g_01142	Prag.g_00095
OG0000208	Prbd.g_01141	Prag.g_00096
OG0000209	Prbd.g_01140	Prag.g_00097
OG0000210	Prbd.g_01138	Prag.g_00099
OG0000211	Prbd.g_01137	Prag.g_00100
OG0000212	Prbd.g_01136	Prag.g_00101
OG0000213	Prbd.g_01135	Prag.g_00102
OG0000214	Prbd.g_01133	Prag.g_00104
OG0000215	Prbd.g_01132	Prag.g_00105
OG0000216	Prbd.g_01130	Prag.g_00107
OG0000217	Prbd.g_01128	Prag.g_00108
OG0000218	Prbd.g_01127	Prag.g_00109
OG0000219	Prbd.g_01126	Prag.g_00110
OG0000220	Prbd.g_01123	Prag.g_00113
OG0000221	Prbd.g_01121	Prag.g_00115
OG0000222	Prbd.g_01120	Prag.g_00116
OG0000223	Prbd.g_01119	Prag.g_00117
OG0000224	Prbd.g_01116	Prag.g_00120
OG0000225	Prbd.g_01114	Prag.g_00122
OG0000226	Prbd.g_01113	Prag.g_00123
OG0000227	Prbd.g_01112	Prag.g_00124
OG0000228	Prbd.g_01111	Prag.g_00125
OG0000229	Prbd.g_01110	Prag.g_00126
OG0000230	Prbd.g_01109	Prag.g_00127
OG0000231	Prbd.g_01107	Prag.g_00129
OG0000232	Prbd.g_01106	Prag.g_00130
OG0000233	Prbd.g_01102	Prag.g_00133
OG0000234	Prbd.g_01100	Prag.g_00135
OG0000235	Prbd.g_01095	Prag.g_00138
OG0000236	Prbd.g_01094	Prag.g_00139
OG0000237	Prbd.g_01093	Prag.g_00140
OG0000238	Prbd.g_01092	Prag.g_00141
OG0000239	Prbd.g_01091	Prag.g_00142
OG0000240	Prbd.g_01089	Prag.g_00144
OG0000241	Prbd.g_01088	Prag.g_00145
OG0000242	Prbd.g_01087	Prag.g_00146
OG0000243	Prbd.g_01086	Prag.g_00147
OG0000244	Prbd.g_01085	Prag.g_00148
OG0000245	Prbd.g_01084	Prag.g_00149
OG0000246	Prbd.g_01082	Prag.g_00151
OG0000247	Prbd.g_01081	Prag.g_00152
OG0000248	Prbd.g_01080	Prag.g_00153
OG0000249	Prbd.g_01079	Prag.g_00154
OG0000250	Prbd.g_01078	Prag.g_00155
OG0000251	Prbd.g_01077	Prag.g_00156
OG0000252	Prbd.g_01076	Prag.g_00157
OG0000253	Prbd.g_01075	Prag.g_00158
OG0000254	Prbd.g_01073	Prag.g_00160
OG0000255	Prbd.g_01072	Prag.g_00161
OG0000256	Prbd.g_01069	Prag.g_00164
OG0000257	Prbd.g_01067	Prag.g_00166
OG0000258	Prbd.g_01066	Prag.g_00167
OG0000259	Prbd.g_01065	Prag.g_00168
OG0000260	Prbd.g_01064	Prag.g_00169
OG0000261	Prbd.g_01063	Prag.g_00170
OG0000262	Prbd.g_01062	Prag.g_00171
OG0000263	Prbd.g_01061	Prag.g_00172
OG0000264	Prbd.g_01059	Prag.g_00174
OG0000265	Prbd.g_01058	Prag.g_00175
OG0000266	Prbd.g_01057	Prag.g_00176
OG0000267	Prbd.g_01055	Prag.g_00178
OG0000268	Prbd.g_01054	Prag.g_00179
OG0000269	Prbd.g_01053	Prag.g_00180
OG0000270	Prbd.g_01052	Prag.g_00181
OG0000271	Prbd.g_01051	Prag.g_00182
OG0000272	Prbd.g_01050	Prag.g_00183
OG0000273	Prbd.g_01049	Prag.g_00184
OG0000274	Prbd.g_01048	Prag.g_00185
OG0000275	Prbd.g_01047	Prag.g_00186
OG0000276	Prbd.g_01046	Prag.g_00187
OG0000277	Prbd.g_01045	Prag.g_00188
OG0000278	Prbd.g_01044	Prag.g_00189
OG0000279	Prbd.g_01043	Prag.g_00190
OG0000280	Prbd.g_01042	Prag.g_00191
OG0000281	Prbd.g_01040	Prag.g_00193
OG0000282	Prbd.g_01039	Prag.g_00194
OG0000283	Prbd.g_01036	Prag.g_00197
OG0000284	Prbd.g_01035	Prag.g_00198
OG0000285	Prbd.g_01034	Prag.g_00199
OG0000286	Prbd.g_01032	Prag.g_00201
OG0000287	Prbd.g_01031	Prag.g_00202
OG0000288	Prbd.g_01030	Prag.g_00203
OG0000289	Prbd.g_01029	Prag.g_00204
OG0000290	Prbd.g_01028	Prag.g_00205
OG0000291	Prbd.g_01027	Prag.g_00206
OG0000292	Prbd.g_01026	Prag.g_00207
OG0000293	Prbd.g_01025	Prag.g_00208
OG0000294	Prbd.g_01024	Prag.g_00209
OG0000295	Prbd.g_01023	Prag.g_00210
OG0000296	Prbd.g_01022	Prag.g_00211
OG0000297	Prbd.g_01021	Prag.g_00212
OG0000298	Prbd.g_01020	Prag.g_00213
OG0000299	Prbd.g_01019	Prag.g_00214
OG0000300	Prbd.g_01018	Prag.g_00215
OG0000301	Prbd.g_01017	Prag.g_00216
OG0000302	Prbd.g_01016	Prag.g_00217
OG0000303	Prbd.g_01015	Prag.g_00218
OG0000304	Prbd.g_01013	Prag.g_00219
OG0000305	Prbd.g_01012	Prag.g_00220
OG0000306	Prbd.g_01011	Prag.g_00221
OG0000307	Prbd.g_01010	Prag.g_00222
OG0000308	Prbd.g_01009	Prag.g_00223
OG0000309	Prbd.g_01008	Prag.g_00224
OG0000310	Prbd.g_01007	Prag.g_00225
OG0000311	Prbd.g_01006	Prag.g_00226
OG0000312	Prbd.g_01004	Prag.g_00228
OG0000313	Prbd.g_01003	Prag.g_00229
OG0000314	Prbd.g_01000	Prag.g_00232
OG0000315	Prbd.g_00999	Prag.g_00233
OG0000316	Prbd.g_00997	Prag.g_00235
OG0000317	Prbd.g_00995	Prag.g_00237
OG0000318	Prbd.g_00994	Prag.g_00238
OG0000319	Prbd.g_00993	Prag.g_00239
OG0000320	Prbd.g_00992	Prag.g_00240
OG0000321	Prbd.g_00989	Prag.g_00243
OG0000322	Prbd.g_00986	Prag.g_00245
OG0000323	Prbd.g_00985	Prag.g_00246
OG0000324	Prbd.g_00982	Prag.g_00249
OG0000325	Prbd.g_00980	Prag.g_00250
OG0000326	Prbd.g_00979	Prag.g_00251
OG0000327	Prbd.g_00977	Prag.g_00253
OG0000328	Prbd.g_00976	Prag.g_00254
OG0000329	Prbd.g_00975	Prag.g_00255
OG0000330	Prbd.g_00974	Prag.g_00256
OG0000331	Prbd.g_00973	Prag.g_00257
OG0000332	Prbd.g_00972	Prag.g_00258
OG0000333	Prbd.g_00971	Prag.g_00259
OG0000334	Prbd.g_00970	Prag.g_00260
OG0000335	Prbd.g_00969	Prag.g_00261
OG0000336	Prbd.g_00968	Prag.g_00262
OG0000337	Prbd.g_00964	Prag.g_00266
OG0000338	Prbd.g_00963	Prag.g_00267
OG0000339	Prbd.g_00962	Prag.g_00268
OG0000340	Prbd.g_00961	Prag.g_00269
OG0000341	Prbd.g_00957	Prag.g_00273
OG0000342	Prbd.g_00956	Prag.g_00274
OG0000343	Prbd.g_00954	Prag.g_00276
OG0000344	Prbd.g_00953	Prag.g_00277
OG0000345	Prbd.g_00952	Prag.g_00278
OG0000346	Prbd.g_00951	Prag.g_00279
OG0000347	Prbd.g_00950	Prag.g_00280
OG0000348	Prbd.g_00949	Prag.g_00281
OG0000349	Prbd.g_00948	Prag.g_00282
OG0000350	Prbd.g_00947	Prag.g_00283
OG0000351	Prbd.g_00944	Prag.g_00286
OG0000352	Prbd.g_00941	Prag.g_00289
OG0000353	Prbd.g_00940	Prag.g_00290
OG0000354	Prbd.g_00939	Prag.g_00291
OG0000355	Prbd.g_00938	Prag.g_00292
OG0000356	Prbd.g_00937	Prag.g_00293
OG0000357	Prbd.g_00936	Prag.g_00294
OG0000358	Prbd.g_00935	Prag.g_00295
OG0000359	Prbd.g_00934	Prag.g_00296
OG0000360	Prbd.g_00931	Prag.g_00299
OG0000361	Prbd.g_00930	Prag.g_00300
OG0000362	Prbd.g_00929	Prag.g_00301
OG0000363	Prbd.g_00928	Prag.g_00302
OG0000364	Prbd.g_00927	Prag.g_00303
OG0000365	Prbd.g_00926	Prag.g_00304
OG0000366	Prbd.g_00925	Prag.g_00305
OG0000367	Prbd.g_00924	Prag.g_00306
OG0000368	Prbd.g_00923	Prag.g_00307
OG0000369	Prbd.g_00922	Prag.g_00308
OG0000370	Prbd.g_00921	Prag.g_00309
OG0000371	Prbd.g_00920	Prag.g_00310
OG0000372	Prbd.g_00918	Prag.g_00312
OG0000373	Prbd.g_00916	Prag.g_00314
OG0000374	Prbd.g_00915	Prag.g_00315
OG0000375	Prbd.g_00914	Prag.g_00316
OG0000376	Prbd.g_00912	Prag.g_00318
OG0000377	Prbd.g_00911	Prag.g_00319
OG0000378	Prbd.g_00910	Prag.g_00320
OG0000379	Prbd.g_00905	Prag.g_00329
OG0000380	Prbd.g_00904	Prag.g_00330
OG0000381	Prbd.g_00903	Prag.g_00331
OG0000382	Prbd.g_00901	Prag.g_00333
OG0000383	Prbd.g_00898	Prag.g_00336
OG0000384	Prbd.g_00897	Prag.g_00337
OG0000385	Prbd.g_00894	Prag.g_00339
OG0000386	Prbd.g_00893	Prag.g_00340
OG0000387	Prbd.g_00892	Prag.g_00341
OG0000388	Prbd.g_00891	Prag.g_00342
OG0000389	Prbd.g_00890	Prag.g_00343
OG0000390	Prbd.g_00889	Prag.g_00344
OG0000391	Prbd.g_00888	Prag.g_00345
OG0000392	Prbd.g_00887	Prag.g_00346
OG0000393	Prbd.g_00884	Prag.g_00349
OG0000394	Prbd.g_00883	Prag.g_00350
OG0000395	Prbd.g_00881	Prag.g_00352
OG0000396	Prbd.g_00880	Prag.g_00353
OG0000397	Prbd.g_00867	Prag.g_00365
OG0000398	Prbd.g_00859	Prag.g_00372
OG0000399	Prbd.g_00858	Prag.g_00373
OG0000400	Prbd.g_00852	Prag.g_00378
OG0000401	Prbd.g_00811	Prag.g_00410
OG0000402	Prbd.g_00810	Prag.g_00411
OG0000403	Prbd.g_00809	Prag.g_00412
OG0000404	Prbd.g_00807	Prag.g_00414
OG0000405	Prbd.g_00806	Prag.g_00415
OG0000406	Prbd.g_00804	Prag.g_00417
OG0000407	Prbd.g_00803	Prag.g_00418
OG0000408	Prbd.g_00802	Prag.g_00419
OG0000409	Prbd.g_00801	Prag.g_00420
OG0000410	Prbd.g_00800	Prag.g_00421
OG0000411	Prbd.g_00799	Prag.g_00422
OG0000412	Prbd.g_00798	Prag.g_00423
OG0000413	Prbd.g_00797	Prag.g_00424
OG0000414	Prbd.g_00796	Prag.g_00425
OG0000415	Prbd.g_00795	Prag.g_00426
OG0000416	Prbd.g_00794	Prag.g_00427
OG0000417	Prbd.g_00793	Prag.g_00428
OG0000418	Prbd.g_00792	Prag.g_00429
OG0000419	Prbd.g_00791	Prag.g_00430
OG0000420	Prbd.g_00790	Prag.g_00431
OG0000421	Prbd.g_00789	Prag.g_00432
OG0000422	Prbd.g_00787	Prag.g_00434
OG0000423	Prbd.g_00786	Prag.g_00435
OG0000424	Prbd.g_00784	Prag.g_00437
OG0000425	Prbd.g_00781	Prag.g_00440
OG0000426	Prbd.g_00780	Prag.g_00441
OG0000427	Prbd.g_00779	Prag.g_00442
OG0000428	Prbd.g_00778	Prag.g_00443
OG0000429	Prbd.g_00777	Prag.g_00444
OG0000430	Prbd.g_00771	Prag.g_00450
OG0000431	Prbd.g_00769	Prag.g_00452
OG0000432	Prbd.g_00768	Prag.g_00453
OG0000433	Prbd.g_00765	Prag.g_00456
OG0000434	Prbd.g_00764	Prag.g_00457
OG0000435	Prbd.g_00763	Prag.g_00458
OG0000436	Prbd.g_00761	Prag.g_00460
OG0000437	Prbd.g_00759	Prag.g_00462
OG0000438	Prbd.g_00758	Prag.g_00463
OG0000439	Prbd.g_00757	Prag.g_00464
OG0000440	Prbd.g_00755	Prag.g_00466
OG0000441	Prbd.g_00754	Prag.g_00467
OG0000442	Prbd.g_00753	Prag.g_00468
OG0000443	Prbd.g_00752	Prag.g_00469
OG0000444	Prbd.g_00751	Prag.g_00470
OG0000445	Prbd.g_00750	Prag.g_00471
OG0000446	Prbd.g_00749	Prag.g_00472
OG0000447	Prbd.g_00748	Prag.g_00473
OG0000448	Prbd.g_00747	Prag.g_00474
OG0000449	Prbd.g_00742	Prag.g_00479
OG0000450	Prbd.g_00741	Prag.g_00480
OG0000451	Prbd.g_00740	Prag.g_00481
OG0000452	Prbd.g_00739	Prag.g_00482
OG0000453	Prbd.g_00737	Prag.g_00484
OG0000454	Prbd.g_00736	Prag.g_00485
OG0000455	Prbd.g_00735	Prag.g_00486
OG0000456	Prbd.g_00734	Prag.g_00487
OG0000457	Prbd.g_00732	Prag.g_00489
OG0000458	Prbd.g_00730	Prag.g_00491
OG0000459	Prbd.g_00729	Prag.g_00492
OG0000460	Prbd.g_00727	Prag.g_00494
OG0000461	Prbd.g_00726	Prag.g_00495
OG0000462	Prbd.g_00725	Prag.g_00496
OG0000463	Prbd.g_00724	Prag.g_00497
OG0000464	Prbd.g_00719	Prag.g_00502
OG0000465	Prbd.g_00717	Prag.g_00504
OG0000466	Prbd.g_00716	Prag.g_00505
OG0000467	Prbd.g_00715	Prag.g_00506
OG0000468	Prbd.g_00714	Prag.g_00507
OG0000469	Prbd.g_00713	Prag.g_00508
OG0000470	Prbd.g_00712	Prag.g_00509
OG0000471	Prbd.g_00711	Prag.g_00510
OG0000472	Prbd.g_00708	Prag.g_00513
OG0000473	Prbd.g_00707	Prag.g_00514
OG0000474	Prbd.g_00706	Prag.g_00515
OG0000475	Prbd.g_00705	Prag.g_00516
OG0000476	Prbd.g_00704	Prag.g_00517
OG0000477	Prbd.g_00702	Prag.g_00519
OG0000478	Prbd.g_00701	Prag.g_00520
OG0000479	Prbd.g_00700	Prag.g_00521
OG0000480	Prbd.g_00698	Prag.g_00523
OG0000481	Prbd.g_00697	Prag.g_00524
OG0000482	Prbd.g_00696	Prag.g_00525
OG0000483	Prbd.g_00695	Prag.g_00526
OG0000484	Prbd.g_00694	Prag.g_00527
OG0000485	Prbd.g_00693	Prag.g_00528
OG0000486	Prbd.g_00692	Prag.g_00529
OG0000487	Prbd.g_00691	Prag.g_00530
OG0000488	Prbd.g_00689	Prag.g_00532
OG0000489	Prbd.g_00688	Prag.g_00533
OG0000490	Prbd.g_00687	Prag.g_00534
OG0000491	Prbd.g_00686	Prag.g_00535
OG0000492	Prbd.g_00685	Prag.g_00536
OG0000493	Prbd.g_00684	Prag.g_00537
OG0000494	Prbd.g_00682	Prag.g_00539
OG0000495	Prbd.g_00681	Prag.g_00540
OG0000496	Prbd.g_00680	Prag.g_00541
OG0000497	Prbd.g_00679	Prag.g_00542
OG0000498	Prbd.g_00678	Prag.g_00543
OG0000499	Prbd.g_00676	Prag.g_00545
OG0000500	Prbd.g_00675	Prag.g_00546
OG0000501	Prbd.g_00673	Prag.g_00548
OG0000502	Prbd.g_00672	Prag.g_00549
OG0000503	Prbd.g_00671	Prag.g_00550
OG0000504	Prbd.g_00670	Prag.g_00551
OG0000505	Prbd.g_00669	Prag.g_00552
OG0000506	Prbd.g_00668	Prag.g_00553
OG0000507	Prbd.g_00667	Prag.g_00554
OG0000508	Prbd.g_00665	Prag.g_00556
OG0000509	Prbd.g_00664	Prag.g_00557
OG0000510	Prbd.g_00663	Prag.g_00558
OG0000511	Prbd.g_00662	Prag.g_00559
OG0000512	Prbd.g_00661	Prag.g_00560
OG0000513	Prbd.g_00660	Prag.g_00561
OG0000514	Prbd.g_00659	Prag.g_00562
OG0000515	Prbd.g_00657	Prag.g_00564
OG0000516	Prbd.g_00656	Prag.g_00565
OG0000517	Prbd.g_00655	Prag.g_00566
OG0000518	Prbd.g_00653	Prag.g_00569
OG0000519	Prbd.g_00652	Prag.g_00570
OG0000520	Prbd.g_00651	Prag.g_00571
OG0000521	Prbd.g_00650	Prag.g_00572
OG0000522	Prbd.g_00649	Prag.g_00573
OG0000523	Prbd.g_00648	Prag.g_00574
OG0000524	Prbd.g_00647	Prag.g_00575
OG0000525	Prbd.g_00645	Prag.g_00577
OG0000526	Prbd.g_00644	Prag.g_00578
OG0000527	Prbd.g_00643	Prag.g_00579
OG0000528	Prbd.g_00642	Prag.g_00580
OG0000529	Prbd.g_00641	Prag.g_00581
OG0000530	Prbd.g_00640	Prag.g_00582
OG0000531	Prbd.g_00639	Prag.g_00583
OG0000532	Prbd.g_00638	Prag.g_00584
OG0000533	Prbd.g_00637	Prag.g_00585
OG0000534	Prbd.g_00636	Prag.g_00586
OG0000535	Prbd.g_00635	Prag.g_00587
OG0000536	Prbd.g_00634	Prag.g_00588
OG0000537	Prbd.g_00633	Prag.g_00589
OG0000538	Prbd.g_00632	Prag.g_00590
OG0000539	Prbd.g_00631	Prag.g_00591
OG0000540	Prbd.g_00630	Prag.g_00592
OG0000541	Prbd.g_00629	Prag.g_00593
OG0000542	Prbd.g_00628	Prag.g_00594
OG0000543	Prbd.g_00627	Prag.g_00595
OG0000544	Prbd.g_00626	Prag.g_00596
OG0000545	Prbd.g_00623	Prag.g_00599
OG0000546	Prbd.g_00622	Prag.g_00600
OG0000547	Prbd.g_00620	Prag.g_00602
OG0000548	Prbd.g_00619	Prag.g_00603
OG0000549	Prbd.g_00618	Prag.g_00604
