Orthogroup	Prbd	Prae
OG0000157	Prbd.g_01215	Prae.g_00022
OG0000158	Prbd.g_01213	Prae.g_00024
OG0000159	Prbd.g_01212	Prae.g_00025
OG0000160	Prbd.g_01211	Prae.g_00026
OG0000161	Prbd.g_01210	Prae.g_00027
OG0000162	Prbd.g_01209	Prae.g_00028
OG0000163	Prbd.g_01208	Prae.g_00029
OG0000164	Prbd.g_01205	Prae.g_00032
OG0000165	Prbd.g_01202	Prae.g_00035
OG0000166	Prbd.g_01201	Prae.g_00036
OG0000167	Prbd.g_01200	Prae.g_00037
OG0000168	Prbd.g_01198	Prae.g_00042
OG0000169	Prbd.g_01196	Prae.g_00044
OG0000170	Prbd.g_01195	Prae.g_00045
OG0000171	Prbd.g_01194	Prae.g_00046
OG0000172	Prbd.g_01192	Prae.g_00047
OG0000173	Prbd.g_01191	Prae.g_00048
OG0000174	Prbd.g_01190	Prae.g_00049
OG0000175	Prbd.g_01189	Prae.g_00050
OG0000176	Prbd.g_01187	Prae.g_00052
OG0000177	Prbd.g_01186	Prae.g_00053
OG0000178	Prbd.g_01185	Prae.g_00054
OG0000179	Prbd.g_01180	Prae.g_00064
OG0000180	Prbd.g_01179	Prae.g_00065
OG0000181	Prbd.g_01178	Prae.g_00066
OG0000182	Prbd.g_01175	Prae.g_00069
OG0000183	Prbd.g_01174	Prae.g_00070
OG0000184	Prbd.g_01171	Prae.g_00073
OG0000185	Prbd.g_01167	Prae.g_00077
OG0000186	Prbd.g_01166	Prae.g_00078
OG0000187	Prbd.g_01165	Prae.g_00079
OG0000188	Prbd.g_01164	Prae.g_00080
OG0000189	Prbd.g_01163	Prae.g_00081
OG0000190	Prbd.g_01162	Prae.g_00082
OG0000191	Prbd.g_01161	Prae.g_00083
OG0000192	Prbd.g_01160	Prae.g_00084
OG0000193	Prbd.g_01159	Prae.g_00085
OG0000194	Prbd.g_01158	Prae.g_00086
OG0000195	Prbd.g_01156	Prae.g_00088
OG0000196	Prbd.g_01155	Prae.g_00089
OG0000197	Prbd.g_01154	Prae.g_00090
OG0000198	Prbd.g_01153	Prae.g_00091
OG0000199	Prbd.g_01150	Prae.g_00094
OG0000200	Prbd.g_01149	Prae.g_00095
OG0000201	Prbd.g_01148	Prae.g_00096
OG0000202	Prbd.g_01147	Prae.g_00097
OG0000203	Prbd.g_01146	Prae.g_00098
OG0000204	Prbd.g_01145	Prae.g_00099
OG0000205	Prbd.g_01144	Prae.g_00100
OG0000206	Prbd.g_01143	Prae.g_00101
OG0000207	Prbd.g_01142	Prae.g_00102
OG0000208	Prbd.g_01141	Prae.g_00103
OG0000209	Prbd.g_01140	Prae.g_00104
OG0000210	Prbd.g_01138	Prae.g_00105
OG0000211	Prbd.g_01137	Prae.g_00106
OG0000212	Prbd.g_01136	Prae.g_00107
OG0000213	Prbd.g_01135	Prae.g_00108
OG0000214	Prbd.g_01133	Prae.g_00110
OG0000215	Prbd.g_01132	Prae.g_00111
OG0000216	Prbd.g_01130	Prae.g_00113
OG0000217	Prbd.g_01128	Prae.g_00115
OG0000218	Prbd.g_01127	Prae.g_00116
OG0000219	Prbd.g_01126	Prae.g_00117
OG0000220	Prbd.g_01123	Prae.g_00120
OG0000221	Prbd.g_01121	Prae.g_00122
OG0000222	Prbd.g_01120	Prae.g_00123
OG0000223	Prbd.g_01119	Prae.g_00124
OG0000224	Prbd.g_01116	Prae.g_00127
OG0000225	Prbd.g_01114	Prae.g_00129
OG0000226	Prbd.g_01113	Prae.g_00130
OG0000227	Prbd.g_01112	Prae.g_00131
OG0000228	Prbd.g_01111	Prae.g_00132
OG0000229	Prbd.g_01110	Prae.g_00133
OG0000230	Prbd.g_01109	Prae.g_00134
OG0000231	Prbd.g_01107	Prae.g_00136
OG0000232	Prbd.g_01106	Prae.g_00137
OG0000233	Prbd.g_01102	Prae.g_00140
OG0000234	Prbd.g_01100	Prae.g_00142
OG0000235	Prbd.g_01095	Prae.g_00148
OG0000236	Prbd.g_01094	Prae.g_00149
OG0000237	Prbd.g_01093	Prae.g_00150
OG0000238	Prbd.g_01092	Prae.g_00151
OG0000239	Prbd.g_01091	Prae.g_00152
OG0000240	Prbd.g_01089	Prae.g_00154
OG0000241	Prbd.g_01088	Prae.g_00155
OG0000242	Prbd.g_01087	Prae.g_00156
OG0000243	Prbd.g_01086	Prae.g_00157
OG0000244	Prbd.g_01085	Prae.g_00158
OG0000245	Prbd.g_01084	Prae.g_00159
OG0000246	Prbd.g_01082	Prae.g_00161
OG0000247	Prbd.g_01081	Prae.g_00162
OG0000248	Prbd.g_01080	Prae.g_00163
OG0000249	Prbd.g_01079	Prae.g_00164
OG0000250	Prbd.g_01078	Prae.g_00165
OG0000251	Prbd.g_01077	Prae.g_00166
OG0000252	Prbd.g_01076	Prae.g_00167
OG0000253	Prbd.g_01075	Prae.g_00168
OG0000254	Prbd.g_01073	Prae.g_00170
OG0000255	Prbd.g_01072	Prae.g_00171
OG0000256	Prbd.g_01069	Prae.g_00174
OG0000257	Prbd.g_01067	Prae.g_00176
OG0000258	Prbd.g_01066	Prae.g_00177
OG0000259	Prbd.g_01065	Prae.g_00178
OG0000260	Prbd.g_01064	Prae.g_00179
OG0000261	Prbd.g_01063	Prae.g_00180
OG0000262	Prbd.g_01062	Prae.g_00181
OG0000263	Prbd.g_01061	Prae.g_00182
OG0000264	Prbd.g_01059	Prae.g_00184
OG0000265	Prbd.g_01058	Prae.g_00185
OG0000266	Prbd.g_01057	Prae.g_00186
OG0000267	Prbd.g_01055	Prae.g_00188
OG0000268	Prbd.g_01054	Prae.g_00189
OG0000269	Prbd.g_01053	Prae.g_00190
OG0000270	Prbd.g_01052	Prae.g_00191
OG0000271	Prbd.g_01051	Prae.g_00192
OG0000272	Prbd.g_01050	Prae.g_00193
OG0000273	Prbd.g_01049	Prae.g_00194
OG0000274	Prbd.g_01048	Prae.g_00195
OG0000275	Prbd.g_01047	Prae.g_00196
OG0000276	Prbd.g_01046	Prae.g_00197
OG0000277	Prbd.g_01045	Prae.g_00198
OG0000278	Prbd.g_01044	Prae.g_00199
OG0000279	Prbd.g_01043	Prae.g_00200
OG0000280	Prbd.g_01042	Prae.g_00201
OG0000281	Prbd.g_01040	Prae.g_00203
OG0000282	Prbd.g_01039	Prae.g_00204
OG0000283	Prbd.g_01036	Prae.g_00207
OG0000284	Prbd.g_01035	Prae.g_00208
OG0000285	Prbd.g_01034	Prae.g_00209
OG0000286	Prbd.g_01032	Prae.g_00211
OG0000287	Prbd.g_01031	Prae.g_00212
OG0000288	Prbd.g_01030	Prae.g_00213
OG0000289	Prbd.g_01029	Prae.g_00214
OG0000290	Prbd.g_01028	Prae.g_00215
OG0000291	Prbd.g_01027	Prae.g_00216
OG0000292	Prbd.g_01026	Prae.g_00217
OG0000293	Prbd.g_01025	Prae.g_00218
OG0000294	Prbd.g_01024	Prae.g_00219
OG0000295	Prbd.g_01023	Prae.g_00220
OG0000296	Prbd.g_01022	Prae.g_00221
OG0000297	Prbd.g_01021	Prae.g_00222
OG0000298	Prbd.g_01020	Prae.g_00223
OG0000299	Prbd.g_01019	Prae.g_00224
OG0000300	Prbd.g_01018	Prae.g_00225
OG0000301	Prbd.g_01017	Prae.g_00226
OG0000302	Prbd.g_01016	Prae.g_00227
OG0000303	Prbd.g_01015	Prae.g_00228
OG0000304	Prbd.g_01013	Prae.g_00229
OG0000305	Prbd.g_01012	Prae.g_00230
OG0000306	Prbd.g_01011	Prae.g_00231
OG0000307	Prbd.g_01010	Prae.g_00232
OG0000308	Prbd.g_01009	Prae.g_00233
OG0000309	Prbd.g_01008	Prae.g_00234
OG0000310	Prbd.g_01007	Prae.g_00235
OG0000311	Prbd.g_01006	Prae.g_00236
OG0000312	Prbd.g_01004	Prae.g_00238
OG0000313	Prbd.g_01003	Prae.g_00239
OG0000314	Prbd.g_01000	Prae.g_00242
OG0000315	Prbd.g_00999	Prae.g_00243
OG0000316	Prbd.g_00997	Prae.g_00245
OG0000317	Prbd.g_00995	Prae.g_00247
OG0000318	Prbd.g_00994	Prae.g_00248
OG0000319	Prbd.g_00993	Prae.g_00249
OG0000320	Prbd.g_00992	Prae.g_00250
OG0000321	Prbd.g_00989	Prae.g_00253
OG0000322	Prbd.g_00986	Prae.g_00256
OG0000323	Prbd.g_00985	Prae.g_00257
OG0000324	Prbd.g_00982	Prae.g_00260
OG0000325	Prbd.g_00980	Prae.g_00262
OG0000326	Prbd.g_00979	Prae.g_00263
OG0000327	Prbd.g_00977	Prae.g_00265
OG0000328	Prbd.g_00976	Prae.g_00266
OG0000329	Prbd.g_00975	Prae.g_00267
OG0000330	Prbd.g_00974	Prae.g_00268
OG0000331	Prbd.g_00973	Prae.g_00269
OG0000332	Prbd.g_00972	Prae.g_00270
OG0000333	Prbd.g_00971	Prae.g_00271
OG0000334	Prbd.g_00970	Prae.g_00272
OG0000335	Prbd.g_00969	Prae.g_00273
OG0000336	Prbd.g_00968	Prae.g_00274
OG0000337	Prbd.g_00964	Prae.g_00276
OG0000338	Prbd.g_00963	Prae.g_00277
OG0000339	Prbd.g_00962	Prae.g_00278
OG0000340	Prbd.g_00961	Prae.g_00279
OG0000341	Prbd.g_00957	Prae.g_00283
OG0000342	Prbd.g_00956	Prae.g_00284
OG0000343	Prbd.g_00954	Prae.g_00286
OG0000344	Prbd.g_00953	Prae.g_00287
OG0000345	Prbd.g_00952	Prae.g_00288
OG0000346	Prbd.g_00951	Prae.g_00289
OG0000347	Prbd.g_00950	Prae.g_00290
OG0000348	Prbd.g_00949	Prae.g_00291
OG0000349	Prbd.g_00948	Prae.g_00292
OG0000350	Prbd.g_00947	Prae.g_00293
OG0000351	Prbd.g_00944	Prae.g_00296
OG0000352	Prbd.g_00941	Prae.g_00299
OG0000353	Prbd.g_00940	Prae.g_00300
OG0000354	Prbd.g_00939	Prae.g_00301
OG0000355	Prbd.g_00938	Prae.g_00302
OG0000356	Prbd.g_00937	Prae.g_00303
OG0000357	Prbd.g_00936	Prae.g_00304
OG0000358	Prbd.g_00935	Prae.g_00305
OG0000359	Prbd.g_00934	Prae.g_00306
OG0000360	Prbd.g_00931	Prae.g_00309
OG0000361	Prbd.g_00930	Prae.g_00310
OG0000362	Prbd.g_00929	Prae.g_00311
OG0000363	Prbd.g_00928	Prae.g_00312
OG0000364	Prbd.g_00927	Prae.g_00313
OG0000365	Prbd.g_00926	Prae.g_00314
OG0000366	Prbd.g_00925	Prae.g_00315
OG0000367	Prbd.g_00924	Prae.g_00316
OG0000368	Prbd.g_00923	Prae.g_00317
OG0000369	Prbd.g_00922	Prae.g_00318
OG0000370	Prbd.g_00921	Prae.g_00319
OG0000371	Prbd.g_00920	Prae.g_00320
OG0000372	Prbd.g_00918	Prae.g_00322
OG0000373	Prbd.g_00916	Prae.g_00324
OG0000374	Prbd.g_00915	Prae.g_00325
OG0000375	Prbd.g_00914	Prae.g_00326
OG0000376	Prbd.g_00912	Prae.g_00328
OG0000377	Prbd.g_00911	Prae.g_00329
OG0000378	Prbd.g_00910	Prae.g_00330
OG0000379	Prbd.g_00905	Prae.g_00335
OG0000380	Prbd.g_00904	Prae.g_00336
OG0000381	Prbd.g_00903	Prae.g_00337
OG0000382	Prbd.g_00901	Prae.g_00338
OG0000383	Prbd.g_00898	Prae.g_00341
OG0000384	Prbd.g_00897	Prae.g_00342
OG0000385	Prbd.g_00894	Prae.g_00344
OG0000386	Prbd.g_00893	Prae.g_00345
OG0000387	Prbd.g_00892	Prae.g_00346
OG0000388	Prbd.g_00891	Prae.g_00347
OG0000389	Prbd.g_00890	Prae.g_00348
OG0000390	Prbd.g_00889	Prae.g_00349
OG0000391	Prbd.g_00888	Prae.g_00350
OG0000392	Prbd.g_00887	Prae.g_00351
OG0000393	Prbd.g_00884	Prae.g_00354
OG0000394	Prbd.g_00883	Prae.g_00355
OG0000395	Prbd.g_00881	Prae.g_00357
OG0000396	Prbd.g_00880	Prae.g_00358
OG0000397	Prbd.g_00867	Prae.g_00371
OG0000398	Prbd.g_00859	Prae.g_00379
OG0000399	Prbd.g_00858	Prae.g_00380
OG0000400	Prbd.g_00852	Prae.g_00385
OG0000401	Prbd.g_00811	Prae.g_00405
OG0000402	Prbd.g_00810	Prae.g_00406
OG0000403	Prbd.g_00809	Prae.g_00407
OG0000404	Prbd.g_00807	Prae.g_00409
OG0000405	Prbd.g_00806	Prae.g_00410
OG0000406	Prbd.g_00804	Prae.g_00412
OG0000407	Prbd.g_00803	Prae.g_00413
OG0000408	Prbd.g_00802	Prae.g_00414
OG0000409	Prbd.g_00801	Prae.g_00415
OG0000410	Prbd.g_00800	Prae.g_00416
OG0000411	Prbd.g_00799	Prae.g_00417
OG0000412	Prbd.g_00798	Prae.g_00418
OG0000413	Prbd.g_00797	Prae.g_00419
OG0000414	Prbd.g_00796	Prae.g_00420
OG0000415	Prbd.g_00795	Prae.g_00421
OG0000416	Prbd.g_00794	Prae.g_00422
OG0000417	Prbd.g_00793	Prae.g_00423
OG0000418	Prbd.g_00792	Prae.g_00424
OG0000419	Prbd.g_00791	Prae.g_00425
OG0000420	Prbd.g_00790	Prae.g_00426
OG0000421	Prbd.g_00789	Prae.g_00427
OG0000422	Prbd.g_00787	Prae.g_00429
OG0000423	Prbd.g_00786	Prae.g_00430
OG0000424	Prbd.g_00784	Prae.g_00432
OG0000425	Prbd.g_00781	Prae.g_00435
OG0000426	Prbd.g_00780	Prae.g_00436
OG0000427	Prbd.g_00779	Prae.g_00437
OG0000428	Prbd.g_00778	Prae.g_00438
OG0000429	Prbd.g_00777	Prae.g_00439
OG0000430	Prbd.g_00771	Prae.g_00445
OG0000431	Prbd.g_00769	Prae.g_00447
OG0000432	Prbd.g_00768	Prae.g_00448
OG0000433	Prbd.g_00765	Prae.g_00451
OG0000434	Prbd.g_00764	Prae.g_00452
OG0000435	Prbd.g_00763	Prae.g_00453
OG0000436	Prbd.g_00761	Prae.g_00455
OG0000437	Prbd.g_00759	Prae.g_00457
OG0000438	Prbd.g_00758	Prae.g_00458
OG0000439	Prbd.g_00757	Prae.g_00459
OG0000440	Prbd.g_00755	Prae.g_00461
OG0000441	Prbd.g_00754	Prae.g_00462
OG0000442	Prbd.g_00753	Prae.g_00463
OG0000443	Prbd.g_00752	Prae.g_00464
OG0000444	Prbd.g_00751	Prae.g_00465
OG0000445	Prbd.g_00750	Prae.g_00466
OG0000446	Prbd.g_00749	Prae.g_00467
OG0000447	Prbd.g_00748	Prae.g_00468
OG0000448	Prbd.g_00747	Prae.g_00469
OG0000449	Prbd.g_00742	Prae.g_00474
OG0000450	Prbd.g_00741	Prae.g_00475
OG0000451	Prbd.g_00740	Prae.g_00476
OG0000452	Prbd.g_00739	Prae.g_00477
OG0000453	Prbd.g_00737	Prae.g_00479
OG0000454	Prbd.g_00736	Prae.g_00480
OG0000455	Prbd.g_00735	Prae.g_00481
OG0000456	Prbd.g_00734	Prae.g_00482
OG0000457	Prbd.g_00732	Prae.g_00484
OG0000458	Prbd.g_00730	Prae.g_00486
OG0000459	Prbd.g_00729	Prae.g_00487
OG0000460	Prbd.g_00727	Prae.g_00489
OG0000461	Prbd.g_00726	Prae.g_00490
OG0000462	Prbd.g_00725	Prae.g_00491
OG0000463	Prbd.g_00724	Prae.g_00492
OG0000464	Prbd.g_00719	Prae.g_00497
OG0000465	Prbd.g_00717	Prae.g_00499
OG0000466	Prbd.g_00716	Prae.g_00500
OG0000467	Prbd.g_00715	Prae.g_00501
OG0000468	Prbd.g_00714	Prae.g_00502
OG0000469	Prbd.g_00713	Prae.g_00503
OG0000470	Prbd.g_00712	Prae.g_00504
OG0000471	Prbd.g_00711	Prae.g_00505
OG0000472	Prbd.g_00708	Prae.g_00509
OG0000473	Prbd.g_00707	Prae.g_00510
OG0000474	Prbd.g_00706	Prae.g_00511
OG0000475	Prbd.g_00705	Prae.g_00512
OG0000476	Prbd.g_00704	Prae.g_00513
OG0000477	Prbd.g_00702	Prae.g_00515
OG0000478	Prbd.g_00701	Prae.g_00516
OG0000479	Prbd.g_00700	Prae.g_00517
OG0000480	Prbd.g_00698	Prae.g_00519
OG0000481	Prbd.g_00697	Prae.g_00520
OG0000482	Prbd.g_00696	Prae.g_00521
OG0000483	Prbd.g_00695	Prae.g_00522
OG0000484	Prbd.g_00694	Prae.g_00523
OG0000485	Prbd.g_00693	Prae.g_00524
OG0000486	Prbd.g_00692	Prae.g_00525
OG0000487	Prbd.g_00691	Prae.g_00526
OG0000488	Prbd.g_00689	Prae.g_00528
OG0000489	Prbd.g_00688	Prae.g_00529
OG0000490	Prbd.g_00687	Prae.g_00530
OG0000491	Prbd.g_00686	Prae.g_00531
OG0000492	Prbd.g_00685	Prae.g_00532
OG0000493	Prbd.g_00684	Prae.g_00533
OG0000494	Prbd.g_00682	Prae.g_00535
OG0000495	Prbd.g_00681	Prae.g_00536
OG0000496	Prbd.g_00680	Prae.g_00537
OG0000497	Prbd.g_00679	Prae.g_00538
OG0000498	Prbd.g_00678	Prae.g_00539
OG0000499	Prbd.g_00676	Prae.g_00541
OG0000500	Prbd.g_00675	Prae.g_00542
OG0000501	Prbd.g_00673	Prae.g_00544
OG0000502	Prbd.g_00672	Prae.g_00545
OG0000503	Prbd.g_00671	Prae.g_00546
OG0000504	Prbd.g_00670	Prae.g_00547
OG0000505	Prbd.g_00669	Prae.g_00548
OG0000506	Prbd.g_00668	Prae.g_00549
OG0000507	Prbd.g_00667	Prae.g_00550
OG0000508	Prbd.g_00665	Prae.g_00552
OG0000509	Prbd.g_00664	Prae.g_00553
OG0000510	Prbd.g_00663	Prae.g_00554
OG0000511	Prbd.g_00662	Prae.g_00555
OG0000512	Prbd.g_00661	Prae.g_00556
OG0000513	Prbd.g_00660	Prae.g_00557
OG0000514	Prbd.g_00659	Prae.g_00558
OG0000515	Prbd.g_00657	Prae.g_00560
OG0000516	Prbd.g_00656	Prae.g_00561
OG0000517	Prbd.g_00655	Prae.g_00562
OG0000518	Prbd.g_00653	Prae.g_00565
OG0000519	Prbd.g_00652	Prae.g_00566
OG0000520	Prbd.g_00651	Prae.g_00567
OG0000521	Prbd.g_00650	Prae.g_00568
OG0000522	Prbd.g_00649	Prae.g_00569
OG0000523	Prbd.g_00648	Prae.g_00570
OG0000524	Prbd.g_00647	Prae.g_00571
OG0000525	Prbd.g_00645	Prae.g_00573
OG0000526	Prbd.g_00644	Prae.g_00574
OG0000527	Prbd.g_00643	Prae.g_00575
OG0000528	Prbd.g_00642	Prae.g_00576
OG0000529	Prbd.g_00641	Prae.g_00577
OG0000530	Prbd.g_00640	Prae.g_00578
OG0000531	Prbd.g_00639	Prae.g_00579
OG0000532	Prbd.g_00638	Prae.g_00580
OG0000533	Prbd.g_00637	Prae.g_00581
OG0000534	Prbd.g_00636	Prae.g_00582
OG0000535	Prbd.g_00635	Prae.g_00583
OG0000536	Prbd.g_00634	Prae.g_00584
OG0000537	Prbd.g_00633	Prae.g_00585
OG0000538	Prbd.g_00632	Prae.g_00586
OG0000539	Prbd.g_00631	Prae.g_00587
OG0000540	Prbd.g_00630	Prae.g_00588
OG0000541	Prbd.g_00629	Prae.g_00589
OG0000542	Prbd.g_00628	Prae.g_00590
OG0000543	Prbd.g_00627	Prae.g_00591
OG0000544	Prbd.g_00626	Prae.g_00592
OG0000545	Prbd.g_00623	Prae.g_00595
OG0000546	Prbd.g_00622	Prae.g_00596
OG0000547	Prbd.g_00620	Prae.g_00598
OG0000548	Prbd.g_00619	Prae.g_00599
