Orthogroup	Prbd	Prbg
OG0000079	Prbd.g_01610	Prbg.g_00676
OG0000080	Prbd.g_01561	Prbg.g_00414
OG0000081	Prbd.g_01361	Prbg.g_01819
OG0000083	Prbd.g_01234	Prbg.g_00770
OG0000084	Prbd.g_01231	Prbg.g_00773
OG0000085	Prbd.g_01214	Prbg.g_00851
OG0000087	Prbd.g_01188	Prbg.g_00822
OG0000088	Prbd.g_01131	Prbg.g_00887
OG0000089	Prbd.g_01122	Prbg.g_00896
OG0000090	Prbd.g_01104, Prbd.g_01103	Prbg.g_00913
OG0000091	Prbd.g_01071	Prbg.g_00947
OG0000092	Prbd.g_01070	Prbg.g_00948
OG0000093	Prbd.g_01056	Prbg.g_00962
OG0000094	Prbd.g_01038	Prbg.g_00981
OG0000095	Prbd.g_01033	Prbg.g_00986
OG0000096	Prbd.g_00988	Prbg.g_01034
OG0000097	Prbd.g_00965	Prbg.g_00053
OG0000099	Prbd.g_00945	Prbg.g_00074
OG0000100	Prbd.g_00942	Prbg.g_00077
OG0000101	Prbd.g_00882	Prbg.g_00139
OG0000102	Prbd.g_00855	Prbg.g_00459
OG0000103	Prbd.g_00766	Prbg.g_00195
OG0000104	Prbd.g_00762	Prbg.g_00199
OG0000105	Prbd.g_00743	Prbg.g_00219
OG0000106	Prbd.g_00710	Prbg.g_00249
OG0000107	Prbd.g_00709	Prbg.g_00250
OG0000108	Prbd.g_00699	Prbg.g_00260
OG0000109	Prbd.g_00690	Prbg.g_00270
OG0000110	Prbd.g_00674	Prbg.g_00287
OG0000111	Prbd.g_00593	Prbg.g_01405
OG0000112	Prbd.g_00592	Prbg.g_01404
OG0000113	Prbd.g_00029	Prbg.g_01354
OG0000114	Prbd.g_00100	Prbg.g_01157
OG0000115	Prbd.g_00264	Prbg.g_01287
OG0000116	Prbd.g_00268	Prbg.g_01291
OG0000117	Prbd.g_00337	Prbg.g_01237
OG0000118	Prbd.g_00389	Prbg.g_01531
OG0000119	Prbd.g_00430	Prbg.g_00752
OG0000120	Prbd.g_00474	Prbg.g_01480
OG0000121	Prbd.g_00493	Prbg.g_01457
OG0000122	Prbd.g_00512	Prbg.g_01437
OG0000123	Prbd.g_00525	Prbg.g_00352
OG0000124	Prbd.g_01921	Prbg.g_00687
OG0000125	Prbd.g_01789	Prbg.g_00490
OG0000126	Prbd.g_01764	Prbg.g_00529
OG0000127	Prbd.g_01702	Prbg.g_00579
OG0000128	Prbd.g_01688	Prbg.g_00592
OG0000129	Prbd.g_01652	Prbg.g_00628
OG0000130	Prbd.g_01527	Prbg.g_01647
OG0000131	Prbd.g_01489	Prbg.g_01686
OG0000132	Prbd.g_01486	Prbg.g_01689
OG0000133	Prbd.g_01432	Prbg.g_01743
OG0000134	Prbd.g_01396	Prbg.g_01779
OG0000135	Prbd.g_01394	Prbg.g_01781
OG0000136	Prbd.g_01350	Prbg.g_01831
OG0000137	Prbd.g_01317	Prbg.g_01865
OG0000138	Prbd.g_01281	Prbg.g_01900
OG0000139	Prbd.g_01255	Prbg.g_01931
OG0000140	Prbd.g_01236	Prbg.g_00768
OG0000141	Prbd.g_01235	Prbg.g_00769
OG0000142	Prbd.g_01233	Prbg.g_00771
OG0000143	Prbd.g_01232	Prbg.g_00772
OG0000144	Prbd.g_01230	Prbg.g_00774
OG0000145	Prbd.g_01229	Prbg.g_00775
OG0000146	Prbd.g_01228	Prbg.g_00776
OG0000147	Prbd.g_01227	Prbg.g_00777
OG0000148	Prbd.g_01225	Prbg.g_00779
OG0000149	Prbd.g_01223	Prbg.g_00860
OG0000150	Prbd.g_01222	Prbg.g_00859
OG0000151	Prbd.g_01221	Prbg.g_00858
OG0000152	Prbd.g_01220	Prbg.g_00857
OG0000153	Prbd.g_01219	Prbg.g_00856
OG0000154	Prbd.g_01218	Prbg.g_00855
OG0000155	Prbd.g_01217	Prbg.g_00854
OG0000156	Prbd.g_01216	Prbg.g_00853
OG0000157	Prbd.g_01215	Prbg.g_00852
OG0000158	Prbd.g_01213	Prbg.g_00850
OG0000159	Prbd.g_01212	Prbg.g_00849
OG0000160	Prbd.g_01211	Prbg.g_00848
OG0000161	Prbd.g_01210	Prbg.g_00847
OG0000162	Prbd.g_01209	Prbg.g_00846
OG0000163	Prbd.g_01208	Prbg.g_00844
OG0000164	Prbd.g_01205	Prbg.g_00841
OG0000165	Prbd.g_01202	Prbg.g_00838
OG0000166	Prbd.g_01201	Prbg.g_00837
OG0000167	Prbd.g_01200	Prbg.g_00836
OG0000168	Prbd.g_01198	Prbg.g_00834
OG0000169	Prbd.g_01196	Prbg.g_00832
OG0000170	Prbd.g_01195	Prbg.g_00830
OG0000171	Prbd.g_01194	Prbg.g_00829
OG0000172	Prbd.g_01192	Prbg.g_00828
OG0000173	Prbd.g_01191	Prbg.g_00825
OG0000174	Prbd.g_01190	Prbg.g_00824
OG0000175	Prbd.g_01189	Prbg.g_00823
OG0000176	Prbd.g_01187	Prbg.g_00821
OG0000177	Prbd.g_01186	Prbg.g_00820
OG0000178	Prbd.g_01185	Prbg.g_00818
OG0000179	Prbd.g_01180	Prbg.g_00806
OG0000180	Prbd.g_01179	Prbg.g_00805
OG0000181	Prbd.g_01178	Prbg.g_00804
OG0000182	Prbd.g_01175	Prbg.g_00800
OG0000183	Prbd.g_01174	Prbg.g_00799
OG0000184	Prbd.g_01171	Prbg.g_00796
OG0000185	Prbd.g_01167	Prbg.g_00792
OG0000186	Prbd.g_01166	Prbg.g_00791
OG0000187	Prbd.g_01165	Prbg.g_00017
OG0000188	Prbd.g_01164	Prbg.g_00790
OG0000189	Prbd.g_01163	Prbg.g_00789
OG0000190	Prbd.g_01162	Prbg.g_00788
OG0000191	Prbd.g_01161	Prbg.g_00787
OG0000192	Prbd.g_01160	Prbg.g_00786
OG0000193	Prbd.g_01159	Prbg.g_00785
OG0000194	Prbd.g_01158	Prbg.g_00784
OG0000195	Prbd.g_01156	Prbg.g_00782
OG0000196	Prbd.g_01155	Prbg.g_00781
OG0000197	Prbd.g_01154	Prbg.g_00780
OG0000198	Prbd.g_01153	Prbg.g_00861
OG0000199	Prbd.g_01150	Prbg.g_00864
OG0000200	Prbd.g_01149	Prbg.g_00865
OG0000201	Prbd.g_01148	Prbg.g_00866
OG0000202	Prbd.g_01147	Prbg.g_00868
OG0000203	Prbd.g_01146	Prbg.g_00869
OG0000204	Prbd.g_01145	Prbg.g_00870
OG0000205	Prbd.g_01144	Prbg.g_00872
OG0000206	Prbd.g_01143	Prbg.g_00873
OG0000207	Prbd.g_01142	Prbg.g_00874
OG0000208	Prbd.g_01141	Prbg.g_00875
OG0000209	Prbd.g_01140	Prbg.g_00876
OG0000210	Prbd.g_01138	Prbg.g_00877
OG0000211	Prbd.g_01137	Prbg.g_00879
OG0000212	Prbd.g_01136	Prbg.g_00880
OG0000213	Prbd.g_01135	Prbg.g_00881
OG0000214	Prbd.g_01133	Prbg.g_00885
OG0000215	Prbd.g_01132	Prbg.g_00886
OG0000216	Prbd.g_01130	Prbg.g_00888
OG0000217	Prbd.g_01128	Prbg.g_00889
OG0000218	Prbd.g_01127	Prbg.g_00890
OG0000219	Prbd.g_01126	Prbg.g_00891
OG0000220	Prbd.g_01123	Prbg.g_00894
OG0000221	Prbd.g_01121	Prbg.g_00897
OG0000222	Prbd.g_01120	Prbg.g_00898
OG0000223	Prbd.g_01119	Prbg.g_00899
OG0000224	Prbd.g_01116	Prbg.g_00901
OG0000225	Prbd.g_01114	Prbg.g_00903
OG0000226	Prbd.g_01113	Prbg.g_00905
OG0000227	Prbd.g_01112	Prbg.g_00906
OG0000228	Prbd.g_01111	Prbg.g_00907
OG0000229	Prbd.g_01110	Prbg.g_00908
OG0000230	Prbd.g_01109	Prbg.g_00909
OG0000231	Prbd.g_01107	Prbg.g_01349
OG0000232	Prbd.g_01106	Prbg.g_00911
OG0000233	Prbd.g_01102	Prbg.g_00914
OG0000234	Prbd.g_01100	Prbg.g_00916
OG0000235	Prbd.g_01095	Prbg.g_00922
OG0000236	Prbd.g_01094	Prbg.g_00923
OG0000237	Prbd.g_01093	Prbg.g_00924
OG0000238	Prbd.g_01092	Prbg.g_00925
OG0000239	Prbd.g_01091	Prbg.g_00926
OG0000240	Prbd.g_01089	Prbg.g_00928
OG0000241	Prbd.g_01088	Prbg.g_00929
OG0000242	Prbd.g_01087	Prbg.g_00930
OG0000243	Prbd.g_01086	Prbg.g_00931
OG0000244	Prbd.g_01085	Prbg.g_00932
OG0000245	Prbd.g_01084	Prbg.g_00934
OG0000246	Prbd.g_01082	Prbg.g_00936
OG0000247	Prbd.g_01081	Prbg.g_00937
OG0000248	Prbd.g_01080	Prbg.g_00938
OG0000249	Prbd.g_01079	Prbg.g_00939
OG0000250	Prbd.g_01078	Prbg.g_00940
OG0000251	Prbd.g_01077	Prbg.g_00941
OG0000252	Prbd.g_01076	Prbg.g_00942
OG0000253	Prbd.g_01075	Prbg.g_00943
OG0000254	Prbd.g_01073	Prbg.g_00945
OG0000255	Prbd.g_01072	Prbg.g_00946
OG0000256	Prbd.g_01069	Prbg.g_00949
OG0000257	Prbd.g_01067	Prbg.g_00951
OG0000258	Prbd.g_01066	Prbg.g_00952
OG0000259	Prbd.g_01065	Prbg.g_00953
OG0000260	Prbd.g_01064	Prbg.g_00954
OG0000261	Prbd.g_01063	Prbg.g_00955
OG0000262	Prbd.g_01062	Prbg.g_00956
OG0000263	Prbd.g_01061	Prbg.g_00957
OG0000264	Prbd.g_01059	Prbg.g_00959
OG0000265	Prbd.g_01058	Prbg.g_00960
OG0000266	Prbd.g_01057	Prbg.g_00961
OG0000267	Prbd.g_01055	Prbg.g_00963
OG0000268	Prbd.g_01054	Prbg.g_00965
OG0000269	Prbd.g_01053	Prbg.g_00966
OG0000270	Prbd.g_01052	Prbg.g_00967
OG0000271	Prbd.g_01051	Prbg.g_00968
OG0000272	Prbd.g_01050	Prbg.g_00969
OG0000273	Prbd.g_01049	Prbg.g_00970
OG0000274	Prbd.g_01048	Prbg.g_00971
OG0000275	Prbd.g_01047	Prbg.g_00972
OG0000276	Prbd.g_01046	Prbg.g_00973
OG0000277	Prbd.g_01045	Prbg.g_00974
OG0000278	Prbd.g_01044	Prbg.g_00975
OG0000279	Prbd.g_01043	Prbg.g_00976
OG0000280	Prbd.g_01042	Prbg.g_00977
OG0000281	Prbd.g_01040	Prbg.g_00979
OG0000282	Prbd.g_01039	Prbg.g_00980
OG0000283	Prbd.g_01036	Prbg.g_00983
OG0000284	Prbd.g_01035	Prbg.g_00984
OG0000285	Prbd.g_01034	Prbg.g_00985
OG0000286	Prbd.g_01032	Prbg.g_00987
OG0000287	Prbd.g_01031	Prbg.g_00989
OG0000288	Prbd.g_01030	Prbg.g_00990
OG0000289	Prbd.g_01029	Prbg.g_00991
OG0000290	Prbd.g_01028	Prbg.g_00992
OG0000291	Prbd.g_01027	Prbg.g_00993
OG0000292	Prbd.g_01026	Prbg.g_00994
OG0000293	Prbd.g_01025	Prbg.g_00995
OG0000294	Prbd.g_01024	Prbg.g_00996
OG0000295	Prbd.g_01023	Prbg.g_00997
OG0000296	Prbd.g_01022	Prbg.g_00998
OG0000297	Prbd.g_01021	Prbg.g_00999
OG0000298	Prbd.g_01020	Prbg.g_01000
OG0000299	Prbd.g_01019	Prbg.g_01001
OG0000300	Prbd.g_01018	Prbg.g_01002
OG0000301	Prbd.g_01017	Prbg.g_01003
OG0000302	Prbd.g_01016	Prbg.g_01004
OG0000303	Prbd.g_01015	Prbg.g_01005
OG0000304	Prbd.g_01013	Prbg.g_01007
OG0000305	Prbd.g_01012	Prbg.g_01008
OG0000306	Prbd.g_01011	Prbg.g_01009
OG0000307	Prbd.g_01010	Prbg.g_01011
OG0000308	Prbd.g_01009	Prbg.g_01012
OG0000309	Prbd.g_01008	Prbg.g_01013
OG0000310	Prbd.g_01007	Prbg.g_01014
OG0000311	Prbd.g_01006	Prbg.g_01015
OG0000312	Prbd.g_01004	Prbg.g_01017
OG0000313	Prbd.g_01003	Prbg.g_01018
OG0000314	Prbd.g_01000	Prbg.g_01022
OG0000315	Prbd.g_00999	Prbg.g_01023
OG0000316	Prbd.g_00997	Prbg.g_01025
OG0000317	Prbd.g_00995	Prbg.g_01027
OG0000318	Prbd.g_00994	Prbg.g_01028
OG0000319	Prbd.g_00993	Prbg.g_01029
OG0000320	Prbd.g_00992	Prbg.g_01030
OG0000321	Prbd.g_00989	Prbg.g_01033
OG0000322	Prbd.g_00986	Prbg.g_01037
OG0000323	Prbd.g_00985	Prbg.g_01038
OG0000324	Prbd.g_00982	Prbg.g_01041
OG0000325	Prbd.g_00980	Prbg.g_01042
OG0000326	Prbd.g_00979	Prbg.g_01043
OG0000327	Prbd.g_00977	Prbg.g_01045
OG0000328	Prbd.g_00976	Prbg.g_01046
OG0000329	Prbd.g_00975	Prbg.g_00042
OG0000330	Prbd.g_00974	Prbg.g_00043
OG0000331	Prbd.g_00973	Prbg.g_00045
OG0000332	Prbd.g_00972	Prbg.g_00046
OG0000333	Prbd.g_00971	Prbg.g_00047
OG0000334	Prbd.g_00970	Prbg.g_00048
OG0000335	Prbd.g_00969	Prbg.g_00049
OG0000336	Prbd.g_00968	Prbg.g_00051
OG0000337	Prbd.g_00964	Prbg.g_00054
OG0000338	Prbd.g_00963	Prbg.g_00055
OG0000339	Prbd.g_00962	Prbg.g_00056
OG0000340	Prbd.g_00961	Prbg.g_00057
OG0000341	Prbd.g_00957	Prbg.g_00061
OG0000342	Prbd.g_00956	Prbg.g_00062
OG0000343	Prbd.g_00954	Prbg.g_00065
OG0000344	Prbd.g_00953	Prbg.g_00066
OG0000345	Prbd.g_00952	Prbg.g_00067
OG0000346	Prbd.g_00951	Prbg.g_00068
OG0000347	Prbd.g_00950	Prbg.g_00069
OG0000348	Prbd.g_00949	Prbg.g_00071
OG0000349	Prbd.g_00948	Prbg.g_00072
OG0000350	Prbd.g_00947	Prbg.g_00073
OG0000351	Prbd.g_00944	Prbg.g_00075
OG0000352	Prbd.g_00941	Prbg.g_00078
OG0000353	Prbd.g_00940	Prbg.g_00079
OG0000354	Prbd.g_00939	Prbg.g_00080
OG0000355	Prbd.g_00938	Prbg.g_00081
OG0000356	Prbd.g_00937	Prbg.g_00082
OG0000357	Prbd.g_00936	Prbg.g_00083
OG0000358	Prbd.g_00935	Prbg.g_00084
OG0000359	Prbd.g_00934	Prbg.g_00085
OG0000360	Prbd.g_00931	Prbg.g_00087
OG0000361	Prbd.g_00930	Prbg.g_00088
OG0000362	Prbd.g_00929	Prbg.g_00089
OG0000363	Prbd.g_00928	Prbg.g_00090
OG0000364	Prbd.g_00927	Prbg.g_00091
OG0000365	Prbd.g_00926	Prbg.g_00092
OG0000366	Prbd.g_00925	Prbg.g_00093
OG0000367	Prbd.g_00924	Prbg.g_00094
OG0000368	Prbd.g_00923	Prbg.g_00095
OG0000369	Prbd.g_00922	Prbg.g_00096
OG0000370	Prbd.g_00921	Prbg.g_00097
OG0000371	Prbd.g_00920	Prbg.g_00098
OG0000372	Prbd.g_00918	Prbg.g_00099
OG0000373	Prbd.g_00916	Prbg.g_00101
OG0000374	Prbd.g_00915	Prbg.g_00102
OG0000375	Prbd.g_00914	Prbg.g_00103
OG0000376	Prbd.g_00912	Prbg.g_00104
OG0000377	Prbd.g_00911	Prbg.g_00110
OG0000378	Prbd.g_00910	Prbg.g_00111
OG0000379	Prbd.g_00905	Prbg.g_00117
OG0000380	Prbd.g_00904	Prbg.g_00119
OG0000381	Prbd.g_00903	Prbg.g_00120
OG0000382	Prbd.g_00901	Prbg.g_00121
OG0000383	Prbd.g_00898	Prbg.g_00124
OG0000384	Prbd.g_00897	Prbg.g_00125
OG0000385	Prbd.g_00894	Prbg.g_00128
OG0000386	Prbd.g_00893	Prbg.g_00129
OG0000387	Prbd.g_00892	Prbg.g_00130
OG0000388	Prbd.g_00891	Prbg.g_00131
OG0000389	Prbd.g_00890	Prbg.g_00132
OG0000390	Prbd.g_00889	Prbg.g_01941
OG0000391	Prbd.g_00888	Prbg.g_01942
OG0000392	Prbd.g_00887	Prbg.g_01943
OG0000393	Prbd.g_00884	Prbg.g_00136
OG0000394	Prbd.g_00883	Prbg.g_00137
OG0000395	Prbd.g_00881	Prbg.g_00140
OG0000396	Prbd.g_00880	Prbg.g_01214
OG0000397	Prbd.g_00867	Prbg.g_01530
OG0000398	Prbd.g_00859	Prbg.g_01602
OG0000399	Prbd.g_00858	Prbg.g_01525
OG0000400	Prbd.g_00852	Prbg.g_01714
OG0000401	Prbd.g_00811	Prbg.g_00151
OG0000402	Prbd.g_00810	Prbg.g_00152
OG0000403	Prbd.g_00809	Prbg.g_00153
OG0000404	Prbd.g_00807	Prbg.g_00155
OG0000405	Prbd.g_00806	Prbg.g_00156
OG0000406	Prbd.g_00804	Prbg.g_00158
OG0000407	Prbd.g_00803	Prbg.g_00159
OG0000408	Prbd.g_00802	Prbg.g_00160
OG0000409	Prbd.g_00801	Prbg.g_00161
OG0000410	Prbd.g_00800	Prbg.g_00162
OG0000411	Prbd.g_00799	Prbg.g_00163
OG0000412	Prbd.g_00798	Prbg.g_00164
OG0000413	Prbd.g_00797	Prbg.g_00165
OG0000414	Prbd.g_00796	Prbg.g_00166
OG0000415	Prbd.g_00795	Prbg.g_00167
OG0000416	Prbd.g_00794	Prbg.g_00168
OG0000417	Prbd.g_00793	Prbg.g_00169
OG0000418	Prbd.g_00792	Prbg.g_00170
OG0000419	Prbd.g_00791	Prbg.g_00171
OG0000420	Prbd.g_00790	Prbg.g_00172
OG0000421	Prbd.g_00789	Prbg.g_00176
OG0000422	Prbd.g_00787	Prbg.g_00178
OG0000423	Prbd.g_00786	Prbg.g_00179
OG0000424	Prbd.g_00784	Prbg.g_00180
OG0000425	Prbd.g_00781	Prbg.g_00184
OG0000426	Prbd.g_00780	Prbg.g_00185
OG0000427	Prbd.g_00779	Prbg.g_00186
OG0000428	Prbd.g_00778	Prbg.g_00188
OG0000429	Prbd.g_00777	Prbg.g_00189
OG0000430	Prbd.g_00771	Prbg.g_00190
OG0000431	Prbd.g_00769	Prbg.g_00192
OG0000432	Prbd.g_00768	Prbg.g_00193
OG0000433	Prbd.g_00765	Prbg.g_00196
OG0000434	Prbd.g_00764	Prbg.g_00197
OG0000435	Prbd.g_00763	Prbg.g_00198
OG0000436	Prbd.g_00761	Prbg.g_00200
OG0000437	Prbd.g_00759	Prbg.g_00202
OG0000438	Prbd.g_00758	Prbg.g_00203
OG0000439	Prbd.g_00757	Prbg.g_00204
OG0000440	Prbd.g_00755	Prbg.g_00206
OG0000441	Prbd.g_00754	Prbg.g_00207
OG0000442	Prbd.g_00753	Prbg.g_00208
OG0000443	Prbd.g_00752	Prbg.g_00209
OG0000444	Prbd.g_00751	Prbg.g_00210
OG0000445	Prbd.g_00750	Prbg.g_00211
OG0000446	Prbd.g_00749	Prbg.g_00212
OG0000447	Prbd.g_00748	Prbg.g_00213
OG0000448	Prbd.g_00747	Prbg.g_00214
OG0000449	Prbd.g_00742	Prbg.g_00220
OG0000450	Prbd.g_00741	Prbg.g_00221
OG0000451	Prbd.g_00740	Prbg.g_00222
OG0000452	Prbd.g_00739	Prbg.g_00223
OG0000453	Prbd.g_00737	Prbg.g_00224
OG0000454	Prbd.g_00736	Prbg.g_00225
OG0000455	Prbd.g_00735	Prbg.g_00226
OG0000456	Prbd.g_00734	Prbg.g_00227
OG0000457	Prbd.g_00732	Prbg.g_00229
OG0000458	Prbd.g_00730	Prbg.g_00231
OG0000459	Prbd.g_00729	Prbg.g_00232
OG0000460	Prbd.g_00727	Prbg.g_00234
OG0000461	Prbd.g_00726	Prbg.g_00235
OG0000462	Prbd.g_00725	Prbg.g_00236
OG0000463	Prbd.g_00724	Prbg.g_00237
OG0000464	Prbd.g_00719	Prbg.g_00241
OG0000465	Prbd.g_00717	Prbg.g_00242
OG0000466	Prbd.g_00716	Prbg.g_00243
OG0000467	Prbd.g_00715	Prbg.g_00244
OG0000468	Prbd.g_00714	Prbg.g_00245
OG0000469	Prbd.g_00713	Prbg.g_00246
OG0000470	Prbd.g_00712	Prbg.g_00247
OG0000471	Prbd.g_00711	Prbg.g_00248
OG0000472	Prbd.g_00708	Prbg.g_00251
OG0000473	Prbd.g_00707	Prbg.g_00252
OG0000474	Prbd.g_00706	Prbg.g_00253
OG0000475	Prbd.g_00705	Prbg.g_00254
OG0000476	Prbd.g_00704	Prbg.g_00255
OG0000477	Prbd.g_00702	Prbg.g_00257
OG0000478	Prbd.g_00701	Prbg.g_00258
OG0000479	Prbd.g_00700	Prbg.g_00259
OG0000480	Prbd.g_00698	Prbg.g_00261
OG0000481	Prbd.g_00697	Prbg.g_00262
OG0000482	Prbd.g_00696	Prbg.g_00264
OG0000483	Prbd.g_00695	Prbg.g_00265
OG0000484	Prbd.g_00694	Prbg.g_00266
OG0000485	Prbd.g_00693	Prbg.g_00267
OG0000486	Prbd.g_00692	Prbg.g_00268
OG0000487	Prbd.g_00691	Prbg.g_00269
OG0000488	Prbd.g_00689	Prbg.g_00271
OG0000489	Prbd.g_00688	Prbg.g_00272
OG0000490	Prbd.g_00687	Prbg.g_00273
OG0000491	Prbd.g_00686	Prbg.g_00274
OG0000492	Prbd.g_00685	Prbg.g_00275
OG0000493	Prbd.g_00684	Prbg.g_00276
OG0000494	Prbd.g_00682	Prbg.g_00277
OG0000495	Prbd.g_00681	Prbg.g_00278
OG0000496	Prbd.g_00680	Prbg.g_00280
OG0000497	Prbd.g_00679	Prbg.g_00282
OG0000498	Prbd.g_00678	Prbg.g_00283
OG0000499	Prbd.g_00676	Prbg.g_00285
OG0000500	Prbd.g_00675	Prbg.g_00286
OG0000501	Prbd.g_00673	Prbg.g_00288
OG0000502	Prbd.g_00672	Prbg.g_00289
OG0000503	Prbd.g_00671	Prbg.g_00290
OG0000504	Prbd.g_00670	Prbg.g_00291
OG0000505	Prbd.g_00669	Prbg.g_00292
OG0000506	Prbd.g_00668	Prbg.g_00293
OG0000507	Prbd.g_00667	Prbg.g_00294
OG0000508	Prbd.g_00665	Prbg.g_00296
OG0000509	Prbd.g_00664	Prbg.g_00297
OG0000510	Prbd.g_00663	Prbg.g_00298
OG0000511	Prbd.g_00662	Prbg.g_00299
OG0000512	Prbd.g_00661	Prbg.g_00300
OG0000513	Prbd.g_00660	Prbg.g_00301
OG0000514	Prbd.g_00659	Prbg.g_00302
OG0000515	Prbd.g_00657	Prbg.g_00305
OG0000516	Prbd.g_00656	Prbg.g_00306
OG0000517	Prbd.g_00655	Prbg.g_00307
OG0000518	Prbd.g_00653	Prbg.g_00310
OG0000519	Prbd.g_00652	Prbg.g_00311
OG0000520	Prbd.g_00651	Prbg.g_00312
OG0000521	Prbd.g_00650	Prbg.g_00313
OG0000522	Prbd.g_00649	Prbg.g_00314
OG0000523	Prbd.g_00648	Prbg.g_00315
OG0000524	Prbd.g_00647	Prbg.g_00316
OG0000525	Prbd.g_00645	Prbg.g_00318
OG0000526	Prbd.g_00644	Prbg.g_00319
OG0000527	Prbd.g_00643	Prbg.g_00320
OG0000528	Prbd.g_00642	Prbg.g_00321
OG0000529	Prbd.g_00641	Prbg.g_00322
OG0000530	Prbd.g_00640	Prbg.g_00323
OG0000531	Prbd.g_00639	Prbg.g_00325
OG0000532	Prbd.g_00638	Prbg.g_00326
OG0000533	Prbd.g_00637	Prbg.g_00327
OG0000534	Prbd.g_00636	Prbg.g_00328
OG0000535	Prbd.g_00635	Prbg.g_00329
OG0000536	Prbd.g_00634	Prbg.g_00330
OG0000537	Prbd.g_00633	Prbg.g_00331
OG0000538	Prbd.g_00632	Prbg.g_00332
OG0000539	Prbd.g_00631	Prbg.g_00333
OG0000540	Prbd.g_00630	Prbg.g_00334
OG0000541	Prbd.g_00629	Prbg.g_00335
OG0000542	Prbd.g_00628	Prbg.g_00336
OG0000543	Prbd.g_00627	Prbg.g_00337
OG0000544	Prbd.g_00626	Prbg.g_00338
OG0000545	Prbd.g_00623	Prbg.g_00340
OG0000546	Prbd.g_00622	Prbg.g_00341
