Orthogroup	Species	Syaq	Orthologs
OG0000001	Prat	Syaq.g_01436, Syaq.g_00118, Syaq.g_01435, Syaq.g_00115, Syaq.g_01434, Syaq.g_02178, Syaq.g_02413	Prat.g_01285, Prat.g_01286
OG0000001	Prak	Syaq.g_01436, Syaq.g_00118, Syaq.g_01435, Syaq.g_00115, Syaq.g_01434, Syaq.g_02178, Syaq.g_02413	Prak.g_01302
OG0000001	Prbg	Syaq.g_01436, Syaq.g_00118, Syaq.g_01435, Syaq.g_00115, Syaq.g_01434, Syaq.g_02178, Syaq.g_02413	Prbg.g_00502
OG0000001	Prap	Syaq.g_01436, Syaq.g_00118, Syaq.g_01435, Syaq.g_00115, Syaq.g_01434, Syaq.g_02178, Syaq.g_02413	Prap.g_01925
OG0000001	Prbe	Syaq.g_01436, Syaq.g_00118, Syaq.g_01435, Syaq.g_00115, Syaq.g_01434, Syaq.g_02178, Syaq.g_02413	Prbe.g_00400
OG0000001	Prbf	Syaq.g_01436, Syaq.g_00118, Syaq.g_01435, Syaq.g_00115, Syaq.g_01434, Syaq.g_02178, Syaq.g_02413	Prbf.g_00068
OG0000001	Prbn	Syaq.g_01436, Syaq.g_00118, Syaq.g_01435, Syaq.g_00115, Syaq.g_01434, Syaq.g_02178, Syaq.g_02413	Prbn.g_01213
OG0000001	Prbh	Syaq.g_01436, Syaq.g_00118, Syaq.g_01435, Syaq.g_00115, Syaq.g_01434, Syaq.g_02178, Syaq.g_02413	Prbh.g_00001
OG0000001	Pram	Syaq.g_01436, Syaq.g_00118, Syaq.g_01435, Syaq.g_00115, Syaq.g_01434, Syaq.g_02178, Syaq.g_02413	Pram.g_01954, Pram.g_01953
OG0000001	Syar	Syaq.g_01436, Syaq.g_00118, Syaq.g_01435, Syaq.g_00115	Syar.g_00069
OG0000001	Syao	Syaq.g_01436, Syaq.g_00118, Syaq.g_01435, Syaq.g_00115	Syao.g_00314
OG0000001	Syat	Syaq.g_01436, Syaq.g_00118, Syaq.g_01435, Syaq.g_00115	Syat.g_02910, Syat.g_02911
OG0000001	Syak	Syaq.g_01436, Syaq.g_00118, Syaq.g_01435, Syaq.g_00115	Syak.g_02139
OG0000001	Syaa	Syaq.g_01436	Syaa.g_02435
OG0000001	Syad	Syaq.g_01436	Syad.g_02863, Syad.g_02862
OG0000001	Syaj	Syaq.g_01436	Syaj.g_01948, Syaj.g_01947
OG0000001	Praf	Syaq.g_00118, Syaq.g_01435, Syaq.g_00115	Praf.g_01031
OG0000001	Prah	Syaq.g_00118, Syaq.g_01435, Syaq.g_00115	Prah.g_01159
OG0000001	Syam	Syaq.g_00118, Syaq.g_01435, Syaq.g_00115	Syam.g_02177
OG0000001	Syad	Syaq.g_00118, Syaq.g_01435, Syaq.g_00115	Syad.g_02864
OG0000001	Syaa	Syaq.g_00118, Syaq.g_01435, Syaq.g_00115	Syaa.g_02438, Syaa.g_02437, Syaa.g_02436
OG0000001	Syaf	Syaq.g_00118, Syaq.g_01435, Syaq.g_00115	Syaf.g_00846
OG0000001	Syah	Syaq.g_00118, Syaq.g_01435, Syaq.g_00115	Syah.g_01516
OG0000001	Syai	Syaq.g_00118, Syaq.g_01435, Syaq.g_00115	Syai.g_01197, Syai.g_02594
OG0000001	Syaj	Syaq.g_00118, Syaq.g_01435, Syaq.g_00115	Syaj.g_01949, Syaj.g_01952
OG0000001	Syae	Syaq.g_00118, Syaq.g_01435, Syaq.g_00115	Syae.g_01416
OG0000001	Syal	Syaq.g_00118, Syaq.g_01435, Syaq.g_00115	Syal.g_02215
OG0000001	Syag	Syaq.g_00118, Syaq.g_01435, Syaq.g_00115	Syag.g_01942
OG0000001	Syap	Syaq.g_01434	Syap.g_00785, Syap.g_02195, Syap.g_02194, Syap.g_02201, Syap.g_02615
OG0000001	Syas	Syaq.g_01434	Syas.g_00966, Syas.g_00967, Syas.g_00093, Syas.g_02373
OG0000001	Syao	Syaq.g_01434	Syao.g_02557, Syao.g_02556, Syao.g_01317, Syao.g_02558
OG0000001	Syan	Syaq.g_01434	Syan.g_02266
OG0000001	Syar	Syaq.g_01434	Syar.g_00070
OG0000001	Syat	Syaq.g_01434	Syat.g_02908, Syat.g_02909
OG0000001	Syak	Syaq.g_01434	Syak.g_02138
OG0000001	Syab	Syaq.g_01434	Syab.g_02553, Syab.g_02555
OG0000001	Syal	Syaq.g_01434	Syal.g_00874, Syal.g_01184
OG0000001	Prah	Syaq.g_01434	Prah.g_02270
OG0000001	Praf	Syaq.g_01434	Praf.g_02422
OG0000001	Prbj	Syaq.g_01434	Prbj.g_01549, Prbj.g_02662
OG0000001	Prbk	Syaq.g_01434	Prbk.g_00561, Prbk.g_02701
OG0000001	Prbl	Syaq.g_01434	Prbl.g_00808, Prbl.g_02598
OG0000001	Syah	Syaq.g_01434	Syah.g_00040, Syah.g_00041
OG0000001	Syaf	Syaq.g_01434	Syaf.g_00845
OG0000001	Syac	Syaq.g_01434	Syac.g_00341, Syac.g_00340
OG0000001	Syai	Syaq.g_01434	Syai.g_02595
OG0000001	Syae	Syaq.g_01434	Syae.g_01417
OG0000001	Syad	Syaq.g_01434	Syad.g_02865
OG0000001	Syaj	Syaq.g_01434	Syaj.g_01950
OG0000001	Syag	Syaq.g_01434	Syag.g_01943
OG0000001	Syab	Syaq.g_02178, Syaq.g_02413	Syab.g_01509, Syab.g_01510
OG0000001	Syaj	Syaq.g_02178, Syaq.g_02413	Syaj.g_02660
OG0000001	Syad	Syaq.g_02178, Syaq.g_02413	Syad.g_01238, Syad.g_00611
OG0000001	Syaf	Syaq.g_02178, Syaq.g_02413	Syaf.g_01634
OG0000001	Syai	Syaq.g_02178, Syaq.g_02413	Syai.g_01729
OG0000001	Syam	Syaq.g_02178, Syaq.g_02413	Syam.g_00929
OG0000001	Syac	Syaq.g_02178, Syaq.g_02413	Syac.g_02169
OG0000001	Syah	Syaq.g_02178, Syaq.g_02413	Syah.g_00710
OG0000001	Syaa	Syaq.g_02178, Syaq.g_02413	Syaa.g_02329
OG0000001	Syae	Syaq.g_02178, Syaq.g_02413	Syae.g_02055
OG0000001	Syag	Syaq.g_02178, Syaq.g_02413	Syag.g_00520
OG0000001	Syak	Syaq.g_02178	Syak.g_00275
OG0000001	Syan	Syaq.g_02413	Syan.g_01149
OG0000001	Syat	Syaq.g_02413	Syat.g_01540
OG0000001	Syak	Syaq.g_02413	Syak.g_00579
OG0000003	Syag	Syaq.g_01566, Syaq.g_00887	Syag.g_01246, Syag.g_01565, Syag.g_01570, Syag.g_00064, Syag.g_00065, Syag.g_01566, Syag.g_01571, Syag.g_01561
OG0000003	Prah	Syaq.g_01566, Syaq.g_00887	Prah.g_02448
OG0000003	Syal	Syaq.g_01566, Syaq.g_00887	Syal.g_00009
OG0000003	Syar	Syaq.g_01566	Syar.g_00836
OG0000003	Syas	Syaq.g_01566	Syas.g_01418
OG0000003	Syan	Syaq.g_01566	Syan.g_00157
OG0000003	Syap	Syaq.g_01566	Syap.g_00679
OG0000003	Syan	Syaq.g_00887	Syan.g_00032
OG0000004	Praj	Syaq.g_02603	Praj.g_01396
OG0000004	Prbc	Syaq.g_02603	Prbc.g_01381
OG0000004	Prbm	Syaq.g_02603	Prbm.g_01483
OG0000004	Prbb	Syaq.g_02603	Prbb.g_01450
OG0000004	Syan	Syaq.g_02603	Syan.g_00183
OG0000004	Syar	Syaq.g_02603	Syar.g_02051
OG0000004	Syas	Syaq.g_02603	Syas.g_00176
OG0000004	Syao	Syaq.g_02603	Syao.g_02374
OG0000004	Prbj	Syaq.g_02603	Prbj.g_00754
OG0000004	Prbk	Syaq.g_02603	Prbk.g_01760
OG0000004	Prbl	Syaq.g_02603	Prbl.g_00021
OG0000004	Praf	Syaq.g_02603	Praf.g_01121
OG0000004	Prah	Syaq.g_02603	Prah.g_01022
OG0000004	Prab	Syaq.g_02603	Prab.g_00700
OG0000004	Pran	Syaq.g_02603	Pran.g_01483
OG0000004	Prai	Syaq.g_02603	Prai.g_00724
OG0000004	Prad	Syaq.g_02603	Prad.g_01269
OG0000004	Praa	Syaq.g_02603	Praa.g_00695
OG0000004	Pray	Syaq.g_02603	Pray.g_01068
OG0000004	Praz	Syaq.g_02603	Praz.g_01635
OG0000004	Prba	Syaq.g_02603	Prba.g_01622
OG0000004	Prax	Syaq.g_02603	Prax.g_00947
OG0000004	Prag	Syaq.g_02603	Prag.g_00673
OG0000004	Praw	Syaq.g_02603	Praw.g_01827
OG0000004	Prac	Syaq.g_02603	Prac.g_00676
OG0000004	Praq	Syaq.g_02603	Praq.g_00824
OG0000004	Prar	Syaq.g_02603	Prar.g_01525
OG0000004	Prae	Syaq.g_02603	Prae.g_00669
OG0000004	Prbd	Syaq.g_02603	Prbd.g_00549
OG0000004	Prav	Syaq.g_02603	Prav.g_01293
OG0000004	Prao	Syaq.g_02603	Prao.g_00133
OG0000004	Prbi	Syaq.g_02603	Prbi.g_00698
OG0000004	Pras	Syaq.g_02603	Pras.g_01571
OG0000004	Prau	Syaq.g_02603	Prau.g_00735
OG0000004	Pral	Syaq.g_02603	Pral.g_01743
OG0000004	Prat	Syaq.g_02603	Prat.g_00772
OG0000004	Prak	Syaq.g_02603	Prak.g_00826
OG0000004	Prap	Syaq.g_02603	Prap.g_00802
OG0000004	Prbe	Syaq.g_02603	Prbe.g_01203
OG0000004	Prbf	Syaq.g_02603	Prbf.g_01264
OG0000004	Prbg	Syaq.g_02603	Prbg.g_01140
OG0000004	Prbn	Syaq.g_02603	Prbn.g_01565
OG0000004	Pram	Syaq.g_02603	Pram.g_00789
OG0000004	Prbh	Syaq.g_02603	Prbh.g_00933
OG0000004	Syae	Syaq.g_02603	Syae.g_00779
OG0000004	Syac	Syaq.g_02603	Syac.g_00898
OG0000004	Syah	Syaq.g_02603	Syah.g_02017
OG0000004	Syam	Syaq.g_02603	Syam.g_00787
OG0000004	Syai	Syaq.g_02603	Syai.g_01994
OG0000004	Syaf	Syaq.g_02603	Syaf.g_01455
OG0000004	Syaa	Syaq.g_02603	Syaa.g_00892
OG0000004	Syad	Syaq.g_02603	Syad.g_01304
OG0000004	Syaj	Syaq.g_02603	Syaj.g_00441
OG0000004	Syab	Syaq.g_02603	Syab.g_00549, Syab.g_01193
OG0000004	Syak	Syaq.g_02603	Syak.g_01219, Syak.g_00720
OG0000004	Syag	Syaq.g_02603	Syag.g_00988
OG0000004	Syal	Syaq.g_02603	Syal.g_01809
OG0000004	Praf	Syaq.g_02042, Syaq.g_01567	Praf.g_00743
OG0000004	Prah	Syaq.g_02042, Syaq.g_01567	Prah.g_01413
OG0000004	Prbj	Syaq.g_02042, Syaq.g_01567	Prbj.g_01777
OG0000004	Prbk	Syaq.g_02042, Syaq.g_01567	Prbk.g_01134
OG0000004	Prbl	Syaq.g_02042, Syaq.g_01567	Prbl.g_01771
OG0000004	Prbm	Syaq.g_02042, Syaq.g_01567	Prbm.g_00291
OG0000004	Praj	Syaq.g_02042, Syaq.g_01567	Praj.g_00271
OG0000004	Prbb	Syaq.g_02042, Syaq.g_01567	Prbb.g_00288
OG0000004	Prbc	Syaq.g_02042, Syaq.g_01567	Prbc.g_00339
OG0000004	Pram	Syaq.g_02042, Syaq.g_01567	Pram.g_00219
OG0000004	Prbh	Syaq.g_02042, Syaq.g_01567	Prbh.g_00548
OG0000004	Prak	Syaq.g_02042, Syaq.g_01567	Prak.g_00248
OG0000004	Prap	Syaq.g_02042, Syaq.g_01567	Prap.g_01480
OG0000004	Prbe	Syaq.g_02042, Syaq.g_01567	Prbe.g_01784
OG0000004	Prbf	Syaq.g_02042, Syaq.g_01567	Prbf.g_01570
OG0000004	Prbg	Syaq.g_02042, Syaq.g_01567	Prbg.g_01014
OG0000004	Prbn	Syaq.g_02042, Syaq.g_01567	Prbn.g_00318
OG0000004	Prat	Syaq.g_02042, Syaq.g_01567	Prat.g_00236
OG0000004	Pral	Syaq.g_02042, Syaq.g_01567	Pral.g_00809
OG0000004	Prac	Syaq.g_02042, Syaq.g_01567	Prac.g_01698
OG0000004	Praq	Syaq.g_02042, Syaq.g_01567	Praq.g_01770
OG0000004	Prar	Syaq.g_02042, Syaq.g_01567	Prar.g_00095
OG0000004	Prav	Syaq.g_02042, Syaq.g_01567	Prav.g_00806
OG0000004	Prai	Syaq.g_02042, Syaq.g_01567	Prai.g_00243
OG0000004	Prab	Syaq.g_02042, Syaq.g_01567	Prab.g_00223
OG0000004	Pran	Syaq.g_02042, Syaq.g_01567	Pran.g_00200
OG0000004	Prag	Syaq.g_02042, Syaq.g_01567	Prag.g_00225
OG0000004	Praw	Syaq.g_02042, Syaq.g_01567	Praw.g_01203
OG0000004	Praa	Syaq.g_02042, Syaq.g_01567	Praa.g_00232
OG0000004	Pras	Syaq.g_02042, Syaq.g_01567	Pras.g_01084
OG0000004	Prau	Syaq.g_02042, Syaq.g_01567	Prau.g_00233
OG0000004	Prae	Syaq.g_02042, Syaq.g_01567	Prae.g_00235
OG0000004	Prax	Syaq.g_02042, Syaq.g_01567	Prax.g_00986
OG0000004	Pray	Syaq.g_02042, Syaq.g_01567	Pray.g_00713
OG0000004	Praz	Syaq.g_02042, Syaq.g_01567	Praz.g_00592
OG0000004	Prba	Syaq.g_02042, Syaq.g_01567	Prba.g_00451
OG0000004	Prbd	Syaq.g_02042, Syaq.g_01567	Prbd.g_01007
OG0000004	Prbi	Syaq.g_02042, Syaq.g_01567	Prbi.g_00256
OG0000004	Prad	Syaq.g_02042, Syaq.g_01567	Prad.g_01759
OG0000004	Prao	Syaq.g_02042, Syaq.g_01567	Prao.g_00370
OG0000004	Syar	Syaq.g_02042	Syar.g_02225
OG0000004	Syan	Syaq.g_02042	Syan.g_00989
OG0000004	Syao	Syaq.g_02042	Syao.g_01007
OG0000004	Syas	Syaq.g_02042	Syas.g_00174, Syas.g_00311
OG0000004	Syak	Syaq.g_02042	Syak.g_00003
OG0000004	Syab	Syaq.g_02042	Syab.g_01911
OG0000004	Syal	Syaq.g_02042	Syal.g_02718
OG0000004	Syaa	Syaq.g_02042	Syaa.g_01667
OG0000004	Syae	Syaq.g_02042	Syae.g_00042
OG0000004	Syad	Syaq.g_02042	Syad.g_02184
OG0000004	Syaj	Syaq.g_02042	Syaj.g_01314
OG0000004	Syag	Syaq.g_02042	Syag.g_00370
OG0000004	Syac	Syaq.g_02042	Syac.g_00948
OG0000004	Syah	Syaq.g_02042	Syah.g_01967
OG0000004	Syaf	Syaq.g_02042	Syaf.g_02351
OG0000004	Syai	Syaq.g_02042	Syai.g_01062
OG0000004	Syam	Syaq.g_02042	Syam.g_01499
OG0000004	Syap	Syaq.g_01567	Syap.g_01987
OG0000004	Syar	Syaq.g_01567	Syar.g_00842
OG0000004	Syas	Syaq.g_01567	Syas.g_00072
OG0000004	Syad	Syaq.g_01567	Syad.g_00810
OG0000004	Syaj	Syaq.g_01567	Syaj.g_02853
OG0000004	Syae	Syaq.g_01567	Syae.g_02231
OG0000004	Syaa	Syaq.g_01567	Syaa.g_02116
OG0000004	Syac	Syaq.g_01567	Syac.g_01975
OG0000004	Syah	Syaq.g_01567	Syah.g_00901
OG0000004	Syaf	Syaq.g_01567	Syaf.g_02794
OG0000004	Syai	Syaq.g_01567	Syai.g_00530
OG0000004	Syam	Syaq.g_01567	Syam.g_00501
OG0000004	Syag	Syaq.g_01567	Syag.g_01790
OG0000004	Syak	Syaq.g_01567	Syak.g_02297
OG0000004	Syab	Syaq.g_01567	Syab.g_02377
OG0000004	Syal	Syaq.g_01567	Syal.g_00691
OG0000005	Prav	Syaq.g_01658	Prav.g_01774
OG0000005	Prag	Syaq.g_01658	Prag.g_01682
OG0000005	Praw	Syaq.g_01658	Praw.g_00528
OG0000005	Prad	Syaq.g_01658	Prad.g_00928
OG0000005	Prae	Syaq.g_01658	Prae.g_01636
OG0000005	Prax	Syaq.g_01658	Prax.g_01546
OG0000005	Prau	Syaq.g_01658	Prau.g_01745
OG0000005	Pras	Syaq.g_01658	Pras.g_00563
OG0000005	Prbd	Syaq.g_01658	Prbd.g_01512
OG0000005	Prao	Syaq.g_01658	Prao.g_01565
OG0000005	Prac	Syaq.g_01658	Prac.g_00612
OG0000005	Praq	Syaq.g_01658	Praq.g_00484
OG0000005	Prar	Syaq.g_01658	Prar.g_01130
OG0000005	Prbi	Syaq.g_01658	Prbi.g_01800
OG0000005	Praa	Syaq.g_01658	Praa.g_01648
OG0000005	Pray	Syaq.g_01658	Pray.g_01546
OG0000005	Praz	Syaq.g_01658	Praz.g_00864
OG0000005	Prba	Syaq.g_01658	Prba.g_00607
OG0000005	Prab	Syaq.g_01658	Prab.g_01682
OG0000005	Pran	Syaq.g_01658	Pran.g_00983
OG0000005	Prai	Syaq.g_01658	Prai.g_01651
OG0000005	Prbc	Syaq.g_01658	Prbc.g_00098
OG0000005	Praj	Syaq.g_01658	Praj.g_01349
OG0000005	Prbb	Syaq.g_01658	Prbb.g_01393
OG0000005	Syab	Syaq.g_01658	Syab.g_02289
OG0000005	Syal	Syaq.g_01658	Syal.g_00606
OG0000005	Syar	Syaq.g_01658	Syar.g_02952
OG0000005	Syan	Syaq.g_01658	Syan.g_01423
OG0000005	Syao	Syaq.g_01658	Syao.g_01680
OG0000005	Syat	Syaq.g_01658	Syat.g_03065
OG0000005	Syae	Syaq.g_01658	Syae.g_01179
OG0000005	Syac	Syaq.g_01658	Syac.g_00527
OG0000005	Syah	Syaq.g_01658	Syah.g_02403
OG0000005	Syaa	Syaq.g_01658	Syaa.g_00534
OG0000005	Syam	Syaq.g_01658	Syam.g_02004
OG0000005	Syaf	Syaq.g_01658	Syaf.g_01017
OG0000005	Syai	Syaq.g_01658	Syai.g_02393
OG0000005	Syad	Syaq.g_01658	Syad.g_02639
OG0000005	Syaj	Syaq.g_01658	Syaj.g_01736
OG0000005	Syap	Syaq.g_01658	Syap.g_01773
OG0000005	Syas	Syaq.g_01658	Syas.g_02665
OG0000005	Syag	Syaq.g_01658	Syag.g_01708
OG0000005	Syak	Syaq.g_01658	Syak.g_02401
OG0000005	Praf	Syaq.g_01692	Praf.g_00503
OG0000005	Prah	Syaq.g_01692	Prah.g_01652
OG0000005	Prbj	Syaq.g_01692	Prbj.g_00883
OG0000005	Prbk	Syaq.g_01692	Prbk.g_00933
OG0000005	Prbl	Syaq.g_01692	Prbl.g_00419
OG0000005	Pral	Syaq.g_01692	Pral.g_01075
OG0000005	Prat	Syaq.g_01692	Prat.g_01440
OG0000005	Prak	Syaq.g_01692	Prak.g_01474
OG0000005	Prap	Syaq.g_01692	Prap.g_00204
OG0000005	Prbe	Syaq.g_01692	Prbe.g_00228
OG0000005	Prbf	Syaq.g_01692	Prbf.g_00240
OG0000005	Prbg	Syaq.g_01692	Prbg.g_00674
OG0000005	Prbn	Syaq.g_01692	Prbn.g_00899
OG0000005	Pram	Syaq.g_01692	Pram.g_01295
OG0000005	Prbh	Syaq.g_01692	Prbh.g_00182
OG0000005	Prac	Syaq.g_01692	Prac.g_00335
OG0000005	Praq	Syaq.g_01692	Praq.g_00370
OG0000005	Prar	Syaq.g_01692	Prar.g_00771
OG0000005	Praa	Syaq.g_01692	Praa.g_01553
OG0000005	Prad	Syaq.g_01692	Prad.g_00438
OG0000005	Prae	Syaq.g_01692	Prae.g_01535
OG0000005	Prag	Syaq.g_01692	Prag.g_01566
OG0000005	Praw	Syaq.g_01692	Praw.g_00413
OG0000005	Prax	Syaq.g_01692	Prax.g_01652
OG0000005	Pray	Syaq.g_01692	Pray.g_01646
OG0000005	Praz	Syaq.g_01692	Praz.g_00965
OG0000005	Prba	Syaq.g_01692	Prba.g_00312
OG0000005	Prbi	Syaq.g_01692	Prbi.g_01666
OG0000005	Prao	Syaq.g_01692	Prao.g_01472
OG0000005	Prav	Syaq.g_01692	Prav.g_01654
OG0000005	Prbd	Syaq.g_01692	Prbd.g_01612
OG0000005	Pras	Syaq.g_01692	Pras.g_00429
OG0000005	Prau	Syaq.g_01692	Prau.g_01607
OG0000005	Prab	Syaq.g_01692	Prab.g_01542
OG0000005	Pran	Syaq.g_01692	Pran.g_00657
OG0000005	Prai	Syaq.g_01692	Prai.g_01538
OG0000005	Syap	Syaq.g_01692	Syap.g_01218
OG0000005	Syat	Syaq.g_01692	Syat.g_03105
OG0000005	Syas	Syaq.g_01692	Syas.g_02704
OG0000005	Prbc	Syaq.g_01692	Prbc.g_00788
OG0000005	Praj	Syaq.g_01692	Praj.g_01712
OG0000005	Prbb	Syaq.g_01692	Prbb.g_01766
OG0000005	Prbm	Syaq.g_01692	Prbm.g_01790
OG0000005	Syar	Syaq.g_01692	Syar.g_02909
OG0000005	Syad	Syaq.g_01692	Syad.g_02596
OG0000005	Syaj	Syaq.g_01692	Syaj.g_01698
OG0000005	Syan	Syaq.g_01692	Syan.g_01378
OG0000005	Syao	Syaq.g_01692	Syao.g_01578
OG0000005	Syae	Syaq.g_01692	Syae.g_01143
OG0000005	Syaa	Syaq.g_01692	Syaa.g_00573
OG0000005	Syab	Syaq.g_01692	Syab.g_02232
OG0000005	Syac	Syaq.g_01692	Syac.g_00569
OG0000005	Syaf	Syaq.g_01692	Syaf.g_01057
OG0000005	Syag	Syaq.g_01692	Syag.g_01667
OG0000005	Syai	Syaq.g_01692	Syai.g_02356
OG0000005	Syak	Syaq.g_01692	Syak.g_02436
OG0000005	Syal	Syaq.g_01692	Syal.g_00565
OG0000005	Syam	Syaq.g_01692	Syam.g_01970
OG0000005	Syah	Syaq.g_01692	Syah.g_02363
OG0000005	Syan	Syaq.g_00236	Syan.g_00449
OG0000005	Syao	Syaq.g_00236	Syao.g_01210
OG0000005	Syad	Syaq.g_00236	Syad.g_02028
OG0000005	Syaj	Syaq.g_00236	Syaj.g_01155
OG0000005	Syac	Syaq.g_00236	Syac.g_01087
OG0000005	Syah	Syaq.g_00236	Syah.g_01827
OG0000005	Syaf	Syaq.g_00236	Syaf.g_01352, Syaf.g_01732
OG0000005	Syai	Syaq.g_00236	Syai.g_02068, Syai.g_01611
OG0000005	Syam	Syaq.g_00236	Syam.g_00715, Syam.g_01029
OG0000005	Syae	Syaq.g_00236	Syae.g_00257
OG0000005	Syaa	Syaq.g_00236	Syaa.g_01449
OG0000005	Syat	Syaq.g_00236	Syat.g_01038
OG0000005	Syar	Syaq.g_00236	Syar.g_01752
OG0000005	Syab	Syaq.g_00236	Syab.g_00981
OG0000005	Syal	Syaq.g_00236	Syal.g_01664
OG0000006	Prab	Syaq.g_02108, Syaq.g_02558, Syaq.g_00696, Syaq.g_01590	Prab.g_00231
OG0000006	Prai	Syaq.g_02108, Syaq.g_02558, Syaq.g_00696, Syaq.g_01590	Prai.g_00252, Prai.g_00254
OG0000006	Pran	Syaq.g_02108, Syaq.g_02558, Syaq.g_00696, Syaq.g_01590	Pran.g_01951
OG0000006	Prac	Syaq.g_02108, Syaq.g_02558, Syaq.g_00696, Syaq.g_01590	Prac.g_01689
OG0000006	Praq	Syaq.g_02108, Syaq.g_02558, Syaq.g_00696, Syaq.g_01590	Praq.g_01761
OG0000006	Prar	Syaq.g_02108, Syaq.g_02558, Syaq.g_00696, Syaq.g_01590	Prar.g_00086
OG0000006	Praa	Syaq.g_02108, Syaq.g_02558, Syaq.g_00696, Syaq.g_01590	Praa.g_00241, Praa.g_01245
OG0000006	Prad	Syaq.g_02108, Syaq.g_02558, Syaq.g_00696, Syaq.g_01590	Prad.g_01750
