Orthogroup	Species	Syab	Orthologs
OG0000001	Praz	Syab.g_01549, Syab.g_02553, Syab.g_02555, Syab.g_01509, Syab.g_01510, Syab.g_00673	Praz.g_01154
OG0000001	Prba	Syab.g_01549, Syab.g_02553, Syab.g_02555, Syab.g_01509, Syab.g_01510, Syab.g_00673	Prba.g_00211
OG0000001	Prai	Syab.g_01549, Syab.g_02553, Syab.g_02555, Syab.g_01509, Syab.g_01510, Syab.g_00673	Prai.g_01235, Prai.g_01356
OG0000001	Prau	Syab.g_01549, Syab.g_02553, Syab.g_02555, Syab.g_01509, Syab.g_01510, Syab.g_00673	Prau.g_01394
OG0000001	Pras	Syab.g_01549, Syab.g_02553, Syab.g_02555, Syab.g_01509, Syab.g_01510, Syab.g_00673	Pras.g_00235
OG0000001	Prbb	Syab.g_01549, Syab.g_02553, Syab.g_02555, Syab.g_01509, Syab.g_01510, Syab.g_00673	Prbb.g_01611
OG0000001	Prbc	Syab.g_01549, Syab.g_02553, Syab.g_02555, Syab.g_01509, Syab.g_01510, Syab.g_00673	Prbc.g_00588
OG0000001	Praj	Syab.g_01549, Syab.g_02553, Syab.g_02555, Syab.g_01509, Syab.g_01510, Syab.g_00673	Praj.g_01549
OG0000001	Prbm	Syab.g_01549, Syab.g_02553, Syab.g_02555, Syab.g_01509, Syab.g_01510, Syab.g_00673	Prbm.g_01633
OG0000001	Pral	Syab.g_01549, Syab.g_02553, Syab.g_02555, Syab.g_01509, Syab.g_01510, Syab.g_00673	Pral.g_01236
OG0000001	Prat	Syab.g_01549, Syab.g_02553, Syab.g_02555, Syab.g_01509, Syab.g_01510, Syab.g_00673	Prat.g_01285, Prat.g_01286
OG0000001	Prak	Syab.g_01549, Syab.g_02553, Syab.g_02555, Syab.g_01509, Syab.g_01510, Syab.g_00673	Prak.g_01302
OG0000001	Prbg	Syab.g_01549, Syab.g_02553, Syab.g_02555, Syab.g_01509, Syab.g_01510, Syab.g_00673	Prbg.g_00502
OG0000001	Prap	Syab.g_01549, Syab.g_02553, Syab.g_02555, Syab.g_01509, Syab.g_01510, Syab.g_00673	Prap.g_01925
OG0000001	Prbe	Syab.g_01549, Syab.g_02553, Syab.g_02555, Syab.g_01509, Syab.g_01510, Syab.g_00673	Prbe.g_00400
OG0000001	Prbf	Syab.g_01549, Syab.g_02553, Syab.g_02555, Syab.g_01509, Syab.g_01510, Syab.g_00673	Prbf.g_00068
OG0000001	Prbn	Syab.g_01549, Syab.g_02553, Syab.g_02555, Syab.g_01509, Syab.g_01510, Syab.g_00673	Prbn.g_01213
OG0000001	Prbh	Syab.g_01549, Syab.g_02553, Syab.g_02555, Syab.g_01509, Syab.g_01510, Syab.g_00673	Prbh.g_00001
OG0000001	Pram	Syab.g_01549, Syab.g_02553, Syab.g_02555, Syab.g_01509, Syab.g_01510, Syab.g_00673	Pram.g_01954, Pram.g_01953
OG0000001	Syag	Syab.g_01549	Syag.g_00575
OG0000001	Syal	Syab.g_01549	Syal.g_02193
OG0000001	Syap	Syab.g_02553, Syab.g_02555	Syap.g_00785, Syap.g_02195, Syap.g_02194, Syap.g_02201, Syap.g_02615
OG0000001	Syas	Syab.g_02553, Syab.g_02555	Syas.g_00966, Syas.g_00967, Syas.g_00093, Syas.g_02373
OG0000001	Syao	Syab.g_02553, Syab.g_02555	Syao.g_02557, Syao.g_02556, Syao.g_01317, Syao.g_02558
OG0000001	Syan	Syab.g_02553, Syab.g_02555	Syan.g_02266
OG0000001	Syar	Syab.g_02553, Syab.g_02555	Syar.g_00070
OG0000001	Syat	Syab.g_02553, Syab.g_02555	Syat.g_02908, Syat.g_02909
OG0000001	Syag	Syab.g_02553, Syab.g_02555	Syag.g_01943
OG0000001	Syaq	Syab.g_02553, Syab.g_02555	Syaq.g_01434
OG0000001	Syak	Syab.g_02553, Syab.g_02555	Syak.g_02138
OG0000001	Prah	Syab.g_02553, Syab.g_02555	Prah.g_02270
OG0000001	Praf	Syab.g_02553, Syab.g_02555	Praf.g_02422
OG0000001	Prbj	Syab.g_02553, Syab.g_02555	Prbj.g_01549, Prbj.g_02662
OG0000001	Prbk	Syab.g_02553, Syab.g_02555	Prbk.g_00561, Prbk.g_02701
OG0000001	Prbl	Syab.g_02553, Syab.g_02555	Prbl.g_00808, Prbl.g_02598
OG0000001	Syah	Syab.g_02553, Syab.g_02555	Syah.g_00040, Syah.g_00041
OG0000001	Syaf	Syab.g_02553, Syab.g_02555	Syaf.g_00845
OG0000001	Syac	Syab.g_02553, Syab.g_02555	Syac.g_00341, Syac.g_00340
OG0000001	Syai	Syab.g_02553, Syab.g_02555	Syai.g_02595
OG0000001	Syae	Syab.g_02553, Syab.g_02555	Syae.g_01417
OG0000001	Syad	Syab.g_02553, Syab.g_02555	Syad.g_02865
OG0000001	Syaj	Syab.g_02553, Syab.g_02555	Syaj.g_01950
OG0000001	Syal	Syab.g_02553, Syab.g_02555	Syal.g_00874, Syal.g_01184
OG0000001	Syag	Syab.g_01509, Syab.g_01510	Syag.g_00520
OG0000001	Syak	Syab.g_01509, Syab.g_01510	Syak.g_00275, Syak.g_00579
OG0000001	Syaq	Syab.g_01509, Syab.g_01510	Syaq.g_02178, Syaq.g_02413
OG0000001	Syan	Syab.g_01509, Syab.g_01510	Syan.g_01149
OG0000001	Syat	Syab.g_01509, Syab.g_01510	Syat.g_01540
OG0000001	Syaj	Syab.g_01509, Syab.g_01510	Syaj.g_02660
OG0000001	Syad	Syab.g_01509, Syab.g_01510	Syad.g_01238, Syad.g_00611
OG0000001	Syaf	Syab.g_01509, Syab.g_01510	Syaf.g_01634
OG0000001	Syai	Syab.g_01509, Syab.g_01510	Syai.g_01729
OG0000001	Syam	Syab.g_01509, Syab.g_01510	Syam.g_00929
OG0000001	Syac	Syab.g_01509, Syab.g_01510	Syac.g_02169
OG0000001	Syah	Syab.g_01509, Syab.g_01510	Syah.g_00710
OG0000001	Syaa	Syab.g_01509, Syab.g_01510	Syaa.g_02329
OG0000001	Syae	Syab.g_01509, Syab.g_01510	Syae.g_02055
OG0000001	Syan	Syab.g_00673	Syan.g_02528
OG0000001	Syap	Syab.g_00673	Syap.g_00399
OG0000001	Syar	Syab.g_00673	Syar.g_02229
OG0000001	Syat	Syab.g_00673	Syat.g_00878
OG0000001	Prbj	Syab.g_00673	Prbj.g_02690
OG0000001	Prbk	Syab.g_00673	Prbk.g_00630
OG0000001	Prbl	Syab.g_00673	Prbl.g_02578
OG0000001	Praf	Syab.g_00673	Praf.g_01293
OG0000001	Prah	Syab.g_00673	Prah.g_00896
OG0000002	Prbj	Syab.g_02285	Prbj.g_02517, Prbj.g_00030
OG0000002	Prbk	Syab.g_02285	Prbk.g_02574, Prbk.g_01649
OG0000002	Prbl	Syab.g_02285	Prbl.g_01582, Prbl.g_01092
OG0000002	Praf	Syab.g_02285	Praf.g_01631, Praf.g_00948
OG0000002	Prah	Syab.g_02285	Prah.g_00562, Prah.g_01226
OG0000002	Praj	Syab.g_02285	Praj.g_00832, Praj.g_01489, Praj.g_01488, Praj.g_01493, Praj.g_01487, Praj.g_01492, Praj.g_00670
OG0000002	Prbc	Syab.g_02285	Prbc.g_01920, Prbc.g_01475, Prbc.g_01474, Prbc.g_01479, Prbc.g_01473, Prbc.g_01478, Prbc.g_01759
OG0000002	Prbb	Syab.g_02285	Prbb.g_00844, Prbb.g_01546, Prbb.g_01545, Prbb.g_01550, Prbb.g_01544, Prbb.g_01549, Prbb.g_00683
OG0000002	Prbm	Syab.g_02285	Prbm.g_00874, Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576, Prbm.g_01581, Prbm.g_00712
OG0000002	Prak	Syab.g_02285	Prak.g_00908, Prak.g_00913, Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207, Prak.g_01494, Prak.g_00805
OG0000002	Prap	Syab.g_02285	Prap.g_00720, Prap.g_00715, Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823
OG0000002	Prbe	Syab.g_02285	Prbe.g_01285, Prbe.g_01290, Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452
OG0000002	Prbf	Syab.g_02285	Prbf.g_01182, Prbf.g_01177, Prbf.g_00888, Prbf.g_00089, Prbf.g_00890, Prbf.g_00883, Prbf.g_00260, Prbf.g_01285
OG0000002	Prbg	Syab.g_02285	Prbg.g_01222, Prbg.g_01227, Prbg.g_01516, Prbg.g_00523, Prbg.g_01514, Prbg.g_01521, Prbg.g_00694, Prbg.g_01119
OG0000002	Prbn	Syab.g_02285	Prbn.g_01483, Prbn.g_01478, Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154, Prbn.g_00879, Prbn.g_01586
OG0000002	Pram	Syab.g_02285	Pram.g_00873, Pram.g_00879, Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278, Pram.g_00768
OG0000002	Prbh	Syab.g_02285	Prbh.g_01016, Prbh.g_01022, Prbh.g_01313, Prbh.g_00006, Prbh.g_01311, Prbh.g_01317, Prbh.g_00199, Prbh.g_00912
OG0000002	Pral	Syab.g_02285	Pral.g_01549, Pral.g_01554, Pral.g_01340, Pral.g_00430, Pral.g_01342, Pral.g_01337, Pral.g_01052, Pral.g_01764
OG0000002	Prat	Syab.g_02285	Prat.g_00977, Prat.g_01184, Prat.g_01487, Prat.g_01182, Prat.g_01187, Prat.g_01462, Prat.g_00751
OG0000002	Prav	Syab.g_02285	Prav.g_01466, Prav.g_01276
OG0000002	Prag	Syab.g_02285	Prag.g_01382, Prag.g_00656
OG0000002	Praw	Syab.g_02285	Praw.g_01009, Praw.g_01844
OG0000002	Prad	Syab.g_02285	Prad.g_00601, Prad.g_01252
OG0000002	Prai	Syab.g_02285	Prai.g_01363, Prai.g_00707
OG0000002	Pras	Syab.g_02285	Pras.g_00243, Pras.g_01554
OG0000002	Prau	Syab.g_02285	Prau.g_01402, Prau.g_00718
OG0000002	Prax	Syab.g_02285	Prax.g_01870, Prax.g_00964
OG0000002	Prbd	Syab.g_02285	Prbd.g_01771, Prbd.g_00566
OG0000002	Pray	Syab.g_02285	Pray.g_01836, Pray.g_01085
OG0000002	Praz	Syab.g_02285	Praz.g_01146, Praz.g_01652
OG0000002	Prba	Syab.g_02285	Prba.g_00203, Prba.g_01639
OG0000002	Prbi	Syab.g_02285	Prbi.g_01432, Prbi.g_00681
OG0000002	Prac	Syab.g_02285	Prac.g_00210, Prac.g_00693
OG0000002	Praq	Syab.g_02285	Praq.g_00168, Praq.g_00807
OG0000002	Prar	Syab.g_02285	Prar.g_00918, Prar.g_01508
OG0000002	Prae	Syab.g_02285	Prae.g_01361, Prae.g_00652
OG0000002	Praa	Syab.g_02285	Praa.g_01359, Praa.g_00678
OG0000002	Prao	Syab.g_02285	Prao.g_01246, Prao.g_00116
OG0000002	Prab	Syab.g_02285	Prab.g_00683
OG0000002	Pran	Syab.g_02285	Pran.g_01500
OG0000002	Syai	Syab.g_02285	Syai.g_01728
OG0000002	Syam	Syab.g_02285	Syam.g_00931
OG0000002	Syad	Syab.g_02285	Syad.g_00619
OG0000002	Syaj	Syab.g_02285	Syaj.g_02667
OG0000002	Syac	Syab.g_02285	Syac.g_01084
OG0000002	Syah	Syab.g_02285	Syah.g_01829
OG0000003	Syag	Syab.g_01580	Syag.g_02658
OG0000003	Praf	Syab.g_01580	Praf.g_01103
OG0000003	Syad	Syab.g_01580	Syad.g_01327, Syad.g_01331
OG0000003	Prah	Syab.g_01580	Prah.g_01005, Prah.g_01056
OG0000003	Prbj	Syab.g_01580	Prbj.g_01916, Prbj.g_01831
OG0000003	Prbk	Syab.g_01580	Prbk.g_02121, Prbk.g_00049
OG0000003	Prbl	Syab.g_01580	Prbl.g_02278, Prbl.g_00920
OG0000004	Syaq	Syab.g_00549, Syab.g_01193	Syaq.g_02603
OG0000004	Praj	Syab.g_00549, Syab.g_01193	Praj.g_01396
OG0000004	Prbc	Syab.g_00549, Syab.g_01193	Prbc.g_01381
OG0000004	Prbm	Syab.g_00549, Syab.g_01193	Prbm.g_01483
OG0000004	Prbb	Syab.g_00549, Syab.g_01193	Prbb.g_01450
OG0000004	Syan	Syab.g_00549, Syab.g_01193	Syan.g_00183
OG0000004	Syar	Syab.g_00549, Syab.g_01193	Syar.g_02051
OG0000004	Syas	Syab.g_00549, Syab.g_01193	Syas.g_00176
OG0000004	Syao	Syab.g_00549, Syab.g_01193	Syao.g_02374
OG0000004	Prbj	Syab.g_00549, Syab.g_01193	Prbj.g_00754
OG0000004	Prbk	Syab.g_00549, Syab.g_01193	Prbk.g_01760
OG0000004	Prbl	Syab.g_00549, Syab.g_01193	Prbl.g_00021
OG0000004	Praf	Syab.g_00549, Syab.g_01193	Praf.g_01121
OG0000004	Prah	Syab.g_00549, Syab.g_01193	Prah.g_01022
OG0000004	Prab	Syab.g_00549, Syab.g_01193	Prab.g_00700
OG0000004	Pran	Syab.g_00549, Syab.g_01193	Pran.g_01483
OG0000004	Prai	Syab.g_00549, Syab.g_01193	Prai.g_00724
OG0000004	Prad	Syab.g_00549, Syab.g_01193	Prad.g_01269
OG0000004	Praa	Syab.g_00549, Syab.g_01193	Praa.g_00695
OG0000004	Pray	Syab.g_00549, Syab.g_01193	Pray.g_01068
OG0000004	Praz	Syab.g_00549, Syab.g_01193	Praz.g_01635
OG0000004	Prba	Syab.g_00549, Syab.g_01193	Prba.g_01622
OG0000004	Prax	Syab.g_00549, Syab.g_01193	Prax.g_00947
OG0000004	Prag	Syab.g_00549, Syab.g_01193	Prag.g_00673
OG0000004	Praw	Syab.g_00549, Syab.g_01193	Praw.g_01827
OG0000004	Prac	Syab.g_00549, Syab.g_01193	Prac.g_00676
OG0000004	Praq	Syab.g_00549, Syab.g_01193	Praq.g_00824
OG0000004	Prar	Syab.g_00549, Syab.g_01193	Prar.g_01525
OG0000004	Prae	Syab.g_00549, Syab.g_01193	Prae.g_00669
OG0000004	Prbd	Syab.g_00549, Syab.g_01193	Prbd.g_00549
OG0000004	Prav	Syab.g_00549, Syab.g_01193	Prav.g_01293
OG0000004	Prao	Syab.g_00549, Syab.g_01193	Prao.g_00133
OG0000004	Prbi	Syab.g_00549, Syab.g_01193	Prbi.g_00698
OG0000004	Pras	Syab.g_00549, Syab.g_01193	Pras.g_01571
OG0000004	Prau	Syab.g_00549, Syab.g_01193	Prau.g_00735
OG0000004	Pral	Syab.g_00549, Syab.g_01193	Pral.g_01743
OG0000004	Prat	Syab.g_00549, Syab.g_01193	Prat.g_00772
OG0000004	Prak	Syab.g_00549, Syab.g_01193	Prak.g_00826
OG0000004	Prap	Syab.g_00549, Syab.g_01193	Prap.g_00802
OG0000004	Prbe	Syab.g_00549, Syab.g_01193	Prbe.g_01203
OG0000004	Prbf	Syab.g_00549, Syab.g_01193	Prbf.g_01264
OG0000004	Prbg	Syab.g_00549, Syab.g_01193	Prbg.g_01140
OG0000004	Prbn	Syab.g_00549, Syab.g_01193	Prbn.g_01565
OG0000004	Pram	Syab.g_00549, Syab.g_01193	Pram.g_00789
OG0000004	Prbh	Syab.g_00549, Syab.g_01193	Prbh.g_00933
OG0000004	Syae	Syab.g_00549, Syab.g_01193	Syae.g_00779
OG0000004	Syac	Syab.g_00549, Syab.g_01193	Syac.g_00898
OG0000004	Syah	Syab.g_00549, Syab.g_01193	Syah.g_02017
OG0000004	Syam	Syab.g_00549, Syab.g_01193	Syam.g_00787
OG0000004	Syai	Syab.g_00549, Syab.g_01193	Syai.g_01994
OG0000004	Syaf	Syab.g_00549, Syab.g_01193	Syaf.g_01455
OG0000004	Syaa	Syab.g_00549, Syab.g_01193	Syaa.g_00892
OG0000004	Syad	Syab.g_00549, Syab.g_01193	Syad.g_01304
OG0000004	Syaj	Syab.g_00549, Syab.g_01193	Syaj.g_00441
OG0000004	Syak	Syab.g_00549	Syak.g_01219
OG0000004	Syag	Syab.g_01193	Syag.g_00988
OG0000004	Syak	Syab.g_01193	Syak.g_00720
OG0000004	Syal	Syab.g_01193	Syal.g_01809
OG0000004	Praf	Syab.g_01911, Syab.g_02377	Praf.g_00743
OG0000004	Prah	Syab.g_01911, Syab.g_02377	Prah.g_01413
OG0000004	Prbj	Syab.g_01911, Syab.g_02377	Prbj.g_01777
OG0000004	Prbk	Syab.g_01911, Syab.g_02377	Prbk.g_01134
OG0000004	Prbl	Syab.g_01911, Syab.g_02377	Prbl.g_01771
OG0000004	Prbm	Syab.g_01911, Syab.g_02377	Prbm.g_00291
OG0000004	Praj	Syab.g_01911, Syab.g_02377	Praj.g_00271
OG0000004	Prbb	Syab.g_01911, Syab.g_02377	Prbb.g_00288
OG0000004	Prbc	Syab.g_01911, Syab.g_02377	Prbc.g_00339
OG0000004	Pram	Syab.g_01911, Syab.g_02377	Pram.g_00219
OG0000004	Prbh	Syab.g_01911, Syab.g_02377	Prbh.g_00548
OG0000004	Prak	Syab.g_01911, Syab.g_02377	Prak.g_00248
OG0000004	Prap	Syab.g_01911, Syab.g_02377	Prap.g_01480
OG0000004	Prbe	Syab.g_01911, Syab.g_02377	Prbe.g_01784
OG0000004	Prbf	Syab.g_01911, Syab.g_02377	Prbf.g_01570
OG0000004	Prbg	Syab.g_01911, Syab.g_02377	Prbg.g_01014
OG0000004	Prbn	Syab.g_01911, Syab.g_02377	Prbn.g_00318
OG0000004	Prat	Syab.g_01911, Syab.g_02377	Prat.g_00236
OG0000004	Pral	Syab.g_01911, Syab.g_02377	Pral.g_00809
OG0000004	Prac	Syab.g_01911, Syab.g_02377	Prac.g_01698
OG0000004	Praq	Syab.g_01911, Syab.g_02377	Praq.g_01770
OG0000004	Prar	Syab.g_01911, Syab.g_02377	Prar.g_00095
OG0000004	Prav	Syab.g_01911, Syab.g_02377	Prav.g_00806
OG0000004	Prai	Syab.g_01911, Syab.g_02377	Prai.g_00243
OG0000004	Prab	Syab.g_01911, Syab.g_02377	Prab.g_00223
OG0000004	Pran	Syab.g_01911, Syab.g_02377	Pran.g_00200
OG0000004	Prag	Syab.g_01911, Syab.g_02377	Prag.g_00225
OG0000004	Praw	Syab.g_01911, Syab.g_02377	Praw.g_01203
OG0000004	Praa	Syab.g_01911, Syab.g_02377	Praa.g_00232
OG0000004	Pras	Syab.g_01911, Syab.g_02377	Pras.g_01084
OG0000004	Prau	Syab.g_01911, Syab.g_02377	Prau.g_00233
OG0000004	Prae	Syab.g_01911, Syab.g_02377	Prae.g_00235
OG0000004	Prax	Syab.g_01911, Syab.g_02377	Prax.g_00986
OG0000004	Pray	Syab.g_01911, Syab.g_02377	Pray.g_00713
OG0000004	Praz	Syab.g_01911, Syab.g_02377	Praz.g_00592
OG0000004	Prba	Syab.g_01911, Syab.g_02377	Prba.g_00451
OG0000004	Prbd	Syab.g_01911, Syab.g_02377	Prbd.g_01007
OG0000004	Prbi	Syab.g_01911, Syab.g_02377	Prbi.g_00256
OG0000004	Prad	Syab.g_01911, Syab.g_02377	Prad.g_01759
OG0000004	Prao	Syab.g_01911, Syab.g_02377	Prao.g_00370
OG0000004	Syar	Syab.g_01911	Syar.g_02225
OG0000004	Syan	Syab.g_01911	Syan.g_00989
OG0000004	Syao	Syab.g_01911	Syao.g_01007
OG0000004	Syas	Syab.g_01911	Syas.g_00174, Syas.g_00311
OG0000004	Syaq	Syab.g_01911	Syaq.g_02042
OG0000004	Syaa	Syab.g_01911	Syaa.g_01667
OG0000004	Syae	Syab.g_01911	Syae.g_00042
OG0000004	Syad	Syab.g_01911	Syad.g_02184
OG0000004	Syaj	Syab.g_01911	Syaj.g_01314
OG0000004	Syag	Syab.g_01911	Syag.g_00370
OG0000004	Syac	Syab.g_01911	Syac.g_00948
OG0000004	Syah	Syab.g_01911	Syah.g_01967
OG0000004	Syaf	Syab.g_01911	Syaf.g_02351
OG0000004	Syai	Syab.g_01911	Syai.g_01062
OG0000004	Syam	Syab.g_01911	Syam.g_01499
OG0000004	Syak	Syab.g_01911	Syak.g_00003
OG0000004	Syal	Syab.g_01911	Syal.g_02718
OG0000004	Syap	Syab.g_02377	Syap.g_01987
OG0000004	Syar	Syab.g_02377	Syar.g_00842
OG0000004	Syas	Syab.g_02377	Syas.g_00072
OG0000004	Syad	Syab.g_02377	Syad.g_00810
OG0000004	Syaj	Syab.g_02377	Syaj.g_02853
OG0000004	Syae	Syab.g_02377	Syae.g_02231
OG0000004	Syaa	Syab.g_02377	Syaa.g_02116
OG0000004	Syac	Syab.g_02377	Syac.g_01975
OG0000004	Syah	Syab.g_02377	Syah.g_00901
OG0000004	Syaf	Syab.g_02377	Syaf.g_02794
OG0000004	Syai	Syab.g_02377	Syai.g_00530
OG0000004	Syam	Syab.g_02377	Syam.g_00501
OG0000004	Syag	Syab.g_02377	Syag.g_01790
OG0000004	Syaq	Syab.g_02377	Syaq.g_01567
OG0000004	Syak	Syab.g_02377	Syak.g_02297
OG0000004	Syal	Syab.g_02377	Syal.g_00691
OG0000005	Prav	Syab.g_02289	Prav.g_01774
OG0000005	Prag	Syab.g_02289	Prag.g_01682
OG0000005	Praw	Syab.g_02289	Praw.g_00528
OG0000005	Prad	Syab.g_02289	Prad.g_00928
OG0000005	Prae	Syab.g_02289	Prae.g_01636
OG0000005	Prax	Syab.g_02289	Prax.g_01546
OG0000005	Prau	Syab.g_02289	Prau.g_01745
OG0000005	Pras	Syab.g_02289	Pras.g_00563
OG0000005	Prbd	Syab.g_02289	Prbd.g_01512
OG0000005	Prao	Syab.g_02289	Prao.g_01565
OG0000005	Prac	Syab.g_02289	Prac.g_00612
OG0000005	Praq	Syab.g_02289	Praq.g_00484
OG0000005	Prar	Syab.g_02289	Prar.g_01130
OG0000005	Prbi	Syab.g_02289	Prbi.g_01800
OG0000005	Praa	Syab.g_02289	Praa.g_01648
OG0000005	Pray	Syab.g_02289	Pray.g_01546
OG0000005	Praz	Syab.g_02289	Praz.g_00864
OG0000005	Prba	Syab.g_02289	Prba.g_00607
OG0000005	Prab	Syab.g_02289	Prab.g_01682
OG0000005	Pran	Syab.g_02289	Pran.g_00983
OG0000005	Prai	Syab.g_02289	Prai.g_01651
OG0000005	Prbc	Syab.g_02289	Prbc.g_00098
OG0000005	Praj	Syab.g_02289	Praj.g_01349
OG0000005	Prbb	Syab.g_02289	Prbb.g_01393
OG0000005	Syar	Syab.g_02289	Syar.g_02952
OG0000005	Syan	Syab.g_02289	Syan.g_01423
OG0000005	Syao	Syab.g_02289	Syao.g_01680
OG0000005	Syat	Syab.g_02289	Syat.g_03065
OG0000005	Syae	Syab.g_02289	Syae.g_01179
OG0000005	Syac	Syab.g_02289	Syac.g_00527
OG0000005	Syah	Syab.g_02289	Syah.g_02403
OG0000005	Syaa	Syab.g_02289	Syaa.g_00534
OG0000005	Syam	Syab.g_02289	Syam.g_02004
OG0000005	Syaf	Syab.g_02289	Syaf.g_01017
OG0000005	Syai	Syab.g_02289	Syai.g_02393
OG0000005	Syad	Syab.g_02289	Syad.g_02639
OG0000005	Syaj	Syab.g_02289	Syaj.g_01736
OG0000005	Syap	Syab.g_02289	Syap.g_01773
