Orthogroup	Species	Syaj	Orthologs
OG0000001	Syal	Syaj.g_01950	Syal.g_00874, Syal.g_01184
OG0000001	Prah	Syaj.g_01950	Prah.g_02270
OG0000001	Praf	Syaj.g_01950	Praf.g_02422
OG0000001	Prbj	Syaj.g_01950	Prbj.g_01549, Prbj.g_02662
OG0000001	Prbk	Syaj.g_01950	Prbk.g_00561, Prbk.g_02701
OG0000001	Prbl	Syaj.g_01950	Prbl.g_00808, Prbl.g_02598
OG0000001	Syah	Syaj.g_01950	Syah.g_00040, Syah.g_00041
OG0000001	Syaf	Syaj.g_01950	Syaf.g_00845
OG0000001	Syac	Syaj.g_01950	Syac.g_00341, Syac.g_00340
OG0000001	Syai	Syaj.g_01950	Syai.g_02595
OG0000001	Syae	Syaj.g_01950	Syae.g_01417
OG0000001	Syad	Syaj.g_01950	Syad.g_02865
OG0000001	Syab	Syaj.g_02660	Syab.g_01509, Syab.g_01510
OG0000001	Syag	Syaj.g_02660	Syag.g_00520
OG0000001	Syak	Syaj.g_02660	Syak.g_00275, Syak.g_00579
OG0000001	Syaq	Syaj.g_02660	Syaq.g_02178, Syaq.g_02413
OG0000001	Syan	Syaj.g_02660	Syan.g_01149
OG0000001	Syat	Syaj.g_02660	Syat.g_01540
OG0000001	Syac	Syaj.g_02660	Syac.g_02169
OG0000001	Syah	Syaj.g_02660	Syah.g_00710
OG0000001	Syaa	Syaj.g_02660	Syaa.g_02329
OG0000001	Syae	Syaj.g_02660	Syae.g_02055
OG0000001	Syad	Syaj.g_02660	Syad.g_01238, Syad.g_00611
OG0000001	Syaf	Syaj.g_02660	Syaf.g_01634
OG0000001	Syai	Syaj.g_02660	Syai.g_01729
OG0000001	Syam	Syaj.g_02660	Syam.g_00929
OG0000002	Prbj	Syaj.g_02667	Prbj.g_02517, Prbj.g_00030
OG0000002	Prbk	Syaj.g_02667	Prbk.g_02574, Prbk.g_01649
OG0000002	Prbl	Syaj.g_02667	Prbl.g_01582, Prbl.g_01092
OG0000002	Praf	Syaj.g_02667	Praf.g_01631, Praf.g_00948
OG0000002	Prah	Syaj.g_02667	Prah.g_00562, Prah.g_01226
OG0000002	Praj	Syaj.g_02667	Praj.g_00832, Praj.g_01489, Praj.g_01488, Praj.g_01493, Praj.g_01487, Praj.g_01492, Praj.g_00670
OG0000002	Prbc	Syaj.g_02667	Prbc.g_01920, Prbc.g_01475, Prbc.g_01474, Prbc.g_01479, Prbc.g_01473, Prbc.g_01478, Prbc.g_01759
OG0000002	Prbb	Syaj.g_02667	Prbb.g_00844, Prbb.g_01546, Prbb.g_01545, Prbb.g_01550, Prbb.g_01544, Prbb.g_01549, Prbb.g_00683
OG0000002	Prbm	Syaj.g_02667	Prbm.g_00874, Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576, Prbm.g_01581, Prbm.g_00712
OG0000002	Prak	Syaj.g_02667	Prak.g_00908, Prak.g_00913, Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207, Prak.g_01494, Prak.g_00805
OG0000002	Prap	Syaj.g_02667	Prap.g_00720, Prap.g_00715, Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823
OG0000002	Prbe	Syaj.g_02667	Prbe.g_01285, Prbe.g_01290, Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452
OG0000002	Prbf	Syaj.g_02667	Prbf.g_01182, Prbf.g_01177, Prbf.g_00888, Prbf.g_00089, Prbf.g_00890, Prbf.g_00883, Prbf.g_00260, Prbf.g_01285
OG0000002	Prbg	Syaj.g_02667	Prbg.g_01222, Prbg.g_01227, Prbg.g_01516, Prbg.g_00523, Prbg.g_01514, Prbg.g_01521, Prbg.g_00694, Prbg.g_01119
OG0000002	Prbn	Syaj.g_02667	Prbn.g_01483, Prbn.g_01478, Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154, Prbn.g_00879, Prbn.g_01586
OG0000002	Pram	Syaj.g_02667	Pram.g_00873, Pram.g_00879, Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278, Pram.g_00768
OG0000002	Prbh	Syaj.g_02667	Prbh.g_01016, Prbh.g_01022, Prbh.g_01313, Prbh.g_00006, Prbh.g_01311, Prbh.g_01317, Prbh.g_00199, Prbh.g_00912
OG0000002	Pral	Syaj.g_02667	Pral.g_01549, Pral.g_01554, Pral.g_01340, Pral.g_00430, Pral.g_01342, Pral.g_01337, Pral.g_01052, Pral.g_01764
OG0000002	Prat	Syaj.g_02667	Prat.g_00977, Prat.g_01184, Prat.g_01487, Prat.g_01182, Prat.g_01187, Prat.g_01462, Prat.g_00751
OG0000002	Prav	Syaj.g_02667	Prav.g_01466, Prav.g_01276
OG0000002	Prag	Syaj.g_02667	Prag.g_01382, Prag.g_00656
OG0000002	Praw	Syaj.g_02667	Praw.g_01009, Praw.g_01844
OG0000002	Prad	Syaj.g_02667	Prad.g_00601, Prad.g_01252
OG0000002	Prai	Syaj.g_02667	Prai.g_01363, Prai.g_00707
OG0000002	Pras	Syaj.g_02667	Pras.g_00243, Pras.g_01554
OG0000002	Prau	Syaj.g_02667	Prau.g_01402, Prau.g_00718
OG0000002	Prax	Syaj.g_02667	Prax.g_01870, Prax.g_00964
OG0000002	Prbd	Syaj.g_02667	Prbd.g_01771, Prbd.g_00566
OG0000002	Pray	Syaj.g_02667	Pray.g_01836, Pray.g_01085
OG0000002	Praz	Syaj.g_02667	Praz.g_01146, Praz.g_01652
OG0000002	Prba	Syaj.g_02667	Prba.g_00203, Prba.g_01639
OG0000002	Prbi	Syaj.g_02667	Prbi.g_01432, Prbi.g_00681
OG0000002	Prac	Syaj.g_02667	Prac.g_00210, Prac.g_00693
OG0000002	Praq	Syaj.g_02667	Praq.g_00168, Praq.g_00807
OG0000002	Prar	Syaj.g_02667	Prar.g_00918, Prar.g_01508
OG0000002	Prae	Syaj.g_02667	Prae.g_01361, Prae.g_00652
OG0000002	Praa	Syaj.g_02667	Praa.g_01359, Praa.g_00678
OG0000002	Prao	Syaj.g_02667	Prao.g_01246, Prao.g_00116
OG0000002	Prab	Syaj.g_02667	Prab.g_00683
OG0000002	Pran	Syaj.g_02667	Pran.g_01500
OG0000002	Syai	Syaj.g_02667	Syai.g_01728
OG0000002	Syam	Syaj.g_02667	Syam.g_00931
OG0000002	Syab	Syaj.g_02667	Syab.g_02285
OG0000002	Syac	Syaj.g_02667	Syac.g_01084
OG0000002	Syah	Syaj.g_02667	Syah.g_01829
OG0000002	Syad	Syaj.g_02667	Syad.g_00619
OG0000004	Syaq	Syaj.g_00441	Syaq.g_02603
OG0000004	Praj	Syaj.g_00441	Praj.g_01396
OG0000004	Prbc	Syaj.g_00441	Prbc.g_01381
OG0000004	Prbm	Syaj.g_00441	Prbm.g_01483
OG0000004	Prbb	Syaj.g_00441	Prbb.g_01450
OG0000004	Syan	Syaj.g_00441	Syan.g_00183
OG0000004	Syar	Syaj.g_00441	Syar.g_02051
OG0000004	Syas	Syaj.g_00441	Syas.g_00176
OG0000004	Syao	Syaj.g_00441	Syao.g_02374
OG0000004	Prbj	Syaj.g_00441	Prbj.g_00754
OG0000004	Prbk	Syaj.g_00441	Prbk.g_01760
OG0000004	Prbl	Syaj.g_00441	Prbl.g_00021
OG0000004	Praf	Syaj.g_00441	Praf.g_01121
OG0000004	Prah	Syaj.g_00441	Prah.g_01022
OG0000004	Prab	Syaj.g_00441	Prab.g_00700
OG0000004	Pran	Syaj.g_00441	Pran.g_01483
OG0000004	Prai	Syaj.g_00441	Prai.g_00724
OG0000004	Prad	Syaj.g_00441	Prad.g_01269
OG0000004	Praa	Syaj.g_00441	Praa.g_00695
OG0000004	Pray	Syaj.g_00441	Pray.g_01068
OG0000004	Praz	Syaj.g_00441	Praz.g_01635
OG0000004	Prba	Syaj.g_00441	Prba.g_01622
OG0000004	Prax	Syaj.g_00441	Prax.g_00947
OG0000004	Prag	Syaj.g_00441	Prag.g_00673
OG0000004	Praw	Syaj.g_00441	Praw.g_01827
OG0000004	Prac	Syaj.g_00441	Prac.g_00676
OG0000004	Praq	Syaj.g_00441	Praq.g_00824
OG0000004	Prar	Syaj.g_00441	Prar.g_01525
OG0000004	Prae	Syaj.g_00441	Prae.g_00669
OG0000004	Prbd	Syaj.g_00441	Prbd.g_00549
OG0000004	Prav	Syaj.g_00441	Prav.g_01293
OG0000004	Prao	Syaj.g_00441	Prao.g_00133
OG0000004	Prbi	Syaj.g_00441	Prbi.g_00698
OG0000004	Pras	Syaj.g_00441	Pras.g_01571
OG0000004	Prau	Syaj.g_00441	Prau.g_00735
OG0000004	Pral	Syaj.g_00441	Pral.g_01743
OG0000004	Prat	Syaj.g_00441	Prat.g_00772
OG0000004	Prak	Syaj.g_00441	Prak.g_00826
OG0000004	Prap	Syaj.g_00441	Prap.g_00802
OG0000004	Prbe	Syaj.g_00441	Prbe.g_01203
OG0000004	Prbf	Syaj.g_00441	Prbf.g_01264
OG0000004	Prbg	Syaj.g_00441	Prbg.g_01140
OG0000004	Prbn	Syaj.g_00441	Prbn.g_01565
OG0000004	Pram	Syaj.g_00441	Pram.g_00789
OG0000004	Prbh	Syaj.g_00441	Prbh.g_00933
OG0000004	Syab	Syaj.g_00441	Syab.g_00549, Syab.g_01193
OG0000004	Syak	Syaj.g_00441	Syak.g_01219, Syak.g_00720
OG0000004	Syag	Syaj.g_00441	Syag.g_00988
OG0000004	Syal	Syaj.g_00441	Syal.g_01809
OG0000004	Syae	Syaj.g_00441	Syae.g_00779
OG0000004	Syac	Syaj.g_00441	Syac.g_00898
OG0000004	Syah	Syaj.g_00441	Syah.g_02017
OG0000004	Syam	Syaj.g_00441	Syam.g_00787
OG0000004	Syai	Syaj.g_00441	Syai.g_01994
OG0000004	Syaf	Syaj.g_00441	Syaf.g_01455
OG0000004	Syaa	Syaj.g_00441	Syaa.g_00892
OG0000004	Syad	Syaj.g_00441	Syad.g_01304
OG0000004	Praf	Syaj.g_01314, Syaj.g_02853	Praf.g_00743
OG0000004	Prah	Syaj.g_01314, Syaj.g_02853	Prah.g_01413
OG0000004	Prbj	Syaj.g_01314, Syaj.g_02853	Prbj.g_01777
OG0000004	Prbk	Syaj.g_01314, Syaj.g_02853	Prbk.g_01134
OG0000004	Prbl	Syaj.g_01314, Syaj.g_02853	Prbl.g_01771
OG0000004	Prbm	Syaj.g_01314, Syaj.g_02853	Prbm.g_00291
OG0000004	Praj	Syaj.g_01314, Syaj.g_02853	Praj.g_00271
OG0000004	Prbb	Syaj.g_01314, Syaj.g_02853	Prbb.g_00288
OG0000004	Prbc	Syaj.g_01314, Syaj.g_02853	Prbc.g_00339
OG0000004	Pram	Syaj.g_01314, Syaj.g_02853	Pram.g_00219
OG0000004	Prbh	Syaj.g_01314, Syaj.g_02853	Prbh.g_00548
OG0000004	Prak	Syaj.g_01314, Syaj.g_02853	Prak.g_00248
OG0000004	Prap	Syaj.g_01314, Syaj.g_02853	Prap.g_01480
OG0000004	Prbe	Syaj.g_01314, Syaj.g_02853	Prbe.g_01784
OG0000004	Prbf	Syaj.g_01314, Syaj.g_02853	Prbf.g_01570
OG0000004	Prbg	Syaj.g_01314, Syaj.g_02853	Prbg.g_01014
OG0000004	Prbn	Syaj.g_01314, Syaj.g_02853	Prbn.g_00318
OG0000004	Prat	Syaj.g_01314, Syaj.g_02853	Prat.g_00236
OG0000004	Pral	Syaj.g_01314, Syaj.g_02853	Pral.g_00809
OG0000004	Prac	Syaj.g_01314, Syaj.g_02853	Prac.g_01698
OG0000004	Praq	Syaj.g_01314, Syaj.g_02853	Praq.g_01770
OG0000004	Prar	Syaj.g_01314, Syaj.g_02853	Prar.g_00095
OG0000004	Prav	Syaj.g_01314, Syaj.g_02853	Prav.g_00806
OG0000004	Prai	Syaj.g_01314, Syaj.g_02853	Prai.g_00243
OG0000004	Prab	Syaj.g_01314, Syaj.g_02853	Prab.g_00223
OG0000004	Pran	Syaj.g_01314, Syaj.g_02853	Pran.g_00200
OG0000004	Prag	Syaj.g_01314, Syaj.g_02853	Prag.g_00225
OG0000004	Praw	Syaj.g_01314, Syaj.g_02853	Praw.g_01203
OG0000004	Praa	Syaj.g_01314, Syaj.g_02853	Praa.g_00232
OG0000004	Pras	Syaj.g_01314, Syaj.g_02853	Pras.g_01084
OG0000004	Prau	Syaj.g_01314, Syaj.g_02853	Prau.g_00233
OG0000004	Prae	Syaj.g_01314, Syaj.g_02853	Prae.g_00235
OG0000004	Prax	Syaj.g_01314, Syaj.g_02853	Prax.g_00986
OG0000004	Pray	Syaj.g_01314, Syaj.g_02853	Pray.g_00713
OG0000004	Praz	Syaj.g_01314, Syaj.g_02853	Praz.g_00592
OG0000004	Prba	Syaj.g_01314, Syaj.g_02853	Prba.g_00451
OG0000004	Prbd	Syaj.g_01314, Syaj.g_02853	Prbd.g_01007
OG0000004	Prbi	Syaj.g_01314, Syaj.g_02853	Prbi.g_00256
OG0000004	Prad	Syaj.g_01314, Syaj.g_02853	Prad.g_01759
OG0000004	Prao	Syaj.g_01314, Syaj.g_02853	Prao.g_00370
OG0000004	Syar	Syaj.g_01314	Syar.g_02225
OG0000004	Syan	Syaj.g_01314	Syan.g_00989
OG0000004	Syao	Syaj.g_01314	Syao.g_01007
OG0000004	Syas	Syaj.g_01314	Syas.g_00174, Syas.g_00311
OG0000004	Syak	Syaj.g_01314	Syak.g_00003
OG0000004	Syab	Syaj.g_01314	Syab.g_01911
OG0000004	Syal	Syaj.g_01314	Syal.g_02718
OG0000004	Syaq	Syaj.g_01314	Syaq.g_02042
OG0000004	Syag	Syaj.g_01314	Syag.g_00370
OG0000004	Syac	Syaj.g_01314	Syac.g_00948
OG0000004	Syah	Syaj.g_01314	Syah.g_01967
OG0000004	Syaf	Syaj.g_01314	Syaf.g_02351
OG0000004	Syai	Syaj.g_01314	Syai.g_01062
OG0000004	Syam	Syaj.g_01314	Syam.g_01499
OG0000004	Syaa	Syaj.g_01314	Syaa.g_01667
OG0000004	Syae	Syaj.g_01314	Syae.g_00042
OG0000004	Syad	Syaj.g_01314	Syad.g_02184
OG0000004	Syap	Syaj.g_02853	Syap.g_01987
OG0000004	Syar	Syaj.g_02853	Syar.g_00842
OG0000004	Syas	Syaj.g_02853	Syas.g_00072
OG0000004	Syag	Syaj.g_02853	Syag.g_01790
OG0000004	Syaq	Syaj.g_02853	Syaq.g_01567
OG0000004	Syak	Syaj.g_02853	Syak.g_02297
OG0000004	Syab	Syaj.g_02853	Syab.g_02377
OG0000004	Syal	Syaj.g_02853	Syal.g_00691
OG0000004	Syae	Syaj.g_02853	Syae.g_02231
OG0000004	Syaa	Syaj.g_02853	Syaa.g_02116
OG0000004	Syac	Syaj.g_02853	Syac.g_01975
OG0000004	Syah	Syaj.g_02853	Syah.g_00901
OG0000004	Syaf	Syaj.g_02853	Syaf.g_02794
OG0000004	Syai	Syaj.g_02853	Syai.g_00530
OG0000004	Syam	Syaj.g_02853	Syam.g_00501
OG0000004	Syad	Syaj.g_02853	Syad.g_00810
OG0000005	Prav	Syaj.g_01736	Prav.g_01774
OG0000005	Prag	Syaj.g_01736	Prag.g_01682
OG0000005	Praw	Syaj.g_01736	Praw.g_00528
OG0000005	Prad	Syaj.g_01736	Prad.g_00928
OG0000005	Prae	Syaj.g_01736	Prae.g_01636
OG0000005	Prax	Syaj.g_01736	Prax.g_01546
OG0000005	Prau	Syaj.g_01736	Prau.g_01745
OG0000005	Pras	Syaj.g_01736	Pras.g_00563
OG0000005	Prbd	Syaj.g_01736	Prbd.g_01512
OG0000005	Prao	Syaj.g_01736	Prao.g_01565
OG0000005	Prac	Syaj.g_01736	Prac.g_00612
OG0000005	Praq	Syaj.g_01736	Praq.g_00484
OG0000005	Prar	Syaj.g_01736	Prar.g_01130
OG0000005	Prbi	Syaj.g_01736	Prbi.g_01800
OG0000005	Praa	Syaj.g_01736	Praa.g_01648
OG0000005	Pray	Syaj.g_01736	Pray.g_01546
OG0000005	Praz	Syaj.g_01736	Praz.g_00864
OG0000005	Prba	Syaj.g_01736	Prba.g_00607
OG0000005	Prab	Syaj.g_01736	Prab.g_01682
OG0000005	Pran	Syaj.g_01736	Pran.g_00983
OG0000005	Prai	Syaj.g_01736	Prai.g_01651
OG0000005	Prbc	Syaj.g_01736	Prbc.g_00098
OG0000005	Praj	Syaj.g_01736	Praj.g_01349
OG0000005	Prbb	Syaj.g_01736	Prbb.g_01393
OG0000005	Syab	Syaj.g_01736	Syab.g_02289
OG0000005	Syal	Syaj.g_01736	Syal.g_00606
OG0000005	Syag	Syaj.g_01736	Syag.g_01708
OG0000005	Syak	Syaj.g_01736	Syak.g_02401
OG0000005	Syaq	Syaj.g_01736	Syaq.g_01658
OG0000005	Syar	Syaj.g_01736	Syar.g_02952
OG0000005	Syan	Syaj.g_01736	Syan.g_01423
OG0000005	Syao	Syaj.g_01736	Syao.g_01680
OG0000005	Syap	Syaj.g_01736	Syap.g_01773
OG0000005	Syas	Syaj.g_01736	Syas.g_02665
OG0000005	Syat	Syaj.g_01736	Syat.g_03065
OG0000005	Syae	Syaj.g_01736	Syae.g_01179
OG0000005	Syac	Syaj.g_01736	Syac.g_00527
OG0000005	Syah	Syaj.g_01736	Syah.g_02403
OG0000005	Syaa	Syaj.g_01736	Syaa.g_00534
OG0000005	Syam	Syaj.g_01736	Syam.g_02004
OG0000005	Syaf	Syaj.g_01736	Syaf.g_01017
OG0000005	Syai	Syaj.g_01736	Syai.g_02393
OG0000005	Syad	Syaj.g_01736	Syad.g_02639
OG0000005	Syad	Syaj.g_00404	Syad.g_01265
OG0000005	Praf	Syaj.g_01698	Praf.g_00503
OG0000005	Prah	Syaj.g_01698	Prah.g_01652
OG0000005	Prbj	Syaj.g_01698	Prbj.g_00883
OG0000005	Prbk	Syaj.g_01698	Prbk.g_00933
OG0000005	Prbl	Syaj.g_01698	Prbl.g_00419
OG0000005	Pral	Syaj.g_01698	Pral.g_01075
OG0000005	Prat	Syaj.g_01698	Prat.g_01440
OG0000005	Prak	Syaj.g_01698	Prak.g_01474
OG0000005	Prap	Syaj.g_01698	Prap.g_00204
OG0000005	Prbe	Syaj.g_01698	Prbe.g_00228
OG0000005	Prbf	Syaj.g_01698	Prbf.g_00240
OG0000005	Prbg	Syaj.g_01698	Prbg.g_00674
OG0000005	Prbn	Syaj.g_01698	Prbn.g_00899
OG0000005	Pram	Syaj.g_01698	Pram.g_01295
OG0000005	Prbh	Syaj.g_01698	Prbh.g_00182
OG0000005	Prac	Syaj.g_01698	Prac.g_00335
OG0000005	Praq	Syaj.g_01698	Praq.g_00370
OG0000005	Prar	Syaj.g_01698	Prar.g_00771
OG0000005	Praa	Syaj.g_01698	Praa.g_01553
OG0000005	Prad	Syaj.g_01698	Prad.g_00438
OG0000005	Prae	Syaj.g_01698	Prae.g_01535
