Orthogroup	Species	Praq	Orthologs
OG0000000	Prav	Praq.g_00028	Prav.g_01413
OG0000000	Praa	Praq.g_00028	Praa.g_01298
OG0000000	Prag	Praq.g_00028	Prag.g_01333
OG0000000	Prao	Praq.g_00028	Prao.g_01296
OG0000000	Praw	Praq.g_00028	Praw.g_00959
OG0000000	Prax	Praq.g_00028	Prax.g_01919
OG0000000	Prbd	Praq.g_00028	Prbd.g_01835
OG0000000	Prbi	Praq.g_00028	Prbi.g_01371
OG0000000	Prad	Praq.g_00028	Prad.g_00350
OG0000000	Prae	Praq.g_00028	Prae.g_01308
OG0000000	Pras	Praq.g_00028	Pras.g_00182
OG0000000	Pray	Praq.g_00028	Pray.g_01890
OG0000000	Praz	Praq.g_00028	Praz.g_01200
OG0000000	Prba	Praq.g_00028	Prba.g_01172
OG0000000	Prai	Praq.g_00028	Prai.g_01314
OG0000000	Prac	Praq.g_00028	Prac.g_00290
OG0000000	Prar	Praq.g_00028	Prar.g_00727
OG0000001	Prbb	Praq.g_00160	Prbb.g_01611
OG0000001	Prbc	Praq.g_00160	Prbc.g_00588
OG0000001	Praj	Praq.g_00160	Praj.g_01549
OG0000001	Prbm	Praq.g_00160	Prbm.g_01633
OG0000001	Pral	Praq.g_00160	Pral.g_01236
OG0000001	Prat	Praq.g_00160	Prat.g_01285, Prat.g_01286
OG0000001	Prak	Praq.g_00160	Prak.g_01302
OG0000001	Prbg	Praq.g_00160	Prbg.g_00502
OG0000001	Prap	Praq.g_00160	Prap.g_01925
OG0000001	Prbe	Praq.g_00160	Prbe.g_00400
OG0000001	Prbf	Praq.g_00160	Prbf.g_00068
OG0000001	Prbn	Praq.g_00160	Prbn.g_01213
OG0000001	Prbh	Praq.g_00160	Prbh.g_00001
OG0000001	Pram	Praq.g_00160	Pram.g_01954, Pram.g_01953
OG0000001	Syan	Praq.g_00160	Syan.g_02267, Syan.g_02266, Syan.g_01149, Syan.g_02528
OG0000001	Syak	Praq.g_00160	Syak.g_00342, Syak.g_02139, Syak.g_02138, Syak.g_00275, Syak.g_00579
OG0000001	Syam	Praq.g_00160	Syam.g_00946, Syam.g_02177, Syam.g_02178, Syam.g_00929
OG0000001	Syad	Praq.g_00160	Syad.g_00628, Syad.g_02863, Syad.g_02862, Syad.g_02864, Syad.g_02865, Syad.g_01238, Syad.g_00611
OG0000001	Syaj	Praq.g_00160	Syaj.g_02674, Syaj.g_01948, Syaj.g_01947, Syaj.g_01949, Syaj.g_01952, Syaj.g_01950, Syaj.g_02660
OG0000001	Syae	Praq.g_00160	Syae.g_02061, Syae.g_01416, Syae.g_01417, Syae.g_02055
OG0000001	Syac	Praq.g_00160	Syac.g_02154, Syac.g_00341, Syac.g_00340, Syac.g_02169
OG0000001	Syah	Praq.g_00160	Syah.g_00726, Syah.g_01516, Syah.g_00040, Syah.g_00041, Syah.g_00710
OG0000001	Syaf	Praq.g_00160	Syaf.g_01640, Syaf.g_00846, Syaf.g_00845, Syaf.g_01634
OG0000001	Syai	Praq.g_00160	Syai.g_01716, Syai.g_01197, Syai.g_02594, Syai.g_00891, Syai.g_02595, Syai.g_01729
OG0000001	Prbj	Praq.g_00160	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690
OG0000001	Prbk	Praq.g_00160	Prbk.g_01196, Prbk.g_00170, Prbk.g_00561, Prbk.g_02701, Prbk.g_00630
OG0000001	Prbl	Praq.g_00160	Prbl.g_00725, Prbl.g_00121, Prbl.g_02599, Prbl.g_00808, Prbl.g_02598, Prbl.g_02578
OG0000001	Praf	Praq.g_00160	Praf.g_01895, Praf.g_00818, Praf.g_01896, Praf.g_01031, Praf.g_02422, Praf.g_01293
OG0000001	Prah	Praq.g_00160	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896
OG0000001	Syag	Praq.g_00160	Syag.g_00575, Syag.g_01942, Syag.g_01943, Syag.g_00520
OG0000001	Syab	Praq.g_00160	Syab.g_01549, Syab.g_02553, Syab.g_02555, Syab.g_01509, Syab.g_01510, Syab.g_00673
OG0000001	Syal	Praq.g_00160	Syal.g_02193, Syal.g_02215, Syal.g_00874, Syal.g_01184
OG0000001	Syar	Praq.g_00160	Syar.g_00069, Syar.g_00070, Syar.g_02229
OG0000001	Syao	Praq.g_00160	Syao.g_00314, Syao.g_02557, Syao.g_02556, Syao.g_01317, Syao.g_02558
OG0000001	Syat	Praq.g_00160	Syat.g_02910, Syat.g_02911, Syat.g_02908, Syat.g_02909, Syat.g_01540, Syat.g_00878
OG0000001	Syaq	Praq.g_00160	Syaq.g_01436, Syaq.g_00118, Syaq.g_01435, Syaq.g_00115, Syaq.g_01434, Syaq.g_02178, Syaq.g_02413
OG0000001	Syaa	Praq.g_00160	Syaa.g_02435, Syaa.g_02438, Syaa.g_02437, Syaa.g_02436, Syaa.g_02439, Syaa.g_02329
OG0000001	Syap	Praq.g_00160	Syap.g_00785, Syap.g_02195, Syap.g_02194, Syap.g_02201, Syap.g_02615, Syap.g_00399
OG0000001	Syas	Praq.g_00160	Syas.g_00966, Syas.g_00967, Syas.g_00093, Syas.g_02373
OG0000001	Prax	Praq.g_00160	Prax.g_01878
OG0000001	Prbi	Praq.g_00160	Prbi.g_01424
OG0000001	Prao	Praq.g_00160	Prao.g_01254
OG0000001	Prav	Praq.g_00160	Prav.g_01458
OG0000001	Prag	Praq.g_00160	Prag.g_01374
OG0000001	Praw	Praq.g_00160	Praw.g_01000
OG0000001	Pras	Praq.g_00160	Pras.g_00235
OG0000001	Prau	Praq.g_00160	Prau.g_01394
OG0000001	Prad	Praq.g_00160	Prad.g_00609
OG0000001	Pray	Praq.g_00160	Pray.g_01844
OG0000001	Praz	Praq.g_00160	Praz.g_01154
OG0000001	Prba	Praq.g_00160	Prba.g_00211
OG0000001	Prai	Praq.g_00160	Prai.g_01235, Prai.g_01356
OG0000001	Prae	Praq.g_00160	Prae.g_01353
OG0000001	Praa	Praq.g_00160	Praa.g_01351
OG0000001	Prbd	Praq.g_00160	Prbd.g_01779
OG0000001	Prac	Praq.g_00160	Prac.g_00202
OG0000001	Prar	Praq.g_00160	Prar.g_00926
OG0000001	Pral	Praq.g_01394, Praq.g_01393	Pral.g_01296
OG0000001	Prbb	Praq.g_01394	Prbb.g_01157
OG0000001	Praj	Praq.g_01394	Praj.g_01112
OG0000001	Prbm	Praq.g_01394	Prbm.g_01426
OG0000001	Prao	Praq.g_01394	Prao.g_01852
OG0000001	Prbi	Praq.g_01394	Prbi.g_01270
OG0000001	Prai	Praq.g_01394	Prai.g_01236
OG0000001	Prad	Praq.g_01394	Prad.g_01434, Prad.g_01994
OG0000001	Prbd	Praq.g_01394	Prbd.g_01930
OG0000001	Praa	Praq.g_01394	Praa.g_01220, Praa.g_01222
OG0000001	Pras	Praq.g_01394	Pras.g_00118, Pras.g_00120
OG0000001	Prau	Praq.g_01394	Prau.g_01267, Prau.g_01269
OG0000001	Prae	Praq.g_01394	Prae.g_01223, Prae.g_01224
OG0000001	Pray	Praq.g_01394	Pray.g_00247
OG0000001	Praz	Praq.g_01394	Praz.g_01939
OG0000001	Prba	Praq.g_01394	Prba.g_01081
OG0000001	Prac	Praq.g_01394	Prac.g_00924
OG0000001	Prar	Praq.g_01394	Prar.g_01202
OG0000001	Pras	Praq.g_01393	Pras.g_00541
OG0000001	Prag	Praq.g_01393	Prag.g_01651
OG0000001	Praw	Praq.g_01393	Praw.g_00497
OG0000001	Prav	Praq.g_01393	Prav.g_01734
OG0000001	Prao	Praq.g_01393	Prao.g_01529
OG0000001	Prac	Praq.g_01393	Prac.g_00925
OG0000001	Prar	Praq.g_01393	Prar.g_01203
OG0000002	Syai	Praq.g_00168, Praq.g_00807	Syai.g_01728
OG0000002	Syam	Praq.g_00168, Praq.g_00807	Syam.g_00931
OG0000002	Syad	Praq.g_00168, Praq.g_00807	Syad.g_00619
OG0000002	Syaj	Praq.g_00168, Praq.g_00807	Syaj.g_02667
OG0000002	Syab	Praq.g_00168, Praq.g_00807	Syab.g_02285
OG0000002	Syac	Praq.g_00168, Praq.g_00807	Syac.g_01084
OG0000002	Syah	Praq.g_00168, Praq.g_00807	Syah.g_01829
OG0000002	Prbj	Praq.g_00168	Prbj.g_02517
OG0000002	Prbk	Praq.g_00168	Prbk.g_02574
OG0000002	Prbl	Praq.g_00168	Prbl.g_01582
OG0000002	Praf	Praq.g_00168	Praf.g_01631
OG0000002	Prah	Praq.g_00168	Prah.g_00562
OG0000002	Praj	Praq.g_00168	Praj.g_00832
OG0000002	Prbc	Praq.g_00168	Prbc.g_01920
OG0000002	Prbb	Praq.g_00168	Prbb.g_00844
OG0000002	Prbm	Praq.g_00168	Prbm.g_00874
OG0000002	Prak	Praq.g_00168	Prak.g_00908, Prak.g_00913
OG0000002	Prap	Praq.g_00168	Prap.g_00720, Prap.g_00715
OG0000002	Prbe	Praq.g_00168	Prbe.g_01285, Prbe.g_01290
OG0000002	Prbf	Praq.g_00168	Prbf.g_01182, Prbf.g_01177
OG0000002	Prbg	Praq.g_00168	Prbg.g_01222, Prbg.g_01227
OG0000002	Prbn	Praq.g_00168	Prbn.g_01483, Prbn.g_01478
OG0000002	Pram	Praq.g_00168	Pram.g_00873, Pram.g_00879
OG0000002	Prbh	Praq.g_00168	Prbh.g_01016, Prbh.g_01022
OG0000002	Pral	Praq.g_00168	Pral.g_01549, Pral.g_01554
OG0000002	Prat	Praq.g_00168	Prat.g_00977
OG0000002	Prav	Praq.g_00168	Prav.g_01466
OG0000002	Prag	Praq.g_00168	Prag.g_01382
OG0000002	Praw	Praq.g_00168	Praw.g_01009
OG0000002	Prad	Praq.g_00168	Prad.g_00601
OG0000002	Prai	Praq.g_00168	Prai.g_01363
OG0000002	Prae	Praq.g_00168	Prae.g_01361
OG0000002	Praa	Praq.g_00168	Praa.g_01359
OG0000002	Prao	Praq.g_00168	Prao.g_01246
OG0000002	Pras	Praq.g_00168	Pras.g_00243
OG0000002	Prau	Praq.g_00168	Prau.g_01402
OG0000002	Prax	Praq.g_00168	Prax.g_01870
OG0000002	Prbd	Praq.g_00168	Prbd.g_01771
OG0000002	Pray	Praq.g_00168	Pray.g_01836
OG0000002	Praz	Praq.g_00168	Praz.g_01146
OG0000002	Prba	Praq.g_00168	Prba.g_00203
OG0000002	Prbi	Praq.g_00168	Prbi.g_01432
OG0000002	Prac	Praq.g_00168	Prac.g_00210
OG0000002	Prar	Praq.g_00168	Prar.g_00918
OG0000002	Prbj	Praq.g_00807	Prbj.g_00030
OG0000002	Prbk	Praq.g_00807	Prbk.g_01649
OG0000002	Prbl	Praq.g_00807	Prbl.g_01092
OG0000002	Praf	Praq.g_00807	Praf.g_00948
OG0000002	Prah	Praq.g_00807	Prah.g_01226
OG0000002	Praj	Praq.g_00807	Praj.g_01489, Praj.g_01488, Praj.g_01493, Praj.g_01487, Praj.g_01492, Praj.g_00670
OG0000002	Prbb	Praq.g_00807	Prbb.g_01546, Prbb.g_01545, Prbb.g_01550, Prbb.g_01544, Prbb.g_01549, Prbb.g_00683
OG0000002	Prbm	Praq.g_00807	Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576, Prbm.g_01581, Prbm.g_00712
OG0000002	Prbc	Praq.g_00807	Prbc.g_01475, Prbc.g_01474, Prbc.g_01479, Prbc.g_01473, Prbc.g_01478, Prbc.g_01759
OG0000002	Pral	Praq.g_00807	Pral.g_01340, Pral.g_00430, Pral.g_01342, Pral.g_01337, Pral.g_01052, Pral.g_01764
OG0000002	Prat	Praq.g_00807	Prat.g_01184, Prat.g_01487, Prat.g_01182, Prat.g_01187, Prat.g_01462, Prat.g_00751
OG0000002	Prak	Praq.g_00807	Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207, Prak.g_01494, Prak.g_00805
OG0000002	Prap	Praq.g_00807	Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823
OG0000002	Prbe	Praq.g_00807	Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452
OG0000002	Prbf	Praq.g_00807	Prbf.g_00888, Prbf.g_00089, Prbf.g_00890, Prbf.g_00883, Prbf.g_00260, Prbf.g_01285
OG0000002	Prbg	Praq.g_00807	Prbg.g_01516, Prbg.g_00523, Prbg.g_01514, Prbg.g_01521, Prbg.g_00694, Prbg.g_01119
OG0000002	Prbn	Praq.g_00807	Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154, Prbn.g_00879, Prbn.g_01586
OG0000002	Pram	Praq.g_00807	Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278, Pram.g_00768
OG0000002	Prbh	Praq.g_00807	Prbh.g_01313, Prbh.g_00006, Prbh.g_01311, Prbh.g_01317, Prbh.g_00199, Prbh.g_00912
OG0000002	Prag	Praq.g_00807	Prag.g_00656
OG0000002	Praw	Praq.g_00807	Praw.g_01844
OG0000002	Prav	Praq.g_00807	Prav.g_01276
OG0000002	Prab	Praq.g_00807	Prab.g_00683
OG0000002	Pran	Praq.g_00807	Pran.g_01500
OG0000002	Prai	Praq.g_00807	Prai.g_00707
OG0000002	Pras	Praq.g_00807	Pras.g_01554
OG0000002	Prau	Praq.g_00807	Prau.g_00718
OG0000002	Praa	Praq.g_00807	Praa.g_00678
OG0000002	Prae	Praq.g_00807	Prae.g_00652
OG0000002	Prax	Praq.g_00807	Prax.g_00964
OG0000002	Prbi	Praq.g_00807	Prbi.g_00681
OG0000002	Prao	Praq.g_00807	Prao.g_00116
OG0000002	Pray	Praq.g_00807	Pray.g_01085
OG0000002	Praz	Praq.g_00807	Praz.g_01652
OG0000002	Prba	Praq.g_00807	Prba.g_01639
OG0000002	Prbd	Praq.g_00807	Prbd.g_00566
OG0000002	Prad	Praq.g_00807	Prad.g_01252
OG0000002	Prac	Praq.g_00807	Prac.g_00693
OG0000002	Prar	Praq.g_00807	Prar.g_01508
OG0000004	Syaq	Praq.g_00824	Syaq.g_02603
OG0000004	Praj	Praq.g_00824	Praj.g_01396
OG0000004	Prbc	Praq.g_00824	Prbc.g_01381
OG0000004	Prbm	Praq.g_00824	Prbm.g_01483
OG0000004	Prbb	Praq.g_00824	Prbb.g_01450
OG0000004	Syan	Praq.g_00824	Syan.g_00183
OG0000004	Syar	Praq.g_00824	Syar.g_02051
OG0000004	Syas	Praq.g_00824	Syas.g_00176
OG0000004	Syao	Praq.g_00824	Syao.g_02374
OG0000004	Syae	Praq.g_00824	Syae.g_00779
OG0000004	Syac	Praq.g_00824	Syac.g_00898
OG0000004	Syah	Praq.g_00824	Syah.g_02017
OG0000004	Syam	Praq.g_00824	Syam.g_00787
OG0000004	Syai	Praq.g_00824	Syai.g_01994
OG0000004	Syaf	Praq.g_00824	Syaf.g_01455
OG0000004	Syaa	Praq.g_00824	Syaa.g_00892
OG0000004	Syad	Praq.g_00824	Syad.g_01304
OG0000004	Syaj	Praq.g_00824	Syaj.g_00441
OG0000004	Syab	Praq.g_00824	Syab.g_00549, Syab.g_01193
OG0000004	Syak	Praq.g_00824	Syak.g_01219, Syak.g_00720
OG0000004	Syag	Praq.g_00824	Syag.g_00988
OG0000004	Syal	Praq.g_00824	Syal.g_01809
OG0000004	Prbj	Praq.g_00824	Prbj.g_00754
OG0000004	Prbk	Praq.g_00824	Prbk.g_01760
OG0000004	Prbl	Praq.g_00824	Prbl.g_00021
OG0000004	Praf	Praq.g_00824	Praf.g_01121
OG0000004	Prah	Praq.g_00824	Prah.g_01022
OG0000004	Pral	Praq.g_00824	Pral.g_01743
OG0000004	Prat	Praq.g_00824	Prat.g_00772
OG0000004	Prak	Praq.g_00824	Prak.g_00826
OG0000004	Prap	Praq.g_00824	Prap.g_00802
OG0000004	Prbe	Praq.g_00824	Prbe.g_01203
OG0000004	Prbf	Praq.g_00824	Prbf.g_01264
OG0000004	Prbg	Praq.g_00824	Prbg.g_01140
OG0000004	Prbn	Praq.g_00824	Prbn.g_01565
OG0000004	Pram	Praq.g_00824	Pram.g_00789
OG0000004	Prbh	Praq.g_00824	Prbh.g_00933
OG0000004	Prab	Praq.g_00824	Prab.g_00700
OG0000004	Pran	Praq.g_00824	Pran.g_01483
OG0000004	Prai	Praq.g_00824	Prai.g_00724
OG0000004	Pras	Praq.g_00824	Pras.g_01571
OG0000004	Prau	Praq.g_00824	Prau.g_00735
OG0000004	Prad	Praq.g_00824	Prad.g_01269
