Orthogroup	Species	Syap	Orthologs
OG0000001	Syat	Syap.g_00785, Syap.g_02195, Syap.g_02194, Syap.g_02201, Syap.g_02615	Syat.g_02908, Syat.g_02909
OG0000001	Syaa	Syap.g_00785, Syap.g_02195, Syap.g_02194, Syap.g_02201, Syap.g_02615	Syaa.g_02439
OG0000001	Syam	Syap.g_00785, Syap.g_02195, Syap.g_02194, Syap.g_02201, Syap.g_02615	Syam.g_02178
OG0000001	Syai	Syap.g_00785, Syap.g_02195, Syap.g_02194, Syap.g_02201, Syap.g_02615	Syai.g_00891, Syai.g_02595
OG0000001	Syak	Syap.g_00785, Syap.g_02195, Syap.g_02194, Syap.g_02201, Syap.g_02615	Syak.g_02138
OG0000001	Syab	Syap.g_00785, Syap.g_02195, Syap.g_02194, Syap.g_02201, Syap.g_02615	Syab.g_02553, Syab.g_02555
OG0000001	Syal	Syap.g_00785, Syap.g_02195, Syap.g_02194, Syap.g_02201, Syap.g_02615	Syal.g_00874, Syal.g_01184
OG0000001	Prah	Syap.g_00785, Syap.g_02195, Syap.g_02194, Syap.g_02201, Syap.g_02615	Prah.g_02270
OG0000001	Praf	Syap.g_00785, Syap.g_02195, Syap.g_02194, Syap.g_02201, Syap.g_02615	Praf.g_02422
OG0000001	Prbj	Syap.g_00785, Syap.g_02195, Syap.g_02194, Syap.g_02201, Syap.g_02615	Prbj.g_01549, Prbj.g_02662
OG0000001	Prbk	Syap.g_00785, Syap.g_02195, Syap.g_02194, Syap.g_02201, Syap.g_02615	Prbk.g_00561, Prbk.g_02701
OG0000001	Prbl	Syap.g_00785, Syap.g_02195, Syap.g_02194, Syap.g_02201, Syap.g_02615	Prbl.g_00808, Prbl.g_02598
OG0000001	Syah	Syap.g_00785, Syap.g_02195, Syap.g_02194, Syap.g_02201, Syap.g_02615	Syah.g_00040, Syah.g_00041
OG0000001	Syaf	Syap.g_00785, Syap.g_02195, Syap.g_02194, Syap.g_02201, Syap.g_02615	Syaf.g_00845
OG0000001	Syac	Syap.g_00785, Syap.g_02195, Syap.g_02194, Syap.g_02201, Syap.g_02615	Syac.g_00341, Syac.g_00340
OG0000001	Syae	Syap.g_00785, Syap.g_02195, Syap.g_02194, Syap.g_02201, Syap.g_02615	Syae.g_01417
OG0000001	Syad	Syap.g_00785, Syap.g_02195, Syap.g_02194, Syap.g_02201, Syap.g_02615	Syad.g_02865
OG0000001	Syaj	Syap.g_00785, Syap.g_02195, Syap.g_02194, Syap.g_02201, Syap.g_02615	Syaj.g_01950
OG0000001	Syag	Syap.g_00785, Syap.g_02195, Syap.g_02194, Syap.g_02201, Syap.g_02615	Syag.g_01943
OG0000001	Syaq	Syap.g_00785, Syap.g_02195, Syap.g_02194, Syap.g_02201, Syap.g_02615	Syaq.g_01434
OG0000001	Syao	Syap.g_00785, Syap.g_02195, Syap.g_02194, Syap.g_02201, Syap.g_02615	Syao.g_02557, Syao.g_02556, Syao.g_01317, Syao.g_02558
OG0000001	Syas	Syap.g_00785	Syas.g_00966, Syas.g_00967
OG0000001	Syas	Syap.g_02195, Syap.g_02194, Syap.g_02201, Syap.g_02615	Syas.g_00093, Syas.g_02373
OG0000001	Syab	Syap.g_00399	Syab.g_00673
OG0000001	Prbj	Syap.g_00399	Prbj.g_02690
OG0000001	Prbk	Syap.g_00399	Prbk.g_00630
OG0000001	Prbl	Syap.g_00399	Prbl.g_02578
OG0000001	Praf	Syap.g_00399	Praf.g_01293
OG0000001	Prah	Syap.g_00399	Prah.g_00896
OG0000001	Syan	Syap.g_00399	Syan.g_02528
OG0000001	Syar	Syap.g_00399	Syar.g_02229
OG0000001	Syat	Syap.g_00399	Syat.g_00878
OG0000003	Syag	Syap.g_00679	Syag.g_01246, Syag.g_01565, Syag.g_01570, Syag.g_00064, Syag.g_00065, Syag.g_01566, Syag.g_01571, Syag.g_01561
OG0000003	Prah	Syap.g_00679	Prah.g_02448
OG0000003	Syal	Syap.g_00679	Syal.g_00009
OG0000003	Syaq	Syap.g_00679	Syaq.g_01566
OG0000003	Syar	Syap.g_00679	Syar.g_00836
OG0000003	Syas	Syap.g_00679	Syas.g_01418
OG0000003	Syan	Syap.g_00679	Syan.g_00157
OG0000004	Praf	Syap.g_01987	Praf.g_00743
OG0000004	Prah	Syap.g_01987	Prah.g_01413
OG0000004	Prbj	Syap.g_01987	Prbj.g_01777
OG0000004	Prbk	Syap.g_01987	Prbk.g_01134
OG0000004	Prbl	Syap.g_01987	Prbl.g_01771
OG0000004	Prbm	Syap.g_01987	Prbm.g_00291
OG0000004	Praj	Syap.g_01987	Praj.g_00271
OG0000004	Prbb	Syap.g_01987	Prbb.g_00288
OG0000004	Prbc	Syap.g_01987	Prbc.g_00339
OG0000004	Pram	Syap.g_01987	Pram.g_00219
OG0000004	Prbh	Syap.g_01987	Prbh.g_00548
OG0000004	Prak	Syap.g_01987	Prak.g_00248
OG0000004	Prap	Syap.g_01987	Prap.g_01480
OG0000004	Prbe	Syap.g_01987	Prbe.g_01784
OG0000004	Prbf	Syap.g_01987	Prbf.g_01570
OG0000004	Prbg	Syap.g_01987	Prbg.g_01014
OG0000004	Prbn	Syap.g_01987	Prbn.g_00318
OG0000004	Prat	Syap.g_01987	Prat.g_00236
OG0000004	Pral	Syap.g_01987	Pral.g_00809
OG0000004	Prac	Syap.g_01987	Prac.g_01698
OG0000004	Praq	Syap.g_01987	Praq.g_01770
OG0000004	Prar	Syap.g_01987	Prar.g_00095
OG0000004	Prav	Syap.g_01987	Prav.g_00806
OG0000004	Prai	Syap.g_01987	Prai.g_00243
OG0000004	Prab	Syap.g_01987	Prab.g_00223
OG0000004	Pran	Syap.g_01987	Pran.g_00200
OG0000004	Prag	Syap.g_01987	Prag.g_00225
OG0000004	Praw	Syap.g_01987	Praw.g_01203
OG0000004	Praa	Syap.g_01987	Praa.g_00232
OG0000004	Pras	Syap.g_01987	Pras.g_01084
OG0000004	Prau	Syap.g_01987	Prau.g_00233
OG0000004	Prae	Syap.g_01987	Prae.g_00235
OG0000004	Prax	Syap.g_01987	Prax.g_00986
OG0000004	Pray	Syap.g_01987	Pray.g_00713
OG0000004	Praz	Syap.g_01987	Praz.g_00592
OG0000004	Prba	Syap.g_01987	Prba.g_00451
OG0000004	Prbd	Syap.g_01987	Prbd.g_01007
OG0000004	Prbi	Syap.g_01987	Prbi.g_00256
OG0000004	Prad	Syap.g_01987	Prad.g_01759
OG0000004	Prao	Syap.g_01987	Prao.g_00370
OG0000004	Syad	Syap.g_01987	Syad.g_00810
OG0000004	Syaj	Syap.g_01987	Syaj.g_02853
OG0000004	Syae	Syap.g_01987	Syae.g_02231
OG0000004	Syaa	Syap.g_01987	Syaa.g_02116
OG0000004	Syac	Syap.g_01987	Syac.g_01975
OG0000004	Syah	Syap.g_01987	Syah.g_00901
OG0000004	Syaf	Syap.g_01987	Syaf.g_02794
OG0000004	Syai	Syap.g_01987	Syai.g_00530
OG0000004	Syam	Syap.g_01987	Syam.g_00501
OG0000004	Syag	Syap.g_01987	Syag.g_01790
OG0000004	Syaq	Syap.g_01987	Syaq.g_01567
OG0000004	Syak	Syap.g_01987	Syak.g_02297
OG0000004	Syab	Syap.g_01987	Syab.g_02377
OG0000004	Syal	Syap.g_01987	Syal.g_00691
OG0000004	Syar	Syap.g_01987	Syar.g_00842
OG0000004	Syas	Syap.g_01987	Syas.g_00072
OG0000005	Prav	Syap.g_01773	Prav.g_01774
OG0000005	Prag	Syap.g_01773	Prag.g_01682
OG0000005	Praw	Syap.g_01773	Praw.g_00528
OG0000005	Prad	Syap.g_01773	Prad.g_00928
OG0000005	Prae	Syap.g_01773	Prae.g_01636
OG0000005	Prax	Syap.g_01773	Prax.g_01546
OG0000005	Prau	Syap.g_01773	Prau.g_01745
OG0000005	Pras	Syap.g_01773	Pras.g_00563
OG0000005	Prbd	Syap.g_01773	Prbd.g_01512
OG0000005	Prao	Syap.g_01773	Prao.g_01565
OG0000005	Prac	Syap.g_01773	Prac.g_00612
OG0000005	Praq	Syap.g_01773	Praq.g_00484
OG0000005	Prar	Syap.g_01773	Prar.g_01130
OG0000005	Prbi	Syap.g_01773	Prbi.g_01800
OG0000005	Praa	Syap.g_01773	Praa.g_01648
OG0000005	Pray	Syap.g_01773	Pray.g_01546
OG0000005	Praz	Syap.g_01773	Praz.g_00864
OG0000005	Prba	Syap.g_01773	Prba.g_00607
OG0000005	Prab	Syap.g_01773	Prab.g_01682
OG0000005	Pran	Syap.g_01773	Pran.g_00983
OG0000005	Prai	Syap.g_01773	Prai.g_01651
OG0000005	Prbc	Syap.g_01773	Prbc.g_00098
OG0000005	Praj	Syap.g_01773	Praj.g_01349
OG0000005	Prbb	Syap.g_01773	Prbb.g_01393
OG0000005	Syab	Syap.g_01773	Syab.g_02289
OG0000005	Syal	Syap.g_01773	Syal.g_00606
OG0000005	Syag	Syap.g_01773	Syag.g_01708
OG0000005	Syak	Syap.g_01773	Syak.g_02401
OG0000005	Syaq	Syap.g_01773	Syaq.g_01658
OG0000005	Syar	Syap.g_01773	Syar.g_02952
OG0000005	Syan	Syap.g_01773	Syan.g_01423
OG0000005	Syao	Syap.g_01773	Syao.g_01680
OG0000005	Syat	Syap.g_01773	Syat.g_03065
OG0000005	Syae	Syap.g_01773	Syae.g_01179
OG0000005	Syac	Syap.g_01773	Syac.g_00527
OG0000005	Syah	Syap.g_01773	Syah.g_02403
OG0000005	Syaa	Syap.g_01773	Syaa.g_00534
OG0000005	Syam	Syap.g_01773	Syam.g_02004
OG0000005	Syaf	Syap.g_01773	Syaf.g_01017
OG0000005	Syai	Syap.g_01773	Syai.g_02393
OG0000005	Syad	Syap.g_01773	Syad.g_02639
OG0000005	Syaj	Syap.g_01773	Syaj.g_01736
OG0000005	Syas	Syap.g_01773	Syas.g_02665
OG0000005	Praf	Syap.g_01218	Praf.g_00503
OG0000005	Prah	Syap.g_01218	Prah.g_01652
OG0000005	Prbj	Syap.g_01218	Prbj.g_00883
OG0000005	Prbk	Syap.g_01218	Prbk.g_00933
OG0000005	Prbl	Syap.g_01218	Prbl.g_00419
OG0000005	Pral	Syap.g_01218	Pral.g_01075
OG0000005	Prat	Syap.g_01218	Prat.g_01440
OG0000005	Prak	Syap.g_01218	Prak.g_01474
OG0000005	Prap	Syap.g_01218	Prap.g_00204
OG0000005	Prbe	Syap.g_01218	Prbe.g_00228
OG0000005	Prbf	Syap.g_01218	Prbf.g_00240
OG0000005	Prbg	Syap.g_01218	Prbg.g_00674
OG0000005	Prbn	Syap.g_01218	Prbn.g_00899
OG0000005	Pram	Syap.g_01218	Pram.g_01295
OG0000005	Prbh	Syap.g_01218	Prbh.g_00182
OG0000005	Prac	Syap.g_01218	Prac.g_00335
OG0000005	Praq	Syap.g_01218	Praq.g_00370
OG0000005	Prar	Syap.g_01218	Prar.g_00771
OG0000005	Praa	Syap.g_01218	Praa.g_01553
OG0000005	Prad	Syap.g_01218	Prad.g_00438
OG0000005	Prae	Syap.g_01218	Prae.g_01535
OG0000005	Prag	Syap.g_01218	Prag.g_01566
OG0000005	Praw	Syap.g_01218	Praw.g_00413
OG0000005	Prax	Syap.g_01218	Prax.g_01652
OG0000005	Pray	Syap.g_01218	Pray.g_01646
OG0000005	Praz	Syap.g_01218	Praz.g_00965
OG0000005	Prba	Syap.g_01218	Prba.g_00312
OG0000005	Prbi	Syap.g_01218	Prbi.g_01666
OG0000005	Prao	Syap.g_01218	Prao.g_01472
OG0000005	Prav	Syap.g_01218	Prav.g_01654
OG0000005	Prbd	Syap.g_01218	Prbd.g_01612
OG0000005	Pras	Syap.g_01218	Pras.g_00429
OG0000005	Prau	Syap.g_01218	Prau.g_01607
OG0000005	Prab	Syap.g_01218	Prab.g_01542
OG0000005	Pran	Syap.g_01218	Pran.g_00657
OG0000005	Prai	Syap.g_01218	Prai.g_01538
OG0000005	Syab	Syap.g_01218	Syab.g_02806, Syab.g_02232
OG0000005	Prbc	Syap.g_01218	Prbc.g_00788
OG0000005	Praj	Syap.g_01218	Praj.g_01712
OG0000005	Prbb	Syap.g_01218	Prbb.g_01766
OG0000005	Prbm	Syap.g_01218	Prbm.g_01790
OG0000005	Syar	Syap.g_01218	Syar.g_02909
OG0000005	Syaq	Syap.g_01218	Syaq.g_01692
OG0000005	Syad	Syap.g_01218	Syad.g_02596
OG0000005	Syaj	Syap.g_01218	Syaj.g_01698
OG0000005	Syan	Syap.g_01218	Syan.g_01378
OG0000005	Syao	Syap.g_01218	Syao.g_01578
OG0000005	Syae	Syap.g_01218	Syae.g_01143
OG0000005	Syaa	Syap.g_01218	Syaa.g_00573
OG0000005	Syac	Syap.g_01218	Syac.g_00569
OG0000005	Syaf	Syap.g_01218	Syaf.g_01057
OG0000005	Syag	Syap.g_01218	Syag.g_01667
OG0000005	Syai	Syap.g_01218	Syai.g_02356
OG0000005	Syak	Syap.g_01218	Syak.g_02436
OG0000005	Syal	Syap.g_01218	Syal.g_00565
OG0000005	Syam	Syap.g_01218	Syam.g_01970
OG0000005	Syah	Syap.g_01218	Syah.g_02363
OG0000005	Syas	Syap.g_01218	Syas.g_02704
OG0000005	Syat	Syap.g_01218	Syat.g_03105
OG0000006	Prab	Syap.g_02770	Prab.g_00231
OG0000006	Prai	Syap.g_02770	Prai.g_00252, Prai.g_00254
OG0000006	Pran	Syap.g_02770	Pran.g_01951
OG0000006	Prac	Syap.g_02770	Prac.g_01689
OG0000006	Praq	Syap.g_02770	Praq.g_01761
OG0000006	Prar	Syap.g_02770	Prar.g_00086
OG0000006	Praa	Syap.g_02770	Praa.g_00241, Praa.g_01245
OG0000006	Prad	Syap.g_02770	Prad.g_01750
OG0000006	Prae	Syap.g_02770	Prae.g_00244
OG0000006	Prao	Syap.g_02770	Prao.g_00379
OG0000006	Pras	Syap.g_02770	Pras.g_00148, Pras.g_01093
OG0000006	Prau	Syap.g_02770	Prau.g_01316
OG0000006	Prax	Syap.g_02770	Prax.g_01972
OG0000006	Pray	Syap.g_02770	Pray.g_00722
OG0000006	Praz	Syap.g_02770	Praz.g_00601
OG0000006	Prba	Syap.g_02770	Prba.g_00460
OG0000006	Prbd	Syap.g_02770	Prbd.g_00998
OG0000006	Prbi	Syap.g_02770	Prbi.g_00265
OG0000006	Prag	Syap.g_02770	Prag.g_00234, Prag.g_01231
OG0000006	Prav	Syap.g_02770	Prav.g_02001
OG0000006	Praw	Syap.g_02770	Praw.g_01950
OG0000006	Prat	Syap.g_02770	Prat.g_00248
OG0000006	Prak	Syap.g_02770	Prak.g_00258
OG0000006	Prap	Syap.g_02770	Prap.g_01470
OG0000006	Prbe	Syap.g_02770	Prbe.g_01794
OG0000006	Prbf	Syap.g_02770	Prbf.g_01580
OG0000006	Prbg	Syap.g_02770	Prbg.g_01024
OG0000006	Prbn	Syap.g_02770	Prbn.g_00308
OG0000006	Pram	Syap.g_02770	Pram.g_00229
OG0000006	Prbh	Syap.g_02770	Prbh.g_00538
OG0000006	Pral	Syap.g_02770	Pral.g_00797
OG0000006	Praj	Syap.g_02770	Praj.g_00282, Praj.g_01281, Praj.g_01505
OG0000006	Prbb	Syap.g_02770	Prbb.g_00299, Prbb.g_01328, Prbb.g_01560
OG0000006	Prbc	Syap.g_02770	Prbc.g_02202
OG0000006	Prbm	Syap.g_02770	Prbm.g_00302, Prbm.g_01236, Prbm.g_01588
OG0000006	Prah	Syap.g_02770	Prah.g_00475, Prah.g_01767
OG0000006	Praf	Syap.g_02770	Praf.g_00396, Praf.g_01719
OG0000006	Prbj	Syap.g_02770	Prbj.g_02699
OG0000006	Prbk	Syap.g_02770	Prbk.g_02695
OG0000006	Prbl	Syap.g_02770	Prbl.g_02601
OG0000006	Syag	Syap.g_02770	Syag.g_00435
OG0000006	Syak	Syap.g_02770	Syak.g_00057
OG0000006	Syaq	Syap.g_02770	Syaq.g_02108
OG0000006	Syab	Syap.g_02770	Syab.g_01849
OG0000006	Syal	Syap.g_02770	Syal.g_02611
OG0000006	Syac	Syap.g_02770	Syac.g_01002
OG0000006	Syah	Syap.g_02770	Syah.g_01912
OG0000006	Syai	Syap.g_02770	Syai.g_01126
OG0000006	Syam	Syap.g_02770	Syam.g_01446
OG0000006	Syaf	Syap.g_02770	Syaf.g_02288
OG0000006	Syad	Syap.g_02770	Syad.g_02130
OG0000006	Syaa	Syap.g_02770	Syaa.g_01611
OG0000006	Syae	Syap.g_02770	Syae.g_00096
OG0000006	Syat	Syap.g_02770	Syat.g_00371
OG0000006	Syar	Syap.g_02770	Syar.g_02439
OG0000006	Syan	Syap.g_02770	Syan.g_00791
OG0000006	Syao	Syap.g_02770	Syao.g_00919
OG0000007	Prab	Syap.g_00275	Prab.g_00501
OG0000007	Pran	Syap.g_00275	Pran.g_01681
OG0000007	Prai	Syap.g_00275	Prai.g_00527
OG0000007	Prad	Syap.g_00275	Prad.g_00132
OG0000007	Prax	Syap.g_00275	Prax.g_00704
OG0000007	Prag	Syap.g_00275	Prag.g_00476
OG0000007	Praw	Syap.g_00275	Praw.g_00651
OG0000007	Prav	Syap.g_00275	Prav.g_01095
OG0000007	Prac	Syap.g_00275	Prac.g_00874
OG0000007	Prar	Syap.g_00275	Prar.g_01328
OG0000007	Praq	Syap.g_00275	Praq.g_01105
OG0000007	Pras	Syap.g_00275	Pras.g_01375
OG0000007	Prau	Syap.g_00275	Prau.g_00538
OG0000007	Prao	Syap.g_00275	Prao.g_00603
OG0000007	Praa	Syap.g_00275	Praa.g_00497
OG0000007	Prbi	Syap.g_00275	Prbi.g_00500
OG0000007	Prbd	Syap.g_00275	Prbd.g_00745
OG0000007	Praz	Syap.g_00275	Praz.g_01831
OG0000007	Prba	Syap.g_00275	Prba.g_00964
OG0000007	Pray	Syap.g_00275	Pray.g_00988, Pray.g_00987
OG0000007	Prae	Syap.g_00275	Prae.g_00471
OG0000007	Prbb	Syap.g_00275	Prbb.g_00501
OG0000007	Prbm	Syap.g_00275	Prbm.g_00522
OG0000007	Praj	Syap.g_00275	Praj.g_00489
OG0000007	Prbc	Syap.g_00275	Prbc.g_01556
OG0000007	Prak	Syap.g_00275	Prak.g_00458
OG0000007	Prap	Syap.g_00275	Prap.g_01270
OG0000007	Prbe	Syap.g_00275	Prbe.g_00636
OG0000007	Prbf	Syap.g_00275	Prbf.g_01780
OG0000007	Prbg	Syap.g_00275	Prbg.g_00216
OG0000007	Prbn	Syap.g_00275	Prbn.g_00617
OG0000007	Pram	Syap.g_00275	Pram.g_00433
OG0000007	Prbh	Syap.g_00275	Prbh.g_00334
OG0000007	Pral	Syap.g_00275	Pral.g_00593
OG0000007	Prat	Syap.g_00275	Prat.g_00458
OG0000007	Prbj	Syap.g_00275	Prbj.g_01610
OG0000007	Prbl	Syap.g_00275	Prbl.g_00531
OG0000007	Praf	Syap.g_00275	Praf.g_00614
OG0000007	Prah	Syap.g_00275	Prah.g_01546
OG0000007	Syag	Syap.g_00275	Syag.g_01507
OG0000007	Syak	Syap.g_00275	Syak.g_02595
OG0000007	Syaq	Syap.g_00275	Syaq.g_01793
OG0000007	Syab	Syap.g_00275	Syab.g_02117
OG0000007	Syal	Syap.g_00275	Syal.g_02918
OG0000007	Syad	Syap.g_00275	Syad.g_00923
OG0000007	Syaj	Syap.g_00275	Syaj.g_00091
OG0000007	Syaa	Syap.g_00275	Syaa.g_02032
OG0000007	Syac	Syap.g_00275	Syac.g_01885
OG0000007	Syah	Syap.g_00275	Syah.g_01016
OG0000007	Syai	Syap.g_00275	Syai.g_00657
OG0000007	Syaf	Syap.g_00275	Syaf.g_02702
OG0000007	Syam	Syap.g_00275	Syam.g_00602
OG0000007	Syae	Syap.g_00275	Syae.g_02328
OG0000007	Syan	Syap.g_00275	Syan.g_02743
OG0000007	Syao	Syap.g_00275	Syao.g_00105
OG0000007	Syar	Syap.g_00275	Syar.g_01491
OG0000007	Syat	Syap.g_00275	Syat.g_03191
OG0000007	Syas	Syap.g_00275	Syas.g_01232
OG0000007	Syak	Syap.g_00621	Syak.g_02416
OG0000007	Syaq	Syap.g_00621	Syaq.g_01673
OG0000007	Syab	Syap.g_00621	Syab.g_02256
OG0000007	Syal	Syap.g_00621	Syal.g_00587
OG0000007	Syag	Syap.g_00621	Syag.g_01687
OG0000007	Syaa	Syap.g_00621	Syaa.g_00551
OG0000007	Syac	Syap.g_00621	Syac.g_00544
OG0000007	Syah	Syap.g_00621	Syah.g_02384
OG0000007	Syae	Syap.g_00621	Syae.g_01163
OG0000007	Syad	Syap.g_00621	Syad.g_02623
OG0000007	Syaj	Syap.g_00621	Syaj.g_01721
OG0000007	Syaf	Syap.g_00621	Syaf.g_01033
OG0000007	Syai	Syap.g_00621	Syai.g_02378
OG0000007	Syam	Syap.g_00621	Syam.g_01990
OG0000007	Prbj	Syap.g_00621	Prbj.g_00857
OG0000007	Prbk	Syap.g_00621	Prbk.g_00907
OG0000007	Prbl	Syap.g_00621	Prbl.g_00394
OG0000007	Praf	Syap.g_00621	Praf.g_00480
OG0000007	Prah	Syap.g_00621	Prah.g_01676
OG0000007	Prbb	Syap.g_00621	Prbb.g_01823
OG0000007	Praj	Syap.g_00621	Praj.g_01768
OG0000007	Prbc	Syap.g_00621	Prbc.g_00832
OG0000007	Prbm	Syap.g_00621	Prbm.g_01841
OG0000007	Prat	Syap.g_00621	Prat.g_01592
OG0000007	Pral	Syap.g_00621	Pral.g_00107
OG0000007	Prak	Syap.g_00621	Prak.g_01645
OG0000007	Prap	Syap.g_00621	Prap.g_01779
OG0000007	Prbe	Syap.g_00621	Prbe.g_00985
OG0000007	Prbf	Syap.g_00621	Prbf.g_00693
OG0000007	Prbg	Syap.g_00621	Prbg.g_01650
OG0000007	Prbn	Syap.g_00621	Prbn.g_01745
OG0000007	Pram	Syap.g_00621	Pram.g_01632
OG0000007	Prbh	Syap.g_00621	Prbh.g_01782
OG0000007	Prab	Syap.g_00621	Prab.g_01669
OG0000007	Pran	Syap.g_00621	Pran.g_00970
OG0000007	Prai	Syap.g_00621	Prai.g_01638
OG0000007	Prag	Syap.g_00621	Prag.g_01669
OG0000007	Praw	Syap.g_00621	Praw.g_00515
OG0000007	Prav	Syap.g_00621	Prav.g_01761
OG0000007	Prad	Syap.g_00621	Prad.g_00941
OG0000007	Prac	Syap.g_00621	Prac.g_00625
OG0000007	Praq	Syap.g_00621	Praq.g_00497
OG0000007	Prar	Syap.g_00621	Prar.g_01143
OG0000007	Prao	Syap.g_00621	Prao.g_01552
OG0000007	Prae	Syap.g_00621	Prae.g_01623
OG0000007	Pray	Syap.g_00621	Pray.g_01559
OG0000007	Praz	Syap.g_00621	Praz.g_00877
