Orthogroup	Species	Syac	Orthologs
OG0000002	Syad	Syac.g_01084	Syad.g_00619
OG0000002	Syaj	Syac.g_01084	Syaj.g_02667
OG0000002	Syab	Syac.g_01084	Syab.g_02285
OG0000002	Syah	Syac.g_01084	Syah.g_01829
OG0000004	Syaq	Syac.g_00898	Syaq.g_02603
OG0000004	Praj	Syac.g_00898	Praj.g_01396
OG0000004	Prbc	Syac.g_00898	Prbc.g_01381
OG0000004	Prbm	Syac.g_00898	Prbm.g_01483
OG0000004	Prbb	Syac.g_00898	Prbb.g_01450
OG0000004	Syan	Syac.g_00898	Syan.g_00183
OG0000004	Syar	Syac.g_00898	Syar.g_02051
OG0000004	Syas	Syac.g_00898	Syas.g_00176
OG0000004	Syao	Syac.g_00898	Syao.g_02374
OG0000004	Prbj	Syac.g_00898	Prbj.g_00754
OG0000004	Prbk	Syac.g_00898	Prbk.g_01760
OG0000004	Prbl	Syac.g_00898	Prbl.g_00021
OG0000004	Praf	Syac.g_00898	Praf.g_01121
OG0000004	Prah	Syac.g_00898	Prah.g_01022
OG0000004	Prab	Syac.g_00898	Prab.g_00700
OG0000004	Pran	Syac.g_00898	Pran.g_01483
OG0000004	Prai	Syac.g_00898	Prai.g_00724
OG0000004	Prad	Syac.g_00898	Prad.g_01269
OG0000004	Praa	Syac.g_00898	Praa.g_00695
OG0000004	Pray	Syac.g_00898	Pray.g_01068
OG0000004	Praz	Syac.g_00898	Praz.g_01635
OG0000004	Prba	Syac.g_00898	Prba.g_01622
OG0000004	Prax	Syac.g_00898	Prax.g_00947
OG0000004	Prag	Syac.g_00898	Prag.g_00673
OG0000004	Praw	Syac.g_00898	Praw.g_01827
OG0000004	Prac	Syac.g_00898	Prac.g_00676
OG0000004	Praq	Syac.g_00898	Praq.g_00824
OG0000004	Prar	Syac.g_00898	Prar.g_01525
OG0000004	Prae	Syac.g_00898	Prae.g_00669
OG0000004	Prbd	Syac.g_00898	Prbd.g_00549
OG0000004	Prav	Syac.g_00898	Prav.g_01293
OG0000004	Prao	Syac.g_00898	Prao.g_00133
OG0000004	Prbi	Syac.g_00898	Prbi.g_00698
OG0000004	Pras	Syac.g_00898	Pras.g_01571
OG0000004	Prau	Syac.g_00898	Prau.g_00735
OG0000004	Pral	Syac.g_00898	Pral.g_01743
OG0000004	Prat	Syac.g_00898	Prat.g_00772
OG0000004	Prak	Syac.g_00898	Prak.g_00826
OG0000004	Prap	Syac.g_00898	Prap.g_00802
OG0000004	Prbe	Syac.g_00898	Prbe.g_01203
OG0000004	Prbf	Syac.g_00898	Prbf.g_01264
OG0000004	Prbg	Syac.g_00898	Prbg.g_01140
OG0000004	Prbn	Syac.g_00898	Prbn.g_01565
OG0000004	Pram	Syac.g_00898	Pram.g_00789
OG0000004	Prbh	Syac.g_00898	Prbh.g_00933
OG0000004	Syab	Syac.g_00898	Syab.g_00549, Syab.g_01193
OG0000004	Syak	Syac.g_00898	Syak.g_01219, Syak.g_00720
OG0000004	Syag	Syac.g_00898	Syag.g_00988
OG0000004	Syal	Syac.g_00898	Syal.g_01809
OG0000004	Syae	Syac.g_00898	Syae.g_00779
OG0000004	Syaa	Syac.g_00898	Syaa.g_00892
OG0000004	Syad	Syac.g_00898	Syad.g_01304
OG0000004	Syaj	Syac.g_00898	Syaj.g_00441
OG0000004	Syam	Syac.g_00898	Syam.g_00787
OG0000004	Syai	Syac.g_00898	Syai.g_01994
OG0000004	Syaf	Syac.g_00898	Syaf.g_01455
OG0000004	Syah	Syac.g_00898	Syah.g_02017
OG0000004	Praf	Syac.g_00948, Syac.g_01975	Praf.g_00743
OG0000004	Prah	Syac.g_00948, Syac.g_01975	Prah.g_01413
OG0000004	Prbj	Syac.g_00948, Syac.g_01975	Prbj.g_01777
OG0000004	Prbk	Syac.g_00948, Syac.g_01975	Prbk.g_01134
OG0000004	Prbl	Syac.g_00948, Syac.g_01975	Prbl.g_01771
OG0000004	Prbm	Syac.g_00948, Syac.g_01975	Prbm.g_00291
OG0000004	Praj	Syac.g_00948, Syac.g_01975	Praj.g_00271
OG0000004	Prbb	Syac.g_00948, Syac.g_01975	Prbb.g_00288
OG0000004	Prbc	Syac.g_00948, Syac.g_01975	Prbc.g_00339
OG0000004	Pram	Syac.g_00948, Syac.g_01975	Pram.g_00219
OG0000004	Prbh	Syac.g_00948, Syac.g_01975	Prbh.g_00548
OG0000004	Prak	Syac.g_00948, Syac.g_01975	Prak.g_00248
OG0000004	Prap	Syac.g_00948, Syac.g_01975	Prap.g_01480
OG0000004	Prbe	Syac.g_00948, Syac.g_01975	Prbe.g_01784
OG0000004	Prbf	Syac.g_00948, Syac.g_01975	Prbf.g_01570
OG0000004	Prbg	Syac.g_00948, Syac.g_01975	Prbg.g_01014
OG0000004	Prbn	Syac.g_00948, Syac.g_01975	Prbn.g_00318
OG0000004	Prat	Syac.g_00948, Syac.g_01975	Prat.g_00236
OG0000004	Pral	Syac.g_00948, Syac.g_01975	Pral.g_00809
OG0000004	Prac	Syac.g_00948, Syac.g_01975	Prac.g_01698
OG0000004	Praq	Syac.g_00948, Syac.g_01975	Praq.g_01770
OG0000004	Prar	Syac.g_00948, Syac.g_01975	Prar.g_00095
OG0000004	Prav	Syac.g_00948, Syac.g_01975	Prav.g_00806
OG0000004	Prai	Syac.g_00948, Syac.g_01975	Prai.g_00243
OG0000004	Prab	Syac.g_00948, Syac.g_01975	Prab.g_00223
OG0000004	Pran	Syac.g_00948, Syac.g_01975	Pran.g_00200
OG0000004	Prag	Syac.g_00948, Syac.g_01975	Prag.g_00225
OG0000004	Praw	Syac.g_00948, Syac.g_01975	Praw.g_01203
OG0000004	Praa	Syac.g_00948, Syac.g_01975	Praa.g_00232
OG0000004	Pras	Syac.g_00948, Syac.g_01975	Pras.g_01084
OG0000004	Prau	Syac.g_00948, Syac.g_01975	Prau.g_00233
OG0000004	Prae	Syac.g_00948, Syac.g_01975	Prae.g_00235
OG0000004	Prax	Syac.g_00948, Syac.g_01975	Prax.g_00986
OG0000004	Pray	Syac.g_00948, Syac.g_01975	Pray.g_00713
OG0000004	Praz	Syac.g_00948, Syac.g_01975	Praz.g_00592
OG0000004	Prba	Syac.g_00948, Syac.g_01975	Prba.g_00451
OG0000004	Prbd	Syac.g_00948, Syac.g_01975	Prbd.g_01007
OG0000004	Prbi	Syac.g_00948, Syac.g_01975	Prbi.g_00256
OG0000004	Prad	Syac.g_00948, Syac.g_01975	Prad.g_01759
OG0000004	Prao	Syac.g_00948, Syac.g_01975	Prao.g_00370
OG0000004	Syar	Syac.g_00948	Syar.g_02225
OG0000004	Syan	Syac.g_00948	Syan.g_00989
OG0000004	Syao	Syac.g_00948	Syao.g_01007
OG0000004	Syas	Syac.g_00948	Syas.g_00174, Syas.g_00311
OG0000004	Syak	Syac.g_00948	Syak.g_00003
OG0000004	Syab	Syac.g_00948	Syab.g_01911
OG0000004	Syal	Syac.g_00948	Syal.g_02718
OG0000004	Syaq	Syac.g_00948	Syaq.g_02042
OG0000004	Syaa	Syac.g_00948	Syaa.g_01667
OG0000004	Syae	Syac.g_00948	Syae.g_00042
OG0000004	Syad	Syac.g_00948	Syad.g_02184
OG0000004	Syaj	Syac.g_00948	Syaj.g_01314
OG0000004	Syag	Syac.g_00948	Syag.g_00370
OG0000004	Syaf	Syac.g_00948	Syaf.g_02351
OG0000004	Syai	Syac.g_00948	Syai.g_01062
OG0000004	Syam	Syac.g_00948	Syam.g_01499
OG0000004	Syah	Syac.g_00948	Syah.g_01967
OG0000004	Syap	Syac.g_01975	Syap.g_01987
OG0000004	Syar	Syac.g_01975	Syar.g_00842
OG0000004	Syas	Syac.g_01975	Syas.g_00072
OG0000004	Syag	Syac.g_01975	Syag.g_01790
OG0000004	Syaq	Syac.g_01975	Syaq.g_01567
OG0000004	Syak	Syac.g_01975	Syak.g_02297
OG0000004	Syab	Syac.g_01975	Syab.g_02377
OG0000004	Syal	Syac.g_01975	Syal.g_00691
OG0000004	Syad	Syac.g_01975	Syad.g_00810
OG0000004	Syaj	Syac.g_01975	Syaj.g_02853
OG0000004	Syae	Syac.g_01975	Syae.g_02231
OG0000004	Syaa	Syac.g_01975	Syaa.g_02116
OG0000004	Syaf	Syac.g_01975	Syaf.g_02794
OG0000004	Syai	Syac.g_01975	Syai.g_00530
OG0000004	Syam	Syac.g_01975	Syam.g_00501
OG0000004	Syah	Syac.g_01975	Syah.g_00901
OG0000005	Prav	Syac.g_00527	Prav.g_01774
OG0000005	Prag	Syac.g_00527	Prag.g_01682
OG0000005	Praw	Syac.g_00527	Praw.g_00528
OG0000005	Prad	Syac.g_00527	Prad.g_00928
OG0000005	Prae	Syac.g_00527	Prae.g_01636
OG0000005	Prax	Syac.g_00527	Prax.g_01546
OG0000005	Prau	Syac.g_00527	Prau.g_01745
OG0000005	Pras	Syac.g_00527	Pras.g_00563
OG0000005	Prbd	Syac.g_00527	Prbd.g_01512
OG0000005	Prao	Syac.g_00527	Prao.g_01565
OG0000005	Prac	Syac.g_00527	Prac.g_00612
OG0000005	Praq	Syac.g_00527	Praq.g_00484
OG0000005	Prar	Syac.g_00527	Prar.g_01130
OG0000005	Prbi	Syac.g_00527	Prbi.g_01800
OG0000005	Praa	Syac.g_00527	Praa.g_01648
OG0000005	Pray	Syac.g_00527	Pray.g_01546
OG0000005	Praz	Syac.g_00527	Praz.g_00864
OG0000005	Prba	Syac.g_00527	Prba.g_00607
OG0000005	Prab	Syac.g_00527	Prab.g_01682
OG0000005	Pran	Syac.g_00527	Pran.g_00983
OG0000005	Prai	Syac.g_00527	Prai.g_01651
OG0000005	Prbc	Syac.g_00527	Prbc.g_00098
OG0000005	Praj	Syac.g_00527	Praj.g_01349
OG0000005	Prbb	Syac.g_00527	Prbb.g_01393
OG0000005	Syab	Syac.g_00527	Syab.g_02289
OG0000005	Syal	Syac.g_00527	Syal.g_00606
OG0000005	Syag	Syac.g_00527	Syag.g_01708
OG0000005	Syak	Syac.g_00527	Syak.g_02401
OG0000005	Syaq	Syac.g_00527	Syaq.g_01658
OG0000005	Syar	Syac.g_00527	Syar.g_02952
OG0000005	Syan	Syac.g_00527	Syan.g_01423
OG0000005	Syao	Syac.g_00527	Syao.g_01680
OG0000005	Syap	Syac.g_00527	Syap.g_01773
OG0000005	Syas	Syac.g_00527	Syas.g_02665
OG0000005	Syat	Syac.g_00527	Syat.g_03065
OG0000005	Syad	Syac.g_00527	Syad.g_02639
OG0000005	Syaj	Syac.g_00527	Syaj.g_01736
OG0000005	Syaa	Syac.g_00527	Syaa.g_00534
OG0000005	Syam	Syac.g_00527	Syam.g_02004
OG0000005	Syaf	Syac.g_00527	Syaf.g_01017
OG0000005	Syai	Syac.g_00527	Syai.g_02393
OG0000005	Syae	Syac.g_00527	Syae.g_01179
OG0000005	Syah	Syac.g_00527	Syah.g_02403
OG0000005	Praf	Syac.g_00569	Praf.g_00503
OG0000005	Prah	Syac.g_00569	Prah.g_01652
OG0000005	Prbj	Syac.g_00569	Prbj.g_00883
OG0000005	Prbk	Syac.g_00569	Prbk.g_00933
OG0000005	Prbl	Syac.g_00569	Prbl.g_00419
OG0000005	Pral	Syac.g_00569	Pral.g_01075
OG0000005	Prat	Syac.g_00569	Prat.g_01440
OG0000005	Prak	Syac.g_00569	Prak.g_01474
OG0000005	Prap	Syac.g_00569	Prap.g_00204
OG0000005	Prbe	Syac.g_00569	Prbe.g_00228
OG0000005	Prbf	Syac.g_00569	Prbf.g_00240
OG0000005	Prbg	Syac.g_00569	Prbg.g_00674
OG0000005	Prbn	Syac.g_00569	Prbn.g_00899
OG0000005	Pram	Syac.g_00569	Pram.g_01295
OG0000005	Prbh	Syac.g_00569	Prbh.g_00182
OG0000005	Prac	Syac.g_00569	Prac.g_00335
OG0000005	Praq	Syac.g_00569	Praq.g_00370
OG0000005	Prar	Syac.g_00569	Prar.g_00771
OG0000005	Praa	Syac.g_00569	Praa.g_01553
OG0000005	Prad	Syac.g_00569	Prad.g_00438
OG0000005	Prae	Syac.g_00569	Prae.g_01535
OG0000005	Prag	Syac.g_00569	Prag.g_01566
OG0000005	Praw	Syac.g_00569	Praw.g_00413
OG0000005	Prax	Syac.g_00569	Prax.g_01652
OG0000005	Pray	Syac.g_00569	Pray.g_01646
OG0000005	Praz	Syac.g_00569	Praz.g_00965
OG0000005	Prba	Syac.g_00569	Prba.g_00312
OG0000005	Prbi	Syac.g_00569	Prbi.g_01666
OG0000005	Prao	Syac.g_00569	Prao.g_01472
OG0000005	Prav	Syac.g_00569	Prav.g_01654
OG0000005	Prbd	Syac.g_00569	Prbd.g_01612
OG0000005	Pras	Syac.g_00569	Pras.g_00429
OG0000005	Prau	Syac.g_00569	Prau.g_01607
OG0000005	Prab	Syac.g_00569	Prab.g_01542
OG0000005	Pran	Syac.g_00569	Pran.g_00657
OG0000005	Prai	Syac.g_00569	Prai.g_01538
OG0000005	Syap	Syac.g_00569	Syap.g_01218
OG0000005	Syat	Syac.g_00569	Syat.g_03105
OG0000005	Syas	Syac.g_00569	Syas.g_02704
OG0000005	Prbc	Syac.g_00569	Prbc.g_00788
OG0000005	Praj	Syac.g_00569	Praj.g_01712
OG0000005	Prbb	Syac.g_00569	Prbb.g_01766
OG0000005	Prbm	Syac.g_00569	Prbm.g_01790
OG0000005	Syar	Syac.g_00569	Syar.g_02909
OG0000005	Syaq	Syac.g_00569	Syaq.g_01692
OG0000005	Syad	Syac.g_00569	Syad.g_02596
OG0000005	Syaj	Syac.g_00569	Syaj.g_01698
OG0000005	Syan	Syac.g_00569	Syan.g_01378
OG0000005	Syao	Syac.g_00569	Syao.g_01578
OG0000005	Syae	Syac.g_00569	Syae.g_01143
OG0000005	Syah	Syac.g_00569	Syah.g_02363
OG0000005	Syaa	Syac.g_00569	Syaa.g_00573
OG0000005	Syab	Syac.g_00569	Syab.g_02232
OG0000005	Syaf	Syac.g_00569	Syaf.g_01057
OG0000005	Syag	Syac.g_00569	Syag.g_01667
OG0000005	Syai	Syac.g_00569	Syai.g_02356
OG0000005	Syak	Syac.g_00569	Syak.g_02436
OG0000005	Syal	Syac.g_00569	Syal.g_00565
OG0000005	Syam	Syac.g_00569	Syam.g_01970
OG0000005	Syaq	Syac.g_01087	Syaq.g_00236
OG0000005	Syab	Syac.g_01087	Syab.g_00981
OG0000005	Syal	Syac.g_01087	Syal.g_01664
OG0000005	Syat	Syac.g_01087	Syat.g_01038
OG0000005	Syar	Syac.g_01087	Syar.g_01752
OG0000005	Syan	Syac.g_01087	Syan.g_00449
OG0000005	Syao	Syac.g_01087	Syao.g_01210
OG0000005	Syad	Syac.g_01087	Syad.g_02028
OG0000005	Syaj	Syac.g_01087	Syaj.g_01155
OG0000005	Syaf	Syac.g_01087	Syaf.g_01352, Syaf.g_01732
OG0000005	Syai	Syac.g_01087	Syai.g_02068, Syai.g_01611
OG0000005	Syam	Syac.g_01087	Syam.g_00715, Syam.g_01029
OG0000005	Syae	Syac.g_01087	Syae.g_00257
OG0000005	Syaa	Syac.g_01087	Syaa.g_01449
OG0000005	Syah	Syac.g_01087	Syah.g_01827
OG0000006	Prab	Syac.g_01002, Syac.g_01958, Syac.g_01961, Syac.g_02194	Prab.g_00231
OG0000006	Prai	Syac.g_01002, Syac.g_01958, Syac.g_01961, Syac.g_02194	Prai.g_00252, Prai.g_00254
OG0000006	Pran	Syac.g_01002, Syac.g_01958, Syac.g_01961, Syac.g_02194	Pran.g_01951
OG0000006	Prac	Syac.g_01002, Syac.g_01958, Syac.g_01961, Syac.g_02194	Prac.g_01689
OG0000006	Praq	Syac.g_01002, Syac.g_01958, Syac.g_01961, Syac.g_02194	Praq.g_01761
OG0000006	Prar	Syac.g_01002, Syac.g_01958, Syac.g_01961, Syac.g_02194	Prar.g_00086
OG0000006	Praa	Syac.g_01002, Syac.g_01958, Syac.g_01961, Syac.g_02194	Praa.g_00241, Praa.g_01245
OG0000006	Prad	Syac.g_01002, Syac.g_01958, Syac.g_01961, Syac.g_02194	Prad.g_01750
OG0000006	Prae	Syac.g_01002, Syac.g_01958, Syac.g_01961, Syac.g_02194	Prae.g_00244
OG0000006	Prao	Syac.g_01002, Syac.g_01958, Syac.g_01961, Syac.g_02194	Prao.g_00379
