Orthogroup	Species	Prbe	Orthologs
OG0000000	Prbm	Prbe.g_01052	Prbm.g_01141
OG0000000	Pram	Prbe.g_01052	Pram.g_01556
OG0000000	Prbh	Prbe.g_01052	Prbh.g_01858
OG0000000	Prak	Prbe.g_01052	Prak.g_01578
OG0000000	Prap	Prbe.g_01052	Prap.g_01846
OG0000000	Prbf	Prbe.g_01052	Prbf.g_00760
OG0000000	Prbg	Prbe.g_01052	Prbg.g_01583
OG0000000	Prbn	Prbe.g_01052	Prbn.g_01678
OG0000001	Prax	Prbe.g_00400	Prax.g_01878
OG0000001	Prbi	Prbe.g_00400	Prbi.g_01424
OG0000001	Prao	Prbe.g_00400	Prao.g_01254
OG0000001	Prav	Prbe.g_00400	Prav.g_01458
OG0000001	Prag	Prbe.g_00400	Prag.g_01374
OG0000001	Praw	Prbe.g_00400	Praw.g_01000
OG0000001	Prad	Prbe.g_00400	Prad.g_00609
OG0000001	Prac	Prbe.g_00400	Prac.g_00202
OG0000001	Praq	Prbe.g_00400	Praq.g_00160
OG0000001	Prar	Prbe.g_00400	Prar.g_00926
OG0000001	Prbd	Prbe.g_00400	Prbd.g_01779
OG0000001	Prae	Prbe.g_00400	Prae.g_01353
OG0000001	Praa	Prbe.g_00400	Praa.g_01351
OG0000001	Pray	Prbe.g_00400	Pray.g_01844
OG0000001	Praz	Prbe.g_00400	Praz.g_01154
OG0000001	Prba	Prbe.g_00400	Prba.g_00211
OG0000001	Prai	Prbe.g_00400	Prai.g_01235, Prai.g_01356
OG0000001	Prau	Prbe.g_00400	Prau.g_01394
OG0000001	Pras	Prbe.g_00400	Pras.g_00235
OG0000001	Syan	Prbe.g_00400	Syan.g_02267, Syan.g_02266, Syan.g_01149, Syan.g_02528
OG0000001	Syak	Prbe.g_00400	Syak.g_00342, Syak.g_02139, Syak.g_02138, Syak.g_00275, Syak.g_00579
OG0000001	Syam	Prbe.g_00400	Syam.g_00946, Syam.g_02177, Syam.g_02178, Syam.g_00929
OG0000001	Syad	Prbe.g_00400	Syad.g_00628, Syad.g_02863, Syad.g_02862, Syad.g_02864, Syad.g_02865, Syad.g_01238, Syad.g_00611
OG0000001	Syaj	Prbe.g_00400	Syaj.g_02674, Syaj.g_01948, Syaj.g_01947, Syaj.g_01949, Syaj.g_01952, Syaj.g_01950, Syaj.g_02660
OG0000001	Syae	Prbe.g_00400	Syae.g_02061, Syae.g_01416, Syae.g_01417, Syae.g_02055
OG0000001	Syac	Prbe.g_00400	Syac.g_02154, Syac.g_00341, Syac.g_00340, Syac.g_02169
OG0000001	Syah	Prbe.g_00400	Syah.g_00726, Syah.g_01516, Syah.g_00040, Syah.g_00041, Syah.g_00710
OG0000001	Syaf	Prbe.g_00400	Syaf.g_01640, Syaf.g_00846, Syaf.g_00845, Syaf.g_01634
OG0000001	Syai	Prbe.g_00400	Syai.g_01716, Syai.g_01197, Syai.g_02594, Syai.g_00891, Syai.g_02595, Syai.g_01729
OG0000001	Prbj	Prbe.g_00400	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690
OG0000001	Prbk	Prbe.g_00400	Prbk.g_01196, Prbk.g_00170, Prbk.g_00561, Prbk.g_02701, Prbk.g_00630
OG0000001	Prbl	Prbe.g_00400	Prbl.g_00725, Prbl.g_00121, Prbl.g_02599, Prbl.g_00808, Prbl.g_02598, Prbl.g_02578
OG0000001	Praf	Prbe.g_00400	Praf.g_01895, Praf.g_00818, Praf.g_01896, Praf.g_01031, Praf.g_02422, Praf.g_01293
OG0000001	Prah	Prbe.g_00400	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896
OG0000001	Syag	Prbe.g_00400	Syag.g_00575, Syag.g_01942, Syag.g_01943, Syag.g_00520
OG0000001	Syab	Prbe.g_00400	Syab.g_01549, Syab.g_02553, Syab.g_02555, Syab.g_01509, Syab.g_01510, Syab.g_00673
OG0000001	Syal	Prbe.g_00400	Syal.g_02193, Syal.g_02215, Syal.g_00874, Syal.g_01184
OG0000001	Syar	Prbe.g_00400	Syar.g_00069, Syar.g_00070, Syar.g_02229
OG0000001	Syao	Prbe.g_00400	Syao.g_00314, Syao.g_02557, Syao.g_02556, Syao.g_01317, Syao.g_02558
OG0000001	Syat	Prbe.g_00400	Syat.g_02910, Syat.g_02911, Syat.g_02908, Syat.g_02909, Syat.g_01540, Syat.g_00878
OG0000001	Syaq	Prbe.g_00400	Syaq.g_01436, Syaq.g_00118, Syaq.g_01435, Syaq.g_00115, Syaq.g_01434, Syaq.g_02178, Syaq.g_02413
OG0000001	Syaa	Prbe.g_00400	Syaa.g_02435, Syaa.g_02438, Syaa.g_02437, Syaa.g_02436, Syaa.g_02439, Syaa.g_02329
OG0000001	Syap	Prbe.g_00400	Syap.g_00785, Syap.g_02195, Syap.g_02194, Syap.g_02201, Syap.g_02615, Syap.g_00399
OG0000001	Syas	Prbe.g_00400	Syas.g_00966, Syas.g_00967, Syas.g_00093, Syas.g_02373
OG0000001	Prbb	Prbe.g_00400	Prbb.g_01611
OG0000001	Prbc	Prbe.g_00400	Prbc.g_00588
OG0000001	Praj	Prbe.g_00400	Praj.g_01549
OG0000001	Prbm	Prbe.g_00400	Prbm.g_01633
OG0000001	Pral	Prbe.g_00400	Pral.g_01236
OG0000001	Prat	Prbe.g_00400	Prat.g_01285, Prat.g_01286
OG0000001	Prbh	Prbe.g_00400	Prbh.g_00001
OG0000001	Pram	Prbe.g_00400	Pram.g_01954, Pram.g_01953
OG0000001	Prak	Prbe.g_00400	Prak.g_01302
OG0000001	Prbg	Prbe.g_00400	Prbg.g_00502
OG0000001	Prap	Prbe.g_00400	Prap.g_01925
OG0000001	Prbf	Prbe.g_00400	Prbf.g_00068
OG0000001	Prbn	Prbe.g_00400	Prbn.g_01213
OG0000001	Pral	Prbe.g_00112	Pral.g_01671
OG0000001	Prat	Prbe.g_00112	Prat.g_00851
OG0000001	Prbm	Prbe.g_00112	Prbm.g_00496, Prbm.g_01940
OG0000001	Praj	Prbe.g_00112	Praj.g_00463, Praj.g_01861
OG0000001	Prbb	Prbe.g_00112	Prbb.g_00474, Prbb.g_01915
OG0000001	Prbc	Prbe.g_00112	Prbc.g_01530, Prbc.g_00925
OG0000001	Pram	Prbe.g_00112	Pram.g_00719
OG0000001	Prbh	Prbe.g_00112	Prbh.g_00863
OG0000001	Prak	Prbe.g_00112	Prak.g_00755
OG0000001	Prbg	Prbe.g_00112	Prbg.g_01069
OG0000001	Prap	Prbe.g_00112	Prap.g_00653
OG0000001	Prbf	Prbe.g_00112	Prbf.g_00831
OG0000001	Prbn	Prbe.g_00112	Prbn.g_01923
OG0000002	Syai	Prbe.g_01285, Prbe.g_01290, Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452	Syai.g_01728
OG0000002	Syam	Prbe.g_01285, Prbe.g_01290, Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452	Syam.g_00931
OG0000002	Syad	Prbe.g_01285, Prbe.g_01290, Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452	Syad.g_00619
OG0000002	Syaj	Prbe.g_01285, Prbe.g_01290, Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452	Syaj.g_02667
OG0000002	Syab	Prbe.g_01285, Prbe.g_01290, Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452	Syab.g_02285
OG0000002	Syac	Prbe.g_01285, Prbe.g_01290, Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452	Syac.g_01084
OG0000002	Syah	Prbe.g_01285, Prbe.g_01290, Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452	Syah.g_01829
OG0000002	Prav	Prbe.g_01285, Prbe.g_01290	Prav.g_01466
OG0000002	Prag	Prbe.g_01285, Prbe.g_01290	Prag.g_01382
OG0000002	Praw	Prbe.g_01285, Prbe.g_01290	Praw.g_01009
OG0000002	Prad	Prbe.g_01285, Prbe.g_01290	Prad.g_00601
OG0000002	Prai	Prbe.g_01285, Prbe.g_01290	Prai.g_01363
OG0000002	Pras	Prbe.g_01285, Prbe.g_01290	Pras.g_00243
OG0000002	Prau	Prbe.g_01285, Prbe.g_01290	Prau.g_01402
OG0000002	Prax	Prbe.g_01285, Prbe.g_01290	Prax.g_01870
OG0000002	Prbd	Prbe.g_01285, Prbe.g_01290	Prbd.g_01771
OG0000002	Pray	Prbe.g_01285, Prbe.g_01290	Pray.g_01836
OG0000002	Praz	Prbe.g_01285, Prbe.g_01290	Praz.g_01146
OG0000002	Prba	Prbe.g_01285, Prbe.g_01290	Prba.g_00203
OG0000002	Prbi	Prbe.g_01285, Prbe.g_01290	Prbi.g_01432
OG0000002	Prac	Prbe.g_01285, Prbe.g_01290	Prac.g_00210
OG0000002	Praq	Prbe.g_01285, Prbe.g_01290	Praq.g_00168
OG0000002	Prar	Prbe.g_01285, Prbe.g_01290	Prar.g_00918
OG0000002	Prae	Prbe.g_01285, Prbe.g_01290	Prae.g_01361
OG0000002	Praa	Prbe.g_01285, Prbe.g_01290	Praa.g_01359
OG0000002	Prao	Prbe.g_01285, Prbe.g_01290	Prao.g_01246
OG0000002	Prbj	Prbe.g_01285, Prbe.g_01290	Prbj.g_02517
OG0000002	Prbk	Prbe.g_01285, Prbe.g_01290	Prbk.g_02574
OG0000002	Prbl	Prbe.g_01285, Prbe.g_01290	Prbl.g_01582
OG0000002	Praf	Prbe.g_01285, Prbe.g_01290	Praf.g_01631
OG0000002	Prah	Prbe.g_01285, Prbe.g_01290	Prah.g_00562
OG0000002	Praj	Prbe.g_01285	Praj.g_00832
OG0000002	Prbc	Prbe.g_01285	Prbc.g_01920
OG0000002	Prbb	Prbe.g_01285	Prbb.g_00844
OG0000002	Prbm	Prbe.g_01285	Prbm.g_00874
OG0000002	Pral	Prbe.g_01285	Pral.g_01549
OG0000002	Prat	Prbe.g_01285	Prat.g_00977
OG0000002	Pram	Prbe.g_01285	Pram.g_00873
OG0000002	Prbh	Prbe.g_01285	Prbh.g_01016
OG0000002	Prak	Prbe.g_01285	Prak.g_00908
OG0000002	Prap	Prbe.g_01285	Prap.g_00720
OG0000002	Prbf	Prbe.g_01285	Prbf.g_01182
OG0000002	Prbg	Prbe.g_01285	Prbg.g_01222
OG0000002	Prbn	Prbe.g_01285	Prbn.g_01483
OG0000002	Pral	Prbe.g_01290	Pral.g_01554
OG0000002	Pram	Prbe.g_01290	Pram.g_00879
OG0000002	Prbh	Prbe.g_01290	Prbh.g_01022
OG0000002	Prak	Prbe.g_01290	Prak.g_00913
OG0000002	Prap	Prbe.g_01290	Prap.g_00715
OG0000002	Prbf	Prbe.g_01290	Prbf.g_01177
OG0000002	Prbg	Prbe.g_01290	Prbg.g_01227
OG0000002	Prbn	Prbe.g_01290	Prbn.g_01478
OG0000002	Prbj	Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452	Prbj.g_00030
OG0000002	Prbk	Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452	Prbk.g_01649
OG0000002	Prbl	Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452	Prbl.g_01092
OG0000002	Praf	Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452	Praf.g_00948
OG0000002	Prah	Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452	Prah.g_01226
OG0000002	Prag	Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452	Prag.g_00656
OG0000002	Praw	Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452	Praw.g_01844
OG0000002	Prav	Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452	Prav.g_01276
OG0000002	Prab	Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452	Prab.g_00683
OG0000002	Pran	Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452	Pran.g_01500
OG0000002	Prai	Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452	Prai.g_00707
OG0000002	Prac	Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452	Prac.g_00693
OG0000002	Praq	Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452	Praq.g_00807
OG0000002	Prar	Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452	Prar.g_01508
OG0000002	Pras	Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452	Pras.g_01554
OG0000002	Prau	Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452	Prau.g_00718
OG0000002	Praa	Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452	Praa.g_00678
OG0000002	Prae	Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452	Prae.g_00652
OG0000002	Prax	Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452	Prax.g_00964
OG0000002	Prbi	Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452	Prbi.g_00681
OG0000002	Prao	Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452	Prao.g_00116
OG0000002	Pray	Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452	Pray.g_01085
OG0000002	Praz	Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452	Praz.g_01652
OG0000002	Prba	Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452	Prba.g_01639
OG0000002	Prbd	Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452	Prbd.g_00566
OG0000002	Prad	Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452	Prad.g_01252
OG0000002	Praj	Prbe.g_01579	Praj.g_01489
OG0000002	Prbb	Prbe.g_01579	Prbb.g_01546
OG0000002	Prbm	Prbe.g_01579	Prbm.g_01578
OG0000002	Prbc	Prbe.g_01579	Prbc.g_01475
OG0000002	Pral	Prbe.g_01579	Pral.g_01340
OG0000002	Prat	Prbe.g_01579	Prat.g_01184
OG0000002	Pram	Prbe.g_01579	Pram.g_01170
OG0000002	Prbh	Prbe.g_01579	Prbh.g_01313
OG0000002	Prak	Prbe.g_01579	Prak.g_01202
OG0000002	Prap	Prbe.g_01579	Prap.g_00486
OG0000002	Prbf	Prbe.g_01579	Prbf.g_00888
OG0000002	Prbg	Prbe.g_01579	Prbg.g_01516
OG0000002	Prbn	Prbe.g_01579	Prbn.g_01159
OG0000002	Praj	Prbe.g_00379, Prbe.g_01577	Praj.g_01488
OG0000002	Prbb	Prbe.g_00379, Prbe.g_01577	Prbb.g_01545
OG0000002	Prbc	Prbe.g_00379, Prbe.g_01577	Prbc.g_01474
OG0000002	Prbm	Prbe.g_00379, Prbe.g_01577	Prbm.g_01577
OG0000002	Pral	Prbe.g_00379	Pral.g_00430
OG0000002	Prat	Prbe.g_00379	Prat.g_01487
OG0000002	Pram	Prbe.g_00379	Pram.g_01471
OG0000002	Prbh	Prbe.g_00379	Prbh.g_00006
OG0000002	Prak	Prbe.g_00379	Prak.g_01323
OG0000002	Prap	Prbe.g_00379	Prap.g_01946
OG0000002	Prbf	Prbe.g_00379	Prbf.g_00089
OG0000002	Prbg	Prbe.g_00379	Prbg.g_00523
OG0000002	Prbn	Prbe.g_00379	Prbn.g_01234
OG0000002	Pral	Prbe.g_01577	Pral.g_01342
OG0000002	Prat	Prbe.g_01577	Prat.g_01182
OG0000002	Pram	Prbe.g_01577	Pram.g_01168
OG0000002	Prbh	Prbe.g_01577	Prbh.g_01311
OG0000002	Prak	Prbe.g_01577	Prak.g_01200
OG0000002	Prap	Prbe.g_01577	Prap.g_00484
OG0000002	Prbf	Prbe.g_01577	Prbf.g_00890
OG0000002	Prbg	Prbe.g_01577	Prbg.g_01514
OG0000002	Prbn	Prbe.g_01577	Prbn.g_01161
OG0000002	Praj	Prbe.g_01584	Praj.g_01493, Praj.g_01487
OG0000002	Prbb	Prbe.g_01584	Prbb.g_01550, Prbb.g_01544
OG0000002	Prbc	Prbe.g_01584	Prbc.g_01479, Prbc.g_01473
OG0000002	Prbm	Prbe.g_01584	Prbm.g_01582, Prbm.g_01576
OG0000002	Prat	Prbe.g_01584	Prat.g_01187
OG0000002	Pral	Prbe.g_01584	Pral.g_01337
OG0000002	Pram	Prbe.g_01584	Pram.g_01174
OG0000002	Prbh	Prbe.g_01584	Prbh.g_01317
OG0000002	Prak	Prbe.g_01584	Prak.g_01207
OG0000002	Prap	Prbe.g_01584	Prap.g_00491
OG0000002	Prbf	Prbe.g_01584	Prbf.g_00883
OG0000002	Prbg	Prbe.g_01584	Prbg.g_01521
OG0000002	Prbn	Prbe.g_01584	Prbn.g_01154
OG0000002	Praj	Prbe.g_00208	Praj.g_01492
OG0000002	Prbb	Prbe.g_00208	Prbb.g_01549
OG0000002	Prbc	Prbe.g_00208	Prbc.g_01478
OG0000002	Prbm	Prbe.g_00208	Prbm.g_01581
OG0000002	Pram	Prbe.g_00208	Pram.g_01278
OG0000002	Prbh	Prbe.g_00208	Prbh.g_00199
OG0000002	Pral	Prbe.g_00208	Pral.g_01052
OG0000002	Prat	Prbe.g_00208	Prat.g_01462
OG0000002	Prak	Prbe.g_00208	Prak.g_01494
OG0000002	Prap	Prbe.g_00208	Prap.g_00224
OG0000002	Prbf	Prbe.g_00208	Prbf.g_00260
OG0000002	Prbg	Prbe.g_00208	Prbg.g_00694
OG0000002	Prbn	Prbe.g_00208	Prbn.g_00879
OG0000002	Prbm	Prbe.g_00452	Prbm.g_00712
OG0000002	Praj	Prbe.g_00452	Praj.g_00670
OG0000002	Prbc	Prbe.g_00452	Prbc.g_01759
OG0000002	Prbb	Prbe.g_00452	Prbb.g_00683
OG0000002	Pral	Prbe.g_00452	Pral.g_01764
OG0000002	Prat	Prbe.g_00452	Prat.g_00751
OG0000002	Pram	Prbe.g_00452	Pram.g_00768
OG0000002	Prbh	Prbe.g_00452	Prbh.g_00912
OG0000002	Prak	Prbe.g_00452	Prak.g_00805
OG0000002	Prap	Prbe.g_00452	Prap.g_00823
OG0000002	Prbf	Prbe.g_00452	Prbf.g_01285
OG0000002	Prbg	Prbe.g_00452	Prbg.g_01119
OG0000002	Prbn	Prbe.g_00452	Prbn.g_01586
OG0000004	Syaq	Prbe.g_01203	Syaq.g_02603
OG0000004	Praj	Prbe.g_01203	Praj.g_01396
OG0000004	Prbc	Prbe.g_01203	Prbc.g_01381
OG0000004	Prbm	Prbe.g_01203	Prbm.g_01483
OG0000004	Prbb	Prbe.g_01203	Prbb.g_01450
OG0000004	Syan	Prbe.g_01203	Syan.g_00183
OG0000004	Syar	Prbe.g_01203	Syar.g_02051
OG0000004	Syas	Prbe.g_01203	Syas.g_00176
OG0000004	Syao	Prbe.g_01203	Syao.g_02374
OG0000004	Syae	Prbe.g_01203	Syae.g_00779
OG0000004	Syac	Prbe.g_01203	Syac.g_00898
OG0000004	Syah	Prbe.g_01203	Syah.g_02017
OG0000004	Syam	Prbe.g_01203	Syam.g_00787
OG0000004	Syai	Prbe.g_01203	Syai.g_01994
OG0000004	Syaf	Prbe.g_01203	Syaf.g_01455
OG0000004	Syaa	Prbe.g_01203	Syaa.g_00892
OG0000004	Syad	Prbe.g_01203	Syad.g_01304
OG0000004	Syaj	Prbe.g_01203	Syaj.g_00441
OG0000004	Syab	Prbe.g_01203	Syab.g_00549, Syab.g_01193
OG0000004	Syak	Prbe.g_01203	Syak.g_01219, Syak.g_00720
OG0000004	Syag	Prbe.g_01203	Syag.g_00988
OG0000004	Syal	Prbe.g_01203	Syal.g_01809
OG0000004	Prbj	Prbe.g_01203	Prbj.g_00754
OG0000004	Prbk	Prbe.g_01203	Prbk.g_01760
