Orthogroup	Prbf	Prae
OG0000178	Prbf.g_00387	Prae.g_00006
OG0000179	Prbf.g_01338	Prae.g_00016
OG0000180	Prbf.g_01339	Prae.g_00017
OG0000181	Prbf.g_01340	Prae.g_00018
OG0000182	Prbf.g_01341	Prae.g_00019
OG0000183	Prbf.g_01345	Prae.g_00023
OG0000184	Prbf.g_01371	Prae.g_00048
OG0000185	Prbf.g_01374	Prae.g_00051
OG0000186	Prbf.g_01390	Prae.g_00064
OG0000187	Prbf.g_01391	Prae.g_00065
OG0000188	Prbf.g_01408	Prae.g_00082
OG0000189	Prbf.g_01422	Prae.g_00096
OG0000190	Prbf.g_01424	Prae.g_00097
OG0000191	Prbf.g_01447	Prae.g_00117
OG0000192	Prbf.g_01452	Prae.g_00121
OG0000193	Prbf.g_01479	Prae.g_00149
OG0000194	Prbf.g_01482	Prae.g_00152
OG0000195	Prbf.g_01484	Prae.g_00154
OG0000196	Prbf.g_01495	Prae.g_00164
OG0000197	Prbf.g_01496	Prae.g_00165
OG0000198	Prbf.g_01497	Prae.g_00166
OG0000199	Prbf.g_01504	Prae.g_00173
OG0000200	Prbf.g_01518	Prae.g_00187
OG0000201	Prbf.g_01527	Prae.g_00195
OG0000202	Prbf.g_01528	Prae.g_00196
OG0000203	Prbf.g_01529	Prae.g_00197
OG0000204	Prbf.g_01530	Prae.g_00198
OG0000205	Prbf.g_01537	Prae.g_00205
OG0000206	Prbf.g_01542	Prae.g_00210
OG0000207	Prbf.g_01545	Prae.g_00212
OG0000208	Prbf.g_01546	Prae.g_00213
OG0000209	Prbf.g_01555	Prae.g_00222
OG0000210	Prbf.g_01556	Prae.g_00223
OG0000211	Prbf.g_01571	Prae.g_00236
OG0000212	Prbf.g_01579	Prae.g_00243
OG0000213	Prbf.g_01597	Prae.g_00260
OG0000214	Prbf.g_01607	Prae.g_00270
OG0000215	Prbf.g_01634	Prae.g_00293
OG0000216	Prbf.g_01635	Prae.g_00295
OG0000217	Prbf.g_01638	Prae.g_00298
OG0000218	Prbf.g_01640	Prae.g_00300
OG0000219	Prbf.g_01641	Prae.g_00301
OG0000220	Prbf.g_01642	Prae.g_00302
OG0000221	Prbf.g_01643	Prae.g_00303
OG0000222	Prbf.g_01650	Prae.g_00311
OG0000223	Prbf.g_01662	Prae.g_00324
OG0000224	Prbf.g_01664	Prae.g_00326
OG0000225	Prbf.g_01690	Prae.g_00345
OG0000226	Prbf.g_01694	Prae.g_00349
OG0000227	Prbf.g_01696	Prae.g_00351
OG0000228	Prbf.g_01700	Prae.g_00354
OG0000229	Prbf.g_01720	Prae.g_00410
OG0000230	Prbf.g_01722	Prae.g_00412
OG0000231	Prbf.g_01733	Prae.g_00423
OG0000232	Prbf.g_01744	Prae.g_00432
OG0000233	Prbf.g_01750	Prae.g_00437
OG0000234	Prbf.g_01759	Prae.g_00450
OG0000235	Prbf.g_01762	Prae.g_00453
OG0000236	Prbf.g_01776	Prae.g_00467
OG0000237	Prbf.g_01789	Prae.g_00480
OG0000238	Prbf.g_01795	Prae.g_00486
OG0000239	Prbf.g_01806	Prae.g_00499
OG0000240	Prbf.g_01807	Prae.g_00500
OG0000241	Prbf.g_01811	Prae.g_00504
OG0000242	Prbf.g_01813	Prae.g_00506
OG0000243	Prbf.g_01824	Prae.g_00518
OG0000244	Prbf.g_01827	Prae.g_00521
OG0000245	Prbf.g_01829	Prae.g_00523
OG0000246	Prbf.g_01833	Prae.g_00527
OG0000247	Prbf.g_01843	Prae.g_00537
OG0000248	Prbf.g_01846	Prae.g_00539
OG0000249	Prbf.g_01848	Prae.g_00541
OG0000250	Prbf.g_01853	Prae.g_00546
OG0000251	Prbf.g_01873	Prae.g_00565
OG0000252	Prbf.g_01876	Prae.g_00568
OG0000253	Prbf.g_01877	Prae.g_00569
OG0000254	Prbf.g_01894	Prae.g_00585
OG0000255	Prbf.g_01900	Prae.g_00591
OG0000256	Prbf.g_01910	Prae.g_00601
OG0000257	Prbf.g_00977	Prae.g_00604
OG0000258	Prbf.g_00991	Prae.g_00617
OG0000259	Prbf.g_01008	Prae.g_00634
OG0000260	Prbf.g_01011	Prae.g_00637
OG0000261	Prbf.g_01014	Prae.g_00639
OG0000262	Prbf.g_01018	Prae.g_00643
OG0000263	Prbf.g_01282	Prae.g_00655
OG0000264	Prbf.g_01271	Prae.g_00665
OG0000265	Prbf.g_01253	Prae.g_00711
OG0000266	Prbf.g_01037	Prae.g_00721
OG0000267	Prbf.g_01049	Prae.g_00732
OG0000268	Prbf.g_01050	Prae.g_00733
OG0000269	Prbf.g_01250	Prae.g_00801
OG0000270	Prbf.g_01247	Prae.g_00804
OG0000271	Prbf.g_01239	Prae.g_00812
OG0000272	Prbf.g_01238	Prae.g_00813
OG0000273	Prbf.g_01214	Prae.g_00836
OG0000274	Prbf.g_01213	Prae.g_00837
OG0000275	Prbf.g_01210	Prae.g_00839
OG0000276	Prbf.g_01204	Prae.g_00844
OG0000277	Prbf.g_01203	Prae.g_00845
OG0000278	Prbf.g_01200	Prae.g_00848
OG0000279	Prbf.g_01193	Prae.g_00855
OG0000280	Prbf.g_01192	Prae.g_00856
OG0000281	Prbf.g_01185	Prae.g_00861
OG0000282	Prbf.g_01318	Prae.g_00910
OG0000283	Prbf.g_01141	Prae.g_00941
OG0000284	Prbf.g_01136	Prae.g_00946
OG0000285	Prbf.g_01131	Prae.g_00951
OG0000286	Prbf.g_01118	Prae.g_00963
OG0000287	Prbf.g_00065	Prae.g_00980
OG0000288	Prbf.g_01079	Prae.g_01013
OG0000289	Prbf.g_01063	Prae.g_01024
OG0000290	Prbf.g_01167	Prae.g_01037
OG0000291	Prbf.g_01169	Prae.g_01039
OG0000292	Prbf.g_00873	Prae.g_01090
OG0000293	Prbf.g_00908	Prae.g_01154
OG0000294	Prbf.g_00909	Prae.g_01155
OG0000295	Prbf.g_00932	Prae.g_01175
OG0000296	Prbf.g_00934	Prae.g_01177
OG0000297	Prbf.g_00943	Prae.g_01185
OG0000298	Prbf.g_00944	Prae.g_01186
OG0000299	Prbf.g_00963	Prae.g_01203
OG0000300	Prbf.g_00966	Prae.g_01206
OG0000301	Prbf.g_00967	Prae.g_01207
OG0000302	Prbf.g_00969	Prae.g_01209
OG0000303	Prbf.g_00975	Prae.g_01216
OG0000304	Prbf.g_01915	Prae.g_01220
OG0000305	Prbf.g_00875	Prae.g_01360
OG0000306	Prbf.g_01181	Prae.g_01363
OG0000307	Prbf.g_00104	Prae.g_01377
OG0000308	Prbf.g_00105	Prae.g_01378
OG0000309	Prbf.g_00109	Prae.g_01382
OG0000310	Prbf.g_00143	Prae.g_01444
OG0000311	Prbf.g_00145	Prae.g_01446
OG0000312	Prbf.g_00148	Prae.g_01449
OG0000313	Prbf.g_00161	Prae.g_01463
OG0000314	Prbf.g_00184	Prae.g_01486
OG0000315	Prbf.g_00194	Prae.g_01496
OG0000316	Prbf.g_00219	Prae.g_01516
OG0000317	Prbf.g_00696	Prae.g_01621
OG0000318	Prbf.g_00692	Prae.g_01624
OG0000319	Prbf.g_00679	Prae.g_01637
OG0000320	Prbf.g_00677	Prae.g_01639
OG0000321	Prbf.g_00676	Prae.g_01640
OG0000322	Prbf.g_00675	Prae.g_01641
OG0000323	Prbf.g_00666	Prae.g_01650
OG0000324	Prbf.g_00639	Prae.g_01676
OG0000325	Prbf.g_00628	Prae.g_01687
OG0000326	Prbf.g_00621	Prae.g_01693
OG0000327	Prbf.g_00600	Prae.g_01717
OG0000328	Prbf.g_00599	Prae.g_01718
OG0000329	Prbf.g_00582	Prae.g_01735
OG0000330	Prbf.g_00581	Prae.g_01736
OG0000331	Prbf.g_00580	Prae.g_01737
OG0000332	Prbf.g_00566	Prae.g_01751
OG0000333	Prbf.g_00564	Prae.g_01753
OG0000334	Prbf.g_00555	Prae.g_01761
OG0000335	Prbf.g_00550	Prae.g_01767
OG0000336	Prbf.g_00546	Prae.g_01771
OG0000337	Prbf.g_00528	Prae.g_01787
OG0000338	Prbf.g_00527	Prae.g_01788
OG0000339	Prbf.g_00521	Prae.g_01792
OG0000340	Prbf.g_00512	Prae.g_01800
OG0000341	Prbf.g_00510	Prae.g_01802
OG0000342	Prbf.g_00509	Prae.g_01803
OG0000343	Prbf.g_00508	Prae.g_01804
OG0000344	Prbf.g_00505	Prae.g_01807
OG0000345	Prbf.g_00499	Prae.g_01812
OG0000346	Prbf.g_00495	Prae.g_01816
OG0000347	Prbf.g_00477	Prae.g_01832
OG0000348	Prbf.g_00469	Prae.g_01841
OG0000349	Prbf.g_00452	Prae.g_01858
OG0000350	Prbf.g_00351	Prae.g_01877
OG0000351	Prbf.g_00412	Prae.g_01894
OG0000352	Prbf.g_00411	Prae.g_01895
OG0000353	Prbf.g_00394	Prae.g_01910
OG0000355	Prbf.g_00392	Prae.g_00001
OG0000356	Prbf.g_00391	Prae.g_00002
OG0000357	Prbf.g_00390	Prae.g_00003
OG0000358	Prbf.g_00386	Prae.g_00007
OG0000359	Prbf.g_00385	Prae.g_00008
OG0000360	Prbf.g_00384	Prae.g_00009
OG0000361	Prbf.g_00383	Prae.g_00010
OG0000362	Prbf.g_00381	Prae.g_00012
OG0000363	Prbf.g_01336	Prae.g_00014
OG0000364	Prbf.g_01337	Prae.g_00015
OG0000365	Prbf.g_01342	Prae.g_00020
OG0000366	Prbf.g_01343	Prae.g_00021
OG0000367	Prbf.g_01344	Prae.g_00022
OG0000368	Prbf.g_01346	Prae.g_00024
OG0000369	Prbf.g_01347	Prae.g_00025
OG0000370	Prbf.g_01348	Prae.g_00026
OG0000371	Prbf.g_01355	Prae.g_00032
OG0000372	Prbf.g_01358	Prae.g_00035
OG0000373	Prbf.g_01359	Prae.g_00036
OG0000374	Prbf.g_01360	Prae.g_00037
OG0000375	Prbf.g_01362	Prae.g_00042
OG0000376	Prbf.g_01364	Prae.g_00044
OG0000377	Prbf.g_01368	Prae.g_00047
OG0000378	Prbf.g_01372	Prae.g_00049
OG0000379	Prbf.g_01375	Prae.g_00052
OG0000380	Prbf.g_01392	Prae.g_00066
OG0000381	Prbf.g_01397	Prae.g_00070
OG0000382	Prbf.g_01407	Prae.g_00081
OG0000383	Prbf.g_01409	Prae.g_00083
OG0000384	Prbf.g_01410	Prae.g_00084
OG0000385	Prbf.g_01411	Prae.g_00085
OG0000386	Prbf.g_01412	Prae.g_00086
OG0000387	Prbf.g_01426	Prae.g_00099
OG0000388	Prbf.g_01430	Prae.g_00102
OG0000389	Prbf.g_01433	Prae.g_00105
OG0000390	Prbf.g_01443	Prae.g_00112
OG0000391	Prbf.g_01446	Prae.g_00116
OG0000392	Prbf.g_01450	Prae.g_00120
OG0000393	Prbf.g_01453	Prae.g_00122
OG0000394	Prbf.g_01454	Prae.g_00123
OG0000395	Prbf.g_01455	Prae.g_00124
OG0000396	Prbf.g_01457	Prae.g_00127
OG0000397	Prbf.g_01459	Prae.g_00129
OG0000398	Prbf.g_01462	Prae.g_00131
OG0000399	Prbf.g_01463	Prae.g_00132
OG0000400	Prbf.g_01464	Prae.g_00133
OG0000401	Prbf.g_01465	Prae.g_00134
OG0000402	Prbf.g_01055	Prae.g_00136
OG0000403	Prbf.g_01467	Prae.g_00137
OG0000404	Prbf.g_01468	Prae.g_00138
OG0000405	Prbf.g_01472	Prae.g_00142
OG0000406	Prbf.g_01480	Prae.g_00150
OG0000407	Prbf.g_01481	Prae.g_00151
OG0000408	Prbf.g_01483	Prae.g_00153
OG0000409	Prbf.g_01485	Prae.g_00155
OG0000410	Prbf.g_01486	Prae.g_00156
OG0000411	Prbf.g_01487	Prae.g_00157
OG0000412	Prbf.g_01488	Prae.g_00158
OG0000413	Prbf.g_01490	Prae.g_00159
OG0000414	Prbf.g_01491	Prae.g_00160
OG0000415	Prbf.g_01492	Prae.g_00161
OG0000416	Prbf.g_01493	Prae.g_00162
OG0000417	Prbf.g_01494	Prae.g_00163
OG0000418	Prbf.g_01499	Prae.g_00168
OG0000419	Prbf.g_01501	Prae.g_00170
OG0000420	Prbf.g_01502	Prae.g_00171
OG0000421	Prbf.g_01507	Prae.g_00176
OG0000422	Prbf.g_01508	Prae.g_00177
OG0000423	Prbf.g_01509	Prae.g_00178
OG0000424	Prbf.g_01510	Prae.g_00179
OG0000425	Prbf.g_01511	Prae.g_00180
OG0000426	Prbf.g_01512	Prae.g_00181
OG0000427	Prbf.g_01513	Prae.g_00182
OG0000428	Prbf.g_01515	Prae.g_00184
OG0000429	Prbf.g_01516	Prae.g_00185
OG0000430	Prbf.g_01517	Prae.g_00186
OG0000431	Prbf.g_01519	Prae.g_00188
OG0000432	Prbf.g_01523	Prae.g_00191
OG0000433	Prbf.g_01524	Prae.g_00192
OG0000434	Prbf.g_01525	Prae.g_00193
OG0000435	Prbf.g_01526	Prae.g_00194
OG0000436	Prbf.g_01531	Prae.g_00199
OG0000437	Prbf.g_01532	Prae.g_00200
OG0000438	Prbf.g_01533	Prae.g_00201
OG0000439	Prbf.g_01535	Prae.g_00203
OG0000440	Prbf.g_01536	Prae.g_00204
OG0000441	Prbf.g_01539	Prae.g_00207
OG0000442	Prbf.g_01540	Prae.g_00208
OG0000443	Prbf.g_01541	Prae.g_00209
OG0000444	Prbf.g_01547	Prae.g_00214
OG0000445	Prbf.g_01548	Prae.g_00215
OG0000446	Prbf.g_01549	Prae.g_00216
OG0000447	Prbf.g_01550	Prae.g_00217
OG0000448	Prbf.g_01551	Prae.g_00218
OG0000449	Prbf.g_01552	Prae.g_00219
OG0000450	Prbf.g_01553	Prae.g_00220
OG0000451	Prbf.g_01554	Prae.g_00221
OG0000452	Prbf.g_01557	Prae.g_00224
OG0000453	Prbf.g_01558	Prae.g_00225
OG0000454	Prbf.g_01559	Prae.g_00226
OG0000455	Prbf.g_01560	Prae.g_00227
OG0000456	Prbf.g_01561	Prae.g_00228
OG0000457	Prbf.g_01563	Prae.g_00229
OG0000458	Prbf.g_01564	Prae.g_00230
OG0000459	Prbf.g_01565	Prae.g_00231
OG0000460	Prbf.g_01573	Prae.g_00238
OG0000461	Prbf.g_01581	Prae.g_00245
OG0000462	Prbf.g_01583	Prae.g_00247
OG0000463	Prbf.g_01584	Prae.g_00248
OG0000464	Prbf.g_01585	Prae.g_00249
OG0000465	Prbf.g_01586	Prae.g_00250
OG0000466	Prbf.g_01589	Prae.g_00253
OG0000467	Prbf.g_01590	Prae.g_00254
OG0000468	Prbf.g_01593	Prae.g_00256
OG0000469	Prbf.g_01601	Prae.g_00265
OG0000470	Prbf.g_01603	Prae.g_00267
OG0000471	Prbf.g_01604	Prae.g_00268
OG0000472	Prbf.g_01606	Prae.g_00269
OG0000473	Prbf.g_01608	Prae.g_00271
OG0000474	Prbf.g_01609	Prae.g_00272
OG0000475	Prbf.g_01610	Prae.g_00273
OG0000476	Prbf.g_01612	Prae.g_00274
OG0000477	Prbf.g_01615	Prae.g_00276
OG0000478	Prbf.g_01616	Prae.g_00277
OG0000479	Prbf.g_01617	Prae.g_00278
OG0000480	Prbf.g_01622	Prae.g_00283
OG0000481	Prbf.g_01625	Prae.g_00285
OG0000482	Prbf.g_01626	Prae.g_00286
OG0000483	Prbf.g_01629	Prae.g_00289
OG0000484	Prbf.g_01630	Prae.g_00290
OG0000485	Prbf.g_01632	Prae.g_00291
OG0000486	Prbf.g_01633	Prae.g_00292
OG0000487	Prbf.g_01636	Prae.g_00296
OG0000488	Prbf.g_01639	Prae.g_00299
OG0000489	Prbf.g_01644	Prae.g_00304
OG0000490	Prbf.g_01648	Prae.g_00309
OG0000491	Prbf.g_01649	Prae.g_00310
OG0000492	Prbf.g_01651	Prae.g_00312
OG0000493	Prbf.g_01652	Prae.g_00313
OG0000494	Prbf.g_01653	Prae.g_00314
OG0000495	Prbf.g_01654	Prae.g_00315
OG0000496	Prbf.g_01655	Prae.g_00316
OG0000497	Prbf.g_01656	Prae.g_00317
OG0000498	Prbf.g_01657	Prae.g_00318
OG0000499	Prbf.g_01658	Prae.g_00319
OG0000500	Prbf.g_01659	Prae.g_00320
OG0000501	Prbf.g_01660	Prae.g_00322
OG0000502	Prbf.g_01663	Prae.g_00325
OG0000503	Prbf.g_01678	Prae.g_00335
OG0000504	Prbf.g_01680	Prae.g_00336
OG0000505	Prbf.g_01681	Prae.g_00337
OG0000506	Prbf.g_01682	Prae.g_00338
OG0000507	Prbf.g_01685	Prae.g_00341
OG0000508	Prbf.g_01689	Prae.g_00344
OG0000509	Prbf.g_01691	Prae.g_00346
OG0000510	Prbf.g_01692	Prae.g_00347
OG0000511	Prbf.g_01693	Prae.g_00348
OG0000512	Prbf.g_01695	Prae.g_00350
OG0000513	Prbf.g_01704	Prae.g_00357
OG0000514	Prbf.g_01715	Prae.g_00405
OG0000515	Prbf.g_01716	Prae.g_00406
OG0000516	Prbf.g_01717	Prae.g_00407
OG0000517	Prbf.g_01719	Prae.g_00409
OG0000518	Prbf.g_01730	Prae.g_00420
OG0000519	Prbf.g_01731	Prae.g_00421
OG0000520	Prbf.g_01732	Prae.g_00422
OG0000521	Prbf.g_01740	Prae.g_00427
OG0000522	Prbf.g_01742	Prae.g_00429
OG0000523	Prbf.g_01743	Prae.g_00430
OG0000524	Prbf.g_01748	Prae.g_00435
OG0000525	Prbf.g_01752	Prae.g_00438
OG0000526	Prbf.g_01753	Prae.g_00439
OG0000527	Prbf.g_01756	Prae.g_00447
OG0000528	Prbf.g_01761	Prae.g_00452
OG0000529	Prbf.g_01764	Prae.g_00455
OG0000530	Prbf.g_01767	Prae.g_00458
OG0000531	Prbf.g_01768	Prae.g_00459
OG0000532	Prbf.g_01770	Prae.g_00461
OG0000533	Prbf.g_01771	Prae.g_00462
OG0000534	Prbf.g_01772	Prae.g_00463
OG0000535	Prbf.g_01773	Prae.g_00464
OG0000536	Prbf.g_01774	Prae.g_00465
OG0000537	Prbf.g_01775	Prae.g_00466
OG0000538	Prbf.g_01784	Prae.g_00474
OG0000539	Prbf.g_01785	Prae.g_00475
OG0000540	Prbf.g_01786	Prae.g_00476
OG0000541	Prbf.g_01787	Prae.g_00477
OG0000542	Prbf.g_01788	Prae.g_00479
OG0000543	Prbf.g_01790	Prae.g_00481
OG0000544	Prbf.g_01791	Prae.g_00482
OG0000545	Prbf.g_01793	Prae.g_00484
OG0000546	Prbf.g_01796	Prae.g_00487
OG0000547	Prbf.g_01798	Prae.g_00489
OG0000548	Prbf.g_01799	Prae.g_00490
OG0000549	Prbf.g_01801	Prae.g_00492
OG0000550	Prbf.g_01805	Prae.g_00497
OG0000551	Prbf.g_01808	Prae.g_00501
OG0000552	Prbf.g_01809	Prae.g_00502
OG0000553	Prbf.g_01810	Prae.g_00503
OG0000554	Prbf.g_01815	Prae.g_00509
OG0000555	Prbf.g_01823	Prae.g_00517
OG0000556	Prbf.g_01825	Prae.g_00519
OG0000557	Prbf.g_01826	Prae.g_00520
OG0000558	Prbf.g_01828	Prae.g_00522
OG0000559	Prbf.g_01832	Prae.g_00526
OG0000560	Prbf.g_01835	Prae.g_00529
OG0000561	Prbf.g_01836	Prae.g_00530
