Orthogroup	Prbf	Prat
OG0000074	Prbf.g_00295	Prat.g_01577
OG0000075	Prbf.g_00522	Prat.g_01761
OG0000076	Prbf.g_00496	Prat.g_01788
OG0000077	Prbf.g_01405	Prat.g_00075
OG0000078	Prbf.g_01578	Prat.g_00245
OG0000079	Prbf.g_01591	Prat.g_00258
OG0000080	Prbf.g_00129, Prbf.g_00131	Prat.g_01323
OG0000081	Prbf.g_01812	Prat.g_00493
OG0000082	Prbf.g_01867, Prbf.g_00704	Prat.g_01507
OG0000084	Prbf.g_00154	Prat.g_01348
OG0000085	Prbf.g_00822, Prbf.g_00701	Prat.g_01584
OG0000086	Prbf.g_01414	Prat.g_00086
OG0000087	Prbf.g_01469	Prat.g_00138
OG0000088	Prbf.g_01500	Prat.g_00166
OG0000089	Prbf.g_01701	Prat.g_00370
OG0000090	Prbf.g_01814	Prat.g_00495
OG0000091	Prbf.g_00990	Prat.g_01082
OG0000092	Prbf.g_01315	Prat.g_00721
OG0000093	Prbf.g_01019	Prat.g_01053
OG0000094	Prbf.g_01068	Prat.g_00943
OG0000095	Prbf.g_01170	Prat.g_00965
OG0000096	Prbf.g_00306	Prat.g_00634
OG0000097	Prbf.g_00964	Prat.g_01111
OG0000098	Prbf.g_00071	Prat.g_01282
OG0000099	Prbf.g_00118	Prat.g_01312
OG0000100	Prbf.g_00236	Prat.g_01437
OG0000101	Prbf.g_00558	Prat.g_01726
OG0000102	Prbf.g_00491	Prat.g_01793
OG0000103	Prbf.g_00406	Prat.g_01880
OG0000104	Prbf.g_00397	Prat.g_01889
OG0000105	Prbf.g_01614	Prat.g_00281
OG0000106	Prbf.g_00320	Prat.g_00637
OG0000107	Prbf.g_00629	Prat.g_01656
OG0000108	Prbf.g_01763	Prat.g_00440
OG0000109	Prbf.g_01777	Prat.g_00455
OG0000110	Prbf.g_01856	Prat.g_00539
OG0000111	Prbf.g_01260	Prat.g_00776
OG0000112	Prbf.g_01929	Prat.g_00888
OG0000113	Prbf.g_01222	Prat.g_01014
OG0000114	Prbf.g_01320	Prat.g_00716
OG0000115	Prbf.g_00062	Prat.g_01373
OG0000116	Prbf.g_00907	Prat.g_01166
OG0000117	Prbf.g_00945	Prat.g_01129
OG0000118	Prbf.g_00013	Prat.g_01261
OG0000119	Prbf.g_00864	Prat.g_00647
OG0000119	Prbf.g_00254	Prat.g_01452
OG0000120	Prbf.g_00115	Prat.g_00344
OG0000121	Prbf.g_00159	Prat.g_01355
OG0000122	Prbf.g_00055	Prat.g_00781
OG0000122	Prbf.g_00200	Prat.g_01398
OG0000123	Prbf.g_00551	Prat.g_01733
OG0000124	Prbf.g_00478	Prat.g_01805
OG0000125	Prbf.g_00443	Prat.g_01841
OG0000126	Prbf.g_00398	Prat.g_01888
OG0000128	Prbf.g_00382	Prat.g_00012, Prat.g_00011
OG0000129	Prbf.g_01367	Prat.g_00047
OG0000130	Prbf.g_01396	Prat.g_00066
OG0000131	Prbf.g_01478	Prat.g_00144
OG0000132	Prbf.g_01498	Prat.g_00164
OG0000133	Prbf.g_01661	Prat.g_00329
OG0000134	Prbf.g_01703	Prat.g_00372
OG0000135	Prbf.g_00044	Prat.g_01477
OG0000136	Prbf.g_01725	Prat.g_00401
OG0000137	Prbf.g_01758	Prat.g_00434
OG0000138	Prbf.g_01778	Prat.g_00456
OG0000139	Prbf.g_01818	Prat.g_00499
OG0000140	Prbf.g_01819	Prat.g_00500
OG0000141	Prbf.g_01890	Prat.g_00570
OG0000142	Prbf.g_00982	Prat.g_01090
OG0000143	Prbf.g_00986	Prat.g_01086
OG0000144	Prbf.g_01000	Prat.g_01072
OG0000145	Prbf.g_00042	Prat.g_01472
OG0000146	Prbf.g_01928	Prat.g_00887
OG0000147	Prbf.g_01927	Prat.g_00886
OG0000148	Prbf.g_01228	Prat.g_01020
OG0000149	Prbf.g_01196	Prat.g_00991
OG0000150	Prbf.g_01186	Prat.g_00981
OG0000151	Prbf.g_01310	Prat.g_00726
OG0000152	Prbf.g_01117	Prat.g_00896, Prat.g_01277
OG0000153	Prbf.g_01098	Prat.g_00915
OG0000154	Prbf.g_01078	Prat.g_00934
OG0000155	Prbf.g_00939	Prat.g_01135
OG0000156	Prbf.g_00037	Prat.g_01238
OG0000157	Prbf.g_00036	Prat.g_01239
OG0000158	Prbf.g_00514	Prat.g_01769
OG0000160	Prbf.g_00158	Prat.g_01354
OG0000161	Prbf.g_00164	Prat.g_01360
OG0000162	Prbf.g_00170	Prat.g_01366
OG0000163	Prbf.g_00209	Prat.g_01409
OG0000164	Prbf.g_00669	Prat.g_01615
OG0000165	Prbf.g_00662	Prat.g_01623
OG0000166	Prbf.g_00595	Prat.g_01690
OG0000167	Prbf.g_00524	Prat.g_01759
OG0000168	Prbf.g_00513	Prat.g_01770
OG0000169	Prbf.g_00503	Prat.g_01781
OG0000170	Prbf.g_00500	Prat.g_01784
OG0000171	Prbf.g_00479	Prat.g_01804
OG0000172	Prbf.g_00472	Prat.g_01811
OG0000173	Prbf.g_00457	Prat.g_01826
OG0000174	Prbf.g_00428	Prat.g_01858
OG0000175	Prbf.g_00415	Prat.g_01870
OG0000176	Prbf.g_00389	Prat.g_00004
OG0000177	Prbf.g_00388	Prat.g_00005
OG0000178	Prbf.g_00387	Prat.g_00006
OG0000179	Prbf.g_01338	Prat.g_00017
OG0000180	Prbf.g_01339	Prat.g_00018
OG0000181	Prbf.g_01340	Prat.g_00019
OG0000182	Prbf.g_01341	Prat.g_00020
OG0000183	Prbf.g_01345	Prat.g_00024
OG0000184	Prbf.g_01371	Prat.g_00051
OG0000185	Prbf.g_01374	Prat.g_00054
OG0000186	Prbf.g_01390	Prat.g_00060
OG0000187	Prbf.g_01391	Prat.g_00061
OG0000188	Prbf.g_01408	Prat.g_00080
OG0000189	Prbf.g_01422	Prat.g_00093
OG0000190	Prbf.g_01424	Prat.g_00094
OG0000191	Prbf.g_01447	Prat.g_00116
OG0000192	Prbf.g_01452	Prat.g_00121
OG0000193	Prbf.g_01479	Prat.g_00145
OG0000194	Prbf.g_01482	Prat.g_00148
OG0000195	Prbf.g_01484	Prat.g_00150
OG0000196	Prbf.g_01495	Prat.g_00161
OG0000197	Prbf.g_01496	Prat.g_00162
OG0000198	Prbf.g_01497	Prat.g_00163
OG0000199	Prbf.g_01504	Prat.g_00171
OG0000200	Prbf.g_01518	Prat.g_00185
OG0000201	Prbf.g_01527	Prat.g_00194
OG0000202	Prbf.g_01528	Prat.g_00195
OG0000203	Prbf.g_01529	Prat.g_00196
OG0000204	Prbf.g_01530	Prat.g_00197
OG0000205	Prbf.g_01537	Prat.g_00204
OG0000206	Prbf.g_01542	Prat.g_00209
OG0000207	Prbf.g_01545	Prat.g_00211
OG0000208	Prbf.g_01546	Prat.g_00212
OG0000209	Prbf.g_01555	Prat.g_00221
OG0000210	Prbf.g_01556	Prat.g_00222
OG0000211	Prbf.g_01571	Prat.g_00238
OG0000212	Prbf.g_01579	Prat.g_00246
OG0000213	Prbf.g_01597	Prat.g_00264
OG0000214	Prbf.g_01607	Prat.g_00274
OG0000215	Prbf.g_01634	Prat.g_00300
OG0000216	Prbf.g_01635	Prat.g_00302
OG0000217	Prbf.g_01638	Prat.g_00305
OG0000218	Prbf.g_01640	Prat.g_00307
OG0000219	Prbf.g_01641	Prat.g_00308
OG0000220	Prbf.g_01642	Prat.g_00309
OG0000221	Prbf.g_01643	Prat.g_00310
OG0000222	Prbf.g_01650	Prat.g_00317
OG0000223	Prbf.g_01662	Prat.g_00330
OG0000224	Prbf.g_01664	Prat.g_00332
OG0000225	Prbf.g_01690	Prat.g_00360
OG0000226	Prbf.g_01694	Prat.g_00364
OG0000227	Prbf.g_01696	Prat.g_00366
OG0000228	Prbf.g_01700	Prat.g_00369
OG0000229	Prbf.g_01720	Prat.g_00396
OG0000230	Prbf.g_01722	Prat.g_00398
OG0000231	Prbf.g_01733	Prat.g_00411
OG0000232	Prbf.g_01744	Prat.g_00419
OG0000233	Prbf.g_01750	Prat.g_00426
OG0000234	Prbf.g_01759	Prat.g_00435
OG0000235	Prbf.g_01762	Prat.g_00439
OG0000236	Prbf.g_01776	Prat.g_00454
OG0000237	Prbf.g_01789	Prat.g_00469
OG0000238	Prbf.g_01795	Prat.g_00475
OG0000239	Prbf.g_01806	Prat.g_00487
OG0000240	Prbf.g_01807	Prat.g_00488
OG0000241	Prbf.g_01811	Prat.g_00492
OG0000242	Prbf.g_01813	Prat.g_00494
OG0000243	Prbf.g_01824	Prat.g_00504
OG0000244	Prbf.g_01827	Prat.g_00507
OG0000245	Prbf.g_01829	Prat.g_00509
OG0000246	Prbf.g_01833	Prat.g_00514, Prat.g_00513
OG0000247	Prbf.g_01843	Prat.g_00525
OG0000248	Prbf.g_01846	Prat.g_00528
OG0000249	Prbf.g_01848	Prat.g_00530
OG0000250	Prbf.g_01853	Prat.g_00536
OG0000251	Prbf.g_01873	Prat.g_00553
OG0000252	Prbf.g_01876	Prat.g_00556
OG0000253	Prbf.g_01877	Prat.g_00557
OG0000254	Prbf.g_01894	Prat.g_00574
OG0000255	Prbf.g_01900	Prat.g_00581
OG0000256	Prbf.g_01910	Prat.g_00591
OG0000257	Prbf.g_00977	Prat.g_01097
OG0000258	Prbf.g_00991	Prat.g_01081
OG0000259	Prbf.g_01008	Prat.g_01064
OG0000260	Prbf.g_01011	Prat.g_01061
OG0000261	Prbf.g_01014	Prat.g_01058
OG0000262	Prbf.g_01018	Prat.g_01054
OG0000263	Prbf.g_01282	Prat.g_00754
OG0000264	Prbf.g_01271	Prat.g_00765
OG0000265	Prbf.g_01253	Prat.g_00788
OG0000266	Prbf.g_01037	Prat.g_00801
OG0000267	Prbf.g_01049	Prat.g_00814
OG0000268	Prbf.g_01050	Prat.g_00815
OG0000269	Prbf.g_01250	Prat.g_01042
OG0000270	Prbf.g_01247	Prat.g_01039
OG0000271	Prbf.g_01239	Prat.g_01031
OG0000272	Prbf.g_01238	Prat.g_01030
OG0000273	Prbf.g_01214	Prat.g_01007
OG0000274	Prbf.g_01213	Prat.g_01006
OG0000275	Prbf.g_01210	Prat.g_01004
OG0000276	Prbf.g_01204	Prat.g_00999
OG0000277	Prbf.g_01203	Prat.g_00998
OG0000278	Prbf.g_01200	Prat.g_00995
OG0000279	Prbf.g_01193	Prat.g_00988
OG0000280	Prbf.g_01192	Prat.g_00987
OG0000281	Prbf.g_01185	Prat.g_00980
OG0000282	Prbf.g_01318	Prat.g_00718
OG0000283	Prbf.g_01141	Prat.g_00868
OG0000284	Prbf.g_01136	Prat.g_00873
OG0000285	Prbf.g_01131	Prat.g_00879
OG0000286	Prbf.g_01118	Prat.g_00895
OG0000287	Prbf.g_00065	Prat.g_00912
OG0000288	Prbf.g_01079	Prat.g_00933
OG0000289	Prbf.g_01063	Prat.g_00948
OG0000290	Prbf.g_01167	Prat.g_00962
OG0000291	Prbf.g_01169	Prat.g_00964
OG0000292	Prbf.g_00873	Prat.g_01208
OG0000293	Prbf.g_00908	Prat.g_01165
OG0000294	Prbf.g_00909	Prat.g_01164
OG0000295	Prbf.g_00932	Prat.g_01142
OG0000296	Prbf.g_00934	Prat.g_01140
OG0000297	Prbf.g_00943	Prat.g_01131
OG0000298	Prbf.g_00944	Prat.g_01130
OG0000299	Prbf.g_00963	Prat.g_01112
OG0000300	Prbf.g_00966	Prat.g_01108
OG0000301	Prbf.g_00967	Prat.g_01107
OG0000302	Prbf.g_00969	Prat.g_01105
OG0000303	Prbf.g_00975	Prat.g_01099
OG0000304	Prbf.g_01915	Prat.g_00595
OG0000305	Prbf.g_00875	Prat.g_01200
OG0000306	Prbf.g_01181	Prat.g_00976
OG0000307	Prbf.g_00104	Prat.g_01300
OG0000308	Prbf.g_00105	Prat.g_01301
OG0000309	Prbf.g_00109	Prat.g_01305
OG0000310	Prbf.g_00143	Prat.g_01336
OG0000311	Prbf.g_00145	Prat.g_01338
OG0000312	Prbf.g_00148	Prat.g_01341
OG0000313	Prbf.g_00161	Prat.g_01357
OG0000314	Prbf.g_00184	Prat.g_01382
OG0000315	Prbf.g_00194	Prat.g_01392
OG0000316	Prbf.g_00219	Prat.g_01420
OG0000317	Prbf.g_00696	Prat.g_01589
OG0000318	Prbf.g_00692	Prat.g_01593
OG0000319	Prbf.g_00679	Prat.g_01605
OG0000320	Prbf.g_00677	Prat.g_01607
OG0000321	Prbf.g_00676	Prat.g_01608
OG0000322	Prbf.g_00675	Prat.g_01609
OG0000323	Prbf.g_00666	Prat.g_01618
OG0000324	Prbf.g_00639	Prat.g_01647
OG0000325	Prbf.g_00628	Prat.g_01657
OG0000326	Prbf.g_00621	Prat.g_01664
OG0000327	Prbf.g_00600	Prat.g_01685
OG0000328	Prbf.g_00599	Prat.g_01686
OG0000329	Prbf.g_00582	Prat.g_01703
OG0000330	Prbf.g_00581	Prat.g_01704
OG0000331	Prbf.g_00580	Prat.g_01705
OG0000332	Prbf.g_00566	Prat.g_01718
OG0000333	Prbf.g_00564	Prat.g_01720
OG0000334	Prbf.g_00555	Prat.g_01729
OG0000335	Prbf.g_00550	Prat.g_01734
OG0000336	Prbf.g_00546	Prat.g_01738
OG0000337	Prbf.g_00528	Prat.g_01756
OG0000338	Prbf.g_00527	Prat.g_01757
OG0000339	Prbf.g_00521	Prat.g_01762
OG0000340	Prbf.g_00512	Prat.g_01771
OG0000341	Prbf.g_00510	Prat.g_01773
OG0000342	Prbf.g_00509	Prat.g_01775
OG0000343	Prbf.g_00508	Prat.g_01776
OG0000344	Prbf.g_00505	Prat.g_01779
OG0000345	Prbf.g_00499	Prat.g_01785
OG0000346	Prbf.g_00495	Prat.g_01789
OG0000347	Prbf.g_00477	Prat.g_01806
OG0000348	Prbf.g_00469	Prat.g_01814
OG0000349	Prbf.g_00452	Prat.g_01832
OG0000350	Prbf.g_00351	Prat.g_01853
OG0000351	Prbf.g_00412	Prat.g_01873
OG0000352	Prbf.g_00411	Prat.g_01874
OG0000353	Prbf.g_00394	Prat.g_01892
OG0000355	Prbf.g_00392	Prat.g_00001
OG0000356	Prbf.g_00391	Prat.g_00002
OG0000357	Prbf.g_00390	Prat.g_00003
OG0000358	Prbf.g_00386	Prat.g_00007
OG0000359	Prbf.g_00385	Prat.g_00008
OG0000360	Prbf.g_00384	Prat.g_00009
OG0000361	Prbf.g_00383	Prat.g_00010
OG0000362	Prbf.g_00381	Prat.g_00013
OG0000363	Prbf.g_01336	Prat.g_00015
OG0000364	Prbf.g_01337	Prat.g_00016
OG0000365	Prbf.g_01342	Prat.g_00021
OG0000366	Prbf.g_01343	Prat.g_00022
OG0000367	Prbf.g_01344	Prat.g_00023
OG0000368	Prbf.g_01346	Prat.g_00025
OG0000369	Prbf.g_01347	Prat.g_00026
OG0000370	Prbf.g_01348	Prat.g_00027
OG0000371	Prbf.g_01355	Prat.g_00034
OG0000372	Prbf.g_01358	Prat.g_00036
OG0000373	Prbf.g_01359	Prat.g_00037
OG0000374	Prbf.g_01360	Prat.g_00038
OG0000375	Prbf.g_01362	Prat.g_00042
OG0000376	Prbf.g_01364	Prat.g_00044
OG0000377	Prbf.g_01368	Prat.g_00048
OG0000378	Prbf.g_01372	Prat.g_00052
OG0000379	Prbf.g_01375	Prat.g_00055
OG0000380	Prbf.g_01392	Prat.g_00062
OG0000381	Prbf.g_01397	Prat.g_00067
OG0000382	Prbf.g_01407	Prat.g_00079
OG0000383	Prbf.g_01409	Prat.g_00081
OG0000384	Prbf.g_01410	Prat.g_00082
OG0000385	Prbf.g_01411	Prat.g_00083
OG0000386	Prbf.g_01412	Prat.g_00084
OG0000387	Prbf.g_01426	Prat.g_00096
OG0000388	Prbf.g_01430	Prat.g_00100
OG0000389	Prbf.g_01433	Prat.g_00103
OG0000390	Prbf.g_01443	Prat.g_00112
OG0000391	Prbf.g_01446	Prat.g_00115
OG0000392	Prbf.g_01450	Prat.g_00118
OG0000393	Prbf.g_01453	Prat.g_00122
OG0000394	Prbf.g_01454	Prat.g_00123
OG0000395	Prbf.g_01455	Prat.g_00124
OG0000396	Prbf.g_01457	Prat.g_00126
OG0000397	Prbf.g_01459	Prat.g_00128
OG0000398	Prbf.g_01462	Prat.g_00131
OG0000399	Prbf.g_01463	Prat.g_00132
OG0000400	Prbf.g_01464	Prat.g_00133
OG0000401	Prbf.g_01465	Prat.g_00134
OG0000402	Prbf.g_01055	Prat.g_00601
OG0000403	Prbf.g_01467	Prat.g_00136
OG0000404	Prbf.g_01468	Prat.g_00137
OG0000405	Prbf.g_01472	Prat.g_00141
OG0000406	Prbf.g_01480	Prat.g_00146
OG0000407	Prbf.g_01481	Prat.g_00147
OG0000408	Prbf.g_01483	Prat.g_00149
OG0000409	Prbf.g_01485	Prat.g_00151
OG0000410	Prbf.g_01486	Prat.g_00152
OG0000411	Prbf.g_01487	Prat.g_00153
OG0000412	Prbf.g_01488	Prat.g_00154
OG0000413	Prbf.g_01490	Prat.g_00156
OG0000414	Prbf.g_01491	Prat.g_00157
OG0000415	Prbf.g_01492	Prat.g_00158
OG0000416	Prbf.g_01493	Prat.g_00159
OG0000417	Prbf.g_01494	Prat.g_00160
OG0000418	Prbf.g_01499	Prat.g_00165
OG0000419	Prbf.g_01501	Prat.g_00167
OG0000420	Prbf.g_01502	Prat.g_00169
OG0000421	Prbf.g_01507	Prat.g_00174
OG0000422	Prbf.g_01508	Prat.g_00175
OG0000423	Prbf.g_01509	Prat.g_00176
OG0000424	Prbf.g_01510	Prat.g_00177
OG0000425	Prbf.g_01511	Prat.g_00178
OG0000426	Prbf.g_01512	Prat.g_00179
OG0000427	Prbf.g_01513	Prat.g_00180
OG0000428	Prbf.g_01515	Prat.g_00182
OG0000429	Prbf.g_01516	Prat.g_00183
OG0000430	Prbf.g_01517	Prat.g_00184
OG0000431	Prbf.g_01519	Prat.g_00186
OG0000432	Prbf.g_01523	Prat.g_00190
OG0000433	Prbf.g_01524	Prat.g_00191
OG0000434	Prbf.g_01525	Prat.g_00192
OG0000435	Prbf.g_01526	Prat.g_00193
OG0000436	Prbf.g_01531	Prat.g_00198
OG0000437	Prbf.g_01532	Prat.g_00199
OG0000438	Prbf.g_01533	Prat.g_00200
OG0000439	Prbf.g_01535	Prat.g_00202
OG0000440	Prbf.g_01536	Prat.g_00203
OG0000441	Prbf.g_01539	Prat.g_00206
OG0000442	Prbf.g_01540	Prat.g_00207
OG0000443	Prbf.g_01541	Prat.g_00208
OG0000444	Prbf.g_01547	Prat.g_00213
OG0000445	Prbf.g_01548	Prat.g_00214
OG0000446	Prbf.g_01549	Prat.g_00215
OG0000447	Prbf.g_01550	Prat.g_00216
OG0000448	Prbf.g_01551	Prat.g_00217
OG0000449	Prbf.g_01552	Prat.g_00218
OG0000450	Prbf.g_01553	Prat.g_00219
OG0000451	Prbf.g_01554	Prat.g_00220
OG0000452	Prbf.g_01557	Prat.g_00223
OG0000453	Prbf.g_01558	Prat.g_00224
OG0000454	Prbf.g_01559	Prat.g_00225
OG0000455	Prbf.g_01560	Prat.g_00226
OG0000456	Prbf.g_01561	Prat.g_00227
OG0000457	Prbf.g_01563	Prat.g_00229
OG0000458	Prbf.g_01564	Prat.g_00230
OG0000459	Prbf.g_01565	Prat.g_00231
OG0000460	Prbf.g_01573	Prat.g_00240
OG0000461	Prbf.g_01581	Prat.g_00249
OG0000462	Prbf.g_01583	Prat.g_00250
OG0000463	Prbf.g_01584	Prat.g_00251
OG0000464	Prbf.g_01585	Prat.g_00252
OG0000465	Prbf.g_01586	Prat.g_00253
OG0000466	Prbf.g_01589	Prat.g_00256
OG0000467	Prbf.g_01590	Prat.g_00257
OG0000468	Prbf.g_01593	Prat.g_00260
OG0000469	Prbf.g_01601	Prat.g_00269
OG0000470	Prbf.g_01603	Prat.g_00271
OG0000471	Prbf.g_01604	Prat.g_00272
OG0000472	Prbf.g_01606	Prat.g_00273
OG0000473	Prbf.g_01608	Prat.g_00275
OG0000474	Prbf.g_01609	Prat.g_00276
OG0000475	Prbf.g_01610	Prat.g_00277
OG0000476	Prbf.g_01612	Prat.g_00279
OG0000477	Prbf.g_01615	Prat.g_00282
OG0000478	Prbf.g_01616	Prat.g_00283
OG0000479	Prbf.g_01617	Prat.g_00284
OG0000480	Prbf.g_01622	Prat.g_00290
OG0000481	Prbf.g_01625	Prat.g_00292
OG0000482	Prbf.g_01626	Prat.g_00293
OG0000483	Prbf.g_01629	Prat.g_00296
OG0000484	Prbf.g_01630	Prat.g_00297
OG0000485	Prbf.g_01632	Prat.g_00298
OG0000486	Prbf.g_01633	Prat.g_00299
OG0000487	Prbf.g_01636	Prat.g_00303
OG0000488	Prbf.g_01639	Prat.g_00306
OG0000489	Prbf.g_01644	Prat.g_00311
OG0000490	Prbf.g_01648	Prat.g_00315
OG0000491	Prbf.g_01649	Prat.g_00316
OG0000492	Prbf.g_01651	Prat.g_00318
OG0000493	Prbf.g_01652	Prat.g_00319
OG0000494	Prbf.g_01653	Prat.g_00320
OG0000495	Prbf.g_01654	Prat.g_00321
OG0000496	Prbf.g_01655	Prat.g_00322
OG0000497	Prbf.g_01656	Prat.g_00323
OG0000498	Prbf.g_01657	Prat.g_00324
OG0000499	Prbf.g_01658	Prat.g_00325
OG0000500	Prbf.g_01659	Prat.g_00326
OG0000501	Prbf.g_01660	Prat.g_00328
OG0000502	Prbf.g_01663	Prat.g_00331
OG0000503	Prbf.g_01678	Prat.g_00348
OG0000504	Prbf.g_01680	Prat.g_00350
OG0000505	Prbf.g_01681	Prat.g_00351
OG0000506	Prbf.g_01682	Prat.g_00352
OG0000507	Prbf.g_01685	Prat.g_00355
OG0000508	Prbf.g_01689	Prat.g_00359
OG0000509	Prbf.g_01691	Prat.g_00361
OG0000510	Prbf.g_01692	Prat.g_00362
OG0000511	Prbf.g_01693	Prat.g_00363
OG0000512	Prbf.g_01695	Prat.g_00365
OG0000513	Prbf.g_01704	Prat.g_00373
OG0000514	Prbf.g_01715	Prat.g_00390
OG0000515	Prbf.g_01716	Prat.g_00391
OG0000516	Prbf.g_01717	Prat.g_00392
OG0000517	Prbf.g_01719	Prat.g_00395
OG0000518	Prbf.g_01730	Prat.g_00407
OG0000519	Prbf.g_01731	Prat.g_00408
OG0000520	Prbf.g_01732	Prat.g_00410
OG0000521	Prbf.g_01740	Prat.g_00415
OG0000522	Prbf.g_01742	Prat.g_00417
OG0000523	Prbf.g_01743	Prat.g_00418
OG0000524	Prbf.g_01748	Prat.g_00424
OG0000525	Prbf.g_01752	Prat.g_00428
OG0000526	Prbf.g_01753	Prat.g_00429
OG0000527	Prbf.g_01756	Prat.g_00432
OG0000528	Prbf.g_01761	Prat.g_00438
OG0000529	Prbf.g_01764	Prat.g_00441
OG0000530	Prbf.g_01767	Prat.g_00444
OG0000531	Prbf.g_01768	Prat.g_00445
OG0000532	Prbf.g_01770	Prat.g_00447
OG0000533	Prbf.g_01771	Prat.g_00448
OG0000534	Prbf.g_01772	Prat.g_00449
OG0000535	Prbf.g_01773	Prat.g_00450
OG0000536	Prbf.g_01774	Prat.g_00451
OG0000537	Prbf.g_01775	Prat.g_00453
OG0000538	Prbf.g_01784	Prat.g_00463
OG0000539	Prbf.g_01785	Prat.g_00464
OG0000540	Prbf.g_01786	Prat.g_00465
OG0000541	Prbf.g_01787	Prat.g_00466
OG0000542	Prbf.g_01788	Prat.g_00468
OG0000543	Prbf.g_01790	Prat.g_00470
OG0000544	Prbf.g_01791	Prat.g_00471
