Orthogroup	Prbf	Prab
OG0000205	Prbf.g_01537	Prab.g_00193
OG0000206	Prbf.g_01542	Prab.g_00198
OG0000207	Prbf.g_01545	Prab.g_00200
OG0000208	Prbf.g_01546	Prab.g_00201
OG0000209	Prbf.g_01555	Prab.g_00210
OG0000210	Prbf.g_01556	Prab.g_00211
OG0000211	Prbf.g_01571	Prab.g_00224
OG0000212	Prbf.g_01579	Prab.g_00230
OG0000213	Prbf.g_01597	Prab.g_00247
OG0000214	Prbf.g_01607	Prab.g_00256
OG0000215	Prbf.g_01634	Prab.g_00280
OG0000216	Prbf.g_01635	Prab.g_00282
OG0000217	Prbf.g_01638	Prab.g_00285
OG0000218	Prbf.g_01640	Prab.g_00287
OG0000219	Prbf.g_01641	Prab.g_00288
OG0000220	Prbf.g_01642	Prab.g_00289
OG0000221	Prbf.g_01643	Prab.g_00290
OG0000222	Prbf.g_01650	Prab.g_00298
OG0000223	Prbf.g_01662	Prab.g_00311
OG0000224	Prbf.g_01664	Prab.g_00313
OG0000225	Prbf.g_01690	Prab.g_00333
OG0000226	Prbf.g_01694	Prab.g_00337
OG0000227	Prbf.g_01696	Prab.g_00339
OG0000228	Prbf.g_01700	Prab.g_00342
OG0000229	Prbf.g_01720	Prab.g_00439
OG0000230	Prbf.g_01722	Prab.g_00441
OG0000231	Prbf.g_01733	Prab.g_00455
OG0000232	Prbf.g_01744	Prab.g_00463
OG0000233	Prbf.g_01750	Prab.g_00468
OG0000234	Prbf.g_01759	Prab.g_00480
OG0000235	Prbf.g_01762	Prab.g_00483
OG0000236	Prbf.g_01776	Prab.g_00497
OG0000237	Prbf.g_01789	Prab.g_00510
OG0000238	Prbf.g_01795	Prab.g_00516
OG0000239	Prbf.g_01806	Prab.g_00529
OG0000240	Prbf.g_01807	Prab.g_00530
OG0000241	Prbf.g_01811	Prab.g_00534
OG0000242	Prbf.g_01813	Prab.g_00536
OG0000243	Prbf.g_01824	Prab.g_00547
OG0000244	Prbf.g_01827	Prab.g_00550
OG0000245	Prbf.g_01829	Prab.g_00552
OG0000246	Prbf.g_01833	Prab.g_00556
OG0000247	Prbf.g_01843	Prab.g_00566
OG0000248	Prbf.g_01846	Prab.g_00569
OG0000249	Prbf.g_01848	Prab.g_00571
OG0000250	Prbf.g_01853	Prab.g_00576
OG0000251	Prbf.g_01873	Prab.g_00595
OG0000252	Prbf.g_01876	Prab.g_00598
OG0000253	Prbf.g_01877	Prab.g_00599
OG0000254	Prbf.g_01894	Prab.g_00615
OG0000255	Prbf.g_01900	Prab.g_00621
OG0000256	Prbf.g_01910	Prab.g_00632
OG0000257	Prbf.g_00977	Prab.g_00635
OG0000258	Prbf.g_00991	Prab.g_00648
OG0000259	Prbf.g_01008	Prab.g_00665
OG0000260	Prbf.g_01011	Prab.g_00668
OG0000261	Prbf.g_01014	Prab.g_00670
OG0000262	Prbf.g_01018	Prab.g_00674
OG0000263	Prbf.g_01282	Prab.g_00686
OG0000264	Prbf.g_01271	Prab.g_00696
OG0000265	Prbf.g_01253	Prab.g_00723
OG0000266	Prbf.g_01037	Prab.g_00733
OG0000267	Prbf.g_01049	Prab.g_00744
OG0000268	Prbf.g_01050	Prab.g_00745
OG0000269	Prbf.g_01250	Prab.g_00835
OG0000270	Prbf.g_01247	Prab.g_00838
OG0000271	Prbf.g_01239	Prab.g_00846
OG0000272	Prbf.g_01238	Prab.g_00847
OG0000273	Prbf.g_01214	Prab.g_00870
OG0000274	Prbf.g_01213	Prab.g_00871
OG0000275	Prbf.g_01210	Prab.g_00873
OG0000276	Prbf.g_01204	Prab.g_00878
OG0000277	Prbf.g_01203	Prab.g_00879
OG0000278	Prbf.g_01200	Prab.g_00882
OG0000279	Prbf.g_01193	Prab.g_00889
OG0000280	Prbf.g_01192	Prab.g_00890
OG0000281	Prbf.g_01185	Prab.g_00896
OG0000282	Prbf.g_01318	Prab.g_01066
OG0000283	Prbf.g_01141	Prab.g_01033
OG0000284	Prbf.g_01136	Prab.g_01028
OG0000285	Prbf.g_01131	Prab.g_01023
OG0000286	Prbf.g_01118	Prab.g_01011
OG0000287	Prbf.g_00065	Prab.g_00994
OG0000288	Prbf.g_01079	Prab.g_00956
OG0000289	Prbf.g_01063	Prab.g_00945
OG0000290	Prbf.g_01167	Prab.g_00932
OG0000291	Prbf.g_01169	Prab.g_00930
OG0000292	Prbf.g_00873	Prab.g_01144
OG0000293	Prbf.g_00908	Prab.g_01210
OG0000294	Prbf.g_00909	Prab.g_01211
OG0000295	Prbf.g_00932	Prab.g_01231
OG0000296	Prbf.g_00934	Prab.g_01233
OG0000297	Prbf.g_00943	Prab.g_01241
OG0000298	Prbf.g_00944	Prab.g_01242
OG0000299	Prbf.g_00963	Prab.g_01259
OG0000300	Prbf.g_00966	Prab.g_01262
OG0000301	Prbf.g_00967	Prab.g_01263
OG0000302	Prbf.g_00969	Prab.g_01265
OG0000303	Prbf.g_00975	Prab.g_01272
OG0000304	Prbf.g_01915	Prab.g_01276
OG0000305	Prbf.g_00875	Prab.g_01353
OG0000306	Prbf.g_01181	Prab.g_01355
OG0000307	Prbf.g_00104	Prab.g_01369
OG0000308	Prbf.g_00105	Prab.g_01370
OG0000309	Prbf.g_00109	Prab.g_01374
OG0000310	Prbf.g_00143	Prab.g_01451
OG0000311	Prbf.g_00145	Prab.g_01453
OG0000312	Prbf.g_00148	Prab.g_01456
OG0000313	Prbf.g_00161	Prab.g_01470
OG0000314	Prbf.g_00184	Prab.g_01493
OG0000315	Prbf.g_00194	Prab.g_01503
OG0000316	Prbf.g_00219	Prab.g_01523
OG0000317	Prbf.g_00696	Prab.g_01667
OG0000318	Prbf.g_00692	Prab.g_01670
OG0000319	Prbf.g_00679	Prab.g_01683
OG0000320	Prbf.g_00677	Prab.g_01685
OG0000321	Prbf.g_00676	Prab.g_01686
OG0000322	Prbf.g_00675	Prab.g_01687
OG0000323	Prbf.g_00666	Prab.g_01696
OG0000324	Prbf.g_00639	Prab.g_01722
OG0000325	Prbf.g_00628	Prab.g_01732
OG0000326	Prbf.g_00621	Prab.g_01738
OG0000327	Prbf.g_00600	Prab.g_01761
OG0000328	Prbf.g_00599	Prab.g_01762
OG0000329	Prbf.g_00582	Prab.g_01779
OG0000330	Prbf.g_00581	Prab.g_01780
OG0000331	Prbf.g_00580	Prab.g_01781
OG0000332	Prbf.g_00566	Prab.g_01795
OG0000333	Prbf.g_00564	Prab.g_01797
OG0000334	Prbf.g_00555	Prab.g_01805
OG0000335	Prbf.g_00550	Prab.g_01810
OG0000336	Prbf.g_00546	Prab.g_01814
OG0000337	Prbf.g_00528	Prab.g_01830
OG0000338	Prbf.g_00527	Prab.g_01831
OG0000339	Prbf.g_00521	Prab.g_01835
OG0000340	Prbf.g_00512	Prab.g_01842
OG0000341	Prbf.g_00510	Prab.g_01844
OG0000342	Prbf.g_00509	Prab.g_01845
OG0000343	Prbf.g_00508	Prab.g_01846
OG0000344	Prbf.g_00505	Prab.g_01849
OG0000345	Prbf.g_00499	Prab.g_01854
OG0000346	Prbf.g_00495	Prab.g_01858
OG0000347	Prbf.g_00477	Prab.g_01874
OG0000348	Prbf.g_00469	Prab.g_01884
OG0000349	Prbf.g_00452	Prab.g_01901
OG0000350	Prbf.g_00351	Prab.g_01920
OG0000351	Prbf.g_00412	Prab.g_01937
OG0000352	Prbf.g_00411	Prab.g_01938
OG0000353	Prbf.g_00394	Prab.g_01954
OG0000355	Prbf.g_00392	Prab.g_00001
OG0000356	Prbf.g_00391	Prab.g_00002
OG0000357	Prbf.g_00390	Prab.g_00003
OG0000358	Prbf.g_00386	Prab.g_00007
OG0000359	Prbf.g_00385	Prab.g_00008
OG0000360	Prbf.g_00384	Prab.g_00009
OG0000361	Prbf.g_00383	Prab.g_00010
OG0000362	Prbf.g_00381	Prab.g_00012
OG0000363	Prbf.g_01336	Prab.g_00014
OG0000364	Prbf.g_01337	Prab.g_00015
OG0000365	Prbf.g_01342	Prab.g_00020
OG0000366	Prbf.g_01343	Prab.g_00021
OG0000367	Prbf.g_01344	Prab.g_00022
OG0000368	Prbf.g_01346	Prab.g_00024
OG0000369	Prbf.g_01347	Prab.g_00025
OG0000370	Prbf.g_01348	Prab.g_00026
OG0000371	Prbf.g_01355	Prab.g_00032
OG0000372	Prbf.g_01358	Prab.g_00035
OG0000373	Prbf.g_01359	Prab.g_00036
OG0000374	Prbf.g_01360	Prab.g_00037
OG0000375	Prbf.g_01362	Prab.g_00039
OG0000376	Prbf.g_01364	Prab.g_00041
OG0000377	Prbf.g_01368	Prab.g_00044
OG0000378	Prbf.g_01372	Prab.g_00046
OG0000379	Prbf.g_01375	Prab.g_00049
OG0000380	Prbf.g_01392	Prab.g_00058
OG0000381	Prbf.g_01397	Prab.g_00062
OG0000382	Prbf.g_01407	Prab.g_00073
OG0000383	Prbf.g_01409	Prab.g_00075
OG0000384	Prbf.g_01410	Prab.g_00076
OG0000385	Prbf.g_01411	Prab.g_00077
OG0000386	Prbf.g_01412	Prab.g_00078
OG0000387	Prbf.g_01426	Prab.g_00090
OG0000388	Prbf.g_01430	Prab.g_00093
OG0000389	Prbf.g_01433	Prab.g_00097
OG0000390	Prbf.g_01443	Prab.g_00104
OG0000391	Prbf.g_01446	Prab.g_00107
OG0000392	Prbf.g_01450	Prab.g_00111
OG0000393	Prbf.g_01453	Prab.g_00113
OG0000394	Prbf.g_01454	Prab.g_00114
OG0000395	Prbf.g_01455	Prab.g_00115
OG0000396	Prbf.g_01457	Prab.g_00117
OG0000397	Prbf.g_01459	Prab.g_00119
OG0000398	Prbf.g_01462	Prab.g_00121
OG0000399	Prbf.g_01463	Prab.g_00122
OG0000400	Prbf.g_01464	Prab.g_00123
OG0000401	Prbf.g_01465	Prab.g_00124
OG0000402	Prbf.g_01055	Prab.g_00126
OG0000403	Prbf.g_01467	Prab.g_00127
OG0000404	Prbf.g_01468	Prab.g_00128
OG0000405	Prbf.g_01472	Prab.g_00132
OG0000406	Prbf.g_01480	Prab.g_00138
OG0000407	Prbf.g_01481	Prab.g_00139
OG0000408	Prbf.g_01483	Prab.g_00141
OG0000409	Prbf.g_01485	Prab.g_00143
OG0000410	Prbf.g_01486	Prab.g_00144
OG0000411	Prbf.g_01487	Prab.g_00145
OG0000412	Prbf.g_01488	Prab.g_00146
OG0000413	Prbf.g_01490	Prab.g_00147
OG0000414	Prbf.g_01491	Prab.g_00148
OG0000415	Prbf.g_01492	Prab.g_00149
OG0000416	Prbf.g_01493	Prab.g_00150
OG0000417	Prbf.g_01494	Prab.g_00151
OG0000418	Prbf.g_01499	Prab.g_00156
OG0000419	Prbf.g_01501	Prab.g_00158
OG0000420	Prbf.g_01502	Prab.g_00159
OG0000421	Prbf.g_01507	Prab.g_00164
OG0000422	Prbf.g_01508	Prab.g_00165
OG0000423	Prbf.g_01509	Prab.g_00166
OG0000424	Prbf.g_01510	Prab.g_00167
OG0000425	Prbf.g_01511	Prab.g_00168
OG0000426	Prbf.g_01512	Prab.g_00169
OG0000427	Prbf.g_01513	Prab.g_00170
OG0000428	Prbf.g_01515	Prab.g_00172
OG0000429	Prbf.g_01516	Prab.g_00173
OG0000430	Prbf.g_01517	Prab.g_00174
OG0000431	Prbf.g_01519	Prab.g_00176
OG0000432	Prbf.g_01523	Prab.g_00179
OG0000433	Prbf.g_01524	Prab.g_00180
OG0000434	Prbf.g_01525	Prab.g_00181
OG0000435	Prbf.g_01526	Prab.g_00182
OG0000436	Prbf.g_01531	Prab.g_00187
OG0000437	Prbf.g_01532	Prab.g_00188
OG0000438	Prbf.g_01533	Prab.g_00189
OG0000439	Prbf.g_01535	Prab.g_00191
OG0000440	Prbf.g_01536	Prab.g_00192
OG0000441	Prbf.g_01539	Prab.g_00195
OG0000442	Prbf.g_01540	Prab.g_00196
OG0000443	Prbf.g_01541	Prab.g_00197
OG0000444	Prbf.g_01547	Prab.g_00202
OG0000445	Prbf.g_01548	Prab.g_00203
OG0000446	Prbf.g_01549	Prab.g_00204
OG0000447	Prbf.g_01550	Prab.g_00205
OG0000448	Prbf.g_01551	Prab.g_00206
OG0000449	Prbf.g_01552	Prab.g_00207
OG0000450	Prbf.g_01553	Prab.g_00208
OG0000451	Prbf.g_01554	Prab.g_00209
OG0000452	Prbf.g_01557	Prab.g_00212
OG0000453	Prbf.g_01558	Prab.g_00213
OG0000454	Prbf.g_01559	Prab.g_00214
OG0000455	Prbf.g_01560	Prab.g_00215
OG0000456	Prbf.g_01561	Prab.g_00216
OG0000457	Prbf.g_01563	Prab.g_00217
OG0000458	Prbf.g_01564	Prab.g_00218
OG0000459	Prbf.g_01565	Prab.g_00219
OG0000460	Prbf.g_01573	Prab.g_00226
OG0000461	Prbf.g_01581	Prab.g_00232
OG0000462	Prbf.g_01583	Prab.g_00234
OG0000463	Prbf.g_01584	Prab.g_00235
OG0000464	Prbf.g_01585	Prab.g_00236
OG0000465	Prbf.g_01586	Prab.g_00237
OG0000466	Prbf.g_01589	Prab.g_00240
OG0000467	Prbf.g_01590	Prab.g_00241
OG0000468	Prbf.g_01593	Prab.g_00243
OG0000469	Prbf.g_01601	Prab.g_00251
OG0000470	Prbf.g_01603	Prab.g_00253
OG0000471	Prbf.g_01604	Prab.g_00254
OG0000472	Prbf.g_01606	Prab.g_00255
OG0000473	Prbf.g_01608	Prab.g_00257
OG0000474	Prbf.g_01609	Prab.g_00258
OG0000475	Prbf.g_01610	Prab.g_00259
OG0000476	Prbf.g_01612	Prab.g_00260
OG0000477	Prbf.g_01615	Prab.g_00263
OG0000478	Prbf.g_01616	Prab.g_00264
OG0000479	Prbf.g_01617	Prab.g_00265
OG0000480	Prbf.g_01622	Prab.g_00270
OG0000481	Prbf.g_01625	Prab.g_00272
OG0000482	Prbf.g_01626	Prab.g_00273
OG0000483	Prbf.g_01629	Prab.g_00276
OG0000484	Prbf.g_01630	Prab.g_00277
OG0000485	Prbf.g_01632	Prab.g_00278
OG0000486	Prbf.g_01633	Prab.g_00279
OG0000487	Prbf.g_01636	Prab.g_00283
OG0000488	Prbf.g_01639	Prab.g_00286
OG0000489	Prbf.g_01644	Prab.g_00291
OG0000490	Prbf.g_01648	Prab.g_00296
OG0000491	Prbf.g_01649	Prab.g_00297
OG0000492	Prbf.g_01651	Prab.g_00299
OG0000493	Prbf.g_01652	Prab.g_00300
OG0000494	Prbf.g_01653	Prab.g_00301
OG0000495	Prbf.g_01654	Prab.g_00302
OG0000496	Prbf.g_01655	Prab.g_00303
OG0000497	Prbf.g_01656	Prab.g_00304
OG0000498	Prbf.g_01657	Prab.g_00305
OG0000499	Prbf.g_01658	Prab.g_00306
OG0000500	Prbf.g_01659	Prab.g_00307
OG0000501	Prbf.g_01660	Prab.g_00309
OG0000502	Prbf.g_01663	Prab.g_00312
OG0000503	Prbf.g_01678	Prab.g_00322
OG0000504	Prbf.g_01680	Prab.g_00323
OG0000505	Prbf.g_01681	Prab.g_00324
OG0000506	Prbf.g_01682	Prab.g_00325
OG0000507	Prbf.g_01685	Prab.g_00328
OG0000508	Prbf.g_01689	Prab.g_00332
OG0000509	Prbf.g_01691	Prab.g_00334
OG0000510	Prbf.g_01692	Prab.g_00335
OG0000511	Prbf.g_01693	Prab.g_00336
OG0000512	Prbf.g_01695	Prab.g_00338
OG0000513	Prbf.g_01704	Prab.g_00345
OG0000514	Prbf.g_01715	Prab.g_00434
OG0000515	Prbf.g_01716	Prab.g_00435
OG0000516	Prbf.g_01717	Prab.g_00436
OG0000517	Prbf.g_01719	Prab.g_00438
OG0000518	Prbf.g_01730	Prab.g_00449
OG0000519	Prbf.g_01731	Prab.g_00450
OG0000520	Prbf.g_01732	Prab.g_00454
OG0000521	Prbf.g_01740	Prab.g_00459
OG0000522	Prbf.g_01742	Prab.g_00460
OG0000523	Prbf.g_01743	Prab.g_00461
OG0000524	Prbf.g_01748	Prab.g_00466
OG0000525	Prbf.g_01752	Prab.g_00469
OG0000526	Prbf.g_01753	Prab.g_00470
OG0000527	Prbf.g_01756	Prab.g_00477
OG0000528	Prbf.g_01761	Prab.g_00482
OG0000529	Prbf.g_01764	Prab.g_00485
OG0000530	Prbf.g_01767	Prab.g_00488
OG0000531	Prbf.g_01768	Prab.g_00489
OG0000532	Prbf.g_01770	Prab.g_00491
OG0000533	Prbf.g_01771	Prab.g_00492
OG0000534	Prbf.g_01772	Prab.g_00493
OG0000535	Prbf.g_01773	Prab.g_00494
OG0000536	Prbf.g_01774	Prab.g_00495
OG0000537	Prbf.g_01775	Prab.g_00496
OG0000538	Prbf.g_01784	Prab.g_00504
OG0000539	Prbf.g_01785	Prab.g_00505
OG0000540	Prbf.g_01786	Prab.g_00506
OG0000541	Prbf.g_01787	Prab.g_00507
OG0000542	Prbf.g_01788	Prab.g_00509
OG0000543	Prbf.g_01790	Prab.g_00511
OG0000544	Prbf.g_01791	Prab.g_00512
OG0000545	Prbf.g_01793	Prab.g_00514
OG0000546	Prbf.g_01796	Prab.g_00517
OG0000547	Prbf.g_01798	Prab.g_00519
OG0000548	Prbf.g_01799	Prab.g_00520
OG0000549	Prbf.g_01801	Prab.g_00522
OG0000550	Prbf.g_01805	Prab.g_00527
OG0000551	Prbf.g_01808	Prab.g_00531
OG0000552	Prbf.g_01809	Prab.g_00532
OG0000553	Prbf.g_01810	Prab.g_00533
OG0000554	Prbf.g_01815	Prab.g_00538
OG0000555	Prbf.g_01823	Prab.g_00546
OG0000556	Prbf.g_01825	Prab.g_00548
OG0000557	Prbf.g_01826	Prab.g_00549
OG0000558	Prbf.g_01828	Prab.g_00551
OG0000559	Prbf.g_01832	Prab.g_00555
