Orthogroup	Prbf	Prbn
OG0000147	Prbf.g_01927	Prbn.g_00470
OG0000148	Prbf.g_01228	Prbn.g_01529
OG0000149	Prbf.g_01196	Prbn.g_01497
OG0000150	Prbf.g_01186	Prbn.g_01487
OG0000151	Prbf.g_01310	Prbn.g_01611
OG0000152	Prbf.g_01117	Prbn.g_01418
OG0000153	Prbf.g_01098	Prbn.g_01399
OG0000154	Prbf.g_01078	Prbn.g_01379
OG0000155	Prbf.g_00939	Prbn.g_01210
OG0000156	Prbf.g_00037	Prbn.g_01095
OG0000157	Prbf.g_00036	Prbn.g_01094
OG0000158	Prbf.g_00514	Prbn.g_01014
OG0000159	Prbf.g_01387	Prbn.g_00717
OG0000160	Prbf.g_00158	Prbn.g_00213
OG0000161	Prbf.g_00164	Prbn.g_00219
OG0000162	Prbf.g_00170	Prbn.g_00225
OG0000163	Prbf.g_00209	Prbn.g_00264
OG0000164	Prbf.g_00669	Prbn.g_01770
OG0000165	Prbf.g_00662	Prbn.g_01777
OG0000166	Prbf.g_00595	Prbn.g_01844
OG0000167	Prbf.g_00524	Prbn.g_01915
OG0000168	Prbf.g_00513	Prbn.g_01013
OG0000169	Prbf.g_00503	Prbn.g_01003
OG0000170	Prbf.g_00500	Prbn.g_01000
OG0000171	Prbf.g_00479	Prbn.g_00980
OG0000172	Prbf.g_00472	Prbn.g_00973
OG0000173	Prbf.g_00457	Prbn.g_00958
OG0000174	Prbf.g_00428	Prbn.g_00929
OG0000175	Prbf.g_00415	Prbn.g_00916
OG0000176	Prbf.g_00389	Prbn.g_00010
OG0000177	Prbf.g_00388	Prbn.g_00009
OG0000178	Prbf.g_00387	Prbn.g_00008
OG0000179	Prbf.g_01338	Prbn.g_00766
OG0000180	Prbf.g_01339	Prbn.g_00765
OG0000181	Prbf.g_01340	Prbn.g_00764
OG0000182	Prbf.g_01341	Prbn.g_00763
OG0000183	Prbf.g_01345	Prbn.g_00759
OG0000184	Prbf.g_01371	Prbn.g_00733
OG0000185	Prbf.g_01374	Prbn.g_00730
OG0000186	Prbf.g_01390	Prbn.g_00714
OG0000187	Prbf.g_01391	Prbn.g_00713
OG0000188	Prbf.g_01408	Prbn.g_01339
OG0000189	Prbf.g_01422	Prbn.g_01325
OG0000190	Prbf.g_01424	Prbn.g_01323
OG0000191	Prbf.g_01447	Prbn.g_01300
OG0000192	Prbf.g_01452	Prbn.g_01295
OG0000193	Prbf.g_01479	Prbn.g_01268
OG0000194	Prbf.g_01482	Prbn.g_01265
OG0000195	Prbf.g_01484	Prbn.g_01263
OG0000196	Prbf.g_01495	Prbn.g_01252
OG0000197	Prbf.g_01496	Prbn.g_01251
OG0000198	Prbf.g_01497	Prbn.g_01250
OG0000199	Prbf.g_01504	Prbn.g_01243, Prbn.g_00384
OG0000200	Prbf.g_01518	Prbn.g_00370
OG0000201	Prbf.g_01527	Prbn.g_00361
OG0000202	Prbf.g_01528	Prbn.g_00360
OG0000203	Prbf.g_01529	Prbn.g_00359
OG0000204	Prbf.g_01530	Prbn.g_00358
OG0000205	Prbf.g_01537	Prbn.g_00351
OG0000206	Prbf.g_01542	Prbn.g_00346
OG0000207	Prbf.g_01545	Prbn.g_00343
OG0000208	Prbf.g_01546	Prbn.g_00342
OG0000209	Prbf.g_01555	Prbn.g_00333
OG0000210	Prbf.g_01556	Prbn.g_00332
OG0000211	Prbf.g_01571	Prbn.g_00317
OG0000212	Prbf.g_01579	Prbn.g_00309
OG0000213	Prbf.g_01597	Prbn.g_00024
OG0000214	Prbf.g_01607	Prbn.g_00034
OG0000215	Prbf.g_01634	Prbn.g_00061
OG0000216	Prbf.g_01635	Prbn.g_00062
OG0000217	Prbf.g_01638	Prbn.g_00065
OG0000218	Prbf.g_01640	Prbn.g_00067
OG0000219	Prbf.g_01641	Prbn.g_00068
OG0000220	Prbf.g_01642	Prbn.g_00069
OG0000221	Prbf.g_01643	Prbn.g_00070
OG0000222	Prbf.g_01650	Prbn.g_00077
OG0000223	Prbf.g_01662	Prbn.g_00089
OG0000224	Prbf.g_01664	Prbn.g_00091
OG0000225	Prbf.g_01690	Prbn.g_00117
OG0000226	Prbf.g_01694	Prbn.g_00121
OG0000227	Prbf.g_01696	Prbn.g_00123
OG0000228	Prbf.g_01700	Prbn.g_00697
OG0000229	Prbf.g_01720	Prbn.g_00677
OG0000230	Prbf.g_01722	Prbn.g_00675
OG0000231	Prbf.g_01733	Prbn.g_00664
OG0000232	Prbf.g_01744	Prbn.g_00653
OG0000233	Prbf.g_01750	Prbn.g_00647
OG0000234	Prbf.g_01759	Prbn.g_00638
OG0000235	Prbf.g_01762	Prbn.g_00635
OG0000236	Prbf.g_01776	Prbn.g_00621
OG0000237	Prbf.g_01789	Prbn.g_00608
OG0000238	Prbf.g_01795	Prbn.g_00602
OG0000239	Prbf.g_01806	Prbn.g_00591
OG0000240	Prbf.g_01807	Prbn.g_00590
OG0000241	Prbf.g_01811	Prbn.g_00586
OG0000242	Prbf.g_01813	Prbn.g_00584
OG0000243	Prbf.g_01824	Prbn.g_00573
OG0000244	Prbf.g_01827	Prbn.g_00570
OG0000245	Prbf.g_01829	Prbn.g_00568
OG0000246	Prbf.g_01833	Prbn.g_00564
OG0000247	Prbf.g_01843	Prbn.g_00554
OG0000248	Prbf.g_01846	Prbn.g_00551
OG0000249	Prbf.g_01848	Prbn.g_00549
OG0000250	Prbf.g_01853	Prbn.g_00544
OG0000251	Prbf.g_01873	Prbn.g_00524
OG0000252	Prbf.g_01876	Prbn.g_00521
OG0000253	Prbf.g_01877	Prbn.g_00520
OG0000254	Prbf.g_01894	Prbn.g_00503
OG0000255	Prbf.g_01900	Prbn.g_00497
OG0000256	Prbf.g_01910	Prbn.g_00487
OG0000257	Prbf.g_00977	Prbn.g_00421
OG0000258	Prbf.g_00991	Prbn.g_00435
OG0000259	Prbf.g_01008	Prbn.g_00835
OG0000260	Prbf.g_01011	Prbn.g_00838
OG0000261	Prbf.g_01014	Prbn.g_00841
OG0000262	Prbf.g_01018	Prbn.g_00845
OG0000263	Prbf.g_01282	Prbn.g_01583
OG0000264	Prbf.g_01271	Prbn.g_01572
OG0000265	Prbf.g_01253	Prbn.g_01554
OG0000266	Prbf.g_01037	Prbn.g_00864
OG0000267	Prbf.g_01049	Prbn.g_01350
OG0000268	Prbf.g_01050	Prbn.g_01351
OG0000269	Prbf.g_01250	Prbn.g_01551
OG0000270	Prbf.g_01247	Prbn.g_01548
OG0000271	Prbf.g_01239	Prbn.g_01540
OG0000272	Prbf.g_01238	Prbn.g_01539
OG0000273	Prbf.g_01214	Prbn.g_01515
OG0000274	Prbf.g_01213	Prbn.g_01514
OG0000275	Prbf.g_01210	Prbn.g_01511
OG0000276	Prbf.g_01204	Prbn.g_01505
OG0000277	Prbf.g_01203	Prbn.g_01504
OG0000278	Prbf.g_01200	Prbn.g_01501
OG0000279	Prbf.g_01193	Prbn.g_01494
OG0000280	Prbf.g_01192	Prbn.g_01493
OG0000281	Prbf.g_01185	Prbn.g_01486
OG0000282	Prbf.g_01318	Prbn.g_01619
OG0000283	Prbf.g_01141	Prbn.g_01442
OG0000284	Prbf.g_01136	Prbn.g_01437
OG0000285	Prbf.g_01131	Prbn.g_01432
OG0000286	Prbf.g_01118	Prbn.g_01419
OG0000287	Prbf.g_00065	Prbn.g_01123
OG0000288	Prbf.g_01079	Prbn.g_01380
OG0000289	Prbf.g_01063	Prbn.g_01364
OG0000290	Prbf.g_01167	Prbn.g_01468
OG0000291	Prbf.g_01169	Prbn.g_01470
OG0000292	Prbf.g_00873	Prbn.g_01144
OG0000293	Prbf.g_00908	Prbn.g_01179
OG0000294	Prbf.g_00909	Prbn.g_01180
OG0000295	Prbf.g_00932	Prbn.g_01203
OG0000296	Prbf.g_00934	Prbn.g_01205
OG0000297	Prbf.g_00943	Prbn.g_00387
OG0000298	Prbf.g_00944	Prbn.g_00388
OG0000299	Prbf.g_00963	Prbn.g_00407
OG0000300	Prbf.g_00966	Prbn.g_00410
OG0000301	Prbf.g_00967	Prbn.g_00411
OG0000302	Prbf.g_00969	Prbn.g_00413
OG0000303	Prbf.g_00975	Prbn.g_00419
OG0000304	Prbf.g_01915	Prbn.g_00482
OG0000305	Prbf.g_00875	Prbn.g_01146
OG0000306	Prbf.g_01181	Prbn.g_01482
OG0000307	Prbf.g_00104	Prbn.g_00159
OG0000308	Prbf.g_00105	Prbn.g_00160
OG0000309	Prbf.g_00109	Prbn.g_00164
OG0000310	Prbf.g_00143	Prbn.g_00198
OG0000311	Prbf.g_00145	Prbn.g_00200
OG0000312	Prbf.g_00148	Prbn.g_00203
OG0000313	Prbf.g_00161	Prbn.g_00216
OG0000314	Prbf.g_00184	Prbn.g_00239
OG0000315	Prbf.g_00194	Prbn.g_00249
OG0000316	Prbf.g_00219	Prbn.g_00274
OG0000317	Prbf.g_00696	Prbn.g_01742
OG0000318	Prbf.g_00692	Prbn.g_01746
OG0000319	Prbf.g_00679	Prbn.g_01759
OG0000320	Prbf.g_00677	Prbn.g_01761
OG0000321	Prbf.g_00676	Prbn.g_01762
OG0000322	Prbf.g_00675	Prbn.g_01763
OG0000323	Prbf.g_00666	Prbn.g_01773
OG0000324	Prbf.g_00639	Prbn.g_01800
OG0000325	Prbf.g_00628	Prbn.g_01811
OG0000326	Prbf.g_00621	Prbn.g_01818
OG0000327	Prbf.g_00600	Prbn.g_01839
OG0000328	Prbf.g_00599	Prbn.g_01840
OG0000329	Prbf.g_00582	Prbn.g_01857
OG0000330	Prbf.g_00581	Prbn.g_01858
OG0000331	Prbf.g_00580	Prbn.g_01859
OG0000332	Prbf.g_00566	Prbn.g_01873
OG0000333	Prbf.g_00564	Prbn.g_01875
OG0000334	Prbf.g_00555	Prbn.g_01884
OG0000335	Prbf.g_00550	Prbn.g_01889
OG0000336	Prbf.g_00546	Prbn.g_01893
OG0000337	Prbf.g_00528	Prbn.g_01911
OG0000338	Prbf.g_00527	Prbn.g_01912
OG0000339	Prbf.g_00521	Prbn.g_01918
OG0000340	Prbf.g_00512	Prbn.g_01012
OG0000341	Prbf.g_00510	Prbn.g_01010
OG0000342	Prbf.g_00509	Prbn.g_01009
OG0000343	Prbf.g_00508	Prbn.g_01008
OG0000344	Prbf.g_00505	Prbn.g_01005
OG0000345	Prbf.g_00499	Prbn.g_00999
OG0000346	Prbf.g_00495	Prbn.g_00995
OG0000347	Prbf.g_00477	Prbn.g_00978
OG0000348	Prbf.g_00469	Prbn.g_00970
OG0000349	Prbf.g_00452	Prbn.g_00953
OG0000350	Prbf.g_00351	Prbn.g_00798
OG0000351	Prbf.g_00412	Prbn.g_00913
OG0000352	Prbf.g_00411	Prbn.g_00912
OG0000353	Prbf.g_00394	Prbn.g_00299
OG0000355	Prbf.g_00392	Prbn.g_00301
OG0000356	Prbf.g_00391	Prbn.g_00302
OG0000357	Prbf.g_00390	Prbn.g_00011
OG0000358	Prbf.g_00386	Prbn.g_00007
OG0000359	Prbf.g_00385	Prbn.g_00006
OG0000360	Prbf.g_00384	Prbn.g_00005
OG0000361	Prbf.g_00383	Prbn.g_00004
OG0000362	Prbf.g_00381	Prbn.g_00001
OG0000363	Prbf.g_01336	Prbn.g_00768
OG0000364	Prbf.g_01337	Prbn.g_00767
OG0000365	Prbf.g_01342	Prbn.g_00762
OG0000366	Prbf.g_01343	Prbn.g_00761
OG0000367	Prbf.g_01344	Prbn.g_00760
OG0000368	Prbf.g_01346	Prbn.g_00758
OG0000369	Prbf.g_01347	Prbn.g_00757
OG0000370	Prbf.g_01348	Prbn.g_00756
OG0000371	Prbf.g_01355	Prbn.g_00749
OG0000372	Prbf.g_01358	Prbn.g_00746
OG0000373	Prbf.g_01359	Prbn.g_00745
OG0000374	Prbf.g_01360	Prbn.g_00744
OG0000375	Prbf.g_01362	Prbn.g_00742
OG0000376	Prbf.g_01364	Prbn.g_00740
OG0000377	Prbf.g_01368	Prbn.g_00736
OG0000378	Prbf.g_01372	Prbn.g_00732
OG0000379	Prbf.g_01375	Prbn.g_00729
OG0000380	Prbf.g_01392	Prbn.g_00712
OG0000381	Prbf.g_01397	Prbn.g_00707
OG0000382	Prbf.g_01407	Prbn.g_01340
OG0000383	Prbf.g_01409	Prbn.g_01338
OG0000384	Prbf.g_01410	Prbn.g_01337
OG0000385	Prbf.g_01411	Prbn.g_01336
OG0000386	Prbf.g_01412	Prbn.g_01335
OG0000387	Prbf.g_01426	Prbn.g_01321
OG0000388	Prbf.g_01430	Prbn.g_01317
OG0000389	Prbf.g_01433	Prbn.g_01314
OG0000390	Prbf.g_01443	Prbn.g_01304
OG0000391	Prbf.g_01446	Prbn.g_01301
OG0000392	Prbf.g_01450	Prbn.g_01297
OG0000393	Prbf.g_01453	Prbn.g_01294
OG0000394	Prbf.g_01454	Prbn.g_01293
OG0000395	Prbf.g_01455	Prbn.g_01292
OG0000396	Prbf.g_01457	Prbn.g_01290
OG0000397	Prbf.g_01459	Prbn.g_01288
OG0000398	Prbf.g_01462	Prbn.g_01285
OG0000399	Prbf.g_01463	Prbn.g_01284
OG0000400	Prbf.g_01464	Prbn.g_01283
OG0000401	Prbf.g_01465	Prbn.g_01282
OG0000402	Prbf.g_01055	Prbn.g_01356
OG0000403	Prbf.g_01467	Prbn.g_01280
OG0000404	Prbf.g_01468	Prbn.g_01279
OG0000405	Prbf.g_01472	Prbn.g_01275
OG0000406	Prbf.g_01480	Prbn.g_01267
OG0000407	Prbf.g_01481	Prbn.g_01266
OG0000408	Prbf.g_01483	Prbn.g_01264
OG0000409	Prbf.g_01485	Prbn.g_01262
OG0000410	Prbf.g_01486	Prbn.g_01261
OG0000411	Prbf.g_01487	Prbn.g_01260
OG0000412	Prbf.g_01488	Prbn.g_01259
OG0000413	Prbf.g_01490	Prbn.g_01257
OG0000414	Prbf.g_01491	Prbn.g_01256
OG0000415	Prbf.g_01492	Prbn.g_01255
OG0000416	Prbf.g_01493	Prbn.g_01254
OG0000417	Prbf.g_01494	Prbn.g_01253
OG0000418	Prbf.g_01499	Prbn.g_01248
OG0000419	Prbf.g_01501	Prbn.g_01246
OG0000420	Prbf.g_01502	Prbn.g_01245
OG0000421	Prbf.g_01507	Prbn.g_00381
OG0000422	Prbf.g_01508	Prbn.g_00380
OG0000423	Prbf.g_01509	Prbn.g_00379
OG0000424	Prbf.g_01510	Prbn.g_00378
OG0000425	Prbf.g_01511	Prbn.g_00377
OG0000426	Prbf.g_01512	Prbn.g_00376
OG0000427	Prbf.g_01513	Prbn.g_00375
OG0000428	Prbf.g_01515	Prbn.g_00373
OG0000429	Prbf.g_01516	Prbn.g_00372
OG0000430	Prbf.g_01517	Prbn.g_00371
OG0000431	Prbf.g_01519	Prbn.g_00369
OG0000432	Prbf.g_01523	Prbn.g_00365
OG0000433	Prbf.g_01524	Prbn.g_00364
OG0000434	Prbf.g_01525	Prbn.g_00363
OG0000435	Prbf.g_01526	Prbn.g_00362
OG0000436	Prbf.g_01531	Prbn.g_00357
OG0000437	Prbf.g_01532	Prbn.g_00356
OG0000438	Prbf.g_01533	Prbn.g_00355
OG0000439	Prbf.g_01535	Prbn.g_00353
OG0000440	Prbf.g_01536	Prbn.g_00352
OG0000441	Prbf.g_01539	Prbn.g_00349
OG0000442	Prbf.g_01540	Prbn.g_00348
OG0000443	Prbf.g_01541	Prbn.g_00347
OG0000444	Prbf.g_01547	Prbn.g_00341
OG0000445	Prbf.g_01548	Prbn.g_00340
OG0000446	Prbf.g_01549	Prbn.g_00339
OG0000447	Prbf.g_01550	Prbn.g_00338
OG0000448	Prbf.g_01551	Prbn.g_00337
OG0000449	Prbf.g_01552	Prbn.g_00336
OG0000450	Prbf.g_01553	Prbn.g_00335
OG0000451	Prbf.g_01554	Prbn.g_00334
OG0000452	Prbf.g_01557	Prbn.g_00331
OG0000453	Prbf.g_01558	Prbn.g_00330
OG0000454	Prbf.g_01559	Prbn.g_00329
OG0000455	Prbf.g_01560	Prbn.g_00328
OG0000456	Prbf.g_01561	Prbn.g_00327
OG0000457	Prbf.g_01563	Prbn.g_00325
OG0000458	Prbf.g_01564	Prbn.g_00324
OG0000459	Prbf.g_01565	Prbn.g_00323
OG0000460	Prbf.g_01573	Prbn.g_00315
OG0000461	Prbf.g_01581	Prbn.g_00307
OG0000462	Prbf.g_01583	Prbn.g_00305
OG0000463	Prbf.g_01584	Prbn.g_00304
OG0000464	Prbf.g_01585	Prbn.g_00012
OG0000465	Prbf.g_01586	Prbn.g_00013
OG0000466	Prbf.g_01589	Prbn.g_00016
OG0000467	Prbf.g_01590	Prbn.g_00017
OG0000468	Prbf.g_01593	Prbn.g_00020
OG0000469	Prbf.g_01601	Prbn.g_00028
OG0000470	Prbf.g_01603	Prbn.g_00030
OG0000471	Prbf.g_01604	Prbn.g_00031
OG0000472	Prbf.g_01606	Prbn.g_00033
OG0000473	Prbf.g_01608	Prbn.g_00035
OG0000474	Prbf.g_01609	Prbn.g_00036
OG0000475	Prbf.g_01610	Prbn.g_00037
OG0000476	Prbf.g_01612	Prbn.g_00039
OG0000477	Prbf.g_01615	Prbn.g_00042
OG0000478	Prbf.g_01616	Prbn.g_00043
OG0000479	Prbf.g_01617	Prbn.g_00044
OG0000480	Prbf.g_01622	Prbn.g_00049
OG0000481	Prbf.g_01625	Prbn.g_00052
OG0000482	Prbf.g_01626	Prbn.g_00053
OG0000483	Prbf.g_01629	Prbn.g_00056
OG0000484	Prbf.g_01630	Prbn.g_00057
OG0000485	Prbf.g_01632	Prbn.g_00059
OG0000486	Prbf.g_01633	Prbn.g_00060
OG0000487	Prbf.g_01636	Prbn.g_00063
OG0000488	Prbf.g_01639	Prbn.g_00066
OG0000489	Prbf.g_01644	Prbn.g_00071
OG0000490	Prbf.g_01648	Prbn.g_00075
OG0000491	Prbf.g_01649	Prbn.g_00076
OG0000492	Prbf.g_01651	Prbn.g_00078
OG0000493	Prbf.g_01652	Prbn.g_00079
OG0000494	Prbf.g_01653	Prbn.g_00080
OG0000495	Prbf.g_01654	Prbn.g_00081
OG0000496	Prbf.g_01655	Prbn.g_00082
OG0000497	Prbf.g_01656	Prbn.g_00083
OG0000498	Prbf.g_01657	Prbn.g_00084
OG0000499	Prbf.g_01658	Prbn.g_00085
OG0000500	Prbf.g_01659	Prbn.g_00086
OG0000501	Prbf.g_01660	Prbn.g_00087
OG0000502	Prbf.g_01663	Prbn.g_00090
