Orthogroup	Prbf	Prbc
OG0000157	Prbf.g_00036	Prbc.g_00556
OG0000158	Prbf.g_00514	Prbc.g_00228
OG0000160	Prbf.g_00158	Prbc.g_00710
OG0000161	Prbf.g_00164	Prbc.g_00716
OG0000162	Prbf.g_00170	Prbc.g_00722
OG0000163	Prbf.g_00209	Prbc.g_00758
OG0000164	Prbf.g_00669	Prbc.g_00854
OG0000165	Prbf.g_00662	Prbc.g_00862
OG0000166	Prbf.g_00595	Prbc.g_00321
OG0000167	Prbf.g_00524	Prbc.g_00238
OG0000168	Prbf.g_00513	Prbc.g_00227
OG0000169	Prbf.g_00503	Prbc.g_00217
OG0000170	Prbf.g_00500	Prbc.g_00215
OG0000171	Prbf.g_00479	Prbc.g_00194
OG0000172	Prbf.g_00472	Prbc.g_00967
OG0000173	Prbf.g_00457	Prbc.g_00982
OG0000174	Prbf.g_00428	Prbc.g_01013
OG0000175	Prbf.g_00415	Prbc.g_01044
OG0000176	Prbf.g_00389	Prbc.g_01074
OG0000177	Prbf.g_00388	Prbc.g_01075
OG0000178	Prbf.g_00387	Prbc.g_01076
OG0000179	Prbf.g_01338	Prbc.g_01086
OG0000180	Prbf.g_01339	Prbc.g_01087
OG0000181	Prbf.g_01340	Prbc.g_01088
OG0000182	Prbf.g_01341	Prbc.g_01089
OG0000183	Prbf.g_01345	Prbc.g_01093
OG0000184	Prbf.g_01371	Prbc.g_01124
OG0000185	Prbf.g_01374	Prbc.g_01127
OG0000186	Prbf.g_01390	Prbc.g_00509
OG0000187	Prbf.g_01391	Prbc.g_00508
OG0000188	Prbf.g_01408	Prbc.g_00491
OG0000189	Prbf.g_01422	Prbc.g_00477
OG0000190	Prbf.g_01424	Prbc.g_00476
OG0000191	Prbf.g_01447	Prbc.g_00453
OG0000192	Prbf.g_01452	Prbc.g_00449
OG0000193	Prbf.g_01479	Prbc.g_00425
OG0000194	Prbf.g_01482	Prbc.g_00422
OG0000195	Prbf.g_01484	Prbc.g_00420
OG0000196	Prbf.g_01495	Prbc.g_00410
OG0000197	Prbf.g_01496	Prbc.g_00409
OG0000198	Prbf.g_01497	Prbc.g_00408
OG0000199	Prbf.g_01504	Prbc.g_00401
OG0000200	Prbf.g_01518	Prbc.g_00388
OG0000201	Prbf.g_01527	Prbc.g_00379
OG0000202	Prbf.g_01528	Prbc.g_00378
OG0000203	Prbf.g_01529	Prbc.g_00377
OG0000204	Prbf.g_01530	Prbc.g_00376
OG0000205	Prbf.g_01537	Prbc.g_00369
OG0000206	Prbf.g_01542	Prbc.g_00365
OG0000207	Prbf.g_01545	Prbc.g_00363
OG0000208	Prbf.g_01546	Prbc.g_00362
OG0000209	Prbf.g_01555	Prbc.g_00352
OG0000210	Prbf.g_01556	Prbc.g_00351
OG0000211	Prbf.g_01571	Prbc.g_00337
OG0000212	Prbf.g_01579	Prbc.g_00329
OG0000213	Prbf.g_01597	Prbc.g_01153
OG0000214	Prbf.g_01607	Prbc.g_01161
OG0000215	Prbf.g_01634	Prbc.g_01185
OG0000216	Prbf.g_01635	Prbc.g_01186
OG0000217	Prbf.g_01638	Prbc.g_01189
OG0000218	Prbf.g_01640	Prbc.g_01191
OG0000219	Prbf.g_01641	Prbc.g_01192
OG0000220	Prbf.g_01642	Prbc.g_01193
OG0000221	Prbf.g_01643	Prbc.g_01194
OG0000222	Prbf.g_01650	Prbc.g_01202
OG0000223	Prbf.g_01662	Prbc.g_01215
OG0000224	Prbf.g_01664	Prbc.g_01217
OG0000225	Prbf.g_01690	Prbc.g_01257
OG0000226	Prbf.g_01694	Prbc.g_01261
OG0000227	Prbf.g_01696	Prbc.g_01263
OG0000228	Prbf.g_01700	Prbc.g_01267
OG0000229	Prbf.g_01720	Prbc.g_01497
OG0000230	Prbf.g_01722	Prbc.g_01499
OG0000231	Prbf.g_01733	Prbc.g_01510
OG0000232	Prbf.g_01744	Prbc.g_01518
OG0000233	Prbf.g_01750	Prbc.g_01526
OG0000234	Prbf.g_01759	Prbc.g_01535
OG0000235	Prbf.g_01762	Prbc.g_01539
OG0000236	Prbf.g_01776	Prbc.g_01552
OG0000237	Prbf.g_01789	Prbc.g_01586
OG0000238	Prbf.g_01795	Prbc.g_01592
OG0000239	Prbf.g_01806	Prbc.g_01604
OG0000240	Prbf.g_01807	Prbc.g_01605
OG0000241	Prbf.g_01811	Prbc.g_01609
OG0000242	Prbf.g_01813	Prbc.g_01611
OG0000243	Prbf.g_01824	Prbc.g_01622
OG0000244	Prbf.g_01827	Prbc.g_01626
OG0000245	Prbf.g_01829	Prbc.g_01628
OG0000246	Prbf.g_01833	Prbc.g_01632
OG0000247	Prbf.g_01843	Prbc.g_01642
OG0000248	Prbf.g_01846	Prbc.g_01644
OG0000249	Prbf.g_01848	Prbc.g_01646
OG0000250	Prbf.g_01853	Prbc.g_01651
OG0000251	Prbf.g_01873	Prbc.g_01667
OG0000252	Prbf.g_01876	Prbc.g_01669
OG0000253	Prbf.g_01877	Prbc.g_01671
OG0000254	Prbf.g_01894	Prbc.g_01688
OG0000255	Prbf.g_01900	Prbc.g_01694
OG0000256	Prbf.g_01910	Prbc.g_01704
OG0000257	Prbf.g_00977	Prbc.g_01707
OG0000258	Prbf.g_00991	Prbc.g_01720
OG0000259	Prbf.g_01008	Prbc.g_01737
OG0000260	Prbf.g_01011	Prbc.g_01740
OG0000261	Prbf.g_01014	Prbc.g_01743
OG0000262	Prbf.g_01018	Prbc.g_01748
OG0000263	Prbf.g_01282	Prbc.g_01762
OG0000264	Prbf.g_01271	Prbc.g_01773
OG0000265	Prbf.g_01253	Prbc.g_01787
OG0000266	Prbf.g_01037	Prbc.g_01797
OG0000267	Prbf.g_01049	Prbc.g_01810
OG0000268	Prbf.g_01050	Prbc.g_01811
OG0000269	Prbf.g_01250	Prbc.g_01853
OG0000270	Prbf.g_01247	Prbc.g_01856
OG0000271	Prbf.g_01239	Prbc.g_01864
OG0000272	Prbf.g_01238	Prbc.g_01865
OG0000273	Prbf.g_01214	Prbc.g_01890
OG0000274	Prbf.g_01213	Prbc.g_01891
OG0000275	Prbf.g_01210	Prbc.g_01893
OG0000276	Prbf.g_01204	Prbc.g_01899
OG0000277	Prbf.g_01203	Prbc.g_01900
OG0000278	Prbf.g_01200	Prbc.g_01904
OG0000279	Prbf.g_01193	Prbc.g_01911
OG0000280	Prbf.g_01192	Prbc.g_00068
OG0000281	Prbf.g_01185	Prbc.g_01917
OG0000282	Prbf.g_01318	Prbc.g_01979
OG0000283	Prbf.g_01141	Prbc.g_02010
OG0000284	Prbf.g_01136	Prbc.g_02015
OG0000285	Prbf.g_01131	Prbc.g_02020
OG0000286	Prbf.g_01118	Prbc.g_02035
OG0000287	Prbf.g_00065	Prbc.g_02190
OG0000288	Prbf.g_01079	Prbc.g_02082
OG0000289	Prbf.g_01063	Prbc.g_02094
OG0000290	Prbf.g_01167	Prbc.g_02110
OG0000291	Prbf.g_01169	Prbc.g_02112
OG0000292	Prbf.g_00873	Prbc.g_00173
OG0000293	Prbf.g_00908	Prbc.g_01456
OG0000294	Prbf.g_00909	Prbc.g_01455
OG0000295	Prbf.g_00932	Prbc.g_01431
OG0000296	Prbf.g_00934	Prbc.g_01429
OG0000297	Prbf.g_00943	Prbc.g_01421
OG0000298	Prbf.g_00944	Prbc.g_01420
OG0000299	Prbf.g_00963	Prbc.g_01401
OG0000300	Prbf.g_00966	Prbc.g_01398
OG0000301	Prbf.g_00967	Prbc.g_01397
OG0000302	Prbf.g_00969	Prbc.g_01395
OG0000303	Prbf.g_00975	Prbc.g_01390
OG0000304	Prbf.g_01915	Prbc.g_01387
OG0000305	Prbf.g_00875	Prbc.g_00810
OG0000306	Prbf.g_01181	Prbc.g_01921
OG0000307	Prbf.g_00104	Prbc.g_00666
OG0000308	Prbf.g_00105	Prbc.g_00667
OG0000309	Prbf.g_00109	Prbc.g_00671
OG0000310	Prbf.g_00143	Prbc.g_00693
OG0000311	Prbf.g_00145	Prbc.g_00695
OG0000312	Prbf.g_00148	Prbc.g_00698
OG0000313	Prbf.g_00161	Prbc.g_00713
OG0000314	Prbf.g_00184	Prbc.g_00734
OG0000315	Prbf.g_00194	Prbc.g_00744
OG0000316	Prbf.g_00219	Prbc.g_00768
OG0000317	Prbf.g_00696	Prbc.g_00830
OG0000318	Prbf.g_00692	Prbc.g_00833
OG0000319	Prbf.g_00679	Prbc.g_00844
OG0000320	Prbf.g_00677	Prbc.g_00846
OG0000321	Prbf.g_00676	Prbc.g_00847
OG0000322	Prbf.g_00675	Prbc.g_00848
OG0000323	Prbf.g_00666	Prbc.g_00857
OG0000324	Prbf.g_00639	Prbc.g_00884
OG0000325	Prbf.g_00628	Prbc.g_00935
OG0000326	Prbf.g_00621	Prbc.g_00941
OG0000327	Prbf.g_00600	Prbc.g_00326
OG0000328	Prbf.g_00599	Prbc.g_00325
OG0000329	Prbf.g_00582	Prbc.g_00308
OG0000330	Prbf.g_00581	Prbc.g_00307
OG0000331	Prbf.g_00580	Prbc.g_00306
OG0000332	Prbf.g_00566	Prbc.g_00292
OG0000333	Prbf.g_00564	Prbc.g_00290
OG0000334	Prbf.g_00555	Prbc.g_00281
OG0000335	Prbf.g_00550	Prbc.g_00276
OG0000336	Prbf.g_00546	Prbc.g_00272
OG0000337	Prbf.g_00528	Prbc.g_00241
OG0000338	Prbf.g_00527	Prbc.g_00240
OG0000339	Prbf.g_00521	Prbc.g_00235
OG0000340	Prbf.g_00512	Prbc.g_00226
OG0000341	Prbf.g_00510	Prbc.g_00224
OG0000342	Prbf.g_00509	Prbc.g_00223
OG0000343	Prbf.g_00508	Prbc.g_00222
OG0000344	Prbf.g_00505	Prbc.g_00219
OG0000345	Prbf.g_00499	Prbc.g_00214
OG0000346	Prbf.g_00495	Prbc.g_00210
OG0000347	Prbf.g_00477	Prbc.g_00190
OG0000348	Prbf.g_00469	Prbc.g_00970
OG0000349	Prbf.g_00452	Prbc.g_00988
OG0000350	Prbf.g_00351	Prbc.g_01009
OG0000351	Prbf.g_00412	Prbc.g_01047
OG0000352	Prbf.g_00411	Prbc.g_01048
OG0000353	Prbf.g_00394	Prbc.g_01068
OG0000355	Prbf.g_00392	Prbc.g_01071
OG0000356	Prbf.g_00391	Prbc.g_01072
OG0000357	Prbf.g_00390	Prbc.g_01073
OG0000358	Prbf.g_00386	Prbc.g_01077
OG0000359	Prbf.g_00385	Prbc.g_01078
OG0000360	Prbf.g_00384	Prbc.g_01079
OG0000361	Prbf.g_00383	Prbc.g_01080
OG0000362	Prbf.g_00381	Prbc.g_01082
OG0000363	Prbf.g_01336	Prbc.g_01084
OG0000364	Prbf.g_01337	Prbc.g_01085
OG0000365	Prbf.g_01342	Prbc.g_01090
OG0000366	Prbf.g_01343	Prbc.g_01091
OG0000367	Prbf.g_01344	Prbc.g_01092
OG0000368	Prbf.g_01346	Prbc.g_01094
OG0000369	Prbf.g_01347	Prbc.g_01095
OG0000370	Prbf.g_01348	Prbc.g_01096
OG0000371	Prbf.g_01355	Prbc.g_01102
OG0000372	Prbf.g_01358	Prbc.g_01104
OG0000373	Prbf.g_01359	Prbc.g_01105
OG0000374	Prbf.g_01360	Prbc.g_01106
OG0000375	Prbf.g_01362	Prbc.g_01118
OG0000376	Prbf.g_01364	Prbc.g_01120
OG0000377	Prbf.g_01368	Prbc.g_01123
OG0000378	Prbf.g_01372	Prbc.g_01125
OG0000379	Prbf.g_01375	Prbc.g_01128
OG0000380	Prbf.g_01392	Prbc.g_00507
OG0000381	Prbf.g_01397	Prbc.g_00503
OG0000382	Prbf.g_01407	Prbc.g_00492
OG0000383	Prbf.g_01409	Prbc.g_00490
OG0000384	Prbf.g_01410	Prbc.g_00489
OG0000385	Prbf.g_01411	Prbc.g_00488
OG0000386	Prbf.g_01412	Prbc.g_00487
OG0000387	Prbf.g_01426	Prbc.g_00474
OG0000388	Prbf.g_01430	Prbc.g_00470
OG0000389	Prbf.g_01433	Prbc.g_00467
OG0000390	Prbf.g_01443	Prbc.g_00458
OG0000391	Prbf.g_01446	Prbc.g_00454
OG0000392	Prbf.g_01450	Prbc.g_00451
OG0000393	Prbf.g_01453	Prbc.g_00448
OG0000394	Prbf.g_01454	Prbc.g_00447
OG0000395	Prbf.g_01455	Prbc.g_00446
OG0000396	Prbf.g_01457	Prbc.g_00443
OG0000397	Prbf.g_01459	Prbc.g_00441
OG0000398	Prbf.g_01462	Prbc.g_00438
OG0000399	Prbf.g_01463	Prbc.g_00437
OG0000400	Prbf.g_01464	Prbc.g_00436
OG0000401	Prbf.g_01465	Prbc.g_00435
OG0000402	Prbf.g_01055	Prbc.g_02145
OG0000403	Prbf.g_01467	Prbc.g_00434
OG0000404	Prbf.g_01468	Prbc.g_00433
OG0000405	Prbf.g_01472	Prbc.g_00428
OG0000406	Prbf.g_01480	Prbc.g_00424
OG0000407	Prbf.g_01481	Prbc.g_00423
OG0000408	Prbf.g_01483	Prbc.g_00421
OG0000409	Prbf.g_01485	Prbc.g_00419
OG0000410	Prbf.g_01486	Prbc.g_00418
OG0000411	Prbf.g_01487	Prbc.g_00417
OG0000412	Prbf.g_01488	Prbc.g_00416
OG0000413	Prbf.g_01490	Prbc.g_00415
OG0000414	Prbf.g_01491	Prbc.g_00414
OG0000415	Prbf.g_01492	Prbc.g_00413
OG0000416	Prbf.g_01493	Prbc.g_00412
OG0000417	Prbf.g_01494	Prbc.g_00411
OG0000418	Prbf.g_01499	Prbc.g_00406
OG0000419	Prbf.g_01501	Prbc.g_00404
OG0000420	Prbf.g_01502	Prbc.g_00403
OG0000421	Prbf.g_01507	Prbc.g_00399
OG0000422	Prbf.g_01508	Prbc.g_00398
OG0000423	Prbf.g_01509	Prbc.g_00397
OG0000424	Prbf.g_01510	Prbc.g_00396
OG0000425	Prbf.g_01511	Prbc.g_00395
OG0000426	Prbf.g_01512	Prbc.g_00394
OG0000427	Prbf.g_01513	Prbc.g_00393
OG0000428	Prbf.g_01515	Prbc.g_00391
OG0000429	Prbf.g_01516	Prbc.g_00390
OG0000430	Prbf.g_01517	Prbc.g_00389
OG0000431	Prbf.g_01519	Prbc.g_00387
OG0000432	Prbf.g_01523	Prbc.g_00383
OG0000433	Prbf.g_01524	Prbc.g_00382
OG0000434	Prbf.g_01525	Prbc.g_00381
OG0000435	Prbf.g_01526	Prbc.g_00380
OG0000436	Prbf.g_01531	Prbc.g_00375
OG0000437	Prbf.g_01532	Prbc.g_00374
OG0000438	Prbf.g_01533	Prbc.g_00373
OG0000439	Prbf.g_01535	Prbc.g_00371
OG0000440	Prbf.g_01536	Prbc.g_00370
OG0000441	Prbf.g_01539	Prbc.g_00368
OG0000442	Prbf.g_01540	Prbc.g_00367
OG0000443	Prbf.g_01541	Prbc.g_00366
OG0000444	Prbf.g_01547	Prbc.g_00361
OG0000445	Prbf.g_01548	Prbc.g_00360
OG0000446	Prbf.g_01549	Prbc.g_00358
OG0000447	Prbf.g_01550	Prbc.g_00357
OG0000448	Prbf.g_01551	Prbc.g_00356
OG0000449	Prbf.g_01552	Prbc.g_00355
OG0000450	Prbf.g_01553	Prbc.g_00354
OG0000451	Prbf.g_01554	Prbc.g_00353
OG0000452	Prbf.g_01557	Prbc.g_00350
OG0000453	Prbf.g_01558	Prbc.g_00349
OG0000454	Prbf.g_01559	Prbc.g_00348
OG0000455	Prbf.g_01560	Prbc.g_00347
OG0000456	Prbf.g_01561	Prbc.g_00346
OG0000457	Prbf.g_01563	Prbc.g_00345
OG0000458	Prbf.g_01564	Prbc.g_00344
OG0000459	Prbf.g_01565	Prbc.g_00343
OG0000460	Prbf.g_01573	Prbc.g_00335
OG0000461	Prbf.g_01581	Prbc.g_01140
OG0000462	Prbf.g_01583	Prbc.g_01142
OG0000463	Prbf.g_01584	Prbc.g_01143
OG0000464	Prbf.g_01585	Prbc.g_01144
OG0000465	Prbf.g_01586	Prbc.g_01145
OG0000466	Prbf.g_01589	Prbc.g_01146
OG0000467	Prbf.g_01590	Prbc.g_01147
OG0000468	Prbf.g_01593	Prbc.g_01149
OG0000469	Prbf.g_01601	Prbc.g_01156
OG0000470	Prbf.g_01603	Prbc.g_01158
OG0000471	Prbf.g_01604	Prbc.g_01159
OG0000472	Prbf.g_01606	Prbc.g_01160
OG0000473	Prbf.g_01608	Prbc.g_01162
OG0000474	Prbf.g_01609	Prbc.g_01163
OG0000475	Prbf.g_01610	Prbc.g_01164
OG0000476	Prbf.g_01612	Prbc.g_01166
OG0000477	Prbf.g_01615	Prbc.g_01168
OG0000478	Prbf.g_01616	Prbc.g_01169
OG0000479	Prbf.g_01617	Prbc.g_01170
OG0000480	Prbf.g_01622	Prbc.g_01175
OG0000481	Prbf.g_01625	Prbc.g_01177
OG0000482	Prbf.g_01626	Prbc.g_01178
OG0000483	Prbf.g_01629	Prbc.g_01181
OG0000484	Prbf.g_01630	Prbc.g_01182
OG0000485	Prbf.g_01632	Prbc.g_01183
OG0000486	Prbf.g_01633	Prbc.g_01184
OG0000487	Prbf.g_01636	Prbc.g_01187
OG0000488	Prbf.g_01639	Prbc.g_01190
OG0000489	Prbf.g_01644	Prbc.g_01195
OG0000490	Prbf.g_01648	Prbc.g_01200
OG0000491	Prbf.g_01649	Prbc.g_01201
OG0000492	Prbf.g_01651	Prbc.g_01203
OG0000493	Prbf.g_01652	Prbc.g_01204
OG0000494	Prbf.g_01653	Prbc.g_01205
OG0000495	Prbf.g_01654	Prbc.g_01206
OG0000496	Prbf.g_01655	Prbc.g_01207
OG0000497	Prbf.g_01656	Prbc.g_01208
OG0000498	Prbf.g_01657	Prbc.g_01209
OG0000499	Prbf.g_01658	Prbc.g_01210
OG0000500	Prbf.g_01659	Prbc.g_01211
OG0000501	Prbf.g_01660	Prbc.g_01213
OG0000502	Prbf.g_01663	Prbc.g_01216
OG0000503	Prbf.g_01678	Prbc.g_01246
OG0000504	Prbf.g_01680	Prbc.g_01248
OG0000505	Prbf.g_01681	Prbc.g_01249
OG0000506	Prbf.g_01682	Prbc.g_01250
OG0000507	Prbf.g_01685	Prbc.g_01253
OG0000508	Prbf.g_01689	Prbc.g_01256
OG0000509	Prbf.g_01691	Prbc.g_01258
OG0000510	Prbf.g_01692	Prbc.g_01259
OG0000511	Prbf.g_01693	Prbc.g_01260
OG0000512	Prbf.g_01695	Prbc.g_01262
OG0000513	Prbf.g_01704	Prbc.g_01271
OG0000514	Prbf.g_01715	Prbc.g_01492
OG0000515	Prbf.g_01716	Prbc.g_01493
OG0000516	Prbf.g_01717	Prbc.g_01494
OG0000517	Prbf.g_01719	Prbc.g_01496
OG0000518	Prbf.g_01730	Prbc.g_01507
OG0000519	Prbf.g_01731	Prbc.g_01508
OG0000520	Prbf.g_01732	Prbc.g_01509
OG0000521	Prbf.g_01740	Prbc.g_01514
OG0000522	Prbf.g_01742	Prbc.g_01516
