Orthogroup	Prbf	Prak
OG0000031	Prbf.g_00116	Prak.g_01350
OG0000032	Prbf.g_00196	Prak.g_01430
OG0000033	Prbf.g_01503	Prak.g_00181
OG0000033	Prbf.g_00123	Prak.g_01357
OG0000034	Prbf.g_00015	Prak.g_01288
OG0000035	Prbf.g_00157	Prak.g_01391
OG0000037	Prbf.g_01437	Prak.g_00115
OG0000038	Prbf.g_00445	Prak.g_01893
OG0000039	Prbf.g_01276	Prak.g_00814
OG0000041	Prbf.g_00646	Prak.g_01692
OG0000042	Prbf.g_00487	Prak.g_01850
OG0000043	Prbf.g_00897	Prak.g_01193
OG0000045	Prbf.g_00874	Prak.g_01216
OG0000046	Prbf.g_01666	Prak.g_00344
OG0000047	Prbf.g_01707	Prak.g_00385
OG0000048	Prbf.g_00039	Prak.g_01264
OG0000048	Prbf.g_01611	Prak.g_00289
OG0000050	Prbf.g_00845	Prak.g_00741
OG0000051	Prbf.g_00340	Prak.g_00667
OG0000052	Prbf.g_00135	Prak.g_01369
OG0000052	Prbf.g_01380	Prak.g_00058
OG0000053	Prbf.g_00178	Prak.g_01412
OG0000053	Prbf.g_00748	Prak.g_01590
OG0000054	Prbf.g_01889	Prak.g_00568
OG0000055	Prbf.g_00869	Prak.g_01221
OG0000055	Prbf.g_00719	Prak.g_01619
OG0000057	Prbf.g_01261	Prak.g_00829
OG0000058	Prbf.g_00117	Prak.g_01351
OG0000059	Prbf.g_00606	Prak.g_01732
OG0000061	Prbf.g_00918	Prak.g_01172
OG0000062	Prbf.g_00242	Prak.g_01476
OG0000063	Prbf.g_00808	Prak.g_01530
OG0000064	Prbf.g_01394	Prak.g_00072
OG0000065	Prbf.g_01435	Prak.g_00113
OG0000066	Prbf.g_01820	Prak.g_00498
OG0000066	Prbf.g_00781	Prak.g_01557
OG0000067	Prbf.g_01245	Prak.g_00845
OG0000068	Prbf.g_00095	Prak.g_01329
OG0000069	Prbf.g_01738	Prak.g_00416
OG0000070	Prbf.g_01734	Prak.g_00412
OG0000071	Prbf.g_00026	Prak.g_01277
OG0000072	Prbf.g_01505	Prak.g_00183
OG0000073	Prbf.g_01783	Prak.g_00461
OG0000074	Prbf.g_01281	Prak.g_00809
OG0000074	Prbf.g_00836	Prak.g_00750
OG0000074	Prbf.g_00295	Prak.g_00713
OG0000075	Prbf.g_00522	Prak.g_01816
OG0000076	Prbf.g_00496	Prak.g_01842
OG0000077	Prbf.g_01405	Prak.g_00083
OG0000078	Prbf.g_01578	Prak.g_00256
OG0000079	Prbf.g_01591	Prak.g_00269
OG0000080	Prbf.g_00129	Prak.g_01363
OG0000080	Prbf.g_00131	Prak.g_01365
OG0000081	Prbf.g_01812	Prak.g_00490
OG0000082	Prbf.g_01867	Prak.g_00546
OG0000082	Prbf.g_00704	Prak.g_01634
OG0000084	Prbf.g_00154	Prak.g_01388
OG0000085	Prbf.g_00822	Prak.g_01516
OG0000085	Prbf.g_00701	Prak.g_01637
OG0000086	Prbf.g_01414	Prak.g_00092
OG0000087	Prbf.g_01469	Prak.g_00147
OG0000088	Prbf.g_01500	Prak.g_00178
OG0000089	Prbf.g_01701	Prak.g_00379
OG0000090	Prbf.g_01814	Prak.g_00492
OG0000091	Prbf.g_00990	Prak.g_01100
OG0000092	Prbf.g_01315	Prak.g_00775
OG0000093	Prbf.g_01019	Prak.g_01071
OG0000094	Prbf.g_01068	Prak.g_01022
OG0000095	Prbf.g_01170	Prak.g_00920
OG0000096	Prbf.g_00306	Prak.g_00702
OG0000097	Prbf.g_00964	Prak.g_01126
OG0000098	Prbf.g_00071	Prak.g_01305
OG0000099	Prbf.g_00118	Prak.g_01352
OG0000100	Prbf.g_00236	Prak.g_01470
OG0000101	Prbf.g_00558	Prak.g_01780
OG0000102	Prbf.g_00491	Prak.g_01847
OG0000103	Prbf.g_00406	Prak.g_01932
OG0000104	Prbf.g_00397	Prak.g_01941
OG0000105	Prbf.g_01614	Prak.g_00292
OG0000106	Prbf.g_00320	Prak.g_00687
OG0000107	Prbf.g_00629	Prak.g_01709
OG0000108	Prbf.g_01763	Prak.g_00441
OG0000109	Prbf.g_01777	Prak.g_00455
OG0000110	Prbf.g_01856	Prak.g_00535
OG0000111	Prbf.g_01260	Prak.g_00830
OG0000112	Prbf.g_01929	Prak.g_00608
OG0000113	Prbf.g_01222	Prak.g_00868
OG0000114	Prbf.g_01320	Prak.g_00770
OG0000115	Prbf.g_00062	Prak.g_01241
OG0000116	Prbf.g_00907	Prak.g_01183
OG0000117	Prbf.g_00945	Prak.g_01145
OG0000118	Prbf.g_00013	Prak.g_01290
OG0000119	Prbf.g_00864	Prak.g_01226
OG0000119	Prbf.g_00254	Prak.g_01488
OG0000120	Prbf.g_00115	Prak.g_01349
OG0000121	Prbf.g_00159	Prak.g_01393
OG0000122	Prbf.g_00055	Prak.g_01248
OG0000122	Prbf.g_00200	Prak.g_01434
OG0000123	Prbf.g_00551	Prak.g_01787
OG0000124	Prbf.g_00478	Prak.g_01859
OG0000125	Prbf.g_00443	Prak.g_01895
OG0000126	Prbf.g_00398	Prak.g_01940
OG0000128	Prbf.g_00382	Prak.g_00011
OG0000129	Prbf.g_01367	Prak.g_00045
OG0000130	Prbf.g_01396	Prak.g_00074
OG0000131	Prbf.g_01478	Prak.g_00156
OG0000132	Prbf.g_01498	Prak.g_00176
OG0000133	Prbf.g_01661	Prak.g_00339
OG0000134	Prbf.g_01703	Prak.g_00381
OG0000135	Prbf.g_00044	Prak.g_01259
OG0000136	Prbf.g_01725	Prak.g_00403
OG0000137	Prbf.g_01758	Prak.g_00436
OG0000138	Prbf.g_01778	Prak.g_00456
OG0000139	Prbf.g_01818	Prak.g_00496
OG0000140	Prbf.g_01819	Prak.g_00497
OG0000141	Prbf.g_01890	Prak.g_00569
OG0000142	Prbf.g_00982	Prak.g_01108
OG0000143	Prbf.g_00986	Prak.g_01104
OG0000144	Prbf.g_01000	Prak.g_01090
OG0000145	Prbf.g_00042	Prak.g_01261
OG0000146	Prbf.g_01928	Prak.g_00607
OG0000147	Prbf.g_01927	Prak.g_00606
OG0000148	Prbf.g_01228	Prak.g_00862
OG0000149	Prbf.g_01196	Prak.g_00894
OG0000150	Prbf.g_01186	Prak.g_00904
OG0000151	Prbf.g_01310	Prak.g_00780
OG0000152	Prbf.g_01117	Prak.g_00973
OG0000153	Prbf.g_01098	Prak.g_00992
OG0000154	Prbf.g_01078	Prak.g_01012
OG0000155	Prbf.g_00939	Prak.g_01151
OG0000156	Prbf.g_00037	Prak.g_01266
OG0000157	Prbf.g_00036	Prak.g_01267
OG0000158	Prbf.g_00514	Prak.g_01824
OG0000159	Prbf.g_01387	Prak.g_00065
OG0000160	Prbf.g_00158	Prak.g_01392
OG0000161	Prbf.g_00164	Prak.g_01398
OG0000162	Prbf.g_00170	Prak.g_01404
OG0000163	Prbf.g_00209	Prak.g_01443
OG0000164	Prbf.g_00669	Prak.g_01669
OG0000165	Prbf.g_00662	Prak.g_01676
OG0000166	Prbf.g_00595	Prak.g_01743
OG0000167	Prbf.g_00524	Prak.g_01814
OG0000168	Prbf.g_00513	Prak.g_01825
OG0000169	Prbf.g_00503	Prak.g_01835
OG0000170	Prbf.g_00500	Prak.g_01838
OG0000171	Prbf.g_00479	Prak.g_01858
OG0000172	Prbf.g_00472	Prak.g_01865
OG0000173	Prbf.g_00457	Prak.g_01880
OG0000174	Prbf.g_00428	Prak.g_01910
OG0000175	Prbf.g_00415	Prak.g_01923
OG0000176	Prbf.g_00389	Prak.g_00004
OG0000177	Prbf.g_00388	Prak.g_00005
OG0000178	Prbf.g_00387	Prak.g_00006
OG0000179	Prbf.g_01338	Prak.g_00016
OG0000180	Prbf.g_01339	Prak.g_00017
OG0000181	Prbf.g_01340	Prak.g_00018
OG0000182	Prbf.g_01341	Prak.g_00019
OG0000183	Prbf.g_01345	Prak.g_00023
OG0000184	Prbf.g_01371	Prak.g_00049
OG0000185	Prbf.g_01374	Prak.g_00052
OG0000186	Prbf.g_01390	Prak.g_00068
OG0000187	Prbf.g_01391	Prak.g_00069
OG0000188	Prbf.g_01408	Prak.g_00086
OG0000189	Prbf.g_01422	Prak.g_00100
OG0000190	Prbf.g_01424	Prak.g_00102
OG0000191	Prbf.g_01447	Prak.g_00125
OG0000192	Prbf.g_01452	Prak.g_00130
OG0000193	Prbf.g_01479	Prak.g_00157
OG0000194	Prbf.g_01482	Prak.g_00160
OG0000195	Prbf.g_01484	Prak.g_00162
OG0000196	Prbf.g_01495	Prak.g_00173
OG0000197	Prbf.g_01496	Prak.g_00174
OG0000198	Prbf.g_01497	Prak.g_00175
OG0000199	Prbf.g_01504	Prak.g_00182
OG0000200	Prbf.g_01518	Prak.g_00196
OG0000201	Prbf.g_01527	Prak.g_00205
OG0000202	Prbf.g_01528	Prak.g_00206
OG0000203	Prbf.g_01529	Prak.g_00207
OG0000204	Prbf.g_01530	Prak.g_00208
OG0000205	Prbf.g_01537	Prak.g_00215
OG0000206	Prbf.g_01542	Prak.g_00220
OG0000207	Prbf.g_01545	Prak.g_00223
OG0000208	Prbf.g_01546	Prak.g_00224
OG0000209	Prbf.g_01555	Prak.g_00233
OG0000210	Prbf.g_01556	Prak.g_00234
OG0000211	Prbf.g_01571	Prak.g_00249
OG0000212	Prbf.g_01579	Prak.g_00257
OG0000213	Prbf.g_01597	Prak.g_00275
OG0000214	Prbf.g_01607	Prak.g_00285
OG0000215	Prbf.g_01634	Prak.g_00312
OG0000216	Prbf.g_01635	Prak.g_00313
OG0000217	Prbf.g_01638	Prak.g_00316
OG0000218	Prbf.g_01640	Prak.g_00318
OG0000219	Prbf.g_01641	Prak.g_00319
OG0000220	Prbf.g_01642	Prak.g_00320
OG0000221	Prbf.g_01643	Prak.g_00321
OG0000222	Prbf.g_01650	Prak.g_00328
OG0000223	Prbf.g_01662	Prak.g_00340
OG0000224	Prbf.g_01664	Prak.g_00342
OG0000225	Prbf.g_01690	Prak.g_00368
OG0000226	Prbf.g_01694	Prak.g_00372
OG0000227	Prbf.g_01696	Prak.g_00374
OG0000228	Prbf.g_01700	Prak.g_00378
OG0000229	Prbf.g_01720	Prak.g_00398
OG0000230	Prbf.g_01722	Prak.g_00400
OG0000231	Prbf.g_01733	Prak.g_00411
OG0000232	Prbf.g_01744	Prak.g_00422
OG0000233	Prbf.g_01750	Prak.g_00428
OG0000234	Prbf.g_01759	Prak.g_00437
OG0000235	Prbf.g_01762	Prak.g_00440
OG0000236	Prbf.g_01776	Prak.g_00454
OG0000237	Prbf.g_01789	Prak.g_00467
OG0000238	Prbf.g_01795	Prak.g_00473
OG0000239	Prbf.g_01806	Prak.g_00484
OG0000240	Prbf.g_01807	Prak.g_00485
OG0000241	Prbf.g_01811	Prak.g_00489
OG0000242	Prbf.g_01813	Prak.g_00491
OG0000243	Prbf.g_01824	Prak.g_00502
OG0000244	Prbf.g_01827	Prak.g_00506
OG0000245	Prbf.g_01829	Prak.g_00508
OG0000246	Prbf.g_01833	Prak.g_00512
OG0000247	Prbf.g_01843	Prak.g_00522
OG0000248	Prbf.g_01846	Prak.g_00525
OG0000249	Prbf.g_01848	Prak.g_00527
OG0000250	Prbf.g_01853	Prak.g_00532
OG0000251	Prbf.g_01873	Prak.g_00552
OG0000252	Prbf.g_01876	Prak.g_00555
OG0000253	Prbf.g_01877	Prak.g_00556
OG0000254	Prbf.g_01894	Prak.g_00573
OG0000255	Prbf.g_01900	Prak.g_00579
OG0000256	Prbf.g_01910	Prak.g_00589
OG0000257	Prbf.g_00977	Prak.g_01113
OG0000258	Prbf.g_00991	Prak.g_01099
OG0000259	Prbf.g_01008	Prak.g_01082
OG0000260	Prbf.g_01011	Prak.g_01079
OG0000261	Prbf.g_01014	Prak.g_01076
OG0000262	Prbf.g_01018	Prak.g_01072
OG0000263	Prbf.g_01282	Prak.g_00808
OG0000264	Prbf.g_01271	Prak.g_00819
OG0000265	Prbf.g_01253	Prak.g_00837
OG0000266	Prbf.g_01037	Prak.g_01053
OG0000267	Prbf.g_01049	Prak.g_01041
OG0000268	Prbf.g_01050	Prak.g_01040
OG0000269	Prbf.g_01250	Prak.g_00840
OG0000270	Prbf.g_01247	Prak.g_00843
OG0000271	Prbf.g_01239	Prak.g_00851
OG0000272	Prbf.g_01238	Prak.g_00852
OG0000273	Prbf.g_01214	Prak.g_00876
OG0000274	Prbf.g_01213	Prak.g_00877
OG0000275	Prbf.g_01210	Prak.g_00880
OG0000276	Prbf.g_01204	Prak.g_00886
OG0000277	Prbf.g_01203	Prak.g_00887
OG0000278	Prbf.g_01200	Prak.g_00890
OG0000279	Prbf.g_01193	Prak.g_00897
OG0000280	Prbf.g_01192	Prak.g_00898
OG0000281	Prbf.g_01185	Prak.g_00905
OG0000282	Prbf.g_01318	Prak.g_00772
OG0000283	Prbf.g_01141	Prak.g_00949
OG0000284	Prbf.g_01136	Prak.g_00954
OG0000285	Prbf.g_01131	Prak.g_00959
OG0000286	Prbf.g_01118	Prak.g_00972
OG0000287	Prbf.g_00065	Prak.g_01238
OG0000288	Prbf.g_01079	Prak.g_01011
OG0000289	Prbf.g_01063	Prak.g_01027
OG0000290	Prbf.g_01167	Prak.g_00923
OG0000291	Prbf.g_01169	Prak.g_00921
OG0000292	Prbf.g_00873	Prak.g_01217
OG0000293	Prbf.g_00908	Prak.g_01182
OG0000294	Prbf.g_00909	Prak.g_01181
OG0000295	Prbf.g_00932	Prak.g_01158
OG0000296	Prbf.g_00934	Prak.g_01156
OG0000297	Prbf.g_00943	Prak.g_01147
OG0000298	Prbf.g_00944	Prak.g_01146
OG0000299	Prbf.g_00963	Prak.g_01127
OG0000300	Prbf.g_00966	Prak.g_01124
OG0000301	Prbf.g_00967	Prak.g_01123
OG0000302	Prbf.g_00969	Prak.g_01121
OG0000303	Prbf.g_00975	Prak.g_01115
OG0000304	Prbf.g_01915	Prak.g_00594
OG0000305	Prbf.g_00875	Prak.g_01215
OG0000306	Prbf.g_01181	Prak.g_00909
OG0000307	Prbf.g_00104	Prak.g_01338
OG0000308	Prbf.g_00105	Prak.g_01339
OG0000309	Prbf.g_00109	Prak.g_01343
OG0000310	Prbf.g_00143	Prak.g_01377
OG0000311	Prbf.g_00145	Prak.g_01379
OG0000312	Prbf.g_00148	Prak.g_01382
OG0000313	Prbf.g_00161	Prak.g_01395
OG0000314	Prbf.g_00184	Prak.g_01418
OG0000315	Prbf.g_00194	Prak.g_01428
OG0000316	Prbf.g_00219	Prak.g_01453
OG0000317	Prbf.g_00696	Prak.g_01642
OG0000318	Prbf.g_00692	Prak.g_01646
OG0000319	Prbf.g_00679	Prak.g_01659
OG0000320	Prbf.g_00677	Prak.g_01661
OG0000321	Prbf.g_00676	Prak.g_01662
OG0000322	Prbf.g_00675	Prak.g_01663
OG0000323	Prbf.g_00666	Prak.g_01672
OG0000324	Prbf.g_00639	Prak.g_01699
OG0000325	Prbf.g_00628	Prak.g_01710
OG0000326	Prbf.g_00621	Prak.g_01717
OG0000327	Prbf.g_00600	Prak.g_01738
OG0000328	Prbf.g_00599	Prak.g_01739
OG0000329	Prbf.g_00582	Prak.g_01756
OG0000330	Prbf.g_00581	Prak.g_01757
OG0000331	Prbf.g_00580	Prak.g_01758
OG0000332	Prbf.g_00566	Prak.g_01772
OG0000333	Prbf.g_00564	Prak.g_01774
OG0000334	Prbf.g_00555	Prak.g_01783
OG0000335	Prbf.g_00550	Prak.g_01788
OG0000336	Prbf.g_00546	Prak.g_01792
OG0000337	Prbf.g_00528	Prak.g_01810
OG0000338	Prbf.g_00527	Prak.g_01811
OG0000339	Prbf.g_00521	Prak.g_01817
OG0000340	Prbf.g_00512	Prak.g_01826
OG0000341	Prbf.g_00510	Prak.g_01828
OG0000342	Prbf.g_00509	Prak.g_01829
OG0000343	Prbf.g_00508	Prak.g_01830
OG0000344	Prbf.g_00505	Prak.g_01833
OG0000345	Prbf.g_00499	Prak.g_01839
OG0000346	Prbf.g_00495	Prak.g_01843
OG0000347	Prbf.g_00477	Prak.g_01860
OG0000348	Prbf.g_00469	Prak.g_01868
OG0000349	Prbf.g_00452	Prak.g_01886
OG0000350	Prbf.g_00351	Prak.g_00656
OG0000351	Prbf.g_00412	Prak.g_01926
OG0000352	Prbf.g_00411	Prak.g_01927
OG0000353	Prbf.g_00394	Prak.g_01944
OG0000355	Prbf.g_00392	Prak.g_00001
OG0000356	Prbf.g_00391	Prak.g_00002
OG0000357	Prbf.g_00390	Prak.g_00003
OG0000358	Prbf.g_00386	Prak.g_00007
OG0000359	Prbf.g_00385	Prak.g_00008
OG0000360	Prbf.g_00384	Prak.g_00009
OG0000361	Prbf.g_00383	Prak.g_00010
OG0000362	Prbf.g_00381	Prak.g_00012
OG0000363	Prbf.g_01336	Prak.g_00014
OG0000364	Prbf.g_01337	Prak.g_00015
OG0000365	Prbf.g_01342	Prak.g_00020
OG0000366	Prbf.g_01343	Prak.g_00021
OG0000367	Prbf.g_01344	Prak.g_00022
OG0000368	Prbf.g_01346	Prak.g_00024
OG0000369	Prbf.g_01347	Prak.g_00025
OG0000370	Prbf.g_01348	Prak.g_00026
OG0000371	Prbf.g_01355	Prak.g_00033
OG0000372	Prbf.g_01358	Prak.g_00036
OG0000373	Prbf.g_01359	Prak.g_00037
OG0000374	Prbf.g_01360	Prak.g_00038
OG0000375	Prbf.g_01362	Prak.g_00040
OG0000376	Prbf.g_01364	Prak.g_00042
OG0000377	Prbf.g_01368	Prak.g_00046
OG0000378	Prbf.g_01372	Prak.g_00050
OG0000379	Prbf.g_01375	Prak.g_00053
OG0000380	Prbf.g_01392	Prak.g_00070
OG0000381	Prbf.g_01397	Prak.g_00075
OG0000382	Prbf.g_01407	Prak.g_00085
OG0000383	Prbf.g_01409	Prak.g_00087
OG0000384	Prbf.g_01410	Prak.g_00088
OG0000385	Prbf.g_01411	Prak.g_00089
OG0000386	Prbf.g_01412	Prak.g_00090
OG0000387	Prbf.g_01426	Prak.g_00104
OG0000388	Prbf.g_01430	Prak.g_00108
OG0000389	Prbf.g_01433	Prak.g_00111
OG0000390	Prbf.g_01443	Prak.g_00121
OG0000391	Prbf.g_01446	Prak.g_00124
OG0000392	Prbf.g_01450	Prak.g_00128
OG0000393	Prbf.g_01453	Prak.g_00131
OG0000394	Prbf.g_01454	Prak.g_00132
OG0000395	Prbf.g_01455	Prak.g_00133
OG0000396	Prbf.g_01457	Prak.g_00135
OG0000397	Prbf.g_01459	Prak.g_00137
OG0000398	Prbf.g_01462	Prak.g_00140
OG0000399	Prbf.g_01463	Prak.g_00141
OG0000400	Prbf.g_01464	Prak.g_00142
OG0000401	Prbf.g_01465	Prak.g_00143
OG0000402	Prbf.g_01055	Prak.g_01035
OG0000403	Prbf.g_01467	Prak.g_00145
OG0000404	Prbf.g_01468	Prak.g_00146
OG0000405	Prbf.g_01472	Prak.g_00150
OG0000406	Prbf.g_01480	Prak.g_00158
OG0000407	Prbf.g_01481	Prak.g_00159
OG0000408	Prbf.g_01483	Prak.g_00161
OG0000409	Prbf.g_01485	Prak.g_00163
OG0000410	Prbf.g_01486	Prak.g_00164
OG0000411	Prbf.g_01487	Prak.g_00165
OG0000412	Prbf.g_01488	Prak.g_00166
OG0000413	Prbf.g_01490	Prak.g_00168
OG0000414	Prbf.g_01491	Prak.g_00169
OG0000415	Prbf.g_01492	Prak.g_00170
OG0000416	Prbf.g_01493	Prak.g_00171
OG0000417	Prbf.g_01494	Prak.g_00172
OG0000418	Prbf.g_01499	Prak.g_00177
OG0000419	Prbf.g_01501	Prak.g_00179
OG0000420	Prbf.g_01502	Prak.g_00180
OG0000421	Prbf.g_01507	Prak.g_00185
OG0000422	Prbf.g_01508	Prak.g_00186
OG0000423	Prbf.g_01509	Prak.g_00187
OG0000424	Prbf.g_01510	Prak.g_00188
OG0000425	Prbf.g_01511	Prak.g_00189
OG0000426	Prbf.g_01512	Prak.g_00190
OG0000427	Prbf.g_01513	Prak.g_00191
OG0000428	Prbf.g_01515	Prak.g_00193
OG0000429	Prbf.g_01516	Prak.g_00194
OG0000430	Prbf.g_01517	Prak.g_00195
OG0000431	Prbf.g_01519	Prak.g_00197
OG0000432	Prbf.g_01523	Prak.g_00201
OG0000433	Prbf.g_01524	Prak.g_00202
OG0000434	Prbf.g_01525	Prak.g_00203
OG0000435	Prbf.g_01526	Prak.g_00204
OG0000436	Prbf.g_01531	Prak.g_00209
OG0000437	Prbf.g_01532	Prak.g_00210
OG0000438	Prbf.g_01533	Prak.g_00211
OG0000439	Prbf.g_01535	Prak.g_00213
OG0000440	Prbf.g_01536	Prak.g_00214
OG0000441	Prbf.g_01539	Prak.g_00217
OG0000442	Prbf.g_01540	Prak.g_00218
OG0000443	Prbf.g_01541	Prak.g_00219
OG0000444	Prbf.g_01547	Prak.g_00225
OG0000445	Prbf.g_01548	Prak.g_00226
OG0000446	Prbf.g_01549	Prak.g_00227
OG0000447	Prbf.g_01550	Prak.g_00228
OG0000448	Prbf.g_01551	Prak.g_00229
OG0000449	Prbf.g_01552	Prak.g_00230
OG0000450	Prbf.g_01553	Prak.g_00231
OG0000451	Prbf.g_01554	Prak.g_00232
OG0000452	Prbf.g_01557	Prak.g_00235
OG0000453	Prbf.g_01558	Prak.g_00236
OG0000454	Prbf.g_01559	Prak.g_00237
OG0000455	Prbf.g_01560	Prak.g_00238
OG0000456	Prbf.g_01561	Prak.g_00239
OG0000457	Prbf.g_01563	Prak.g_00241
OG0000458	Prbf.g_01564	Prak.g_00242
OG0000459	Prbf.g_01565	Prak.g_00243
OG0000460	Prbf.g_01573	Prak.g_00251
OG0000461	Prbf.g_01581	Prak.g_00259
OG0000462	Prbf.g_01583	Prak.g_00261
OG0000463	Prbf.g_01584	Prak.g_00262
OG0000464	Prbf.g_01585	Prak.g_00263
OG0000465	Prbf.g_01586	Prak.g_00264
OG0000466	Prbf.g_01589	Prak.g_00267
OG0000467	Prbf.g_01590	Prak.g_00268
OG0000468	Prbf.g_01593	Prak.g_00271
OG0000469	Prbf.g_01601	Prak.g_00279
OG0000470	Prbf.g_01603	Prak.g_00281
OG0000471	Prbf.g_01604	Prak.g_00282
OG0000472	Prbf.g_01606	Prak.g_00284
OG0000473	Prbf.g_01608	Prak.g_00286
OG0000474	Prbf.g_01609	Prak.g_00287
OG0000475	Prbf.g_01610	Prak.g_00288
OG0000476	Prbf.g_01612	Prak.g_00290
OG0000477	Prbf.g_01615	Prak.g_00293
OG0000478	Prbf.g_01616	Prak.g_00294
OG0000479	Prbf.g_01617	Prak.g_00295
OG0000480	Prbf.g_01622	Prak.g_00300
OG0000481	Prbf.g_01625	Prak.g_00303
OG0000482	Prbf.g_01626	Prak.g_00304
OG0000483	Prbf.g_01629	Prak.g_00307
OG0000484	Prbf.g_01630	Prak.g_00308
OG0000485	Prbf.g_01632	Prak.g_00310
OG0000486	Prbf.g_01633	Prak.g_00311
OG0000487	Prbf.g_01636	Prak.g_00314
OG0000488	Prbf.g_01639	Prak.g_00317
OG0000489	Prbf.g_01644	Prak.g_00322
OG0000490	Prbf.g_01648	Prak.g_00326
OG0000491	Prbf.g_01649	Prak.g_00327
OG0000492	Prbf.g_01651	Prak.g_00329
OG0000493	Prbf.g_01652	Prak.g_00330
OG0000494	Prbf.g_01653	Prak.g_00331
OG0000495	Prbf.g_01654	Prak.g_00332
OG0000496	Prbf.g_01655	Prak.g_00333
OG0000497	Prbf.g_01656	Prak.g_00334
OG0000498	Prbf.g_01657	Prak.g_00335
OG0000499	Prbf.g_01658	Prak.g_00336
OG0000500	Prbf.g_01659	Prak.g_00337
OG0000501	Prbf.g_01660	Prak.g_00338
OG0000502	Prbf.g_01663	Prak.g_00341
OG0000503	Prbf.g_01678	Prak.g_00356
OG0000504	Prbf.g_01680	Prak.g_00358
OG0000505	Prbf.g_01681	Prak.g_00359
OG0000506	Prbf.g_01682	Prak.g_00360
OG0000507	Prbf.g_01685	Prak.g_00363
OG0000508	Prbf.g_01689	Prak.g_00367
OG0000509	Prbf.g_01691	Prak.g_00369
OG0000510	Prbf.g_01692	Prak.g_00370
OG0000511	Prbf.g_01693	Prak.g_00371
OG0000512	Prbf.g_01695	Prak.g_00373
OG0000513	Prbf.g_01704	Prak.g_00382
OG0000514	Prbf.g_01715	Prak.g_00393
OG0000515	Prbf.g_01716	Prak.g_00394
OG0000516	Prbf.g_01717	Prak.g_00395
OG0000517	Prbf.g_01719	Prak.g_00397
OG0000518	Prbf.g_01730	Prak.g_00408
OG0000519	Prbf.g_01731	Prak.g_00409
OG0000520	Prbf.g_01732	Prak.g_00410
OG0000521	Prbf.g_01740	Prak.g_00418
OG0000522	Prbf.g_01742	Prak.g_00420
OG0000523	Prbf.g_01743	Prak.g_00421
OG0000524	Prbf.g_01748	Prak.g_00426
