Orthogroup	Prbf	Praq
OG0000029	Prbf.g_00804, Prbf.g_00762	Praq.g_00627
OG0000029	Prbf.g_00603	Praq.g_01168
OG0000030	Prbf.g_00484	Praq.g_00772
OG0000031	Prbf.g_00116	Praq.g_00209
OG0000034	Prbf.g_00015	Praq.g_00143
OG0000035	Prbf.g_00157	Praq.g_00294
OG0000037	Prbf.g_01437	Praq.g_01894
OG0000038	Prbf.g_00445	Praq.g_00716
OG0000039	Prbf.g_01276	Praq.g_00815
OG0000041	Prbf.g_00646	Praq.g_00451
OG0000042	Prbf.g_00487	Praq.g_00770
OG0000043	Prbf.g_00897	Praq.g_01469
OG0000047	Prbf.g_01707	Praq.g_01137
OG0000048	Prbf.g_00039, Prbf.g_01611	Praq.g_01169
OG0000053	Prbf.g_00178, Prbf.g_00748	Praq.g_01246, Praq.g_00314
OG0000054	Prbf.g_01889	Praq.g_00996
OG0000055	Prbf.g_00869, Prbf.g_00719	Praq.g_00650
OG0000057	Prbf.g_01261	Praq.g_00827
OG0000058	Prbf.g_00117	Praq.g_00218, Praq.g_00271
OG0000059	Prbf.g_00606	Praq.g_00927
OG0000061	Prbf.g_00918	Praq.g_01333
OG0000062	Prbf.g_00242	Praq.g_00372
OG0000063	Prbf.g_00808	Praq.g_00075
OG0000065	Prbf.g_01435	Praq.g_01896
OG0000066	Prbf.g_01820, Prbf.g_00781	Praq.g_01063
OG0000067	Prbf.g_01245	Praq.g_00670
OG0000068	Prbf.g_00095	Praq.g_00175
OG0000069	Prbf.g_01738	Praq.g_00056, Praq.g_00018
OG0000070	Prbf.g_01734	Praq.g_01107
OG0000071	Prbf.g_00026	Praq.g_00133
OG0000072	Prbf.g_01505	Praq.g_01831
OG0000073	Prbf.g_01783	Praq.g_01103
OG0000074	Prbf.g_01281, Prbf.g_00836, Prbf.g_00295	Praq.g_00811
OG0000075	Prbf.g_00522	Praq.g_00739
OG0000076	Prbf.g_00496	Praq.g_01243, Praq.g_00763
OG0000077	Prbf.g_01405	Praq.g_01925
OG0000078	Prbf.g_01578	Praq.g_01763
OG0000081	Prbf.g_01812	Praq.g_01071
OG0000082	Prbf.g_01867, Prbf.g_00704	Praq.g_01018
OG0000084	Prbf.g_00154	Praq.g_00290
OG0000086	Prbf.g_01414	Praq.g_01915
OG0000087	Prbf.g_01469	Praq.g_01864
OG0000088	Prbf.g_01500	Praq.g_01836
OG0000089	Prbf.g_01701	Praq.g_01188
OG0000090	Prbf.g_01814	Praq.g_01069
OG0000091	Prbf.g_00990	Praq.g_00960
OG0000092	Prbf.g_01315	Praq.g_01495
OG0000093	Prbf.g_01019	Praq.g_01516
OG0000094	Prbf.g_01068	Praq.g_01600
OG0000095	Prbf.g_01170	Praq.g_01619
OG0000096	Prbf.g_00306	Praq.g_00081, Praq.g_01283, Praq.g_00097
OG0000097	Prbf.g_00964	Praq.g_01374
OG0000098	Prbf.g_00071	Praq.g_00157
OG0000099	Prbf.g_00118	Praq.g_00216
OG0000100	Prbf.g_00236	Praq.g_00368
OG0000101	Prbf.g_00558	Praq.g_00879
OG0000102	Prbf.g_00491	Praq.g_00768
OG0000103	Prbf.g_00406	Praq.g_00414
OG0000104	Prbf.g_00397	Praq.g_00422
OG0000105	Prbf.g_01614	Praq.g_01729
OG0000106	Prbf.g_00320	Praq.g_01173
OG0000107	Prbf.g_00629	Praq.g_01158
OG0000108	Prbf.g_01763	Praq.g_00531
OG0000109	Prbf.g_01777	Praq.g_00545
OG0000110	Prbf.g_01856	Praq.g_01028
OG0000111	Prbf.g_01260	Praq.g_00828
OG0000112	Prbf.g_01929	Praq.g_00638
OG0000113	Prbf.g_01222	Praq.g_01420
OG0000114	Prbf.g_01320	Praq.g_01490
OG0000115	Prbf.g_00062	Praq.g_01278
OG0000116	Prbf.g_00907	Praq.g_01323
OG0000117	Prbf.g_00945	Praq.g_00084
OG0000118	Prbf.g_00013	Praq.g_00145
OG0000119	Prbf.g_00864, Prbf.g_00254	Praq.g_00171
OG0000120	Prbf.g_00115	Praq.g_00208
OG0000121	Prbf.g_00159	Praq.g_00296
OG0000122	Prbf.g_00055, Prbf.g_00200	Praq.g_00334
OG0000123	Prbf.g_00551	Praq.g_00873
OG0000124	Prbf.g_00478	Praq.g_00682
OG0000125	Prbf.g_00443	Praq.g_00718
OG0000126	Prbf.g_00398	Praq.g_00421
OG0000128	Prbf.g_00382	Praq.g_00437
OG0000129	Prbf.g_01367	Praq.g_01259
OG0000130	Prbf.g_01396	Praq.g_01934
OG0000131	Prbf.g_01478	Praq.g_01857
OG0000132	Prbf.g_01498	Praq.g_01838
OG0000133	Prbf.g_01661	Praq.g_01680
OG0000134	Prbf.g_01703	Praq.g_01187
OG0000135	Prbf.g_00044	Praq.g_01160
OG0000136	Prbf.g_01725	Praq.g_01116
OG0000137	Prbf.g_01758	Praq.g_00526
OG0000138	Prbf.g_01778	Praq.g_00546
OG0000139	Prbf.g_01818	Praq.g_01065
OG0000140	Prbf.g_01819	Praq.g_01064
OG0000141	Prbf.g_01890	Praq.g_00995
OG0000142	Prbf.g_00982	Praq.g_00967
OG0000143	Prbf.g_00986	Praq.g_00963
OG0000144	Prbf.g_01000	Praq.g_00781
OG0000145	Prbf.g_00042	Praq.g_00637
OG0000146	Prbf.g_01928	Praq.g_00639
OG0000147	Prbf.g_01927	Praq.g_00640
OG0000148	Prbf.g_01228	Praq.g_01414
OG0000149	Prbf.g_01196	Praq.g_01444
OG0000150	Prbf.g_01186	Praq.g_01452
OG0000151	Prbf.g_01310	Praq.g_01500
OG0000152	Prbf.g_01117	Praq.g_01548
OG0000153	Prbf.g_01098	Praq.g_01567
OG0000154	Prbf.g_01078	Praq.g_01593
OG0000155	Prbf.g_00939	Praq.g_01353
OG0000156	Prbf.g_00037	Praq.g_00122
OG0000157	Prbf.g_00036	Praq.g_00123
OG0000158	Prbf.g_00514	Praq.g_00258
OG0000160	Prbf.g_00158	Praq.g_00295
OG0000161	Prbf.g_00164	Praq.g_00301
OG0000162	Prbf.g_00170	Praq.g_00307
OG0000163	Prbf.g_00209	Praq.g_00341
OG0000164	Prbf.g_00669	Praq.g_00473
OG0000165	Prbf.g_00662	Praq.g_00466
OG0000166	Prbf.g_00595	Praq.g_00915
OG0000167	Prbf.g_00524	Praq.g_00737
OG0000168	Prbf.g_00513	Praq.g_00747
OG0000169	Prbf.g_00503	Praq.g_00757
OG0000170	Prbf.g_00500	Praq.g_00759
OG0000171	Prbf.g_00479	Praq.g_00681
OG0000172	Prbf.g_00472	Praq.g_00689
OG0000173	Prbf.g_00457	Praq.g_00704
OG0000174	Prbf.g_00428	Praq.g_00396
OG0000175	Prbf.g_00415	Praq.g_00406
OG0000176	Prbf.g_00389	Praq.g_00430
OG0000177	Prbf.g_00388	Praq.g_00431
OG0000178	Prbf.g_00387	Praq.g_00432
OG0000179	Prbf.g_01338	Praq.g_01219
OG0000180	Prbf.g_01339	Praq.g_01220
OG0000181	Prbf.g_01340	Praq.g_01221
OG0000182	Prbf.g_01341	Praq.g_01222
OG0000183	Prbf.g_01345	Praq.g_01226
OG0000184	Prbf.g_01371	Praq.g_01262
OG0000185	Prbf.g_01374	Praq.g_01265
OG0000186	Prbf.g_01390	Praq.g_01939
OG0000187	Prbf.g_01391	Praq.g_01938
OG0000188	Prbf.g_01408	Praq.g_01921
OG0000189	Prbf.g_01422	Praq.g_01907
OG0000190	Prbf.g_01424	Praq.g_01906
OG0000191	Prbf.g_01447	Praq.g_01886
OG0000192	Prbf.g_01452	Praq.g_01882
OG0000193	Prbf.g_01479	Praq.g_01856
OG0000194	Prbf.g_01482	Praq.g_01853
OG0000195	Prbf.g_01484	Praq.g_01851
OG0000196	Prbf.g_01495	Praq.g_01841
OG0000197	Prbf.g_01496	Praq.g_01840
OG0000198	Prbf.g_01497	Praq.g_01839
OG0000199	Prbf.g_01504	Praq.g_01832
OG0000200	Prbf.g_01518	Praq.g_01818
OG0000201	Prbf.g_01527	Praq.g_01810
OG0000202	Prbf.g_01528	Praq.g_01809
OG0000203	Prbf.g_01529	Praq.g_01808
OG0000204	Prbf.g_01530	Praq.g_01807
OG0000205	Prbf.g_01537	Praq.g_01800
OG0000206	Prbf.g_01542	Praq.g_01795
OG0000207	Prbf.g_01545	Praq.g_01793
OG0000208	Prbf.g_01546	Praq.g_01792
OG0000209	Prbf.g_01555	Praq.g_01783
OG0000210	Prbf.g_01556	Praq.g_01782
OG0000211	Prbf.g_01571	Praq.g_01769
OG0000212	Prbf.g_01579	Praq.g_01762
OG0000213	Prbf.g_01597	Praq.g_01746
OG0000214	Prbf.g_01607	Praq.g_01736
OG0000215	Prbf.g_01634	Praq.g_01710
OG0000216	Prbf.g_01635	Praq.g_01708
OG0000217	Prbf.g_01638	Praq.g_01705
OG0000218	Prbf.g_01640	Praq.g_01703
OG0000219	Prbf.g_01641	Praq.g_01702
OG0000220	Prbf.g_01642	Praq.g_01701
OG0000221	Prbf.g_01643	Praq.g_01700
OG0000222	Prbf.g_01650	Praq.g_01692
OG0000223	Prbf.g_01662	Praq.g_01679
OG0000224	Prbf.g_01664	Praq.g_01677
OG0000225	Prbf.g_01690	Praq.g_01199
OG0000226	Prbf.g_01694	Praq.g_01195
OG0000227	Prbf.g_01696	Praq.g_01193
OG0000228	Prbf.g_01700	Praq.g_01189
OG0000229	Prbf.g_01720	Praq.g_01121
OG0000230	Prbf.g_01722	Praq.g_01119
OG0000231	Prbf.g_01733	Praq.g_01108
OG0000232	Prbf.g_01744	Praq.g_00507
OG0000233	Prbf.g_01750	Praq.g_00513
OG0000234	Prbf.g_01759	Praq.g_00527
OG0000235	Prbf.g_01762	Praq.g_00530
OG0000236	Prbf.g_01776	Praq.g_00544
OG0000237	Prbf.g_01789	Praq.g_01096
OG0000238	Prbf.g_01795	Praq.g_01090
OG0000239	Prbf.g_01806	Praq.g_01077
OG0000240	Prbf.g_01807	Praq.g_01076
OG0000241	Prbf.g_01811	Praq.g_01072
OG0000242	Prbf.g_01813	Praq.g_01070
OG0000243	Prbf.g_01824	Praq.g_01059
OG0000244	Prbf.g_01827	Praq.g_01056
OG0000245	Prbf.g_01829	Praq.g_01054
OG0000246	Prbf.g_01833	Praq.g_01050
OG0000247	Prbf.g_01843	Praq.g_01040
OG0000248	Prbf.g_01846	Praq.g_01038
OG0000249	Prbf.g_01848	Praq.g_01036
OG0000250	Prbf.g_01853	Praq.g_01031
OG0000251	Prbf.g_01873	Praq.g_01012
OG0000252	Prbf.g_01876	Praq.g_01008
OG0000253	Prbf.g_01877	Praq.g_01007
OG0000254	Prbf.g_01894	Praq.g_00991
OG0000255	Prbf.g_01900	Praq.g_00985
OG0000256	Prbf.g_01910	Praq.g_00975
OG0000257	Prbf.g_00977	Praq.g_00972
OG0000258	Prbf.g_00991	Praq.g_00959
OG0000259	Prbf.g_01008	Praq.g_00789
OG0000260	Prbf.g_01011	Praq.g_00792
OG0000261	Prbf.g_01014	Praq.g_00794
OG0000262	Prbf.g_01018	Praq.g_00798
OG0000263	Prbf.g_01282	Praq.g_00810
OG0000264	Prbf.g_01271	Praq.g_00820
OG0000265	Prbf.g_01253	Praq.g_00583
OG0000266	Prbf.g_01037	Praq.g_00593
OG0000267	Prbf.g_01049	Praq.g_00604
OG0000268	Prbf.g_01050	Praq.g_00605
OG0000269	Prbf.g_01250	Praq.g_00665
OG0000270	Prbf.g_01247	Praq.g_00668
OG0000271	Prbf.g_01239	Praq.g_00676
OG0000272	Prbf.g_01238	Praq.g_00677
OG0000273	Prbf.g_01214	Praq.g_01428
OG0000274	Prbf.g_01213	Praq.g_01429
OG0000275	Prbf.g_01210	Praq.g_01431
OG0000276	Prbf.g_01204	Praq.g_01436
OG0000277	Prbf.g_01203	Praq.g_01437
OG0000278	Prbf.g_01200	Praq.g_01440
OG0000279	Prbf.g_01193	Praq.g_01447
OG0000280	Prbf.g_01192	Praq.g_01448
OG0000281	Prbf.g_01185	Praq.g_01454
OG0000282	Prbf.g_01318	Praq.g_01492
OG0000283	Prbf.g_01141	Praq.g_01525
OG0000284	Prbf.g_01136	Praq.g_01530
OG0000285	Prbf.g_01131	Praq.g_01535
OG0000286	Prbf.g_01118	Praq.g_01547
OG0000287	Prbf.g_00065	Praq.g_01564
OG0000288	Prbf.g_01079	Praq.g_01592
OG0000289	Prbf.g_01063	Praq.g_01603
OG0000290	Prbf.g_01167	Praq.g_01616
OG0000291	Prbf.g_01169	Praq.g_01618
OG0000292	Prbf.g_00873	Praq.g_01667
OG0000293	Prbf.g_00908	Praq.g_01324
OG0000294	Prbf.g_00909	Praq.g_01325
OG0000295	Prbf.g_00932	Praq.g_01345
OG0000296	Prbf.g_00934	Praq.g_01347
OG0000297	Prbf.g_00943	Praq.g_01355
OG0000298	Prbf.g_00944	Praq.g_01356
OG0000299	Prbf.g_00963	Praq.g_01373
OG0000300	Prbf.g_00966	Praq.g_01376
OG0000301	Prbf.g_00967	Praq.g_01377
OG0000302	Prbf.g_00969	Praq.g_01379
OG0000303	Prbf.g_00975	Praq.g_01386
OG0000304	Prbf.g_01915	Praq.g_01390
OG0000305	Prbf.g_00875	Praq.g_00167
OG0000306	Prbf.g_01181	Praq.g_00170
OG0000307	Prbf.g_00104	Praq.g_00186
OG0000308	Prbf.g_00105	Praq.g_00187
OG0000309	Prbf.g_00109	Praq.g_00191
OG0000310	Prbf.g_00143	Praq.g_00279
OG0000311	Prbf.g_00145	Praq.g_00281
OG0000312	Prbf.g_00148	Praq.g_00284
OG0000313	Prbf.g_00161	Praq.g_00298
OG0000314	Prbf.g_00184	Praq.g_00321
OG0000315	Prbf.g_00194	Praq.g_00331
OG0000316	Prbf.g_00219	Praq.g_00351
OG0000317	Prbf.g_00696	Praq.g_01954, Praq.g_00499
OG0000318	Prbf.g_00692	Praq.g_00496
OG0000319	Prbf.g_00679	Praq.g_00483
OG0000320	Prbf.g_00677	Praq.g_00481
OG0000321	Prbf.g_00676	Praq.g_00480
OG0000322	Prbf.g_00675	Praq.g_00479
OG0000323	Prbf.g_00666	Praq.g_00470
OG0000324	Prbf.g_00639	Praq.g_00444
OG0000325	Prbf.g_00628	Praq.g_00950
OG0000326	Prbf.g_00621	Praq.g_00944
OG0000327	Prbf.g_00600	Praq.g_00920
OG0000328	Prbf.g_00599	Praq.g_00919
OG0000329	Prbf.g_00582	Praq.g_00902
OG0000330	Prbf.g_00581	Praq.g_00901
OG0000331	Prbf.g_00580	Praq.g_00900
OG0000332	Prbf.g_00566	Praq.g_00886
OG0000333	Prbf.g_00564	Praq.g_00884
OG0000334	Prbf.g_00555	Praq.g_00876
OG0000335	Prbf.g_00550	Praq.g_00872
OG0000336	Prbf.g_00546	Praq.g_00868
OG0000337	Prbf.g_00528	Praq.g_00735
OG0000338	Prbf.g_00527	Praq.g_00736
OG0000339	Prbf.g_00521	Praq.g_00740
OG0000340	Prbf.g_00512	Praq.g_00748
OG0000341	Prbf.g_00510	Praq.g_00750
OG0000342	Prbf.g_00509	Praq.g_00751
OG0000343	Prbf.g_00508	Praq.g_00752
OG0000344	Prbf.g_00505	Praq.g_00755
OG0000345	Prbf.g_00499	Praq.g_00760
OG0000346	Prbf.g_00495	Praq.g_00764
OG0000347	Prbf.g_00477	Praq.g_00683
OG0000348	Prbf.g_00469	Praq.g_00692
OG0000349	Prbf.g_00452	Praq.g_00709
OG0000350	Prbf.g_00351	Praq.g_00392
OG0000351	Prbf.g_00412	Praq.g_00409
OG0000352	Prbf.g_00411	Praq.g_00410
OG0000353	Prbf.g_00394	Praq.g_00425
OG0000355	Prbf.g_00392	Praq.g_00427
OG0000356	Prbf.g_00391	Praq.g_00428
OG0000357	Prbf.g_00390	Praq.g_00429
OG0000358	Prbf.g_00386	Praq.g_00433
OG0000359	Prbf.g_00385	Praq.g_00434
OG0000360	Prbf.g_00384	Praq.g_00435
OG0000361	Prbf.g_00383	Praq.g_00436
OG0000362	Prbf.g_00381	Praq.g_00438
OG0000363	Prbf.g_01336	Praq.g_01217
OG0000364	Prbf.g_01337	Praq.g_01218
OG0000365	Prbf.g_01342	Praq.g_01223
OG0000366	Prbf.g_01343	Praq.g_01224
OG0000367	Prbf.g_01344	Praq.g_01225
OG0000368	Prbf.g_01346	Praq.g_01227
OG0000369	Prbf.g_01347	Praq.g_01228
OG0000370	Prbf.g_01348	Praq.g_01229
OG0000371	Prbf.g_01355	Praq.g_01235
OG0000372	Prbf.g_01358	Praq.g_01239
OG0000373	Prbf.g_01359	Praq.g_01240
OG0000374	Prbf.g_01360	Praq.g_01241
OG0000375	Prbf.g_01362	Praq.g_01255
OG0000376	Prbf.g_01364	Praq.g_01257
OG0000377	Prbf.g_01368	Praq.g_01261
OG0000378	Prbf.g_01372	Praq.g_01263
OG0000379	Prbf.g_01375	Praq.g_01266
OG0000380	Prbf.g_01392	Praq.g_01937
OG0000381	Prbf.g_01397	Praq.g_01933
OG0000382	Prbf.g_01407	Praq.g_01922
OG0000383	Prbf.g_01409	Praq.g_01920
OG0000384	Prbf.g_01410	Praq.g_01919
OG0000385	Prbf.g_01411	Praq.g_01918
OG0000386	Prbf.g_01412	Praq.g_01917
OG0000387	Prbf.g_01426	Praq.g_01904
OG0000388	Prbf.g_01430	Praq.g_01901
OG0000389	Prbf.g_01433	Praq.g_01897
OG0000390	Prbf.g_01443	Praq.g_01890
OG0000391	Prbf.g_01446	Praq.g_01887
OG0000392	Prbf.g_01450	Praq.g_01883
OG0000393	Prbf.g_01453	Praq.g_01881
OG0000394	Prbf.g_01454	Praq.g_01880
OG0000395	Prbf.g_01455	Praq.g_01879
OG0000396	Prbf.g_01457	Praq.g_01876
OG0000397	Prbf.g_01459	Praq.g_01874
OG0000398	Prbf.g_01462	Praq.g_01872
OG0000399	Prbf.g_01463	Praq.g_01871
OG0000400	Prbf.g_01464	Praq.g_01870
OG0000401	Prbf.g_01465	Praq.g_01869
OG0000402	Prbf.g_01055	Praq.g_01867
OG0000403	Prbf.g_01467	Praq.g_01866
OG0000404	Prbf.g_01468	Praq.g_01865
OG0000405	Prbf.g_01472	Praq.g_01861
OG0000406	Prbf.g_01480	Praq.g_01855
OG0000407	Prbf.g_01481	Praq.g_01854
OG0000408	Prbf.g_01483	Praq.g_01852
OG0000409	Prbf.g_01485	Praq.g_01850
OG0000410	Prbf.g_01486	Praq.g_01849
OG0000411	Prbf.g_01487	Praq.g_01848
OG0000412	Prbf.g_01488	Praq.g_01847
OG0000413	Prbf.g_01490	Praq.g_01846
OG0000414	Prbf.g_01491	Praq.g_00554, Praq.g_01845
OG0000415	Prbf.g_01492	Praq.g_01844
OG0000416	Prbf.g_01493	Praq.g_01843
OG0000417	Prbf.g_01494	Praq.g_01842
OG0000418	Prbf.g_01499	Praq.g_01837
OG0000419	Prbf.g_01501	Praq.g_01835
OG0000420	Prbf.g_01502	Praq.g_01834
OG0000421	Prbf.g_01507	Praq.g_01829
OG0000422	Prbf.g_01508	Praq.g_01828
OG0000423	Prbf.g_01509	Praq.g_01827
OG0000424	Prbf.g_01510	Praq.g_01826
OG0000425	Prbf.g_01511	Praq.g_01825
OG0000426	Prbf.g_01512	Praq.g_01824
OG0000427	Prbf.g_01513	Praq.g_01823
OG0000428	Prbf.g_01515	Praq.g_01821
OG0000429	Prbf.g_01516	Praq.g_01820
OG0000430	Prbf.g_01517	Praq.g_01819
OG0000431	Prbf.g_01519	Praq.g_01817
OG0000432	Prbf.g_01523	Praq.g_01814
OG0000433	Prbf.g_01524	Praq.g_01813
OG0000434	Prbf.g_01525	Praq.g_01812
OG0000435	Prbf.g_01526	Praq.g_01811
OG0000436	Prbf.g_01531	Praq.g_01806
OG0000437	Prbf.g_01532	Praq.g_01805
OG0000438	Prbf.g_01533	Praq.g_01804
OG0000439	Prbf.g_01535	Praq.g_01802
OG0000440	Prbf.g_01536	Praq.g_01801
OG0000441	Prbf.g_01539	Praq.g_01798
OG0000442	Prbf.g_01540	Praq.g_01797
OG0000443	Prbf.g_01541	Praq.g_01796
OG0000444	Prbf.g_01547	Praq.g_01791
OG0000445	Prbf.g_01548	Praq.g_01790
OG0000446	Prbf.g_01549	Praq.g_01789
OG0000447	Prbf.g_01550	Praq.g_01788
OG0000448	Prbf.g_01551	Praq.g_01787
OG0000449	Prbf.g_01552	Praq.g_01786
OG0000450	Prbf.g_01553	Praq.g_01785
OG0000451	Prbf.g_01554	Praq.g_01784
OG0000452	Prbf.g_01557	Praq.g_01781
OG0000453	Prbf.g_01558	Praq.g_01780
OG0000454	Prbf.g_01559	Praq.g_01779
OG0000455	Prbf.g_01560	Praq.g_01778
OG0000456	Prbf.g_01561	Praq.g_01777
OG0000457	Prbf.g_01563	Praq.g_01776
OG0000458	Prbf.g_01564	Praq.g_01775
OG0000459	Prbf.g_01565	Praq.g_01774
OG0000460	Prbf.g_01573	Praq.g_01767
OG0000461	Prbf.g_01581	Praq.g_01760
OG0000462	Prbf.g_01583	Praq.g_01758
OG0000463	Prbf.g_01584	Praq.g_01757
OG0000464	Prbf.g_01585	Praq.g_01756
OG0000465	Prbf.g_01586	Praq.g_01755
OG0000466	Prbf.g_01589	Praq.g_01752
OG0000467	Prbf.g_01590	Praq.g_01751
OG0000468	Prbf.g_01593	Praq.g_01750
OG0000469	Prbf.g_01601	Praq.g_01741
OG0000470	Prbf.g_01603	Praq.g_01739
OG0000471	Prbf.g_01604	Praq.g_01738
OG0000472	Prbf.g_01606	Praq.g_01737
OG0000473	Prbf.g_01608	Praq.g_01735
OG0000474	Prbf.g_01609	Praq.g_01734
OG0000475	Prbf.g_01610	Praq.g_01733
OG0000476	Prbf.g_01612	Praq.g_01732
OG0000477	Prbf.g_01615	Praq.g_01728
OG0000478	Prbf.g_01616	Praq.g_01727
OG0000479	Prbf.g_01617	Praq.g_01726
OG0000480	Prbf.g_01622	Praq.g_01721
OG0000481	Prbf.g_01625	Praq.g_01718
OG0000482	Prbf.g_01626	Praq.g_01717
OG0000483	Prbf.g_01629	Praq.g_01714
OG0000484	Prbf.g_01630	Praq.g_01713
OG0000485	Prbf.g_01632	Praq.g_01712
OG0000486	Prbf.g_01633	Praq.g_01711
OG0000487	Prbf.g_01636	Praq.g_01707
OG0000488	Prbf.g_01639	Praq.g_01704
OG0000489	Prbf.g_01644	Praq.g_01699
OG0000490	Prbf.g_01648	Praq.g_01694
OG0000491	Prbf.g_01649	Praq.g_01693
OG0000492	Prbf.g_01651	Praq.g_01691
OG0000493	Prbf.g_01652	Praq.g_01690
OG0000494	Prbf.g_01653	Praq.g_01689
OG0000495	Prbf.g_01654	Praq.g_01688
OG0000496	Prbf.g_01655	Praq.g_01687
OG0000497	Prbf.g_01656	Praq.g_01686
OG0000498	Prbf.g_01657	Praq.g_01685
OG0000499	Prbf.g_01658	Praq.g_01684
OG0000500	Prbf.g_01659	Praq.g_01683
OG0000501	Prbf.g_01660	Praq.g_01681
OG0000502	Prbf.g_01663	Praq.g_01678
OG0000503	Prbf.g_01678	Praq.g_01211
OG0000504	Prbf.g_01680	Praq.g_01210
OG0000505	Prbf.g_01681	Praq.g_01209
OG0000506	Prbf.g_01682	Praq.g_01207
OG0000507	Prbf.g_01685	Praq.g_01204
OG0000508	Prbf.g_01689	Praq.g_01200
OG0000509	Prbf.g_01691	Praq.g_01198
OG0000510	Prbf.g_01692	Praq.g_01197
OG0000511	Prbf.g_01693	Praq.g_01196
OG0000512	Prbf.g_01695	Praq.g_01194
OG0000513	Prbf.g_01704	Praq.g_01186
OG0000514	Prbf.g_01715	Praq.g_01126
OG0000515	Prbf.g_01716	Praq.g_01125
OG0000516	Prbf.g_01717	Praq.g_01124
OG0000517	Prbf.g_01719	Praq.g_01122
OG0000518	Prbf.g_01730	Praq.g_01111
OG0000519	Prbf.g_01731	Praq.g_01110
OG0000520	Prbf.g_01732	Praq.g_01109
OG0000521	Prbf.g_01740	Praq.g_00502
OG0000522	Prbf.g_01742	Praq.g_00504
OG0000523	Prbf.g_01743	Praq.g_00505
OG0000524	Prbf.g_01748	Praq.g_00511
OG0000525	Prbf.g_01752	Praq.g_00514
OG0000526	Prbf.g_01753	Praq.g_00515
OG0000527	Prbf.g_01756	Praq.g_00524
OG0000528	Prbf.g_01761	Praq.g_00529
OG0000529	Prbf.g_01764	Praq.g_00532
OG0000530	Prbf.g_01767	Praq.g_00535
OG0000531	Prbf.g_01768	Praq.g_00536
OG0000532	Prbf.g_01770	Praq.g_00538
OG0000533	Prbf.g_01771	Praq.g_00539
OG0000534	Prbf.g_01772	Praq.g_00540
OG0000535	Prbf.g_01773	Praq.g_00541
OG0000536	Prbf.g_01774	Praq.g_00542
OG0000537	Prbf.g_01775	Praq.g_00543
OG0000538	Prbf.g_01784	Praq.g_01102
OG0000539	Prbf.g_01785	Praq.g_01101
OG0000540	Prbf.g_01786	Praq.g_01100
OG0000541	Prbf.g_01787	Praq.g_01099
OG0000542	Prbf.g_01788	Praq.g_01097
OG0000543	Prbf.g_01790	Praq.g_01095
OG0000544	Prbf.g_01791	Praq.g_01094
OG0000545	Prbf.g_01793	Praq.g_01092
OG0000546	Prbf.g_01796	Praq.g_01089
OG0000547	Prbf.g_01798	Praq.g_01087
OG0000548	Prbf.g_01799	Praq.g_01086
OG0000549	Prbf.g_01801	Praq.g_01084
OG0000550	Prbf.g_01805	Praq.g_01079
OG0000551	Prbf.g_01808	Praq.g_01075
OG0000552	Prbf.g_01809	Praq.g_01074
OG0000553	Prbf.g_01810	Praq.g_01073
OG0000554	Prbf.g_01815	Praq.g_01068
OG0000555	Prbf.g_01823	Praq.g_01060
OG0000556	Prbf.g_01825	Praq.g_01058
OG0000557	Prbf.g_01826	Praq.g_01057
OG0000558	Prbf.g_01828	Praq.g_01055
OG0000559	Prbf.g_01832	Praq.g_01051
OG0000560	Prbf.g_01835	Praq.g_01048
