Orthogroup	Prbf	Praw
OG0000155	Prbf.g_01342	Praw.g_01408
OG0000156	Prbf.g_01343	Praw.g_01407
OG0000157	Prbf.g_01344	Praw.g_01406
OG0000158	Prbf.g_01346	Praw.g_01404
OG0000159	Prbf.g_01347	Praw.g_01403
OG0000160	Prbf.g_01348	Praw.g_01402
OG0000161	Prbf.g_01349	Praw.g_01401
OG0000162	Prbf.g_01350	Praw.g_01400
OG0000163	Prbf.g_01352	Praw.g_01399
OG0000164	Prbf.g_01355	Praw.g_01396
OG0000165	Prbf.g_01358	Praw.g_01393
OG0000166	Prbf.g_01359	Praw.g_01392
OG0000167	Prbf.g_01360	Praw.g_01391
OG0000168	Prbf.g_01362	Praw.g_01388
OG0000169	Prbf.g_01364	Praw.g_01386
OG0000170	Prbf.g_01366	Praw.g_01385
OG0000171	Prbf.g_01367	Praw.g_01384
OG0000172	Prbf.g_01368	Praw.g_01383
OG0000173	Prbf.g_01371	Praw.g_01382
OG0000174	Prbf.g_01372	Praw.g_01381
OG0000175	Prbf.g_01373	Praw.g_01380
OG0000176	Prbf.g_01375	Praw.g_01378
OG0000177	Prbf.g_01376	Praw.g_01377
OG0000178	Prbf.g_01378	Praw.g_01376
OG0000179	Prbf.g_01390	Praw.g_01370
OG0000180	Prbf.g_01391	Praw.g_01369
OG0000181	Prbf.g_01392	Praw.g_01368
OG0000182	Prbf.g_01396	Praw.g_01365
OG0000183	Prbf.g_01397	Praw.g_01364
OG0000184	Prbf.g_01400	Praw.g_01361
OG0000185	Prbf.g_01404	Praw.g_01357
OG0000186	Prbf.g_01405	Praw.g_01356
OG0000187	Prbf.g_00291	Praw.g_01355
OG0000188	Prbf.g_01406	Praw.g_01354
OG0000189	Prbf.g_01407	Praw.g_01353
OG0000190	Prbf.g_01408	Praw.g_01352
OG0000191	Prbf.g_01409	Praw.g_01351
OG0000192	Prbf.g_01410	Praw.g_01350
OG0000193	Prbf.g_01411	Praw.g_01349
OG0000194	Prbf.g_01412	Praw.g_01348
OG0000195	Prbf.g_01414	Praw.g_01346
OG0000196	Prbf.g_01415	Praw.g_01345
OG0000197	Prbf.g_01416	Praw.g_01344
OG0000198	Prbf.g_01417	Praw.g_01343
OG0000199	Prbf.g_01420	Praw.g_01341
OG0000200	Prbf.g_01421	Praw.g_01340
OG0000201	Prbf.g_01422	Praw.g_01339
OG0000202	Prbf.g_01424	Praw.g_01338
OG0000203	Prbf.g_01425	Praw.g_01337
OG0000204	Prbf.g_01426	Praw.g_01336
OG0000205	Prbf.g_01428	Praw.g_01335
OG0000206	Prbf.g_01429	Praw.g_01334
OG0000207	Prbf.g_01430	Praw.g_01333
OG0000208	Prbf.g_01431	Praw.g_01332
OG0000209	Prbf.g_01432	Praw.g_01331
OG0000210	Prbf.g_01433	Praw.g_01329
OG0000211	Prbf.g_01435	Praw.g_01328
OG0000212	Prbf.g_01436	Praw.g_01327
OG0000213	Prbf.g_01437	Praw.g_01326
OG0000214	Prbf.g_01441	Praw.g_01324
OG0000215	Prbf.g_01442	Praw.g_01323
OG0000216	Prbf.g_01444	Praw.g_01321
OG0000217	Prbf.g_01445	Praw.g_01320
OG0000218	Prbf.g_01446	Praw.g_01319
OG0000219	Prbf.g_01447	Praw.g_01318
OG0000220	Prbf.g_01450	Praw.g_01315
OG0000221	Prbf.g_01453	Praw.g_01313
OG0000222	Prbf.g_01454	Praw.g_01312
OG0000223	Prbf.g_01455	Praw.g_01311
OG0000224	Prbf.g_01457	Praw.g_01308
OG0000225	Prbf.g_01459	Praw.g_01306
OG0000226	Prbf.g_01461	Praw.g_01305
OG0000227	Prbf.g_01462	Praw.g_01304
OG0000228	Prbf.g_01463	Praw.g_01303
OG0000229	Prbf.g_01464	Praw.g_01302
OG0000230	Prbf.g_01465	Praw.g_01301
OG0000231	Prbf.g_01055	Praw.g_01299
OG0000232	Prbf.g_01467	Praw.g_01298
OG0000233	Prbf.g_01470	Praw.g_01295
OG0000234	Prbf.g_01472	Praw.g_01293
OG0000235	Prbf.g_01478	Praw.g_01290
OG0000236	Prbf.g_01479	Praw.g_01289
OG0000237	Prbf.g_01480	Praw.g_01288
OG0000238	Prbf.g_01481	Praw.g_01287
OG0000239	Prbf.g_01482	Praw.g_01286
OG0000240	Prbf.g_01484	Praw.g_01284
OG0000241	Prbf.g_01485	Praw.g_01283
OG0000242	Prbf.g_01486	Praw.g_01282
OG0000243	Prbf.g_01487	Praw.g_01281
OG0000244	Prbf.g_01488	Praw.g_01280
OG0000245	Prbf.g_01490	Praw.g_01279
OG0000246	Prbf.g_01492	Praw.g_01277
OG0000247	Prbf.g_01493	Praw.g_01276
OG0000248	Prbf.g_01494	Praw.g_01275
OG0000249	Prbf.g_01495	Praw.g_01274
OG0000250	Prbf.g_01496	Praw.g_01273
OG0000251	Prbf.g_01497	Praw.g_01272
OG0000252	Prbf.g_01498	Praw.g_01271
OG0000253	Prbf.g_01499	Praw.g_01270
OG0000254	Prbf.g_01501	Praw.g_01268
OG0000255	Prbf.g_01502	Praw.g_01267
OG0000256	Prbf.g_01505	Praw.g_01264
OG0000257	Prbf.g_01507	Praw.g_01262
OG0000258	Prbf.g_01508	Praw.g_01261
OG0000259	Prbf.g_01509	Praw.g_01260
OG0000260	Prbf.g_01510	Praw.g_01259
OG0000261	Prbf.g_01511	Praw.g_01258
OG0000262	Prbf.g_01512	Praw.g_01257
OG0000263	Prbf.g_01513	Praw.g_01256
OG0000264	Prbf.g_01515	Praw.g_01254
OG0000265	Prbf.g_01516	Praw.g_01253
OG0000266	Prbf.g_01517	Praw.g_01252
OG0000267	Prbf.g_01519	Praw.g_01250
OG0000268	Prbf.g_01521	Praw.g_01249
OG0000269	Prbf.g_01522	Praw.g_01248
OG0000270	Prbf.g_01523	Praw.g_01247
OG0000271	Prbf.g_01524	Praw.g_01246
OG0000272	Prbf.g_01525	Praw.g_01245
OG0000273	Prbf.g_01526	Praw.g_01244
OG0000274	Prbf.g_01527	Praw.g_01243
OG0000275	Prbf.g_01528	Praw.g_01242
OG0000276	Prbf.g_01529	Praw.g_01241
OG0000277	Prbf.g_01530	Praw.g_01240
OG0000278	Prbf.g_01531	Praw.g_01239
OG0000279	Prbf.g_01532	Praw.g_01238
OG0000280	Prbf.g_01533	Praw.g_01237
OG0000281	Prbf.g_01535	Praw.g_01235
OG0000282	Prbf.g_01536	Praw.g_01234
OG0000283	Prbf.g_01539	Praw.g_01231
OG0000284	Prbf.g_01540	Praw.g_01230
OG0000285	Prbf.g_01541	Praw.g_01229
OG0000286	Prbf.g_01543	Praw.g_01227
OG0000287	Prbf.g_01545	Praw.g_01226
OG0000288	Prbf.g_01546	Praw.g_01225
OG0000289	Prbf.g_01547	Praw.g_01224
OG0000290	Prbf.g_01548	Praw.g_01223
OG0000291	Prbf.g_01549	Praw.g_01222
OG0000292	Prbf.g_01550	Praw.g_01221
OG0000293	Prbf.g_01551	Praw.g_01220
OG0000294	Prbf.g_01552	Praw.g_01219
OG0000295	Prbf.g_01553	Praw.g_01218
OG0000296	Prbf.g_01554	Praw.g_01217
OG0000297	Prbf.g_01555	Praw.g_01216
OG0000298	Prbf.g_01556	Praw.g_01215
OG0000299	Prbf.g_01557	Praw.g_01214
OG0000300	Prbf.g_01558	Praw.g_01213
OG0000301	Prbf.g_01559	Praw.g_01212
OG0000302	Prbf.g_01560	Praw.g_01211
OG0000303	Prbf.g_01561	Praw.g_01210
OG0000304	Prbf.g_01563	Praw.g_01209
OG0000305	Prbf.g_01564	Praw.g_01208
OG0000306	Prbf.g_01565	Praw.g_01207
OG0000307	Prbf.g_01567	Praw.g_01206
OG0000308	Prbf.g_01568	Praw.g_01205
OG0000309	Prbf.g_01569	Praw.g_01204
OG0000310	Prbf.g_01570	Praw.g_01203
OG0000311	Prbf.g_01571	Praw.g_01202
OG0000312	Prbf.g_01573	Praw.g_01200
OG0000313	Prbf.g_01574	Praw.g_01199
OG0000314	Prbf.g_01578	Praw.g_01196
OG0000315	Prbf.g_01579	Praw.g_01195
OG0000316	Prbf.g_01581	Praw.g_00891
OG0000317	Prbf.g_01583	Praw.g_00889
OG0000318	Prbf.g_01584	Praw.g_00888
OG0000319	Prbf.g_01585	Praw.g_00887
OG0000320	Prbf.g_01586	Praw.g_00886
OG0000321	Prbf.g_01589	Praw.g_00883
OG0000322	Prbf.g_01593	Praw.g_00880
OG0000323	Prbf.g_01594	Praw.g_00879
OG0000324	Prbf.g_01597	Praw.g_00876
OG0000325	Prbf.g_01598	Praw.g_00875
OG0000326	Prbf.g_01599	Praw.g_00874
OG0000327	Prbf.g_01601	Praw.g_00872
OG0000328	Prbf.g_01602	Praw.g_00871
OG0000329	Prbf.g_01603	Praw.g_00870
OG0000330	Prbf.g_01604	Praw.g_00869
OG0000331	Prbf.g_01606	Praw.g_00868
OG0000332	Prbf.g_01607	Praw.g_00867
OG0000333	Prbf.g_01608	Praw.g_00866
OG0000334	Prbf.g_01609	Praw.g_00865
OG0000335	Prbf.g_01610	Praw.g_00864
OG0000336	Prbf.g_01612	Praw.g_00863
OG0000337	Prbf.g_01615	Praw.g_00859
OG0000338	Prbf.g_01616	Praw.g_00858
OG0000339	Prbf.g_01617	Praw.g_00857
OG0000340	Prbf.g_01618	Praw.g_00856
OG0000341	Prbf.g_01622	Praw.g_00852
OG0000342	Prbf.g_01623	Praw.g_00851
OG0000343	Prbf.g_01626	Praw.g_00849
OG0000344	Prbf.g_01627	Praw.g_00848
OG0000345	Prbf.g_01628	Praw.g_00847
OG0000346	Prbf.g_01629	Praw.g_00846
OG0000347	Prbf.g_01630	Praw.g_00845
OG0000348	Prbf.g_01632	Praw.g_00844
OG0000349	Prbf.g_01633	Praw.g_00843
OG0000350	Prbf.g_01634	Praw.g_00842
OG0000351	Prbf.g_01636	Praw.g_00839
OG0000352	Prbf.g_01639	Praw.g_00836
OG0000353	Prbf.g_01640	Praw.g_00835
OG0000354	Prbf.g_01641	Praw.g_00834
OG0000355	Prbf.g_01642	Praw.g_00833
OG0000356	Prbf.g_01643	Praw.g_00832
OG0000357	Prbf.g_01644	Praw.g_00831
OG0000358	Prbf.g_01645	Praw.g_00830
OG0000359	Prbf.g_01646	Praw.g_00829
OG0000360	Prbf.g_01648	Praw.g_00826
OG0000361	Prbf.g_01649	Praw.g_00825
OG0000362	Prbf.g_01650	Praw.g_00824
OG0000363	Prbf.g_01651	Praw.g_00823
OG0000364	Prbf.g_01652	Praw.g_00822
OG0000365	Prbf.g_01653	Praw.g_00821
OG0000366	Prbf.g_01654	Praw.g_00820
OG0000367	Prbf.g_01655	Praw.g_00819
OG0000368	Prbf.g_01656	Praw.g_00818
OG0000369	Prbf.g_01657	Praw.g_00817
OG0000370	Prbf.g_01658	Praw.g_00816
OG0000371	Prbf.g_01659	Praw.g_00815
OG0000372	Prbf.g_01660	Praw.g_00813
OG0000373	Prbf.g_01662	Praw.g_00811
OG0000374	Prbf.g_01663	Praw.g_00810
OG0000375	Prbf.g_01664	Praw.g_00809
OG0000376	Prbf.g_01665	Praw.g_00807
OG0000377	Prbf.g_01671	Praw.g_00806
OG0000378	Prbf.g_01672	Praw.g_00805
OG0000379	Prbf.g_01678	Praw.g_00796
OG0000380	Prbf.g_01680	Praw.g_00795
OG0000381	Prbf.g_01681	Praw.g_00794
OG0000382	Prbf.g_01682	Praw.g_00792
OG0000383	Prbf.g_01685	Praw.g_00790
OG0000384	Prbf.g_01686	Praw.g_00789
OG0000385	Prbf.g_01689	Praw.g_00787
OG0000386	Prbf.g_01690	Praw.g_00786
OG0000387	Prbf.g_01691	Praw.g_00785
OG0000388	Prbf.g_01692	Praw.g_00784
OG0000389	Prbf.g_01693	Praw.g_00783
OG0000390	Prbf.g_01694	Praw.g_00782
OG0000391	Prbf.g_01695	Praw.g_00781
OG0000392	Prbf.g_01696	Praw.g_00780
OG0000393	Prbf.g_01700	Praw.g_00777
OG0000394	Prbf.g_01701	Praw.g_00776
OG0000395	Prbf.g_01704	Praw.g_00774
OG0000396	Prbf.g_01190	Praw.g_00773
OG0000397	Prbf.g_00874	Praw.g_00761
OG0000398	Prbf.g_00741	Praw.g_00754
OG0000399	Prbf.g_00879	Praw.g_00753
OG0000400	Prbf.g_00629	Praw.g_00748
OG0000401	Prbf.g_01715	Praw.g_00716
OG0000402	Prbf.g_01716	Praw.g_00715
OG0000403	Prbf.g_01717	Praw.g_00714
OG0000404	Prbf.g_01719	Praw.g_00712
OG0000405	Prbf.g_01720	Praw.g_00711
OG0000406	Prbf.g_01722	Praw.g_00709
OG0000407	Prbf.g_01723	Praw.g_00708
OG0000408	Prbf.g_01724	Praw.g_00707
OG0000409	Prbf.g_01725	Praw.g_00706
OG0000410	Prbf.g_01726	Praw.g_00705
OG0000411	Prbf.g_01727	Praw.g_00704
OG0000412	Prbf.g_01728	Praw.g_00703
OG0000413	Prbf.g_01729	Praw.g_00702
OG0000414	Prbf.g_01730	Praw.g_00701
OG0000415	Prbf.g_01731	Praw.g_00700
OG0000416	Prbf.g_01732	Praw.g_00699
OG0000417	Prbf.g_01733	Praw.g_00698
OG0000418	Prbf.g_01734	Praw.g_00697
OG0000419	Prbf.g_01735	Praw.g_00696
OG0000420	Prbf.g_01736	Praw.g_00695
OG0000421	Prbf.g_01740	Praw.g_00694
OG0000422	Prbf.g_01742	Praw.g_00692
OG0000423	Prbf.g_01743	Praw.g_00691
OG0000424	Prbf.g_01744	Praw.g_00689
OG0000425	Prbf.g_01748	Praw.g_00686
OG0000426	Prbf.g_01749	Praw.g_00685
OG0000427	Prbf.g_01750	Praw.g_00684
OG0000428	Prbf.g_01752	Praw.g_00683
OG0000429	Prbf.g_01753	Praw.g_00682
OG0000430	Prbf.g_01754	Praw.g_00676
OG0000431	Prbf.g_01756	Praw.g_00674
OG0000432	Prbf.g_01757	Praw.g_00673
OG0000433	Prbf.g_01760	Praw.g_00670
OG0000434	Prbf.g_01761	Praw.g_00669
OG0000435	Prbf.g_01762	Praw.g_00668
OG0000436	Prbf.g_01764	Praw.g_00666
OG0000437	Prbf.g_01766	Praw.g_00665
OG0000438	Prbf.g_01767	Praw.g_00664
OG0000439	Prbf.g_01768	Praw.g_00663
OG0000440	Prbf.g_01770	Praw.g_00661
OG0000441	Prbf.g_01771	Praw.g_00660
OG0000442	Prbf.g_01772	Praw.g_00659
OG0000443	Prbf.g_01773	Praw.g_00658
OG0000444	Prbf.g_01774	Praw.g_00657
OG0000445	Prbf.g_01775	Praw.g_00656
OG0000446	Prbf.g_01776	Praw.g_00655
OG0000447	Prbf.g_01777	Praw.g_00654
OG0000448	Prbf.g_01778	Praw.g_00653
OG0000449	Prbf.g_01784	Praw.g_00648
OG0000450	Prbf.g_01785	Praw.g_00647
OG0000451	Prbf.g_01786	Praw.g_00646
OG0000452	Prbf.g_01787	Praw.g_00645
OG0000453	Prbf.g_01788	Praw.g_00643
OG0000454	Prbf.g_01789	Praw.g_00642
OG0000455	Prbf.g_01790	Praw.g_00641
OG0000456	Prbf.g_01791	Praw.g_00640
OG0000457	Prbf.g_01793	Praw.g_00638
OG0000458	Prbf.g_01795	Praw.g_00636
OG0000459	Prbf.g_01796	Praw.g_00635
OG0000460	Prbf.g_01798	Praw.g_00633
OG0000461	Prbf.g_01799	Praw.g_00632
OG0000462	Prbf.g_01800	Praw.g_00631
OG0000463	Prbf.g_01801	Praw.g_00630
OG0000464	Prbf.g_01805	Praw.g_00625
OG0000465	Prbf.g_01806	Praw.g_00623
OG0000466	Prbf.g_01807	Praw.g_00622
OG0000467	Prbf.g_01808	Praw.g_00621
OG0000468	Prbf.g_01809	Praw.g_00620
OG0000469	Prbf.g_01810	Praw.g_00619
OG0000470	Prbf.g_01811	Praw.g_00618
OG0000471	Prbf.g_01812	Praw.g_00617
OG0000472	Prbf.g_01815	Praw.g_00614
OG0000473	Prbf.g_01816	Praw.g_00613
OG0000474	Prbf.g_01817	Praw.g_00612
OG0000475	Prbf.g_01818	Praw.g_00611
OG0000476	Prbf.g_01819	Praw.g_00610
OG0000477	Prbf.g_01821	Praw.g_00608
OG0000478	Prbf.g_01822	Praw.g_00607
OG0000479	Prbf.g_01823	Praw.g_00606
OG0000480	Prbf.g_01825	Praw.g_00604
OG0000481	Prbf.g_01826	Praw.g_00603
OG0000482	Prbf.g_01827	Praw.g_00602
OG0000483	Prbf.g_01828	Praw.g_00601
OG0000484	Prbf.g_01829	Praw.g_00600
OG0000485	Prbf.g_01830	Praw.g_00599
OG0000486	Prbf.g_01831	Praw.g_00598
OG0000487	Prbf.g_01832	Praw.g_00597
OG0000488	Prbf.g_01834	Praw.g_00595
OG0000489	Prbf.g_01835	Praw.g_00594
OG0000490	Prbf.g_01836	Praw.g_00593
OG0000491	Prbf.g_01837	Praw.g_00592
OG0000492	Prbf.g_01838	Praw.g_00591
OG0000493	Prbf.g_01839	Praw.g_00590
OG0000494	Prbf.g_01840	Praw.g_00588
OG0000495	Prbf.g_01841	Praw.g_00587
OG0000496	Prbf.g_01843	Praw.g_00586
OG0000497	Prbf.g_01845	Praw.g_00585
OG0000498	Prbf.g_01846	Praw.g_00584
OG0000499	Prbf.g_01848	Praw.g_00582
OG0000500	Prbf.g_01849	Praw.g_00581
OG0000501	Prbf.g_01851	Praw.g_00579
OG0000502	Prbf.g_01852	Praw.g_00578
OG0000503	Prbf.g_01853	Praw.g_00577
OG0000504	Prbf.g_01854	Praw.g_00576
OG0000505	Prbf.g_01855	Praw.g_00575
OG0000506	Prbf.g_01856	Praw.g_01922
OG0000507	Prbf.g_01857	Praw.g_01923
OG0000508	Prbf.g_01859	Praw.g_01925
OG0000509	Prbf.g_01860	Praw.g_01926
OG0000510	Prbf.g_01861	Praw.g_01927
OG0000511	Prbf.g_01862	Praw.g_01928
OG0000512	Prbf.g_01863	Praw.g_01929
OG0000513	Prbf.g_01864	Praw.g_01930
OG0000514	Prbf.g_01865	Praw.g_01931
OG0000515	Prbf.g_01868	Praw.g_01933
OG0000516	Prbf.g_01869	Praw.g_01934
OG0000517	Prbf.g_01870	Praw.g_01935
OG0000518	Prbf.g_01873	Praw.g_01937
OG0000519	Prbf.g_01874	Praw.g_01938
OG0000520	Prbf.g_01875	Praw.g_01939
OG0000521	Prbf.g_01876	Praw.g_01940
OG0000522	Prbf.g_01877	Praw.g_01941
OG0000523	Prbf.g_01878	Praw.g_01942
OG0000524	Prbf.g_01879	Praw.g_01943
OG0000525	Prbf.g_01881	Praw.g_01945
OG0000526	Prbf.g_01882	Praw.g_01946
OG0000527	Prbf.g_01883	Praw.g_01947
OG0000528	Prbf.g_01884	Praw.g_01948
OG0000529	Prbf.g_01885	Praw.g_01949
OG0000530	Prbf.g_01886	Praw.g_00140
OG0000531	Prbf.g_01888	Praw.g_00141
OG0000532	Prbf.g_01889	Praw.g_00142
OG0000533	Prbf.g_01890	Praw.g_00143
OG0000534	Prbf.g_01891	Praw.g_00144
OG0000535	Prbf.g_01892	Praw.g_00145
OG0000536	Prbf.g_01893	Praw.g_00146
OG0000537	Prbf.g_01894	Praw.g_00147
OG0000538	Prbf.g_01895	Praw.g_00148
OG0000539	Prbf.g_01896	Praw.g_00149
OG0000540	Prbf.g_01897	Praw.g_00150
OG0000541	Prbf.g_01898	Praw.g_00151
OG0000542	Prbf.g_01899	Praw.g_00152
OG0000543	Prbf.g_01900	Praw.g_00153
OG0000544	Prbf.g_01901	Praw.g_00154
OG0000545	Prbf.g_01903	Praw.g_00157
OG0000546	Prbf.g_01904	Praw.g_00158
OG0000547	Prbf.g_01906	Praw.g_00160
OG0000548	Prbf.g_01908	Praw.g_00161
OG0000549	Prbf.g_01909	Praw.g_00162
OG0000550	Prbf.g_01910	Praw.g_00163
OG0000551	Prbf.g_01912	Praw.g_00164
OG0000552	Prbf.g_01913	Praw.g_00165
OG0000553	Prbf.g_00977	Praw.g_00166
OG0000554	Prbf.g_00978	Praw.g_00167
OG0000555	Prbf.g_00979	Praw.g_00168
OG0000556	Prbf.g_00980	Praw.g_00169
OG0000557	Prbf.g_00981	Praw.g_01888
OG0000558	Prbf.g_00982	Praw.g_01887
OG0000559	Prbf.g_00983	Praw.g_01886
OG0000560	Prbf.g_00985	Praw.g_01884
OG0000561	Prbf.g_00986	Praw.g_01883
OG0000562	Prbf.g_00988	Praw.g_01882
