Orthogroup	Prbf	Prbh
OG0000169	Prbf.g_01364	Prbh.g_00741
OG0000170	Prbf.g_01366	Prbh.g_00739
OG0000171	Prbf.g_01367	Prbh.g_00738
OG0000172	Prbf.g_01368	Prbh.g_00737
OG0000173	Prbf.g_01371	Prbh.g_00734
OG0000174	Prbf.g_01372	Prbh.g_00733
OG0000175	Prbf.g_01373	Prbh.g_00732
OG0000176	Prbf.g_01375	Prbh.g_00730
OG0000177	Prbf.g_01376	Prbh.g_00729
OG0000178	Prbf.g_01378	Prbh.g_00728
OG0000179	Prbf.g_01390	Prbh.g_00719
OG0000180	Prbf.g_01391	Prbh.g_00718
OG0000181	Prbf.g_01392	Prbh.g_00717
OG0000182	Prbf.g_01396	Prbh.g_00713
OG0000183	Prbf.g_01397	Prbh.g_00712
OG0000184	Prbf.g_01400	Prbh.g_00709
OG0000185	Prbf.g_01404	Prbh.g_00705
OG0000186	Prbf.g_01405	Prbh.g_00704
OG0000187	Prbf.g_00291	Prbh.g_01878
OG0000188	Prbf.g_01406	Prbh.g_00703
OG0000189	Prbf.g_01407	Prbh.g_00702
OG0000190	Prbf.g_01408	Prbh.g_00701
OG0000191	Prbf.g_01409	Prbh.g_00700
OG0000192	Prbf.g_01410	Prbh.g_00699
OG0000193	Prbf.g_01411	Prbh.g_00698
OG0000194	Prbf.g_01412	Prbh.g_00697
OG0000195	Prbf.g_01414	Prbh.g_00695
OG0000196	Prbf.g_01415	Prbh.g_00694
OG0000197	Prbf.g_01416	Prbh.g_00693
OG0000198	Prbf.g_01417	Prbh.g_00692
OG0000199	Prbf.g_01420	Prbh.g_00689
OG0000200	Prbf.g_01421	Prbh.g_00688
OG0000201	Prbf.g_01422	Prbh.g_00687
OG0000202	Prbf.g_01424	Prbh.g_00686
OG0000203	Prbf.g_01425	Prbh.g_00685
OG0000204	Prbf.g_01426	Prbh.g_00684
OG0000205	Prbf.g_01428	Prbh.g_00682
OG0000206	Prbf.g_01429	Prbh.g_00681
OG0000207	Prbf.g_01430	Prbh.g_00680
OG0000208	Prbf.g_01431	Prbh.g_00679
OG0000209	Prbf.g_01432	Prbh.g_00678
OG0000210	Prbf.g_01433	Prbh.g_00677
OG0000211	Prbf.g_01435	Prbh.g_00676
OG0000212	Prbf.g_01436	Prbh.g_00675
OG0000213	Prbf.g_01437	Prbh.g_00674
OG0000214	Prbf.g_01441	Prbh.g_00670
OG0000215	Prbf.g_01442	Prbh.g_00669
OG0000216	Prbf.g_01444	Prbh.g_00667
OG0000217	Prbf.g_01445	Prbh.g_00666
OG0000218	Prbf.g_01446	Prbh.g_00665
OG0000219	Prbf.g_01447	Prbh.g_00664
OG0000220	Prbf.g_01450	Prbh.g_00661
OG0000221	Prbf.g_01453	Prbh.g_00658
OG0000222	Prbf.g_01454	Prbh.g_00657
OG0000223	Prbf.g_01455	Prbh.g_00656
OG0000224	Prbf.g_01457	Prbh.g_00654
OG0000225	Prbf.g_01459	Prbh.g_00652
OG0000226	Prbf.g_01461	Prbh.g_00650
OG0000227	Prbf.g_01462	Prbh.g_00649
OG0000228	Prbf.g_01463	Prbh.g_00648
OG0000229	Prbf.g_01464	Prbh.g_00647
OG0000230	Prbf.g_01465	Prbh.g_00646
OG0000231	Prbf.g_01055	Prbh.g_01144
OG0000232	Prbf.g_01467	Prbh.g_00644
OG0000233	Prbf.g_01470	Prbh.g_00641
OG0000234	Prbf.g_01472	Prbh.g_00639
OG0000235	Prbf.g_01478	Prbh.g_00637
OG0000236	Prbf.g_01479	Prbh.g_00636
OG0000237	Prbf.g_01480	Prbh.g_00635
OG0000238	Prbf.g_01481	Prbh.g_00634
OG0000239	Prbf.g_01482	Prbh.g_00633
OG0000240	Prbf.g_01484	Prbh.g_00631
OG0000241	Prbf.g_01485	Prbh.g_00630
OG0000242	Prbf.g_01486	Prbh.g_00629
OG0000243	Prbf.g_01487	Prbh.g_00628
OG0000244	Prbf.g_01488	Prbh.g_00627
OG0000245	Prbf.g_01490	Prbh.g_00626
OG0000246	Prbf.g_01492	Prbh.g_00624
OG0000247	Prbf.g_01493	Prbh.g_00623
OG0000248	Prbf.g_01494	Prbh.g_00622
OG0000249	Prbf.g_01495	Prbh.g_00621
OG0000250	Prbf.g_01496	Prbh.g_00620
OG0000251	Prbf.g_01497	Prbh.g_00619
OG0000252	Prbf.g_01498	Prbh.g_00618
OG0000253	Prbf.g_01499	Prbh.g_00617
OG0000254	Prbf.g_01501	Prbh.g_00615
OG0000255	Prbf.g_01502	Prbh.g_00614
OG0000256	Prbf.g_01505	Prbh.g_00611
OG0000257	Prbf.g_01507	Prbh.g_00610
OG0000258	Prbf.g_01508	Prbh.g_00609
OG0000259	Prbf.g_01509	Prbh.g_00608
OG0000260	Prbf.g_01510	Prbh.g_00607
OG0000261	Prbf.g_01511	Prbh.g_00606
OG0000262	Prbf.g_01512	Prbh.g_00605
OG0000263	Prbf.g_01513	Prbh.g_00604
OG0000264	Prbf.g_01515	Prbh.g_00602
OG0000265	Prbf.g_01516	Prbh.g_00601
OG0000266	Prbf.g_01517	Prbh.g_00600
OG0000267	Prbf.g_01519	Prbh.g_00598
OG0000268	Prbf.g_01521	Prbh.g_00596
OG0000269	Prbf.g_01522	Prbh.g_00595
OG0000270	Prbf.g_01523	Prbh.g_00594
OG0000271	Prbf.g_01524	Prbh.g_00593
OG0000272	Prbf.g_01525	Prbh.g_00592
OG0000273	Prbf.g_01526	Prbh.g_00591
OG0000274	Prbf.g_01527	Prbh.g_00590
OG0000275	Prbf.g_01528	Prbh.g_00589
OG0000276	Prbf.g_01529	Prbh.g_00588
OG0000277	Prbf.g_01530	Prbh.g_00587
OG0000278	Prbf.g_01531	Prbh.g_00586
OG0000279	Prbf.g_01532	Prbh.g_00585
OG0000280	Prbf.g_01533	Prbh.g_00584
OG0000281	Prbf.g_01535	Prbh.g_00582
OG0000282	Prbf.g_01536	Prbh.g_00581
OG0000283	Prbf.g_01539	Prbh.g_00578
OG0000284	Prbf.g_01540	Prbh.g_00577
OG0000285	Prbf.g_01541	Prbh.g_00576
OG0000286	Prbf.g_01543	Prbh.g_00574
OG0000287	Prbf.g_01545	Prbh.g_00573
OG0000288	Prbf.g_01546	Prbh.g_00572
OG0000289	Prbf.g_01547	Prbh.g_00571
OG0000290	Prbf.g_01548	Prbh.g_00570
OG0000291	Prbf.g_01549	Prbh.g_00569
OG0000292	Prbf.g_01550	Prbh.g_00568
OG0000293	Prbf.g_01551	Prbh.g_00567
OG0000294	Prbf.g_01552	Prbh.g_00566
OG0000295	Prbf.g_01553	Prbh.g_00565
OG0000296	Prbf.g_01554	Prbh.g_00564
OG0000297	Prbf.g_01555	Prbh.g_00563
OG0000298	Prbf.g_01556	Prbh.g_00562
OG0000299	Prbf.g_01557	Prbh.g_00561
OG0000300	Prbf.g_01558	Prbh.g_00560
OG0000301	Prbf.g_01559	Prbh.g_00559
OG0000302	Prbf.g_01560	Prbh.g_00558
OG0000303	Prbf.g_01561	Prbh.g_00557
OG0000304	Prbf.g_01563	Prbh.g_00555
OG0000305	Prbf.g_01564	Prbh.g_00554
OG0000306	Prbf.g_01565	Prbh.g_00553
OG0000307	Prbf.g_01567	Prbh.g_00551
OG0000308	Prbf.g_01568	Prbh.g_00550
OG0000309	Prbf.g_01569	Prbh.g_00549
OG0000310	Prbf.g_01570	Prbh.g_00548
OG0000311	Prbf.g_01571	Prbh.g_00547
OG0000312	Prbf.g_01573	Prbh.g_00545
OG0000313	Prbf.g_01574	Prbh.g_00544
OG0000314	Prbf.g_01578	Prbh.g_00540
OG0000315	Prbf.g_01579	Prbh.g_00539
OG0000316	Prbf.g_01581	Prbh.g_00537
OG0000317	Prbf.g_01583	Prbh.g_00535
OG0000318	Prbf.g_01584	Prbh.g_00534
OG0000319	Prbf.g_01585	Prbh.g_00533
OG0000320	Prbf.g_01586	Prbh.g_00532
OG0000321	Prbf.g_01589	Prbh.g_00529
OG0000322	Prbf.g_01593	Prbh.g_00525
OG0000323	Prbf.g_01594	Prbh.g_00524
OG0000324	Prbf.g_01597	Prbh.g_00521
OG0000325	Prbf.g_01598	Prbh.g_00520
OG0000326	Prbf.g_01599	Prbh.g_00519
OG0000327	Prbf.g_01601	Prbh.g_00517
OG0000328	Prbf.g_01602	Prbh.g_00516
OG0000329	Prbf.g_01603	Prbh.g_00515
OG0000330	Prbf.g_01604	Prbh.g_00514
OG0000331	Prbf.g_01606	Prbh.g_00513
OG0000332	Prbf.g_01607	Prbh.g_00512
OG0000333	Prbf.g_01608	Prbh.g_00511
OG0000334	Prbf.g_01609	Prbh.g_00510
OG0000335	Prbf.g_01610	Prbh.g_00509
OG0000336	Prbf.g_01612	Prbh.g_00507
OG0000337	Prbf.g_01615	Prbh.g_00504
OG0000338	Prbf.g_01616	Prbh.g_00503
OG0000339	Prbf.g_01617	Prbh.g_00502
OG0000340	Prbf.g_01618	Prbh.g_00501
OG0000341	Prbf.g_01622	Prbh.g_00497
OG0000342	Prbf.g_01623	Prbh.g_00496
OG0000343	Prbf.g_01626	Prbh.g_00493
OG0000344	Prbf.g_01627	Prbh.g_00492
OG0000345	Prbf.g_01628	Prbh.g_00491
OG0000346	Prbf.g_01629	Prbh.g_00490
OG0000347	Prbf.g_01630	Prbh.g_00489
OG0000348	Prbf.g_01632	Prbh.g_00487
OG0000349	Prbf.g_01633	Prbh.g_00486
OG0000350	Prbf.g_01634	Prbh.g_00485
OG0000351	Prbf.g_01636	Prbh.g_00483
OG0000352	Prbf.g_01639	Prbh.g_00480
OG0000353	Prbf.g_01640	Prbh.g_00479
OG0000354	Prbf.g_01641	Prbh.g_00478
OG0000355	Prbf.g_01642	Prbh.g_00477
OG0000356	Prbf.g_01643	Prbh.g_00476
OG0000357	Prbf.g_01644	Prbh.g_00475
OG0000358	Prbf.g_01645	Prbh.g_00474
OG0000359	Prbf.g_01646	Prbh.g_00473
OG0000360	Prbf.g_01648	Prbh.g_00471
OG0000361	Prbf.g_01649	Prbh.g_00470
OG0000362	Prbf.g_01650	Prbh.g_00469
OG0000363	Prbf.g_01651	Prbh.g_00468
OG0000364	Prbf.g_01652	Prbh.g_00467
OG0000365	Prbf.g_01653	Prbh.g_00466
OG0000366	Prbf.g_01654	Prbh.g_00465
OG0000367	Prbf.g_01655	Prbh.g_00464
OG0000368	Prbf.g_01656	Prbh.g_00463
OG0000369	Prbf.g_01657	Prbh.g_00462
OG0000370	Prbf.g_01658	Prbh.g_00461
OG0000371	Prbf.g_01659	Prbh.g_00460
OG0000372	Prbf.g_01660	Prbh.g_00458
OG0000373	Prbf.g_01662	Prbh.g_00456
OG0000374	Prbf.g_01663	Prbh.g_00455
OG0000375	Prbf.g_01664	Prbh.g_00454
OG0000376	Prbf.g_01665	Prbh.g_00452
OG0000377	Prbf.g_01671	Prbh.g_00446
OG0000378	Prbf.g_01672	Prbh.g_00445
OG0000379	Prbf.g_01678	Prbh.g_00439
OG0000380	Prbf.g_01680	Prbh.g_00437
OG0000381	Prbf.g_01681	Prbh.g_00436
OG0000382	Prbf.g_01682	Prbh.g_00435
OG0000383	Prbf.g_01685	Prbh.g_00431
OG0000384	Prbf.g_01686	Prbh.g_00430
OG0000385	Prbf.g_01689	Prbh.g_00427
OG0000386	Prbf.g_01690	Prbh.g_00426
OG0000387	Prbf.g_01691	Prbh.g_00425
OG0000388	Prbf.g_01692	Prbh.g_00424
OG0000389	Prbf.g_01693	Prbh.g_00423
OG0000390	Prbf.g_01694	Prbh.g_00422
OG0000391	Prbf.g_01695	Prbh.g_00421
OG0000392	Prbf.g_01696	Prbh.g_00420
OG0000393	Prbf.g_01700	Prbh.g_00416
OG0000394	Prbf.g_01701	Prbh.g_00415
OG0000395	Prbf.g_01704	Prbh.g_00412
OG0000396	Prbf.g_01190	Prbh.g_01008
OG0000397	Prbf.g_00874	Prbh.g_01327
OG0000398	Prbf.g_00741	Prbh.g_01877
OG0000399	Prbf.g_00879	Prbh.g_01320
OG0000400	Prbf.g_00629	Prbh.g_01718
OG0000401	Prbf.g_01715	Prbh.g_00401
OG0000402	Prbf.g_01716	Prbh.g_00400
OG0000403	Prbf.g_01717	Prbh.g_00399
OG0000404	Prbf.g_01719	Prbh.g_00397
OG0000405	Prbf.g_01720	Prbh.g_00396
OG0000406	Prbf.g_01722	Prbh.g_00394
OG0000407	Prbf.g_01723	Prbh.g_00393
OG0000408	Prbf.g_01724	Prbh.g_00392
OG0000409	Prbf.g_01725	Prbh.g_00391
OG0000410	Prbf.g_01726	Prbh.g_00390
OG0000411	Prbf.g_01727	Prbh.g_00389
OG0000412	Prbf.g_01728	Prbh.g_00388
OG0000413	Prbf.g_01729	Prbh.g_00387
OG0000414	Prbf.g_01730	Prbh.g_00386
OG0000415	Prbf.g_01731	Prbh.g_00385
OG0000416	Prbf.g_01732	Prbh.g_00384
OG0000417	Prbf.g_01733	Prbh.g_00383
OG0000418	Prbf.g_01734	Prbh.g_00382
OG0000419	Prbf.g_01735	Prbh.g_00381
OG0000420	Prbf.g_01736	Prbh.g_00380
OG0000421	Prbf.g_01740	Prbh.g_00374
OG0000422	Prbf.g_01742	Prbh.g_00372
OG0000423	Prbf.g_01743	Prbh.g_00371
OG0000424	Prbf.g_01744	Prbh.g_00370
OG0000425	Prbf.g_01748	Prbh.g_00367
OG0000426	Prbf.g_01749	Prbh.g_00366
OG0000427	Prbf.g_01750	Prbh.g_00365
OG0000428	Prbf.g_01752	Prbh.g_00363
OG0000429	Prbf.g_01753	Prbh.g_00361
OG0000430	Prbf.g_01754	Prbh.g_00360
OG0000431	Prbf.g_01756	Prbh.g_00358
OG0000432	Prbf.g_01757	Prbh.g_00357
OG0000433	Prbf.g_01760	Prbh.g_00354
OG0000434	Prbf.g_01761	Prbh.g_00353
OG0000435	Prbf.g_01762	Prbh.g_00352
OG0000436	Prbf.g_01764	Prbh.g_00350
OG0000437	Prbf.g_01766	Prbh.g_00348
OG0000438	Prbf.g_01767	Prbh.g_00347
OG0000439	Prbf.g_01768	Prbh.g_00346
OG0000440	Prbf.g_01770	Prbh.g_00344
OG0000441	Prbf.g_01771	Prbh.g_00343
OG0000442	Prbf.g_01772	Prbh.g_00342
OG0000443	Prbf.g_01773	Prbh.g_00341
OG0000444	Prbf.g_01774	Prbh.g_00340
OG0000445	Prbf.g_01775	Prbh.g_00339
OG0000446	Prbf.g_01776	Prbh.g_00338
OG0000447	Prbf.g_01777	Prbh.g_00337
OG0000448	Prbf.g_01778	Prbh.g_00336
OG0000449	Prbf.g_01784	Prbh.g_00329
OG0000450	Prbf.g_01785	Prbh.g_00328
OG0000451	Prbf.g_01786	Prbh.g_00327
OG0000452	Prbf.g_01787	Prbh.g_00326
OG0000453	Prbf.g_01788	Prbh.g_00325
OG0000454	Prbf.g_01789	Prbh.g_00324
OG0000455	Prbf.g_01790	Prbh.g_00323
OG0000456	Prbf.g_01791	Prbh.g_00322
OG0000457	Prbf.g_01793	Prbh.g_00320
OG0000458	Prbf.g_01795	Prbh.g_00318
OG0000459	Prbf.g_01796	Prbh.g_00317
OG0000460	Prbf.g_01798	Prbh.g_00315
OG0000461	Prbf.g_01799	Prbh.g_00314
OG0000462	Prbf.g_01800	Prbh.g_00313
OG0000463	Prbf.g_01801	Prbh.g_00311
OG0000464	Prbf.g_01805	Prbh.g_00306
OG0000465	Prbf.g_01806	Prbh.g_00305
OG0000466	Prbf.g_01807	Prbh.g_00304
OG0000467	Prbf.g_01808	Prbh.g_00303
OG0000468	Prbf.g_01809	Prbh.g_00302
OG0000469	Prbf.g_01810	Prbh.g_00301
OG0000470	Prbf.g_01811	Prbh.g_00299
OG0000471	Prbf.g_01812	Prbh.g_00298
OG0000472	Prbf.g_01815	Prbh.g_00295
OG0000473	Prbf.g_01816	Prbh.g_00294
OG0000474	Prbf.g_01817	Prbh.g_00293
OG0000475	Prbf.g_01818	Prbh.g_00292
OG0000476	Prbf.g_01819	Prbh.g_00291
OG0000477	Prbf.g_01821	Prbh.g_00290
OG0000478	Prbf.g_01822	Prbh.g_00289
OG0000479	Prbf.g_01823	Prbh.g_00288
OG0000480	Prbf.g_01825	Prbh.g_00286
OG0000481	Prbf.g_01826	Prbh.g_00285
OG0000482	Prbf.g_01827	Prbh.g_00284
OG0000483	Prbf.g_01828	Prbh.g_00283
OG0000484	Prbf.g_01829	Prbh.g_00282
OG0000485	Prbf.g_01830	Prbh.g_00281
OG0000486	Prbf.g_01831	Prbh.g_00280
OG0000487	Prbf.g_01832	Prbh.g_00279
OG0000488	Prbf.g_01834	Prbh.g_00277
OG0000489	Prbf.g_01835	Prbh.g_00276
OG0000490	Prbf.g_01836	Prbh.g_00275
OG0000491	Prbf.g_01837	Prbh.g_00274
OG0000492	Prbf.g_01838	Prbh.g_00273
OG0000493	Prbf.g_01839	Prbh.g_00272
OG0000494	Prbf.g_01840	Prbh.g_00270
OG0000495	Prbf.g_01841	Prbh.g_00269
OG0000496	Prbf.g_01843	Prbh.g_00267
OG0000497	Prbf.g_01845	Prbh.g_00265
OG0000498	Prbf.g_01846	Prbh.g_00264
OG0000499	Prbf.g_01848	Prbh.g_00262
OG0000500	Prbf.g_01849	Prbh.g_00261
OG0000501	Prbf.g_01851	Prbh.g_00259
OG0000502	Prbf.g_01852	Prbh.g_00258
OG0000503	Prbf.g_01853	Prbh.g_00257
OG0000504	Prbf.g_01854	Prbh.g_00256
OG0000505	Prbf.g_01855	Prbh.g_00255
OG0000506	Prbf.g_01856	Prbh.g_00254
OG0000507	Prbf.g_01857	Prbh.g_00253
OG0000508	Prbf.g_01859	Prbh.g_00251
OG0000509	Prbf.g_01860	Prbh.g_00250
OG0000510	Prbf.g_01861	Prbh.g_00249
OG0000511	Prbf.g_01862	Prbh.g_00248
OG0000512	Prbf.g_01863	Prbh.g_00247
OG0000513	Prbf.g_01864	Prbh.g_00246
OG0000514	Prbf.g_01865	Prbh.g_00245
OG0000515	Prbf.g_01868	Prbh.g_00244
OG0000516	Prbf.g_01869	Prbh.g_00243
OG0000517	Prbf.g_01870	Prbh.g_00242
OG0000518	Prbf.g_01873	Prbh.g_00239
OG0000519	Prbf.g_01874	Prbh.g_00238
OG0000520	Prbf.g_01875	Prbh.g_00237
OG0000521	Prbf.g_01876	Prbh.g_00236
OG0000522	Prbf.g_01877	Prbh.g_00235
OG0000523	Prbf.g_01878	Prbh.g_00234
OG0000524	Prbf.g_01879	Prbh.g_00233
OG0000525	Prbf.g_01881	Prbh.g_00231
OG0000526	Prbf.g_01882	Prbh.g_00230
OG0000527	Prbf.g_01883	Prbh.g_00229
OG0000528	Prbf.g_01884	Prbh.g_00228
OG0000529	Prbf.g_01885	Prbh.g_00227
OG0000530	Prbf.g_01886	Prbh.g_00226
OG0000531	Prbf.g_01888	Prbh.g_00224
