Orthogroup	Praf	Prbm
OG0000031	Praf.g_02400, Praf.g_00101, Praf.g_00113	Prbm.g_01627, Prbm.g_00392, Prbm.g_00391, Prbm.g_00393
OG0000032	Praf.g_01851	Prbm.g_01747
OG0000033	Praf.g_02707, Praf.g_00098, Praf.g_00117, Praf.g_02457	Prbm.g_00228
OG0000034	Praf.g_00783	Prbm.g_01620
OG0000035	Praf.g_01794	Prbm.g_01710
OG0000037	Praf.g_00240	Prbm.g_00166
OG0000038	Praf.g_02660, Praf.g_02662	Prbm.g_02174
OG0000039	Praf.g_00406, Praf.g_02541	Prbm.g_00723
OG0000041	Praf.g_00426	Prbm.g_01886
OG0000042	Praf.g_00164, Praf.g_00920	Prbm.g_02102
OG0000044	Praf.g_00356, Praf.g_01078	Prbm.g_00478, Prbm.g_01281
OG0000045	Praf.g_00322	Prbm.g_01088
OG0000046	Praf.g_02072	Prbm.g_00383
OG0000047	Praf.g_01864	Prbm.g_00390
OG0000047	Praf.g_01898	Prbm.g_00428
OG0000048	Praf.g_02267	Prbm.g_00329
OG0000050	Praf.g_01105	Prbm.g_00118
OG0000051	Praf.g_01022	Prbm.g_01267
OG0000052	Praf.g_02366	Prbm.g_00114
OG0000053	Praf.g_01828	Prbm.g_01729
OG0000054	Praf.g_00763	Prbm.g_00637
OG0000055	Praf.g_01257	Prbm.g_00778, Prbm.g_01921
OG0000057	Praf.g_01125	Prbm.g_00735
OG0000058	Praf.g_02345	Prbm.g_00881
OG0000059	Praf.g_02172	Prbm.g_01973
OG0000060	Praf.g_00592	Prbm.g_01422
OG0000061	Praf.g_00854	Prbm.g_01549
OG0000062	Praf.g_00501	Prbm.g_01792
OG0000063	Praf.g_00041	Prbm.g_01947
OG0000065	Praf.g_00244	Prbm.g_00164
OG0000066	Praf.g_00672	Prbm.g_00572
OG0000067	Praf.g_01530	Prbm.g_00814
OG0000068	Praf.g_00585, Praf.g_00583	Prbm.g_01660
OG0000070	Praf.g_01962	Prbm.g_00460
OG0000071	Praf.g_00796	Prbm.g_00468, Prbm.g_01611
OG0000072	Praf.g_02469	Prbm.g_00230
OG0000073	Praf.g_00616	Prbm.g_00533
OG0000075	Praf.g_02384	Prbm.g_02069
OG0000076	Praf.g_00178	Prbm.g_02094
OG0000078	Praf.g_00391	Prbm.g_00300
OG0000079	Praf.g_02234, Praf.g_02218, Praf.g_02225	Prbm.g_00311
OG0000081	Praf.g_01131	Prbm.g_00564
OG0000082	Praf.g_00731	Prbm.g_01900
OG0000084	Praf.g_01790	Prbm.g_01706
OG0000085	Praf.g_00491	Prbm.g_01834
OG0000086	Praf.g_00297	Prbm.g_00145
OG0000087	Praf.g_02420	Prbm.g_00198
OG0000088	Praf.g_02454, Praf.g_01239	Prbm.g_00225
OG0000089	Praf.g_02015	Prbm.g_00423
OG0000090	Praf.g_00660	Prbm.g_00566
OG0000091	Praf.g_01700	Prbm.g_00673
OG0000093	Praf.g_01503	Prbm.g_00799
OG0000094	Praf.g_02685	Prbm.g_00888
OG0000095	Praf.g_01274	Prbm.g_01064
OG0000097	Praf.g_00905	Prbm.g_01502
OG0000098	Praf.g_01886	Prbm.g_01630
OG0000099	Praf.g_02342	Prbm.g_00394
OG0000100	Praf.g_00370, Praf.g_01561	Prbm.g_01787
OG0000101	Praf.g_02119	Prbm.g_02033
OG0000102	Praf.g_00173	Prbm.g_02099
OG0000103	Praf.g_02765	Prbm.g_02218
OG0000104	Praf.g_02779	Prbm.g_02229
OG0000105	Praf.g_02271	Prbm.g_00331
OG0000106	Praf.g_00496	Prbm.g_01172, Prbm.g_01237
OG0000107	Praf.g_02201	Prbm.g_01949
OG0000108	Praf.g_00595	Prbm.g_00506
OG0000109	Praf.g_00611	Prbm.g_00519
OG0000110	Praf.g_00718	Prbm.g_00607
OG0000111	Praf.g_01126	Prbm.g_00736
OG0000112	Praf.g_01400	Prbm.g_00980
OG0000113	Praf.g_01556	Prbm.g_00838, Prbm.g_01191
OG0000114	Praf.g_01461	Prbm.g_00929
OG0000115	Praf.g_01825	Prbm.g_01803
OG0000116	Praf.g_00825	Prbm.g_01560
OG0000117	Praf.g_00919	Prbm.g_01522
OG0000118	Praf.g_00779	Prbm.g_01622
OG0000119	Praf.g_01108, Praf.g_01143	Prbm.g_01653
OG0000120	Praf.g_02343	Prbm.g_00707
OG0000121	Praf.g_01796	Prbm.g_01712
OG0000122	Praf.g_00976	Prbm.g_01751
OG0000123	Praf.g_02108	Prbm.g_02040
OG0000124	Praf.g_00153	Prbm.g_02111
OG0000125	Praf.g_02664	Prbm.g_02176
OG0000126	Praf.g_02777	Prbm.g_02228
OG0000127	Praf.g_01187, Praf.g_00342, Praf.g_02627, Praf.g_01168	Prbm.g_01460
OG0000128	Praf.g_00012	Prbm.g_00011
OG0000129	Praf.g_02652	Prbm.g_00053
OG0000130	Praf.g_00321	Prbm.g_00126
OG0000131	Praf.g_02432	Prbm.g_00204
OG0000132	Praf.g_02452	Prbm.g_00223
OG0000133	Praf.g_02336	Prbm.g_00377
OG0000134	Praf.g_02012	Prbm.g_00425
OG0000135	Praf.g_02705, Praf.g_02715	Prbm.g_01389
OG0000136	Praf.g_01984	Prbm.g_00451
OG0000137	Praf.g_01907	Prbm.g_00500
OG0000138	Praf.g_00612	Prbm.g_00520
OG0000139	Praf.g_00666	Prbm.g_00570
OG0000140	Praf.g_00670	Prbm.g_00571
OG0000141	Praf.g_00764	Prbm.g_00638
OG0000142	Praf.g_01692	Prbm.g_00666
OG0000143	Praf.g_01696	Prbm.g_00670
OG0000144	Praf.g_01721	Prbm.g_00683
OG0000145	Praf.g_00617	Prbm.g_01094
OG0000146	Praf.g_01401	Prbm.g_00979
OG0000147	Praf.g_01402	Prbm.g_00978
OG0000148	Praf.g_01548	Prbm.g_00832
OG0000149	Praf.g_01604	Prbm.g_00862
OG0000150	Praf.g_01625	Prbm.g_00870
OG0000151	Praf.g_01478	Prbm.g_00940
OG0000152	Praf.g_01392	Prbm.g_00988
OG0000153	Praf.g_01362	Prbm.g_01006
OG0000154	Praf.g_01337	Prbm.g_01035
OG0000155	Praf.g_00886	Prbm.g_01527
OG0000156	Praf.g_00810	Prbm.g_01600
OG0000157	Praf.g_00809	Prbm.g_01601
OG0000158	Praf.g_02394	Prbm.g_02077
OG0000160	Praf.g_01795	Prbm.g_01711
OG0000161	Praf.g_01805	Prbm.g_01717
OG0000162	Praf.g_01817	Prbm.g_01723
OG0000163	Praf.g_00538	Prbm.g_01759
OG0000164	Praf.g_00453	Prbm.g_01863
OG0000165	Praf.g_00444	Prbm.g_01871
OG0000166	Praf.g_02157	Prbm.g_01996
OG0000167	Praf.g_02382, Praf.g_02378, Praf.g_02380	Prbm.g_02067
OG0000168	Praf.g_02395	Prbm.g_02078
OG0000169	Praf.g_00191	Prbm.g_02088
OG0000170	Praf.g_00183	Prbm.g_02090
OG0000171	Praf.g_00154	Prbm.g_02110
OG0000172	Praf.g_00087	Prbm.g_02146
OG0000173	Praf.g_00062	Prbm.g_02161
OG0000174	Praf.g_02717	Prbm.g_02192
OG0000175	Praf.g_02754	Prbm.g_02209
OG0000176	Praf.g_00004	Prbm.g_00004
OG0000177	Praf.g_00005	Prbm.g_00005
OG0000178	Praf.g_00006	Prbm.g_00006
OG0000179	Praf.g_00021	Prbm.g_00016
OG0000180	Praf.g_00022	Prbm.g_00017
OG0000181	Praf.g_00023	Prbm.g_00018
OG0000182	Praf.g_00024	Prbm.g_00019
OG0000183	Praf.g_00028	Prbm.g_00023
OG0000184	Praf.g_02611	Prbm.g_00055
OG0000185	Praf.g_00333, Praf.g_02602	Prbm.g_00058
OG0000186	Praf.g_00328	Prbm.g_00121
OG0000187	Praf.g_00326	Prbm.g_00122
OG0000188	Praf.g_00303	Prbm.g_00139
OG0000189	Praf.g_00257	Prbm.g_00153
OG0000190	Praf.g_00255	Prbm.g_00154
OG0000191	Praf.g_00218	Prbm.g_00177
OG0000192	Praf.g_00212	Prbm.g_00181
OG0000193	Praf.g_02433	Prbm.g_00205
OG0000194	Praf.g_02436	Prbm.g_00208
OG0000195	Praf.g_02438	Prbm.g_00210
OG0000196	Praf.g_02449	Prbm.g_00220
OG0000197	Praf.g_02450	Prbm.g_00221
OG0000198	Praf.g_02451	Prbm.g_00222
OG0000199	Praf.g_02468	Prbm.g_00229
OG0000200	Praf.g_02492	Prbm.g_00243
OG0000201	Praf.g_02511	Prbm.g_00252
OG0000202	Praf.g_02512	Prbm.g_00253
OG0000203	Praf.g_02513	Prbm.g_00254
OG0000204	Praf.g_02514	Prbm.g_00255
OG0000205	Praf.g_02521	Prbm.g_00262
OG0000206	Praf.g_02532	Prbm.g_00266
OG0000207	Praf.g_02582	Prbm.g_00268
OG0000208	Praf.g_02581	Prbm.g_00269
OG0000209	Praf.g_02557	Prbm.g_00278
OG0000210	Praf.g_02556	Prbm.g_00279
OG0000211	Praf.g_00378	Prbm.g_00293
OG0000212	Praf.g_00392	Prbm.g_00301
OG0000213	Praf.g_02245	Prbm.g_00317
OG0000214	Praf.g_02263	Prbm.g_00325
OG0000215	Praf.g_02293	Prbm.g_00349
OG0000216	Praf.g_02296	Prbm.g_00350
OG0000217	Praf.g_02300	Prbm.g_00353
OG0000218	Praf.g_02302	Prbm.g_00355
OG0000219	Praf.g_02303	Prbm.g_00356
OG0000220	Praf.g_02304	Prbm.g_00357
OG0000221	Praf.g_02314	Prbm.g_00358
OG0000222	Praf.g_02323	Prbm.g_00366
OG0000223	Praf.g_02347	Prbm.g_00378
OG0000224	Praf.g_02358	Prbm.g_00380
OG0000225	Praf.g_02030	Prbm.g_00411
OG0000226	Praf.g_02026	Prbm.g_00415
OG0000227	Praf.g_02024	Prbm.g_00417
OG0000228	Praf.g_02016	Prbm.g_00422
OG0000229	Praf.g_01989	Prbm.g_00446
OG0000230	Praf.g_01987	Prbm.g_00448
OG0000231	Praf.g_01963	Prbm.g_00459
OG0000232	Praf.g_01952	Prbm.g_00484
OG0000233	Praf.g_01938	Prbm.g_00492
OG0000234	Praf.g_01905	Prbm.g_00501
OG0000235	Praf.g_00594	Prbm.g_00505
OG0000236	Praf.g_00610	Prbm.g_00518
OG0000237	Praf.g_00627	Prbm.g_00540
OG0000238	Praf.g_00631	Prbm.g_00546
OG0000239	Praf.g_00647	Prbm.g_00558
OG0000240	Praf.g_00648	Prbm.g_00559
OG0000241	Praf.g_01177	Prbm.g_00563
OG0000242	Praf.g_00658	Prbm.g_00565
OG0000243	Praf.g_00681	Prbm.g_00576
OG0000244	Praf.g_00685	Prbm.g_00579
OG0000245	Praf.g_00688	Prbm.g_00581
OG0000246	Praf.g_00692	Prbm.g_00585
OG0000247	Praf.g_00703	Prbm.g_00595
OG0000248	Praf.g_00706	Prbm.g_00597
OG0000249	Praf.g_00708	Prbm.g_00599
OG0000250	Praf.g_00714	Prbm.g_00604
OG0000251	Praf.g_00739	Prbm.g_00620
OG0000252	Praf.g_00742	Prbm.g_00623
OG0000253	Praf.g_00749	Prbm.g_00625
OG0000254	Praf.g_00768	Prbm.g_00642
OG0000255	Praf.g_01662	Prbm.g_00648
OG0000256	Praf.g_01676	Prbm.g_00658
OG0000257	Praf.g_01685	Prbm.g_00661
OG0000258	Praf.g_01708	Prbm.g_00674
OG0000259	Praf.g_01736	Prbm.g_00691
OG0000260	Praf.g_01739	Prbm.g_00694
OG0000261	Praf.g_01742	Prbm.g_00697
OG0000262	Praf.g_01748	Prbm.g_00702
OG0000263	Praf.g_02570	Prbm.g_00716
OG0000264	Praf.g_01218, Praf.g_01219	Prbm.g_00728
OG0000265	Praf.g_01238, Praf.g_01302	Prbm.g_00742
OG0000266	Praf.g_01313	Prbm.g_00752
OG0000267	Praf.g_01436	Prbm.g_00765
OG0000268	Praf.g_01435	Prbm.g_00766
OG0000269	Praf.g_01525	Prbm.g_00809
OG0000270	Praf.g_01528	Prbm.g_00812
OG0000271	Praf.g_01536	Prbm.g_00820
OG0000272	Praf.g_01537	Prbm.g_00821
OG0000273	Praf.g_01585	Prbm.g_00845
OG0000274	Praf.g_01586	Prbm.g_00846
OG0000275	Praf.g_01590	Prbm.g_00848
OG0000276	Praf.g_01596	Prbm.g_00854
OG0000277	Praf.g_01597	Prbm.g_00855
OG0000278	Praf.g_01600	Prbm.g_00858
OG0000279	Praf.g_01608	Prbm.g_00865
OG0000281	Praf.g_01627	Prbm.g_00871
OG0000282	Praf.g_01463	Prbm.g_00931
OG0000283	Praf.g_01426	Prbm.g_00962
OG0000284	Praf.g_01420	Prbm.g_00967
OG0000285	Praf.g_01006	Prbm.g_00972
OG0000286	Praf.g_01393	Prbm.g_00987
OG0000287	Praf.g_01073	Prbm.g_00102
OG0000288	Praf.g_01338	Prbm.g_01034
OG0000289	Praf.g_01325	Prbm.g_01045
OG0000290	Praf.g_01277	Prbm.g_01061
OG0000291	Praf.g_01275	Prbm.g_01063
OG0000292	Praf.g_02776	Prbm.g_01210
OG0000293	Praf.g_00826	Prbm.g_01559
OG0000294	Praf.g_00827	Prbm.g_01558
OG0000295	Praf.g_00879	Prbm.g_01534
OG0000296	Praf.g_00881	Prbm.g_01532
OG0000297	Praf.g_00917	Prbm.g_01524
OG0000298	Praf.g_00918	Prbm.g_01523
OG0000299	Praf.g_00908	Prbm.g_01503
OG0000300	Praf.g_00902	Prbm.g_01500
OG0000301	Praf.g_00901	Prbm.g_01499
OG0000302	Praf.g_00898	Prbm.g_01497
OG0000303	Praf.g_00888	Prbm.g_01492
OG0000304	Praf.g_00938	Prbm.g_01489
OG0000305	Praf.g_01271	Prbm.g_01812
OG0000306	Praf.g_01635	Prbm.g_00875
OG0000307	Praf.g_00575	Prbm.g_01669
OG0000308	Praf.g_00573	Prbm.g_01670
OG0000309	Praf.g_00569	Prbm.g_01674
OG0000310	Praf.g_01772	Prbm.g_01694
OG0000311	Praf.g_01778, Praf.g_01776	Prbm.g_01696
OG0000312	Praf.g_01782	Prbm.g_01699
OG0000313	Praf.g_01802	Prbm.g_01714
OG0000314	Praf.g_01837	Prbm.g_01735
OG0000315	Praf.g_01848	Prbm.g_01745
OG0000316	Praf.g_00526	Prbm.g_01770
OG0000317	Praf.g_00485	Prbm.g_01839
OG0000318	Praf.g_00479	Prbm.g_01842
OG0000319	Praf.g_00464	Prbm.g_01853
OG0000320	Praf.g_00462	Prbm.g_01855
OG0000321	Praf.g_00461	Prbm.g_01856
OG0000322	Praf.g_00460	Prbm.g_01857
OG0000323	Praf.g_00449	Prbm.g_01866
OG0000324	Praf.g_00419	Prbm.g_01893
OG0000325	Praf.g_02200	Prbm.g_01950
OG0000326	Praf.g_02193	Prbm.g_01956
OG0000327	Praf.g_02162	Prbm.g_01991
OG0000328	Praf.g_02161	Prbm.g_01992
OG0000329	Praf.g_02144	Prbm.g_02009
OG0000330	Praf.g_02143	Prbm.g_02010
OG0000331	Praf.g_02142	Prbm.g_02011
OG0000332	Praf.g_02127	Prbm.g_02025
OG0000333	Praf.g_02125	Prbm.g_02027
OG0000334	Praf.g_02112	Prbm.g_02036
OG0000335	Praf.g_02107	Prbm.g_02041
OG0000336	Praf.g_02103	Prbm.g_02045
OG0000337	Praf.g_02372	Prbm.g_02064
OG0000338	Praf.g_02375	Prbm.g_02065
OG0000339	Praf.g_02386	Prbm.g_02070
OG0000340	Praf.g_02396	Prbm.g_02079
OG0000341	Praf.g_02398	Prbm.g_02081
OG0000342	Praf.g_02399	Prbm.g_02082
OG0000343	Praf.g_00196	Prbm.g_02083
OG0000344	Praf.g_00193	Prbm.g_02086
OG0000345	Praf.g_00182	Prbm.g_02091
OG0000346	Praf.g_00177	Prbm.g_02095
OG0000347	Praf.g_00152	Prbm.g_02114
OG0000348	Praf.g_00081	Prbm.g_02149
OG0000349	Praf.g_00054	Prbm.g_02167
OG0000350	Praf.g_02699	Prbm.g_02188
OG0000351	Praf.g_02757	Prbm.g_02212
OG0000352	Praf.g_02758	Prbm.g_02213
OG0000353	Praf.g_02782	Prbm.g_02232
OG0000354	Praf.g_00019	Prbm.g_01220
OG0000355	Praf.g_00001	Prbm.g_00001
OG0000356	Praf.g_00002	Prbm.g_00002
OG0000357	Praf.g_00003	Prbm.g_00003
OG0000358	Praf.g_00007	Prbm.g_00007
OG0000359	Praf.g_00009	Prbm.g_00008
OG0000360	Praf.g_00010	Prbm.g_00009
OG0000361	Praf.g_00011	Prbm.g_00010
OG0000362	Praf.g_00013	Prbm.g_00012
OG0000363	Praf.g_00015	Prbm.g_00014
OG0000364	Praf.g_00016	Prbm.g_00015
OG0000365	Praf.g_00025	Prbm.g_00020
OG0000366	Praf.g_00026	Prbm.g_00021
OG0000367	Praf.g_00027	Prbm.g_00022
OG0000368	Praf.g_00029	Prbm.g_00024
OG0000369	Praf.g_00030	Prbm.g_00025
OG0000370	Praf.g_00031	Prbm.g_00026
OG0000371	Praf.g_00040	Prbm.g_00032
OG0000372	Praf.g_00045	Prbm.g_00033
OG0000373	Praf.g_00046	Prbm.g_00034
OG0000374	Praf.g_00047	Prbm.g_00035
OG0000375	Praf.g_00050	Prbm.g_00049
OG0000376	Praf.g_00052	Prbm.g_00051
OG0000377	Praf.g_02618	Prbm.g_00054
OG0000378	Praf.g_02605	Prbm.g_00056
OG0000379	Praf.g_02601	Prbm.g_00059
OG0000380	Praf.g_00325	Prbm.g_00123
OG0000381	Praf.g_00320	Prbm.g_00127
OG0000382	Praf.g_00304	Prbm.g_00138
OG0000383	Praf.g_00302	Prbm.g_00140
OG0000384	Praf.g_00301	Prbm.g_00141
OG0000385	Praf.g_00300	Prbm.g_00142
OG0000386	Praf.g_00299	Prbm.g_00143
OG0000387	Praf.g_00253	Prbm.g_00156
OG0000388	Praf.g_00249	Prbm.g_00160
OG0000389	Praf.g_00245	Prbm.g_00163
OG0000390	Praf.g_00224	Prbm.g_00172
OG0000391	Praf.g_00219	Prbm.g_00176
OG0000392	Praf.g_00214	Prbm.g_00179
OG0000393	Praf.g_00209	Prbm.g_00182
OG0000394	Praf.g_00208	Prbm.g_00183
OG0000395	Praf.g_00207	Prbm.g_00184
OG0000396	Praf.g_02403	Prbm.g_00187
OG0000397	Praf.g_02405	Prbm.g_00189
OG0000398	Praf.g_02410	Prbm.g_00192
OG0000399	Praf.g_02411	Prbm.g_00193
OG0000400	Praf.g_02412	Prbm.g_00194
OG0000401	Praf.g_02413	Prbm.g_00195
OG0000402	Praf.g_02415	Prbm.g_01096
OG0000403	Praf.g_02416	Prbm.g_00196
OG0000404	Praf.g_02418	Prbm.g_00197
OG0000405	Praf.g_02430	Prbm.g_00202
OG0000406	Praf.g_02434	Prbm.g_00206
OG0000407	Praf.g_02435	Prbm.g_00207
OG0000408	Praf.g_02437	Prbm.g_00209
OG0000409	Praf.g_02439	Prbm.g_00211
OG0000410	Praf.g_02440	Prbm.g_00212
OG0000411	Praf.g_02441	Prbm.g_00213
OG0000412	Praf.g_02442	Prbm.g_00214
OG0000413	Praf.g_02444	Prbm.g_00215
OG0000414	Praf.g_02445	Prbm.g_00216
OG0000415	Praf.g_02446	Prbm.g_00217
OG0000416	Praf.g_02447	Prbm.g_00218
OG0000417	Praf.g_02448	Prbm.g_00219
OG0000418	Praf.g_02453	Prbm.g_00224
OG0000419	Praf.g_02455	Prbm.g_00226
OG0000420	Praf.g_02456	Prbm.g_00227
OG0000421	Praf.g_02470	Prbm.g_00232
OG0000422	Praf.g_02471	Prbm.g_00233
OG0000423	Praf.g_02472	Prbm.g_00234
OG0000424	Praf.g_02473	Prbm.g_00235
OG0000425	Praf.g_02474	Prbm.g_00236
OG0000426	Praf.g_02475	Prbm.g_00237
OG0000427	Praf.g_02476	Prbm.g_00238
OG0000428	Praf.g_01486	Prbm.g_00240
OG0000429	Praf.g_02489	Prbm.g_00241
OG0000430	Praf.g_02491	Prbm.g_00242
OG0000431	Praf.g_02495	Prbm.g_00244
OG0000432	Praf.g_02502	Prbm.g_00248
OG0000433	Praf.g_02505	Prbm.g_00249
OG0000434	Praf.g_02506	Prbm.g_00250
OG0000435	Praf.g_02509	Prbm.g_00251
OG0000436	Praf.g_02515	Prbm.g_00256
OG0000437	Praf.g_02516	Prbm.g_00257
OG0000438	Praf.g_02517	Prbm.g_00258
OG0000439	Praf.g_02519	Prbm.g_00260
OG0000440	Praf.g_02520	Prbm.g_00261
OG0000441	Praf.g_02524	Prbm.g_00263
OG0000442	Praf.g_02525	Prbm.g_00264
OG0000443	Praf.g_02531	Prbm.g_00265
OG0000444	Praf.g_02575	Prbm.g_00270
OG0000445	Praf.g_02574	Prbm.g_00271
OG0000446	Praf.g_02572	Prbm.g_00272
OG0000447	Praf.g_02568	Prbm.g_00273
OG0000448	Praf.g_02567	Prbm.g_00274
OG0000449	Praf.g_02566	Prbm.g_00275
OG0000450	Praf.g_02560	Prbm.g_00276
OG0000451	Praf.g_02559	Prbm.g_00277
OG0000452	Praf.g_02555	Prbm.g_00280
OG0000453	Praf.g_02554	Prbm.g_00281
OG0000454	Praf.g_02553	Prbm.g_00282
OG0000455	Praf.g_02552	Prbm.g_00283
OG0000456	Praf.g_02551	Prbm.g_00284
OG0000457	Praf.g_02549	Prbm.g_00285
OG0000458	Praf.g_02548	Prbm.g_00286
OG0000459	Praf.g_02547	Prbm.g_00287
OG0000460	Praf.g_00379	Prbm.g_00295
OG0000461	Praf.g_02203	Prbm.g_00303
OG0000462	Praf.g_02207	Prbm.g_00305
OG0000463	Praf.g_02208	Prbm.g_00306
OG0000464	Praf.g_02209	Prbm.g_00307
OG0000465	Praf.g_02210	Prbm.g_00308
OG0000466	Praf.g_02215	Prbm.g_00309
OG0000467	Praf.g_02217	Prbm.g_00310
OG0000468	Praf.g_02242	Prbm.g_00312
OG0000469	Praf.g_02255	Prbm.g_00320
OG0000470	Praf.g_02259	Prbm.g_00322
OG0000471	Praf.g_02260	Prbm.g_00323
OG0000472	Praf.g_02262	Prbm.g_00324
OG0000473	Praf.g_02264	Prbm.g_00326
OG0000474	Praf.g_02265	Prbm.g_00327
OG0000475	Praf.g_02266	Prbm.g_00328
OG0000476	Praf.g_02268	Prbm.g_00330
OG0000477	Praf.g_02273	Prbm.g_00332
OG0000478	Praf.g_02274	Prbm.g_00333
OG0000479	Praf.g_02275	Prbm.g_00334
OG0000480	Praf.g_02282	Prbm.g_00339
OG0000481	Praf.g_02284	Prbm.g_00341
OG0000482	Praf.g_02285	Prbm.g_00342
OG0000483	Praf.g_02289	Prbm.g_00345
OG0000484	Praf.g_02290	Prbm.g_00346
OG0000485	Praf.g_02291	Prbm.g_00347
OG0000486	Praf.g_02292	Prbm.g_00348
OG0000487	Praf.g_02297	Prbm.g_00351
OG0000488	Praf.g_02301	Prbm.g_00354
OG0000489	Praf.g_02315	Prbm.g_00359
OG0000490	Praf.g_02321	Prbm.g_00364
OG0000491	Praf.g_02322	Prbm.g_00365
OG0000492	Praf.g_02324	Prbm.g_00367
OG0000493	Praf.g_02325	Prbm.g_00368
OG0000494	Praf.g_02326	Prbm.g_00369
OG0000495	Praf.g_02327	Prbm.g_00370
OG0000496	Praf.g_02328	Prbm.g_00371
OG0000497	Praf.g_02329	Prbm.g_00372
OG0000498	Praf.g_02330	Prbm.g_00373
OG0000499	Praf.g_02331	Prbm.g_00374
OG0000500	Praf.g_02332	Prbm.g_00375
OG0000501	Praf.g_02335	Prbm.g_00376
OG0000502	Praf.g_02349	Prbm.g_00379
OG0000503	Praf.g_02054	Prbm.g_00400
OG0000504	Praf.g_02052	Prbm.g_00402
OG0000505	Praf.g_02051	Prbm.g_00403
OG0000506	Praf.g_02049	Prbm.g_00404
OG0000507	Praf.g_02045	Prbm.g_00407
OG0000508	Praf.g_02031	Prbm.g_00410
OG0000509	Praf.g_02029	Prbm.g_00412
OG0000510	Praf.g_02028	Prbm.g_00413
OG0000511	Praf.g_02027	Prbm.g_00414
OG0000512	Praf.g_02025	Prbm.g_00416
OG0000513	Praf.g_02011	Prbm.g_00426
OG0000514	Praf.g_02002	Prbm.g_00440
OG0000515	Praf.g_02001	Prbm.g_00441
OG0000516	Praf.g_01999	Prbm.g_00442
OG0000517	Praf.g_01990	Prbm.g_00445
OG0000518	Praf.g_01978	Prbm.g_00456
OG0000519	Praf.g_01977	Prbm.g_00457
OG0000520	Praf.g_01972	Prbm.g_00458
OG0000521	Praf.g_01959	Prbm.g_00480
OG0000522	Praf.g_01957	Prbm.g_00482
OG0000523	Praf.g_01956	Prbm.g_00483
OG0000524	Praf.g_01942	Prbm.g_00490
OG0000525	Praf.g_01915	Prbm.g_00494
OG0000526	Praf.g_01913	Prbm.g_00495
OG0000527	Praf.g_01909	Prbm.g_00498
OG0000528	Praf.g_00589	Prbm.g_00504
OG0000529	Praf.g_00596	Prbm.g_00507
OG0000530	Praf.g_00599	Prbm.g_00510
OG0000531	Praf.g_00600	Prbm.g_00511
OG0000532	Praf.g_00603	Prbm.g_00512
OG0000533	Praf.g_00605	Prbm.g_00513
OG0000534	Praf.g_00606	Prbm.g_00514
OG0000535	Praf.g_00607	Prbm.g_00515
OG0000536	Praf.g_00608	Prbm.g_00516
OG0000537	Praf.g_00609	Prbm.g_00517
OG0000538	Praf.g_00619	Prbm.g_00534
OG0000539	Praf.g_00621	Prbm.g_00535
OG0000540	Praf.g_00622	Prbm.g_00536
OG0000541	Praf.g_00623	Prbm.g_00537
OG0000542	Praf.g_00626	Prbm.g_00539
OG0000543	Praf.g_00628	Prbm.g_00541
OG0000544	Praf.g_00629	Prbm.g_00542
OG0000545	Praf.g_00630	Prbm.g_00544
OG0000546	Praf.g_00632	Prbm.g_00547
