Orthogroup	Praf	Syas
OG0000121	Praf.g_01796	Syas.g_02821
OG0000122	Praf.g_00976	Syas.g_00393
OG0000123	Praf.g_02108	Syas.g_01582
OG0000124	Praf.g_00153	Syas.g_02137
OG0000125	Praf.g_02664	Syas.g_01889
OG0000126	Praf.g_02777	Syas.g_01992
OG0000127	Praf.g_00338	Syas.g_02540
OG0000128	Praf.g_00012	Syas.g_02046
OG0000129	Praf.g_02652	Syas.g_01880
OG0000130	Praf.g_00321	Syas.g_02522
OG0000131	Praf.g_02432	Syas.g_02367
OG0000132	Praf.g_02452	Syas.g_02334
OG0000133	Praf.g_02336	Syas.g_00457
OG0000134	Praf.g_02012	Syas.g_01509
OG0000135	Praf.g_02715	Syas.g_01938
OG0000136	Praf.g_01984	Syas.g_02740
OG0000137	Praf.g_01907	Syas.g_01333
OG0000138	Praf.g_00612	Syas.g_01235
OG0000139	Praf.g_00666	Syas.g_00069
OG0000140	Praf.g_00670	Syas.g_00090
OG0000141	Praf.g_00764	Syas.g_00875
OG0000142	Praf.g_01692	Syas.g_00746
OG0000143	Praf.g_01696	Syas.g_00742
OG0000144	Praf.g_01721	Syas.g_00718
OG0000145	Praf.g_00617	Syas.g_00948
OG0000146	Praf.g_01401	Syas.g_00451
OG0000147	Praf.g_01402	Syas.g_00450
OG0000148	Praf.g_01548	Syas.g_00577
OG0000149	Praf.g_01604	Syas.g_00282
OG0000150	Praf.g_01625	Syas.g_00874
OG0000151	Praf.g_01478	Syas.g_00148, Syas.g_00659
OG0000152	Praf.g_01392	Syas.g_00461
OG0000153	Praf.g_01362	Syas.g_00543
OG0000154	Praf.g_01337	Syas.g_00219
OG0000155	Praf.g_00886	Syas.g_01131
OG0000156	Praf.g_00810	Syas.g_01206
OG0000157	Praf.g_00809	Syas.g_01207
OG0000158	Praf.g_02394	Syas.g_02185
OG0000160	Praf.g_01795	Syas.g_02820
OG0000161	Praf.g_01805	Syas.g_02826
OG0000162	Praf.g_01817	Syas.g_02751
OG0000163	Praf.g_00538	Syas.g_01488
OG0000164	Praf.g_00453	Syas.g_02648
OG0000165	Praf.g_00444	Syas.g_02609
OG0000166	Praf.g_02157	Syas.g_01629
OG0000167	Praf.g_02382, Praf.g_02378, Praf.g_02380	Syas.g_01449
OG0000168	Praf.g_02395	Syas.g_02184
OG0000169	Praf.g_00191	Syas.g_02170
OG0000170	Praf.g_00183	Syas.g_02161
OG0000171	Praf.g_00154	Syas.g_02139
OG0000172	Praf.g_00087	Syas.g_02110
OG0000173	Praf.g_00062	Syas.g_02092
OG0000174	Praf.g_02717	Syas.g_01940
OG0000175	Praf.g_02754	Syas.g_01994
OG0000176	Praf.g_00004	Syas.g_02038
OG0000177	Praf.g_00005	Syas.g_02039
OG0000178	Praf.g_00006	Syas.g_02040
OG0000179	Praf.g_00021	Syas.g_02054
OG0000180	Praf.g_00022	Syas.g_02055
OG0000181	Praf.g_00023	Syas.g_02056
OG0000182	Praf.g_00024	Syas.g_02057
OG0000183	Praf.g_00028	Syas.g_02061
OG0000184	Praf.g_02611	Syas.g_01872
OG0000185	Praf.g_00333	Syas.g_01861
OG0000186	Praf.g_00328	Syas.g_02525
OG0000187	Praf.g_00326	Syas.g_02524
OG0000188	Praf.g_00303	Syas.g_02502
OG0000189	Praf.g_00257	Syas.g_02432
OG0000190	Praf.g_00255	Syas.g_00133
OG0000191	Praf.g_00218	Syas.g_02400
OG0000192	Praf.g_00212	Syas.g_02395
OG0000193	Praf.g_02433	Syas.g_02366
OG0000194	Praf.g_02436	Syas.g_02363
OG0000195	Praf.g_02438	Syas.g_02360
OG0000196	Praf.g_02449	Syas.g_02337
OG0000197	Praf.g_02450	Syas.g_02336
OG0000198	Praf.g_02451	Syas.g_02335
OG0000199	Praf.g_02468	Syas.g_02327
OG0000200	Praf.g_02492	Syas.g_02298
OG0000201	Praf.g_02511	Syas.g_02279
OG0000202	Praf.g_02512	Syas.g_02278
OG0000203	Praf.g_02513	Syas.g_02277
OG0000204	Praf.g_02514	Syas.g_02276
OG0000205	Praf.g_02521	Syas.g_02267
OG0000206	Praf.g_02532	Syas.g_02240
OG0000207	Praf.g_02582	Syas.g_02237
OG0000208	Praf.g_02581	Syas.g_02236
OG0000209	Praf.g_02557	Syas.g_01837
OG0000210	Praf.g_02556	Syas.g_01838
OG0000211	Praf.g_00378	Syas.g_02552
OG0000212	Praf.g_00392	Syas.g_02562
OG0000213	Praf.g_02245	Syas.g_01707
OG0000214	Praf.g_02263	Syas.g_01730
OG0000215	Praf.g_02293	Syas.g_01766
OG0000216	Praf.g_02296	Syas.g_01770
OG0000217	Praf.g_02300	Syas.g_01778
OG0000218	Praf.g_02302	Syas.g_01780
OG0000219	Praf.g_02303	Syas.g_01783
OG0000220	Praf.g_02304	Syas.g_01784
OG0000221	Praf.g_02314	Syas.g_01785
OG0000222	Praf.g_02323	Syas.g_01804
OG0000223	Praf.g_02347	Syas.g_02221
OG0000224	Praf.g_02358	Syas.g_02215
OG0000225	Praf.g_02030	Syas.g_01522
OG0000226	Praf.g_02026	Syas.g_01518
OG0000227	Praf.g_02024	Syas.g_01516
OG0000228	Praf.g_02016	Syas.g_01513
OG0000229	Praf.g_01989	Syas.g_01497
OG0000230	Praf.g_01987	Syas.g_01495
OG0000231	Praf.g_01963	Syas.g_02749
OG0000232	Praf.g_01952	Syas.g_01276
OG0000233	Praf.g_01938	Syas.g_01352
OG0000234	Praf.g_01905	Syas.g_01331
OG0000235	Praf.g_00594	Syas.g_01254
OG0000236	Praf.g_00610	Syas.g_01237
OG0000237	Praf.g_00627	Syas.g_01220
OG0000238	Praf.g_00631	Syas.g_01215
OG0000239	Praf.g_00647	Syas.g_00012
OG0000240	Praf.g_00648	Syas.g_00013
OG0000241	Praf.g_01177	Syas.g_00754
OG0000242	Praf.g_00658	Syas.g_00059
OG0000243	Praf.g_00681	Syas.g_00777
OG0000244	Praf.g_00685	Syas.g_00784
OG0000245	Praf.g_00688	Syas.g_00786
OG0000246	Praf.g_00692	Syas.g_00790
OG0000247	Praf.g_00703	Syas.g_00802
OG0000248	Praf.g_00706	Syas.g_00805
OG0000249	Praf.g_00708	Syas.g_00807
OG0000250	Praf.g_00714	Syas.g_00814
OG0000251	Praf.g_00739	Syas.g_00845
OG0000252	Praf.g_00742	Syas.g_00950
OG0000253	Praf.g_00749	Syas.g_00846
OG0000254	Praf.g_00768	Syas.g_00869
OG0000255	Praf.g_01662	Syas.g_00132, Syas.g_01062
OG0000256	Praf.g_01676	Syas.g_00104
OG0000257	Praf.g_01685	Syas.g_00757
OG0000258	Praf.g_01708	Syas.g_00733
OG0000259	Praf.g_01736	Syas.g_00708
OG0000260	Praf.g_01739	Syas.g_00705
OG0000261	Praf.g_01742	Syas.g_00701
OG0000262	Praf.g_01748	Syas.g_00695
OG0000263	Praf.g_02570	Syas.g_01103
OG0000264	Praf.g_01218, Praf.g_01219	Syas.g_02588
OG0000266	Praf.g_01313	Syas.g_00186
OG0000267	Praf.g_01436	Syas.g_00377
OG0000268	Praf.g_01435	Syas.g_00390
OG0000269	Praf.g_01525	Syas.g_00601
OG0000270	Praf.g_01528	Syas.g_00598
OG0000271	Praf.g_01536	Syas.g_00590
OG0000272	Praf.g_01537	Syas.g_00589
OG0000274	Praf.g_01586	Syas.g_00562
OG0000275	Praf.g_01590	Syas.g_00230
OG0000276	Praf.g_01596	Syas.g_00237
OG0000277	Praf.g_01597	Syas.g_00238
OG0000278	Praf.g_01600	Syas.g_00241
OG0000279	Praf.g_01608	Syas.g_00288
OG0000280	Praf.g_01614	Syas.g_00889, Syas.g_00481
OG0000281	Praf.g_01627	Syas.g_00970
OG0000282	Praf.g_01463	Syas.g_00672
OG0000283	Praf.g_01426	Syas.g_00409
OG0000284	Praf.g_01420	Syas.g_00416
OG0000285	Praf.g_01006	Syas.g_00436
OG0000286	Praf.g_01393	Syas.g_00460
OG0000287	Praf.g_01073	Syas.g_00534
OG0000288	Praf.g_01338	Syas.g_00220
OG0000289	Praf.g_01325	Syas.g_00205
OG0000290	Praf.g_01277	Syas.g_01016
OG0000291	Praf.g_01275	Syas.g_01018
OG0000292	Praf.g_02776	Syas.g_02020
OG0000293	Praf.g_00826	Syas.g_01197
OG0000294	Praf.g_00827	Syas.g_01196
OG0000295	Praf.g_00879	Syas.g_01139
OG0000296	Praf.g_00881	Syas.g_01137
OG0000297	Praf.g_00917	Syas.g_01124
OG0000298	Praf.g_00918	Syas.g_01123
OG0000299	Praf.g_00908	Syas.g_01087
OG0000300	Praf.g_00902	Syas.g_01082
OG0000301	Praf.g_00901	Syas.g_01081
OG0000302	Praf.g_00898	Syas.g_01080
OG0000303	Praf.g_00888	Syas.g_01071
OG0000304	Praf.g_00938	Syas.g_01066
OG0000305	Praf.g_01271	Syas.g_01023
OG0000306	Praf.g_01635	Syas.g_01929
OG0000307	Praf.g_00575	Syas.g_01270
OG0000308	Praf.g_00573	Syas.g_01272
OG0000309	Praf.g_00569	Syas.g_01364
OG0000310	Praf.g_01772	Syas.g_02796
OG0000311	Praf.g_01778, Praf.g_01776	Syas.g_02799
OG0000312	Praf.g_01782	Syas.g_02804
OG0000313	Praf.g_01802	Syas.g_02823
OG0000314	Praf.g_01837	Syas.g_01296
OG0000315	Praf.g_01848	Syas.g_01306
OG0000316	Praf.g_00526	Syas.g_02728
OG0000317	Praf.g_00485	Syas.g_02687
OG0000318	Praf.g_00479	Syas.g_02680
OG0000319	Praf.g_00464	Syas.g_02663
OG0000320	Praf.g_00462	Syas.g_02661
OG0000321	Praf.g_00461	Syas.g_02660
OG0000322	Praf.g_00460	Syas.g_02659
OG0000323	Praf.g_00449	Syas.g_02646
OG0000324	Praf.g_00419	Syas.g_02578
OG0000325	Praf.g_02200	Syas.g_01668
OG0000326	Praf.g_02193	Syas.g_01661
OG0000327	Praf.g_02162	Syas.g_01634
OG0000328	Praf.g_02161	Syas.g_01633
OG0000329	Praf.g_02144	Syas.g_01615
OG0000330	Praf.g_02143	Syas.g_01614
OG0000331	Praf.g_02142	Syas.g_01613
OG0000332	Praf.g_02127	Syas.g_01598
OG0000333	Praf.g_02125	Syas.g_01595
OG0000334	Praf.g_02112	Syas.g_01586
OG0000335	Praf.g_02107	Syas.g_01581
OG0000336	Praf.g_02103	Syas.g_01577
OG0000337	Praf.g_02372	Syas.g_02211
OG0000338	Praf.g_02375	Syas.g_02199
OG0000339	Praf.g_02386	Syas.g_02192
OG0000340	Praf.g_02396	Syas.g_02183
OG0000341	Praf.g_02398	Syas.g_02181
OG0000342	Praf.g_02399	Syas.g_02180
OG0000343	Praf.g_00196	Syas.g_02176
OG0000344	Praf.g_00193	Syas.g_02172
OG0000345	Praf.g_00182	Syas.g_02160
OG0000346	Praf.g_00177	Syas.g_02155
OG0000347	Praf.g_00152	Syas.g_02136
OG0000348	Praf.g_00081	Syas.g_02107
OG0000349	Praf.g_00054	Syas.g_02085
OG0000350	Praf.g_02699	Syas.g_01654
OG0000351	Praf.g_02757	Syas.g_01998
OG0000352	Praf.g_02758	Syas.g_01999
OG0000353	Praf.g_02782	Syas.g_02033
OG0000354	Praf.g_00637	Syas.g_01209
OG0000354	Praf.g_00019	Syas.g_02052
OG0000355	Praf.g_00001	Syas.g_02035
OG0000356	Praf.g_00002	Syas.g_02036
OG0000357	Praf.g_00003	Syas.g_02037
OG0000358	Praf.g_00007	Syas.g_02041
OG0000359	Praf.g_00009	Syas.g_02043
OG0000360	Praf.g_00010	Syas.g_02044
OG0000361	Praf.g_00011	Syas.g_02045
OG0000362	Praf.g_00013	Syas.g_02047
OG0000363	Praf.g_00015	Syas.g_02049
OG0000364	Praf.g_00016	Syas.g_02685
OG0000365	Praf.g_00025	Syas.g_02058
OG0000366	Praf.g_00026	Syas.g_02059
OG0000368	Praf.g_00029	Syas.g_02062
OG0000369	Praf.g_00030	Syas.g_02063
OG0000370	Praf.g_00031	Syas.g_02064
OG0000371	Praf.g_00040	Syas.g_02073
OG0000372	Praf.g_00045	Syas.g_02078
OG0000373	Praf.g_00046	Syas.g_02079
OG0000374	Praf.g_00047	Syas.g_02080
OG0000375	Praf.g_00050	Syas.g_02081
OG0000376	Praf.g_00052	Syas.g_02083
OG0000377	Praf.g_02618	Syas.g_01879
OG0000378	Praf.g_02605	Syas.g_01867
OG0000379	Praf.g_02601	Syas.g_01859
OG0000380	Praf.g_00325	Syas.g_02523
OG0000381	Praf.g_00320	Syas.g_02521
OG0000382	Praf.g_00304	Syas.g_02503
OG0000383	Praf.g_00302	Syas.g_02480
OG0000384	Praf.g_00301	Syas.g_02479
OG0000385	Praf.g_00300	Syas.g_02478
OG0000386	Praf.g_00299	Syas.g_02477
OG0000387	Praf.g_00253	Syas.g_00134
OG0000388	Praf.g_00249	Syas.g_02426
OG0000389	Praf.g_00245	Syas.g_02422
OG0000390	Praf.g_00224	Syas.g_02406
OG0000391	Praf.g_00219	Syas.g_02401
OG0000392	Praf.g_00214	Syas.g_02396
OG0000393	Praf.g_00209	Syas.g_02394
OG0000394	Praf.g_00208	Syas.g_02393
OG0000395	Praf.g_00207	Syas.g_02392
OG0000396	Praf.g_02403	Syas.g_02389
OG0000397	Praf.g_02405	Syas.g_02387
OG0000398	Praf.g_02410	Syas.g_02382
OG0000399	Praf.g_02411	Syas.g_02381
OG0000400	Praf.g_02412	Syas.g_02380
OG0000401	Praf.g_02413	Syas.g_02379
OG0000402	Praf.g_02415	Syas.g_02377
OG0000403	Praf.g_02416	Syas.g_02376
OG0000404	Praf.g_02418	Syas.g_02375
OG0000405	Praf.g_02430	Syas.g_02369
OG0000406	Praf.g_02434	Syas.g_02365
OG0000407	Praf.g_02435	Syas.g_02364
OG0000408	Praf.g_02437	Syas.g_02361
OG0000409	Praf.g_02439	Syas.g_02359
OG0000410	Praf.g_02440	Syas.g_02358
OG0000411	Praf.g_02441	Syas.g_02357
OG0000412	Praf.g_02442	Syas.g_02356
OG0000413	Praf.g_02444	Syas.g_02354
OG0000414	Praf.g_02445	Syas.g_02353
OG0000415	Praf.g_02446	Syas.g_02352
OG0000416	Praf.g_02447	Syas.g_02351
OG0000417	Praf.g_02448	Syas.g_02338
OG0000418	Praf.g_02453	Syas.g_02333
OG0000419	Praf.g_02455	Syas.g_02331
OG0000420	Praf.g_02456	Syas.g_02329
OG0000421	Praf.g_02470	Syas.g_02324
OG0000422	Praf.g_02471	Syas.g_02323
OG0000423	Praf.g_02472	Syas.g_02322
OG0000424	Praf.g_02473	Syas.g_02321
OG0000425	Praf.g_02474	Syas.g_02320
OG0000426	Praf.g_02475	Syas.g_02319
OG0000427	Praf.g_02476	Syas.g_02318
OG0000428	Praf.g_01486	Syas.g_02315
OG0000429	Praf.g_02489	Syas.g_02312
OG0000430	Praf.g_02491	Syas.g_02311
OG0000431	Praf.g_02495	Syas.g_02296
OG0000432	Praf.g_02502	Syas.g_02288
OG0000433	Praf.g_02505	Syas.g_02286
OG0000434	Praf.g_02506	Syas.g_02285
OG0000435	Praf.g_02509	Syas.g_02282
OG0000436	Praf.g_02515	Syas.g_02273
OG0000437	Praf.g_02516	Syas.g_02272
OG0000438	Praf.g_02517	Syas.g_02271
OG0000439	Praf.g_02519	Syas.g_02269
OG0000440	Praf.g_02520	Syas.g_02268
OG0000441	Praf.g_02524	Syas.g_02265
OG0000442	Praf.g_02525	Syas.g_02259
OG0000443	Praf.g_02531	Syas.g_02241
OG0000444	Praf.g_02575	Syas.g_02234
OG0000445	Praf.g_02574	Syas.g_02233
OG0000446	Praf.g_02572	Syas.g_02231
OG0000447	Praf.g_02568	Syas.g_02229
OG0000448	Praf.g_02567	Syas.g_02228
OG0000449	Praf.g_02566	Syas.g_02226
OG0000450	Praf.g_02560	Syas.g_01834
OG0000451	Praf.g_02559	Syas.g_01835
OG0000452	Praf.g_02555	Syas.g_01844
OG0000453	Praf.g_02554	Syas.g_01845
OG0000454	Praf.g_02553	Syas.g_01846
OG0000455	Praf.g_02552	Syas.g_01847
OG0000456	Praf.g_02551	Syas.g_01848
OG0000457	Praf.g_02549	Syas.g_01850
OG0000458	Praf.g_02548	Syas.g_01851
OG0000459	Praf.g_02547	Syas.g_01852
OG0000460	Praf.g_00379	Syas.g_02554
OG0000461	Praf.g_02203	Syas.g_01686
OG0000462	Praf.g_02207	Syas.g_01688
OG0000463	Praf.g_02208	Syas.g_01689
OG0000464	Praf.g_02209	Syas.g_01690
OG0000465	Praf.g_02210	Syas.g_01692
OG0000466	Praf.g_02215	Syas.g_01697
OG0000467	Praf.g_02217	Syas.g_01698
OG0000468	Praf.g_02242	Syas.g_01703
OG0000469	Praf.g_02255	Syas.g_01725
OG0000470	Praf.g_02259	Syas.g_01727
OG0000471	Praf.g_02260	Syas.g_01728
OG0000472	Praf.g_02262	Syas.g_01729
OG0000473	Praf.g_02264	Syas.g_01731
OG0000474	Praf.g_02265	Syas.g_01732
OG0000475	Praf.g_02266	Syas.g_01733
OG0000476	Praf.g_02268	Syas.g_01735
OG0000477	Praf.g_02273	Syas.g_01740
OG0000478	Praf.g_02274	Syas.g_01741
OG0000479	Praf.g_02275	Syas.g_01749
OG0000480	Praf.g_02282	Syas.g_01756
OG0000481	Praf.g_02284	Syas.g_00161, Syas.g_00162
OG0000482	Praf.g_02285	Syas.g_01758
OG0000483	Praf.g_02289	Syas.g_01762
OG0000484	Praf.g_02290	Syas.g_01763
OG0000485	Praf.g_02291	Syas.g_01764
OG0000486	Praf.g_02292	Syas.g_01765
OG0000487	Praf.g_02297	Syas.g_01771
OG0000488	Praf.g_02301	Syas.g_01779
OG0000489	Praf.g_02315	Syas.g_01823
OG0000490	Praf.g_02321	Syas.g_01808
OG0000491	Praf.g_02322	Syas.g_01806
OG0000492	Praf.g_02324	Syas.g_01803
OG0000493	Praf.g_02325	Syas.g_01802
OG0000494	Praf.g_02326	Syas.g_01801
OG0000495	Praf.g_02327	Syas.g_01799
OG0000496	Praf.g_02328	Syas.g_01798
OG0000497	Praf.g_02329	Syas.g_01797
OG0000498	Praf.g_02330	Syas.g_01796
OG0000499	Praf.g_02331	Syas.g_01795
OG0000500	Praf.g_02332	Syas.g_01794
OG0000501	Praf.g_02335	Syas.g_01791
OG0000502	Praf.g_02349	Syas.g_02216
OG0000503	Praf.g_02054	Syas.g_01541
OG0000504	Praf.g_02052	Syas.g_01539
OG0000505	Praf.g_02051	Syas.g_01538
OG0000506	Praf.g_02049	Syas.g_01536
OG0000507	Praf.g_02045	Syas.g_01530
OG0000508	Praf.g_02031	Syas.g_01523
OG0000509	Praf.g_02029	Syas.g_01521
OG0000510	Praf.g_02028	Syas.g_01520
OG0000511	Praf.g_02027	Syas.g_01519
OG0000512	Praf.g_02025	Syas.g_01517
OG0000513	Praf.g_02011	Syas.g_01508
OG0000514	Praf.g_02002	Syas.g_01504
OG0000515	Praf.g_02001	Syas.g_01503
OG0000516	Praf.g_01999	Syas.g_01501
OG0000517	Praf.g_01990	Syas.g_01498
OG0000518	Praf.g_01978	Syas.g_00360, Syas.g_02746
OG0000519	Praf.g_01977	Syas.g_02747
OG0000520	Praf.g_01972	Syas.g_02748
OG0000521	Praf.g_01959	Syas.g_01281
OG0000522	Praf.g_01957	Syas.g_01279
OG0000523	Praf.g_01956	Syas.g_01278
OG0000524	Praf.g_01942	Syas.g_01354
OG0000525	Praf.g_01915	Syas.g_01342
OG0000526	Praf.g_01913	Syas.g_01340
OG0000527	Praf.g_01909	Syas.g_01335
OG0000528	Praf.g_00589	Syas.g_01256
OG0000529	Praf.g_00596	Syas.g_01252
OG0000530	Praf.g_00599	Syas.g_01249
OG0000531	Praf.g_00600	Syas.g_01248
OG0000532	Praf.g_00603	Syas.g_01245
OG0000533	Praf.g_00605	Syas.g_01243
OG0000534	Praf.g_00606	Syas.g_01242
OG0000535	Praf.g_00607	Syas.g_01241
OG0000536	Praf.g_00608	Syas.g_01240
OG0000537	Praf.g_00609	Syas.g_01238
OG0000538	Praf.g_00619	Syas.g_01228
OG0000539	Praf.g_00621	Syas.g_01227
OG0000540	Praf.g_00622	Syas.g_01226
OG0000541	Praf.g_00623	Syas.g_01225
OG0000542	Praf.g_00626	Syas.g_01221
OG0000543	Praf.g_00628	Syas.g_01219
OG0000544	Praf.g_00629	Syas.g_01218
OG0000545	Praf.g_00630	Syas.g_01216
OG0000546	Praf.g_00632	Syas.g_01214
OG0000547	Praf.g_00634	Syas.g_01212
OG0000548	Praf.g_00635	Syas.g_01211
OG0000549	Praf.g_00641	Syas.g_00005
OG0000550	Praf.g_00646	Syas.g_00010
OG0000551	Praf.g_00650	Syas.g_00015
OG0000552	Praf.g_00651	Syas.g_00016
OG0000553	Praf.g_00656	Syas.g_00019
OG0000554	Praf.g_00661	Syas.g_00063
OG0000555	Praf.g_00677	Syas.g_00775
OG0000556	Praf.g_00683	Syas.g_00781
OG0000557	Praf.g_00684	Syas.g_00783
OG0000558	Praf.g_00687	Syas.g_00785
OG0000559	Praf.g_00691	Syas.g_00789
OG0000560	Praf.g_00694	Syas.g_00792
OG0000561	Praf.g_00695	Syas.g_00793
OG0000562	Praf.g_00696	Syas.g_00794
OG0000563	Praf.g_00697	Syas.g_00795
OG0000564	Praf.g_00698	Syas.g_00796
OG0000565	Praf.g_00701	Syas.g_00800
OG0000566	Praf.g_00705	Syas.g_00804
OG0000567	Praf.g_00709	Syas.g_00808
OG0000568	Praf.g_00711	Syas.g_00810
OG0000569	Praf.g_00712	Syas.g_00811
OG0000570	Praf.g_00713	Syas.g_00812
OG0000571	Praf.g_00716	Syas.g_00815
OG0000572	Praf.g_00733	Syas.g_00839
OG0000573	Praf.g_00740	Syas.g_00952
OG0000574	Praf.g_00741	Syas.g_00951
OG0000575	Praf.g_00751	Syas.g_00848
OG0000576	Praf.g_00753	Syas.g_00850
OG0000577	Praf.g_00754	Syas.g_00851
OG0000578	Praf.g_00755	Syas.g_00852
OG0000579	Praf.g_00756	Syas.g_00853
OG0000580	Praf.g_00757	Syas.g_00854
OG0000581	Praf.g_00761	Syas.g_00861
OG0000582	Praf.g_00765	Syas.g_00873
OG0000583	Praf.g_00766	Syas.g_00872
OG0000584	Praf.g_00767	Syas.g_00871
OG0000585	Praf.g_00769	Syas.g_00868
OG0000586	Praf.g_00771	Syas.g_00867
OG0000587	Praf.g_00773	Syas.g_00865
OG0000588	Praf.g_01663	Syas.g_00960
OG0000589	Praf.g_01666	Syas.g_00121
OG0000590	Praf.g_01667	Syas.g_00120
OG0000591	Praf.g_01674	Syas.g_00106
OG0000592	Praf.g_01675	Syas.g_00105
OG0000593	Praf.g_01688	Syas.g_00750
