Orthogroup	Praf	Syae
OG0000087	Praf.g_02420	Syae.g_01414
OG0000088	Praf.g_02454, Praf.g_01239	Syae.g_01449
OG0000089	Praf.g_02015	Syae.g_02219
OG0000090	Praf.g_00660	Syae.g_02374
OG0000091	Praf.g_01700	Syae.g_00082
OG0000093	Praf.g_01503	Syae.g_00537
OG0000094	Praf.g_02685	Syae.g_00430
OG0000095	Praf.g_01274	Syae.g_00793
OG0000097	Praf.g_00905	Syae.g_00683
OG0000098	Praf.g_01886	Syae.g_02384, Syae.g_02058
OG0000099	Praf.g_02342	Syae.g_01913
OG0000100	Praf.g_00370, Praf.g_01561	Syae.g_00489
OG0000101	Praf.g_02119	Syae.g_02125
OG0000102	Praf.g_00173	Syae.g_01824
OG0000103	Praf.g_02765	Syae.g_01694
OG0000104	Praf.g_02779	Syae.g_01708
OG0000105	Praf.g_02271	Syae.g_01977
OG0000106	Praf.g_00496	Syae.g_00272
OG0000107	Praf.g_02201	Syae.g_02032
OG0000108	Praf.g_00595	Syae.g_02309
OG0000109	Praf.g_00611	Syae.g_02324
OG0000110	Praf.g_00718	Syae.g_02435
OG0000111	Praf.g_01126	Syae.g_00783
OG0000112	Praf.g_01400	Syae.g_00351
OG0000113	Praf.g_01556	Syae.g_00494
OG0000114	Praf.g_01461	Syae.g_00575
OG0000115	Praf.g_01825	Syae.g_02631
OG0000116	Praf.g_00825	Syae.g_00939
OG0000117	Praf.g_00919	Syae.g_00647
OG0000118	Praf.g_00779	Syae.g_02479
OG0000119	Praf.g_01108, Praf.g_01143	Syae.g_00904
OG0000120	Praf.g_02343	Syae.g_01912
OG0000121	Praf.g_01796	Syae.g_02649
OG0000122	Praf.g_00976	Syae.g_00112
OG0000123	Praf.g_02108	Syae.g_02131
OG0000124	Praf.g_00153	Syae.g_01809
OG0000125	Praf.g_02664	Syae.g_01573
OG0000126	Praf.g_02777	Syae.g_01706
OG0000127	Praf.g_01187, Praf.g_00342, Praf.g_02627, Praf.g_01168	Syae.g_00720
OG0000128	Praf.g_00012	Syae.g_01724
OG0000129	Praf.g_02652	Syae.g_01562
OG0000130	Praf.g_00321	Syae.g_01284
OG0000131	Praf.g_02432	Syae.g_01428
OG0000132	Praf.g_02452	Syae.g_01447
OG0000133	Praf.g_02336	Syae.g_00356
OG0000134	Praf.g_02012	Syae.g_02222
OG0000135	Praf.g_02715	Syae.g_01608
OG0000136	Praf.g_01984	Syae.g_00989
OG0000137	Praf.g_01907	Syae.g_02530
OG0000138	Praf.g_00612	Syae.g_02325
OG0000139	Praf.g_00666	Syae.g_02380
OG0000140	Praf.g_00670	Syae.g_02383
OG0000141	Praf.g_00764	Syae.g_00016
OG0000142	Praf.g_01692	Syae.g_00074
OG0000143	Praf.g_01696	Syae.g_00078
OG0000144	Praf.g_01721	Syae.g_00261
OG0000145	Praf.g_00617	Syae.g_02331
OG0000146	Praf.g_01401	Syae.g_00350
OG0000147	Praf.g_01402	Syae.g_00349
OG0000148	Praf.g_01548	Syae.g_00500
OG0000149	Praf.g_01604	Syae.g_00847
OG0000150	Praf.g_01625	Syae.g_00017
OG0000151	Praf.g_01478	Syae.g_00563
OG0000152	Praf.g_01392	Syae.g_00360
OG0000153	Praf.g_01362	Syae.g_00394
OG0000154	Praf.g_01337	Syae.g_00420
OG0000155	Praf.g_00886	Syae.g_00885
OG0000156	Praf.g_00810	Syae.g_00945
OG0000157	Praf.g_00809	Syae.g_00946
OG0000158	Praf.g_02394	Syae.g_01858
OG0000160	Praf.g_01795	Syae.g_02650
OG0000161	Praf.g_01805	Syae.g_02644
OG0000162	Praf.g_01817	Syae.g_02638
OG0000163	Praf.g_00538	Syae.g_01092
OG0000164	Praf.g_00453	Syae.g_01198
OG0000165	Praf.g_00444	Syae.g_01021
OG0000166	Praf.g_02157	Syae.g_02085
OG0000167	Praf.g_02382, Praf.g_02378, Praf.g_02380	Syae.g_01874
OG0000168	Praf.g_02395	Syae.g_01856
OG0000169	Praf.g_00191	Syae.g_01841
OG0000170	Praf.g_00183	Syae.g_01834
OG0000171	Praf.g_00154	Syae.g_01810
OG0000172	Praf.g_00087	Syae.g_01788
OG0000173	Praf.g_00062	Syae.g_01770
OG0000174	Praf.g_02717	Syae.g_01610
OG0000175	Praf.g_02754	Syae.g_01679
OG0000176	Praf.g_00004	Syae.g_01716
OG0000177	Praf.g_00005	Syae.g_01717
OG0000178	Praf.g_00006	Syae.g_01718
OG0000179	Praf.g_00021	Syae.g_01733
OG0000180	Praf.g_00022	Syae.g_01734
OG0000181	Praf.g_00023	Syae.g_01735
OG0000182	Praf.g_00024	Syae.g_01736
OG0000183	Praf.g_00028	Syae.g_01740
OG0000184	Praf.g_02611	Syae.g_01554
OG0000185	Praf.g_00333	Syae.g_01551
OG0000186	Praf.g_00328	Syae.g_01279
OG0000187	Praf.g_00326	Syae.g_01280
OG0000188	Praf.g_00303	Syae.g_01323
OG0000189	Praf.g_00257	Syae.g_01350
OG0000190	Praf.g_00255	Syae.g_01352
OG0000191	Praf.g_00218	Syae.g_01384
OG0000192	Praf.g_00212	Syae.g_01390
OG0000193	Praf.g_02433	Syae.g_01429
OG0000194	Praf.g_02436	Syae.g_01432
OG0000195	Praf.g_02438	Syae.g_01434
OG0000196	Praf.g_02449	Syae.g_01444
OG0000197	Praf.g_02450	Syae.g_01445
OG0000198	Praf.g_02451	Syae.g_01446
OG0000199	Praf.g_02468	Syae.g_01454
OG0000200	Praf.g_02492	Syae.g_01471
OG0000201	Praf.g_02511	Syae.g_01487
OG0000202	Praf.g_02512	Syae.g_01488
OG0000203	Praf.g_02513	Syae.g_01489
OG0000204	Praf.g_02514	Syae.g_01490
OG0000205	Praf.g_02521	Syae.g_01497
OG0000206	Praf.g_02532	Syae.g_01504
OG0000207	Praf.g_02582	Syae.g_01506
OG0000208	Praf.g_02581	Syae.g_01507
OG0000209	Praf.g_02557	Syae.g_01528
OG0000210	Praf.g_02556	Syae.g_01529
OG0000211	Praf.g_00378	Syae.g_02234
OG0000212	Praf.g_00392	Syae.g_02244
OG0000213	Praf.g_02245	Syae.g_02003
OG0000214	Praf.g_02263	Syae.g_01986
OG0000215	Praf.g_02293	Syae.g_01955
OG0000217	Praf.g_02300	Syae.g_01947
OG0000218	Praf.g_02302	Syae.g_01945
OG0000219	Praf.g_02303	Syae.g_01944
OG0000220	Praf.g_02304	Syae.g_01943
OG0000221	Praf.g_02314	Syae.g_01937
OG0000222	Praf.g_02323	Syae.g_01926
OG0000223	Praf.g_02347	Syae.g_01904
OG0000224	Praf.g_02358	Syae.g_01897
OG0000225	Praf.g_02030	Syae.g_02208
OG0000226	Praf.g_02026	Syae.g_02212
OG0000227	Praf.g_02024	Syae.g_02214
OG0000228	Praf.g_02016	Syae.g_02218
OG0000229	Praf.g_01989	Syae.g_00994
OG0000230	Praf.g_01987	Syae.g_00992
OG0000231	Praf.g_01963	Syae.g_00980
OG0000232	Praf.g_01952	Syae.g_02496
OG0000233	Praf.g_01938	Syae.g_02504
OG0000234	Praf.g_01905	Syae.g_02532
OG0000235	Praf.g_00594	Syae.g_02308
OG0000236	Praf.g_00610	Syae.g_02323
OG0000237	Praf.g_00627	Syae.g_02340
OG0000238	Praf.g_00631	Syae.g_02345
OG0000239	Praf.g_00647	Syae.g_02360
OG0000240	Praf.g_00648	Syae.g_02361
OG0000241	Praf.g_01177	Syae.g_00065
OG0000242	Praf.g_00658	Syae.g_02372
OG0000243	Praf.g_00681	Syae.g_02391
OG0000244	Praf.g_00685	Syae.g_02399
OG0000245	Praf.g_00688	Syae.g_02401
OG0000246	Praf.g_00692	Syae.g_02405
OG0000247	Praf.g_00703	Syae.g_02416
OG0000248	Praf.g_00706	Syae.g_02419
OG0000249	Praf.g_00708	Syae.g_02421
OG0000250	Praf.g_00714	Syae.g_02431
OG0000251	Praf.g_00739	Syae.g_02455
OG0000252	Praf.g_00742	Syae.g_02458
OG0000253	Praf.g_00749	Syae.g_02459
OG0000254	Praf.g_00768	Syae.g_00021
OG0000255	Praf.g_01662	Syae.g_00041
OG0000256	Praf.g_01676	Syae.g_00058
OG0000257	Praf.g_01685	Syae.g_00064
OG0000258	Praf.g_01708	Syae.g_00083
OG0000259	Praf.g_01736	Syae.g_00608
OG0000260	Praf.g_01739	Syae.g_00603
OG0000261	Praf.g_01742	Syae.g_00600
OG0000262	Praf.g_01748	Syae.g_00595
OG0000263	Praf.g_02570	Syae.g_00671
OG0000264	Praf.g_01218, Praf.g_01219	Syae.g_00761
OG0000265	Praf.g_01302	Syae.g_00932, Syae.g_00226
OG0000266	Praf.g_01313	Syae.g_00457
OG0000267	Praf.g_01436	Syae.g_00304
OG0000268	Praf.g_01435	Syae.g_00308
OG0000269	Praf.g_01525	Syae.g_00526
OG0000270	Praf.g_01528	Syae.g_00523
OG0000271	Praf.g_01536	Syae.g_00515
OG0000272	Praf.g_01537	Syae.g_00514
OG0000273	Praf.g_01585	Syae.g_00825
OG0000274	Praf.g_01586	Syae.g_00826
OG0000275	Praf.g_01590	Syae.g_00832
OG0000276	Praf.g_01596	Syae.g_00839
OG0000277	Praf.g_01597	Syae.g_00840
OG0000278	Praf.g_01600	Syae.g_00843
OG0000279	Praf.g_01608	Syae.g_00851
OG0000280	Praf.g_01614	Syae.g_00877
OG0000281	Praf.g_01627	Syae.g_02057
OG0000282	Praf.g_01463	Syae.g_00573
OG0000283	Praf.g_01426	Syae.g_00321
OG0000284	Praf.g_01420	Syae.g_00327
OG0000285	Praf.g_01006	Syae.g_00340
OG0000286	Praf.g_01393	Syae.g_00359
OG0000287	Praf.g_01073	Syae.g_00387
OG0000288	Praf.g_01338	Syae.g_00419
OG0000289	Praf.g_01325	Syae.g_00433
OG0000290	Praf.g_01277	Syae.g_00796
OG0000291	Praf.g_01275	Syae.g_00794
OG0000292	Praf.g_02776	Syae.g_01705
OG0000293	Praf.g_00826	Syae.g_00938
OG0000294	Praf.g_00827	Syae.g_00937
OG0000295	Praf.g_00879	Syae.g_00893
OG0000296	Praf.g_00881	Syae.g_00891
OG0000297	Praf.g_00917	Syae.g_00645
OG0000298	Praf.g_00918	Syae.g_00646
OG0000299	Praf.g_00908	Syae.g_00680
OG0000300	Praf.g_00902	Syae.g_00686
OG0000301	Praf.g_00901	Syae.g_00687
OG0000302	Praf.g_00898	Syae.g_00691
OG0000303	Praf.g_00888	Syae.g_00700
OG0000304	Praf.g_00938	Syae.g_00706
OG0000305	Praf.g_01271	Syae.g_00791
OG0000306	Praf.g_01635	Syae.g_00277
OG0000307	Praf.g_00575	Syae.g_02290
OG0000308	Praf.g_00573	Syae.g_02288
OG0000309	Praf.g_00569	Syae.g_02283
OG0000310	Praf.g_01772	Syae.g_02687
OG0000311	Praf.g_01778, Praf.g_01776	Syae.g_02682
OG0000312	Praf.g_01782	Syae.g_02664
OG0000313	Praf.g_01802	Syae.g_02647
OG0000314	Praf.g_01837	Syae.g_02618
OG0000315	Praf.g_01848	Syae.g_02609
OG0000316	Praf.g_00526	Syae.g_01118
OG0000317	Praf.g_00485	Syae.g_01160
OG0000318	Praf.g_00479	Syae.g_01164
OG0000319	Praf.g_00464	Syae.g_01181
OG0000320	Praf.g_00462	Syae.g_01183
OG0000321	Praf.g_00461	Syae.g_01184
OG0000322	Praf.g_00460	Syae.g_01185
OG0000323	Praf.g_00449	Syae.g_01200
OG0000324	Praf.g_00419	Syae.g_01049
OG0000325	Praf.g_02200	Syae.g_02033
OG0000326	Praf.g_02193	Syae.g_02040
OG0000327	Praf.g_02162	Syae.g_02080
OG0000328	Praf.g_02161	Syae.g_02081
OG0000329	Praf.g_02144	Syae.g_02099
OG0000330	Praf.g_02143	Syae.g_02100
OG0000331	Praf.g_02142	Syae.g_02101
OG0000332	Praf.g_02127	Syae.g_02116
OG0000333	Praf.g_02125	Syae.g_02119
OG0000334	Praf.g_02112	Syae.g_02128
OG0000335	Praf.g_02107	Syae.g_02132
OG0000336	Praf.g_02103	Syae.g_02136
OG0000337	Praf.g_02372	Syae.g_01879
OG0000338	Praf.g_02375	Syae.g_01876
OG0000339	Praf.g_02386	Syae.g_01869
OG0000340	Praf.g_02396	Syae.g_01855
OG0000341	Praf.g_02398	Syae.g_01853
OG0000342	Praf.g_02399	Syae.g_01852
OG0000343	Praf.g_00196	Syae.g_01848
OG0000344	Praf.g_00193	Syae.g_01843
OG0000345	Praf.g_00182	Syae.g_01833
OG0000346	Praf.g_00177	Syae.g_01828
OG0000347	Praf.g_00152	Syae.g_01805
OG0000348	Praf.g_00081	Syae.g_01781
OG0000349	Praf.g_00054	Syae.g_01763
OG0000350	Praf.g_02699	Syae.g_02047
OG0000351	Praf.g_02757	Syae.g_01684
OG0000352	Praf.g_02758	Syae.g_01685
OG0000353	Praf.g_02782	Syae.g_01711
OG0000354	Praf.g_00637	Syae.g_02351
OG0000354	Praf.g_00019	Syae.g_01731
OG0000355	Praf.g_00001	Syae.g_01713
OG0000356	Praf.g_00002	Syae.g_01714
OG0000357	Praf.g_00003	Syae.g_01715
OG0000358	Praf.g_00007	Syae.g_01719
OG0000359	Praf.g_00009	Syae.g_01721
OG0000360	Praf.g_00010	Syae.g_01722
OG0000361	Praf.g_00011	Syae.g_01723
OG0000362	Praf.g_00013	Syae.g_01725
OG0000363	Praf.g_00015	Syae.g_01727
OG0000364	Praf.g_00016	Syae.g_01728
OG0000365	Praf.g_00025	Syae.g_01737
OG0000366	Praf.g_00026	Syae.g_01738
OG0000367	Praf.g_00027	Syae.g_01739
OG0000368	Praf.g_00029	Syae.g_01741
OG0000369	Praf.g_00030	Syae.g_01742
OG0000370	Praf.g_00031	Syae.g_01743
OG0000371	Praf.g_00040	Syae.g_01751
OG0000372	Praf.g_00045	Syae.g_01756
OG0000373	Praf.g_00046	Syae.g_01757
OG0000374	Praf.g_00047	Syae.g_01758
OG0000375	Praf.g_00050	Syae.g_01759
OG0000376	Praf.g_00052	Syae.g_01761
OG0000377	Praf.g_02618	Syae.g_01561
OG0000378	Praf.g_02605	Syae.g_01553
OG0000379	Praf.g_02601	Syae.g_01550
OG0000380	Praf.g_00325	Syae.g_01281
OG0000381	Praf.g_00320	Syae.g_01285
OG0000382	Praf.g_00304	Syae.g_01322
OG0000383	Praf.g_00302	Syae.g_01324
OG0000384	Praf.g_00301	Syae.g_01325
OG0000385	Praf.g_00300	Syae.g_01326
OG0000386	Praf.g_00299	Syae.g_01327
OG0000387	Praf.g_00253	Syae.g_01354
OG0000388	Praf.g_00249	Syae.g_01358
OG0000389	Praf.g_00245	Syae.g_01362
OG0000390	Praf.g_00224	Syae.g_01378
OG0000391	Praf.g_00219	Syae.g_01383
OG0000392	Praf.g_00214	Syae.g_01389
OG0000393	Praf.g_00209	Syae.g_01392
OG0000394	Praf.g_00208	Syae.g_01393
OG0000395	Praf.g_00207	Syae.g_01394
OG0000396	Praf.g_02403	Syae.g_01397
OG0000397	Praf.g_02405	Syae.g_01400
OG0000398	Praf.g_02410	Syae.g_01405
OG0000399	Praf.g_02411	Syae.g_01406
OG0000400	Praf.g_02412	Syae.g_01407
OG0000401	Praf.g_02413	Syae.g_01408
OG0000402	Praf.g_02415	Syae.g_01410
OG0000403	Praf.g_02416	Syae.g_01411
OG0000404	Praf.g_02418	Syae.g_01412
OG0000405	Praf.g_02430	Syae.g_01426
OG0000406	Praf.g_02434	Syae.g_01430
OG0000407	Praf.g_02435	Syae.g_01431
OG0000408	Praf.g_02437	Syae.g_01433
OG0000409	Praf.g_02439	Syae.g_01435
OG0000410	Praf.g_02440	Syae.g_01436
OG0000411	Praf.g_02441	Syae.g_01437
OG0000412	Praf.g_02442	Syae.g_01438
OG0000413	Praf.g_02444	Syae.g_01440
OG0000415	Praf.g_02446	Syae.g_01441
OG0000416	Praf.g_02447	Syae.g_01442
OG0000417	Praf.g_02448	Syae.g_01443
OG0000418	Praf.g_02453	Syae.g_01448
OG0000419	Praf.g_02455	Syae.g_01450
OG0000420	Praf.g_02456	Syae.g_01452
OG0000421	Praf.g_02470	Syae.g_01457
OG0000422	Praf.g_02471	Syae.g_01458
OG0000423	Praf.g_02472	Syae.g_01459
OG0000424	Praf.g_02473	Syae.g_01460
OG0000425	Praf.g_02474	Syae.g_01461
OG0000426	Praf.g_02475	Syae.g_01462
OG0000427	Praf.g_02476	Syae.g_01463
OG0000428	Praf.g_01486	Syae.g_01466
OG0000429	Praf.g_02489	Syae.g_01468
OG0000430	Praf.g_02491	Syae.g_01470
OG0000431	Praf.g_02495	Syae.g_01473
OG0000432	Praf.g_02502	Syae.g_01481
OG0000433	Praf.g_02505	Syae.g_01484
OG0000434	Praf.g_02506	Syae.g_01485
OG0000435	Praf.g_02509	Syae.g_01486
OG0000436	Praf.g_02515	Syae.g_01491
OG0000437	Praf.g_02516	Syae.g_01492
OG0000438	Praf.g_02517	Syae.g_01493
OG0000439	Praf.g_02519	Syae.g_01495
OG0000440	Praf.g_02520	Syae.g_01496
OG0000441	Praf.g_02524	Syae.g_01501
OG0000442	Praf.g_02525	Syae.g_01502
OG0000443	Praf.g_02531	Syae.g_01503
OG0000444	Praf.g_02575	Syae.g_01509
OG0000445	Praf.g_02574	Syae.g_01510
OG0000446	Praf.g_02572	Syae.g_01512
OG0000447	Praf.g_02568	Syae.g_01517
OG0000448	Praf.g_02567	Syae.g_01518
OG0000449	Praf.g_02566	Syae.g_01519
OG0000450	Praf.g_02560	Syae.g_01525
OG0000451	Praf.g_02559	Syae.g_01526
OG0000452	Praf.g_02555	Syae.g_01530
OG0000453	Praf.g_02554	Syae.g_01531
OG0000454	Praf.g_02553	Syae.g_01532
OG0000455	Praf.g_02552	Syae.g_01533
OG0000456	Praf.g_02551	Syae.g_01534
OG0000457	Praf.g_02549	Syae.g_01536
OG0000458	Praf.g_02548	Syae.g_01538
OG0000459	Praf.g_02547	Syae.g_01539
OG0000460	Praf.g_00379	Syae.g_02236
OG0000461	Praf.g_02203	Syae.g_02024
OG0000462	Praf.g_02207	Syae.g_02021
OG0000463	Praf.g_02208	Syae.g_02020
OG0000464	Praf.g_02209	Syae.g_02019
OG0000465	Praf.g_02210	Syae.g_02018
OG0000466	Praf.g_02215	Syae.g_02014
OG0000467	Praf.g_02217	Syae.g_02012
OG0000468	Praf.g_02242	Syae.g_02007
OG0000469	Praf.g_02255	Syae.g_01992
OG0000470	Praf.g_02259	Syae.g_01990
OG0000471	Praf.g_02260	Syae.g_01989
OG0000472	Praf.g_02262	Syae.g_01987
OG0000473	Praf.g_02264	Syae.g_01985
OG0000474	Praf.g_02265	Syae.g_01984
OG0000475	Praf.g_02266	Syae.g_01983
OG0000476	Praf.g_02268	Syae.g_01981
OG0000477	Praf.g_02273	Syae.g_01975
OG0000478	Praf.g_02274	Syae.g_01974
OG0000479	Praf.g_02275	Syae.g_01973
OG0000480	Praf.g_02282	Syae.g_01966
OG0000481	Praf.g_02284	Syae.g_01964
OG0000482	Praf.g_02285	Syae.g_01963
OG0000483	Praf.g_02289	Syae.g_01959
OG0000484	Praf.g_02290	Syae.g_01958
OG0000485	Praf.g_02291	Syae.g_01957
OG0000486	Praf.g_02292	Syae.g_01956
OG0000487	Praf.g_02297	Syae.g_01950
OG0000488	Praf.g_02301	Syae.g_01946
OG0000489	Praf.g_02315	Syae.g_01936
OG0000490	Praf.g_02321	Syae.g_01928
OG0000491	Praf.g_02322	Syae.g_01927
OG0000492	Praf.g_02324	Syae.g_01925
OG0000493	Praf.g_02325	Syae.g_01924
OG0000494	Praf.g_02326	Syae.g_01923
OG0000495	Praf.g_02327	Syae.g_01922
OG0000496	Praf.g_02328	Syae.g_01921
OG0000497	Praf.g_02329	Syae.g_01920
OG0000498	Praf.g_02330	Syae.g_01919
OG0000499	Praf.g_02331	Syae.g_01918
OG0000500	Praf.g_02332	Syae.g_01917
OG0000501	Praf.g_02335	Syae.g_01914
OG0000502	Praf.g_02349	Syae.g_01902
OG0000503	Praf.g_02054	Syae.g_02192
OG0000504	Praf.g_02052	Syae.g_02194
OG0000505	Praf.g_02051	Syae.g_02195
OG0000506	Praf.g_02049	Syae.g_02197
OG0000507	Praf.g_02045	Syae.g_02203
OG0000508	Praf.g_02031	Syae.g_02207
OG0000509	Praf.g_02029	Syae.g_02209
OG0000510	Praf.g_02028	Syae.g_02210
OG0000511	Praf.g_02027	Syae.g_02211
OG0000512	Praf.g_02025	Syae.g_02213
OG0000513	Praf.g_02011	Syae.g_02223
OG0000514	Praf.g_02002	Syae.g_02229
OG0000515	Praf.g_02001	Syae.g_02230
OG0000516	Praf.g_01999	Syae.g_01000
OG0000517	Praf.g_01990	Syae.g_00995
OG0000518	Praf.g_01978	Syae.g_00983
OG0000519	Praf.g_01977	Syae.g_00982
OG0000520	Praf.g_01972	Syae.g_00981
OG0000521	Praf.g_01959	Syae.g_02491
OG0000522	Praf.g_01957	Syae.g_02493
OG0000523	Praf.g_01956	Syae.g_02494
OG0000524	Praf.g_01942	Syae.g_02501
OG0000525	Praf.g_01915	Syae.g_02520
OG0000526	Praf.g_01913	Syae.g_02523
OG0000527	Praf.g_01909	Syae.g_02528
OG0000528	Praf.g_00589	Syae.g_02304
OG0000529	Praf.g_00596	Syae.g_02310
OG0000530	Praf.g_00599	Syae.g_02313
OG0000531	Praf.g_00600	Syae.g_02314
OG0000532	Praf.g_00603	Syae.g_02317
OG0000533	Praf.g_00605	Syae.g_02318
OG0000534	Praf.g_00606	Syae.g_02319
OG0000535	Praf.g_00607	Syae.g_02320
OG0000536	Praf.g_00608	Syae.g_02321
OG0000537	Praf.g_00609	Syae.g_02322
OG0000538	Praf.g_00619	Syae.g_02333
OG0000539	Praf.g_00621	Syae.g_02334
OG0000540	Praf.g_00622	Syae.g_02335
OG0000541	Praf.g_00623	Syae.g_02336
OG0000542	Praf.g_00626	Syae.g_02339
OG0000543	Praf.g_00628	Syae.g_02341
OG0000544	Praf.g_00629	Syae.g_02342
OG0000545	Praf.g_00630	Syae.g_02344
OG0000546	Praf.g_00632	Syae.g_02346
OG0000547	Praf.g_00634	Syae.g_02348
OG0000548	Praf.g_00635	Syae.g_02349
OG0000549	Praf.g_00641	Syae.g_02354
OG0000550	Praf.g_00646	Syae.g_02358
OG0000551	Praf.g_00650	Syae.g_02363
OG0000552	Praf.g_00651	Syae.g_02364
OG0000553	Praf.g_00656	Syae.g_02366
OG0000554	Praf.g_00661	Syae.g_02375
OG0000555	Praf.g_00677	Syae.g_02390
OG0000556	Praf.g_00683	Syae.g_02394
OG0000557	Praf.g_00684	Syae.g_02398
OG0000558	Praf.g_00687	Syae.g_02400
OG0000559	Praf.g_00691	Syae.g_02404
OG0000560	Praf.g_00694	Syae.g_02407
OG0000561	Praf.g_00695	Syae.g_02408
OG0000562	Praf.g_00696	Syae.g_02409
OG0000563	Praf.g_00697	Syae.g_02410
OG0000564	Praf.g_00698	Syae.g_02411
OG0000565	Praf.g_00701	Syae.g_02414
OG0000566	Praf.g_00705	Syae.g_02418
OG0000567	Praf.g_00709	Syae.g_02422
OG0000568	Praf.g_00711	Syae.g_02427
OG0000569	Praf.g_00712	Syae.g_02428
OG0000570	Praf.g_00713	Syae.g_02429
OG0000571	Praf.g_00716	Syae.g_02433
OG0000572	Praf.g_00733	Syae.g_02448
OG0000573	Praf.g_00740	Syae.g_02456
OG0000574	Praf.g_00741	Syae.g_02457
OG0000575	Praf.g_00751	Syae.g_02461
OG0000576	Praf.g_00753	Syae.g_02463
OG0000577	Praf.g_00754	Syae.g_02464
OG0000578	Praf.g_00755	Syae.g_02465
OG0000579	Praf.g_00756	Syae.g_02466
OG0000580	Praf.g_00757	Syae.g_02467
OG0000581	Praf.g_00761	Syae.g_02473
OG0000582	Praf.g_00765	Syae.g_00018
