Orthogroup	Praf	Syai
OG0000102	Praf.g_00173	Syai.g_00106
OG0000103	Praf.g_02765	Syai.g_02912
OG0000104	Praf.g_02779	Syai.g_02929
OG0000105	Praf.g_02271	Syai.g_00267
OG0000106	Praf.g_00496	Syai.g_01601
OG0000107	Praf.g_02201	Syai.g_00319
OG0000108	Praf.g_00595	Syai.g_00638
OG0000109	Praf.g_00611	Syai.g_00653
OG0000110	Praf.g_00718	Syai.g_00878, Syai.g_00766
OG0000111	Praf.g_01126	Syai.g_01998
OG0000112	Praf.g_01400	Syai.g_01512
OG0000113	Praf.g_01556	Syai.g_01367
OG0000114	Praf.g_01461	Syai.g_01261
OG0000115	Praf.g_01825	Syai.g_00932
OG0000116	Praf.g_00825	Syai.g_02156
OG0000117	Praf.g_00919	Syai.g_01756
OG0000118	Praf.g_00779	Syai.g_00818
OG0000119	Praf.g_01108, Praf.g_01143	Syai.g_02127
OG0000120	Praf.g_02343	Syai.g_00198
OG0000121	Praf.g_01796	Syai.g_00951
OG0000122	Praf.g_00976	Syai.g_01143
OG0000123	Praf.g_02108	Syai.g_00411
OG0000124	Praf.g_00153	Syai.g_00089
OG0000125	Praf.g_02664	Syai.g_02782
OG0000126	Praf.g_02777	Syai.g_02927
OG0000127	Praf.g_01187, Praf.g_00342, Praf.g_02627, Praf.g_01168	Syai.g_01872, Syai.g_01906, Syai.g_01855
OG0000127	Praf.g_00338	Syai.g_02459
OG0000128	Praf.g_00012	Syai.g_00012
OG0000129	Praf.g_02652	Syai.g_02771
OG0000130	Praf.g_00321	Syai.g_02474
OG0000131	Praf.g_02432	Syai.g_02608
OG0000132	Praf.g_02452	Syai.g_02628
OG0000133	Praf.g_02336	Syai.g_01507
OG0000134	Praf.g_02012	Syai.g_00520
OG0000135	Praf.g_02715	Syai.g_02826
OG0000136	Praf.g_01984	Syai.g_02217
OG0000137	Praf.g_01907	Syai.g_00865
OG0000138	Praf.g_00612	Syai.g_00654
OG0000139	Praf.g_00666	Syai.g_00714
OG0000140	Praf.g_00670	Syai.g_00716
OG0000141	Praf.g_00764	Syai.g_01041
OG0000142	Praf.g_01692	Syai.g_01104
OG0000143	Praf.g_01696	Syai.g_01108
OG0000144	Praf.g_01721	Syai.g_01608
OG0000145	Praf.g_00617	Syai.g_00660
OG0000146	Praf.g_01401	Syai.g_01513
OG0000147	Praf.g_01402	Syai.g_01514
OG0000148	Praf.g_01548	Syai.g_01361
OG0000149	Praf.g_01604	Syai.g_02059
OG0000150	Praf.g_01625	Syai.g_00717
OG0000151	Praf.g_01478	Syai.g_01280
OG0000152	Praf.g_01392	Syai.g_01503
OG0000153	Praf.g_01362	Syai.g_01461
OG0000154	Praf.g_01337	Syai.g_01434
OG0000155	Praf.g_00886	Syai.g_02109
OG0000156	Praf.g_00810	Syai.g_02162
OG0000157	Praf.g_00809	Syai.g_02163
OG0000158	Praf.g_02394	Syai.g_00135
OG0000160	Praf.g_01795	Syai.g_00952
OG0000161	Praf.g_01805	Syai.g_00946
OG0000162	Praf.g_01817	Syai.g_00939
OG0000163	Praf.g_00538	Syai.g_02300
OG0000164	Praf.g_00453	Syai.g_02411
OG0000165	Praf.g_00444	Syai.g_02244
OG0000166	Praf.g_02157	Syai.g_00364
OG0000167	Praf.g_02382, Praf.g_02378, Praf.g_02380	Syai.g_00164
OG0000168	Praf.g_02395	Syai.g_00134
OG0000169	Praf.g_00191	Syai.g_00123
OG0000170	Praf.g_00183	Syai.g_00116
OG0000171	Praf.g_00154	Syai.g_00090
OG0000172	Praf.g_00087	Syai.g_00083
OG0000173	Praf.g_00062	Syai.g_00064
OG0000174	Praf.g_02717	Syai.g_02828
OG0000175	Praf.g_02754	Syai.g_02901
OG0000176	Praf.g_00004	Syai.g_00004
OG0000177	Praf.g_00005	Syai.g_00005
OG0000178	Praf.g_00006	Syai.g_00006
OG0000179	Praf.g_00021	Syai.g_00023
OG0000180	Praf.g_00022	Syai.g_00024
OG0000181	Praf.g_00023	Syai.g_00025
OG0000182	Praf.g_00024	Syai.g_00026
OG0000183	Praf.g_00028	Syai.g_00030
OG0000184	Praf.g_02611	Syai.g_02756
OG0000185	Praf.g_00333	Syai.g_02734
OG0000186	Praf.g_00328	Syai.g_02469
OG0000187	Praf.g_00326	Syai.g_02471
OG0000188	Praf.g_00303	Syai.g_00696, Syai.g_02494
OG0000189	Praf.g_00257	Syai.g_02530
OG0000190	Praf.g_00255	Syai.g_02532
OG0000191	Praf.g_00218	Syai.g_02562
OG0000192	Praf.g_00212	Syai.g_02569
OG0000193	Praf.g_02433	Syai.g_02609
OG0000194	Praf.g_02436	Syai.g_02612
OG0000195	Praf.g_02438	Syai.g_02614
OG0000196	Praf.g_02449	Syai.g_02625
OG0000197	Praf.g_02450	Syai.g_02626
OG0000198	Praf.g_02451	Syai.g_02627
OG0000199	Praf.g_02468	Syai.g_02635
OG0000200	Praf.g_02492	Syai.g_02651
OG0000201	Praf.g_02511	Syai.g_02667
OG0000202	Praf.g_02512	Syai.g_02668
OG0000203	Praf.g_02513	Syai.g_02669
OG0000204	Praf.g_02514	Syai.g_02670
OG0000205	Praf.g_02521	Syai.g_02677
OG0000206	Praf.g_02532	Syai.g_02684
OG0000207	Praf.g_02582	Syai.g_02686
OG0000208	Praf.g_02581	Syai.g_02687
OG0000209	Praf.g_02557	Syai.g_02699
OG0000210	Praf.g_02556	Syai.g_02700
OG0000211	Praf.g_00378	Syai.g_00533
OG0000212	Praf.g_00392	Syai.g_00544
OG0000213	Praf.g_02245	Syai.g_00292
OG0000214	Praf.g_02263	Syai.g_00276
OG0000215	Praf.g_02293	Syai.g_00245
OG0000217	Praf.g_02300	Syai.g_00237
OG0000218	Praf.g_02302	Syai.g_00235
OG0000219	Praf.g_02303	Syai.g_00234
OG0000220	Praf.g_02304	Syai.g_00233
OG0000221	Praf.g_02314	Syai.g_00227
OG0000222	Praf.g_02323	Syai.g_00215
OG0000223	Praf.g_02347	Syai.g_00194
OG0000224	Praf.g_02358	Syai.g_00186
OG0000225	Praf.g_02030	Syai.g_00502
OG0000226	Praf.g_02026	Syai.g_00506
OG0000227	Praf.g_02024	Syai.g_00508
OG0000228	Praf.g_02016	Syai.g_00516
OG0000229	Praf.g_01989	Syai.g_02228
OG0000230	Praf.g_01987	Syai.g_02226
OG0000231	Praf.g_01963	Syai.g_02208
OG0000232	Praf.g_01952	Syai.g_00846
OG0000233	Praf.g_01938	Syai.g_00855
OG0000234	Praf.g_01905	Syai.g_00866
OG0000235	Praf.g_00594	Syai.g_00637
OG0000236	Praf.g_00610	Syai.g_00652
OG0000237	Praf.g_00627	Syai.g_00669
OG0000238	Praf.g_00631	Syai.g_00674
OG0000239	Praf.g_00647	Syai.g_00691
OG0000240	Praf.g_00648	Syai.g_00692
OG0000241	Praf.g_01177	Syai.g_01085
OG0000242	Praf.g_00658	Syai.g_00705
OG0000243	Praf.g_00681	Syai.g_00726
OG0000244	Praf.g_00685	Syai.g_00731
OG0000245	Praf.g_00688	Syai.g_00733
OG0000246	Praf.g_00692	Syai.g_00737
OG0000247	Praf.g_00703	Syai.g_00748
OG0000248	Praf.g_00706	Syai.g_00751
OG0000249	Praf.g_00708	Syai.g_00753
OG0000250	Praf.g_00714	Syai.g_00762
OG0000251	Praf.g_00739	Syai.g_00789
OG0000252	Praf.g_00742	Syai.g_00797
OG0000253	Praf.g_00749	Syai.g_00798
OG0000254	Praf.g_00768	Syai.g_01045
OG0000255	Praf.g_01662	Syai.g_01061
OG0000256	Praf.g_01676	Syai.g_01077
OG0000257	Praf.g_01685	Syai.g_01084
OG0000258	Praf.g_01708	Syai.g_01113
OG0000259	Praf.g_01736	Syai.g_01229
OG0000260	Praf.g_01739	Syai.g_01232
OG0000261	Praf.g_01742	Syai.g_01235
OG0000262	Praf.g_01748	Syai.g_01240
OG0000263	Praf.g_02570	Syai.g_01776
OG0000264	Praf.g_01218, Praf.g_01219	Syai.g_01962
OG0000265	Praf.g_01302	Syai.g_02245
OG0000266	Praf.g_01313	Syai.g_01401
OG0000267	Praf.g_01436	Syai.g_01569
OG0000268	Praf.g_01435	Syai.g_01568
OG0000269	Praf.g_01525	Syai.g_01316
OG0000270	Praf.g_01528	Syai.g_01319
OG0000271	Praf.g_01536	Syai.g_01327
OG0000272	Praf.g_01537	Syai.g_01328
OG0000273	Praf.g_01585	Syai.g_02037
OG0000274	Praf.g_01586	Syai.g_02038
OG0000275	Praf.g_01590	Syai.g_02043
OG0000276	Praf.g_01596	Syai.g_02051
OG0000277	Praf.g_01597	Syai.g_02052
OG0000278	Praf.g_01600	Syai.g_02055
OG0000279	Praf.g_01608	Syai.g_02063
OG0000280	Praf.g_01614	Syai.g_02084
OG0000281	Praf.g_01627	Syai.g_01719
OG0000282	Praf.g_01463	Syai.g_01263
OG0000283	Praf.g_01426	Syai.g_01554
OG0000284	Praf.g_01420	Syai.g_01548
OG0000285	Praf.g_01006	Syai.g_01522
OG0000286	Praf.g_01393	Syai.g_01504
OG0000287	Praf.g_01073	Syai.g_01469
OG0000288	Praf.g_01338	Syai.g_01435
OG0000289	Praf.g_01325	Syai.g_01421
OG0000290	Praf.g_01277	Syai.g_02010
OG0000291	Praf.g_01275	Syai.g_02008
OG0000292	Praf.g_02776	Syai.g_02926
OG0000293	Praf.g_00826	Syai.g_02155
OG0000294	Praf.g_00827	Syai.g_02154
OG0000295	Praf.g_00879	Syai.g_02117
OG0000296	Praf.g_00881	Syai.g_02115
OG0000297	Praf.g_00917	Syai.g_01754
OG0000298	Praf.g_00918	Syai.g_01755
OG0000299	Praf.g_00908	Syai.g_01783
OG0000300	Praf.g_00902	Syai.g_01790
OG0000301	Praf.g_00901	Syai.g_01791
OG0000302	Praf.g_00898	Syai.g_01793
OG0000303	Praf.g_00888	Syai.g_01802
OG0000304	Praf.g_00938	Syai.g_01826
OG0000305	Praf.g_01271	Syai.g_02005
OG0000306	Praf.g_01635	Syai.g_02090
OG0000307	Praf.g_00575	Syai.g_00619
OG0000308	Praf.g_00573	Syai.g_00617
OG0000309	Praf.g_00569	Syai.g_00612
OG0000310	Praf.g_01772	Syai.g_00989
OG0000311	Praf.g_01778, Praf.g_01776	Syai.g_00985
OG0000312	Praf.g_01782	Syai.g_00966
OG0000313	Praf.g_01802	Syai.g_00949
OG0000314	Praf.g_01837	Syai.g_00908
OG0000315	Praf.g_01848	Syai.g_00897
OG0000316	Praf.g_00526	Syai.g_02320, Syai.g_02322
OG0000317	Praf.g_00485	Syai.g_02373
OG0000318	Praf.g_00479	Syai.g_02379
OG0000319	Praf.g_00464	Syai.g_02395
OG0000320	Praf.g_00462	Syai.g_02397
OG0000321	Praf.g_00461	Syai.g_02398
OG0000322	Praf.g_00460	Syai.g_02399
OG0000323	Praf.g_00449	Syai.g_02413
OG0000324	Praf.g_00419	Syai.g_02272
OG0000325	Praf.g_02200	Syai.g_00320
OG0000326	Praf.g_02193	Syai.g_00327
OG0000327	Praf.g_02162	Syai.g_00359
OG0000328	Praf.g_02161	Syai.g_00360
OG0000329	Praf.g_02144	Syai.g_00378
OG0000330	Praf.g_02143	Syai.g_00379
OG0000331	Praf.g_02142	Syai.g_00380
OG0000332	Praf.g_02127	Syai.g_00395
OG0000333	Praf.g_02125	Syai.g_00398
OG0000334	Praf.g_02112	Syai.g_00407
OG0000335	Praf.g_02107	Syai.g_00412
OG0000336	Praf.g_02103	Syai.g_00416
OG0000337	Praf.g_02372	Syai.g_00169
OG0000338	Praf.g_02375	Syai.g_00166
OG0000339	Praf.g_02386	Syai.g_00160
OG0000340	Praf.g_02396	Syai.g_00133
OG0000341	Praf.g_02398	Syai.g_00131
OG0000342	Praf.g_02399	Syai.g_00130
OG0000343	Praf.g_00196	Syai.g_00129
OG0000344	Praf.g_00193	Syai.g_00125
OG0000345	Praf.g_00182	Syai.g_00115
OG0000346	Praf.g_00177	Syai.g_00110
OG0000347	Praf.g_00152	Syai.g_00087
OG0000348	Praf.g_00081	Syai.g_00076
OG0000349	Praf.g_00054	Syai.g_00057
OG0000350	Praf.g_02699	Syai.g_00334
OG0000351	Praf.g_02757	Syai.g_02904
OG0000352	Praf.g_02758	Syai.g_02905
OG0000353	Praf.g_02782	Syai.g_02932
OG0000354	Praf.g_00637	Syai.g_00680
OG0000354	Praf.g_00019	Syai.g_00019
OG0000355	Praf.g_00001	Syai.g_00001
OG0000356	Praf.g_00002	Syai.g_00002
OG0000357	Praf.g_00003	Syai.g_00003
OG0000358	Praf.g_00007	Syai.g_00007
OG0000359	Praf.g_00009	Syai.g_00009
OG0000360	Praf.g_00010	Syai.g_00010
OG0000361	Praf.g_00011	Syai.g_00011
OG0000362	Praf.g_00013	Syai.g_00013
OG0000363	Praf.g_00015	Syai.g_00015
OG0000364	Praf.g_00016	Syai.g_00016
OG0000365	Praf.g_00025	Syai.g_00027
OG0000366	Praf.g_00026	Syai.g_00028
OG0000367	Praf.g_00027	Syai.g_00029
OG0000368	Praf.g_00029	Syai.g_00031
OG0000369	Praf.g_00030	Syai.g_00032
OG0000370	Praf.g_00031	Syai.g_00033
OG0000371	Praf.g_00040	Syai.g_00041
OG0000372	Praf.g_00045	Syai.g_00047
OG0000373	Praf.g_00046	Syai.g_00048
OG0000374	Praf.g_00047	Syai.g_00049
OG0000375	Praf.g_00050	Syai.g_00053
OG0000376	Praf.g_00052	Syai.g_00055
OG0000377	Praf.g_02618	Syai.g_02769
OG0000378	Praf.g_02605	Syai.g_02751
OG0000379	Praf.g_02601	Syai.g_02733
OG0000380	Praf.g_00325	Syai.g_02472
OG0000381	Praf.g_00320	Syai.g_02475
OG0000382	Praf.g_00304	Syai.g_02493
OG0000383	Praf.g_00302	Syai.g_02498
OG0000384	Praf.g_00301	Syai.g_02499
OG0000385	Praf.g_00300	Syai.g_02500
OG0000386	Praf.g_00299	Syai.g_02501
OG0000387	Praf.g_00253	Syai.g_02534
OG0000388	Praf.g_00249	Syai.g_02538
OG0000389	Praf.g_00245	Syai.g_02542
OG0000390	Praf.g_00224	Syai.g_02556
OG0000391	Praf.g_00219	Syai.g_02561
OG0000392	Praf.g_00214	Syai.g_02568
OG0000393	Praf.g_00209	Syai.g_02570
OG0000394	Praf.g_00208	Syai.g_02571
OG0000395	Praf.g_00207	Syai.g_02572
OG0000396	Praf.g_02403	Syai.g_02575
OG0000397	Praf.g_02405	Syai.g_02577
OG0000398	Praf.g_02410	Syai.g_02582
OG0000399	Praf.g_02411	Syai.g_02583
OG0000400	Praf.g_02412	Syai.g_02584
OG0000401	Praf.g_02413	Syai.g_02585
OG0000402	Praf.g_02415	Syai.g_02588
OG0000403	Praf.g_02416	Syai.g_02589
OG0000404	Praf.g_02418	Syai.g_02590
OG0000405	Praf.g_02430	Syai.g_02606
OG0000406	Praf.g_02434	Syai.g_02610
OG0000407	Praf.g_02435	Syai.g_02611
OG0000408	Praf.g_02437	Syai.g_02613
OG0000409	Praf.g_02439	Syai.g_02615
OG0000410	Praf.g_02440	Syai.g_02616
OG0000411	Praf.g_02441	Syai.g_02617
OG0000412	Praf.g_02442	Syai.g_02618
OG0000413	Praf.g_02444	Syai.g_02620
OG0000414	Praf.g_02445	Syai.g_02621
OG0000415	Praf.g_02446	Syai.g_02622
OG0000416	Praf.g_02447	Syai.g_02623
OG0000417	Praf.g_02448	Syai.g_02624
OG0000418	Praf.g_02453	Syai.g_02629
OG0000419	Praf.g_02455	Syai.g_02631
OG0000420	Praf.g_02456	Syai.g_02633
OG0000421	Praf.g_02470	Syai.g_02638
OG0000422	Praf.g_02471	Syai.g_02639
OG0000423	Praf.g_02472	Syai.g_02640
OG0000424	Praf.g_02473	Syai.g_02641
OG0000425	Praf.g_02474	Syai.g_02642
OG0000426	Praf.g_02475	Syai.g_02643
OG0000427	Praf.g_02476	Syai.g_02644
OG0000428	Praf.g_01486	Syai.g_02647
OG0000429	Praf.g_02489	Syai.g_02649
OG0000430	Praf.g_02491	Syai.g_02650
OG0000431	Praf.g_02495	Syai.g_02654
OG0000432	Praf.g_02502	Syai.g_02660
OG0000433	Praf.g_02505	Syai.g_02662
OG0000434	Praf.g_02506	Syai.g_02663
OG0000435	Praf.g_02509	Syai.g_02666
OG0000436	Praf.g_02515	Syai.g_02671
OG0000437	Praf.g_02516	Syai.g_02672
OG0000438	Praf.g_02517	Syai.g_02673
OG0000439	Praf.g_02519	Syai.g_02675
OG0000440	Praf.g_02520	Syai.g_02676
OG0000441	Praf.g_02524	Syai.g_02681
OG0000442	Praf.g_02525	Syai.g_02682
OG0000443	Praf.g_02531	Syai.g_02683
OG0000444	Praf.g_02575	Syai.g_02688
OG0000445	Praf.g_02574	Syai.g_02689
OG0000446	Praf.g_02572	Syai.g_02690
OG0000447	Praf.g_02568	Syai.g_02693
OG0000448	Praf.g_02567	Syai.g_02694
OG0000449	Praf.g_02566	Syai.g_02695
OG0000450	Praf.g_02560	Syai.g_02696
OG0000451	Praf.g_02559	Syai.g_02697
OG0000452	Praf.g_02555	Syai.g_02701
OG0000453	Praf.g_02554	Syai.g_02702
OG0000454	Praf.g_02553	Syai.g_02703
OG0000455	Praf.g_02552	Syai.g_02704
OG0000456	Praf.g_02551	Syai.g_02705
OG0000457	Praf.g_02549	Syai.g_02707
OG0000458	Praf.g_02548	Syai.g_02708
OG0000459	Praf.g_02547	Syai.g_02709
OG0000460	Praf.g_00379	Syai.g_00535
OG0000461	Praf.g_02203	Syai.g_00314
OG0000462	Praf.g_02207	Syai.g_00311
OG0000463	Praf.g_02208	Syai.g_00310
OG0000464	Praf.g_02209	Syai.g_00309
OG0000465	Praf.g_02210	Syai.g_00307
OG0000466	Praf.g_02215	Syai.g_00303
OG0000467	Praf.g_02217	Syai.g_00301
OG0000468	Praf.g_02242	Syai.g_00296
OG0000469	Praf.g_02255	Syai.g_00282
OG0000470	Praf.g_02259	Syai.g_00280
OG0000471	Praf.g_02260	Syai.g_00279
OG0000472	Praf.g_02262	Syai.g_00277
OG0000473	Praf.g_02264	Syai.g_00275
OG0000474	Praf.g_02265	Syai.g_00274
OG0000475	Praf.g_02266	Syai.g_00273
OG0000476	Praf.g_02268	Syai.g_00271
OG0000477	Praf.g_02273	Syai.g_00265
OG0000478	Praf.g_02274	Syai.g_00264
OG0000479	Praf.g_02275	Syai.g_00263
OG0000480	Praf.g_02282	Syai.g_00256
OG0000481	Praf.g_02284	Syai.g_00254
OG0000482	Praf.g_02285	Syai.g_00253
OG0000483	Praf.g_02289	Syai.g_00249
OG0000484	Praf.g_02290	Syai.g_00248
OG0000485	Praf.g_02291	Syai.g_00247
OG0000486	Praf.g_02292	Syai.g_00246
OG0000487	Praf.g_02297	Syai.g_00240
OG0000488	Praf.g_02301	Syai.g_00236
OG0000489	Praf.g_02315	Syai.g_00226
OG0000490	Praf.g_02321	Syai.g_00218
OG0000491	Praf.g_02322	Syai.g_00217
OG0000492	Praf.g_02324	Syai.g_00214
OG0000493	Praf.g_02325	Syai.g_00213
OG0000494	Praf.g_02326	Syai.g_00212
OG0000495	Praf.g_02327	Syai.g_00211
OG0000496	Praf.g_02328	Syai.g_00210
OG0000497	Praf.g_02329	Syai.g_00209
OG0000498	Praf.g_02330	Syai.g_00208
OG0000499	Praf.g_02331	Syai.g_00207
OG0000500	Praf.g_02332	Syai.g_00206
OG0000501	Praf.g_02335	Syai.g_00203
OG0000502	Praf.g_02349	Syai.g_00192
OG0000503	Praf.g_02054	Syai.g_00486
OG0000504	Praf.g_02052	Syai.g_00488
OG0000505	Praf.g_02051	Syai.g_00489
OG0000506	Praf.g_02049	Syai.g_00491
OG0000507	Praf.g_02045	Syai.g_00497
OG0000508	Praf.g_02031	Syai.g_00501
OG0000509	Praf.g_02029	Syai.g_00503
OG0000510	Praf.g_02028	Syai.g_00504
OG0000511	Praf.g_02027	Syai.g_00505
OG0000512	Praf.g_02025	Syai.g_00507
OG0000513	Praf.g_02011	Syai.g_00521
OG0000514	Praf.g_02002	Syai.g_00528
OG0000515	Praf.g_02001	Syai.g_00529
OG0000516	Praf.g_01999	Syai.g_02223
OG0000517	Praf.g_01990	Syai.g_02229
OG0000518	Praf.g_01978	Syai.g_02211
OG0000519	Praf.g_01977	Syai.g_02210
OG0000520	Praf.g_01972	Syai.g_02209
OG0000521	Praf.g_01959	Syai.g_00842
OG0000522	Praf.g_01957	Syai.g_00844
OG0000523	Praf.g_01956	Syai.g_00845
OG0000524	Praf.g_01942	Syai.g_00852
OG0000525	Praf.g_01915	Syai.g_00856
OG0000526	Praf.g_01913	Syai.g_00859
OG0000527	Praf.g_01909	Syai.g_00863
OG0000528	Praf.g_00589	Syai.g_00633
OG0000529	Praf.g_00596	Syai.g_00639
OG0000530	Praf.g_00599	Syai.g_00642
OG0000531	Praf.g_00600	Syai.g_00643
OG0000532	Praf.g_00603	Syai.g_00646
OG0000533	Praf.g_00605	Syai.g_00647
OG0000534	Praf.g_00606	Syai.g_00648
OG0000535	Praf.g_00607	Syai.g_00649
OG0000536	Praf.g_00608	Syai.g_00650
OG0000537	Praf.g_00609	Syai.g_00651
OG0000538	Praf.g_00619	Syai.g_00662
OG0000539	Praf.g_00621	Syai.g_00663
OG0000540	Praf.g_00622	Syai.g_00664
OG0000541	Praf.g_00623	Syai.g_00665
OG0000542	Praf.g_00626	Syai.g_00668
OG0000543	Praf.g_00628	Syai.g_00670
OG0000544	Praf.g_00629	Syai.g_00671
OG0000545	Praf.g_00630	Syai.g_00673
OG0000546	Praf.g_00632	Syai.g_00675
OG0000547	Praf.g_00634	Syai.g_00677
OG0000548	Praf.g_00635	Syai.g_00678
OG0000549	Praf.g_00641	Syai.g_00684
OG0000550	Praf.g_00646	Syai.g_00689
OG0000551	Praf.g_00650	Syai.g_00694
OG0000552	Praf.g_00651	Syai.g_00695
OG0000553	Praf.g_00656	Syai.g_00698
OG0000554	Praf.g_00661	Syai.g_00708
OG0000555	Praf.g_00677	Syai.g_00725
OG0000556	Praf.g_00683	Syai.g_00728
OG0000557	Praf.g_00684	Syai.g_00730
OG0000558	Praf.g_00687	Syai.g_00732
OG0000559	Praf.g_00691	Syai.g_00736
OG0000560	Praf.g_00694	Syai.g_00739
OG0000561	Praf.g_00695	Syai.g_00740
OG0000562	Praf.g_00696	Syai.g_00741
OG0000563	Praf.g_00697	Syai.g_00742
OG0000564	Praf.g_00698	Syai.g_00743
OG0000565	Praf.g_00701	Syai.g_00746
OG0000566	Praf.g_00705	Syai.g_00750
OG0000567	Praf.g_00709	Syai.g_00754
OG0000568	Praf.g_00711	Syai.g_00758
OG0000569	Praf.g_00712	Syai.g_00759
OG0000570	Praf.g_00713	Syai.g_00760
OG0000571	Praf.g_00716	Syai.g_00764
OG0000572	Praf.g_00733	Syai.g_00782
OG0000573	Praf.g_00740	Syai.g_00790
OG0000574	Praf.g_00741	Syai.g_00796
OG0000575	Praf.g_00751	Syai.g_00800
OG0000576	Praf.g_00753	Syai.g_00802
OG0000577	Praf.g_00754	Syai.g_00803
OG0000578	Praf.g_00755	Syai.g_00804
OG0000579	Praf.g_00756	Syai.g_00805
OG0000580	Praf.g_00757	Syai.g_00806
