Orthogroup	Praf	Prau
OG0000067	Praf.g_01530	Prau.g_00854
OG0000068	Praf.g_00585, Praf.g_00583	Prau.g_01409
OG0000070	Praf.g_01962	Prau.g_00491
OG0000071	Praf.g_00796	Prau.g_01371
OG0000072	Praf.g_02469	Prau.g_00172
OG0000073	Praf.g_00616	Prau.g_00540
OG0000075	Praf.g_02384	Prau.g_01901
OG0000076	Praf.g_00178	Prau.g_00037, Prau.g_01925
OG0000077	Praf.g_00309	Prau.g_00079
OG0000078	Praf.g_00391	Prau.g_00240
OG0000079	Praf.g_02234, Praf.g_02218, Praf.g_02225	Prau.g_00254
OG0000081	Praf.g_01131	Prau.g_00571
OG0000082	Praf.g_00731	Prau.g_00624
OG0000084	Praf.g_01790	Prau.g_01524
OG0000085	Praf.g_00491	Prau.g_01725
OG0000086	Praf.g_00297	Prau.g_00089
OG0000087	Praf.g_02420	Prau.g_00140
OG0000088	Praf.g_02454, Praf.g_01239	Prau.g_00167
OG0000089	Praf.g_02015	Prau.g_00358
OG0000090	Praf.g_00660	Prau.g_00573
OG0000091	Praf.g_01700	Prau.g_00682
OG0000093	Praf.g_01503	Prau.g_00983
OG0000094	Praf.g_02685	Prau.g_01070
OG0000095	Praf.g_01274	Prau.g_01089
OG0000097	Praf.g_00905	Prau.g_01247
OG0000098	Praf.g_01886	Prau.g_01391
OG0000099	Praf.g_02342	Prau.g_01435
OG0000100	Praf.g_00370, Praf.g_01561	Prau.g_01605
OG0000101	Praf.g_02119	Prau.g_01869
OG0000102	Praf.g_00173	Prau.g_01930
OG0000103	Praf.g_02765	Prau.g_02009
OG0000104	Praf.g_02779	Prau.g_02018
OG0000105	Praf.g_02271	Prau.g_00276
OG0000106	Praf.g_00496	Prau.g_00373
OG0000107	Praf.g_02201	Prau.g_00389
OG0000108	Praf.g_00595	Prau.g_00521
OG0000109	Praf.g_00611	Prau.g_00535
OG0000110	Praf.g_00718	Prau.g_00614
OG0000111	Praf.g_01126	Prau.g_00739
OG0000112	Praf.g_01400	Prau.g_00818
OG0000113	Praf.g_01556	Prau.g_00876
OG0000114	Praf.g_01461	Prau.g_00956
OG0000115	Praf.g_01825	Prau.g_01148
OG0000116	Praf.g_00825	Prau.g_01197
OG0000117	Praf.g_00919	Prau.g_01318
OG0000118	Praf.g_00779	Prau.g_01383
OG0000119	Praf.g_01108, Praf.g_01143	Prau.g_01405
OG0000120	Praf.g_02343	Prau.g_01430
OG0000121	Praf.g_01796	Prau.g_01533
OG0000122	Praf.g_00976	Prau.g_01571
OG0000123	Praf.g_02108	Prau.g_01876
OG0000124	Praf.g_00153	Prau.g_01941
OG0000125	Praf.g_02664	Prau.g_01978
OG0000126	Praf.g_02777	Prau.g_02017
OG0000127	Praf.g_01187, Praf.g_00342, Praf.g_02627, Praf.g_01168, Praf.g_00338	Prau.g_01292
OG0000128	Praf.g_00012	Prau.g_00011
OG0000129	Praf.g_02652	Prau.g_00051
OG0000130	Praf.g_00321	Prau.g_00071
OG0000131	Praf.g_02432	Prau.g_00146
OG0000132	Praf.g_02452	Prau.g_00165
OG0000133	Praf.g_02336	Prau.g_00324
OG0000134	Praf.g_02012	Prau.g_00359
OG0000135	Praf.g_02705, Praf.g_02715	Prau.g_00386
OG0000136	Praf.g_01984	Prau.g_00482
OG0000137	Praf.g_01907	Prau.g_00516
OG0000138	Praf.g_00612	Prau.g_00536
OG0000139	Praf.g_00666	Prau.g_00577
OG0000140	Praf.g_00670	Prau.g_00578
OG0000141	Praf.g_00764	Prau.g_00645
OG0000142	Praf.g_01692	Prau.g_00675
OG0000143	Praf.g_01696	Prau.g_00679
OG0000144	Praf.g_01721	Prau.g_00692
OG0000145	Praf.g_00617	Prau.g_00816
OG0000146	Praf.g_01401	Prau.g_00819
OG0000147	Praf.g_01402	Prau.g_00820
OG0000148	Praf.g_01548	Prau.g_00870
OG0000149	Praf.g_01604	Prau.g_00900
OG0000150	Praf.g_01625	Prau.g_00909
OG0000151	Praf.g_01478	Prau.g_00966
OG0000152	Praf.g_01392	Prau.g_01015
OG0000153	Praf.g_01362	Prau.g_01034
OG0000154	Praf.g_01337	Prau.g_01063
OG0000155	Praf.g_00886	Prau.g_01226
OG0000156	Praf.g_00810	Prau.g_01359
OG0000157	Praf.g_00809	Prau.g_01360
OG0000158	Praf.g_02394	Prau.g_01436
OG0000160	Praf.g_01795	Prau.g_01532
OG0000161	Praf.g_01805	Prau.g_01538
OG0000162	Praf.g_01817	Prau.g_01544
OG0000163	Praf.g_00538	Prau.g_01578
OG0000164	Praf.g_00453	Prau.g_01756
OG0000165	Praf.g_00444	Prau.g_01763
OG0000166	Praf.g_02157	Prau.g_01833
OG0000167	Praf.g_02382, Praf.g_02378, Praf.g_02380	Prau.g_01899
OG0000168	Praf.g_02395	Prau.g_01909
OG0000169	Praf.g_00191	Prau.g_01919
OG0000170	Praf.g_00183	Prau.g_01921
OG0000171	Praf.g_00154	Prau.g_01940
OG0000172	Praf.g_00087	Prau.g_01949
OG0000173	Praf.g_00062	Prau.g_01964
OG0000174	Praf.g_02717	Prau.g_01991
OG0000175	Praf.g_02754	Prau.g_02001
OG0000176	Praf.g_00004	Prau.g_00004
OG0000177	Praf.g_00005	Prau.g_00005
OG0000178	Praf.g_00006	Prau.g_00006
OG0000179	Praf.g_00021	Prau.g_00016
OG0000180	Praf.g_00022	Prau.g_00017
OG0000181	Praf.g_00023	Prau.g_00018
OG0000182	Praf.g_00024	Prau.g_00019
OG0000183	Praf.g_00028	Prau.g_00023
OG0000184	Praf.g_02611	Prau.g_00054
OG0000185	Praf.g_00333, Praf.g_02602	Prau.g_00057
OG0000186	Praf.g_00328	Prau.g_00066
OG0000187	Praf.g_00326	Prau.g_00067
OG0000188	Praf.g_00303	Prau.g_00083
OG0000189	Praf.g_00257	Prau.g_00097
OG0000190	Praf.g_00255	Prau.g_00098
OG0000191	Praf.g_00218	Prau.g_00118
OG0000192	Praf.g_00212	Prau.g_00122
OG0000193	Praf.g_02433	Prau.g_00147
OG0000194	Praf.g_02436	Prau.g_00150
OG0000195	Praf.g_02438	Prau.g_00152
OG0000196	Praf.g_02449	Prau.g_00162
OG0000197	Praf.g_02450	Prau.g_00163
OG0000198	Praf.g_02451	Prau.g_00164
OG0000199	Praf.g_02468	Prau.g_00171
OG0000200	Praf.g_02711, Praf.g_02492	Prau.g_00185
OG0000201	Praf.g_02511	Prau.g_00193
OG0000202	Praf.g_02512	Prau.g_00194
OG0000203	Praf.g_02513	Prau.g_00195
OG0000204	Praf.g_02514	Prau.g_00196
OG0000205	Praf.g_02708, Praf.g_02521	Prau.g_00203
OG0000206	Praf.g_02532	Prau.g_00208
OG0000207	Praf.g_02582	Prau.g_00210
OG0000208	Praf.g_02581	Prau.g_00211
OG0000209	Praf.g_02557	Prau.g_00220
OG0000210	Praf.g_02556	Prau.g_00221
OG0000211	Praf.g_00378	Prau.g_00234
OG0000212	Praf.g_00392	Prau.g_00241
OG0000213	Praf.g_02245	Prau.g_00259
OG0000214	Praf.g_02263	Prau.g_00269
OG0000215	Praf.g_02293	Prau.g_00294
OG0000216	Praf.g_02296	Prau.g_00296
OG0000217	Praf.g_02300	Prau.g_00299
OG0000218	Praf.g_02302	Prau.g_00301
OG0000219	Praf.g_02303	Prau.g_00302
OG0000220	Praf.g_02304	Prau.g_00303
OG0000221	Praf.g_02314	Prau.g_00304
OG0000222	Praf.g_02323	Prau.g_00312
OG0000223	Praf.g_02347	Prau.g_00325
OG0000224	Praf.g_02358	Prau.g_00327
OG0000225	Praf.g_02030	Prau.g_00348
OG0000226	Praf.g_02026	Prau.g_00352
OG0000227	Praf.g_02024	Prau.g_00354
OG0000228	Praf.g_02016	Prau.g_00357
OG0000229	Praf.g_01989	Prau.g_00477
OG0000230	Praf.g_01987	Prau.g_00479
OG0000231	Praf.g_01963	Prau.g_00490
OG0000232	Praf.g_01952	Prau.g_00499
OG0000233	Praf.g_01938	Prau.g_00505
OG0000234	Praf.g_01905	Prau.g_00517
OG0000235	Praf.g_00594	Prau.g_00520
OG0000236	Praf.g_00610	Prau.g_00534
OG0000237	Praf.g_00627	Prau.g_00547
OG0000238	Praf.g_00631	Prau.g_00553
OG0000239	Praf.g_00647	Prau.g_00565
OG0000240	Praf.g_00648	Prau.g_00566
OG0000241	Praf.g_01177	Prau.g_00570
OG0000242	Praf.g_00658	Prau.g_00572
OG0000243	Praf.g_00681	Prau.g_00583
OG0000244	Praf.g_00685	Prau.g_00586
OG0000245	Praf.g_00688	Prau.g_00588
OG0000246	Praf.g_00692	Prau.g_00592
OG0000247	Praf.g_00703	Prau.g_00602
OG0000248	Praf.g_00706	Prau.g_00604
OG0000249	Praf.g_00708	Prau.g_00606
OG0000250	Praf.g_00714	Prau.g_00611
OG0000251	Praf.g_00739	Prau.g_00629
OG0000252	Praf.g_00742	Prau.g_00632
OG0000253	Praf.g_00749	Prau.g_00633
OG0000254	Praf.g_00768	Prau.g_00649
OG0000255	Praf.g_01662	Prau.g_00655
OG0000256	Praf.g_01676	Prau.g_00667
OG0000257	Praf.g_01685	Prau.g_00670
OG0000258	Praf.g_01708	Prau.g_00683
OG0000259	Praf.g_01736	Prau.g_00700
OG0000260	Praf.g_01739	Prau.g_00703
OG0000261	Praf.g_01742	Prau.g_00705
OG0000262	Praf.g_01748	Prau.g_00709
OG0000263	Praf.g_02570	Prau.g_00721
OG0000264	Praf.g_01218, Praf.g_01219	Prau.g_00731
OG0000265	Praf.g_01238, Praf.g_01302	Prau.g_00755
OG0000266	Praf.g_01313	Prau.g_00765
OG0000267	Praf.g_01436	Prau.g_00776
OG0000268	Praf.g_01435	Prau.g_00777
OG0000269	Praf.g_01525	Prau.g_00849
OG0000270	Praf.g_01528	Prau.g_00852
OG0000271	Praf.g_01536	Prau.g_00860
OG0000272	Praf.g_01537	Prau.g_00861
OG0000273	Praf.g_01585	Prau.g_00884
OG0000274	Praf.g_01586	Prau.g_00885
OG0000275	Praf.g_01590	Prau.g_00887
OG0000276	Praf.g_01596	Prau.g_00892
OG0000277	Praf.g_01597	Prau.g_00893
OG0000278	Praf.g_01600	Prau.g_00896
OG0000279	Praf.g_01608	Prau.g_00904
OG0000280	Praf.g_01614	Prau.g_00905
OG0000281	Praf.g_01627	Prau.g_00910
OG0000282	Praf.g_01463	Prau.g_00958
OG0000283	Praf.g_01426	Prau.g_00992
OG0000284	Praf.g_01420	Prau.g_00997
OG0000285	Praf.g_01006	Prau.g_01002
OG0000286	Praf.g_01393	Prau.g_01014
OG0000287	Praf.g_01073	Prau.g_01031
OG0000288	Praf.g_01338	Prau.g_01062
OG0000289	Praf.g_01325	Prau.g_01073
OG0000290	Praf.g_01277	Prau.g_01086
OG0000291	Praf.g_01275	Prau.g_01088
OG0000292	Praf.g_02776	Prau.g_01136
OG0000293	Praf.g_00826	Prau.g_01198
OG0000294	Praf.g_00827	Prau.g_01199
OG0000295	Praf.g_00879	Prau.g_01218
OG0000296	Praf.g_00881	Prau.g_01220
OG0000297	Praf.g_00917	Prau.g_01228
OG0000298	Praf.g_00918	Prau.g_01229
OG0000299	Praf.g_00908	Prau.g_01246
OG0000300	Praf.g_00902	Prau.g_01249
OG0000301	Praf.g_00901	Prau.g_01250
OG0000302	Praf.g_00898	Prau.g_01252
OG0000303	Praf.g_00888	Prau.g_01259
OG0000304	Praf.g_00938	Prau.g_01263
OG0000305	Praf.g_01271	Prau.g_01401
OG0000306	Praf.g_01635	Prau.g_01404
OG0000307	Praf.g_00575	Prau.g_01418
OG0000308	Praf.g_00573	Prau.g_01419
OG0000309	Praf.g_00569	Prau.g_01423
OG0000310	Praf.g_01772	Prau.g_01513
OG0000311	Praf.g_01778, Praf.g_01776	Prau.g_01515
OG0000312	Praf.g_01782	Prau.g_01518
OG0000313	Praf.g_01802	Prau.g_01535
OG0000314	Praf.g_01837	Prau.g_01558
OG0000315	Praf.g_01848	Prau.g_01568
OG0000316	Praf.g_00526	Prau.g_01588
OG0000317	Praf.g_00485	Prau.g_01730
OG0000318	Praf.g_00479	Prau.g_01733
OG0000319	Praf.g_00464	Prau.g_01746
OG0000320	Praf.g_00462	Prau.g_01748
OG0000321	Praf.g_00461	Prau.g_01749
OG0000322	Praf.g_00460	Prau.g_01750
OG0000323	Praf.g_00449	Prau.g_01759
OG0000324	Praf.g_00419	Prau.g_01785
OG0000325	Praf.g_02200	Prau.g_01795
OG0000326	Praf.g_02193	Prau.g_01801
OG0000327	Praf.g_02162	Prau.g_01828
OG0000328	Praf.g_02161	Prau.g_01829
OG0000329	Praf.g_02144	Prau.g_01846
OG0000330	Praf.g_02143	Prau.g_01847
OG0000331	Praf.g_02142	Prau.g_01848
OG0000332	Praf.g_02127	Prau.g_01862
OG0000333	Praf.g_02125	Prau.g_01864
OG0000334	Praf.g_02112	Prau.g_01872
OG0000335	Praf.g_02107	Prau.g_01877
OG0000336	Praf.g_02103	Prau.g_01881
OG0000337	Praf.g_02372	Prau.g_01897
OG0000338	Praf.g_02375	Prau.g_01898
OG0000339	Praf.g_02386	Prau.g_01902
OG0000340	Praf.g_02396	Prau.g_01910
OG0000341	Praf.g_02398	Prau.g_01912
OG0000342	Praf.g_02399	Prau.g_01913
OG0000343	Praf.g_00196	Prau.g_01914
OG0000344	Praf.g_00193	Prau.g_01917
OG0000345	Praf.g_00182	Prau.g_01922
OG0000346	Praf.g_00177	Prau.g_01926
OG0000347	Praf.g_00152	Prau.g_01942
OG0000348	Praf.g_00081	Prau.g_01952
OG0000349	Praf.g_00054	Prau.g_01969
OG0000350	Praf.g_02699	Prau.g_01987, Prau.g_01297
OG0000351	Praf.g_02757	Prau.g_02004
OG0000352	Praf.g_02758	Prau.g_02005
OG0000353	Praf.g_02782	Prau.g_02021
OG0000355	Praf.g_00001	Prau.g_00001
OG0000356	Praf.g_00002	Prau.g_00002
OG0000357	Praf.g_00003	Prau.g_00003
OG0000358	Praf.g_00007	Prau.g_00007
OG0000359	Praf.g_00009	Prau.g_00008
OG0000360	Praf.g_00010	Prau.g_00009
OG0000361	Praf.g_00011	Prau.g_00010
OG0000362	Praf.g_00013	Prau.g_00012
OG0000363	Praf.g_00015	Prau.g_00014
OG0000364	Praf.g_00016	Prau.g_00015
OG0000365	Praf.g_00025	Prau.g_00020
OG0000366	Praf.g_00026	Prau.g_00021
OG0000367	Praf.g_00027	Prau.g_00022
OG0000368	Praf.g_00029	Prau.g_00024
OG0000369	Praf.g_00030	Prau.g_00025
OG0000370	Praf.g_00031	Prau.g_00026
OG0000371	Praf.g_00040	Prau.g_00031
OG0000372	Praf.g_00045	Prau.g_00034
OG0000373	Praf.g_00046	Prau.g_00035
OG0000374	Praf.g_00047	Prau.g_00036
OG0000375	Praf.g_00050	Prau.g_00047
OG0000376	Praf.g_00052	Prau.g_00049
OG0000377	Praf.g_02618	Prau.g_00053
OG0000378	Praf.g_02605	Prau.g_00055
OG0000379	Praf.g_02601	Prau.g_00058
OG0000380	Praf.g_00325	Prau.g_00068
OG0000381	Praf.g_00320	Prau.g_00072
OG0000382	Praf.g_00304	Prau.g_00082
OG0000383	Praf.g_00302	Prau.g_00084
OG0000384	Praf.g_00301	Prau.g_00085
OG0000385	Praf.g_00300	Prau.g_00086
OG0000386	Praf.g_00299	Prau.g_00087
OG0000387	Praf.g_00253	Prau.g_00100
OG0000388	Praf.g_00249	Prau.g_00103
OG0000389	Praf.g_00245	Prau.g_00107
OG0000390	Praf.g_00224	Prau.g_00114
OG0000391	Praf.g_00219	Prau.g_00117
OG0000392	Praf.g_00214	Prau.g_00121
OG0000393	Praf.g_00209	Prau.g_00123
OG0000394	Praf.g_00208	Prau.g_00124
OG0000395	Praf.g_00207	Prau.g_00125
OG0000396	Praf.g_02403	Prau.g_00128
OG0000397	Praf.g_02405	Prau.g_00130
OG0000398	Praf.g_02410	Prau.g_00132
OG0000399	Praf.g_02411	Prau.g_00133
OG0000400	Praf.g_02412	Prau.g_00134
OG0000401	Praf.g_02413	Prau.g_00135
OG0000402	Praf.g_02415	Prau.g_00137
OG0000403	Praf.g_02416	Prau.g_00138
OG0000404	Praf.g_02418	Prau.g_00139
OG0000405	Praf.g_02430	Prau.g_00143
OG0000406	Praf.g_02434	Prau.g_00148
OG0000407	Praf.g_02435	Prau.g_00149
OG0000408	Praf.g_02437	Prau.g_00151
OG0000409	Praf.g_02439	Prau.g_00153
OG0000410	Praf.g_02440	Prau.g_00154
OG0000411	Praf.g_02441	Prau.g_00155
OG0000412	Praf.g_02442	Prau.g_00156
OG0000413	Praf.g_02444	Prau.g_00157
OG0000414	Praf.g_02445	Prau.g_00158
OG0000415	Praf.g_02446	Prau.g_00159
OG0000416	Praf.g_02447	Prau.g_00160
OG0000417	Praf.g_02448	Prau.g_00161
OG0000418	Praf.g_02453	Prau.g_00166
OG0000419	Praf.g_02455	Prau.g_00168
OG0000420	Praf.g_02456	Prau.g_00169
OG0000421	Praf.g_02470	Prau.g_00174
OG0000422	Praf.g_02471	Prau.g_00175
OG0000423	Praf.g_02472	Prau.g_00176
OG0000424	Praf.g_02473	Prau.g_00177
OG0000425	Praf.g_02474	Prau.g_00178
OG0000426	Praf.g_02475	Prau.g_00179
OG0000427	Praf.g_02476	Prau.g_00180
OG0000428	Praf.g_01486	Prau.g_00182
OG0000429	Praf.g_02489	Prau.g_00183
OG0000430	Praf.g_02491	Prau.g_00184
OG0000431	Praf.g_02495	Prau.g_00186
OG0000432	Praf.g_02502	Prau.g_00189
OG0000433	Praf.g_02505	Prau.g_00190
OG0000434	Praf.g_02506	Prau.g_00191
OG0000435	Praf.g_02509	Prau.g_00192
OG0000436	Praf.g_02515	Prau.g_00197
OG0000437	Praf.g_02516	Prau.g_00198
OG0000438	Praf.g_02517	Prau.g_00199
OG0000439	Praf.g_02519	Prau.g_00201
OG0000440	Praf.g_02520	Prau.g_00202
OG0000441	Praf.g_02524	Prau.g_00205
OG0000442	Praf.g_02525	Prau.g_00206
OG0000443	Praf.g_02531	Prau.g_00207
OG0000444	Praf.g_02575	Prau.g_00212
OG0000445	Praf.g_02574	Prau.g_00213
OG0000446	Praf.g_02572	Prau.g_00214
OG0000447	Praf.g_02568	Prau.g_00215
OG0000448	Praf.g_02567	Prau.g_00216
OG0000449	Praf.g_02566	Prau.g_00217
OG0000450	Praf.g_02560	Prau.g_00218
OG0000451	Praf.g_02559	Prau.g_00219
OG0000452	Praf.g_02555	Prau.g_00222
OG0000453	Praf.g_02554	Prau.g_00223
OG0000454	Praf.g_02553	Prau.g_00224
OG0000455	Praf.g_02552	Prau.g_00225
OG0000456	Praf.g_02551	Prau.g_00226
OG0000457	Praf.g_02549	Prau.g_00227
OG0000458	Praf.g_02548	Prau.g_00228
OG0000459	Praf.g_02547	Prau.g_00229
OG0000460	Praf.g_00379	Prau.g_00236
OG0000461	Praf.g_02203	Prau.g_00244
OG0000462	Praf.g_02207	Prau.g_00246
OG0000463	Praf.g_02208	Prau.g_00247
OG0000464	Praf.g_02209	Prau.g_00248
OG0000465	Praf.g_02210	Prau.g_00249
OG0000466	Praf.g_02215	Prau.g_00252
OG0000467	Praf.g_02217	Prau.g_00253
OG0000468	Praf.g_02242	Prau.g_00255
OG0000469	Praf.g_02255	Prau.g_00264
OG0000470	Praf.g_02259	Prau.g_00266
OG0000471	Praf.g_02260	Prau.g_00267
OG0000472	Praf.g_02262	Prau.g_00268
OG0000473	Praf.g_02264	Prau.g_00270
OG0000474	Praf.g_02265	Prau.g_00271
OG0000475	Praf.g_02266	Prau.g_00272
OG0000476	Praf.g_02268	Prau.g_00273
OG0000477	Praf.g_02273	Prau.g_00277
OG0000478	Praf.g_02274	Prau.g_00278
OG0000479	Praf.g_02275	Prau.g_00279
OG0000480	Praf.g_02282	Prau.g_00284
OG0000481	Praf.g_02284	Prau.g_00286
OG0000482	Praf.g_02285	Prau.g_00287
OG0000483	Praf.g_02289	Prau.g_00290
OG0000484	Praf.g_02290	Prau.g_00291
OG0000485	Praf.g_02291	Prau.g_00292
OG0000486	Praf.g_02292	Prau.g_00293
OG0000487	Praf.g_02297	Prau.g_00297
OG0000488	Praf.g_02301	Prau.g_00300
OG0000489	Praf.g_02315	Prau.g_00305
OG0000490	Praf.g_02321	Prau.g_00310
OG0000491	Praf.g_02322	Prau.g_00311
OG0000492	Praf.g_02324	Prau.g_00313
OG0000493	Praf.g_02325	Prau.g_00314
OG0000494	Praf.g_02326	Prau.g_00315
OG0000495	Praf.g_02327	Prau.g_00316
OG0000496	Praf.g_02328	Prau.g_00317
OG0000497	Praf.g_02329	Prau.g_00318
OG0000498	Praf.g_02330	Prau.g_00319
OG0000499	Praf.g_02331	Prau.g_00320
OG0000500	Praf.g_02332	Prau.g_00321
OG0000501	Praf.g_02335	Prau.g_00323
OG0000502	Praf.g_02349	Prau.g_00326
OG0000503	Praf.g_02054	Prau.g_00336
OG0000504	Praf.g_02052	Prau.g_00337
OG0000505	Praf.g_02051	Prau.g_00338
OG0000506	Praf.g_02049	Prau.g_00340
OG0000507	Praf.g_02045	Prau.g_00343
OG0000508	Praf.g_02031	Prau.g_00347
OG0000509	Praf.g_02029	Prau.g_00349
OG0000510	Praf.g_02028	Prau.g_00350
OG0000511	Praf.g_02027	Prau.g_00351
OG0000512	Praf.g_02025	Prau.g_00353
OG0000513	Praf.g_02011	Prau.g_00360
OG0000514	Praf.g_02002	Prau.g_00472
OG0000515	Praf.g_02001	Prau.g_00473
OG0000516	Praf.g_01999	Prau.g_00474
OG0000517	Praf.g_01990	Prau.g_00476
OG0000518	Praf.g_01978	Prau.g_00487
OG0000519	Praf.g_01977	Prau.g_00488
OG0000520	Praf.g_01972	Prau.g_00489
OG0000521	Praf.g_01959	Prau.g_00494
OG0000522	Praf.g_01957	Prau.g_00496
OG0000523	Praf.g_01956	Prau.g_00497
OG0000524	Praf.g_01942	Prau.g_00503
OG0000525	Praf.g_01915	Prau.g_00506
OG0000526	Praf.g_01913	Prau.g_00507
OG0000527	Praf.g_01909	Prau.g_00514
OG0000528	Praf.g_00589	Prau.g_00519
OG0000529	Praf.g_00596	Prau.g_00522
OG0000530	Praf.g_00599	Prau.g_00525
OG0000531	Praf.g_00600	Prau.g_00526
OG0000532	Praf.g_00603	Prau.g_00528
OG0000533	Praf.g_00605	Prau.g_00529
OG0000534	Praf.g_00606	Prau.g_00530
OG0000535	Praf.g_00607	Prau.g_00531
OG0000536	Praf.g_00608	Prau.g_00532
OG0000537	Praf.g_00609	Prau.g_00533
OG0000538	Praf.g_00619	Prau.g_00541
OG0000539	Praf.g_00621	Prau.g_00542
OG0000540	Praf.g_00622	Prau.g_00543
OG0000541	Praf.g_00623	Prau.g_00544
OG0000542	Praf.g_00626	Prau.g_00546
OG0000543	Praf.g_00628	Prau.g_00548
OG0000544	Praf.g_00629	Prau.g_00549
OG0000545	Praf.g_00630	Prau.g_00551
OG0000546	Praf.g_00632	Prau.g_00554
OG0000547	Praf.g_00634	Prau.g_00556
OG0000548	Praf.g_00635	Prau.g_00557
OG0000549	Praf.g_00641	Prau.g_00559
OG0000550	Praf.g_00646	Prau.g_00564
OG0000551	Praf.g_00650	Prau.g_00567
OG0000552	Praf.g_00651	Prau.g_00568
OG0000553	Praf.g_00656	Prau.g_00569
OG0000554	Praf.g_00661	Prau.g_00574
OG0000555	Praf.g_00677	Prau.g_00582
OG0000556	Praf.g_00683	Prau.g_00584
OG0000557	Praf.g_00684	Prau.g_00585
OG0000558	Praf.g_00687	Prau.g_00587
OG0000559	Praf.g_00691	Prau.g_00591
OG0000560	Praf.g_00694	Prau.g_00594
OG0000561	Praf.g_00695	Prau.g_00595
OG0000562	Praf.g_00696	Prau.g_00596
OG0000563	Praf.g_00697	Prau.g_00597
OG0000564	Praf.g_00698	Prau.g_00598
OG0000565	Praf.g_00701	Prau.g_00601
OG0000566	Praf.g_00705	Prau.g_00603
OG0000567	Praf.g_00709	Prau.g_00607
OG0000568	Praf.g_00711	Prau.g_00608
OG0000569	Praf.g_00712	Prau.g_00609
OG0000570	Praf.g_00713	Prau.g_00610
OG0000571	Praf.g_00716	Prau.g_00612
OG0000572	Praf.g_00733	Prau.g_00625
OG0000573	Praf.g_00740	Prau.g_00630
OG0000574	Praf.g_00741	Prau.g_00631
OG0000575	Praf.g_00751	Prau.g_00635
OG0000576	Praf.g_00753	Prau.g_00637
OG0000577	Praf.g_00754	Prau.g_00638
