Orthogroup	Praf	Prav
OG0000199	Praf.g_02468	Prav.g_00868
OG0000200	Praf.g_02711, Praf.g_02492	Prav.g_00854
OG0000201	Praf.g_02511	Prav.g_00846
OG0000202	Praf.g_02512	Prav.g_00845
OG0000203	Praf.g_02513	Prav.g_00844
OG0000204	Praf.g_02514	Prav.g_00843
OG0000205	Praf.g_02708, Praf.g_02521	Prav.g_00836
OG0000206	Praf.g_02532	Prav.g_00831
OG0000207	Praf.g_02582	Prav.g_00829
OG0000208	Praf.g_02581	Prav.g_00828
OG0000209	Praf.g_02557	Prav.g_00819
OG0000210	Praf.g_02556	Prav.g_00818
OG0000211	Praf.g_00378	Prav.g_00805
OG0000212	Praf.g_00392	Prav.g_00798
OG0000213	Praf.g_02245	Prav.g_01904
OG0000214	Praf.g_02263	Prav.g_01914
OG0000215	Praf.g_02293	Prav.g_01938
OG0000216	Praf.g_02296	Prav.g_01940
OG0000217	Praf.g_02300	Prav.g_01943
OG0000218	Praf.g_02302	Prav.g_01945
OG0000219	Praf.g_02303	Prav.g_01946
OG0000220	Praf.g_02304	Prav.g_01947
OG0000221	Praf.g_02314	Prav.g_01948
OG0000222	Praf.g_02323	Prav.g_01956
OG0000223	Praf.g_02347	Prav.g_01969
OG0000224	Praf.g_02358	Prav.g_01971
OG0000225	Praf.g_02030	Prav.g_01992
OG0000226	Praf.g_02026	Prav.g_01996
OG0000227	Praf.g_02024	Prav.g_01998
OG0000228	Praf.g_02016	Prav.g_00974
OG0000229	Praf.g_01989	Prav.g_01035
OG0000230	Praf.g_01987	Prav.g_01037
OG0000231	Praf.g_01963	Prav.g_01048
OG0000232	Praf.g_01952	Prav.g_01056
OG0000233	Praf.g_01938	Prav.g_01061
OG0000234	Praf.g_01905	Prav.g_01074
OG0000235	Praf.g_00594	Prav.g_01077
OG0000236	Praf.g_00610	Prav.g_01091
OG0000237	Praf.g_00627	Prav.g_01104
OG0000238	Praf.g_00631	Prav.g_01110
OG0000239	Praf.g_00647	Prav.g_01123
OG0000240	Praf.g_00648	Prav.g_01124
OG0000241	Praf.g_01177	Prav.g_01128
OG0000242	Praf.g_00658	Prav.g_01130
OG0000243	Praf.g_00681	Prav.g_01141, Prav.g_00954
OG0000244	Praf.g_00685	Prav.g_01144
OG0000245	Praf.g_00688	Prav.g_01146
OG0000246	Praf.g_00692	Prav.g_01150
OG0000247	Praf.g_00703	Prav.g_01160
OG0000248	Praf.g_00706	Prav.g_01162
OG0000249	Praf.g_00708	Prav.g_01164
OG0000250	Praf.g_00714	Prav.g_01169
OG0000251	Praf.g_00739	Prav.g_01187
OG0000252	Praf.g_00742	Prav.g_01190
OG0000253	Praf.g_00749	Prav.g_01191
OG0000254	Praf.g_00768	Prav.g_01207
OG0000255	Praf.g_01662	Prav.g_01213
OG0000256	Praf.g_01676	Prav.g_01225
OG0000257	Praf.g_01685	Prav.g_01228
OG0000258	Praf.g_01708	Prav.g_01241
OG0000259	Praf.g_01736	Prav.g_01258
OG0000260	Praf.g_01739	Prav.g_01261
OG0000261	Praf.g_01742	Prav.g_01263
OG0000262	Praf.g_01748	Prav.g_01267
OG0000263	Praf.g_02570	Prav.g_01279
OG0000264	Praf.g_01218, Praf.g_01219	Prav.g_01289
OG0000265	Praf.g_01238, Praf.g_01302	Prav.g_00306
OG0000266	Praf.g_01313	Prav.g_00316
OG0000267	Praf.g_01436	Prav.g_00327
OG0000268	Praf.g_01435	Prav.g_00328
OG0000269	Praf.g_01525	Prav.g_00392
OG0000270	Praf.g_01528	Prav.g_00395
OG0000271	Praf.g_01536	Prav.g_00403
OG0000272	Praf.g_01537	Prav.g_00404
OG0000273	Praf.g_01585	Prav.g_00427
OG0000274	Praf.g_01586	Prav.g_00428
OG0000275	Praf.g_01590	Prav.g_00430
OG0000276	Praf.g_01596	Prav.g_00435
OG0000277	Praf.g_01597	Prav.g_00436
OG0000278	Praf.g_01600	Prav.g_00439
OG0000279	Praf.g_01608	Prav.g_00446
OG0000280	Praf.g_01614	Prav.g_00447
OG0000281	Praf.g_01627	Prav.g_00452
OG0000282	Praf.g_01463	Prav.g_00501
OG0000283	Praf.g_01426	Prav.g_00533
OG0000284	Praf.g_01420	Prav.g_00538
OG0000285	Praf.g_01006	Prav.g_00543
OG0000286	Praf.g_01393	Prav.g_00555
OG0000287	Praf.g_01073	Prav.g_00572
OG0000288	Praf.g_01338	Prav.g_00906
OG0000289	Praf.g_01325	Prav.g_00917
OG0000290	Praf.g_01277	Prav.g_00930
OG0000291	Praf.g_01275	Prav.g_00932
OG0000292	Praf.g_02776	Prav.g_00261
OG0000293	Praf.g_00826	Prav.g_00056
OG0000294	Praf.g_00827	Prav.g_00057
OG0000295	Praf.g_00879	Prav.g_00077
OG0000296	Praf.g_00881	Prav.g_01867
OG0000297	Praf.g_00917	Prav.g_01859
OG0000298	Praf.g_00918	Prav.g_01858
OG0000299	Praf.g_00908	Prav.g_01841
OG0000300	Praf.g_00902	Prav.g_01838
OG0000301	Praf.g_00901	Prav.g_00955, Prav.g_01837
OG0000302	Praf.g_00898	Prav.g_01835
OG0000303	Praf.g_00888	Prav.g_01828
OG0000304	Praf.g_00938	Prav.g_01824
OG0000305	Praf.g_01271	Prav.g_01465
OG0000306	Praf.g_01635	Prav.g_01468
OG0000307	Praf.g_00575	Prav.g_01482
OG0000308	Praf.g_00573	Prav.g_01483
OG0000309	Praf.g_00569	Prav.g_01487
OG0000310	Praf.g_01772	Prav.g_01563
OG0000311	Praf.g_01778, Praf.g_01776	Prav.g_01565
OG0000312	Praf.g_01782	Prav.g_01568
OG0000313	Praf.g_01802	Prav.g_01582
OG0000314	Praf.g_01837	Prav.g_01605
OG0000315	Praf.g_01848	Prav.g_01615
OG0000316	Praf.g_00526	Prav.g_01635
OG0000317	Praf.g_00485	Prav.g_01759
OG0000318	Praf.g_00479	Prav.g_01762
OG0000319	Praf.g_00464	Prav.g_01775
OG0000320	Praf.g_00462	Prav.g_01777
OG0000321	Praf.g_00461	Prav.g_01778
OG0000322	Praf.g_00460	Prav.g_01779
OG0000323	Praf.g_00449	Prav.g_01788
OG0000324	Praf.g_00419	Prav.g_01815
OG0000325	Praf.g_02200	Prav.g_00269
OG0000326	Praf.g_02193	Prav.g_00275
OG0000327	Praf.g_02162	Prav.g_00591
OG0000328	Praf.g_02161	Prav.g_00592
OG0000329	Praf.g_02144	Prav.g_00609
OG0000330	Praf.g_02143	Prav.g_00610
OG0000331	Praf.g_02142	Prav.g_00611
OG0000332	Praf.g_02127	Prav.g_00625
OG0000333	Praf.g_02125	Prav.g_00627
OG0000334	Praf.g_02112	Prav.g_00635
OG0000335	Praf.g_02107	Prav.g_00640
OG0000336	Praf.g_02103	Prav.g_00644
OG0000337	Praf.g_02372	Prav.g_00661
OG0000338	Praf.g_02375	Prav.g_00662
OG0000339	Praf.g_02386	Prav.g_00666
OG0000340	Praf.g_02396	Prav.g_00674
OG0000341	Praf.g_02398	Prav.g_00676
OG0000342	Praf.g_02399	Prav.g_00677
OG0000343	Praf.g_00196	Prav.g_00678
OG0000344	Praf.g_00193	Prav.g_00681
OG0000345	Praf.g_00182	Prav.g_00686
OG0000346	Praf.g_00177	Prav.g_00690
OG0000347	Praf.g_00152	Prav.g_00706
OG0000348	Praf.g_00081	Prav.g_00715
OG0000349	Praf.g_00054	Prav.g_00732
OG0000350	Praf.g_02699	Prav.g_00751
OG0000351	Praf.g_02757	Prav.g_00768
OG0000352	Praf.g_02758	Prav.g_00769
OG0000353	Praf.g_02782	Prav.g_00785
OG0000354	Praf.g_00019	Prav.g_01352
OG0000355	Praf.g_00001	Prav.g_00787
OG0000356	Praf.g_00002	Prav.g_00788
OG0000357	Praf.g_00003	Prav.g_00789
OG0000358	Praf.g_00007	Prav.g_00793
OG0000359	Praf.g_00009	Prav.g_00794
OG0000360	Praf.g_00010	Prav.g_00795
OG0000361	Praf.g_00011	Prav.g_00078
OG0000362	Praf.g_00013	Prav.g_00080
OG0000363	Praf.g_00015	Prav.g_00082
OG0000364	Praf.g_00016	Prav.g_00083
OG0000365	Praf.g_00025	Prav.g_00088
OG0000366	Praf.g_00026	Prav.g_00089
OG0000367	Praf.g_00027	Prav.g_00090
OG0000368	Praf.g_00029	Prav.g_00092
OG0000369	Praf.g_00030	Prav.g_00093
OG0000370	Praf.g_00031	Prav.g_00094
OG0000371	Praf.g_00040	Prav.g_00100
OG0000372	Praf.g_00045	Prav.g_00103
OG0000373	Praf.g_00046	Prav.g_00104
OG0000374	Praf.g_00047	Prav.g_00105
OG0000375	Praf.g_00050	Prav.g_00111
OG0000376	Praf.g_00052	Prav.g_00113
OG0000377	Praf.g_02618	Prav.g_00116
OG0000378	Praf.g_02605	Prav.g_00118
OG0000379	Praf.g_02601	Prav.g_00121
OG0000380	Praf.g_00325	Prav.g_00131
OG0000381	Praf.g_00320	Prav.g_00135
OG0000382	Praf.g_00304	Prav.g_00146
OG0000383	Praf.g_00302	Prav.g_00148
OG0000384	Praf.g_00301	Prav.g_00149
OG0000385	Praf.g_00300	Prav.g_00150
OG0000386	Praf.g_00299	Prav.g_00151
OG0000387	Praf.g_00253	Prav.g_00164
OG0000388	Praf.g_00249	Prav.g_00167
OG0000389	Praf.g_00245	Prav.g_00171
OG0000390	Praf.g_00224	Prav.g_00178
OG0000391	Praf.g_00219	Prav.g_00181
OG0000392	Praf.g_00214	Prav.g_00185
OG0000393	Praf.g_00209	Prav.g_00187
OG0000394	Praf.g_00208	Prav.g_00188
OG0000395	Praf.g_00207	Prav.g_00189
OG0000396	Praf.g_02403	Prav.g_00192
OG0000397	Praf.g_02405	Prav.g_00194
OG0000398	Praf.g_02410	Prav.g_00196
OG0000399	Praf.g_02411	Prav.g_00197
OG0000400	Praf.g_02412	Prav.g_00198
OG0000401	Praf.g_02413	Prav.g_00199
OG0000402	Praf.g_02415	Prav.g_00201
OG0000403	Praf.g_02416	Prav.g_00202
OG0000404	Praf.g_02418	Prav.g_00203
OG0000405	Praf.g_02430	Prav.g_00207
OG0000406	Praf.g_02434	Prav.g_00214
OG0000407	Praf.g_02435	Prav.g_00215
OG0000409	Praf.g_02439	Prav.g_00886
OG0000410	Praf.g_02440	Prav.g_00885
OG0000411	Praf.g_02441	Prav.g_00884
OG0000412	Praf.g_02442	Prav.g_00883
OG0000413	Praf.g_02444	Prav.g_00882
OG0000414	Praf.g_02445	Prav.g_00881
OG0000415	Praf.g_02446	Prav.g_00880
OG0000416	Praf.g_02447	Prav.g_00879
OG0000417	Praf.g_02448	Prav.g_00878
OG0000418	Praf.g_02453	Prav.g_00873
OG0000419	Praf.g_02455	Prav.g_00871
OG0000420	Praf.g_02456	Prav.g_00870
OG0000421	Praf.g_02470	Prav.g_00865
OG0000422	Praf.g_02471	Prav.g_00864
OG0000423	Praf.g_02472	Prav.g_00863
OG0000424	Praf.g_02473	Prav.g_00862
OG0000425	Praf.g_02474	Prav.g_00861
OG0000426	Praf.g_02475	Prav.g_00860
OG0000427	Praf.g_02476	Prav.g_00859
OG0000428	Praf.g_01486	Prav.g_00857
OG0000429	Praf.g_02489	Prav.g_00856
OG0000430	Praf.g_02491	Prav.g_00855
OG0000431	Praf.g_02495	Prav.g_00853
OG0000432	Praf.g_02502	Prav.g_00850
OG0000433	Praf.g_02505	Prav.g_00849
OG0000434	Praf.g_02506	Prav.g_00848
OG0000435	Praf.g_02509	Prav.g_00847
OG0000436	Praf.g_02515	Prav.g_00842
OG0000437	Praf.g_02516	Prav.g_00841
OG0000438	Praf.g_02517	Prav.g_00840
OG0000439	Praf.g_02519	Prav.g_00838
OG0000440	Praf.g_02520	Prav.g_00837
OG0000441	Praf.g_02524	Prav.g_00834
OG0000442	Praf.g_02525	Prav.g_00833
OG0000443	Praf.g_02531	Prav.g_00832
OG0000444	Praf.g_02575	Prav.g_00827
OG0000445	Praf.g_02574	Prav.g_00826
OG0000446	Praf.g_02572	Prav.g_00825
OG0000447	Praf.g_02568	Prav.g_00824
OG0000448	Praf.g_02567	Prav.g_00823
OG0000449	Praf.g_02566	Prav.g_00822
OG0000450	Praf.g_02560	Prav.g_00821
OG0000451	Praf.g_02559	Prav.g_00820
OG0000452	Praf.g_02555	Prav.g_00817
OG0000453	Praf.g_02554	Prav.g_00816
OG0000454	Praf.g_02553	Prav.g_00815
OG0000455	Praf.g_02552	Prav.g_00814
OG0000456	Praf.g_02551	Prav.g_00813
OG0000457	Praf.g_02549	Prav.g_00812
OG0000458	Praf.g_02548	Prav.g_00811
OG0000459	Praf.g_02547	Prav.g_00810
OG0000460	Praf.g_00379	Prav.g_00803
OG0000461	Praf.g_02203	Prav.g_01889
OG0000462	Praf.g_02207	Prav.g_01891
OG0000463	Praf.g_02208	Prav.g_01892
OG0000464	Praf.g_02209	Prav.g_01893
OG0000465	Praf.g_02210	Prav.g_01894
OG0000466	Praf.g_02215	Prav.g_01897
OG0000467	Praf.g_02217	Prav.g_01898
OG0000468	Praf.g_02242	Prav.g_01900
OG0000469	Praf.g_02255	Prav.g_01909
OG0000470	Praf.g_02259	Prav.g_01911
OG0000471	Praf.g_02260	Prav.g_01912
OG0000472	Praf.g_02262	Prav.g_01913
OG0000473	Praf.g_02264	Prav.g_01915
OG0000474	Praf.g_02265	Prav.g_01916
OG0000475	Praf.g_02266	Prav.g_01917
OG0000476	Praf.g_02268	Prav.g_01918
OG0000477	Praf.g_02273	Prav.g_01921
OG0000478	Praf.g_02274	Prav.g_01922
OG0000479	Praf.g_02275	Prav.g_01923
OG0000480	Praf.g_02282	Prav.g_01928
OG0000481	Praf.g_02284	Prav.g_01930
OG0000482	Praf.g_02285	Prav.g_01931
OG0000483	Praf.g_02289	Prav.g_01934
OG0000484	Praf.g_02290	Prav.g_01935
OG0000485	Praf.g_02291	Prav.g_01936
OG0000486	Praf.g_02292	Prav.g_01937
OG0000487	Praf.g_02297	Prav.g_01941
OG0000488	Praf.g_02301	Prav.g_01944
OG0000489	Praf.g_02315	Prav.g_01949
OG0000490	Praf.g_02321	Prav.g_01954
OG0000491	Praf.g_02322	Prav.g_01955
OG0000492	Praf.g_02324	Prav.g_01957
OG0000493	Praf.g_02325	Prav.g_01958
OG0000494	Praf.g_02326	Prav.g_01959
OG0000495	Praf.g_02327	Prav.g_01960
OG0000496	Praf.g_02328	Prav.g_01961
OG0000497	Praf.g_02329	Prav.g_01962
OG0000498	Praf.g_02330	Prav.g_01963
OG0000499	Praf.g_02331	Prav.g_01964
OG0000500	Praf.g_02332	Prav.g_01965
OG0000501	Praf.g_02335	Prav.g_01967
OG0000502	Praf.g_02349	Prav.g_01970
OG0000503	Praf.g_02054	Prav.g_01980
OG0000504	Praf.g_02052	Prav.g_01981
OG0000505	Praf.g_02051	Prav.g_01982
OG0000506	Praf.g_02049	Prav.g_01984
OG0000507	Praf.g_02045	Prav.g_01987
OG0000508	Praf.g_02031	Prav.g_01991
OG0000509	Praf.g_02029	Prav.g_01993
OG0000510	Praf.g_02028	Prav.g_01994
OG0000511	Praf.g_02027	Prav.g_01995
OG0000512	Praf.g_02025	Prav.g_01997
OG0000513	Praf.g_02011	Prav.g_00977
OG0000514	Praf.g_02002	Prav.g_01030
OG0000515	Praf.g_02001	Prav.g_01031
OG0000516	Praf.g_01999	Prav.g_01032
OG0000517	Praf.g_01990	Prav.g_01034
OG0000518	Praf.g_01978	Prav.g_01045
OG0000519	Praf.g_01977	Prav.g_01046
OG0000520	Praf.g_01972	Prav.g_01047
OG0000521	Praf.g_01959	Prav.g_01052
OG0000522	Praf.g_01957	Prav.g_01053
OG0000523	Praf.g_01956	Prav.g_01054
OG0000524	Praf.g_01942	Prav.g_01059
OG0000525	Praf.g_01915	Prav.g_01062
OG0000526	Praf.g_01913	Prav.g_01063
OG0000527	Praf.g_01909	Prav.g_01071
OG0000528	Praf.g_00589	Prav.g_01076
OG0000529	Praf.g_00596	Prav.g_01079
OG0000530	Praf.g_00599	Prav.g_01082
OG0000531	Praf.g_00600	Prav.g_01083
OG0000532	Praf.g_00603	Prav.g_01085
OG0000533	Praf.g_00605	Prav.g_01086
OG0000534	Praf.g_00606	Prav.g_01087
OG0000535	Praf.g_00607	Prav.g_01088
OG0000536	Praf.g_00608	Prav.g_01089
OG0000537	Praf.g_00609	Prav.g_01090
OG0000538	Praf.g_00619	Prav.g_01098
OG0000539	Praf.g_00621	Prav.g_01099
OG0000540	Praf.g_00622	Prav.g_01100
OG0000541	Praf.g_00623	Prav.g_01101
OG0000542	Praf.g_00626	Prav.g_01103
OG0000543	Praf.g_00628	Prav.g_01105
OG0000544	Praf.g_00629	Prav.g_01106
OG0000545	Praf.g_00630	Prav.g_01108
OG0000546	Praf.g_00632	Prav.g_01111
OG0000547	Praf.g_00634	Prav.g_01113
OG0000548	Praf.g_00635	Prav.g_01114
OG0000549	Praf.g_00641	Prav.g_01116
OG0000550	Praf.g_00646	Prav.g_01121
OG0000551	Praf.g_00650	Prav.g_01125
OG0000552	Praf.g_00651	Prav.g_01126
OG0000553	Praf.g_00656	Prav.g_01127
OG0000554	Praf.g_00661	Prav.g_01132
OG0000555	Praf.g_00677	Prav.g_01140
OG0000556	Praf.g_00683	Prav.g_01142
OG0000557	Praf.g_00684	Prav.g_01143
OG0000558	Praf.g_00687	Prav.g_01145
OG0000559	Praf.g_00691	Prav.g_01149
OG0000560	Praf.g_00694	Prav.g_01152
OG0000561	Praf.g_00695	Prav.g_01153
OG0000562	Praf.g_00696	Prav.g_01154
OG0000563	Praf.g_00697	Prav.g_01155
OG0000564	Praf.g_00698	Prav.g_01156
OG0000565	Praf.g_00701	Prav.g_01159
OG0000566	Praf.g_00705	Prav.g_01161
OG0000567	Praf.g_00709	Prav.g_01165
OG0000568	Praf.g_00711	Prav.g_01166
OG0000569	Praf.g_00712	Prav.g_01167
OG0000570	Praf.g_00713	Prav.g_01168
OG0000571	Praf.g_00716	Prav.g_01170
OG0000572	Praf.g_00733	Prav.g_01183
OG0000573	Praf.g_00740	Prav.g_01188
OG0000574	Praf.g_00741	Prav.g_01189
OG0000575	Praf.g_00751	Prav.g_01193
OG0000576	Praf.g_00753	Prav.g_01195
