Orthogroup	Praf	Prbd
OG0000201	Praf.g_02511	Prbd.g_01048
OG0000202	Praf.g_02512	Prbd.g_01047
OG0000203	Praf.g_02513	Prbd.g_01046
OG0000204	Praf.g_02514	Prbd.g_01045
OG0000205	Praf.g_02708, Praf.g_02521	Prbd.g_01038
OG0000206	Praf.g_02532	Prbd.g_01033
OG0000207	Praf.g_02582	Prbd.g_01031
OG0000208	Praf.g_02581	Prbd.g_01030
OG0000209	Praf.g_02557	Prbd.g_01021
OG0000210	Praf.g_02556	Prbd.g_01020
OG0000211	Praf.g_00378	Prbd.g_01006
OG0000212	Praf.g_00392	Prbd.g_00999
OG0000213	Praf.g_02245	Prbd.g_00982
OG0000214	Praf.g_02263	Prbd.g_00972
OG0000215	Praf.g_02293	Prbd.g_00947
OG0000216	Praf.g_02296	Prbd.g_00945
OG0000217	Praf.g_02300	Prbd.g_00942
OG0000218	Praf.g_02302	Prbd.g_00940
OG0000219	Praf.g_02303	Prbd.g_00939
OG0000220	Praf.g_02304	Prbd.g_00938
OG0000221	Praf.g_02314	Prbd.g_00937
OG0000222	Praf.g_02323	Prbd.g_00929
OG0000223	Praf.g_02347	Prbd.g_00916
OG0000224	Praf.g_02358	Prbd.g_00914
OG0000225	Praf.g_02030	Prbd.g_00893
OG0000226	Praf.g_02026	Prbd.g_00889
OG0000227	Praf.g_02024	Prbd.g_00887
OG0000228	Praf.g_02016	Prbd.g_00884
OG0000229	Praf.g_01989	Prbd.g_00806
OG0000230	Praf.g_01987	Prbd.g_00804
OG0000231	Praf.g_01963	Prbd.g_00793
OG0000232	Praf.g_01952	Prbd.g_00784
OG0000233	Praf.g_01938	Prbd.g_00779
OG0000234	Praf.g_01905	Prbd.g_00766
OG0000235	Praf.g_00594	Prbd.g_00763
OG0000236	Praf.g_00610	Prbd.g_00749
OG0000237	Praf.g_00627	Prbd.g_00736
OG0000238	Praf.g_00631	Prbd.g_00730
OG0000239	Praf.g_00647	Prbd.g_00717
OG0000240	Praf.g_00648	Prbd.g_00716
OG0000241	Praf.g_01177	Prbd.g_00712
OG0000242	Praf.g_00658	Prbd.g_00710
OG0000243	Praf.g_00681	Prbd.g_00699
OG0000244	Praf.g_00685	Prbd.g_00696
OG0000245	Praf.g_00688	Prbd.g_00694
OG0000246	Praf.g_00692	Prbd.g_00690
OG0000247	Praf.g_00703	Prbd.g_00680
OG0000248	Praf.g_00706	Prbd.g_00678
OG0000249	Praf.g_00708	Prbd.g_00676
OG0000250	Praf.g_00714	Prbd.g_00671
OG0000251	Praf.g_00739	Prbd.g_00653
OG0000252	Praf.g_00742	Prbd.g_00650
OG0000253	Praf.g_00749	Prbd.g_00649
OG0000254	Praf.g_00768	Prbd.g_00633
OG0000255	Praf.g_01662	Prbd.g_00627
OG0000256	Praf.g_01676	Prbd.g_00617
OG0000257	Praf.g_01685	Prbd.g_00614
OG0000258	Praf.g_01708	Prbd.g_00601
OG0000259	Praf.g_01736	Prbd.g_00584
OG0000260	Praf.g_01739	Prbd.g_00581
OG0000261	Praf.g_01742	Prbd.g_00579
OG0000262	Praf.g_01748	Prbd.g_00575
OG0000263	Praf.g_02570	Prbd.g_00563
OG0000264	Praf.g_01218, Praf.g_01219	Prbd.g_00553
OG0000265	Praf.g_01238, Praf.g_01302	Prbd.g_00007
OG0000266	Praf.g_01313	Prbd.g_00017
OG0000267	Praf.g_01436	Prbd.g_00028
OG0000268	Praf.g_01435	Prbd.g_00029
OG0000269	Praf.g_01525	Prbd.g_00097
OG0000270	Praf.g_01528	Prbd.g_00100
OG0000271	Praf.g_01536	Prbd.g_00108
OG0000272	Praf.g_01537	Prbd.g_00109
OG0000273	Praf.g_01585	Prbd.g_00132
OG0000274	Praf.g_01586	Prbd.g_00133
OG0000275	Praf.g_01590	Prbd.g_00136
OG0000276	Praf.g_01596	Prbd.g_00141
OG0000277	Praf.g_01597	Prbd.g_00142
OG0000278	Praf.g_01600	Prbd.g_00145
OG0000279	Praf.g_01608	Prbd.g_00152
OG0000280	Praf.g_01614	Prbd.g_00153
OG0000281	Praf.g_01627	Prbd.g_00158
OG0000282	Praf.g_01463	Prbd.g_00208
OG0000283	Praf.g_01426	Prbd.g_00241
OG0000284	Praf.g_01420	Prbd.g_00246
OG0000285	Praf.g_01006	Prbd.g_00251
OG0000286	Praf.g_01393	Prbd.g_00263
OG0000287	Praf.g_01073	Prbd.g_00280
OG0000288	Praf.g_01338	Prbd.g_00313
OG0000289	Praf.g_01325	Prbd.g_00324
OG0000290	Praf.g_01277	Prbd.g_00337
OG0000291	Praf.g_01275	Prbd.g_00339
OG0000292	Praf.g_02776	Prbd.g_00389
OG0000293	Praf.g_00826	Prbd.g_00459
OG0000294	Praf.g_00827	Prbd.g_00460
OG0000295	Praf.g_00879	Prbd.g_00480
OG0000296	Praf.g_00881	Prbd.g_00482
OG0000297	Praf.g_00917	Prbd.g_00490
OG0000298	Praf.g_00918	Prbd.g_00491
OG0000299	Praf.g_00908	Prbd.g_00508
OG0000300	Praf.g_00902	Prbd.g_00511
OG0000301	Praf.g_00901	Prbd.g_00512
OG0000302	Praf.g_00898	Prbd.g_00514
OG0000303	Praf.g_00888	Prbd.g_00521
OG0000304	Praf.g_00938	Prbd.g_00525
OG0000305	Praf.g_01271	Prbd.g_01772
OG0000306	Praf.g_01635	Prbd.g_01769
OG0000307	Praf.g_00575	Prbd.g_01755
OG0000308	Praf.g_00573	Prbd.g_01754
OG0000309	Praf.g_00569	Prbd.g_01750
OG0000310	Praf.g_01772	Prbd.g_01704
OG0000311	Praf.g_01778, Praf.g_01776	Prbd.g_01702
OG0000312	Praf.g_01782	Prbd.g_01699
OG0000313	Praf.g_01802	Prbd.g_01685
OG0000314	Praf.g_01837	Prbd.g_01662
OG0000315	Praf.g_01848	Prbd.g_01652
OG0000316	Praf.g_00526	Prbd.g_01632
OG0000317	Praf.g_00485	Prbd.g_01527
OG0000318	Praf.g_00479	Prbd.g_01524
OG0000319	Praf.g_00464	Prbd.g_01511
OG0000320	Praf.g_00462	Prbd.g_01509
OG0000321	Praf.g_00461	Prbd.g_01508
OG0000322	Praf.g_00460	Prbd.g_01507
OG0000323	Praf.g_00449	Prbd.g_01498
OG0000324	Praf.g_00419	Prbd.g_01471
OG0000325	Praf.g_02200	Prbd.g_01462
OG0000326	Praf.g_02193	Prbd.g_01456
OG0000327	Praf.g_02162	Prbd.g_01432
OG0000328	Praf.g_02161	Prbd.g_01431
OG0000329	Praf.g_02144	Prbd.g_01414
OG0000330	Praf.g_02143	Prbd.g_01413
OG0000331	Praf.g_02142	Prbd.g_01412
OG0000332	Praf.g_02127	Prbd.g_01398
OG0000333	Praf.g_02125	Prbd.g_01396
OG0000334	Praf.g_02112	Prbd.g_01388
OG0000335	Praf.g_02107	Prbd.g_01383
OG0000336	Praf.g_02103	Prbd.g_01379
OG0000337	Praf.g_02372	Prbd.g_01363
OG0000338	Praf.g_02375	Prbd.g_01362
OG0000339	Praf.g_02386	Prbd.g_01358
OG0000340	Praf.g_02396	Prbd.g_01350
OG0000341	Praf.g_02398	Prbd.g_01348
OG0000342	Praf.g_02399	Prbd.g_01347
OG0000343	Praf.g_00196	Prbd.g_01346
OG0000344	Praf.g_00193	Prbd.g_01343
OG0000345	Praf.g_00182	Prbd.g_01338
OG0000346	Praf.g_00177	Prbd.g_01334
OG0000347	Praf.g_00152	Prbd.g_01317
OG0000348	Praf.g_00081	Prbd.g_01307
OG0000349	Praf.g_00054	Prbd.g_01290
OG0000350	Praf.g_02699	Prbd.g_01272
OG0000351	Praf.g_02757	Prbd.g_01255
OG0000352	Praf.g_02758	Prbd.g_01254
OG0000353	Praf.g_02782	Prbd.g_01238
OG0000355	Praf.g_00001	Prbd.g_01236
OG0000356	Praf.g_00002	Prbd.g_01235
OG0000357	Praf.g_00003	Prbd.g_01234
OG0000358	Praf.g_00007	Prbd.g_01230
OG0000359	Praf.g_00009	Prbd.g_01229
OG0000360	Praf.g_00010	Prbd.g_01228
OG0000361	Praf.g_00011	Prbd.g_01227
OG0000362	Praf.g_00013	Prbd.g_01225
OG0000363	Praf.g_00015	Prbd.g_01223
OG0000364	Praf.g_00016	Prbd.g_01222
OG0000365	Praf.g_00025	Prbd.g_01217
OG0000366	Praf.g_00026	Prbd.g_01216
OG0000367	Praf.g_00027	Prbd.g_01215
OG0000368	Praf.g_00029	Prbd.g_01213
OG0000369	Praf.g_00030	Prbd.g_01212
OG0000370	Praf.g_00031	Prbd.g_01211
OG0000371	Praf.g_00040	Prbd.g_01205
OG0000372	Praf.g_00045	Prbd.g_01202
OG0000373	Praf.g_00046	Prbd.g_01201
OG0000374	Praf.g_00047	Prbd.g_01200
OG0000375	Praf.g_00050	Prbd.g_01198
OG0000376	Praf.g_00052	Prbd.g_01196
OG0000377	Praf.g_02618	Prbd.g_01192
OG0000378	Praf.g_02605	Prbd.g_01190
OG0000379	Praf.g_02601	Prbd.g_01187
OG0000380	Praf.g_00325	Prbd.g_01178
OG0000381	Praf.g_00320	Prbd.g_01174
OG0000382	Praf.g_00304	Prbd.g_01163
OG0000383	Praf.g_00302	Prbd.g_01161
OG0000384	Praf.g_00301	Prbd.g_01160
OG0000385	Praf.g_00300	Prbd.g_01159
OG0000386	Praf.g_00299	Prbd.g_01158
OG0000387	Praf.g_00253	Prbd.g_01145
OG0000388	Praf.g_00249	Prbd.g_01142
OG0000389	Praf.g_00245	Prbd.g_01138
OG0000390	Praf.g_00224	Prbd.g_01131
OG0000391	Praf.g_00219	Prbd.g_01127
OG0000392	Praf.g_00214	Prbd.g_01123
OG0000393	Praf.g_00209	Prbd.g_01121
OG0000394	Praf.g_00208	Prbd.g_01120
OG0000395	Praf.g_00207	Prbd.g_01119
OG0000396	Praf.g_02403	Prbd.g_01116
OG0000397	Praf.g_02405	Prbd.g_01114
OG0000398	Praf.g_02410	Prbd.g_01112
OG0000399	Praf.g_02411	Prbd.g_01111
OG0000400	Praf.g_02412	Prbd.g_01110
OG0000401	Praf.g_02413	Prbd.g_01109
OG0000402	Praf.g_02415	Prbd.g_01107
OG0000403	Praf.g_02416	Prbd.g_01106
OG0000404	Praf.g_02418	Prbd.g_01105
OG0000405	Praf.g_02430	Prbd.g_01100
OG0000406	Praf.g_02434	Prbd.g_01093
OG0000407	Praf.g_02435	Prbd.g_01092
OG0000408	Praf.g_02437	Prbd.g_01090
OG0000409	Praf.g_02439	Prbd.g_01088
OG0000410	Praf.g_02440	Prbd.g_01087
OG0000411	Praf.g_02441	Prbd.g_01086
OG0000412	Praf.g_02442	Prbd.g_01085
OG0000413	Praf.g_02444	Prbd.g_01084
OG0000414	Praf.g_02445	Prbd.g_01083
OG0000415	Praf.g_02446	Prbd.g_01082
OG0000416	Praf.g_02447	Prbd.g_01081
OG0000417	Praf.g_02448	Prbd.g_01080
OG0000418	Praf.g_02453	Prbd.g_01075
OG0000419	Praf.g_02455	Prbd.g_01073
OG0000420	Praf.g_02456	Prbd.g_01072
OG0000421	Praf.g_02470	Prbd.g_01067
OG0000422	Praf.g_02471	Prbd.g_01066
OG0000423	Praf.g_02472	Prbd.g_01065
OG0000424	Praf.g_02473	Prbd.g_01064
OG0000425	Praf.g_02474	Prbd.g_01063
OG0000426	Praf.g_02475	Prbd.g_01062
OG0000427	Praf.g_02476	Prbd.g_01061
OG0000428	Praf.g_01486	Prbd.g_01059
OG0000429	Praf.g_02489	Prbd.g_01058
OG0000430	Praf.g_02491	Prbd.g_01057
OG0000431	Praf.g_02495	Prbd.g_01055
OG0000432	Praf.g_02502	Prbd.g_01052
OG0000433	Praf.g_02505	Prbd.g_01051
OG0000434	Praf.g_02506	Prbd.g_01050
OG0000435	Praf.g_02509	Prbd.g_01049
OG0000436	Praf.g_02515	Prbd.g_01044
OG0000437	Praf.g_02516	Prbd.g_01043
OG0000438	Praf.g_02517	Prbd.g_01042
OG0000439	Praf.g_02519	Prbd.g_01040
OG0000440	Praf.g_02520	Prbd.g_01039
OG0000441	Praf.g_02524	Prbd.g_01036
OG0000442	Praf.g_02525	Prbd.g_01035
OG0000443	Praf.g_02531	Prbd.g_01034
OG0000444	Praf.g_02575	Prbd.g_01029
OG0000445	Praf.g_02574	Prbd.g_01028
OG0000446	Praf.g_02572	Prbd.g_01027
OG0000447	Praf.g_02568	Prbd.g_01026
OG0000448	Praf.g_02567	Prbd.g_01025
OG0000449	Praf.g_02566	Prbd.g_01024
OG0000450	Praf.g_02560	Prbd.g_01023
OG0000451	Praf.g_02559	Prbd.g_01022
OG0000452	Praf.g_02555	Prbd.g_01019
OG0000453	Praf.g_02554	Prbd.g_01018
OG0000454	Praf.g_02553	Prbd.g_01017
OG0000455	Praf.g_02552	Prbd.g_01016
OG0000456	Praf.g_02551	Prbd.g_01015
OG0000457	Praf.g_02549	Prbd.g_01013
OG0000458	Praf.g_02548	Prbd.g_01012
OG0000459	Praf.g_02547	Prbd.g_01011
OG0000460	Praf.g_00379	Prbd.g_01004
OG0000461	Praf.g_02203	Prbd.g_00997
OG0000462	Praf.g_02207	Prbd.g_00995
OG0000463	Praf.g_02208	Prbd.g_00994
OG0000464	Praf.g_02209	Prbd.g_00993
OG0000465	Praf.g_02210	Prbd.g_00992
OG0000466	Praf.g_02215	Prbd.g_00989
OG0000467	Praf.g_02217	Prbd.g_00988
OG0000468	Praf.g_02242	Prbd.g_00986
OG0000469	Praf.g_02255	Prbd.g_00977
OG0000470	Praf.g_02259	Prbd.g_00975
OG0000471	Praf.g_02260	Prbd.g_00974
OG0000472	Praf.g_02262	Prbd.g_00973
OG0000473	Praf.g_02264	Prbd.g_00971
OG0000474	Praf.g_02265	Prbd.g_00970
OG0000475	Praf.g_02266	Prbd.g_00969
OG0000476	Praf.g_02268	Prbd.g_00968
OG0000477	Praf.g_02273	Prbd.g_00964
OG0000478	Praf.g_02274	Prbd.g_00963
OG0000479	Praf.g_02275	Prbd.g_00962
OG0000480	Praf.g_02282	Prbd.g_00957
OG0000481	Praf.g_02284	Prbd.g_00955
OG0000482	Praf.g_02285	Prbd.g_00954
OG0000483	Praf.g_02289	Prbd.g_00951
OG0000484	Praf.g_02290	Prbd.g_00950
OG0000485	Praf.g_02291	Prbd.g_00949
OG0000486	Praf.g_02292	Prbd.g_00948
OG0000487	Praf.g_02297	Prbd.g_00944
OG0000488	Praf.g_02301	Prbd.g_00941
OG0000489	Praf.g_02315	Prbd.g_00936
OG0000490	Praf.g_02321	Prbd.g_00931
OG0000491	Praf.g_02322	Prbd.g_00930
OG0000492	Praf.g_02324	Prbd.g_00928
OG0000493	Praf.g_02325	Prbd.g_00927
OG0000494	Praf.g_02326	Prbd.g_00926
OG0000495	Praf.g_02327	Prbd.g_00925
OG0000496	Praf.g_02328	Prbd.g_00924
OG0000497	Praf.g_02329	Prbd.g_00923
OG0000498	Praf.g_02330	Prbd.g_00922
OG0000499	Praf.g_02331	Prbd.g_00921
OG0000500	Praf.g_02332	Prbd.g_00920
OG0000501	Praf.g_02335	Prbd.g_00918
OG0000502	Praf.g_02349	Prbd.g_00915
OG0000503	Praf.g_02054	Prbd.g_00905
OG0000504	Praf.g_02052	Prbd.g_00904
OG0000505	Praf.g_02051	Prbd.g_00903
OG0000506	Praf.g_02049	Prbd.g_00901
OG0000507	Praf.g_02045	Prbd.g_00898
OG0000508	Praf.g_02031	Prbd.g_00894
OG0000509	Praf.g_02029	Prbd.g_00892
OG0000510	Praf.g_02028	Prbd.g_00891
OG0000511	Praf.g_02027	Prbd.g_00890
OG0000512	Praf.g_02025	Prbd.g_00888
OG0000513	Praf.g_02011	Prbd.g_00881
OG0000514	Praf.g_02002	Prbd.g_00811
OG0000515	Praf.g_02001	Prbd.g_00810
OG0000516	Praf.g_01999	Prbd.g_00809
OG0000517	Praf.g_01990	Prbd.g_00807
OG0000518	Praf.g_01978	Prbd.g_00796
OG0000519	Praf.g_01977	Prbd.g_00795
OG0000520	Praf.g_01972	Prbd.g_00794
OG0000521	Praf.g_01959	Prbd.g_00789
OG0000522	Praf.g_01957	Prbd.g_00787
OG0000523	Praf.g_01956	Prbd.g_00786
OG0000524	Praf.g_01942	Prbd.g_00781
OG0000525	Praf.g_01915	Prbd.g_00778
OG0000526	Praf.g_01913	Prbd.g_00777
OG0000527	Praf.g_01909	Prbd.g_00769
OG0000528	Praf.g_00589	Prbd.g_00764
OG0000529	Praf.g_00596	Prbd.g_00761
OG0000530	Praf.g_00599	Prbd.g_00758
OG0000531	Praf.g_00600	Prbd.g_00757
OG0000532	Praf.g_00603	Prbd.g_00755
OG0000533	Praf.g_00605	Prbd.g_00754
OG0000534	Praf.g_00606	Prbd.g_00753
OG0000535	Praf.g_00607	Prbd.g_00752
OG0000536	Praf.g_00608	Prbd.g_00751
OG0000537	Praf.g_00609	Prbd.g_00750
OG0000538	Praf.g_00619	Prbd.g_00742
OG0000539	Praf.g_00621	Prbd.g_00741
OG0000540	Praf.g_00622	Prbd.g_00740
OG0000541	Praf.g_00623	Prbd.g_00739
OG0000542	Praf.g_00626	Prbd.g_00737
OG0000543	Praf.g_00628	Prbd.g_00735
OG0000544	Praf.g_00629	Prbd.g_00734
OG0000545	Praf.g_00630	Prbd.g_00732
OG0000546	Praf.g_00632	Prbd.g_00729
OG0000547	Praf.g_00634	Prbd.g_00727
OG0000548	Praf.g_00635	Prbd.g_00726
OG0000549	Praf.g_00641	Prbd.g_00724
OG0000550	Praf.g_00646	Prbd.g_00719
OG0000551	Praf.g_00650	Prbd.g_00715
OG0000552	Praf.g_00651	Prbd.g_00714
OG0000553	Praf.g_00656	Prbd.g_00713
OG0000554	Praf.g_00661	Prbd.g_00708
OG0000555	Praf.g_00677	Prbd.g_00700
OG0000556	Praf.g_00683	Prbd.g_00698
OG0000557	Praf.g_00684	Prbd.g_00697
OG0000558	Praf.g_00687	Prbd.g_00695
OG0000559	Praf.g_00691	Prbd.g_00691
OG0000560	Praf.g_00694	Prbd.g_00688
OG0000561	Praf.g_00695	Prbd.g_00687
OG0000562	Praf.g_00696	Prbd.g_00686
