Orthogroup	Praf	Prbe
OG0000134	Praf.g_02012	Prbe.g_01917
OG0000135	Praf.g_02705, Praf.g_02715	Prbe.g_00911
OG0000136	Praf.g_01984	Prbe.g_01939
OG0000137	Praf.g_01907	Prbe.g_00658
OG0000138	Praf.g_00612	Prbe.g_00638
OG0000139	Praf.g_00666	Prbe.g_00598
OG0000140	Praf.g_00670	Prbe.g_00597
OG0000141	Praf.g_00764	Prbe.g_00526
OG0000142	Praf.g_01692	Prbe.g_01485
OG0000143	Praf.g_01696	Prbe.g_01481
OG0000144	Praf.g_01721	Prbe.g_01467
OG0000145	Praf.g_00617	Prbe.g_00909
OG0000146	Praf.g_01401	Prbe.g_00488
OG0000147	Praf.g_01402	Prbe.g_00489
OG0000148	Praf.g_01548	Prbe.g_01239
OG0000149	Praf.g_01604	Prbe.g_01271
OG0000150	Praf.g_01625	Prbe.g_01281
OG0000151	Praf.g_01478	Prbe.g_00427
OG0000152	Praf.g_01392	Prbe.g_01350
OG0000153	Praf.g_01362	Prbe.g_01369
OG0000154	Praf.g_01337	Prbe.g_01389
OG0000155	Praf.g_00886	Prbe.g_01528
OG0000156	Praf.g_00810	Prbe.g_00904
OG0000157	Praf.g_00809	Prbe.g_00903
OG0000158	Praf.g_02394	Prbe.g_00792
OG0000160	Praf.g_01795	Prbe.g_00310
OG0000161	Praf.g_01805	Prbe.g_00304
OG0000162	Praf.g_01817	Prbe.g_00298
OG0000163	Praf.g_00538	Prbe.g_00259
OG0000164	Praf.g_00453	Prbe.g_00961
OG0000165	Praf.g_00444	Prbe.g_00954
OG0000166	Praf.g_02157	Prbe.g_01083
OG0000167	Praf.g_02382, Praf.g_02378, Praf.g_02380	Prbe.g_00802
OG0000168	Praf.g_02395	Prbe.g_00791
OG0000169	Praf.g_00191	Prbe.g_00781
OG0000170	Praf.g_00183	Prbe.g_00778
OG0000171	Praf.g_00154	Prbe.g_00758
OG0000172	Praf.g_00087	Prbe.g_00751
OG0000173	Praf.g_00062	Prbe.g_01143
OG0000174	Praf.g_02717	Prbe.g_01173
OG0000175	Praf.g_02754	Prbe.g_01186
OG0000176	Praf.g_00004	Prbe.g_01069
OG0000177	Praf.g_00005	Prbe.g_01070
OG0000178	Praf.g_00006	Prbe.g_01071
OG0000179	Praf.g_00021	Prbe.g_00116
OG0000180	Praf.g_00022	Prbe.g_00117
OG0000181	Praf.g_00023	Prbe.g_00118
OG0000182	Praf.g_00024	Prbe.g_00119
OG0000183	Praf.g_00028	Prbe.g_00123
OG0000184	Praf.g_02611	Prbe.g_00149
OG0000185	Praf.g_00333, Praf.g_02602	Prbe.g_00152
OG0000186	Praf.g_00328	Prbe.g_00168
OG0000187	Praf.g_00326	Prbe.g_00169
OG0000188	Praf.g_00303	Prbe.g_00186
OG0000189	Praf.g_00257	Prbe.g_01636
OG0000190	Praf.g_00255	Prbe.g_01638
OG0000191	Praf.g_00218	Prbe.g_01661
OG0000192	Praf.g_00212	Prbe.g_01666
OG0000193	Praf.g_02433	Prbe.g_01693
OG0000194	Praf.g_02436	Prbe.g_01696
OG0000195	Praf.g_02438	Prbe.g_01698
OG0000196	Praf.g_02449	Prbe.g_01709
OG0000197	Praf.g_02450	Prbe.g_01710
OG0000198	Praf.g_02451	Prbe.g_01711
OG0000199	Praf.g_02468	Prbe.g_01718
OG0000200	Praf.g_02711, Praf.g_02492	Prbe.g_01732
OG0000201	Praf.g_02511	Prbe.g_01741
OG0000202	Praf.g_02512	Prbe.g_01742
OG0000203	Praf.g_02513	Prbe.g_01743
OG0000204	Praf.g_02514	Prbe.g_01744
OG0000205	Praf.g_02708, Praf.g_02521	Prbe.g_01751
OG0000206	Praf.g_02532	Prbe.g_01756
OG0000207	Praf.g_02582	Prbe.g_01759
OG0000208	Praf.g_02581	Prbe.g_01760
OG0000209	Praf.g_02557	Prbe.g_01769
OG0000210	Praf.g_02556	Prbe.g_01770
OG0000211	Praf.g_00378	Prbe.g_01785
OG0000212	Praf.g_00392	Prbe.g_01793
OG0000213	Praf.g_02245	Prbe.g_01811
OG0000214	Praf.g_02263	Prbe.g_01821
OG0000215	Praf.g_02293	Prbe.g_01848
OG0000216	Praf.g_02296	Prbe.g_01849
OG0000217	Praf.g_02300	Prbe.g_01852
OG0000218	Praf.g_02302	Prbe.g_01854
OG0000219	Praf.g_02303	Prbe.g_01855
OG0000220	Praf.g_02304	Prbe.g_01856
OG0000221	Praf.g_02314	Prbe.g_01857
OG0000222	Praf.g_02323	Prbe.g_01864
OG0000223	Praf.g_02347	Prbe.g_01876
OG0000224	Praf.g_02358	Prbe.g_01878
OG0000225	Praf.g_02030	Prbe.g_01904
OG0000226	Praf.g_02026	Prbe.g_01908
OG0000227	Praf.g_02024	Prbe.g_01910
OG0000228	Praf.g_02016	Prbe.g_01914
OG0000229	Praf.g_01989	Prbe.g_01934
OG0000230	Praf.g_01987	Prbe.g_01936
OG0000231	Praf.g_01963	Prbe.g_01947
OG0000232	Praf.g_01952	Prbe.g_00672
OG0000233	Praf.g_01938	Prbe.g_00666
OG0000234	Praf.g_01905	Prbe.g_00657
OG0000235	Praf.g_00594	Prbe.g_00654
OG0000236	Praf.g_00610	Prbe.g_00640
OG0000237	Praf.g_00627	Prbe.g_00627
OG0000238	Praf.g_00631	Prbe.g_00621
OG0000239	Praf.g_00647	Prbe.g_00610
OG0000240	Praf.g_00648	Prbe.g_00609
OG0000241	Praf.g_01177	Prbe.g_00605
OG0000242	Praf.g_00658	Prbe.g_00603
OG0000243	Praf.g_00681	Prbe.g_00592
OG0000244	Praf.g_00685	Prbe.g_00589
OG0000245	Praf.g_00688	Prbe.g_00587
OG0000246	Praf.g_00692	Prbe.g_00583
OG0000247	Praf.g_00703	Prbe.g_00573
OG0000248	Praf.g_00706	Prbe.g_00570
OG0000249	Praf.g_00708	Prbe.g_00568
OG0000250	Praf.g_00714	Prbe.g_00563
OG0000251	Praf.g_00739	Prbe.g_00543
OG0000252	Praf.g_00742	Prbe.g_00540
OG0000253	Praf.g_00749	Prbe.g_00539
OG0000254	Praf.g_00768	Prbe.g_00522
OG0000255	Praf.g_01662	Prbe.g_00516
OG0000256	Praf.g_01676	Prbe.g_00506
OG0000257	Praf.g_01685	Prbe.g_01490
OG0000258	Praf.g_01708	Prbe.g_01476
OG0000259	Praf.g_01736	Prbe.g_01459
OG0000260	Praf.g_01739	Prbe.g_01456
OG0000261	Praf.g_01742	Prbe.g_01453
OG0000262	Praf.g_01748	Prbe.g_01449
OG0000263	Praf.g_02570	Prbe.g_00455
OG0000264	Praf.g_01218, Praf.g_01219	Prbe.g_00466
OG0000265	Praf.g_01238, Praf.g_01302	Prbe.g_01214
OG0000266	Praf.g_01313	Prbe.g_01430
OG0000267	Praf.g_01436	Prbe.g_01418
OG0000268	Praf.g_01435	Prbe.g_01417
OG0000269	Praf.g_01525	Prbe.g_01217
OG0000270	Praf.g_01528	Prbe.g_01220
OG0000271	Praf.g_01536	Prbe.g_01228
OG0000272	Praf.g_01537	Prbe.g_01229
OG0000273	Praf.g_01585	Prbe.g_01253
OG0000274	Praf.g_01586	Prbe.g_01254
OG0000275	Praf.g_01590	Prbe.g_01257
OG0000276	Praf.g_01596	Prbe.g_01263
OG0000277	Praf.g_01597	Prbe.g_01264
OG0000278	Praf.g_01600	Prbe.g_01267
OG0000279	Praf.g_01608	Prbe.g_01274
OG0000280	Praf.g_01614	Prbe.g_01275
OG0000281	Praf.g_01627	Prbe.g_01282
OG0000282	Praf.g_01463	Prbe.g_00419
OG0000283	Praf.g_01426	Prbe.g_01326
OG0000284	Praf.g_01420	Prbe.g_01331
OG0000285	Praf.g_01006	Prbe.g_01336
OG0000286	Praf.g_01393	Prbe.g_01349
OG0000287	Praf.g_01073	Prbe.g_01615
OG0000288	Praf.g_01338	Prbe.g_01388
OG0000289	Praf.g_01325	Prbe.g_01404
OG0000290	Praf.g_01277	Prbe.g_01300
OG0000291	Praf.g_01275	Prbe.g_01298
OG0000292	Praf.g_02776	Prbe.g_01594
OG0000293	Praf.g_00826	Prbe.g_01559
OG0000294	Praf.g_00827	Prbe.g_01558
OG0000295	Praf.g_00879	Prbe.g_01535
OG0000296	Praf.g_00881	Prbe.g_01533
OG0000297	Praf.g_00917	Prbe.g_01524
OG0000298	Praf.g_00918	Prbe.g_01523
OG0000299	Praf.g_00908	Prbe.g_01504
OG0000300	Praf.g_00902	Prbe.g_01501
OG0000301	Praf.g_00901	Prbe.g_01500
OG0000302	Praf.g_00898	Prbe.g_01498
OG0000303	Praf.g_00888	Prbe.g_01492
OG0000304	Praf.g_00938	Prbe.g_00501
OG0000305	Praf.g_01271	Prbe.g_01592
OG0000306	Praf.g_01635	Prbe.g_01286
OG0000307	Praf.g_00575	Prbe.g_00364
OG0000308	Praf.g_00573	Prbe.g_00363
OG0000309	Praf.g_00569	Prbe.g_00359
OG0000310	Praf.g_01772	Prbe.g_00325
OG0000311	Praf.g_01778, Praf.g_01776	Prbe.g_00323
OG0000312	Praf.g_01782	Prbe.g_00320
OG0000313	Praf.g_01802	Prbe.g_00307
OG0000314	Praf.g_01837	Prbe.g_00284
OG0000315	Praf.g_01848	Prbe.g_00274
OG0000316	Praf.g_00526	Prbe.g_00249
OG0000317	Praf.g_00485	Prbe.g_00988
OG0000318	Praf.g_00479	Prbe.g_00984
OG0000319	Praf.g_00464	Prbe.g_00971
OG0000320	Praf.g_00462	Prbe.g_00969
OG0000321	Praf.g_00461	Prbe.g_00968
OG0000322	Praf.g_00460	Prbe.g_00967
OG0000323	Praf.g_00449	Prbe.g_00958
OG0000324	Praf.g_00419	Prbe.g_00931
OG0000325	Praf.g_02200	Prbe.g_00920
OG0000326	Praf.g_02193	Prbe.g_01109
OG0000327	Praf.g_02162	Prbe.g_01088
OG0000328	Praf.g_02161	Prbe.g_01087
OG0000329	Praf.g_02144	Prbe.g_00860
OG0000330	Praf.g_02143	Prbe.g_00859
OG0000331	Praf.g_02142	Prbe.g_00858
OG0000332	Praf.g_02127	Prbe.g_00844
OG0000333	Praf.g_02125	Prbe.g_00842
OG0000334	Praf.g_02112	Prbe.g_00833
OG0000335	Praf.g_02107	Prbe.g_00828
OG0000336	Praf.g_02103	Prbe.g_00824
OG0000337	Praf.g_02372	Prbe.g_00806
OG0000338	Praf.g_02375	Prbe.g_00805
OG0000339	Praf.g_02386	Prbe.g_00799
OG0000340	Praf.g_02396	Prbe.g_00790
OG0000341	Praf.g_02398	Prbe.g_00788
OG0000342	Praf.g_02399	Prbe.g_00787
OG0000343	Praf.g_00196	Prbe.g_00786
OG0000344	Praf.g_00193	Prbe.g_00783
OG0000345	Praf.g_00182	Prbe.g_00777
OG0000346	Praf.g_00177	Prbe.g_00773
OG0000347	Praf.g_00152	Prbe.g_00746
OG0000348	Praf.g_00081	Prbe.g_00754
OG0000349	Praf.g_00054	Prbe.g_01149
OG0000350	Praf.g_02699	Prbe.g_00709
OG0000351	Praf.g_02757	Prbe.g_01189
OG0000352	Praf.g_02758	Prbe.g_01190
OG0000353	Praf.g_02782	Prbe.g_01064
OG0000355	Praf.g_00001	Prbe.g_01066
OG0000356	Praf.g_00002	Prbe.g_01067
OG0000357	Praf.g_00003	Prbe.g_01068
OG0000358	Praf.g_00007	Prbe.g_01072
OG0000359	Praf.g_00009	Prbe.g_01073
OG0000360	Praf.g_00010	Prbe.g_01074
OG0000361	Praf.g_00011	Prbe.g_01075
OG0000362	Praf.g_00013	Prbe.g_01077
OG0000363	Praf.g_00015	Prbe.g_00114
OG0000364	Praf.g_00016	Prbe.g_00115
OG0000365	Praf.g_00025	Prbe.g_00120
OG0000366	Praf.g_00026	Prbe.g_00121
OG0000367	Praf.g_00027	Prbe.g_00122
OG0000368	Praf.g_00029	Prbe.g_00124
OG0000369	Praf.g_00030	Prbe.g_00125
OG0000370	Praf.g_00031	Prbe.g_00126
OG0000371	Praf.g_00040	Prbe.g_00133
OG0000372	Praf.g_00045	Prbe.g_00136
OG0000373	Praf.g_00046	Prbe.g_00137
OG0000374	Praf.g_00047	Prbe.g_00138
OG0000375	Praf.g_00050	Prbe.g_00140
OG0000376	Praf.g_00052	Prbe.g_00142
OG0000377	Praf.g_02618	Prbe.g_00146
OG0000378	Praf.g_02605	Prbe.g_00150
OG0000379	Praf.g_02601	Prbe.g_00153
OG0000380	Praf.g_00325	Prbe.g_00170
OG0000381	Praf.g_00320	Prbe.g_00175
OG0000382	Praf.g_00304	Prbe.g_00185
OG0000383	Praf.g_00302	Prbe.g_00187
OG0000384	Praf.g_00301	Prbe.g_00188
OG0000385	Praf.g_00300	Prbe.g_00189
OG0000386	Praf.g_00299	Prbe.g_00190
OG0000387	Praf.g_00253	Prbe.g_01640
OG0000388	Praf.g_00249	Prbe.g_01644
OG0000389	Praf.g_00245	Prbe.g_01647
OG0000390	Praf.g_00224	Prbe.g_01657
OG0000391	Praf.g_00219	Prbe.g_01660
OG0000392	Praf.g_00214	Prbe.g_01664
OG0000393	Praf.g_00209	Prbe.g_01667
OG0000394	Praf.g_00208	Prbe.g_01668
OG0000395	Praf.g_00207	Prbe.g_01669
OG0000396	Praf.g_02403	Prbe.g_01671
OG0000397	Praf.g_02405	Prbe.g_01673
OG0000398	Praf.g_02410	Prbe.g_01676
OG0000399	Praf.g_02411	Prbe.g_01677
OG0000400	Praf.g_02412	Prbe.g_01678
OG0000401	Praf.g_02413	Prbe.g_01679
OG0000402	Praf.g_02415	Prbe.g_01412
OG0000403	Praf.g_02416	Prbe.g_01681
OG0000404	Praf.g_02418	Prbe.g_01682
OG0000405	Praf.g_02430	Prbe.g_01686
OG0000406	Praf.g_02434	Prbe.g_01694
OG0000407	Praf.g_02435	Prbe.g_01695
OG0000408	Praf.g_02437	Prbe.g_01697
OG0000409	Praf.g_02439	Prbe.g_01699
OG0000410	Praf.g_02440	Prbe.g_01700
OG0000411	Praf.g_02441	Prbe.g_01701
OG0000412	Praf.g_02442	Prbe.g_01702
OG0000413	Praf.g_02444	Prbe.g_01704
OG0000414	Praf.g_02445	Prbe.g_01705
OG0000415	Praf.g_02446	Prbe.g_01706
OG0000416	Praf.g_02447	Prbe.g_01707
OG0000417	Praf.g_02448	Prbe.g_01708
OG0000418	Praf.g_02453	Prbe.g_01713
OG0000419	Praf.g_02455	Prbe.g_01715
OG0000420	Praf.g_02456	Prbe.g_01716
OG0000421	Praf.g_02470	Prbe.g_01721
OG0000422	Praf.g_02471	Prbe.g_01722
OG0000423	Praf.g_02472	Prbe.g_01723
OG0000424	Praf.g_02473	Prbe.g_01724
OG0000425	Praf.g_02474	Prbe.g_01725
OG0000426	Praf.g_02475	Prbe.g_01726
OG0000427	Praf.g_02476	Prbe.g_01727
OG0000428	Praf.g_01486	Prbe.g_01729
OG0000429	Praf.g_02489	Prbe.g_01730
OG0000430	Praf.g_02491	Prbe.g_01731
OG0000431	Praf.g_02495	Prbe.g_01733
OG0000432	Praf.g_02502	Prbe.g_01737
OG0000433	Praf.g_02505	Prbe.g_01738
OG0000434	Praf.g_02506	Prbe.g_01739
OG0000435	Praf.g_02509	Prbe.g_01740
OG0000436	Praf.g_02515	Prbe.g_01745
OG0000437	Praf.g_02516	Prbe.g_01746
OG0000438	Praf.g_02517	Prbe.g_01747
OG0000439	Praf.g_02519	Prbe.g_01749
OG0000440	Praf.g_02520	Prbe.g_01750
OG0000441	Praf.g_02524	Prbe.g_01753
OG0000442	Praf.g_02525	Prbe.g_01754
OG0000443	Praf.g_02531	Prbe.g_01755
OG0000444	Praf.g_02575	Prbe.g_01761
OG0000445	Praf.g_02574	Prbe.g_01762
OG0000446	Praf.g_02572	Prbe.g_01763
OG0000447	Praf.g_02568	Prbe.g_01764
OG0000448	Praf.g_02567	Prbe.g_01765
OG0000449	Praf.g_02566	Prbe.g_01766
OG0000450	Praf.g_02560	Prbe.g_01767
OG0000451	Praf.g_02559	Prbe.g_01768
OG0000452	Praf.g_02555	Prbe.g_01771
OG0000453	Praf.g_02554	Prbe.g_01772
OG0000454	Praf.g_02553	Prbe.g_01773
OG0000455	Praf.g_02552	Prbe.g_01774
OG0000456	Praf.g_02551	Prbe.g_01775
OG0000457	Praf.g_02549	Prbe.g_01777
OG0000458	Praf.g_02548	Prbe.g_01778
OG0000459	Praf.g_02547	Prbe.g_01779
OG0000460	Praf.g_00379	Prbe.g_01787
OG0000461	Praf.g_02203	Prbe.g_01795
OG0000462	Praf.g_02207	Prbe.g_01797
OG0000463	Praf.g_02208	Prbe.g_01798
OG0000464	Praf.g_02209	Prbe.g_01799
OG0000465	Praf.g_02210	Prbe.g_01800
OG0000466	Praf.g_02215	Prbe.g_01803
OG0000467	Praf.g_02217	Prbe.g_01804
OG0000468	Praf.g_02242	Prbe.g_01807
OG0000469	Praf.g_02255	Prbe.g_01815
OG0000470	Praf.g_02259	Prbe.g_01817
OG0000471	Praf.g_02260	Prbe.g_01818
OG0000472	Praf.g_02262	Prbe.g_01820
OG0000473	Praf.g_02264	Prbe.g_01822
OG0000474	Praf.g_02265	Prbe.g_01823
OG0000475	Praf.g_02266	Prbe.g_01824
OG0000476	Praf.g_02268	Prbe.g_01826
OG0000477	Praf.g_02273	Prbe.g_01829
OG0000478	Praf.g_02274	Prbe.g_01830
OG0000479	Praf.g_02275	Prbe.g_01831
OG0000480	Praf.g_02282	Prbe.g_01836
OG0000481	Praf.g_02284	Prbe.g_01839
OG0000482	Praf.g_02285	Prbe.g_01840
OG0000483	Praf.g_02289	Prbe.g_01843
OG0000484	Praf.g_02290	Prbe.g_01844
OG0000485	Praf.g_02291	Prbe.g_01846
OG0000486	Praf.g_02292	Prbe.g_01847
OG0000487	Praf.g_02297	Prbe.g_01850
OG0000488	Praf.g_02301	Prbe.g_01853
OG0000489	Praf.g_02315	Prbe.g_01858
OG0000490	Praf.g_02321	Prbe.g_01862
OG0000491	Praf.g_02322	Prbe.g_01863
OG0000492	Praf.g_02324	Prbe.g_01865
OG0000493	Praf.g_02325	Prbe.g_01866
OG0000494	Praf.g_02326	Prbe.g_01867
OG0000495	Praf.g_02327	Prbe.g_01868
OG0000496	Praf.g_02328	Prbe.g_01869
OG0000497	Praf.g_02329	Prbe.g_01870
OG0000498	Praf.g_02330	Prbe.g_01871
OG0000499	Praf.g_02331	Prbe.g_01872
OG0000500	Praf.g_02332	Prbe.g_01873
OG0000501	Praf.g_02335	Prbe.g_01874
OG0000502	Praf.g_02349	Prbe.g_01877
OG0000503	Praf.g_02054	Prbe.g_01892
OG0000504	Praf.g_02052	Prbe.g_01894
OG0000505	Praf.g_02051	Prbe.g_01895
OG0000506	Praf.g_02049	Prbe.g_01896
OG0000507	Praf.g_02045	Prbe.g_01899
OG0000508	Praf.g_02031	Prbe.g_01903
OG0000509	Praf.g_02029	Prbe.g_01905
OG0000510	Praf.g_02028	Prbe.g_01906
OG0000511	Praf.g_02027	Prbe.g_01907
OG0000512	Praf.g_02025	Prbe.g_01909
OG0000513	Praf.g_02011	Prbe.g_01918
OG0000514	Praf.g_02002	Prbe.g_01929
OG0000515	Praf.g_02001	Prbe.g_01930
OG0000516	Praf.g_01999	Prbe.g_01931
OG0000517	Praf.g_01990	Prbe.g_01933
OG0000518	Praf.g_01978	Prbe.g_01944
OG0000519	Praf.g_01977	Prbe.g_01945
OG0000520	Praf.g_01972	Prbe.g_01946
OG0000521	Praf.g_01959	Prbe.g_00676
OG0000522	Praf.g_01957	Prbe.g_00674
OG0000523	Praf.g_01956	Prbe.g_00673
OG0000524	Praf.g_01942	Prbe.g_00668
OG0000525	Praf.g_01915	Prbe.g_00664
OG0000526	Praf.g_01913	Prbe.g_00663
OG0000527	Praf.g_01909	Prbe.g_00660
OG0000528	Praf.g_00589	Prbe.g_00655
OG0000529	Praf.g_00596	Prbe.g_00652
OG0000530	Praf.g_00599	Prbe.g_00649
OG0000531	Praf.g_00600	Prbe.g_00648
OG0000532	Praf.g_00603	Prbe.g_00646
OG0000533	Praf.g_00605	Prbe.g_00645
OG0000534	Praf.g_00606	Prbe.g_00644
OG0000535	Praf.g_00607	Prbe.g_00643
OG0000536	Praf.g_00608	Prbe.g_00642
OG0000537	Praf.g_00609	Prbe.g_00641
OG0000538	Praf.g_00619	Prbe.g_00632
OG0000539	Praf.g_00621	Prbe.g_00631
OG0000540	Praf.g_00622	Prbe.g_00630
OG0000541	Praf.g_00623	Prbe.g_00629
OG0000542	Praf.g_00626	Prbe.g_00628
OG0000543	Praf.g_00628	Prbe.g_00626
OG0000544	Praf.g_00629	Prbe.g_00625
OG0000545	Praf.g_00630	Prbe.g_00623
OG0000546	Praf.g_00632	Prbe.g_00620
OG0000547	Praf.g_00634	Prbe.g_00618
OG0000548	Praf.g_00635	Prbe.g_00617
OG0000549	Praf.g_00641	Prbe.g_00615
OG0000550	Praf.g_00646	Prbe.g_00611
OG0000551	Praf.g_00650	Prbe.g_00608
OG0000552	Praf.g_00651	Prbe.g_00607
OG0000553	Praf.g_00656	Prbe.g_00606
OG0000554	Praf.g_00661	Prbe.g_00601
OG0000555	Praf.g_00677	Prbe.g_00593
OG0000556	Praf.g_00683	Prbe.g_00591
