Orthogroup	Praf	Pram
OG0000030	Praf.g_00160, Praf.g_00159	Pram.g_01844
OG0000031	Praf.g_02400	Pram.g_01413
OG0000032	Praf.g_01851	Pram.g_01339
OG0000034	Praf.g_00783	Pram.g_01240
OG0000035	Praf.g_01794	Pram.g_01381, Pram.g_01378
OG0000037	Praf.g_00240	Pram.g_00093
OG0000038	Praf.g_02660, Praf.g_02662	Pram.g_01884
OG0000039	Praf.g_00406, Praf.g_02541	Pram.g_00777
OG0000041	Praf.g_00426	Pram.g_01680
OG0000042	Praf.g_00164, Praf.g_00920	Pram.g_01841
OG0000044	Praf.g_00356, Praf.g_01078	Pram.g_01620
OG0000045	Praf.g_00322	Pram.g_01184
OG0000046	Praf.g_02072	Pram.g_00316
OG0000047	Praf.g_01898	Pram.g_00359
OG0000048	Praf.g_02267	Pram.g_00259
OG0000052	Praf.g_02366	Pram.g_00040
OG0000053	Praf.g_01828	Pram.g_01357, Pram.g_01580
OG0000054	Praf.g_00763	Pram.g_00544
OG0000055	Praf.g_01257	Pram.g_01189, Pram.g_01617
OG0000056	Praf.g_01881	Pram.g_00602
OG0000057	Praf.g_01125	Pram.g_00792
OG0000059	Praf.g_02172	Pram.g_01719
OG0000061	Praf.g_00854	Pram.g_01140
OG0000062	Praf.g_00501	Pram.g_01293
OG0000063	Praf.g_00041	Pram.g_01258
OG0000065	Praf.g_00244	Pram.g_00091
OG0000066	Praf.g_00672	Pram.g_01558
OG0000067	Praf.g_01530	Pram.g_00809
OG0000068	Praf.g_00585, Praf.g_00583	Pram.g_01468
OG0000070	Praf.g_01962	Pram.g_00385
OG0000071	Praf.g_00796	Pram.g_01230
OG0000072	Praf.g_02469	Pram.g_00156
OG0000073	Praf.g_00616	Pram.g_00437
OG0000075	Praf.g_02384	Pram.g_01807
OG0000076	Praf.g_00178	Pram.g_01833
OG0000077	Praf.g_00309	Pram.g_00063
OG0000078	Praf.g_00391	Pram.g_00227
OG0000079	Praf.g_02234, Praf.g_02218, Praf.g_02225	Pram.g_00240
OG0000081	Praf.g_01131	Pram.g_00469
OG0000082	Praf.g_00731	Pram.g_01559
OG0000084	Praf.g_01790	Pram.g_01384
OG0000085	Praf.g_00491	Pram.g_01265
OG0000086	Praf.g_00297	Pram.g_00072
OG0000087	Praf.g_02420	Pram.g_00125
OG0000088	Praf.g_02454, Praf.g_01239	Pram.g_00151
OG0000089	Praf.g_02015	Pram.g_00352
OG0000090	Praf.g_00660	Pram.g_00471
OG0000091	Praf.g_01700	Pram.g_01068
OG0000093	Praf.g_01503	Pram.g_01038
OG0000094	Praf.g_02685	Pram.g_00987
OG0000095	Praf.g_01274	Pram.g_00888
OG0000097	Praf.g_00905	Pram.g_01093
OG0000098	Praf.g_01886	Pram.g_01478
OG0000099	Praf.g_02342	Pram.g_01445
OG0000100	Praf.g_00370, Praf.g_01561	Pram.g_01298
OG0000101	Praf.g_02119	Pram.g_01770
OG0000102	Praf.g_00173	Pram.g_01838
OG0000103	Praf.g_02765	Pram.g_01925
OG0000104	Praf.g_02779	Pram.g_01934
OG0000105	Praf.g_02271	Pram.g_00262
OG0000106	Praf.g_00496	Pram.g_00677
OG0000107	Praf.g_02201	Pram.g_01696
OG0000108	Praf.g_00595	Pram.g_00416
OG0000109	Praf.g_00611	Pram.g_00430
OG0000110	Praf.g_00718	Pram.g_00513
OG0000111	Praf.g_01126	Pram.g_00793
OG0000112	Praf.g_01400	Pram.g_00935
OG0000113	Praf.g_01556	Pram.g_00832
OG0000114	Praf.g_01461	Pram.g_00734
OG0000115	Praf.g_01825	Pram.g_01201
OG0000116	Praf.g_00825	Pram.g_01151
OG0000117	Praf.g_00919	Pram.g_01112
OG0000118	Praf.g_00779	Pram.g_01242
OG0000119	Praf.g_01143	Pram.g_01283
OG0000120	Praf.g_02343	Pram.g_01446
OG0000121	Praf.g_01796	Pram.g_01376
OG0000122	Praf.g_00976	Pram.g_01334
OG0000123	Praf.g_02108	Pram.g_01777
OG0000124	Praf.g_00153	Pram.g_01850
OG0000125	Praf.g_02664	Pram.g_01886
OG0000126	Praf.g_02777	Pram.g_01933
OG0000127	Praf.g_01187, Praf.g_00342, Praf.g_02627, Praf.g_01168, Praf.g_00338	Pram.g_00611
OG0000128	Praf.g_00012	Pram.g_01949
OG0000129	Praf.g_02652	Pram.g_00029
OG0000130	Praf.g_00321	Pram.g_00054
OG0000131	Praf.g_02432	Pram.g_00130
OG0000132	Praf.g_02452	Pram.g_00149
OG0000133	Praf.g_02336	Pram.g_00310
OG0000134	Praf.g_02012	Pram.g_00354
OG0000135	Praf.g_02705, Praf.g_02715	Pram.g_01589
OG0000136	Praf.g_01984	Pram.g_00376
OG0000137	Praf.g_01907	Pram.g_00411
OG0000138	Praf.g_00612	Pram.g_00431
OG0000139	Praf.g_00666	Pram.g_00475
OG0000140	Praf.g_00670	Pram.g_00476
OG0000141	Praf.g_00764	Pram.g_00545
OG0000142	Praf.g_01692	Pram.g_01075
OG0000143	Praf.g_01696	Pram.g_01072
OG0000144	Praf.g_01721	Pram.g_01058
OG0000145	Praf.g_00617	Pram.g_01534
OG0000146	Praf.g_01401	Pram.g_00934
OG0000147	Praf.g_01402	Pram.g_00933
OG0000148	Praf.g_01548	Pram.g_00826
OG0000149	Praf.g_01604	Pram.g_00858
OG0000150	Praf.g_01625	Pram.g_00868
OG0000151	Praf.g_01478	Pram.g_00744
OG0000152	Praf.g_01392	Pram.g_00943
OG0000153	Praf.g_01362	Pram.g_00961
OG0000154	Praf.g_01337	Pram.g_00978
OG0000155	Praf.g_00886	Pram.g_01118
OG0000156	Praf.g_00810	Pram.g_01219
OG0000157	Praf.g_00809	Pram.g_01220
OG0000158	Praf.g_02394	Pram.g_01815
OG0000160	Praf.g_01795	Pram.g_01377
OG0000161	Praf.g_01805	Pram.g_01145, Pram.g_01371
OG0000162	Praf.g_01817	Pram.g_01365
OG0000163	Praf.g_00538	Pram.g_01326
OG0000164	Praf.g_00453	Pram.g_01656
OG0000165	Praf.g_00444	Pram.g_01664
OG0000166	Praf.g_02157	Pram.g_01733
OG0000167	Praf.g_02382, Praf.g_02378, Praf.g_02380	Pram.g_01805
OG0000168	Praf.g_02395	Pram.g_01816
OG0000169	Praf.g_00191	Pram.g_01826
OG0000170	Praf.g_00183	Pram.g_01829
OG0000171	Praf.g_00154	Pram.g_01849
OG0000172	Praf.g_00087	Pram.g_01856
OG0000173	Praf.g_00062	Pram.g_01871
OG0000174	Praf.g_02717	Pram.g_01902
OG0000175	Praf.g_02754	Pram.g_01914
OG0000176	Praf.g_00004	Pram.g_01942
OG0000177	Praf.g_00005	Pram.g_01943
OG0000178	Praf.g_00006	Pram.g_01944
OG0000179	Praf.g_00021	Pram.g_00003
OG0000180	Praf.g_00022	Pram.g_00004
OG0000181	Praf.g_00023	Pram.g_00005
OG0000182	Praf.g_00024	Pram.g_00006
OG0000183	Praf.g_00028	Pram.g_00010
OG0000184	Praf.g_02611	Pram.g_00033
OG0000185	Praf.g_00333, Praf.g_02602	Pram.g_00036
OG0000186	Praf.g_00328	Pram.g_00048
OG0000187	Praf.g_00326	Pram.g_00049
OG0000188	Praf.g_00303	Pram.g_00066
OG0000189	Praf.g_00257	Pram.g_00080
OG0000190	Praf.g_00255	Pram.g_00081
OG0000191	Praf.g_00218	Pram.g_00103
OG0000192	Praf.g_00212	Pram.g_00108
OG0000193	Praf.g_02433	Pram.g_00131
OG0000194	Praf.g_02436	Pram.g_00134
OG0000195	Praf.g_02438	Pram.g_00136
OG0000196	Praf.g_02449	Pram.g_00146
OG0000197	Praf.g_02450	Pram.g_00147
OG0000198	Praf.g_02451	Pram.g_00148
OG0000199	Praf.g_02468	Pram.g_00155
OG0000200	Praf.g_02711, Praf.g_02492	Pram.g_00168
OG0000201	Praf.g_02511	Pram.g_00177
OG0000202	Praf.g_02512	Pram.g_00178
OG0000203	Praf.g_02513	Pram.g_00179
OG0000204	Praf.g_02514	Pram.g_00180
OG0000205	Praf.g_02708, Praf.g_02521	Pram.g_00187
OG0000206	Praf.g_02532	Pram.g_00192
OG0000207	Praf.g_02582	Pram.g_00194
OG0000208	Praf.g_02581	Pram.g_00195
OG0000209	Praf.g_02557	Pram.g_00204
OG0000210	Praf.g_02556	Pram.g_00205
OG0000211	Praf.g_00378	Pram.g_00220
OG0000212	Praf.g_00392	Pram.g_00228
OG0000213	Praf.g_02245	Pram.g_00246
OG0000214	Praf.g_02263	Pram.g_00255
OG0000215	Praf.g_02293	Pram.g_00282
OG0000216	Praf.g_02296	Pram.g_00283
OG0000217	Praf.g_02300	Pram.g_00286
OG0000218	Praf.g_02302	Pram.g_00288
OG0000219	Praf.g_02303	Pram.g_00289
OG0000220	Praf.g_02304	Pram.g_00290
OG0000221	Praf.g_02314	Pram.g_00291
OG0000222	Praf.g_02323	Pram.g_00298
OG0000223	Praf.g_02347	Pram.g_00311
OG0000224	Praf.g_02358	Pram.g_00313
OG0000225	Praf.g_02030	Pram.g_00341
OG0000226	Praf.g_02026	Pram.g_00345
OG0000227	Praf.g_02024	Pram.g_00347
OG0000228	Praf.g_02016	Pram.g_00351
OG0000229	Praf.g_01989	Pram.g_00371
OG0000230	Praf.g_01987	Pram.g_00373
OG0000231	Praf.g_01963	Pram.g_00384
OG0000232	Praf.g_01952	Pram.g_00397
OG0000233	Praf.g_01938	Pram.g_00402
OG0000234	Praf.g_01905	Pram.g_00412
OG0000235	Praf.g_00594	Pram.g_00415
OG0000236	Praf.g_00610	Pram.g_00429
OG0000237	Praf.g_00627	Pram.g_00443
OG0000238	Praf.g_00631	Pram.g_00449
OG0000239	Praf.g_00647	Pram.g_00462
OG0000240	Praf.g_00648	Pram.g_00463
OG0000241	Praf.g_01177	Pram.g_00468
OG0000242	Praf.g_00658	Pram.g_00470
OG0000243	Praf.g_00681	Pram.g_00480
OG0000244	Praf.g_00685	Pram.g_00483
OG0000245	Praf.g_00688	Pram.g_00485
OG0000246	Praf.g_00692	Pram.g_00489
OG0000247	Praf.g_00703	Pram.g_00500
OG0000248	Praf.g_00706	Pram.g_00503
OG0000249	Praf.g_00708	Pram.g_00505
OG0000250	Praf.g_00714	Pram.g_00510
OG0000251	Praf.g_00739	Pram.g_00528
OG0000252	Praf.g_00742	Pram.g_00531
OG0000253	Praf.g_00749	Pram.g_00532
OG0000254	Praf.g_00768	Pram.g_00549
OG0000255	Praf.g_01662	Pram.g_00555
OG0000256	Praf.g_01676	Pram.g_00566
OG0000257	Praf.g_01685	Pram.g_01080
OG0000258	Praf.g_01708	Pram.g_01067
OG0000259	Praf.g_01736	Pram.g_01050
OG0000260	Praf.g_01739	Pram.g_01047
OG0000261	Praf.g_01742	Pram.g_01044
OG0000262	Praf.g_01748	Pram.g_01039
OG0000263	Praf.g_02570	Pram.g_00771
OG0000264	Praf.g_01218, Praf.g_01219	Pram.g_00782
OG0000265	Praf.g_01238, Praf.g_01302	Pram.g_00801
OG0000266	Praf.g_01313	Pram.g_01020
OG0000267	Praf.g_01436	Pram.g_01007
OG0000268	Praf.g_01435	Pram.g_01006
OG0000269	Praf.g_01525	Pram.g_00804
OG0000270	Praf.g_01528	Pram.g_00807
OG0000271	Praf.g_01536	Pram.g_00815
OG0000272	Praf.g_01537	Pram.g_00816
OG0000273	Praf.g_01585	Pram.g_00839
OG0000274	Praf.g_01586	Pram.g_00840
OG0000275	Praf.g_01590	Pram.g_00843
OG0000276	Praf.g_01596	Pram.g_00849
OG0000277	Praf.g_01597	Pram.g_00850
OG0000278	Praf.g_01600	Pram.g_00853
OG0000279	Praf.g_01608	Pram.g_00861
OG0000280	Praf.g_01614	Pram.g_00862
OG0000281	Praf.g_01627	Pram.g_00870
OG0000282	Praf.g_01463	Pram.g_00736
OG0000283	Praf.g_01426	Pram.g_00916
OG0000284	Praf.g_01420	Pram.g_00921
OG0000285	Praf.g_01006	Pram.g_00926
OG0000286	Praf.g_01393	Pram.g_00942
OG0000287	Praf.g_01073	Pram.g_01199
OG0000288	Praf.g_01338	Pram.g_00977
OG0000289	Praf.g_01325	Pram.g_00992
OG0000290	Praf.g_01277	Pram.g_00891
OG0000291	Praf.g_01275	Pram.g_00889
OG0000292	Praf.g_02776	Pram.g_01185
OG0000293	Praf.g_00826	Pram.g_01150
OG0000294	Praf.g_00827	Pram.g_01149
OG0000295	Praf.g_00879	Pram.g_01125
OG0000296	Praf.g_00881	Pram.g_01123
OG0000297	Praf.g_00917	Pram.g_01114
OG0000298	Praf.g_00918	Pram.g_01113
OG0000299	Praf.g_00908	Pram.g_01094
OG0000300	Praf.g_00902	Pram.g_01091
OG0000301	Praf.g_00901	Pram.g_01090
OG0000302	Praf.g_00898	Pram.g_01088
OG0000303	Praf.g_00888	Pram.g_01082
OG0000304	Praf.g_00938	Pram.g_00571
OG0000305	Praf.g_01271	Pram.g_01183
OG0000306	Praf.g_01635	Pram.g_00874
OG0000307	Praf.g_00575	Pram.g_01458
OG0000308	Praf.g_00573	Pram.g_01457
OG0000309	Praf.g_00569	Pram.g_01453
OG0000310	Praf.g_01772	Pram.g_01395
OG0000311	Praf.g_01778, Praf.g_01776	Pram.g_01393
OG0000312	Praf.g_01782	Pram.g_01390
OG0000313	Praf.g_01802	Pram.g_01374
OG0000314	Praf.g_01837	Pram.g_01351
OG0000315	Praf.g_01848	Pram.g_01341
OG0000316	Praf.g_00526	Pram.g_01315
OG0000317	Praf.g_00485	Pram.g_01629
OG0000318	Praf.g_00479	Pram.g_01633
OG0000319	Praf.g_00464	Pram.g_01646
OG0000320	Praf.g_00462	Pram.g_01648
OG0000321	Praf.g_00461	Pram.g_01649
OG0000322	Praf.g_00460	Pram.g_01650
OG0000323	Praf.g_00449	Pram.g_01659
OG0000324	Praf.g_00419	Pram.g_01687
OG0000325	Praf.g_02200	Pram.g_01697
OG0000326	Praf.g_02193	Pram.g_01704
OG0000327	Praf.g_02162	Pram.g_01728
OG0000328	Praf.g_02161	Pram.g_01729
OG0000329	Praf.g_02144	Pram.g_01746
OG0000330	Praf.g_02143	Pram.g_01747
OG0000331	Praf.g_02142	Pram.g_01748
OG0000332	Praf.g_02127	Pram.g_01762
OG0000333	Praf.g_02125	Pram.g_01764
OG0000334	Praf.g_02112	Pram.g_01773
OG0000335	Praf.g_02107	Pram.g_01778
OG0000336	Praf.g_02103	Pram.g_01782
OG0000337	Praf.g_02372	Pram.g_01801
OG0000338	Praf.g_02375	Pram.g_01802
OG0000339	Praf.g_02386	Pram.g_01808
OG0000340	Praf.g_02396	Pram.g_01817
OG0000341	Praf.g_02398	Pram.g_01819
OG0000342	Praf.g_02399	Pram.g_01820
OG0000343	Praf.g_00196	Pram.g_01821
OG0000344	Praf.g_00193	Pram.g_01824
OG0000345	Praf.g_00182	Pram.g_01830
OG0000346	Praf.g_00177	Pram.g_01834
OG0000347	Praf.g_00152	Pram.g_01851
OG0000348	Praf.g_00081	Pram.g_01859
OG0000349	Praf.g_00054	Pram.g_01877
OG0000350	Praf.g_02699	Pram.g_01898
OG0000351	Praf.g_02757	Pram.g_01917
OG0000352	Praf.g_02758	Pram.g_01918
OG0000353	Praf.g_02782	Pram.g_01937
OG0000355	Praf.g_00001	Pram.g_01939
OG0000356	Praf.g_00002	Pram.g_01940
OG0000357	Praf.g_00003	Pram.g_01941
OG0000358	Praf.g_00007	Pram.g_01945
OG0000359	Praf.g_00009	Pram.g_01946
OG0000360	Praf.g_00010	Pram.g_01947
OG0000361	Praf.g_00011	Pram.g_01948
OG0000362	Praf.g_00013	Pram.g_01950
OG0000363	Praf.g_00015	Pram.g_00001
OG0000364	Praf.g_00016	Pram.g_00002
OG0000365	Praf.g_00025	Pram.g_00007
OG0000366	Praf.g_00026	Pram.g_00008
OG0000367	Praf.g_00027	Pram.g_00009
OG0000368	Praf.g_00029	Pram.g_00011
OG0000369	Praf.g_00030	Pram.g_00012
OG0000370	Praf.g_00031	Pram.g_00013
OG0000371	Praf.g_00040	Pram.g_00019
OG0000372	Praf.g_00045	Pram.g_00021
OG0000373	Praf.g_00046	Pram.g_00022
OG0000374	Praf.g_00047	Pram.g_00023
OG0000375	Praf.g_00050	Pram.g_00024
OG0000376	Praf.g_00052	Pram.g_00026
OG0000377	Praf.g_02618	Pram.g_00030
OG0000378	Praf.g_02605	Pram.g_00034
OG0000379	Praf.g_02601	Pram.g_00037
OG0000380	Praf.g_00325	Pram.g_00050
OG0000381	Praf.g_00320	Pram.g_00055
OG0000382	Praf.g_00304	Pram.g_00065
OG0000383	Praf.g_00302	Pram.g_00067
OG0000384	Praf.g_00301	Pram.g_00068
OG0000385	Praf.g_00300	Pram.g_00069
OG0000386	Praf.g_00299	Pram.g_00070
OG0000387	Praf.g_00253	Pram.g_00083
OG0000388	Praf.g_00249	Pram.g_00087
OG0000389	Praf.g_00245	Pram.g_00090
OG0000390	Praf.g_00224	Pram.g_00099
OG0000391	Praf.g_00219	Pram.g_00102
OG0000392	Praf.g_00214	Pram.g_00106
OG0000393	Praf.g_00209	Pram.g_00109
OG0000394	Praf.g_00208	Pram.g_00110
OG0000395	Praf.g_00207	Pram.g_00111
OG0000396	Praf.g_02403	Pram.g_00113
OG0000397	Praf.g_02405	Pram.g_00115
OG0000398	Praf.g_02410	Pram.g_00118
OG0000399	Praf.g_02411	Pram.g_00119
OG0000400	Praf.g_02412	Pram.g_00120
OG0000401	Praf.g_02413	Pram.g_00121
OG0000402	Praf.g_02415	Pram.g_01001
OG0000403	Praf.g_02416	Pram.g_00123
OG0000404	Praf.g_02418	Pram.g_00124
OG0000405	Praf.g_02430	Pram.g_00128
OG0000406	Praf.g_02434	Pram.g_00132
OG0000407	Praf.g_02435	Pram.g_00133
OG0000408	Praf.g_02437	Pram.g_00135
OG0000409	Praf.g_02439	Pram.g_00137
OG0000410	Praf.g_02440	Pram.g_00138
OG0000411	Praf.g_02441	Pram.g_00139
OG0000412	Praf.g_02442	Pram.g_00140
OG0000413	Praf.g_02444	Pram.g_00141
OG0000414	Praf.g_02445	Pram.g_00142
OG0000415	Praf.g_02446	Pram.g_00143
OG0000416	Praf.g_02447	Pram.g_00144
OG0000417	Praf.g_02448	Pram.g_00145
OG0000418	Praf.g_02453	Pram.g_00150
OG0000419	Praf.g_02455	Pram.g_00152
OG0000420	Praf.g_02456	Pram.g_00153
OG0000421	Praf.g_02470	Pram.g_00157
OG0000422	Praf.g_02471	Pram.g_00158
OG0000423	Praf.g_02472	Pram.g_00159
OG0000424	Praf.g_02473	Pram.g_00160
OG0000425	Praf.g_02474	Pram.g_00161
OG0000426	Praf.g_02475	Pram.g_00162
OG0000427	Praf.g_02476	Pram.g_00163
OG0000428	Praf.g_01486	Pram.g_00165
OG0000429	Praf.g_02489	Pram.g_00166
OG0000430	Praf.g_02491	Pram.g_00167
OG0000431	Praf.g_02495	Pram.g_00169
OG0000432	Praf.g_02502	Pram.g_00173
OG0000433	Praf.g_02505	Pram.g_00174
OG0000434	Praf.g_02506	Pram.g_00175
OG0000435	Praf.g_02509	Pram.g_00176
OG0000436	Praf.g_02515	Pram.g_00181
OG0000437	Praf.g_02516	Pram.g_00182
OG0000438	Praf.g_02517	Pram.g_00183
OG0000439	Praf.g_02519	Pram.g_00185
OG0000440	Praf.g_02520	Pram.g_00186
OG0000441	Praf.g_02524	Pram.g_00189
OG0000442	Praf.g_02525	Pram.g_00190
OG0000443	Praf.g_02531	Pram.g_00191
OG0000444	Praf.g_02575	Pram.g_00196
OG0000445	Praf.g_02574	Pram.g_00197
OG0000446	Praf.g_02572	Pram.g_00198
OG0000447	Praf.g_02568	Pram.g_00199
OG0000448	Praf.g_02567	Pram.g_00200
OG0000449	Praf.g_02566	Pram.g_00201
OG0000450	Praf.g_02560	Pram.g_00202
OG0000451	Praf.g_02559	Pram.g_00203
OG0000452	Praf.g_02555	Pram.g_00206
OG0000453	Praf.g_02554	Pram.g_00207
OG0000454	Praf.g_02553	Pram.g_00208
OG0000455	Praf.g_02552	Pram.g_00209
OG0000456	Praf.g_02551	Pram.g_00210
OG0000457	Praf.g_02549	Pram.g_00212
OG0000458	Praf.g_02548	Pram.g_00213
OG0000459	Praf.g_02547	Pram.g_00214
OG0000460	Praf.g_00379	Pram.g_00222
OG0000461	Praf.g_02203	Pram.g_00230
OG0000462	Praf.g_02207	Pram.g_00232
OG0000463	Praf.g_02208	Pram.g_00233
OG0000464	Praf.g_02209	Pram.g_00234
OG0000465	Praf.g_02210	Pram.g_00235
OG0000466	Praf.g_02215	Pram.g_00238
OG0000467	Praf.g_02217	Pram.g_00239
OG0000468	Praf.g_02242	Pram.g_00242
OG0000469	Praf.g_02255	Pram.g_00250
OG0000470	Praf.g_02259	Pram.g_00252
OG0000471	Praf.g_02260	Pram.g_00253
OG0000472	Praf.g_02262	Pram.g_00254
OG0000473	Praf.g_02264	Pram.g_00256
OG0000474	Praf.g_02265	Pram.g_00257
OG0000475	Praf.g_02266	Pram.g_00258
OG0000476	Praf.g_02268	Pram.g_00260
OG0000477	Praf.g_02273	Pram.g_00263
OG0000478	Praf.g_02274	Pram.g_00264
OG0000479	Praf.g_02275	Pram.g_00265
OG0000480	Praf.g_02282	Pram.g_00270
OG0000481	Praf.g_02284	Pram.g_00273
OG0000482	Praf.g_02285	Pram.g_00274
OG0000483	Praf.g_02289	Pram.g_00277
OG0000484	Praf.g_02290	Pram.g_00278
OG0000485	Praf.g_02291	Pram.g_00280
OG0000486	Praf.g_02292	Pram.g_00281
OG0000487	Praf.g_02297	Pram.g_00284
OG0000488	Praf.g_02301	Pram.g_00287
OG0000489	Praf.g_02315	Pram.g_00292
OG0000490	Praf.g_02321	Pram.g_00296
OG0000491	Praf.g_02322	Pram.g_00297
OG0000492	Praf.g_02324	Pram.g_00299
OG0000493	Praf.g_02325	Pram.g_00300
OG0000494	Praf.g_02326	Pram.g_00301
OG0000495	Praf.g_02327	Pram.g_00302
OG0000496	Praf.g_02328	Pram.g_00303
OG0000497	Praf.g_02329	Pram.g_00304
OG0000498	Praf.g_02330	Pram.g_00305
OG0000499	Praf.g_02331	Pram.g_00306
OG0000500	Praf.g_02332	Pram.g_00307
OG0000501	Praf.g_02335	Pram.g_00309
OG0000502	Praf.g_02349	Pram.g_00312
OG0000503	Praf.g_02054	Pram.g_00328
OG0000504	Praf.g_02052	Pram.g_00330
OG0000505	Praf.g_02051	Pram.g_00331
OG0000506	Praf.g_02049	Pram.g_00332
OG0000507	Praf.g_02045	Pram.g_00336
OG0000508	Praf.g_02031	Pram.g_00340
OG0000509	Praf.g_02029	Pram.g_00342
OG0000510	Praf.g_02028	Pram.g_00343
OG0000511	Praf.g_02027	Pram.g_00344
OG0000512	Praf.g_02025	Pram.g_00346
OG0000513	Praf.g_02011	Pram.g_00355
OG0000514	Praf.g_02002	Pram.g_00366
OG0000515	Praf.g_02001	Pram.g_00367
OG0000516	Praf.g_01999	Pram.g_00368
OG0000517	Praf.g_01990	Pram.g_00370
OG0000518	Praf.g_01978	Pram.g_00381
OG0000519	Praf.g_01977	Pram.g_00382
OG0000520	Praf.g_01972	Pram.g_00383
OG0000521	Praf.g_01959	Pram.g_00393
OG0000522	Praf.g_01957	Pram.g_00395
OG0000523	Praf.g_01956	Pram.g_00396
OG0000524	Praf.g_01942	Pram.g_00400
OG0000525	Praf.g_01915	Pram.g_00404
OG0000526	Praf.g_01913	Pram.g_00406
OG0000527	Praf.g_01909	Pram.g_00409
OG0000528	Praf.g_00589	Pram.g_00414
OG0000529	Praf.g_00596	Pram.g_00417
OG0000530	Praf.g_00599	Pram.g_00420
OG0000531	Praf.g_00600	Pram.g_00421
OG0000532	Praf.g_00603	Pram.g_00423
OG0000533	Praf.g_00605	Pram.g_00424
OG0000534	Praf.g_00606	Pram.g_00425
OG0000535	Praf.g_00607	Pram.g_00426
OG0000536	Praf.g_00608	Pram.g_00427
OG0000537	Praf.g_00609	Pram.g_00428
OG0000538	Praf.g_00619	Pram.g_00438
OG0000539	Praf.g_00621	Pram.g_00439
OG0000540	Praf.g_00622	Pram.g_00440
OG0000541	Praf.g_00623	Pram.g_00441
OG0000542	Praf.g_00626	Pram.g_00442
OG0000543	Praf.g_00628	Pram.g_00444
OG0000544	Praf.g_00629	Pram.g_00445
OG0000545	Praf.g_00630	Pram.g_00447
OG0000546	Praf.g_00632	Pram.g_00450
OG0000547	Praf.g_00634	Pram.g_00452
OG0000548	Praf.g_00635	Pram.g_00453
OG0000549	Praf.g_00641	Pram.g_00456
OG0000550	Praf.g_00646	Pram.g_00461
OG0000551	Praf.g_00650	Pram.g_00464
OG0000552	Praf.g_00651	Pram.g_00465
OG0000553	Praf.g_00656	Pram.g_00466
OG0000554	Praf.g_00661	Pram.g_00472
OG0000555	Praf.g_00677	Pram.g_00479
OG0000556	Praf.g_00683	Pram.g_00481
OG0000557	Praf.g_00684	Pram.g_00482
OG0000558	Praf.g_00687	Pram.g_00484
OG0000559	Praf.g_00691	Pram.g_00488
OG0000560	Praf.g_00694	Pram.g_00491
OG0000561	Praf.g_00695	Pram.g_00492
OG0000562	Praf.g_00696	Pram.g_00493
OG0000563	Praf.g_00697	Pram.g_00494
OG0000564	Praf.g_00698	Pram.g_00495
OG0000565	Praf.g_00701	Pram.g_00498
OG0000566	Praf.g_00705	Pram.g_00502
OG0000567	Praf.g_00709	Pram.g_00506
OG0000568	Praf.g_00711	Pram.g_00507
OG0000569	Praf.g_00712	Pram.g_00508
OG0000570	Praf.g_00713	Pram.g_00509
OG0000571	Praf.g_00716	Pram.g_00511
OG0000572	Praf.g_00733	Pram.g_00523
OG0000573	Praf.g_00740	Pram.g_00529
OG0000574	Praf.g_00741	Pram.g_00530
OG0000575	Praf.g_00751	Pram.g_00534
OG0000576	Praf.g_00753	Pram.g_00536
OG0000577	Praf.g_00754	Pram.g_00537
