Orthogroup	Praf	Praj
OG0000205	Praf.g_02521	Praj.g_00242
OG0000206	Praf.g_02532	Praj.g_00246
OG0000207	Praf.g_02582	Praj.g_00248
OG0000208	Praf.g_02581	Praj.g_00249
OG0000209	Praf.g_02557	Praj.g_00258
OG0000210	Praf.g_02556	Praj.g_00259
OG0000211	Praf.g_00378	Praj.g_00273
OG0000212	Praf.g_00392	Praj.g_00281
OG0000213	Praf.g_02245	Praj.g_00296
OG0000214	Praf.g_02263	Praj.g_00304
OG0000215	Praf.g_02293	Praj.g_00328
OG0000216	Praf.g_02296	Praj.g_00329
OG0000217	Praf.g_02300	Praj.g_00332
OG0000218	Praf.g_02302	Praj.g_00334
OG0000219	Praf.g_02303	Praj.g_00335
OG0000220	Praf.g_02304	Praj.g_00336
OG0000221	Praf.g_02314	Praj.g_00337
OG0000222	Praf.g_02323	Praj.g_00345
OG0000223	Praf.g_02347	Praj.g_00358
OG0000224	Praf.g_02358	Praj.g_00360
OG0000225	Praf.g_02030	Praj.g_00391
OG0000226	Praf.g_02026	Praj.g_00395
OG0000227	Praf.g_02024	Praj.g_00397
OG0000228	Praf.g_02016	Praj.g_00402
OG0000229	Praf.g_01989	Praj.g_00430
OG0000230	Praf.g_01987	Praj.g_00432
OG0000231	Praf.g_01963	Praj.g_00443
OG0000232	Praf.g_01952	Praj.g_00451
OG0000233	Praf.g_01938	Praj.g_00459
OG0000234	Praf.g_01905	Praj.g_00468
OG0000235	Praf.g_00594	Praj.g_00472
OG0000236	Praf.g_00610	Praj.g_00485
OG0000237	Praf.g_00627	Praj.g_00498
OG0000238	Praf.g_00631	Praj.g_00504
OG0000239	Praf.g_00647	Praj.g_00516
OG0000240	Praf.g_00648	Praj.g_00517
OG0000241	Praf.g_01177	Praj.g_00521
OG0000242	Praf.g_00658	Praj.g_00523
OG0000243	Praf.g_00681	Praj.g_00534
OG0000244	Praf.g_00685	Praj.g_00537
OG0000245	Praf.g_00688	Praj.g_00539
OG0000246	Praf.g_00692	Praj.g_00543
OG0000247	Praf.g_00703	Praj.g_00553
OG0000248	Praf.g_00706	Praj.g_00555
OG0000249	Praf.g_00708	Praj.g_00557
OG0000250	Praf.g_00714	Praj.g_00562
OG0000251	Praf.g_00739	Praj.g_00578
OG0000252	Praf.g_00742	Praj.g_00580
OG0000253	Praf.g_00749	Praj.g_00582
OG0000254	Praf.g_00768	Praj.g_00599
OG0000255	Praf.g_01662	Praj.g_00605
OG0000256	Praf.g_01676	Praj.g_00615
OG0000257	Praf.g_01685	Praj.g_00618
OG0000258	Praf.g_01708	Praj.g_00631
OG0000259	Praf.g_01736	Praj.g_00648
OG0000260	Praf.g_01739	Praj.g_00651
OG0000261	Praf.g_01742	Praj.g_00654
OG0000262	Praf.g_01748	Praj.g_00659
OG0000263	Praf.g_02570	Praj.g_00673
OG0000264	Praf.g_01218, Praf.g_01219	Praj.g_00684
OG0000265	Praf.g_01238, Praf.g_01302	Praj.g_00698
OG0000266	Praf.g_01313	Praj.g_00708
OG0000267	Praf.g_01436	Praj.g_00721
OG0000268	Praf.g_01435	Praj.g_00722
OG0000269	Praf.g_01525	Praj.g_00764
OG0000270	Praf.g_01528	Praj.g_00767
OG0000271	Praf.g_01536	Praj.g_00775
OG0000272	Praf.g_01537	Praj.g_00776
OG0000273	Praf.g_01585	Praj.g_00801
OG0000274	Praf.g_01586	Praj.g_00802
OG0000275	Praf.g_01590	Praj.g_00804
OG0000276	Praf.g_01596	Praj.g_00810
OG0000277	Praf.g_01597	Praj.g_00811
OG0000278	Praf.g_01600	Praj.g_00815
OG0000279	Praf.g_01608	Praj.g_00822
OG0000280	Praf.g_01614	Praj.g_01326
OG0000281	Praf.g_01627	Praj.g_00829
OG0000282	Praf.g_01463	Praj.g_00889
OG0000283	Praf.g_01426	Praj.g_00920
OG0000284	Praf.g_01420	Praj.g_00925
OG0000285	Praf.g_01006	Praj.g_00930
OG0000286	Praf.g_01393	Praj.g_00945
OG0000287	Praf.g_01073	Praj.g_00085
OG0000288	Praf.g_01338	Praj.g_00994
OG0000289	Praf.g_01325	Praj.g_01005
OG0000290	Praf.g_01277	Praj.g_01021
OG0000291	Praf.g_01275	Praj.g_01023
OG0000292	Praf.g_02776	Praj.g_01196
OG0000293	Praf.g_00826	Praj.g_01470
OG0000294	Praf.g_00827	Praj.g_01469
OG0000295	Praf.g_00879	Praj.g_01447
OG0000296	Praf.g_00881	Praj.g_01445
OG0000297	Praf.g_00917	Praj.g_01437
OG0000298	Praf.g_00918	Praj.g_01436
OG0000299	Praf.g_00908	Praj.g_01417
OG0000300	Praf.g_00902	Praj.g_01414
OG0000301	Praf.g_00901	Praj.g_01413
OG0000302	Praf.g_00898	Praj.g_01410
OG0000303	Praf.g_00888	Praj.g_01405
OG0000304	Praf.g_00938	Praj.g_01402
OG0000305	Praf.g_01271	Praj.g_01734
OG0000306	Praf.g_01635	Praj.g_00833
OG0000307	Praf.g_00575	Praj.g_01584
OG0000308	Praf.g_00573	Praj.g_01585
OG0000309	Praf.g_00569	Praj.g_01589
OG0000310	Praf.g_01772	Praj.g_01616
OG0000311	Praf.g_01778, Praf.g_01776	Praj.g_01618
OG0000312	Praf.g_01782	Praj.g_01621
OG0000313	Praf.g_01802	Praj.g_01636
OG0000314	Praf.g_01837	Praj.g_01657
OG0000315	Praf.g_01848	Praj.g_01667
OG0000316	Praf.g_00526	Praj.g_01692
OG0000317	Praf.g_00485	Praj.g_01766
OG0000318	Praf.g_00479	Praj.g_01769
OG0000319	Praf.g_00464	Praj.g_01780
OG0000320	Praf.g_00462	Praj.g_01782
OG0000321	Praf.g_00461	Praj.g_01783
OG0000322	Praf.g_00460	Praj.g_01784
OG0000323	Praf.g_00449	Praj.g_01793
OG0000324	Praf.g_00419	Praj.g_01820
OG0000325	Praf.g_02200	Praj.g_01870
OG0000326	Praf.g_02193	Praj.g_01876
OG0000327	Praf.g_02162	Praj.g_01910
OG0000328	Praf.g_02161	Praj.g_01911
OG0000329	Praf.g_02144	Praj.g_01928
OG0000330	Praf.g_02143	Praj.g_01929
OG0000331	Praf.g_02142	Praj.g_01930
OG0000332	Praf.g_02127	Praj.g_01944
OG0000333	Praf.g_02125	Praj.g_01946
OG0000334	Praf.g_02112	Praj.g_01955
OG0000335	Praf.g_02107	Praj.g_01960
OG0000336	Praf.g_02103	Praj.g_01964
OG0000337	Praf.g_02372	Praj.g_01982
OG0000338	Praf.g_02375	Praj.g_01983
OG0000339	Praf.g_02386	Praj.g_01988
OG0000340	Praf.g_02396	Praj.g_01997
OG0000341	Praf.g_02398	Praj.g_01999
OG0000342	Praf.g_02399	Praj.g_02000
OG0000343	Praf.g_00196	Praj.g_02001
OG0000344	Praf.g_00193	Praj.g_02004
OG0000345	Praf.g_00182	Praj.g_02009
OG0000346	Praf.g_00177	Praj.g_02013
OG0000347	Praf.g_00152	Praj.g_02034
OG0000348	Praf.g_00081	Praj.g_02064
OG0000349	Praf.g_00054	Praj.g_02082
OG0000350	Praf.g_02699	Praj.g_02103
OG0000351	Praf.g_02757	Praj.g_02128
OG0000352	Praf.g_02758	Praj.g_02129
OG0000353	Praf.g_02782	Praj.g_02148
OG0000355	Praf.g_00001	Praj.g_00001
OG0000356	Praf.g_00002	Praj.g_00002
OG0000357	Praf.g_00003	Praj.g_00003
OG0000358	Praf.g_00007	Praj.g_00007
OG0000359	Praf.g_00009	Praj.g_00008
OG0000360	Praf.g_00010	Praj.g_00009
OG0000361	Praf.g_00011	Praj.g_00010
OG0000362	Praf.g_00013	Praj.g_00012
OG0000363	Praf.g_00015	Praj.g_00014
OG0000364	Praf.g_00016	Praj.g_00015
OG0000365	Praf.g_00025	Praj.g_00020
OG0000366	Praf.g_00026	Praj.g_00021
OG0000367	Praf.g_00027	Praj.g_00022
OG0000368	Praf.g_00029	Praj.g_00024
OG0000369	Praf.g_00030	Praj.g_00025
OG0000370	Praf.g_00031	Praj.g_00026
OG0000371	Praf.g_00040	Praj.g_00032
OG0000372	Praf.g_00045	Praj.g_00034
OG0000373	Praf.g_00046	Praj.g_00035
OG0000374	Praf.g_00047	Praj.g_00036
OG0000375	Praf.g_00050	Praj.g_00044
OG0000376	Praf.g_00052	Praj.g_00046
OG0000377	Praf.g_02618	Praj.g_00049
OG0000378	Praf.g_02605	Praj.g_00051
OG0000379	Praf.g_02601	Praj.g_00054
OG0000380	Praf.g_00325	Praj.g_00104
OG0000381	Praf.g_00320	Praj.g_00108
OG0000382	Praf.g_00304	Praj.g_00119
OG0000383	Praf.g_00302	Praj.g_00121
OG0000384	Praf.g_00301	Praj.g_00122
OG0000385	Praf.g_00300	Praj.g_00123
OG0000386	Praf.g_00299	Praj.g_00124
OG0000387	Praf.g_00253	Praj.g_00137
OG0000388	Praf.g_00249	Praj.g_00141
OG0000389	Praf.g_00245	Praj.g_00144
OG0000390	Praf.g_00224	Praj.g_00153
OG0000391	Praf.g_00219	Praj.g_00157
OG0000392	Praf.g_00214	Praj.g_00160
OG0000393	Praf.g_00209	Praj.g_00163
OG0000394	Praf.g_00208	Praj.g_00164
OG0000395	Praf.g_00207	Praj.g_00165
OG0000396	Praf.g_02403	Praj.g_00168
OG0000397	Praf.g_02405	Praj.g_00170
OG0000398	Praf.g_02410	Praj.g_00173
OG0000399	Praf.g_02411	Praj.g_00174
OG0000400	Praf.g_02412	Praj.g_00175
OG0000401	Praf.g_02413	Praj.g_00176
OG0000402	Praf.g_02415	Praj.g_01057
OG0000403	Praf.g_02416	Praj.g_00177
OG0000404	Praf.g_02418	Praj.g_00178
OG0000405	Praf.g_02430	Praj.g_00183
OG0000406	Praf.g_02434	Praj.g_00187
OG0000407	Praf.g_02435	Praj.g_00188
OG0000408	Praf.g_02437	Praj.g_00190
OG0000409	Praf.g_02439	Praj.g_00192
OG0000410	Praf.g_02440	Praj.g_00193
OG0000411	Praf.g_02441	Praj.g_00194
OG0000412	Praf.g_02442	Praj.g_00195
OG0000413	Praf.g_02444	Praj.g_00196
OG0000414	Praf.g_02445	Praj.g_00197
OG0000415	Praf.g_02446	Praj.g_00198
OG0000416	Praf.g_02447	Praj.g_00199
OG0000417	Praf.g_02448	Praj.g_00200
OG0000418	Praf.g_02453	Praj.g_00205
OG0000419	Praf.g_02455	Praj.g_00207
OG0000420	Praf.g_02456	Praj.g_00208
OG0000421	Praf.g_02470	Praj.g_00212
OG0000422	Praf.g_02471	Praj.g_00213
OG0000423	Praf.g_02472	Praj.g_00214
OG0000424	Praf.g_02473	Praj.g_00215
OG0000425	Praf.g_02474	Praj.g_00216
OG0000426	Praf.g_02475	Praj.g_00217
OG0000427	Praf.g_02476	Praj.g_00218
OG0000428	Praf.g_01486	Praj.g_00220
OG0000429	Praf.g_02489	Praj.g_00221
OG0000430	Praf.g_02491	Praj.g_00222
OG0000431	Praf.g_02495	Praj.g_00224
OG0000432	Praf.g_02502	Praj.g_00228
OG0000433	Praf.g_02505	Praj.g_00229
OG0000434	Praf.g_02506	Praj.g_00230
OG0000435	Praf.g_02509	Praj.g_00231
OG0000436	Praf.g_02515	Praj.g_00236
OG0000437	Praf.g_02516	Praj.g_00237
OG0000438	Praf.g_02517	Praj.g_00238
OG0000439	Praf.g_02519	Praj.g_00240
OG0000440	Praf.g_02520	Praj.g_00241
OG0000441	Praf.g_02524	Praj.g_00243
OG0000442	Praf.g_02525	Praj.g_00244
OG0000443	Praf.g_02531	Praj.g_00245
OG0000444	Praf.g_02575	Praj.g_00250
OG0000445	Praf.g_02574	Praj.g_00251
OG0000446	Praf.g_02572	Praj.g_00252
OG0000447	Praf.g_02568	Praj.g_00253
OG0000448	Praf.g_02567	Praj.g_00254
OG0000449	Praf.g_02566	Praj.g_00255
OG0000450	Praf.g_02560	Praj.g_00256
OG0000451	Praf.g_02559	Praj.g_00257
OG0000452	Praf.g_02555	Praj.g_00260
OG0000453	Praf.g_02554	Praj.g_00261
OG0000454	Praf.g_02553	Praj.g_00262
OG0000455	Praf.g_02552	Praj.g_00263
OG0000456	Praf.g_02551	Praj.g_00264
OG0000457	Praf.g_02549	Praj.g_00265
OG0000458	Praf.g_02548	Praj.g_00266
OG0000459	Praf.g_02547	Praj.g_00267
OG0000460	Praf.g_00379	Praj.g_00275
OG0000461	Praf.g_02203	Praj.g_00283
OG0000462	Praf.g_02207	Praj.g_00285
OG0000463	Praf.g_02208	Praj.g_00286
OG0000464	Praf.g_02209	Praj.g_00287
OG0000465	Praf.g_02210	Praj.g_00288
OG0000466	Praf.g_02215	Praj.g_00289
OG0000467	Praf.g_02217	Praj.g_00290
OG0000468	Praf.g_02242	Praj.g_00292
OG0000469	Praf.g_02255	Praj.g_00299
OG0000470	Praf.g_02259	Praj.g_00301
OG0000471	Praf.g_02260	Praj.g_00302
OG0000472	Praf.g_02262	Praj.g_00303
OG0000473	Praf.g_02264	Praj.g_00305
OG0000474	Praf.g_02265	Praj.g_00306
OG0000475	Praf.g_02266	Praj.g_00307
OG0000476	Praf.g_02268	Praj.g_00309
OG0000477	Praf.g_02273	Praj.g_00311
OG0000478	Praf.g_02274	Praj.g_00312
OG0000479	Praf.g_02275	Praj.g_00313
OG0000480	Praf.g_02282	Praj.g_00318
OG0000481	Praf.g_02284	Praj.g_00320
OG0000482	Praf.g_02285	Praj.g_00321
OG0000483	Praf.g_02289	Praj.g_00324
OG0000484	Praf.g_02290	Praj.g_00325
OG0000485	Praf.g_02291	Praj.g_00326
OG0000486	Praf.g_02292	Praj.g_00327
OG0000487	Praf.g_02297	Praj.g_00330
OG0000488	Praf.g_02301	Praj.g_00333
OG0000489	Praf.g_02315	Praj.g_00338
OG0000490	Praf.g_02321	Praj.g_00343
OG0000491	Praf.g_02322	Praj.g_00344
OG0000492	Praf.g_02324	Praj.g_00346
OG0000493	Praf.g_02325	Praj.g_00347
OG0000494	Praf.g_02326	Praj.g_00348
OG0000495	Praf.g_02327	Praj.g_00349
OG0000496	Praf.g_02328	Praj.g_00350
OG0000497	Praf.g_02329	Praj.g_00351
OG0000498	Praf.g_02330	Praj.g_00352
OG0000499	Praf.g_02331	Praj.g_00353
OG0000500	Praf.g_02332	Praj.g_00354
OG0000501	Praf.g_02335	Praj.g_00356
OG0000502	Praf.g_02349	Praj.g_00359
OG0000503	Praf.g_02054	Praj.g_00380
OG0000504	Praf.g_02052	Praj.g_00382
OG0000505	Praf.g_02051	Praj.g_00383
OG0000506	Praf.g_02049	Praj.g_00384
OG0000507	Praf.g_02045	Praj.g_00387
OG0000508	Praf.g_02031	Praj.g_00390
OG0000509	Praf.g_02029	Praj.g_00392
OG0000510	Praf.g_02028	Praj.g_00393
OG0000511	Praf.g_02027	Praj.g_00394
OG0000512	Praf.g_02025	Praj.g_00396
OG0000513	Praf.g_02011	Praj.g_00406
OG0000514	Praf.g_02002	Praj.g_00425
OG0000515	Praf.g_02001	Praj.g_00426
OG0000516	Praf.g_01999	Praj.g_00427
OG0000517	Praf.g_01990	Praj.g_00429
OG0000518	Praf.g_01978	Praj.g_00440
OG0000519	Praf.g_01977	Praj.g_00441
OG0000520	Praf.g_01972	Praj.g_00442
OG0000521	Praf.g_01959	Praj.g_00447
OG0000522	Praf.g_01957	Praj.g_00449
OG0000523	Praf.g_01956	Praj.g_00450
OG0000524	Praf.g_01942	Praj.g_00457
OG0000525	Praf.g_01915	Praj.g_00461
OG0000526	Praf.g_01913	Praj.g_00462
OG0000527	Praf.g_01909	Praj.g_00465
OG0000528	Praf.g_00589	Praj.g_00471
OG0000529	Praf.g_00596	Praj.g_00474
OG0000530	Praf.g_00599	Praj.g_00477
OG0000531	Praf.g_00600	Praj.g_00478
OG0000532	Praf.g_00603	Praj.g_00479
OG0000533	Praf.g_00605	Praj.g_00480
OG0000534	Praf.g_00606	Praj.g_00481
OG0000535	Praf.g_00607	Praj.g_00482
OG0000536	Praf.g_00608	Praj.g_00483
OG0000537	Praf.g_00609	Praj.g_00484
OG0000538	Praf.g_00619	Praj.g_00492
OG0000539	Praf.g_00621	Praj.g_00493
OG0000540	Praf.g_00622	Praj.g_00494
OG0000541	Praf.g_00623	Praj.g_00495
OG0000542	Praf.g_00626	Praj.g_00497
OG0000543	Praf.g_00628	Praj.g_00499
OG0000544	Praf.g_00629	Praj.g_00500
OG0000545	Praf.g_00630	Praj.g_00502
OG0000546	Praf.g_00632	Praj.g_00505
OG0000547	Praf.g_00634	Praj.g_00507
OG0000548	Praf.g_00635	Praj.g_00508
OG0000549	Praf.g_00641	Praj.g_00511
OG0000550	Praf.g_00646	Praj.g_00515
OG0000551	Praf.g_00650	Praj.g_00518
OG0000552	Praf.g_00651	Praj.g_00519
OG0000553	Praf.g_00656	Praj.g_00520
OG0000554	Praf.g_00661	Praj.g_00525
OG0000555	Praf.g_00677	Praj.g_00533
OG0000556	Praf.g_00683	Praj.g_00535
OG0000557	Praf.g_00684	Praj.g_00536
OG0000558	Praf.g_00687	Praj.g_00538
OG0000559	Praf.g_00691	Praj.g_00542
OG0000560	Praf.g_00694	Praj.g_00545
OG0000561	Praf.g_00695	Praj.g_00546
OG0000562	Praf.g_00696	Praj.g_00547
OG0000563	Praf.g_00697	Praj.g_00548
OG0000564	Praf.g_00698	Praj.g_00549
OG0000565	Praf.g_00701	Praj.g_00552
OG0000566	Praf.g_00705	Praj.g_00554
OG0000567	Praf.g_00709	Praj.g_00558
OG0000568	Praf.g_00711	Praj.g_00559
OG0000569	Praf.g_00712	Praj.g_00560
OG0000570	Praf.g_00713	Praj.g_00561
OG0000571	Praf.g_00716	Praj.g_00563
OG0000572	Praf.g_00733	Praj.g_00574
