Orthogroup	Syaq	Syai
OG0000075	Syaq.g_00986	Syai.g_00161
OG0000076	Syaq.g_01028	Syai.g_00111
OG0000077	Syaq.g_01547	Syai.g_02486
OG0000078	Syaq.g_01585	Syai.g_00543
OG0000079	Syaq.g_00721	Syai.g_00300
OG0000081	Syaq.g_01893	Syai.g_02292, Syai.g_00553
OG0000082	Syaq.g_01975	Syai.g_00781
OG0000084	Syaq.g_00367	Syai.g_00958
OG0000085	Syaq.g_01683	Syai.g_02365
OG0000086	Syaq.g_01525	Syai.g_02507
OG0000087	Syaq.g_01438	Syai.g_02592
OG0000088	Syaq.g_01402	Syai.g_02630
OG0000089	Syaq.g_00529	Syai.g_00517
OG0000090	Syaq.g_01838	Syai.g_00707
OG0000091	Syaq.g_02090	Syai.g_01112
OG0000093	Syaq.g_02323	Syai.g_01306
OG0000094	Syaq.g_00056	Syai.g_01424
OG0000095	Syaq.g_02679	Syai.g_02007
OG0000097	Syaq.g_00167	Syai.g_01787
OG0000098	Syaq.g_02221	Syai.g_01718
OG0000099	Syaq.g_00882	Syai.g_00199
OG0000100	Syaq.g_02371	Syai.g_01372
OG0000101	Syaq.g_00607	Syai.g_00404
OG0000102	Syaq.g_01033	Syai.g_00106
OG0000103	Syaq.g_01170	Syai.g_02912
OG0000104	Syaq.g_01154	Syai.g_02929
OG0000105	Syaq.g_00754	Syai.g_00267
OG0000106	Syaq.g_01863	Syai.g_01601
OG0000107	Syaq.g_00694	Syai.g_00319
OG0000108	Syaq.g_01772	Syai.g_00638
OG0000109	Syaq.g_01788	Syai.g_00653
OG0000110	Syaq.g_01962	Syai.g_00766
OG0000111	Syaq.g_02606	Syai.g_00884
OG0000112	Syaq.g_02476	Syai.g_01512
OG0000114	Syaq.g_02269	Syai.g_01261
OG0000115	Syaq.g_00395	Syai.g_00932
OG0000116	Syaq.g_00263	Syai.g_02156
OG0000117	Syaq.g_00203	Syai.g_01756
OG0000118	Syaq.g_00325, Syaq.g_00316	Syai.g_00818
OG0000120	Syaq.g_00883	Syai.g_00198
OG0000121	Syaq.g_00375	Syai.g_00951
OG0000122	Syaq.g_02118	Syai.g_01143
OG0000123	Syaq.g_00599	Syai.g_00411
OG0000124	Syaq.g_01055	Syai.g_00089
OG0000125	Syaq.g_01256	Syai.g_02782
OG0000126	Syaq.g_01156	Syai.g_02927
OG0000128	Syaq.g_01138	Syai.g_00012
OG0000129	Syaq.g_01269	Syai.g_02771
OG0000130	Syaq.g_01559	Syai.g_02474
OG0000131	Syaq.g_01427, Syaq.g_01424	Syai.g_02608
OG0000132	Syaq.g_01036, Syaq.g_01404	Syai.g_02628
OG0000133	Syaq.g_02481	Syai.g_01507
OG0000134	Syaq.g_00526	Syai.g_00520
OG0000135	Syaq.g_01227	Syai.g_02826
OG0000136	Syaq.g_00496	Syai.g_02217
OG0000137	Syaq.g_00442	Syai.g_00865
OG0000138	Syaq.g_01789	Syai.g_00654
OG0000139	Syaq.g_01844	Syai.g_00714
OG0000140	Syaq.g_01848	Syai.g_00716
OG0000141	Syaq.g_02010	Syai.g_01041
OG0000142	Syaq.g_02082	Syai.g_01104
OG0000143	Syaq.g_02086	Syai.g_01108
OG0000144	Syaq.g_02152	Syai.g_01608
OG0000145	Syaq.g_01796	Syai.g_00660
OG0000146	Syaq.g_02475	Syai.g_01513
OG0000147	Syaq.g_02474	Syai.g_01514
OG0000148	Syaq.g_02359	Syai.g_01361
OG0000149	Syaq.g_02395	Syai.g_02059
OG0000150	Syaq.g_02011	Syai.g_00717
OG0000151	Syaq.g_02283	Syai.g_01280
OG0000152	Syaq.g_02485	Syai.g_01503
OG0000153	Syaq.g_02518	Syai.g_01461
OG0000154	Syaq.g_00066	Syai.g_01434
OG0000155	Syaq.g_00212	Syai.g_02109
OG0000156	Syaq.g_00281	Syai.g_02162
OG0000157	Syaq.g_00282	Syai.g_02163
OG0000158	Syaq.g_01003	Syai.g_00135
OG0000160	Syaq.g_00374	Syai.g_00952
OG0000161	Syaq.g_00382	Syai.g_00946
OG0000162	Syaq.g_00389	Syai.g_00939
OG0000163	Syaq.g_01730	Syai.g_02300
OG0000164	Syaq.g_01642	Syai.g_02411
OG0000165	Syaq.g_01630	Syai.g_02244
OG0000166	Syaq.g_00647	Syai.g_00364
OG0000167	Syaq.g_00983	Syai.g_00164
OG0000168	Syaq.g_01004	Syai.g_00134
OG0000169	Syaq.g_01016	Syai.g_00123
OG0000170	Syaq.g_01023	Syai.g_00116
OG0000171	Syaq.g_01052	Syai.g_00090
OG0000172	Syaq.g_01074	Syai.g_00083
OG0000173	Syaq.g_01092	Syai.g_00064
OG0000174	Syaq.g_01224	Syai.g_02828
OG0000175	Syaq.g_01183	Syai.g_02901
OG0000176	Syaq.g_01146	Syai.g_00004
OG0000177	Syaq.g_01145	Syai.g_00005
OG0000178	Syaq.g_01144	Syai.g_00006
OG0000179	Syaq.g_01129	Syai.g_00023
OG0000180	Syaq.g_01128	Syai.g_00024
OG0000181	Syaq.g_01127	Syai.g_00025
OG0000182	Syaq.g_01126	Syai.g_00026
OG0000183	Syaq.g_01122	Syai.g_00030
OG0000184	Syaq.g_01277	Syai.g_02756
OG0000185	Syaq.g_01290	Syai.g_02734
OG0000186	Syaq.g_01563	Syai.g_02469
OG0000187	Syaq.g_01561	Syai.g_02471
OG0000188	Syaq.g_01539	Syai.g_02494
OG0000189	Syaq.g_01499	Syai.g_02530
OG0000190	Syaq.g_01497	Syai.g_02532
OG0000191	Syaq.g_01467	Syai.g_02562
OG0000192	Syaq.g_01462	Syai.g_02569
OG0000193	Syaq.g_01423	Syai.g_02609
OG0000194	Syaq.g_01420	Syai.g_02612
OG0000195	Syaq.g_01418	Syai.g_02614
OG0000196	Syaq.g_01407	Syai.g_02625
OG0000197	Syaq.g_01406	Syai.g_02626
OG0000198	Syaq.g_01405	Syai.g_02627
OG0000199	Syaq.g_01398	Syai.g_02635
OG0000200	Syaq.g_01382	Syai.g_02651
OG0000202	Syaq.g_01364	Syai.g_02668
OG0000203	Syaq.g_01363	Syai.g_02669
OG0000204	Syaq.g_01362	Syai.g_02670
OG0000205	Syaq.g_01355	Syai.g_02677
OG0000206	Syaq.g_01345	Syai.g_02684
OG0000207	Syaq.g_01338	Syai.g_02686
OG0000208	Syaq.g_01337	Syai.g_02687
OG0000209	Syaq.g_01310	Syai.g_02699
OG0000210	Syaq.g_01309	Syai.g_02700
OG0000211	Syaq.g_01570	Syai.g_00533
OG0000212	Syaq.g_01586	Syai.g_00544
OG0000213	Syaq.g_00729	Syai.g_00292
OG0000214	Syaq.g_00745	Syai.g_00276
OG0000215	Syaq.g_00777	Syai.g_00245
OG0000216	Syaq.g_00781	Syai.g_00241
OG0000217	Syaq.g_00844	Syai.g_00237
OG0000218	Syaq.g_00846	Syai.g_00235
OG0000219	Syaq.g_00847	Syai.g_00234
OG0000220	Syaq.g_00848	Syai.g_00233
OG0000221	Syaq.g_00856	Syai.g_00227
OG0000222	Syaq.g_00868	Syai.g_00215
OG0000223	Syaq.g_00946	Syai.g_00194
OG0000224	Syaq.g_00950	Syai.g_00186
OG0000225	Syaq.g_00543	Syai.g_00502
OG0000226	Syaq.g_00536	Syai.g_00506
OG0000227	Syaq.g_00534	Syai.g_00508
OG0000228	Syaq.g_00531	Syai.g_00516
OG0000229	Syaq.g_00501	Syai.g_02228
OG0000230	Syaq.g_00499	Syai.g_02226
OG0000231	Syaq.g_00485	Syai.g_02208
OG0000232	Syaq.g_00472	Syai.g_00846
OG0000233	Syaq.g_00464	Syai.g_00855
OG0000234	Syaq.g_00440	Syai.g_00866
OG0000235	Syaq.g_01771	Syai.g_00637
OG0000236	Syaq.g_01787	Syai.g_00652
OG0000237	Syaq.g_01805	Syai.g_00669
OG0000238	Syaq.g_01810	Syai.g_00674
OG0000239	Syaq.g_01826	Syai.g_00691
OG0000240	Syaq.g_01827	Syai.g_00692
OG0000241	Syaq.g_02074	Syai.g_01089, Syai.g_01085
OG0000242	Syaq.g_01836	Syai.g_00705
OG0000243	Syaq.g_01922	Syai.g_00726
OG0000244	Syaq.g_01928	Syai.g_00731
OG0000245	Syaq.g_01930	Syai.g_00733
OG0000246	Syaq.g_01934	Syai.g_00737
OG0000247	Syaq.g_01945	Syai.g_00748
OG0000248	Syaq.g_01948	Syai.g_00751
OG0000249	Syaq.g_01950	Syai.g_00753
OG0000250	Syaq.g_01958	Syai.g_00762
OG0000251	Syaq.g_01984	Syai.g_00789
OG0000252	Syaq.g_01987	Syai.g_00797
OG0000253	Syaq.g_01989	Syai.g_00798
OG0000254	Syaq.g_02016	Syai.g_01045
OG0000255	Syaq.g_02041	Syai.g_01061
OG0000256	Syaq.g_02068	Syai.g_01077
OG0000257	Syaq.g_02073	Syai.g_01084
OG0000258	Syaq.g_02095	Syai.g_01113
OG0000259	Syaq.g_02239	Syai.g_01229
OG0000260	Syaq.g_02242	Syai.g_01232
OG0000261	Syaq.g_02245	Syai.g_01235
OG0000262	Syaq.g_02250	Syai.g_01240
OG0000263	Syaq.g_00185	Syai.g_01776
OG0000264	Syaq.g_02582	Syai.g_01962
OG0000266	Syaq.g_00037	Syai.g_01401
OG0000267	Syaq.g_02430	Syai.g_01569
OG0000268	Syaq.g_02431	Syai.g_01568
OG0000269	Syaq.g_02335	Syai.g_01316
OG0000270	Syaq.g_02338	Syai.g_01319
OG0000271	Syaq.g_02346	Syai.g_01327
OG0000272	Syaq.g_02347	Syai.g_01328
OG0000273	Syaq.g_02376	Syai.g_02037
OG0000274	Syaq.g_02377	Syai.g_02038
OG0000275	Syaq.g_02380	Syai.g_02043
OG0000276	Syaq.g_02387	Syai.g_02051
OG0000277	Syaq.g_02388	Syai.g_02052
OG0000278	Syaq.g_02391	Syai.g_02055
OG0000279	Syaq.g_02401	Syai.g_02063
OG0000280	Syaq.g_02410	Syai.g_02084
OG0000281	Syaq.g_02224	Syai.g_01719
OG0000282	Syaq.g_02271	Syai.g_01263
OG0000283	Syaq.g_02445	Syai.g_01554
OG0000284	Syaq.g_02450	Syai.g_01548
OG0000285	Syaq.g_02466	Syai.g_01522
OG0000286	Syaq.g_02484	Syai.g_01504
OG0000287	Syaq.g_02511	Syai.g_01469
OG0000288	Syaq.g_00067	Syai.g_01435
OG0000289	Syaq.g_00053	Syai.g_01421
OG0000290	Syaq.g_02682	Syai.g_02010
OG0000291	Syaq.g_02680	Syai.g_02008
OG0000292	Syaq.g_01157	Syai.g_02926
OG0000293	Syaq.g_00262	Syai.g_02155
OG0000294	Syaq.g_00261	Syai.g_02154
OG0000295	Syaq.g_00220	Syai.g_02117
OG0000296	Syaq.g_00218	Syai.g_02115
OG0000297	Syaq.g_00205	Syai.g_01754
OG0000298	Syaq.g_00204	Syai.g_01755
OG0000299	Syaq.g_00171	Syai.g_01783
OG0000300	Syaq.g_00164	Syai.g_01790
OG0000301	Syaq.g_00163	Syai.g_01791
OG0000302	Syaq.g_00162	Syai.g_01793
OG0000303	Syaq.g_00152	Syai.g_01802
OG0000304	Syaq.g_00146	Syai.g_01826
OG0000305	Syaq.g_02677	Syai.g_02005
OG0000306	Syaq.g_01861	Syai.g_02090
OG0000307	Syaq.g_01754	Syai.g_00619
OG0000308	Syaq.g_01752	Syai.g_00617
OG0000309	Syaq.g_01747	Syai.g_00612
OG0000310	Syaq.g_00347	Syai.g_00989
OG0000311	Syaq.g_00352	Syai.g_00985
OG0000312	Syaq.g_00359	Syai.g_00966
OG0000313	Syaq.g_00379	Syai.g_00949
OG0000314	Syaq.g_00408	Syai.g_00908
OG0000315	Syaq.g_00418	Syai.g_00897
OG0000316	Syaq.g_01716	Syai.g_02320, Syai.g_02322
OG0000317	Syaq.g_01675	Syai.g_02373
OG0000318	Syaq.g_01672	Syai.g_02379
OG0000319	Syaq.g_01657	Syai.g_02395
OG0000320	Syaq.g_01655	Syai.g_02397
OG0000321	Syaq.g_01654	Syai.g_02398
OG0000322	Syaq.g_01653	Syai.g_02399
OG0000323	Syaq.g_01638	Syai.g_02413
OG0000324	Syaq.g_01605	Syai.g_02272
OG0000325	Syaq.g_00693	Syai.g_00320
OG0000326	Syaq.g_00686	Syai.g_00327
OG0000327	Syaq.g_00652	Syai.g_00359
OG0000328	Syaq.g_00651	Syai.g_00360
OG0000329	Syaq.g_00633	Syai.g_00378
OG0000330	Syaq.g_00632	Syai.g_00379
OG0000331	Syaq.g_00631	Syai.g_00380
OG0000332	Syaq.g_00616	Syai.g_00395
OG0000333	Syaq.g_00613	Syai.g_00398
OG0000334	Syaq.g_00603	Syai.g_00407
OG0000335	Syaq.g_00598	Syai.g_00412
OG0000336	Syaq.g_00594	Syai.g_00416
OG0000337	Syaq.g_00975	Syai.g_00169
OG0000338	Syaq.g_00981	Syai.g_00166
OG0000339	Syaq.g_00988	Syai.g_00160
OG0000340	Syaq.g_01005	Syai.g_00133
OG0000341	Syaq.g_01007	Syai.g_00131
OG0000342	Syaq.g_01008	Syai.g_00130
OG0000343	Syaq.g_01010	Syai.g_00129
OG0000344	Syaq.g_01014	Syai.g_00125
OG0000345	Syaq.g_01024	Syai.g_00115
OG0000346	Syaq.g_01029	Syai.g_00110
OG0000347	Syaq.g_01057	Syai.g_00087
OG0000348	Syaq.g_01070	Syai.g_00076
OG0000349	Syaq.g_01099	Syai.g_00057
OG0000350	Syaq.g_00679	Syai.g_00334
OG0000351	Syaq.g_01179	Syai.g_02904
OG0000352	Syaq.g_01178	Syai.g_02905
OG0000353	Syaq.g_01151	Syai.g_02932
OG0000354	Syaq.g_01816	Syai.g_00680
OG0000354	Syaq.g_01131	Syai.g_00019
OG0000355	Syaq.g_01149	Syai.g_00001
OG0000356	Syaq.g_01148	Syai.g_00002
OG0000357	Syaq.g_01147	Syai.g_00003
OG0000358	Syaq.g_01143	Syai.g_00007
OG0000359	Syaq.g_01141	Syai.g_00009
OG0000360	Syaq.g_01140	Syai.g_00010
OG0000361	Syaq.g_01139	Syai.g_00011
OG0000362	Syaq.g_01137	Syai.g_00013
OG0000363	Syaq.g_01135	Syai.g_00015
OG0000364	Syaq.g_01134	Syai.g_00016
OG0000365	Syaq.g_01125	Syai.g_00027
OG0000366	Syaq.g_01124	Syai.g_00028
OG0000367	Syaq.g_01123	Syai.g_00029
OG0000368	Syaq.g_01121	Syai.g_00031
OG0000369	Syaq.g_01120	Syai.g_00032
OG0000370	Syaq.g_01119	Syai.g_00033
OG0000371	Syaq.g_01111	Syai.g_00041
OG0000372	Syaq.g_01106	Syai.g_00047
OG0000373	Syaq.g_01105	Syai.g_00048
OG0000374	Syaq.g_01104	Syai.g_00049
OG0000375	Syaq.g_01103	Syai.g_00053
OG0000376	Syaq.g_01101	Syai.g_00055
OG0000377	Syaq.g_01270	Syai.g_02769
OG0000378	Syaq.g_01286	Syai.g_02751
OG0000379	Syaq.g_01291	Syai.g_02733
OG0000380	Syaq.g_01560	Syai.g_02472
OG0000381	Syaq.g_01558	Syai.g_02475
OG0000382	Syaq.g_01540	Syai.g_02493
OG0000383	Syaq.g_01535	Syai.g_02498
OG0000384	Syaq.g_01534	Syai.g_02499
OG0000385	Syaq.g_01533	Syai.g_02500
OG0000386	Syaq.g_01532	Syai.g_02501
OG0000387	Syaq.g_01495	Syai.g_02534
OG0000388	Syaq.g_01491	Syai.g_02538
OG0000389	Syaq.g_01488	Syai.g_02542
OG0000390	Syaq.g_01473	Syai.g_02556
OG0000391	Syaq.g_01468	Syai.g_02561
OG0000392	Syaq.g_01463	Syai.g_02568
OG0000393	Syaq.g_01460	Syai.g_02570
OG0000394	Syaq.g_01459	Syai.g_02571
OG0000395	Syaq.g_01458	Syai.g_02572
OG0000396	Syaq.g_01455	Syai.g_02575
OG0000397	Syaq.g_01453	Syai.g_02577
OG0000398	Syaq.g_01448	Syai.g_02582
OG0000399	Syaq.g_01447	Syai.g_02583
OG0000400	Syaq.g_01446	Syai.g_02584
OG0000401	Syaq.g_01445	Syai.g_02585
OG0000402	Syaq.g_01443	Syai.g_02588
OG0000403	Syaq.g_01442	Syai.g_02589
OG0000404	Syaq.g_01440	Syai.g_02590
OG0000405	Syaq.g_01429	Syai.g_02606
OG0000406	Syaq.g_01422	Syai.g_02610
OG0000407	Syaq.g_01421	Syai.g_02611
OG0000408	Syaq.g_01419	Syai.g_02613
OG0000409	Syaq.g_01417	Syai.g_02615
OG0000410	Syaq.g_01416	Syai.g_02616
OG0000411	Syaq.g_01415	Syai.g_02617
OG0000412	Syaq.g_01414	Syai.g_02618
OG0000413	Syaq.g_01412	Syai.g_02620
OG0000414	Syaq.g_01411	Syai.g_02621
OG0000415	Syaq.g_01410	Syai.g_02622
OG0000416	Syaq.g_01409	Syai.g_02623
OG0000417	Syaq.g_01408	Syai.g_02624
OG0000418	Syaq.g_01403	Syai.g_02629
OG0000419	Syaq.g_01401	Syai.g_02631
OG0000420	Syaq.g_01400	Syai.g_02633
OG0000421	Syaq.g_01395	Syai.g_02638
OG0000422	Syaq.g_01394	Syai.g_02639
OG0000423	Syaq.g_01393	Syai.g_02640
OG0000424	Syaq.g_01392	Syai.g_02641
OG0000425	Syaq.g_01391	Syai.g_02642
OG0000426	Syaq.g_01390	Syai.g_02643
OG0000427	Syaq.g_01389	Syai.g_02644
OG0000428	Syaq.g_01386	Syai.g_02647
OG0000429	Syaq.g_01384	Syai.g_02649
OG0000430	Syaq.g_01383	Syai.g_02650
OG0000431	Syaq.g_01380	Syai.g_02654
OG0000432	Syaq.g_01374	Syai.g_02660
OG0000433	Syaq.g_01369	Syai.g_02662
OG0000434	Syaq.g_01368	Syai.g_02663
OG0000435	Syaq.g_01367	Syai.g_02666
OG0000436	Syaq.g_01361	Syai.g_02671
OG0000437	Syaq.g_01360	Syai.g_02672
OG0000438	Syaq.g_01359	Syai.g_02673
OG0000439	Syaq.g_01357	Syai.g_02675
OG0000440	Syaq.g_01356	Syai.g_02676
OG0000441	Syaq.g_01352	Syai.g_02681
OG0000442	Syaq.g_01350	Syai.g_02682
OG0000443	Syaq.g_01347	Syai.g_02683
OG0000444	Syaq.g_01333	Syai.g_02688
OG0000445	Syaq.g_01332	Syai.g_02689
OG0000446	Syaq.g_01330	Syai.g_02690
OG0000447	Syaq.g_01328	Syai.g_02693
OG0000448	Syaq.g_01327	Syai.g_02694
OG0000449	Syaq.g_01320	Syai.g_02695
OG0000450	Syaq.g_01313	Syai.g_02696
OG0000451	Syaq.g_01312	Syai.g_02697
OG0000452	Syaq.g_01308	Syai.g_02701
OG0000453	Syaq.g_01307	Syai.g_02702
OG0000454	Syaq.g_01306	Syai.g_02703
OG0000455	Syaq.g_01305	Syai.g_02704
OG0000456	Syaq.g_01304	Syai.g_02705
OG0000457	Syaq.g_01302	Syai.g_02707
OG0000458	Syaq.g_01299	Syai.g_02708
OG0000459	Syaq.g_01298	Syai.g_02709
OG0000460	Syaq.g_01577	Syai.g_00535
OG0000461	Syaq.g_00707	Syai.g_00314
OG0000462	Syaq.g_00710	Syai.g_00311
OG0000463	Syaq.g_00711	Syai.g_00310
OG0000464	Syaq.g_00712	Syai.g_00309
OG0000465	Syaq.g_00714	Syai.g_00307
OG0000466	Syaq.g_00718	Syai.g_00303
OG0000467	Syaq.g_00720	Syai.g_00301
OG0000468	Syaq.g_00725	Syai.g_00296
OG0000469	Syaq.g_00739	Syai.g_00282
OG0000470	Syaq.g_00741	Syai.g_00280
OG0000471	Syaq.g_00742	Syai.g_00279
OG0000472	Syaq.g_00744	Syai.g_00277
OG0000473	Syaq.g_00746	Syai.g_00275
OG0000474	Syaq.g_00747	Syai.g_00274
OG0000475	Syaq.g_00748	Syai.g_00273
OG0000476	Syaq.g_00750	Syai.g_00271
OG0000477	Syaq.g_00756	Syai.g_00265
OG0000478	Syaq.g_00757	Syai.g_00264
OG0000479	Syaq.g_00759	Syai.g_00263
OG0000480	Syaq.g_00766	Syai.g_00256
OG0000481	Syaq.g_00768	Syai.g_00254
OG0000482	Syaq.g_00769	Syai.g_00253
OG0000483	Syaq.g_00773	Syai.g_00249
OG0000484	Syaq.g_00774	Syai.g_00248
OG0000485	Syaq.g_00775	Syai.g_00247
OG0000486	Syaq.g_00776	Syai.g_00246
OG0000487	Syaq.g_00782	Syai.g_00240
OG0000488	Syaq.g_00845	Syai.g_00236
OG0000489	Syaq.g_00857	Syai.g_00226
OG0000490	Syaq.g_00864	Syai.g_00218
OG0000491	Syaq.g_00865	Syai.g_00217
OG0000492	Syaq.g_00869	Syai.g_00214
OG0000493	Syaq.g_00870	Syai.g_00213
OG0000494	Syaq.g_00871	Syai.g_00212
OG0000495	Syaq.g_00872	Syai.g_00211
OG0000496	Syaq.g_00873	Syai.g_00210
OG0000497	Syaq.g_00874	Syai.g_00209
OG0000498	Syaq.g_00875	Syai.g_00208
OG0000499	Syaq.g_00876	Syai.g_00207
OG0000500	Syaq.g_00877	Syai.g_00206
OG0000501	Syaq.g_00880	Syai.g_00203
OG0000502	Syaq.g_00953	Syai.g_00192
OG0000503	Syaq.g_00559	Syai.g_00486
OG0000504	Syaq.g_00557	Syai.g_00488
OG0000505	Syaq.g_00556	Syai.g_00489
OG0000506	Syaq.g_00554	Syai.g_00491
OG0000507	Syaq.g_00548	Syai.g_00497
OG0000508	Syaq.g_00544	Syai.g_00501
OG0000509	Syaq.g_00542	Syai.g_00503
OG0000510	Syaq.g_00538	Syai.g_00504
OG0000511	Syaq.g_00537	Syai.g_00505
OG0000512	Syaq.g_00535	Syai.g_00507
OG0000513	Syaq.g_00525	Syai.g_00521
OG0000514	Syaq.g_00514	Syai.g_00528
OG0000515	Syaq.g_00513	Syai.g_00529
OG0000516	Syaq.g_00509	Syai.g_02223
OG0000517	Syaq.g_00502	Syai.g_02229
OG0000518	Syaq.g_00490	Syai.g_02211
OG0000519	Syaq.g_00489	Syai.g_02210
OG0000520	Syaq.g_00488	Syai.g_02209
OG0000521	Syaq.g_00477	Syai.g_00842
OG0000522	Syaq.g_00475	Syai.g_00844
OG0000523	Syaq.g_00474	Syai.g_00845
OG0000524	Syaq.g_00469	Syai.g_00852
OG0000525	Syaq.g_00450	Syai.g_00856
OG0000526	Syaq.g_00448	Syai.g_00859
OG0000527	Syaq.g_00444	Syai.g_00863
OG0000528	Syaq.g_01768	Syai.g_00633
OG0000529	Syaq.g_01773	Syai.g_00639
OG0000530	Syaq.g_01776	Syai.g_00642
OG0000531	Syaq.g_01777	Syai.g_00643
OG0000532	Syaq.g_01780	Syai.g_00646
OG0000533	Syaq.g_01782	Syai.g_00647
OG0000534	Syaq.g_01783	Syai.g_00648
OG0000535	Syaq.g_01784	Syai.g_00649
OG0000536	Syaq.g_01785	Syai.g_00650
OG0000537	Syaq.g_01786	Syai.g_00651
OG0000538	Syaq.g_01798	Syai.g_00662
OG0000539	Syaq.g_01799	Syai.g_00663
OG0000540	Syaq.g_01800	Syai.g_00664
OG0000541	Syaq.g_01801	Syai.g_00665
OG0000542	Syaq.g_01804	Syai.g_00668
OG0000543	Syaq.g_01806	Syai.g_00670
OG0000544	Syaq.g_02567, Syaq.g_01807	Syai.g_00671
OG0000545	Syaq.g_01809	Syai.g_00673
OG0000546	Syaq.g_01811	Syai.g_00675
OG0000547	Syaq.g_01813	Syai.g_00677
OG0000548	Syaq.g_01814	Syai.g_00678
OG0000549	Syaq.g_01819	Syai.g_00684
OG0000550	Syaq.g_01824	Syai.g_00689
OG0000551	Syaq.g_01829	Syai.g_00694
OG0000552	Syaq.g_01830	Syai.g_00695
OG0000553	Syaq.g_01834	Syai.g_00698
OG0000554	Syaq.g_01839	Syai.g_00708
OG0000555	Syaq.g_01857	Syai.g_00725
OG0000556	Syaq.g_01925	Syai.g_00728
OG0000557	Syaq.g_01927	Syai.g_00730
OG0000558	Syaq.g_01929	Syai.g_00732
OG0000559	Syaq.g_01933	Syai.g_00736
OG0000560	Syaq.g_01936	Syai.g_00739
OG0000561	Syaq.g_01937	Syai.g_00740
OG0000562	Syaq.g_01938	Syai.g_00741
OG0000563	Syaq.g_01939	Syai.g_00742
