Orthogroup	Syaq	Prbn
OG0000075	Syaq.g_00986	Prbn.g_01917
OG0000076	Syaq.g_01028	Prbn.g_00996
OG0000077	Syaq.g_01547	Prbn.g_01342
OG0000078	Syaq.g_01585	Prbn.g_00310
OG0000079	Syaq.g_00721	Prbn.g_00018
OG0000081	Syaq.g_01893	Prbn.g_00585
OG0000082	Syaq.g_01975	Prbn.g_00530, Prbn.g_01734
OG0000084	Syaq.g_00367	Prbn.g_00209
OG0000085	Syaq.g_01683	Prbn.g_01737, Prbn.g_00144
OG0000086	Syaq.g_01525	Prbn.g_01333
OG0000087	Syaq.g_01438	Prbn.g_01278
OG0000088	Syaq.g_01402	Prbn.g_01247
OG0000089	Syaq.g_00529	Prbn.g_00696
OG0000090	Syaq.g_01838	Prbn.g_00583
OG0000091	Syaq.g_02090	Prbn.g_00434
OG0000094	Syaq.g_02554	Prbn.g_01369
OG0000097	Syaq.g_00167	Prbn.g_00408
OG0000098	Syaq.g_02221	Prbn.g_01216
OG0000099	Syaq.g_00882	Prbn.g_00173
OG0000100	Syaq.g_02371	Prbn.g_00903
OG0000101	Syaq.g_00607	Prbn.g_01881
OG0000102	Syaq.g_01033	Prbn.g_00991
OG0000103	Syaq.g_01170	Prbn.g_00907
OG0000104	Syaq.g_01154	Prbn.g_00296
OG0000105	Syaq.g_00754	Prbn.g_00041
OG0000106	Syaq.g_01863	Prbn.g_00829
OG0000108	Syaq.g_01772	Prbn.g_00634
OG0000109	Syaq.g_01788	Prbn.g_00620
OG0000110	Syaq.g_01962	Prbn.g_00541
OG0000111	Syaq.g_02606	Prbn.g_01561
OG0000112	Syaq.g_02476	Prbn.g_00468
OG0000114	Syaq.g_02269	Prbn.g_01621
OG0000115	Syaq.g_00395	Prbn.g_01120
OG0000116	Syaq.g_00263	Prbn.g_01178
OG0000117	Syaq.g_00203	Prbn.g_00389
OG0000118	Syaq.g_00325, Syaq.g_00316	Prbn.g_01071
OG0000120	Syaq.g_00883	Prbn.g_00170
OG0000121	Syaq.g_00375	Prbn.g_00214
OG0000122	Syaq.g_02118	Prbn.g_01113, Prbn.g_00255
OG0000123	Syaq.g_00599	Prbn.g_01888
OG0000124	Syaq.g_01055	Prbn.g_00979
OG0000125	Syaq.g_01256	Prbn.g_00944
OG0000126	Syaq.g_01156	Prbn.g_00295
OG0000128	Syaq.g_01138	Prbn.g_00002, Prbn.g_00003
OG0000129	Syaq.g_01269	Prbn.g_00737
OG0000130	Syaq.g_01559	Prbn.g_00708
OG0000131	Syaq.g_01427, Syaq.g_01424	Prbn.g_01269
OG0000132	Syaq.g_01404	Prbn.g_01249
OG0000133	Syaq.g_02481	Prbn.g_00088
OG0000134	Syaq.g_00526	Prbn.g_00694
OG0000135	Syaq.g_01227	Prbn.g_01102
OG0000136	Syaq.g_00496	Prbn.g_00672
OG0000137	Syaq.g_00442	Prbn.g_00639
OG0000138	Syaq.g_01789	Prbn.g_00619
OG0000139	Syaq.g_01844	Prbn.g_00579
OG0000140	Syaq.g_01848	Prbn.g_00578
OG0000141	Syaq.g_02010	Prbn.g_00507
OG0000142	Syaq.g_02082	Prbn.g_00426
OG0000143	Syaq.g_02086	Prbn.g_00430
OG0000144	Syaq.g_02152	Prbn.g_00444
OG0000145	Syaq.g_01796	Prbn.g_01100
OG0000146	Syaq.g_02475	Prbn.g_00469
OG0000147	Syaq.g_02474	Prbn.g_00470
OG0000148	Syaq.g_02359	Prbn.g_01529
OG0000149	Syaq.g_02395	Prbn.g_01497
OG0000150	Syaq.g_02011	Prbn.g_01487
OG0000151	Syaq.g_02283	Prbn.g_01611
OG0000152	Syaq.g_02485	Prbn.g_01418
OG0000153	Syaq.g_02518	Prbn.g_01399
OG0000154	Syaq.g_00066	Prbn.g_01379
OG0000155	Syaq.g_00212	Prbn.g_01210
OG0000156	Syaq.g_00281	Prbn.g_01095
OG0000157	Syaq.g_00282	Prbn.g_01094
OG0000158	Syaq.g_01003	Prbn.g_01014
OG0000159	Syaq.g_00918, Syaq.g_00941	Prbn.g_00717
OG0000160	Syaq.g_00374	Prbn.g_00213
OG0000161	Syaq.g_00382	Prbn.g_00219
OG0000162	Syaq.g_00389	Prbn.g_00225
OG0000163	Syaq.g_01730	Prbn.g_00264
OG0000164	Syaq.g_01642	Prbn.g_01770
OG0000165	Syaq.g_01630	Prbn.g_01777
OG0000166	Syaq.g_00647	Prbn.g_01844
OG0000167	Syaq.g_00983	Prbn.g_01915
OG0000168	Syaq.g_01004	Prbn.g_01013
OG0000169	Syaq.g_01016	Prbn.g_01003
OG0000170	Syaq.g_01023	Prbn.g_01000
OG0000171	Syaq.g_01052	Prbn.g_00980
OG0000172	Syaq.g_01074	Prbn.g_00973
OG0000173	Syaq.g_01092	Prbn.g_00958
OG0000174	Syaq.g_01224	Prbn.g_00929
OG0000175	Syaq.g_01183	Prbn.g_00916
OG0000176	Syaq.g_01146	Prbn.g_00010
OG0000177	Syaq.g_01145	Prbn.g_00009
OG0000178	Syaq.g_01144	Prbn.g_00008
OG0000179	Syaq.g_01129	Prbn.g_00766
OG0000180	Syaq.g_01128	Prbn.g_00765
OG0000181	Syaq.g_01127	Prbn.g_00764
OG0000182	Syaq.g_01126	Prbn.g_00763
OG0000183	Syaq.g_01122	Prbn.g_00759
OG0000184	Syaq.g_01277	Prbn.g_00733
OG0000185	Syaq.g_01290	Prbn.g_00730
OG0000186	Syaq.g_01563	Prbn.g_00714
OG0000187	Syaq.g_01561	Prbn.g_00713
OG0000188	Syaq.g_01539	Prbn.g_01339
OG0000189	Syaq.g_01499	Prbn.g_01325
OG0000190	Syaq.g_01497	Prbn.g_01323
OG0000191	Syaq.g_01467	Prbn.g_01300
OG0000192	Syaq.g_01462	Prbn.g_01295
OG0000193	Syaq.g_01423	Prbn.g_01268
OG0000194	Syaq.g_01420	Prbn.g_01265
OG0000195	Syaq.g_01418	Prbn.g_01263
OG0000196	Syaq.g_01407	Prbn.g_01252
OG0000197	Syaq.g_01406	Prbn.g_01251
OG0000198	Syaq.g_01405	Prbn.g_01250
OG0000199	Syaq.g_01398	Prbn.g_01243, Prbn.g_00384
OG0000200	Syaq.g_01382	Prbn.g_00370
OG0000201	Syaq.g_01365	Prbn.g_00361
OG0000202	Syaq.g_01364	Prbn.g_00360
OG0000203	Syaq.g_01363	Prbn.g_00359
OG0000204	Syaq.g_01362	Prbn.g_00358
OG0000205	Syaq.g_01355	Prbn.g_00351
OG0000206	Syaq.g_01345	Prbn.g_00346
OG0000207	Syaq.g_01338	Prbn.g_00343
OG0000208	Syaq.g_01337	Prbn.g_00342
OG0000209	Syaq.g_01310	Prbn.g_00333
OG0000210	Syaq.g_01309	Prbn.g_00332
OG0000211	Syaq.g_01570	Prbn.g_00317
OG0000212	Syaq.g_01586	Prbn.g_00309
OG0000213	Syaq.g_00729	Prbn.g_00024
OG0000214	Syaq.g_00745	Prbn.g_00034
OG0000215	Syaq.g_00777	Prbn.g_00061
OG0000216	Syaq.g_00781	Prbn.g_00062
OG0000217	Syaq.g_00844	Prbn.g_00065
OG0000218	Syaq.g_00846	Prbn.g_00067
OG0000219	Syaq.g_00847	Prbn.g_00068
OG0000220	Syaq.g_00848	Prbn.g_00069
OG0000221	Syaq.g_00856	Prbn.g_00070
OG0000222	Syaq.g_00868	Prbn.g_00077
OG0000223	Syaq.g_00946	Prbn.g_00089
OG0000224	Syaq.g_00950	Prbn.g_00091
OG0000225	Syaq.g_00543	Prbn.g_00117
OG0000226	Syaq.g_00536	Prbn.g_00121
OG0000227	Syaq.g_00534	Prbn.g_00123
OG0000228	Syaq.g_00531	Prbn.g_00697
OG0000229	Syaq.g_00501	Prbn.g_00677
OG0000230	Syaq.g_00499	Prbn.g_00675
OG0000231	Syaq.g_00485	Prbn.g_00664
OG0000232	Syaq.g_00472	Prbn.g_00653
OG0000233	Syaq.g_00464	Prbn.g_00647
OG0000234	Syaq.g_00440	Prbn.g_00638
OG0000235	Syaq.g_01771	Prbn.g_00635
OG0000236	Syaq.g_01787	Prbn.g_00621
OG0000237	Syaq.g_01805	Prbn.g_00608
OG0000238	Syaq.g_01810	Prbn.g_00602
OG0000239	Syaq.g_01826	Prbn.g_00591
OG0000240	Syaq.g_01827	Prbn.g_00590
OG0000241	Syaq.g_02074	Prbn.g_00586
OG0000242	Syaq.g_01836	Prbn.g_00584
OG0000243	Syaq.g_01922	Prbn.g_00573
OG0000244	Syaq.g_01928	Prbn.g_00570
OG0000245	Syaq.g_01930	Prbn.g_00568
OG0000246	Syaq.g_01934	Prbn.g_00564
OG0000247	Syaq.g_01945	Prbn.g_00554
OG0000248	Syaq.g_01948	Prbn.g_00551
OG0000249	Syaq.g_01950	Prbn.g_00549
OG0000250	Syaq.g_01958	Prbn.g_00544
OG0000251	Syaq.g_01984	Prbn.g_00524
OG0000252	Syaq.g_01987	Prbn.g_00521
OG0000253	Syaq.g_01989	Prbn.g_00520
OG0000254	Syaq.g_02016	Prbn.g_00503
OG0000255	Syaq.g_02041	Prbn.g_00497
OG0000256	Syaq.g_02068	Prbn.g_00487
OG0000257	Syaq.g_02073	Prbn.g_00421
OG0000258	Syaq.g_02095	Prbn.g_00435
OG0000259	Syaq.g_02239	Prbn.g_00835
OG0000260	Syaq.g_02242	Prbn.g_00838
OG0000261	Syaq.g_02245	Prbn.g_00841
OG0000262	Syaq.g_02250	Prbn.g_00845
OG0000263	Syaq.g_00185	Prbn.g_01583
OG0000264	Syaq.g_02582	Prbn.g_01572
OG0000266	Syaq.g_00037	Prbn.g_00864
OG0000267	Syaq.g_02430	Prbn.g_01350
OG0000268	Syaq.g_02431	Prbn.g_01351
OG0000269	Syaq.g_02335	Prbn.g_01551
OG0000270	Syaq.g_02338	Prbn.g_01548
OG0000271	Syaq.g_02346	Prbn.g_01540
OG0000272	Syaq.g_02347	Prbn.g_01539
OG0000273	Syaq.g_02376	Prbn.g_01515
OG0000274	Syaq.g_02377	Prbn.g_01514
OG0000275	Syaq.g_02380	Prbn.g_01511
OG0000276	Syaq.g_02387	Prbn.g_01505
OG0000277	Syaq.g_02388	Prbn.g_01504
OG0000278	Syaq.g_02391	Prbn.g_01501
OG0000279	Syaq.g_02401	Prbn.g_01494
OG0000280	Syaq.g_02410	Prbn.g_01493
OG0000281	Syaq.g_02224	Prbn.g_01486
OG0000282	Syaq.g_02271	Prbn.g_01619
OG0000283	Syaq.g_02445	Prbn.g_01442
OG0000284	Syaq.g_02450	Prbn.g_01437
OG0000285	Syaq.g_02466	Prbn.g_01432
OG0000286	Syaq.g_02484	Prbn.g_01419
OG0000287	Syaq.g_02511	Prbn.g_01123
OG0000288	Syaq.g_00067	Prbn.g_01380
OG0000289	Syaq.g_00053	Prbn.g_01364
OG0000290	Syaq.g_02682	Prbn.g_01468
OG0000291	Syaq.g_02680	Prbn.g_01470
OG0000292	Syaq.g_01157	Prbn.g_01144
OG0000293	Syaq.g_00262	Prbn.g_01179
OG0000294	Syaq.g_00261	Prbn.g_01180
OG0000295	Syaq.g_00220	Prbn.g_01203
OG0000296	Syaq.g_00218	Prbn.g_01205
OG0000297	Syaq.g_00205	Prbn.g_00387
OG0000298	Syaq.g_00204	Prbn.g_00388
OG0000299	Syaq.g_00171	Prbn.g_00407
OG0000300	Syaq.g_00164	Prbn.g_00410
OG0000301	Syaq.g_00163	Prbn.g_00411
OG0000302	Syaq.g_00162	Prbn.g_00413
OG0000303	Syaq.g_00152	Prbn.g_00419
OG0000304	Syaq.g_00146	Prbn.g_00482
OG0000305	Syaq.g_02677	Prbn.g_01146
OG0000306	Syaq.g_01861	Prbn.g_01482
OG0000307	Syaq.g_01754	Prbn.g_00159
OG0000308	Syaq.g_01752	Prbn.g_00160
OG0000309	Syaq.g_01747	Prbn.g_00164
OG0000310	Syaq.g_00347	Prbn.g_00198
OG0000311	Syaq.g_00352	Prbn.g_00200
OG0000312	Syaq.g_00359	Prbn.g_00203
OG0000313	Syaq.g_00379	Prbn.g_00216
OG0000314	Syaq.g_00408	Prbn.g_00239
OG0000315	Syaq.g_00418	Prbn.g_00249
OG0000316	Syaq.g_01716	Prbn.g_00274
OG0000317	Syaq.g_01675	Prbn.g_01742
OG0000318	Syaq.g_01672	Prbn.g_01746
OG0000319	Syaq.g_01657	Prbn.g_01759
OG0000320	Syaq.g_01655	Prbn.g_01761
OG0000321	Syaq.g_01654	Prbn.g_01762
OG0000322	Syaq.g_01653	Prbn.g_01763
OG0000323	Syaq.g_01638	Prbn.g_01773
OG0000324	Syaq.g_01605	Prbn.g_01800
OG0000325	Syaq.g_00693	Prbn.g_01811
OG0000326	Syaq.g_00686	Prbn.g_01818
OG0000327	Syaq.g_00652	Prbn.g_01839
OG0000328	Syaq.g_00651	Prbn.g_01840
OG0000329	Syaq.g_00633	Prbn.g_01857
OG0000330	Syaq.g_00632	Prbn.g_01858
OG0000331	Syaq.g_00631	Prbn.g_01859
OG0000332	Syaq.g_00616	Prbn.g_01873
OG0000333	Syaq.g_00613	Prbn.g_01875
OG0000334	Syaq.g_00603	Prbn.g_01884
OG0000335	Syaq.g_00598	Prbn.g_01889
OG0000336	Syaq.g_00594	Prbn.g_01893
OG0000337	Syaq.g_00975	Prbn.g_01911
OG0000338	Syaq.g_00981	Prbn.g_01912
OG0000339	Syaq.g_00988	Prbn.g_01918
OG0000340	Syaq.g_01005	Prbn.g_01012
OG0000341	Syaq.g_01007	Prbn.g_01010
OG0000342	Syaq.g_01008	Prbn.g_01009
OG0000343	Syaq.g_01010	Prbn.g_01008
OG0000344	Syaq.g_01014	Prbn.g_01005
OG0000345	Syaq.g_01024	Prbn.g_00999
OG0000346	Syaq.g_01029	Prbn.g_00995
OG0000347	Syaq.g_01057	Prbn.g_00978
OG0000348	Syaq.g_01070	Prbn.g_00970
OG0000349	Syaq.g_01099	Prbn.g_00953
OG0000350	Syaq.g_00679	Prbn.g_00798
OG0000351	Syaq.g_01179	Prbn.g_00913
OG0000352	Syaq.g_01178	Prbn.g_00912
OG0000353	Syaq.g_01151	Prbn.g_00299
OG0000355	Syaq.g_01149	Prbn.g_00301
OG0000356	Syaq.g_01148	Prbn.g_00302
OG0000357	Syaq.g_01147	Prbn.g_00011
OG0000358	Syaq.g_01143	Prbn.g_00007
OG0000359	Syaq.g_01141	Prbn.g_00006
OG0000360	Syaq.g_01140	Prbn.g_00005
OG0000361	Syaq.g_01139	Prbn.g_00004
OG0000362	Syaq.g_01137	Prbn.g_00001
OG0000363	Syaq.g_01135	Prbn.g_00768
OG0000364	Syaq.g_01134	Prbn.g_00767
OG0000365	Syaq.g_01125	Prbn.g_00762
OG0000366	Syaq.g_01124	Prbn.g_00761
OG0000367	Syaq.g_01123	Prbn.g_00760
OG0000368	Syaq.g_01121	Prbn.g_00758
OG0000369	Syaq.g_01120	Prbn.g_00757
OG0000370	Syaq.g_01119	Prbn.g_00756
OG0000371	Syaq.g_01111	Prbn.g_00749
OG0000372	Syaq.g_01106	Prbn.g_00746
OG0000373	Syaq.g_01105	Prbn.g_00745
OG0000374	Syaq.g_01104	Prbn.g_00744
OG0000375	Syaq.g_01103	Prbn.g_00742
OG0000376	Syaq.g_01101	Prbn.g_00740
OG0000377	Syaq.g_01270	Prbn.g_00736
OG0000378	Syaq.g_01286	Prbn.g_00732
OG0000379	Syaq.g_01291	Prbn.g_00729
OG0000380	Syaq.g_01560	Prbn.g_00712
OG0000381	Syaq.g_01558	Prbn.g_00707
OG0000382	Syaq.g_01540	Prbn.g_01340
OG0000383	Syaq.g_01535	Prbn.g_01338
OG0000384	Syaq.g_01534	Prbn.g_01337
OG0000385	Syaq.g_01533	Prbn.g_01336
OG0000386	Syaq.g_01532	Prbn.g_01335
OG0000387	Syaq.g_01495	Prbn.g_01321
OG0000388	Syaq.g_01491	Prbn.g_01317
OG0000389	Syaq.g_01488	Prbn.g_01314
OG0000390	Syaq.g_01473	Prbn.g_01304
OG0000391	Syaq.g_01468	Prbn.g_01301
OG0000392	Syaq.g_01463	Prbn.g_01297
OG0000393	Syaq.g_01460	Prbn.g_01294
OG0000394	Syaq.g_01459	Prbn.g_01293
OG0000395	Syaq.g_01458	Prbn.g_01292
OG0000396	Syaq.g_01455	Prbn.g_01290
OG0000397	Syaq.g_01453	Prbn.g_01288
OG0000398	Syaq.g_01448	Prbn.g_01285
OG0000399	Syaq.g_01447	Prbn.g_01284
OG0000400	Syaq.g_01446	Prbn.g_01283
OG0000401	Syaq.g_01445	Prbn.g_01282
OG0000402	Syaq.g_01443	Prbn.g_01356
OG0000403	Syaq.g_01442	Prbn.g_01280
OG0000404	Syaq.g_01440	Prbn.g_01279
OG0000405	Syaq.g_01429	Prbn.g_01275
OG0000406	Syaq.g_01422	Prbn.g_01267
OG0000407	Syaq.g_01421	Prbn.g_01266
OG0000408	Syaq.g_01419	Prbn.g_01264
OG0000409	Syaq.g_01417	Prbn.g_01262
OG0000410	Syaq.g_01416	Prbn.g_01261
OG0000411	Syaq.g_01415	Prbn.g_01260
OG0000412	Syaq.g_01414	Prbn.g_01259
OG0000413	Syaq.g_01412	Prbn.g_01257
OG0000414	Syaq.g_01411	Prbn.g_01256
OG0000415	Syaq.g_01410	Prbn.g_01255
OG0000416	Syaq.g_01409	Prbn.g_01254
OG0000417	Syaq.g_01408	Prbn.g_01253
OG0000418	Syaq.g_01403	Prbn.g_01248
OG0000419	Syaq.g_01401	Prbn.g_01246
OG0000420	Syaq.g_01400	Prbn.g_01245
OG0000421	Syaq.g_01395	Prbn.g_00381
OG0000422	Syaq.g_01394	Prbn.g_00380
OG0000423	Syaq.g_01393	Prbn.g_00379
OG0000424	Syaq.g_01392	Prbn.g_00378
OG0000425	Syaq.g_01391	Prbn.g_00377
OG0000426	Syaq.g_01390	Prbn.g_00376
OG0000427	Syaq.g_01389	Prbn.g_00375
OG0000428	Syaq.g_01386	Prbn.g_00373
OG0000429	Syaq.g_01384	Prbn.g_00372
OG0000430	Syaq.g_01383	Prbn.g_00371
OG0000431	Syaq.g_01380	Prbn.g_00369
OG0000432	Syaq.g_01374	Prbn.g_00365
OG0000433	Syaq.g_01369	Prbn.g_00364
OG0000434	Syaq.g_01368	Prbn.g_00363
OG0000435	Syaq.g_01367	Prbn.g_00362
OG0000436	Syaq.g_01361	Prbn.g_00357
OG0000437	Syaq.g_01360	Prbn.g_00356
OG0000438	Syaq.g_01359	Prbn.g_00355
OG0000439	Syaq.g_01357	Prbn.g_00353
OG0000440	Syaq.g_01356	Prbn.g_00352
OG0000441	Syaq.g_01352	Prbn.g_00349
OG0000442	Syaq.g_01350	Prbn.g_00348
OG0000443	Syaq.g_01347	Prbn.g_00347
OG0000444	Syaq.g_01333	Prbn.g_00341
OG0000445	Syaq.g_01332	Prbn.g_00340
OG0000446	Syaq.g_01330	Prbn.g_00339
OG0000447	Syaq.g_01328	Prbn.g_00338
OG0000448	Syaq.g_01327	Prbn.g_00337
OG0000449	Syaq.g_01320	Prbn.g_00336
OG0000450	Syaq.g_01313	Prbn.g_00335
OG0000451	Syaq.g_01312	Prbn.g_00334
OG0000452	Syaq.g_01308	Prbn.g_00331
OG0000453	Syaq.g_01307	Prbn.g_00330
OG0000454	Syaq.g_01306	Prbn.g_00329
OG0000455	Syaq.g_01305	Prbn.g_00328
OG0000456	Syaq.g_01304	Prbn.g_00327
OG0000457	Syaq.g_01302	Prbn.g_00325
OG0000458	Syaq.g_01299	Prbn.g_00324
OG0000459	Syaq.g_01298	Prbn.g_00323
OG0000460	Syaq.g_01577	Prbn.g_00315
OG0000461	Syaq.g_00707	Prbn.g_00307
OG0000462	Syaq.g_00710	Prbn.g_00305
OG0000463	Syaq.g_00711	Prbn.g_00304
OG0000464	Syaq.g_00712	Prbn.g_00012
OG0000465	Syaq.g_00714	Prbn.g_00013
OG0000466	Syaq.g_00718	Prbn.g_00016
OG0000467	Syaq.g_00720	Prbn.g_00017
OG0000468	Syaq.g_00725	Prbn.g_00020
OG0000469	Syaq.g_00739	Prbn.g_00028
OG0000470	Syaq.g_00741	Prbn.g_00030
OG0000471	Syaq.g_00742	Prbn.g_00031
OG0000472	Syaq.g_00744	Prbn.g_00033
OG0000473	Syaq.g_00746	Prbn.g_00035
OG0000474	Syaq.g_00747	Prbn.g_00036
OG0000475	Syaq.g_00748	Prbn.g_00037
OG0000476	Syaq.g_00750	Prbn.g_00039
OG0000477	Syaq.g_00756	Prbn.g_00042
OG0000478	Syaq.g_00757	Prbn.g_00043
OG0000479	Syaq.g_00759	Prbn.g_00044
OG0000480	Syaq.g_00766	Prbn.g_00049
OG0000481	Syaq.g_00768	Prbn.g_00052
OG0000482	Syaq.g_00769	Prbn.g_00053
OG0000483	Syaq.g_00773	Prbn.g_00056
OG0000484	Syaq.g_00774	Prbn.g_00057
OG0000485	Syaq.g_00775	Prbn.g_00059
OG0000486	Syaq.g_00776	Prbn.g_00060
OG0000487	Syaq.g_00782	Prbn.g_00063
OG0000488	Syaq.g_00845	Prbn.g_00066
OG0000489	Syaq.g_00857	Prbn.g_00071
OG0000490	Syaq.g_00864	Prbn.g_00075
OG0000491	Syaq.g_00865	Prbn.g_00076
OG0000492	Syaq.g_00869	Prbn.g_00078
OG0000493	Syaq.g_00870	Prbn.g_00079
OG0000494	Syaq.g_00871	Prbn.g_00080
OG0000495	Syaq.g_00872	Prbn.g_00081
OG0000496	Syaq.g_00873	Prbn.g_00082
OG0000497	Syaq.g_00874	Prbn.g_00083
OG0000498	Syaq.g_00875	Prbn.g_00084
OG0000499	Syaq.g_00876	Prbn.g_00085
OG0000500	Syaq.g_00877	Prbn.g_00086
OG0000501	Syaq.g_00880	Prbn.g_00087
OG0000502	Syaq.g_00953	Prbn.g_00090
OG0000503	Syaq.g_00559	Prbn.g_00105
OG0000504	Syaq.g_00557	Prbn.g_00107
OG0000505	Syaq.g_00556	Prbn.g_00108
OG0000506	Syaq.g_00554	Prbn.g_00109
OG0000507	Syaq.g_00548	Prbn.g_00112
OG0000508	Syaq.g_00544	Prbn.g_00116
OG0000509	Syaq.g_00542	Prbn.g_00118
OG0000510	Syaq.g_00538	Prbn.g_00119
OG0000511	Syaq.g_00537	Prbn.g_00120
OG0000512	Syaq.g_00535	Prbn.g_00122
OG0000513	Syaq.g_00525	Prbn.g_00693
OG0000514	Syaq.g_00514	Prbn.g_00682
OG0000515	Syaq.g_00513	Prbn.g_00681
OG0000516	Syaq.g_00509	Prbn.g_00680
OG0000517	Syaq.g_00502	Prbn.g_00678
OG0000518	Syaq.g_00490	Prbn.g_00667
OG0000519	Syaq.g_00489	Prbn.g_00666
OG0000520	Syaq.g_00488	Prbn.g_00665
OG0000521	Syaq.g_00477	Prbn.g_00657
OG0000522	Syaq.g_00475	Prbn.g_00655
OG0000523	Syaq.g_00474	Prbn.g_00654
OG0000524	Syaq.g_00469	Prbn.g_00649
OG0000525	Syaq.g_00450	Prbn.g_00645
OG0000526	Syaq.g_00448	Prbn.g_00644
OG0000527	Syaq.g_00444	Prbn.g_00641
OG0000528	Syaq.g_01768	Prbn.g_00636
OG0000529	Syaq.g_01773	Prbn.g_00633
OG0000530	Syaq.g_01776	Prbn.g_00630
OG0000531	Syaq.g_01777	Prbn.g_00629
OG0000532	Syaq.g_01780	Prbn.g_00627
OG0000533	Syaq.g_01782	Prbn.g_00626
OG0000534	Syaq.g_01783	Prbn.g_00625
OG0000535	Syaq.g_01784	Prbn.g_00624
OG0000536	Syaq.g_01785	Prbn.g_00623
OG0000537	Syaq.g_01786	Prbn.g_00622
OG0000538	Syaq.g_01798	Prbn.g_00613
OG0000539	Syaq.g_01799	Prbn.g_00612
OG0000540	Syaq.g_01800	Prbn.g_00611
OG0000541	Syaq.g_01801	Prbn.g_00610
OG0000542	Syaq.g_01804	Prbn.g_00609
OG0000543	Syaq.g_01806	Prbn.g_00607
OG0000544	Syaq.g_02567	Prbn.g_00606
OG0000545	Syaq.g_01809	Prbn.g_00604
OG0000546	Syaq.g_01811	Prbn.g_00601
OG0000547	Syaq.g_01813	Prbn.g_00599
OG0000548	Syaq.g_01814	Prbn.g_00598
OG0000549	Syaq.g_01819	Prbn.g_00596
OG0000550	Syaq.g_01824	Prbn.g_00592
OG0000551	Syaq.g_01829	Prbn.g_00589
OG0000552	Syaq.g_01830	Prbn.g_00588
OG0000553	Syaq.g_01834	Prbn.g_00587
OG0000554	Syaq.g_01839	Prbn.g_00582
OG0000555	Syaq.g_01857	Prbn.g_00574
OG0000556	Syaq.g_01925	Prbn.g_00572
