Orthogroup	Syaq	Syao
OG0000064	Syaq.g_02138	Syao.g_01462, Syao.g_02605
OG0000065	Syaq.g_01908, Syaq.g_01487	Syao.g_02600
OG0000066	Syaq.g_01851	Syao.g_01422
OG0000067	Syaq.g_02340	Syao.g_00756
OG0000068	Syaq.g_01763	Syao.g_00868, Syao.g_00036
OG0000070	Syaq.g_00484	Syao.g_00330
OG0000071	Syaq.g_00297	Syao.g_01433
OG0000072	Syaq.g_01397	Syao.g_02509
OG0000073	Syaq.g_01795	Syao.g_00103
OG0000075	Syaq.g_00986	Syao.g_02257
OG0000076	Syaq.g_01028	Syao.g_01949, Syao.g_01251
OG0000079	Syaq.g_00721	Syao.g_00574, Syao.g_00010, Syao.g_00581, Syao.g_01145, Syao.g_02105
OG0000082	Syaq.g_01975	Syao.g_01035
OG0000084	Syaq.g_00367	Syao.g_02606
OG0000085	Syaq.g_01683	Syao.g_01569
OG0000086	Syaq.g_01525	Syao.g_02653, Syao.g_01240
OG0000087	Syaq.g_01438	Syao.g_02555
OG0000088	Syaq.g_01402	Syao.g_02503
OG0000089	Syaq.g_00529	Syao.g_01716
OG0000090	Syaq.g_01838	Syao.g_01412
OG0000091	Syaq.g_02090	Syao.g_00902
OG0000093	Syaq.g_02323	Syao.g_00739
OG0000094	Syaq.g_00056	Syao.g_00458
OG0000095	Syaq.g_02679	Syao.g_00331
OG0000098	Syaq.g_02221	Syao.g_01374
OG0000099	Syaq.g_00882	Syao.g_02019
OG0000100	Syaq.g_02371	Syao.g_00787
OG0000102	Syaq.g_01033	Syao.g_01945
OG0000103	Syaq.g_01170	Syao.g_02340
OG0000104	Syaq.g_01154	Syao.g_02157
OG0000105	Syaq.g_00754	Syao.g_02071, Syao.g_02072
OG0000106	Syaq.g_01863	Syao.g_01385
OG0000107	Syaq.g_00694	Syao.g_01935
OG0000108	Syaq.g_01772	Syao.g_00028
OG0000109	Syaq.g_01788	Syao.g_00110
OG0000110	Syaq.g_01962	Syao.g_01051
OG0000111	Syaq.g_02606	Syao.g_00378
OG0000112	Syaq.g_02476	Syao.g_00683, Syao.g_00303
OG0000114	Syaq.g_02269	Syao.g_00965
OG0000115	Syaq.g_00395	Syao.g_00065, Syao.g_01464
OG0000116	Syaq.g_00263	Syao.g_00137
OG0000117	Syaq.g_00203	Syao.g_00169
OG0000118	Syaq.g_00325, Syaq.g_00316	Syao.g_01475
OG0000120	Syaq.g_00883	Syao.g_02009
OG0000121	Syaq.g_00375	Syao.g_01489
OG0000122	Syaq.g_02118	Syao.g_01247
OG0000123	Syaq.g_00599	Syao.g_01832
OG0000124	Syaq.g_01055	Syao.g_02179
OG0000125	Syaq.g_01256	Syao.g_02444
OG0000126	Syaq.g_01156	Syao.g_02198
OG0000128	Syaq.g_01138	Syao.g_02149
OG0000129	Syaq.g_01269	Syao.g_02434
OG0000130	Syaq.g_01559	Syao.g_02617
OG0000131	Syaq.g_01427, Syaq.g_01424	Syao.g_02480
OG0000132	Syaq.g_01036, Syaq.g_01404	Syao.g_02501
OG0000133	Syaq.g_02481	Syao.g_00678
OG0000134	Syaq.g_00526	Syao.g_01719
OG0000135	Syaq.g_01227	Syao.g_00147
OG0000136	Syaq.g_00496	Syao.g_01614, Syao.g_01613
OG0000137	Syaq.g_00442	Syao.g_02682
OG0000138	Syaq.g_01789	Syao.g_00108
OG0000139	Syaq.g_01844	Syao.g_02005
OG0000140	Syaq.g_01848	Syao.g_01373, Syao.g_01372
OG0000141	Syaq.g_02010	Syao.g_01202
OG0000142	Syaq.g_02082	Syao.g_00894
OG0000143	Syaq.g_02086	Syao.g_00898
OG0000145	Syaq.g_01796	Syao.g_00102
OG0000146	Syaq.g_02475	Syao.g_00684, Syao.g_00304
OG0000147	Syaq.g_02474	Syao.g_00305, Syao.g_00685
OG0000148	Syaq.g_02359	Syao.g_00776
OG0000149	Syaq.g_02395	Syao.g_00534
OG0000150	Syaq.g_02011	Syao.g_01203
OG0000151	Syaq.g_02283	Syao.g_00975
OG0000152	Syaq.g_02485	Syao.g_00674
OG0000153	Syaq.g_02518	Syao.g_00818, Syao.g_01176
OG0000154	Syaq.g_00066	Syao.g_00447
OG0000155	Syaq.g_00212	Syao.g_00178
OG0000156	Syaq.g_00281	Syao.g_00151
OG0000157	Syaq.g_00282	Syao.g_00152
OG0000158	Syaq.g_01003	Syao.g_01141, Syao.g_02267
OG0000159	Syaq.g_00918	Syao.g_02276
OG0000160	Syaq.g_00374	Syao.g_01488
OG0000161	Syaq.g_00382	Syao.g_01494
OG0000162	Syaq.g_00389	Syao.g_01515
OG0000163	Syaq.g_01730	Syao.g_01745
OG0000164	Syaq.g_01642	Syao.g_01663
OG0000165	Syaq.g_01630	Syao.g_01655
OG0000166	Syaq.g_00647	Syao.g_01790
OG0000167	Syaq.g_00983	Syao.g_01960
OG0000168	Syaq.g_01004	Syao.g_02128
OG0000169	Syaq.g_01016	Syao.g_02139
OG0000170	Syaq.g_01023	Syao.g_02148
OG0000171	Syaq.g_01052	Syao.g_02181
OG0000172	Syaq.g_01074	Syao.g_02170
OG0000173	Syaq.g_01092	Syao.g_02212
OG0000174	Syaq.g_01224	Syao.g_02364, Syao.g_02355
OG0000175	Syaq.g_01183	Syao.g_02327, Syao.g_00308
OG0000176	Syaq.g_01146	Syao.g_02165
OG0000177	Syaq.g_01145	Syao.g_02156
OG0000178	Syaq.g_01144	Syao.g_02155
OG0000179	Syaq.g_01129	Syao.g_02250
OG0000180	Syaq.g_01128	Syao.g_02249
OG0000181	Syaq.g_01127	Syao.g_02248
OG0000182	Syaq.g_01126	Syao.g_02247
OG0000183	Syaq.g_01122	Syao.g_02243
OG0000184	Syaq.g_01277	Syao.g_02423
OG0000185	Syaq.g_01290	Syao.g_02410
OG0000186	Syaq.g_01563	Syao.g_02613
OG0000187	Syaq.g_01561	Syao.g_02615
OG0000188	Syaq.g_01539	Syao.g_02637
OG0000189	Syaq.g_01499	Syao.g_02672
OG0000190	Syaq.g_01497	Syao.g_01015
OG0000191	Syaq.g_01467	Syao.g_02573
OG0000192	Syaq.g_01462	Syao.g_02579
OG0000193	Syaq.g_01423	Syao.g_02481
OG0000194	Syaq.g_01420	Syao.g_02484
OG0000195	Syaq.g_01418	Syao.g_02486
OG0000196	Syaq.g_01407	Syao.g_02498
OG0000197	Syaq.g_01406	Syao.g_02499
OG0000198	Syaq.g_01405	Syao.g_02500
OG0000199	Syaq.g_01398	Syao.g_02508
OG0000200	Syaq.g_01382	Syao.g_02524
OG0000201	Syaq.g_01365	Syao.g_02540
OG0000202	Syaq.g_01364	Syao.g_02454
OG0000203	Syaq.g_01363	Syao.g_02455
OG0000204	Syaq.g_01362	Syao.g_02456
OG0000205	Syaq.g_01355	Syao.g_02464
OG0000206	Syaq.g_01345	Syao.g_02469
OG0000207	Syaq.g_01338	Syao.g_02471
OG0000208	Syaq.g_01337	Syao.g_02472
OG0000209	Syaq.g_01310	Syao.g_02394
OG0000210	Syaq.g_01309	Syao.g_02395
OG0000211	Syaq.g_01570	Syao.g_01700
OG0000212	Syaq.g_01586	Syao.g_01710
OG0000213	Syaq.g_00729	Syao.g_02098
OG0000214	Syaq.g_00745	Syao.g_02081
OG0000215	Syaq.g_00777	Syao.g_02050
OG0000216	Syaq.g_00781	Syao.g_02045
OG0000217	Syaq.g_00844	Syao.g_02041
OG0000218	Syaq.g_00846	Syao.g_02039
OG0000219	Syaq.g_00847	Syao.g_02038
OG0000220	Syaq.g_00848	Syao.g_02037
OG0000221	Syaq.g_00856	Syao.g_02034
OG0000222	Syaq.g_00868	Syao.g_02023
OG0000223	Syaq.g_00946	Syao.g_00291
OG0000224	Syaq.g_00950	Syao.g_01973
OG0000225	Syaq.g_00543	Syao.g_01751
OG0000226	Syaq.g_00536	Syao.g_01758
OG0000227	Syaq.g_00534	Syao.g_01760
OG0000228	Syaq.g_00531	Syao.g_01715
OG0000229	Syaq.g_00501	Syao.g_01736
OG0000230	Syaq.g_00499	Syao.g_01738
OG0000231	Syaq.g_00485	Syao.g_01513
OG0000232	Syaq.g_00472	Syao.g_00057
OG0000233	Syaq.g_00464	Syao.g_02698
OG0000234	Syaq.g_00440	Syao.g_02680
OG0000235	Syaq.g_01771	Syao.g_00029
OG0000236	Syaq.g_01787	Syao.g_00111
OG0000237	Syaq.g_01805	Syao.g_00166
OG0000238	Syaq.g_01810	Syao.g_00161
OG0000239	Syaq.g_01826	Syao.g_01398
OG0000240	Syaq.g_01827	Syao.g_01399
OG0000241	Syaq.g_02074	Syao.g_00887
OG0000242	Syaq.g_01836	Syao.g_01410
OG0000243	Syaq.g_01922	Syao.g_00873
OG0000244	Syaq.g_01928	Syao.g_00865
OG0000245	Syaq.g_01930	Syao.g_00863
OG0000246	Syaq.g_01934	Syao.g_00859
OG0000247	Syaq.g_01945	Syao.g_00847
OG0000248	Syaq.g_01948	Syao.g_00844
OG0000249	Syaq.g_01950	Syao.g_00842
OG0000250	Syaq.g_01958	Syao.g_00835
OG0000251	Syaq.g_01984	Syao.g_01026
OG0000252	Syaq.g_01987	Syao.g_01020
OG0000253	Syaq.g_01989	Syao.g_01003
OG0000254	Syaq.g_02016	Syao.g_01053
OG0000255	Syaq.g_02041	Syao.g_01009
OG0000256	Syaq.g_02068	Syao.g_01328
OG0000257	Syaq.g_02073	Syao.g_00884
OG0000258	Syaq.g_02095	Syao.g_00907
OG0000259	Syaq.g_02239	Syao.g_00933, Syao.g_00932
OG0000260	Syaq.g_02242	Syao.g_00936
OG0000261	Syaq.g_02245	Syao.g_00941
OG0000262	Syaq.g_02250	Syao.g_00946
OG0000263	Syaq.g_00185	Syao.g_00247
OG0000264	Syaq.g_02582	Syao.g_00699
OG0000266	Syaq.g_00037	Syao.g_00480
OG0000267	Syaq.g_02430	Syao.g_00589
OG0000268	Syaq.g_02431	Syao.g_00588
OG0000269	Syaq.g_02335	Syao.g_00751
OG0000270	Syaq.g_02338	Syao.g_00754
OG0000271	Syaq.g_02346	Syao.g_00762
OG0000272	Syaq.g_02347	Syao.g_00763
OG0000273	Syaq.g_02376	Syao.g_00791
OG0000274	Syaq.g_02377	Syao.g_00792
OG0000275	Syaq.g_02380	Syao.g_00438
OG0000276	Syaq.g_02387	Syao.g_00558
OG0000277	Syaq.g_02388	Syao.g_00557
OG0000278	Syaq.g_02391	Syao.g_00554
OG0000279	Syaq.g_02401	Syao.g_00529
OG0000280	Syaq.g_02410	Syao.g_00608
OG0000281	Syaq.g_02224	Syao.g_01377
OG0000282	Syaq.g_02271	Syao.g_00967
OG0000283	Syaq.g_02445	Syao.g_00640
OG0000284	Syaq.g_02450	Syao.g_00634
OG0000285	Syaq.g_02466	Syao.g_00706
OG0000286	Syaq.g_02484	Syao.g_00675
OG0000287	Syaq.g_02511	Syao.g_00825
OG0000288	Syaq.g_00067	Syao.g_00446
OG0000289	Syaq.g_00053	Syao.g_00461
OG0000290	Syaq.g_02682	Syao.g_00428
OG0000291	Syaq.g_02680	Syao.g_00333
OG0000292	Syaq.g_01157	Syao.g_02196
OG0000293	Syaq.g_00262	Syao.g_00136
OG0000294	Syaq.g_00261	Syao.g_00135
OG0000295	Syaq.g_00220	Syao.g_00186
OG0000296	Syaq.g_00218	Syao.g_00184
OG0000297	Syaq.g_00205	Syao.g_00171
OG0000298	Syaq.g_00204	Syao.g_00170
OG0000299	Syaq.g_00171	Syao.g_00231
OG0000300	Syaq.g_00164	Syao.g_00274
OG0000301	Syaq.g_00163	Syao.g_00272, Syao.g_00273
OG0000302	Syaq.g_00162	Syao.g_00271
OG0000303	Syaq.g_00152	Syao.g_00262
OG0000304	Syaq.g_00146	Syao.g_00256
OG0000305	Syaq.g_02677	Syao.g_00388
OG0000306	Syaq.g_01861	Syao.g_01216
OG0000307	Syaq.g_01754	Syao.g_00045
OG0000308	Syaq.g_01752	Syao.g_00047
OG0000309	Syaq.g_01747	Syao.g_02705
OG0000310	Syaq.g_00347	Syao.g_01530
OG0000311	Syaq.g_00352	Syao.g_01533
OG0000312	Syaq.g_00359	Syao.g_01538
OG0000313	Syaq.g_00379	Syao.g_01491
OG0000314	Syaq.g_00408	Syao.g_00078
OG0000315	Syaq.g_00418	Syao.g_00088
OG0000316	Syaq.g_01716	Syao.g_01602
OG0000317	Syaq.g_01675	Syao.g_01560
OG0000318	Syaq.g_01672	Syao.g_01553
OG0000319	Syaq.g_01657	Syao.g_01678
OG0000320	Syaq.g_01655	Syao.g_01676
OG0000321	Syaq.g_01654	Syao.g_01675
OG0000322	Syaq.g_01653	Syao.g_01674
OG0000323	Syaq.g_01638	Syao.g_01661
OG0000324	Syaq.g_01605	Syao.g_01630
OG0000325	Syaq.g_00693	Syao.g_01936
OG0000326	Syaq.g_00686	Syao.g_01918
OG0000327	Syaq.g_00652	Syao.g_01795
OG0000328	Syaq.g_00651	Syao.g_01794
OG0000329	Syaq.g_00633	Syao.g_01776
OG0000330	Syaq.g_00632	Syao.g_01775
OG0000331	Syaq.g_00631	Syao.g_01774
OG0000332	Syaq.g_00616	Syao.g_01813
OG0000333	Syaq.g_00613	Syao.g_01810
OG0000334	Syaq.g_00603	Syao.g_01836
OG0000335	Syaq.g_00598	Syao.g_01831
OG0000336	Syaq.g_00594	Syao.g_01827
OG0000337	Syaq.g_00975	Syao.g_01968
OG0000338	Syaq.g_00981	Syao.g_01962
OG0000339	Syaq.g_00988	Syao.g_02259
OG0000340	Syaq.g_01005	Syao.g_02129
OG0000341	Syaq.g_01007	Syao.g_02131
OG0000342	Syaq.g_01008	Syao.g_02132
OG0000343	Syaq.g_01010	Syao.g_02133
OG0000344	Syaq.g_01014	Syao.g_02137
OG0000345	Syaq.g_01024	Syao.g_01953
OG0000346	Syaq.g_01029	Syao.g_01948
OG0000347	Syaq.g_01057	Syao.g_02178
OG0000348	Syaq.g_01070	Syao.g_02166
OG0000349	Syaq.g_01099	Syao.g_02219
OG0000350	Syaq.g_00679	Syao.g_01925
OG0000351	Syaq.g_01179	Syao.g_02331
OG0000352	Syaq.g_01178	Syao.g_02332
OG0000353	Syaq.g_01151	Syao.g_02160
OG0000354	Syaq.g_01816	Syao.g_00154, Syao.g_00155
OG0000354	Syaq.g_01131	Syao.g_02252
OG0000355	Syaq.g_01149	Syao.g_02162
OG0000356	Syaq.g_01148	Syao.g_02163
OG0000357	Syaq.g_01147	Syao.g_02164
OG0000358	Syaq.g_01143	Syao.g_02154
OG0000359	Syaq.g_01141	Syao.g_02152
OG0000360	Syaq.g_01140	Syao.g_02151
OG0000361	Syaq.g_01139	Syao.g_02150
OG0000362	Syaq.g_01137	Syao.g_01954
OG0000363	Syaq.g_01135	Syao.g_02255
OG0000364	Syaq.g_01134	Syao.g_01558
OG0000365	Syaq.g_01125	Syao.g_02246
OG0000366	Syaq.g_01124	Syao.g_02245
OG0000367	Syaq.g_01123	Syao.g_02244
OG0000368	Syaq.g_01121	Syao.g_02242
OG0000369	Syaq.g_01120	Syao.g_02241
OG0000370	Syaq.g_01119	Syao.g_02240
OG0000371	Syaq.g_01111	Syao.g_02231
OG0000372	Syaq.g_01106	Syao.g_02226
OG0000373	Syaq.g_01105	Syao.g_02225
OG0000374	Syaq.g_01104	Syao.g_02224
OG0000375	Syaq.g_01103	Syao.g_02223
OG0000376	Syaq.g_01101	Syao.g_02221
OG0000377	Syaq.g_01270	Syao.g_02429
OG0000378	Syaq.g_01286	Syao.g_02414
OG0000379	Syaq.g_01291	Syao.g_02409
OG0000380	Syaq.g_01560	Syao.g_02616
OG0000381	Syaq.g_01558	Syao.g_02618
OG0000382	Syaq.g_01540	Syao.g_02636
OG0000383	Syaq.g_01535	Syao.g_02643
OG0000384	Syaq.g_01534	Syao.g_02644
OG0000385	Syaq.g_01533	Syao.g_02645
OG0000386	Syaq.g_01532	Syao.g_02646
OG0000387	Syaq.g_01495	Syao.g_01019
OG0000388	Syaq.g_01491	Syao.g_02596
OG0000389	Syaq.g_01488	Syao.g_02599
OG0000390	Syaq.g_01473	Syao.g_02567
OG0000391	Syaq.g_01468	Syao.g_02572
OG0000392	Syaq.g_01463	Syao.g_02578
OG0000393	Syaq.g_01460	Syao.g_02581
OG0000394	Syaq.g_01459	Syao.g_02582
OG0000395	Syaq.g_01458	Syao.g_02583
OG0000396	Syaq.g_01455	Syao.g_02586
OG0000397	Syaq.g_01453	Syao.g_02542
OG0000398	Syaq.g_01448	Syao.g_02547
OG0000399	Syaq.g_01447	Syao.g_02548
OG0000400	Syaq.g_01446	Syao.g_02549
OG0000401	Syaq.g_01445	Syao.g_02550
OG0000402	Syaq.g_01443	Syao.g_02552
OG0000403	Syaq.g_01442	Syao.g_02553
OG0000404	Syaq.g_01440	Syao.g_02554
OG0000405	Syaq.g_01429	Syao.g_02478
OG0000406	Syaq.g_01422	Syao.g_02482
OG0000407	Syaq.g_01421	Syao.g_02483
OG0000408	Syaq.g_01419	Syao.g_02485
OG0000409	Syaq.g_01417	Syao.g_02487
OG0000410	Syaq.g_01416	Syao.g_02488
OG0000411	Syaq.g_01415	Syao.g_02489
OG0000412	Syaq.g_01414	Syao.g_02490
OG0000413	Syaq.g_01412	Syao.g_02492
OG0000414	Syaq.g_01411	Syao.g_02493
OG0000415	Syaq.g_01410	Syao.g_02494
OG0000416	Syaq.g_01409	Syao.g_02495
OG0000417	Syaq.g_01408	Syao.g_02497
OG0000418	Syaq.g_01403	Syao.g_02502
OG0000419	Syaq.g_01401	Syao.g_02504
OG0000420	Syaq.g_01400	Syao.g_02506
OG0000421	Syaq.g_01395	Syao.g_02510
OG0000422	Syaq.g_01394	Syao.g_02511
OG0000423	Syaq.g_01393	Syao.g_02512
OG0000424	Syaq.g_01392	Syao.g_02513
OG0000425	Syaq.g_01391	Syao.g_02514
OG0000426	Syaq.g_01390	Syao.g_02515
OG0000427	Syaq.g_01389	Syao.g_02516
OG0000428	Syaq.g_01386	Syao.g_02519
OG0000429	Syaq.g_01384	Syao.g_02522
OG0000430	Syaq.g_01383	Syao.g_02523
OG0000431	Syaq.g_01380	Syao.g_02526
OG0000432	Syaq.g_01374	Syao.g_02532
OG0000433	Syaq.g_01369	Syao.g_02534
OG0000434	Syaq.g_01368	Syao.g_02535
OG0000435	Syaq.g_01367	Syao.g_02538
OG0000436	Syaq.g_01361	Syao.g_02458
OG0000437	Syaq.g_01360	Syao.g_02459
OG0000438	Syaq.g_01359	Syao.g_02460
OG0000439	Syaq.g_01357	Syao.g_02462
OG0000440	Syaq.g_01356	Syao.g_02463
OG0000441	Syaq.g_01352	Syao.g_02466
OG0000442	Syaq.g_01350	Syao.g_02467
OG0000443	Syaq.g_01347	Syao.g_02468
OG0000444	Syaq.g_01333	Syao.g_02473
OG0000445	Syaq.g_01332	Syao.g_02474
OG0000446	Syaq.g_01330	Syao.g_02476
OG0000447	Syaq.g_01328	Syao.g_02383
OG0000448	Syaq.g_01327	Syao.g_02384
OG0000449	Syaq.g_01320	Syao.g_02385
OG0000450	Syaq.g_01313	Syao.g_02391
OG0000451	Syaq.g_01312	Syao.g_02392
OG0000452	Syaq.g_01308	Syao.g_02396
OG0000453	Syaq.g_01307	Syao.g_02397
OG0000454	Syaq.g_01306	Syao.g_02398
OG0000455	Syaq.g_01305	Syao.g_02399
OG0000456	Syaq.g_01304	Syao.g_02400
OG0000457	Syaq.g_01302	Syao.g_02402
OG0000458	Syaq.g_01299	Syao.g_02403
OG0000459	Syaq.g_01298	Syao.g_02404
OG0000460	Syaq.g_01577	Syao.g_01702
OG0000461	Syaq.g_00707	Syao.g_02119
OG0000462	Syaq.g_00710	Syao.g_02116
OG0000463	Syaq.g_00711	Syao.g_02115
OG0000464	Syaq.g_00712	Syao.g_02114
OG0000465	Syaq.g_00714	Syao.g_02112
OG0000466	Syaq.g_00718	Syao.g_02107
OG0000467	Syaq.g_00720	Syao.g_02106
OG0000468	Syaq.g_00725	Syao.g_02102
OG0000469	Syaq.g_00739	Syao.g_02087
OG0000470	Syaq.g_00741	Syao.g_02085
OG0000471	Syaq.g_00742	Syao.g_02084
OG0000472	Syaq.g_00744	Syao.g_02082
OG0000473	Syaq.g_00746	Syao.g_02080
OG0000474	Syaq.g_00747	Syao.g_02079
OG0000475	Syaq.g_00748	Syao.g_02078
OG0000476	Syaq.g_00750	Syao.g_02076
OG0000477	Syaq.g_00756	Syao.g_02069
OG0000478	Syaq.g_00757	Syao.g_02068
OG0000479	Syaq.g_00759	Syao.g_02067
OG0000480	Syaq.g_00766	Syao.g_02060
OG0000481	Syaq.g_00768	Syao.g_01012
OG0000482	Syaq.g_00769	Syao.g_02058
OG0000483	Syaq.g_00773	Syao.g_02054
OG0000484	Syaq.g_00774	Syao.g_02053
OG0000485	Syaq.g_00775	Syao.g_02052
OG0000486	Syaq.g_00776	Syao.g_02051
OG0000487	Syaq.g_00782	Syao.g_02044
OG0000488	Syaq.g_00845	Syao.g_02040
OG0000489	Syaq.g_00857	Syao.g_02033
OG0000490	Syaq.g_00864	Syao.g_02025
OG0000491	Syaq.g_00865	Syao.g_02024
OG0000492	Syaq.g_00869	Syao.g_02022
OG0000493	Syaq.g_00870	Syao.g_02021
OG0000494	Syaq.g_00871	Syao.g_02020
OG0000495	Syaq.g_00872	Syao.g_02018
OG0000496	Syaq.g_00873	Syao.g_02017
OG0000497	Syaq.g_00874	Syao.g_02016
OG0000498	Syaq.g_00875	Syao.g_02015
OG0000499	Syaq.g_00876	Syao.g_02014
OG0000500	Syaq.g_00877	Syao.g_02013
OG0000501	Syaq.g_00880	Syao.g_02010
OG0000502	Syaq.g_00953	Syao.g_01974
OG0000503	Syaq.g_00559	Syao.g_01877
OG0000504	Syaq.g_00557	Syao.g_01875
OG0000505	Syaq.g_00556	Syao.g_01874
OG0000506	Syaq.g_00554	Syao.g_01872
OG0000507	Syaq.g_00548	Syao.g_01866
OG0000508	Syaq.g_00544	Syao.g_01750
OG0000509	Syaq.g_00542	Syao.g_01755
OG0000510	Syaq.g_00538	Syao.g_01756
OG0000511	Syaq.g_00537	Syao.g_01757
OG0000512	Syaq.g_00535	Syao.g_01759
OG0000513	Syaq.g_00525	Syao.g_01720
OG0000514	Syaq.g_00514	Syao.g_01727
OG0000515	Syaq.g_00513	Syao.g_01728
OG0000516	Syaq.g_00509	Syao.g_01730
OG0000517	Syaq.g_00502	Syao.g_01735
OG0000518	Syaq.g_00490	Syao.g_01621
OG0000519	Syaq.g_00489	Syao.g_01622
OG0000520	Syaq.g_00488	Syao.g_01512
OG0000521	Syaq.g_00477	Syao.g_00061
OG0000522	Syaq.g_00475	Syao.g_00059
OG0000523	Syaq.g_00474	Syao.g_00058
OG0000524	Syaq.g_00469	Syao.g_02699
OG0000525	Syaq.g_00450	Syao.g_02691
OG0000526	Syaq.g_00448	Syao.g_02688
OG0000527	Syaq.g_00444	Syao.g_02684
OG0000528	Syaq.g_01768	Syao.g_00031
OG0000529	Syaq.g_01773	Syao.g_00027
OG0000530	Syaq.g_01776	Syao.g_00122
OG0000531	Syaq.g_01777	Syao.g_00121
OG0000532	Syaq.g_01780	Syao.g_00118
OG0000533	Syaq.g_01782	Syao.g_00116
OG0000534	Syaq.g_01783	Syao.g_00115
OG0000535	Syaq.g_01784	Syao.g_00114
OG0000536	Syaq.g_01785	Syao.g_00113
OG0000537	Syaq.g_01786	Syao.g_00112
OG0000538	Syaq.g_01798	Syao.g_00100
OG0000539	Syaq.g_01799	Syao.g_00099
OG0000540	Syaq.g_01800	Syao.g_00098
OG0000541	Syaq.g_01801	Syao.g_00097
OG0000542	Syaq.g_01804	Syao.g_00167
OG0000543	Syaq.g_01806	Syao.g_00165
OG0000544	Syaq.g_02567, Syaq.g_01807	Syao.g_00164
OG0000545	Syaq.g_01809	Syao.g_00162
OG0000546	Syaq.g_01811	Syao.g_00160
OG0000547	Syaq.g_01813	Syao.g_00158
OG0000548	Syaq.g_01814	Syao.g_00157
OG0000549	Syaq.g_01819	Syao.g_01391
OG0000550	Syaq.g_01824	Syao.g_01396
OG0000551	Syaq.g_01829	Syao.g_01401
OG0000552	Syaq.g_01830	Syao.g_01402
OG0000553	Syaq.g_01834	Syao.g_01404
OG0000554	Syaq.g_01839	Syao.g_01413
OG0000555	Syaq.g_01857	Syao.g_00875
OG0000556	Syaq.g_01925	Syao.g_00871
OG0000557	Syaq.g_01927	Syao.g_00866
OG0000558	Syaq.g_01929	Syao.g_00864
OG0000559	Syaq.g_01933	Syao.g_00860
OG0000560	Syaq.g_01936	Syao.g_00857
OG0000561	Syaq.g_01937	Syao.g_00856
OG0000562	Syaq.g_01938	Syao.g_00855
OG0000563	Syaq.g_01939	Syao.g_00854
