Orthogroup	Syaq	Pran
OG0000181	Syaq.g_01127	Pran.g_00406
OG0000182	Syaq.g_01126	Pran.g_00405
OG0000183	Syaq.g_01122	Pran.g_00401
OG0000184	Syaq.g_01277	Pran.g_00379
OG0000185	Syaq.g_01290	Pran.g_00376
OG0000186	Syaq.g_01563	Pran.g_00368
OG0000187	Syaq.g_01561	Pran.g_00367
OG0000188	Syaq.g_01539	Pran.g_00350
OG0000189	Syaq.g_01499	Pran.g_00337
OG0000190	Syaq.g_01497	Pran.g_00336
OG0000191	Syaq.g_01467	Pran.g_00316
OG0000192	Syaq.g_01462	Pran.g_00312
OG0000193	Syaq.g_01423	Pran.g_00287
OG0000194	Syaq.g_01420	Pran.g_00283
OG0000195	Syaq.g_01418	Pran.g_00281
OG0000196	Syaq.g_01407	Pran.g_00271
OG0000197	Syaq.g_01406	Pran.g_00270
OG0000198	Syaq.g_01405	Pran.g_00269
OG0000199	Syaq.g_01398	Pran.g_00262
OG0000200	Syaq.g_01382	Pran.g_00248
OG0000201	Syaq.g_01365	Pran.g_00240
OG0000202	Syaq.g_01364	Pran.g_00239
OG0000203	Syaq.g_01363	Pran.g_00238
OG0000204	Syaq.g_01362	Pran.g_00237
OG0000205	Syaq.g_01355	Pran.g_00230
OG0000206	Syaq.g_01345	Pran.g_00225
OG0000207	Syaq.g_01338	Pran.g_00223
OG0000208	Syaq.g_01337	Pran.g_00222
OG0000209	Syaq.g_01310	Pran.g_00213
OG0000210	Syaq.g_01309	Pran.g_00212
OG0000211	Syaq.g_01570	Pran.g_00199
OG0000212	Syaq.g_01586	Pran.g_00193
OG0000213	Syaq.g_00729	Pran.g_01935
OG0000214	Syaq.g_00745	Pran.g_01926
OG0000215	Syaq.g_00777	Pran.g_01902
OG0000216	Syaq.g_00781	Pran.g_01900
OG0000217	Syaq.g_00844	Pran.g_01897
OG0000218	Syaq.g_00846	Pran.g_01895
OG0000219	Syaq.g_00847	Pran.g_01894
OG0000220	Syaq.g_00848	Pran.g_01893
OG0000221	Syaq.g_00856	Pran.g_01892
OG0000222	Syaq.g_00868	Pran.g_01884
OG0000223	Syaq.g_00946	Pran.g_01871
OG0000224	Syaq.g_00950	Pran.g_01869
OG0000225	Syaq.g_00543	Pran.g_01849
OG0000226	Syaq.g_00536	Pran.g_01845
OG0000227	Syaq.g_00534	Pran.g_01843
OG0000228	Syaq.g_00531	Pran.g_01840
OG0000229	Syaq.g_00501	Pran.g_01744
OG0000230	Syaq.g_00499	Pran.g_01742
OG0000231	Syaq.g_00485	Pran.g_01728
OG0000232	Syaq.g_00472	Pran.g_01720
OG0000233	Syaq.g_00464	Pran.g_01715
OG0000234	Syaq.g_00440	Pran.g_01702
OG0000235	Syaq.g_01771	Pran.g_01699
OG0000236	Syaq.g_01787	Pran.g_01685
OG0000237	Syaq.g_01805	Pran.g_01672
OG0000238	Syaq.g_01810	Pran.g_01666
OG0000239	Syaq.g_01826	Pran.g_01653
OG0000240	Syaq.g_01827	Pran.g_01652
OG0000241	Syaq.g_02074	Pran.g_01648
OG0000242	Syaq.g_01836	Pran.g_01646
OG0000243	Syaq.g_01922	Pran.g_01635
OG0000244	Syaq.g_01928	Pran.g_01632
OG0000245	Syaq.g_01930	Pran.g_01630
OG0000246	Syaq.g_01934	Pran.g_01626
OG0000247	Syaq.g_01945	Pran.g_01616
OG0000248	Syaq.g_01948	Pran.g_01613
OG0000249	Syaq.g_01950	Pran.g_01611
OG0000250	Syaq.g_01958	Pran.g_01606
OG0000251	Syaq.g_01984	Pran.g_01587
OG0000252	Syaq.g_01987	Pran.g_01584
OG0000253	Syaq.g_01989	Pran.g_01583
OG0000254	Syaq.g_02016	Pran.g_01567
OG0000255	Syaq.g_02041	Pran.g_01561
OG0000256	Syaq.g_02068	Pran.g_01551
OG0000257	Syaq.g_02073	Pran.g_01548
OG0000258	Syaq.g_02095	Pran.g_01535
OG0000259	Syaq.g_02239	Pran.g_01518
OG0000260	Syaq.g_02242	Pran.g_01515
OG0000261	Syaq.g_02245	Pran.g_01513
OG0000262	Syaq.g_02250	Pran.g_01509
OG0000263	Syaq.g_00185	Pran.g_01497
OG0000264	Syaq.g_02582	Pran.g_01487
OG0000266	Syaq.g_00037	Pran.g_01450
OG0000267	Syaq.g_02430	Pran.g_01439
OG0000268	Syaq.g_02431	Pran.g_01438
OG0000269	Syaq.g_02335	Pran.g_01348
OG0000270	Syaq.g_02338	Pran.g_01345
OG0000271	Syaq.g_02346	Pran.g_01337
OG0000272	Syaq.g_02347	Pran.g_01336
OG0000273	Syaq.g_02376	Pran.g_01313
OG0000274	Syaq.g_02377	Pran.g_01312
OG0000275	Syaq.g_02380	Pran.g_01310
OG0000276	Syaq.g_02387	Pran.g_01305
OG0000277	Syaq.g_02388	Pran.g_01304
OG0000278	Syaq.g_02391	Pran.g_01301
OG0000279	Syaq.g_02401	Pran.g_01294
OG0000280	Syaq.g_02410	Pran.g_01293
OG0000281	Syaq.g_02224	Pran.g_01287
OG0000282	Syaq.g_02271	Pran.g_00431
OG0000283	Syaq.g_02445	Pran.g_00464
OG0000284	Syaq.g_02450	Pran.g_00469
OG0000285	Syaq.g_02466	Pran.g_00474
OG0000286	Syaq.g_02484	Pran.g_00486
OG0000288	Syaq.g_00067	Pran.g_00541
OG0000289	Syaq.g_00053	Pran.g_00552
OG0000290	Syaq.g_02682	Pran.g_00565
OG0000291	Syaq.g_02680	Pran.g_00567
OG0000292	Syaq.g_01157	Pran.g_00135
OG0000293	Syaq.g_00262	Pran.g_00069
OG0000294	Syaq.g_00261	Pran.g_00068
OG0000295	Syaq.g_00220	Pran.g_00048
OG0000296	Syaq.g_00218	Pran.g_00046
OG0000297	Syaq.g_00205	Pran.g_00038
OG0000298	Syaq.g_00204	Pran.g_00037
OG0000299	Syaq.g_00171	Pran.g_00020
OG0000300	Syaq.g_00164	Pran.g_00017
OG0000301	Syaq.g_00163	Pran.g_00016
OG0000302	Syaq.g_00162	Pran.g_00014
OG0000303	Syaq.g_00152	Pran.g_00007
OG0000304	Syaq.g_00146	Pran.g_00003
OG0000305	Syaq.g_02677	Pran.g_00848
OG0000306	Syaq.g_01861	Pran.g_00846
OG0000307	Syaq.g_01754	Pran.g_00832
OG0000308	Syaq.g_01752	Pran.g_00831
OG0000309	Syaq.g_01747	Pran.g_00827
OG0000310	Syaq.g_00347	Pran.g_00748
OG0000311	Syaq.g_00352	Pran.g_00746
OG0000312	Syaq.g_00359	Pran.g_00743
OG0000313	Syaq.g_00379	Pran.g_00729
OG0000314	Syaq.g_00408	Pran.g_00706
OG0000315	Syaq.g_00418	Pran.g_00696
OG0000316	Syaq.g_01716	Pran.g_00676
OG0000317	Syaq.g_01675	Pran.g_00968
OG0000318	Syaq.g_01672	Pran.g_00971
OG0000319	Syaq.g_01657	Pran.g_00984
OG0000320	Syaq.g_01655	Pran.g_00986
OG0000321	Syaq.g_01654	Pran.g_00987
OG0000322	Syaq.g_01653	Pran.g_00988
OG0000323	Syaq.g_01638	Pran.g_00997
OG0000324	Syaq.g_01605	Pran.g_01023
OG0000325	Syaq.g_00693	Pran.g_01033
OG0000326	Syaq.g_00686	Pran.g_01039
OG0000327	Syaq.g_00652	Pran.g_01063
OG0000328	Syaq.g_00651	Pran.g_01064
OG0000329	Syaq.g_00633	Pran.g_01082
OG0000330	Syaq.g_00632	Pran.g_01083
OG0000331	Syaq.g_00631	Pran.g_01084
OG0000332	Syaq.g_00616	Pran.g_01098
OG0000333	Syaq.g_00613	Pran.g_01100
OG0000334	Syaq.g_00603	Pran.g_01108
OG0000335	Syaq.g_00598	Pran.g_01113
OG0000336	Syaq.g_00594	Pran.g_01117
OG0000337	Syaq.g_00975	Pran.g_01133
OG0000338	Syaq.g_00981	Pran.g_01134
OG0000339	Syaq.g_00988	Pran.g_01138
OG0000340	Syaq.g_01005	Pran.g_01145
OG0000341	Syaq.g_01007	Pran.g_01147
OG0000342	Syaq.g_01008	Pran.g_01148
OG0000343	Syaq.g_01010	Pran.g_01149
OG0000344	Syaq.g_01014	Pran.g_01152
OG0000345	Syaq.g_01024	Pran.g_01157
OG0000346	Syaq.g_01029	Pran.g_01161
OG0000347	Syaq.g_01057	Pran.g_01177
OG0000348	Syaq.g_01070	Pran.g_01187
OG0000349	Syaq.g_01099	Pran.g_01203
OG0000350	Syaq.g_00679	Pran.g_01222
OG0000351	Syaq.g_01179	Pran.g_01239
OG0000352	Syaq.g_01178	Pran.g_01240
OG0000353	Syaq.g_01151	Pran.g_01256
OG0000355	Syaq.g_01149	Pran.g_01258
OG0000356	Syaq.g_01148	Pran.g_01259
OG0000357	Syaq.g_01147	Pran.g_01260
OG0000358	Syaq.g_01143	Pran.g_01264
OG0000359	Syaq.g_01141	Pran.g_01265
OG0000360	Syaq.g_01140	Pran.g_01266
OG0000361	Syaq.g_01139	Pran.g_01267
OG0000362	Syaq.g_01137	Pran.g_01269
OG0000363	Syaq.g_01135	Pran.g_00410
OG0000364	Syaq.g_01134	Pran.g_00409
OG0000365	Syaq.g_01125	Pran.g_00404
OG0000366	Syaq.g_01124	Pran.g_00403
OG0000367	Syaq.g_01123	Pran.g_00402
OG0000368	Syaq.g_01121	Pran.g_00400
OG0000369	Syaq.g_01120	Pran.g_00399
OG0000370	Syaq.g_01119	Pran.g_00398
OG0000371	Syaq.g_01111	Pran.g_00392
OG0000372	Syaq.g_01106	Pran.g_00389
OG0000373	Syaq.g_01105	Pran.g_00388
OG0000374	Syaq.g_01104	Pran.g_00387
OG0000375	Syaq.g_01103	Pran.g_00385
OG0000376	Syaq.g_01101	Pran.g_00383
OG0000377	Syaq.g_01270	Pran.g_00380
OG0000378	Syaq.g_01286	Pran.g_00378
OG0000379	Syaq.g_01291	Pran.g_00375
OG0000380	Syaq.g_01560	Pran.g_00366
OG0000381	Syaq.g_01558	Pran.g_00362
OG0000382	Syaq.g_01540	Pran.g_00351
OG0000383	Syaq.g_01535	Pran.g_00349
OG0000384	Syaq.g_01534	Pran.g_00348
OG0000385	Syaq.g_01533	Pran.g_00347
OG0000386	Syaq.g_01532	Pran.g_00346
OG0000387	Syaq.g_01495	Pran.g_00334
OG0000388	Syaq.g_01491	Pran.g_00331
OG0000389	Syaq.g_01488	Pran.g_00327
OG0000390	Syaq.g_01473	Pran.g_00320
OG0000391	Syaq.g_01468	Pran.g_00317
OG0000392	Syaq.g_01463	Pran.g_00313
OG0000393	Syaq.g_01460	Pran.g_00311
OG0000394	Syaq.g_01459	Pran.g_00310
OG0000395	Syaq.g_01458	Pran.g_00309
OG0000396	Syaq.g_01455	Pran.g_00307
OG0000397	Syaq.g_01453	Pran.g_00305
OG0000398	Syaq.g_01448	Pran.g_00303
OG0000399	Syaq.g_01447	Pran.g_00302
OG0000400	Syaq.g_01446	Pran.g_00301
OG0000401	Syaq.g_01445	Pran.g_00300
OG0000402	Syaq.g_01443	Pran.g_00298
OG0000403	Syaq.g_01442	Pran.g_00297
OG0000404	Syaq.g_01440	Pran.g_00296
OG0000405	Syaq.g_01429	Pran.g_00292
OG0000406	Syaq.g_01422	Pran.g_00286
OG0000407	Syaq.g_01421	Pran.g_00285
OG0000408	Syaq.g_01419	Pran.g_00282
OG0000409	Syaq.g_01417	Pran.g_00280
OG0000410	Syaq.g_01416	Pran.g_00279
OG0000411	Syaq.g_01415	Pran.g_00278
OG0000412	Syaq.g_01414	Pran.g_00277
OG0000413	Syaq.g_01412	Pran.g_00276
OG0000414	Syaq.g_01411	Pran.g_00275
OG0000415	Syaq.g_01410	Pran.g_00274
OG0000416	Syaq.g_01409	Pran.g_00273
OG0000417	Syaq.g_01408	Pran.g_00272
OG0000418	Syaq.g_01403	Pran.g_00267
OG0000419	Syaq.g_01401	Pran.g_00265
OG0000420	Syaq.g_01400	Pran.g_00264
OG0000421	Syaq.g_01395	Pran.g_00259
OG0000422	Syaq.g_01394	Pran.g_00258
OG0000423	Syaq.g_01393	Pran.g_00257
OG0000424	Syaq.g_01392	Pran.g_00256
OG0000425	Syaq.g_01391	Pran.g_00255
OG0000426	Syaq.g_01390	Pran.g_00254
OG0000427	Syaq.g_01389	Pran.g_00253
OG0000428	Syaq.g_01386	Pran.g_00251
OG0000429	Syaq.g_01384	Pran.g_00250
OG0000430	Syaq.g_01383	Pran.g_00249
OG0000431	Syaq.g_01380	Pran.g_00247
OG0000432	Syaq.g_01374	Pran.g_00244
OG0000433	Syaq.g_01369	Pran.g_00243
OG0000434	Syaq.g_01368	Pran.g_00242
OG0000435	Syaq.g_01367	Pran.g_00241
OG0000436	Syaq.g_01361	Pran.g_00236
OG0000437	Syaq.g_01360	Pran.g_00235
OG0000438	Syaq.g_01359	Pran.g_00234
OG0000439	Syaq.g_01357	Pran.g_00232
OG0000440	Syaq.g_01356	Pran.g_00231
OG0000441	Syaq.g_01352	Pran.g_00228
OG0000442	Syaq.g_01350	Pran.g_00227
OG0000443	Syaq.g_01347	Pran.g_00226
OG0000444	Syaq.g_01333	Pran.g_00221
OG0000445	Syaq.g_01332	Pran.g_00220
OG0000446	Syaq.g_01330	Pran.g_00219
OG0000447	Syaq.g_01328	Pran.g_00218
OG0000448	Syaq.g_01327	Pran.g_00217
OG0000449	Syaq.g_01320	Pran.g_00216
OG0000450	Syaq.g_01313	Pran.g_00215
OG0000451	Syaq.g_01312	Pran.g_00214
OG0000452	Syaq.g_01308	Pran.g_00211
OG0000453	Syaq.g_01307	Pran.g_00210
OG0000454	Syaq.g_01306	Pran.g_00209
OG0000455	Syaq.g_01305	Pran.g_00208
OG0000456	Syaq.g_01304	Pran.g_00207
OG0000457	Syaq.g_01302	Pran.g_00206
OG0000458	Syaq.g_01299	Pran.g_00205
OG0000459	Syaq.g_01298	Pran.g_00204
OG0000460	Syaq.g_01577	Pran.g_00197
OG0000461	Syaq.g_00707	Pran.g_01950
OG0000462	Syaq.g_00710	Pran.g_01948
OG0000463	Syaq.g_00711	Pran.g_01947
OG0000464	Syaq.g_00712	Pran.g_01946
OG0000465	Syaq.g_00714	Pran.g_01945
OG0000466	Syaq.g_00718	Pran.g_01942
OG0000467	Syaq.g_00720	Pran.g_01941
OG0000468	Syaq.g_00725	Pran.g_01939
OG0000469	Syaq.g_00739	Pran.g_01931
OG0000470	Syaq.g_00741	Pran.g_01929
OG0000471	Syaq.g_00742	Pran.g_01928
OG0000472	Syaq.g_00744	Pran.g_01927
OG0000473	Syaq.g_00746	Pran.g_01925
OG0000474	Syaq.g_00747	Pran.g_01924
OG0000475	Syaq.g_00748	Pran.g_01923
OG0000476	Syaq.g_00750	Pran.g_01922
OG0000477	Syaq.g_00756	Pran.g_01919
OG0000478	Syaq.g_00757	Pran.g_01918
OG0000479	Syaq.g_00759	Pran.g_01917
OG0000480	Syaq.g_00766	Pran.g_01912
OG0000481	Syaq.g_00768	Pran.g_01910
OG0000482	Syaq.g_00769	Pran.g_01909
OG0000483	Syaq.g_00773	Pran.g_01906
OG0000484	Syaq.g_00774	Pran.g_01905
OG0000485	Syaq.g_00775	Pran.g_01904
OG0000486	Syaq.g_00776	Pran.g_01903
OG0000487	Syaq.g_00782	Pran.g_01899
OG0000488	Syaq.g_00845	Pran.g_01896
OG0000489	Syaq.g_00857	Pran.g_01891
OG0000490	Syaq.g_00864	Pran.g_01886
OG0000491	Syaq.g_00865	Pran.g_01885
OG0000492	Syaq.g_00869	Pran.g_01883
OG0000493	Syaq.g_00870	Pran.g_01882
OG0000494	Syaq.g_00871	Pran.g_01881
OG0000495	Syaq.g_00872	Pran.g_01880
OG0000496	Syaq.g_00873	Pran.g_01879
OG0000497	Syaq.g_00874	Pran.g_01878
OG0000498	Syaq.g_00875	Pran.g_01877
OG0000499	Syaq.g_00876	Pran.g_01876
OG0000500	Syaq.g_00877	Pran.g_01875
OG0000501	Syaq.g_00880	Pran.g_01873
OG0000502	Syaq.g_00953	Pran.g_01870
OG0000503	Syaq.g_00559	Pran.g_01860
OG0000504	Syaq.g_00557	Pran.g_01859
OG0000505	Syaq.g_00556	Pran.g_01858
OG0000506	Syaq.g_00554	Pran.g_01857
OG0000507	Syaq.g_00548	Pran.g_01854
OG0000508	Syaq.g_00544	Pran.g_01850
OG0000509	Syaq.g_00542	Pran.g_01848
OG0000510	Syaq.g_00538	Pran.g_01847
OG0000511	Syaq.g_00537	Pran.g_01846
OG0000512	Syaq.g_00535	Pran.g_01844
OG0000513	Syaq.g_00525	Pran.g_01837
OG0000514	Syaq.g_00514	Pran.g_01749
OG0000515	Syaq.g_00513	Pran.g_01748
OG0000516	Syaq.g_00509	Pran.g_01747
OG0000517	Syaq.g_00502	Pran.g_01745
OG0000518	Syaq.g_00490	Pran.g_01734
OG0000519	Syaq.g_00489	Pran.g_01733
OG0000520	Syaq.g_00488	Pran.g_01729
OG0000521	Syaq.g_00477	Pran.g_01724
OG0000522	Syaq.g_00475	Pran.g_01723
OG0000523	Syaq.g_00474	Pran.g_01722
OG0000524	Syaq.g_00469	Pran.g_01717
OG0000525	Syaq.g_00450	Pran.g_01714
OG0000526	Syaq.g_00448	Pran.g_01713
OG0000527	Syaq.g_00444	Pran.g_01705
OG0000528	Syaq.g_01768	Pran.g_01700
OG0000529	Syaq.g_01773	Pran.g_01697
OG0000530	Syaq.g_01776	Pran.g_01694
OG0000531	Syaq.g_01777	Pran.g_01693
OG0000532	Syaq.g_01780	Pran.g_01691
OG0000533	Syaq.g_01782	Pran.g_01690
OG0000534	Syaq.g_01783	Pran.g_01689
OG0000535	Syaq.g_01784	Pran.g_01688
OG0000536	Syaq.g_01785	Pran.g_01687
OG0000537	Syaq.g_01786	Pran.g_01686
OG0000538	Syaq.g_01798	Pran.g_01678
OG0000539	Syaq.g_01799	Pran.g_01677
OG0000540	Syaq.g_01800	Pran.g_01676
OG0000541	Syaq.g_01801	Pran.g_01675
OG0000542	Syaq.g_01804	Pran.g_01673
OG0000543	Syaq.g_01806	Pran.g_01671
OG0000544	Syaq.g_02567	Pran.g_01670
OG0000545	Syaq.g_01809	Pran.g_01668
OG0000546	Syaq.g_01811	Pran.g_01665
OG0000547	Syaq.g_01813	Pran.g_01663
OG0000548	Syaq.g_01814	Pran.g_01662
OG0000549	Syaq.g_01819	Pran.g_01660
OG0000550	Syaq.g_01824	Pran.g_01655
OG0000551	Syaq.g_01829	Pran.g_01651
OG0000552	Syaq.g_01830	Pran.g_01650
OG0000553	Syaq.g_01834	Pran.g_01649
OG0000554	Syaq.g_01839	Pran.g_01644
OG0000555	Syaq.g_01857	Pran.g_01636
OG0000556	Syaq.g_01925	Pran.g_01634
OG0000557	Syaq.g_01927	Pran.g_01633
OG0000558	Syaq.g_01929	Pran.g_01631
OG0000559	Syaq.g_01933	Pran.g_01627
OG0000560	Syaq.g_01936	Pran.g_01624
OG0000561	Syaq.g_01937	Pran.g_01623
OG0000562	Syaq.g_01938	Pran.g_01622
OG0000563	Syaq.g_01939	Pran.g_01621
OG0000564	Syaq.g_01940	Pran.g_01620
OG0000565	Syaq.g_01943	Pran.g_01617
OG0000566	Syaq.g_01947	Pran.g_01614
OG0000567	Syaq.g_01951	Pran.g_01610
OG0000568	Syaq.g_01954	Pran.g_01609
OG0000569	Syaq.g_01955	Pran.g_01608
OG0000570	Syaq.g_01956	Pran.g_01607
OG0000571	Syaq.g_01960	Pran.g_01605
OG0000572	Syaq.g_01977	Pran.g_01592
OG0000573	Syaq.g_01985	Pran.g_01586
OG0000574	Syaq.g_01986	Pran.g_01585
OG0000575	Syaq.g_01991	Pran.g_01581
OG0000576	Syaq.g_01993	Pran.g_01579
OG0000577	Syaq.g_01994	Pran.g_01578
OG0000578	Syaq.g_01995	Pran.g_01577
OG0000579	Syaq.g_01996	Pran.g_01576
OG0000580	Syaq.g_01997	Pran.g_01575
OG0000581	Syaq.g_02003	Pran.g_01573
OG0000582	Syaq.g_02012	Pran.g_01570
OG0000583	Syaq.g_02013	Pran.g_01569
