Orthogroup	Syaq	Syam
OG0000052	Syaq.g_00969, Syaq.g_00935	Syam.g_00161
OG0000053	Syaq.g_00397	Syam.g_01636
OG0000054	Syaq.g_02005	Syam.g_01515
OG0000055	Syaq.g_02700	Syam.g_00754
OG0000057	Syaq.g_02605	Syam.g_00784
OG0000058	Syaq.g_00944	Syam.g_00169
OG0000059	Syaq.g_00657	Syam.g_00320
OG0000060	Syaq.g_00201	Syam.g_00902
OG0000061	Syaq.g_00249	Syam.g_01795
OG0000062	Syaq.g_01690	Syam.g_01972
OG0000063	Syaq.g_01110	Syam.g_00039
OG0000064	Syaq.g_02138	Syam.g_02363
OG0000066	Syaq.g_01851	Syam.g_00552, Syam.g_00662
OG0000067	Syaq.g_02340	Syam.g_01290
OG0000068	Syaq.g_01763	Syam.g_00575
OG0000070	Syaq.g_00484	Syam.g_01847
OG0000071	Syaq.g_00297	Syam.g_01830
OG0000072	Syaq.g_01397	Syam.g_02219
OG0000073	Syaq.g_01795	Syam.g_00604
OG0000075	Syaq.g_00986	Syam.g_00148
OG0000076	Syaq.g_01028	Syam.g_00115
OG0000077	Syaq.g_01547	Syam.g_02074
OG0000078	Syaq.g_01585	Syam.g_00514
OG0000079	Syaq.g_00721	Syam.g_00270
OG0000081	Syaq.g_01893	Syam.g_01918, Syam.g_00520
OG0000082	Syaq.g_01975	Syam.g_01730
OG0000085	Syaq.g_01683	Syam.g_01979
OG0000086	Syaq.g_01525	Syam.g_02092
OG0000087	Syaq.g_01438	Syam.g_02175
OG0000088	Syaq.g_01402	Syam.g_02213
OG0000089	Syaq.g_00529	Syam.g_00489
OG0000090	Syaq.g_01838	Syam.g_00651
OG0000091	Syaq.g_02090	Syam.g_01460
OG0000093	Syaq.g_02323	Syam.g_01305
OG0000094	Syaq.g_00056	Syam.g_01198
OG0000095	Syaq.g_02679	Syam.g_00774
OG0000097	Syaq.g_00167	Syam.g_00874
OG0000098	Syaq.g_02221	Syam.g_00944
OG0000099	Syaq.g_00882	Syam.g_00173
OG0000100	Syaq.g_02371	Syam.g_01259
OG0000101	Syaq.g_00607	Syam.g_00371
OG0000102	Syaq.g_01033	Syam.g_00110
OG0000103	Syaq.g_01170	Syam.g_02428
OG0000104	Syaq.g_01154	Syam.g_02442
OG0000105	Syaq.g_00754	Syam.g_00238
OG0000106	Syaq.g_01863	Syam.g_01039
OG0000107	Syaq.g_00694	Syam.g_00288
OG0000108	Syaq.g_01772	Syam.g_00583
OG0000109	Syaq.g_01788	Syam.g_00598
OG0000110	Syaq.g_01962	Syam.g_01743
OG0000112	Syaq.g_02476	Syam.g_01115
OG0000114	Syaq.g_02269	Syam.g_01349
OG0000115	Syaq.g_00395	Syam.g_01634
OG0000116	Syaq.g_00263	Syam.g_01807
OG0000117	Syaq.g_00203	Syam.g_00904
OG0000118	Syaq.g_00325, Syaq.g_00316	Syam.g_01698
OG0000120	Syaq.g_00883	Syam.g_00172
OG0000121	Syaq.g_00375	Syam.g_01615
OG0000122	Syaq.g_02118	Syam.g_01436
OG0000123	Syaq.g_00599	Syam.g_00379
OG0000124	Syaq.g_01055	Syam.g_00096
OG0000125	Syaq.g_01256	Syam.g_02319
OG0000126	Syaq.g_01156	Syam.g_02440
OG0000128	Syaq.g_01138	Syam.g_00012
OG0000129	Syaq.g_01269	Syam.g_02307
OG0000130	Syaq.g_01559	Syam.g_02062
OG0000131	Syaq.g_01427, Syaq.g_01424	Syam.g_02191
OG0000132	Syaq.g_01036, Syaq.g_01404	Syam.g_02211
OG0000133	Syaq.g_02481	Syam.g_01120
OG0000134	Syaq.g_00526	Syam.g_00492
OG0000135	Syaq.g_01227	Syam.g_02347
OG0000136	Syaq.g_00496	Syam.g_01857
OG0000137	Syaq.g_00442	Syam.g_01668
OG0000138	Syaq.g_01789	Syam.g_00599
OG0000139	Syaq.g_01844	Syam.g_00657
OG0000140	Syaq.g_01848	Syam.g_00659
OG0000141	Syaq.g_02010	Syam.g_01514
OG0000142	Syaq.g_02082	Syam.g_01468
OG0000143	Syaq.g_02086	Syam.g_01464
OG0000144	Syaq.g_02152	Syam.g_01032
OG0000145	Syaq.g_01796	Syam.g_00605
OG0000146	Syaq.g_02475	Syam.g_01114
OG0000147	Syaq.g_02474	Syam.g_01113
OG0000148	Syaq.g_02359	Syam.g_01270
OG0000149	Syaq.g_02395	Syam.g_00725
OG0000150	Syaq.g_02011	Syam.g_00660
OG0000151	Syaq.g_02283	Syam.g_01338
OG0000152	Syaq.g_02485	Syam.g_01124
OG0000153	Syaq.g_02518	Syam.g_01160
OG0000154	Syaq.g_00066	Syam.g_01187
OG0000155	Syaq.g_00212	Syam.g_01763
OG0000156	Syaq.g_00281	Syam.g_01814
OG0000157	Syaq.g_00282	Syam.g_01815
OG0000158	Syaq.g_01003	Syam.g_00139
OG0000160	Syaq.g_00374	Syam.g_01614
OG0000161	Syaq.g_00382	Syam.g_01620
OG0000162	Syaq.g_00389	Syam.g_01627
OG0000163	Syaq.g_01730	Syam.g_01927
OG0000164	Syaq.g_01642	Syam.g_02023
OG0000165	Syaq.g_01630	Syam.g_01879, Syam.g_01878
OG0000166	Syaq.g_00647	Syam.g_00330
OG0000167	Syaq.g_00983	Syam.g_00151
OG0000168	Syaq.g_01004	Syam.g_00138
OG0000169	Syaq.g_01016	Syam.g_00127
OG0000170	Syaq.g_01023	Syam.g_00120
OG0000171	Syaq.g_01052	Syam.g_00097
OG0000172	Syaq.g_01074	Syam.g_00075
OG0000173	Syaq.g_01092	Syam.g_00057
OG0000174	Syaq.g_01224	Syam.g_02349
OG0000175	Syaq.g_01183	Syam.g_02417
OG0000176	Syaq.g_01146	Syam.g_00004
OG0000177	Syaq.g_01145	Syam.g_00005
OG0000178	Syaq.g_01144	Syam.g_00006
OG0000179	Syaq.g_01129	Syam.g_00021
OG0000180	Syaq.g_01128	Syam.g_00022
OG0000181	Syaq.g_01127	Syam.g_00023
OG0000182	Syaq.g_01126	Syam.g_00024
OG0000183	Syaq.g_01122	Syam.g_00028
OG0000184	Syaq.g_01277	Syam.g_02298
OG0000185	Syaq.g_01290	Syam.g_02295
OG0000186	Syaq.g_01563	Syam.g_02058
OG0000187	Syaq.g_01561	Syam.g_02059
OG0000188	Syaq.g_01539	Syam.g_02081
OG0000189	Syaq.g_01499	Syam.g_02108
OG0000190	Syaq.g_01497	Syam.g_02110
OG0000191	Syaq.g_01467	Syam.g_02142
OG0000192	Syaq.g_01462	Syam.g_02148
OG0000193	Syaq.g_01423	Syam.g_02192
OG0000194	Syaq.g_01420	Syam.g_02195
OG0000195	Syaq.g_01418	Syam.g_02197
OG0000196	Syaq.g_01407	Syam.g_02208
OG0000197	Syaq.g_01406	Syam.g_02209
OG0000198	Syaq.g_01405	Syam.g_02210
OG0000199	Syaq.g_01398	Syam.g_02218
OG0000200	Syaq.g_01382	Syam.g_02234
OG0000202	Syaq.g_01364	Syam.g_02249
OG0000203	Syaq.g_01363	Syam.g_02250
OG0000204	Syaq.g_01362	Syam.g_02251
OG0000205	Syaq.g_01355	Syam.g_02258
OG0000206	Syaq.g_01345	Syam.g_02264
OG0000207	Syaq.g_01338	Syam.g_02266
OG0000208	Syaq.g_01337	Syam.g_02267
OG0000209	Syaq.g_01310	Syam.g_02278
OG0000210	Syaq.g_01309	Syam.g_02279
OG0000211	Syaq.g_01570	Syam.g_00504
OG0000212	Syaq.g_01586	Syam.g_00515
OG0000213	Syaq.g_00729	Syam.g_00263
OG0000214	Syaq.g_00745	Syam.g_00247
OG0000215	Syaq.g_00777	Syam.g_00216
OG0000216	Syaq.g_00781	Syam.g_00212
OG0000217	Syaq.g_00844	Syam.g_00208
OG0000218	Syaq.g_00846	Syam.g_00206
OG0000219	Syaq.g_00847	Syam.g_00205
OG0000220	Syaq.g_00848	Syam.g_00204
OG0000221	Syaq.g_00856	Syam.g_00198
OG0000222	Syaq.g_00868	Syam.g_00186
OG0000223	Syaq.g_00946	Syam.g_00168
OG0000224	Syaq.g_00950	Syam.g_00164
OG0000225	Syaq.g_00543	Syam.g_00473
OG0000226	Syaq.g_00536	Syam.g_00477
OG0000227	Syaq.g_00534	Syam.g_00479
OG0000228	Syaq.g_00531	Syam.g_00488
OG0000229	Syaq.g_00501	Syam.g_01867
OG0000230	Syaq.g_00499	Syam.g_01865
OG0000231	Syaq.g_00485	Syam.g_01848
OG0000232	Syaq.g_00472	Syam.g_01692
OG0000233	Syaq.g_00464	Syam.g_01678
OG0000234	Syaq.g_00440	Syam.g_01667
OG0000235	Syaq.g_01771	Syam.g_00582
OG0000236	Syaq.g_01787	Syam.g_00597
OG0000237	Syaq.g_01805	Syam.g_00614
OG0000238	Syaq.g_01810	Syam.g_00619
OG0000239	Syaq.g_01826	Syam.g_00637
OG0000240	Syaq.g_01827	Syam.g_00638
OG0000241	Syaq.g_02074	Syam.g_01477
OG0000242	Syaq.g_01836	Syam.g_00649
OG0000243	Syaq.g_01922	Syam.g_00668
OG0000244	Syaq.g_01928	Syam.g_00674
OG0000245	Syaq.g_01930	Syam.g_00676
OG0000246	Syaq.g_01934	Syam.g_00680
OG0000247	Syaq.g_01945	Syam.g_00692
OG0000248	Syaq.g_01948	Syam.g_00695
OG0000249	Syaq.g_01950	Syam.g_00697
OG0000250	Syaq.g_01958	Syam.g_01747
OG0000251	Syaq.g_01984	Syam.g_01722
OG0000252	Syaq.g_01987	Syam.g_01719
OG0000253	Syaq.g_01989	Syam.g_01718
OG0000254	Syaq.g_02016	Syam.g_01510
OG0000255	Syaq.g_02041	Syam.g_01500
OG0000256	Syaq.g_02068	Syam.g_01484
OG0000257	Syaq.g_02073	Syam.g_01478
OG0000258	Syaq.g_02095	Syam.g_01459
OG0000259	Syaq.g_02239	Syam.g_01378
OG0000260	Syaq.g_02242	Syam.g_01375
OG0000261	Syaq.g_02245	Syam.g_01372
OG0000262	Syaq.g_02250	Syam.g_01367
OG0000263	Syaq.g_00185	Syam.g_00885
OG0000264	Syaq.g_02582	Syam.g_00805
OG0000266	Syaq.g_00037	Syam.g_01234
OG0000267	Syaq.g_02430	Syam.g_01071
OG0000268	Syaq.g_02431	Syam.g_01072
OG0000269	Syaq.g_02335	Syam.g_01295
OG0000270	Syaq.g_02338	Syam.g_01292
OG0000271	Syaq.g_02346	Syam.g_01284
OG0000272	Syaq.g_02347	Syam.g_01283
OG0000273	Syaq.g_02376	Syam.g_00745
OG0000274	Syaq.g_02377	Syam.g_00744
OG0000275	Syaq.g_02380	Syam.g_00741
OG0000276	Syaq.g_02387	Syam.g_00733
OG0000277	Syaq.g_02388	Syam.g_00732
OG0000278	Syaq.g_02391	Syam.g_00729
OG0000279	Syaq.g_02401	Syam.g_00721
OG0000280	Syaq.g_02410	Syam.g_00701
OG0000281	Syaq.g_02224	Syam.g_00943
OG0000282	Syaq.g_02271	Syam.g_01347
OG0000283	Syaq.g_02445	Syam.g_01087
OG0000284	Syaq.g_02450	Syam.g_01093
OG0000285	Syaq.g_02466	Syam.g_01105
OG0000286	Syaq.g_02484	Syam.g_01123
OG0000287	Syaq.g_02511	Syam.g_01153
OG0000288	Syaq.g_00067	Syam.g_01186
OG0000289	Syaq.g_00053	Syam.g_01201
OG0000290	Syaq.g_02682	Syam.g_00771
OG0000291	Syaq.g_02680	Syam.g_00773
OG0000292	Syaq.g_01157	Syam.g_02439
OG0000293	Syaq.g_00262	Syam.g_01806
OG0000294	Syaq.g_00261	Syam.g_01805
OG0000295	Syaq.g_00220	Syam.g_01771
OG0000296	Syaq.g_00218	Syam.g_01769
OG0000297	Syaq.g_00205	Syam.g_00906
OG0000298	Syaq.g_00204	Syam.g_00905
OG0000299	Syaq.g_00171	Syam.g_00878
OG0000300	Syaq.g_00164	Syam.g_00871
OG0000301	Syaq.g_00163	Syam.g_00870
OG0000302	Syaq.g_00162	Syam.g_00868
OG0000303	Syaq.g_00152	Syam.g_00859
OG0000304	Syaq.g_00146	Syam.g_00853
OG0000305	Syaq.g_02677	Syam.g_00776
OG0000306	Syaq.g_01861	Syam.g_01757
OG0000307	Syaq.g_01754	Syam.g_00566
OG0000308	Syaq.g_01752	Syam.g_00564
OG0000309	Syaq.g_01747	Syam.g_00559
OG0000310	Syaq.g_00347	Syam.g_01591
OG0000311	Syaq.g_00352	Syam.g_01595
OG0000312	Syaq.g_00359	Syam.g_01601
OG0000313	Syaq.g_00379	Syam.g_01617
OG0000314	Syaq.g_00408	Syam.g_01647
OG0000315	Syaq.g_00418	Syam.g_01658
OG0000316	Syaq.g_01716	Syam.g_01945
OG0000317	Syaq.g_01675	Syam.g_01987
OG0000318	Syaq.g_01672	Syam.g_01991
OG0000319	Syaq.g_01657	Syam.g_02006
OG0000320	Syaq.g_01655	Syam.g_02008
OG0000321	Syaq.g_01654	Syam.g_02009
OG0000322	Syaq.g_01653	Syam.g_02010
OG0000323	Syaq.g_01638	Syam.g_02025
OG0000324	Syaq.g_01605	Syam.g_01906
OG0000325	Syaq.g_00693	Syam.g_00289
OG0000326	Syaq.g_00686	Syam.g_00296
OG0000327	Syaq.g_00652	Syam.g_00325
OG0000328	Syaq.g_00651	Syam.g_00326
OG0000329	Syaq.g_00633	Syam.g_00344
OG0000330	Syaq.g_00632	Syam.g_00345
OG0000331	Syaq.g_00631	Syam.g_00346
OG0000332	Syaq.g_00616	Syam.g_00361
OG0000333	Syaq.g_00613	Syam.g_00364
OG0000334	Syaq.g_00603	Syam.g_00375
OG0000335	Syaq.g_00598	Syam.g_00380
OG0000336	Syaq.g_00594	Syam.g_00384
OG0000337	Syaq.g_00975	Syam.g_00155
OG0000338	Syaq.g_00981	Syam.g_00153
OG0000339	Syaq.g_00988	Syam.g_00147
OG0000340	Syaq.g_01005	Syam.g_00137
OG0000341	Syaq.g_01007	Syam.g_00135
OG0000342	Syaq.g_01008	Syam.g_00134
OG0000343	Syaq.g_01010	Syam.g_00133
OG0000344	Syaq.g_01014	Syam.g_00129
OG0000345	Syaq.g_01024	Syam.g_00119
OG0000346	Syaq.g_01029	Syam.g_00114
OG0000347	Syaq.g_01057	Syam.g_00083
OG0000348	Syaq.g_01070	Syam.g_00068
OG0000349	Syaq.g_01099	Syam.g_00050
OG0000350	Syaq.g_00679	Syam.g_00303
OG0000351	Syaq.g_01179	Syam.g_02420
OG0000352	Syaq.g_01178	Syam.g_02421
OG0000353	Syaq.g_01151	Syam.g_02445
OG0000354	Syaq.g_01816	Syam.g_00626, Syam.g_00625
OG0000355	Syaq.g_01149	Syam.g_00001
OG0000356	Syaq.g_01148	Syam.g_00002
OG0000357	Syaq.g_01147	Syam.g_00003
OG0000358	Syaq.g_01143	Syam.g_00007
OG0000359	Syaq.g_01141	Syam.g_00009
OG0000360	Syaq.g_01140	Syam.g_00010
OG0000361	Syaq.g_01139	Syam.g_00011
OG0000362	Syaq.g_01137	Syam.g_00013
OG0000363	Syaq.g_01135	Syam.g_00015
OG0000364	Syaq.g_01134	Syam.g_00016
OG0000365	Syaq.g_01125	Syam.g_00025
OG0000366	Syaq.g_01124	Syam.g_00026
OG0000367	Syaq.g_01123	Syam.g_00027
OG0000368	Syaq.g_01121	Syam.g_00029
OG0000369	Syaq.g_01120	Syam.g_00030
OG0000370	Syaq.g_01119	Syam.g_00031
OG0000371	Syaq.g_01111	Syam.g_00038
OG0000372	Syaq.g_01106	Syam.g_00043
OG0000373	Syaq.g_01105	Syam.g_00044
OG0000374	Syaq.g_01104	Syam.g_00045
OG0000375	Syaq.g_01103	Syam.g_00046
OG0000376	Syaq.g_01101	Syam.g_00048
OG0000377	Syaq.g_01270	Syam.g_02306
OG0000378	Syaq.g_01286	Syam.g_02297
OG0000379	Syaq.g_01291	Syam.g_02294
OG0000380	Syaq.g_01560	Syam.g_02060
OG0000381	Syaq.g_01558	Syam.g_02063
OG0000382	Syaq.g_01540	Syam.g_02080
OG0000383	Syaq.g_01535	Syam.g_02083
OG0000384	Syaq.g_01534	Syam.g_02084
OG0000385	Syaq.g_01533	Syam.g_02085
OG0000386	Syaq.g_01532	Syam.g_02086
OG0000387	Syaq.g_01495	Syam.g_02112
OG0000388	Syaq.g_01491	Syam.g_02116
OG0000389	Syaq.g_01488	Syam.g_02120
OG0000390	Syaq.g_01473	Syam.g_02136
OG0000391	Syaq.g_01468	Syam.g_02141
OG0000392	Syaq.g_01463	Syam.g_02147
OG0000393	Syaq.g_01460	Syam.g_02149
OG0000394	Syaq.g_01459	Syam.g_02150
OG0000395	Syaq.g_01458	Syam.g_02151
OG0000396	Syaq.g_01455	Syam.g_02153
OG0000397	Syaq.g_01453	Syam.g_02160
OG0000398	Syaq.g_01448	Syam.g_02165
OG0000399	Syaq.g_01447	Syam.g_02166
OG0000400	Syaq.g_01446	Syam.g_02167
OG0000401	Syaq.g_01445	Syam.g_02168
OG0000402	Syaq.g_01443	Syam.g_02171
OG0000403	Syaq.g_01442	Syam.g_02172
OG0000404	Syaq.g_01440	Syam.g_02173
OG0000405	Syaq.g_01429	Syam.g_02189
OG0000406	Syaq.g_01422	Syam.g_02193
OG0000407	Syaq.g_01421	Syam.g_02194
OG0000408	Syaq.g_01419	Syam.g_02196
OG0000409	Syaq.g_01417	Syam.g_02198
OG0000410	Syaq.g_01416	Syam.g_02199
OG0000411	Syaq.g_01415	Syam.g_02200
OG0000412	Syaq.g_01414	Syam.g_02201
OG0000413	Syaq.g_01412	Syam.g_02203
OG0000414	Syaq.g_01411	Syam.g_02204
OG0000415	Syaq.g_01410	Syam.g_02205
OG0000416	Syaq.g_01409	Syam.g_02206
OG0000417	Syaq.g_01408	Syam.g_02207
OG0000418	Syaq.g_01403	Syam.g_02212
OG0000419	Syaq.g_01401	Syam.g_02214
OG0000420	Syaq.g_01400	Syam.g_02216
OG0000421	Syaq.g_01395	Syam.g_02221
OG0000422	Syaq.g_01394	Syam.g_02222
OG0000423	Syaq.g_01393	Syam.g_02223
OG0000424	Syaq.g_01392	Syam.g_02224
OG0000425	Syaq.g_01391	Syam.g_02225
OG0000426	Syaq.g_01390	Syam.g_02226
OG0000427	Syaq.g_01389	Syam.g_02227
OG0000428	Syaq.g_01386	Syam.g_02230
OG0000429	Syaq.g_01384	Syam.g_02232
OG0000430	Syaq.g_01383	Syam.g_02233
OG0000431	Syaq.g_01380	Syam.g_02237
OG0000432	Syaq.g_01374	Syam.g_02243
OG0000433	Syaq.g_01369	Syam.g_02244
OG0000434	Syaq.g_01368	Syam.g_02245
OG0000435	Syaq.g_01367	Syam.g_02246
OG0000436	Syaq.g_01361	Syam.g_02252
OG0000437	Syaq.g_01360	Syam.g_02253
OG0000438	Syaq.g_01359	Syam.g_02254
OG0000439	Syaq.g_01357	Syam.g_02256
OG0000440	Syaq.g_01356	Syam.g_02257
OG0000441	Syaq.g_01352	Syam.g_02261
OG0000442	Syaq.g_01350	Syam.g_02262
OG0000443	Syaq.g_01347	Syam.g_02263
OG0000444	Syaq.g_01333	Syam.g_02268
OG0000445	Syaq.g_01332	Syam.g_02269
OG0000446	Syaq.g_01330	Syam.g_02270
OG0000447	Syaq.g_01328	Syam.g_02272
OG0000448	Syaq.g_01327	Syam.g_02273
OG0000449	Syaq.g_01320	Syam.g_02274
OG0000450	Syaq.g_01313	Syam.g_02275
OG0000451	Syaq.g_01312	Syam.g_02276
OG0000452	Syaq.g_01308	Syam.g_02280
OG0000453	Syaq.g_01307	Syam.g_02281
OG0000454	Syaq.g_01306	Syam.g_02282
OG0000455	Syaq.g_01305	Syam.g_02283
OG0000456	Syaq.g_01304	Syam.g_02284
OG0000457	Syaq.g_01302	Syam.g_02286
OG0000458	Syaq.g_01299	Syam.g_02287
OG0000459	Syaq.g_01298	Syam.g_02288
OG0000460	Syaq.g_01577	Syam.g_00506
OG0000461	Syaq.g_00707	Syam.g_00284
OG0000462	Syaq.g_00710	Syam.g_00281
OG0000463	Syaq.g_00711	Syam.g_00280
OG0000464	Syaq.g_00712	Syam.g_00279
OG0000465	Syaq.g_00714	Syam.g_00277
OG0000466	Syaq.g_00718	Syam.g_00273
OG0000467	Syaq.g_00720	Syam.g_00271
OG0000468	Syaq.g_00725	Syam.g_00266
OG0000469	Syaq.g_00739	Syam.g_00253
OG0000470	Syaq.g_00741	Syam.g_00251
OG0000471	Syaq.g_00742	Syam.g_00250
OG0000472	Syaq.g_00744	Syam.g_00248
OG0000473	Syaq.g_00746	Syam.g_00246
OG0000474	Syaq.g_00747	Syam.g_00245
OG0000475	Syaq.g_00748	Syam.g_00244
OG0000476	Syaq.g_00750	Syam.g_00242
OG0000477	Syaq.g_00756	Syam.g_00236
OG0000478	Syaq.g_00757	Syam.g_00235
OG0000479	Syaq.g_00759	Syam.g_00234
OG0000480	Syaq.g_00766	Syam.g_00227
OG0000481	Syaq.g_00768	Syam.g_00225
OG0000482	Syaq.g_00769	Syam.g_00224
OG0000483	Syaq.g_00773	Syam.g_00220
OG0000484	Syaq.g_00774	Syam.g_00219
OG0000485	Syaq.g_00775	Syam.g_00218
OG0000486	Syaq.g_00776	Syam.g_00217
OG0000487	Syaq.g_00782	Syam.g_00211
OG0000488	Syaq.g_00845	Syam.g_00207
OG0000489	Syaq.g_00857	Syam.g_00197
OG0000490	Syaq.g_00864	Syam.g_00189
OG0000491	Syaq.g_00865	Syam.g_00187
OG0000492	Syaq.g_00869	Syam.g_00185
OG0000493	Syaq.g_00870	Syam.g_00184
OG0000494	Syaq.g_00871	Syam.g_00183
OG0000495	Syaq.g_00872	Syam.g_00182
OG0000496	Syaq.g_00873	Syam.g_00181
OG0000497	Syaq.g_00874	Syam.g_00180
OG0000498	Syaq.g_00875	Syam.g_00179
OG0000499	Syaq.g_00876	Syam.g_00178
OG0000500	Syaq.g_00877	Syam.g_00177
OG0000501	Syaq.g_00880	Syam.g_00174
OG0000502	Syaq.g_00953	Syam.g_00165
OG0000503	Syaq.g_00559	Syam.g_00457
OG0000504	Syaq.g_00557	Syam.g_00459
OG0000505	Syaq.g_00556	Syam.g_00460
OG0000506	Syaq.g_00554	Syam.g_00462
OG0000507	Syaq.g_00548	Syam.g_00468
OG0000508	Syaq.g_00544	Syam.g_00472
OG0000509	Syaq.g_00542	Syam.g_00474
OG0000510	Syaq.g_00538	Syam.g_00475
OG0000511	Syaq.g_00537	Syam.g_00476
OG0000512	Syaq.g_00535	Syam.g_00478
OG0000513	Syaq.g_00525	Syam.g_00493
OG0000514	Syaq.g_00514	Syam.g_00499
OG0000515	Syaq.g_00513	Syam.g_00500
OG0000516	Syaq.g_00509	Syam.g_01862
OG0000517	Syaq.g_00502	Syam.g_01868
OG0000518	Syaq.g_00490	Syam.g_01851
OG0000519	Syaq.g_00489	Syam.g_01850
OG0000520	Syaq.g_00488	Syam.g_01849
OG0000521	Syaq.g_00477	Syam.g_01696
OG0000522	Syaq.g_00475	Syam.g_01694
OG0000523	Syaq.g_00474	Syam.g_01693
OG0000524	Syaq.g_00469	Syam.g_01681
OG0000525	Syaq.g_00450	Syam.g_01677
OG0000526	Syaq.g_00448	Syam.g_01674
OG0000527	Syaq.g_00444	Syam.g_01670
OG0000528	Syaq.g_01768	Syam.g_00580
OG0000529	Syaq.g_01773	Syam.g_00584
OG0000530	Syaq.g_01776	Syam.g_00587
OG0000531	Syaq.g_01777	Syam.g_00588
OG0000532	Syaq.g_01780	Syam.g_00591
OG0000533	Syaq.g_01782	Syam.g_00592
OG0000534	Syaq.g_01783	Syam.g_00593
OG0000535	Syaq.g_01784	Syam.g_00594
OG0000536	Syaq.g_01785	Syam.g_00595
OG0000537	Syaq.g_01786	Syam.g_00596
OG0000538	Syaq.g_01798	Syam.g_00607
OG0000539	Syaq.g_01799	Syam.g_00608
OG0000540	Syaq.g_01800	Syam.g_00609
OG0000541	Syaq.g_01801	Syam.g_00610
OG0000542	Syaq.g_01804	Syam.g_00613
OG0000543	Syaq.g_01806	Syam.g_00615
OG0000544	Syaq.g_02567, Syaq.g_01807	Syam.g_00616
OG0000545	Syaq.g_01809	Syam.g_00618
OG0000546	Syaq.g_01811	Syam.g_00620
OG0000547	Syaq.g_01813	Syam.g_00622
OG0000548	Syaq.g_01814	Syam.g_00623
OG0000549	Syaq.g_01819	Syam.g_00630
OG0000550	Syaq.g_01824	Syam.g_00635
OG0000551	Syaq.g_01829	Syam.g_00640
OG0000552	Syaq.g_01830	Syam.g_00641
OG0000553	Syaq.g_01834	Syam.g_00643
OG0000554	Syaq.g_01839	Syam.g_00652
OG0000555	Syaq.g_01857	Syam.g_00667
OG0000556	Syaq.g_01925	Syam.g_00670
OG0000557	Syaq.g_01927	Syam.g_00672
OG0000558	Syaq.g_01929	Syam.g_00675
OG0000559	Syaq.g_01933	Syam.g_00679
OG0000560	Syaq.g_01936	Syam.g_00682
OG0000561	Syaq.g_01937	Syam.g_00683
OG0000562	Syaq.g_01938	Syam.g_00684
OG0000563	Syaq.g_01939	Syam.g_00685
OG0000564	Syaq.g_01940	Syam.g_00686
OG0000565	Syaq.g_01943	Syam.g_00690
OG0000566	Syaq.g_01947	Syam.g_00694
OG0000567	Syaq.g_01951	Syam.g_00698
