Orthogroup	Syaq	Prbk
OG0000085	Syaq.g_01683	Prbk.g_00919
OG0000086	Syaq.g_01525	Prbk.g_01295
OG0000087	Syaq.g_01438	Prbk.g_00559
OG0000088	Syaq.g_01402	Prbk.g_01836, Prbk.g_00773
OG0000089	Syaq.g_00529	Prbk.g_00364
OG0000090	Syaq.g_01838	Prbk.g_01080
OG0000091	Syaq.g_02090	Prbk.g_02639
OG0000093	Syaq.g_02323	Prbk.g_02444
OG0000094	Syaq.g_02554	Prbk.g_02190
OG0000095	Syaq.g_02679	Prbk.g_00056
OG0000097	Syaq.g_00167	Prbk.g_00189
OG0000098	Syaq.g_02221	Prbk.g_01199
OG0000099	Syaq.g_00882	Prbk.g_00476
OG0000100	Syaq.g_02371	Prbk.g_01360, Prbk.g_02498
OG0000101	Syaq.g_00607	Prbk.g_00944
OG0000102	Syaq.g_01033	Prbk.g_01484
OG0000103	Syaq.g_01170	Prbk.g_02260
OG0000104	Syaq.g_01154	Prbk.g_02274
OG0000105	Syaq.g_00754	Prbk.g_00409
OG0000106	Syaq.g_01863	Prbk.g_00925
OG0000107	Syaq.g_00694	Prbk.g_01902
OG0000108	Syaq.g_01772	Prbk.g_02061
OG0000109	Syaq.g_01788	Prbk.g_02077
OG0000110	Syaq.g_01962	Prbk.g_01110
OG0000111	Syaq.g_02606	Prbk.g_01766
OG0000112	Syaq.g_02476	Prbk.g_02332
OG0000114	Syaq.g_02269	Prbk.g_02396
OG0000115	Syaq.g_00395	Prbk.g_01234
OG0000116	Syaq.g_00263	Prbk.g_01034
OG0000117	Syaq.g_00203	Prbk.g_01496
OG0000118	Syaq.g_00325, Syaq.g_00316	Prbk.g_01169
OG0000120	Syaq.g_00883	Prbk.g_00477
OG0000121	Syaq.g_00375	Prbk.g_00267, Prbk.g_00261
OG0000122	Syaq.g_02118	Prbk.g_02664
OG0000123	Syaq.g_00599	Prbk.g_00805
OG0000124	Syaq.g_01055	Prbk.g_01539
OG0000125	Syaq.g_01256	Prbk.g_02168
OG0000126	Syaq.g_01156	Prbk.g_02272
OG0000128	Syaq.g_01138	Prbk.g_02290
OG0000129	Syaq.g_01269	Prbk.g_02156
OG0000130	Syaq.g_01559	Prbk.g_01320
OG0000131	Syaq.g_01427, Syaq.g_01424	Prbk.g_00751
OG0000132	Syaq.g_01404	Prbk.g_00771
OG0000133	Syaq.g_02481	Prbk.g_00472
OG0000134	Syaq.g_00526	Prbk.g_00361
OG0000135	Syaq.g_01227	Prbk.g_02209
OG0000136	Syaq.g_00496	Prbk.g_00323
OG0000137	Syaq.g_00442	Prbk.g_02113
OG0000138	Syaq.g_01789	Prbk.g_02078
OG0000139	Syaq.g_01844	Prbk.g_01086
OG0000140	Syaq.g_01848	Prbk.g_01092
OG0000141	Syaq.g_02010	Prbk.g_01154
OG0000142	Syaq.g_02082	Prbk.g_02631
OG0000143	Syaq.g_02086	Prbk.g_02635
OG0000144	Syaq.g_02152	Prbk.g_00739
OG0000145	Syaq.g_01796	Prbk.g_01863
OG0000146	Syaq.g_02475	Prbk.g_02333
OG0000147	Syaq.g_02474	Prbk.g_02334
OG0000148	Syaq.g_02359	Prbk.g_02487
OG0000149	Syaq.g_02395	Prbk.g_02544
OG0000150	Syaq.g_02011	Prbk.g_02567
OG0000151	Syaq.g_02283	Prbk.g_02417
OG0000152	Syaq.g_02485	Prbk.g_02324
OG0000153	Syaq.g_02518	Prbk.g_02297
OG0000154	Syaq.g_00066	Prbk.g_00584
OG0000155	Syaq.g_00212	Prbk.g_00099
OG0000156	Syaq.g_00281	Prbk.g_00164
OG0000157	Syaq.g_00282	Prbk.g_00163
OG0000158	Syaq.g_01003	Prbk.g_00526
OG0000160	Syaq.g_00374	Prbk.g_00260
OG0000161	Syaq.g_00382	Prbk.g_00274
OG0000162	Syaq.g_00389	Prbk.g_00280
OG0000163	Syaq.g_01730	Prbk.g_02002
OG0000164	Syaq.g_01642	Prbk.g_01432
OG0000165	Syaq.g_01630	Prbk.g_01423
OG0000166	Syaq.g_00647	Prbk.g_00982
OG0000167	Syaq.g_00983	Prbk.g_00512
OG0000168	Syaq.g_01004	Prbk.g_00527
OG0000169	Syaq.g_01016	Prbk.g_00220
OG0000170	Syaq.g_01023	Prbk.g_00232
OG0000171	Syaq.g_01052	Prbk.g_01538
OG0000172	Syaq.g_01074	Prbk.g_01573
OG0000173	Syaq.g_01092	Prbk.g_01594
OG0000174	Syaq.g_01224	Prbk.g_02211
OG0000175	Syaq.g_01183	Prbk.g_02249
OG0000176	Syaq.g_01146	Prbk.g_02282
OG0000177	Syaq.g_01145	Prbk.g_02283
OG0000178	Syaq.g_01144	Prbk.g_02284
OG0000179	Syaq.g_01129	Prbk.g_01633
OG0000180	Syaq.g_01128	Prbk.g_01632
OG0000181	Syaq.g_01127	Prbk.g_01631
OG0000182	Syaq.g_01126	Prbk.g_01630
OG0000183	Syaq.g_01122	Prbk.g_01626
OG0000184	Syaq.g_01277	Prbk.g_02148
OG0000185	Syaq.g_01290	Prbk.g_02126
OG0000186	Syaq.g_01563	Prbk.g_01326
OG0000187	Syaq.g_01561	Prbk.g_01324
OG0000188	Syaq.g_01539	Prbk.g_01303
OG0000189	Syaq.g_01499	Prbk.g_00024
OG0000190	Syaq.g_01497	Prbk.g_00022
OG0000191	Syaq.g_01467	Prbk.g_00197
OG0000192	Syaq.g_01462	Prbk.g_00206
OG0000193	Syaq.g_01423	Prbk.g_00752
OG0000194	Syaq.g_01420	Prbk.g_00755
OG0000195	Syaq.g_01418	Prbk.g_00757
OG0000196	Syaq.g_01407	Prbk.g_00768
OG0000197	Syaq.g_01406	Prbk.g_00769
OG0000198	Syaq.g_01405	Prbk.g_00770
OG0000199	Syaq.g_01398	Prbk.g_00777
OG0000200	Syaq.g_01382	Prbk.g_01280
OG0000201	Syaq.g_01365	Prbk.g_01261
OG0000202	Syaq.g_01364	Prbk.g_01260
OG0000203	Syaq.g_01363	Prbk.g_01259
OG0000204	Syaq.g_01362	Prbk.g_01258
OG0000205	Syaq.g_01355	Prbk.g_01251
OG0000206	Syaq.g_01345	Prbk.g_00632
OG0000207	Syaq.g_01338	Prbk.g_00686
OG0000208	Syaq.g_01337	Prbk.g_00685
OG0000209	Syaq.g_01310	Prbk.g_00658
OG0000210	Syaq.g_01309	Prbk.g_00657
OG0000211	Syaq.g_01570	Prbk.g_01368
OG0000212	Syaq.g_01586	Prbk.g_01514
OG0000213	Syaq.g_00729	Prbk.g_00374
OG0000214	Syaq.g_00745	Prbk.g_00401
OG0000215	Syaq.g_00777	Prbk.g_00431
OG0000216	Syaq.g_00781	Prbk.g_00434
OG0000217	Syaq.g_00844	Prbk.g_00438
OG0000218	Syaq.g_00846	Prbk.g_00442
OG0000219	Syaq.g_00847	Prbk.g_00443
OG0000220	Syaq.g_00848	Prbk.g_00444
OG0000221	Syaq.g_00856	Prbk.g_00449
OG0000222	Syaq.g_00868	Prbk.g_00458
OG0000223	Syaq.g_00946	Prbk.g_00481
OG0000224	Syaq.g_00950	Prbk.g_00492
OG0000225	Syaq.g_00543	Prbk.g_00889
OG0000226	Syaq.g_00536	Prbk.g_00893
OG0000227	Syaq.g_00534	Prbk.g_00895
OG0000228	Syaq.g_00531	Prbk.g_00365
OG0000229	Syaq.g_00501	Prbk.g_00328
OG0000230	Syaq.g_00499	Prbk.g_00326
OG0000231	Syaq.g_00485	Prbk.g_00311
OG0000232	Syaq.g_00472	Prbk.g_00295
OG0000233	Syaq.g_00464	Prbk.g_02092
OG0000234	Syaq.g_00440	Prbk.g_02114
OG0000235	Syaq.g_01771	Prbk.g_02060
OG0000236	Syaq.g_01787	Prbk.g_02076
OG0000237	Syaq.g_01805	Prbk.g_01047
OG0000238	Syaq.g_01810	Prbk.g_01051
OG0000239	Syaq.g_01826	Prbk.g_01067
OG0000240	Syaq.g_01827	Prbk.g_01068
OG0000241	Syaq.g_02074	Prbk.g_01965
OG0000242	Syaq.g_01836	Prbk.g_01078
OG0000243	Syaq.g_01922	Prbk.g_02684
OG0000244	Syaq.g_01928	Prbk.g_01897
OG0000245	Syaq.g_01930	Prbk.g_01894
OG0000246	Syaq.g_01934	Prbk.g_01890
OG0000247	Syaq.g_01945	Prbk.g_01879
OG0000248	Syaq.g_01948	Prbk.g_01876
OG0000249	Syaq.g_01950	Prbk.g_01874
OG0000250	Syaq.g_01958	Prbk.g_01106
OG0000251	Syaq.g_01984	Prbk.g_01130
OG0000252	Syaq.g_01987	Prbk.g_01133
OG0000253	Syaq.g_01989	Prbk.g_01139
OG0000254	Syaq.g_02016	Prbk.g_01158
OG0000255	Syaq.g_02041	Prbk.g_02604
OG0000256	Syaq.g_02068	Prbk.g_02618
OG0000257	Syaq.g_02073	Prbk.g_02624
OG0000258	Syaq.g_02095	Prbk.g_02647
OG0000259	Syaq.g_02239	Prbk.g_00720
OG0000260	Syaq.g_02242	Prbk.g_00717
OG0000261	Syaq.g_02245	Prbk.g_00714
OG0000262	Syaq.g_02250	Prbk.g_00709
OG0000263	Syaq.g_00185	Prbk.g_00672
OG0000264	Syaq.g_02582	Prbk.g_01815
OG0000266	Syaq.g_00037	Prbk.g_00608
OG0000267	Syaq.g_02430	Prbk.g_02371
OG0000268	Syaq.g_02431	Prbk.g_02370
OG0000269	Syaq.g_02335	Prbk.g_02463
OG0000270	Syaq.g_02338	Prbk.g_02466
OG0000271	Syaq.g_02346	Prbk.g_02474
OG0000272	Syaq.g_02347	Prbk.g_02475
OG0000273	Syaq.g_02376	Prbk.g_02526
OG0000274	Syaq.g_02377	Prbk.g_02527
OG0000275	Syaq.g_02380	Prbk.g_02530
OG0000276	Syaq.g_02387	Prbk.g_02536
OG0000277	Syaq.g_02388	Prbk.g_02537
OG0000278	Syaq.g_02391	Prbk.g_02540
OG0000279	Syaq.g_02401	Prbk.g_02548
OG0000280	Syaq.g_02410	Prbk.g_02554
OG0000281	Syaq.g_02224	Prbk.g_02568
OG0000282	Syaq.g_02271	Prbk.g_02398
OG0000283	Syaq.g_02445	Prbk.g_02359
OG0000284	Syaq.g_02450	Prbk.g_02353
OG0000285	Syaq.g_02466	Prbk.g_01698
OG0000286	Syaq.g_02484	Prbk.g_02325
OG0000287	Syaq.g_02511	Prbk.g_01728
OG0000288	Syaq.g_00067	Prbk.g_00583
OG0000289	Syaq.g_00053	Prbk.g_00596
OG0000290	Syaq.g_02682	Prbk.g_00059
OG0000291	Syaq.g_02680	Prbk.g_00057
OG0000292	Syaq.g_01157	Prbk.g_02271
OG0000293	Syaq.g_00262	Prbk.g_01032
OG0000294	Syaq.g_00261	Prbk.g_01031
OG0000295	Syaq.g_00220	Prbk.g_00106
OG0000296	Syaq.g_00218	Prbk.g_00104
OG0000297	Syaq.g_00205	Prbk.g_01498
OG0000298	Syaq.g_00204	Prbk.g_01497
OG0000299	Syaq.g_00171	Prbk.g_01508
OG0000300	Syaq.g_00164	Prbk.g_00186
OG0000301	Syaq.g_00163	Prbk.g_00185
OG0000302	Syaq.g_00162	Prbk.g_00182
OG0000303	Syaq.g_00152	Prbk.g_00097
OG0000304	Syaq.g_00146	Prbk.g_00121
OG0000305	Syaq.g_02677	Prbk.g_00055
OG0000306	Syaq.g_01861	Prbk.g_02578
OG0000307	Syaq.g_01754	Prbk.g_02044
OG0000308	Syaq.g_01752	Prbk.g_02042
OG0000309	Syaq.g_01747	Prbk.g_02038
OG0000310	Syaq.g_00347	Prbk.g_01937
OG0000311	Syaq.g_00352	Prbk.g_00243
OG0000312	Syaq.g_00359	Prbk.g_00247
OG0000313	Syaq.g_00379	Prbk.g_00271
OG0000314	Syaq.g_00408	Prbk.g_01222
OG0000315	Syaq.g_00418	Prbk.g_01212
OG0000316	Syaq.g_01716	Prbk.g_01991
OG0000317	Syaq.g_01675	Prbk.g_00913
OG0000318	Syaq.g_01672	Prbk.g_00906
OG0000319	Syaq.g_01657	Prbk.g_01443
OG0000320	Syaq.g_01655	Prbk.g_01441
OG0000321	Syaq.g_01654	Prbk.g_01440
OG0000322	Syaq.g_01653	Prbk.g_01439
OG0000323	Syaq.g_01638	Prbk.g_01428
OG0000324	Syaq.g_01605	Prbk.g_01399
OG0000325	Syaq.g_00693	Prbk.g_01904
OG0000326	Syaq.g_00686	Prbk.g_01912
OG0000327	Syaq.g_00652	Prbk.g_00987
OG0000328	Syaq.g_00651	Prbk.g_00986
OG0000329	Syaq.g_00633	Prbk.g_00969
OG0000330	Syaq.g_00632	Prbk.g_00968
OG0000331	Syaq.g_00631	Prbk.g_00967
OG0000332	Syaq.g_00616	Prbk.g_00952
OG0000333	Syaq.g_00613	Prbk.g_00950
OG0000334	Syaq.g_00603	Prbk.g_00801
OG0000335	Syaq.g_00598	Prbk.g_00806
OG0000336	Syaq.g_00594	Prbk.g_00810
OG0000337	Syaq.g_00975	Prbk.g_00506
OG0000338	Syaq.g_00981	Prbk.g_00510
OG0000339	Syaq.g_00988	Prbk.g_00516
OG0000340	Syaq.g_01005	Prbk.g_00528
OG0000341	Syaq.g_01007	Prbk.g_00530
OG0000342	Syaq.g_01008	Prbk.g_00531
OG0000343	Syaq.g_01010	Prbk.g_00215
OG0000344	Syaq.g_01014	Prbk.g_00218
OG0000345	Syaq.g_01024	Prbk.g_00233
OG0000346	Syaq.g_01029	Prbk.g_00238
OG0000347	Syaq.g_01057	Prbk.g_01540
OG0000348	Syaq.g_01070	Prbk.g_01578
OG0000349	Syaq.g_01099	Prbk.g_01602
OG0000350	Syaq.g_00679	Prbk.g_02204
OG0000351	Syaq.g_01179	Prbk.g_02252
OG0000352	Syaq.g_01178	Prbk.g_02253
OG0000353	Syaq.g_01151	Prbk.g_02277
OG0000354	Syaq.g_01816	Prbk.g_01057
OG0000354	Syaq.g_01131	Prbk.g_01635
OG0000355	Syaq.g_01149	Prbk.g_02279
OG0000356	Syaq.g_01148	Prbk.g_02280
OG0000357	Syaq.g_01147	Prbk.g_02281
OG0000358	Syaq.g_01143	Prbk.g_02285
OG0000359	Syaq.g_01141	Prbk.g_02287
OG0000360	Syaq.g_01140	Prbk.g_02288
OG0000361	Syaq.g_01139	Prbk.g_02289
OG0000362	Syaq.g_01137	Prbk.g_02291
OG0000363	Syaq.g_01135	Prbk.g_01639
OG0000364	Syaq.g_01134	Prbk.g_01638
OG0000365	Syaq.g_01125	Prbk.g_01629
OG0000366	Syaq.g_01124	Prbk.g_01628
OG0000367	Syaq.g_01123	Prbk.g_01627
OG0000368	Syaq.g_01121	Prbk.g_01625
OG0000369	Syaq.g_01120	Prbk.g_01624
OG0000370	Syaq.g_01119	Prbk.g_01623
OG0000371	Syaq.g_01111	Prbk.g_01614
OG0000372	Syaq.g_01106	Prbk.g_01609
OG0000373	Syaq.g_01105	Prbk.g_01608
OG0000374	Syaq.g_01104	Prbk.g_01607
OG0000375	Syaq.g_01103	Prbk.g_01606
OG0000376	Syaq.g_01101	Prbk.g_01604
OG0000377	Syaq.g_01270	Prbk.g_02155
OG0000378	Syaq.g_01286	Prbk.g_02141
OG0000379	Syaq.g_01291	Prbk.g_02125
OG0000380	Syaq.g_01560	Prbk.g_01323
OG0000381	Syaq.g_01558	Prbk.g_01319
OG0000382	Syaq.g_01540	Prbk.g_01304
OG0000383	Syaq.g_01535	Prbk.g_01302
OG0000384	Syaq.g_01534	Prbk.g_01301
OG0000385	Syaq.g_01533	Prbk.g_01300
OG0000386	Syaq.g_01532	Prbk.g_01299
OG0000387	Syaq.g_01495	Prbk.g_00020
OG0000388	Syaq.g_01491	Prbk.g_00016
OG0000389	Syaq.g_01488	Prbk.g_00012
OG0000390	Syaq.g_01473	Prbk.g_00191
OG0000391	Syaq.g_01468	Prbk.g_00196
OG0000392	Syaq.g_01463	Prbk.g_00202
OG0000393	Syaq.g_01460	Prbk.g_00207
OG0000394	Syaq.g_01459	Prbk.g_00208
OG0000395	Syaq.g_01458	Prbk.g_00209
OG0000396	Syaq.g_01455	Prbk.g_00542
OG0000397	Syaq.g_01453	Prbk.g_00544
OG0000398	Syaq.g_01448	Prbk.g_00549
OG0000399	Syaq.g_01447	Prbk.g_00550
OG0000400	Syaq.g_01446	Prbk.g_00551
OG0000401	Syaq.g_01445	Prbk.g_00552
OG0000402	Syaq.g_01443	Prbk.g_00554
OG0000403	Syaq.g_01442	Prbk.g_00555
OG0000404	Syaq.g_01440	Prbk.g_00557
OG0000405	Syaq.g_01429	Prbk.g_00749
OG0000406	Syaq.g_01422	Prbk.g_00753
OG0000407	Syaq.g_01421	Prbk.g_00754
OG0000408	Syaq.g_01419	Prbk.g_00756
OG0000409	Syaq.g_01417	Prbk.g_00758
OG0000410	Syaq.g_01416	Prbk.g_00759
OG0000411	Syaq.g_01415	Prbk.g_00760
OG0000412	Syaq.g_01414	Prbk.g_00761
OG0000413	Syaq.g_01412	Prbk.g_00763
OG0000414	Syaq.g_01411	Prbk.g_00764
OG0000415	Syaq.g_01410	Prbk.g_00765
OG0000416	Syaq.g_01409	Prbk.g_00766
OG0000417	Syaq.g_01408	Prbk.g_00767
OG0000418	Syaq.g_01403	Prbk.g_00772
OG0000419	Syaq.g_01401	Prbk.g_00774
OG0000420	Syaq.g_01400	Prbk.g_00775
OG0000421	Syaq.g_01395	Prbk.g_00779
OG0000422	Syaq.g_01394	Prbk.g_00780
OG0000423	Syaq.g_01393	Prbk.g_00781
OG0000424	Syaq.g_01392	Prbk.g_00782
OG0000425	Syaq.g_01391	Prbk.g_00783
OG0000426	Syaq.g_01390	Prbk.g_00784
OG0000427	Syaq.g_01389	Prbk.g_00785
OG0000428	Syaq.g_01386	Prbk.g_02425
OG0000429	Syaq.g_01384	Prbk.g_01283
OG0000430	Syaq.g_01383	Prbk.g_01281
OG0000431	Syaq.g_01380	Prbk.g_01277
OG0000432	Syaq.g_01374	Prbk.g_01270
OG0000433	Syaq.g_01369	Prbk.g_01267
OG0000434	Syaq.g_01368	Prbk.g_01266
OG0000435	Syaq.g_01367	Prbk.g_01263
OG0000436	Syaq.g_01361	Prbk.g_01257
OG0000437	Syaq.g_01360	Prbk.g_01256
OG0000438	Syaq.g_01359	Prbk.g_01255
OG0000439	Syaq.g_01357	Prbk.g_01253
OG0000440	Syaq.g_01356	Prbk.g_01252
OG0000441	Syaq.g_01352	Prbk.g_01245
OG0000442	Syaq.g_01350	Prbk.g_01244
OG0000443	Syaq.g_01347	Prbk.g_00631
OG0000444	Syaq.g_01333	Prbk.g_00683
OG0000445	Syaq.g_01332	Prbk.g_00682
OG0000446	Syaq.g_01330	Prbk.g_00680
OG0000447	Syaq.g_01328	Prbk.g_00670
OG0000448	Syaq.g_01327	Prbk.g_00669
OG0000449	Syaq.g_01320	Prbk.g_00668
OG0000450	Syaq.g_01313	Prbk.g_00662
OG0000451	Syaq.g_01312	Prbk.g_00661
OG0000452	Syaq.g_01308	Prbk.g_00656
OG0000453	Syaq.g_01307	Prbk.g_00655
OG0000454	Syaq.g_01306	Prbk.g_00654
OG0000455	Syaq.g_01305	Prbk.g_00653
OG0000456	Syaq.g_01304	Prbk.g_00652
OG0000457	Syaq.g_01302	Prbk.g_00650
OG0000458	Syaq.g_01299	Prbk.g_00649
OG0000459	Syaq.g_01298	Prbk.g_00648
OG0000460	Syaq.g_01577	Prbk.g_01369
OG0000461	Syaq.g_00707	Prbk.g_01900
OG0000462	Syaq.g_00710	Prbk.g_01012
OG0000463	Syaq.g_00711	Prbk.g_01011
OG0000464	Syaq.g_00712	Prbk.g_01010
OG0000465	Syaq.g_00714	Prbk.g_01008
OG0000466	Syaq.g_00718	Prbk.g_01003
OG0000467	Syaq.g_00720	Prbk.g_01001
OG0000468	Syaq.g_00725	Prbk.g_00371
OG0000469	Syaq.g_00739	Prbk.g_00384
OG0000470	Syaq.g_00741	Prbk.g_00397
OG0000471	Syaq.g_00742	Prbk.g_00398
OG0000472	Syaq.g_00744	Prbk.g_00400
OG0000473	Syaq.g_00746	Prbk.g_00402
OG0000474	Syaq.g_00747	Prbk.g_00403
OG0000475	Syaq.g_00748	Prbk.g_00404
OG0000476	Syaq.g_00750	Prbk.g_00406
OG0000477	Syaq.g_00756	Prbk.g_00411
OG0000478	Syaq.g_00757	Prbk.g_00412
OG0000479	Syaq.g_00759	Prbk.g_00413
OG0000480	Syaq.g_00766	Prbk.g_00420
OG0000481	Syaq.g_00768	Prbk.g_00422
OG0000482	Syaq.g_00769	Prbk.g_00423
OG0000483	Syaq.g_00773	Prbk.g_00427
OG0000484	Syaq.g_00774	Prbk.g_00428
OG0000485	Syaq.g_00775	Prbk.g_00429
OG0000486	Syaq.g_00776	Prbk.g_00430
OG0000487	Syaq.g_00782	Prbk.g_00435
OG0000488	Syaq.g_00845	Prbk.g_00439
OG0000489	Syaq.g_00857	Prbk.g_00450
OG0000490	Syaq.g_00864	Prbk.g_00456
OG0000491	Syaq.g_00865	Prbk.g_00457
OG0000492	Syaq.g_00869	Prbk.g_00460
OG0000493	Syaq.g_00870	Prbk.g_00461
OG0000494	Syaq.g_00871	Prbk.g_00462
OG0000495	Syaq.g_00872	Prbk.g_00463
OG0000496	Syaq.g_00873	Prbk.g_00464
OG0000497	Syaq.g_00874	Prbk.g_00465
OG0000498	Syaq.g_00875	Prbk.g_00466
OG0000499	Syaq.g_00876	Prbk.g_00467
OG0000500	Syaq.g_00877	Prbk.g_00468
OG0000501	Syaq.g_00880	Prbk.g_00471
OG0000502	Syaq.g_00953	Prbk.g_00483
OG0000503	Syaq.g_00559	Prbk.g_00871
OG0000504	Syaq.g_00557	Prbk.g_00873
OG0000505	Syaq.g_00556	Prbk.g_00874
OG0000506	Syaq.g_00554	Prbk.g_00876
OG0000507	Syaq.g_00548	Prbk.g_00881
OG0000508	Syaq.g_00544	Prbk.g_00888
OG0000509	Syaq.g_00542	Prbk.g_00890
OG0000510	Syaq.g_00538	Prbk.g_00891
OG0000511	Syaq.g_00537	Prbk.g_00892
OG0000512	Syaq.g_00535	Prbk.g_00894
OG0000513	Syaq.g_00525	Prbk.g_00360
OG0000514	Syaq.g_00514	Prbk.g_00352
OG0000515	Syaq.g_00513	Prbk.g_00351
OG0000516	Syaq.g_00509	Prbk.g_00339
OG0000517	Syaq.g_00502	Prbk.g_00329
OG0000518	Syaq.g_00490	Prbk.g_00317
OG0000519	Syaq.g_00489	Prbk.g_00316
OG0000520	Syaq.g_00488	Prbk.g_00315
OG0000521	Syaq.g_00477	Prbk.g_00301
OG0000522	Syaq.g_00475	Prbk.g_00299
OG0000523	Syaq.g_00474	Prbk.g_00298
OG0000524	Syaq.g_00469	Prbk.g_02088
OG0000525	Syaq.g_00450	Prbk.g_02105
OG0000526	Syaq.g_00448	Prbk.g_02107
OG0000527	Syaq.g_00444	Prbk.g_02111
OG0000528	Syaq.g_01768	Prbk.g_02056
OG0000529	Syaq.g_01773	Prbk.g_02062
OG0000530	Syaq.g_01776	Prbk.g_02065
OG0000531	Syaq.g_01777	Prbk.g_02066
OG0000532	Syaq.g_01780	Prbk.g_02069
OG0000533	Syaq.g_01782	Prbk.g_02071
OG0000534	Syaq.g_01783	Prbk.g_02072
OG0000535	Syaq.g_01784	Prbk.g_02073
OG0000536	Syaq.g_01785	Prbk.g_02074
OG0000537	Syaq.g_01786	Prbk.g_02075
OG0000538	Syaq.g_01798	Prbk.g_01865
OG0000539	Syaq.g_01799	Prbk.g_01041
OG0000540	Syaq.g_01800	Prbk.g_01042
OG0000541	Syaq.g_01801	Prbk.g_01043
OG0000542	Syaq.g_01804	Prbk.g_01046
OG0000543	Syaq.g_01806	Prbk.g_01048
OG0000544	Syaq.g_02567, Syaq.g_01807	Prbk.g_01049
