Orthogroup	Syaq	Pras
OG0000216	Syaq.g_00781	Pras.g_01145
OG0000217	Syaq.g_00844	Pras.g_01148
OG0000218	Syaq.g_00846	Pras.g_01150
OG0000219	Syaq.g_00847	Pras.g_01151
OG0000220	Syaq.g_00848	Pras.g_01152
OG0000221	Syaq.g_00856	Pras.g_01153
OG0000222	Syaq.g_00868	Pras.g_01162
OG0000223	Syaq.g_00946	Pras.g_01175
OG0000224	Syaq.g_00950	Pras.g_01177
OG0000225	Syaq.g_00543	Pras.g_01199
OG0000226	Syaq.g_00536	Pras.g_01203
OG0000227	Syaq.g_00534	Pras.g_01205
OG0000228	Syaq.g_00531	Pras.g_01208
OG0000229	Syaq.g_00501	Pras.g_01314
OG0000230	Syaq.g_00499	Pras.g_01316
OG0000231	Syaq.g_00485	Pras.g_01327
OG0000232	Syaq.g_00472	Pras.g_01335
OG0000233	Syaq.g_00464	Pras.g_01341
OG0000234	Syaq.g_00440	Pras.g_01354
OG0000235	Syaq.g_01771	Pras.g_01357
OG0000236	Syaq.g_01787	Pras.g_01371
OG0000237	Syaq.g_01805	Pras.g_01384
OG0000238	Syaq.g_01810	Pras.g_01390
OG0000239	Syaq.g_01826	Pras.g_01402
OG0000240	Syaq.g_01827	Pras.g_01403
OG0000241	Syaq.g_02074	Pras.g_01407
OG0000242	Syaq.g_01836	Pras.g_01409
OG0000243	Syaq.g_01922	Pras.g_01420
OG0000244	Syaq.g_01928	Pras.g_01423
OG0000245	Syaq.g_01930	Pras.g_01425
OG0000246	Syaq.g_01934	Pras.g_01429
OG0000247	Syaq.g_01945	Pras.g_01439
OG0000248	Syaq.g_01948	Pras.g_01441
OG0000249	Syaq.g_01950	Pras.g_01443
OG0000250	Syaq.g_01958	Pras.g_01448
OG0000251	Syaq.g_01984	Pras.g_01467
OG0000252	Syaq.g_01987	Pras.g_01470
OG0000253	Syaq.g_01989	Pras.g_01471
OG0000254	Syaq.g_02016	Pras.g_01487
OG0000255	Syaq.g_02041	Pras.g_01493
OG0000256	Syaq.g_02068	Pras.g_01503
OG0000257	Syaq.g_02073	Pras.g_01506
OG0000258	Syaq.g_02095	Pras.g_01519
OG0000259	Syaq.g_02239	Pras.g_01536
OG0000260	Syaq.g_02242	Pras.g_01539
OG0000261	Syaq.g_02245	Pras.g_01541
OG0000262	Syaq.g_02250	Pras.g_00327, Pras.g_01545
OG0000263	Syaq.g_00185	Pras.g_01557
OG0000264	Syaq.g_02582	Pras.g_01567
OG0000266	Syaq.g_00037	Pras.g_01616
OG0000267	Syaq.g_02430	Pras.g_01627
OG0000268	Syaq.g_02431	Pras.g_01628
OG0000269	Syaq.g_02335	Pras.g_01696
OG0000270	Syaq.g_02338	Pras.g_01699
OG0000271	Syaq.g_02346	Pras.g_01707
OG0000272	Syaq.g_02347	Pras.g_01708
OG0000273	Syaq.g_02376	Pras.g_01731
OG0000274	Syaq.g_02377	Pras.g_01732
OG0000275	Syaq.g_02380	Pras.g_01734
OG0000276	Syaq.g_02387	Pras.g_01739
OG0000277	Syaq.g_02388	Pras.g_01740
OG0000278	Syaq.g_02391	Pras.g_01743
OG0000279	Syaq.g_02401	Pras.g_01750
OG0000280	Syaq.g_02410	Pras.g_01751
OG0000281	Syaq.g_02224	Pras.g_01756
OG0000282	Syaq.g_02271	Pras.g_01803
OG0000283	Syaq.g_02445	Pras.g_01836
OG0000284	Syaq.g_02450	Pras.g_01841
OG0000285	Syaq.g_02466	Pras.g_01846
OG0000286	Syaq.g_02484	Pras.g_01858
OG0000288	Syaq.g_00067	Pras.g_01907
OG0000289	Syaq.g_00053	Pras.g_01918
OG0000290	Syaq.g_02682	Pras.g_01931
OG0000291	Syaq.g_02680	Pras.g_01933
OG0000292	Syaq.g_01157	Pras.g_01982
OG0000293	Syaq.g_00262	Pras.g_00047
OG0000294	Syaq.g_00261	Pras.g_00048
OG0000295	Syaq.g_00220	Pras.g_00068
OG0000296	Syaq.g_00218	Pras.g_00070
OG0000297	Syaq.g_00205	Pras.g_00078
OG0000298	Syaq.g_00204	Pras.g_00079
OG0000299	Syaq.g_00171	Pras.g_00096, Pras.g_00097
OG0000300	Syaq.g_00164	Pras.g_00100
OG0000301	Syaq.g_00163	Pras.g_00101
OG0000302	Syaq.g_00162	Pras.g_00103
OG0000303	Syaq.g_00152	Pras.g_00110
OG0000304	Syaq.g_00146	Pras.g_00114
OG0000305	Syaq.g_02677	Pras.g_00242
OG0000306	Syaq.g_01861	Pras.g_00245
OG0000307	Syaq.g_01754	Pras.g_00259
OG0000308	Syaq.g_01752	Pras.g_00260
OG0000309	Syaq.g_01747	Pras.g_00264
OG0000310	Syaq.g_00347	Pras.g_00335
OG0000311	Syaq.g_00352	Pras.g_00337
OG0000312	Syaq.g_00359	Pras.g_00340
OG0000313	Syaq.g_00379	Pras.g_00354
OG0000314	Syaq.g_00408	Pras.g_00377
OG0000315	Syaq.g_00418	Pras.g_00388
OG0000316	Syaq.g_01716	Pras.g_00410
OG0000317	Syaq.g_01675	Pras.g_00548
OG0000318	Syaq.g_01672	Pras.g_00551
OG0000319	Syaq.g_01657	Pras.g_00564
OG0000320	Syaq.g_01655	Pras.g_00566
OG0000321	Syaq.g_01654	Pras.g_00567
OG0000322	Syaq.g_01653	Pras.g_00568
OG0000323	Syaq.g_01638	Pras.g_00577
OG0000324	Syaq.g_01605	Pras.g_00604
OG0000325	Syaq.g_00693	Pras.g_00614
OG0000326	Syaq.g_00686	Pras.g_00620
OG0000327	Syaq.g_00652	Pras.g_00646
OG0000328	Syaq.g_00651	Pras.g_00647
OG0000329	Syaq.g_00633	Pras.g_00664
OG0000330	Syaq.g_00632	Pras.g_00665
OG0000331	Syaq.g_00631	Pras.g_00666
OG0000332	Syaq.g_00616	Pras.g_00680
OG0000333	Syaq.g_00613	Pras.g_00682
OG0000334	Syaq.g_00603	Pras.g_00690
OG0000335	Syaq.g_00598	Pras.g_00695
OG0000336	Syaq.g_00594	Pras.g_00699
OG0000337	Syaq.g_00975	Pras.g_00715
OG0000338	Syaq.g_00981	Pras.g_00716
OG0000339	Syaq.g_00988	Pras.g_00720
OG0000340	Syaq.g_01005	Pras.g_00728
OG0000341	Syaq.g_01007	Pras.g_00730
OG0000342	Syaq.g_01008	Pras.g_00731
OG0000343	Syaq.g_01010	Pras.g_00732
OG0000344	Syaq.g_01014	Pras.g_00735
OG0000345	Syaq.g_01024	Pras.g_00740
OG0000346	Syaq.g_01029	Pras.g_00744
OG0000347	Syaq.g_01057	Pras.g_00761
OG0000348	Syaq.g_01070	Pras.g_00771
OG0000349	Syaq.g_01099	Pras.g_00788
OG0000350	Syaq.g_00679	Pras.g_00806, Pras.g_00131
OG0000351	Syaq.g_01179	Pras.g_00824
OG0000352	Syaq.g_01178	Pras.g_00825
OG0000353	Syaq.g_01151	Pras.g_00841
OG0000355	Syaq.g_01149	Pras.g_00843
OG0000356	Syaq.g_01148	Pras.g_00844
OG0000357	Syaq.g_01147	Pras.g_00845
OG0000358	Syaq.g_01143	Pras.g_00849
OG0000359	Syaq.g_01141	Pras.g_00850
OG0000360	Syaq.g_01140	Pras.g_00851
OG0000361	Syaq.g_01139	Pras.g_00852
OG0000362	Syaq.g_01137	Pras.g_00854
OG0000363	Syaq.g_01135	Pras.g_00856
OG0000364	Syaq.g_01134	Pras.g_00857
OG0000365	Syaq.g_01125	Pras.g_00862
OG0000366	Syaq.g_01124	Pras.g_00863
OG0000367	Syaq.g_01123	Pras.g_00864
OG0000368	Syaq.g_01121	Pras.g_00866
OG0000369	Syaq.g_01120	Pras.g_00867
OG0000370	Syaq.g_01119	Pras.g_00868
OG0000371	Syaq.g_01111	Pras.g_00874
OG0000372	Syaq.g_01106	Pras.g_00877
OG0000373	Syaq.g_01105	Pras.g_00878
OG0000374	Syaq.g_01104	Pras.g_00879
OG0000375	Syaq.g_01103	Pras.g_00893
OG0000376	Syaq.g_01101	Pras.g_00895
OG0000377	Syaq.g_01270	Pras.g_00898
OG0000378	Syaq.g_01286	Pras.g_00900
OG0000379	Syaq.g_01291	Pras.g_00903
OG0000380	Syaq.g_01560	Pras.g_00918
OG0000381	Syaq.g_01558	Pras.g_00922
OG0000382	Syaq.g_01540	Pras.g_00932
OG0000383	Syaq.g_01535	Pras.g_00934
OG0000384	Syaq.g_01534	Pras.g_00935
OG0000385	Syaq.g_01533	Pras.g_00936
OG0000386	Syaq.g_01532	Pras.g_00937
OG0000387	Syaq.g_01495	Pras.g_00950
OG0000388	Syaq.g_01491	Pras.g_00953
OG0000389	Syaq.g_01488	Pras.g_00957
OG0000390	Syaq.g_01473	Pras.g_00964
OG0000391	Syaq.g_01468	Pras.g_00967
OG0000392	Syaq.g_01463	Pras.g_00971
OG0000393	Syaq.g_01460	Pras.g_00973
OG0000394	Syaq.g_01459	Pras.g_00974
OG0000395	Syaq.g_01458	Pras.g_00975
OG0000396	Syaq.g_01455	Pras.g_00978
OG0000397	Syaq.g_01453	Pras.g_00980
OG0000398	Syaq.g_01448	Pras.g_00982
OG0000399	Syaq.g_01447	Pras.g_00983
OG0000400	Syaq.g_01446	Pras.g_00984
OG0000401	Syaq.g_01445	Pras.g_00985
OG0000402	Syaq.g_01443	Pras.g_00987
OG0000403	Syaq.g_01442	Pras.g_00988
OG0000404	Syaq.g_01440	Pras.g_00989
OG0000405	Syaq.g_01429	Pras.g_00993
OG0000406	Syaq.g_01422	Pras.g_00998
OG0000407	Syaq.g_01421	Pras.g_00999
OG0000408	Syaq.g_01419	Pras.g_01001
OG0000409	Syaq.g_01417	Pras.g_01003
OG0000410	Syaq.g_01416	Pras.g_01004
OG0000411	Syaq.g_01415	Pras.g_01005
OG0000412	Syaq.g_01414	Pras.g_01006
OG0000413	Syaq.g_01412	Pras.g_01007
OG0000414	Syaq.g_01411	Pras.g_01008
OG0000415	Syaq.g_01410	Pras.g_01009
OG0000416	Syaq.g_01409	Pras.g_01010
OG0000417	Syaq.g_01408	Pras.g_01011
OG0000418	Syaq.g_01403	Pras.g_01016
OG0000419	Syaq.g_01401	Pras.g_01018
OG0000420	Syaq.g_01400	Pras.g_01019
OG0000421	Syaq.g_01395	Pras.g_01024
OG0000422	Syaq.g_01394	Pras.g_01025
OG0000423	Syaq.g_01393	Pras.g_01026
OG0000424	Syaq.g_01392	Pras.g_01027
OG0000425	Syaq.g_01391	Pras.g_01028
OG0000426	Syaq.g_01390	Pras.g_01029
OG0000427	Syaq.g_01389	Pras.g_01030
OG0000428	Syaq.g_01386	Pras.g_01032
OG0000429	Syaq.g_01384	Pras.g_01033
OG0000430	Syaq.g_01383	Pras.g_01034
OG0000431	Syaq.g_01380	Pras.g_01036
OG0000432	Syaq.g_01374	Pras.g_01039
OG0000433	Syaq.g_01369	Pras.g_01040
OG0000434	Syaq.g_01368	Pras.g_01041
OG0000435	Syaq.g_01367	Pras.g_01042
OG0000436	Syaq.g_01361	Pras.g_01047
OG0000437	Syaq.g_01360	Pras.g_01048
OG0000438	Syaq.g_01359	Pras.g_01049
OG0000439	Syaq.g_01357	Pras.g_01051
OG0000440	Syaq.g_01356	Pras.g_01052
OG0000441	Syaq.g_01352	Pras.g_01055
OG0000442	Syaq.g_01350	Pras.g_01056
OG0000443	Syaq.g_01347	Pras.g_01057
OG0000444	Syaq.g_01333	Pras.g_01063
OG0000445	Syaq.g_01332	Pras.g_01064
OG0000446	Syaq.g_01330	Pras.g_01065
OG0000447	Syaq.g_01328	Pras.g_01066
OG0000448	Syaq.g_01327	Pras.g_01067
OG0000449	Syaq.g_01320	Pras.g_01068
OG0000450	Syaq.g_01313	Pras.g_01069
OG0000451	Syaq.g_01312	Pras.g_01070
OG0000452	Syaq.g_01308	Pras.g_01073
OG0000453	Syaq.g_01307	Pras.g_01074
OG0000454	Syaq.g_01306	Pras.g_01075
OG0000455	Syaq.g_01305	Pras.g_01076
OG0000456	Syaq.g_01304	Pras.g_01077
OG0000457	Syaq.g_01302	Pras.g_01078
OG0000458	Syaq.g_01299	Pras.g_01079
OG0000459	Syaq.g_01298	Pras.g_01080
OG0000460	Syaq.g_01577	Pras.g_01087
OG0000461	Syaq.g_00707	Pras.g_01094
OG0000462	Syaq.g_00710	Pras.g_01096
OG0000463	Syaq.g_00711	Pras.g_01097
OG0000464	Syaq.g_00712	Pras.g_01098
OG0000465	Syaq.g_00714	Pras.g_01099
OG0000466	Syaq.g_00718	Pras.g_01102
OG0000467	Syaq.g_00720	Pras.g_01103
OG0000468	Syaq.g_00725	Pras.g_01105
OG0000469	Syaq.g_00739	Pras.g_01114
OG0000470	Syaq.g_00741	Pras.g_01116
OG0000471	Syaq.g_00742	Pras.g_01117
OG0000472	Syaq.g_00744	Pras.g_01118
OG0000473	Syaq.g_00746	Pras.g_01120
OG0000474	Syaq.g_00747	Pras.g_01121
OG0000475	Syaq.g_00748	Pras.g_01122
OG0000476	Syaq.g_00750	Pras.g_01123
OG0000477	Syaq.g_00756	Pras.g_01127
OG0000478	Syaq.g_00757	Pras.g_01128
OG0000479	Syaq.g_00759	Pras.g_01129
OG0000480	Syaq.g_00766	Pras.g_01134
OG0000481	Syaq.g_00768	Pras.g_01136
OG0000482	Syaq.g_00769	Pras.g_01137
OG0000483	Syaq.g_00773	Pras.g_01140
OG0000484	Syaq.g_00774	Pras.g_01141
OG0000485	Syaq.g_00775	Pras.g_01142
OG0000486	Syaq.g_00776	Pras.g_01143
OG0000487	Syaq.g_00782	Pras.g_01146
OG0000488	Syaq.g_00845	Pras.g_01149
OG0000489	Syaq.g_00857	Pras.g_01155
OG0000490	Syaq.g_00864	Pras.g_01160
OG0000491	Syaq.g_00865	Pras.g_01161
OG0000492	Syaq.g_00869	Pras.g_01163
OG0000493	Syaq.g_00870	Pras.g_01164
OG0000494	Syaq.g_00871	Pras.g_01165
OG0000495	Syaq.g_00872	Pras.g_01166
OG0000496	Syaq.g_00873	Pras.g_01167
OG0000497	Syaq.g_00874	Pras.g_01168
OG0000498	Syaq.g_00875	Pras.g_01169
OG0000499	Syaq.g_00876	Pras.g_01170
OG0000500	Syaq.g_00877	Pras.g_01171
OG0000501	Syaq.g_00880	Pras.g_01173
OG0000502	Syaq.g_00953	Pras.g_01176
OG0000503	Syaq.g_00559	Pras.g_01187
OG0000504	Syaq.g_00557	Pras.g_01188
OG0000505	Syaq.g_00556	Pras.g_01189
OG0000506	Syaq.g_00554	Pras.g_01191
OG0000507	Syaq.g_00548	Pras.g_01194
OG0000508	Syaq.g_00544	Pras.g_01198
OG0000509	Syaq.g_00542	Pras.g_01200
OG0000510	Syaq.g_00538	Pras.g_01201
OG0000511	Syaq.g_00537	Pras.g_01202
OG0000512	Syaq.g_00535	Pras.g_01204
OG0000513	Syaq.g_00525	Pras.g_01211
OG0000514	Syaq.g_00514	Pras.g_01309
OG0000515	Syaq.g_00513	Pras.g_01310
OG0000516	Syaq.g_00509	Pras.g_01311
OG0000517	Syaq.g_00502	Pras.g_01313
OG0000518	Syaq.g_00490	Pras.g_01324
OG0000519	Syaq.g_00489	Pras.g_01325
OG0000520	Syaq.g_00488	Pras.g_01326
OG0000521	Syaq.g_00477	Pras.g_01331
OG0000522	Syaq.g_00475	Pras.g_01332
OG0000523	Syaq.g_00474	Pras.g_01333
OG0000524	Syaq.g_00469	Pras.g_01339
OG0000525	Syaq.g_00450	Pras.g_01342
OG0000526	Syaq.g_00448	Pras.g_01343
OG0000527	Syaq.g_00444	Pras.g_01351
OG0000528	Syaq.g_01768	Pras.g_01356
OG0000529	Syaq.g_01773	Pras.g_01359
OG0000530	Syaq.g_01776	Pras.g_01362
OG0000531	Syaq.g_01777	Pras.g_01363
OG0000532	Syaq.g_01780	Pras.g_01365
OG0000533	Syaq.g_01782	Pras.g_01366
OG0000534	Syaq.g_01783	Pras.g_01367
OG0000535	Syaq.g_01784	Pras.g_01368
OG0000536	Syaq.g_01785	Pras.g_01369
OG0000537	Syaq.g_01786	Pras.g_01370
OG0000538	Syaq.g_01798	Pras.g_01378
OG0000539	Syaq.g_01799	Pras.g_01379
OG0000540	Syaq.g_01800	Pras.g_01380
OG0000541	Syaq.g_01801	Pras.g_01381
OG0000542	Syaq.g_01804	Pras.g_01383
OG0000543	Syaq.g_01806	Pras.g_01385
OG0000544	Syaq.g_02567	Pras.g_01386
OG0000545	Syaq.g_01809	Pras.g_01388
OG0000546	Syaq.g_01811	Pras.g_01391
OG0000547	Syaq.g_01813	Pras.g_01393
OG0000548	Syaq.g_01814	Pras.g_01394
OG0000549	Syaq.g_01819	Pras.g_01396
OG0000550	Syaq.g_01824	Pras.g_01401
OG0000551	Syaq.g_01829	Pras.g_01404
OG0000552	Syaq.g_01830	Pras.g_01405
OG0000553	Syaq.g_01834	Pras.g_01406
OG0000554	Syaq.g_01839	Pras.g_01411
OG0000555	Syaq.g_01857	Pras.g_01419
OG0000556	Syaq.g_01925	Pras.g_01421
OG0000557	Syaq.g_01927	Pras.g_01422
OG0000558	Syaq.g_01929	Pras.g_01424
OG0000559	Syaq.g_01933	Pras.g_01428
OG0000560	Syaq.g_01936	Pras.g_01431
OG0000561	Syaq.g_01937	Pras.g_01432
OG0000562	Syaq.g_01938	Pras.g_01433
OG0000563	Syaq.g_01939	Pras.g_01434
OG0000564	Syaq.g_01940	Pras.g_01435
OG0000565	Syaq.g_01943	Pras.g_01438
OG0000566	Syaq.g_01947	Pras.g_01440
OG0000567	Syaq.g_01951	Pras.g_01444
OG0000568	Syaq.g_01954	Pras.g_01445
OG0000569	Syaq.g_01955	Pras.g_01446
OG0000570	Syaq.g_01956	Pras.g_01447
OG0000571	Syaq.g_01960	Pras.g_01449
OG0000572	Syaq.g_01977	Pras.g_01463
OG0000573	Syaq.g_01985	Pras.g_01468
OG0000574	Syaq.g_01986	Pras.g_01469
OG0000575	Syaq.g_01991	Pras.g_01473
OG0000576	Syaq.g_01993	Pras.g_01475
OG0000577	Syaq.g_01994	Pras.g_01476
OG0000578	Syaq.g_01995	Pras.g_01477
