Orthogroup	Syaq	Syal
OG0000060	Syaq.g_00201	Syal.g_02214
OG0000061	Syaq.g_00249	Syal.g_01653
OG0000062	Syaq.g_01690	Syal.g_00567
OG0000063	Syaq.g_01110	Syal.g_00136
OG0000064	Syaq.g_02138	Syal.g_02544
OG0000065	Syaq.g_01908	Syal.g_02528
OG0000066	Syaq.g_01851	Syal.g_02828
OG0000067	Syaq.g_02340	Syal.g_02414
OG0000068	Syaq.g_01763	Syal.g_02888
OG0000070	Syaq.g_00484	Syal.g_00509
OG0000071	Syaq.g_00297	Syal.g_01601
OG0000072	Syaq.g_01397	Syal.g_00914
OG0000073	Syaq.g_01795	Syal.g_02920
OG0000075	Syaq.g_00986	Syal.g_01350
OG0000076	Syaq.g_01028	Syal.g_01459
OG0000077	Syaq.g_01547	Syal.g_00763
OG0000078	Syaq.g_01585	Syal.g_00680
OG0000079	Syaq.g_00721	Syal.g_01213
OG0000081	Syaq.g_01893	Syal.g_02555
OG0000082	Syaq.g_01975	Syal.g_02769
OG0000084	Syaq.g_00367	Syal.g_00023
OG0000085	Syaq.g_01683	Syal.g_00575
OG0000086	Syaq.g_01525	Syal.g_00784
OG0000087	Syaq.g_01438	Syal.g_00871
OG0000088	Syaq.g_01402	Syal.g_00908
OG0000089	Syaq.g_00529	Syal.g_00555
OG0000090	Syaq.g_01838	Syal.g_02838
OG0000091	Syaq.g_02090	Syal.g_02628
OG0000093	Syaq.g_02323	Syal.g_02233
OG0000094	Syaq.g_00056	Syal.g_01907
OG0000095	Syaq.g_02679	Syal.g_01823
OG0000097	Syaq.g_00167	Syal.g_01735
OG0000098	Syaq.g_02221	Syal.g_02196
OG0000099	Syaq.g_00882	Syal.g_01323
OG0000100	Syaq.g_02371	Syal.g_02448
OG0000101	Syaq.g_00607	Syal.g_00275
OG0000102	Syaq.g_01033	Syal.g_01488
OG0000103	Syaq.g_01170	Syal.g_01897, Syal.g_00077
OG0000104	Syaq.g_01154	Syal.g_00092
OG0000105	Syaq.g_00754	Syal.g_01255
OG0000106	Syaq.g_01863	Syal.g_02577
OG0000107	Syaq.g_00694	Syal.g_00194
OG0000108	Syaq.g_01772	Syal.g_02897
OG0000109	Syaq.g_01788	Syal.g_02913
OG0000110	Syaq.g_01962	Syal.g_02782
OG0000111	Syaq.g_02606	Syal.g_01813
OG0000112	Syaq.g_02476	Syal.g_02000
OG0000114	Syaq.g_02269	Syal.g_02286
OG0000115	Syaq.g_00395	Syal.g_00404
OG0000116	Syaq.g_00263	Syal.g_01630
OG0000117	Syaq.g_00203	Syal.g_01704
OG0000118	Syaq.g_00325, Syaq.g_00316	Syal.g_01583
OG0000120	Syaq.g_00883	Syal.g_01324
OG0000121	Syaq.g_00375	Syal.g_00374
OG0000122	Syaq.g_02118	Syal.g_02602
OG0000123	Syaq.g_00599	Syal.g_00283
OG0000124	Syaq.g_01055	Syal.g_01519
OG0000125	Syaq.g_01256	Syal.g_01075
OG0000126	Syaq.g_01156	Syal.g_00090
OG0000128	Syaq.g_01138	Syal.g_00109
OG0000129	Syaq.g_01269	Syal.g_01062
OG0000130	Syaq.g_01559	Syal.g_00751
OG0000131	Syaq.g_01427, Syaq.g_01424	Syal.g_00886
OG0000132	Syaq.g_01036, Syaq.g_01404	Syal.g_00906
OG0000133	Syaq.g_02481	Syal.g_01995
OG0000134	Syaq.g_00526	Syal.g_00552
OG0000135	Syaq.g_01227	Syal.g_01119
OG0000136	Syaq.g_00496	Syal.g_00520
OG0000137	Syaq.g_00442	Syal.g_00463
OG0000138	Syaq.g_01789	Syal.g_02914
OG0000139	Syaq.g_01844	Syal.g_02832
OG0000140	Syaq.g_01848	Syal.g_02830
OG0000141	Syaq.g_02010	Syal.g_02738
OG0000142	Syaq.g_02082	Syal.g_02636
OG0000143	Syaq.g_02086	Syal.g_02632
OG0000144	Syaq.g_02152	Syal.g_02515
OG0000145	Syaq.g_01796	Syal.g_02921
OG0000146	Syaq.g_02475	Syal.g_02001
OG0000147	Syaq.g_02474	Syal.g_02002
OG0000148	Syaq.g_02359	Syal.g_02437
OG0000149	Syaq.g_02395	Syal.g_02475
OG0000150	Syaq.g_02011	Syal.g_02737
OG0000151	Syaq.g_02283	Syal.g_02263
OG0000152	Syaq.g_02485	Syal.g_01991
OG0000153	Syaq.g_02518	Syal.g_01958
OG0000154	Syaq.g_00066	Syal.g_01918
OG0000155	Syaq.g_00212	Syal.g_01695
OG0000156	Syaq.g_00281	Syal.g_01620
OG0000157	Syaq.g_00282	Syal.g_01619
OG0000158	Syaq.g_01003	Syal.g_01431
OG0000160	Syaq.g_00374	Syal.g_00372
OG0000161	Syaq.g_00382	Syal.g_00384
OG0000162	Syaq.g_00389	Syal.g_00396
OG0000163	Syaq.g_01730	Syal.g_02971
OG0000164	Syaq.g_01642	Syal.g_00623
OG0000165	Syaq.g_01630	Syal.g_00632
OG0000166	Syaq.g_00647	Syal.g_00236
OG0000167	Syaq.g_00983	Syal.g_01347
OG0000168	Syaq.g_01004	Syal.g_01433
OG0000169	Syaq.g_01016	Syal.g_01447
OG0000170	Syaq.g_01023	Syal.g_01454
OG0000171	Syaq.g_01052	Syal.g_01518
OG0000172	Syaq.g_01074	Syal.g_00174, Syal.g_00173
OG0000173	Syaq.g_01092	Syal.g_00155
OG0000174	Syaq.g_01224	Syal.g_01121
OG0000175	Syaq.g_01183	Syal.g_01172
OG0000176	Syaq.g_01146	Syal.g_00101
OG0000177	Syaq.g_01145	Syal.g_00102
OG0000178	Syaq.g_01144	Syal.g_00103
OG0000179	Syaq.g_01129	Syal.g_00118
OG0000180	Syaq.g_01128	Syal.g_00119
OG0000181	Syaq.g_01127	Syal.g_00120
OG0000182	Syaq.g_01126	Syal.g_00121
OG0000183	Syaq.g_01122	Syal.g_00125
OG0000184	Syaq.g_01277	Syal.g_02678, Syal.g_01050
OG0000185	Syaq.g_01290	Syal.g_01025
OG0000186	Syaq.g_01563	Syal.g_02684, Syal.g_00747
OG0000187	Syaq.g_01561	Syal.g_02685, Syal.g_00748
OG0000188	Syaq.g_01539	Syal.g_00771
OG0000189	Syaq.g_01499	Syal.g_00807
OG0000190	Syaq.g_01497	Syal.g_01364
OG0000191	Syaq.g_01467	Syal.g_00841
OG0000192	Syaq.g_01462	Syal.g_00847
OG0000193	Syaq.g_01423	Syal.g_00887
OG0000194	Syaq.g_01420	Syal.g_00890
OG0000195	Syaq.g_01418	Syal.g_00892
OG0000196	Syaq.g_01407	Syal.g_00903
OG0000197	Syaq.g_01406	Syal.g_00904
OG0000199	Syaq.g_01398	Syal.g_00913
OG0000200	Syaq.g_01382	Syal.g_00932
OG0000201	Syaq.g_01365	Syal.g_00949
OG0000202	Syaq.g_01364	Syal.g_00950
OG0000203	Syaq.g_01363	Syal.g_00951
OG0000204	Syaq.g_01362	Syal.g_00952
OG0000205	Syaq.g_01355	Syal.g_00959
OG0000206	Syaq.g_01345	Syal.g_00971
OG0000207	Syaq.g_01338	Syal.g_00974
OG0000208	Syaq.g_01337	Syal.g_00975
OG0000209	Syaq.g_01310	Syal.g_01000
OG0000210	Syaq.g_01309	Syal.g_01001
OG0000211	Syaq.g_01570	Syal.g_00688
OG0000212	Syaq.g_01586	Syal.g_00679
OG0000213	Syaq.g_00729	Syal.g_01229
OG0000214	Syaq.g_00745	Syal.g_01246
OG0000215	Syaq.g_00777	Syal.g_01277
OG0000216	Syaq.g_00781	Syal.g_01281
OG0000217	Syaq.g_00844	Syal.g_01285
OG0000218	Syaq.g_00846	Syal.g_01287
OG0000219	Syaq.g_00847	Syal.g_01288
OG0000220	Syaq.g_00848	Syal.g_01289
OG0000221	Syaq.g_00856	Syal.g_01297
OG0000222	Syaq.g_00868	Syal.g_01309
OG0000223	Syaq.g_00946	Syal.g_01327
OG0000224	Syaq.g_00950	Syal.g_01329
OG0000225	Syaq.g_00543	Syal.g_00363
OG0000226	Syaq.g_00536	Syal.g_00367
OG0000227	Syaq.g_00534	Syal.g_00369
OG0000228	Syaq.g_00531	Syal.g_00556
OG0000229	Syaq.g_00501	Syal.g_00525
OG0000230	Syaq.g_00499	Syal.g_00523
OG0000231	Syaq.g_00485	Syal.g_00510
OG0000232	Syaq.g_00472	Syal.g_00495
OG0000233	Syaq.g_00464	Syal.g_00487
OG0000234	Syaq.g_00440	Syal.g_00461
OG0000235	Syaq.g_01771	Syal.g_02896
OG0000236	Syaq.g_01787	Syal.g_02912
OG0000237	Syaq.g_01805	Syal.g_02930
OG0000238	Syaq.g_01810	Syal.g_02935
OG0000239	Syaq.g_01826	Syal.g_02951
OG0000240	Syaq.g_01827	Syal.g_02952
OG0000241	Syaq.g_02074	Syal.g_02696
OG0000242	Syaq.g_01836	Syal.g_02840
OG0000243	Syaq.g_01922	Syal.g_02822
OG0000244	Syaq.g_01928	Syal.g_02815
OG0000245	Syaq.g_01930	Syal.g_02813
OG0000246	Syaq.g_01934	Syal.g_02809
OG0000247	Syaq.g_01945	Syal.g_02797
OG0000248	Syaq.g_01948	Syal.g_02794
OG0000249	Syaq.g_01950	Syal.g_02792
OG0000250	Syaq.g_01958	Syal.g_02786
OG0000251	Syaq.g_01984	Syal.g_02760
OG0000252	Syaq.g_01987	Syal.g_02757
OG0000253	Syaq.g_01989	Syal.g_02755
OG0000254	Syaq.g_02016	Syal.g_02732
OG0000255	Syaq.g_02041	Syal.g_02719
OG0000256	Syaq.g_02068	Syal.g_02705
OG0000257	Syaq.g_02073	Syal.g_02697
OG0000258	Syaq.g_02095	Syal.g_02623
OG0000259	Syaq.g_02239	Syal.g_02182
OG0000260	Syaq.g_02242	Syal.g_02188
OG0000261	Syaq.g_02245	Syal.g_02199
OG0000262	Syaq.g_02250	Syal.g_02204
OG0000263	Syaq.g_00185	Syal.g_01720
OG0000264	Syaq.g_02582	Syal.g_01788
OG0000266	Syaq.g_00037	Syal.g_02421
OG0000267	Syaq.g_02430	Syal.g_02043
OG0000268	Syaq.g_02431	Syal.g_02042
OG0000269	Syaq.g_02335	Syal.g_02409
OG0000270	Syaq.g_02338	Syal.g_02412
OG0000271	Syaq.g_02346	Syal.g_01871
OG0000272	Syaq.g_02347	Syal.g_01872
OG0000273	Syaq.g_02376	Syal.g_02454
OG0000274	Syaq.g_02377	Syal.g_02455
OG0000275	Syaq.g_02380	Syal.g_02458
OG0000276	Syaq.g_02387	Syal.g_02467
OG0000277	Syaq.g_02388	Syal.g_02468
OG0000278	Syaq.g_02391	Syal.g_02471
OG0000279	Syaq.g_02401	Syal.g_02479
OG0000280	Syaq.g_02410	Syal.g_02493
OG0000281	Syaq.g_02224	Syal.g_02190
OG0000282	Syaq.g_02271	Syal.g_02284
OG0000283	Syaq.g_02445	Syal.g_02131, Syal.g_02028
OG0000284	Syaq.g_02450	Syal.g_02023
OG0000285	Syaq.g_02466	Syal.g_02012
OG0000286	Syaq.g_02484	Syal.g_01992
OG0000287	Syaq.g_02511	Syal.g_01965
OG0000288	Syaq.g_00067	Syal.g_01919
OG0000289	Syaq.g_00053	Syal.g_01904
OG0000290	Syaq.g_02682	Syal.g_01826
OG0000291	Syaq.g_02680	Syal.g_01824
OG0000292	Syaq.g_01157	Syal.g_00089
OG0000293	Syaq.g_00262	Syal.g_01631
OG0000294	Syaq.g_00261	Syal.g_01632
OG0000295	Syaq.g_00220	Syal.g_01687
OG0000296	Syaq.g_00218	Syal.g_01689
OG0000297	Syaq.g_00205	Syal.g_01702
OG0000298	Syaq.g_00204	Syal.g_01703
OG0000299	Syaq.g_00171	Syal.g_01732
OG0000300	Syaq.g_00164	Syal.g_01738
OG0000301	Syaq.g_00163	Syal.g_01739
OG0000302	Syaq.g_00162	Syal.g_01740
OG0000303	Syaq.g_00152	Syal.g_01763
OG0000304	Syaq.g_00146	Syal.g_01756
OG0000305	Syaq.g_02677	Syal.g_01821
OG0000306	Syaq.g_01861	Syal.g_02579
OG0000307	Syaq.g_01754	Syal.g_02880
OG0000308	Syaq.g_01752	Syal.g_02878
OG0000309	Syaq.g_01747	Syal.g_02873
OG0000310	Syaq.g_00347	Syal.g_01537
OG0000311	Syaq.g_00352	Syal.g_00061
OG0000312	Syaq.g_00359	Syal.g_00031
OG0000313	Syaq.g_00379	Syal.g_00381
OG0000314	Syaq.g_00408	Syal.g_00416
OG0000315	Syaq.g_00418	Syal.g_00426
OG0000316	Syaq.g_01716	Syal.g_02987
OG0000317	Syaq.g_01675	Syal.g_00583
OG0000318	Syaq.g_01672	Syal.g_00588
OG0000319	Syaq.g_01657	Syal.g_00608
OG0000320	Syaq.g_01655	Syal.g_00610
OG0000321	Syaq.g_01654	Syal.g_00611
OG0000322	Syaq.g_01653	Syal.g_00612
OG0000323	Syaq.g_01638	Syal.g_00626
OG0000324	Syaq.g_01605	Syal.g_00656
OG0000325	Syaq.g_00693	Syal.g_00195
OG0000326	Syaq.g_00686	Syal.g_00202
OG0000327	Syaq.g_00652	Syal.g_00230
OG0000328	Syaq.g_00651	Syal.g_00231
OG0000329	Syaq.g_00633	Syal.g_00249
OG0000330	Syaq.g_00632	Syal.g_00250
OG0000331	Syaq.g_00631	Syal.g_00251
OG0000332	Syaq.g_00616	Syal.g_00266
OG0000333	Syaq.g_00613	Syal.g_00269
OG0000334	Syaq.g_00603	Syal.g_00279
OG0000335	Syaq.g_00598	Syal.g_00284
OG0000336	Syaq.g_00594	Syal.g_00288
OG0000337	Syaq.g_00975	Syal.g_01343
OG0000338	Syaq.g_00981	Syal.g_01345
OG0000339	Syaq.g_00988	Syal.g_01351
OG0000340	Syaq.g_01005	Syal.g_01434
OG0000341	Syaq.g_01007	Syal.g_01436
OG0000342	Syaq.g_01008	Syal.g_01437
OG0000343	Syaq.g_01010	Syal.g_01441
OG0000344	Syaq.g_01014	Syal.g_01445
OG0000345	Syaq.g_01024	Syal.g_01455
OG0000346	Syaq.g_01029	Syal.g_01460
OG0000347	Syaq.g_01057	Syal.g_01525
OG0000348	Syaq.g_01070	Syal.g_00170
OG0000349	Syaq.g_01099	Syal.g_00148
OG0000350	Syaq.g_00679	Syal.g_00209
OG0000351	Syaq.g_01179	Syal.g_01175
OG0000352	Syaq.g_01178	Syal.g_01176
OG0000353	Syaq.g_01151	Syal.g_00095
OG0000354	Syaq.g_01816	Syal.g_02941
OG0000354	Syaq.g_01131	Syal.g_00116
OG0000355	Syaq.g_01149	Syal.g_00098
OG0000356	Syaq.g_01148	Syal.g_00099
OG0000357	Syaq.g_01147	Syal.g_00100
OG0000358	Syaq.g_01143	Syal.g_00104
OG0000359	Syaq.g_01141	Syal.g_00106
OG0000360	Syaq.g_01140	Syal.g_00107
OG0000361	Syaq.g_01139	Syal.g_00108
OG0000362	Syaq.g_01137	Syal.g_00110
OG0000363	Syaq.g_01135	Syal.g_00112
OG0000364	Syaq.g_01134	Syal.g_00113
OG0000365	Syaq.g_01125	Syal.g_00122
OG0000366	Syaq.g_01124	Syal.g_00123
OG0000367	Syaq.g_01123	Syal.g_00124
OG0000368	Syaq.g_01121	Syal.g_00126
OG0000369	Syaq.g_01120	Syal.g_00127
OG0000370	Syaq.g_01119	Syal.g_00128
OG0000371	Syaq.g_01111	Syal.g_00135
OG0000372	Syaq.g_01106	Syal.g_00141
OG0000373	Syaq.g_01105	Syal.g_00142
OG0000374	Syaq.g_01104	Syal.g_00143
OG0000375	Syaq.g_01103	Syal.g_00144
OG0000376	Syaq.g_01101	Syal.g_00146
OG0000377	Syaq.g_01270	Syal.g_01061
OG0000378	Syaq.g_01286	Syal.g_01027
OG0000379	Syaq.g_01291	Syal.g_01024
OG0000380	Syaq.g_01560	Syal.g_00749
OG0000381	Syaq.g_01558	Syal.g_00752
OG0000382	Syaq.g_01540	Syal.g_00770
OG0000383	Syaq.g_01535	Syal.g_00775
OG0000384	Syaq.g_01534	Syal.g_00776
OG0000385	Syaq.g_01533	Syal.g_00777
OG0000386	Syaq.g_01532	Syal.g_00778
OG0000387	Syaq.g_01495	Syal.g_00811
OG0000388	Syaq.g_01491	Syal.g_00815
OG0000389	Syaq.g_01488	Syal.g_00819
OG0000390	Syaq.g_01473	Syal.g_00835
OG0000391	Syaq.g_01468	Syal.g_00840
OG0000392	Syaq.g_01463	Syal.g_00846
OG0000393	Syaq.g_01460	Syal.g_00849
OG0000394	Syaq.g_01459	Syal.g_00850
OG0000395	Syaq.g_01458	Syal.g_00851
OG0000396	Syaq.g_01455	Syal.g_00854
OG0000397	Syaq.g_01453	Syal.g_00857
OG0000398	Syaq.g_01448	Syal.g_00862
OG0000399	Syaq.g_01447	Syal.g_00863
OG0000400	Syaq.g_01446	Syal.g_00864
OG0000401	Syaq.g_01445	Syal.g_00865
OG0000402	Syaq.g_01443	Syal.g_00867
OG0000403	Syaq.g_01442	Syal.g_00868
OG0000404	Syaq.g_01440	Syal.g_00870
OG0000405	Syaq.g_01429	Syal.g_00883
OG0000406	Syaq.g_01422	Syal.g_00888
OG0000407	Syaq.g_01421	Syal.g_00889
OG0000408	Syaq.g_01419	Syal.g_00891
OG0000409	Syaq.g_01417	Syal.g_00893
OG0000410	Syaq.g_01416	Syal.g_00894
OG0000411	Syaq.g_01415	Syal.g_00895
OG0000412	Syaq.g_01414	Syal.g_00896
OG0000413	Syaq.g_01412	Syal.g_00898
OG0000414	Syaq.g_01411	Syal.g_00899
OG0000415	Syaq.g_01410	Syal.g_00900
OG0000416	Syaq.g_01409	Syal.g_00901
OG0000417	Syaq.g_01408	Syal.g_00902
OG0000418	Syaq.g_01403	Syal.g_00907
OG0000419	Syaq.g_01401	Syal.g_00909
OG0000420	Syaq.g_01400	Syal.g_00911
OG0000421	Syaq.g_01395	Syal.g_00916
OG0000422	Syaq.g_01394	Syal.g_00917
OG0000423	Syaq.g_01393	Syal.g_00918
OG0000424	Syaq.g_01392	Syal.g_00919
OG0000425	Syaq.g_01391	Syal.g_00920
OG0000426	Syaq.g_01390	Syal.g_00921
OG0000427	Syaq.g_01389	Syal.g_00922
OG0000428	Syaq.g_01386	Syal.g_00925
OG0000429	Syaq.g_01384	Syal.g_00929
OG0000430	Syaq.g_01383	Syal.g_00931
OG0000431	Syaq.g_01380	Syal.g_00934
OG0000432	Syaq.g_01374	Syal.g_00940
OG0000433	Syaq.g_01369	Syal.g_00943
OG0000434	Syaq.g_01368	Syal.g_00944
OG0000435	Syaq.g_01367	Syal.g_00946
OG0000436	Syaq.g_01361	Syal.g_00953
OG0000437	Syaq.g_01360	Syal.g_00954
OG0000438	Syaq.g_01359	Syal.g_00955
OG0000439	Syaq.g_01357	Syal.g_00957
OG0000440	Syaq.g_01356	Syal.g_00958
OG0000441	Syaq.g_01352	Syal.g_00962
OG0000442	Syaq.g_01350	Syal.g_00964
OG0000443	Syaq.g_01347	Syal.g_00966
OG0000444	Syaq.g_01333	Syal.g_00978
OG0000445	Syaq.g_01332	Syal.g_00979
OG0000446	Syaq.g_01330	Syal.g_00981
OG0000447	Syaq.g_01328	Syal.g_00989
OG0000448	Syaq.g_01327	Syal.g_00990
OG0000449	Syaq.g_01320	Syal.g_00991
OG0000450	Syaq.g_01313	Syal.g_00997
OG0000451	Syaq.g_01312	Syal.g_00998
OG0000452	Syaq.g_01308	Syal.g_01002
OG0000453	Syaq.g_01307	Syal.g_01003
OG0000454	Syaq.g_01306	Syal.g_01004
OG0000455	Syaq.g_01305	Syal.g_01005
OG0000456	Syaq.g_01304	Syal.g_01006
OG0000457	Syaq.g_01302	Syal.g_01008
OG0000458	Syaq.g_01299	Syal.g_01009
OG0000459	Syaq.g_01298	Syal.g_01010
OG0000460	Syaq.g_01577	Syal.g_00686
OG0000461	Syaq.g_00707	Syal.g_01199
OG0000462	Syaq.g_00710	Syal.g_01202
OG0000463	Syaq.g_00711	Syal.g_01203
OG0000464	Syaq.g_00712	Syal.g_01204
OG0000465	Syaq.g_00714	Syal.g_01205
OG0000466	Syaq.g_00718	Syal.g_01210
OG0000467	Syaq.g_00720	Syal.g_01212
OG0000468	Syaq.g_00725	Syal.g_01225
OG0000469	Syaq.g_00739	Syal.g_01240
OG0000470	Syaq.g_00741	Syal.g_01242
OG0000471	Syaq.g_00742	Syal.g_01243
OG0000472	Syaq.g_00744	Syal.g_01245
OG0000473	Syaq.g_00746	Syal.g_01247
OG0000474	Syaq.g_00747	Syal.g_01248
OG0000475	Syaq.g_00748	Syal.g_01249
OG0000476	Syaq.g_00750	Syal.g_01251
OG0000477	Syaq.g_00756	Syal.g_01257
OG0000478	Syaq.g_00757	Syal.g_01258
OG0000479	Syaq.g_00759	Syal.g_01259
OG0000480	Syaq.g_00766	Syal.g_01266
OG0000481	Syaq.g_00768	Syal.g_01268
OG0000482	Syaq.g_00769	Syal.g_01269
OG0000483	Syaq.g_00773	Syal.g_01273
OG0000484	Syaq.g_00774	Syal.g_01274
OG0000485	Syaq.g_00775	Syal.g_01275
OG0000486	Syaq.g_00776	Syal.g_01276
OG0000487	Syaq.g_00782	Syal.g_01282
OG0000488	Syaq.g_00845	Syal.g_01286
OG0000489	Syaq.g_00857	Syal.g_01298
OG0000490	Syaq.g_00864	Syal.g_01307
OG0000491	Syaq.g_00865	Syal.g_01308
OG0000492	Syaq.g_00869	Syal.g_01310
OG0000493	Syaq.g_00870	Syal.g_01311
OG0000494	Syaq.g_00871	Syal.g_01312
OG0000495	Syaq.g_00872	Syal.g_01313
OG0000496	Syaq.g_00873	Syal.g_01314
OG0000497	Syaq.g_00874	Syal.g_01315
OG0000498	Syaq.g_00875	Syal.g_01316
OG0000499	Syaq.g_00876	Syal.g_01317
OG0000500	Syaq.g_00877	Syal.g_01318
OG0000501	Syaq.g_00880	Syal.g_01321
OG0000502	Syaq.g_00953	Syal.g_01328
OG0000503	Syaq.g_00559	Syal.g_00347
OG0000504	Syaq.g_00557	Syal.g_00349
OG0000505	Syaq.g_00556	Syal.g_00350
OG0000506	Syaq.g_00554	Syal.g_00352
OG0000507	Syaq.g_00548	Syal.g_00358
OG0000508	Syaq.g_00544	Syal.g_00362
OG0000509	Syaq.g_00542	Syal.g_00364
OG0000510	Syaq.g_00538	Syal.g_00365
OG0000511	Syaq.g_00537	Syal.g_00366
OG0000512	Syaq.g_00535	Syal.g_00368
OG0000513	Syaq.g_00525	Syal.g_00551
OG0000514	Syaq.g_00514	Syal.g_00539
OG0000515	Syaq.g_00513	Syal.g_00538
OG0000516	Syaq.g_00509	Syal.g_00534
OG0000517	Syaq.g_00502	Syal.g_00526
OG0000518	Syaq.g_00490	Syal.g_00514
OG0000519	Syaq.g_00489	Syal.g_00513
OG0000520	Syaq.g_00488	Syal.g_00512
OG0000521	Syaq.g_00477	Syal.g_00502
OG0000522	Syaq.g_00475	Syal.g_00500
OG0000523	Syaq.g_00474	Syal.g_00499
OG0000524	Syaq.g_00469	Syal.g_00491
OG0000525	Syaq.g_00450	Syal.g_00473
OG0000526	Syaq.g_00448	Syal.g_00471
OG0000527	Syaq.g_00444	Syal.g_00465
OG0000528	Syaq.g_01768	Syal.g_02893
OG0000529	Syaq.g_01773	Syal.g_02898
OG0000530	Syaq.g_01776	Syal.g_02901
OG0000531	Syaq.g_01777	Syal.g_02902
OG0000532	Syaq.g_01780	Syal.g_02905
OG0000533	Syaq.g_01782	Syal.g_02907
OG0000534	Syaq.g_01783	Syal.g_02908
OG0000535	Syaq.g_01784	Syal.g_02909
OG0000536	Syaq.g_01785	Syal.g_02910
OG0000537	Syaq.g_01786	Syal.g_02911
OG0000538	Syaq.g_01798	Syal.g_02923
OG0000539	Syaq.g_01799	Syal.g_02924
OG0000540	Syaq.g_01800	Syal.g_02925
OG0000541	Syaq.g_01801	Syal.g_02926
OG0000542	Syaq.g_01804	Syal.g_02929
OG0000543	Syaq.g_01806	Syal.g_02931
OG0000544	Syaq.g_02567, Syaq.g_01807	Syal.g_02932
OG0000545	Syaq.g_01809	Syal.g_02934
OG0000546	Syaq.g_01811	Syal.g_02936
OG0000547	Syaq.g_01813	Syal.g_02938
OG0000548	Syaq.g_01814	Syal.g_02939
OG0000549	Syaq.g_01819	Syal.g_02945
OG0000550	Syaq.g_01824	Syal.g_02949
OG0000551	Syaq.g_01829	Syal.g_02953
OG0000552	Syaq.g_01830	Syal.g_02954
OG0000553	Syaq.g_01834	Syal.g_02843
OG0000554	Syaq.g_01839	Syal.g_02837
OG0000555	Syaq.g_01857	Syal.g_02823
OG0000556	Syaq.g_01925	Syal.g_02819
OG0000557	Syaq.g_01927	Syal.g_02816
OG0000558	Syaq.g_01929	Syal.g_02814
OG0000559	Syaq.g_01933	Syal.g_02810
