Orthogroup	Syaq	Prbj
OG0000187	Syaq.g_01561	Prbj.g_00560
OG0000188	Syaq.g_01539	Prbj.g_00581
OG0000189	Syaq.g_01499	Prbj.g_00607
OG0000190	Syaq.g_01497	Prbj.g_00609
OG0000191	Syaq.g_01467	Prbj.g_01557
OG0000192	Syaq.g_01462	Prbj.g_01566
OG0000193	Syaq.g_01423	Prbj.g_00542
OG0000194	Syaq.g_01420	Prbj.g_00539
OG0000195	Syaq.g_01418	Prbj.g_00537
OG0000196	Syaq.g_01407	Prbj.g_00526
OG0000197	Syaq.g_01406	Prbj.g_00525
OG0000198	Syaq.g_01405	Prbj.g_00524
OG0000199	Syaq.g_01398	Prbj.g_00517
OG0000200	Syaq.g_01382	Prbj.g_01138
OG0000201	Syaq.g_01365	Prbj.g_01157
OG0000202	Syaq.g_01364	Prbj.g_01158
OG0000203	Syaq.g_01363	Prbj.g_01159
OG0000204	Syaq.g_01362	Prbj.g_01160
OG0000205	Syaq.g_01355	Prbj.g_01167
OG0000206	Syaq.g_01345	Prbj.g_00288
OG0000207	Syaq.g_01338	Prbj.g_00234
OG0000208	Syaq.g_01337	Prbj.g_00235
OG0000209	Syaq.g_01310	Prbj.g_00262
OG0000210	Syaq.g_01309	Prbj.g_00263
OG0000211	Syaq.g_01570	Prbj.g_00177
OG0000212	Syaq.g_01586	Prbj.g_02615
OG0000213	Syaq.g_00729	Prbj.g_01362
OG0000214	Syaq.g_00745	Prbj.g_01389
OG0000215	Syaq.g_00777	Prbj.g_01419
OG0000216	Syaq.g_00781	Prbj.g_01422
OG0000217	Syaq.g_00844	Prbj.g_01426
OG0000218	Syaq.g_00846	Prbj.g_01430
OG0000219	Syaq.g_00847	Prbj.g_01431
OG0000220	Syaq.g_00848	Prbj.g_01432
OG0000221	Syaq.g_00856	Prbj.g_01437
OG0000222	Syaq.g_00868	Prbj.g_01446
OG0000223	Syaq.g_00946	Prbj.g_01469
OG0000224	Syaq.g_00950	Prbj.g_01480
OG0000225	Syaq.g_00543	Prbj.g_00323
OG0000226	Syaq.g_00536	Prbj.g_00319
OG0000227	Syaq.g_00534	Prbj.g_00317
OG0000228	Syaq.g_00531	Prbj.g_00063
OG0000229	Syaq.g_00501	Prbj.g_00100
OG0000230	Syaq.g_00499	Prbj.g_00102
OG0000231	Syaq.g_00485	Prbj.g_00117
OG0000232	Syaq.g_00472	Prbj.g_01888
OG0000233	Syaq.g_00464	Prbj.g_00148
OG0000234	Syaq.g_00440	Prbj.g_00127
OG0000235	Syaq.g_01771	Prbj.g_01631
OG0000236	Syaq.g_01787	Prbj.g_01615
OG0000237	Syaq.g_01805	Prbj.g_02094
OG0000238	Syaq.g_01810	Prbj.g_02098
OG0000239	Syaq.g_01826	Prbj.g_02114
OG0000240	Syaq.g_01827	Prbj.g_02115
OG0000241	Syaq.g_02074	Prbj.g_01116
OG0000242	Syaq.g_01836	Prbj.g_02125
OG0000243	Syaq.g_01922	Prbj.g_02668
OG0000244	Syaq.g_01928	Prbj.g_01859
OG0000245	Syaq.g_01930	Prbj.g_01862
OG0000246	Syaq.g_01934	Prbj.g_01866
OG0000247	Syaq.g_01945	Prbj.g_01877
OG0000248	Syaq.g_01948	Prbj.g_01880
OG0000249	Syaq.g_01950	Prbj.g_01882
OG0000250	Syaq.g_01958	Prbj.g_01805
OG0000251	Syaq.g_01984	Prbj.g_01781
OG0000252	Syaq.g_01987	Prbj.g_01778
OG0000253	Syaq.g_01989	Prbj.g_01772
OG0000254	Syaq.g_02016	Prbj.g_01753
OG0000255	Syaq.g_02041	Prbj.g_02546
OG0000256	Syaq.g_02068	Prbj.g_02560
OG0000257	Syaq.g_02073	Prbj.g_02566
OG0000258	Syaq.g_02095	Prbj.g_02589
OG0000259	Syaq.g_02239	Prbj.g_00812
OG0000260	Syaq.g_02242	Prbj.g_00816
OG0000261	Syaq.g_02245	Prbj.g_00819
OG0000262	Syaq.g_02250	Prbj.g_00824
OG0000263	Syaq.g_00185	Prbj.g_00248
OG0000264	Syaq.g_02582	Prbj.g_00933
OG0000266	Syaq.g_00037	Prbj.g_02189
OG0000267	Syaq.g_02430	Prbj.g_02315
OG0000268	Syaq.g_02431	Prbj.g_02314
OG0000269	Syaq.g_02335	Prbj.g_02407
OG0000270	Syaq.g_02338	Prbj.g_02410
OG0000271	Syaq.g_02346	Prbj.g_02418
OG0000272	Syaq.g_02347	Prbj.g_02419
OG0000273	Syaq.g_02376	Prbj.g_02470
OG0000274	Syaq.g_02377	Prbj.g_02471
OG0000275	Syaq.g_02380	Prbj.g_02474
OG0000276	Syaq.g_02387	Prbj.g_02480
OG0000277	Syaq.g_02388	Prbj.g_02481
OG0000278	Syaq.g_02391	Prbj.g_02484
OG0000279	Syaq.g_02401	Prbj.g_02492
OG0000280	Syaq.g_02410	Prbj.g_02498
OG0000281	Syaq.g_02224	Prbj.g_02512
OG0000282	Syaq.g_02271	Prbj.g_02342
OG0000283	Syaq.g_02445	Prbj.g_02303
OG0000284	Syaq.g_02450	Prbj.g_02297
OG0000285	Syaq.g_02466	Prbj.g_00694
OG0000286	Syaq.g_02484	Prbj.g_02269
OG0000287	Syaq.g_02511	Prbj.g_00722
OG0000288	Syaq.g_00067	Prbj.g_02214
OG0000289	Syaq.g_00053	Prbj.g_02201
OG0000290	Syaq.g_02682	Prbj.g_01841
OG0000291	Syaq.g_02680	Prbj.g_01839
OG0000292	Syaq.g_01157	Prbj.g_02066
OG0000293	Syaq.g_00262	Prbj.g_00958
OG0000294	Syaq.g_00261	Prbj.g_00959
OG0000295	Syaq.g_00220	Prbj.g_00304
OG0000296	Syaq.g_00218	Prbj.g_00306, Prbj.g_00307
OG0000297	Syaq.g_00205	Prbj.g_01913
OG0000298	Syaq.g_00204	Prbj.g_01914
OG0000299	Syaq.g_00171	Prbj.g_01903
OG0000300	Syaq.g_00164	Prbj.g_02155
OG0000301	Syaq.g_00163	Prbj.g_02156
OG0000302	Syaq.g_00162	Prbj.g_02159
OG0000303	Syaq.g_00152	Prbj.g_00314
OG0000304	Syaq.g_00146	Prbj.g_00020
OG0000305	Syaq.g_02677	Prbj.g_01837
OG0000306	Syaq.g_01861	Prbj.g_02521
OG0000307	Syaq.g_01754	Prbj.g_01647
OG0000308	Syaq.g_01752	Prbj.g_01649
OG0000309	Syaq.g_01747	Prbj.g_01653
OG0000310	Syaq.g_00347	Prbj.g_01294
OG0000311	Syaq.g_00352	Prbj.g_01040
OG0000312	Syaq.g_00359	Prbj.g_01044
OG0000313	Syaq.g_00379	Prbj.g_01068
OG0000314	Syaq.g_00408	Prbj.g_00646
OG0000315	Syaq.g_00418	Prbj.g_00656
OG0000316	Syaq.g_01716	Prbj.g_01699
OG0000317	Syaq.g_01675	Prbj.g_00863
OG0000318	Syaq.g_01672	Prbj.g_00856
OG0000319	Syaq.g_01657	Prbj.g_00487
OG0000320	Syaq.g_01655	Prbj.g_00485
OG0000321	Syaq.g_01654	Prbj.g_00484
OG0000322	Syaq.g_01653	Prbj.g_00483
OG0000323	Syaq.g_01638	Prbj.g_00472
OG0000324	Syaq.g_01605	Prbj.g_00443
OG0000325	Syaq.g_00693	Prbj.g_02657
OG0000326	Syaq.g_00686	Prbj.g_02649
OG0000327	Syaq.g_00652	Prbj.g_01024
OG0000328	Syaq.g_00651	Prbj.g_01023
OG0000329	Syaq.g_00633	Prbj.g_01006
OG0000330	Syaq.g_00632	Prbj.g_01005
OG0000331	Syaq.g_00631	Prbj.g_01004
OG0000332	Syaq.g_00616	Prbj.g_00989
OG0000333	Syaq.g_00613	Prbj.g_00987
OG0000334	Syaq.g_00603	Prbj.g_00410
OG0000335	Syaq.g_00598	Prbj.g_00405
OG0000336	Syaq.g_00594	Prbj.g_00401
OG0000337	Syaq.g_00975	Prbj.g_01494
OG0000338	Syaq.g_00981	Prbj.g_01498
OG0000339	Syaq.g_00988	Prbj.g_01504
OG0000340	Syaq.g_01005	Prbj.g_01516
OG0000341	Syaq.g_01007	Prbj.g_01518
OG0000342	Syaq.g_01008	Prbj.g_01519
OG0000343	Syaq.g_01010	Prbj.g_01576
OG0000344	Syaq.g_01014	Prbj.g_01579
OG0000345	Syaq.g_01024	Prbj.g_01594
OG0000346	Syaq.g_01029	Prbj.g_01599
OG0000347	Syaq.g_01057	Prbj.g_01280
OG0000348	Syaq.g_01070	Prbj.g_01243
OG0000349	Syaq.g_01099	Prbj.g_01219
OG0000350	Syaq.g_00679	Prbj.g_01999
OG0000351	Syaq.g_01179	Prbj.g_02047
OG0000352	Syaq.g_01178	Prbj.g_02048
OG0000353	Syaq.g_01151	Prbj.g_02072
OG0000354	Syaq.g_01816	Prbj.g_02104
OG0000354	Syaq.g_01131	Prbj.g_01186
OG0000355	Syaq.g_01149	Prbj.g_02074
OG0000356	Syaq.g_01148	Prbj.g_02075
OG0000357	Syaq.g_01147	Prbj.g_02076
OG0000358	Syaq.g_01143	Prbj.g_02080
OG0000359	Syaq.g_01141	Prbj.g_02082
OG0000360	Syaq.g_01140	Prbj.g_02083
OG0000361	Syaq.g_01139	Prbj.g_02084
OG0000362	Syaq.g_01137	Prbj.g_02086
OG0000363	Syaq.g_01135	Prbj.g_01182
OG0000364	Syaq.g_01134	Prbj.g_01183
OG0000365	Syaq.g_01125	Prbj.g_01192
OG0000366	Syaq.g_01124	Prbj.g_01193
OG0000367	Syaq.g_01123	Prbj.g_01194
OG0000368	Syaq.g_01121	Prbj.g_01196
OG0000369	Syaq.g_01120	Prbj.g_01197
OG0000370	Syaq.g_01119	Prbj.g_01198
OG0000371	Syaq.g_01111	Prbj.g_01207
OG0000372	Syaq.g_01106	Prbj.g_01212
OG0000373	Syaq.g_01105	Prbj.g_01213
OG0000374	Syaq.g_01104	Prbj.g_01214
OG0000375	Syaq.g_01103	Prbj.g_01215
OG0000376	Syaq.g_01101	Prbj.g_01217
OG0000377	Syaq.g_01270	Prbj.g_01950
OG0000378	Syaq.g_01286	Prbj.g_01936
OG0000379	Syaq.g_01291	Prbj.g_01920
OG0000380	Syaq.g_01560	Prbj.g_00561
OG0000381	Syaq.g_01558	Prbj.g_00565
OG0000382	Syaq.g_01540	Prbj.g_00580
OG0000383	Syaq.g_01535	Prbj.g_00582
OG0000384	Syaq.g_01534	Prbj.g_00583
OG0000385	Syaq.g_01533	Prbj.g_00584
OG0000386	Syaq.g_01532	Prbj.g_00585
OG0000387	Syaq.g_01495	Prbj.g_00611
OG0000388	Syaq.g_01491	Prbj.g_00615
OG0000389	Syaq.g_01488	Prbj.g_00619
OG0000390	Syaq.g_01473	Prbj.g_01551
OG0000391	Syaq.g_01468	Prbj.g_01556
OG0000392	Syaq.g_01463	Prbj.g_01562
OG0000393	Syaq.g_01460	Prbj.g_01567
OG0000394	Syaq.g_01459	Prbj.g_01568
OG0000395	Syaq.g_01458	Prbj.g_01569
OG0000396	Syaq.g_01455	Prbj.g_01530
OG0000397	Syaq.g_01453	Prbj.g_01532
OG0000398	Syaq.g_01448	Prbj.g_01537
OG0000399	Syaq.g_01447	Prbj.g_01538
OG0000400	Syaq.g_01446	Prbj.g_01539
OG0000401	Syaq.g_01445	Prbj.g_01540
OG0000402	Syaq.g_01443	Prbj.g_01542
OG0000403	Syaq.g_01442	Prbj.g_01543
OG0000404	Syaq.g_01440	Prbj.g_01545
OG0000405	Syaq.g_01429	Prbj.g_00545
OG0000406	Syaq.g_01422	Prbj.g_00541
OG0000407	Syaq.g_01421	Prbj.g_00540
OG0000408	Syaq.g_01419	Prbj.g_00538
OG0000409	Syaq.g_01417	Prbj.g_00536
OG0000410	Syaq.g_01416	Prbj.g_00535
OG0000411	Syaq.g_01415	Prbj.g_00534
OG0000412	Syaq.g_01414	Prbj.g_00533
OG0000413	Syaq.g_01412	Prbj.g_00531
OG0000414	Syaq.g_01411	Prbj.g_00530
OG0000415	Syaq.g_01410	Prbj.g_00529
OG0000416	Syaq.g_01409	Prbj.g_00528
OG0000417	Syaq.g_01408	Prbj.g_00527
OG0000418	Syaq.g_01403	Prbj.g_00522
OG0000419	Syaq.g_01401	Prbj.g_00520
OG0000420	Syaq.g_01400	Prbj.g_00519
OG0000421	Syaq.g_01395	Prbj.g_00515
OG0000422	Syaq.g_01394	Prbj.g_00514
OG0000423	Syaq.g_01393	Prbj.g_00513
OG0000424	Syaq.g_01392	Prbj.g_00512
OG0000425	Syaq.g_01391	Prbj.g_00511
OG0000426	Syaq.g_01390	Prbj.g_00510
OG0000427	Syaq.g_01389	Prbj.g_00509
OG0000428	Syaq.g_01386	Prbj.g_02369
OG0000429	Syaq.g_01384	Prbj.g_01135
OG0000430	Syaq.g_01383	Prbj.g_01137
OG0000431	Syaq.g_01380	Prbj.g_01141
OG0000432	Syaq.g_01374	Prbj.g_01148
OG0000433	Syaq.g_01369	Prbj.g_01151
OG0000434	Syaq.g_01368	Prbj.g_01152
OG0000435	Syaq.g_01367	Prbj.g_01155
OG0000436	Syaq.g_01361	Prbj.g_01161
OG0000437	Syaq.g_01360	Prbj.g_01162
OG0000438	Syaq.g_01359	Prbj.g_01163
OG0000439	Syaq.g_01357	Prbj.g_01165
OG0000440	Syaq.g_01356	Prbj.g_01166
OG0000441	Syaq.g_01352	Prbj.g_01173
OG0000442	Syaq.g_01350	Prbj.g_01174
OG0000443	Syaq.g_01347	Prbj.g_00289
OG0000444	Syaq.g_01333	Prbj.g_00237
OG0000445	Syaq.g_01332	Prbj.g_00238
OG0000446	Syaq.g_01330	Prbj.g_00240
OG0000447	Syaq.g_01328	Prbj.g_00250
OG0000448	Syaq.g_01327	Prbj.g_00251
OG0000449	Syaq.g_01320	Prbj.g_00252
OG0000450	Syaq.g_01313	Prbj.g_00258
OG0000451	Syaq.g_01312	Prbj.g_00259
OG0000452	Syaq.g_01308	Prbj.g_00264
OG0000453	Syaq.g_01307	Prbj.g_00265
OG0000454	Syaq.g_01306	Prbj.g_00266
OG0000455	Syaq.g_01305	Prbj.g_00267
OG0000456	Syaq.g_01304	Prbj.g_00268
OG0000457	Syaq.g_01302	Prbj.g_00270
OG0000458	Syaq.g_01299	Prbj.g_00271
OG0000459	Syaq.g_01298	Prbj.g_00272
OG0000460	Syaq.g_01577	Prbj.g_00176
OG0000461	Syaq.g_00707	Prbj.g_02661
OG0000462	Syaq.g_00710	Prbj.g_01341
OG0000463	Syaq.g_00711	Prbj.g_01342
OG0000464	Syaq.g_00712	Prbj.g_01343
OG0000465	Syaq.g_00714	Prbj.g_01345
OG0000466	Syaq.g_00718	Prbj.g_01350
OG0000467	Syaq.g_00720	Prbj.g_01352
OG0000468	Syaq.g_00725	Prbj.g_01359
OG0000469	Syaq.g_00739	Prbj.g_01372
OG0000470	Syaq.g_00741	Prbj.g_01385
OG0000471	Syaq.g_00742	Prbj.g_01386
OG0000472	Syaq.g_00744	Prbj.g_01388
OG0000473	Syaq.g_00746	Prbj.g_01390
OG0000474	Syaq.g_00747	Prbj.g_01391
OG0000475	Syaq.g_00748	Prbj.g_01392
OG0000476	Syaq.g_00750	Prbj.g_01394
OG0000477	Syaq.g_00756	Prbj.g_01399
OG0000478	Syaq.g_00757	Prbj.g_01400
OG0000479	Syaq.g_00759	Prbj.g_01401
OG0000480	Syaq.g_00766	Prbj.g_01408
OG0000481	Syaq.g_00768	Prbj.g_01410
OG0000482	Syaq.g_00769	Prbj.g_01411
OG0000483	Syaq.g_00773	Prbj.g_01415
OG0000484	Syaq.g_00774	Prbj.g_01416
OG0000485	Syaq.g_00775	Prbj.g_01417
OG0000486	Syaq.g_00776	Prbj.g_01418
OG0000487	Syaq.g_00782	Prbj.g_01423
OG0000488	Syaq.g_00845	Prbj.g_01427
OG0000489	Syaq.g_00857	Prbj.g_01438
OG0000490	Syaq.g_00864	Prbj.g_01444
OG0000491	Syaq.g_00865	Prbj.g_01445
OG0000492	Syaq.g_00869	Prbj.g_01448
OG0000493	Syaq.g_00870	Prbj.g_01449
OG0000494	Syaq.g_00871	Prbj.g_01450
OG0000495	Syaq.g_00872	Prbj.g_01451
OG0000496	Syaq.g_00873	Prbj.g_01452
OG0000497	Syaq.g_00874	Prbj.g_01453
OG0000498	Syaq.g_00875	Prbj.g_01454
OG0000499	Syaq.g_00876	Prbj.g_01455
OG0000500	Syaq.g_00877	Prbj.g_01456
OG0000501	Syaq.g_00880	Prbj.g_01459
OG0000502	Syaq.g_00953	Prbj.g_01471
OG0000503	Syaq.g_00559	Prbj.g_00341
OG0000504	Syaq.g_00557	Prbj.g_00339
OG0000505	Syaq.g_00556	Prbj.g_00338
OG0000506	Syaq.g_00554	Prbj.g_00336
OG0000507	Syaq.g_00548	Prbj.g_00331
OG0000508	Syaq.g_00544	Prbj.g_00324
OG0000509	Syaq.g_00542	Prbj.g_00322
OG0000510	Syaq.g_00538	Prbj.g_00321
OG0000511	Syaq.g_00537	Prbj.g_00320
OG0000512	Syaq.g_00535	Prbj.g_00318
OG0000513	Syaq.g_00525	Prbj.g_00068
OG0000514	Syaq.g_00514	Prbj.g_00076
OG0000515	Syaq.g_00513	Prbj.g_00077
OG0000516	Syaq.g_00509	Prbj.g_00089
OG0000517	Syaq.g_00502	Prbj.g_00099
OG0000518	Syaq.g_00490	Prbj.g_00111
OG0000519	Syaq.g_00489	Prbj.g_00112
OG0000520	Syaq.g_00488	Prbj.g_00113
OG0000521	Syaq.g_00477	Prbj.g_01894
OG0000522	Syaq.g_00475	Prbj.g_01892
OG0000523	Syaq.g_00474	Prbj.g_01891
OG0000524	Syaq.g_00469	Prbj.g_00152
OG0000525	Syaq.g_00450	Prbj.g_00136
OG0000526	Syaq.g_00448	Prbj.g_00134
OG0000527	Syaq.g_00444	Prbj.g_00130
OG0000528	Syaq.g_01768	Prbj.g_01635
OG0000529	Syaq.g_01773	Prbj.g_01629
OG0000530	Syaq.g_01776	Prbj.g_01626
OG0000531	Syaq.g_01777	Prbj.g_01625
OG0000532	Syaq.g_01780	Prbj.g_01622
OG0000533	Syaq.g_01782	Prbj.g_01620
OG0000534	Syaq.g_01783	Prbj.g_01619
OG0000535	Syaq.g_01784	Prbj.g_01618
OG0000536	Syaq.g_01785	Prbj.g_01617
OG0000537	Syaq.g_01786	Prbj.g_01616
OG0000538	Syaq.g_01798	Prbj.g_01605
OG0000539	Syaq.g_01799	Prbj.g_02088
OG0000540	Syaq.g_01800	Prbj.g_02089
OG0000541	Syaq.g_01801	Prbj.g_02090
OG0000542	Syaq.g_01804	Prbj.g_02093
OG0000543	Syaq.g_01806	Prbj.g_02095
