Orthogroup	Syaq	Prak
OG0000109	Syaq.g_01788	Prak.g_00455
OG0000110	Syaq.g_01962	Prak.g_00535
OG0000111	Syaq.g_02606	Prak.g_00830
OG0000112	Syaq.g_02476	Prak.g_00608
OG0000114	Syaq.g_02269	Prak.g_00770
OG0000115	Syaq.g_00395	Prak.g_01241
OG0000116	Syaq.g_00263	Prak.g_01183
OG0000117	Syaq.g_00203	Prak.g_01145
OG0000118	Syaq.g_00325, Syaq.g_00316	Prak.g_01290
OG0000120	Syaq.g_00883	Prak.g_01349
OG0000121	Syaq.g_00375	Prak.g_01393
OG0000122	Syaq.g_02118	Prak.g_01248, Prak.g_01434
OG0000123	Syaq.g_00599	Prak.g_01787
OG0000124	Syaq.g_01055	Prak.g_01859
OG0000125	Syaq.g_01256	Prak.g_01895
OG0000126	Syaq.g_01156	Prak.g_01940
OG0000128	Syaq.g_01138	Prak.g_00011
OG0000129	Syaq.g_01269	Prak.g_00045
OG0000130	Syaq.g_01559	Prak.g_00074
OG0000131	Syaq.g_01427, Syaq.g_01424	Prak.g_00156
OG0000132	Syaq.g_01404	Prak.g_00176
OG0000133	Syaq.g_02481	Prak.g_00339
OG0000134	Syaq.g_00526	Prak.g_00381
OG0000135	Syaq.g_01227	Prak.g_01259
OG0000136	Syaq.g_00496	Prak.g_00403
OG0000137	Syaq.g_00442	Prak.g_00436
OG0000138	Syaq.g_01789	Prak.g_00456
OG0000139	Syaq.g_01844	Prak.g_00496
OG0000140	Syaq.g_01848	Prak.g_00497
OG0000141	Syaq.g_02010	Prak.g_00569
OG0000142	Syaq.g_02082	Prak.g_01108
OG0000143	Syaq.g_02086	Prak.g_01104
OG0000144	Syaq.g_02152	Prak.g_01090
OG0000145	Syaq.g_01796	Prak.g_01261
OG0000146	Syaq.g_02475	Prak.g_00607
OG0000147	Syaq.g_02474	Prak.g_00606
OG0000148	Syaq.g_02359	Prak.g_00862
OG0000149	Syaq.g_02395	Prak.g_00894
OG0000150	Syaq.g_02011	Prak.g_00904
OG0000151	Syaq.g_02283	Prak.g_00780
OG0000152	Syaq.g_02485	Prak.g_00973
OG0000153	Syaq.g_02518	Prak.g_00992
OG0000154	Syaq.g_00066	Prak.g_01012
OG0000155	Syaq.g_00212	Prak.g_01151
OG0000156	Syaq.g_00281	Prak.g_01266
OG0000157	Syaq.g_00282	Prak.g_01267
OG0000158	Syaq.g_01003	Prak.g_01824
OG0000159	Syaq.g_00918, Syaq.g_00941	Prak.g_00065
OG0000160	Syaq.g_00374	Prak.g_01392
OG0000161	Syaq.g_00382	Prak.g_01398
OG0000162	Syaq.g_00389	Prak.g_01404
OG0000163	Syaq.g_01730	Prak.g_01443
OG0000164	Syaq.g_01642	Prak.g_01669
OG0000165	Syaq.g_01630	Prak.g_01676
OG0000166	Syaq.g_00647	Prak.g_01743
OG0000167	Syaq.g_00983	Prak.g_01814
OG0000168	Syaq.g_01004	Prak.g_01825
OG0000169	Syaq.g_01016	Prak.g_01835
OG0000170	Syaq.g_01023	Prak.g_01838
OG0000171	Syaq.g_01052	Prak.g_01858
OG0000172	Syaq.g_01074	Prak.g_01865
OG0000173	Syaq.g_01092	Prak.g_01880
OG0000174	Syaq.g_01224	Prak.g_01910
OG0000175	Syaq.g_01183	Prak.g_01923
OG0000176	Syaq.g_01146	Prak.g_00004
OG0000177	Syaq.g_01145	Prak.g_00005
OG0000178	Syaq.g_01144	Prak.g_00006
OG0000179	Syaq.g_01129	Prak.g_00016
OG0000180	Syaq.g_01128	Prak.g_00017
OG0000181	Syaq.g_01127	Prak.g_00018
OG0000182	Syaq.g_01126	Prak.g_00019
OG0000183	Syaq.g_01122	Prak.g_00023
OG0000184	Syaq.g_01277	Prak.g_00049
OG0000185	Syaq.g_01290	Prak.g_00052
OG0000186	Syaq.g_01563	Prak.g_00068
OG0000187	Syaq.g_01561	Prak.g_00069
OG0000188	Syaq.g_01539	Prak.g_00086
OG0000189	Syaq.g_01499	Prak.g_00100
OG0000190	Syaq.g_01497	Prak.g_00102
OG0000191	Syaq.g_01467	Prak.g_00125
OG0000192	Syaq.g_01462	Prak.g_00130
OG0000193	Syaq.g_01423	Prak.g_00157
OG0000194	Syaq.g_01420	Prak.g_00160
OG0000195	Syaq.g_01418	Prak.g_00162
OG0000196	Syaq.g_01407	Prak.g_00173
OG0000197	Syaq.g_01406	Prak.g_00174
OG0000198	Syaq.g_01405	Prak.g_00175
OG0000199	Syaq.g_01398	Prak.g_00182
OG0000200	Syaq.g_01382	Prak.g_00196
OG0000201	Syaq.g_01365	Prak.g_00205
OG0000202	Syaq.g_01364	Prak.g_00206
OG0000203	Syaq.g_01363	Prak.g_00207
OG0000204	Syaq.g_01362	Prak.g_00208
OG0000205	Syaq.g_01355	Prak.g_00215
OG0000206	Syaq.g_01345	Prak.g_00220
OG0000207	Syaq.g_01338	Prak.g_00223
OG0000208	Syaq.g_01337	Prak.g_00224
OG0000209	Syaq.g_01310	Prak.g_00233
OG0000210	Syaq.g_01309	Prak.g_00234
OG0000211	Syaq.g_01570	Prak.g_00249
OG0000212	Syaq.g_01586	Prak.g_00257
OG0000213	Syaq.g_00729	Prak.g_00275
OG0000214	Syaq.g_00745	Prak.g_00285
OG0000215	Syaq.g_00777	Prak.g_00312
OG0000216	Syaq.g_00781	Prak.g_00313
OG0000217	Syaq.g_00844	Prak.g_00316
OG0000218	Syaq.g_00846	Prak.g_00318
OG0000219	Syaq.g_00847	Prak.g_00319
OG0000220	Syaq.g_00848	Prak.g_00320
OG0000221	Syaq.g_00856	Prak.g_00321
OG0000222	Syaq.g_00868	Prak.g_00328
OG0000223	Syaq.g_00946	Prak.g_00340
OG0000224	Syaq.g_00950	Prak.g_00342
OG0000225	Syaq.g_00543	Prak.g_00368
OG0000226	Syaq.g_00536	Prak.g_00372
OG0000227	Syaq.g_00534	Prak.g_00374
OG0000228	Syaq.g_00531	Prak.g_00378
OG0000229	Syaq.g_00501	Prak.g_00398
OG0000230	Syaq.g_00499	Prak.g_00400
OG0000231	Syaq.g_00485	Prak.g_00411
OG0000232	Syaq.g_00472	Prak.g_00422
OG0000233	Syaq.g_00464	Prak.g_00428
OG0000234	Syaq.g_00440	Prak.g_00437
OG0000235	Syaq.g_01771	Prak.g_00440
OG0000236	Syaq.g_01787	Prak.g_00454
OG0000237	Syaq.g_01805	Prak.g_00467
OG0000238	Syaq.g_01810	Prak.g_00473
OG0000239	Syaq.g_01826	Prak.g_00484
OG0000240	Syaq.g_01827	Prak.g_00485
OG0000241	Syaq.g_02074	Prak.g_00489
OG0000242	Syaq.g_01836	Prak.g_00491
OG0000243	Syaq.g_01922	Prak.g_00502
OG0000244	Syaq.g_01928	Prak.g_00506
OG0000245	Syaq.g_01930	Prak.g_00508
OG0000246	Syaq.g_01934	Prak.g_00512
OG0000247	Syaq.g_01945	Prak.g_00522
OG0000248	Syaq.g_01948	Prak.g_00525
OG0000249	Syaq.g_01950	Prak.g_00527
OG0000250	Syaq.g_01958	Prak.g_00532
OG0000251	Syaq.g_01984	Prak.g_00552
OG0000252	Syaq.g_01987	Prak.g_00555
OG0000253	Syaq.g_01989	Prak.g_00556
OG0000254	Syaq.g_02016	Prak.g_00573
OG0000255	Syaq.g_02041	Prak.g_00579
OG0000256	Syaq.g_02068	Prak.g_00589
OG0000257	Syaq.g_02073	Prak.g_01113
OG0000258	Syaq.g_02095	Prak.g_01099
OG0000259	Syaq.g_02239	Prak.g_01082
OG0000260	Syaq.g_02242	Prak.g_01079
OG0000261	Syaq.g_02245	Prak.g_01076
OG0000262	Syaq.g_02250	Prak.g_01072
OG0000263	Syaq.g_00185	Prak.g_00808
OG0000264	Syaq.g_02582	Prak.g_00819
OG0000266	Syaq.g_00037	Prak.g_01053
OG0000267	Syaq.g_02430	Prak.g_01041
OG0000268	Syaq.g_02431	Prak.g_01040
OG0000269	Syaq.g_02335	Prak.g_00840
OG0000270	Syaq.g_02338	Prak.g_00843
OG0000271	Syaq.g_02346	Prak.g_00851
OG0000272	Syaq.g_02347	Prak.g_00852
OG0000273	Syaq.g_02376	Prak.g_00876
OG0000274	Syaq.g_02377	Prak.g_00877
OG0000275	Syaq.g_02380	Prak.g_00880
OG0000276	Syaq.g_02387	Prak.g_00886
OG0000277	Syaq.g_02388	Prak.g_00887
OG0000278	Syaq.g_02391	Prak.g_00890
OG0000279	Syaq.g_02401	Prak.g_00897
OG0000280	Syaq.g_02410	Prak.g_00898
OG0000281	Syaq.g_02224	Prak.g_00905
OG0000282	Syaq.g_02271	Prak.g_00772
OG0000283	Syaq.g_02445	Prak.g_00949
OG0000284	Syaq.g_02450	Prak.g_00954
OG0000285	Syaq.g_02466	Prak.g_00959
OG0000286	Syaq.g_02484	Prak.g_00972
OG0000287	Syaq.g_02511	Prak.g_01238
OG0000288	Syaq.g_00067	Prak.g_01011
OG0000289	Syaq.g_00053	Prak.g_01027
OG0000290	Syaq.g_02682	Prak.g_00923
OG0000291	Syaq.g_02680	Prak.g_00921
OG0000292	Syaq.g_01157	Prak.g_01217
OG0000293	Syaq.g_00262	Prak.g_01182
OG0000294	Syaq.g_00261	Prak.g_01181
OG0000295	Syaq.g_00220	Prak.g_01158
OG0000296	Syaq.g_00218	Prak.g_01156
OG0000297	Syaq.g_00205	Prak.g_01147
OG0000298	Syaq.g_00204	Prak.g_01146
OG0000299	Syaq.g_00171	Prak.g_01127
OG0000300	Syaq.g_00164	Prak.g_01124
OG0000301	Syaq.g_00163	Prak.g_01123
OG0000302	Syaq.g_00162	Prak.g_01121
OG0000303	Syaq.g_00152	Prak.g_01115
OG0000304	Syaq.g_00146	Prak.g_00594
OG0000305	Syaq.g_02677	Prak.g_01215
OG0000306	Syaq.g_01861	Prak.g_00909
OG0000307	Syaq.g_01754	Prak.g_01338
OG0000308	Syaq.g_01752	Prak.g_01339
OG0000309	Syaq.g_01747	Prak.g_01343
OG0000310	Syaq.g_00347	Prak.g_01377
OG0000311	Syaq.g_00352	Prak.g_01379
OG0000312	Syaq.g_00359	Prak.g_01382
OG0000313	Syaq.g_00379	Prak.g_01395
OG0000314	Syaq.g_00408	Prak.g_01418
OG0000315	Syaq.g_00418	Prak.g_01428
OG0000316	Syaq.g_01716	Prak.g_01453
OG0000317	Syaq.g_01675	Prak.g_01642
OG0000318	Syaq.g_01672	Prak.g_01646
OG0000319	Syaq.g_01657	Prak.g_01659
OG0000320	Syaq.g_01655	Prak.g_01661
OG0000321	Syaq.g_01654	Prak.g_01662
OG0000322	Syaq.g_01653	Prak.g_01663
OG0000323	Syaq.g_01638	Prak.g_01672
OG0000324	Syaq.g_01605	Prak.g_01699
OG0000325	Syaq.g_00693	Prak.g_01710
OG0000326	Syaq.g_00686	Prak.g_01717
OG0000327	Syaq.g_00652	Prak.g_01738
OG0000328	Syaq.g_00651	Prak.g_01739
OG0000329	Syaq.g_00633	Prak.g_01756
OG0000330	Syaq.g_00632	Prak.g_01757
OG0000331	Syaq.g_00631	Prak.g_01758
OG0000332	Syaq.g_00616	Prak.g_01772
OG0000333	Syaq.g_00613	Prak.g_01774
OG0000334	Syaq.g_00603	Prak.g_01783
OG0000335	Syaq.g_00598	Prak.g_01788
OG0000336	Syaq.g_00594	Prak.g_01792
OG0000337	Syaq.g_00975	Prak.g_01810
OG0000338	Syaq.g_00981	Prak.g_01811
OG0000339	Syaq.g_00988	Prak.g_01817
OG0000340	Syaq.g_01005	Prak.g_01826
OG0000341	Syaq.g_01007	Prak.g_01828
OG0000342	Syaq.g_01008	Prak.g_01829
OG0000343	Syaq.g_01010	Prak.g_01830
OG0000344	Syaq.g_01014	Prak.g_01833
OG0000345	Syaq.g_01024	Prak.g_01839
OG0000346	Syaq.g_01029	Prak.g_01843
OG0000347	Syaq.g_01057	Prak.g_01860
OG0000348	Syaq.g_01070	Prak.g_01868
OG0000349	Syaq.g_01099	Prak.g_01886
OG0000350	Syaq.g_00679	Prak.g_00656
OG0000351	Syaq.g_01179	Prak.g_01926
OG0000352	Syaq.g_01178	Prak.g_01927
OG0000353	Syaq.g_01151	Prak.g_01944
OG0000355	Syaq.g_01149	Prak.g_00001
OG0000356	Syaq.g_01148	Prak.g_00002
OG0000357	Syaq.g_01147	Prak.g_00003
OG0000358	Syaq.g_01143	Prak.g_00007
OG0000359	Syaq.g_01141	Prak.g_00008
OG0000360	Syaq.g_01140	Prak.g_00009
OG0000361	Syaq.g_01139	Prak.g_00010
OG0000362	Syaq.g_01137	Prak.g_00012
OG0000363	Syaq.g_01135	Prak.g_00014
OG0000364	Syaq.g_01134	Prak.g_00015
OG0000365	Syaq.g_01125	Prak.g_00020
OG0000366	Syaq.g_01124	Prak.g_00021
OG0000367	Syaq.g_01123	Prak.g_00022
OG0000368	Syaq.g_01121	Prak.g_00024
OG0000369	Syaq.g_01120	Prak.g_00025
OG0000370	Syaq.g_01119	Prak.g_00026
OG0000371	Syaq.g_01111	Prak.g_00033
OG0000372	Syaq.g_01106	Prak.g_00036
OG0000373	Syaq.g_01105	Prak.g_00037
OG0000374	Syaq.g_01104	Prak.g_00038
OG0000375	Syaq.g_01103	Prak.g_00040
OG0000376	Syaq.g_01101	Prak.g_00042
OG0000377	Syaq.g_01270	Prak.g_00046
OG0000378	Syaq.g_01286	Prak.g_00050
OG0000379	Syaq.g_01291	Prak.g_00053
OG0000380	Syaq.g_01560	Prak.g_00070
OG0000381	Syaq.g_01558	Prak.g_00075
OG0000382	Syaq.g_01540	Prak.g_00085
OG0000383	Syaq.g_01535	Prak.g_00087
OG0000384	Syaq.g_01534	Prak.g_00088
OG0000385	Syaq.g_01533	Prak.g_00089
OG0000386	Syaq.g_01532	Prak.g_00090
OG0000387	Syaq.g_01495	Prak.g_00104
OG0000388	Syaq.g_01491	Prak.g_00108
OG0000389	Syaq.g_01488	Prak.g_00111
OG0000390	Syaq.g_01473	Prak.g_00121
OG0000391	Syaq.g_01468	Prak.g_00124
OG0000392	Syaq.g_01463	Prak.g_00128
OG0000393	Syaq.g_01460	Prak.g_00131
OG0000394	Syaq.g_01459	Prak.g_00132
OG0000395	Syaq.g_01458	Prak.g_00133
OG0000396	Syaq.g_01455	Prak.g_00135
OG0000397	Syaq.g_01453	Prak.g_00137
OG0000398	Syaq.g_01448	Prak.g_00140
OG0000399	Syaq.g_01447	Prak.g_00141
OG0000400	Syaq.g_01446	Prak.g_00142
OG0000401	Syaq.g_01445	Prak.g_00143
OG0000402	Syaq.g_01443	Prak.g_01035
OG0000403	Syaq.g_01442	Prak.g_00145
OG0000404	Syaq.g_01440	Prak.g_00146
OG0000405	Syaq.g_01429	Prak.g_00150
OG0000406	Syaq.g_01422	Prak.g_00158
OG0000407	Syaq.g_01421	Prak.g_00159
OG0000408	Syaq.g_01419	Prak.g_00161
OG0000409	Syaq.g_01417	Prak.g_00163
OG0000410	Syaq.g_01416	Prak.g_00164
OG0000411	Syaq.g_01415	Prak.g_00165
OG0000412	Syaq.g_01414	Prak.g_00166
OG0000413	Syaq.g_01412	Prak.g_00168
OG0000414	Syaq.g_01411	Prak.g_00169
OG0000415	Syaq.g_01410	Prak.g_00170
OG0000416	Syaq.g_01409	Prak.g_00171
OG0000417	Syaq.g_01408	Prak.g_00172
OG0000418	Syaq.g_01403	Prak.g_00177
OG0000419	Syaq.g_01401	Prak.g_00179
OG0000420	Syaq.g_01400	Prak.g_00180
OG0000421	Syaq.g_01395	Prak.g_00185
OG0000422	Syaq.g_01394	Prak.g_00186
OG0000423	Syaq.g_01393	Prak.g_00187
OG0000424	Syaq.g_01392	Prak.g_00188
OG0000425	Syaq.g_01391	Prak.g_00189
OG0000426	Syaq.g_01390	Prak.g_00190
OG0000427	Syaq.g_01389	Prak.g_00191
OG0000428	Syaq.g_01386	Prak.g_00193
OG0000429	Syaq.g_01384	Prak.g_00194
OG0000430	Syaq.g_01383	Prak.g_00195
OG0000431	Syaq.g_01380	Prak.g_00197
OG0000432	Syaq.g_01374	Prak.g_00201
OG0000433	Syaq.g_01369	Prak.g_00202
OG0000434	Syaq.g_01368	Prak.g_00203
OG0000435	Syaq.g_01367	Prak.g_00204
OG0000436	Syaq.g_01361	Prak.g_00209
OG0000437	Syaq.g_01360	Prak.g_00210
OG0000438	Syaq.g_01359	Prak.g_00211
OG0000439	Syaq.g_01357	Prak.g_00213
OG0000440	Syaq.g_01356	Prak.g_00214
OG0000441	Syaq.g_01352	Prak.g_00217
OG0000442	Syaq.g_01350	Prak.g_00218
OG0000443	Syaq.g_01347	Prak.g_00219
OG0000444	Syaq.g_01333	Prak.g_00225
OG0000445	Syaq.g_01332	Prak.g_00226
OG0000446	Syaq.g_01330	Prak.g_00227
OG0000447	Syaq.g_01328	Prak.g_00228
OG0000448	Syaq.g_01327	Prak.g_00229
OG0000449	Syaq.g_01320	Prak.g_00230
OG0000450	Syaq.g_01313	Prak.g_00231
OG0000451	Syaq.g_01312	Prak.g_00232
OG0000452	Syaq.g_01308	Prak.g_00235
OG0000453	Syaq.g_01307	Prak.g_00236
OG0000454	Syaq.g_01306	Prak.g_00237
OG0000455	Syaq.g_01305	Prak.g_00238
OG0000456	Syaq.g_01304	Prak.g_00239
OG0000457	Syaq.g_01302	Prak.g_00241
OG0000458	Syaq.g_01299	Prak.g_00242
OG0000459	Syaq.g_01298	Prak.g_00243
OG0000460	Syaq.g_01577	Prak.g_00251
OG0000461	Syaq.g_00707	Prak.g_00259
OG0000462	Syaq.g_00710	Prak.g_00261
OG0000463	Syaq.g_00711	Prak.g_00262
OG0000464	Syaq.g_00712	Prak.g_00263
OG0000465	Syaq.g_00714	Prak.g_00264
OG0000466	Syaq.g_00718	Prak.g_00267
OG0000467	Syaq.g_00720	Prak.g_00268
OG0000468	Syaq.g_00725	Prak.g_00271
OG0000469	Syaq.g_00739	Prak.g_00279
OG0000470	Syaq.g_00741	Prak.g_00281
OG0000471	Syaq.g_00742	Prak.g_00282
OG0000472	Syaq.g_00744	Prak.g_00284
OG0000473	Syaq.g_00746	Prak.g_00286
OG0000474	Syaq.g_00747	Prak.g_00287
OG0000475	Syaq.g_00748	Prak.g_00288
OG0000476	Syaq.g_00750	Prak.g_00290
OG0000477	Syaq.g_00756	Prak.g_00293
OG0000478	Syaq.g_00757	Prak.g_00294
OG0000479	Syaq.g_00759	Prak.g_00295
OG0000480	Syaq.g_00766	Prak.g_00300
OG0000481	Syaq.g_00768	Prak.g_00303
OG0000482	Syaq.g_00769	Prak.g_00304
OG0000483	Syaq.g_00773	Prak.g_00307
OG0000484	Syaq.g_00774	Prak.g_00308
OG0000485	Syaq.g_00775	Prak.g_00310
OG0000486	Syaq.g_00776	Prak.g_00311
OG0000487	Syaq.g_00782	Prak.g_00314
OG0000488	Syaq.g_00845	Prak.g_00317
OG0000489	Syaq.g_00857	Prak.g_00322
OG0000490	Syaq.g_00864	Prak.g_00326
OG0000491	Syaq.g_00865	Prak.g_00327
OG0000492	Syaq.g_00869	Prak.g_00329
OG0000493	Syaq.g_00870	Prak.g_00330
OG0000494	Syaq.g_00871	Prak.g_00331
OG0000495	Syaq.g_00872	Prak.g_00332
OG0000496	Syaq.g_00873	Prak.g_00333
OG0000497	Syaq.g_00874	Prak.g_00334
OG0000498	Syaq.g_00875	Prak.g_00335
OG0000499	Syaq.g_00876	Prak.g_00336
OG0000500	Syaq.g_00877	Prak.g_00337
OG0000501	Syaq.g_00880	Prak.g_00338
OG0000502	Syaq.g_00953	Prak.g_00341
OG0000503	Syaq.g_00559	Prak.g_00356
OG0000504	Syaq.g_00557	Prak.g_00358
OG0000505	Syaq.g_00556	Prak.g_00359
OG0000506	Syaq.g_00554	Prak.g_00360
OG0000507	Syaq.g_00548	Prak.g_00363
OG0000508	Syaq.g_00544	Prak.g_00367
OG0000509	Syaq.g_00542	Prak.g_00369
OG0000510	Syaq.g_00538	Prak.g_00370
OG0000511	Syaq.g_00537	Prak.g_00371
OG0000512	Syaq.g_00535	Prak.g_00373
OG0000513	Syaq.g_00525	Prak.g_00382
OG0000514	Syaq.g_00514	Prak.g_00393
OG0000515	Syaq.g_00513	Prak.g_00394
OG0000516	Syaq.g_00509	Prak.g_00395
OG0000517	Syaq.g_00502	Prak.g_00397
OG0000518	Syaq.g_00490	Prak.g_00408
OG0000519	Syaq.g_00489	Prak.g_00409
OG0000520	Syaq.g_00488	Prak.g_00410
OG0000521	Syaq.g_00477	Prak.g_00418
OG0000522	Syaq.g_00475	Prak.g_00420
OG0000523	Syaq.g_00474	Prak.g_00421
OG0000524	Syaq.g_00469	Prak.g_00426
OG0000525	Syaq.g_00450	Prak.g_00430
OG0000526	Syaq.g_00448	Prak.g_00431
OG0000527	Syaq.g_00444	Prak.g_00434
OG0000528	Syaq.g_01768	Prak.g_00439
OG0000529	Syaq.g_01773	Prak.g_00442
OG0000530	Syaq.g_01776	Prak.g_00445
OG0000531	Syaq.g_01777	Prak.g_00446
OG0000532	Syaq.g_01780	Prak.g_00448
OG0000533	Syaq.g_01782	Prak.g_00449
OG0000534	Syaq.g_01783	Prak.g_00450
OG0000535	Syaq.g_01784	Prak.g_00451
OG0000536	Syaq.g_01785	Prak.g_00452
OG0000537	Syaq.g_01786	Prak.g_00453
OG0000538	Syaq.g_01798	Prak.g_00462
OG0000539	Syaq.g_01799	Prak.g_00463
OG0000540	Syaq.g_01800	Prak.g_00464
OG0000541	Syaq.g_01801	Prak.g_00465
OG0000542	Syaq.g_01804	Prak.g_00466
OG0000543	Syaq.g_01806	Prak.g_00468
OG0000544	Syaq.g_02567	Prak.g_00469
OG0000545	Syaq.g_01809	Prak.g_00471
OG0000546	Syaq.g_01811	Prak.g_00474
OG0000547	Syaq.g_01813	Prak.g_00476
OG0000548	Syaq.g_01814	Prak.g_00477
OG0000549	Syaq.g_01819	Prak.g_00479
OG0000550	Syaq.g_01824	Prak.g_00483
OG0000551	Syaq.g_01829	Prak.g_00486
OG0000552	Syaq.g_01830	Prak.g_00487
OG0000553	Syaq.g_01834	Prak.g_00488
OG0000554	Syaq.g_01839	Prak.g_00493
OG0000555	Syaq.g_01857	Prak.g_00501
OG0000556	Syaq.g_01925	Prak.g_00503
OG0000557	Syaq.g_01927	Prak.g_00504
OG0000558	Syaq.g_01929	Prak.g_00507
OG0000559	Syaq.g_01933	Prak.g_00511
OG0000560	Syaq.g_01936	Prak.g_00514
OG0000561	Syaq.g_01937	Prak.g_00515
OG0000562	Syaq.g_01938	Prak.g_00516
OG0000563	Syaq.g_01939	Prak.g_00517
OG0000564	Syaq.g_01940	Prak.g_00518
OG0000565	Syaq.g_01943	Prak.g_00520
OG0000566	Syaq.g_01947	Prak.g_00524
OG0000567	Syaq.g_01951	Prak.g_00528
OG0000568	Syaq.g_01954	Prak.g_00529
OG0000569	Syaq.g_01955	Prak.g_00530
OG0000570	Syaq.g_01956	Prak.g_00531
OG0000571	Syaq.g_01960	Prak.g_00533
OG0000572	Syaq.g_01977	Prak.g_00547
OG0000573	Syaq.g_01985	Prak.g_00553
OG0000574	Syaq.g_01986	Prak.g_00554
OG0000575	Syaq.g_01991	Prak.g_00558
OG0000576	Syaq.g_01993	Prak.g_00560
OG0000577	Syaq.g_01994	Prak.g_00561
